"poly","ring","cat","x","y"
865,1,1,380,811
865,1,1,368,835
865,1,1,366,835
865,1,1,360,838
865,1,1,357,838
866,1,0,450,629
866,1,0,452,625
866,1,0,456,623
866,1,0,461,629
866,1,0,459,632
866,1,0,463,634
866,1,0,460,637
866,1,0,450,629
867,1,0,232,59
867,1,0,235,56
867,1,0,236,58
867,1,0,237,64
867,1,0,236,70
867,1,0,232,71
867,1,0,233,63
867,1,0,233,61
867,1,0,232,59
868,1,0,454,462
868,1,0,458,462
868,1,0,458,466
868,1,0,454,468
868,1,0,454,462
869,1,0,442,177
869,1,0,446,173
869,1,0,451,178
869,1,0,450,179
869,1,0,446,179
869,1,0,445,180
869,1,0,442,177
870,1,0,431,529
870,1,0,435,529
870,1,0,435,536
870,1,0,431,536
870,1,0,431,529
871,1,0,591,320
871,1,0,594,317
871,1,0,594,315
871,1,0,643,366
871,1,0,640,369
871,1,0,636,369
871,1,0,625,366
871,1,0,620,365
871,1,0,618,363
871,1,0,617,361
871,1,0,617,355
871,1,0,617,353
871,1,0,615,351
871,1,0,613,351
871,1,0,616,345
871,1,0,609,343
871,1,0,610,338
871,1,0,599,338
871,1,0,598,341
871,1,0,594,339
871,1,0,593,336
871,1,0,592,332
871,1,0,593,323
871,1,0,591,320
872,1,1,382,442
872,1,1,383,442
872,1,1,385,447
872,1,1,382,447
872,1,1,382,442
873,1,0,316,402
873,1,0,316,395
873,1,0,318,396
873,1,0,318,397
873,1,0,319,397
873,1,0,319,396
873,1,0,320,396
873,1,0,320,402
873,1,0,316,402
874,1,2,51,360
874,1,2,58,355
874,1,2,59,352
874,1,2,60,351
874,1,2,61,349
874,1,2,62,348
874,1,2,61,349
874,1,2,61,351
874,1,2,60,352
874,1,2,61,353
874,1,2,60,354
874,1,2,60,353
874,1,2,60,354
874,1,2,61,353
874,1,2,61,354
874,1,2,61,355
874,1,2,61,359
874,1,2,63,363
874,1,2,65,369
874,1,2,64,372
874,1,2,65,374
874,1,2,64,374
874,1,2,65,375
874,1,2,64,375
874,1,2,63,377
874,1,2,64,378
874,1,2,65,378
874,1,2,65,380
874,1,2,67,383
874,1,2,68,383
874,1,2,66,377
874,1,2,66,376
874,1,2,67,378
874,1,2,68,381
874,1,2,69,382
874,1,2,70,383
874,1,2,69,384
874,1,2,71,385
874,1,2,66,389
874,1,2,64,387
874,1,2,58,381
874,1,2,57,379
874,1,2,57,374
874,1,2,55,367
874,1,2,51,360
875,1,0,332,299
875,1,0,338,297
875,1,0,338,304
875,1,0,333,304
875,1,0,332,299
876,1,1,483,337
876,1,1,483,336
876,1,1,486,334
876,1,1,486,336
876,1,1,483,337
877,1,0,528,347
877,1,0,533,347
877,1,0,535,346
877,1,0,535,337
877,1,0,542,337
877,1,0,543,332
877,1,0,548,332
877,1,0,529,353
877,1,0,528,351
877,1,0,528,347
878,1,0,386,365
878,1,0,387,365
878,1,0,387,367
878,1,0,386,367
878,1,0,386,365
879,1,0,409,393
879,1,0,416,393
879,1,0,415,397
879,1,0,409,397
879,1,0,409,393
880,1,0,181,403
880,1,0,186,403
880,1,0,186,407
880,1,0,181,407
880,1,0,181,403
881,1,0,322,51
881,1,0,332,54
881,1,0,332,57
881,1,0,324,56
881,1,0,322,51
882,1,0,198,112
882,1,0,202,112
882,1,0,202,119
882,1,0,198,119
882,1,0,198,112
883,1,0,460,551
883,1,0,460,550
883,1,0,472,550
883,1,0,472,554
883,1,0,487,555
883,1,0,488,554
883,1,0,489,553
883,1,0,494,553
883,1,0,496,549
883,1,0,497,549
883,1,0,495,552
883,1,0,493,554
883,1,0,485,556
883,1,0,479,556
883,1,0,468,554
883,1,0,462,553
883,1,0,460,551
884,1,0,570,334
884,1,0,571,332
884,1,0,574,331
884,1,0,575,328
884,1,0,577,326
884,1,0,576,324
884,1,0,574,321
884,1,0,581,315
884,1,0,586,319
884,1,0,587,321
884,1,0,584,323
884,1,0,581,331
884,1,0,580,336
884,1,0,581,339
884,1,0,579,340
884,1,0,573,340
884,1,0,572,338
884,1,0,570,336
884,1,0,570,334
885,1,0,373,190
885,1,0,379,190
885,1,0,379,191
885,1,0,377,195
885,1,0,373,195
885,1,0,373,190
886,1,1,685,502
886,1,1,692,502
886,1,1,692,503
886,1,1,685,502
887,1,1,269,401
887,1,1,272,401
887,1,1,273,403
887,1,1,271,406
887,1,1,269,406
887,1,1,269,401
888,1,0,242,453
888,1,0,244,453
888,1,0,244,455
888,1,0,242,453
889,1,0,309,36
889,1,0,309,28
889,1,0,315,28
889,1,0,317,29
889,1,0,312,36
889,1,0,309,36
890,1,1,456,290
890,1,1,460,286
890,1,1,461,286
890,1,1,461,289
890,1,1,457,291
890,1,1,456,290
891,1,0,551,583
891,1,0,551,582
891,1,0,557,582
891,1,0,557,586
891,1,0,551,583
892,1,0,431,558
892,1,0,431,554
892,1,0,443,554
892,1,0,443,559
892,1,0,431,558
893,1,1,396,704
893,1,1,397,681
893,1,1,398,679
893,1,1,396,704
894,1,0,259,359
894,1,0,262,357
894,1,0,263,360
894,1,0,264,359
894,1,0,265,361
894,1,0,262,363
894,1,0,260,359
894,1,0,259,359
895,1,0,218,350
895,1,0,220,347
895,1,0,226,351
895,1,0,228,354
895,1,0,223,355
895,1,0,218,350
896,1,0,48,274
896,1,0,54,268
896,1,0,56,264
896,1,0,58,260
896,1,0,61,262
896,1,0,60,264
896,1,0,60,265
896,1,0,61,269
896,1,0,70,275
896,1,0,68,277
896,1,0,61,274
896,1,0,48,274
897,1,0,56,313
897,1,0,60,311
897,1,0,65,308
897,1,0,69,309
897,1,0,67,312
897,1,0,66,315
897,1,0,67,320
897,1,0,68,321
897,1,0,66,325
897,1,0,56,313
898,1,0,402,566
898,1,0,402,558
898,1,0,408,558
898,1,0,408,566
898,1,0,402,566
899,1,0,220,135
899,1,0,228,130
899,1,0,231,128
899,1,0,232,132
899,1,0,227,136
899,1,0,224,138
899,1,0,220,135
900,1,0,365,174
900,1,0,365,171
900,1,0,372,171
900,1,0,372,174
900,1,0,365,174
901,1,0,373,205
901,1,0,373,200
901,1,0,379,200
901,1,0,379,205
901,1,0,373,205
902,1,0,153,234
902,1,0,156,235
902,1,0,156,238
902,1,0,155,238
902,1,0,153,234
903,1,0,372,156
903,1,0,379,156
903,1,0,379,163
903,1,0,372,162
903,1,0,372,156
904,1,0,689,531
904,1,0,690,527
904,1,0,698,529
904,1,0,697,532
904,1,0,689,531
905,1,0,185,416
905,1,0,188,416
905,1,0,188,420
905,1,0,185,420
905,1,0,185,416
906,1,0,306,135
906,1,0,309,132
906,1,0,317,132
906,1,0,317,135
906,1,0,306,135
907,1,0,473,508
907,1,0,483,508
907,1,0,483,512
907,1,0,476,514
907,1,0,473,509
907,1,0,473,508
908,1,0,468,500
908,1,0,473,500
908,1,0,473,508
908,1,0,470,504
908,1,0,468,500
909,1,1,678,528
909,1,1,681,529
909,1,1,680,532
909,1,1,679,532
909,1,1,678,528
910,1,0,189,201
910,1,0,200,203
910,1,0,200,208
910,1,0,192,208
910,1,0,189,201
911,1,0,638,432
911,1,0,638,427
911,1,0,649,428
911,1,0,644,432
911,1,0,638,432
912,1,0,146,174
912,1,0,146,171
912,1,0,157,171
912,1,0,157,174
912,1,0,146,174
913,1,0,601,629
913,1,0,601,625
913,1,0,607,625
913,1,0,608,624
913,1,0,608,619
913,1,0,610,616
913,1,0,621,622
913,1,0,617,626
913,1,0,614,624
913,1,0,610,627
913,1,0,611,628
913,1,0,613,630
913,1,0,610,633
913,1,0,601,629
914,1,1,546,332
914,1,1,550,328
914,1,1,553,325
914,1,1,554,326
914,1,1,548,332
914,1,1,546,332
915,1,1,513,455
915,1,1,518,456
915,1,1,517,456
915,1,1,513,455
916,1,0,539,316
916,1,0,543,316
916,1,0,543,322
916,1,0,539,322
916,1,0,539,316
917,1,0,492,650
917,1,0,497,649
917,1,0,497,654
917,1,0,492,654
917,1,0,492,650
918,1,1,210,359
918,1,1,219,359
918,1,1,218,362
918,1,1,216,364
918,1,1,216,367
918,1,1,213,367
918,1,1,213,365
918,1,1,210,359
919,1,1,538,306
919,1,1,547,300
919,1,1,547,301
919,1,1,538,306
920,1,0,192,398
920,1,0,198,398
920,1,0,199,403
920,1,0,192,403
920,1,0,192,398
921,1,0,669,502
921,1,0,677,502
921,1,0,675,511
921,1,0,674,510
921,1,0,669,502
922,1,0,288,338
922,1,0,292,338
922,1,0,292,347
922,1,0,288,350
922,1,0,288,338
923,1,0,294,360
923,1,0,301,357
923,1,0,301,362
923,1,0,294,362
923,1,0,294,360
924,1,1,243,48
924,1,1,248,44
924,1,1,253,45
924,1,1,258,48
924,1,1,266,49
924,1,1,274,55
924,1,1,278,56
924,1,1,282,56
924,1,1,284,56
924,1,1,286,59
924,1,1,286,64
924,1,1,282,64
924,1,1,277,63
924,1,1,271,62
924,1,1,267,63
924,1,1,263,65
924,1,1,259,73
924,1,1,258,74
924,1,1,256,75
924,1,1,250,74
924,1,1,250,70
924,1,1,248,55
924,1,1,246,50
924,1,1,243,48
925,1,0,172,333
925,1,0,172,328
925,1,0,176,328
925,1,0,176,333
925,1,0,172,333
926,1,0,704,455
926,1,0,705,450
926,1,0,711,452
926,1,0,716,457
926,1,0,715,458
926,1,0,714,458
926,1,0,704,455
927,1,1,329,455
927,1,1,329,448
927,1,1,333,448
927,1,1,333,455
927,1,1,329,455
928,1,0,348,448
928,1,0,352,448
928,1,0,352,454
928,1,0,348,454
928,1,0,348,448
929,1,0,445,473
929,1,0,449,471
929,1,0,449,474
929,1,0,445,474
929,1,0,445,473
930,1,0,285,352
930,1,0,288,350
930,1,0,291,356
930,1,0,286,358
930,1,0,285,352
931,1,0,536,283
931,1,0,536,272
931,1,0,540,275
931,1,0,540,283
931,1,0,536,283
932,1,0,179,177
932,1,0,180,176
932,1,0,182,177
932,1,0,185,174
932,1,0,187,175
932,1,0,182,183
932,1,0,179,177
933,1,0,740,481
933,1,0,740,475
933,1,0,745,475
933,1,0,745,481
933,1,0,740,481
934,1,0,543,316
934,1,0,546,316
934,1,0,551,322
934,1,0,543,322
934,1,0,543,316
935,1,0,479,261
935,1,0,481,258
935,1,0,482,257
935,1,0,482,261
935,1,0,479,261
936,1,0,499,320
936,1,0,502,320
936,1,0,503,320
936,1,0,500,321
936,1,0,499,323
936,1,0,499,320
937,1,0,314,406
937,1,0,316,405
937,1,0,316,411
937,1,0,314,411
937,1,0,314,406
938,1,0,335,374
938,1,0,338,375
938,1,0,336,378
938,1,0,335,380
938,1,0,335,374
939,1,0,451,747
939,1,0,455,745
939,1,0,457,749
939,1,0,454,752
939,1,0,451,747
940,1,0,454,433
940,1,0,457,431
940,1,0,459,432
940,1,0,459,435
940,1,0,454,435
940,1,0,454,433
941,1,0,113,250
941,1,0,114,249
941,1,0,123,259
941,1,0,122,261
941,1,0,113,250
942,1,0,217,386
942,1,0,221,386
942,1,0,221,395
942,1,0,217,395
942,1,0,217,386
943,1,0,151,412
943,1,0,152,411
943,1,0,155,411
943,1,0,155,408
943,1,0,161,409
943,1,0,160,414
943,1,0,168,416
943,1,0,172,416
943,1,0,172,419
943,1,0,163,417
943,1,0,162,417
943,1,0,158,416
943,1,0,158,415
943,1,0,155,415
943,1,0,152,414
943,1,0,151,413
943,1,0,151,412
944,1,0,300,387
944,1,0,300,381
944,1,0,307,381
944,1,0,307,388
944,1,0,300,387
945,1,2,274,804
945,1,2,274,802
945,1,2,276,801
945,1,2,279,800
945,1,2,280,799
945,1,2,282,799
945,1,2,283,797
945,1,2,284,784
945,1,2,285,782
945,1,2,287,774
945,1,2,287,770
945,1,2,328,778
945,1,2,328,779
945,1,2,326,789
945,1,2,323,819
945,1,2,281,820
945,1,2,278,818
945,1,2,278,815
945,1,2,278,814
945,1,2,280,812
945,1,2,280,810
945,1,2,279,809
945,1,2,275,808
945,1,2,274,804
946,1,0,373,425
946,1,0,373,426
946,1,0,378,436
946,1,0,373,436
946,1,0,373,425
947,1,0,353,175
947,1,0,356,175
947,1,0,356,177
947,1,0,354,176
947,1,0,353,175
948,1,0,525,450
948,1,0,532,450
948,1,0,532,456
948,1,0,525,456
948,1,0,525,450
949,1,0,353,402
949,1,0,360,403
949,1,0,360,408
949,1,0,353,407
949,1,0,353,402
950,1,0,262,290
950,1,0,263,289
950,1,0,264,289
950,1,0,264,286
950,1,0,266,285
950,1,0,267,287
950,1,0,270,291
950,1,0,265,294
950,1,0,262,294
950,1,0,262,290
951,1,0,442,234
951,1,0,447,234
951,1,0,447,237
951,1,0,442,238
951,1,0,442,234
952,1,1,362,472
952,1,1,362,465
952,1,1,372,466
952,1,1,372,472
952,1,1,362,472
953,1,0,591,641
953,1,0,595,640
953,1,0,599,637
953,1,0,601,634
953,1,0,601,629
953,1,0,610,633
953,1,0,596,646
953,1,0,591,641
954,1,1,510,358
954,1,1,510,357
954,1,1,519,357
954,1,1,514,361
954,1,1,512,360
954,1,1,511,360
954,1,1,510,358
955,1,0,461,289
955,1,0,467,289
955,1,0,467,294
955,1,0,461,294
955,1,0,461,289
956,1,0,184,119
956,1,0,198,119
956,1,0,197,124
956,1,0,186,124
956,1,0,184,119
957,1,1,465,572
957,1,1,464,559
957,1,1,473,559
957,1,1,485,559
957,1,1,484,560
957,1,1,483,562
957,1,1,465,572
958,1,0,461,519
958,1,0,465,518
958,1,0,465,524
958,1,0,461,524
958,1,0,461,519
959,1,0,401,364
959,1,0,401,339
959,1,0,402,339
959,1,0,406,349
959,1,0,406,354
959,1,0,410,357
959,1,0,408,364
959,1,0,401,364
960,1,0,353,382
960,1,0,353,375
960,1,0,357,375
960,1,0,357,382
960,1,0,353,382
961,1,0,169,385
961,1,0,181,384
961,1,0,181,388
961,1,0,169,388
961,1,0,169,385
962,1,1,379,506
962,1,1,380,506
962,1,1,381,509
962,1,1,381,508
962,1,1,380,511
962,1,1,379,506
963,1,0,425,549
963,1,0,427,549
963,1,0,427,553
963,1,0,425,553
963,1,0,425,549
964,1,0,406,373
964,1,0,407,369
964,1,0,409,369
964,1,0,409,373
964,1,0,406,373
965,1,0,326,45
965,1,0,330,44
965,1,0,333,44
965,1,0,332,50
965,1,0,329,49
965,1,0,329,47
965,1,0,326,45
966,1,0,178,141
966,1,0,183,141
966,1,0,183,146
966,1,0,178,146
966,1,0,178,141
967,1,0,494,536
967,1,0,494,530
967,1,0,500,530
967,1,0,500,533
967,1,0,494,536
968,1,1,448,548
968,1,1,459,552
968,1,1,460,552
968,1,1,460,553
968,1,1,457,552
968,1,1,448,549
968,1,1,448,548
969,1,1,399,403
969,1,1,400,403
969,1,1,400,413
969,1,1,399,414
969,1,1,399,403
970,1,1,380,111
970,1,1,383,111
970,1,1,382,112
970,1,1,383,113
970,1,1,388,122
970,1,1,385,123
970,1,1,380,111
971,1,0,262,433
971,1,0,269,434
971,1,0,268,439
971,1,0,262,439
971,1,0,262,433
972,1,0,406,691
972,1,0,410,692
972,1,0,413,693
972,1,0,411,696
972,1,0,409,695
972,1,0,406,696
972,1,0,406,691
973,1,0,529,599
973,1,0,530,596
973,1,0,531,595
973,1,0,534,597
973,1,0,535,599
973,1,0,529,599
974,1,0,448,322
974,1,0,448,317
974,1,0,453,317
974,1,0,453,322
974,1,0,448,322
975,1,0,361,111
975,1,0,361,105
975,1,0,367,105
975,1,0,367,111
975,1,0,361,111
976,1,1,353,267
976,1,1,357,262
976,1,1,354,267
976,1,1,353,267
977,1,0,465,515
977,1,0,472,515
977,1,0,473,515
977,1,0,465,518
977,1,0,465,515
978,1,0,467,462
978,1,0,467,455
978,1,0,474,455
978,1,0,474,458
978,1,0,467,462
979,1,1,380,472
979,1,1,380,466
979,1,1,381,466
979,1,1,381,472
979,1,1,380,472
980,1,0,393,734
980,1,0,395,728
980,1,0,397,718
980,1,0,403,722
980,1,0,401,726
980,1,0,407,730
980,1,0,397,747
980,1,0,393,734
981,1,0,363,311
981,1,0,365,311
981,1,0,369,310
981,1,0,368,310
981,1,0,368,311
981,1,0,367,312
981,1,0,366,313
981,1,0,366,311
981,1,0,364,312
981,1,0,363,311
982,1,0,204,428
982,1,0,210,428
982,1,0,210,432
982,1,0,204,432
982,1,0,204,428
983,1,0,601,500
983,1,0,607,490
983,1,0,611,491
983,1,0,611,495
983,1,0,622,496
983,1,0,622,500
983,1,0,601,500
984,1,1,364,315
984,1,1,367,315
984,1,1,368,315
984,1,1,366,316
984,1,1,364,317
984,1,1,364,315
985,1,2,563,500
985,1,2,564,499
985,1,2,567,499
985,1,2,567,500
985,1,2,563,500
986,1,1,441,164
986,1,1,443,164
986,1,1,444,164
986,1,1,441,166
986,1,1,441,164
987,1,1,405,256
987,1,1,406,252
987,1,1,406,251
987,1,1,407,251
987,1,1,405,255
987,1,1,405,259
987,1,1,411,275
987,1,1,412,280
987,1,1,413,285
987,1,1,412,293
987,1,1,410,303
987,1,1,409,303
987,1,1,412,293
987,1,1,412,283
987,1,1,411,276
987,1,1,405,260
987,1,1,405,256
988,1,0,299,413
988,1,0,301,413
988,1,0,307,416
988,1,0,306,420
988,1,0,299,420
988,1,0,299,413
989,1,0,194,270
989,1,0,194,266
989,1,0,198,268
989,1,0,205,268
989,1,0,208,267
989,1,0,208,265
989,1,0,212,266
989,1,0,217,266
989,1,0,220,273
989,1,0,217,273
989,1,0,212,271
989,1,0,207,270
989,1,0,200,271
989,1,0,194,270
990,1,0,472,235
990,1,0,476,235
990,1,0,477,239
990,1,0,472,239
990,1,0,472,235
991,1,0,108,204
991,1,0,108,199
991,1,0,115,199
991,1,0,115,204
991,1,0,108,204
992,1,0,107,384
992,1,0,108,383
992,1,0,110,382
992,1,0,112,383
992,1,0,115,384
992,1,0,114,386
992,1,0,112,387
992,1,0,107,384
993,1,0,158,145
993,1,0,158,141
993,1,0,164,141
993,1,0,166,145
993,1,0,158,145
994,1,0,660,541
994,1,0,661,538
994,1,0,661,536
994,1,0,668,533
994,1,0,673,540
994,1,0,661,546
994,1,0,660,541
995,1,0,627,423
995,1,0,635,423
995,1,0,638,422
995,1,0,638,427
995,1,0,627,427
995,1,0,627,423
996,1,0,342,534
996,1,0,342,531
996,1,0,350,531
996,1,0,350,534
996,1,0,343,534
996,1,0,342,534
997,1,1,519,587
997,1,1,520,584
997,1,1,523,587
997,1,1,519,587
998,1,0,529,278
998,1,0,529,273
998,1,0,536,273
998,1,0,536,278
998,1,0,529,278
999,1,0,330,272
999,1,0,333,267
999,1,0,337,267
999,1,0,336,272
999,1,0,330,272
1000,1,0,415,167
1000,1,0,417,164
1000,1,0,428,164
1000,1,0,428,167
1000,1,0,423,167
1000,1,0,421,168
1000,1,0,426,178
1000,1,0,426,181
1000,1,0,429,184
1000,1,0,426,187
1000,1,0,423,188
1000,1,0,419,176
1000,1,0,415,167
1001,1,0,692,492
1001,1,0,694,488
1001,1,0,701,489
1001,1,0,700,493
1001,1,0,692,492
1002,1,0,630,551
1002,1,0,633,549
1002,1,0,637,556
1002,1,0,645,555
1002,1,0,651,566
1002,1,0,651,571
1002,1,0,642,563
1002,1,0,637,560
1002,1,0,632,555
1002,1,0,630,551
1003,1,0,633,549
1003,1,0,636,546
1003,1,0,639,550
1003,1,0,634,550
1003,1,0,633,549
1004,1,0,353,414
1004,1,0,353,407
1004,1,0,360,408
1004,1,0,360,414
1004,1,0,353,414
1005,1,0,450,443
1005,1,0,454,443
1005,1,0,454,449
1005,1,0,450,448
1005,1,0,450,443
1006,1,0,433,473
1006,1,0,433,467
1006,1,0,437,467
1006,1,0,437,473
1006,1,0,433,473
1007,1,0,294,287
1007,1,0,297,289
1007,1,0,296,291
1007,1,0,294,290
1007,1,0,294,287
1008,1,1,553,564
1008,1,1,557,562
1008,1,1,557,566
1008,1,1,553,564
1009,1,0,475,638
1009,1,0,475,634
1009,1,0,483,634
1009,1,0,477,640
1009,1,0,475,638
1010,1,0,333,363
1010,1,0,333,359
1010,1,0,334,359
1010,1,0,334,358
1010,1,0,335,358
1010,1,0,335,363
1010,1,0,333,363
1011,1,1,363,428
1011,1,1,364,428
1011,1,1,366,428
1011,1,1,363,429
1011,1,1,363,428
1012,1,1,314,499
1012,1,1,328,500
1012,1,1,328,505
1012,1,1,314,504
1012,1,1,314,499
1013,1,0,444,497
1013,1,0,444,495
1013,1,0,445,495
1013,1,0,449,495
1013,1,0,449,497
1013,1,0,444,497
1014,1,0,526,267
1014,1,0,526,264
1014,1,0,529,265
1014,1,0,529,267
1014,1,0,526,267
1015,1,0,211,196
1015,1,0,212,188
1015,1,0,214,188
1015,1,0,216,190
1015,1,0,215,196
1015,1,0,211,196
1016,1,0,495,488
1016,1,0,495,481
1016,1,0,501,482
1016,1,0,501,488
1016,1,0,495,488
1017,1,0,457,317
1017,1,0,457,313
1017,1,0,462,312
1017,1,0,462,317
1017,1,0,457,317
1018,1,1,561,334
1018,1,1,569,326
1018,1,1,561,335
1018,1,1,561,334
1019,1,0,526,438
1019,1,0,534,434
1019,1,0,535,435
1019,1,0,540,435
1019,1,0,539,457
1019,1,0,539,461
1019,1,0,525,458
1019,1,0,525,456
1019,1,0,532,456
1019,1,0,532,451
1019,1,0,531,450
1019,1,0,525,450
1019,1,0,526,438
1020,1,0,116,246
1020,1,0,117,245
1020,1,0,121,246
1020,1,0,127,253
1020,1,0,125,256
1020,1,0,116,246
1021,1,1,485,659
1021,1,1,486,656
1021,1,1,486,649
1021,1,1,489,651
1021,1,1,492,650
1021,1,1,491,659
1021,1,1,485,659
1022,1,0,421,355
1022,1,0,421,352
1022,1,0,426,352
1022,1,0,426,355
1022,1,0,421,355
1023,1,0,326,368
1023,1,0,326,362
1023,1,0,331,363
1023,1,0,331,368
1023,1,0,326,368
1024,1,0,229,312
1024,1,0,233,313
1024,1,0,233,324
1024,1,0,229,323
1024,1,0,229,312
1025,1,0,143,322
1025,1,0,147,321
1025,1,0,154,321
1025,1,0,154,325
1025,1,0,150,323
1025,1,0,143,322
1026,1,0,338,185
1026,1,0,344,185
1026,1,0,344,190
1026,1,0,340,190
1026,1,0,338,185
1027,1,0,155,238
1027,1,0,165,238
1027,1,0,165,242
1027,1,0,156,242
1027,1,0,155,238
1028,1,0,378,784
1028,1,0,392,784
1028,1,0,392,788
1028,1,0,378,787
1028,1,0,378,784
1029,1,0,398,460
1029,1,0,398,453
1029,1,0,405,453
1029,1,0,403,462
1029,1,0,398,460
1030,1,0,367,105
1030,1,0,374,105
1030,1,0,373,111
1030,1,0,367,111
1030,1,0,367,105
1031,1,0,128,211
1031,1,0,128,205
1031,1,0,132,205
1031,1,0,132,211
1031,1,0,128,211
1032,1,0,114,249
1032,1,0,116,246
1032,1,0,125,256
1032,1,0,123,258
1032,1,0,114,249
1033,1,0,296,331
1033,1,0,301,331
1033,1,0,301,338
1033,1,0,297,338
1033,1,0,296,331
1034,1,0,267,346
1034,1,0,271,346
1034,1,0,275,347
1034,1,0,272,354
1034,1,0,270,355
1034,1,0,267,346
1035,1,0,401,115
1035,1,0,402,115
1035,1,0,408,121
1035,1,0,406,123
1035,1,0,400,123
1035,1,0,401,115
1036,1,1,294,503
1036,1,1,296,503
1036,1,1,300,504
1036,1,1,302,504
1036,1,1,308,503
1036,1,1,304,506
1036,1,1,301,506
1036,1,1,299,505
1036,1,1,294,503
1037,1,1,402,462
1037,1,1,409,466
1037,1,1,411,467
1037,1,1,407,467
1037,1,1,406,467
1037,1,1,405,466
1037,1,1,403,463
1037,1,1,402,462
1038,1,0,358,73
1038,1,0,363,74
1038,1,0,364,76
1038,1,0,358,76
1038,1,0,358,73
1039,1,0,590,514
1039,1,0,590,510
1039,1,0,595,510
1039,1,0,593,514
1039,1,0,590,514
1040,1,0,448,308
1040,1,0,449,303
1040,1,0,453,303
1040,1,0,453,308
1040,1,0,448,308
1041,1,0,443,559
1041,1,0,443,554
1041,1,0,447,554
1041,1,0,448,557
1041,1,0,448,558
1041,1,0,452,557
1041,1,0,452,559
1041,1,0,443,559
1042,1,0,43,303
1042,1,0,46,301
1042,1,0,50,306
1042,1,0,47,308
1042,1,0,43,303
1043,1,0,691,455
1043,1,0,691,451
1043,1,0,694,448
1043,1,0,695,446
1043,1,0,698,446
1043,1,0,698,449
1043,1,0,695,453
1043,1,0,695,456
1043,1,0,691,455
1044,1,0,390,574
1044,1,0,390,566
1044,1,0,396,566
1044,1,0,394,567
1044,1,0,393,567
1044,1,0,393,573
1044,1,0,395,573
1044,1,0,395,574
1044,1,0,390,574
1045,1,1,264,299
1045,1,1,265,299
1045,1,1,272,307
1045,1,1,274,311
1045,1,1,275,315
1045,1,1,273,315
1045,1,1,272,312
1045,1,1,268,307
1045,1,1,264,299
1046,1,0,372,176
1046,1,0,375,176
1046,1,0,375,179
1046,1,0,372,179
1046,1,0,372,176
1047,1,0,375,374
1047,1,0,376,373
1047,1,0,375,366
1047,1,0,380,366
1047,1,0,381,374
1047,1,0,377,374
1047,1,0,376,375
1047,1,0,375,374
1048,1,1,155,408
1048,1,1,157,395
1048,1,1,164,395
1048,1,1,163,404
1048,1,1,161,405
1048,1,1,161,409
1048,1,1,155,408
1049,1,0,181,384
1049,1,0,186,384
1049,1,0,186,389
1049,1,0,181,389
1049,1,0,181,384
1050,1,1,396,584
1050,1,1,397,584
1050,1,1,398,587
1050,1,1,401,590
1050,1,1,398,588
1050,1,1,396,584
1051,1,0,456,347
1051,1,0,457,336
1051,1,0,461,336
1051,1,0,461,345
1051,1,0,456,347
1052,1,0,271,331
1052,1,0,272,328
1052,1,0,275,326
1052,1,0,277,327
1052,1,0,279,327
1052,1,0,272,334
1052,1,0,271,331
1053,1,0,160,127
1053,1,0,164,123
1053,1,0,174,124
1053,1,0,177,129
1053,1,0,160,128
1053,1,0,160,127
1054,1,1,399,398
1054,1,1,399,393
1054,1,1,400,393
1054,1,1,400,398
1054,1,1,399,398
1055,1,0,521,636
1055,1,0,523,634
1055,1,0,527,638
1055,1,0,525,640
1055,1,0,521,636
1056,1,0,128,217
1056,1,0,132,218
1056,1,0,132,219
1056,1,0,128,219
1056,1,0,128,217
1057,1,0,369,362
1057,1,0,380,361
1057,1,0,380,366
1057,1,0,369,367
1057,1,0,369,362
1058,1,1,539,632
1058,1,1,539,629
1058,1,1,541,634
1058,1,1,539,632
1059,1,0,365,195
1059,1,0,373,195
1059,1,0,373,200
1059,1,0,365,200
1059,1,0,365,195
1060,1,0,365,277
1060,1,0,366,274
1060,1,0,372,272
1060,1,0,376,267
1060,1,0,383,269
1060,1,0,387,272
1060,1,0,388,272
1060,1,0,388,271
1060,1,0,386,268
1060,1,0,386,265
1060,1,0,387,263
1060,1,0,390,260
1060,1,0,391,258
1060,1,0,390,254
1060,1,0,387,252
1060,1,0,390,249
1060,1,0,392,244
1060,1,0,394,242
1060,1,0,396,241
1060,1,0,400,246
1060,1,0,403,249
1060,1,0,400,250
1060,1,0,400,253
1060,1,0,402,253
1060,1,0,401,260
1060,1,0,401,262
1060,1,0,402,264
1060,1,0,407,268
1060,1,0,406,270
1060,1,0,406,275
1060,1,0,403,278
1060,1,0,398,277
1060,1,0,392,277
1060,1,0,392,278
1060,1,0,391,280
1060,1,0,391,284
1060,1,0,390,287
1060,1,0,389,293
1060,1,0,387,298
1060,1,0,382,300
1060,1,0,381,300
1060,1,0,379,299
1060,1,0,376,298
1060,1,0,375,298
1060,1,0,372,300
1060,1,0,369,299
1060,1,0,368,295
1060,1,0,366,295
1060,1,0,365,289
1060,1,0,365,277
1061,1,1,240,140
1061,1,1,244,116
1061,1,1,249,118
1061,1,1,254,118
1061,1,1,266,120
1061,1,1,269,121
1061,1,1,271,124
1061,1,1,268,130
1061,1,1,264,137
1061,1,1,264,140
1061,1,1,266,141
1061,1,1,265,144
1061,1,1,270,152
1061,1,1,276,156
1061,1,1,280,160
1061,1,1,276,163
1061,1,1,272,164
1061,1,1,267,164
