"poly","ring","x","y"
"o_2113",1,25630,13113
"o_2113",1,25629,13101
"o_2114",1,25637,13108
"o_2114",1,25629,13101
"o_2114",1,25630,13113
"o_2114",1,25637,13108
"o_2115",1,25686,13582
"o_2115",1,25699,13648
"o_2115",1,25713,13614
"o_2115",1,25686,13582
"o_2116",1,26199,13484
"o_2116",1,26227,13457
"o_2116",1,26243,13358
"o_2116",1,26306,13357
"o_2116",1,26240,13349
"o_2116",1,26199,13484
"o_2117",1,27548,9056
"o_2117",1,27556,9038
"o_2117",1,27716,9026
"o_2117",1,27755,9019
"o_2117",1,27773,9012
"o_2117",1,27787,9015
"o_2117",1,27788,9024
"o_2117",1,27805,9013
"o_2117",1,27810,9016
"o_2117",1,27814,9015
"o_2117",1,27832,9005
"o_2117",1,27839,9000
"o_2117",1,27850,8995
"o_2117",1,27901,8982
"o_2117",1,27919,8982
"o_2117",1,27944,8977
"o_2117",1,27969,8981
"o_2117",1,28064,8963
"o_2117",1,28107,8963
"o_2117",1,28138,8968
"o_2117",1,28147,8968
"o_2117",1,28154,8967
"o_2117",1,28156,8967
"o_2117",1,28157,8965
"o_2117",1,28159,8963
"o_2117",1,28162,8955
"o_2117",1,28168,8951
"o_2117",1,28263,8939
"o_2117",1,28278,8942
"o_2117",1,28294,8943
"o_2117",1,28307,8943
"o_2117",1,28311,8942
"o_2117",1,28334,8939
"o_2117",1,28338,8940
"o_2117",1,28349,8948
"o_2117",1,28375,8951
"o_2117",1,28387,8962
"o_2117",1,28470,9005
"o_2117",1,28491,9061
"o_2117",1,28504,9035
"o_2117",1,28563,9028
"o_2117",1,28573,9028
"o_2117",1,28587,9031
"o_2117",1,28587,9042
"o_2117",1,28601,9043
"o_2117",1,28598,9033
"o_2117",1,28718,9029
"o_2117",1,28730,9041
"o_2117",1,28801,9023
"o_2117",1,28844,9040
"o_2117",1,28840,9033
"o_2117",1,28847,9030
"o_2117",1,28852,9031
"o_2117",1,28852,9028
"o_2117",1,28855,9028
"o_2117",1,28875,9027
"o_2117",1,28954,9016
"o_2117",1,28977,9011
"o_2117",1,29001,9011
"o_2117",1,29055,9002
"o_2117",1,29210,8972
"o_2117",1,29217,8996
"o_2117",1,29296,8971
"o_2117",1,29290,9027
"o_2117",1,29271,9041
"o_2117",1,29260,9051
"o_2117",1,29260,9057
"o_2117",1,29259,9065
"o_2117",1,29255,9072
"o_2117",1,29250,9084
"o_2117",1,29250,9087
"o_2117",1,29251,9094
"o_2117",1,29250,9098
"o_2117",1,29245,9104
"o_2117",1,29239,9111
"o_2117",1,29180,9142
"o_2117",1,29091,9154
"o_2117",1,29017,9174
"o_2117",1,28983,9215
"o_2117",1,28875,9297
"o_2117",1,28869,9298
"o_2117",1,28838,9322
"o_2117",1,28858,9312
"o_2117",1,28860,9309
"o_2117",1,28883,9299
"o_2117",1,28897,9283
"o_2117",1,28995,9213
"o_2117",1,29023,9190
"o_2117",1,29088,9158
"o_2117",1,29176,9146
"o_2117",1,29239,9113
"o_2117",1,29250,9097
"o_2117",1,29251,9095
"o_2117",1,29250,9085
"o_2117",1,29255,9074
"o_2117",1,29262,9060
"o_2117",1,29266,9048
"o_2117",1,29294,9031
"o_2117",1,29359,8976
"o_2117",1,29358,8975
"o_2117",1,29296,8971
"o_2117",1,29290,8879
"o_2117",1,29329,8874
"o_2117",1,29349,8875
"o_2117",1,29355,8886
"o_2117",1,29357,8911
"o_2117",1,29371,8916
"o_2117",1,29364,8904
"o_2117",1,29365,8882
"o_2117",1,29365,8881
"o_2117",1,29362,8880
"o_2117",1,29349,8875
"o_2117",1,29344,8874
"o_2117",1,29332,8872
"o_2117",1,29283,8853
"o_2117",1,29273,8774
"o_2117",1,29296,8971
"o_2117",1,29209,8972
"o_2117",1,29037,9002
"o_2117",1,29024,9007
"o_2117",1,28976,9010
"o_2117",1,28954,9016
"o_2117",1,28875,9026
"o_2117",1,28857,9027
"o_2117",1,28853,9028
"o_2117",1,28850,9029
"o_2117",1,28804,9018
"o_2117",1,28689,9015
"o_2117",1,28683,9023
"o_2117",1,28642,9028
"o_2117",1,28634,9022
"o_2117",1,28626,9030
"o_2117",1,28595,9033
"o_2117",1,28577,9029
"o_2117",1,28573,9028
"o_2117",1,28566,9028
"o_2117",1,28517,9031
"o_2117",1,28501,9035
"o_2117",1,28477,9008
"o_2117",1,28385,8960
"o_2117",1,28383,8950
"o_2117",1,28337,8940
"o_2117",1,28333,8939
"o_2117",1,28327,8939
"o_2117",1,28307,8942
"o_2117",1,28298,8943
"o_2117",1,28297,8940
"o_2117",1,28294,8943
"o_2117",1,28276,8941
"o_2117",1,28263,8939
"o_2117",1,28158,8947
"o_2117",1,28159,8955
"o_2117",1,28162,8955
"o_2117",1,28158,8964
"o_2117",1,28155,8966
"o_2117",1,28154,8967
"o_2117",1,28151,8967
"o_2117",1,28138,8967
"o_2117",1,28116,8963
"o_2117",1,28064,8963
"o_2117",1,27969,8981
"o_2117",1,27958,8970
"o_2117",1,27919,8982
"o_2117",1,27898,8981
"o_2117",1,27851,8994
"o_2117",1,27843,8997
"o_2117",1,27839,8999
"o_2117",1,27831,9005
"o_2117",1,27813,9015
"o_2117",1,27801,9011
"o_2117",1,27771,9012
"o_2117",1,27661,9025
"o_2117",1,27552,9039
"o_2117",1,27536,9049
"o_2117",1,27523,9051
"o_2117",1,27461,9072
"o_2117",1,27496,9064
"o_2117",1,27548,9056
"o_2118",1,27476,9099
"o_2118",1,27474,9101
"o_2118",1,27475,9104
"o_2118",1,27476,9099
"o_2119",1,27477,9109
"o_2119",1,27468,9119
"o_2119",1,27477,9119
"o_2119",1,27478,9119
"o_2119",1,27477,9109
"o_2120",1,27529,9114
"o_2120",1,27527,9110
"o_2120",1,27526,9112
"o_2120",1,27529,9114
"o_2121",1,26989,10080
"o_2121",1,26909,9993
"o_2121",1,26851,9866
"o_2121",1,26813,9816
"o_2121",1,26809,9682
"o_2121",1,26787,9642
"o_2121",1,26781,9621
"o_2121",1,26789,9607
"o_2121",1,26775,9608
"o_2121",1,26772,9571
"o_2121",1,26761,9511
"o_2121",1,26728,9408
"o_2121",1,26717,9411
"o_2121",1,26730,9421
"o_2121",1,26761,9511
"o_2121",1,26766,9546
"o_2121",1,26763,9577
"o_2121",1,26772,9576
"o_2121",1,26775,9608
"o_2121",1,26780,9620
"o_2121",1,26775,9638
"o_2121",1,26787,9642
"o_2121",1,26803,9678
"o_2121",1,26790,9783
"o_2121",1,26792,9811
"o_2121",1,26851,9866
"o_2121",1,26847,9919
"o_2121",1,26900,9998
"o_2121",1,26929,10031
"o_2121",1,26960,10059
"o_2121",1,26991,10101
"o_2121",1,26999,10119
"o_2121",1,27001,10122
"o_2121",1,27014,10130
"o_2121",1,27023,10142
"o_2121",1,27024,10155
"o_2121",1,27036,10154
"o_2121",1,27053,10224
"o_2121",1,27038,10154
"o_2121",1,27036,10141
"o_2121",1,27025,10142
"o_2121",1,27014,10129
"o_2121",1,27008,10125
"o_2121",1,27007,10116
"o_2121",1,27019,10115
"o_2121",1,27018,10103
"o_2121",1,26989,10080
"o_2122",1,27123,9940
"o_2122",1,27120,10031
"o_2122",1,27133,10013
"o_2122",1,27129,9976
"o_2122",1,27123,9940
"o_2123",1,27155,9874
"o_2123",1,27157,9877
"o_2123",1,27158,9874
"o_2123",1,27155,9874
"o_2124",1,27762,9149
"o_2124",1,27746,9139
"o_2124",1,27762,9149
"o_2125",1,27683,9062
"o_2125",1,27675,9064
"o_2125",1,27676,9065
"o_2125",1,27683,9062
"o_2126",1,28045,10566
"o_2126",1,28044,10562
"o_2126",1,28044,10563
"o_2126",1,28044,10565
"o_2126",1,28045,10566
"o_2127",1,28044,10561
"o_2127",1,28044,10563
"o_2127",1,28044,10562
"o_2127",1,28044,10561
"o_2128",1,28065,11809
"o_2128",1,28072,11878
"o_2128",1,28099,11907
"o_2128",1,28118,11950
"o_2128",1,28121,11985
"o_2128",1,28123,11997
"o_2128",1,28125,12005
"o_2128",1,28126,12013
"o_2128",1,28127,12016
"o_2128",1,28129,12024
"o_2128",1,28121,12039
"o_2128",1,28103,12047
"o_2128",1,28134,12066
"o_2128",1,28149,12155
"o_2128",1,28175,12270
"o_2128",1,28167,12276
"o_2128",1,28169,12287
"o_2128",1,28150,12306
"o_2128",1,28176,12314
"o_2128",1,28181,12321
"o_2128",1,28179,12327
"o_2128",1,28186,12335
"o_2128",1,28188,12328
"o_2128",1,28187,12328
"o_2128",1,28188,12322
"o_2128",1,28199,12312
"o_2128",1,28209,12260
"o_2128",1,28222,12268
"o_2128",1,28237,12245
"o_2128",1,28207,12248
"o_2128",1,28177,12236
"o_2128",1,28167,12209
"o_2128",1,28150,12158
"o_2128",1,28145,12112
"o_2128",1,28134,12066
"o_2128",1,28129,12024
"o_2128",1,28127,12016
"o_2128",1,28126,12013
"o_2128",1,28125,12003
"o_2128",1,28122,11994
"o_2128",1,28120,11966
"o_2128",1,28119,11954
"o_2128",1,28106,11901
"o_2128",1,28078,11859
"o_2128",1,28076,11743
"o_2128",1,28044,11669
"o_2128",1,28024,11674
"o_2128",1,28049,11725
"o_2128",1,28075,11744
"o_2128",1,28065,11809
"o_2129",1,28169,12287
"o_2129",1,28171,12280
"o_2129",1,28170,12281
"o_2129",1,28169,12287
"o_2130",1,27992,11695
"o_2130",1,28009,11684
"o_2130",1,28007,11683
"o_2130",1,27992,11695
"o_2131",1,28039,11747
"o_2131",1,28029,11847
"o_2131",1,27979,11867
"o_2131",1,28005,11931
"o_2131",1,28011,11924
"o_2131",1,28052,11817
"o_2131",1,28039,11747
"o_2132",1,27838,11795
"o_2132",1,27834,11837
"o_2132",1,27836,11834
"o_2132",1,27869,11785
"o_2132",1,27838,11795
"o_2133",1,27999,11608
"o_2133",1,27969,11569
"o_2133",1,27959,11517
"o_2133",1,27948,11483
"o_2133",1,27953,11490
"o_2133",1,27960,11456
"o_2133",1,27938,11447
"o_2133",1,27932,11389
"o_2133",1,27919,11365
"o_2133",1,27927,11364
"o_2133",1,27923,11359
"o_2133",1,27923,11353
"o_2133",1,27934,11332
"o_2133",1,27927,11271
"o_2133",1,27866,11272
"o_2133",1,27863,11266
"o_2133",1,27817,11329
"o_2133",1,27824,11414
"o_2133",1,27843,11447
"o_2133",1,27897,11440
"o_2133",1,27891,11389
"o_2133",1,27910,11323
"o_2133",1,27921,11356
"o_2133",1,27918,11362
"o_2133",1,27919,11365
"o_2133",1,27919,11367
"o_2133",1,27931,11389
"o_2133",1,27940,11505
"o_2133",1,27937,11533
"o_2133",1,27999,11608
"o_2134",1,27869,11785
"o_2134",1,27897,11763
"o_2134",1,27887,11761
"o_2134",1,27869,11785
"o_2135",1,27912,11684
"o_2135",1,27922,11643
"o_2135",1,27912,11659
"o_2135",1,27912,11684
"o_2136",1,27783,10753
"o_2136",1,27786,10753
"o_2136",1,27785,10752
"o_2136",1,27783,10753
"o_2137",1,27510,12281
"o_2137",1,27477,12244
"o_2137",1,27478,12262
"o_2137",1,27510,12281
"o_2138",1,27011,12342
"o_2138",1,27011,12343
"o_2138",1,27020,12340
"o_2138",1,27011,12342
"o_2139",1,27426,10459
"o_2139",1,27425,10460
"o_2139",1,27426,10460
"o_2139",1,27426,10459
"o_2140",1,27903,9966
"o_2140",1,27875,9941
"o_2140",1,27881,9954
"o_2140",1,27906,9979
"o_2140",1,27903,9966
"o_2141",1,27577,11289
"o_2141",1,27632,11197
"o_2141",1,27650,11179
"o_2141",1,27602,11222
"o_2141",1,27563,11278
"o_2141",1,27538,11308
"o_2141",1,27540,11308
"o_2141",1,27542,11308
"o_2141",1,27543,11308
"o_2141",1,27543,11307
"o_2141",1,27544,11307
"o_2141",1,27545,11308
"o_2141",1,27546,11313
"o_2141",1,27559,11303
"o_2141",1,27561,11299
"o_2141",1,27584,11307
"o_2141",1,27593,11318
"o_2141",1,27591,11285
"o_2141",1,27577,11289
"o_2142",1,27538,11308
"o_2142",1,27542,11308
"o_2142",1,27540,11308
"o_2142",1,27538,11308
"o_2143",1,27543,11308
"o_2143",1,27544,11308
"o_2143",1,27544,11307
"o_2143",1,27543,11308
"o_2144",1,27388,10596
"o_2144",1,27388,10599
"o_2144",1,27391,10598
"o_2144",1,27388,10596
"o_2145",1,26812,11122
"o_2145",1,26813,11217
"o_2145",1,26817,11182
"o_2145",1,26812,11122
"o_2146",1,26829,10049
"o_2146",1,26772,10025
"o_2146",1,26762,10011
"o_2146",1,26754,10053
"o_2146",1,26712,10058
"o_2146",1,26689,10103
"o_2146",1,26690,10116
"o_2146",1,26707,10142
"o_2146",1,26688,10199
"o_2146",1,26712,10197
"o_2146",1,26762,10152
"o_2146",1,26780,10291
"o_2146",1,26772,10164
"o_2146",1,26876,10246
"o_2146",1,26897,10280
"o_2146",1,26924,10298
"o_2146",1,26953,10301
"o_2146",1,26979,10300
"o_2146",1,26978,10296
"o_2146",1,26992,10296
"o_2146",1,26992,10299
"o_2146",1,27001,10298
"o_2146",1,27045,10316
"o_2146",1,27076,10313
"o_2146",1,27030,10309
"o_2146",1,27001,10298
"o_2146",1,26997,10296
"o_2146",1,26992,10295
"o_2146",1,26989,10295
"o_2146",1,26910,10287
"o_2146",1,26875,10244
"o_2146",1,26718,10113
"o_2146",1,26728,10071
"o_2146",1,26781,10052
"o_2146",1,26825,10076
"o_2146",1,26849,10048
"o_2146",1,26836,10049
"o_2146",1,26829,10049
"o_2147",1,26820,10020
"o_2147",1,26829,10049
"o_2147",1,26836,10049
"o_2147",1,26820,10020
"o_2148",1,26772,10025
"o_2148",1,26791,10009
"o_2148",1,26767,9998
"o_2148",1,26762,10011
"o_2148",1,26772,10025
"o_2149",1,27785,10876
"o_2149",1,27795,10871
"o_2149",1,27794,10864
"o_2149",1,27785,10876
"o_2150",1,27728,10882
"o_2150",1,27727,10889
"o_2150",1,27730,10890
"o_2150",1,27731,10889
"o_2150",1,27728,10882
"o_2151",1,26893,10322
"o_2151",1,26870,10310
"o_2151",1,26871,10324
"o_2151",1,26893,10322
"o_2152",1,26988,12007
"o_2152",1,27022,11993
"o_2152",1,27017,11940
"o_2152",1,26988,12007
"o_2153",1,27052,11872
"o_2153",1,27060,11827
"o_2153",1,27033,11760
"o_2153",1,26978,11797
"o_2153",1,27047,11842
"o_2153",1,27030,11884
"o_2153",1,27047,11921
"o_2153",1,27051,11925
"o_2153",1,27071,11941
"o_2153",1,27083,11940
"o_2153",1,27103,11910
"o_2153",1,27108,11890
"o_2153",1,27046,11900
"o_2153",1,27052,11872
"o_2154",1,27064,11870
"o_2154",1,27151,11823
"o_2154",1,27198,11775
"o_2154",1,27127,11819
"o_2154",1,27077,11854
"o_2154",1,27064,11870
"o_2155",1,27058,12752
"o_2155",1,27026,12759
"o_2155",1,27035,12771
"o_2155",1,27044,12774
"o_2155",1,27031,12775
"o_2155",1,27024,12777
"o_2155",1,27018,12776
"o_2155",1,27013,12777
"o_2155",1,27004,12769
"o_2155",1,27003,12761
"o_2155",1,27002,12749
"o_2155",1,27001,12745
"o_2155",1,26997,12737
"o_2155",1,26992,12734
"o_2155",1,26989,12736
"o_2155",1,26947,12736
"o_2155",1,26947,12740
"o_2155",1,26992,12736
"o_2155",1,27004,12768
"o_2155",1,27004,12771
"o_2155",1,27006,12773
"o_2155",1,27011,12777
"o_2155",1,27014,12777
"o_2155",1,27018,12788
"o_2155",1,27099,12828
"o_2155",1,27117,12832
"o_2155",1,27107,12773
"o_2155",1,27096,12777
"o_2155",1,27058,12752
"o_2156",1,26965,12577
"o_2156",1,26975,12638
"o_2156",1,27054,12605
"o_2156",1,27044,12563
"o_2156",1,26980,12554
"o_2156",1,26965,12577
"o_2157",1,27286,9282
"o_2157",1,27232,9267
"o_2157",1,27214,9269
"o_2157",1,27253,9318
"o_2157",1,27282,9300
"o_2157",1,27286,9282
"o_2158",1,27149,9195
"o_2158",1,27144,9199
"o_2158",1,27147,9199
"o_2158",1,27149,9195
"o_2159",1,27130,9211
"o_2159",1,27131,9206
"o_2159",1,27129,9206
"o_2159",1,27130,9211
"o_2160",1,27304,9348
"o_2160",1,27253,9386
"o_2160",1,27281,9385
"o_2160",1,27304,9348
"o_2161",1,27018,9335
"o_2161",1,27012,9326
"o_2161",1,27013,9336
"o_2161",1,27018,9335
"o_2162",1,27558,11796
"o_2162",1,27533,11779
"o_2162",1,27531,11776
"o_2162",1,27530,11760
"o_2162",1,27524,11748
"o_2162",1,27522,11727
"o_2162",1,27530,11706
"o_2162",1,27522,11617
"o_2162",1,27530,11706
"o_2162",1,27522,11727
"o_2162",1,27524,11745
"o_2162",1,27532,11777
"o_2162",1,27532,11779
"o_2162",1,27535,11781
"o_2162",1,27544,11789
"o_2162",1,27546,11801
"o_2162",1,27561,11797
"o_2162",1,27558,11796
"o_2163",1,27393,11894
"o_2163",1,27382,11786
"o_2163",1,27270,11823
"o_2163",1,27286,11865
"o_2163",1,27283,11962
"o_2163",1,27316,11988
"o_2163",1,27360,11962
"o_2163",1,27367,11970
"o_2163",1,27381,11912
"o_2163",1,27393,11894
"o_2164",1,27076,11955
"o_2164",1,27072,11954
"o_2164",1,27073,11966
"o_2164",1,27076,11955
"o_2165",1,27174,9816
"o_2165",1,27173,9858
"o_2165",1,27186,9846
"o_2165",1,27184,9815
"o_2165",1,27174,9816
"o_2166",1,27232,9777
"o_2166",1,27201,9759
"o_2166",1,27207,9773
"o_2166",1,27232,9777
"o_2167",1,27170,9677
"o_2167",1,27150,9679
"o_2167",1,27152,9707
"o_2167",1,27170,9677
"o_2168",1,27163,9859
"o_2168",1,27158,9874
"o_2168",1,27173,9858
"o_2168",1,27163,9859
"o_2169",1,27253,9855
"o_2169",1,27258,9865
"o_2169",1,27257,9855
"o_2169",1,27253,9855
"o_2170",1,28215,11251
"o_2170",1,28356,11295
"o_2170",1,28368,11296
"o_2170",1,28392,11293
"o_2170",1,28451,11287
"o_2170",1,28486,11299
"o_2170",1,28487,11304
"o_2170",1,28521,11312
"o_2170",1,28527,11312
"o_2170",1,28533,11312
"o_2170",1,28560,11309
"o_2170",1,28576,11302
"o_2170",1,28642,11292
"o_2170",1,28657,11300
"o_2170",1,28642,11292
"o_2170",1,28580,11301
"o_2170",1,28529,11312
"o_2170",1,28520,11311
"o_2170",1,28504,11308
"o_2170",1,28473,11292
"o_2170",1,28452,11287
"o_2170",1,28384,11293
"o_2170",1,28368,11296
"o_2170",1,28350,11293
"o_2170",1,28274,11262
"o_2170",1,28239,11255
"o_2170",1,28170,11185
"o_2170",1,28150,11187
"o_2170",1,28215,11251
"o_2171",1,28357,11788
"o_2171",1,28398,11776
"o_2171",1,28395,11600
"o_2171",1,28382,11543
"o_2171",1,28327,11550
"o_2171",1,28311,11599
"o_2171",1,28335,11749
"o_2171",1,28357,11788
"o_2171",2,28370,11765
"o_2171",2,28373,11762
"o_2171",2,28373,11764
"o_2171",2,28370,11765
"o_2172",1,28605,11180
"o_2172",1,28602,11168
"o_2172",1,28604,11192
"o_2172",1,28605,11180
"o_2173",1,27268,9401
"o_2173",1,27281,9387
"o_2173",1,27281,9385
"o_2173",1,27268,9401
"o_2174",1,26876,11676
"o_2174",1,26893,11791
"o_2174",1,26881,11681
"o_2174",1,26876,11676
"o_2175",1,26791,11732
"o_2175",1,26831,11701
"o_2175",1,26844,11696
"o_2175",1,26832,11676
"o_2175",1,26789,11694
"o_2175",1,26791,11732
"o_2176",1,28214,10518
"o_2176",1,28257,10506
"o_2176",1,28266,10502
"o_2176",1,28272,10496
"o_2176",1,28274,10494
"o_2176",1,28275,10492
"o_2176",1,28284,10471
"o_2176",1,28285,10468
"o_2176",1,28284,10455
"o_2176",1,28285,10468
"o_2176",1,28281,10468
"o_2176",1,28282,10474
"o_2176",1,28275,10482
"o_2176",1,28275,10491
"o_2176",1,28274,10494
"o_2176",1,28214,10518
"o_2177",1,26969,9753
"o_2177",1,27002,9778
"o_2177",1,27006,9777
"o_2177",1,26969,9753
"o_2178",1,26898,9999
"o_2178",1,26900,10006
"o_2178",1,26900,9998
"o_2178",1,26898,9999
"o_2179",1,27564,12440
"o_2179",1,27684,12409
"o_2179",1,27725,12414
"o_2179",1,27792,12390
"o_2179",1,27831,12404
"o_2179",1,27909,12393
"o_2179",1,27939,12381
"o_2179",1,27950,12380
"o_2179",1,27964,12374
"o_2179",1,27979,12370
"o_2179",1,27989,12366
"o_2179",1,28041,12336
"o_2179",1,28047,12334
"o_2179",1,28054,12334
"o_2179",1,28056,12334
"o_2179",1,28059,12333
"o_2179",1,28061,12331
"o_2179",1,28062,12329
"o_2179",1,28072,12315
"o_2179",1,28075,12313
"o_2179",1,28082,12313
"o_2179",1,28081,12311
"o_2179",1,28090,12312
"o_2179",1,28107,12311
"o_2179",1,28119,12320
"o_2179",1,28127,12328
"o_2179",1,28122,12333
"o_2179",1,28137,12322
"o_2179",1,28126,12320
"o_2179",1,28110,12311
"o_2179",1,28103,12310
"o_2179",1,28093,12312
"o_2179",1,28085,12310
"o_2179",1,28081,12310
"o_2179",1,28077,12312
"o_2179",1,28073,12306
"o_2179",1,28070,12302
"o_2179",1,28067,12301
"o_2179",1,28068,12306
"o_2179",1,28072,12305
"o_2179",1,28077,12312
"o_2179",1,28074,12313
"o_2179",1,28072,12315
"o_2179",1,28064,12326
"o_2179",1,28061,12328
"o_2179",1,28062,12329
"o_2179",1,28061,12331
"o_2179",1,28057,12334
"o_2179",1,28053,12334
"o_2179",1,28046,12334
"o_2179",1,28044,12334
"o_2179",1,28001,12355
"o_2179",1,27990,12365
"o_2179",1,27982,12369
"o_2179",1,27963,12374
"o_2179",1,27951,12379
"o_2179",1,27936,12382
"o_2179",1,27912,12391
"o_2179",1,27747,12390
"o_2179",1,27564,12440
"o_2180",1,27506,12396
"o_2180",1,27540,12364
"o_2180",1,27488,12351
"o_2180",1,27484,12386
"o_2180",1,27506,12396
"o_2181",1,27504,12296
"o_2181",1,27506,12297
"o_2181",1,27505,12295
"o_2181",1,27504,12296
"o_2182",1,27511,9746
"o_2182",1,27519,9744
"o_2182",1,27515,9729
"o_2182",1,27511,9746
"o_2183",1,27810,10145
"o_2183",1,27809,10131
"o_2183",1,27800,10132
"o_2183",1,27798,10146
"o_2183",1,27810,10145
"o_2184",1,28022,10128
"o_2184",1,28010,10130
"o_2184",1,28012,10131
"o_2184",1,28022,10128
"o_2185",1,27891,10135
"o_2185",1,27918,10128
"o_2185",1,27891,10132
"o_2185",1,27891,10135
"o_2186",1,27891,10132
"o_2186",1,27891,10129
"o_2186",1,27890,10135
"o_2186",1,27891,10132
"o_2187",1,28249,10462
"o_2187",1,28249,10461
"o_2187",1,28249,10459
"o_2187",1,28241,10465
"o_2187",1,28249,10462
"o_2188",1,28250,10457
"o_2188",1,28249,10459
"o_2188",1,28251,10459
"o_2188",1,28251,10458
"o_2188",1,28250,10457
"o_2189",1,27036,11546
"o_2189",1,27121,11578
"o_2189",1,27173,11564
"o_2189",1,27085,11543
"o_2189",1,27036,11546
"o_2190",1,27047,11231
"o_2190",1,27047,11232
"o_2190",1,27047,11231
"o_2191",1,26583,9311
"o_2191",1,26584,9317
"o_2191",1,26596,9317
"o_2191",1,26583,9311
"o_2192",1,26712,9250
"o_2192",1,26713,9251
"o_2192",1,26713,9250
"o_2192",1,26712,9250
"o_2193",1,26712,9452
"o_2193",1,26708,9445
"o_2193",1,26708,9452
"o_2193",1,26712,9452
"o_2194",1,26610,9228
"o_2194",1,26608,9228
"o_2194",1,26610,9229
"o_2194",1,26610,9228
"o_2195",1,26709,9263
"o_2195",1,26708,9264
"o_2195",1,26709,9265
"o_2195",1,26709,9263
"o_2196",1,27839,11184
"o_2196",1,27822,11170
"o_2196",1,27823,11172
"o_2196",1,27839,11184
"o_2197",1,27822,11170
"o_2197",1,27815,11170
"o_2197",1,27818,11173
"o_2197",1,27823,11172
"o_2197",1,27822,11170
"o_2198",1,26674,12783
"o_2198",1,26684,12775
"o_2198",1,26676,12765
"o_2198",1,26674,12783
"o_2199",1,26681,12835
"o_2199",1,26617,12816
"o_2199",1,26597,12843
"o_2199",1,26627,12919
"o_2199",1,26628,12967
"o_2199",1,26667,12963
"o_2199",1,26720,12905
"o_2199",1,26776,12904
"o_2199",1,26781,12826
"o_2199",1,26681,12835
"o_2200",1,28291,9439
"o_2200",1,28260,9337
"o_2200",1,28199,9267
"o_2200",1,28291,9439
"o_2201",1,28357,9307
"o_2201",1,28358,9306
"o_2201",1,28357,9307
"o_2202",1,28346,9318
"o_2202",1,28349,9311
"o_2202",1,28345,9311
"o_2202",1,28346,9318
"o_2203",1,27414,11901
"o_2203",1,27383,11918
"o_2203",1,27391,11943
"o_2203",1,27414,11901
"o_2204",1,27392,11904
"o_2204",1,27381,11912
"o_2204",1,27383,11918
"o_2204",1,27392,11904
"o_2205",1,27133,10318
"o_2205",1,27090,10312
"o_2205",1,27108,10323
"o_2205",1,27129,10323
"o_2205",1,27133,10318
"o_2206",1,27108,10323
"o_2206",1,27092,10323
"o_2206",1,27090,10312
"o_2206",1,27076,10313
"o_2206",1,27087,10361
"o_2206",1,27133,10355
"o_2206",1,27122,10354
"o_2206",1,27117,10348
"o_2206",1,27119,10344
"o_2206",1,27108,10323
"o_2207",1,27149,10298
"o_2207",1,27137,10308
"o_2207",1,27133,10318
"o_2207",1,27149,10298
"o_2208",1,28725,11288
"o_2208",1,28807,11325
"o_2208",1,28787,11307
"o_2208",1,28725,11288
"o_2209",1,28718,11508
"o_2209",1,28733,11495
"o_2209",1,28761,11468
"o_2209",1,28718,11508
"o_2210",1,27241,12653
"o_2210",1,27265,12671
"o_2210",1,27255,12700
"o_2210",1,27258,12776
"o_2210",1,27279,12742
"o_2210",1,27272,12744
"o_2210",1,27265,12639
"o_2210",1,27288,12595
"o_2210",1,27274,12558
"o_2210",1,27287,12595
"o_2210",1,27241,12653
"o_2211",1,27374,12479
"o_2211",1,27414,12485
"o_2211",1,27455,12460
"o_2211",1,27374,12479
"o_2212",1,27414,12485
"o_2212",1,27411,12525
"o_2212",1,27419,12530
"o_2212",1,27419,12494
"o_2212",1,27418,12487
"o_2212",1,27414,12485
"o_2213",1,27665,9494
"o_2213",1,27690,9496
"o_2213",1,27675,9478
"o_2213",1,27665,9494
"o_2214",1,27802,9493
"o_2214",1,27798,9493
"o_2214",1,27803,9494
"o_2214",1,27802,9493
"o_2215",1,28525,10841
"o_2215",1,28536,10854
"o_2215",1,28533,10829
"o_2215",1,28525,10841
"o_2216",1,28514,10751
"o_2216",1,28513,10747
"o_2216",1,28514,10751
"o_2217",1,28342,9570
"o_2217",1,28323,9587
"o_2217",1,28326,9587
"o_2217",1,28327,9589
"o_2217",1,28328,9589
"o_2217",1,28329,9588
"o_2217",1,28330,9587
"o_2217",1,28342,9570
"o_2218",1,28324,9591
"o_2218",1,28358,9602
"o_2218",1,28332,9590
"o_2218",1,28332,9589
"o_2218",1,28330,9587
"o_2218",1,28329,9588
"o_2218",1,28328,9589
"o_2218",1,28327,9589
"o_2218",1,28323,9587
"o_2218",1,28324,9591
"o_2219",1,28277,9591
"o_2219",1,28307,9604
"o_2219",1,28317,9597
"o_2219",1,28291,9588
"o_2219",1,28277,9591
"o_2220",1,28376,9614
"o_2220",1,28389,9634
"o_2220",1,28385,9605
"o_2220",1,28376,9614
"o_2221",1,28333,9588
"o_2221",1,28332,9589
"o_2221",1,28332,9590
"o_2221",1,28333,9588
"o_2222",1,27963,11451
"o_2222",1,27955,11438
"o_2222",1,27944,11422
"o_2222",1,27960,11456
"o_2222",1,27972,11484
"o_2222",1,27973,11483
"o_2222",1,27978,11444
"o_2222",1,27967,11449
"o_2222",1,27964,11453
"o_2222",1,27963,11453
"o_2222",1,27963,11452
"o_2222",1,27963,11451
"o_2223",1,28008,11425
"o_2223",1,28009,11432
"o_2223",1,28013,11425
