"poly","ring","x","y"
"o_260",689,16338,14332
"o_260",690,16248,14185
"o_260",690,16219,14211
"o_260",690,16205,14224
"o_260",690,16205,14210
"o_260",690,16235,14184
"o_260",690,16248,14185
"o_260",691,16205,14224
"o_260",691,16161,14264
"o_260",691,16125,14319
"o_260",691,16063,14269
"o_260",691,16053,14229
"o_260",691,16026,14198
"o_260",691,15970,14238
"o_260",691,15962,14153
"o_260",691,16002,14170
"o_260",691,16024,14031
"o_260",691,16051,14033
"o_260",691,16147,14039
"o_260",691,16142,14123
"o_260",691,16167,14161
"o_260",691,16164,14215
"o_260",691,16205,14224
"o_260",692,16024,14031
"o_260",692,16012,14016
"o_260",692,16025,14017
"o_260",692,16024,14031
"o_260",693,15938,14096
"o_260",693,15934,14166
"o_260",693,15865,14161
"o_260",693,15852,14160
"o_260",693,15842,14103
"o_260",693,15938,14096
"o_260",694,15965,13943
"o_260",694,15966,13915
"o_260",694,15992,13945
"o_260",694,15965,13943
"o_260",695,15992,13945
"o_260",695,16062,13921
"o_260",695,16059,13963
"o_260",695,16126,13967
"o_260",695,16166,13980
"o_260",695,16180,13981
"o_260",695,16186,13987
"o_260",695,16200,13981
"o_260",695,16210,13984
"o_260",695,16211,13959
"o_260",695,16216,13987
"o_260",695,16194,13988
"o_260",695,16185,13987
"o_260",695,16176,13981
"o_260",695,16165,13987
"o_260",695,16135,14010
"o_260",695,15986,13986
"o_260",695,15992,13945
"o_260",696,16130,14317
"o_260",696,16231,14254
"o_260",696,16245,14241
"o_260",696,16253,14240
"o_260",696,16272,14257
"o_260",696,16240,14325
"o_260",696,16152,14321
"o_260",696,16176,14363
"o_260",696,16132,14384
"o_260",696,16110,14433
"o_260",696,16202,14434
"o_260",696,16199,14476
"o_260",696,16161,14508
"o_260",696,16113,14512
"o_260",696,16087,14482
"o_260",696,16096,14338
"o_260",696,16130,14317
"o_260",697,17411,16246
"o_260",697,17447,16249
"o_260",697,17453,16312
"o_260",697,17550,16341
"o_260",697,17619,16411
"o_260",697,17640,16472
"o_260",697,17605,16511
"o_260",697,17603,16517
"o_260",697,17616,16520
"o_260",697,17620,16531
"o_260",697,17613,16538
"o_260",697,17603,16574
"o_260",697,17635,16604
"o_260",697,17731,16610
"o_260",697,17727,16649
"o_260",697,17638,16652
"o_260",697,17598,16697
"o_260",697,17595,16751
"o_260",697,17543,16760
"o_260",697,17555,16695
"o_260",697,17545,16622
"o_260",697,17488,16619
"o_260",697,17407,16566
"o_260",697,17420,16540
"o_260",697,17493,16524
"o_260",697,17548,16556
"o_260",697,17551,16509
"o_260",697,17581,16473
"o_260",697,17556,16435
"o_260",697,17540,16352
"o_260",697,17419,16366
"o_260",697,17422,16324
"o_260",697,17399,16281
"o_260",697,17298,16282
"o_260",697,17388,16420
"o_260",697,17292,16399
"o_260",697,17251,16426
"o_260",697,17197,16420
"o_260",697,17204,16544
"o_260",697,17160,16568
"o_260",697,17175,16518
"o_260",697,17087,16481
"o_260",697,17077,16391
"o_260",697,16996,16404
"o_260",697,17010,16373
"o_260",697,17005,16280
"o_260",697,17058,16257
"o_260",697,17082,16311
"o_260",697,17110,16298
"o_260",697,17160,16341
"o_260",697,17163,16345
"o_260",697,17142,16287
"o_260",697,17185,16240
"o_260",697,17257,16242
"o_260",697,17291,16245
"o_260",697,17368,16222
"o_260",697,17412,16239
"o_260",697,17411,16246
"o_260",698,17160,16568
"o_260",698,17169,16716
"o_260",698,17149,16766
"o_260",698,17150,16766
"o_260",698,17143,16790
"o_260",698,17089,16763
"o_260",698,17120,16722
"o_260",698,17106,16627
"o_260",698,17025,16647
"o_260",698,16996,16634
"o_260",698,17028,16531
"o_260",698,17087,16536
"o_260",698,17118,16611
"o_260",698,17160,16568
"o_260",699,17143,16790
"o_260",699,17073,16819
"o_260",699,17024,16765
"o_260",699,17143,16790
"o_260",700,17005,16280
"o_260",700,16901,16324
"o_260",700,16883,16241
"o_260",700,16775,16208
"o_260",700,16802,16180
"o_260",700,16865,16166
"o_260",700,16906,16209
"o_260",700,17008,16215
"o_260",700,17005,16280
"o_260",701,17719,16111
"o_260",701,17801,16114
"o_260",701,17786,16156
"o_260",701,17785,16177
"o_260",701,17772,16177
"o_260",701,17759,16155
"o_260",701,17719,16111
"o_260",702,17799,16185
"o_260",702,17790,16198
"o_260",702,17790,16197
"o_260",702,17799,16185
"o_260",703,15472,14276
"o_260",703,15671,14289
"o_260",703,15678,14359
"o_260",703,15748,14336
"o_260",703,15746,14391
"o_260",703,15716,14418
"o_260",703,15675,14401
"o_260",703,15547,14389
"o_260",703,15538,14493
"o_260",703,15600,14508
"o_260",703,15596,14564
"o_260",703,15555,14561
"o_260",703,15550,14645
"o_260",703,15589,14665
"o_260",703,15762,14554
"o_260",703,15823,14536
"o_260",703,15900,14541
"o_260",703,15920,14612
"o_260",703,15929,14725
"o_260",703,15774,14713
"o_260",703,15767,14810
"o_260",703,15702,14838
"o_260",703,15689,14939
"o_260",703,15636,14915
"o_260",703,15614,14864
"o_260",703,15630,14833
"o_260",703,15619,14782
"o_260",703,15582,14732
"o_260",703,15535,14705
"o_260",703,15521,14710
"o_260",703,15503,14726
"o_260",703,15434,14789
"o_260",703,15419,14721
"o_260",703,15371,14745
"o_260",703,15260,14735
"o_260",703,15264,14691
"o_260",703,15315,14669
"o_260",703,15392,14683
"o_260",703,15386,14604
"o_260",703,15424,14551
"o_260",703,15434,14437
"o_260",703,15348,14488
"o_260",703,15344,14446
"o_260",703,15403,14443
"o_260",703,15379,14391
"o_260",703,15473,14400
"o_260",703,15472,14276
"o_260",704,15371,14745
"o_260",704,15382,14837
"o_260",704,15307,14848
"o_260",704,15260,14758
"o_260",704,15353,14764
"o_260",704,15371,14745
"o_260",705,18663,16232
"o_260",705,18659,16190
"o_260",705,18663,16231
"o_260",705,18663,16232
"o_260",706,18659,16190
"o_260",706,18670,16188
"o_260",706,18666,16191
"o_260",706,18659,16190
"o_260",707,17372,16006
"o_260",707,17421,16015
"o_260",707,17418,16079
"o_260",707,17370,16045
"o_260",707,17371,16020
"o_260",707,17330,16008
"o_260",707,17372,16006
"o_260",708,3681,4193
"o_260",708,3690,4218
"o_260",708,3673,4236
"o_260",708,3689,4267
"o_260",708,3672,4383
"o_260",708,3697,4455
"o_260",708,3763,4480
"o_260",708,3729,4549
"o_260",708,3655,4551
"o_260",708,3801,4568
"o_260",708,3817,4547
"o_260",708,3940,4635
"o_260",708,4001,4600
"o_260",708,4059,4619
"o_260",708,4051,4667
"o_260",708,4000,4642
"o_260",708,3941,4706
"o_260",708,3950,4739
"o_260",708,3977,4721
"o_260",708,4015,4700
"o_260",708,4052,4762
"o_260",708,4029,4809
"o_260",708,3976,4819
"o_260",708,3874,4776
"o_260",708,3815,4851
"o_260",708,3879,4854
"o_260",708,3936,4833
"o_260",708,3961,4883
"o_260",708,3912,4916
"o_260",708,3973,4958
"o_260",708,3915,5025
"o_260",708,3857,4979
"o_260",708,3793,5034
"o_260",708,3808,5096
"o_260",708,3758,5100
"o_260",708,3723,5038
"o_260",708,3670,5049
"o_260",708,3623,4989
"o_260",708,3665,4890
"o_260",708,3654,4831
"o_260",708,3686,4715
"o_260",708,3647,4704
"o_260",708,3629,4818
"o_260",708,3582,4811
"o_260",708,3549,4840
"o_260",708,3510,4794
"o_260",708,3559,4724
"o_260",708,3500,4679
"o_260",708,3489,4687
"o_260",708,3486,4687
"o_260",708,3475,4704
"o_260",708,3479,4760
"o_260",708,3438,4768
"o_260",708,3430,4833
"o_260",708,3438,4835
"o_260",708,3470,4882
"o_260",708,3515,4860
"o_260",708,3598,4857
"o_260",708,3550,4947
"o_260",708,3518,5065
"o_260",708,3552,5125
"o_260",708,3500,5189
"o_260",708,3473,5110
"o_260",708,3512,5065
"o_260",708,3503,4998
"o_260",708,3437,5024
"o_260",708,3355,4953
"o_260",708,3293,4939
"o_260",708,3235,4947
"o_260",708,3292,4855
"o_260",708,3244,4884
"o_260",708,3199,4859
"o_260",708,3142,4882
"o_260",708,3097,4859
"o_260",708,3140,4812
"o_260",708,3280,4850
"o_260",708,3299,4776
"o_260",708,3276,4734
"o_260",708,3276,4718
"o_260",708,3245,4709
"o_260",708,3254,4647
"o_260",708,3216,4586
"o_260",708,3212,4549
"o_260",708,3263,4553
"o_260",708,3418,4468
"o_260",708,3437,4408
"o_260",708,3382,4394
"o_260",708,3384,4349
"o_260",708,3431,4295
"o_260",708,3473,4315
"o_260",708,3435,4202
"o_260",708,3474,4201
"o_260",708,3470,4132
"o_260",708,3434,4122
"o_260",708,3451,4032
"o_260",708,3470,4014
"o_260",708,3512,4018
"o_260",708,3583,3977
"o_260",708,3610,4007
"o_260",708,3590,4092
"o_260",708,3700,4129
"o_260",708,3712,4153
"o_260",708,3680,4181
"o_260",708,3677,4186
"o_260",708,3681,4194
"o_260",708,3674,4196
"o_260",708,3668,4203
"o_260",708,3655,4203
"o_260",708,3653,4210
"o_260",708,3625,4205
"o_260",708,3603,4206
"o_260",708,3574,4224
"o_260",708,3604,4207
"o_260",708,3625,4206
"o_260",708,3640,4211
"o_260",708,3649,4210
"o_260",708,3652,4211
"o_260",708,3654,4210
"o_260",708,3669,4203
"o_260",708,3673,4201
"o_260",708,3676,4197
"o_260",708,3681,4196
"o_260",708,3681,4193
"o_260",709,1173,5796
"o_260",709,1197,5726
"o_260",709,1241,5766
"o_260",709,1173,5796
"o_260",710,5640,5180
"o_260",710,5554,5141
"o_260",710,5629,5097
"o_260",710,5661,5167
"o_260",710,5751,5088
"o_260",710,5777,5160
"o_260",710,5707,5173
"o_260",710,5662,5210
"o_260",710,5640,5180
"o_260",711,5364,4733
"o_260",711,5320,4737
"o_260",711,5318,4807
"o_260",711,5209,4695
"o_260",711,5238,4634
"o_260",711,5269,4615
"o_260",711,5317,4646
"o_260",711,5398,4659
"o_260",711,5408,4680
"o_260",711,5348,4695
"o_260",711,5364,4733
"o_260",712,5723,4521
"o_260",712,5717,4500
"o_260",712,5766,4494
"o_260",712,5808,4460
"o_260",712,5810,4546
"o_260",712,5855,4641
"o_260",712,5855,4658
"o_260",712,5841,4730
"o_260",712,5833,4785
"o_260",712,5828,4798
"o_260",712,5829,4805
"o_260",712,5845,4835
"o_260",712,6008,4978
"o_260",712,6009,5004
"o_260",712,5995,5006
"o_260",712,5977,4996
"o_260",712,5987,5013
"o_260",712,5981,5015
"o_260",712,5978,5011
"o_260",712,5972,5012
"o_260",712,5971,5009
"o_260",712,5968,5009
"o_260",712,5967,5006
"o_260",712,5964,5005
"o_260",712,5958,5004
"o_260",712,5954,5007
"o_260",712,5945,5004
"o_260",712,5933,5005
"o_260",712,5924,5007
"o_260",712,5917,5010
"o_260",712,5895,4951
"o_260",712,5859,4917
"o_260",712,5828,4935
"o_260",712,5722,4914
"o_260",712,5709,4945
"o_260",712,5651,4923
"o_260",712,5642,5018
"o_260",712,5580,4989
"o_260",712,5602,4896
"o_260",712,5687,4911
"o_260",712,5686,4867
"o_260",712,5771,4877
"o_260",712,5728,4815
"o_260",712,5685,4789
"o_260",712,5621,4833
"o_260",712,5560,4794
"o_260",712,5570,4732
"o_260",712,5613,4755
"o_260",712,5657,4732
"o_260",712,5600,4634
"o_260",712,5628,4601
"o_260",712,5693,4596
"o_260",712,5694,4548
"o_260",712,5723,4521
"o_260",713,2368,5845
"o_260",713,2506,5882
"o_260",713,2457,5978
"o_260",713,2462,6017
"o_260",713,2436,6130
"o_260",713,2395,6193
"o_260",713,2350,6165
"o_260",713,2324,6218
"o_260",713,2259,6217
"o_260",713,2368,5845
"o_260",714,5170,4146
"o_260",714,5189,4070
"o_260",714,5122,4030
"o_260",714,5144,3936
"o_260",714,5196,3926
"o_260",714,5248,3924
"o_260",714,5289,3893
"o_260",714,5308,3847
"o_260",714,5361,3792
"o_260",714,5414,3814
"o_260",714,5464,3861
"o_260",714,5473,3906
"o_260",714,5530,3926
"o_260",714,5569,3962
"o_260",714,5466,4094
"o_260",714,5421,4126
"o_260",714,5369,4059
"o_260",714,5356,4123
"o_260",714,5295,4144
"o_260",714,5263,4154
"o_260",714,5242,4063
"o_260",714,5202,4132
"o_260",714,5228,4160
"o_260",714,5170,4146
"o_260",715,2758,5314
"o_260",715,2785,5240
"o_260",715,2735,5171
"o_260",715,2769,5143
"o_260",715,2836,5162
"o_260",715,2785,5234
"o_260",715,2800,5278
"o_260",715,2758,5314
"o_260",716,2758,5314
"o_260",716,2747,5377
"o_260",716,2822,5405
"o_260",716,2797,5487
"o_260",716,2744,5506
"o_260",716,2744,5552
"o_260",716,2675,5554
"o_260",716,2650,5631
"o_260",716,2577,5608
"o_260",716,2640,5508
"o_260",716,2693,5471
"o_260",716,2690,5374
"o_260",716,2758,5314
"o_260",717,3123,5197
"o_260",717,3083,5272
"o_260",717,3008,5277
"o_260",717,3030,5184
"o_260",717,3024,5133
"o_260",717,3083,5129
"o_260",717,3091,5060
"o_260",717,3212,5045
"o_260",717,3138,5166
"o_260",717,3147,5157
"o_260",717,3130,5184
"o_260",717,3127,5191
"o_260",717,3123,5197
"o_260",718,3195,6554
"o_260",718,3174,6578
"o_260",718,3112,6551
"o_260",718,3067,6474
"o_260",718,3082,6391
"o_260",718,3119,6397
"o_260",718,3117,6453
"o_260",718,3167,6493
"o_260",718,3195,6554
"o_260",719,1535,4883
"o_260",719,1507,4875
"o_260",719,1516,4805
"o_260",719,1568,4819
"o_260",719,1535,4883
"o_260",720,5180,6294
"o_260",720,5023,6256
"o_260",720,5052,6213
"o_260",720,5146,6212
"o_260",720,5180,6294
"o_260",721,5397,5585
"o_260",721,5429,5454
"o_260",721,5508,5472
"o_260",721,5531,5670
"o_260",721,5590,5709
"o_260",721,5453,5744
"o_260",721,5349,5627
"o_260",721,5352,5574
"o_260",721,5397,5585
"o_260",722,4337,4978
"o_260",722,4413,4975
"o_260",722,4463,5019
"o_260",722,4456,5096
"o_260",722,4413,5167
"o_260",722,4305,5032
"o_260",722,4335,5005
"o_260",722,4337,4978
"o_260",723,3955,5381
"o_260",723,3899,5322
"o_260",723,3904,5282
"o_260",723,3976,5301
"o_260",723,3955,5381
"o_260",724,4580,5284
"o_260",724,4498,5262
"o_260",724,4527,5221
"o_260",724,4586,5241
"o_260",724,4580,5284
"o_260",725,3736,5406
"o_260",725,3713,5448
"o_260",725,3653,5283
"o_260",725,3710,5282
"o_260",725,3745,5247
"o_260",725,3820,5296
"o_260",725,3795,5391
"o_260",725,3736,5406
"o_260",726,4047,5928
"o_260",726,4010,6070
"o_260",726,3965,6081
"o_260",726,4025,5943
"o_260",726,3956,5857
"o_260",726,3953,5800
"o_260",726,3991,5792
"o_260",726,4047,5928
"o_260",727,4234,6396
"o_260",727,4301,6335
"o_260",727,4362,6318
"o_260",727,4398,6351
"o_260",727,4439,6432
"o_260",727,4440,6499
"o_260",727,4356,6491
"o_260",727,4330,6420
"o_260",727,4234,6396
"o_260",728,3091,4099
"o_260",728,3158,4073
"o_260",728,3208,4121
"o_260",728,3189,4150
"o_260",728,3157,4281
"o_260",728,3099,4362
"o_260",728,3058,4458
"o_260",728,3007,4428
"o_260",728,3004,4358
"o_260",728,3090,4168
"o_260",728,3128,4162
"o_260",728,3071,4136
"o_260",728,3091,4099
"o_260",729,2953,4084
"o_260",729,3019,4068
"o_260",729,3019,4113
"o_260",729,2953,4084
"o_260",730,17278,7420
"o_260",730,17277,7353
"o_260",730,17340,7407
"o_260",730,17278,7420
"o_260",731,16404,7123
"o_260",731,16400,7178
"o_260",731,16320,7154
"o_260",731,16335,7118
"o_260",731,16404,7123
"o_260",732,14957,7591
"o_260",732,14908,7612
"o_260",732,14909,7553
"o_260",732,14959,7566
"o_260",732,14957,7591
"o_260",733,17665,17341
"o_260",733,17636,17325
"o_260",733,17654,17295
"o_260",733,17616,17279
"o_260",733,17660,17248
"o_260",733,17666,17339
"o_260",733,17665,17341
"o_260",734,17359,17377
"o_260",734,17448,17320
"o_260",734,17522,17314
"o_260",734,17550,17376
"o_260",734,17359,17377
"o_260",735,17374,17281
"o_260",735,17326,17249
"o_260",735,17408,17195
"o_260",735,17515,17203
"o_260",735,17448,17250
"o_260",735,17406,17231
"o_260",735,17374,17281
"o_260",736,17561,16979
"o_260",736,17646,16992
"o_260",736,17699,17029
"o_260",736,17737,17079
"o_260",736,17688,17095
"o_260",736,17642,17066
"o_260",736,17640,17146
"o_260",736,17609,17146
"o_260",736,17598,17022
"o_260",736,17561,16979
"o_260",737,17749,17390
"o_260",737,17706,17371
"o_260",737,17708,17332
"o_260",737,17770,17331
"o_260",737,17749,17390
"o_260",738,19390,22741
"o_260",738,19421,22717
"o_260",738,19358,22778
"o_260",738,19390,22741
"o_260",739,15047,18548
"o_260",739,15120,18533
"o_260",739,15115,18576
"o_260",739,15045,18597
"o_260",739,15047,18548
"o_260",740,18711,23313
"o_260",740,18653,23316
"o_260",740,18633,23271
"o_260",740,18570,23270
"o_260",740,18414,23216
"o_260",740,18414,23237
"o_260",740,18503,23253
"o_260",740,18501,23283
"o_260",740,18384,23277
"o_260",740,18341,23250
"o_260",740,18282,23247
"o_260",740,18241,23284
"o_260",740,18264,23345
"o_260",740,18372,23349
"o_260",740,18322,23394
"o_260",740,18321,23455
"o_260",740,18242,23454
"o_260",740,18238,23407
"o_260",740,18189,23348
"o_260",740,18141,23432
"o_260",740,18094,23453
"o_260",740,18115,23298
"o_260",740,18181,23260
"o_260",740,18198,23187
"o_260",740,18298,23204
"o_260",740,18342,23150
"o_260",740,18346,23139
"o_260",740,18337,23055
"o_260",740,18423,23053
"o_260",740,18372,22972
"o_260",740,18417,22903
"o_260",740,18465,22933
"o_260",740,18517,22905
"o_260",740,18681,22927
"o_260",740,18723,22985
"o_260",740,18637,23034
"o_260",740,18637,23078
"o_260",740,18703,23100
"o_260",740,18734,23203
"o_260",740,18821,23219
"o_260",740,18816,23278
"o_260",740,18844,23298
"o_260",740,18795,23312
"o_260",740,18791,23378
"o_260",740,18728,23379
"o_260",740,18707,23350
"o_260",740,18711,23313
"o_260",741,18407,23366
"o_260",741,18408,23308
"o_260",741,18477,23283
"o_260",741,18452,23365
"o_260",741,18407,23366
"o_260",742,15725,18970
"o_260",742,15685,19008
"o_260",742,15638,18988
"o_260",742,15623,18914
"o_260",742,15490,18943
"o_260",742,15438,18912
"o_260",742,15395,18920
"o_260",742,15376,18823
"o_260",742,15486,18816
"o_260",742,15536,18835
"o_260",742,15564,18772
"o_260",742,15468,18807
"o_260",742,15449,18739
"o_260",742,15589,18665
"o_260",742,15660,18651
"o_260",742,15708,18591
"o_260",742,15804,18543
"o_260",742,15975,18481
"o_260",742,15970,18524
"o_260",742,16038,18510
"o_260",742,16074,18478
"o_260",742,16102,18429
"o_260",742,16120,18409
"o_260",742,16161,18418
"o_260",742,16162,18420
"o_260",742,16228,18394
"o_260",742,16322,18381
"o_260",742,16342,18475
"o_260",742,16164,18553
"o_260",742,16119,18495
"o_260",742,16163,18553
"o_260",742,16184,18625
"o_260",742,16214,18610
"o_260",742,16263,18659
"o_260",742,16213,18674
"o_260",742,16177,18714
"o_260",742,16105,18685
"o_260",742,16103,18794
"o_260",742,16144,18848
"o_260",742,16131,18893
"o_260",742,16215,18891
"o_260",742,16270,18904
"o_260",742,16264,19002
"o_260",742,15985,18986
"o_260",742,15962,18966
"o_260",742,15943,18876
"o_260",742,16011,18862
"o_260",742,16016,18761
"o_260",742,16075,18648
"o_260",742,15998,18664
"o_260",742,16016,18614
"o_260",742,15978,18566
"o_260",742,15876,18561
"o_260",742,15857,18594
"o_260",742,15888,18674
"o_260",742,15915,18740
"o_260",742,15817,18746
"o_260",742,15719,18788
"o_260",742,15686,18731
"o_260",742,15719,18894
"o_260",742,15761,18886
"o_260",742,15778,18968
"o_260",742,15735,18971
"o_260",742,15725,18970
"o_260",743,15401,18949
"o_260",743,15154,18933
"o_260",743,15153,18987
"o_260",743,15219,18970
"o_260",743,15302,18988
"o_260",743,15261,19036
"o_260",743,15288,19186
"o_260",743,15361,19193
"o_260",743,15359,19191
"o_260",743,15367,19188
"o_260",743,15390,19234
"o_260",743,15272,19246
"o_260",743,15287,19186
"o_260",743,15177,19191
"o_260",743,15145,19164
"o_260",743,15030,19139
"o_260",743,15050,19103
"o_260",743,15203,19074
"o_260",743,15038,19028
"o_260",743,15036,19054
"o_260",743,14943,19063
"o_260",743,14936,19015
"o_260",743,14965,18991
"o_260",743,14985,18961
"o_260",743,15018,18952
"o_260",743,15063,18926
"o_260",743,15179,18858
"o_260",743,15288,18812
"o_260",743,15312,18871
"o_260",743,15348,18795
"o_260",743,15376,18823
"o_260",743,15401,18949
"o_260",744,15030,19139
"o_260",744,15021,19267
"o_260",744,15075,19286
"o_260",744,15100,19272
"o_260",744,15107,19252
"o_260",744,15153,19291
"o_260",744,15061,19311
"o_260",744,15013,19363
"o_260",744,14965,19316
"o_260",744,14870,19352
"o_260",744,14818,19332
"o_260",744,14769,19363
"o_260",744,14759,19489
"o_260",744,14815,19514
"o_260",744,14788,19554
"o_260",744,14625,19418
"o_260",744,14683,19331
"o_260",744,14589,19325
"o_260",744,14488,19205
"o_260",744,14457,19138
"o_260",744,14406,19146
"o_260",744,14390,19152
"o_260",744,14412,19129
"o_260",744,14524,19104
"o_260",744,14546,19115
"o_260",744,14609,19052
"o_260",744,14736,19021
"o_260",744,14758,19048
"o_260",744,14768,19139
"o_260",744,14740,19178
"o_260",744,14797,19211
"o_260",744,14780,19262
"o_260",744,14812,19201
"o_260",744,14908,19216
"o_260",744,14933,19182
"o_260",744,14886,19131
"o_260",744,14948,19099
"o_260",744,15030,19139
"o_260",745,19022,24161
"o_260",745,19002,24078
"o_260",745,19016,24054
"o_260",745,19072,24016
"o_260",745,19076,24016
"o_260",745,19107,24002
"o_260",745,19198,24012
"o_260",745,19212,24049
"o_260",745,19149,24064
"o_260",745,19154,24137
"o_260",745,19132,24122
"o_260",745,19064,24155
"o_260",745,19029,24154
"o_260",745,19022,24161
"o_260",746,18412,22466
"o_260",746,18347,22467
"o_260",746,18361,22404
"o_260",746,18414,22406
"o_260",746,18490,22442
"o_260",746,18412,22466
"o_260",747,18341,22525
"o_260",747,18264,22595
"o_260",747,18243,22531
"o_260",747,18341,22525
"o_260",748,16996,15905
"o_260",748,16948,15923
"o_260",748,16946,15958
"o_260",748,17000,15985
"o_260",748,17060,16132
"o_260",748,16944,16141
"o_260",748,16931,16029
"o_260",748,16884,15955
"o_260",748,16823,16049
"o_260",748,16756,16046
"o_260",748,16776,15953
"o_260",748,16740,15914
"o_260",748,16680,15896
"o_260",748,16718,15853
"o_260",748,16727,15852
"o_260",748,16591,15772
"o_260",748,16613,15746
"o_260",748,16715,15792
"o_260",748,16736,15742
"o_260",748,16771,15743
"o_260",748,16790,15790
"o_260",748,16875,15871
"o_260",748,16994,15865
"o_260",748,16996,15905
"o_260",749,17000,15985
"o_260",749,17002,15928
"o_260",749,17034,15850
"o_260",749,17117,15854
"o_260",749,17087,15895
"o_260",749,17049,15931
"o_260",749,17039,15985
"o_260",749,17000,15985
"o_260",750,16908,15634
"o_260",750,16944,15592
"o_260",750,16978,15596
"o_260",750,17075,15600
"o_260",750,17067,15635
"o_260",750,16998,15625
"o_260",750,16908,15634
"o_260",751,16548,15690
"o_260",751,16576,15763
"o_260",751,16481,15748
"o_260",751,16513,15689
"o_260",751,16548,15690
"o_260",752,16548,15690
"o_260",752,16469,15686
"o_260",752,16430,15628
"o_260",752,16387,15682
"o_260",752,16386,15696
"o_260",752,16454,15718
"o_260",752,16466,15757
"o_260",752,16509,15769
"o_260",752,16521,15847
"o_260",752,16462,15862
"o_260",752,16387,15968
"o_260",752,16352,15988
"o_260",752,16317,15937
"o_260",752,16364,15873
"o_260",752,16339,15807
"o_260",752,16354,15794
"o_260",752,16318,15665
"o_260",752,16237,15604
"o_260",752,16349,15609
"o_260",752,16459,15612
"o_260",752,16548,15690
"o_260",753,16317,15937
"o_260",753,16293,16019
"o_260",753,16216,16016
"o_260",753,16215,15945
"o_260",753,16150,15956
"o_260",753,16112,16038
"o_260",753,16059,16007
"o_260",753,16021,15948
"o_260",753,16025,15889
"o_260",753,15983,15873
"o_260",753,15986,15817
"o_260",753,15984,15808
"o_260",753,15970,15788
"o_260",753,15954,15761
"o_260",753,15942,15743
"o_260",753,15936,15729
"o_260",753,15946,15659
"o_260",753,15996,15658
"o_260",753,16004,15603
"o_260",753,15999,15603
"o_260",753,16014,15576
"o_260",753,16110,15595
"o_260",753,16152,15593
"o_260",753,16166,15643
"o_260",753,16119,15781
"o_260",753,16124,15864
"o_260",753,16213,15916
"o_260",753,16281,15904
"o_260",753,16317,15937
"o_260",754,16318,15665
"o_260",754,16300,15749
"o_260",754,16273,15735
"o_260",754,16276,15677
"o_260",754,16318,15665
"o_260",755,16459,15612
"o_260",755,16473,15588
"o_260",755,16545,15592
"o_260",755,16570,15592
"o_260",755,16555,15605
"o_260",755,16459,15612
"o_260",756,17997,18221
"o_260",756,18012,18186
"o_260",756,18056,18190
"o_260",756,18024,18236
"o_260",756,18038,18285
"o_260",756,17994,18292
"o_260",756,17998,18222
"o_260",756,17997,18221
"o_260",757,18010,23377
"o_260",757,17932,23355
"o_260",757,17938,23314
"o_260",757,17987,23299
"o_260",757,18029,23325
"o_260",757,18010,23377
"o_260",758,15116,20262
"o_260",758,15086,20364
"o_260",758,15035,20338
"o_260",758,15078,20243
"o_260",758,15116,20262
"o_260",759,14533,19895
"o_260",759,14574,19898
"o_260",759,14595,19947
"o_260",759,14642,19929
"o_260",759,14694,19979
"o_260",759,14671,20015
"o_260",759,14611,20000
"o_260",759,14547,19940
"o_260",759,14533,19895
"o_260",760,13857,19721
"o_260",760,13839,19662
"o_260",760,13865,19563
"o_260",760,13864,19499
"o_260",760,13835,19405
"o_260",760,13943,19385
"o_260",760,14024,19459
"o_260",760,13969,19533
"o_260",760,14108,19542
"o_260",760,14086,19494
"o_260",760,14114,19472
"o_260",760,14205,19479
"o_260",760,14473,19554
"o_260",760,14397,19633
"o_260",760,14321,19636
"o_260",760,14271,19613
"o_260",760,14253,19551
"o_260",760,14159,19537
"o_260",760,14176,19595
"o_260",760,14221,19651
"o_260",760,14192,19690
"o_260",760,14256,19749
"o_260",760,14323,19728
"o_260",760,14352,19780
"o_260",760,14319,19834
"o_260",760,14354,19854
"o_260",760,14298,19913
"o_260",760,14227,19875
"o_260",760,14216,19945
"o_260",760,14164,19975
"o_260",760,14082,19989
"o_260",760,14051,19974
"o_260",760,14015,20033
"o_260",760,13865,19984
"o_260",760,13855,19934
"o_260",760,13792,19942
"o_260",760,13722,19851
"o_260",760,13737,19784
"o_260",760,13676,19758
"o_260",760,13675,19634
"o_260",760,13775,19676
"o_260",760,13800,19716
"o_260",760,13857,19721
"o_260",761,15423,19537
"o_260",761,15505,19575
"o_260",761,15504,19691
"o_260",761,15426,19653
"o_260",761,15423,19537
"o_260",762,15649,19610
"o_260",762,15688,19642
"o_260",762,15721,19585
"o_260",762,15838,19697
"o_260",762,15911,19669
"o_260",762,15915,19708
"o_260",762,15858,19716
"o_260",762,15733,19692
"o_260",762,15649,19610
"o_260",763,15774,19988
"o_260",763,15750,19905
"o_260",763,15707,19921
"o_260",763,15684,19884
"o_260",763,15617,19885
"o_260",763,15581,19845
"o_260",763,15681,19827
"o_260",763,15746,19849
"o_260",763,15793,19926
"o_260",763,15774,19988
"o_260",764,15774,19988
"o_260",764,15878,19961
"o_260",764,15891,20026
"o_260",764,15841,20021
"o_260",764,15784,20055
"o_260",764,15826,20086
"o_260",764,15808,20156
"o_260",764,15848,20204
"o_260",764,15782,20179
"o_260",764,15720,20186
"o_260",764,15705,20147
"o_260",764,15659,20123
"o_260",764,15690,20052
"o_260",764,15742,20079
"o_260",764,15743,20018
"o_260",764,15774,19988
