"st","x","y"
"20",21471,12017
"20",21403,12155
"20",21313,11295
"20",19612,13501
"20",19590,13266
"20",19211,13348
"20",21547,12023
"20",19594,13259
"20",19510,13262
"20",20319,13618
"20",20081,11836
"20",21394,12139
"20",21551,11953
"20",21534,11914
"20",21496,11882
"20",21548,11917
"20",20739,12010
"20",19689,12468
"20",20751,12029
"20",20793,12033
"20",20818,11965
"20",20754,12037
"20",19351,12220
"20",19358,12221
"20",19350,12169
"20",18494,13311
"20",20804,11982
"20",21091,12426
"20",20764,11977
"20",18477,13316
"20",21482,11894
"20",20409,11290
"20",16828,11547
"20",19815,13289
"20",18760,11532
"20",16824,11556
"20",20411,12609
"20",19781,13295
"20",20409,12602
"20",19924,13161
"20",19693,13407
"20",20790,13550
"20",20999,13084
"20",20768,11994
"20",16066,13829
"20",21126,12099
"20",21535,12046
"20",21440,12058
"20",17699,11181
"20",19511,13348
"20",19588,13271
"20",19912,12001
"20",21098,12106
"20",21042,12071
"20",21085,12103
"20",19945,12011
"20",21506,12049
"20",21488,12080
"20",21490,12079
"20",20180,12361
"20",21133,12084
"20",19625,13335
"20",19624,13332
"20",17518,13171
"20",21498,12026
"20",21399,12003
"20",19929,12014
"20",20105,12187
"20",21421,12291
"20",21342,12318
"20",21004,13074
"20",19346,13348
"20",19807,13731
"20",21178,11479
"20",21097,12112
"20",21099,12114
"20",21513,12109
"20",21401,12159
"20",21454,12070
"20",17378,13532
"20",17908,12052
"20",19324,12632
"20",21553,12063
"20",19542,12939
"20",20025,11931
"20",21543,12397
"20",19559,13365
"20",19537,13325
"20",19588,13322
"20",18077,12091
"20",21448,12129
"20",21447,12149
"20",21555,12031
"20",19476,13247
"20",19501,13296
"20",19479,13077
"20",19557,13270
"20",19540,13350
"20",21175,11732
"20",19152,12912
"20",21541,11928
"20",21480,11902
"20",21559,11938
"20",20744,12038
"20",21460,11931
"20",19344,12213
"20",20737,12038
"20",20756,12040
"20",20775,12009
"20",20342,12023
"20",20627,11125
"20",19716,11668
"20",19533,12181
"20",19113,12949
"20",20783,11979
"20",19818,13303
"20",20389,12616
"20",20500,11227
"20",20816,12035
"20",16810,13838
"20",16813,13825
"20",18908,12651
"20",19651,12117
"20",16307,11162
"20",17680,11947
"20",19879,13173
"20",19485,13710
"20",20418,12623
"20",17682,11956
"20",20123,11849
"20",19009,13813
"20",19803,13741
"20",21096,13652
"20",21409,12154
"20",19614,13498
"20",21390,12435
"20",19519,13343
"20",19594,13305
"20",19562,13299
"20",19608,13277
"20",18079,12454
"20",21477,12017
"20",21453,12166
"20",18074,12102
"20",16912,12938
"20",19450,13327
"20",19582,13285
"20",19505,13147
"20",19650,13331
"20",21351,11735
"20",17524,13168
"20",21518,12071
"20",20358,11198
"20",21332,12514
"20",19756,13902
"20",20321,11844
"20",19513,13370
"20",19588,13315
"20",21529,12177
"20",19520,13205
"20",19555,13340
"20",21537,12173
"20",21308,11766
"20",19609,12881
"20",21324,11706
"20",21414,12146
"20",21555,12027
"20",19550,13331
"20",19449,13214
"20",21340,12222
"20",19642,13254
"20",19442,13318
"20",19570,13406
"20",21495,12042
"20",21453,12127
"20",21108,12081
"20",21108,12078
"20",21535,12099
"20",20952,13317
"20",19458,13252
"20",21407,12218
"20",19418,13469
"20",19603,13457
"20",21507,12130
"20",21114,13650
"20",21090,13657
"20",20783,11987
"20",20747,12006
"20",20784,12013
"20",20793,12034
"20",21478,11889
"20",19382,11997
"20",20735,12007
"20",21422,13467
"20",21085,12424
"20",21226,12305
"20",19301,13598
"20",16799,13834
"20",19816,13290
"20",16891,12931
"20",21518,13582
"20",16901,11600
"20",21424,13965
"20",19687,13290
"20",20114,11850
"20",18115,11261
"20",20997,13774
"20",21493,12101
"20",21495,12154
"20",19665,13440
"20",19510,13277
"20",21342,11728
"20",19604,13301
"20",21548,12035
"20",21507,12166
"20",21217,13807
"20",19304,12617
"20",20022,11698
"20",17514,13178
"20",17525,13176
"20",16841,12920
"20",19946,11952
"20",19485,13288
"20",19581,13322
"20",21193,11503
"20",21534,12000
"20",20841,13937
"20",21222,11936
"20",17529,13149
"20",21475,12166
"20",21527,12169
"20",21523,12164
"20",21548,12160
"20",19301,12623
"20",21524,12009
"20",21525,12167
"20",20133,11846
"20",21218,11942
"20",21463,12130
"20",20121,11891
"20",19588,13283
"20",21449,12163
"20",21547,11995
"20",21454,12191
"20",21540,12080
"20",19445,13339
"20",19605,13495
"20",19439,13333
"20",19567,13258
"20",19443,13234
"20",19462,13295
"20",19571,13370
"20",21336,11758
"20",21568,11982
"20",21553,11898
"20",21386,11877
"20",20842,12027
"20",21469,11954
"20",21513,11916
"20",21527,11892
"20",21532,11915
"20",21467,11941
"20",19489,12317
"20",20776,12034
"20",20401,12176
"20",20718,12018
"20",18477,12467
"20",19435,12148
"20",19349,12221
"20",20717,12022
"20",20818,12513
"20",20795,11964
"20",19792,13470
"20",21531,11919
"20",21513,11971
"20",21516,11983
"20",19102,12933
"20",19109,12935
"20",19820,13293
"20",21086,12409
"20",17989,13034
"20",20581,11909
"20",19149,12834
"20",21587,13425
"20",18480,12610
"20",18489,12618
"20",19643,13636
"20",19617,13506
"20",19826,13299
"20",16904,12918
"20",16906,12919
"20",18092,12136
"20",21397,11999
"20",21512,12064
"20",20729,12824
"20",16813,12923
"20",21481,12103
"20",21482,12081
"20",21054,12071
"20",21468,12053
"20",21462,12071
"20",18116,11273
"20",20578,11596
"20",21098,12071
"20",18948,12308
"20",19416,12993
"20",20318,11833
"20",20022,11921
"20",20087,11799
"20",21509,12057
"20",21558,12035
"20",21529,12088
"20",20739,11590
"20",21528,13162
"20",21514,13154
"20",21089,12078
"20",19586,13296
"20",19539,13270
"20",19525,13427
"20",21093,12102
"20",18105,12521
"20",21377,12174
"20",21479,12097
"20",19222,12770
"20",20721,11799
"20",21505,12005
"20",21433,12129
"20",21526,12034
"20",21431,12127
"20",21315,11754
"20",21133,12102
"20",18089,13424
"20",21480,12022
"20",18113,11774
"20",21522,12179
"20",19445,13337
"20",19571,13337
"20",21561,12050
"20",19431,13318
"20",19519,13414
"20",19421,13327
"20",18075,12121
"20",20892,11220
"20",20174,12370
"20",21283,12088
"20",21439,12175
"20",20076,11880
"20",19537,13269
"20",19604,13277
"20",19499,13292
"20",19587,13278
"20",19636,13329
"20",19541,13456
"20",20084,11881
"20",21482,12016
"20",20743,11998
"20",21569,11990
"20",21530,11965
"20",20731,12007
"20",19369,12221
"20",20819,11976
"20",21557,11937
"20",19080,12920
"20",19337,12223
"20",20766,12022
"20",20728,12036
"20",19360,12220
"20",18225,12783
"20",16227,13131
"20",21520,11913
"20",20759,11925
"20",16241,12890
"20",19654,12111
"20",19166,12908
"20",18606,13695
"20",21575,13896
"20",16293,12012
"20",19692,13404
"20",20106,11851
"20",21424,12294
"20",16440,11227
"20",20654,12604
"20",18079,12115
"20",21525,12062
"20",21482,12030
"20",21467,12121
"20",20177,12366
"20",21552,12056
"20",19565,13270
"20",19512,13383
"20",19607,13266
"20",20436,12615
"20",21457,12176
"20",20946,13304
"20",21108,12082
"20",19552,13293
"20",18082,12109
"20",20070,11858
"20",21502,12067
"20",21551,12065
"20",21509,12085
"20",19528,13316
"20",18226,13315
"20",21566,12121
"20",21567,12118
"20",19530,13372
"20",19544,13306
"20",19639,13335
"20",18215,12139
"20",21533,12161
"20",19504,13289
"20",21526,12043
"20",21111,12200
"20",21548,12118
"20",21516,12374
"20",21516,13163
"20",21413,12281
"20",19515,13304
"20",21456,12186
"20",19571,13221
"20",19629,13320
"20",21105,12101
"20",21420,12260
"20",21527,12071
"20",19517,13296
"20",21410,12111
"20",19563,13194
"20",21322,11914
"20",21323,11759
"20",19917,11687
"20",21469,11913
"20",21467,11914
"20",20768,12002
"20",20827,11991
"20",20802,11986
"20",19854,12764
"20",20699,12020
"20",18818,11079
"20",18998,11578
"20",18761,11530
"20",21406,11886
"20",21485,11944
"20",21438,11915
"20",16901,12454
"20",21466,11912
"20",21562,11910
"20",19642,12111
"20",20757,11991
"20",21534,11981
"20",19346,12185
"20",19911,13185
"20",19155,13517
"20",19605,13510
"20",19496,13714
"20",16835,11573
"20",21520,11914
"20",19118,12945
"20",20419,12626
"20",19086,12962
"20",19811,13308
"20",19907,13176
"20",19305,12643
"20",16911,12932
"20",21313,11289
"20",19787,13538
"20",21118,12095
"20",19939,12003
"20",21511,12189
"20",17501,13159
"20",17517,13173
"20",21528,12096
"20",20087,11843
"20",19541,12985
"20",19536,12915
"20",21112,12076
"20",20888,11211
"20",21474,12659
"20",21575,11991
"20",21054,12065
"20",21070,12054
"20",21306,12065
"20",19630,13321
"20",19425,12894
"20",19549,12983
"20",20132,11832
"20",20129,11863
"20",21481,12064
"20",21423,12144
"20",21458,12148
"20",21562,12045
"20",20082,11221
"20",19791,13733
"20",21180,11494
"20",21095,12085
"20",21546,12065
"20",19555,13296
"20",19956,11948
"20",21069,12064
"20",18080,12102
"20",20129,11838
"20",21051,12061
"20",19449,13326
"20",19611,13193
"20",19590,13408
"20",20776,13912
"20",20033,11933
"20",19610,13265
"20",19519,13425
"20",18826,12730
"20",19448,13266
"20",19563,13273
"20",19645,12114
"20",21534,11901
"20",20714,12021
"20",19114,12890
"20",19480,11696
"20",18996,11567
"20",21551,11891
"20",21106,12738
"20",19111,12923
"20",19352,12167
"20",19367,12227
"20",18222,12788
"20",19687,13260
"20",20774,11983
"20",19693,13427
"20",21506,13512
"20",19717,13199
"20",16897,12930
"20",20692,11173
"20",19896,13188
"20",16809,13845
"20",17680,11956
"20",19874,13175
"20",16809,13848
"20",19897,13179
"20",16920,12929
"20",19954,11950
"20",20103,11834
"20",21502,12005
"20",17534,13177
"20",21540,12155
"20",21530,12044
"20",21501,12063
"20",20109,11851
"20",21479,12088
"20",19520,13344
"20",19600,13319
"20",19453,13289
"20",21349,11784
"20",16930,12949
"20",19740,13546
"20",21441,12109
"20",17495,13168
"20",21523,12017
"20",21482,12025
"20",19768,13921
"20",19932,12004
"20",21114,12068
"20",21413,12286
"20",21435,12125
"20",21278,11903
"20",19928,12023
"20",21575,12191
"20",21555,12171
"20",18122,11273
"20",21537,12129
"20",21331,11705
"20",21511,12066
"20",21513,12076
"20",19440,13357
"20",19805,13809
"20",19611,13314
"20",19601,13252
"20",20809,11348
"20",18079,12124
"20",21548,12077
"20",21404,12169
"20",20943,11709
"20",21183,11282
"20",21525,12136
"20",21523,12137
"20",21524,12138
"20",20796,11187
"20",19566,13277
"20",19375,13290
"20",19439,13275
"20",21500,12025
"20",20328,11848
"20",21519,12014
"20",21497,12092
"20",20771,13743
"20",21497,11907
"20",18488,12624
"20",21544,11923
"20",21376,11918
"20",21415,11980
"20",21458,11882
"20",21463,11901
"20",20759,12036
"20",19349,12180
"20",19367,12203
"20",20732,11994
"20",21447,11894
"20",18913,12025
"20",19097,12935
"20",20954,12416
"20",21499,11954
"20",19486,13717
"20",20795,12502
"20",16848,11559
"20",18391,13177
"20",20674,12392
"20",21529,13585
"20",19113,12933
"20",21455,12066
"20",20415,12614
"20",21512,13167
"20",20422,11564
"20",20095,11841
"20",21114,12090
"20",21552,13561
"20",21514,12133
"20",21510,12061
"20",20089,11834
"20",19643,13327
"20",21504,12177
"20",19554,13310
"20",19600,13441
"20",19617,13318
"20",19452,13299
"20",21344,11794
"20",19609,13288
"20",21538,11994
"20",21538,11993
"20",19318,13264
"20",19560,13289
"20",20126,11833
"20",21196,11507
"20",19299,12439
"20",19528,13322
"20",19615,13315
"20",19363,13331
"20",19761,13897
"20",17622,13159
"20",17545,13186
"20",21201,11522
"20",16902,12943
"20",21452,12171
"20",21473,12036
"20",21329,11715
"20",21330,11715
"20",21330,11716
"20",21342,11756
"20",19581,13303
"20",21082,12073
"20",18900,12276
"20",19600,13229
"20",21222,11929
"20",21440,12198
"20",21503,12170
"20",21097,12059
"20",20126,11854
"20",21525,12126
"20",21570,12069
"20",19414,13299
"20",16113,13327
"20",19535,13222
"20",19512,13429
"20",19615,13308
"20",21538,12000
"20",21550,12185
"20",17535,13179
"20",21516,12142
"20",21520,12063
"20",19596,13270
"20",19777,13905
"20",19674,13276
"20",19549,13345
"20",19503,13271
"20",20773,13745
"20",21489,11910
"20",21536,11930
"20",20774,11996
"20",19118,11501
"20",19276,12364
"20",21489,11926
"20",20779,11999
"20",17717,11628
"20",20733,11928
"20",19361,12233
"20",19382,12193
"20",21543,11970
"20",19102,12941
"20",16887,13824
"20",20774,11937
"20",16133,12028
"20",19748,12332
"20",16899,12949
"20",16112,11572
"20",19957,11949
"20",20768,11995
"20",18345,13573
"20",21410,12285
"20",17540,13087
"20",20795,13933
"20",16600,12951
"20",19510,13352
"20",19533,13425
"20",19537,13423
"20",19605,13427
"20",21334,11929
"20",21325,11724
"20",21341,11772
"20",21236,11928
"20",21048,12060
"20",21059,12056
"20",19608,13323
"20",19303,12623
"20",17490,11161
"20",21442,12200
"20",16526,13302
"20",19412,12807
"20",19576,13340
"20",21470,12154
"20",21424,12139
"20",21548,12027
"20",21415,12134
"20",18103,12117
"20",19517,13093
"20",18946,12306
"20",21472,12070
"20",21503,12165
"20",17690,13734
"20",19376,13316
"20",19539,13269
"20",20949,13313
"20",21091,12079
"20",20929,11217
"20",21517,13164
"20",21325,11704
"20",20763,13731
"20",21472,12874
"20",19536,13269
"20",19663,13284
"20",19592,13319
"20",21111,12083
"20",20823,13928
"20",19567,13274
"20",19545,13336
"20",19595,13311
"20",19436,13292
"20",21550,12097
"20",21564,11966
"20",20701,12016
"20",20823,11997
"20",20826,12002
"20",21419,11951
"20",20731,12022
"20",21554,11989
"20",21553,11989
"20",19000,11872
"20",19357,12163
"20",19789,12045
"20",19686,13333
"20",20744,11981
"20",16828,11557
"20",19096,12944
"20",19754,13238
"20",21538,13568
"20",19684,13265
"20",18978,13019
"20",19648,12625
"20",19692,13272
"20",19794,13730
"20",21571,12037
"20",21543,12044
"20",17804,13387
"20",19527,13415
"20",19808,13736
"20",19678,13262
"20",19438,13292
"20",20138,12647
"20",20063,11375
"20",21085,12098
"20",17970,11075
"20",19675,13504
"20",16911,12910
"20",21576,12066
"20",21456,12132
"20",20341,13184
"20",19595,13428
"20",19318,12623
"20",19527,12947
"20",21026,11532
"20",21515,12081
"20",21416,12281
"20",19609,13505
"20",21562,12080
"20",21558,12134
"20",21480,12067
"20",21523,12123
"20",19503,13370
"20",19544,13315
"20",21514,12056
"20",21536,12055
"20",17527,13173
"20",19629,13325
"20",19537,13389
"20",19532,13305
"20",21096,12095
"20",17221,13378
"20",19654,13268
"20",19606,13493
"20",19662,13243
"20",19496,13303
"20",19485,13229
"20",19470,13303
"20",21310,11655
"20",19344,13283
"20",21544,12057
"20",21522,12097
"20",21552,11935
"20",21420,11978
"20",19796,11830
"20",20765,12033
"20",21549,11987
"20",21513,11979
"20",17638,12511
"20",21369,11919
"20",21535,11912
"20",21551,11925
"20",21557,11988
"20",21402,11971
"20",21493,11913
"20",21469,11910
"20",19190,12246
"20",18410,12292
"20",19339,12207
"20",20839,12370
"20",19338,12207
"20",21239,13388
"20",20407,12621
"20",19170,12906
"20",21575,13903
"20",19892,13171
"20",20584,11909
"20",19811,13308
"20",20409,12619
"20",18994,11575
"20",19768,13196
"20",16797,13820
"20",21092,12530
"20",21516,13173
"20",21580,13895
"20",16816,12920
"20",20176,11841
"20",21341,11773
"20",16891,12946
"20",18196,11908
"20",21483,12150
"20",17212,11034
"20",21530,12016
"20",20096,11845
"20",21386,12033
"20",19440,13266
"20",19459,13259
"20",19490,13126
"20",16539,13317
"20",21333,11793
"20",21118,12084
"20",21100,12071
"20",21460,12156
"20",19557,13314
"20",20116,11870
"20",20304,11832
"20",21515,12156
"20",20178,12365
"20",20704,11668
"20",21530,12396
"20",19759,13921
"20",19898,11714
"20",21494,12165
"20",21528,12157
"20",19251,13320
"20",19620,13435
"20",19919,12024
"20",21505,12041
"20",21099,12057
"20",21328,12210
"20",21457,12066
"20",21345,11725
"20",21412,12280
"20",21577,12071
"20",19540,13228
"20",19533,13357
"20",21515,12022
"20",19545,12984
"20",19601,13241
"20",19507,13261
"20",21142,11490
"20",19436,13267
"20",21439,12132
"20",21499,12084
"20",19511,13299
"20",19540,13432
"20",21443,12168
"20",19468,13250
"20",21407,11999
"20",20786,11985
"20",21547,11935
"20",20734,12006
"20",20770,12001
"20",20331,12026
"20",21471,11894
"20",20733,12035
"20",21551,11902
"20",21545,11923
"20",20696,12016
"20",19647,12655
"20",20800,12052
"20",20802,12036
"20",20847,12017
"20",19377,12197
"20",18956,13319
"20",20865,12056
"20",16811,13838
"20",21540,13909
"20",21437,13663
"20",19804,13722
"20",21371,11976
"20",21088,13652
"20",16926,12944
"20",18106,12118
"20",19791,13735
"20",21486,12093
"20",21516,12163
"20",21095,12098
"20",19649,13261
"20",19494,13288
"20",19567,13300
"20",17522,13165
"20",21432,12144
"20",21405,12151
"20",20313,11842
"20",20115,11864
"20",19314,12636
"20",18310,11214
"20",19539,13294
"20",19540,13294
"20",21511,13175
"20",21422,12009
"20",21576,12090
"20",21434,12113
"20",21346,11748
"20",19530,13198
"20",19510,13299
"20",19531,13268
"20",19555,13374
"20",19541,12930
"20",21192,11487
"20",21415,12159
"20",19952,11949
"20",19305,12651
"20",19552,13334
"20",19756,13902
"20",21167,11807
"20",19932,11971
"20",21565,12085
"20",21500,12110
"20",21470,12059
"20",21495,12015
"20",21417,12071
"20",19269,13327
"20",19415,13277
"20",19548,13332
"20",20768,13749
"20",21544,12119
"20",21546,12120
"20",21087,12072
"20",20843,13934
"20",20082,11873
"20",19568,13264
"20",19563,13186
"20",21399,12146
"20",21414,12124
"20",19535,13265
"20",19531,13084
"20",20087,11829
"20",21483,12099
"20",19101,12900
"20",21561,11918
"20",21540,11900
"20",21360,11948
"20",21556,11940
"20",20745,12006
"20",21548,11937
"20",20722,12025
"20",17286,11616
"20",16899,12454
"20",20791,12037
"20",19362,12205
"20",19179,13058
"20",20798,12042
"20",18984,13344
"20",18657,12474
"20",21114,12728
"20",20764,11988
"20",19717,12835
"20",16358,11581
"20",19785,13472
"20",19690,13309
"20",20515,11751
"20",19898,13176
"20",19753,13951
"20",21556,12008
"20",21446,12064
"20",21556,12138
"20",21566,12137
"20",21537,12162
"20",20098,11878
"20",21063,12070
"20",21550,12056
"20",21481,12066
"20",21093,12101
"20",18072,12119
"20",21086,11209
"20",20108,11859
"20",20102,11865
"20",21405,12162
"20",19925,12014
"20",19571,13326
"20",19586,13292
"20",19587,13320
"20",21514,12046
"20",21497,12109
"20",19423,13312
"20",21355,12230
"20",21192,11493
"20",21509,12168
"20",21467,12183
"20",19533,13370
"20",21068,12099
"20",21089,12053
"20",21196,12042
"20",19776,11244
"20",21414,12592
"20",18517,11258
"20",21565,12024
"20",19569,13276
"20",19671,13295
"20",19509,13259
"20",21335,11706
"20",19920,11995
"20",21103,12091
"20",21518,12005
"20",20815,13927
"20",19757,13958
"20",19568,13217
"20",19499,13339
"20",19499,13277
"20",19755,13893
"20",21469,12149
"20",19544,13280
"20",19570,13278
"20",19585,13261
"20",19462,13308
"20",19472,13305
"20",20131,11869
"20",20401,13848
"20",21408,12004
"20",21554,11895
"20",21503,11915
"20",18471,12613
"20",20742,12020
"20",21558,11984
"20",21555,11983
"20",20785,12003
"20",20808,11995
"20",21372,11975
"20",19058,12931
"20",18999,11573
"20",21465,11922
"20",19118,12931
"20",17993,13033
"20",20415,12622
"20",17421,11905
"20",19034,13202
"20",19096,12929
"20",19087,12904
"20",20707,12006
"20",21102,12614
"20",19471,13703
"20",16802,13811
"20",19931,11973
"20",20416,12602
"20",19326,12643
"20",20076,11845
"20",21080,12098
"20",19909,11989
"20",16295,11103
"20",21063,12092
"20",17726,13096
"20",21500,11992
"20",21536,12069
"20",16900,12939
"20",21469,12041
"20",21416,12158
"20",21531,12063
"20",21495,12151
"20",20176,11838
"20",20766,13748
"20",20189,12368
"20",16902,12921
"20",21342,12209
"20",19539,13315
"20",19543,13438
"20",21163,11961
"20",21360,11772
"20",19567,13343
"20",21442,12191
"20",21464,12181
"20",20955,13301
"20",21075,12042
"20",18675,11525
"20",20236,12494
"20",19488,13290
"20",19478,13091
"20",19298,12967
"20",17520,13169
"20",21541,12076
"20",21551,12040
"20",21537,12045
"20",21522,12086
"20",20750,11691
"20",20423,11564
"20",19571,13332
"20",19630,13265
"20",21473,12033
"20",21509,12052
"20",21333,11933
"20",20925,13433
"20",19505,13310
"20",19532,13274
"20",18108,12120
"20",19531,12939
"20",21302,11925
"20",21519,12131
"20",21353,11806
"20",21321,11769
"20",21436,12137
"20",21515,12126
"20",21098,12056
"20",21138,11850
"20",21380,12060
"20",21433,12197
"20",19754,13915
"20",18446,11573
"20",21356,11811
"20",21218,11936
"20",18715,12187
"20",21102,12065
"20",20889,11219
"20",20890,11220
"20",21544,12142
"20",20026,11933
"20",20080,11837
"20",19590,13325
"20",19569,13262
"20",19493,13304
"20",19535,13293
"20",19537,13294
"20",21566,12181
"20",21437,12182
"20",19513,13155
"20",21551,12035
"20",21450,12151
"20",20761,13750
"20",21544,11897
"20",20769,12100
"20",21538,11908
"20",21445,11906
"20",18640,12518
"20",21493,11973
"20",20058,13207
"20",20803,12022
"20",20785,11967
"20",20731,12032
"20",19729,13237
"20",20713,12107
"20",16807,13826
"20",19894,13180
"20",17970,13207
"20",19008,11581
"20",19310,13583
"20",19653,12109
"20",19685,13313
"20",19011,13808
"20",16960,12973
"20",20577,12514
"20",20754,12037
"20",18897,12653
"20",20745,12815
"20",21371,12159
"20",19912,11997
"20",21130,12081
"20",21220,12101
"20",21397,12159
"20",21395,12441
"20",18090,12105
"20",19523,13244
"20",17550,13177
"20",20252,11836
"20",17533,13164
"20",17513,13172
"20",21480,12091
"20",20731,11553
"20",19929,11974
"20",21349,11787
"20",16504,13288
"20",19415,12804
"20",19532,13310
"20",19575,13261
"20",19595,13410
"20",17526,13174
"20",20228,11838
"20",21456,12193
"20",21564,12056
"20",21171,11873
"20",19514,13380
"20",19436,13293
"20",19518,13332
"20",21542,12151
"20",21477,12163
"20",21534,12158
"20",20142,11838
"20",20294,11075
"20",21001,13074
"20",21331,11721
"20",21514,13161
"20",19652,13319
"20",21538,12000
"20",21343,12237
"20",19201,13349
"20",19969,13551
"20",19600,13231
"20",19680,13299
"20",19614,13334
"20",19557,13192
"20",21561,12015
"20",21345,12209
"20",19597,13230
"20",19905,12038
"20",19646,12662
"20",20775,12032
"20",20771,12008
"20",20732,12012
"20",21547,11928
"20",21491,11893
"20",19337,11487
"20",21525,11921
"20",18834,11956
"20",17718,11626
"20",19371,12221
"20",19347,12195
"20",21550,11913
"20",19106,12903
"20",21558,11922
"20",19161,12904
"20",19897,13183
"20",19101,12946
"20",20185,12168
"20",19693,13301
"20",20834,12111
"20",19085,12907
"20",19899,13172
"20",19287,11909
"20",19824,13302
"20",21390,12151
"20",19821,13290
"20",16913,12938
"20",19813,13312
"20",20687,13456
"20",18231,12795
"20",21522,13160
"20",21526,12164
"20",21096,12068
"20",21420,12261
"20",20093,11851
"20",19535,13251
"20",19570,13313
"20",21329,11903
"20",21344,11710
"20",16863,12912
"20",21239,11906
"20",21095,12080
"20",21100,12075
"20",19584,13227
"20",19475,13288
"20",19475,13289
"20",21495,12199
"20",21437,12131
"20",21531,12386
"20",19546,13341
"20",19529,13299
"20",19756,13892
"20",21190,11485
"20",21458,12075
"20",21498,12164
"20",19597,13253
"20",19595,13259
"20",19581,13277
"20",19898,12026
"20",21498,12036
"20",19591,13263
"20",21393,12003
"20",21518,12170
"20",21476,12107
"20",19611,13270
"20",19618,13429
"20",19568,13379
"20",19636,13337
"20",19561,13301
"20",21437,12195
"20",21466,12125
"20",19462,13246
"20",21517,12157
"20",19505,13289
"20",19657,13279
"20",19514,13297
"20",19558,13406
"20",20473,13890
"20",19580,13255
"20",21492,12034
"20",21522,11906
"20",19353,11245
"20",21504,11915
"20",20761,12034
"20",21561,11920
"20",21562,11919
"20",21551,11902
"20",19105,12942
"20",20812,11977
"20",20806,12017
"20",20730,12005
"20",19356,12221
"20",19654,12098
"20",18481,13316
"20",18915,13087
"20",21093,12393
"20",20765,11994
"20",16808,13817
"20",19485,13699
"20",19796,13200
"20",19898,13173
"20",18953,13327
"20",19490,13611
"20",16910,12931
"20",19691,13305
"20",19896,13185
"20",16277,13729
"20",19895,12023
"20",20423,12605
"20",21211,12118
"20",20122,11812
"20",21100,12093
"20",21321,11286
"20",21505,12060
"20",21534,12033
"20",20132,11825
"20",21545,12013
"20",18081,12106
"20",19461,13270
"20",19585,13268
"20",19354,13312
"20",21362,11796
"20",21365,11787
"20",21369,11792
"20",21367,11793
"20",21086,12107
"20",21538,12062
"20",21527,12109
"20",21055,12060
"20",21395,11989
"20",21110,12077
"20",19593,13439
"20",19564,13289
"20",21327,11761
"20",21543,12154
"20",21539,12080
"20",17264,13461
"20",19309,12618
"20",20077,11226
"20",21524,13159
"20",19575,13327
"20",21093,12170
"20",21570,12119
"20",21520,12063
"20",21383,12127
"20",21354,11880
"20",19528,13376
"20",18074,12121
"20",21563,12004
"20",21350,12216
"20",21073,12068
"20",19542,13262
"20",21490,12113
"20",21563,12139
"20",21459,12132
"20",21573,12086
"20",21534,12064
"20",19928,12018
"20",21490,12190
"20",21424,12097
"20",21549,12064
"20",19629,13323
"20",19580,13322
"20",19922,12024
"20",19602,13427
"20",19458,13261
"20",21323,11731
"20",21522,11930
"20",21494,11986
"20",20784,11960
"20",20731,12036
"20",20717,11999
"20",21473,11951
"20",18438,12116
"20",19355,12211
"20",20795,12007
"20",19355,12197
"20",19344,12216
"20",18491,13238
"20",19072,12878
"20",16820,11549
"20",19065,12925
"20",18627,13214
"20",21578,13894
"20",19689,13299
"20",19477,13702
"20",21511,13936
"20",17706,11756
"20",19894,13182
"20",20032,11934
"20",19812,13307
"20",19755,13197
"20",18073,12123
"20",21533,12047
"20",17708,11179
"20",16891,12933
"20",21364,11773
"20",21363,11772
"20",21222,13816
"20",19644,13290
"20",19564,13310
"20",19307,12616
"20",21538,12150
"20",21538,12150
"20",19915,12030
"20",19925,12019
"20",19202,13344
"20",19515,13426
"20",21445,12180
"20",18077,12115
"20",18111,12116
"20",19920,12007
"20",21502,12079
"20",21496,12133
"20",19952,11935
"20",19955,11940
"20",19951,11941
"20",19952,11936
"20",21324,11743
"20",21085,12062
"20",21079,12101
"20",21561,12011
"20",21455,12071
"20",21516,12030
"20",19553,13312
"20",19206,13351
"20",19914,11999
"20",21082,12070
"20",21540,12182
"20",21472,12152
"20",19417,13469
"20",19583,13305
"20",17266,13617
"20",19564,13287
"20",21395,11992
"20",21531,11995
"20",20808,13889
"20",18619,12630
"20",21569,11981
"20",21537,11920
"20",20727,12015
"20",20730,12014
"20",20776,11980
"20",20671,12394
"20",21227,12305
"20",19089,12923
"20",20406,12608
"20",19811,13289
"20",21516,13902
"20",19703,13428
"20",16891,12948
"20",20797,13293
"20",20882,13713
"20",18512,11261
"20",17526,13169
"20",21513,12051
"20",19528,12936
"20",16607,12954
"20",19589,13419
"20",19565,13346
"20",19599,13284
"20",19452,13270
"20",19602,13448
"20",21316,11762
"20",20735,12815
"20",21104,12082
"20",19323,12637
"20",20125,11827
"20",20394,11702
"20",21366,12037
"20",21506,12071
"20",19934,11963
"20",19923,11968
"20",20114,11860
"20",19443,13258
"20",21410,12148
"20",21513,12085
"20",19528,13197
"20",19519,13424
"20",18166,12072
"20",19482,12878
"20",19541,12979
"20",21512,12160
"20",21067,12063
"20",19502,13303
"20",21222,11926
"20",21478,12141
"20",21490,12135
"20",21542,12127
"20",19576,13318
"20",21472,12162
"20",21543,12054
"20",21497,12099
"20",20029,13907
"20",16969,11833
"20",21414,12023
"20",21366,12221
"20",19523,13346
"20",21435,12149
"20",21452,12195
