"st","x","y"
"49",9054,9493
"49",9035,9467
"49",9201,9406
"49",9034,9469
"49",8387,10649
"49",9111,9479
"49",9156,9384
"49",9192,9458
"49",9176,9774
"49",7260,12629
"49",9192,9868
"49",9191,9869
"49",9133,9677
"49",9049,9751
"49",9303,8513
"49",9125,9600
"49",7483,12603
"49",7266,12617
"49",7268,12615
"49",7500,12619
"49",9015,9517
"49",9149,9521
"49",9144,9524
"49",9047,9752
"49",9049,9452
"49",9154,9529
"49",9104,9708
"49",9126,9490
"49",9181,9431
"49",9058,9727
"49",9007,9759
"49",9140,9364
"49",9087,9601
"49",9159,9469
"49",9157,9417
"49",9110,9335
"49",9012,9616
"49",9046,9568
"49",7333,12640
"49",8528,11032
"49",9366,8437
"49",9335,8448
"49",7316,12679
"49",7266,12638
"49",9412,9477
"49",9141,9576
"49",9059,9578
"49",9200,10025
"49",9145,9561
"49",9136,9365
"49",9060,9522
"49",9196,9476
"49",9096,9462
"49",9064,9460
"49",9358,8404
"49",9154,9558
"49",9136,9446
"49",9035,9484
"49",9056,9537
"49",9057,9647
"49",9055,9601
"49",9129,9748
"49",10518,11753
"49",9150,9743
"49",9187,9668
"49",9217,9830
"49",8680,11244
"49",10638,13081
"49",9164,8938
"49",9741,10616
"49",9063,9643
"49",9007,9581
"49",9082,8859
"49",9111,8947
"49",9042,8874
"49",9116,8969
"49",9060,9019
"49",9021,12195
"49",8821,9526
"49",9123,9066
"49",9188,9805
"49",9047,9037
"49",9171,9037
"49",9136,9136
"49",9108,9067
"49",9171,9133
"49",9153,8993
"49",9133,9657
"49",9051,9502
"49",9099,9520
"49",9172,8900
"49",9150,9093
"49",9176,9228
"49",9034,9452
"49",9167,9270
"49",9174,9250
"49",9166,9059
"49",9222,9904
"49",9158,9853
"49",9162,9848
"49",9135,9393
"49",9108,9589
"49",9169,8634
"49",9078,9428
"49",8187,11657
"49",9084,9507
"49",9165,9520
"49",9028,9467
"49",9060,9464
"49",9029,9504
"49",8996,9414
"49",7440,12611
"49",9139,9742
"49",9045,9740
"49",9026,9760
"49",9372,8443
"49",9406,9521
"49",9225,9840
"49",9169,9837
"49",8199,11626
"49",7305,12655
"49",9235,9892
"49",9224,9904
"49",9193,9809
"49",7294,12639
"49",9193,9884
"49",9149,9371
"49",9084,9539
"49",9032,9492
"49",9095,9522
"49",9214,9904
"49",9066,9715
"49",9139,9397
"49",9119,9704
"49",9115,9510
"49",9082,9454
"49",9110,9453
"49",9152,9410
"49",9108,9385
"49",9079,9590
"49",9074,9435
"49",9015,9492
"49",7262,12623
"49",9345,9422
"49",9215,9813
"49",9158,9439
"49",9161,9514
"49",9244,8559
"49",8532,11029
"49",7260,12668
"49",7343,12624
"49",9032,9503
"49",9064,9430
"49",9145,9453
"49",9352,8461
"49",9248,8541
"49",9143,9421
"49",9172,9416
"49",9100,9493
"49",9040,9466
"49",9150,9381
"49",9052,9617
"49",9433,9820
"49",9128,9608
"49",9079,9431
"49",9065,9514
"49",9067,9513
"49",8993,9422
"49",9163,9403
"49",9302,9027
"49",7300,12643
"49",9042,9579
"49",9061,9547
"49",9028,9481
"49",9148,9151
"49",9009,9522
"49",9901,9873
"49",9155,8840
"49",9178,9881
"49",10514,13048
"49",9009,9630
"49",9159,8941
"49",9170,8947
"49",9179,8911
"49",9123,9742
"49",9205,9860
"49",9230,9907
"49",9224,9909
"49",9065,10149
"49",8046,12861
"49",8814,9551
"49",9155,9683
"49",9193,10094
"49",9142,9745
"49",9166,9285
"49",9110,9103
"49",9147,9136
"49",9171,9228
"49",9089,9009
"49",9134,9042
"49",9132,9089
"49",10014,10711
"49",9074,9548
"49",8725,9476
"49",9190,9855
"49",9202,9793
"49",9166,9070
"49",9099,9069
"49",9169,8829
"49",9078,9071
"49",9146,9269
"49",9173,9841
"49",9209,9869
"49",9151,9367
"49",8728,9472
"49",7327,12691
"49",9189,8844
"49",9157,8921
"49",9169,9536
"49",9056,9480
"49",9121,9562
"49",9082,9497
"49",9151,9370
"49",9164,9553
"49",7779,12176
"49",9107,9405
"49",9048,9494
"49",9043,9447
"49",9143,9700
"49",9232,9904
"49",7754,12168
"49",9001,10153
"49",9356,8454
"49",9175,9846
"49",9105,8417
"49",9191,9472
"49",9117,9401
"49",9180,9448
"49",9197,9914
"49",9172,8660
"49",9017,9754
"49",9125,9511
"49",9052,9598
"49",9055,9521
"49",9409,9654
"49",9159,9458
"49",9201,9801
"49",9425,9692
"49",7223,12568
"49",7753,12166
"49",9167,9377
"49",9170,9459
"49",7364,12640
"49",7271,12614
"49",9142,9436
"49",9233,9985
"49",9034,9586
"49",9381,8290
"49",9135,8505
"49",7539,12560
"49",7263,12677
"49",9149,9557
"49",9309,8512
"49",7261,12613
"49",9316,9065
"49",9376,9472
"49",9034,9474
"49",9152,9377
"49",9021,9539
"49",8991,9422
"49",9420,9437
"49",9072,9503
"49",8992,9606
"49",9018,9423
"49",10458,9896
"49",9233,9909
"49",9158,8898
"49",9149,9542
"49",9062,8983
"49",9170,8977
"49",9151,8834
"49",9126,8963
"49",9176,9187
"49",10430,10036
"49",9219,9843
"49",9104,8970
"49",10394,10030
"49",9124,9120
"49",9142,9129
"49",9161,9296
"49",9116,9055
"49",9106,9474
"49",9083,9015
"49",9110,9061
"49",8624,11326
"49",8829,9435
"49",9133,10078
"49",9188,9840
"49",8669,9738
"49",9171,9290
"49",9157,9303
"49",9120,9041
"49",9086,9013
"49",9181,9185
"49",9165,9300
"49",9134,9074
"49",9203,9896
"49",9202,9855
"49",8728,9480
"49",9146,9087
"49",9174,8888
"49",9162,8855
"49",9097,8962
"49",9068,8999
"49",9061,10145
"49",9072,8969
"49",9164,9762
"49",9141,9553
"49",9140,9370
"49",9176,9415
"49",9128,9578
"49",8065,12851
"49",9149,9594
"49",9209,9837
"49",9108,8606
"49",9010,11732
"49",9123,10091
"49",9018,9757
"49",9128,10103
"49",9230,9908
"49",7321,12645
"49",9050,9755
"49",9187,9900
"49",7317,12684
"49",7339,12603
"49",9132,9571
"49",9176,8636
"49",9115,9610
"49",7288,12641
"49",9337,8458
"49",8999,9727
"49",9348,8426
"49",9185,9479
"49",9052,9644
"49",9141,9448
"49",9169,9547
"49",9094,9452
"49",9014,9476
"49",9033,9566
"49",9052,9444
"49",9095,9434
"49",9046,9593
"49",9336,8478
"49",9365,8360
"49",7260,12627
"49",9147,9719
"49",9158,9420
"49",9354,8355
"49",7975,12032
"49",9234,8495
"49",7249,12389
"49",9145,9565
"49",7655,12211
"49",7248,12147
"49",9007,9518
"49",9136,9502
"49",9041,9448
"49",9097,9597
"49",9345,8428
"49",9074,9482
"49",9000,9537
"49",9137,9590
"49",9189,9450
"49",9116,9581
"49",9022,9517
"49",9046,9607
"49",9111,9433
"49",9154,9294
"49",9071,9555
"49",10555,11815
"49",9135,8961
"49",9111,9727
"49",9146,8973
"49",9171,8905
"49",9006,9634
"49",8995,9622
"49",8982,9404
"49",9177,8990
"49",9140,10087
"49",9159,8896
"49",8926,10951
"49",9094,9001
"49",9111,9057
"49",9127,9283
"49",9175,9191
"49",8830,9542
"49",8877,11110
"49",9090,9086
"49",9094,9068
"49",9135,9114
"49",9080,9061
"49",9208,9827
"49",10782,9950
"49",10426,12638
"49",8826,9442
"49",9206,9855
"49",9094,9490
"49",9152,8892
"49",9186,9677
"49",9140,9080
"49",9121,9073
"49",9271,10600
"49",9073,9647
"49",10511,11737
"49",9075,9006
"49",8627,11363
"49",9164,9856
"49",9107,9753
"49",9232,9905
"49",9148,9368
"49",9107,9630
"49",7816,12094
"49",9168,8886
"49",9164,9396
"49",9117,9591
"49",9115,9501
"49",9042,9485
"49",9179,9409
"49",9103,9354
"49",9085,9426
"49",7534,12580
"49",9234,9884
"49",7669,12188
"49",9326,8458
"49",9406,9523
"49",9115,10095
"49",9411,9516
"49",9010,10407
"49",9179,9751
"49",9111,9704
"49",9097,8453
"49",9134,9601
"49",9114,9398
"49",9100,9422
"49",9039,9584
"49",9075,9593
"49",7767,12171
"49",7767,12171
"49",9199,9899
"49",8414,10637
"49",9177,8660
"49",9169,9857
"49",9201,9852
"49",9131,9638
"49",9146,9433
"49",9090,9743
"49",9009,9626
"49",9104,8432
"49",9040,9527
"49",9154,9593
"49",9074,9495
"49",7751,12129
"49",9362,9517
"49",9323,8458
"49",9336,8525
"49",9116,9353
"49",9208,9818
"49",9209,9897
"49",9356,8234
"49",9167,8656
"49",7206,12551
"49",9176,9438
"49",9088,9688
"49",9111,9546
"49",9110,9546
"49",9109,9545
"49",9072,9430
"49",8997,9431
"49",9085,9493
"49",9125,9356
"49",9126,9356
"49",9346,8461
"49",9035,9632
"49",9154,9288
"49",9215,9925
"49",9185,8919
"49",9055,9501
"49",9024,9556
"49",9172,9541
"49",9103,8845
"49",9111,8948
"49",9182,8910
"49",9134,8972
"49",10418,10037
"49",9153,9311
"49",9162,8969
"49",8832,9456
"49",9215,9884
"49",9099,9766
"49",9118,10118
"49",9073,9003
"49",9168,9138
"49",9162,9157
"49",9116,9095
"49",9110,9050
"49",9040,9586
"49",9159,9071
"49",9085,8960
"49",9165,8930
"49",10573,12422
"49",9153,9469
"49",9113,9114
"49",8821,9456
"49",9079,8850
"49",9158,8856
"49",9162,9126
"49",8812,9528
"49",8815,11126
"49",8987,9622
"49",9157,8951
"49",9152,8910
"49",9179,8944
"49",9183,9399
"49",9186,9397
"49",9192,9407
"49",9153,9456
"49",9136,9601
"49",9016,9605
"49",9022,9564
"49",10522,9881
"49",7797,12119
"49",9008,9429
"49",9130,9582
"49",8337,10653
"49",9067,9746
"49",9326,8490
"49",9309,8510
"49",9514,9298
"49",9329,8452
"49",7754,12162
"49",7460,12606
"49",9252,9980
"49",9231,9908
"49",9083,9746
"49",9184,9771
"49",9178,9445
"49",9095,8441
"49",9134,9440
"49",9208,9847
"49",9201,9788
"49",9205,9860
"49",9152,9753
"49",9334,8455
"49",9211,9842
"49",9138,9360
"49",9153,9579
"49",9049,9491
"49",9137,9518
"49",9126,9528
"49",8980,9761
"49",9183,9770
"49",9168,9563
"49",9125,9371
"49",9112,9375
"49",9114,9414
"49",9028,9581
"49",7799,12135
"49",7339,12652
"49",9382,9456
"49",9436,9711
"49",7792,12103
"49",7356,12611
"49",9343,8430
"49",9342,8430
"49",9166,8662
"49",9121,9707
"49",9220,10033
"49",9168,9553
"49",9146,9563
"49",9331,8436
"49",7239,12568
"49",7261,12698
"49",9335,9125
"49",9264,9025
"49",9046,9586
"49",9396,9664
"49",9051,9782
"49",9166,9778
"49",9352,9106
"49",8997,9511
"49",9220,10031
"49",9147,9379
"49",8980,9410
"49",9176,9424
"49",9053,9499
"49",8980,9410
"49",9189,9412
"49",9106,9557
"49",9104,9558
"49",9543,9591
"49",9165,9381
"49",9182,9546
"49",9025,9584
"49",9048,9497
"49",9033,9413
"49",9218,9913
"49",9200,9829
"49",9173,10118
"49",9759,13071
"49",9150,8954
"49",9109,8940
"49",9163,9147
"49",9160,8944
"49",9012,9751
"49",8073,12843
"49",8830,9455
"49",9151,9295
"49",9051,9046
"49",9147,9297
"49",9083,9012
"49",9146,9162
"49",8808,9519
"49",9236,10060
"49",9097,8975
"49",9018,9599
"49",9066,9022
"49",9178,9211
"49",9173,9241
"49",9097,8958
"49",9156,8930
"49",9058,8966
"49",9161,9754
"49",9066,9582
"49",8809,9538
"49",8807,9539
"49",9754,10607
"49",9733,10627
"49",9179,9068
"49",9096,9057
"49",9090,8992
"49",9114,8973
"49",9158,9025
"49",9162,8930
"49",9182,10100
"49",9140,9371
"49",9147,8825
"49",9069,9480
"49",9100,9428
"49",9108,9488
"49",9130,9464
"49",9105,9360
"49",8265,12121
"49",9060,9817
"49",9154,9759
"49",9270,10011
"49",9186,9843
"49",7343,12651
"49",7510,12642
"49",9310,8632
"49",7261,12594
"49",9185,9457
"49",9173,9477
"49",9062,9499
"49",9095,9495
"49",9049,9485
"49",9136,9369
"49",9116,9378
"49",7238,12567
"49",9122,8395
"49",9155,9572
"49",9173,9384
"49",8989,9431
"49",9183,9488
"49",9144,9374
"49",9041,9555
"49",9133,9467
"49",9370,8378
"49",9058,9588
"49",7395,12603
"49",9327,8452
"49",7281,12696
"49",9159,9411
"49",9166,9383
"49",9157,8695
"49",7288,12632
"49",7485,12604
"49",9332,8546
"49",9229,8478
"49",8597,10920
"49",9171,9554
"49",9000,9429
"49",9155,9557
"49",9011,9586
"49",9081,9707
"49",7276,12610
"49",9134,9493
"49",9159,9746
"49",9165,9562
"49",9072,9446
"49",9448,9684
"49",9033,9524
"49",9182,9542
"49",9061,9486
"49",9044,9568
"49",9100,9526
"49",9109,9530
"49",9143,9492
"49",9169,9440
"49",9021,9471
"49",9381,9486
"49",9002,9632
"49",9030,9566
"49",9133,9438
"49",9177,9722
"49",9200,9792
"49",9176,9855
"49",9138,9757
"49",10759,9937
"49",9232,9977
"49",9075,9547
"49",9075,9546
"49",9152,8935
"49",9221,10026
"49",8051,12859
"49",10532,11763
"49",9153,8892
"49",9103,9074
"49",9092,9011
"49",9151,9140
"49",9093,8990
"49",9127,8982
"49",9073,9550
"49",9140,9053
"49",9076,9041
"49",9147,8949
"49",9238,9910
"49",9090,8920
"49",9190,10081
"49",9143,9137
"49",8818,9540
"49",9235,9921
"49",8873,11104
"49",9197,9804
"49",9165,8680
"49",10498,11724
"49",9161,9415
"49",9200,9479
"49",9000,9520
"49",9162,9474
"49",9123,9525
"49",10121,11273
"49",9003,9507
"49",7269,12188
"49",9037,9628
"49",9181,9703
"49",7264,12616
"49",7265,12607
"49",9065,9707
"49",7248,12713
"49",7371,12640
"49",9114,9767
"49",7258,12610
"49",9145,9390
"49",9175,8661
"49",9011,9406
"49",7288,12645
"49",9351,8452
"49",9040,9558
"49",9019,9753
"49",9034,9491
"49",9050,9605
"49",9143,9430
"49",9012,9610
"49",9032,9589
"49",9386,9661
"49",9235,10057
"49",9027,9516
"49",9156,9404
"49",7321,12632
"49",7238,12597
"49",7519,12625
"49",9136,9624
"49",9095,9691
"49",9013,9630
"49",9385,9650
"49",9124,9598
"49",9138,9428
"49",7340,12656
"49",9117,9353
"49",9020,9441
"49",9037,9485
"49",9048,9523
"49",9026,9559
"49",10797,9930
"49",9202,9875
"49",9195,9779
"49",9200,9888
"49",8634,11397
"49",9240,9912
"49",10682,13088
"49",9104,9637
"49",9126,8984
"49",9161,8828
"49",8987,9795
"49",9167,8964
"49",9173,8836
"49",9261,9986
"49",9211,9926
"49",9060,9052
"49",9143,9308
"49",9086,9083
"49",8794,9571
"49",10758,9933
"49",9166,9244
"49",9177,9265
"49",9159,9065
"49",9146,9105
"49",9175,9184
"49",9005,9590
"49",9152,9061
"49",9071,9018
"49",9053,9502
"49",9170,9542
"49",9123,8876
"49",9128,9055
"49",9074,9025
"49",9006,9629
"49",9022,9631
"49",9022,9630
"49",8821,9450
"49",8826,9440
"49",8809,9545
"49",9162,9065
"49",9184,9266
"49",9106,9076
"49",9178,8873
"49",9131,8905
"49",9103,9062
"49",9100,9092
"49",9077,9692
"49",9189,9829
"49",9166,9833
"49",8807,11131
"49",9728,10621
"49",9101,9003
"49",9163,8951
"49",9739,10620
"49",9082,9454
"49",9135,9398
"49",9035,9427
"49",9188,9452
"49",9010,9607
"49",9119,9492
"49",9021,9424
"49",8999,9625
"49",9098,9535
"49",9168,9741
"49",7262,12680
"49",7229,12586
"49",9206,10025
"49",9235,9978
"49",7269,12604
"49",9089,9721
"49",9182,9856
"49",9143,9770
"49",9267,9996
"49",9189,9895
"49",9220,9835
"49",9116,8474
"49",9016,9496
"49",9340,8361
"49",9354,9440
"49",9025,9433
"49",9180,9418
"49",9084,9556
"49",9007,9606
"49",9108,9578
"49",9004,9731
"49",9173,9731
"49",9035,9511
"49",9045,9530
"49",9014,9632
"49",9042,9450
"49",9154,9560
"49",7323,12747
"49",9336,8485
"49",9367,8438
"49",9403,9529
"49",9030,8430
"49",9137,9611
"49",9167,9558
"49",9124,9705
"49",9350,8452
"49",9167,8657
"49",7451,12640
"49",7312,12681
"49",9161,9378
"49",9129,9570
"49",9128,9621
"49",7357,12633
"49",9076,9440
"49",9048,9619
"49",9151,9396
"49",9515,9327
"49",9149,9494
"49",9027,9524
"49",9187,9540
"49",9144,9570
"49",9339,9435
"49",9003,9627
"49",9045,9595
"49",9048,9649
"49",9050,9505
"49",9050,9507
"49",8918,9774
"49",9171,9778
"49",10360,9997
"49",9186,9761
"49",9244,8831
"49",9153,9566
"49",9178,8880
"49",9168,8954
"49",10421,10037
"49",9188,9784
"49",9111,8969
"49",9171,8980
"49",9159,8943
"49",9211,9903
"49",9239,10015
"49",9134,9048
"49",9160,9244
"49",8843,9534
"49",9163,9274
"49",9061,9010
"49",9164,9107
"49",9144,8914
"49",9142,8914
"49",9134,9515
"49",9129,9662
"49",9081,10827
"49",9152,9486
"49",9721,10582
"49",9158,9301
"49",9177,9246
"49",9177,9241
"49",9079,10838
"49",9272,10000
"49",9114,8861
"49",9168,9049
"49",9162,9107
"49",9165,9078
"49",8820,9560
"49",9210,9840
"49",9178,8935
"49",9153,8910
"49",8928,10949
"49",8523,11037
"49",10814,9971
"49",9061,9479
"49",9010,10390
"49",9077,9655
"49",9170,9524
"49",9086,9540
"49",9003,9428
"49",9155,9409
"49",9114,9539
"49",9032,9764
"49",9131,8808
"49",7304,12644
"49",9165,9716
"49",9223,10024
"49",9385,8295
"49",9239,9862
"49",7302,12639
"49",8975,9638
"49",9089,9482
"49",8982,9620
"49",9024,9509
"49",9040,9483
"49",9035,9566
"49",7285,12640
"49",9051,9445
"49",9142,9460
"49",9329,9148
"49",9185,9472
"49",9108,9494
"49",9207,9878
"49",9439,9560
"49",9170,9483
"49",7303,12681
"49",9312,8510
"49",8919,8391
"49",8459,11105
"49",7318,12689
"49",9231,9383
"49",9124,9540
"49",9127,9456
"49",9125,9455
"49",9159,9407
"49",9034,9591
"49",9137,9532
"49",9129,9622
"49",9032,9499
"49",9001,9625
"49",9079,9554
"49",9025,9592
"49",9133,9764
"49",9207,10026
"49",9201,9783
"49",9222,10057
"49",9221,9906
"49",8653,11318
"49",9049,9584
"49",10556,11801
"49",9224,9999
"49",9149,8976
"49",8710,9470
"49",9089,9069
"49",9106,9046
"49",9148,9162
"49",9105,9044
"49",9144,9117
"49",9110,9038
"49",9149,9280
"49",9085,9004
"49",9151,9243
"49",9125,9272
"49",9095,9069
"49",9136,9077
"49",9186,9279
"49",10754,9889
"49",10564,12422
"49",9797,10038
"49",9156,9115
"49",9159,9118
"49",8825,9454
"49",9055,10182
"49",8936,10936
"49",9228,10054
"49",9161,9771
"49",9117,9288
"49",9158,9311
"49",9074,9062
"49",8703,9498
"49",9175,9169
"49",9088,9005
"49",8679,9478
"49",9213,10048
"49",9217,9832
"49",9072,8967
"49",9184,8355
"49",9117,9380
"49",9027,9435
"49",8076,12829
"49",9011,10399
"49",9043,9429
"49",9061,9633
"49",9173,9457
"49",9171,9835
"49",9147,10082
"49",9133,9720
"49",9139,9768
"49",9092,9727
"49",9059,10161
"49",9050,9783
"49",7259,12605
"49",9161,8666
"49",9330,8459
"49",9233,9922
"49",9227,10056
"49",8988,9415
"49",9148,8703
"49",9059,9427
"49",9037,9538
"49",9206,9905
"49",9208,9996
"49",9144,8752
"49",9010,9585
"49",9236,9986
"49",9123,9449
"49",9129,9381
"49",9116,10106
"49",9104,9422
"49",9020,9447
"49",7984,12038
"49",7352,12652
"49",9083,9461
"49",9104,9388
"49",9328,9209
"49",7228,12560
"49",7324,12745
"49",7349,12640
"49",7362,12623
"49",9361,9426
"49",9139,9441
"49",9024,9511
"49",7937,12155
"49",9336,8498
"49",9065,9447
"49",9033,9493
"49",9154,9296
"49",9018,9742
"49",9228,9911
"49",9209,10030
"49",9157,8880
"49",8979,9807
"49",10509,10010
"49",9046,9577
"49",9069,8954
"49",9160,8862
"49",9088,8915
"49",9085,8956
"49",9188,8858
"49",8811,9521
"49",9136,10753
"49",9124,9122
"49",8855,9426
"49",9170,9245
"49",9174,9026
"49",9179,8883
"49",9021,9597
"49",9124,9084
"49",9181,8844
"49",9172,8882
"49",9205,9861
"49",9142,9490
"49",8979,9609
"49",8841,9493
"49",8809,9555
"49",9160,9307
"49",9166,8829
"49",9108,8838
"49",9146,8980
"49",9087,8957
"49",9145,8841
"49",9187,10036
"49",9146,9732
"49",9025,9496
"49",9015,10296
"49",9250,8870
"49",9095,8813
"49",7327,12701
"49",9042,8431
"49",9147,9381
"49",9130,9467
"49",9097,9648
"49",9096,9649
"49",9020,9453
"49",9103,9370
"49",9010,9583
"49",9116,9630
"49",9007,9760
"49",7500,12605
"49",9171,9776
"49",9032,9762
"49",8983,9794
"49",7290,12678
"49",7292,12676
"49",9353,8425
"49",7457,12605
"49",7768,12161
"49",8977,9405
"49",9124,9563
"49",9187,9432
"49",9180,9465
"49",9003,9418
"49",9073,9433
"49",9227,9908
"49",7237,12597
"49",9371,8426
"49",9357,8452
"49",9234,10028
"49",9094,9748
"49",9101,9529
"49",9059,9606
"49",9084,9447
"49",9152,9507
"49",9188,9751
"49",9060,9790
"49",9363,9421
"49",9079,9551
"49",9091,9449
"49",9091,9448
"49",9090,9448
"49",9148,9409
"49",9142,9418
"49",9118,9564
"49",9041,9440
"49",9046,9465
"49",7268,12624
"49",9059,9800
"49",7339,12658
"49",7324,12745
"49",7441,12639
"49",9342,8468
"49",9052,9452
"49",9170,9461
"49",9127,9363
"49",9107,9540
"49",7757,12186
"49",9426,9429
"49",9160,9447
"49",9101,9484
"49",9050,9588
"49",10761,9904
"49",9222,9918
"49",10745,9894
"49",9915,9898
"49",9083,8932
"49",9174,8901
"49",9221,9836
"49",9149,8845
"49",9115,8979
"49",9189,9768
"49",9074,9049
"49",9143,9106
"49",9145,9168
"49",9198,9856
"49",9163,9176
"49",9123,9073
"49",9182,8945
"49",8990,9611
"49",8999,9610
"49",9157,9121
"49",9189,10082
"49",9187,10083
"49",9159,9074
"49",9164,9065
"49",9163,9193
"49",9050,9037
"49",9146,9124
"49",9145,9109
"49",9017,9750
"49",9210,9832
"49",9177,10091
"49",9141,9372
"49",9018,9599
"49",9030,9481
"49",9078,10832
"49",9012,10284
"49",9180,8859
"49",7765,12170
"49",8676,9718
"49",9115,8381
"49",9152,9536
"49",9171,9420
"49",9010,9633
"49",9060,9447
"49",9217,9843
"49",7331,12632
"49",9206,9851
"49",9115,9711
"49",9043,9744
"49",9248,10004
"49",9463,9193
"49",7294,12674
"49",7411,12652
"49",9015,9739
"49",7596,12366
"49",8996,9619
"49",9137,9454
"49",9104,9383
"49",7355,12618
"49",9139,9546
"49",9222,9897
"49",9241,9867
"49",9345,8468
"49",9096,9465
"49",9037,9443
"49",8983,9424
"49",7261,12699
"49",9134,9466
"49",9142,10104
"49",9183,8649
"49",9340,8464
"49",9441,9564
"49",8117,11659
"49",7478,12545
"49",7531,12586
"49",7332,12742
"49",9054,9448
"49",9148,9554
"49",7317,12695
"49",9060,9551
"49",9018,9582
"49",9175,9459
"49",9202,9475
"49",9154,9405
"49",9041,9537
"49",9118,9540
"49",9122,9465
"49",9036,9417
"49",10399,9963
"49",9216,10029
"49",9192,9791
"49",9145,8992
"49",9182,9716
"49",9228,9882
"49",9160,8938
"49",9130,8927
"49",9169,8956
"49",9170,9259
"49",8817,9460
"49",9170,9073
"49",9074,9070
"49",9250,9996
"49",9170,9269
"49",9152,9076
"49",9140,9298
"49",9156,9238
"49",9152,9083
"49",9066,9045
"49",9149,9135
"49",9161,9058
"49",9155,8905
"49",9150,8905
"49",9121,9286
"49",8807,9523
"49",9153,9751
"49",9175,9233
"49",9168,9135
"49",9144,9151
"49",9078,9045
"49",10428,12645
"49",10522,11734
"49",8618,11341
"49",9026,8976
"49",9105,8960
"49",9150,9146
"49",9180,9246
"49",9178,9761
"49",8815,9542
"49",9227,9886
"49",9061,9772
"49",9095,8953
"49",9092,8841
"49",8835,9445
"49",7612,9128
"49",9185,8850
"49",9138,8990
"49",9075,9606
"49",9151,9410
"49",9075,9440
"49",9007,9434
"49",8995,9410
"49",10815,9903
"49",7306,12030
"49",9130,9413
"49",9052,9572
"49",7267,12636
"49",9203,9797
"49",7331,12641
"49",9173,9782
"49",9253,9979
"49",9034,9765
"49",9137,9675
"49",9124,9572
"49",9171,9473
"49",9034,9517
"49",9049,9556
"49",9018,9443
"49",9160,9531
"49",9071,9421
"49",9345,8454
"49",9214,9923
"49",9079,9470
"49",9082,9474
"49",9060,9472
"49",9146,9742
"49",9353,8456
"49",9352,8456
"49",9184,8655
"49",9128,9605
"49",9137,9529
"49",9419,9432
"49",9367,9435
"49",7709,12817
"49",9451,9682
"49",9325,8567
"49",9338,8510
"49",9553,9599
"49",7245,12606
"49",7240,12603
"49",9367,8444
"49",7486,12602
"49",9388,9669
"49",9126,10096
"49",7319,12649
"49",9065,9564
"49",9058,9460
"49",9127,9369
"49",8992,9428
"49",9103,9529
"49",9070,9456
"49",9019,9627
"49",9013,9489
"49",9026,9466
"49",9049,9631
"49",9105,9642
"49",9021,9763
"49",9191,9871
"49",9016,9751
"49",9192,9832
"49",9154,9702
"49",9009,9610
"49",9162,8924
"49",9152,8973
"49",8832,9450
"49",8978,9807
"49",9229,10030
"49",9154,9168
"49",9077,9064
"49",9165,9172
"49",9152,8983
"49",9163,8858
"49",9169,9241
"49",9132,9078
"49",10431,10057
"49",9256,9987
"49",9047,9570
"49",8870,9415
"49",9778,10682
"49",9183,9285
"49",9081,9067
"49",9068,9057
"49",9088,8997
"49",9117,9049
"49",9150,9170
"49",8828,9440
"49",9159,8862
"49",9216,10049
"49",9217,10046
"49",9259,9994
"49",8703,9466
"49",9071,8976
"49",9154,8961
"49",9163,8944
"49",9162,9124
"49",8798,9566
"49",9048,9494
"49",9133,9513
"49",9008,9594
"49",9144,9523
"49",9049,9533
"49",9163,9409
"49",9142,9366
"49",9114,9560
"49",9016,9519
"49",9247,10011
"49",8963,9782
"49",7766,12171
"49",7328,12632
"49",9066,9441
"49",9432,9691
"49",9187,10136
"49",9251,9993
"49",9168,9752
"49",7742,12643
"49",9124,9538
"49",9165,9412
"49",9159,8665
"49",9175,9457
"49",9360,8379
"49",9190,9826
"49",9056,9782
"49",9214,9901
"49",9109,9493
"49",9152,9396
"49",9088,9714
"49",9089,9459
"49",9307,8505
"49",9169,8365
"49",9140,9485
"49",9119,9363
"49",9061,9493
"49",9091,9737
"49",9347,8367
"49",9029,9642
"49",9029,9641
"49",9085,9456
"49",7356,12681
"49",7255,12680
"49",9555,9506
"49",9321,8566
"49",9161,9397
"49",9057,9430
"49",8589,10979
"49",7310,12684
"49",7748,12168
"49",9317,8476
"49",9296,9080
"49",9400,9649
"49",9044,9590
"49",9062,9481
"49",9059,9477
"49",7768,12115
"49",9320,8469
"49",9320,8471
"49",9178,9475
"49",9194,9409
"49",9008,9414
"49",8983,9405
"49",9167,9489
"49",9004,9512
"49",9022,9430
"49",9136,8982
"49",9121,8835
"49",9116,8856
"49",9072,8984
"49",9280,10596
"49",9194,9907
"49",9056,9005
"49",8828,9530
"49",9098,9030
"49",9147,9268
"49",9108,9068
"49",9160,9020
"49",9139,9302
"49",9076,9074
"49",9155,9144
"49",9117,9037
"49",9173,8882
"49",9328,8907
"49",9037,9575
"49",9683,10587
"49",9116,9069
"49",9162,9233
"49",9177,9206
"49",9048,9532
"49",9148,9261
"49",9173,9126
"49",9123,9078
"49",9134,8989
"49",9121,8862
"49",9176,9069
"49",9105,8982
"49",9049,9466
"49",9129,10770
"49",9139,8986
"49",9106,8433
"49",9029,9548
"49",9008,10399
"49",9160,9515
"49",9046,9537
"49",9047,9528
"49",9046,9531
"49",9175,9543
"49",9023,10289
"49",8419,10636
"49",9011,9591
"49",7513,12612
"49",9061,9428
"49",9066,9585
"49",9100,9465
