url	first_seen	last_seen	bytes	sha256	rows
https://www2.census.gov/programs-surveys/decennial/2020/data/01-Redistricting_File--PL_94-171/Alabama/al2020.pl.zip	2026-09-01	2026-09-01	23974872	sha256:bd3fbbf22615b166869f9119aa12017b9a7b82baf0f22a9170e92a88a397cd77	NA
https://www2.census.gov/programs-surveys/decennial/2020/data/01-Redistricting_File--PL_94-171/Alaska/ak2020.pl.zip	2026-09-01	2026-09-01	4741817	sha256:c90837c12ab2f5fe99132c558705e8d0b5174afdf2a0d28b71927f535fe63487	NA
https://www2.census.gov/programs-surveys/decennial/2020/data/01-Redistricting_File--PL_94-171/Arizona/az2020.pl.zip	2026-09-01	2026-09-01	23082436	sha256:56997e8b1b5175148fd3e1157ab57eee7c1722221cafebfd5d12fe2e687b2aff	NA
https://www2.census.gov/programs-surveys/decennial/2020/data/01-Redistricting_File--PL_94-171/Arkansas/ar2020.pl.zip	2026-09-01	2026-09-01	20179961	sha256:940ad2916676e443dfdab98c3e145fcf62ef9dcd9f10c763ccdb195f4d5f132e	NA
https://www2.census.gov/programs-surveys/decennial/2020/data/01-Redistricting_File--PL_94-171/California/ca2020.pl.zip	2026-09-01	2026-09-01	79627235	sha256:e02c83c85a9a5d69ded4bf0d4c8ebe3f4bcd2d8e5911db765e9e42915ad1f753	NA
https://www2.census.gov/programs-surveys/decennial/2020/data/01-Redistricting_File--PL_94-171/Colorado/co2020.pl.zip	2026-09-01	2026-09-01	24215854	sha256:fce76008aedd10681bf0e57fa366ca788d280264edfe91e7d80a9b33ae86ab2c	NA
https://www2.census.gov/programs-surveys/decennial/2020/data/01-Redistricting_File--PL_94-171/Connecticut/ct2020.pl.zip	2026-09-01	2026-09-01	10254583	sha256:c4a2d42a79c52de10ea9397cca43db59c2df38e6d6e66b4396a0de8bd3f66780	NA
https://www2.census.gov/programs-surveys/decennial/2020/data/01-Redistricting_File--PL_94-171/Delaware/de2020.pl.zip	2026-09-01	2026-09-01	3720859	sha256:2d7743cc442574dc785c728e9637c5d4648bef518beef41b5f03756eb56ea78a	NA
https://www2.census.gov/programs-surveys/decennial/2020/data/01-Redistricting_File--PL_94-171/District_of_Columbia/dc2020.pl.zip	2026-09-01	2026-09-01	1366469	sha256:21b5189f45ce260c4607c9579f4ad52d11920133af827b14b183121b48d40ce4	NA
https://www2.census.gov/programs-surveys/decennial/2020/data/01-Redistricting_File--PL_94-171/Florida/fl2020.pl.zip	2026-09-01	2026-09-01	65962055	sha256:fdcc98180f634b69c40ed1d71a63fe00fdda4cda3e35fbaa6382336501f4b0cf	NA
