state_postal,county_fips,county_name,votes_dem,votes_gop,total_votes,level
TX,48471,Walker,7461,17515,25170,county
TX,48071,Chambers,4192,20567,24971,county
TX,48325,Medina,6950,17464,24598,county
TX,48499,Wood,3618,20621,24381,county
TX,48373,Polk,4910,19216,24285,county
TX,48099,Coryell,6959,16688,23911,county
TX,48401,Rusk,4337,17234,21702,county
TX,48277,Lamar,4079,17044,21236,county
TX,48073,Cherokee,3744,16593,20502,county
TX,48097,Cooke,3310,16975,20432,county
TX,48459,Upshur,2820,16939,19882,county
TX,48349,Navarro,4708,14983,19829,county
TX,48001,Anderson,3635,15597,19353,county
TX,48013,Atascosa,5153,13142,18442,county
TX,48143,Erath,2871,15349,18350,county
TX,48477,Washington,4058,14020,18208,county
TX,48049,Brown,2132,14593,16853,county
TX,48223,Hopkins,2917,13754,16773,county
TX,48217,Hill,2919,13669,16703,county
TX,48171,Gillespie,3160,13202,16482,county
TX,48481,Wharton,3910,12439,16452,county
TX,48427,Starr,6862,9487,16419,county
TX,48147,Fannin,2607,13648,16385,county
TX,48241,Jasper,2615,13162,15839,county
TX,48323,Maverick,6373,9285,15743,county
TX,48055,Caldwell,6618,8880,15686,county
TX,48015,Austin,2816,12457,15379,county
TX,48465,Val Verde,5282,9162,14578,county
TX,48067,Cass,2406,11693,14140,county
TX,48185,Grimes,2734,11197,14043,county
TX,48299,Llano,2613,10902,13622,county
TX,48019,Bandera,2532,10939,13592,county
TX,48363,Palo Pinto,2143,11093,13333,county
TX,48149,Fayette,2515,10699,13327,county
TX,48321,Matagorda,3231,9957,13308,county
TX,48249,Jim Wells,5577,7636,13268,county
TX,48007,Aransas,2831,10090,13028,county
TX,48407,San Jacinto,2175,10524,12789,county
TX,48365,Panola,1905,9500,11437,county
TX,48281,Lampasas,2232,8961,11296,county
TX,48337,Montague,1208,9825,11097,county
TX,48331,Milam,2331,8691,11093,county
TX,48285,La Vaca,1235,9215,10486,county
TX,48449,Titus,2275,7861,10208,county
TX,48273,Kleberg,4338,5612,10010,county
TX,48089,Colorado,2108,7824,9994,county
TX,48419,Shelby,1741,8164,9948,county
TX,48463,Uvalde,3218,6482,9769,county
TX,48227,Howard,1759,7817,9640,county
TX,48457,Tyler,1249,8286,9577,county
TX,48035,Bosque,1524,7969,9571,county
TX,48051,Burleson,1705,7590,9365,county
TX,48225,Houston,2065,7247,9362,county
TX,48189,Hale,1903,7283,9278,county
TX,48293,Limestone,1921,7081,9069,county
TX,48289,Leon,1033,7982,9060,county
TX,48161,Freestone,1499,7500,9045,county
TX,48025,Bee,2606,6111,8789,county
TX,48031,Blanco,1973,6447,8518,county
TX,48287,Lee,1640,6724,8413,county
TX,48133,Eastland,918,7397,8363,county
TX,48503,Young,962,7298,8309,county
TX,48233,Hutchinson,913,7273,8241,county
TX,48395,Robertson,1926,6177,8154,county
TX,48219,Hockley,1323,6616,7987,county
TX,48057,Calhoun,1853,5939,7832,county
TX,48123,De Witt,1270,6515,7824,county
TX,48177,Gonzales,1729,5981,7755,county
TX,48179,Gray,845,6691,7580,county
TX,48455,Trinity,1195,6136,7374,county
TX,48059,Callahan,761,6180,6985,county
TX,48253,Jones,907,5988,6946,county
TX,48379,Rains,869,5649,6554,county
TX,48093,Comanche,834,5679,6544,county
TX,48165,Gaines,538,5840,6416,county
TX,48239,Jackson,907,5386,6329,county
TX,48145,Falls,1713,4520,6276,county
TX,48003,Andrews,806,5205,6059,county
TX,48077,Clay,584,5288,5906,county
TX,48387,Red River,1103,4682,5796,county
TX,48351,Newton,952,4781,5749,county
TX,48415,Scurry,734,4945,5720,county
TX,48403,Sabine,590,4972,5581,county
TX,48489,Willacy,2673,2856,5563,county
TX,48313,Madison,964,4498,5489,county
TX,48343,Morris,1312,4092,5433,county
TX,48341,Moore,860,4458,5359,county
TX,48159,Franklin,813,4473,5310,county
TX,48425,Somervell,751,4493,5285,county
TX,48063,Camp,1201,4011,5242,county
TX,48009,Archer,520,4592,5132,county
TX,48353,Nolan,1020,4048,5114,county
TX,48297,Live Oak,761,4307,5092,county
TX,48255,Karnes,1051,4001,5075,county
TX,48163,Frio,1848,3060,4933,county
TX,48505,Zapata,1877,2970,4871,county
TX,48315,Marion,1101,3577,4714,county
TX,48043,Brewster,1969,2545,4576,county
TX,48193,Hamilton,625,3809,4464,county
TX,48487,Wilbarger,860,3566,4463,county
TX,48131,Duval,2003,2439,4461,county
TX,48117,Deaf Smith,1019,3233,4286,county
TX,48371,Pecos,1144,3042,4233,county
TX,48237,Jack,363,3819,4201,county
TX,48083,Coleman,428,3712,4155,county
TX,48279,Lamb,729,3398,4151,county
TX,48399,Runnels,452,3580,4056,county
TX,48175,Goliad,778,3178,3984,county
TX,48475,Ward,627,3115,3764,county
TX,48429,Stephens,384,3368,3761,county
TX,48405,San Augustine,809,2917,3747,county
TX,48307,McCulloch,455,3033,3513,county
TX,48115,Dawson,667,2810,3511,county
TX,48507,Zavala,1984,1482,3492,county
TX,48389,Reeves,1070,2340,3439,county
TX,48127,Dimmit,1765,1653,3427,county
TX,48445,Terry,587,2815,3419,county
TX,48065,Carson,290,2866,3172,county
TX,48391,Refugio,919,2134,3072,county
TX,48357,Ochiltree,269,2723,3008,county
TX,48333,Mills,310,2418,2741,county
TX,48411,San Saba,276,2412,2703,county
TX,48119,Delta,397,2250,2658,county
TX,48305,Lynn,371,2175,2567,county
TX,48319,Mason,434,2076,2526,county
TX,48335,Mitchell,352,2144,2513,county
TX,48369,Parmer,368,2123,2504,county
TX,48047,Brooks,1308,1077,2402,county
TX,48267,Kimble,261,2126,2402,county
TX,48501,Yoakum,342,2039,2393,county
TX,48283,La Salle,933,1417,2360,county
TX,48075,Childress,263,1991,2272,county
TX,48483,Wheeler,169,2093,2272,county
TX,48437,Swisher,403,1840,2265,county
TX,48207,Haskell,313,1918,2246,county
TX,48153,Floyd,358,1715,2089,county
TX,48317,Martin,247,1825,2083,county
TX,48069,Castro,418,1594,2021,county
TX,48205,Hartley,163,1843,2016,county
TX,48195,Hansford,146,1842,1999,county
TX,48377,Presidio,1289,686,1994,county
TX,48385,Real,315,1625,1958,county
TX,48495,Winkler,283,1646,1932,county
TX,48107,Crosby,451,1416,1880,county
TX,48151,Fisher,330,1487,1829,county
TX,48081,Coke,179,1623,1814,county
TX,48017,Bailey,332,1395,1740,county
TX,48417,Shackelford,146,1565,1727,county
TX,48129,Donley,174,1512,1712,county
TX,48023,Baylor,184,1471,1670,county
TX,48211,Hemphill,190,1412,1612,county
TX,48169,Garza,213,1374,1599,county
TX,48247,Jim Hogg,856,725,1585,county
TX,48111,Dallam,152,1285,1447,county
TX,48271,Kinney,346,1063,1419,county
TX,48105,Crockett,323,1087,1417,county
TX,48197,Hardeman,188,1210,1405,county
TX,48435,Sutton,228,1167,1400,county
TX,48103,Crane,186,1195,1387,county
TX,48275,Knox,214,1156,1376,county
TX,48461,Upton,146,1149,1303,county
TX,48295,Lipscomb,123,1125,1259,county
TX,48087,Collingsworth,135,1066,1201,county
TX,48095,Concho,153,1038,1198,county
TX,48243,Jeff Davis,450,699,1169,county
TX,48191,Hall,149,992,1149,county
TX,48011,Armstrong,77,1029,1109,county
TX,48413,Schleicher,192,906,1108,county
TX,48327,Menard,170,861,1039,county
TX,48229,Hudspeth,275,759,1038,county
TX,48137,Edwards,133,869,1005,county
TX,48125,Dickens,146,844,993,county
TX,48359,Oldham,74,895,974,county
TX,48383,Reagan,141,800,949,county
TX,48447,Throckmorton,73,823,900,county
TX,48079,Cochran,148,735,893,county
TX,48421,Sherman,48,817,872,county
TX,48235,Irion,105,761,868,county
TX,48109,Culberson,319,451,781,county
TX,48045,Briscoe,72,666,744,county
TX,48433,Stonewall,110,604,716,county
TX,48173,Glasscock,38,623,663,county
TX,48101,Cottle,89,565,657,county
TX,48345,Motley,35,612,650,county
TX,48431,Sterling,43,583,629,county
TX,48393,Roberts,20,547,570,county
TX,48155,Foard,92,448,545,county
TX,48311,McMullen,37,448,487,county
TX,48263,Kent,50,390,445,county
TX,48443,Terrell,91,314,405,county
TX,48033,Borden,16,370,387,county
TX,48261,Kenedy,41,115,158,county
TX,48269,King,6,129,135,county
TX,48301,Loving,10,86,97,county
UT,49035,Salt Lake,273658,221555,509492,county
UT,49049,Utah,84937,203476,297944,county
UT,49011,Davis,59895,101293,166492,county
UT,49057,Weber,41238,67549,112017,county
UT,49053,Washington,22327,73165,97243,county
UT,49005,Cache,18718,39457,60229,county
UT,49045,Tooele,9560,23484,33988,county
UT,49003,Box Elder,5274,22853,28909,county
UT,49021,Iron,5683,21571,27876,county
UT,49043,Summit,14612,10783,25876,county
UT,49051,Wasatch,6459,11495,18354,county
UT,49047,Uintah,1952,13599,15831,county
UT,49039,Sanpete,1906,10653,12943,county
UT,49041,Sevier,1236,9526,10926,county
UT,49007,Carbon,2525,6719,9445,county
UT,49013,Duchesne,1009,7815,8967,county
UT,49029,Morgan,1256,5300,6757,county
UT,49023,Juab,734,5671,6518,county
UT,49027,Millard,713,5558,6385,county
UT,49037,San Juan,2581,3613,6328,county
UT,49019,Grand,2828,2327,5300,county
UT,49015,Emery,603,4341,5011,county
UT,49025,Kane,1137,3277,4486,county
UT,49001,Beaver,394,2781,3212,county
UT,49017,Garfield,541,2211,2811,county
UT,49055,Wayne,381,1238,1651,county
UT,49033,Rich,214,1211,1447,county
UT,49031,Piute,94,854,963,county
UT,49009,Daggett,101,443,550,county
VT,50007,Chittenden,72656,20937,96405,county
VT,50023,Washington,24527,9327,35058,county
VT,50027,Windsor,22569,10458,34018,county
VT,50021,Rutland,17375,15586,33883,county
VT,50011,Franklin,13280,12490,26552,county
VT,50025,Windham,17904,6928,25718,county
VT,50001,Addison,14879,6841,22396,county
VT,50003,Bennington,12326,7697,20552,county
VT,50017,Orange,10220,6683,17536,county
VT,50005,Caledonia,8977,6927,16482,county
VT,50015,Lamoille,9788,4505,14757,county
VT,50019,Orleans,7006,7233,14655,county
VT,50013,Grand Isle,2940,1893,4967,county
VT,50009,Essex,1344,1890,3410,county
VA,51059,Fairfax,386438,181895,584387,county
VA,51107,Loudoun,129280,92107,228208,county
VA,51810,Virginia Beach,115412,109375,227770,county
VA,51153,Prince William,131128,90203,227591,county
VA,51041,Chesterfield,112869,94030,209730,county
VA,51087,Henrico,115040,62882,180642,county
VA,51013,Arlington,100446,25223,128362,county
VA,51550,Chesapeake,65399,60550,127493,county
VA,51760,Richmond City,88710,17041,108143,county
VA,51710,Norfolk,59941,24377,85643,county
VA,51179,Stafford,41252,40590,83123,county
VA,51510,Alexandria,62326,16112,80062,county
VA,51177,Spotsylvania,35747,42531,79209,county
VA,51700,Newport News,48169,26385,75629,county
VA,51085,Hanover,26733,45569,73087,county
VA,51003,Albemarle,44279,21513,66740,county
VA,51650,Hampton,43357,18383,62632,county
VA,51161,Roanoke,21693,34453,56789,county
VA,51800,Suffolk,30597,22112,53352,county
VA,51069,Frederick,18331,33117,52040,county
VA,51095,James City,26742,23575,50892,county
VA,51019,Bedford,12414,38017,50830,county
VA,51165,Rockingham,15035,33033,48581,county
VA,51121,Montgomery,23811,22179,46767,county
VA,51061,Fauquier,17180,26825,44537,county
VA,51015,Augusta,11403,32429,44223,county
VA,51770,Roanoke City,25737,15787,42128,county
VA,51740,Portsmouth,28306,12370,41252,county
VA,51199,York,18296,20722,39540,county
VA,51680,Lynchburg,16664,19574,36715,county
VA,51143,Pittsylvania,9599,24310,34100,county
VA,51031,Campbell,7890,23032,31171,county
VA,51067,Franklin,8321,22319,30912,county
VA,51191,Washington,6772,22455,29412,county
VA,51047,Culpeper,10557,17685,28553,county
VA,51089,Henry,8457,16800,25413,county
VA,51093,Isle of Wight,9779,14659,24672,county
VA,51171,Shenandoah,6914,17215,24380,county
VA,51109,Louisa,8779,15084,24067,county
VA,51540,Charlottesville,19435,3428,23303,county
VA,51073,Gloucester,7034,15918,23149,county
VA,51187,Warren,6910,15400,22561,county
VA,51137,Orange,8274,13764,22247,county
VA,51023,Botetourt,5915,15796,21893,county
VA,51145,Powhatan,5734,14918,20841,county
VA,51185,Tazewell,3030,16711,19858,county
VA,51075,Goochland,7875,11521,19616,county
VA,51083,Halifax,6984,10741,17844,county
VA,51155,Pulaski,4830,12732,17690,county
VA,51590,Danville,10615,6894,17667,county
VA,51033,Caroline,7957,9511,17653,county
VA,51149,Prince George,6842,10590,17596,county
VA,51009,Amherst,5429,11742,17303,county
VA,51660,Harrisonburg,10641,6266,17245,county
VA,51001,Accomack,7374,9659,17144,county
VA,51195,Wise,3036,13655,16776,county
VA,51127,New Kent,5641,10974,16744,county
VA,51065,Fluvanna,7731,8777,16678,county
VA,51117,Mecklenburg,6404,9791,16266,county
VA,51035,Carroll,2925,13152,16160,county
VA,51683,Manassas,9048,6670,16021,county
VA,51053,Dinwiddie,5942,9549,15589,county
VA,51197,Wythe,3075,12267,15439,county
VA,51099,King George,5657,9500,15362,county
VA,51173,Smyth,2805,11521,14420,county
VA,51790,Staunton,7592,5778,13562,county
VA,51167,Russell,2172,11303,13525,county
VA,51630,Fredericksburg,8760,4480,13495,county
VA,51600,Fairfax City,8797,4302,13445,county
VA,51139,Page,2976,10123,13211,county
VA,51775,Salem,5237,7769,13148,county
VA,51730,Petersburg,11219,1702,13077,county
VA,51163,Rockbridge,4160,8468,12752,county
VA,51079,Greene,4456,7432,12038,county
VA,51840,Winchester,6407,5252,11822,county
VA,51101,King William,3388,8080,11561,county
VA,51820,Waynesboro,5240,5882,11274,county
VA,51169,Scott,1607,9392,11057,county
VA,51193,Westmoreland,4491,6003,10581,county
VA,51105,Lee,1391,8674,10108,county
VA,51175,Southampton,3626,6133,9831,county
VA,51043,Clarke,3993,5641,9782,county
VA,51141,Patrick,1886,7746,9698,county
VA,51011,Appomattox,2324,7243,9642,county
VA,51063,Floyd,2968,6551,9625,county
VA,51147,Prince Edward,4539,4782,9424,county
VA,51125,Nelson,4298,5004,9388,county
VA,51027,Buchanan,1355,7939,9327,county
VA,51071,Giles,2069,7102,9234,county
VA,51670,Hopewell,5078,3838,9006,county
VA,51610,Falls Church,7200,1620,8969,county
VA,51570,Colonial Heights,2982,5883,8941,county
VA,51113,Madison,2700,5671,8439,county
VA,51005,Alleghany,2114,6093,8277,county
VA,51133,Northumberland,3202,4938,8205,county
VA,51077,Grayson,1503,6544,8104,county
VA,51007,Amelia,2214,5776,8032,county
VA,51735,Poquoson,2119,5800,8024,county
VA,51029,Buckingham,2988,4847,7915,county
VA,51830,Williamsburg,5613,2119,7851,county
VA,51025,Brunswick,4184,3523,7738,county
VA,51520,Bristol,2231,5197,7479,county
VA,51103,Lancaster,3355,3866,7279,county
VA,51051,Dickenson,1316,5701,7047,county
VA,51119,Middlesex,2473,4357,6882,county
VA,51135,Nottoway,2636,4168,6853,county
VA,51131,Northampton,3603,3183,6832,county
VA,51750,Radford,3231,3197,6550,county
VA,51057,Essex,2775,3245,6064,county
VA,51037,Charlotte,2008,3963,6006,county
VA,51685,Manassas Park,3506,2314,5967,county
VA,51115,Mathews,1774,4106,5929,county
VA,51111,Lunenburg,2253,3594,5879,county
VA,51690,Martinsville,3435,2155,5658,county
VA,51049,Cumberland,2117,3335,5486,county
VA,51157,Rappahannock,2041,2943,5038,county
VA,51183,Sussex,2539,2322,4892,county
VA,51181,Surry,2176,2205,4429,county
VA,51036,Charles City,2384,1917,4341,county
VA,51081,Greensville,2334,1936,4296,county
VA,51097,King and Queen,1536,2608,4173,county
VA,51159,Richmond,1439,2697,4161,county
VA,51620,Franklin City,2359,1476,3876,county
VA,51021,Bland,524,2998,3548,county
VA,51045,Craig,542,2562,3121,county
VA,51678,Lexington,1795,1030,2863,county
VA,51530,Buena Vista,767,2035,2853,county
VA,51640,Galax,753,1946,2717,county
VA,51017,Bath,588,1976,2582,county
VA,51580,Covington,818,1642,2475,county
VA,51595,Emporia,1419,744,2178,county
VA,51720,Norton,458,1174,1643,county
VA,51091,Highland,416,1095,1529,county
WA,53033,King,832606,252193,1122881,county
WA,53053,Pierce,235169,188194,436685,county
WA,53061,Snohomish,240099,161371,415327,county
WA,53063,Spokane,131163,145338,284958,county
WA,53011,Clark,143206,123998,274795,county
WA,53067,Thurston,95663,62282,163637,county
WA,53035,Kitsap,91731,59080,155893,county
WA,53073,Whatcom,83295,49213,137006,county
WA,53005,Benton,37662,59555,99947,county
WA,53077,Yakima,36706,49368,88280,county
WA,53057,Skagit,36956,30765,69837,county
WA,53015,Cowlitz,22825,34580,59020,county
WA,53029,Island,29595,20967,52075,county
WA,53009,Clallam,25440,21632,48390,county
WA,53041,Lewis,14433,29322,45112,county
WA,53007,Chelan,18397,22363,41893,county
WA,53027,Grays Harbor,17161,19432,37638,county
WA,53045,Mason,17215,18127,36502,county
WA,53025,Grant,10806,24326,36069,county
WA,53021,Franklin,11884,19086,31739,county
WA,53071,Walla Walla,13106,15476,29373,county
WA,53065,Stevens,7492,19895,28095,county
WA,53037,Kittitas,10810,14645,26309,county
WA,53031,Jefferson,17459,6324,24572,county
WA,53017,Douglas,7410,13095,21069,county
WA,53047,Okanogan,8466,11555,20617,county
WA,53075,Whitman,10480,8699,19845,county
WA,53049,Pacific,6825,7010,14178,county
WA,53039,Klickitat,5917,7178,13527,county
WA,53055,San Juan,9539,2890,12939,county
WA,53003,Asotin,4082,7004,11396,county
WA,53051,Pend Oreille,2461,5826,8497,county
WA,53059,Skamania,3147,3961,7314,county
WA,53043,Lincoln,1678,5272,7107,county
WA,53001,Adams,1455,3767,5345,county
WA,53019,Ferry,1315,2667,4096,county
WA,53069,Wahkiakum,1204,1757,3053,county
WA,53013,Columbia,661,1737,2476,county
WA,53023,Garfield,330,973,1343,county
WV,54039,Kanawha,30231,43352,75239,county
WV,54003,Berkeley,17500,37580,56102,county
WV,54061,Monongalia,19265,21084,41452,county
WV,54107,Wood,10317,26380,37313,county
WV,54011,Cabell,13474,21229,35429,county
WV,54081,Raleigh,6816,23644,30966,county
WV,54033,Harrison,8402,20480,29495,county
WV,54037,Jefferson,11967,16573,29156,county
WV,54079,Putnam,7124,19868,27507,county
WV,54049,Marion,8185,15881,24634,county
WV,54055,Mercer,4851,18372,23584,county
WV,54069,Ohio,6727,11593,18689,county
WV,54099,Wayne,3532,11934,15747,county
WV,54019,Fayette,4387,10910,15620,county
WV,54025,Greenbrier,4196,10517,14996,county
WV,54077,Preston,2953,11176,14426,county
WV,54051,Marshall,3186,9808,13233,county
WV,54029,Hancock,3360,9462,13030,county
WV,54057,Mineral,2483,10247,12904,county
WV,54035,Jackson,2699,9907,12822,county
WV,54083,Randolph,3008,8356,11594,county
WV,54045,Logan,1848,9500,11469,county
WV,54053,Mason,2111,8232,10547,county
WV,54027,Hampshire,1890,8464,10500,county
WV,54067,Nicholas,1919,7960,10037,county
WV,54097,Upshur,2033,7633,9859,county
WV,54009,Brooke,2621,6986,9782,county
WV,54065,Morgan,1947,7009,9097,county
WV,54059,Mingo,1061,7325,8490,county
WV,54005,Boone,1641,6314,8142,county
WV,54109,Wyoming,980,6503,7565,county
WV,54091,Taylor,1694,5422,7265,county
WV,54043,Lincoln,1279,5770,7187,county
WV,54041,Lewis,1372,5550,7048,county
WV,54031,Hardy,1297,4997,6411,county
WV,54001,Barbour,1199,5071,6395,county
WV,54063,Monroe,1155,5089,6367,county
WV,54103,Wetzel,1294,4718,6168,county
WV,54023,Grant,552,4949,5568,county
WV,54087,Roane,1218,4189,5521,county
WV,54047,McDowell,1036,4310,5425,county
WV,54007,Braxton,1233,3991,5313,county
WV,54089,Summers,1226,3931,5264,county
WV,54085,Ritchie,517,3473,4050,county
WV,54075,Pocahontas,927,2889,3901,county
WV,54093,Tucker,890,2669,3636,county
WV,54095,Tyler,554,2991,3617,county
WV,54071,Pendleton,680,2687,3425,county
WV,54073,Pleasants,656,2632,3348,county
WV,54015,Clay,580,2597,3240,county
WV,54101,Webster,479,2478,2998,county
WV,54017,Doddridge,374,2541,2956,county
WV,54013,Calhoun,488,2391,2936,county
WV,54105,Wirt,409,2120,2581,county
WV,54021,Gilmer,486,1822,2344,county
WI,55079,Milwaukee,316292,138022,462766,county
WI,55025,Dane,273995,85454,364840,county
WI,55133,Waukesha,108478,162768,274845,county
WI,55009,Brown,67937,79132,148960,county
WI,55087,Outagamie,49438,60827,111905,county
WI,55101,Racine,49721,56347,107402,county
WI,55139,Winnebago,44660,49179,95166,county
WI,55131,Washington,28504,61604,91162,county
WI,55059,Kenosha,41826,47478,90472,county
WI,55105,Rock,46642,40218,88113,county
WI,55073,Marathon,31529,46213,78675,county
WI,55063,La Crosse,39008,32247,72242,county
WI,55117,Sheboygan,27735,38763,67410,county
WI,55089,Ozaukee,27874,34504,63199,county
WI,55035,Eau Claire,34400,27728,63003,county
WI,55109,St. Croix,23870,35537,60477,county
WI,55127,Walworth,23161,36603,60465,county
WI,55039,Fond du Lac,20495,37272,58438,county
WI,55027,Dodge,16518,33067,50292,county
WI,55055,Jefferson,20574,28771,50035,county
WI,55071,Manitowoc,17399,28200,46235,county
WI,55097,Portage,21503,20987,43158,county
WI,55141,Wood,16599,24997,42149,county
WI,55017,Chippewa,14573,23399,38400,county
WI,55111,Sauk,18172,18798,37574,county
WI,55021,Columbia,16388,17988,34843,county
WI,55015,Calumet,12927,19488,32860,county
WI,55135,Waupaca,9947,20093,30367,county
WI,55095,Polk,9567,18296,28212,county
WI,55043,Grant,10966,15922,27254,county
WI,55005,Barron,8941,16726,26775,county
WI,55033,Dunn,10643,14726,25674,county
WI,55093,Pierce,10171,14417,25320,county
WI,55031,Douglas,13073,11732,25165,county
WI,55083,Oconto,6967,17675,24881,county
WI,55085,Oneida,10080,14455,24837,county
WI,55075,Marinette,7415,16670,24364,county
WI,55115,Shawano,7336,15850,23455,county
WI,55081,Monroe,8476,14563,23321,county
WI,55045,Green,10903,10843,22026,county
WI,55029,Door,10565,10099,20896,county
WI,55069,Lincoln,6306,10633,17188,county
WI,55123,Vernon,7514,8807,16579,county
WI,55125,Vilas,6119,9837,16101,county
WI,55121,Trempealeau,6219,9661,16066,county
WI,55019,Clark,4509,10481,15315,county
WI,55049,Iowa,7750,6631,14647,county
WI,55057,Juneau,4854,9525,14528,county
WI,55137,Waushara,4571,9625,14360,county
WI,55001,Adams,4443,7763,12853,county
WI,55061,Kewaunee,4059,8267,12466,county
WI,55067,Langlade,3746,7782,11659,county
WI,55007,Bayfield,6107,4860,11204,county
WI,55119,Taylor,2823,8209,11172,county
WI,55113,Sawyer,4599,6422,11122,county
WI,55047,Green Lake,3449,7458,11033,county
WI,55129,Washburn,3867,6962,10953,county
WI,55013,Burnett,3665,7008,10807,county
WI,55053,Jackson,4157,6204,10501,county
WI,55077,Marquette,3252,6041,9406,county
WI,55103,Richland,3985,5207,9305,county
WI,55023,Crawford,3860,5113,9084,county
WI,55003,Ashland,4612,4191,8933,county
WI,55099,Price,3005,5763,8856,county
WI,55065,Lafayette,3469,5256,8832,county
WI,55107,Rusk,2516,5660,8261,county
WI,55011,Buffalo,2765,5213,8091,county
WI,55041,Forest,1681,3382,5095,county
WI,55091,Pepin,1523,2798,4354,county
WI,55051,Iron,1487,2557,4079,county
WI,55037,Florence,783,2356,3158,county
WI,55078,Menominee,1266,296,1572,county
WY,56021,Laramie,14153,28063,42899,county
WY,56025,Natrona,8337,24671,33591,county
WY,56005,Campbell,2004,16006,18236,county
WY,56001,Albany,8371,8930,17639,county
WY,56013,Fremont,5179,11552,17060,county
WY,56029,Park,3259,13084,16575,county
WY,56037,Sweetwater,3731,12541,16569,county
WY,56033,Sheridan,3920,12041,16219,county
WY,56039,Teton,8748,4134,13077,county
WY,56023,Lincoln,1623,8957,10731,county
WY,56041,Uinta,1561,7282,8984,county
WY,56009,Converse,845,5756,6678,county
WY,56007,Carbon,1274,4952,6327,county
WY,56015,Goshen,1156,4893,6134,county
WY,56003,Big Horn,742,4867,5691,county
WY,56035,Sublette,920,3905,4885,county
WY,56019,Johnson,847,3936,4851,county
WY,56031,Platte,780,3874,4727,county
WY,56011,Crook,443,3805,4311,county
WY,56043,Washakie,656,3125,3841,county
WY,56045,Weston,378,3069,3494,county
WY,56017,Hot Springs,488,2082,2604,county
WY,56027,Niobrara,112,1108,1230,county
