"respondent","weight","pid7","item","party","group","estimate"
246258731,0.616133,"Strong Republican","rep_evang","Republican","Evangelical",25
246142737,0.83154,"Strong Republican","rep_evang","Republican","Evangelical",20
246161259,1.32721,"Not very strong Republican","rep_evang","Republican","Evangelical",50
246173725,1.39961,"Lean Republican","rep_evang","Republican","Evangelical",0
246139174,0.417295,"Not very strong Republican","rep_evang","Republican","Evangelical",30
246142866,0.402503,"Strong Republican","rep_evang","Republican","Evangelical",75
246154056,0.748467,"Lean Republican","rep_evang","Republican","Evangelical",50
246138991,0.879346,"Strong Republican","rep_evang","Republican","Evangelical",70
245987293,0.413459,"Strong Republican","rep_evang","Republican","Evangelical",75
246141171,0.753757,"Not very strong Republican","rep_evang","Republican","Evangelical",75
246131893,1.028,"Not very strong Republican","rep_evang","Republican","Evangelical",30
245664393,0.76884,"Strong Republican","rep_evang","Republican","Evangelical",45
246149854,1.11321,"Lean Republican","rep_evang","Republican","Evangelical",40
246127369,0.885734,"Lean Republican","rep_evang","Republican","Evangelical",15
246167012,1.7342,"Strong Republican","rep_evang","Republican","Evangelical",50
246151099,0.496707,"Lean Republican","rep_evang","Republican","Evangelical",10
246090403,1.34232,"Not very strong Republican","rep_evang","Republican","Evangelical",50
246180907,0.343457,"Strong Republican","rep_evang","Republican","Evangelical",90
246077472,1.75132,"Lean Republican","rep_evang","Republican","Evangelical",50
246129901,1.18306,"Strong Republican","rep_evang","Republican","Evangelical",70
246095431,1.17885,"Lean Republican","rep_evang","Republican","Evangelical",40
246003002,0.319025,"Lean Republican","rep_evang","Republican","Evangelical",75
245643493,0.885734,"Not very strong Republican","rep_evang","Republican","Evangelical",25
246135038,0.992685,"Lean Republican","rep_evang","Republican","Evangelical",40
246129322,0.885734,"Strong Republican","rep_evang","Republican","Evangelical",75
246138244,0.411881,"Strong Republican","rep_evang","Republican","Evangelical",40
246102472,2.1011,"Not very strong Republican","rep_evang","Republican","Evangelical",25
246206742,0.527358,"Not very strong Republican","rep_evang","Republican","Evangelical",75
246136248,0.815379,"Not very strong Republican","rep_evang","Republican","Evangelical",20
246185798,0.722734,"Not very strong Republican","rep_evang","Republican","Evangelical",50
246161292,0.371611,"Not very strong Republican","rep_evang","Republican","Evangelical",75
246149443,1.97233,"Lean Republican","rep_evang","Republican","Evangelical",40
246134781,1.03382,"Lean Republican","rep_evang","Republican","Evangelical",20
246070387,1.13141,"Lean Republican","rep_evang","Republican","Evangelical",25
246061514,0.76884,"Not very strong Republican","rep_evang","Republican","Evangelical",80
246139095,0.325228,"Strong Republican","rep_evang","Republican","Evangelical",75
246129788,0.343457,"Strong Republican","rep_evang","Republican","Evangelical",80
246130141,0.428103,"Lean Republican","rep_evang","Republican","Evangelical",95
246076513,1.12648,"Lean Republican","rep_evang","Republican","Evangelical",20
246086115,0.748467,"Lean Republican","rep_evang","Republican","Evangelical",20
246197316,0.558099,"Strong Republican","rep_evang","Republican","Evangelical",20
246141040,0.653846,"Not very strong Republican","rep_evang","Republican","Evangelical",5
246137091,0.83154,"Lean Republican","rep_evang","Republican","Evangelical",20
246136781,1.00102,"Not very strong Republican","rep_evang","Republican","Evangelical",90
245978658,0.403022,"Lean Republican","rep_evang","Republican","Evangelical",60
246122743,0.843427,"Strong Republican","rep_evang","Republican","Evangelical",70
246085545,1.12648,"Not very strong Republican","rep_evang","Republican","Evangelical",60
246069492,1.34232,"Strong Republican","rep_evang","Republican","Evangelical",70
246158686,1.32721,"Lean Republican","rep_evang","Republican","Evangelical",30
246086024,1.34483,"Strong Republican","rep_evang","Republican","Evangelical",60
246127078,0.688075,"Strong Republican","rep_evang","Republican","Evangelical",30
246136861,2.28594,"Lean Republican","rep_evang","Republican","Evangelical",65
246153747,0.871404,"Lean Republican","rep_evang","Republican","Evangelical",10
246183688,1.00518,"Not very strong Republican","rep_evang","Republican","Evangelical",50
246134972,1.04799,"Lean Republican","rep_evang","Republican","Evangelical",25
246186235,1.03289,"Strong Republican","rep_evang","Republican","Evangelical",80
246145635,1.33229,"Strong Republican","rep_evang","Republican","Evangelical",75
246095088,1.13141,"Strong Republican","rep_evang","Republican","Evangelical",65
246151105,1.97233,"Not very strong Republican","rep_evang","Republican","Evangelical",80
246173888,0.416804,"Not very strong Republican","rep_evang","Republican","Evangelical",5
246063061,1.34251,"Strong Republican","rep_evang","Republican","Evangelical",20
246134894,0.416759,"Strong Republican","rep_evang","Republican","Evangelical",30
246149513,1.00518,"Strong Republican","rep_evang","Republican","Evangelical",65
246092715,2.02291,"Strong Republican","rep_evang","Republican","Evangelical",20
246153873,0.899494,"Lean Republican","rep_evang","Republican","Evangelical",60
246064004,0.822286,"Not very strong Republican","rep_evang","Republican","Evangelical",35
246175646,0.350433,"Strong Republican","rep_evang","Republican","Evangelical",10
246126563,0.298633,"Not sure","rep_rich","Republican","$250K+ Income",25
246143771,1.04435,"Not sure","rep_rich","Republican","$250K+ Income",10
246160869,0.843427,"Not sure","rep_rich","Republican","$250K+ Income",0
246148403,0.734295,"Not sure","rep_rich","Republican","$250K+ Income",3
246136902,0.42613,"Not sure","rep_rich","Republican","$250K+ Income",70
246189730,0.498002,"Not sure","rep_rich","Republican","$250K+ Income",0
246146930,0.496707,"Not sure","rep_rich","Republican","$250K+ Income",33
246178219,1.39961,"Not sure","rep_rich","Republican","$250K+ Income",50
246208094,1.7464,"Not sure","rep_rich","Republican","$250K+ Income",30
246284539,0.408961,"Not sure","rep_rich","Republican","$250K+ Income",25
246152418,0.8003,"Not sure","rep_rich","Republican","$250K+ Income",0
246105184,0.518482,"Not sure","rep_rich","Republican","$250K+ Income",80
246274116,4.08354,"Not sure","rep_rich","Republican","$250K+ Income",50
246178115,0.347859,"Not sure","rep_rich","Republican","$250K+ Income",100
246254763,2.64604,"Not sure","rep_rich","Republican","$250K+ Income",1
246198345,2.04411,"Not sure","rep_rich","Republican","$250K+ Income",60
246091889,0.815379,"Not sure","rep_rich","Republican","$250K+ Income",25
246188017,0.875445,"Not sure","rep_rich","Republican","$250K+ Income",50
246146893,0.311416,"Not sure","rep_rich","Republican","$250K+ Income",25
246178050,1.7738,"Not sure","rep_rich","Republican","$250K+ Income",5
246206926,1.43843,"Not sure","rep_rich","Republican","$250K+ Income",0
246062484,0.595576,"Not sure","rep_rich","Republican","$250K+ Income",75
246134813,0.416759,"Not sure","rep_rich","Republican","$250K+ Income",50
246191404,1.46464,"Not sure","rep_rich","Republican","$250K+ Income",30
246080265,0.857904,"Not sure","rep_rich","Republican","$250K+ Income",25
246138371,0.292005,"Not sure","rep_rich","Republican","$250K+ Income",0
245631576,1.541,"Not sure","rep_rich","Republican","$250K+ Income",0
246196802,1.31203,"Not sure","rep_rich","Republican","$250K+ Income",2
246153666,0.498002,"Not sure","rep_rich","Republican","$250K+ Income",10
246184069,0.244062,"Not sure","rep_rich","Republican","$250K+ Income",5
246219654,0.409609,"Not sure","rep_rich","Republican","$250K+ Income",0
246126664,0.83154,"Not sure","rep_rich","Republican","$250K+ Income",10
246129758,0.390001,"Not sure","rep_rich","Republican","$250K+ Income",85
246146671,0.347859,"Not sure","rep_rich","Republican","$250K+ Income",25
246213924,0.329401,"Not sure","rep_rich","Republican","$250K+ Income",100
246129810,0.688075,"Not sure","rep_rich","Republican","$250K+ Income",40
246180783,0.828595,"Not sure","rep_rich","Republican","$250K+ Income",0
246137053,1.42968,"Not sure","rep_rich","Republican","$250K+ Income",20
246152604,4.08354,"Not sure","rep_rich","Republican","$250K+ Income",0
246187988,0.875445,"Not sure","rep_rich","Republican","$250K+ Income",0
246220990,1.7219,"Not sure","rep_rich","Republican","$250K+ Income",50
246116442,0.469257,"Not sure","rep_rich","Republican","$250K+ Income",20
246044394,0.385555,"Not sure","rep_rich","Republican","$250K+ Income",50
246191450,1.04196,"Not sure","rep_rich","Republican","$250K+ Income",10
246147237,1.7738,"Not sure","rep_rich","Republican","$250K+ Income",25
246121261,1.29279,"Not sure","rep_rich","Republican","$250K+ Income",51
246141035,0.594472,"Lean Democrat","rep_rich","Republican","$250K+ Income",80
246144963,2.04411,"Lean Democrat","rep_rich","Republican","$250K+ Income",10
246154090,0.432951,"Strong Democrat","rep_rich","Republican","$250K+ Income",12
246141012,1.03382,"Strong Democrat","rep_rich","Republican","$250K+ Income",25
246191757,0.871404,"Lean Democrat","rep_rich","Republican","$250K+ Income",45
246301966,0.300089,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",25
246173961,0.665357,"Strong Democrat","rep_rich","Republican","$250K+ Income",25
246130224,0.753757,"Lean Democrat","rep_rich","Republican","$250K+ Income",60
246203193,1.85328,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",35
246142931,0.40566,"Strong Democrat","rep_rich","Republican","$250K+ Income",95
246170982,0.297922,"Strong Democrat","rep_rich","Republican","$250K+ Income",10
246138522,0.567055,"Lean Democrat","rep_rich","Republican","$250K+ Income",8
245963087,0.538762,"Strong Democrat","rep_rich","Republican","$250K+ Income",30
246175657,1.12555,"Strong Democrat","rep_rich","Republican","$250K+ Income",50
246139126,2.22796,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",60
246134511,0.688075,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",25
246211366,2.19622,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",100
246122478,0.808536,"Strong Democrat","rep_rich","Republican","$250K+ Income",50
246152304,0.364356,"Strong Democrat","rep_rich","Republican","$250K+ Income",90
246139273,0.558099,"Strong Democrat","rep_rich","Republican","$250K+ Income",40
246134817,0.416759,"Lean Democrat","rep_rich","Republican","$250K+ Income",10
246126953,0.288699,"Lean Democrat","rep_rich","Republican","$250K+ Income",20
246164923,0.416804,"Strong Democrat","rep_rich","Republican","$250K+ Income",25
246127284,2.52284,"Lean Democrat","rep_rich","Republican","$250K+ Income",70
246139582,0.348774,"Lean Democrat","rep_rich","Republican","$250K+ Income",20
246127659,0.67495,"Lean Democrat","rep_rich","Republican","$250K+ Income",20
246004896,0.4322,"Lean Democrat","rep_rich","Republican","$250K+ Income",4
246137519,0.558099,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",20
246193104,1.00293,"Strong Democrat","rep_rich","Republican","$250K+ Income",70
246171467,2.15799,"Lean Democrat","rep_rich","Republican","$250K+ Income",75
246162909,2.23998,"Strong Democrat","rep_rich","Republican","$250K+ Income",100
246145792,0.811634,"Strong Democrat","rep_rich","Republican","$250K+ Income",13
246132684,0.517173,"Strong Democrat","rep_rich","Republican","$250K+ Income",20
246132134,0.429611,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",40
246129832,0.73643,"Strong Democrat","rep_rich","Republican","$250K+ Income",15
246156529,1.34483,"Strong Democrat","rep_rich","Republican","$250K+ Income",15
246097384,0.4322,"Lean Democrat","rep_rich","Republican","$250K+ Income",38
246141249,0.753757,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",100
246130210,0.67495,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",50
246223828,0.744557,"Strong Democrat","rep_rich","Republican","$250K+ Income",47
246181066,0.408316,"Strong Democrat","rep_rich","Republican","$250K+ Income",25
246079445,1.12842,"Lean Democrat","rep_rich","Republican","$250K+ Income",20
246186204,0.348766,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",85
246169759,0.503469,"Strong Democrat","rep_rich","Republican","$250K+ Income",30
246132463,0.749911,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",90
246169351,0.356766,"Strong Democrat","rep_rich","Republican","$250K+ Income",30
246126655,0.605337,"Lean Democrat","rep_rich","Republican","$250K+ Income",60
246161079,1.038,"Lean Democrat","rep_rich","Republican","$250K+ Income",1
246190137,0.653062,"Strong Democrat","rep_rich","Republican","$250K+ Income",40
246192977,4.08354,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",21
246126718,0.517173,"Strong Democrat","rep_rich","Republican","$250K+ Income",75
246134843,0.688075,"Strong Democrat","rep_rich","Republican","$250K+ Income",50
246140366,0.619715,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",80
246126975,0.407356,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",25
246180775,0.603848,"Strong Democrat","rep_rich","Republican","$250K+ Income",50
246082952,1.36249,"Strong Democrat","rep_rich","Republican","$250K+ Income",89
246153776,0.409674,"Lean Democrat","rep_rich","Republican","$250K+ Income",75
246147106,1.20014,"Lean Democrat","rep_rich","Republican","$250K+ Income",0
246147107,0.545348,"Strong Democrat","rep_rich","Republican","$250K+ Income",6
246139148,1.04435,"Strong Democrat","rep_rich","Republican","$250K+ Income",85
246142940,2.1682,"Strong Democrat","rep_rich","Republican","$250K+ Income",40
246141134,1.34435,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",20
246142747,1.03014,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",10
246076143,0.802729,"Strong Democrat","rep_rich","Republican","$250K+ Income",90
246162835,0.441701,"Strong Democrat","rep_rich","Republican","$250K+ Income",40
245827107,0.897403,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",10
246212534,0.288699,"Strong Democrat","rep_rich","Republican","$250K+ Income",43
246206679,1.72352,"Lean Democrat","rep_rich","Republican","$250K+ Income",12
246142991,3.45656,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",60
246176470,0.63156,"Lean Democrat","rep_rich","Republican","$250K+ Income",10
246132099,0.429611,"Strong Democrat","rep_rich","Republican","$250K+ Income",90
246175910,0.570523,"Strong Democrat","rep_rich","Republican","$250K+ Income",65
246245611,0.456535,"Strong Democrat","rep_rich","Republican","$250K+ Income",10
246157213,1.12555,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",35
246017385,0.558099,"Strong Democrat","rep_rich","Republican","$250K+ Income",100
246134640,0.638433,"Strong Democrat","rep_rich","Republican","$250K+ Income",75
246141104,1.99757,"Lean Democrat","rep_rich","Republican","$250K+ Income",100
246213958,0.440164,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",25
246167471,1.0703,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",10
246129873,0.342121,"Strong Democrat","rep_rich","Republican","$250K+ Income",15
246139039,0.468558,"Strong Democrat","rep_rich","Republican","$250K+ Income",30
246136714,0.428103,"Strong Democrat","rep_rich","Republican","$250K+ Income",21
246074681,0.868307,"Lean Democrat","rep_rich","Republican","$250K+ Income",65
245890080,0.517173,"Strong Democrat","rep_rich","Republican","$250K+ Income",30
246127678,0.638433,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",0
246146757,0.603848,"Lean Democrat","rep_rich","Republican","$250K+ Income",100
246013294,3.19235,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",80
246144326,0.8003,"Lean Democrat","rep_rich","Republican","$250K+ Income",1
246130208,0.773998,"Strong Democrat","rep_rich","Republican","$250K+ Income",67
246149865,0.416804,"Strong Democrat","rep_rich","Republican","$250K+ Income",25
246132416,0.429611,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",10
246135033,0.53936,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",40
246138948,0.688075,"Strong Democrat","rep_rich","Republican","$250K+ Income",50
246145636,0.697963,"Strong Democrat","rep_rich","Republican","$250K+ Income",1
246089863,1.27455,"Lean Democrat","rep_rich","Republican","$250K+ Income",10
246145479,0.808536,"Strong Democrat","rep_rich","Republican","$250K+ Income",5
246129046,0.976878,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",15
245961288,1.64597,"Strong Democrat","rep_rich","Republican","$250K+ Income",28
246132073,0.450383,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",55
246094639,0.336553,"Strong Democrat","rep_rich","Republican","$250K+ Income",10
246140830,1.61406,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",0
246063982,0.638433,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",50
246104452,0.80822,"Lean Democrat","rep_rich","Republican","$250K+ Income",10
246140789,2.60959,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",60
246190095,0.864482,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",20
246129968,1.21555,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",28
246254335,0.988038,"Strong Democrat","rep_rich","Republican","$250K+ Income",75
246188110,1.28773,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",10
246095016,0.343299,"Strong Democrat","rep_rich","Republican","$250K+ Income",90
246140990,0.528479,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",75
246139129,0.546475,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",50
246139276,0.742562,"Strong Democrat","rep_rich","Republican","$250K+ Income",1
246209657,0.283509,"Strong Democrat","rep_rich","Republican","$250K+ Income",80
246142934,0.816961,"Strong Democrat","rep_rich","Republican","$250K+ Income",60
245822554,0.652405,"Lean Democrat","rep_rich","Republican","$250K+ Income",50
246153402,0.464827,"Strong Democrat","rep_rich","Republican","$250K+ Income",70
246178166,1.11321,"Lean Democrat","rep_rich","Republican","$250K+ Income",10
246202883,0.348766,"Strong Democrat","rep_rich","Republican","$250K+ Income",47
246061032,1.34251,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",5
246271150,0.28504,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",25
246158891,0.363823,"Strong Democrat","rep_rich","Republican","$250K+ Income",55
246152345,0.235725,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",50
246290119,0.546475,"Strong Democrat","rep_rich","Republican","$250K+ Income",75
246144227,0.875084,"Lean Democrat","rep_rich","Republican","$250K+ Income",20
246129448,0.753757,"Lean Democrat","rep_rich","Republican","$250K+ Income",45
246139275,0.528479,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",50
246124564,0.394235,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",25
246136845,0.407356,"Strong Democrat","rep_rich","Republican","$250K+ Income",90
246173965,0.482115,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",50
246122791,0.8003,"Strong Democrat","rep_rich","Republican","$250K+ Income",100
246150970,0.42613,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",10
246130062,0.815379,"Strong Democrat","rep_rich","Republican","$250K+ Income",50
246146993,1.11321,"Strong Democrat","rep_rich","Republican","$250K+ Income",25
246074676,0.654889,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",75
246165097,0.836415,"Strong Democrat","rep_rich","Republican","$250K+ Income",40
246128970,0.558099,"Strong Democrat","rep_rich","Republican","$250K+ Income",50
246232588,0.675688,"Lean Democrat","rep_rich","Republican","$250K+ Income",60
246146745,0.299011,"Lean Democrat","rep_rich","Republican","$250K+ Income",80
246139403,1.1215,"Lean Democrat","rep_rich","Republican","$250K+ Income",100
246256444,1.21555,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",10
246126443,0.680775,"Lean Democrat","rep_rich","Republican","$250K+ Income",72
246237867,0.283509,"Lean Democrat","rep_rich","Republican","$250K+ Income",20
246204376,2.98128,"Strong Democrat","rep_rich","Republican","$250K+ Income",10
246141139,0.879346,"Strong Democrat","rep_rich","Republican","$250K+ Income",100
246130198,0.680775,"Strong Democrat","rep_rich","Republican","$250K+ Income",100
246181043,0.993369,"Lean Democrat","rep_rich","Republican","$250K+ Income",45
246137127,0.46701,"Strong Democrat","rep_rich","Republican","$250K+ Income",100
245748605,0.503469,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",70
246144171,0.874742,"Strong Democrat","rep_rich","Republican","$250K+ Income",50
246258794,1.30643,"Lean Democrat","rep_rich","Republican","$250K+ Income",50
246127107,0.808744,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",75
246183071,0.709796,"Strong Democrat","rep_rich","Republican","$250K+ Income",0
246153802,0.742562,"Lean Democrat","rep_rich","Republican","$250K+ Income",6
246136416,0.928632,"Strong Democrat","rep_rich","Republican","$250K+ Income",100
246163413,1.36918,"Strong Democrat","rep_rich","Republican","$250K+ Income",70
246061067,0.857904,"Lean Democrat","rep_rich","Republican","$250K+ Income",95
246165441,1.96203,"Lean Democrat","rep_rich","Republican","$250K+ Income",10
246158912,0.934076,"Strong Democrat","rep_rich","Republican","$250K+ Income",100
246141088,0.558099,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",40
246211020,0.482115,"Strong Democrat","rep_rich","Republican","$250K+ Income",100
246173622,1.48892,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",20
245836174,1.00218,"Strong Democrat","rep_rich","Republican","$250K+ Income",10
245965581,0.67495,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",20
246137020,0.797282,"Strong Democrat","rep_rich","Republican","$250K+ Income",35
246141183,0.409674,"Strong Democrat","rep_rich","Republican","$250K+ Income",50
246175787,0.776071,"Strong Democrat","rep_rich","Republican","$250K+ Income",60
246143700,4.08354,"Lean Democrat","rep_rich","Republican","$250K+ Income",5
246257387,0.43716,"Strong Democrat","rep_rich","Republican","$250K+ Income",90
246148323,0.348766,"Lean Democrat","rep_rich","Republican","$250K+ Income",65
245998594,0.67185,"Strong Democrat","rep_rich","Republican","$250K+ Income",60
246139281,0.742562,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",4
246153799,0.728979,"Lean Democrat","rep_rich","Republican","$250K+ Income",5
246129566,0.416759,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",25
246142255,3.52839,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",55
246000264,0.464827,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",100
246073949,0.817859,"Strong Democrat","rep_rich","Republican","$250K+ Income",50
246090557,0.753757,"Strong Democrat","rep_rich","Republican","$250K+ Income",45
246154041,0.567055,"Lean Democrat","rep_rich","Republican","$250K+ Income",15
246229862,0.477291,"Strong Democrat","rep_rich","Republican","$250K+ Income",10
246139090,0.476923,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",35
246122667,0.753757,"Lean Democrat","rep_rich","Republican","$250K+ Income",60
246126830,0.879346,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",50
246198851,0.423966,"Strong Democrat","rep_rich","Republican","$250K+ Income",20
246281577,1.59004,"Strong Democrat","rep_rich","Republican","$250K+ Income",90
246140452,0.815379,"Strong Democrat","rep_rich","Republican","$250K+ Income",96
246149435,0.567055,"Lean Democrat","rep_rich","Republican","$250K+ Income",20
246151009,0.603848,"Strong Democrat","rep_rich","Republican","$250K+ Income",25
246234203,2.20881,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",25
246137122,0.688075,"Strong Democrat","rep_rich","Republican","$250K+ Income",1
246138334,0.859758,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",50
246080561,1.02243,"Lean Democrat","rep_rich","Republican","$250K+ Income",60
245977045,1.43263,"Strong Democrat","rep_rich","Republican","$250K+ Income",45
246131570,3.52839,"Strong Democrat","rep_rich","Republican","$250K+ Income",30
246188299,0.680775,"Strong Democrat","rep_rich","Republican","$250K+ Income",99
245997095,0.928039,"Strong Democrat","rep_rich","Republican","$250K+ Income",60
246262930,0.546475,"Strong Democrat","rep_rich","Republican","$250K+ Income",85
246008811,0.32456,"Lean Democrat","rep_rich","Republican","$250K+ Income",65
246126314,0.988038,"Strong Democrat","rep_rich","Republican","$250K+ Income",80
246247488,0.916755,"Strong Democrat","rep_rich","Republican","$250K+ Income",100
246144225,0.709915,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",85
246155097,0.567055,"Strong Democrat","rep_rich","Republican","$250K+ Income",100
246198795,0.261003,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",100
246002894,0.822286,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",0
246122915,0.486159,"Strong Democrat","rep_rich","Republican","$250K+ Income",5
246188365,0.811334,"Strong Democrat","rep_rich","Republican","$250K+ Income",20
245943580,0.612356,"Lean Democrat","rep_rich","Republican","$250K+ Income",75
246139480,0.688075,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",50
246141221,0.392327,"Lean Democrat","rep_rich","Republican","$250K+ Income",10
246097416,1.27455,"Strong Democrat","rep_rich","Republican","$250K+ Income",0
246001757,1.028,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",55
246139465,1.49732,"Strong Democrat","rep_rich","Republican","$250K+ Income",20
246096957,1.34435,"Lean Democrat","rep_rich","Republican","$250K+ Income",5
246097690,1.00218,"Strong Democrat","rep_rich","Republican","$250K+ Income",5
246130147,0.857904,"Lean Democrat","rep_rich","Republican","$250K+ Income",40
246178347,0.447332,"Strong Democrat","rep_rich","Republican","$250K+ Income",8
246167247,1.7464,"Strong Democrat","rep_rich","Republican","$250K+ Income",10
246173539,2.25923,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",30
246258223,0.288353,"Strong Democrat","rep_rich","Republican","$250K+ Income",20
246158504,0.612356,"Lean Democrat","rep_rich","Republican","$250K+ Income",20
246127450,0.67185,"Strong Democrat","rep_rich","Republican","$250K+ Income",12
246173922,1.038,"Lean Democrat","rep_rich","Republican","$250K+ Income",40
246140292,0.213313,"Strong Democrat","rep_rich","Republican","$250K+ Income",80
246124641,0.603848,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",45
246129666,0.758866,"Strong Democrat","rep_rich","Republican","$250K+ Income",25
246194415,0.394235,"Strong Democrat","rep_rich","Republican","$250K+ Income",0
246179189,1.1578,"Strong Democrat","rep_rich","Republican","$250K+ Income",40
246126657,0.517173,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",85
246000120,0.688075,"Strong Democrat","rep_rich","Republican","$250K+ Income",70
246169502,0.244062,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",50
246196756,0.558099,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",50
246142881,1.06312,"Strong Democrat","rep_rich","Republican","$250K+ Income",70
246186083,0.736987,"Strong Democrat","rep_rich","Republican","$250K+ Income",75
246163384,1.02874,"Strong Democrat","rep_rich","Republican","$250K+ Income",90
246178319,0.209244,"Lean Democrat","rep_rich","Republican","$250K+ Income",25
246140654,0.587752,"Lean Democrat","rep_rich","Republican","$250K+ Income",1
246243112,0.988038,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",0
246139354,0.710038,"Strong Democrat","rep_rich","Republican","$250K+ Income",5
246151231,1.0703,"Strong Democrat","rep_rich","Republican","$250K+ Income",99
246171286,0.945014,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",5
246139377,0.566633,"Strong Democrat","rep_rich","Republican","$250K+ Income",70
246142965,0.446794,"Strong Democrat","rep_rich","Republican","$250K+ Income",40
246219646,1.7464,"Strong Democrat","rep_rich","Republican","$250K+ Income",1
246202891,0.747424,"Strong Democrat","rep_rich","Republican","$250K+ Income",70
246153674,0.500821,"Strong Democrat","rep_rich","Republican","$250K+ Income",10
246092549,0.817859,"Lean Democrat","rep_rich","Republican","$250K+ Income",70
246204386,1.38377,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",75
246126595,0.45761,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",12
246129353,0.688075,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",30
246132485,0.489912,"Strong Democrat","rep_rich","Republican","$250K+ Income",100
246145358,1.02277,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",99
246127397,0.915255,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",100
246144959,3.80241,"Not very strong Democrat","rep_rich","Republican","$250K+ Income",100
246140971,0.797966,"Strong Democrat","rep_rich","Republican","$250K+ Income",90
246200792,0.808536,"Lean Democrat","rep_rich","Republican","$250K+ Income",10
246132475,0.393728,"Strong Democrat","rep_rich","Republican","$250K+ Income",5
246153280,0.665357,"Lean Democrat","rep_rich","Republican","$250K+ Income",45
246058444,0.830161,"Strong Democrat","rep_rich","Republican","$250K+ Income",10
246140945,0.468558,"Strong Democrat","rep_rich","Republican","$250K+ Income",100
