"key","value"
"n_states","44"
"n_districts","429"
"enacted5","79"
"neutral5","108.8"
"pct_enacted5","18.4"
"pct_neutral5","25.3"
"tx_enacted5","2"
"tx_neutral5","8.7"
"top_gap_state","TX"
"top_gap_enacted","2"
"top_gap_neutral","8.7"
"gop_n_states","20"
"gop_n_districts","191"
"black_actual","14"
"black_neutral","5.3"
"black_gerry","2"
"black_pct_cut","86"
"ga_actual","4"
"ga_gerry","2"
"single_seat_states","FL, MS, SC, TN"
