"lev","uid","geoid","name","pop"
"b",699,"131530207003020","Block 3020",48
"b",700,"131530211204032","Block 4032",27
"b",701,"131530204001003","Block 1003",79
"b",702,"131530210012011","Block 2011",32
"b",703,"131530210022001","Block 2001",25
"b",704,"131530211241013","Block 1013",319
"b",705,"131530209004001","Block 4001",0
"b",706,"131530207003022","Block 3022",32
"b",707,"131530201121005","Block 1005",37
"b",708,"131530211251014","Block 1014",150
"b",709,"131530211193001","Block 3001",158
"b",710,"131530211252027","Block 2027",14
"b",711,"131530212053017","Block 3017",0
"b",712,"131530211172001","Block 2001",178
"b",713,"131530211171045","Block 1045",0
"b",714,"131530211144026","Block 4026",12
"b",715,"131530207002014","Block 2014",103
"b",716,"131530215023037","Block 3037",64
"b",717,"131530209002003","Block 2003",35
"b",718,"131530211192001","Block 2001",79
"b",719,"131530215011067","Block 1067",0
"b",720,"131530214012039","Block 2039",56
"b",721,"131530215022073","Block 2073",7
"b",722,"131530213004019","Block 4019",0
"b",723,"131530214011038","Block 1038",67
"b",724,"131530206001013","Block 1013",0
"b",725,"131530214021048","Block 1048",30
"b",726,"131530206001045","Block 1045",177
"b",727,"131530211164010","Block 4010",0
"b",728,"131530214011022","Block 1022",42
"b",729,"131530202001004","Block 1004",94
"b",730,"131530211251008","Block 1008",0
"b",731,"131530201111013","Block 1013",343
"b",732,"131530203023001","Block 3001",68
"b",733,"131530206001038","Block 1038",0
"b",734,"131530211241008","Block 1008",56
"b",735,"131530211153034","Block 3034",0
"b",736,"131530201081026","Block 1026",164
"b",737,"131530212061021","Block 1021",31
"b",738,"131530212051003","Block 1003",88
"b",739,"131530203013013","Block 3013",4
"b",740,"131530212031017","Block 1017",28
"b",741,"131530213001015","Block 1015",0
"b",742,"131530215011003","Block 1003",0
"b",743,"131530211242017","Block 2017",30
"b",744,"131530204002034","Block 2034",0
"b",745,"131530203011017","Block 1017",0
"b",746,"131530213004011","Block 4011",36
"b",747,"131530211143021","Block 3021",77
"b",748,"131530214011006","Block 1006",14
"b",749,"131530212031041","Block 1041",57
"b",750,"131530211204023","Block 4023",56
"b",751,"131530202003001","Block 3001",276
"b",752,"131530202004033","Block 4033",8
"b",753,"131530207001004","Block 1004",59
"b",754,"131530211231010","Block 1010",36
"b",755,"131530211204005","Block 4005",32
"b",756,"131530212031000","Block 1000",0
"b",757,"131530204001012","Block 1012",0
"b",758,"131530204001021","Block 1021",0
"b",759,"131530213004049","Block 4049",16
"b",760,"131530214022006","Block 2006",24
"b",761,"131530214012028","Block 2028",60
"b",762,"131530202004002","Block 4002",10
"b",763,"131530215022110","Block 2110",7
"b",764,"131530213003039","Block 3039",9
"b",765,"131530212051007","Block 1007",0
"b",766,"131530213002008","Block 2008",40
"b",767,"131530213002000","Block 2000",204
"b",768,"131530215022041","Block 2041",42
"b",769,"131530203021006","Block 1006",54
"b",770,"131530207001007","Block 1007",26
"b",771,"131530207003004","Block 3004",40
"b",772,"131530211252040","Block 2040",0
"b",773,"131530211231011","Block 1011",0
"b",774,"131530211172015","Block 2015",86
"b",775,"131530213001013","Block 1013",24
"b",776,"131530212061005","Block 1005",0
"b",777,"131530204003003","Block 3003",71
"b",778,"131530212052027","Block 2027",28
"b",779,"131530203022000","Block 2000",0
"b",780,"131530211251004","Block 1004",85
"b",781,"131530213003052","Block 3052",0
"b",782,"131530212042038","Block 2038",32
"b",783,"131530209004009","Block 4009",39
"b",784,"131530211161018","Block 1018",25
"b",785,"131530211253013","Block 3013",196
"b",786,"131530209004004","Block 4004",10
"b",787,"131530206001003","Block 1003",50
"b",788,"131530212041003","Block 1003",9
"b",789,"131530211232004","Block 2004",58
"b",790,"131530201123005","Block 3005",27
"b",791,"131530215021007","Block 1007",6
"b",792,"131530206002049","Block 2049",0
"b",793,"131530206002025","Block 2025",0
"b",794,"131530211153048","Block 3048",0
"b",795,"131530211192007","Block 2007",19
"b",796,"131530212041016","Block 1016",0
"b",797,"131530213001049","Block 1049",7
"b",798,"131530211153046","Block 3046",45
"b",799,"131530214012033","Block 2033",58
"b",800,"131530214011028","Block 1028",89
"b",801,"131530212062014","Block 2014",0
"b",802,"131530204001043","Block 1043",0
"b",803,"131530215021020","Block 1020",6
"b",804,"131530211171004","Block 1004",27
"b",805,"131530204001044","Block 1044",0
"b",806,"131530214022031","Block 2031",0
"b",807,"131530211221003","Block 1003",90
"b",808,"131530211153044","Block 3044",7
"b",809,"131530211183011","Block 3011",63
"b",810,"131530206001036","Block 1036",0
"b",811,"131530201101007","Block 1007",70
"b",812,"131530211212003","Block 2003",90
"b",813,"131530211221015","Block 1015",73
"b",814,"131530206002026","Block 2026",0
"b",815,"131530214021038","Block 1038",0
"b",816,"131530201132004","Block 2004",49
"b",817,"131530215011021","Block 1021",0
"b",818,"131530214021040","Block 1040",0
"b",819,"131530211193005","Block 3005",176
"b",820,"131530213001043","Block 1043",6
"b",821,"131530212061026","Block 1026",0
"b",822,"131530211241014","Block 1014",35
"b",823,"131530211083001","Block 3001",33
"b",824,"131530211231021","Block 1021",52
"b",825,"131530214021060","Block 1060",17
"b",826,"131530211143024","Block 3024",83
"b",827,"131530211252033","Block 2033",138
"b",828,"131530211153052","Block 3052",22
"b",829,"131530209003008","Block 3008",29
"b",830,"131530201082003","Block 2003",0
"b",831,"131530211231032","Block 1032",7
"b",832,"131530206001023","Block 1023",0
"b",833,"131530211142009","Block 2009",54
"b",834,"131530207002024","Block 2024",3
"b",835,"131530214021057","Block 1057",52
"b",836,"131530211171033","Block 1033",0
"b",837,"131530206002048","Block 2048",0
"b",838,"131530211221005","Block 1005",0
"b",839,"131530211221020","Block 1020",60
"b",840,"131530203022013","Block 2013",43
"b",841,"131530211173033","Block 3033",0
"b",842,"131530215021034","Block 1034",0
"b",843,"131530213004023","Block 4023",0
"b",844,"131530211171017","Block 1017",41
"b",845,"131530211231026","Block 1026",36
"b",846,"131530211204028","Block 4028",0
"b",847,"131530203011009","Block 1009",18
"b",848,"131530209003014","Block 3014",18
"b",849,"131530211173008","Block 3008",0
"b",850,"131530212031042","Block 1042",61
"b",851,"131530214022003","Block 2003",0
"b",852,"131530211203002","Block 3002",121
"b",853,"131530201132012","Block 2012",102
"b",854,"131530212052035","Block 2035",0
"b",855,"131530214022021","Block 2021",26
"b",856,"131530214013013","Block 3013",50
"b",857,"131530211142007","Block 2007",226
"b",858,"131530215022055","Block 2055",47
"b",859,"131530213003051","Block 3051",0
"b",860,"131530214011033","Block 1033",19
"b",861,"131530212061010","Block 1010",34
"b",862,"131530212052022","Block 2022",37
"b",863,"131530214022007","Block 2007",25
"b",864,"131530206002033","Block 2033",0
"b",865,"131530212062005","Block 2005",76
"b",866,"131530212043018","Block 3018",26
"b",867,"131530211173005","Block 3005",0
"b",868,"131530212053015","Block 3015",0
"b",869,"131530214021002","Block 1002",6
"b",870,"131530209002020","Block 2020",36
"b",871,"131530210021008","Block 1008",31
"b",872,"131530201061007","Block 1007",176
"b",873,"131530211241006","Block 1006",195
"b",874,"131530211233010","Block 3010",71
"b",875,"131530202004039","Block 4039",21
"b",876,"131530207002021","Block 2021",6
"b",877,"131530206002055","Block 2055",0
"b",878,"131530211144030","Block 4030",0
"b",879,"131530211232015","Block 2015",40
"b",880,"131530211251000","Block 1000",26
"b",881,"131530211171044","Block 1044",0
"b",882,"131530211251001","Block 1001",871
"b",883,"131530211212007","Block 2007",109
"b",884,"131530211242005","Block 2005",79
"b",885,"131530214021027","Block 1027",0
"b",886,"131530215023044","Block 3044",0
"b",887,"131530206002021","Block 2021",0
"b",888,"131530206002050","Block 2050",0
"b",889,"131530215022111","Block 2111",0
"b",890,"131530204002033","Block 2033",16
"b",891,"131530215022079","Block 2079",0
"b",892,"131530215022105","Block 2105",0
"b",893,"131530215022098","Block 2098",6
"b",894,"131530201081008","Block 1008",65
"b",895,"131530214012003","Block 2003",14
"b",896,"131530210021019","Block 1019",49
"b",897,"131530213003009","Block 3009",0
"b",898,"131530206001041","Block 1041",17
"b",899,"131530201122017","Block 2017",417
"b",900,"131530207001015","Block 1015",115
"b",901,"131530211173036","Block 3036",376
"b",902,"131530202004000","Block 4000",71
"b",903,"131530215011002","Block 1002",0
"b",904,"131530213001041","Block 1041",0
"b",905,"131530213003018","Block 3018",85
"b",906,"131530203024010","Block 4010",92
"b",907,"131530203024007","Block 4007",60
"b",908,"131530212052006","Block 2006",7
"b",909,"131530212061016","Block 1016",12
"b",910,"131530213002010","Block 2010",34
"b",911,"131530204002022","Block 2022",9
"b",912,"131530215022093","Block 2093",13
"b",913,"131530211221002","Block 1002",162
"b",914,"131530211233014","Block 3014",50
"b",915,"131530207002030","Block 2030",37
"b",916,"131530211204022","Block 4022",0
"b",917,"131530201082010","Block 2010",75
"b",918,"131530201083027","Block 3027",57
"b",919,"131530212042045","Block 2045",19
"b",920,"131530211253015","Block 3015",138
"b",921,"131530211172014","Block 2014",70
"b",922,"131530209004013","Block 4013",32
"b",923,"131530201123006","Block 3006",14
"b",924,"131530201122013","Block 2013",24
"b",925,"131530211162003","Block 2003",52
"b",926,"131530204001049","Block 1049",0
"b",927,"131530208002013","Block 2013",20
"b",928,"131530215023022","Block 3022",16
"b",929,"131530201102004","Block 2004",205
"b",930,"131530211171022","Block 1022",13
"b",931,"131530211202009","Block 2009",166
"b",932,"131530201122018","Block 2018",0
"b",933,"131530211172017","Block 2017",41
"b",934,"131530211183003","Block 3003",403
"b",935,"131530209001013","Block 1013",66
"b",936,"131530211083014","Block 3014",29
"b",937,"131530202001020","Block 1020",41
"b",938,"131530214012006","Block 2006",47
"b",939,"131530203024004","Block 4004",67
"b",940,"131530212052043","Block 2043",25
"b",941,"131530211193015","Block 3015",2
"b",942,"131530210012006","Block 2006",12
"b",943,"131530211144003","Block 4003",42
"b",944,"131530207002011","Block 2011",4
"b",945,"131530215011027","Block 1027",0
"b",946,"131530214022001","Block 2001",0
"b",947,"131530211233011","Block 3011",85
"b",948,"131530201062011","Block 2011",0
"b",949,"131530212042044","Block 2044",45
"b",950,"131530211153022","Block 3022",60
"b",951,"131530211142002","Block 2002",64
"b",952,"131530211171043","Block 1043",61
"b",953,"131530207003011","Block 3011",0
"b",954,"131530206002031","Block 2031",0
"b",955,"131530201061018","Block 1018",0
"b",956,"131530202004007","Block 4007",27
"b",957,"131530211231002","Block 1002",68
"b",958,"131530211231015","Block 1015",57
"b",959,"131530211231014","Block 1014",220
"b",960,"131530211193008","Block 3008",0
"b",961,"131530201084014","Block 4014",51
"b",962,"131530206002009","Block 2009",0
"b",963,"131530206001067","Block 1067",93
"b",964,"131530206002038","Block 2038",11
"b",965,"131530201131018","Block 1018",43
"b",966,"131530201131004","Block 1004",93
"b",967,"131530211211007","Block 1007",27
"b",968,"131530212031036","Block 1036",85
"b",969,"131530211202011","Block 2011",84
"b",970,"131530212043010","Block 3010",84
"b",971,"131530211161021","Block 1021",0
"b",972,"131530211082004","Block 2004",140
"b",973,"131530204002004","Block 2004",79
"b",974,"131530206001015","Block 1015",0
"b",975,"131530204001056","Block 1056",69
"b",976,"131530211164001","Block 4001",244
"b",977,"131530210021016","Block 1016",0
"b",978,"131530211231037","Block 1037",24
"b",979,"131530203022022","Block 2022",0
"b",980,"131530208002003","Block 2003",101
"b",981,"131530211171014","Block 1014",55
"b",982,"131530211153025","Block 3025",0
"b",983,"131530203021010","Block 1010",79
"b",984,"131530201111008","Block 1008",96
"b",985,"131530202002004","Block 2004",37
"b",986,"131530213002014","Block 2014",0
"b",987,"131530201111005","Block 1005",64
"b",988,"131530215023000","Block 3000",0
"b",989,"131530211143002","Block 3002",27
"b",990,"131530201084001","Block 4001",51
"b",991,"131530201082032","Block 2032",25
"b",992,"131530206001077","Block 1077",0
"b",993,"131530213004030","Block 4030",0
"b",994,"131530211252019","Block 2019",7
"b",995,"131530211253000","Block 3000",0
"b",996,"131530212042039","Block 2039",0
"b",997,"131530201082011","Block 2011",30
"b",998,"131530211161002","Block 1002",38
"b",999,"131530211153000","Block 3000",0
"b",1000,"131530211143010","Block 3010",42
"b",1001,"131530201111015","Block 1015",32
"b",1002,"131530211202014","Block 2014",47
"b",1003,"131530215011061","Block 1061",12
"b",1004,"131530211173003","Block 3003",0
"b",1005,"131530214011031","Block 1031",10
"b",1006,"131530211153050","Block 3050",0
"b",1007,"131530211211002","Block 1002",0
"b",1008,"131530201132007","Block 2007",71
"b",1009,"131530213001005","Block 1005",11
"b",1010,"131530214021072","Block 1072",0
"b",1011,"131530201061020","Block 1020",65
"b",1012,"131530213003016","Block 3016",0
"b",1013,"131530210021004","Block 1004",130
"b",1014,"131530211193019","Block 3019",166
"b",1015,"131530212052049","Block 2049",13
"b",1016,"131530210011002","Block 1002",87
"b",1017,"131530212042011","Block 2011",37
"b",1018,"131530211153010","Block 3010",31
"b",1019,"131530211171047","Block 1047",40
"b",1020,"131530203021003","Block 1003",59
"b",1021,"131530213003062","Block 3062",40
"b",1022,"131530211164015","Block 4015",145
"b",1023,"131530201061026","Block 1026",0
"b",1024,"131530201081020","Block 1020",0
"b",1025,"131530213004020","Block 4020",0
"b",1026,"131530209003009","Block 3009",29
"b",1027,"131530211253018","Block 3018",47
"b",1028,"131530211222021","Block 2021",0
"b",1029,"131530206002052","Block 2052",0
"b",1030,"131530207002026","Block 2026",7
"b",1031,"131530211212014","Block 2014",30
"b",1032,"131530201122002","Block 2002",0
"b",1033,"131530211193016","Block 3016",52
"b",1034,"131530207003009","Block 3009",0
"b",1035,"131530210021023","Block 1023",49
"b",1036,"131530211183004","Block 3004",20
"b",1037,"131530211144017","Block 4017",22
"b",1038,"131530211242004","Block 2004",37
"b",1039,"131530211141008","Block 1008",96
"b",1040,"131530209002024","Block 2024",47
"b",1041,"131530209004019","Block 4019",34
"b",1042,"131530202004020","Block 4020",17
"b",1043,"131530201133002","Block 3002",770
"b",1044,"131530201131012","Block 1012",95
"b",1045,"131530210022011","Block 2011",57
"b",1046,"131530210012002","Block 2002",634
"b",1047,"131530213003033","Block 3033",0
"b",1048,"131530213003056","Block 3056",99
"b",1049,"131530215023034","Block 3034",13
"b",1050,"131530201132008","Block 2008",91
"b",1051,"131530211211010","Block 1010",42
"b",1052,"131530203011008","Block 1008",2
"b",1053,"131530211081023","Block 1023",15
"b",1054,"131530215022011","Block 2011",11
"b",1055,"131530212062020","Block 2020",0
"b",1056,"131530212043019","Block 3019",123
"b",1057,"131530201131011","Block 1011",100
"b",1058,"131530212061015","Block 1015",4
"b",1059,"131530211252004","Block 2004",173
"b",1060,"131530201101000","Block 1000",0
"b",1061,"131530213003076","Block 3076",12
"b",1062,"131530201131002","Block 1002",10
"b",1063,"131530209004002","Block 4002",0
"b",1064,"131530215022102","Block 2102",41
"b",1065,"131530201111026","Block 1026",128
"b",1066,"131530211153062","Block 3062",8
"b",1067,"131530212042034","Block 2034",9
"b",1068,"131530211163014","Block 3014",6
"b",1069,"131530212042023","Block 2023",6
"b",1070,"131530201082033","Block 2033",0
"b",1071,"131530211203006","Block 3006",80
"b",1072,"131530214021039","Block 1039",0
"b",1073,"131530214013023","Block 3023",6
"b",1074,"131530201133005","Block 3005",44
"b",1075,"131530203024015","Block 4015",94
"b",1076,"131530203023012","Block 3012",74
"b",1077,"131530204002007","Block 2007",78
"b",1078,"131530212052014","Block 2014",23
"b",1079,"131530212031035","Block 1035",70
"b",1080,"131530214022022","Block 2022",8
"b",1081,"131530211161020","Block 1020",42
"b",1082,"131530210022023","Block 2023",36
"b",1083,"131530209002002","Block 2002",73
"b",1084,"131530211183001","Block 3001",0
"b",1085,"131530204001019","Block 1019",0
"b",1086,"131530212042025","Block 2025",2
"b",1087,"131530209001009","Block 1009",217
"b",1088,"131530212051001","Block 1001",3
"b",1089,"131530202001013","Block 1013",32
"b",1090,"131530211162000","Block 2000",959
"b",1091,"131530211241027","Block 1027",130
"b",1092,"131530213003021","Block 3021",0
"b",1093,"131530201061015","Block 1015",0
"b",1094,"131530210012010","Block 2010",39
"b",1095,"131530209001008","Block 1008",54
"b",1096,"131530201083009","Block 3009",0
"b",1097,"131530211083022","Block 3022",29
"b",1098,"131530202001015","Block 1015",68
"b",1099,"131530202001024","Block 1024",43
"b",1100,"131530202004024","Block 4024",0
"b",1101,"131530211171011","Block 1011",240
"b",1102,"131530211253005","Block 3005",30
"b",1103,"131530201102002","Block 2002",72
"b",1104,"131530211151014","Block 1014",311
"b",1105,"131530211161019","Block 1019",266
"b",1106,"131530204001057","Block 1057",21
"b",1107,"131530210022018","Block 2018",43
"b",1108,"131530201121021","Block 1021",41
"b",1109,"131530213001003","Block 1003",0
"b",1110,"131530214012038","Block 2038",39
"b",1111,"131530211153032","Block 3032",22
"b",1112,"131530214011000","Block 1000",0
"b",1113,"131530214021015","Block 1015",0
"b",1114,"131530211222001","Block 2001",113
"b",1115,"131530204002008","Block 2008",37
"b",1116,"131530212031045","Block 1045",44
"b",1117,"131530203021004","Block 1004",85
"b",1118,"131530212031012","Block 1012",0
"b",1119,"131530211171015","Block 1015",78
"b",1120,"131530207001005","Block 1005",14
"b",1121,"131530213003029","Block 3029",0
"b",1122,"131530211181005","Block 1005",70
"b",1123,"131530202004035","Block 4035",20
"b",1124,"131530202002007","Block 2007",34
"b",1125,"131530212053002","Block 3002",39
"b",1126,"131530203013017","Block 3017",5
"b",1127,"131530203011003","Block 1003",4
"b",1128,"131530208002020","Block 2020",9
"b",1129,"131530215022090","Block 2090",58
"b",1130,"131530212042033","Block 2033",0
"b",1131,"131530211171019","Block 1019",14
"b",1132,"131530212042016","Block 2016",16
"b",1133,"131530203023006","Block 3006",67
"b",1134,"131530211173037","Block 3037",0
"b",1135,"131530212052007","Block 2007",17
"b",1136,"131530211143009","Block 3009",60
"b",1137,"131530203013009","Block 3009",30
"b",1138,"131530201131014","Block 1014",69
"b",1139,"131530211233007","Block 3007",57
"b",1140,"131530208002007","Block 2007",41
"b",1141,"131530212032011","Block 2011",0
"b",1142,"131530211204015","Block 4015",46
"b",1143,"131530215022108","Block 2108",0
"b",1144,"131530214011004","Block 1004",56
"b",1145,"131530212043001","Block 3001",0
"b",1146,"131530211161007","Block 1007",19
"b",1147,"131530211201000","Block 1000",231
"b",1148,"131530204002018","Block 2018",0
"b",1149,"131530211222005","Block 2005",0
"b",1150,"131530211163019","Block 3019",0
"b",1151,"131530202004023","Block 4023",21
"b",1152,"131530204001014","Block 1014",0
"b",1153,"131530201061031","Block 1031",17
"b",1154,"131530201132009","Block 2009",82
"b",1155,"131530203021007","Block 1007",53
"b",1156,"131530214012000","Block 2000",30
"b",1157,"131530214012030","Block 2030",27
"b",1158,"131530212052008","Block 2008",24
"b",1159,"131530213001042","Block 1042",73
"b",1160,"131530213001021","Block 1021",0
"b",1161,"131530211204002","Block 4002",69
"b",1162,"131530204002031","Block 2031",21
"b",1163,"131530213003071","Block 3071",3
"b",1164,"131530214021032","Block 1032",0
"b",1165,"131530211153057","Block 3057",9
"b",1166,"131530211153035","Block 3035",9
"b",1167,"131530211151035","Block 1035",0
"b",1168,"131530211151036","Block 1036",0
"b",1169,"131530211173034","Block 3034",0
"b",1170,"131530201061036","Block 1036",38
"b",1171,"131530212061024","Block 1024",0
"b",1172,"131530214013024","Block 3024",0
"b",1173,"131530213001025","Block 1025",8
"b",1174,"131530203024005","Block 4005",71
"b",1175,"131530211151047","Block 1047",17
"b",1176,"131530211151005","Block 1005",162
"b",1177,"131530201062041","Block 2041",2
"b",1178,"131530211153026","Block 3026",15
"b",1179,"131530211193009","Block 3009",0
"b",1180,"131530202004032","Block 4032",0
"b",1181,"131530206001037","Block 1037",0
"b",1182,"131530211082023","Block 2023",60
"b",1183,"131530201061029","Block 1029",0
"b",1184,"131530201131006","Block 1006",126
"b",1185,"131530215011059","Block 1059",0
"b",1186,"131530214011036","Block 1036",22
"b",1187,"131530211151013","Block 1013",14
"b",1188,"131530206001068","Block 1068",0
"b",1189,"131530202004030","Block 4030",0
"b",1190,"131530211204040","Block 4040",59
"b",1191,"131530211222011","Block 2011",331
"b",1192,"131530211171039","Block 1039",27
"b",1193,"131530211164004","Block 4004",26
"b",1194,"131530211233000","Block 3000",124
"b",1195,"131530211153055","Block 3055",11
"b",1196,"131530211231016","Block 1016",52
"b",1197,"131530201122021","Block 2021",0
"b",1198,"131530213002009","Block 2009",161
"b",1199,"131530211152029","Block 2029",0
"b",1200,"131530213004044","Block 4044",17
"b",1201,"131530212052047","Block 2047",0
"b",1202,"131530203022023","Block 2023",98
"b",1203,"131530211253012","Block 3012",44
"b",1204,"131530207002017","Block 2017",31
"b",1205,"131530201121013","Block 1013",180
"b",1206,"131530204003002","Block 3002",32
"b",1207,"131530214021001","Block 1001",0
"b",1208,"131530201102001","Block 2001",0
"b",1209,"131530213003041","Block 3041",26
"b",1210,"131530211222015","Block 2015",85
"b",1211,"131530202004016","Block 4016",140
"b",1212,"131530213004028","Block 4028",5
"b",1213,"131530214013003","Block 3003",0
"b",1214,"131530215011046","Block 1046",0
"b",1215,"131530211252025","Block 2025",42
"b",1216,"131530208001010","Block 1010",41
"b",1217,"131530212042028","Block 2028",0
"b",1218,"131530212041008","Block 1008",15
"b",1219,"131530211211012","Block 1012",0
"b",1220,"131530211222000","Block 2000",0
"b",1221,"131530209004008","Block 4008",16
"b",1222,"131530214021024","Block 1024",49
"b",1223,"131530201112000","Block 2000",3
"b",1224,"131530211172007","Block 2007",0
"b",1225,"131530214022039","Block 2039",0
"b",1226,"131530212041009","Block 1009",32
"b",1227,"131530211231007","Block 1007",46
"b",1228,"131530201081033","Block 1033",30
"b",1229,"131530210012016","Block 2016",0
"b",1230,"131530206002028","Block 2028",0
"b",1231,"131530208002009","Block 2009",109
"b",1232,"131530211203000","Block 3000",35
"b",1233,"131530211171020","Block 1020",42
"b",1234,"131530206001017","Block 1017",0
"b",1235,"131530214021037","Block 1037",0
"b",1236,"131530214012004","Block 2004",10
"b",1237,"131530209001016","Block 1016",153
"b",1238,"131530201123012","Block 3012",31
"b",1239,"131530201081009","Block 1009",14
"b",1240,"131530206002004","Block 2004",0
"b",1241,"131530201123014","Block 3014",359
"b",1242,"131530211221001","Block 1001",77
"b",1243,"131530203022007","Block 2007",33
"b",1244,"131530206002040","Block 2040",18
"b",1245,"131530202001011","Block 1011",48
"b",1246,"131530202001002","Block 1002",71
"b",1247,"131530211202001","Block 2001",102
"b",1248,"131530207001002","Block 1002",56
"b",1249,"131530211221023","Block 1023",0
"b",1250,"131530211161016","Block 1016",1
"b",1251,"131530212031003","Block 1003",20
"b",1252,"131530201081021","Block 1021",0
"b",1253,"131530211153037","Block 3037",75
"b",1254,"131530213003004","Block 3004",0
"b",1255,"131530211232003","Block 2003",61
"b",1256,"131530201081024","Block 1024",81
"b",1257,"131530211143015","Block 3015",11
"b",1258,"131530201112011","Block 2011",115
"b",1259,"131530211163013","Block 3013",42
"b",1260,"131530214013009","Block 3009",599
"b",1261,"131530207003003","Block 3003",41
"b",1262,"131530214011010","Block 1010",25
"b",1263,"131530212043025","Block 3025",0
"b",1264,"131530210022006","Block 2006",68
"b",1265,"131530210011005","Block 1005",41
"b",1266,"131530201081000","Block 1000",7
"b",1267,"131530212043034","Block 3034",30
"b",1268,"131530211152024","Block 2024",56
"b",1269,"131530211153036","Block 3036",16
"b",1270,"131530211212013","Block 2013",20
"b",1271,"131530211231023","Block 1023",16
"b",1272,"131530214011009","Block 1009",29
"b",1273,"131530214021069","Block 1069",0
"b",1274,"131530211193013","Block 3013",0
"b",1275,"131530214022023","Block 2023",471
"b",1276,"131530211152030","Block 2030",34
"b",1277,"131530206002032","Block 2032",0
"b",1278,"131530213001011","Block 1011",5
"b",1279,"131530201132000","Block 2000",225
"b",1280,"131530215021026","Block 1026",7
"b",1281,"131530212052038","Block 2038",0
"b",1282,"131530204001055","Block 1055",25
"b",1283,"131530211251002","Block 1002",0
"b",1284,"131530213004025","Block 4025",29
"b",1285,"131530211152020","Block 2020",33
"b",1286,"131530211202008","Block 2008",33
"b",1287,"131530208001013","Block 1013",107
"b",1288,"131530204001058","Block 1058",62
"b",1289,"131530202004010","Block 4010",179
"b",1290,"131530201062042","Block 2042",0
"b",1291,"131530211144011","Block 4011",419
"b",1292,"131530211253019","Block 3019",205
"b",1293,"131530201083006","Block 3006",0
"b",1294,"131530203011004","Block 1004",0
"b",1295,"131530206001042","Block 1042",0
"b",1296,"131530207002007","Block 2007",65
"b",1297,"131530208001015","Block 1015",50
"b",1298,"131530214021009","Block 1009",43
"b",1299,"131530211151040","Block 1040",19
"b",1300,"131530201083018","Block 3018",0
"b",1301,"131530212052010","Block 2010",44
"b",1302,"131530211252037","Block 2037",0
"b",1303,"131530209003015","Block 3015",39
"b",1304,"131530214021051","Block 1051",0
"b",1305,"131530210012014","Block 2014",13
"b",1306,"131530215021022","Block 1022",38
"b",1307,"131530214022009","Block 2009",0
"b",1308,"131530210021000","Block 1000",104
"b",1309,"131530212061018","Block 1018",19
"b",1310,"131530201081013","Block 1013",16
"b",1311,"131530201122012","Block 2012",29
"b",1312,"131530211241011","Block 1011",54
"b",1313,"131530211143020","Block 3020",58
"b",1314,"131530211171026","Block 1026",19
"b",1315,"131530202001025","Block 1025",53
"b",1316,"131530209002025","Block 2025",35
"b",1317,"131530211161001","Block 1001",12
"b",1318,"131530211081028","Block 1028",15
"b",1319,"131530211151039","Block 1039",23
"b",1320,"131530211171013","Block 1013",62
"b",1321,"131530213003007","Block 3007",0
"b",1322,"131530204001006","Block 1006",80
"b",1323,"131530211231043","Block 1043",12
"b",1324,"131530211153058","Block 3058",7
"b",1325,"131530204002005","Block 2005",77
"b",1326,"131530215022112","Block 2112",0
"b",1327,"131530210021015","Block 1015",61
"b",1328,"131530211171034","Block 1034",9
"b",1329,"131530213003055","Block 3055",0
"b",1330,"131530214012015","Block 2015",26
"b",1331,"131530211163016","Block 3016",40
"b",1332,"131530201112001","Block 2001",239
"b",1333,"131530211221008","Block 1008",50
"b",1334,"131530215022096","Block 2096",17
"b",1335,"131530212051013","Block 1013",0
"b",1336,"131530208001019","Block 1019",32
"b",1337,"131530206001074","Block 1074",31
"b",1338,"131530214022000","Block 2000",0
"b",1339,"131530212043029","Block 3029",55
"b",1340,"131530213003027","Block 3027",23
"b",1341,"131530209003000","Block 3000",65
"b",1342,"131530201133016","Block 3016",119
"b",1343,"131530215011056","Block 1056",0
"b",1344,"131530201062031","Block 2031",8
"b",1345,"131530211152011","Block 2011",164
"b",1346,"131530207003024","Block 3024",0
"b",1347,"131530214022037","Block 2037",124
"b",1348,"131530210021017","Block 1017",17
"b",1349,"131530206002015","Block 2015",0
"b",1350,"131530203012000","Block 2000",337
"b",1351,"131530213004024","Block 4024",0
"b",1352,"131530211251007","Block 1007",42
"b",1353,"131530206001050","Block 1050",0
"b",1354,"131530201062026","Block 2026",3
"b",1355,"131530206002041","Block 2041",11
"b",1356,"131530214021023","Block 1023",139
"b",1357,"131530211233004","Block 3004",18
"b",1358,"131530201131009","Block 1009",38
"b",1359,"131530211241019","Block 1019",27
"b",1360,"131530212042012","Block 2012",162
"b",1361,"131530212031044","Block 1044",28
"b",1362,"131530211082009","Block 2009",68
"b",1363,"131530212031018","Block 1018",14
"b",1364,"131530211173020","Block 3020",0
"b",1365,"131530207002018","Block 2018",59
"b",1366,"131530211152012","Block 2012",13
"b",1367,"131530211153003","Block 3003",21
"b",1368,"131530204002027","Block 2027",27
"b",1369,"131530212042031","Block 2031",14
"b",1370,"131530215022014","Block 2014",8
"b",1371,"131530211173019","Block 3019",0
"b",1372,"131530201121011","Block 1011",7
"b",1373,"131530206001004","Block 1004",0
"b",1374,"131530212042041","Block 2041",0
"b",1375,"131530206001058","Block 1058",25
"b",1376,"131530211241010","Block 1010",97
"b",1377,"131530211144018","Block 4018",0
"b",1378,"131530215021036","Block 1036",4
