"uid","part","x","y"
"AK",123,194.6,628.1
"AK",123,194.8,628.4
"AK",123,194.8,628.5
"AK",123,194.6,628.7
"AK",123,194.4,628.7
"AK",123,194,628.9
"AK",123,193.9,629.1
"AK",123,193.5,629.4
"AK",123,193,629.3
"AK",123,192.8,629.5
"AK",123,193,629.9
"AK",123,193.4,630.1
"AK",123,193.7,630.1
"AK",123,194.3,629.8
"AK",123,194.5,629.9
"AK",123,194.6,630
"AK",123,194.6,630.2
"AK",123,194.4,630.4
"AK",123,194.2,630.5
"AK",123,193.9,630.6
"AK",123,193.8,630.7
"AK",123,194,631.1
"AK",123,194.4,631.6
"AK",123,194.8,631.9
"AK",123,195,632.1
"AK",123,195.4,632.1
"AK",123,195.5,632.4
"AK",123,195.5,632.6
"AK",123,195.8,632.9
"AK",123,196,633
"AK",123,196,633.3
"AK",123,196.3,634.1
"AK",123,196.5,634.3
"AK",123,196.6,634.3
"AK",123,197.1,634.7
"AK",123,197.3,635
"AK",123,197.2,635.2
"AK",123,197,635.2
"AK",123,196.9,635.3
"AK",123,196.9,635.5
"AK",123,197,636
"AK",123,197.1,636.2
"AK",123,197.8,636.6
"AK",123,198.5,636.8
"AK",123,198.9,636.9
"AK",123,199.4,636.9
"AK",123,200.2,636.8
"AK",123,201,636.7
"AK",123,201.4,636.7
"AK",123,201.8,636.5
"AK",123,202.2,636.3
"AK",123,202.6,636.2
"AK",123,202.9,636
"AK",123,202.9,635.8
"AK",123,203.1,635.8
"AK",123,203.3,636
"AK",123,203.7,636
"AK",123,203.9,635.8
"AK",123,204.1,635.5
"AK",123,204,635.2
"AK",123,204.1,634.7
"AK",123,204.3,634.4
"AK",123,204.6,634.5
"AK",123,204.7,634.9
"AK",123,204.9,635.2
"AK",123,204.9,635.4
"AK",123,205.1,635.5
"AK",123,205.2,636.1
"AK",123,205.4,636.3
"AK",123,205.5,636.5
"AK",123,205.4,636.7
"AK",123,205.5,637
"AK",123,205.7,637.5
"AK",123,206.1,638.3
"AK",123,206.1,638.6
"AK",123,206.1,639
"AK",123,206.3,639.5
"AK",123,206.5,639.8
"AK",123,206.7,640.4
"AK",123,206.5,640.6
"AK",123,206.3,640.6
"AK",123,206.2,640.8
"AK",123,206,640.8
"AK",123,205.9,641.1
"AK",123,205.5,641.2
"AK",123,205.5,641.4
"AK",123,205.3,641.5
"AK",123,205.1,641.9
"AK",123,205,642
"AK",123,205.2,643.1
"AK",123,205.5,643.8
"AK",123,205.8,644
"AK",123,205.7,644.1
"AK",123,205.8,644.7
"AK",123,205.8,645.2
"AK",123,205.8,645.9
"AK",123,205.7,646.3
"AK",123,205.3,646.8
"AK",123,205.2,647.1
"AK",123,204.9,647.2
"AK",123,204.7,646.9
"AK",123,203.9,647.1
"AK",123,204.3,647.4
"AK",123,205.2,647.4
"AK",123,205.6,647.7
"AK",123,205.6,648.1
"AK",123,205.9,648
"AK",123,206.2,647.8
"AK",123,206.5,647.7
"AK",123,206.6,647.6
"AK",123,207.3,647.4
"AK",123,207.3,647
"AK",123,207.5,646.7
"AK",123,208.2,646.4
"AK",123,209,646
"AK",123,209.6,645.8
"AK",123,209.8,646.3
"AK",123,210.1,645.6
"AK",123,210.7,645.2
"AK",123,211.4,644.8
"AK",123,212.1,644.5
"AK",123,212.3,645.1
"AK",123,212,645.5
"AK",123,212.2,645.5
"AK",123,212.3,645.9
"AK",123,212.7,645.8
"AK",123,212.7,646.2
"AK",123,212.9,646.3
"AK",123,213.1,646.1
"AK",123,213.4,646.3
"AK",123,213.3,646.5
"AK",123,213.6,647
"AK",123,214.1,646.9
"AK",123,214.2,646.7
"AK",123,214.1,646.4
"AK",123,214.3,646.5
"AK",123,214.5,645.9
"AK",123,214.8,645.8
"AK",123,215,645.9
"AK",123,215.1,646.2
"AK",123,214.8,646.6
"AK",123,215.1,646.7
"AK",123,215.4,646.8
"AK",123,215.8,647.4
"AK",123,215.9,647.6
"AK",123,216.4,648.6
"AK",123,216.6,649.2
"AK",123,217,650.3
"AK",123,217.7,650.6
"AK",123,218.1,650.5
"AK",123,218.6,649.9
"AK",123,218.3,649.3
"AK",123,218.1,648.7
"AK",123,218,648.1
"AK",123,218.1,647.9
"AK",123,218.3,647.8
"AK",123,218.5,647.6
"AK",123,218.4,647.2
"AK",123,218.5,646.7
"AK",123,218.8,646.7
"AK",123,219.2,646.4
"AK",123,219.6,645.7
"AK",123,219.8,645.7
"AK",123,219.6,646.9
"AK",123,219.4,647
"AK",123,219.4,647.3
"AK",123,219.6,647.5
"AK",123,219.9,647.6
"AK",123,220.2,648
"AK",123,220.3,648.5
"AK",123,220.4,648.7
"AK",123,220.7,648.9
"AK",123,221.1,649
"AK",123,221.5,648.9
"AK",123,222.3,648.5
"AK",123,223,648.1
"AK",123,223.7,648
"AK",123,223.7,647.8
"AK",123,224.2,647.7
"AK",123,224.5,647.5
"AK",123,224.9,647.4
"AK",123,225.1,647.3
"AK",123,225.6,647.1
"AK",123,225.8,647
"AK",123,225.9,646.8
"AK",123,225.9,646.5
"AK",123,226.1,646.3
"AK",123,226.2,646.4
"AK",123,226.2,646.6
"AK",123,226.2,646.9
"AK",123,226,647.1
"AK",123,226.1,647.4
"AK",123,225.8,647.9
"AK",123,225.7,648.3
"AK",123,225.7,648.5
"AK",123,225.2,648.8
"AK",123,224.7,649.3
"AK",123,224.6,649.6
"AK",123,224.4,649.8
"AK",123,224,650.1
"AK",123,223.8,650.3
"AK",123,223.6,651
"AK",123,223.4,651.5
"AK",123,223.5,651.9
"AK",123,223.9,652.4
"AK",123,224.1,652.4
"AK",123,224.3,652.4
"AK",123,224.1,652.8
"AK",123,223.5,652.9
"AK",123,223.2,653.2
"AK",123,223.1,653.9
"AK",123,222.9,655.3
"AK",123,222.7,656.1
"AK",123,222.5,656.5
"AK",123,222.5,657.1
"AK",123,222.5,657.4
"AK",123,222.9,657.4
"AK",123,223,657.7
"AK",123,223,658.2
"AK",123,222.9,658.4
"AK",123,222.7,658.3
"AK",123,222.5,657.8
"AK",123,222.1,657.9
"AK",123,221.6,658.3
"AK",123,221.4,658.4
"AK",123,221,659
"AK",123,220.8,659.1
"AK",123,220.7,659.4
"AK",123,220.4,659.5
"AK",123,220,659.6
"AK",123,219.6,659.9
"AK",123,219.2,660.3
"AK",123,218.5,661.2
"AK",123,218,661.9
"AK",123,217.8,662.2
"AK",123,217.7,662.7
"AK",123,217.7,663.1
"AK",123,217.9,663.4
"AK",123,217.8,663.7
"AK",123,217.7,663.8
"AK",123,217.4,663.8
"AK",123,217.2,663.9
"AK",123,216.9,663.8
"AK",123,216.6,663.5
"AK",123,216.5,663.3
"AK",123,216.2,663.6
"AK",123,215,664.2
"AK",123,214.6,664.5
"AK",123,214.4,664.5
"AK",123,213.7,664.9
"AK",123,212.3,665.5
"AK",123,211.8,666
"AK",123,211.5,666.3
"AK",123,211.1,666.5
"AK",123,210.8,666.6
"AK",123,210.5,666.8
"AK",123,210.4,667
"AK",123,210.2,667.2
"AK",123,209.7,667.5
"AK",123,209.5,667.8
"AK",123,209.4,668.1
"AK",123,209.2,668.7
"AK",123,209,669.1
"AK",123,208.4,669.8
"AK",123,208.6,669.7
"AK",123,208.7,669.8
"AK",123,208.7,670.2
"AK",123,209.2,670.5
"AK",123,209.6,670.9
"AK",123,209.9,671
"AK",123,209.6,671.3
"AK",123,209.8,671.6
"AK",123,209.6,671.7
"AK",123,209.2,671.4
"AK",123,208.8,671.4
"AK",123,208.8,671
"AK",123,208.8,670.8
"AK",123,208.6,670.7
"AK",123,208.1,670.8
"AK",123,207.8,670.7
"AK",123,207.5,670.5
"AK",123,207.5,671.3
"AK",123,207.9,671.8
"AK",123,207.9,671.9
"AK",123,207.4,671.6
"AK",123,207.2,671.7
"AK",123,206.7,671
"AK",123,206.7,670.7
"AK",123,206.8,670.3
"AK",123,207.3,670.3
"AK",123,207.4,669.9
"AK",123,207.2,669.9
"AK",123,207.2,669.6
"AK",123,207.4,669.3
"AK",123,206.6,669.3
"AK",123,206.5,669.4
"AK",123,206,669.3
"AK",123,205.7,669.3
"AK",123,204.8,669.5
"AK",123,203.9,669.7
"AK",123,203.2,669.9
"AK",123,202.8,669.9
"AK",123,202.3,670.4
"AK",123,201.8,670.6
"AK",123,201.5,670.7
"AK",123,201,671
"AK",123,200.7,671.2
"AK",123,200.5,671.3
"AK",123,199.8,672.1
"AK",123,199.2,672.7
"AK",123,198.7,673.1
"AK",123,199,673.1
"AK",123,199,673.3
"AK",123,199,673.6
"AK",123,198.9,673.8
"AK",123,198.7,673.9
"AK",123,198.5,673.8
"AK",123,198.3,673.7
"AK",123,197.9,674.2
"AK",123,197.6,674.1
"AK",123,197.4,674.4
"AK",123,197.1,674.4
"AK",123,197,674.6
"AK",123,197.3,674.6
"AK",123,197.3,674.8
"AK",123,197,675.1
"AK",123,196.7,675.2
"AK",123,196.2,675.1
"AK",123,196,675
"AK",123,195.5,675
"AK",123,195,675.3
"AK",123,194.9,675.8
"AK",123,195,676.1
"AK",123,194.9,676.6
"AK",123,195.1,676.8
"AK",123,194.8,676.8
"AK",123,194.6,676.7
"AK",123,194.6,676.9
"AK",123,194.7,677.1
"AK",123,194.7,677.3
"AK",123,194.3,677.4
"AK",123,194.2,677.4
"AK",123,194.3,677.1
"AK",123,194.2,676.5
"AK",123,193.8,676
"AK",123,193.8,675.8
"AK",123,193.3,675.7
"AK",123,192.9,675.6
"AK",123,192.7,675.6
"AK",123,192.3,675.6
"AK",123,192.1,675.6
"AK",123,191.8,675.9
"AK",123,191.4,676.1
"AK",123,191,676.1
"AK",123,190.8,676.1
"AK",123,190.5,676.3
"AK",123,190.1,676.4
"AK",123,189.9,676.5
"AK",123,189.7,676.3
"AK",123,189.5,676.1
"AK",123,189.2,676.1
"AK",123,188.9,676.4
"AK",123,188.8,676.7
"AK",123,188.3,677.4
"AK",123,187.8,678.1
"AK",123,187.6,678.2
"AK",123,187.2,678.2
"AK",123,186.8,678.4
"AK",123,186.6,678.6
"AK",123,186.5,678.9
"AK",123,186.7,679.2
"AK",123,186.8,679.7
"AK",123,186.9,680
"AK",123,187.3,680.2
"AK",123,187.8,680.3
"AK",123,188,680.3
"AK",123,188.7,680.2
"AK",123,188.9,680.2
"AK",123,189.3,679.9
"AK",123,189.4,679.4
"AK",123,190,679.1
"AK",123,190.7,678.9
"AK",123,191.3,678.9
"AK",123,192.3,679
"AK",123,192.7,679.1
"AK",123,193.1,679.3
"AK",123,193.2,679.2
"AK",123,193.6,679
"AK",123,193.9,679.1
"AK",123,194,678.8
"AK",123,193.9,678.6
"AK",123,194.2,678.4
"AK",123,194.4,678.4
"AK",123,194.5,678.6
"AK",123,194.6,678.8
"AK",123,194.9,679
"AK",123,195.1,678.8
"AK",123,195.4,678.9
"AK",123,195.2,679.1
"AK",123,195.6,679.3
"AK",123,195.5,678.6
"AK",123,195.3,678.4
"AK",123,195.2,678.2
"AK",123,195,678.4
"AK",123,194.5,678.3
"AK",123,194.4,678.2
"AK",123,194.3,677.9
"AK",123,194.7,677.7
"AK",123,195.1,677.6
"AK",123,195.5,677.4
"AK",123,196.1,677
"AK",123,196,676.7
"AK",123,195.6,676.3
"AK",123,195.3,676.2
"AK",123,195.3,676
"AK",123,195.5,675.7
"AK",123,195.9,675.6
"AK",123,196,675.6
"AK",123,196.4,675.9
"AK",123,196.5,676.3
"AK",123,196.4,676.5
"AK",123,196.6,677
"AK",123,196.9,677.2
"AK",123,197.3,677.2
"AK",123,197.6,677
"AK",123,197.6,676.9
"AK",123,197.8,676.8
"AK",123,198,676.8
"AK",123,198.3,677
"AK",123,198.3,676.7
"AK",123,198.2,676.3
"AK",123,198.2,676
"AK",123,198.3,675.7
"AK",123,198.4,675.7
"AK",123,198.2,675.1
"AK",123,198,675.1
"AK",123,197.9,674.9
"AK",123,198,674.6
"AK",123,198.2,674.3
"AK",123,198.4,674.3
"AK",123,198.6,674.3
"AK",123,198.9,674.8
"AK",123,198.9,675.3
"AK",123,198.9,675.5
"AK",123,199.1,675.6
"AK",123,199.2,675.9
"AK",123,199.1,676
"AK",123,199,675.8
"AK",123,198.7,675.9
"AK",123,198.7,676.1
"AK",123,198.8,676.4
"AK",123,199.1,676.6
"AK",123,199.6,676.6
"AK",123,199.8,676.8
"AK",123,200,676.8
"AK",123,200.2,676.5
"AK",123,200,676.2
"AK",123,200.1,676
"AK",123,200.3,675.8
"AK",123,200.5,675.8
"AK",123,200.6,675.9
"AK",123,200.5,676
"AK",123,200.5,676.2
"AK",123,200.8,676.5
"AK",123,201.3,676.3
"AK",123,201.4,676.1
"AK",123,201.3,675.9
"AK",123,201.2,675.7
"AK",123,201,675.3
"AK",123,201.1,675.2
"AK",123,201.3,675.2
"AK",123,201.6,675.5
"AK",123,201.8,675.3
"AK",123,201.8,675.2
"AK",123,202,674.9
"AK",123,202.1,674.9
"AK",123,202.9,674
"AK",123,202.8,673.8
"AK",123,202.9,673
"AK",123,203.4,672.4
"AK",123,203.5,672.3
"AK",123,204,672.2
"AK",123,204.3,672.3
"AK",123,204.6,672.4
"AK",123,204.6,672.5
"AK",123,204.5,672.8
"AK",123,204,673.3
"AK",123,203.8,674
"AK",123,203.6,674.2
"AK",123,203.6,674.4
"AK",123,203.9,674.4
"AK",123,204.3,674.3
"AK",123,204.6,674.4
"AK",123,204.5,674.5
"AK",123,204.7,674.6
"AK",123,204.9,674.6
"AK",123,206,674.1
"AK",123,206.2,673.9
"AK",123,206.4,673.5
"AK",123,206.6,673.4
"AK",123,206.8,673.4
"AK",123,207,673.6
"AK",123,206.9,673.9
"AK",123,207.1,674.1
"AK",123,207.7,674.1
"AK",123,207.8,673.7
"AK",123,207.7,673.6
"AK",123,207.2,673.4
"AK",123,207.3,673.3
"AK",123,207.5,673.2
"AK",123,207.7,673.4
"AK",123,208,673.1
"AK",123,208.1,673.2
"AK",123,208.2,673.6
"AK",123,208.3,674
"AK",123,208.4,674
"AK",123,208.6,673.8
"AK",123,208.7,673.5
"AK",123,208.8,673.2
"AK",123,209,673
"AK",123,208.9,672.7
"AK",123,209,672.5
"AK",123,209.4,672.7
"AK",123,209.6,672.7
"AK",123,210,672.6
"AK",123,210.3,672.5
"AK",123,210.7,672.2
"AK",123,210.8,671.8
"AK",123,211,671.6
"AK",123,211.3,671.6
"AK",123,211.5,671.7
"AK",123,211.7,671.6
"AK",123,211.7,671.3
"AK",123,211.9,671.2
"AK",123,212.4,671.3
"AK",123,212.7,671.4
"AK",123,212.7,671.7
"AK",123,212.5,672.1
"AK",123,212.4,672.9
"AK",123,212.6,672.9
"AK",123,212.6,673.2
"AK",123,212.2,673.2
"AK",123,212.1,673.3
"AK",123,212.1,673.6
"AK",123,212.3,673.5
"AK",123,212.6,673.4
"AK",123,213,673
"AK",123,213.1,672.8
"AK",123,213,672.5
"AK",123,213.1,672.3
"AK",123,213.3,672
"AK",123,213.4,671.3
"AK",123,213.2,671.1
"AK",123,213.5,670.9
"AK",123,213.6,671
"AK",123,213.5,671.5
"AK",123,213.6,671.8
"AK",123,213.7,671.9
"AK",123,213.8,671.4
"AK",123,214,671.2
"AK",123,214.4,671.1
"AK",123,215.7,670.9
"AK",123,216.1,670.9
"AK",123,216.4,670.3
"AK",123,216.9,670.3
"AK",123,217,670.4
"AK",123,216.9,670.7
"AK",123,216.9,670.8
"AK",123,217.2,670.8
"AK",123,217.3,670.7
"AK",123,217.4,670.3
"AK",123,217.3,670.1
"AK",123,217.4,669.6
"AK",123,217.5,669.4
"AK",123,217.7,669.5
"AK",123,217.6,670
"AK",123,218,670.6
"AK",123,218.1,670.5
"AK",123,218.1,670.2
"AK",123,218.2,670.2
"AK",123,218.3,670.5
"AK",123,218.5,670.4
"AK",123,218.5,670.2
"AK",123,218.3,670
"AK",123,218.2,669.7
"AK",123,218.4,669.6
"AK",123,218.5,669.9
"AK",123,218.6,670
"AK",123,218.6,669.6
"AK",123,218.7,669.4
"AK",123,219,669.2
"AK",123,219.4,669
"AK",123,219.9,668.7
"AK",123,219.7,668.6
"AK",123,219.3,668.8
"AK",123,219,668.7
"AK",123,219,668.6
"AK",123,219.3,668.4
"AK",123,219.5,668.3
"AK",123,219.6,668.1
"AK",123,219.1,667.8
"AK",123,218.7,667.8
"AK",123,218.6,667.6
"AK",123,218.3,667.6
"AK",123,218.3,667.3
"AK",123,218.8,666.7
"AK",123,219.1,666.5
"AK",123,219.3,666.6
"AK",123,219.5,666.7
"AK",123,220,666.8
"AK",123,220.1,666.5
"AK",123,220.1,666.3
"AK",123,220.5,666.4
"AK",123,221.2,666.7
"AK",123,221.5,666.4
"AK",123,221.4,666
"AK",123,221.1,665.9
"AK",123,220.6,666
"AK",123,220.3,666
"AK",123,220.3,665.9
"AK",123,220.5,665.7
"AK",123,220.7,665.7
"AK",123,221.1,665.3
"AK",123,221.4,665.3
"AK",123,221.8,665.1
"AK",123,221.9,665.1
"AK",123,222,665.5
"AK",123,222.1,665.7
"AK",123,222.5,665.6
"AK",123,222.8,665.6
"AK",123,223.1,665.6
"AK",123,223.2,665.4
"AK",123,223.1,665.2
"AK",123,222.8,665.2
"AK",123,222.7,664.9
"AK",123,222.8,664.7
"AK",123,222.9,664.5
"AK",123,223.4,664.4
"AK",123,223.4,664.2
"AK",123,223.2,664.1
"AK",123,223.2,663.9
"AK",123,223.3,663.7
"AK",123,223.6,663.7
"AK",123,223.9,664
"AK",123,224,664.2
"AK",123,224.4,664.5
"AK",123,224.5,664.4
"AK",123,224.6,664.3
"AK",123,224.6,663.9
"AK",123,225,663.9
"AK",123,225.2,663.5
"AK",123,225.3,663.4
"AK",123,225.6,663.3
"AK",123,225.6,663
"AK",123,225.8,663
"AK",123,226,663.4
"AK",123,226.2,663.4
"AK",123,226.3,662.9
"AK",123,226.8,662.7
"AK",123,227.3,662.8
"AK",123,227.3,662.5
"AK",123,227.5,662.3
"AK",123,227.9,662
"AK",123,227.8,661.8
"AK",123,227.9,661.6
"AK",123,228.2,661.5
"AK",123,228.4,661.2
"AK",123,228.1,660.9
"AK",123,228.1,660.7
"AK",123,228.4,660.7
"AK",123,228.5,660.3
"AK",123,228.4,659.9
"AK",123,227.7,660.4
"AK",123,227.5,660.3
"AK",123,227.5,660
"AK",123,227.8,659.9
"AK",123,228.3,659.5
"AK",123,228.4,659.3
"AK",123,228.9,659.1
"AK",123,229,658.8
"AK",123,229.1,658.8
"AK",123,229.3,658.8
"AK",123,229.5,659.1
"AK",123,229.9,659.1
"AK",123,229.7,658.6
"AK",123,229.8,658.1
"AK",123,229.9,658
"AK",123,230.1,658.3
"AK",123,230.3,658.3
"AK",123,230.5,658.3
"AK",123,231.2,658.3
"AK",123,231.2,657.9
"AK",123,231.2,657.6
"AK",123,231.6,657.4
"AK",123,231.7,657.1
"AK",123,231.6,656.9
"AK",123,231.7,656.4
"AK",123,231.9,656.3
"AK",123,232.2,656.5
"AK",123,232.8,657
"AK",123,233.1,656.9
"AK",123,233.2,656.6
"AK",123,233,656.4
"AK",123,232.9,656.1
"AK",123,233,656
"AK",123,233.4,656
"AK",123,233.8,655.8
"AK",123,234,655.7
"AK",123,234.2,655.4
"AK",123,233.9,655
"AK",123,234.5,654.5
"AK",123,234.9,654.4
"AK",123,235.2,654.4
"AK",123,235.2,654.6
"AK",123,235.5,654.6
"AK",123,235.6,654.4
"AK",123,235.7,654.2
"AK",123,236,654.1
"AK",123,236,654.3
"AK",123,236.3,654.5
"AK",123,236.5,654.2
"AK",123,236.6,654.2
"AK",123,236.8,654.1
"AK",123,236.9,653.8
"AK",123,236.8,653.4
"AK",123,236.9,653.4
"AK",123,237.3,653.9
"AK",123,237.6,653.5
"AK",123,237.9,653.5
"AK",123,237.8,653.3
"AK",123,237.9,653.1
"AK",123,238,653.1
"AK",123,238.2,652.9
"AK",123,238.4,652.3
"AK",123,238.2,652
"AK",123,238.1,652
"AK",123,238.1,651.7
"AK",123,238.4,651.8
"AK",123,238.8,651.5
"AK",123,238.9,651.4
"AK",123,238.6,651.3
"AK",123,238.5,651
"AK",123,238.5,650.7
"AK",123,238.6,650.6
"AK",123,239.1,650.5
"AK",123,239.2,650.3
"AK",123,239.3,649.6
"AK",123,239.5,649.6
"AK",123,239.8,649.6
"AK",123,240.2,649.6
"AK",123,240.6,649.3
"AK",123,240.6,649.1
"AK",123,240.7,648.9
"AK",123,241.1,648.7
"AK",123,241.2,648.7
"AK",123,241.4,648.5
"AK",123,241.6,647.6
"AK",123,241.8,647.4
"AK",123,241.6,647
"AK",123,241.5,646.9
"AK",123,241.4,646.6
"AK",123,241.2,646.6
"AK",123,241,646.4
"AK",123,240.9,646.5
"AK",123,240.7,646.5
"AK",123,240.4,646.3
"AK",123,240.1,645.7
"AK",123,239.9,645.8
"AK",123,239.7,645.8
"AK",123,239.5,645.9
"AK",123,238.8,645.7
"AK",123,238.6,645.8
"AK",123,238.4,646
"AK",123,238.2,646.2
"AK",123,238,646
"AK",123,238,645.8
"AK",123,238.1,645.5
"AK",123,238.1,645.3
"AK",123,237.9,645.3
"AK",123,237.9,645.1
"AK",123,238.1,644.9
"AK",123,238.3,644.6
"AK",123,238.2,644.2
"AK",123,238.3,643.9
"AK",123,238.7,643.6
"AK",123,238.7,643.5
"AK",123,238.4,643.5
"AK",123,238.5,643.3
"AK",123,238.6,643.1
"AK",123,238.8,643.2
"AK",123,239.3,642.9
"AK",123,239.6,642.9
"AK",123,240,642.7
"AK",123,240.1,642.5
"AK",123,239.9,642.2
"AK",123,239.8,642
"AK",123,239.8,641.8
"AK",123,240.3,641.7
"AK",123,240.6,641.8
"AK",123,240.7,641.5
"AK",123,240.7,641.3
"AK",123,240.4,641.2
"AK",123,240.5,640.9
"AK",123,240.7,641.1
"AK",123,241,641
"AK",123,241.1,640.6
"AK",123,241.1,640.4
"AK",123,241.1,640
"AK",123,241.1,639.8
"AK",123,241.4,640.3
"AK",123,241.4,640.8
"AK",123,241.3,641.1
"AK",123,241.6,641.2
"AK",123,241.7,641.1
"AK",123,241.7,640.8
"AK",123,241.8,640.8
"AK",123,241.9,641
"AK",123,242.1,641.1
"AK",123,242.3,640.9
"AK",123,242.5,640.7
"AK",123,242.8,640.6
"AK",123,243,639.8
"AK",123,243,639.6
"AK",123,242.9,639.4
"AK",123,242.6,639.4
"AK",123,242.4,639.6
"AK",123,242.2,639.5
"AK",123,241.8,639.5
"AK",123,242.1,639.2
"AK",123,242.4,639.2
"AK",123,242.9,639
"AK",123,243.2,639.1
"AK",123,243.4,639
"AK",123,243.7,639
"AK",123,243.8,638.9
"AK",123,244.2,638.7
"AK",123,244.3,638.3
"AK",123,244.5,637.9
"AK",123,244.7,637.6
"AK",123,244.7,637.4
"AK",123,244.6,637.2
"AK",123,244.2,636.9
"AK",123,244.2,636.7
"AK",123,244,636.6
"AK",123,243.9,636.3
"AK",123,243.9,636.1
"AK",123,244.3,636
"AK",123,244.4,636.2
"AK",123,244.7,636.1
"AK",123,244.8,635.9
"AK",123,245.1,635.6
"AK",123,245.4,635.5
"AK",123,245.5,635.1
"AK",123,245.7,635
"AK",123,246,634.7
"AK",123,245.7,634.5
"AK",123,245.6,634.3
"AK",123,245.6,634.1
"AK",123,245.7,633.8
"AK",123,245.9,633.5
"AK",123,246.1,633.2
"AK",123,246.4,633.2
"AK",123,246.5,633
"AK",123,246.7,632.6
"AK",123,246.8,632.4
"AK",123,247.2,632
"AK",123,247.5,631.8
"AK",123,247.6,631.9
"AK",123,248,632
"AK",123,248.1,631.8
"AK",123,247.7,631.2
"AK",123,247.6,630.8
"AK",123,248.3,630
"AK",123,248.9,629.5
"AK",123,249.3,629.5
"AK",123,249.6,629.3
"AK",123,250.1,629.2
"AK",123,250.2,629
"AK",123,250.5,628.4
"AK",123,250.6,628
"AK",123,250.9,627.9
"AK",123,250.9,627.8
"AK",123,251.1,627.8
"AK",123,251.4,627.6
"AK",123,251.8,627.4
"AK",123,252.1,627
"AK",123,252.2,627.1
"AK",123,252.4,627.1
"AK",123,252.8,627.4
"AK",123,253.6,627.3
"AK",123,253.8,627.2
"AK",123,254.4,627.2
"AK",123,254.7,627.3
"AK",123,255,627.1
"AK",123,254.9,626.6
"AK",123,255.1,626.1
"AK",123,255.3,626
"AK",123,255.5,625.6
"AK",123,256,625.1
"AK",123,256.3,625.1
"AK",123,256.6,625.3
"AK",123,256.8,625.3
"AK",123,256.8,625.5
"AK",123,256.4,625.8
"AK",123,255.8,626
"AK",123,255.7,626.5
"AK",123,255.4,626.6
"AK",123,255,627.5
"AK",123,254.6,627.6
"AK",123,254.4,628
"AK",123,254.8,628.2
"AK",123,255.1,628.4
"AK",123,255.4,628.6
"AK",123,255.6,628.9
"AK",123,255.8,629.1
"AK",123,256.4,629.4
"AK",123,256.7,629.3
"AK",123,257.5,629.7
"AK",123,258,629.6
"AK",123,258.5,629.8
"AK",123,258.8,630.2
"AK",123,258.9,630.4
"AK",123,258.4,630.1
"AK",123,257.4,630
"AK",123,256.5,629.7
"AK",123,256.3,629.8
"AK",123,255.7,629.5
"AK",123,255.4,629.5
"AK",123,255.3,629.6
"AK",123,254.9,630.4
"AK",123,254.7,630.2
"AK",123,254.4,630.2
"AK",123,254.3,630.1
"AK",123,254.1,630.2
"AK",123,253.8,629.8
"AK",123,253.4,629.2
"AK",123,253.3,629.1
"AK",123,252.4,629.6
"AK",123,252.1,629.8
"AK",123,252,630
"AK",123,251.3,630.7
"AK",123,250.6,631.3
"AK",123,250,631.4
"AK",123,249.6,631.7
"AK",123,249.3,631.9
"AK",123,249.3,632.1
"AK",123,249.5,632.4
"AK",123,249.6,633.1
"AK",123,249.9,633.3
"AK",123,249.8,633.6
"AK",123,249.8,634.1
"AK",123,249.8,634.6
"AK",123,249.5,634.8
"AK",123,249.5,634.9
"AK",123,249.5,635.6
"AK",123,249.4,636.1
"AK",123,248.9,636.8
"AK",123,248.6,637.1
"AK",123,248.3,637.6
"AK",123,248.1,638.6
"AK",123,247.9,638.9
"AK",123,247.9,639.2
"AK",123,247.7,639.8
"AK",123,247.7,640
"AK",123,247.8,640.2
"AK",123,248.4,640.7
"AK",123,248.6,640.8
"AK",123,249.2,640.9
"AK",123,249.4,640.8
"AK",123,249.5,640.6
"AK",123,249.7,640.5
"AK",123,249.9,640.5
"AK",123,250.4,640.1
"AK",123,250.8,639.7
"AK",123,251.1,639.5
"AK",123,251.3,639.6
"AK",123,250.8,640.3
"AK",123,250.8,640.6
"AK",123,250.5,640.8
"AK",123,250.5,640.9
"AK",123,250.6,641.2
"AK",123,250.4,641.2
"AK",123,250.2,641.2
"AK",123,249.9,641.4
"AK",123,249.7,641.7
"AK",123,249.4,641.7
"AK",123,249.2,641.8
"AK",123,249.2,642.1
"AK",123,249.1,642.3
"AK",123,248.7,642.2
"AK",123,248.5,642.3
"AK",123,248.4,642.5
"AK",123,248.2,642.5
"AK",123,247.7,642.7
"AK",123,247.6,642.9
"AK",123,247.7,643
"AK",123,247.6,643.2
"AK",123,247.4,643.4
"AK",123,247.3,643.6
"AK",123,247.3,644.1
"AK",123,247.6,644.1
"AK",123,247.6,644.3
"AK",123,247.9,644.5
"AK",123,248.3,644.4
"AK",123,248.3,644.7
"AK",123,248.3,644.9
"AK",123,248.5,644.8
"AK",123,249,644.8
"AK",123,249,644.5
"AK",123,249.4,644.5
"AK",123,249.2,644.3
"AK",123,249.6,644
"AK",123,249.7,643.8
"AK",123,249.9,644.1
"AK",123,250.2,644.4
"AK",123,250.3,644.3
"AK",123,250.5,644.2
"AK",123,250.7,644.4
"AK",123,251,644.3
"AK",123,251,643.9
"AK",123,251.2,643.6
"AK",123,251.4,644
"AK",123,251.7,644.1
"AK",123,251.9,643.8
"AK",123,251.8,643.5
"AK",123,251.9,643.4
"AK",123,252.1,643.1
"AK",123,252.4,642.9
