"plan","unit","part","x","y"
"fewest",4,1,1055.6,1254.3
"fewest",4,1,1055.7,1253.7
"fewest",4,1,1055.4,1253.6
"fewest",4,1,1055.6,1252.7
"fewest",4,1,1055.1,1252.8
"fewest",4,1,1055,1252.5
"fewest",4,1,1055,1252.4
"fewest",4,1,1055.1,1251.7
"fewest",4,1,1054.8,1251.8
"fewest",4,1,1054.9,1251.3
"fewest",4,1,1054.8,1251.2
"fewest",4,1,1054.8,1250.9
"fewest",4,1,1054.5,1250.7
"fewest",4,1,1054.5,1249.8
"fewest",4,1,1054.3,1249.8
"fewest",4,1,1054.5,1249.6
"fewest",4,1,1054.5,1249.3
"fewest",4,1,1054.1,1249.2
"fewest",4,1,1054.1,1248.7
"fewest",4,1,1053.9,1248.6
"fewest",4,1,1054.2,1248.3
"fewest",4,1,1054.3,1248.5
"fewest",4,1,1054.3,1248.5
"fewest",4,1,1054.3,1248.2
"fewest",4,1,1054.2,1248.3
"fewest",4,1,1054.3,1248
"fewest",4,1,1054,1248.2
"fewest",4,1,1053.5,1248
"fewest",4,1,1053.6,1247.6
"fewest",4,1,1053.9,1247.7
"fewest",4,1,1053.9,1247.6
"fewest",4,1,1053.8,1247.5
"fewest",4,1,1053.7,1247.1
"fewest",4,1,1053.9,1246.8
"fewest",4,1,1053.9,1246.2
"fewest",4,1,1053.9,1246.1
"fewest",4,1,1053.9,1246.3
"fewest",4,1,1053.5,1246.2
"fewest",4,1,1053.4,1246.1
"fewest",4,1,1053.3,1246.1
"fewest",4,1,1053,1245.9
"fewest",4,1,1052.6,1246.2
"fewest",4,1,1052.7,1245.7
"fewest",4,1,1052.5,1245.7
"fewest",4,1,1052.5,1245.6
"fewest",4,1,1052.8,1244.6
"fewest",4,1,1052.5,1244.4
"fewest",4,1,1052.5,1244
"fewest",4,1,1052.3,1244
"fewest",4,1,1052.3,1243.6
"fewest",4,1,1052.2,1243.4
"fewest",4,1,1052,1243.4
"fewest",4,1,1052,1242.8
"fewest",4,1,1052.1,1242.8
"fewest",4,1,1052.2,1242.5
"fewest",4,1,1052,1242.1
"fewest",4,1,1051.7,1242.2
"fewest",4,1,1051.5,1242
"fewest",4,1,1052,1241.5
"fewest",4,1,1051.7,1241
"fewest",4,1,1051.6,1240.5
"fewest",4,1,1051.1,1240.8
"fewest",4,1,1051,1240.6
"fewest",4,1,1051.1,1240.4
"fewest",4,1,1051.4,1240.1
"fewest",4,1,1051,1239.5
"fewest",4,1,1050.6,1238.8
"fewest",4,1,1051.2,1237.7
"fewest",4,1,1051,1237.7
"fewest",4,1,1050.9,1237.8
"fewest",4,1,1050.7,1237.7
"fewest",4,1,1050.4,1237.9
"fewest",4,1,1050.3,1237.2
"fewest",4,1,1049.9,1237.3
"fewest",4,1,1049.9,1237.2
"fewest",4,1,1049.6,1237.1
"fewest",4,1,1049.6,1236.9
"fewest",4,1,1049.5,1236.9
"fewest",4,1,1049.4,1237.1
"fewest",4,1,1049.1,1237.1
"fewest",4,1,1049.2,1236.7
"fewest",4,1,1048.9,1236.7
"fewest",4,1,1049,1236.4
"fewest",4,1,1049.3,1236.6
"fewest",4,1,1049.8,1236.3
"fewest",4,1,1049.7,1235.9
"fewest",4,1,1049.5,1235.5
"fewest",4,1,1049.3,1235.6
"fewest",4,1,1048.9,1235.3
"fewest",4,1,1049,1235
"fewest",4,1,1049.4,1235.2
"fewest",4,1,1049.4,1234.8
"fewest",4,1,1049.1,1234.7
"fewest",4,1,1049,1234.5
"fewest",4,1,1049.2,1234.3
"fewest",4,1,1049,1234.4
"fewest",4,1,1048.9,1234.2
"fewest",4,1,1048.9,1233.8
"fewest",4,1,1048.7,1233.6
"fewest",4,1,1048.7,1233.2
"fewest",4,1,1048.5,1232.6
"fewest",4,1,1048.6,1232.2
"fewest",4,1,1048.4,1232.3
"fewest",4,1,1048.2,1232.2
"fewest",4,1,1048.2,1232.2
"fewest",4,1,1048.3,1232
"fewest",4,1,1048,1231.7
"fewest",4,1,1048,1232
"fewest",4,1,1047.9,1232
"fewest",4,1,1047.9,1231.8
"fewest",4,1,1048.5,1231.5
"fewest",4,1,1048.7,1231.1
"fewest",4,1,1048.6,1230.7
"fewest",4,1,1048.5,1230.5
"fewest",4,1,1048.3,1230.6
"fewest",4,1,1048.2,1231.4
"fewest",4,1,1048.1,1231.4
"fewest",4,1,1048.1,1231
"fewest",4,1,1048,1231
"fewest",4,1,1048,1230.9
"fewest",4,1,1047.9,1230.8
"fewest",4,1,1048,1230.5
"fewest",4,1,1047.6,1230.4
"fewest",4,1,1047.8,1229.6
"fewest",4,1,1047.3,1229.8
"fewest",4,1,1047.1,1230.2
"fewest",4,1,1047,1230.2
"fewest",4,1,1047,1229.9
"fewest",4,1,1046.8,1229.8
"fewest",4,1,1047,1229.6
"fewest",4,1,1047.3,1229.7
"fewest",4,1,1047.4,1229.3
"fewest",4,1,1047,1229.3
"fewest",4,1,1047.2,1228.8
"fewest",4,1,1047.5,1228.2
"fewest",4,1,1047.2,1228.2
"fewest",4,1,1046.9,1227.9
"fewest",4,1,1046.7,1228
"fewest",4,1,1046.4,1227.9
"fewest",4,1,1046.3,1227.7
"fewest",4,1,1047,1227.2
"fewest",4,1,1046.9,1227.1
"fewest",4,1,1046,1227
"fewest",4,1,1046,1226.8
"fewest",4,1,1045.8,1226.7
"fewest",4,1,1045.9,1225.9
"fewest",4,1,1046.6,1226
"fewest",4,1,1045.6,1225.8
"fewest",4,1,1045.1,1225.6
"fewest",4,1,1045.4,1225
"fewest",4,1,1045.7,1224.8
"fewest",4,1,1045.7,1224.3
"fewest",4,1,1046.1,1224.3
"fewest",4,1,1046.5,1224.1
"fewest",4,1,1046.7,1224.1
"fewest",4,1,1045.9,1223
"fewest",4,1,1042.9,1222.7
"fewest",4,1,1042.9,1222.5
"fewest",4,1,1042.7,1222.4
"fewest",4,1,1042.7,1222.6
"fewest",4,1,1042,1222.5
"fewest",4,1,1042,1222.5
"fewest",4,1,1035.8,1221.7
"fewest",4,5,1047,1228.2
"fewest",4,5,1047.4,1228.4
"fewest",4,5,1047.3,1228.5
"fewest",4,5,1047,1228.5
"fewest",4,5,1047,1228.2
"fewest",4,2,1047.3,1229.2
"fewest",4,2,1047.2,1229.1
"fewest",4,2,1047.2,1229.2
"fewest",4,2,1047.3,1229.2
"fewest",4,3,1049,1235.1
"fewest",4,3,1049.1,1235.4
"fewest",4,3,1049.2,1235.2
"fewest",4,3,1049,1235.1
"fewest",4,4,1058.2,1261
"fewest",4,4,1058.4,1260.7
"fewest",4,4,1058.3,1260.2
"fewest",4,4,1057.7,1261.3
"fewest",4,4,1057.7,1261.6
"fewest",4,4,1057.8,1262.1
"fewest",4,4,1057.8,1262.6
"fewest",4,4,1057.8,1262.7
"fewest",4,4,1057.7,1262.4
"fewest",4,4,1057.5,1262.7
"fewest",4,4,1057.6,1262.9
"fewest",4,4,1058,1263.6
"fewest",4,4,1058,1263.8
"fewest",4,4,1057.8,1264
"fewest",4,4,1057.8,1264.4
"fewest",4,4,1058.2,1265.2
"fewest",4,4,1058.6,1265.6
"fewest",4,4,1058.7,1266
"fewest",4,4,1058.7,1266.4
"fewest",4,4,1058.5,1266.8
"fewest",4,4,1058.7,1267.1
"fewest",4,4,1058.5,1267.7
"fewest",4,4,1058.6,1268.2
"fewest",4,4,1057.9,1269.1
"fewest",4,4,1057.9,1269.4
"fewest",4,4,1058.5,1270.2
"fewest",4,4,1058.7,1270.8
"fewest",4,4,1059.3,1271.1
"fewest",4,4,1060.3,1272.1
"fewest",4,4,1061.8,1274.4
"fewest",4,4,1062.5,1275.1
"fewest",4,4,1063,1276
"fewest",4,4,1062.8,1276.8
"fewest",4,4,1063,1276.9
"fewest",4,4,1063.3,1277
"fewest",4,4,1063.5,1277.6
"fewest",4,4,1063.5,1278.6
"fewest",4,4,1063.3,1278.8
"fewest",4,4,1062.9,1279.1
"fewest",4,4,1062.6,1279.2
"fewest",4,4,1062.4,1279.1
"fewest",4,4,1062,1279.4
"fewest",4,4,1062.2,1279.6
"fewest",4,4,1061.7,1279.9
"fewest",4,4,1061.4,1280.4
"fewest",4,4,1061.2,1280.5
"fewest",4,4,1061.2,1280.7
"fewest",4,4,1060.8,1280.7
"fewest",4,4,1060.9,1281
"fewest",4,4,1060.8,1281.1
"fewest",4,4,1060.8,1281.3
"fewest",4,4,1060.7,1281.4
"fewest",4,4,1061,1281.7
"fewest",4,4,1060.8,1281.9
"fewest",4,4,1060.9,1282.3
"fewest",4,4,1060.7,1282.5
"fewest",4,4,1060.6,1282.5
"fewest",4,4,1060.5,1283.1
"fewest",4,4,1060.2,1283.4
"fewest",4,4,1060.3,1283.7
"fewest",4,4,1060,1283.9
"fewest",4,4,1059.9,1283.8
"fewest",4,4,1059.4,1284.5
"fewest",4,4,1059.4,1285.2
"fewest",4,4,1058.7,1285.4
"fewest",4,4,1058.5,1285.7
"fewest",4,4,1057.9,1291.7
"fewest",4,4,1058.2,1291.9
"fewest",4,4,1058.5,1291.7
"fewest",4,4,1059.1,1292
"fewest",4,4,1059.5,1292
"fewest",4,4,1059.6,1292.3
"fewest",4,4,1059.8,1292.4
"fewest",4,4,1059.9,1292.6
"fewest",4,4,1060.1,1292.6
"fewest",4,4,1060.1,1292.9
"fewest",4,4,1060.4,1293
"fewest",4,4,1060.5,1293.2
"fewest",4,4,1061.3,1293.2
"fewest",4,4,1062,1293.7
"fewest",4,4,1062.5,1293.8
"fewest",4,4,1062.8,1294
"fewest",4,4,1062.9,1294.9
"fewest",4,4,1062.8,1295.2
"fewest",4,4,1062.7,1295.4
"fewest",4,4,1062.8,1295.9
"fewest",4,4,1062.6,1296.4
"fewest",4,4,1062.7,1296.7
"fewest",4,4,1062.6,1297.1
"fewest",4,4,1062.8,1297.5
"fewest",4,4,1062.4,1298.3
"fewest",4,4,1062.7,1298.9
"fewest",4,4,1062.8,1299.7
"fewest",4,4,1062.9,1300
"fewest",4,4,1063.8,1300
"fewest",4,4,1063.9,1300.2
"fewest",4,4,1064.2,1300.3
"fewest",4,4,1065,1301.3
"fewest",4,4,1071.3,1302
"fewest",4,4,1071.7,1299
"fewest",4,4,1071.5,1298.9
"fewest",4,4,1071,1299.1
"fewest",4,4,1070.9,1298.9
"fewest",4,4,1071.6,1298.1
"fewest",4,4,1071.3,1297.9
"fewest",4,4,1071.3,1297.4
"fewest",4,4,1070.5,1297.6
"fewest",4,4,1070.9,1297.1
"fewest",4,4,1070.4,1296.7
"fewest",4,4,1070.4,1296.5
"fewest",4,4,1070.6,1296.3
"fewest",4,4,1070.4,1296.1
"fewest",4,4,1070,1296
"fewest",4,4,1069.9,1295.8
"fewest",4,4,1070.2,1295.3
"fewest",4,4,1070.5,1295
"fewest",4,4,1070.6,1294.4
"fewest",4,4,1069.7,1293.9
"fewest",4,4,1069,1293.9
"fewest",4,4,1069.1,1293
"fewest",4,4,1069,1293
"fewest",4,4,1069.4,1292.5
"fewest",4,4,1069.2,1291.2
"fewest",4,4,1069,1291.3
"fewest",4,4,1068.6,1290.8
"fewest",4,4,1068.5,1290.6
"fewest",4,4,1068.6,1290.3
"fewest",4,4,1068.3,1290.3
"fewest",4,4,1068.2,1290.5
"fewest",4,4,1068,1290.6
"fewest",4,4,1068.3,1290
"fewest",4,4,1068.3,1289.6
"fewest",4,4,1068.2,1289.5
"fewest",4,4,1068.2,1289.4
"fewest",4,4,1068.1,1288.9
"fewest",4,4,1067.7,1288.9
"fewest",4,4,1067.8,1288.6
"fewest",4,4,1067.5,1288.5
"fewest",4,4,1067.5,1288.1
"fewest",4,4,1067.6,1288.1
"fewest",4,4,1067.3,1287.9
"fewest",4,4,1067.2,1287.7
"fewest",4,4,1067.5,1287.5
"fewest",4,4,1067.7,1287.3
"fewest",4,4,1067.3,1287.2
"fewest",4,4,1067.1,1286.9
"fewest",4,4,1067.1,1286.5
"fewest",4,4,1066.9,1286.7
"fewest",4,4,1066.8,1286.1
"fewest",4,4,1067.4,1285.7
"fewest",4,4,1067.6,1285.5
"fewest",4,4,1067.5,1285.4
"fewest",4,4,1067.5,1285.6
"fewest",4,4,1067.3,1285.7
"fewest",4,4,1067.1,1285.6
"fewest",4,4,1067.1,1285.4
"fewest",4,4,1066.4,1285.3
"fewest",4,4,1066.4,1284.7
"fewest",4,4,1066.5,1284.8
"fewest",4,4,1066.5,1284.8
"fewest",4,4,1065.9,1284.1
"fewest",4,4,1066.2,1283.9
"fewest",4,4,1066.1,1283.8
"fewest",4,4,1065.9,1283.9
"fewest",4,4,1065.7,1283.3
"fewest",4,4,1065.5,1283.1
"fewest",4,4,1065.7,1282.4
"fewest",4,4,1064.5,1282.1
"fewest",4,4,1065,1282
"fewest",4,4,1065.1,1281.9
"fewest",4,4,1064.6,1281.7
"fewest",4,4,1064.5,1281.6
"fewest",4,4,1065,1281.5
"fewest",4,4,1065.5,1281.1
"fewest",4,4,1065.4,1281
"fewest",4,4,1065.2,1281.2
"fewest",4,4,1065,1280.9
"fewest",4,4,1065,1280.8
"fewest",4,4,1064.7,1280.6
"fewest",4,4,1064.7,1280.5
"fewest",4,4,1064.7,1280.4
"fewest",4,4,1064.8,1280.3
"fewest",4,4,1064.8,1280.1
"fewest",4,4,1064.9,1280.1
"fewest",4,4,1065.2,1279.2
"fewest",4,4,1065,1279.2
"fewest",4,4,1064.9,1278.9
"fewest",4,4,1064.9,1278.7
"fewest",4,4,1064.7,1278.5
"fewest",4,4,1064.8,1278.4
"fewest",4,4,1064.5,1278.1
"fewest",4,4,1064.3,1278
"fewest",4,4,1064,1277.7
"fewest",4,4,1063.8,1277.4
"fewest",4,4,1063.8,1277.3
"fewest",4,4,1064.3,1277.4
"fewest",4,4,1064.3,1277.2
"fewest",4,4,1064.2,1277.1
"fewest",4,4,1064.1,1277.2
"fewest",4,4,1064,1276.8
"fewest",4,4,1063.9,1276.8
"fewest",4,4,1063.5,1276.5
"fewest",4,4,1063.2,1276.7
"fewest",4,4,1063.1,1276.4
"fewest",4,4,1063.1,1275.9
"fewest",4,4,1063.7,1275.2
"fewest",4,4,1063.1,1275
"fewest",4,4,1063.1,1274.5
"fewest",4,4,1062.9,1274
"fewest",4,4,1062.5,1273.7
"fewest",4,4,1062.3,1273.4
"fewest",4,4,1062.1,1273.3
"fewest",4,4,1062.1,1273.1
"fewest",4,4,1062.7,1272.7
"fewest",4,4,1062.2,1272.2
"fewest",4,4,1062.3,1271.9
"fewest",4,4,1062,1271.8
"fewest",4,4,1062.1,1271.5
"fewest",4,4,1061.8,1271.4
"fewest",4,4,1061.9,1271.1
"fewest",4,4,1061.5,1271
"fewest",4,4,1061.6,1270.1
"fewest",4,4,1060.8,1269.2
"fewest",4,4,1060.9,1268.6
"fewest",4,4,1061.4,1268.2
"fewest",4,4,1060.7,1267.8
"fewest",4,4,1060.1,1267
"fewest",4,4,1060.2,1266.7
"fewest",4,4,1060.4,1266.2
"fewest",4,4,1060.2,1266.2
"fewest",4,4,1060,1266.3
"fewest",4,4,1059.9,1266
"fewest",4,4,1059.5,1265.9
"fewest",4,4,1059.5,1265.7
"fewest",4,4,1059.7,1265.7
"fewest",4,4,1059.8,1265.6
"fewest",4,4,1059.7,1265.6
"fewest",4,4,1059.8,1265.3
"fewest",4,4,1059.7,1265.2
"fewest",4,4,1059.8,1264.8
"fewest",4,4,1059.7,1264.8
"fewest",4,4,1059.3,1264.5
"fewest",4,4,1059.2,1264.4
"fewest",4,4,1059.4,1264.2
"fewest",4,4,1059.2,1264.2
"fewest",4,4,1059.3,1264
"fewest",4,4,1058.8,1263.8
"fewest",4,4,1058.9,1263.7
"fewest",4,4,1058.8,1263.5
"fewest",4,4,1059,1263.5
"fewest",4,4,1059,1263.3
"fewest",4,4,1059.2,1263.1
"fewest",4,4,1059,1263.1
"fewest",4,4,1059,1262.8
"fewest",4,4,1058.7,1262.4
"fewest",4,4,1058.8,1261.9
"fewest",4,4,1058.4,1261.8
"fewest",4,4,1058.2,1261.2
"fewest",4,4,1058.2,1261
"fewest",4,6,1068.3,1289.7
"fewest",4,6,1068.2,1289.8
"fewest",4,6,1068,1289.8
"fewest",4,6,1068.1,1289.6
"fewest",4,6,1068.3,1289.7
"fewest",5,1,1048.2,1223.2
"fewest",5,1,1048.2,1223.8
"fewest",5,1,1048.1,1224.4
"fewest",5,1,1049,1224.8
"fewest",5,1,1048.9,1225.7
"fewest",5,1,1049.7,1226.6
"fewest",5,1,1049.6,1227.2
"fewest",5,1,1049.4,1227.6
"fewest",5,1,1050.2,1228.9
"fewest",5,1,1050.1,1229.1
"fewest",5,1,1050.2,1229.2
"fewest",5,1,1050.1,1229.3
"fewest",5,1,1050.4,1229.8
"fewest",5,1,1050.3,1229.9
"fewest",5,1,1050.4,1230
"fewest",5,1,1050.4,1230.3
"fewest",5,1,1050.8,1230.3
"fewest",5,1,1050.6,1230.7
"fewest",5,1,1050.4,1230.8
"fewest",5,1,1050.4,1230.9
"fewest",5,1,1050.6,1230.8
"fewest",5,1,1050.6,1231.2
"fewest",5,1,1050.3,1231.2
"fewest",5,1,1050.5,1231.3
"fewest",5,1,1050.5,1231.5
"fewest",5,1,1051.4,1231
"fewest",5,1,1051.7,1231
"fewest",5,1,1051.7,1231.2
"fewest",5,1,1051.2,1231.2
"fewest",5,1,1050.7,1231.7
"fewest",5,1,1050.8,1231.8
"fewest",5,1,1050.7,1232
"fewest",5,1,1051,1232.6
"fewest",5,1,1051.1,1232.7
"fewest",5,1,1051.5,1232.6
"fewest",5,1,1051.5,1232.9
"fewest",5,1,1051.4,1233
"fewest",5,1,1051.5,1233.1
"fewest",5,1,1051.8,1233.2
"fewest",5,1,1051.7,1233.3
"fewest",5,1,1051.8,1233.5
"fewest",5,1,1051.8,1234.1
"fewest",5,1,1052,1234.5
"fewest",5,1,1052,1234.7
"fewest",5,1,1052.1,1234.8
"fewest",5,1,1051.8,1235.3
"fewest",5,1,1052.1,1235.4
"fewest",5,1,1052,1235.6
"fewest",5,1,1052.6,1235.6
"fewest",5,1,1052.5,1236.2
"fewest",5,1,1052.4,1236.5
"fewest",5,1,1052.3,1236.5
"fewest",5,1,1053.1,1237
"fewest",5,1,1052.9,1237.3
"fewest",5,1,1052.5,1237.4
"fewest",5,1,1052.2,1237.7
"fewest",5,1,1052.2,1237.6
"fewest",5,1,1052,1237.7
"fewest",5,1,1052,1237.8
"fewest",5,1,1052.4,1237.8
"fewest",5,1,1052.6,1237.6
"fewest",5,1,1053.4,1237.6
"fewest",5,1,1053.5,1237.9
"fewest",5,1,1053.2,1238.1
"fewest",5,1,1053.2,1238.4
"fewest",5,1,1053.4,1238.9
"fewest",5,1,1053.7,1239.2
"fewest",5,1,1053.6,1239.4
"fewest",5,1,1053.8,1239.3
"fewest",5,1,1053.9,1239.7
"fewest",5,1,1054,1239.7
"fewest",5,1,1053.8,1239.8
"fewest",5,1,1053.7,1240.3
"fewest",5,1,1053.7,1240.4
"fewest",5,1,1054.2,1240.4
"fewest",5,1,1054.1,1240.5
"fewest",5,1,1053.9,1240.6
"fewest",5,1,1053.9,1240.7
"fewest",5,1,1054.1,1240.7
"fewest",5,1,1054,1241.1
"fewest",5,1,1054.4,1241.2
"fewest",5,1,1054.4,1241.5
"fewest",5,1,1054.8,1242
"fewest",5,1,1054.9,1242.5
"fewest",5,1,1054.7,1242.5
"fewest",5,1,1054.7,1242.6
"fewest",5,1,1054.9,1242.5
"fewest",5,1,1055.1,1243.4
"fewest",5,1,1055,1244.3
"fewest",5,1,1055.5,1244.3
"fewest",5,1,1055.4,1245.1
"fewest",5,1,1055.3,1245.2
"fewest",5,1,1055.4,1245.5
"fewest",5,1,1055.7,1245.5
"fewest",5,1,1055.7,1245.7
"fewest",5,1,1056,1245.7
"fewest",5,1,1055.9,1245.3
"fewest",5,1,1056,1245.3
"fewest",5,1,1056.1,1246.2
"fewest",5,1,1055.6,1247.1
"fewest",5,1,1055.8,1246.9
"fewest",5,1,1055.9,1247.2
"fewest",5,1,1055.9,1247.3
"fewest",5,1,1056.1,1247.2
"fewest",5,1,1056.4,1247.4
"fewest",5,1,1056.6,1247.2
"fewest",5,1,1056.6,1247.8
"fewest",5,1,1056.8,1247.8
"fewest",5,1,1056.7,1248
"fewest",5,1,1056.9,1248
"fewest",5,1,1056.9,1247.8
"fewest",5,1,1057.1,1247.8
"fewest",5,1,1056.8,1249.1
"fewest",5,1,1057,1249.1
"fewest",5,1,1057.4,1248.8
"fewest",5,1,1057.8,1248.8
"fewest",5,1,1057.2,1249.4
"fewest",5,1,1057.2,1249.9
"fewest",5,1,1057.4,1250
"fewest",5,1,1057.3,1250.7
"fewest",5,1,1057.4,1251
"fewest",5,1,1058.2,1251.3
"fewest",5,1,1058.2,1251.6
"fewest",5,1,1057.7,1251.7
"fewest",5,1,1057.7,1251.8
"fewest",5,1,1058.1,1251.9
"fewest",5,1,1058,1252.1
"fewest",5,1,1058.2,1252
"fewest",5,1,1058.1,1252.3
"fewest",5,1,1058.3,1252.3
"fewest",5,1,1058.2,1252.9
"fewest",5,1,1058.7,1252.9
"fewest",5,1,1058.8,1253.1
"fewest",5,1,1058.7,1253.7
"fewest",5,1,1058.5,1253.6
"fewest",5,1,1058.5,1253.7
"fewest",5,1,1058.8,1253.8
"fewest",5,1,1058.7,1254.4
"fewest",5,1,1058.9,1254.4
"fewest",5,1,1058.8,1254.8
"fewest",5,1,1059,1254.8
"fewest",5,1,1059,1255.1
"fewest",5,1,1059.3,1255.3
"fewest",5,1,1059.1,1255.7
"fewest",5,1,1059.2,1255.9
"fewest",5,1,1059,1256
"fewest",5,1,1059.1,1256.3
"fewest",5,1,1059.4,1256.1
"fewest",5,1,1059.5,1256.2
"fewest",5,1,1059.5,1256.4
"fewest",5,1,1060.5,1255.9
"fewest",5,1,1060.6,1256
"fewest",5,1,1060.4,1256.2
"fewest",5,1,1059.5,1256.8
"fewest",5,1,1058.9,1257.4
"fewest",5,1,1059.3,1257.1
"fewest",5,1,1059.9,1257.1
"fewest",5,1,1059.8,1257.4
"fewest",5,1,1060.1,1257.5
"fewest",5,1,1060.3,1257.8
"fewest",5,1,1060.1,1258.4
"fewest",5,1,1060.2,1258.3
"fewest",5,1,1060.2,1258.9
"fewest",5,1,1060.8,1258.6
"fewest",5,1,1060.6,1259.2
"fewest",5,1,1060.4,1259.4
"fewest",5,1,1060.2,1259.5
"fewest",5,1,1060.2,1259.6
"fewest",5,1,1060.4,1259.7
"fewest",5,1,1060.5,1259.9
"fewest",5,1,1060.8,1259.7
"fewest",5,1,1060.7,1260.2
"fewest",5,1,1060.9,1260.2
"fewest",5,1,1061.1,1260.5
"fewest",5,1,1060.9,1260.9
"fewest",5,1,1061.2,1261.4
"fewest",5,1,1061.4,1261.5
"fewest",5,1,1061.3,1261.6
"fewest",5,1,1061.4,1261.7
"fewest",5,1,1061.5,1261.8
"fewest",5,1,1061.5,1261.7
"fewest",5,1,1061.7,1261.9
"fewest",5,1,1061.6,1261.9
"fewest",5,1,1061.5,1262.1
"fewest",5,1,1061.8,1262.5
"fewest",5,1,1061.7,1262.7
"fewest",5,1,1061.8,1263
"fewest",5,1,1061.7,1263
"fewest",5,1,1061.8,1263.2
"fewest",5,1,1061.9,1263.2
"fewest",5,1,1062,1263.2
"fewest",5,1,1062.1,1263.4
"fewest",5,1,1062,1263.9
"fewest",5,1,1062.1,1264
"fewest",5,1,1062.2,1264.3
"fewest",5,1,1062.4,1264.6
"fewest",5,1,1062.4,1264.7
"fewest",5,1,1062.8,1265.1
"fewest",5,1,1062.5,1265.2
"fewest",5,1,1062.6,1265.4
"fewest",5,1,1062.5,1265.6
"fewest",5,1,1062.6,1265.7
"fewest",5,1,1062.4,1265.6
"fewest",5,1,1062.4,1265.7
"fewest",5,1,1062.7,1265.8
"fewest",5,1,1062.7,1265.7
"fewest",5,1,1062.9,1265.7
"fewest",5,1,1063,1265.8
"fewest",5,1,1062.9,1266
"fewest",5,1,1062.9,1266.3
"fewest",5,1,1063,1266.3
"fewest",5,1,1063.2,1266.6
"fewest",5,1,1063.2,1266.9
"fewest",5,1,1063.5,1266.5
"fewest",5,1,1063.6,1266.5
"fewest",5,1,1063.7,1266.5
"fewest",5,1,1063.5,1266.6
"fewest",5,1,1063.5,1266.7
"fewest",5,1,1063.4,1266.9
"fewest",5,1,1063,1267.3
"fewest",5,1,1063,1267.3
"fewest",5,1,1063.4,1267.2
"fewest",5,1,1063.3,1267.6
"fewest",5,1,1063.7,1267.5
"fewest",5,1,1063.5,1268.8
"fewest",5,1,1063.9,1268.9
"fewest",5,1,1064.1,1268.9
"fewest",5,1,1064.3,1269.3
"fewest",5,1,1064.1,1270.3
"fewest",5,1,1064.6,1270.3
"fewest",5,1,1064.4,1270.7
"fewest",5,1,1064,1270.7
"fewest",5,1,1064,1271.1
"fewest",5,1,1064.7,1271.2
"fewest",5,1,1064.7,1271.6
"fewest",5,1,1065,1271.6
"fewest",5,1,1065.1,1272.4
"fewest",5,1,1064.9,1273.1
"fewest",5,1,1065.4,1272.9
"fewest",5,1,1065.5,1273.3
"fewest",5,1,1065.4,1273.8
"fewest",5,1,1065.2,1274
"fewest",5,1,1065.3,1274.3
"fewest",5,1,1065.5,1274.6
"fewest",5,1,1065.6,1274.2
"fewest",5,1,1065.6,1274.1
"fewest",5,1,1065.6,1274.6
"fewest",5,1,1065.6,1274.3
"fewest",5,1,1065.9,1274.4
"fewest",5,1,1065.9,1275
"fewest",5,1,1066.2,1275.6
"fewest",5,1,1066.1,1275.9
"fewest",5,1,1066.3,1276.1
"fewest",5,1,1067.1,1268.9
"fewest",5,1,1066.8,1268.7
"fewest",5,1,1066.8,1268
"fewest",5,1,1066.4,1267.9
"fewest",5,1,1066.3,1267.6
"fewest",5,1,1066.3,1267.4
"fewest",5,1,1066.3,1267.2
"fewest",5,1,1065.9,1267.2
"fewest",5,1,1065.8,1267.1
"fewest",5,1,1066,1266.1
"fewest",5,1,1065.9,1266.1
"fewest",5,1,1065.5,1264.7
"fewest",5,1,1065.4,1264.6
"fewest",5,1,1065.3,1264.1
"fewest",5,1,1065.2,1264.1
"fewest",5,1,1065.1,1264.2
"fewest",5,1,1064.8,1263.7
"fewest",5,1,1065.4,1263.3
"fewest",5,1,1065.2,1263
"fewest",5,1,1064.9,1263.1
"fewest",5,1,1064.8,1263
"fewest",5,1,1065,1262.7
"fewest",5,1,1064.7,1262.6
"fewest",5,1,1064.4,1262.1
"fewest",5,1,1064.5,1261.8
"fewest",5,1,1064.3,1261.8
"fewest",5,1,1064.3,1261.5
"fewest",5,1,1064.1,1261.4
"fewest",5,1,1064.2,1261.1
"fewest",5,1,1064.2,1260.9
"fewest",5,1,1064.1,1260.9
"fewest",5,1,1064.1,1260.6
"fewest",5,1,1063.9,1260.6
"fewest",5,1,1064.2,1260.1
"fewest",5,1,1063.8,1260.1
"fewest",5,1,1063.7,1259.6
"fewest",5,1,1063.4,1259.6
"fewest",5,1,1063.3,1259.6
"fewest",5,1,1063.2,1259.8
"fewest",5,1,1063.1,1259.8
"fewest",5,1,1062.8,1259.8
"fewest",5,1,1063.1,1259.8
"fewest",5,1,1063.5,1259.4
"fewest",5,1,1063.8,1259.5
"fewest",5,1,1064,1259.7
"fewest",5,1,1064,1259.8
"fewest",5,1,1064.3,1259.8
"fewest",5,1,1064.5,1259.7
"fewest",5,1,1064,1259.7
"fewest",5,1,1063.8,1259.5
"fewest",5,1,1064.3,1259.4
"fewest",5,1,1064.2,1259.2
"fewest",5,1,1063.9,1259.2
"fewest",5,1,1063.9,1259.3
"fewest",5,1,1063.8,1259.3
"fewest",5,1,1063.8,1259.1
"fewest",5,1,1063.7,1259.1
"fewest",5,1,1063.6,1258.8
"fewest",5,1,1063.5,1258.8
"fewest",5,1,1063.3,1258.7
