"plan","unit","part","x","y"
"most",3,1,1064,1259.7
"most",3,1,1063.8,1259.5
"most",3,1,1063.5,1259.4
"most",3,1,1063.1,1259.8
"most",3,1,1062.8,1259.8
"most",3,1,1063.1,1259.8
"most",3,1,1063.3,1259.6
"most",3,1,1063.7,1259.6
"most",3,1,1063.6,1260.1
"most",3,1,1063.8,1260.1
"most",3,1,1063.7,1260.5
"most",3,1,1063.9,1260.7
"most",3,1,1064,1261.1
"most",3,1,1064.1,1261.2
"most",3,1,1064.1,1261.4
"most",3,1,1064.3,1261.5
"most",3,1,1064.3,1261.8
"most",3,1,1064.1,1262.2
"most",3,1,1064.3,1262.6
"most",3,1,1064.6,1262.4
"most",3,1,1064.7,1262.7
"most",3,1,1065,1262.7
"most",3,1,1065.1,1262.3
"most",3,1,1065.3,1262.4
"most",3,1,1065.2,1262.6
"most",3,1,1065.4,1262.7
"most",3,1,1065.5,1262.6
"most",3,1,1065.7,1262.8
"most",3,1,1066,1262.4
"most",3,1,1066.2,1262.5
"most",3,1,1066.3,1262.4
"most",3,1,1066.5,1262.5
"most",3,1,1066.7,1262.2
"most",3,1,1066.6,1261.9
"most",3,1,1066.7,1261.8
"most",3,1,1066.5,1261.6
"most",3,1,1066.2,1261.5
"most",3,1,1066.3,1261.2
"most",3,1,1066.9,1261.9
"most",3,1,1067.1,1261.9
"most",3,1,1067.1,1262.1
"most",3,1,1067.3,1262.2
"most",3,1,1067.4,1262
"most",3,1,1067.3,1261.9
"most",3,1,1067.2,1261.9
"most",3,1,1067.5,1261.2
"most",3,1,1067,1261.4
"most",3,1,1067.1,1260.6
"most",3,1,1067,1260.5
"most",3,1,1066.8,1260.6
"most",3,1,1066.8,1260.5
"most",3,1,1066.9,1260.4
"most",3,1,1066.8,1260.3
"most",3,1,1066.8,1260
"most",3,1,1067,1260.1
"most",3,1,1066.8,1260
"most",3,1,1066.6,1260
"most",3,1,1066.5,1259.9
"most",3,1,1066.8,1259.9
"most",3,1,1066.8,1259.7
"most",3,1,1066.6,1259.5
"most",3,1,1066.6,1259.3
"most",3,1,1066.5,1259.1
"most",3,1,1066.7,1258.9
"most",3,1,1066.6,1258.5
"most",3,1,1066.5,1258.3
"most",3,1,1066.5,1258.4
"most",3,1,1066.4,1258.4
"most",3,1,1066.2,1258.2
"most",3,1,1066.2,1258.1
"most",3,1,1066.1,1258
"most",3,1,1066.2,1257.8
"most",3,1,1066,1257.8
"most",3,1,1066,1257.7
"most",3,1,1066,1257.6
"most",3,1,1066.1,1257.7
"most",3,1,1066.2,1257.7
"most",3,1,1066.1,1257.5
"most",3,1,1066.1,1257.1
"most",3,1,1065.9,1257
"most",3,1,1066,1256.7
"most",3,1,1065.8,1256.7
"most",3,1,1065.8,1256.6
"most",3,1,1065.9,1256.6
"most",3,1,1065.9,1256.4
"most",3,1,1065.7,1256.3
"most",3,1,1065.7,1256.1
"most",3,1,1065.9,1256.1
"most",3,1,1065.8,1255.8
"most",3,1,1065.6,1255.8
"most",3,1,1065.6,1255.3
"most",3,1,1065.5,1255.3
"most",3,1,1065.5,1254.7
"most",3,1,1065.3,1254.7
"most",3,1,1065.3,1254.2
"most",3,1,1065.3,1254.2
"most",3,1,1065.2,1254.3
"most",3,1,1065.1,1253.6
"most",3,1,1065,1253.5
"most",3,1,1065,1253.2
"most",3,1,1064.8,1252.9
"most",3,1,1064.9,1252.7
"most",3,1,1064.6,1252
"most",3,1,1064.7,1251.7
"most",3,1,1064.5,1251.4
"most",3,1,1064.2,1251.2
"most",3,1,1064.4,1250.8
"most",3,1,1064.2,1250.7
"most",3,1,1064.2,1250.6
"most",3,1,1064.2,1250.5
"most",3,1,1064.1,1249.9
"most",3,1,1063.9,1249.8
"most",3,1,1064.1,1248.9
"most",3,1,1063.7,1248.9
"most",3,1,1064,1248.7
"most",3,1,1063.6,1248.8
"most",3,1,1063.7,1248.2
"most",3,1,1063.6,1248.2
"most",3,1,1063.6,1248
"most",3,1,1063.2,1247.9
"most",3,1,1063.4,1247.8
"most",3,1,1063.4,1247.4
"most",3,1,1063.5,1247.2
"most",3,1,1063.3,1247.2
"most",3,1,1063.4,1246.9
"most",3,1,1063,1246.9
"most",3,1,1063.3,1246.5
"most",3,1,1063.4,1246.5
"most",3,1,1063.4,1246.1
"most",3,1,1062.5,1246
"most",3,1,1063,1246
"most",3,1,1063,1245.7
"most",3,1,1062.6,1245.6
"most",3,1,1062.2,1245.2
"most",3,1,1062.6,1245.6
"most",3,1,1063.2,1245.7
"most",3,1,1063,1245.6
"most",3,1,1063,1245.4
"most",3,1,1062.2,1244.8
"most",3,1,1062.3,1244.8
"most",3,1,1062.4,1244.6
"most",3,1,1062.5,1244.7
"most",3,1,1062.5,1244.8
"most",3,1,1062.7,1244.8
"most",3,1,1062.7,1244.4
"most",3,1,1062.6,1244.4
"most",3,1,1062.6,1244.2
"most",3,1,1062.5,1244.2
"most",3,1,1062.5,1244
"most",3,1,1062.4,1244.1
"most",3,1,1062.5,1243.8
"most",3,1,1062.3,1243.8
"most",3,1,1062.4,1243.1
"most",3,1,1062.5,1243
"most",3,1,1062.4,1242.7
"most",3,1,1062.1,1242.8
"most",3,1,1062.1,1242.4
"most",3,1,1062,1242.3
"most",3,1,1062,1241.8
"most",3,1,1061.8,1241.7
"most",3,1,1061.8,1241.3
"most",3,1,1061.7,1241.3
"most",3,1,1061.7,1241
"most",3,1,1061.5,1241
"most",3,1,1061.5,1240.7
"most",3,1,1061.6,1240.7
"most",3,1,1061.4,1240.3
"most",3,1,1061.5,1239.5
"most",3,1,1061,1239.4
"most",3,1,1060.9,1240.3
"most",3,1,1060.5,1240.2
"most",3,1,1060.8,1237.4
"most",3,1,1060.7,1237.2
"most",3,1,1060.5,1237
"most",3,1,1060.8,1236.9
"most",3,1,1060.9,1236.8
"most",3,1,1060.6,1236.9
"most",3,1,1060.5,1236.8
"most",3,1,1060.5,1236.7
"most",3,1,1060.8,1236.7
"most",3,1,1060.8,1236.6
"most",3,1,1060.5,1236.5
"most",3,1,1060.5,1236.3
"most",3,1,1060.4,1236.2
"most",3,1,1060.4,1236
"most",3,1,1060.5,1236
"most",3,1,1060.6,1235.4
"most",3,1,1059.8,1235.3
"most",3,1,1059.8,1234.8
"most",3,1,1060.2,1234.3
"most",3,1,1059.6,1234.2
"most",3,1,1059.6,1233.9
"most",3,1,1059.4,1233.8
"most",3,1,1059.4,1233.8
"most",3,1,1059.4,1233.7
"most",3,1,1059.6,1233.7
"most",3,1,1059.7,1233.4
"most",3,1,1058.8,1232.5
"most",3,1,1058.8,1232.4
"most",3,1,1059.1,1232.5
"most",3,1,1059.3,1232.4
"most",3,1,1059.3,1232.3
"most",3,1,1059.4,1232.1
"most",3,1,1059.3,1232.1
"most",3,1,1059.3,1232
"most",3,1,1059.1,1232
"most",3,1,1059.3,1231.7
"most",3,1,1059.2,1231.4
"most",3,1,1059.3,1231.3
"most",3,1,1059.5,1231.3
"most",3,1,1059.4,1231.1
"most",3,1,1059.4,1231.1
"most",3,1,1059.1,1231.3
"most",3,1,1058.8,1231.4
"most",3,1,1058.6,1231.2
"most",3,1,1058.6,1231
"most",3,1,1058.9,1231.1
"most",3,1,1058.9,1231.1
"most",3,1,1058.9,1230.8
"most",3,1,1058.9,1230.7
"most",3,1,1059,1230.2
"most",3,1,1058.8,1230.2
"most",3,1,1058.7,1230
"most",3,1,1058.9,1229.6
"most",3,1,1057.7,1229.1
"most",3,1,1057.9,1228.8
"most",3,1,1058.5,1228.8
"most",3,1,1058.4,1228.7
"most",3,1,1058.4,1228.6
"most",3,1,1058.7,1228.6
"most",3,1,1058.7,1228.4
"most",3,1,1058.8,1228.5
"most",3,1,1058.8,1228.6
"most",3,1,1058.8,1228.8
"most",3,1,1059.5,1228.8
"most",3,1,1059.5,1228.5
"most",3,1,1055.3,1226.7
"most",3,8,1058.3,1240.1
"most",3,8,1058.4,1240.1
"most",3,8,1058.4,1240.2
"most",3,8,1058.3,1240.2
"most",3,8,1058.3,1240.1
"most",3,2,1055.1,1227.9
"most",3,2,1055.1,1227.8
"most",3,2,1055.1,1227.7
"most",3,2,1055,1227.9
"most",3,2,1055.1,1227.9
"most",3,3,1057.9,1238.4
"most",3,3,1057.9,1238.1
"most",3,3,1057.8,1238.1
"most",3,3,1057.8,1238.4
"most",3,3,1057.9,1238.4
"most",3,4,1058.7,1240.9
"most",3,4,1058.8,1240.7
"most",3,4,1058.7,1240.5
"most",3,4,1058.6,1240.8
"most",3,4,1058.7,1240.9
"most",3,5,1059.5,1232.9
"most",3,5,1059.5,1232.6
"most",3,5,1059.3,1232.5
"most",3,5,1059.3,1232.8
"most",3,5,1059.5,1232.9
"most",3,6,1063.4,1258.4
"most",3,6,1063.4,1258
"most",3,6,1063.2,1258
"most",3,6,1063.2,1258.3
"most",3,6,1063.4,1258.4
"most",3,7,1064.6,1262.6
"most",3,7,1064.6,1262.7
"most",3,7,1064.6,1262.6
"most",3,7,1064.6,1262.6
"most",4,1,1058.8,1228.5
"most",4,1,1058.7,1228.4
"most",4,1,1058.7,1228.6
"most",4,1,1058.4,1228.6
"most",4,1,1058.4,1228.7
"most",4,1,1058.5,1228.8
"most",4,1,1057.8,1228.8
"most",4,1,1057.7,1229.1
"most",4,1,1058.9,1229.6
"most",4,1,1058.7,1230
"most",4,1,1058.8,1230.2
"most",4,1,1059,1230.2
"most",4,1,1058.9,1230.7
"most",4,1,1058.9,1230.8
"most",4,1,1058.9,1231.1
"most",4,1,1058.9,1231.1
"most",4,1,1058.6,1231
"most",4,1,1058.6,1231.2
"most",4,1,1058.8,1231.4
"most",4,1,1059.1,1231.3
"most",4,1,1059.4,1231.1
"most",4,1,1059.5,1231.3
"most",4,1,1059.3,1231.3
"most",4,1,1059.2,1231.4
"most",4,1,1059.3,1231.7
"most",4,1,1059.1,1232
"most",4,1,1059.3,1232
"most",4,1,1059.3,1232.1
"most",4,1,1059.4,1232.1
"most",4,1,1059.3,1232.3
"most",4,1,1059.3,1232.4
"most",4,1,1059.1,1232.5
"most",4,1,1058.8,1232.4
"most",4,1,1058.8,1232.5
"most",4,1,1059.7,1233.4
"most",4,1,1059.6,1233.7
"most",4,1,1059.4,1233.7
"most",4,1,1059.4,1233.8
"most",4,1,1059.4,1233.8
"most",4,1,1059.6,1233.9
"most",4,1,1059.6,1234.2
"most",4,1,1060.2,1234.3
"most",4,1,1059.8,1234.8
"most",4,1,1059.8,1235.3
"most",4,1,1060.6,1235.4
"most",4,1,1060.5,1236
"most",4,1,1060.4,1236
"most",4,1,1060.4,1236.2
"most",4,1,1060.5,1236.3
"most",4,1,1060.5,1236.5
"most",4,1,1060.8,1236.6
"most",4,1,1060.8,1236.7
"most",4,1,1060.5,1236.7
"most",4,1,1060.5,1236.8
"most",4,1,1060.6,1236.9
"most",4,1,1060.8,1236.9
"most",4,1,1060.9,1236.8
"most",4,1,1061.7,1229.4
"most",4,1,1059.5,1228.5
"most",4,1,1059.5,1228.8
"most",4,1,1058.8,1228.8
"most",4,1,1058.8,1228.6
"most",4,1,1058.8,1228.5
"most",4,4,1059.4,1232.6
"most",4,4,1059.5,1232.9
"most",4,4,1059.5,1232.9
"most",4,4,1059.3,1232.7
"most",4,4,1059.3,1232.6
"most",4,4,1059.4,1232.6
"most",4,2,1060.8,1237.4
"most",4,2,1060.8,1236.9
"most",4,2,1060.5,1237
"most",4,2,1060.7,1237.2
"most",4,2,1060.8,1237.4
"most",4,3,1061.5,1240.7
"most",4,3,1061.5,1241
"most",4,3,1061.7,1241
"most",4,3,1061.7,1241.3
"most",4,3,1061.8,1241.3
"most",4,3,1061.8,1241.7
"most",4,3,1062,1241.8
"most",4,3,1062,1242.3
"most",4,3,1062.1,1242.4
"most",4,3,1062.1,1242.8
"most",4,3,1062.4,1242.7
"most",4,3,1062.5,1243
"most",4,3,1062.4,1243.1
"most",4,3,1062.3,1243.8
"most",4,3,1062.5,1243.8
"most",4,3,1062.4,1244.1
"most",4,3,1062.5,1244
"most",4,3,1062.5,1244.2
"most",4,3,1062.6,1244.2
"most",4,3,1062.6,1244.4
"most",4,3,1062.7,1244.4
"most",4,3,1062.7,1244.8
"most",4,3,1062.5,1244.8
"most",4,3,1062.5,1244.7
"most",4,3,1062.4,1244.6
"most",4,3,1062.3,1244.8
"most",4,3,1062.2,1244.8
"most",4,3,1063,1245.4
"most",4,3,1063,1245.6
"most",4,3,1063.2,1245.7
"most",4,3,1062.6,1245.6
"most",4,3,1062.4,1245.3
"most",4,3,1062.2,1245.2
"most",4,3,1062.6,1245.6
"most",4,3,1063,1245.7
"most",4,3,1063,1246
"most",4,3,1062.8,1245.9
"most",4,3,1062.5,1245.9
"most",4,3,1062.5,1246
"most",4,3,1063.4,1246.1
"most",4,3,1063.4,1246.5
"most",4,3,1063.3,1246.5
"most",4,3,1063,1246.9
"most",4,3,1063.4,1246.9
"most",4,3,1063.3,1247.2
"most",4,3,1063.5,1247.2
"most",4,3,1063.4,1247.4
"most",4,3,1063.4,1247.8
"most",4,3,1063.2,1247.9
"most",4,3,1063.6,1248
"most",4,3,1063.6,1248.2
"most",4,3,1063.7,1248.2
"most",4,3,1063.6,1248.8
"most",4,3,1064,1248.7
"most",4,3,1063.7,1248.9
"most",4,3,1064.1,1248.9
"most",4,3,1063.9,1249.8
"most",4,3,1064.1,1249.9
"most",4,3,1064.2,1250.5
"most",4,3,1064.2,1250.6
"most",4,3,1064.2,1250.7
"most",4,3,1064.4,1250.8
"most",4,3,1064.2,1251.2
"most",4,3,1064.5,1251.4
"most",4,3,1064.7,1251.7
"most",4,3,1064.6,1252
"most",4,3,1064.9,1252.7
"most",4,3,1064.8,1252.9
"most",4,3,1065,1253.2
"most",4,3,1065,1253.5
"most",4,3,1065.1,1253.6
"most",4,3,1065.2,1254.3
"most",4,3,1065.3,1254.2
"most",4,3,1065.3,1254.2
"most",4,3,1065.3,1254.7
"most",4,3,1065.5,1254.7
"most",4,3,1065.5,1255.3
"most",4,3,1065.6,1255.3
"most",4,3,1065.6,1255.8
"most",4,3,1065.8,1255.8
"most",4,3,1065.9,1256.1
"most",4,3,1065.7,1256.1
"most",4,3,1065.7,1256.3
"most",4,3,1065.9,1256.4
"most",4,3,1065.9,1256.6
"most",4,3,1065.8,1256.6
"most",4,3,1065.8,1256.7
"most",4,3,1066,1256.7
"most",4,3,1065.9,1257
"most",4,3,1066.1,1257.1
"most",4,3,1066.1,1257.5
"most",4,3,1066.2,1257.7
"most",4,3,1066.1,1257.7
"most",4,3,1066,1257.6
"most",4,3,1066,1257.7
"most",4,3,1066,1257.8
"most",4,3,1066.2,1257.8
"most",4,3,1066.1,1258
"most",4,3,1066.2,1258.1
"most",4,3,1066.2,1258.2
"most",4,3,1066.4,1258.4
"most",4,3,1066.5,1258.4
"most",4,3,1066.5,1258.3
"most",4,3,1066.6,1258.5
"most",4,3,1066.7,1258.9
"most",4,3,1066.5,1259.1
"most",4,3,1066.6,1259.3
"most",4,3,1066.6,1259.5
"most",4,3,1066.8,1259.7
"most",4,3,1066.8,1259.9
"most",4,3,1066.5,1259.9
"most",4,3,1066.6,1260
"most",4,3,1066.8,1260
"most",4,3,1066.9,1260.1
"most",4,3,1067,1260.1
"most",4,3,1066.8,1260
"most",4,3,1066.8,1260.3
"most",4,3,1066.9,1260.4
"most",4,3,1066.8,1260.5
"most",4,3,1066.8,1260.6
"most",4,3,1067,1260.5
"most",4,3,1067.1,1260.6
"most",4,3,1067,1261.4
"most",4,3,1067.5,1261.2
"most",4,3,1067.2,1261.9
"most",4,3,1067.3,1261.9
"most",4,3,1067.6,1262.2
"most",4,3,1067.9,1262.3
"most",4,3,1070,1245.2
"most",4,3,1070.3,1241.3
"most",4,3,1061.4,1240.3
"most",4,3,1061.6,1240.7
"most",4,3,1061.5,1240.7
"most",5,1,1060.6,1282.8
"most",5,1,1060.4,1283.2
"most",5,1,1060.2,1283.4
"most",5,1,1060.3,1283.7
"most",5,1,1060,1283.9
"most",5,1,1059.9,1283.8
"most",5,1,1059.4,1284.5
"most",5,1,1059.4,1285.2
"most",5,1,1058.7,1285.4
"most",5,1,1058.5,1285.7
"most",5,1,1057.9,1291.7
"most",5,1,1058.2,1291.9
"most",5,1,1058.5,1291.7
"most",5,1,1059.1,1292
"most",5,1,1059.5,1292
"most",5,1,1059.6,1292.3
"most",5,1,1059.8,1292.4
"most",5,1,1059.9,1292.6
"most",5,1,1060.1,1292.6
"most",5,1,1060.1,1292.9
"most",5,1,1060.4,1293
"most",5,1,1060.5,1293.2
"most",5,1,1061.3,1293.2
"most",5,1,1062,1293.7
"most",5,1,1062.5,1293.8
"most",5,1,1062.8,1294
"most",5,1,1062.9,1294.9
"most",5,1,1062.8,1295.2
"most",5,1,1062.7,1295.4
"most",5,1,1062.8,1295.9
"most",5,1,1062.6,1296.4
"most",5,1,1062.7,1296.7
"most",5,1,1062.6,1297.1
"most",5,1,1062.8,1297.5
"most",5,1,1062.4,1298.3
"most",5,1,1062.7,1298.9
"most",5,1,1062.8,1299.7
"most",5,1,1062.9,1300
"most",5,1,1063.8,1300
"most",5,1,1063.9,1300.2
"most",5,1,1064.2,1300.3
"most",5,1,1065,1301.3
"most",5,1,1071.3,1302
"most",5,1,1072.3,1293.5
"most",5,1,1072.7,1293.4
"most",5,1,1072.9,1293
"most",5,1,1072.6,1293.2
"most",5,1,1072.6,1293
"most",5,1,1072.8,1292.9
"most",5,1,1072.6,1292.7
"most",5,1,1072.5,1292.6
"most",5,1,1072.3,1292.6
"most",5,1,1072.6,1292.6
"most",5,1,1072.5,1292.4
"most",5,1,1072.4,1292.4
"most",5,1,1072.3,1292.2
"most",5,1,1072.4,1292.2
"most",5,1,1072.1,1291.5
"most",5,1,1072.2,1291.4
"most",5,1,1072.2,1291.1
"most",5,1,1072,1291
"most",5,1,1071.7,1291
"most",5,1,1071.5,1290.6
"most",5,1,1071.8,1290.1
"most",5,1,1071.8,1289.7
"most",5,1,1071.6,1289.3
"most",5,1,1071.6,1289.1
"most",5,1,1071.4,1289.1
"most",5,1,1071.4,1288.8
"most",5,1,1071.3,1288.8
"most",5,1,1071.4,1288.3
"most",5,1,1071.2,1288.3
"most",5,1,1071.3,1288.2
"most",5,1,1070.9,1287.6
"most",5,1,1071.1,1287.4
"most",5,1,1070.7,1287.1
"most",5,1,1070.7,1286.7
"most",5,1,1070.9,1286.7
"most",5,1,1070.9,1286.6
"most",5,1,1070.7,1286.5
"most",5,1,1070.8,1286.2
"most",5,1,1070.9,1285.8
"most",5,1,1070.4,1285.7
"most",5,1,1070.6,1285.5
"most",5,1,1070.3,1285.2
"most",5,1,1070.5,1284.9
"most",5,1,1070.6,1284.5
"most",5,1,1070.4,1284.5
"most",5,1,1070.4,1284.9
"most",5,1,1070,1284.9
"most",5,1,1069.9,1285
"most",5,1,1070.1,1284.8
"most",5,1,1070.4,1284.7
"most",5,1,1070.3,1284.5
"most",5,1,1070,1284.5
"most",5,1,1070,1284.3
"most",5,1,1070.2,1284.1
"most",5,1,1070.3,1283.8
"most",5,1,1070,1283.8
"most",5,1,1069.9,1283.5
"most",5,1,1069.8,1283.5
"most",5,1,1069.8,1283.4
"most",5,1,1069.6,1282.9
"most",5,1,1069.4,1282.3
"most",5,1,1069.9,1282.6
"most",5,1,1069.6,1282.2
"most",5,1,1069.4,1282.3
"most",5,1,1069.4,1282.3
"most",5,1,1069.8,1281.9
"most",5,1,1069.6,1281.9
"most",5,1,1069.4,1281.8
"most",5,1,1069.6,1281.6
"most",5,1,1069.7,1281.2
"most",5,1,1069.2,1281
"most",5,1,1069.2,1280.6
"most",5,1,1069,1280.3
"most",5,1,1069.1,1279.7
"most",5,1,1068.9,1279.5
"most",5,1,1069,1279.2
"most",5,1,1068.8,1279.1
"most",5,1,1068.9,1278.9
"most",5,1,1068.3,1277.9
"most",5,1,1068.4,1277.4
"most",5,1,1068.3,1277.2
"most",5,1,1068.3,1277
"most",5,1,1067.1,1277.3
"most",5,1,1066.4,1276.6
"most",5,1,1066.2,1276.9
"most",5,1,1066.5,1274.2
"most",5,1,1066.4,1274.4
"most",5,1,1066.2,1274.4
"most",5,1,1066.1,1274.6
"most",5,1,1066,1274.6
"most",5,1,1066,1274.4
"most",5,1,1066,1274.3
"most",5,1,1065.9,1274.4
"most",5,1,1065.7,1274.3
"most",5,1,1065.6,1274.6
"most",5,1,1065.6,1274.1
"most",5,1,1065.5,1274.6
"most",5,1,1065.3,1274.4
"most",5,1,1064.6,1274.4
"most",5,1,1064.4,1274.2
"most",5,1,1064.4,1274.4
"most",5,1,1064.2,1274.5
"most",5,1,1064,1274.4
"most",5,1,1063.6,1275
"most",5,1,1063.3,1275
"most",5,1,1063.3,1275.1
"most",5,1,1063,1275
"most",5,1,1063,1275.3
"most",5,1,1062.6,1275.3
"most",5,1,1063,1276
"most",5,1,1062.8,1276.8
"most",5,1,1063,1276.9
"most",5,1,1063.3,1277
"most",5,1,1063.5,1277.5
"most",5,1,1063.5,1278.6
"most",5,1,1063.1,1279
"most",5,1,1062.6,1279.2
"most",5,1,1062.4,1279.1
"most",5,1,1062,1279.4
"most",5,1,1062.2,1279.6
"most",5,1,1061.7,1279.9
"most",5,1,1061.4,1280.4
"most",5,1,1061.2,1280.5
"most",5,1,1061.2,1280.7
"most",5,1,1060.8,1280.7
"most",5,1,1060.9,1281
"most",5,1,1060.8,1281.1
"most",5,1,1060.8,1281.3
"most",5,1,1060.7,1281.4
"most",5,1,1061,1281.7
"most",5,1,1060.8,1281.9
"most",5,1,1060.8,1282.3
"most",5,1,1060.7,1282.5
"most",5,1,1060.5,1282.5
"most",5,1,1060.6,1282.8
"most",5,3,1071.7,1289.6
"most",5,3,1071.7,1289.9
"most",5,3,1071.7,1290.1
"most",5,3,1071.6,1290.2
"most",5,3,1071.4,1290.3
"most",5,3,1071.4,1290.6
"most",5,3,1071.4,1290.4
"most",5,3,1071.7,1290
"most",5,3,1071.7,1289.6
"most",5,4,1072.6,1292.8
"most",5,4,1072.5,1292.8
"most",5,4,1072.5,1292.7
"most",5,4,1072.6,1292.7
"most",5,4,1072.6,1292.8
"most",5,5,1072.5,1292.9
"most",5,5,1072.6,1292.8
"most",5,5,1072.6,1292.9
"most",5,5,1072.6,1292.9
"most",5,5,1072.5,1292.9
"most",5,2,1069.6,1282.9
"most",5,2,1069.9,1282.7
"most",5,2,1069.6,1282.6
"most",5,2,1069.6,1282.9
"most",6,1,1066.2,1261.5
"most",6,1,1066.7,1261.8
"most",6,1,1066.6,1261.9
"most",6,1,1066.7,1262.2
"most",6,1,1066.5,1262.5
"most",6,1,1066.3,1262.4
"most",6,1,1066.2,1262.5
"most",6,1,1066,1262.4
"most",6,1,1065.7,1262.8
"most",6,1,1065.5,1262.6
"most",6,1,1065.4,1262.7
"most",6,1,1065.2,1262.6
"most",6,1,1065.2,1262.4
"most",6,1,1065.1,1262.4
"most",6,1,1065,1262.7
"most",6,1,1064.7,1262.7
"most",6,1,1064.6,1262.4
"most",6,1,1064.4,1262.5
"most",6,1,1064.5,1263
"most",6,1,1064.2,1263
"most",6,1,1064.1,1263.2
"most",6,1,1064.4,1263.1
"most",6,1,1064.7,1263.2
"most",6,1,1064.6,1263.7
"most",6,1,1064.7,1263.7
"most",6,1,1064.7,1263.9
"most",6,1,1065,1263.9
"most",6,1,1065.1,1264.2
"most",6,1,1065,1264.4
"most",6,1,1065.1,1264.5
"most",6,1,1065.1,1264.8
"most",6,1,1064.7,1264.8
"most",6,1,1064.6,1265
"most",6,1,1064.9,1265.2
"most",6,1,1065.3,1265.2
"most",6,1,1065.3,1265.3
"most",6,1,1065.3,1265.7
"most",6,1,1065.2,1265.9
"most",6,1,1065.4,1266
"most",6,1,1065.3,1266.4
"most",6,1,1065.6,1266.4
"most",6,1,1065.7,1266.6
"most",6,1,1065.6,1266.7
"most",6,1,1065.4,1266.6
"most",6,1,1065.8,1267
"most",6,1,1065.8,1267.2
"most",6,1,1065.5,1267.2
"most",6,1,1065.5,1267.4
"most",6,1,1065.8,1267.4
"most",6,1,1065.8,1268.5
"most",6,1,1066,1268.1
"most",6,1,1066.2,1267.6
"most",6,1,1066.3,1267.6
"most",6,1,1066.4,1267.9
"most",6,1,1066.8,1268
"most",6,1,1066.7,1268.3
"most",6,1,1066.8,1268.6
"most",6,1,1066.6,1269.6
"most",6,1,1066.3,1269.5
"most",6,1,1066,1269.5
"most",6,1,1066.4,1269.6
"most",6,1,1066.3,1270.3
"most",6,1,1066.5,1270.4
"most",6,1,1066.6,1270.2
"most",6,1,1066.5,1270.5
"most",6,1,1066.6,1271.2
"most",6,1,1066.9,1271.3
"most",6,1,1067.9,1262.3
"most",6,1,1067.6,1262.2
"most",6,1,1067.4,1262
"most",6,1,1067.3,1262.2
"most",6,1,1067.1,1262.1
"most",6,1,1067.1,1261.9
"most",6,1,1066.9,1261.9
"most",6,1,1066.3,1261.2
"most",6,1,1066.2,1261.5
"most",6,6,1064.6,1262.6
"most",6,6,1064.6,1262.7
"most",6,6,1064.6,1262.6
"most",6,6,1064.6,1262.6
"most",6,2,1068.4,1277.4
"most",6,2,1068.3,1277.9
"most",6,2,1068.9,1278.9
"most",6,2,1068.8,1279.1
"most",6,2,1069,1279.2
"most",6,2,1068.9,1279.5
"most",6,2,1069.1,1279.7
"most",6,2,1069,1280.3
"most",6,2,1069.2,1280.6
"most",6,2,1069.2,1281
"most",6,2,1069.7,1281.2
"most",6,2,1069.6,1281.6
"most",6,2,1069.4,1281.8
"most",6,2,1069.6,1281.9
"most",6,2,1069.8,1281.9
"most",6,2,1069.4,1282.3
"most",6,2,1069.6,1282.2
"most",6,2,1069.9,1282.6
"most",6,2,1069.4,1282.3
"most",6,2,1069.6,1282.9
"most",6,2,1069.8,1283.4
"most",6,2,1069.8,1283.5
"most",6,2,1069.9,1283.5
"most",6,2,1070,1283.8
"most",6,2,1070.3,1283.8
"most",6,2,1070.2,1284.1
"most",6,2,1070,1284.3
"most",6,2,1070,1284.5
"most",6,2,1070.3,1284.5
"most",6,2,1070.4,1284.7
"most",6,2,1070.1,1284.8
"most",6,2,1069.9,1285
"most",6,2,1070,1284.9
"most",6,2,1070.4,1284.9
"most",6,2,1070.4,1284.5
"most",6,2,1070.6,1284.5
"most",6,2,1070.5,1284.9
"most",6,2,1070.3,1285.2
"most",6,2,1070.6,1285.5
"most",6,2,1070.4,1285.7
"most",6,2,1070.9,1285.8
"most",6,2,1070.8,1286.2
"most",6,2,1070.7,1286.5
"most",6,2,1070.9,1286.6
"most",6,2,1070.9,1286.7
"most",6,2,1070.7,1286.7
"most",6,2,1070.7,1287.1
"most",6,2,1071.1,1287.4
"most",6,2,1070.9,1287.6
"most",6,2,1071.3,1288.2
"most",6,2,1071.2,1288.3
"most",6,2,1071.4,1288.3
"most",6,2,1071.3,1288.8
"most",6,2,1071.4,1288.8
"most",6,2,1071.4,1289.1
"most",6,2,1071.6,1289.1
"most",6,2,1071.6,1289.3
"most",6,2,1071.8,1289.8
"most",6,2,1071.8,1290.1
"most",6,2,1071.5,1290.6
"most",6,2,1071.7,1291
"most",6,2,1072,1291
"most",6,2,1072.2,1291.1
"most",6,2,1072.2,1291.4
"most",6,2,1072.1,1291.5
"most",6,2,1072.4,1292.2
"most",6,2,1072.3,1292.2
"most",6,2,1072.4,1292.4
"most",6,2,1072.5,1292.4
"most",6,2,1072.6,1292.6
"most",6,2,1072.3,1292.6
"most",6,2,1072.5,1292.6
"most",6,2,1072.6,1292.7
"most",6,2,1072.8,1292.9
"most",6,2,1072.6,1293
"most",6,2,1072.6,1293.2
"most",6,2,1072.8,1293
"most",6,2,1073.2,1293.1
"most",6,2,1074,1292.9
"most",6,2,1074.6,1292.9
"most",6,2,1074.8,1292.6
