"family","angle","unit","pop","black","share","bvap"
"strip",101,6,177800,20665,11.623,11.164
"strip",102,1,177213,152300,85.942,85.085
"strip",102,2,178360,145769,81.727,80.608
"strip",102,3,177839,90332,50.794,47.615
"strip",102,4,177815,36017,20.255,20.306
"strip",102,5,177769,32566,18.319,17.762
"strip",102,6,177714,20640,11.614,11.149
"strip",103,1,177795,152566,85.81,84.962
"strip",103,2,177708,144987,81.587,80.424
"strip",103,3,177943,90532,50.877,47.706
"strip",103,4,177665,36324,20.445,20.452
"strip",103,5,177631,32643,18.377,17.818
"strip",103,6,177968,20572,11.559,11.095
"strip",104,1,177773,152481,85.773,84.927
"strip",104,2,177771,144652,81.37,80.16
"strip",104,3,177950,90756,51.001,47.825
"strip",104,4,177617,36520,20.561,20.571
"strip",104,5,177974,32646,18.343,17.785
"strip",104,6,177625,20569,11.58,11.124
"strip",105,1,177774,152560,85.817,84.981
"strip",105,2,177798,144067,81.028,79.779
"strip",105,3,177762,90332,50.816,47.722
"strip",105,4,177855,37462,21.063,20.984
"strip",105,5,177734,32814,18.462,17.89
"strip",105,6,177787,20389,11.468,11.027
"strip",106,1,177774,152519,85.794,84.956
"strip",106,2,177838,142778,80.285,78.933
"strip",106,3,177784,91449,51.438,48.335
"strip",106,4,177753,37668,21.191,21.088
"strip",106,5,177719,32909,18.517,17.939
"strip",106,6,177842,20301,11.415,10.983
"strip",107,1,177931,152437,85.672,84.834
"strip",107,2,178681,142887,79.968,78.535
"strip",107,3,176708,90778,51.372,48.252
"strip",107,4,177829,38312,21.544,21.409
"strip",107,5,177541,33037,18.608,18.024
"strip",107,6,178020,20173,11.332,10.899
"strip",108,1,177845,152315,85.645,84.804
"strip",108,2,177812,141925,79.817,78.359
"strip",108,3,177685,91485,51.487,48.401
"strip",108,4,177807,38689,21.759,21.608
"strip",108,5,178017,32834,18.444,17.874
"strip",108,6,177544,20376,11.477,11.035
"strip",109,1,177813,151999,85.483,84.666
"strip",109,2,177777,141335,79.501,77.941
"strip",109,3,177600,91784,51.68,48.602
"strip",109,4,177800,39268,22.085,21.906
"strip",109,5,178265,32874,18.441,17.858
"strip",109,6,177455,20364,11.476,11.05
"strip",110,1,177895,151849,85.359,84.588
"strip",110,2,177684,140995,79.352,77.692
"strip",110,3,177657,91482,51.494,48.481
"strip",110,4,177432,40046,22.57,22.36
"strip",110,5,178332,32704,18.339,17.746
"strip",110,6,177710,20548,11.563,11.151
"strip",111,1,177790,151515,85.221,84.484
"strip",111,2,177773,140715,79.154,77.432
"strip",111,3,177892,91808,51.609,48.593
"strip",111,4,178011,40606,22.811,22.58
"strip",111,5,177650,32158,18.102,17.519
"strip",111,6,177594,20822,11.724,11.294
"strip",112,1,177006,150526,85.04,84.318
"strip",112,2,178622,141135,79.013,77.228
"strip",112,3,177729,91945,51.733,48.75
"strip",112,4,177761,41020,23.076,22.807
"strip",112,5,177612,32173,18.114,17.515
"strip",112,6,177980,20825,11.701,11.281
"strip",113,1,177833,151223,85.037,84.32
"strip",113,2,177690,139817,78.686,76.888
"strip",113,3,177815,92064,51.775,48.776
"strip",113,4,177822,41521,23.35,23.069
"strip",113,5,177729,31983,17.995,17.406
"strip",113,6,177821,21016,11.819,11.399
"strip",114,1,177839,151316,85.086,84.399
"strip",114,2,177574,138408,77.944,76.125
"strip",114,3,177993,93049,52.277,49.158
"strip",114,4,177706,41834,23.541,23.264
"strip",114,5,177997,32118,18.044,17.45
"strip",114,6,177601,20899,11.767,11.348
"strip",115,1,177779,151099,84.993,84.304
"strip",115,2,177797,137909,77.565,75.681
"strip",115,3,177800,92563,52.06,48.997
"strip",115,4,177736,43036,24.213,23.87
"strip",115,5,177778,32045,18.025,17.428
"strip",115,6,177820,20972,11.794,11.382
"strip",116,1,177837,150962,84.888,84.198
"strip",116,2,177736,136639,76.878,74.864
"strip",116,3,177779,93551,52.622,49.574
"strip",116,4,177760,43455,24.446,24.09
"strip",116,5,177809,32016,18.006,17.41
"strip",116,6,177789,21001,11.812,11.401
"strip",117,1,177777,150776,84.812,84.117
"strip",117,2,177803,136207,76.606,74.538
"strip",117,3,177721,93798,52.778,49.758
"strip",117,4,177741,43803,24.644,24.282
"strip",117,5,177613,31815,17.913,17.327
"strip",117,6,178055,21225,11.92,11.509
"strip",118,1,177772,151013,84.948,84.238
"strip",118,2,177819,134895,75.861,73.78
"strip",118,3,177751,94321,53.064,50.021
"strip",118,4,177925,44406,24.958,24.604
"strip",118,5,177636,31793,17.898,17.316
"strip",118,6,177807,21196,11.921,11.508
"strip",119,1,177775,150769,84.809,84.094
"strip",119,2,177460,133749,75.369,73.231
"strip",119,3,177606,95017,53.499,50.413
"strip",119,4,178211,45093,25.303,24.933
"strip",119,5,177832,31901,17.939,17.36
"strip",119,6,177826,21095,11.863,11.446
"strip",120,1,177785,150740,84.788,84.054
"strip",120,2,177815,132186,74.339,72.165
"strip",120,3,177760,96208,54.122,50.918
"strip",120,4,177781,45529,25.61,25.221
"strip",120,5,177734,31846,17.918,17.355
"strip",120,6,177835,21115,11.873,11.446
"strip",121,1,177857,150426,84.577,83.821
"strip",121,2,177710,131477,73.984,71.783
"strip",121,3,177809,96371,54.199,50.98
"strip",121,4,177611,46387,26.117,25.702
"strip",121,5,178199,31853,17.875,17.314
"strip",121,6,177524,21110,11.891,11.468
"strip",122,1,177666,149882,84.362,83.594
"strip",122,2,177909,130679,73.453,71.153
"strip",122,3,177659,97011,54.605,51.447
"strip",122,4,177719,47085,26.494,25.997
"strip",122,5,178293,31585,17.715,17.178
"strip",122,6,177464,21382,12.049,11.608
"strip",123,1,177793,149700,84.199,83.375
"strip",123,2,177785,129478,72.828,70.466
"strip",123,3,177782,97623,54.912,51.751
"strip",123,4,177731,47883,26.941,26.426
"strip",123,5,178055,31415,17.643,17.12
"strip",123,6,177564,21525,12.122,11.674
"strip",124,1,177776,149600,84.151,83.332
"strip",124,2,177774,128596,72.337,69.906
"strip",124,3,178062,98010,55.043,51.903
"strip",124,4,177498,48477,27.311,26.778
"strip",124,5,177912,31449,17.677,17.141
"strip",124,6,177688,21492,12.095,11.666
"strip",125,1,177784,149593,84.143,83.333
"strip",125,2,177979,127563,71.673,69.175
"strip",125,3,177554,98065,55.231,52.098
"strip",125,4,177776,49491,27.839,27.283
"strip",125,5,177342,31332,17.668,17.143
"strip",125,6,178275,21580,12.105,11.666
"strip",126,1,177783,149207,83.926,83.098
"strip",126,2,177788,126944,71.402,68.833
"strip",126,3,177759,98337,55.32,52.255
"strip",126,4,177821,50046,28.144,27.542
"strip",126,5,177742,31395,17.663,17.175
"strip",126,6,177817,21695,12.201,11.754
"strip",127,1,177803,148577,83.563,82.705
"strip",127,2,177684,126178,71.013,68.415
"strip",127,3,177930,98776,55.514,52.411
"strip",127,4,177723,51068,28.735,28.132
"strip",127,5,177783,31253,17.579,17.088
"strip",127,6,177787,21772,12.246,11.808
"strip",128,1,177770,148305,83.425,82.587
"strip",128,2,177543,125136,70.482,67.822
"strip",128,3,178038,98892,55.545,52.452
"strip",128,4,177891,52369,29.439,28.773
"strip",128,5,177716,31067,17.481,17.005
"strip",128,6,177752,21855,12.295,11.855
"strip",129,1,177764,147632,83.049,82.192
"strip",129,2,177876,124724,70.119,67.423
"strip",129,3,177936,98076,55.119,52.023
"strip",129,4,177358,54192,30.555,29.831
"strip",129,5,177891,30997,17.425,16.964
"strip",129,6,177885,22003,12.369,11.924
"strip",130,1,177789,146762,82.548,81.693
"strip",130,2,177789,124240,69.881,67.154
"strip",130,3,177521,97781,55.081,51.935
"strip",130,4,177429,55876,31.492,30.661
"strip",130,5,178385,30403,17.043,16.63
"strip",130,6,177797,22562,12.69,12.241
"strip",131,1,177703,146567,82.479,81.613
"strip",131,2,177907,123680,69.519,66.854
"strip",131,3,177153,96094,54.244,51.176
"strip",131,4,178322,58306,32.697,31.666
"strip",131,5,177856,30424,17.106,16.682
"strip",131,6,177769,22553,12.687,12.237
"strip",132,1,177786,146299,82.289,81.39
"strip",132,2,177833,122580,68.93,66.295
"strip",132,3,177600,95962,54.033,50.884
"strip",132,4,178047,59706,33.534,32.54
"strip",132,5,177511,29973,16.885,16.474
"strip",132,6,177933,23104,12.985,12.53
"strip",133,1,177779,145488,81.836,80.918
"strip",133,2,177799,121775,68.49,65.816
"strip",133,3,177740,94908,53.397,50.283
"strip",133,4,177318,62242,35.102,34.002
"strip",133,5,177863,29685,16.69,16.293
"strip",133,6,178211,23526,13.201,12.75
"strip",134,1,177768,144971,81.551,80.603
"strip",134,2,177759,120360,67.71,65.086
"strip",134,3,177931,94480,53.099,50.019
"strip",134,4,177746,64525,36.302,35.153
"strip",134,5,177669,29747,16.743,16.369
"strip",134,6,177837,23541,13.237,12.782
"strip",135,1,177777,144265,81.149,80.151
"strip",135,2,177829,119189,67.025,64.431
"strip",135,3,177772,94774,53.312,50.249
"strip",135,4,177795,66019,37.132,35.873
"strip",135,5,177732,29239,16.451,16.112
"strip",135,6,177805,24138,13.576,13.121
"strip",136,1,177808,143568,80.743,79.683
"strip",136,2,177913,118323,66.506,63.924
"strip",136,3,177647,94187,53.019,49.978
"strip",136,4,178016,68071,38.239,36.973
"strip",136,5,177190,28862,16.289,15.991
"strip",136,6,178136,24613,13.817,13.348
"strip",137,1,177754,142650,80.251,79.15
"strip",137,2,177759,117764,66.249,63.667
"strip",137,3,177605,92930,52.324,49.284
"strip",137,4,177965,70346,39.528,38.337
"strip",137,5,177598,28906,16.276,15.991
"strip",137,6,178029,25028,14.058,13.604
"strip",138,1,177779,141072,79.352,78.129
"strip",138,2,178512,117619,65.889,63.263
"strip",138,3,177298,93534,52.755,49.716
"strip",138,4,177585,71560,40.296,39.124
"strip",138,5,177760,28296,15.918,15.623
"strip",138,6,177776,25543,14.368,13.93
"strip",139,1,177800,139865,78.664,77.36
"strip",139,2,177741,116916,65.779,63.088
"strip",139,3,177857,92964,52.269,49.323
"strip",139,4,177684,73753,41.508,40.346
"strip",139,5,177570,28044,15.793,15.485
"strip",139,6,178058,26082,14.648,14.243
"strip",140,1,177759,138864,78.119,76.729
"strip",140,2,177832,114517,64.396,61.678
"strip",140,3,177775,94140,52.955,49.987
"strip",140,4,177864,76022,42.742,41.646
"strip",140,5,177812,27680,15.567,15.257
"strip",140,6,177668,26401,14.86,14.465
"strip",141,1,177759,137235,77.203,75.682
"strip",141,2,177665,113093,63.655,60.836
"strip",141,3,177954,94007,52.827,49.96
"strip",141,4,177780,78883,44.371,43.335
"strip",141,5,176777,27526,15.571,15.309
"strip",141,6,178775,26880,15.036,14.626
"strip",142,1,177765,136495,76.784,75.188
"strip",142,2,177781,111369,62.644,59.797
"strip",142,3,177831,94010,52.865,50.035
"strip",142,4,177791,80915,45.511,44.566
"strip",142,5,177375,27889,15.723,15.402
"strip",142,6,178167,26946,15.124,14.741
"strip",143,1,177778,135071,75.977,74.243
"strip",143,2,177784,110026,61.887,59.022
"strip",143,3,177765,94709,53.278,50.469
"strip",143,4,177802,81029,45.573,44.664
"strip",143,5,177795,29680,16.693,16.368
"strip",143,6,177786,27109,15.248,14.86
"strip",144,1,177777,133051,74.842,72.963
"strip",144,2,177810,109721,61.707,58.779
"strip",144,3,177476,93918,52.919,50.2
"strip",144,4,178230,81660,45.817,44.91
"strip",144,5,177758,32219,18.125,17.792
"strip",144,6,177659,27055,15.229,14.85
"strip",145,1,177932,132070,74.225,72.19
"strip",145,2,177626,107520,60.532,57.607
"strip",145,3,177460,93340,52.598,50.067
"strip",145,4,178051,79190,44.476,43.592
"strip",145,5,177807,38406,21.6,21.193
"strip",145,6,177834,27098,15.238,14.87
"strip",146,1,177676,129771,73.038,70.835
"strip",146,2,177878,106505,59.875,56.994
"strip",146,3,177787,92284,51.907,49.42
"strip",146,4,177870,80247,45.116,44.289
"strip",146,5,177419,41436,23.355,22.93
"strip",146,6,178080,27381,15.376,15.016
"strip",147,1,177758,128044,72.033,69.686
"strip",147,2,177782,104632,58.854,56.091
"strip",147,3,177845,89778,50.481,48.118
"strip",147,4,177876,79601,44.751,43.966
"strip",147,5,177686,48212,27.133,26.671
"strip",147,6,177763,27357,15.39,15.031
"strip",148,1,177788,126718,71.275,68.852
"strip",148,2,177851,103863,58.399,55.612
"strip",148,3,177776,87622,49.288,47.105
"strip",148,4,177282,77578,43.76,43.012
"strip",148,5,178026,54260,30.479,29.913
"strip",148,6,177987,27583,15.497,15.146
"strip",149,1,177785,124755,70.172,67.606
"strip",149,2,177790,103810,58.389,55.703
"strip",149,3,177715,85004,47.832,45.823
"strip",149,4,177549,78131,44.005,43.234
"strip",149,5,178388,57165,32.045,31.484
"strip",149,6,177483,28759,16.204,15.837
"strip",150,1,177747,121474,68.341,65.625
"strip",150,2,177672,103308,58.145,55.578
"strip",150,3,177941,83469,46.908,44.952
"strip",150,4,177814,76777,43.178,42.413
"strip",150,5,177720,63227,35.577,34.975
"strip",150,6,177816,29369,16.517,16.13
"strip",151,1,177785,118469,66.636,63.899
"strip",151,2,177881,100656,56.586,54.116
"strip",151,3,177209,85066,48.003,45.984
"strip",151,4,178395,75188,42.147,41.467
"strip",151,5,177467,66802,37.642,36.983
"strip",151,6,177973,31443,17.667,17.279
"strip",152,1,177820,116119,65.301,62.567
"strip",152,2,177719,98683,55.528,53.14
"strip",152,3,177818,85662,48.174,46.124
"strip",152,4,177262,72278,40.775,40.173
"strip",152,5,178276,70434,39.508,38.755
"strip",152,6,177815,34448,19.373,18.944
"strip",153,1,178505,114268,64.014,61.379
"strip",153,2,177111,96255,54.347,51.977
"strip",153,3,178228,84208,47.247,45.306
"strip",153,4,177749,74525,41.927,41.032
"strip",153,5,177321,70368,39.684,39.085
"strip",153,6,177796,38000,21.373,20.913
"strip",154,1,177800,112306,63.164,60.559
"strip",154,2,177935,94089,52.878,50.618
"strip",154,3,177786,82055,46.154,44.335
"strip",154,4,177712,77633,43.685,42.59
"strip",154,5,177612,70887,39.911,39.415
"strip",154,6,177865,40654,22.857,22.4
"strip",155,1,178106,108111,60.7,58.187
"strip",155,2,177481,92422,52.074,49.835
"strip",155,3,177536,80154,45.148,43.48
"strip",155,4,177773,80174,45.099,43.713
"strip",155,5,178160,71420,40.088,39.689
"strip",155,6,177654,45343,25.523,25.175
"strip",156,1,177560,103121,58.077,55.644
"strip",156,2,177977,91458,51.388,49.192
"strip",156,3,177899,79918,44.923,43.524
"strip",156,4,177820,79116,44.492,42.913
"strip",156,5,177817,74443,41.865,41.39
"strip",156,6,177637,49568,27.904,27.545
"strip",157,1,177882,99458,55.912,53.654
"strip",157,2,177756,89365,50.274,48.115
"strip",157,3,177805,78905,44.377,42.809
"strip",157,4,177805,78768,44.3,42.775
"strip",157,5,177759,74691,42.018,41.459
"strip",157,6,177703,56437,31.759,31.538
"strip",158,1,177648,94864,53.4,51.332
"strip",158,2,177953,86099,48.383,46.402
"strip",158,3,177898,81715,45.934,44.17
"strip",158,4,178073,79527,44.66,43.113
"strip",158,5,177196,73262,41.345,40.732
"strip",158,6,177942,62157,34.931,34.768
"strip",159,1,177994,91496,51.404,49.351
"strip",159,2,177675,82477,46.42,44.665
"strip",159,3,177689,79034,44.479,42.652
"strip",159,4,177904,78395,44.066,42.641
"strip",159,5,177776,78058,43.908,43.342
"strip",159,6,177672,68164,38.365,38.179
"strip",160,1,177778,87458,49.195,47.197
"strip",160,2,177875,79799,44.862,43.571
"strip",160,3,177765,79718,44.845,43.114
"strip",160,4,177693,78850,44.374,43.642
"strip",160,5,177849,78653,44.225,42.575
"strip",160,6,177750,73146,41.151,40.975
"strip",161,1,177848,82443,46.356,44.772
"strip",161,2,178582,81894,45.858,43.961
"strip",161,3,177793,79883,44.93,43.773
"strip",161,4,177788,79057,44.467,44.234
"strip",161,5,177707,78920,44.41,43.497
"strip",161,6,176992,75427,42.616,40.979
"strip",162,1,177864,85216,47.911,47.621
"strip",162,2,177763,81963,46.108,44.592
"strip",162,3,177590,81584,45.94,44.95
"strip",162,4,177888,77427,43.526,42.548
"strip",162,5,177523,76726,43.22,41.322
"strip",162,6,178082,74708,41.951,40.392
"strip",163,1,177762,91491,51.468,51.218
"strip",163,2,177899,82759,46.52,45.606
"strip",163,3,177806,80753,45.416,44.065
"strip",163,4,178093,78092,43.849,42.663
"strip",163,5,177338,74143,41.809,40.215
"strip",163,6,177812,70386,39.585,37.793
"strip",164,1,177808,95030,53.445,53.192
"strip",164,2,177507,85036,47.906,47.029
"strip",164,3,178178,81758,45.886,44.387
"strip",164,4,177757,77395,43.54,42.412
"strip",164,5,177678,71749,40.381,38.961
"strip",164,6,177782,66656,37.493,35.728
"strip",165,1,177803,101555,57.117,56.926
"strip",165,2,177710,85497,48.11,47.152
"strip",165,3,177710,79657,44.824,43.335
"strip",165,4,178029,78370,44.021,43.137
"strip",165,5,177677,71783,40.401,38.81
"strip",165,6,177781,60762,34.178,32.513
"strip",166,1,177791,107945,60.715,60.495
"strip",166,2,178289,86672,48.613,47.716
"strip",166,3,177232,79080,44.619,43.891
"strip",166,4,177990,78053,43.852,42.267
"strip",166,5,177622,71606,40.314,38.653
"strip",166,6,177786,54268,30.524,29.039
"strip",167,1,178021,114721,64.442,64.178
"strip",167,2,177275,85057,47.98,47.288
"strip",167,3,178188,81504,45.74,45.065
"strip",167,4,177604,75461,42.488,40.955
"strip",167,5,177916,70039,39.366,37.664
"strip",167,6,177706,50842,28.61,27.22
"strip",168,1,177588,119693,67.399,67.089
"strip",168,2,178068,87134,48.933,48.248
"strip",168,3,177597,80244,45.183,44.681
"strip",168,4,178027,74865,42.053,40.506
"strip",168,5,177615,69238,38.982,37.118
"strip",168,6,177815,46450,26.123,24.906
"strip",169,1,177784,126855,71.353,70.943
"strip",169,2,178061,87320,49.039,48.503
"strip",169,3,177242,80956,45.675,45.386
"strip",169,4,178079,71973,40.416,38.845
"strip",169,5,177767,66347,37.322,35.497
"strip",169,6,177777,44173,24.847,23.717
"strip",170,1,177784,132674,74.627,74.09
"strip",170,2,177514,88039,49.596,49.278
"strip",170,3,177682,80261,45.171,44.923
"strip",170,4,177852,70054,39.389,37.803
"strip",170,5,178545,64026,35.86,34.164
"strip",170,6,177333,42570,24.006,22.896
"strip",171,1,177845,137764,77.463,76.781
"strip",171,2,177736,90344,50.83,50.708
"strip",171,3,177790,79132,44.509,44.22
"strip",171,4,178237,67707,37.987,36.356
"strip",171,5,177259,61598,34.75,33.183
"strip",171,6,177843,41079,23.098,22.111
"strip",172,1,177731,141619,79.682,78.934
"strip",172,2,177839,91793,51.616,51.603
"strip",172,3,177771,81706,45.961,45.466
"strip",172,4,177799,63905,35.942,34.567
"strip",172,5,177927,58974,33.145,31.66
"strip",172,6,177643,39627,22.307,21.396
"strip",173,1,177935,145561,81.806,81.02
"strip",173,2,177651,95494,53.754,53.891
"strip",173,3,177630,81255,45.744,45.111
"strip",173,4,177924,60415,33.956,32.951
"strip",173,5,177895,56085,31.527,30.033
"strip",173,6,177675,38814,21.846,20.938
"strip",174,1,178044,149716,84.089,83.406
"strip",174,2,177612,99188,55.845,56.005
"strip",174,3,177761,80237,45.138,44.684
"strip",174,4,177621,56779,31.966,30.986
"strip",174,5,177858,55441,31.171,29.624
"strip",174,6,177814,36263,20.394,19.518
"strip",175,1,177709,151918,85.487,84.861
"strip",175,2,178172,104449,58.623,58.682
"strip",175,3,177457,75203,42.378,42.157
"strip",175,4,177996,56167,31.555,30.443
"strip",175,5,178200,54862,30.787,29.322
"strip",175,6,177176,35025,19.768,18.88
"strip",176,1,177812,153816,86.505,85.9
"strip",176,2,177741,107536,60.502,60.559
"strip",176,3,177801,72614,40.84,40.654
"strip",176,4,177794,56071,31.537,30.258
"strip",176,5,177767,55170,31.035,29.806
"strip",176,6,177795,32417,18.233,17.16
"strip",177,1,177654,156671,88.189,87.569
"strip",177,2,177956,111760,62.802,62.662
"strip",177,3,177887,69218,38.911,38.902
"strip",177,4,177643,55127,31.032,29.698
"strip",177,5,177791,54699,30.766,29.537
"strip",177,6,177779,30149,16.959,15.97
"strip",178,1,177692,158357,89.119,88.485
"strip",178,2,177933,115803,65.082,64.716
"strip",178,3,177729,66439,37.382,37.704
"strip",178,4,177807,54905,30.879,29.545
"strip",178,5,177707,54614,30.733,29.261
"strip",178,6,177842,27506,15.467,14.703
"strip",179,1,177825,158682,89.235,88.588
"strip",179,2,177948,120722,67.841,67.338
"strip",179,3,177555,65257,36.753,37.185
"strip",179,4,177814,55196,31.041,29.739
"strip",179,5,177749,51638,29.051,27.594
"strip",179,6,177819,26129,14.694,13.975
"split",0,1,177818,156511,88.018,87.159
"split",0,2,177701,126704,71.302,70.957
"split",0,3,177700,71271,40.107,37.258
"split",0,4,177809,65002,36.557,36.938
"split",0,5,177865,34462,19.375,19.181
"split",0,6,177817,23674,13.314,12.644
"split",1,1,177880,156036,87.72,86.828
"split",1,2,177814,129652,72.914,72.503
"split",1,3,177467,69068,38.919,36.232
"split",1,4,178187,65936,37.004,37.28
"split",1,5,177919,33355,18.747,18.51
"split",1,6,177443,23577,13.287,12.623
"split",2,1,177568,155019,87.301,86.452
"split",2,2,177508,132422,74.601,74.148
"split",2,3,178029,68324,38.378,38.579
"split",2,4,177858,65459,36.804,34.209
"split",2,5,177854,32855,18.473,18.239
"split",2,6,177893,23545,13.235,12.568
"split",3,1,177893,154614,86.914,86.07
"split",3,2,177730,134316,75.573,75.1
"split",3,3,177712,69138,38.905,38.872
"split",3,4,177755,63174,35.54,33.153
"split",3,5,178183,33041,18.543,18.272
"split",3,6,177437,23341,13.155,12.495
"split",4,1,177816,154201,86.719,85.879
"split",4,2,177793,136934,77.019,76.426
"split",4,3,177782,68859,38.732,38.615
"split",4,4,177867,61472,34.561,32.264
"split",4,5,177495,32778,18.467,18.23
"split",4,6,177957,23380,13.138,12.479
"split",5,1,177587,153495,86.434,85.599
"split",5,2,177940,138946,78.086,77.504
"split",5,3,177969,70398,39.556,39.099
"split",5,4,177404,59325,33.441,31.343
"split",5,5,177748,32158,18.092,17.887
"split",5,6,178062,23302,13.086,12.432
"split",6,1,177777,153568,86.382,85.542
"split",6,2,176539,140774,79.741,79.15
"split",6,3,179029,72341,40.407,39.707
"split",6,4,177767,55219,31.063,29.343
"split",6,5,178001,32676,18.357,18.184
"split",6,6,177597,23046,12.977,12.332
"split",7,1,177755,153305,86.245,85.406
"split",7,2,179040,144583,80.755,80.24
"split",7,3,176552,71420,40.453,39.421
"split",7,4,177776,52660,29.622,28.13
"split",7,5,177782,32598,18.336,18.154
"split",7,6,177805,23058,12.968,12.33
"split",8,1,177740,153054,86.111,85.283
"split",8,2,178898,146096,81.664,81.234
"split",8,3,176686,72524,41.047,39.847
"split",8,4,177939,50331,28.286,27.002
"split",8,5,177612,32639,18.377,18.167
"split",8,6,177835,22980,12.922,12.289
"split",9,1,177908,153031,86.017,85.188
"split",9,2,177582,146213,82.335,81.917
"split",9,3,177704,75547,42.513,41.318
"split",9,4,177619,47532,26.761,25.591
"split",9,5,177905,32349,18.183,17.989
"split",9,6,177992,22952,12.895,12.268
"split",10,1,177840,152792,85.915,85.087
"split",10,2,177667,147576,83.063,82.687
"split",10,3,177823,76210,42.857,41.541
"split",10,4,177500,46040,25.938,24.914
"split",10,5,177928,32136,18.061,17.823
"split",10,6,177952,22870,12.852,12.241
"split",11,1,177866,152646,85.821,84.991
"split",11,2,177893,148447,83.447,83.102
"split",11,3,177574,79413,44.721,43.34
"split",11,4,177602,42751,24.071,23.047
"split",11,5,177882,31531,17.726,17.461
"split",11,6,177893,22836,12.837,12.237
"split",12,1,177775,152533,85.801,84.962
"split",12,2,177846,149861,84.264,83.969
"split",12,3,177778,79043,44.462,43.057
"split",12,4,177631,42130,23.718,22.783
"split",12,5,177818,31237,17.567,17.274
"split",12,6,177862,22820,12.83,12.232
"split",13,1,177955,152581,85.741,84.902
"split",13,2,177880,151016,84.898,84.589
"split",13,3,177826,79836,44.896,43.364
"split",13,4,177804,40385,22.713,21.957
"split",13,5,177495,30933,17.428,17.101
"split",13,6,177750,22873,12.868,12.265
"split",14,1,178135,152731,85.739,84.899
"split",14,2,177636,151925,85.526,85.214
"split",14,3,177644,79271,44.624,43.107
"split",14,4,177756,39905,22.449,21.738
"split",14,5,177951,30952,17.394,17.064
"split",14,6,177588,22840,12.861,12.265
"split",15,1,177860,152612,85.805,85.5
"split",15,2,177651,152290,85.724,84.882
"split",15,3,177815,80005,44.993,43.463
"split",15,4,177545,38904,21.912,21.225
"split",15,5,177868,30961,17.407,17.09
"split",15,6,177971,22852,12.84,12.242
"split",16,1,178110,153469,86.165,85.835
"split",16,2,178055,152599,85.703,84.863
"split",16,3,178110,80439,45.163,43.686
"split",16,4,177690,37633,21.179,20.456
"split",16,5,177373,30714,17.316,16.978
"split",16,6,177372,22770,12.837,12.235
"split",17,1,177991,154720,86.926,86.601
"split",17,2,177503,151945,85.601,84.771
"split",17,3,177913,80714,45.367,43.831
"split",17,4,177742,36553,20.565,19.894
"split",17,5,177718,30875,17.373,17.046
"split",17,6,177843,22817,12.83,12.234
"split",18,1,177968,155841,87.567,87.276
"split",18,2,177888,152317,85.625,84.789
"split",18,3,177939,80226,45.086,43.562
"split",18,4,177523,35722,20.122,19.554
"split",18,5,177661,30709,17.285,16.946
"split",18,6,177731,22809,12.833,12.242
"split",19,1,177829,156492,88.001,87.67
"split",19,2,177715,151874,85.459,84.645
"split",19,3,177599,80530,45.344,43.841
"split",19,4,177430,35004,19.728,19.161
"split",19,5,178006,30910,17.365,17.025
"split",19,6,178131,22814,12.807,12.227
"split",20,1,177710,156795,88.231,87.857
"split",20,2,177712,151672,85.347,84.574
"split",20,3,177766,82143,46.208,44.458
"split",20,4,177910,33731,18.96,18.745
"split",20,5,177814,30515,17.161,16.793
"split",20,6,177798,22768,12.806,12.229
"split",21,1,177822,157644,88.653,88.234
"split",21,2,177779,151481,85.207,84.462
"split",21,3,177779,81923,46.081,44.341
"split",21,4,177760,33313,18.74,18.552
"split",21,5,177656,30520,17.179,16.802
"split",21,6,177914,22743,12.783,12.214
"split",22,1,178232,159081,89.255,88.803
"split",22,2,176985,150509,85.041,84.316
"split",22,3,178191,82063,46.053,44.334
"split",22,4,177592,32701,18.414,18.276
"split",22,5,177776,30582,17.203,16.811
"split",22,6,177934,22688,12.751,12.191
"split",23,1,177932,159116,89.425,88.949
"split",23,2,177677,151072,85.026,84.305
"split",23,3,177904,82656,46.461,44.727
"split",23,4,177748,31781,17.88,17.81
"split",23,5,177669,30400,17.11,16.703
"split",23,6,177780,22599,12.712,12.156
"split",24,1,177840,159205,89.521,89.02
"split",24,2,177832,151317,85.09,84.398
"split",24,3,177805,82809,46.573,44.82
"split",24,4,177748,31301,17.61,17.572
"split",24,5,177475,30458,17.162,16.742
"split",24,6,178010,22534,12.659,12.109
"split",25,1,177762,159767,89.877,89.366
"split",25,2,177779,151099,84.993,84.304
"split",25,3,177778,82695,46.516,44.771
"split",25,4,177758,31058,17.472,17.445
"split",25,5,178011,30722,17.258,16.831
"split",25,6,177622,22283,12.545,11.988
"split",26,1,177770,160280,90.161,89.619
"split",26,2,177837,150962,84.888,84.198
"split",26,3,177711,82535,46.443,44.723
"split",26,4,177837,30854,17.35,17.336
"split",26,5,177790,30792,17.319,16.885
"split",26,6,177765,22201,12.489,11.938
"split",27,1,177816,160456,90.237,89.687
"split",27,2,177777,150776,84.812,84.117
"split",27,3,177763,83319,46.871,45.088
"split",27,4,177259,30825,17.39,16.942
"split",27,5,177816,30086,16.92,16.988
"split",27,6,178279,22162,12.431,11.889
"split",28,1,177822,160418,90.213,89.659
"split",28,2,177772,151013,84.948,84.238
"split",28,3,177765,83341,46.883,45.182
"split",28,4,177337,31059,17.514,17.06
"split",28,5,177908,29863,16.786,16.864
"split",28,6,178106,21930,12.313,11.763
