"kind","x","y"
"Black",1058.75,1236.22
"Black",1065.89,1271.08
"Black",1066.23,1249.38
"Black",1064.46,1252.17
"not Black",1069.92,1282.91
"Black",1062.2,1258.53
"Black",1064.89,1242.53
"Black",1055.46,1232.18
"not Black",1062.73,1272.3
"not Black",1070.56,1291.97
"not Black",1068.45,1281.79
"not Black",1068.49,1249.96
"not Black",1080.11,1289.53
"Black",1075.19,1284.44
"Black",1055.07,1242.18
"not Black",1062.7,1284.9
"Black",1066.86,1280.04
"not Black",1063.18,1291.98
"not Black",1058.83,1258.18
"Black",1056.44,1229.95
"not Black",1067.16,1253.19
"not Black",1068.87,1292.37
"not Black",1081.2,1287.13
"not Black",1063.93,1296.12
"Black",1060.88,1248.11
"not Black",1069.29,1291.51
"not Black",1078.98,1282.55
"Black",1052.88,1252.4
"Black",1056,1248.62
"not Black",1080.28,1286.89
"Black",1056.4,1234.61
"not Black",1065.46,1260.72
"Black",1053.14,1241.14
"not Black",1066.28,1260.22
"not Black",1063.73,1263.24
"not Black",1063.37,1255.42
"not Black",1070.77,1282.7
"not Black",1069.76,1289.31
"not Black",1058.14,1262.3
"not Black",1065.03,1255.87
"Black",1061.67,1255.12
"not Black",1067.18,1283.4
"not Black",1062.34,1291.05
"not Black",1076.11,1285.73
"Black",1049.6,1235.12
"Black",1058.59,1234.71
"not Black",1080.31,1287.53
"Black",1064.26,1242.26
"not Black",1064.69,1283.37
"Black",1075.58,1283.39
"not Black",1073.18,1289.49
"not Black",1047.2,1237.79
"not Black",1077.5,1286.2
"Black",1053.61,1239.59
"Black",1064.87,1267.61
"Black",1056.77,1250.62
"not Black",1066.03,1292.47
"not Black",1072.99,1293.02
"not Black",1047.31,1238.13
"not Black",1077.36,1287.77
"not Black",1062.63,1255.54
"not Black",1065.43,1293.9
"not Black",1073.03,1279.32
"not Black",1063.37,1257.18
"not Black",1065.29,1255.92
"not Black",1064.32,1266.03
"not Black",1066.26,1280.04
"Black",1053.98,1238.15
"not Black",1065.57,1242.7
"Black",1052.64,1238.23
"not Black",1063.73,1269.66
"not Black",1061.49,1272.81
"Black",1059.16,1249.27
"Black",1062.94,1274.83
"not Black",1066.81,1253.55
"not Black",1080.48,1283.69
"not Black",1065.75,1273.58
"Black",1080.96,1283.85
"Black",1065.33,1270.09
"Black",1071.53,1294.6
"Black",1059.22,1234.34
"not Black",1080.56,1283.81
"not Black",1053.23,1229.75
"not Black",1061.24,1265.27
"not Black",1061.89,1270.65
"Black",1066.71,1249.76
"not Black",1078.61,1290.49
"not Black",1070.97,1290.01
"not Black",1065.36,1256.02
"Black",1056.6,1256.84
"not Black",1064.36,1244.93
"not Black",1067.05,1257.73
"Black",1049.46,1245.7
"not Black",1064,1256.43
"Black",1060.65,1250.3
"Black",1048.64,1225.12
"not Black",1068,1295.92
"Black",1061.39,1229.81
"not Black",1064.03,1260.86
"not Black",1064.29,1291.01
"Black",1054.22,1240.96
"Black",1058.25,1234.99
"Black",1065.47,1245.12
"not Black",1065.7,1276.34
"not Black",1059.85,1259.15
"Black",1058.42,1229.71
"not Black",1067.49,1286.43
"not Black",1051.81,1227.32
"not Black",1065.28,1262.17
"Black",1058.67,1245.56
"not Black",1071.74,1279.2
"Black",1055.16,1242.01
"Black",1061.08,1261.93
"Black",1059.09,1252.61
"not Black",1065.26,1260.51
"Black",1066.81,1246.85
"not Black",1063.57,1275.95
"not Black",1065.28,1262.09
"not Black",1067.43,1290.37
"Black",1059.63,1243.25
"Black",1059.1,1244.09
"not Black",1063.81,1270.11
"not Black",1068.45,1255.56
"not Black",1072.23,1282.95
"not Black",1061.33,1285.62
"not Black",1059.67,1247.4
"Black",1068.42,1243.39
"not Black",1065.92,1263.57
"not Black",1048.91,1228.34
"Black",1052.41,1240.98
"not Black",1066.42,1282.56
"not Black",1054.26,1250.3
"Black",1052.52,1237.03
"Black",1054.69,1231.85
"not Black",1071.53,1278.93
"Black",1055.16,1241.21
"Black",1056.38,1244.98
"Black",1064.23,1275.68
"not Black",1079.74,1288.68
"Black",1045.54,1241.8
"not Black",1058.67,1264.14
"Black",1054.72,1244.48
"Black",1052.2,1230.1
"Black",1063.01,1242.81
"not Black",1063.49,1255.32
"Black",1060.85,1259.35
"not Black",1070.74,1295.67
"Black",1050.53,1238.84
"not Black",1082.43,1288.53
"not Black",1065,1243
"Black",1064.08,1243.94
"Black",1063.54,1253.61
"not Black",1064.93,1255.47
"not Black",1084.18,1288.72
"not Black",1067.07,1258.88
"not Black",1063.12,1267.78
"not Black",1064.98,1268.05
"Black",1056.77,1242.67
"not Black",1067.23,1264.14
"not Black",1065.79,1267.61
"Black",1079.73,1289.37
"Black",1055.2,1252.54
"not Black",1071.78,1281.53
"Black",1053.61,1251.9
"Black",1065.23,1256.01
"not Black",1066.76,1271.78
"not Black",1066.56,1252.89
"Black",1056.09,1240.38
"not Black",1082.97,1286.81
"not Black",1067.66,1250.8
"Black",1065.28,1247.17
"not Black",1066.2,1273.54
"not Black",1077.31,1287.17
"Black",1066.06,1251.96
"Black",1045.38,1231.65
"not Black",1079.31,1285.16
"not Black",1074.78,1285.4
"Black",1050.53,1231.02
"Black",1057.5,1246.45
"not Black",1074.47,1291.55
"Black",1058.88,1233.36
"not Black",1068.49,1257.57
"Black",1061.92,1252.14
"Black",1068.42,1253.12
"Black",1055.55,1242.5
"not Black",1059.2,1289.57
"not Black",1065.96,1278.02
"not Black",1077.16,1286.69
"not Black",1064.38,1267.25
"Black",1056.1,1254.67
"not Black",1060.89,1259.71
"not Black",1059.34,1259.74
"Black",1055.38,1248.05
"Black",1060.93,1246.81
"Black",1066.69,1248.87
"not Black",1060.15,1271.78
"Black",1065.94,1254.53
"not Black",1061.41,1282.48
"Black",1051.49,1247.72
"not Black",1076.57,1289.99
"Black",1060.99,1232.33
"not Black",1065.04,1256.22
"not Black",1079.59,1290.38
"not Black",1078,1287.69
"not Black",1078.29,1284.31
"not Black",1077.42,1286.33
"Black",1061.74,1250
"not Black",1074.32,1284.66
"Black",1057.1,1230.98
"not Black",1066.6,1292.43
"not Black",1068.35,1289.65
"Black",1059.98,1253.42
"Black",1058.9,1252.25
"Black",1056.81,1245.33
"not Black",1066.01,1252.76
"Black",1056.05,1241.96
"not Black",1064.91,1266.77
"not Black",1072.82,1281.14
"Black",1065.83,1274.81
"Black",1065.28,1255.58
"Black",1058.12,1228.26
"not Black",1064.86,1272.5
"not Black",1067.61,1283.6
"Black",1066.04,1251.41
"not Black",1065.52,1257.75
"not Black",1065.6,1255.15
"not Black",1059.78,1286.2
"not Black",1064.43,1267.52
"Black",1056.44,1242.51
"Black",1065.61,1244.39
"not Black",1068.86,1282.45
"not Black",1066.57,1250.39
"Black",1060.77,1246.4
"Black",1065.49,1276.59
"not Black",1072.87,1286.96
"not Black",1067.92,1255.56
"Black",1060.58,1246.55
"Black",1061.89,1255.91
"not Black",1072.65,1278.35
"Black",1073.78,1283.07
"Black",1058.75,1235
"not Black",1073.82,1282.85
"not Black",1067.13,1284.06
"not Black",1067.38,1258.07
"not Black",1062.76,1254.94
"Black",1064.17,1275.52
"not Black",1067.66,1283.84
"not Black",1066.99,1253.41
"Black",1052.87,1249.1
"not Black",1064.89,1254.17
"not Black",1067.18,1263.19
"not Black",1063.25,1296.95
"Black",1044.56,1230.09
"Black",1064.64,1249.59
"Black",1068.81,1248.23
"Black",1048.97,1228.27
"Black",1061.83,1272.87
"not Black",1065.94,1276.02
"Black",1060.19,1245.44
"not Black",1072.79,1292.33
"Black",1067.19,1287.52
"not Black",1076.16,1288.76
"Black",1047.67,1241.99
"Black",1068.71,1247.63
"Black",1053.9,1240
"Black",1067.8,1243.37
"Black",1060.56,1242.18
"not Black",1063.97,1281.31
"not Black",1068.45,1280.65
"Black",1054.99,1234.83
"Black",1073.3,1289.07
"not Black",1074.95,1285.79
"Black",1059.35,1255.55
"not Black",1068.41,1250.05
"Black",1068.99,1246.67
"not Black",1079.29,1283.89
"not Black",1065.18,1264.87
"not Black",1060.33,1266.75
"not Black",1061.6,1268.53
"not Black",1068.29,1254.84
"Black",1064.13,1274.1
"not Black",1058.52,1264.02
"not Black",1063.96,1260.39
"Black",1055.1,1251.02
"not Black",1081.64,1286.41
"not Black",1066.81,1261.16
"Black",1069.01,1253.85
"Black",1062.08,1258.18
"not Black",1063.63,1269.88
"not Black",1063.78,1261.95
"not Black",1082.08,1288.53
"not Black",1060.56,1262.56
"Black",1049.81,1246.26
"Black",1066.53,1280.42
"Black",1068.86,1248.41
"not Black",1068.38,1252.78
"Black",1055.96,1247.91
"not Black",1066.94,1266.3
"not Black",1053.96,1229.87
"not Black",1042.12,1224.16
"Black",1041.85,1225.85
"Black",1056.67,1253.95
"not Black",1067.44,1283.85
"not Black",1059.82,1243.61
"Black",1050.47,1230.81
"Black",1061.94,1244.79
"not Black",1070.39,1283.66
"Black",1054.16,1243.56
"Black",1066.04,1254.97
"Black",1066.68,1255.13
"Black",1056.43,1254.45
"not Black",1082.52,1288.72
"Black",1059.52,1235.66
"Black",1045.93,1230.36
"Black",1065.67,1254.77
"Black",1058.11,1238.2
"Black",1058.02,1231.66
"Black",1063.46,1252.98
"Black",1043.66,1231.14
"Black",1048.16,1240.98
"not Black",1047.57,1230.84
"Black",1060.87,1231.86
"Black",1046.79,1229.06
"not Black",1070.39,1284.27
"Black",1056.97,1249.91
"Black",1077.83,1289.34
"not Black",1081.12,1287.23
"not Black",1067.71,1263.61
"not Black",1073.1,1279.22
"not Black",1061.69,1272.79
"not Black",1074.81,1281.4
"Black",1056.42,1256.76
"not Black",1075.16,1286.51
"not Black",1062.7,1242
"not Black",1073.67,1284.78
"not Black",1079.73,1285.65
"not Black",1074.34,1283.39
"not Black",1078.51,1286.04
"not Black",1076.48,1284.03
"Black",1067.37,1279.14
"Black",1064.59,1254.23
"not Black",1066.17,1257.11
"Black",1064.91,1261.94
"not Black",1064.9,1262.81
"not Black",1067.95,1260.28
"Black",1067.69,1250.21
"not Black",1062.96,1262.34
"not Black",1064.84,1280.98
"not Black",1066.25,1250.46
"not Black",1079.11,1283.55
"Black",1056.38,1227.7
"Black",1060.73,1231.6
"not Black",1065.89,1253.65
"Black",1067.2,1280.54
"not Black",1058.28,1258.7
"Black",1062.52,1251.3
"Black",1064.71,1254.27
"Black",1063.29,1253.41
"Black",1047.76,1235.18
"not Black",1068.68,1285.07
"not Black",1058.8,1291.62
"Black",1052.31,1225.81
"not Black",1062.2,1269.44
"Black",1046,1236.34
"not Black",1067.69,1253.55
"not Black",1064.6,1259.45
"not Black",1083.28,1288.55
"Black",1053.58,1252.83
"Black",1066.84,1263.92
"not Black",1080.74,1285.25
"Black",1063.02,1247.09
"Black",1061.84,1248.27
"Black",1049.49,1241.6
"Black",1067.84,1245.07
"not Black",1068.76,1279.9
"not Black",1064.91,1261.73
"not Black",1067.31,1249.95
"Black",1061.33,1272.42
"not Black",1061.38,1258.21
"Black",1055.23,1231.51
"Black",1064.35,1257.06
"not Black",1077.81,1288.97
"not Black",1063.6,1288.26
"Black",1059.31,1244.74
"Black",1044.89,1230.42
"not Black",1073.7,1284.96
"Black",1064.8,1252.09
"not Black",1064.91,1263.67
"not Black",1066.08,1255.16
"Black",1062.89,1255.77
"Black",1058.96,1245.03
"Black",1055.94,1246.29
"not Black",1057.01,1256.93
"not Black",1069.04,1290.08
"Black",1060.11,1230.42
"Black",1063.28,1256.87
"Black",1067.47,1284.95
"Black",1049.1,1231.17
"Black",1058.55,1235.64
"Black",1064.39,1266.54
"not Black",1074.17,1288.83
"Black",1058.06,1251.67
"not Black",1062.04,1284.3
"not Black",1058.5,1260.92
"not Black",1064.39,1269.64
"Black",1065.58,1276.13
"not Black",1064.8,1253.49
"not Black",1065.01,1260.4
"Black",1054.63,1253.89
"Black",1062.24,1254.53
"not Black",1063.53,1274.29
"not Black",1067.11,1284.21
"not Black",1064.38,1269.27
"not Black",1064.84,1282.23
"not Black",1064.62,1268.82
"not Black",1058.62,1287.91
"not Black",1067.46,1290.38
"not Black",1071.39,1283.69
"not Black",1066.61,1254.71
"Black",1065.87,1253.33
"not Black",1076.59,1291.68
"Black",1065.97,1253.18
"Black",1059.63,1255.43
"Black",1045.82,1238.05
"Black",1067.32,1289.95
"not Black",1080.16,1281.96
"Black",1064.96,1242.07
"Black",1065.46,1255.16
"not Black",1064.73,1285.62
"not Black",1066.38,1255.07
"not Black",1064.98,1268.8
"not Black",1064.5,1284.83
"not Black",1066.55,1264.12
"not Black",1066.6,1258.18
"not Black",1066.17,1263.59
"Black",1059.46,1244.75
"Black",1054.17,1249.74
"Black",1055.9,1229.77
"not Black",1064.53,1268.65
"Black",1064.82,1273.09
"Black",1058.17,1244.63
"Black",1073.91,1277.91
"not Black",1062.04,1288.51
"not Black",1080.69,1283.78
"not Black",1084.99,1288.65
"not Black",1066.26,1262.94
"not Black",1052.31,1230.47
"Black",1057.4,1231.63
"not Black",1077.3,1282.56
"not Black",1072.27,1277.84
"not Black",1073.33,1289.89
"not Black",1070.96,1293.09
"not Black",1064.66,1261.7
"Black",1060.73,1252.58
"not Black",1079.21,1286.42
"Black",1065.26,1247.52
"not Black",1063.61,1259.76
"Black",1057.86,1231.71
"not Black",1060.66,1243.14
"Black",1063.71,1256.68
"not Black",1064.82,1255.19
"not Black",1064.86,1267.93
"Black",1060.29,1248.44
"not Black",1074.76,1286.78
"not Black",1066.02,1273.98
"not Black",1077.46,1285.35
"not Black",1069.84,1292.46
"not Black",1065.77,1256.13
"not Black",1071.12,1292.15
"Black",1063,1252.11
"not Black",1065.37,1242.85
"not Black",1067.64,1251.15
"not Black",1064.39,1260.34
"not Black",1066.23,1268.86
"not Black",1070.73,1288.31
"Black",1065.69,1243.18
"Black",1044.63,1231.2
"Black",1059.24,1241.84
"not Black",1070.9,1296.74
"not Black",1065.62,1264.72
"Black",1066.16,1260.11
"not Black",1064.72,1262.75
"not Black",1056.48,1228.2
"Black",1060.9,1232.89
"not Black",1080.3,1287.84
"Black",1054.73,1245.1
"not Black",1065.41,1273.55
"Black",1061.07,1244.33
"Black",1066.77,1260.16
"not Black",1064.81,1287.14
"Black",1058.62,1251.03
"Black",1068,1252.49
"Black",1061.66,1248.41
"not Black",1067.87,1254.24
"Black",1059.92,1244.28
"not Black",1065.69,1256.2
"not Black",1065.37,1255.54
"Black",1057.76,1230.07
"Black",1061.21,1242.35
"Black",1036.92,1230.93
"not Black",1063.79,1271.23
"Black",1042.75,1235.57
"Black",1052.41,1245.61
"Black",1049.57,1224.5
"Black",1051.32,1239.54
"not Black",1060.41,1260.28
"Black",1047.9,1233.95
"Black",1062.13,1255.06
"Black",1053.05,1251.35
"not Black",1064.28,1260.09
"not Black",1050.66,1225.9
"Black",1057.71,1234.63
"Black",1063.81,1256.63
"Black",1064.89,1243.4
"Black",1044.69,1230.46
"not Black",1060.93,1288.55
"not Black",1060.43,1259.17
"Black",1057.21,1254.37
"Black",1060.8,1246.08
"not Black",1076.29,1282.36
"not Black",1065.11,1254.74
"not Black",1081.07,1285.7
"not Black",1072.26,1292.4
"Black",1056.52,1256.15
"not Black",1077.69,1289.35
"Black",1064.74,1250.84
"Black",1058.62,1248.08
"not Black",1073.49,1288.92
"Black",1049.74,1239.04
"Black",1063.08,1246.29
"not Black",1064.25,1275.54
"Black",1052.33,1248.53
"not Black",1071.81,1280.39
"Black",1064.44,1270.03
"not Black",1065.47,1255.29
"not Black",1066.9,1256.17
"not Black",1072.87,1281.04
"not Black",1059.98,1271.63
"not Black",1067.66,1246.05
"Black",1064.75,1251.74
"not Black",1068.35,1255.05
"Black",1064.99,1250.22
"not Black",1065.37,1264.38
"Black",1050.55,1243.13
"not Black",1059.82,1270.14
"Black",1059.74,1232.78
"not Black",1067.11,1290.82
"not Black",1035.21,1223.95
"Black",1066.17,1251.84
"Black",1068.14,1244
"Black",1065.8,1300.09
"not Black",1067.59,1289.08
"not Black",1065.74,1255.66
"Black",1063.06,1248.53
"Black",1057.62,1245.62
"Black",1054.51,1246.93
"not Black",1073.19,1290.53
"Black",1060.95,1243.17
"Black",1058.78,1246.35
"Black",1056.91,1240.4
"not Black",1064.72,1290.04
"Black",1065.48,1248.18
"not Black",1062.75,1258.25
"Black",1055.55,1250.83
"not Black",1062.43,1281.15
"not Black",1065.21,1254.7
"not Black",1065.75,1281.76
"not Black",1066.35,1297.5
"not Black",1063.79,1256.95
"Black",1057.59,1251.51
"Black",1065.66,1279.57
"Black",1050.2,1239.29
"Black",1052.4,1244.8
"not Black",1065.14,1245.74
"Black",1055.66,1249.31
"not Black",1065.36,1255.34
"not Black",1070.04,1280.7
"not Black",1067.79,1253.16
"Black",1046.07,1231.27
"Black",1052.51,1230.91
"not Black",1065.88,1274.31
"not Black",1066.53,1290.24
"Black",1044.75,1242.89
"Black",1068.24,1246.49
"not Black",1052.09,1247.19
"not Black",1065.82,1274.65
"Black",1054.69,1236.98
"not Black",1065.79,1277.83
"not Black",1064.06,1293.51
"Black",1058.39,1233.94
"Black",1059.11,1234.42
"not Black",1072.53,1292.12
"Black",1049.65,1248.31
"Black",1065.97,1256.45
"Black",1067.54,1283.53
"not Black",1067.35,1260.2
"not Black",1056.12,1256.73
"Black",1063.63,1248.42
"Black",1055.6,1230.98
"Black",1060.95,1251.4
"not Black",1068.14,1252.64
"not Black",1065.54,1275.24
"not Black",1060.01,1241.89
"not Black",1059.51,1244.17
"not Black",1068.68,1253.76
"Black",1057.39,1243.78
"Black",1069.7,1284.48
"not Black",1063.8,1269.93
"not Black",1077.1,1290.88
"Black",1049.13,1247.5
"not Black",1067.59,1248.75
"Black",1048.02,1231.03
"Black",1062.65,1250.47
"Black",1056.51,1245.35
"not Black",1067.56,1285.08
"not Black",1058.51,1258.63
"not Black",1068,1252.43
"Black",1060.36,1229.58
"Black",1051.06,1226.53
"Black",1065.19,1253.46
"Black",1054.58,1233.39
"Black",1061.04,1233.92
"Black",1053.45,1247.28
"Black",1065.77,1255.68
"Black",1054.76,1232.1
"Black",1053.95,1252.67
"not Black",1073.53,1286.18
"not Black",1066.28,1263.03
"not Black",1069.22,1292.4
"not Black",1067.05,1258.48
"Black",1055.57,1249.48
"not Black",1066.29,1255.79
"Black",1054.47,1240.06
"Black",1058.54,1251.17
"not Black",1067.13,1286.48
"not Black",1064.18,1256.49
"not Black",1054.34,1239.64
"not Black",1069.03,1290.4
"not Black",1068.98,1251.38
"not Black",1078.8,1291.39
"not Black",1061.71,1283.22
"not Black",1072.37,1280.99
"not Black",1060.89,1243.3
"Black",1058.6,1244.49
"not Black",1062.62,1244.72
"not Black",1068.51,1250.5
"Black",1057.61,1238.93
"Black",1066.75,1242.5
"not Black",1077.77,1286.79
"not Black",1063.71,1262.09
"not Black",1066.89,1254.78
"Black",1062.87,1251.48
"Black",1053.71,1244.12
"Black",1064.4,1249.66
"not Black",1066.61,1280.98
"not Black",1065.24,1252.15
"not Black",1077.06,1286.21
"not Black",1043.17,1222.93
"Black",1057.16,1239.53
"not Black",1063.53,1254.89
"not Black",1066.9,1277.45
"Black",1065.87,1279.96
"not Black",1064.71,1257.61
"not Black",1070.84,1284.3
"not Black",1067.53,1283.9
"not Black",1068.09,1255.12
"not Black",1068.38,1289.09
"Black",1052.29,1247.64
"not Black",1062.67,1274.27
"Black",1064.88,1247.17
"not Black",1064.47,1270.15
"not Black",1064.9,1262.51
"Black",1059.78,1242.92
"not Black",1066.07,1258.28
"Black",1055.45,1242.5
"not Black",1069.85,1291.09
"Black",1058.9,1233.23
"not Black",1071.5,1293.47
"Black",1049.76,1237.94
"Black",1048.55,1229.59
"Black",1066.49,1260.56
"not Black",1073.12,1282.8
"not Black",1065.71,1256.05
"not Black",1059.72,1263.36
"Black",1058.45,1230.51
"not Black",1062.31,1257.77
"not Black",1066.78,1250.64
"Black",1046.75,1235.9
"Black",1050.58,1233.9
"not Black",1062.97,1247.79
"Black",1064.34,1275.04
"not Black",1066.59,1283.01
"not Black",1064.98,1265.61
"Black",1054.99,1229.58
"Black",1068.64,1243.14
"not Black",1071.23,1289.82
"Black",1065.91,1250.16
"not Black",1074.64,1287.79
"not Black",1064.71,1260.25
"Black",1068.18,1255.39
"Black",1056.82,1254.13
"Black",1059.4,1237.88
"not Black",1082.13,1287.94
"not Black",1070.05,1280.17
"not Black",1065.61,1299.84
"not Black",1076.63,1286.69
"Black",1060.04,1245.7
"Black",1057.23,1255.84
"Black",1055.13,1242.14
"Black",1046.4,1237.48
"not Black",1072.58,1281.86
"not Black",1066.76,1270.02
"not Black",1070.59,1288.7
"Black",1054.03,1244.93
"not Black",1081.97,1286.77
"Black",1066.18,1245.25
"Black",1047.6,1237.53
"not Black",1066.42,1255.54
"Black",1066.21,1280.11
"not Black",1078.53,1289.12
"Black",1066.56,1279.88
"not Black",1063,1255.85
"Black",1060.57,1244.58
"Black",1057.37,1245.27
"not Black",1060.06,1259.33
"not Black",1072.11,1284.96
"Black",1063.96,1250.11
"not Black",1077.41,1288.07
"not Black",1068.24,1257.45
"Black",1065.35,1247.12
"not Black",1063.99,1258.19
"not Black",1064.06,1269.92
"Black",1049.46,1235.41
"not Black",1067.62,1278.28
"Black",1050.32,1232.39
"not Black",1067.35,1256.51
"not Black",1065.8,1268.15
"Black",1059.15,1248.06
"not Black",1066.04,1254.52
"not Black",1067.82,1253.18
"not Black",1072.72,1276.83
"not Black",1066.04,1271.62
"Black",1045.26,1242.92
"Black",1059.29,1241.24
"not Black",1062.66,1251.74
"not Black",1065.45,1283.8
"not Black",1067.79,1253.78
"Black",1064.07,1250.5
"Black",1059.08,1246.97
"not Black",1071.72,1294.77
"Black",1060.36,1250.07
"not Black",1065.79,1279.18
"not Black",1068.91,1288.86
"not Black",1067.87,1253.77
"not Black",1062.34,1259.22
"Black",1066.94,1244.03
"not Black",1064.64,1270.74
"Black",1063.6,1247.39
"Black",1063.57,1254.84
"not Black",1065.6,1257.15
"Black",1065.01,1256.02
"not Black",1067.59,1260.87
"not Black",1065.84,1263.03
"Black",1063.34,1249.4
"Black",1055.78,1236.17
"not Black",1068.73,1298.28
"Black",1061.78,1252.32
"not Black",1064.37,1252.29
"Black",1049.44,1244.21
"Black",1057.09,1242.08
"not Black",1064,1256.49
"Black",1062.06,1252.62
"Black",1058.19,1243.06
"not Black",1066.38,1262.46
"Black",1052.51,1248.39
"Black",1064.94,1276.71
"not Black",1072.32,1282.84
"not Black",1068.82,1289.35
"not Black",1073.2,1278.93
"not Black",1067.28,1259.91
"not Black",1065.06,1267.86
"not Black",1064.02,1268.88
"Black",1065.88,1278.82
"Black",1060.39,1251.6
"not Black",1063.67,1269.79
"Black",1060.75,1242.57
"Black",1061.32,1254.69
"not Black",1059.75,1287.72
"not Black",1066.18,1282.9
"not Black",1063.04,1255.34
"not Black",1063.83,1256.8
"not Black",1065.46,1284.74
"Black",1065.96,1252.46
"not Black",1065.89,1254.82
"not Black",1057.51,1231.78
"not Black",1064.44,1266.85
"not Black",1065.13,1255.65
"Black",1052.07,1237.69
"not Black",1064.65,1283.48
"not Black",1064.14,1256.53
"Black",1063.48,1272.47
"not Black",1067.74,1257.18
"Black",1052.38,1233.37
"not Black",1061.16,1286.31
"not Black",1065.55,1279.05
"not Black",1066.49,1253.81
"not Black",1051.02,1231.15
"not Black",1075.48,1284.92
"Black",1054.89,1227.61
"not Black",1065.06,1283.59
"Black",1059.72,1243.65
"not Black",1065.84,1270.55
"not Black",1065.9,1256.54
"not Black",1065.81,1244.29
"not Black",1058.15,1261.72
"Black",1064.12,1250.99
"Black",1059.72,1251.84
"Black",1061.24,1234.68
"not Black",1060.19,1264.19
"Black",1056.74,1240.25
"Black",1046.24,1242.08
"Black",1062.39,1252.43
"not Black",1062.6,1244.67
"Black",1059.31,1234.5
"Black",1064.39,1242.42
"not Black",1061.86,1268.79
"not Black",1071.86,1279.94
"Black",1057.37,1252.35
"not Black",1064.14,1271.19
"Black",1052.83,1225.71
"not Black",1059.86,1250.15
"not Black",1065.45,1288.78
"not Black",1064.76,1251.91
"not Black",1060.39,1248.4
"Black",1057.46,1239.83
"not Black",1079.35,1290.4
"not Black",1085.62,1287.92
"Black",1045.52,1241.89
"Black",1051.69,1233.61
"Black",1065.33,1255.4
"Black",1062.75,1253.89
"not Black",1067.64,1255.38
"not Black",1067.97,1249.77
"not Black",1071.82,1289.35
"Black",1054.81,1252.17
"Black",1066.58,1281.29
"Black",1066.99,1259.52
"Black",1056.72,1256.02
"not Black",1064.3,1271.94
"Black",1063.29,1251.69
"Black",1057.45,1238.81
"not Black",1064.71,1272.09
"not Black",1062.48,1266.02
"Black",1065.74,1278.01
"not Black",1060.64,1259.16
"Black",1051.35,1240.51
"not Black",1078.62,1291.37
"not Black",1064,1272.63
"not Black",1069.12,1282.93
"not Black",1070.59,1290.84
"Black",1057.93,1251.36
"not Black",1064.32,1276.94
"not Black",1065.13,1255.28
"Black",1046.97,1244.01
"not Black",1051.7,1225.82
"not Black",1065.88,1263.31
"not Black",1066.98,1260.47
"not Black",1067.81,1291.49
"not Black",1077.66,1288.05
"Black",1056.34,1251.72
"not Black",1067.23,1255.1
"not Black",1071.64,1293.72
"Black",1052.18,1244.35
"Black",1064.41,1259.02
"not Black",1070.99,1280.09
"not Black",1070.24,1281.8
"not Black",1078.55,1290.03
"not Black",1067.71,1264.26
"not Black",1067.21,1259.76
"not Black",1059.16,1258.28
"Black",1059.71,1246
"Black",1052.71,1238.23
"Black",1058.92,1230.97
"not Black",1066.17,1275.46
"not Black",1066.28,1284.64
"not Black",1067.78,1289.44
"not Black",1062.23,1260.86
"not Black",1077.89,1291.85
"not Black",1064.18,1265.7
"Black",1063.44,1282.2
"not Black",1067.71,1256.46
"Black",1074.59,1282.86
"Black",1052.1,1227.01
"not Black",1066.12,1264.1
"not Black",1059.29,1289.59
"not Black",1064.11,1289.48
"not Black",1059.45,1258.72
"Black",1057.77,1238.71
"not Black",1065.43,1272.05
"Black",1046.7,1236.21
"not Black",1058.85,1268.26
"Black",1057.91,1232.96
"Black",1064.44,1271.59
"Black",1056.12,1241.14
"not Black",1073.47,1287.46
"not Black",1080.21,1287.66
"Black",1066.76,1250.88
"Black",1053.88,1231.81
"Black",1065.44,1248.27
"Black",1062.56,1250.19
"Black",1055.32,1229.74
"Black",1059.77,1259.18
"not Black",1074.13,1290.41
"not Black",1067.84,1282.53
"Black",1060.68,1250.76
"not Black",1066.34,1284.67
"not Black",1078.18,1285.55
"not Black",1067.76,1295.25
"Black",1054.32,1239.58
"Black",1062.94,1252.4
"not Black",1067.52,1289.53
"Black",1060.71,1263.07
"not Black",1061,1242.68
"Black",1057.7,1257.86
"Black",1058.61,1291.35
"not Black",1060.43,1259.67
"not Black",1063.95,1267.32
"Black",1067.45,1250.36
"Black",1057.19,1255.84
"Black",1047.26,1242.79
"not Black",1071.84,1285.37
"Black",1059.14,1242.37
"not Black",1063.9,1271.67
"not Black",1066.17,1284.95
"Black",1059.74,1232.8
"Black",1057.59,1239.67
"Black",1068.73,1253.14
"Black",1063.06,1251.81
"Black",1073.09,1293.28
"not Black",1067.74,1284.86
"Black",1063.25,1248.43
"not Black",1068.25,1277.91
"Black",1055.05,1254.07
"Black",1065.28,1246.01
"Black",1062.75,1285.44
"Black",1072.34,1292.99
"Black",1051.78,1249.19
"not Black",1071.83,1280.69
"Black",1047.08,1238.35
"not Black",1063.76,1270.52
"not Black",1070.79,1289.41
"not Black",1063.99,1259.3
"not Black",1066.93,1261.22
"Black",1065.66,1245.17
"Black",1044.74,1241.22
"Black",1066.49,1260.03
"Black",1063.82,1259.32
"not Black",1067.12,1252.2
"not Black",1061.88,1261.9
"not Black",1065.67,1270.65
"Black",1057.81,1232.89
"not Black",1052.2,1242.79
"Black",1057.38,1232.32
"Black",1066.35,1260.75
