"GEOID20","white","black","hispanic","asian","aian"
"131530211172006",6,2,3,0,0
"131530211172007",0,0,0,0,0
"131530211172008",0,0,0,0,0
"131530211172009",0,0,0,0,0
"131530211172010",116,13,198,14,0
"131530211172011",5,4,13,1,0
"131530211172012",3,3,15,0,0
"131530211172013",6,13,5,1,0
"131530211172014",10,8,52,0,0
"131530211172015",18,5,60,0,0
"131530211172016",48,12,4,8,0
"131530211172017",26,5,0,5,1
"131530211172018",4,3,8,0,0
"131530211172019",0,0,0,0,0
"131530211172020",0,0,0,0,0
"131530211172021",157,2,15,3,0
"131530211172022",29,0,3,1,0
"131530211172023",12,5,2,0,0
"131530211172024",0,0,0,0,0
"131530211172025",6,0,3,0,0
"131530211172026",0,0,0,0,0
"131530211172027",0,0,0,0,0
"131530211173000",0,0,0,0,0
"131530211173001",0,0,0,0,0
"131530211173002",0,0,0,0,0
"131530211173003",0,0,0,0,0
"131530211173004",0,0,0,0,0
"131530211173005",0,0,0,0,0
"131530211173006",0,0,0,0,0
"131530211173007",3,1,1,0,0
"131530211173008",0,0,0,0,0
"131530211173009",42,19,0,11,1
"131530211173010",0,0,0,0,0
"131530211173011",36,26,7,9,0
"131530211173012",10,17,0,1,0
"131530211173013",19,8,0,4,0
"131530211173014",101,125,11,11,0
"131530211173015",8,10,8,2,0
"131530211173016",43,28,2,12,0
"131530211173017",0,0,0,0,0
"131530211173018",0,0,0,0,0
"131530211173019",0,0,0,0,0
"131530211173020",0,0,0,0,0
"131530211173021",0,8,0,0,0
"131530211173022",0,0,0,0,0
"131530211173023",0,0,0,0,0
"131530211173024",25,5,0,4,0
"131530211173025",60,0,5,3,0
"131530211173026",0,0,0,0,0
"131530211173027",0,0,0,0,0
"131530211173028",20,0,6,1,0
"131530211173029",6,2,0,0,0
"131530211173030",2,8,4,4,0
"131530211173031",0,0,0,0,0
"131530211173032",0,0,0,0,0
"131530211173033",0,0,0,0,0
"131530211173034",0,0,0,0,0
"131530211173035",0,0,0,0,0
"131530211173036",162,154,17,33,0
"131530211173037",0,0,0,0,0
"131530211173038",0,0,0,0,0
"131530211173039",30,0,1,0,1
"131530211181000",267,419,29,24,0
"131530211181001",37,42,12,5,0
"131530211181002",24,22,8,5,2
"131530211181003",0,2,3,0,0
"131530211181004",13,9,15,4,0
"131530211181005",52,12,2,0,0
"131530211182000",35,12,6,9,0
"131530211182001",105,74,17,5,0
"131530211182002",0,0,0,0,0
"131530211183000",0,0,0,0,0
"131530211183001",0,0,0,0,0
"131530211183002",0,0,0,0,0
"131530211183003",119,260,20,1,2
"131530211183004",1,17,2,1,0
"131530211183005",58,155,12,8,0
"131530211183006",0,0,0,0,0
"131530211183007",1,8,10,4,0
"131530211183008",2,30,4,3,0
"131530211183009",67,99,212,5,0
"131530211183010",0,6,44,0,0
"131530211183011",8,15,40,0,0
"131530211183012",0,0,0,0,0
"131530211191000",95,50,17,8,0
"131530211191001",23,13,10,0,0
"131530211191002",234,139,16,20,0
"131530211191003",69,58,2,3,0
"131530211191004",48,42,1,6,0
"131530211191005",30,20,3,3,0
"131530211191006",156,134,7,0,0
"131530211191007",58,38,7,2,1
"131530211191008",64,32,5,11,0
"131530211191009",20,18,3,0,1
"131530211191010",26,30,4,0,0
"131530211191011",0,0,0,0,0
"131530211191012",17,6,0,0,0
"131530211192000",218,92,17,2,0
"131530211192001",26,41,7,0,2
"131530211192002",10,7,2,0,0
"131530211192003",33,0,11,1,0
"131530211192004",358,395,50,21,0
"131530211192005",16,16,27,2,0
"131530211192006",38,30,3,0,0
"131530211192007",8,6,2,2,0
"131530211192008",24,34,7,10,2
"131530211192009",29,7,0,5,0
"131530211192010",7,2,3,0,0
"131530211192011",0,0,0,0,0
"131530211192012",9,3,10,0,0
"131530211193000",22,22,3,4,0
"131530211193001",73,74,5,6,1
"131530211193002",54,24,3,11,0
"131530211193003",25,34,2,9,0
"131530211193004",42,24,1,0,0
"131530211193005",94,59,12,8,0
"131530211193006",0,0,0,0,0
"131530211193007",0,0,0,0,0
"131530211193008",0,0,0,0,0
"131530211193009",0,0,0,0,0
"131530211193010",0,0,0,0,0
"131530211193011",103,108,16,5,0
"131530211193012",35,56,18,0,0
"131530211193013",0,0,0,0,0
"131530211193014",2,5,1,3,0
"131530211193015",0,1,1,0,0
"131530211193016",20,20,3,2,1
"131530211193017",30,16,3,5,0
"131530211193018",29,33,0,3,0
"131530211193019",73,41,8,32,1
"131530211201000",68,131,17,5,0
"131530211201001",0,0,0,0,0
"131530211201002",41,21,11,4,0
"131530211201003",10,24,4,1,0
"131530211201004",51,38,6,3,0
"131530211201005",46,51,6,8,0
"131530211201006",46,34,1,0,0
"131530211201007",46,19,5,0,0
"131530211201008",170,144,8,9,0
"131530211201009",29,8,1,0,0
"131530211201010",25,6,9,0,0
"131530211201011",21,14,2,0,0
"131530211201012",40,56,3,4,3
"131530211201013",82,20,3,0,0
"131530211201014",16,27,2,3,0
"131530211201015",1,8,4,0,0
"131530211201016",0,0,0,0,0
"131530211201017",23,4,2,0,0
"131530211201018",9,17,2,5,0
"131530211201019",12,15,0,3,0
"131530211202000",0,0,0,0,0
"131530211202001",89,9,1,0,1
"131530211202002",62,4,1,7,0
"131530211202003",24,8,12,0,0
"131530211202004",22,14,7,0,0
"131530211202005",23,40,6,3,0
"131530211202006",30,19,1,0,1
"131530211202007",38,89,2,1,1
"131530211202008",18,14,0,0,0
"131530211202009",60,88,14,3,0
"131530211202010",79,30,1,0,0
"131530211202011",52,12,12,2,0
"131530211202012",95,22,0,0,0
"131530211202013",25,18,0,1,0
"131530211202014",22,17,3,2,0
"131530211202015",24,13,4,1,0
"131530211202016",0,4,1,0,0
"131530211203000",28,0,7,0,0
"131530211203001",121,22,3,4,0
"131530211203002",84,26,5,0,0
"131530211203003",31,34,0,2,0
"131530211203004",64,31,3,0,0
"131530211203005",71,25,13,1,0
"131530211203006",67,4,5,5,0
"131530211203007",37,23,2,0,0
"131530211204000",213,39,11,4,0
"131530211204001",0,0,0,0,0
"131530211204002",57,4,2,5,0
"131530211204003",71,30,0,1,0
"131530211204004",0,0,0,0,0
"131530211204005",20,7,1,2,0
"131530211204006",0,0,0,0,0
"131530211204007",145,42,5,5,0
"131530211204008",48,12,8,0,0
"131530211204009",0,3,3,2,0
"131530211204010",120,105,7,6,0
"131530211204011",55,48,2,0,0
"131530211204012",12,20,4,0,0
"131530211204013",32,24,0,0,0
"131530211204014",53,15,0,3,0
"131530211204015",37,6,3,0,0
"131530211204016",64,26,2,1,0
"131530211204017",68,24,3,0,0
"131530211204018",33,16,11,0,0
"131530211204019",25,17,3,0,0
"131530211204020",11,5,3,0,0
"131530211204021",68,55,3,0,0
"131530211204022",0,0,0,0,0
"131530211204023",38,9,7,1,0
"131530211204024",2,9,2,0,0
"131530211204025",4,2,6,1,0
"131530211204026",68,10,6,0,0
"131530211204027",0,0,0,0,0
"131530211204028",0,0,0,0,0
"131530211204029",9,6,7,1,0
"131530211204030",36,8,7,0,0
"131530211204031",22,18,8,0,1
"131530211204032",10,8,4,1,1
"131530211204033",11,40,0,0,0
"131530211204034",0,0,0,0,0
"131530211204035",0,72,3,1,0
"131530211204036",3,3,4,1,0
"131530211204037",0,0,0,0,0
"131530211204038",11,25,7,0,0
"131530211204039",24,5,2,0,0
"131530211204040",42,13,1,0,0
"131530211204041",7,0,1,0,0
"131530211211000",60,29,3,0,0
"131530211211001",23,2,1,0,0
"131530211211002",0,0,0,0,0
"131530211211003",0,0,0,0,0
"131530211211004",27,3,4,1,0
"131530211211005",124,38,4,0,0
"131530211211006",10,9,2,0,0
"131530211211007",23,2,1,0,0
"131530211211008",38,11,0,1,0
"131530211211009",0,0,0,0,0
"131530211211010",34,5,0,3,0
"131530211211011",33,6,4,0,0
"131530211211012",0,0,0,0,0
"131530211211013",0,0,0,0,0
"131530211211014",0,0,0,0,0
"131530211211015",0,0,0,0,0
"131530211211016",0,0,0,0,0
"131530211211017",59,5,5,3,0
"131530211211018",0,0,1,3,0
"131530211211019",66,28,0,0,0
"131530211211020",42,18,1,0,0
"131530211211021",6,4,1,0,0
"131530211211022",0,0,0,0,0
"131530211211023",0,0,0,0,0
"131530211211024",35,0,3,0,0
"131530211211025",6,9,5,0,4
"131530211211026",6,9,3,0,0
"131530211211027",26,0,5,3,0
"131530211211028",5,2,0,0,0
"131530211211029",3,3,7,0,0
"131530211211030",16,7,1,2,0
"131530211212000",65,8,1,0,0
"131530211212001",13,0,2,0,0
"131530211212002",3,3,1,0,0
"131530211212003",72,15,0,2,0
"131530211212004",10,11,4,0,0
"131530211212005",28,6,6,3,0
"131530211212006",0,2,0,0,0
"131530211212007",98,3,1,0,0
"131530211212008",46,3,1,4,0
"131530211212009",0,5,4,0,0
"131530211212010",14,10,4,3,0
"131530211212011",31,1,1,3,0
"131530211212012",123,76,2,2,0
"131530211212013",7,12,3,0,0
"131530211212014",11,15,1,2,0
"131530211212015",27,23,1,1,1
"131530211212016",34,13,6,5,0
"131530211212017",100,43,1,0,0
"131530211212018",0,0,0,0,0
"131530211212019",0,0,0,0,0
"131530211212020",57,11,0,0,0
"131530211212021",0,0,0,0,0
"131530211212022",12,1,0,0,0
"131530211212023",0,0,0,0,0
"131530211212024",16,0,0,1,0
"131530211212025",31,6,0,1,0
"131530211212026",0,0,0,0,0
"131530211212027",0,0,0,0,0
"131530211212028",9,8,0,2,0
"131530211212029",83,2,7,0,0
"131530211212030",6,1,0,0,0
"131530211212031",0,0,0,0,0
"131530211212032",0,4,1,0,0
"131530211212033",0,0,0,0,0
"131530211212034",0,0,0,0,0
"131530211212035",0,0,0,0,0
"131530211212036",15,0,1,0,0
"131530211212037",0,0,0,0,0
"131530211221000",36,6,0,2,3
"131530211221001",48,20,6,0,1
"131530211221002",111,38,3,6,0
"131530211221003",59,15,13,0,0
"131530211221004",156,97,8,26,1
"131530211221005",0,0,0,0,0
"131530211221006",0,0,0,0,0
"131530211221007",45,16,2,3,0
"131530211221008",34,8,3,0,0
"131530211221009",19,8,2,0,2
"131530211221010",318,62,11,9,1
"131530211221011",37,5,0,0,0
"131530211221012",30,15,6,1,0
"131530211221013",30,9,2,0,0
"131530211221014",0,1,5,1,0
"131530211221015",31,38,4,1,0
"131530211221016",17,16,2,0,0
"131530211221017",43,16,2,0,0
"131530211221018",41,19,0,0,2
"131530211221019",166,19,8,0,0
"131530211221020",37,11,8,3,0
"131530211221021",24,17,2,1,0
"131530211221022",0,0,0,0,0
"131530211221023",0,0,0,0,0
"131530211221024",1,4,3,0,0
"131530211221025",24,14,0,0,0
"131530211221026",44,11,4,3,0
"131530211221027",43,22,9,0,0
"131530211222000",0,0,0,0,0
"131530211222001",99,7,2,5,0
"131530211222002",176,10,7,1,0
"131530211222003",21,8,6,0,0
"131530211222004",21,6,8,0,0
"131530211222005",0,0,0,0,0
"131530211222006",0,0,0,0,0
"131530211222007",9,7,3,0,0
"131530211222008",2,0,2,1,0
"131530211222009",0,0,0,0,0
"131530211222010",86,6,7,1,2
"131530211222011",231,69,12,11,0
"131530211222012",21,27,0,0,0
"131530211222013",29,6,3,1,0
"131530211222014",80,6,5,0,0
"131530211222015",76,2,3,1,0
"131530211222016",2,1,0,0,0
"131530211222017",0,4,1,0,0
"131530211222018",148,14,3,0,1
"131530211222019",71,1,1,0,0
"131530211222020",90,7,5,2,0
"131530211222021",0,0,0,0,0
"131530211222022",64,5,0,2,0
"131530211222023",50,36,12,11,0
"131530211222024",27,29,2,17,0
"131530211222025",0,0,0,0,0
"131530211222026",0,0,0,0,0
"131530211222027",0,0,0,0,0
"131530211222028",28,25,2,11,0
"131530211231000",354,132,17,49,0
"131530211231001",28,7,1,3,0
"131530211231002",40,21,7,0,0
"131530211231003",26,20,8,0,0
"131530211231004",47,15,8,10,0
"131530211231005",19,23,7,14,0
"131530211231006",47,44,7,1,3
"131530211231007",28,7,7,4,0
"131530211231008",33,20,2,21,0
"131530211231009",56,0,12,8,0
"131530211231010",20,9,2,5,0
"131530211231011",0,0,0,0,0
"131530211231012",0,0,0,0,0
"131530211231013",0,0,0,0,0
"131530211231014",161,47,0,8,0
"131530211231015",31,14,6,6,0
"131530211231016",33,14,1,0,0
"131530211231017",22,5,0,0,0
"131530211231018",28,11,0,0,0
"131530211231019",12,2,6,4,0
"131530211231020",23,4,3,0,0
"131530211231021",33,13,7,0,0
"131530211231022",1,7,4,0,0
"131530211231023",8,5,1,1,0
"131530211231024",49,49,0,6,0
"131530211231025",128,362,11,13,0
"131530211231026",18,10,1,2,0
"131530211231027",19,9,1,0,0
"131530211231028",16,13,0,0,0
"131530211231029",20,19,2,0,0
"131530211231030",4,6,2,0,0
"131530211231031",0,2,3,1,0
"131530211231032",0,4,3,0,0
"131530211231033",34,23,4,0,0
"131530211231034",2,2,1,0,0
"131530211231035",1,14,5,6,0
"131530211231036",0,7,1,0,0
"131530211231037",17,4,0,0,0
"131530211231038",2,2,4,0,0
"131530211231039",37,11,4,1,0
"131530211231040",7,16,3,8,0
"131530211231041",0,8,3,0,0
"131530211231042",0,1,1,3,0
"131530211231043",4,1,2,5,0
"131530211231044",0,7,0,2,0
"131530211232000",51,55,3,17,0
"131530211232001",30,3,4,7,0
"131530211232002",171,109,15,15,1
"131530211232003",25,23,3,7,0
"131530211232004",29,7,7,14,0
"131530211232005",71,46,10,20,0
"131530211232006",25,26,4,4,0
"131530211232007",76,24,1,21,0
"131530211232008",36,31,5,12,1
"131530211232009",11,27,5,6,0
"131530211232010",23,20,1,9,0
"131530211232011",21,6,9,0,0
"131530211232012",5,20,0,16,0
"131530211232013",64,49,0,14,0
"131530211232014",0,0,0,0,0
"131530211232015",21,9,10,1,0
"131530211232016",33,42,1,5,0
"131530211233000",67,24,5,27,0
"131530211233001",31,11,7,5,0
"131530211233002",69,19,8,7,0
"131530211233003",0,0,0,0,0
"131530211233004",9,7,3,2,0
"131530211233005",3,3,3,7,0
"131530211233006",3,6,4,3,0
"131530211233007",16,29,4,4,0
"131530211233008",60,40,9,1,0
"131530211233009",42,23,6,13,0
"131530211233010",47,10,5,7,0
"131530211233011",41,17,10,12,0
"131530211233012",40,28,8,14,0
"131530211233013",446,344,46,84,0
"131530211233014",27,13,1,10,0
"131530211233015",50,47,7,6,3
"131530211233016",33,22,3,14,0
"131530211233017",29,35,8,0,0
"131530211233018",24,16,5,1,0
"131530211241000",53,34,1,30,0
"131530211241001",15,22,1,45,0
"131530211241002",66,40,8,29,0
"131530211241003",107,56,6,70,0
"131530211241004",23,12,3,9,0
"131530211241005",28,16,2,8,1
"131530211241006",102,52,12,28,1
"131530211241007",40,48,1,28,0
"131530211241008",40,7,0,2,0
"131530211241009",0,0,0,0,0
"131530211241010",77,11,6,4,0
"131530211241011",37,8,4,3,0
"131530211241012",29,1,1,0,0
"131530211241013",154,70,13,63,0
"131530211241014",19,12,0,0,0
"131530211241015",5,18,8,3,0
"131530211241016",8,3,8,2,0
"131530211241017",137,38,13,40,0
"131530211241018",41,7,0,5,0
"131530211241019",12,3,1,7,0
"131530211241020",14,5,0,0,0
"131530211241021",132,37,8,68,0
"131530211241022",9,14,0,3,0
"131530211241023",16,3,6,5,0
"131530211241024",12,6,6,1,0
"131530211241025",38,5,5,20,0
"131530211241026",170,6,3,4,0
"131530211241027",79,36,17,0,0
"131530211241028",62,7,2,0,0
"131530211241029",14,3,10,2,0
"131530211241030",8,12,3,1,0
"131530211241031",438,80,20,27,0
"131530211241032",24,5,3,1,0
"131530211241033",49,7,0,1,0
"131530211241034",0,0,0,0,0
"131530211241035",0,0,0,0,0
"131530211241036",126,23,9,2,0
"131530211242000",124,111,18,47,0
"131530211242001",7,7,5,6,0
"131530211242002",86,65,9,58,0
"131530211242003",14,40,23,0,0
"131530211242004",18,8,8,0,1
"131530211242005",29,27,3,18,0
"131530211242006",51,15,3,27,0
"131530211242007",29,23,1,16,0
"131530211242008",0,0,0,0,0
"131530211242009",16,7,0,0,3
"131530211242010",81,34,12,6,0
"131530211242011",7,4,2,1,0
"131530211242012",5,0,1,5,0
"131530211242013",252,26,9,4,0
"131530211242014",73,23,15,16,0
"131530211242015",118,30,20,7,0
"131530211242016",160,18,8,9,0
"131530211242017",16,3,7,1,0
"131530211242018",39,7,12,12,0
"131530211242019",74,17,5,4,0
"131530211242020",2,3,4,0,0
"131530211242021",46,10,7,5,0
"131530211251000",2,12,10,0,0
"131530211251001",416,370,67,16,0
"131530211251002",0,0,0,0,0
"131530211251003",173,105,14,5,0
"131530211251004",33,34,17,1,0
"131530211251005",31,20,8,1,0
"131530211251006",23,34,4,4,0
"131530211251007",15,16,6,1,0
"131530211251008",0,0,0,0,0
"131530211251009",0,0,0,0,0
"131530211251010",0,0,0,0,0
"131530211251011",84,86,19,2,0
"131530211251012",24,36,10,6,0
"131530211251013",16,41,5,0,2
"131530211251014",74,56,12,7,0
"131530211252000",0,0,0,0,0
"131530211252001",159,67,23,5,1
"131530211252002",55,40,7,9,1
"131530211252003",6,13,12,6,0
"131530211252004",84,75,7,4,0
"131530211252005",27,32,4,2,0
"131530211252006",14,23,9,1,0
"131530211252007",0,0,0,0,0
"131530211252008",13,61,3,2,0
"131530211252009",28,30,20,2,1
"131530211252010",0,0,0,0,0
"131530211252011",0,0,0,0,0
"131530211252012",32,44,6,6,0
"131530211252013",235,52,13,24,0
"131530211252014",23,13,2,1,3
"131530211252015",10,4,2,0,0
"131530211252016",36,5,4,3,0
"131530211252017",15,20,2,0,0
"131530211252018",2,6,12,4,0
"131530211252019",1,4,0,0,0
"131530211252020",34,12,4,6,0
"131530211252021",75,178,24,29,0
"131530211252022",12,8,2,0,0
"131530211252023",3,12,3,0,0
"131530211252024",0,0,0,0,0
"131530211252025",11,16,1,13,1
"131530211252026",10,7,3,1,0
"131530211252027",4,2,6,1,0
"131530211252028",115,32,4,10,0
"131530211252029",30,12,0,6,0
"131530211252030",22,13,9,7,1
"131530211252031",22,28,0,6,0
"131530211252032",85,13,2,3,0
"131530211252033",82,46,4,4,0
"131530211252034",4,9,7,4,0
"131530211252035",9,19,8,2,0
"131530211252036",27,10,6,9,0
"131530211252037",0,0,0,0,0
"131530211252038",0,0,0,0,0
"131530211252039",0,0,0,0,0
"131530211252040",0,0,0,0,0
"131530211252041",0,0,0,0,0
"131530211253000",0,0,0,0,0
"131530211253001",39,36,8,1,0
"131530211253002",1,2,3,0,0
"131530211253003",3,1,11,4,0
"131530211253004",12,29,5,0,0
"131530211253005",13,12,3,2,0
"131530211253006",9,6,6,5,0
"131530211253007",8,14,5,2,0
"131530211253008",5,5,1,5,0
"131530211253009",12,9,4,0,0
"131530211253010",20,20,2,3,0
"131530211253011",0,1,1,0,0
"131530211253012",27,12,2,0,0
"131530211253013",89,90,16,1,0
"131530211253014",21,20,3,12,0
"131530211253015",86,49,3,1,0
"131530211253016",7,1,4,0,0
"131530211253017",41,28,4,13,0
"131530211253018",31,4,2,5,0
"131530211253019",124,58,5,11,0
"131530211253020",124,20,13,0,0
"131530211253021",75,38,14,14,0
"131530211253022",0,0,0,0,0
"131530211253023",46,24,6,0,0
"131530212031000",0,0,0,0,0
"131530212031001",52,0,9,2,0
"131530212031002",38,14,3,3,2
"131530212031003",17,1,2,0,0
"131530212031004",0,0,5,0,0
"131530212031005",0,0,0,0,0
"131530212031006",76,12,4,1,0
"131530212031007",44,0,0,3,0
"131530212031008",22,3,4,0,0
"131530212031009",34,1,8,2,0
"131530212031010",0,8,3,0,0
"131530212031011",0,0,0,0,0
"131530212031012",0,0,0,0,0
"131530212031013",0,0,0,0,0
"131530212031014",151,38,4,9,0
"131530212031015",23,5,0,1,0
"131530212031016",7,6,3,0,0
"131530212031017",18,4,7,0,0
"131530212031018",9,1,3,0,0
"131530212031019",35,11,6,4,0
"131530212031020",18,0,0,1,0
"131530212031021",28,15,0,0,0
"131530212031022",76,29,3,0,0
"131530212031023",6,3,3,0,0
"131530212031024",19,66,3,0,0
"131530212031025",151,15,1,4,0
"131530212031026",0,0,0,0,0
"131530212031027",0,0,0,0,0
"131530212031028",10,5,1,0,0
"131530212031029",0,0,0,0,0
"131530212031030",24,4,2,0,0
"131530212031031",221,18,0,1,0
"131530212031032",25,2,4,0,0
"131530212031033",79,5,6,0,0
"131530212031034",93,10,9,0,0
"131530212031035",58,5,6,0,1
"131530212031036",67,1,11,3,0
"131530212031037",187,59,5,1,4
"131530212031038",33,7,5,0,0
"131530212031039",0,0,0,0,0
"131530212031040",54,1,7,0,0
"131530212031041",42,12,1,0,0
"131530212031042",41,13,4,0,0
"131530212031043",62,12,0,0,0
"131530212031044",20,4,4,0,0
"131530212031045",36,1,6,0,0
"131530212031046",0,0,0,0,0
"131530212031047",0,0,0,0,0
"131530212031048",0,0,0,0,0
"131530212031049",0,0,0,0,0
"131530212031050",54,14,0,0,0
"131530212031051",0,0,0,0,0
"131530212031052",0,0,0,0,0
"131530212031053",0,0,0,0,0
"131530212032000",370,19,5,5,1
"131530212032001",33,1,2,0,0
"131530212032002",0,7,0,0,0
"131530212032003",108,80,0,0,0
"131530212032004",62,0,7,0,0
"131530212032005",91,24,1,0,0
"131530212032006",24,3,6,0,0
"131530212032007",0,0,0,0,0
"131530212032008",0,0,0,0,0
"131530212032009",0,0,0,0,0
"131530212032010",16,3,1,0,0
"131530212032011",0,0,0,0,0
"131530212032012",0,0,0,0,0
"131530212032013",229,168,23,4,0
"131530212032014",0,0,0,0,0
"131530212032015",184,6,2,0,0
"131530212032016",0,0,0,0,0
"131530212032017",0,0,0,0,0
"131530212032018",0,0,0,0,0
"131530212032019",0,0,0,0,0
"131530212032020",0,0,0,0,0
"131530212032021",0,0,0,0,0
"131530212032022",21,1,2,0,0
"131530212032023",1,2,0,0,0
"131530212032024",4,7,1,0,0
"131530212041000",11,2,6,0,2
"131530212041001",321,350,63,16,0
"131530212041002",2,0,3,3,1
"131530212041003",0,3,3,3,0
"131530212041004",4,16,5,4,0
"131530212041005",23,22,8,1,0
"131530212041006",37,88,7,0,0
"131530212041007",8,1,1,0,0
"131530212041008",3,8,2,0,1
"131530212041009",15,4,0,1,1
"131530212041010",183,45,4,1,0
"131530212041011",13,5,6,0,0
"131530212041012",70,17,9,2,0
"131530212041013",0,0,0,0,0
"131530212041014",0,0,0,0,0
"131530212041015",0,0,0,0,0
"131530212041016",0,0,0,0,0
"131530212041017",232,79,19,8,0
"131530212041018",4,18,3,0,0
"131530212041019",0,0,0,0,0
"131530212041020",0,0,0,0,0
"131530212042000",0,0,0,0,0
"131530212042001",102,30,4,0,0
"131530212042002",43,35,2,8,0
"131530212042003",36,6,6,5,0
"131530212042004",32,12,9,4,0
"131530212042005",13,19,0,0,0
"131530212042006",29,13,4,7,5
"131530212042007",26,11,6,0,0
"131530212042008",46,11,8,11,0
"131530212042009",228,59,21,51,0
"131530212042010",90,63,11,15,0
"131530212042011",30,7,0,0,0
"131530212042012",108,32,12,10,0
"131530212042013",96,28,0,10,0
"131530212042014",26,0,1,4,0
"131530212042015",4,0,2,3,0
"131530212042016",9,2,0,5,0
"131530212042017",0,0,0,0,0
"131530212042018",0,1,2,0,0
"131530212042019",7,0,0,0,0
"131530212042020",5,1,1,0,0
"131530212042021",0,0,2,0,1
"131530212042022",0,1,0,1,0
"131530212042023",4,2,0,0,0
"131530212042024",3,4,0,3,0
"131530212042025",2,0,0,0,0
"131530212042026",0,0,0,0,0
"131530212042027",0,0,0,0,0
"131530212042028",0,0,0,0,0
"131530212042029",3,1,0,1,0
"131530212042030",0,0,0,0,0
"131530212042031",6,4,2,0,0
"131530212042032",6,0,0,0,0
"131530212042033",0,0,0,0,0
"131530212042034",2,0,1,1,3
"131530212042035",5,2,2,0,0
"131530212042036",0,20,0,3,0
"131530212042037",0,0,0,0,0
"131530212042038",5,12,12,3,0
"131530212042039",0,0,0,0,0
"131530212042040",0,0,0,0,0
"131530212042041",0,0,0,0,0
"131530212042042",90,83,8,6,0
"131530212042043",87,103,15,0,2
"131530212042044",21,18,1,4,1
"131530212042045",6,11,2,0,0
"131530212042046",61,0,0,1,0
"131530212042047",0,0,0,0,0
"131530212042048",0,0,0,0,0
"131530212043000",229,86,20,15,1
"131530212043001",0,0,0,0,0
"131530212043002",8,4,2,0,0
"131530212043003",0,0,0,0,0
"131530212043004",283,151,38,20,0
"131530212043005",0,0,0,0,0
"131530212043006",52,38,7,3,0
"131530212043007",15,14,10,3,2
"131530212043008",72,23,7,0,0
"131530212043009",15,10,7,11,0
"131530212043010",42,30,5,0,1
"131530212043011",0,0,0,0,0
"131530212043012",0,0,0,0,0
"131530212043013",3,3,0,0,0
"131530212043014",243,206,37,16,0
"131530212043015",6,1,2,1,0
"131530212043016",0,1,0,1,0
"131530212043017",4,7,1,2,0
"131530212043018",12,4,3,0,0
"131530212043019",95,23,1,0,0
"131530212043020",0,0,0,0,0
"131530212043021",0,0,0,0,0
"131530212043022",0,0,0,0,0
"131530212043023",0,0,0,0,0
"131530212043024",0,0,0,0,0
"131530212043025",0,0,0,0,0
"131530212043026",0,0,0,0,0
"131530212043027",77,54,7,2,0
"131530212043028",102,33,7,12,0
"131530212043029",35,15,0,4,0
"131530212043030",50,16,4,11,0
"131530212043031",62,12,0,0,0
"131530212043032",57,6,3,1,0
"131530212043033",22,3,4,1,0
"131530212043034",19,7,1,0,0
"131530212043035",4,5,2,0,0
"131530212051000",0,0,0,0,0
"131530212051001",1,0,2,0,0
"131530212051002",177,26,12,3,0
"131530212051003",70,11,5,0,2
"131530212051004",37,3,1,0,0
"131530212051005",248,23,2,0,0
"131530212051006",135,162,5,5,0
"131530212051007",0,0,0,0,0
"131530212051008",9,14,0,0,0
"131530212051009",0,4,2,0,0
"131530212051010",1,2,5,0,0
"131530212051011",30,20,5,0,0
"131530212051012",115,36,18,0,0
"131530212051013",0,0,0,0,0
"131530212051014",0,0,0,0,0
"131530212051015",15,1,8,1,0
"131530212052000",71,96,1,1,0
"131530212052001",9,15,0,0,0
"131530212052002",4,25,0,0,0
"131530212052003",0,26,0,0,0
"131530212052004",0,16,2,0,0
"131530212052005",0,26,2,0,0
"131530212052006",6,0,0,0,0
"131530212052007",6,10,0,0,0
"131530212052008",3,16,0,0,0
"131530212052009",5,10,1,0,0
"131530212052010",29,6,6,2,0
"131530212052011",34,0,7,0,0
"131530212052012",0,0,0,0,0
"131530212052013",9,16,0,7,0
"131530212052014",5,11,2,0,0
"131530212052015",2,3,5,0,1
"131530212052016",13,10,1,0,0
"131530212052017",1,10,3,0,0
"131530212052018",21,1,0,0,0
"131530212052019",16,4,0,0,0
"131530212052020",0,0,0,0,0
"131530212052021",16,4,3,0,1
"131530212052022",25,4,2,0,0
"131530212052023",14,1,0,2,0
"131530212052024",0,7,3,0,0
"131530212052025",15,3,3,3,0
"131530212052026",10,0,2,4,0
"131530212052027",3,19,4,0,0
"131530212052028",3,2,0,1,0
"131530212052029",4,3,1,0,0
"131530212052030",0,0,0,0,0
"131530212052031",0,0,0,0,0
"131530212052032",0,0,0,0,0
"131530212052033",14,5,0,0,0
"131530212052034",8,5,1,0,1
"131530212052035",0,0,0,0,0
"131530212052036",0,0,0,0,0
"131530212052037",0,0,0,0,0
"131530212052038",0,0,0,0,0
"131530212052039",0,0,0,0,0
"131530212052040",0,0,0,0,0
"131530212052041",0,0,0,0,0
"131530212052042",24,4,6,3,0
"131530212052043",13,7,2,0,0
"131530212052044",5,2,1,2,0
"131530212052045",11,2,4,1,0
"131530212052046",0,0,0,0,0
"131530212052047",0,0,0,0,0
"131530212052048",1,7,0,0,0
"131530212052049",3,0,6,0,3
"131530212053000",817,272,21,53,0
"131530212053001",238,117,1,5,0
"131530212053002",33,4,1,2,0
"131530212053003",76,10,0,0,1
"131530212053004",11,15,4,0,0
"131530212053005",30,3,1,3,0
"131530212053006",1,3,0,2,0
