"fips","county","state","y1960","y1964","y1968","y1972","y1976","y1980","y1984","y1988","y1992","y1996","y2000","y2004","y2008","y2012","y2016","y2020","y2024"
"29153","OZARK","MO","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"29155","PEMISCOT","MO","D","D","D","R","D","D","R","D","D","D","D","R","R","R","R","R","R"
"29157","PERRY","MO","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"29159","PETTIS","MO","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"29161","PHELPS","MO","R","D","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"29163","PIKE","MO","D","D","D","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"29165","PLATTE","MO","D","D","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"29167","POLK","MO","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"29169","PULASKI","MO","R","D","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"29171","PUTNAM","MO","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"29173","RALLS","MO","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"29175","RANDOLPH","MO","D","D","D","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"29177","RAY","MO","D","D","D","R","D","D","R","D","D","D","D","R","R","R","R","R","R"
"29179","REYNOLDS","MO","R","D","D","R","D","D","D","D","D","D","R","R","R","R","R","R","R"
"29181","RIPLEY","MO","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"29183","ST CHARLES","MO","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"29185","ST CLAIR","MO","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"29186","STE GENEVIEVE","MO","D","D","D","R","D","D","R","D","D","D","D","D","D","R","R","R","R"
"29187","ST FRANCOIS","MO","R","D","R","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"29189","ST LOUIS","MO","D","D","R","R","R","R","R","R","D","D","D","D","D","D","D","D","D"
"29195","SALINE","MO","R","D","R","R","D","R","R","D","D","D","D","R","R","R","R","R","R"
"29197","SCHUYLER","MO","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"29199","SCOTLAND","MO","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"29201","SCOTT","MO","D","D","D","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"29203","SHANNON","MO","R","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"29205","SHELBY","MO","D","D","D","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"29207","STODDARD","MO","R","D","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"29209","STONE","MO","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"29211","SULLIVAN","MO","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"29213","TANEY","MO","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"29215","TEXAS","MO","R","D","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"29217","VERNON","MO","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"29219","WARREN","MO","R","R","R","R","R","R","R","R","D","R","R","R","R","R","R","R","R"
"29221","WASHINGTON","MO","R","D","R","R","D","R","R","D","D","D","D","R","D","R","R","R","R"
"29223","WAYNE","MO","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"29225","WEBSTER","MO","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"29227","WORTH","MO","R","D","R","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"29229","WRIGHT","MO","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"29510","ST LOUIS CITY","MO","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D"
"30001","BEAVERHEAD","MT","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30003","BIG HORN","MT","R","D","R","R","D","R","D","D","D","D","D","D","D","D","D","D","R"
"30005","BLAINE","MT","D","D","R","R","D","R","R","D","D","D","R","R","D","D","R","D","R"
"30007","BROADWATER","MT","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30009","CARBON","MT","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30011","CARTER","MT","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30013","CASCADE","MT","D","D","D","R","R","R","R","R","D","D","R","R","D","R","R","R","R"
"30015","CHOUTEAU","MT","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30017","CUSTER","MT","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30019","DANIELS","MT","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30021","DAWSON","MT","R","D","R","R","R","R","R","R","D","D","R","R","R","R","R","R","R"
"30023","DEER LODGE","MT","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D"
"30025","FALLON","MT","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30027","FERGUS","MT","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30029","FLATHEAD","MT","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30031","GALLATIN","MT","R","R","R","R","R","R","R","R","R","R","R","R","D","R","D","D","D"
"30033","GARFIELD","MT","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30035","GLACIER","MT","D","D","D","R","R","R","R","D","D","D","D","D","D","D","D","D","D"
"30037","GOLDEN VALLEY","MT","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30039","GRANITE","MT","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30041","HILL","MT","D","D","D","R","D","R","R","D","D","D","R","R","D","D","R","R","R"
"30043","JEFFERSON","MT","R","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30045","JUDITH BASIN","MT","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30047","LAKE","MT","R","D","R","R","R","R","R","R","D","R","R","R","D","R","R","R","R"
"30049","LEWIS AND CLARK","MT","R","D","R","R","R","R","R","D","D","R","R","R","D","R","R","R","R"
"30051","LIBERTY","MT","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30053","LINCOLN","MT","D","D","D","R","D","R","R","D","R","R","R","R","R","R","R","R","R"
"30055","MCCONE","MT","D","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"30057","MADISON","MT","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30059","MEAGHER","MT","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30061","MINERAL","MT","D","D","D","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"30063","MISSOULA","MT","R","D","R","R","R","R","R","D","D","D","R","D","D","D","D","D","D"
"30065","MUSSELSHELL","MT","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30067","PARK","MT","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30069","PETROLEUM","MT","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30071","PHILLIPS","MT","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30073","PONDERA","MT","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30075","POWDER RIVER","MT","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30077","POWELL","MT","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30079","PRAIRIE","MT","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30081","RAVALLI","MT","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30083","RICHLAND","MT","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30085","ROOSEVELT","MT","D","D","R","R","D","R","R","D","D","D","D","D","D","D","R","R","R"
"30087","ROSEBUD","MT","R","D","R","R","R","R","R","D","D","D","R","R","D","R","R","R","R"
"30089","SANDERS","MT","R","D","R","R","R","R","R","R","D","R","R","R","R","R","R","R","R"
"30091","SHERIDAN","MT","D","D","D","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"30093","SILVER BOW","MT","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D"
"30095","STILLWATER","MT","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30097","SWEET GRASS","MT","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30099","TETON","MT","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30101","TOOLE","MT","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30103","TREASURE","MT","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30105","VALLEY","MT","D","D","R","R","R","R","R","R","D","R","R","R","R","R","R","R","R"
"30107","WHEATLAND","MT","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"30109","WIBAUX","MT","D","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"30111","YELLOWSTONE","MT","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31001","ADAMS","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31003","ANTELOPE","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31005","ARTHUR","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31007","BANNER","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31009","BLAINE","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31011","BOONE","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31013","BOX BUTTE","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31015","BOYD","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31017","BROWN","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31019","BUFFALO","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31021","BURT","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31023","BUTLER","NE","D","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"31025","CASS","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31027","CEDAR","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31029","CHASE","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31031","CHERRY","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31033","CHEYENNE","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31035","CLAY","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31037","COLFAX","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31039","CUMING","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31041","CUSTER","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31043","DAKOTA","NE","R","D","R","R","R","R","R","D","R","D","R","R","R","R","R","R","R"
"31045","DAWES","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31047","DAWSON","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31049","DEUEL","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31051","DIXON","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31053","DODGE","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31055","DOUGLAS","NE","R","D","R","R","R","R","R","R","R","R","R","R","D","R","D","D","D"
"31057","DUNDY","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31059","FILLMORE","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31061","FRANKLIN","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31063","FRONTIER","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31065","FURNAS","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31067","GAGE","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31069","GARDEN","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31071","GARFIELD","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31073","GOSPER","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31075","GRANT","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31077","GREELEY","NE","D","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"31079","HALL","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31081","HAMILTON","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31083","HARLAN","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31085","HAYES","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31087","HITCHCOCK","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31089","HOLT","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31091","HOOKER","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31093","HOWARD","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31095","JEFFERSON","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31097","JOHNSON","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31099","KEARNEY","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31101","KEITH","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31103","KEYA PAHA","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31105","KIMBALL","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31107","KNOX","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31109","LANCASTER","NE","R","D","R","R","R","R","R","R","R","R","R","R","D","R","D","D","D"
"31111","LINCOLN","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31113","LOGAN","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31115","LOUP","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31117","MCPHERSON","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31119","MADISON","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31121","MERRICK","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31123","MORRILL","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31125","NANCE","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31127","NEMAHA","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31129","NUCKOLLS","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31131","OTOE","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31133","PAWNEE","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31135","PERKINS","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31137","PHELPS","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31139","PIERCE","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31141","PLATTE","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31143","POLK","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31145","RED WILLOW","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31147","RICHARDSON","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31149","ROCK","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31151","SALINE","NE","D","D","D","R","D","R","R","D","D","D","R","R","D","R","R","R","R"
"31153","SARPY","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31155","SAUNDERS","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31157","SCOTTS BLUFF","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31159","SEWARD","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31161","SHERIDAN","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31163","SHERMAN","NE","D","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"31165","SIOUX","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31167","STANTON","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31169","THAYER","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31171","THOMAS","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31173","THURSTON","NE","R","D","R","R","R","R","R","D","R","D","R","D","D","D","R","R","R"
"31175","VALLEY","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31177","WASHINGTON","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31179","WAYNE","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31181","WEBSTER","NE","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31183","WHEELER","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"31185","YORK","NE","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"32001","CHURCHILL","NV","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"32003","CLARK","NV","D","D","D","R","D","R","R","R","D","D","D","D","D","D","D","D","D"
"32005","DOUGLAS","NV","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"32007","ELKO","NV","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"32009","ESMERALDA","NV","D","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"32011","EUREKA","NV","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"32013","HUMBOLDT","NV","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"32015","LANDER","NV","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"32017","LINCOLN","NV","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"32019","LYON","NV","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"32021","MINERAL","NV","D","D","D","R","D","R","R","R","R","D","R","R","R","R","R","R","R"
"32023","NYE","NV","D","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"32027","PERSHING","NV","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"32029","STOREY","NV","R","D","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"32031","WASHOE","NV","R","D","R","R","R","R","R","R","R","R","R","R","D","D","D","D","D"
"32033","WHITE PINE","NV","D","D","D","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"33001","BELKNAP","NH","R","D","R","R","R","R","R","R","R","R","R","R","D","R","R","R","R"
"33003","CARROLL","NH","R","R","R","R","R","R","R","R","R","R","R","R","D","R","R","D","R"
"33005","CHESHIRE","NH","R","D","R","R","R","R","R","R","D","D","D","D","D","D","D","D","D"
"33007","COOS","NH","D","D","D","R","D","R","R","R","D","D","R","D","D","D","R","R","R"
"33009","GRAFTON","NH","R","D","R","R","R","R","R","R","D","D","D","D","D","D","D","D","D"
"33011","HILLSBOROUGH","NH","D","D","D","R","R","R","R","R","R","D","R","R","D","D","R","D","D"
"33013","MERRIMACK","NH","R","D","R","R","R","R","R","R","D","D","D","D","D","D","D","D","D"
"33015","ROCKINGHAM","NH","R","D","R","R","R","R","R","R","R","D","R","R","D","R","R","D","R"
"33017","STRAFFORD","NH","D","D","D","R","R","R","R","R","D","D","D","D","D","D","D","D","D"
"33019","SULLIVAN","NH","R","D","R","R","R","R","R","R","D","D","R","D","D","D","R","D","R"
"34001","ATLANTIC","NJ","R","D","D","R","D","R","R","R","D","D","D","D","D","D","D","D","R"
"34003","BERGEN","NJ","R","D","R","R","R","R","R","R","R","D","D","D","D","D","D","D","D"
"34005","BURLINGTON","NJ","R","D","R","R","D","R","R","R","D","D","D","D","D","D","D","D","D"
"34007","CAMDEN","NJ","D","D","D","R","D","R","R","R","D","D","D","D","D","D","D","D","D"
"34009","CAPE MAY","NJ","R","D","R","R","R","R","R","R","R","D","R","R","R","R","R","R","R"
"34011","CUMBERLAND","NJ","D","D","D","R","D","R","R","R","D","D","D","D","D","D","D","D","R"
"34013","ESSEX","NJ","D","D","D","R","D","D","D","D","D","D","D","D","D","D","D","D","D"
"34015","GLOUCESTER","NJ","R","D","R","R","D","R","R","R","D","D","D","D","D","D","R","D","R"
"34017","HUDSON","NJ","D","D","D","R","D","D","R","D","D","D","D","D","D","D","D","D","D"
"34019","HUNTERDON","NJ","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"34021","MERCER","NJ","D","D","D","R","D","D","R","D","D","D","D","D","D","D","D","D","D"
"34023","MIDDLESEX","NJ","D","D","D","R","D","R","R","R","D","D","D","D","D","D","D","D","D"
"34025","MONMOUTH","NJ","R","D","R","R","R","R","R","R","R","D","D","R","R","R","R","R","R"
"34027","MORRIS","NJ","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","D","R"
"34029","OCEAN","NJ","R","D","R","R","R","R","R","R","R","D","R","R","R","R","R","R","R"
"34031","PASSAIC","NJ","D","D","R","R","R","R","R","R","R","D","D","D","D","D","D","D","R"
"34033","SALEM","NJ","R","D","R","R","D","R","R","R","R","D","D","R","D","D","R","R","R"
"34035","SOMERSET","NJ","R","D","R","R","R","R","R","R","R","R","R","R","D","D","D","D","D"
"34037","SUSSEX","NJ","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"34039","UNION","NJ","R","D","R","R","R","R","R","R","D","D","D","D","D","D","D","D","D"
"34041","WARREN","NJ","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"35001","BERNALILLO","NM","R","D","R","R","R","R","R","R","D","D","D","D","D","D","D","D","D"
"35003","CATRON","NM","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"35005","CHAVES","NM","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"35007","COLFAX","NM","D","D","D","R","D","R","R","D","D","D","D","R","D","D","R","R","R"
"35009","CURRY","NM","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"35011","DE BACA","NM","R","D","R","R","D","R","R","R","R","D","R","R","R","R","R","R","R"
"35013","DONA ANA","NM","D","D","R","R","R","R","R","R","D","D","D","D","D","D","D","D","D"
"35015","EDDY","NM","D","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"35017","GRANT","NM","D","D","D","R","D","R","D","D","D","D","D","D","D","D","D","D","D"
"35019","GUADALUPE","NM","D","D","R","R","D","R","R","D","D","D","D","D","D","D","D","D","D"
"35021","HARDING","NM","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"35023","HIDALGO","NM","D","D","D","R","D","R","R","R","D","D","R","R","D","D","R","R","R"
"35025","LEA","NM","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"35027","LINCOLN","NM","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"35028","LOS ALAMOS","NM","D","D","R","R","R","R","R","R","R","R","R","R","D","D","D","D","D"
"35029","LUNA","NM","D","D","R","R","R","R","R","R","D","D","R","R","D","R","R","R","R"
"35031","MCKINLEY","NM","D","D","D","R","D","R","D","D","D","D","D","D","D","D","D","D","D"
"35033","MORA","NM","D","D","R","R","D","D","D","D","D","D","D","D","D","D","D","D","D"
"35035","OTERO","NM","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"35037","QUAY","NM","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"35039","RIO ARRIBA","NM","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D"
"35041","ROOSEVELT","NM","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"35043","SANDOVAL","NM","D","D","D","R","D","R","R","R","D","D","R","R","D","D","D","D","D"
"35045","SAN JUAN","NM","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"35047","SAN MIGUEL","NM","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D"
"35049","SANTA FE","NM","D","D","D","R","D","D","D","D","D","D","D","D","D","D","D","D","D"
"35051","SIERRA","NM","R","D","R","R","R","R","R","R","D","D","R","R","R","R","R","R","R"
"35053","SOCORRO","NM","D","D","R","R","D","R","R","R","D","D","D","D","D","D","D","D","R"
"35055","TAOS","NM","D","D","R","R","D","D","D","D","D","D","D","D","D","D","D","D","D"
"35057","TORRANCE","NM","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"35059","UNION","NM","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"35061","VALENCIA","NM","D","D","R","R","D","R","R","R","D","D","R","R","D","D","R","R","R"
"36001","ALBANY","NY","D","D","D","R","D","D","D","D","D","D","D","D","D","D","D","D","D"
"36003","ALLEGANY","NY","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"36005","BRONX","NY","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D"
"36007","BROOME","NY","R","D","R","R","R","R","R","D","D","D","D","D","D","D","R","D","D"
"36009","CATTARAUGUS","NY","R","D","R","R","R","R","R","R","R","D","R","R","R","R","R","R","R"
"36011","CAYUGA","NY","R","D","R","R","R","R","R","R","D","D","D","R","D","D","R","R","R"
"36013","CHAUTAUQUA","NY","R","D","R","R","R","R","R","R","D","D","R","R","D","R","R","R","R"
"36015","CHEMUNG","NY","R","D","R","R","R","R","R","R","R","D","R","R","R","R","R","R","R"
"36017","CHENANGO","NY","R","D","R","R","R","R","R","R","R","D","R","R","R","R","R","R","R"
"36019","CLINTON","NY","D","D","R","R","R","R","R","R","R","D","D","D","D","D","D","D","R"
"36021","COLUMBIA","NY","R","D","R","R","R","R","R","R","R","D","D","D","D","D","D","D","D"
"36023","CORTLAND","NY","R","D","R","R","R","R","R","R","D","D","R","R","D","D","R","R","R"
"36025","DELAWARE","NY","R","D","R","R","R","R","R","R","R","D","R","R","R","R","R","R","R"
"36027","DUTCHESS","NY","R","D","R","R","R","R","R","R","R","D","R","R","D","D","R","D","D"
"36029","ERIE","NY","D","D","D","R","D","D","D","D","D","D","D","D","D","D","D","D","D"
"36031","ESSEX","NY","R","D","R","R","R","R","R","R","R","D","R","R","D","D","R","D","D"
"36033","FRANKLIN","NY","D","D","R","R","R","R","R","R","D","D","D","D","D","D","R","R","R"
"36035","FULTON","NY","R","D","R","R","R","R","R","R","R","D","R","R","R","R","R","R","R"
