"lines","pres_year","district","state_abb","cd","stcd","dem_pct","rep_pct","dpres"
"2024",2024,"AZ-02","AZ",2,302,42,57,42.42
"2024",2024,"AZ-03","AZ",3,303,69,29,70.41
"2024",2024,"AZ-04","AZ",4,304,53,46,53.54
"2024",2024,"AZ-05","AZ",5,305,39,59,39.8
"2024",2024,"AZ-06","AZ",6,306,49,50,49.49
"2024",2024,"AZ-07","AZ",7,307,60,38,61.22
"2024",2024,"AZ-08","AZ",8,308,41,58,41.41
"2024",2024,"AZ-09","AZ",9,309,34,65,34.34
"2024",2024,"AR-01","AR",1,401,26,72,26.53
"2024",2024,"AR-02","AR",2,402,41,57,41.84
"2024",2024,"AR-03","AR",3,403,36,61,37.11
"2024",2024,"AR-04","AR",4,404,29,69,29.59
"2024",2024,"CA-01","CA",1,501,36,61,37.11
"2024",2024,"CA-02","CA",2,502,71,26,73.2
"2024",2024,"CA-03","CA",3,503,47,50,48.45
"2024",2024,"CA-04","CA",4,504,64,33,65.98
"2024",2024,"CA-05","CA",5,505,40,58,40.82
"2024",2024,"CA-06","CA",6,506,55,41,57.29
"2024",2024,"CA-07","CA",7,507,63,33,65.62
"2024",2024,"CA-08","CA",8,508,70,27,72.16
"2024",2024,"CA-09","CA",9,509,48,49,49.48
"2024",2024,"CA-10","CA",10,510,65,31,67.71
"2024",2024,"CA-11","CA",11,511,82,14,85.42
"2024",2024,"CA-12","CA",12,512,85,11,88.54
"2024",2024,"CA-13","CA",13,513,46,51,47.42
"2024",2024,"CA-14","CA",14,514,66,30,68.75
"2024",2024,"CA-15","CA",15,515,72,24,75
"2024",2024,"CA-16","CA",16,516,72,24,75
"2024",2024,"CA-17","CA",17,517,67,29,69.79
"2024",2024,"CA-18","CA",18,518,63,34,64.95
"2024",2024,"CA-19","CA",19,519,65,31,67.71
"2024",2024,"CA-20","CA",20,520,34,64,34.69
"2024",2024,"CA-21","CA",21,521,51,47,52.04
"2024",2024,"CA-22","CA",22,522,46,52,46.94
"2024",2024,"CA-23","CA",23,523,40,57,41.24
"2024",2024,"CA-24","CA",24,524,61,36,62.89
"2024",2024,"CA-25","CA",25,525,50,48,51.02
"2024",2024,"CA-26","CA",26,526,55,42,56.7
"2024",2024,"CA-27","CA",27,527,50,47,51.55
"2024",2024,"CA-28","CA",28,528,62,35,63.92
"2024",2024,"CA-29","CA",29,529,66,31,68.04
"2024",2024,"CA-30","CA",30,530,69,28,71.13
"2024",2024,"CA-31","CA",31,531,57,40,58.76
"2024",2024,"CA-32","CA",32,532,64,33,65.98
"2024",2024,"CA-33","CA",33,533,53,44,54.64
"2024",2024,"CA-34","CA",34,534,73,22,76.84
"2024",2024,"CA-35","CA",35,535,54,43,55.67
"2024",2024,"CA-36","CA",36,536,68,29,70.1
"2024",2024,"CA-37","CA",37,537,79,18,81.44
"2024",2024,"CA-38","CA",38,538,56,40,58.33
"2024",2024,"CA-39","CA",39,539,53,44,54.64
"2024",2024,"CA-40","CA",40,540,47,49,48.96
"2024",2024,"CA-41","CA",41,541,46,52,46.94
"2024",2024,"CA-42","CA",42,542,64,32,66.67
"2024",2024,"CA-43","CA",43,543,73,24,75.26
"2024",2024,"CA-44","CA",44,544,65,32,67.01
"2024",2024,"CA-45","CA",45,545,49,48,50.52
"2024",2024,"CA-46","CA",46,546,57,40,58.76
"2024",2024,"CA-47","CA",47,547,50,46,52.08
"2024",2024,"CA-48","CA",48,548,41,56,42.27
"2024",2024,"CA-49","CA",49,549,52,45,53.61
"2024",2024,"CA-50","CA",50,550,63,34,64.95
"2024",2024,"CA-51","CA",51,551,60,37,61.86
"2024",2024,"CA-52","CA",52,552,59,38,60.82
"2024",2024,"CO-01","CO",1,601,77,21,78.57
"2024",2024,"CO-02","CO",2,602,69,29,70.41
"2024",2024,"CO-03","CO",3,603,44,54,44.9
"2024",2024,"CO-04","CO",4,604,40,58,40.82
"2024",2024,"CO-05","CO",5,605,44,53,45.36
"2024",2024,"CO-06","CO",6,606,58,39,59.79
"2024",2024,"CO-07","CO",7,607,56,41,57.73
"2024",2024,"CO-08","CO",8,608,48,50,48.98
"2024",2024,"CT-01","CT",1,701,61,38,61.62
"2024",2024,"CT-02","CT",2,702,53,45,54.08
"2024",2024,"CT-03","CT",3,703,56,42,57.14
"2024",2024,"CT-04","CT",4,704,61,38,61.62
"2024",2024,"CT-05","CT",5,705,52,46,53.06
"2024",2024,"DE-AL","DE",1,801,57,42,57.58
"2024",2024,"FL-01","FL",1,901,31,68,31.31
"2024",2024,"FL-02","FL",2,902,41,59,41
"2024",2024,"FL-03","FL",3,903,39,60,39.39
"2024",2024,"FL-04","FL",4,904,44,55,44.44
"2024",2024,"FL-05","FL",5,905,39,60,39.39
"2024",2024,"FL-06","FL",6,906,35,65,35
"2024",2024,"FL-07","FL",7,907,43,56,43.43
"2024",2024,"FL-08","FL",8,908,38,61,38.38
"2024",2024,"FL-09","FL",9,909,51,48,51.52
"2024",2024,"FL-10","FL",10,910,61,38,61.62
"2024",2024,"FL-11","FL",11,911,41,58,41.41
"2024",2024,"FL-12","FL",12,912,32,67,32.32
"2024",2024,"FL-13","FL",13,913,44,55,44.44
"2024",2024,"FL-14","FL",14,914,53,46,53.54
"2024",2024,"FL-15","FL",15,915,44,55,44.44
"2024",2024,"FL-16","FL",16,916,42,57,42.42
"2024",2024,"FL-17","FL",17,917,38,62,38
"2024",2024,"FL-18","FL",18,918,35,64,35.35
"2024",2024,"FL-19","FL",19,919,35,64,35.35
"2024",2024,"FL-20","FL",20,920,69,30,69.7
"2024",2024,"FL-21","FL",21,921,41,58,41.41
"2024",2024,"FL-22","FL",22,922,52,47,52.53
"2024",2024,"FL-23","FL",23,923,51,49,51
"2024",2024,"FL-24","FL",24,924,65,35,65
"2024",2024,"FL-25","FL",25,925,52,47,52.53
"2024",2024,"FL-26","FL",26,926,32,67,32.32
"2024",2024,"FL-27","FL",27,927,42,57,42.42
"2024",2024,"FL-28","FL",28,928,37,62,37.37
"2024",2024,"GA-01","GA",1,1001,42,58,42
"2024",2024,"GA-02","GA",2,1002,54,46,54
"2024",2024,"GA-03","GA",3,1003,35,65,35
"2024",2024,"GA-04","GA",4,1004,76,23,76.77
"2024",2024,"GA-05","GA",5,1005,85,14,85.86
"2024",2024,"GA-06","GA",6,1006,75,25,75
"2024",2024,"GA-07","GA",7,1007,38,60,38.78
"2024",2024,"GA-08","GA",8,1008,34,65,34.34
"2024",2024,"GA-09","GA",9,1009,33,67,33
"2024",2024,"GA-10","GA",10,1010,39,60,39.39
"2024",2024,"GA-11","GA",11,1011,38,61,38.38
"2024",2024,"GA-12","GA",12,1012,43,57,43
"2024",2024,"GA-13","GA",13,1013,71,28,71.72
"2024",2024,"GA-14","GA",14,1014,31,68,31.31
"2024",2024,"HI-01","HI",1,1101,62,37,62.63
"2024",2024,"HI-02","HI",2,1102,60,38,61.22
"2024",2024,"ID-01","ID",1,1201,26,71,26.8
"2024",2024,"ID-02","ID",2,1202,35,62,36.08
"2024",2024,"IL-01","IL",1,1301,65,33,66.33
"2024",2024,"IL-02","IL",2,1302,66,33,66.67
"2024",2024,"IL-03","IL",3,1303,65,34,65.66
"2024",2024,"IL-04","IL",4,1304,63,35,64.29
"2024",2024,"IL-05","IL",5,1305,68,31,68.69
"2024",2024,"IL-06","IL",6,1306,52,47,52.53
"2024",2024,"IL-07","IL",7,1307,82,17,82.83
"2024",2024,"IL-08","IL",8,1308,53,46,53.54
"2024",2024,"IL-09","IL",9,1309,68,31,68.69
"2024",2024,"IL-10","IL",10,1310,60,38,61.22
"2024",2024,"IL-11","IL",11,1311,55,44,55.56
"2024",2024,"IL-12","IL",12,1312,28,71,28.28
"2024",2024,"IL-13","IL",13,1313,54,44,55.1
"2024",2024,"IL-14","IL",14,1314,52,47,52.53
"2024",2024,"IL-15","IL",15,1315,29,69,29.59
"2024",2024,"IL-16","IL",16,1316,38,61,38.38
"2024",2024,"IL-17","IL",17,1317,52,47,52.53
"2024",2024,"IN-01","IN",1,1401,49.4,49,50.2
"2024",2024,"IN-02","IN",2,1402,36,62,36.73
"2024",2024,"IN-03","IN",3,1403,34,65,34.34
"2024",2024,"IN-04","IN",4,1404,34,64,34.69
"2024",2024,"IN-05","IN",5,1405,41,57,41.84
"2024",2024,"IN-06","IN",6,1406,33,65,33.67
"2024",2024,"IN-07","IN",7,1407,70,28,71.43
"2024",2024,"IN-08","IN",8,1408,31,67,31.63
"2024",2024,"IN-09","IN",9,1409,34,64,34.69
"2024",2024,"IA-01","IA",1,1501,45,54,45.45
"2024",2024,"IA-02","IA",2,1502,44,54,44.9
"2024",2024,"IA-03","IA",3,1503,47,52,47.47
"2024",2024,"IA-04","IA",4,1504,34,65,34.34
"2024",2024,"KS-01","KS",1,1601,33,65,33.67
"2024",2024,"KS-02","KS",2,1602,39,59,39.8
"2024",2024,"KS-03","KS",3,1603,51,47,52.04
"2024",2024,"KS-04","KS",4,1604,37,61,37.76
"2024",2024,"KY-01","KY",1,1701,26,73,26.26
"2024",2024,"KY-02","KY",2,1702,29,70,29.29
"2024",2024,"KY-03","KY",3,1703,59,40,59.6
"2024",2024,"KY-04","KY",4,1704,31,67,31.63
"2024",2024,"KY-05","KY",5,1705,17,81,17.35
"2024",2024,"KY-06","KY",6,1706,42,57,42.42
"2024",2024,"LA-01","LA",1,1801,30,68,30.61
"2024",2024,"LA-02","LA",2,1802,65,33,66.33
"2024",2024,"LA-03","LA",3,1803,27,72,27.27
"2024",2024,"LA-04","LA",4,1804,23,75,23.47
"2024",2024,"LA-05","LA",5,1805,31,67,31.63
"2024",2024,"LA-06","LA",6,1806,57,42,57.58
"2024",2024,"ME-01","ME",1,1901,60,38,61.22
"2024",2024,"ME-02","ME",2,1902,44,54,44.9
"2024",2024,"MD-01","MD",1,2001,40,57,41.24
"2024",2024,"MD-02","MD",2,2002,58,40,59.18
"2024",2024,"MD-03","MD",3,2003,60,37,61.86
"2024",2024,"MD-04","MD",4,2004,85,12,87.63
"2024",2024,"MD-05","MD",5,2005,66,32,67.35
"2024",2024,"MD-06","MD",6,2006,52,46,53.06
"2024",2024,"MD-07","MD",7,2007,78,19,80.41
"2024",2024,"MD-08","MD",8,2008,77,20,79.38
"2024",2024,"MA-01","MA",1,2101,56,42,57.14
"2024",2024,"MA-02","MA",2,2102,61,37,62.24
"2024",2024,"MA-03","MA",3,2103,58,39,59.79
"2024",2024,"MA-04","MA",4,2104,59,39,60.2
"2024",2024,"MA-05","MA",5,2105,71,26,73.2
"2024",2024,"MA-06","MA",6,2106,59,39,60.2
"2024",2024,"MA-07","MA",7,2107,80,17,82.47
"2024",2024,"MA-08","MA",8,2108,62,36,63.27
"2024",2024,"MA-09","MA",9,2109,55,44,55.56
"2024",2024,"MI-01","MI",1,2201,39,60,39.39
"2024",2024,"MI-02","MI",2,2202,34,64,34.69
"2024",2024,"MI-03","MI",3,2203,53,45,54.08
"2024",2024,"MI-04","MI",4,2204,46,52,46.94
"2024",2024,"MI-05","MI",5,2205,36,63,36.36
"2024",2024,"MI-06","MI",6,2206,60,37,61.86
"2024",2024,"MI-07","MI",7,2207,49,50,49.49
"2024",2024,"MI-08","MI",8,2208,48,50,48.98
"2024",2024,"MI-09","MI",9,2209,33,65,33.67
"2024",2024,"MI-10","MI",10,2210,46,52,46.94
"2024",2024,"MI-11","MI",11,2211,57,41,58.16
"2024",2024,"MI-12","MI",12,2212,67,29,69.79
"2024",2024,"MI-13","MI",13,2213,69,28,71.13
"2024",2024,"MN-01","MN",1,2301,43,55,43.88
"2024",2024,"MN-02","MN",2,2302,52,46,53.06
"2024",2024,"MN-03","MN",3,2303,60,38,61.22
"2024",2024,"MN-04","MN",4,2304,67,31,68.37
"2024",2024,"MN-05","MN",5,2305,80,18,81.63
"2024",2024,"MN-06","MN",6,2306,39,59,39.8
"2024",2024,"MN-07","MN",7,2307,31,67,31.63
"2024",2024,"MN-08","MN",8,2308,42,56,42.86
"2024",2024,"MS-01","MS",1,2401,31,68,31.31
"2024",2024,"MS-02","MS",2,2402,60,39,60.61
"2024",2024,"MS-03","MS",3,2403,35,64,35.35
"2024",2024,"MS-04","MS",4,2404,28,71,28.28
"2024",2024,"MO-01","MO",1,2501,78,21,78.79
"2024",2024,"MO-02","MO",2,2502,45,53,45.92
"2024",2024,"MO-03","MO",3,2503,36,63,36.36
"2024",2024,"MO-04","MO",4,2504,28,71,28.28
"2024",2024,"MO-05","MO",5,2505,61,38,61.62
"2024",2024,"MO-06","MO",6,2506,30,69,30.3
"2024",2024,"MO-07","MO",7,2507,28,71,28.28
"2024",2024,"MO-08","MO",8,2508,22,77,22.22
"2024",2024,"MT-01","MT",1,2601,43,54,44.33
"2024",2024,"MT-02","MT",2,2602,34,63,35.05
"2024",2024,"NE-01","NE",1,2701,43,56,43.43
"2024",2024,"NE-02","NE",2,2702,52,47,52.53
"2024",2024,"NE-03","NE",3,2703,23,76,23.23
"2024",2024,"NV-01","NV",1,2801,50,48,51.02
"2024",2024,"NV-02","NV",2,2802,42,56,42.86
"2024",2024,"NV-03","NV",3,2803,49,50,49.49
"2024",2024,"NV-04","NV",4,2804,50,48,51.02
"2024",2024,"NH-01","NH",1,2901,51,49,51
"2024",2024,"NH-02","NH",2,2902,51,48,51.52
"2024",2024,"NJ-01","NJ",1,3001,59,40,59.6
"2024",2024,"NJ-02","NJ",2,3002,43,56,43.43
"2024",2024,"NJ-03","NJ",3,3003,53,45,54.08
"2024",2024,"NJ-04","NJ",4,3004,34,64,34.69
"2024",2024,"NJ-05","NJ",5,3005,50,48,51.02
"2024",2024,"NJ-06","NJ",6,3006,52,46,53.06
"2024",2024,"NJ-07","NJ",7,3007,48,50,48.98
"2024",2024,"NJ-08","NJ",8,3008,61,37,62.24
"2024",2024,"NJ-09","NJ",9,3009,48,49,49.48
"2024",2024,"NJ-10","NJ",10,3010,75,24,75.76
"2024",2024,"NJ-11","NJ",11,3011,53,45,54.08
"2024",2024,"NJ-12","NJ",12,3012,61,37,62.24
"2024",2024,"NM-01","NM",1,3101,55,42,56.7
"2024",2024,"NM-02","NM",2,3102,48,50,48.98
"2024",2024,"NM-03","NM",3,3103,52,46,53.06
"2024",2024,"NY-01","NY",1,3201,44,54,44.9
"2024",2024,"NY-02","NY",2,3202,43,56,43.43
"2024",2024,"NY-03","NY",3,3203,47,51,47.96
"2024",2024,"NY-04","NY",4,3204,50,49,50.51
"2024",2024,"NY-05","NY",5,3205,70,28,71.43
"2024",2024,"NY-06","NY",6,3206,52,46,53.06
"2024",2024,"NY-07","NY",7,3207,72,26,73.47
"2024",2024,"NY-08","NY",8,3208,71,27,72.45
"2024",2024,"NY-09","NY",9,3209,69,29,70.41
"2024",2024,"NY-10","NY",10,3210,79,19,80.61
"2024",2024,"NY-11","NY",11,3211,37,61,37.76
"2024",2024,"NY-12","NY",12,3212,81,17,82.65
"2024",2024,"NY-13","NY",13,3213,79,20,79.8
"2024",2024,"NY-14","NY",14,3214,65,33,66.33
"2024",2024,"NY-15","NY",15,3215,74,25,74.75
"2024",2024,"NY-16","NY",16,3216,66,33,66.67
"2024",2024,"NY-17","NY",17,3217,50,49,50.51
"2024",2024,"NY-18","NY",18,3218,51,48,51.52
"2024",2024,"NY-19","NY",19,3219,50,49,50.51
"2024",2024,"NY-20","NY",20,3220,56,42,57.14
"2024",2024,"NY-21","NY",21,3221,39,60,39.39
"2024",2024,"NY-22","NY",22,3222,54,46,54
"2024",2024,"NY-23","NY",23,3223,39,60,39.39
"2024",2024,"NY-24","NY",24,3224,38,61,38.38
"2024",2024,"NY-25","NY",25,3225,59,40,59.6
"2024",2024,"NY-26","NY",26,3226,59,40,59.6
"2024",2024,"NC-01","NC",1,3301,48,51,48.48
"2024",2024,"NC-02","NC",2,3302,66,32,67.35
"2024",2024,"NC-03","NC",3,3303,39,60,39.39
"2024",2024,"NC-04","NC",4,3304,72,27,72.73
"2024",2024,"NC-05","NC",5,3305,41,58,41.41
"2024",2024,"NC-06","NC",6,3306,41,58,41.41
"2024",2024,"NC-07","NC",7,3307,43,56,43.43
"2024",2024,"NC-08","NC",8,3308,40,59,40.4
"2024",2024,"NC-09","NC",9,3309,42,57,42.42
"2024",2024,"NC-10","NC",10,3310,41,58,41.41
"2024",2024,"NC-11","NC",11,3311,45,54,45.45
"2024",2024,"NC-12","NC",12,3312,72,26,73.47
"2024",2024,"NC-13","NC",13,3313,41,58,41.41
"2024",2024,"NC-14","NC",14,3314,42,57,42.42
"2024",2024,"ND-AL","ND",1,3401,31,68,31.31
"2024",2024,"OH-01","OH",1,3501,53,46,53.54
"2024",2024,"OH-02","OH",2,3502,26,73,26.26
"2024",2024,"OH-03","OH",3,3503,70,29,70.71
"2024",2024,"OH-04","OH",4,3504,31,68,31.31
"2024",2024,"OH-05","OH",5,3505,35,64,35.35
"2024",2024,"OH-06","OH",6,3506,33,66,33.33
"2024",2024,"OH-07","OH",7,3507,44,55,44.44
"2024",2024,"OH-08","OH",8,3508,38,61,38.38
"2024",2024,"OH-09","OH",9,3509,46,53,46.46
"2024",2024,"OH-10","OH",10,3510,47,52,47.47
"2024",2024,"OH-11","OH",11,3511,77,22,77.78
"2024",2024,"OH-12","OH",12,3512,33,66,33.33
"2024",2024,"OH-13","OH",13,3513,49.569,49.523,50.02
"2024",2024,"OH-14","OH",14,3514,41,59,41
"2024",2024,"OH-15","OH",15,3515,45,54,45.45
"2024",2024,"OK-01","OK",1,3601,38,60,38.78
"2024",2024,"OK-02","OK",2,3602,21,77,21.43
"2024",2024,"OK-03","OK",3,3603,26,72,26.53
"2024",2024,"OK-04","OK",4,3604,32,66,32.65
"2024",2024,"OK-05","OK",5,3605,40,58,40.82
"2024",2024,"OR-01","OR",1,3701,67,29,69.79
"2024",2024,"OR-02","OR",2,3702,35,62,36.08
"2024",2024,"OR-03","OR",3,3703,71,25,73.96
"2024",2024,"OR-04","OR",4,3704,54,42,56.25
"2024",2024,"OR-05","OR",5,3705,53,44,54.64
"2024",2024,"OR-06","OR",6,3706,54,43,55.67
"2024",2024,"PA-01","PA",1,3801,49.7,49.4,50.15
"2024",2024,"PA-02","PA",2,3802,67,32,67.68
"2024",2024,"PA-03","PA",3,3803,88,11,88.89
"2024",2024,"PA-04","PA",4,3804,57,42,57.58
"2024",2024,"PA-05","PA",5,3805,64,35,64.65
"2024",2024,"PA-06","PA",6,3806,55,44,55.56
"2024",2024,"PA-07","PA",7,3807,48,51,48.48
"2024",2024,"PA-08","PA",8,3808,45,54,45.45
"2024",2024,"PA-09","PA",9,3809,31,69,31
"2024",2024,"PA-10","PA",10,3810,47,52,47.47
"2024",2024,"PA-11","PA",11,3811,39,60,39.39
"2024",2024,"PA-12","PA",12,3812,59,40,59.6
"2024",2024,"PA-13","PA",13,3813,27,72,27.27
"2024",2024,"PA-14","PA",14,3814,33,66,33.33
"2024",2024,"PA-15","PA",15,3815,31,69,31
"2024",2024,"PA-16","PA",16,3816,38,61,38.38
"2024",2024,"PA-17","PA",17,3817,52,47,52.53
"2024",2024,"RI-01","RI",1,3901,60,38,61.22
"2024",2024,"RI-02","RI",2,3902,52,46,53.06
"2024",2024,"SC-01","SC",1,4001,43,56,43.43
"2024",2024,"SC-02","SC",2,4002,42,56,42.86
"2024",2024,"SC-03","SC",3,4003,28,71,28.28
"2024",2024,"SC-04","SC",4,4004,37,61,37.76
"2024",2024,"SC-05","SC",5,4005,38,61,38.38
"2024",2024,"SC-06","SC",6,4006,61,38,61.62
"2024",2024,"SC-07","SC",7,4007,36,63,36.36
"2024",2024,"SD-AL","SD",1,4101,34,63,35.05
"2024",2024,"TN-01","TN",1,4201,21,78,21.21
"2024",2024,"TN-02","TN",2,4202,32,66,32.65
"2024",2024,"TN-03","TN",3,4203,31,67,31.63
"2024",2024,"TN-04","TN",4,4204,28,71,28.28
"2024",2024,"TN-05","TN",5,4205,40,58,40.82
"2024",2024,"TN-06","TN",6,4206,32,67,32.32
"2024",2024,"TN-07","TN",7,4207,38,60,38.78
"2024",2024,"TN-08","TN",8,4208,29,70,29.29
"2024",2024,"TN-09","TN",9,4209,71,27,72.45
"2024",2024,"TX-01","TX",1,4301,24,75,24.24
"2024",2024,"TX-02","TX",2,4302,38,61,38.38
"2024",2024,"TX-03","TX",3,4303,39,59,39.8
"2024",2024,"TX-04","TX",4,4304,33,66,33.33
"2024",2024,"TX-05","TX",5,4305,36,63,36.36
"2024",2024,"TX-06","TX",6,4306,35,64,35.35
"2024",2024,"TX-07","TX",7,4307,59,38,60.82
"2024",2024,"TX-08","TX",8,4308,32,66,32.65
"2024",2024,"TX-09","TX",9,4309,71,27,72.45
"2024",2024,"TX-10","TX",10,4310,37,62,37.37
"2024",2024,"TX-11","TX",11,4311,27,72,27.27
"2024",2024,"TX-12","TX",12,4312,38,61,38.38
"2024",2024,"TX-13","TX",13,4313,26,73,26.26
"2024",2024,"TX-14","TX",14,4314,32,67,32.32
"2024",2024,"TX-15","TX",15,4315,41,59,41
"2024",2024,"TX-16","TX",16,4316,57,41,58.16
"2024",2024,"TX-17","TX",17,4317,35,64,35.35
"2024",2024,"TX-18","TX",18,4318,69,29,70.41
"2024",2024,"TX-19","TX",19,4319,24,75,24.24
"2024",2024,"TX-20","TX",20,4320,60,39,60.61
"2024",2024,"TX-21","TX",21,4321,38,61,38.38
"2024",2024,"TX-22","TX",22,4322,39,59,39.8
"2024",2024,"TX-23","TX",23,4323,42,57,42.42
"2024",2024,"TX-24","TX",24,4324,41,57,41.84
"2024",2024,"TX-25","TX",25,4325,31,68,31.31
"2024",2024,"TX-26","TX",26,4326,38,61,38.38
"2024",2024,"TX-27","TX",27,4327,35,64,35.35
"2024",2024,"TX-28","TX",28,4328,46,53,46.46
"2024",2024,"TX-29","TX",29,4329,60,39,60.61
"2024",2024,"TX-30","TX",30,4330,73,26,73.74
"2024",2024,"TX-31","TX",31,4331,38,61,38.38
"2024",2024,"TX-32","TX",32,4332,61,37,62.24
"2024",2024,"TX-33","TX",33,4333,66,32,67.35
"2024",2024,"TX-34","TX",34,4334,47,52,47.47
"2024",2024,"TX-35","TX",35,4335,66,32,67.35
"2024",2024,"TX-36","TX",36,4336,31,68,31.31
"2024",2024,"TX-37","TX",37,4337,74,24,75.51
"2024",2024,"TX-38","TX",38,4338,39,59,39.8
"2024",2024,"UT-01","UT",1,4401,38,59,39.18
"2024",2024,"UT-02","UT",2,4402,39,59,39.8
"2024",2024,"UT-03","UT",3,4403,39,58,40.21
"2024",2024,"UT-04","UT",4,4404,35,62,36.08
"2024",2024,"VT-AL","VT",1,4501,64,33,65.98
"2024",2024,"VA-01","VA",1,4601,47,52,47.47
"2024",2024,"VA-02","VA",2,4602,49.3,49.5,49.9
"2024",2024,"VA-03","VA",3,4603,67,32,67.68
"2024",2024,"VA-04","VA",4,4604,66,33,66.67
"2024",2024,"VA-05","VA",5,4605,43,56,43.43
"2024",2024,"VA-06","VA",6,4606,37,61,37.76
"2024",2024,"VA-07","VA",7,4607,51,48,51.52
"2024",2024,"VA-08","VA",8,4608,74,24,75.51
"2024",2024,"VA-09","VA",9,4609,28,72,28
"2024",2024,"VA-10","VA",10,4610,53,45,54.08
"2024",2024,"VA-11","VA",11,4611,66,31,68.04
"2024",2024,"WA-01","WA",1,4701,63,34,64.95
"2024",2024,"WA-02","WA",2,4702,60,37,61.86
"2024",2024,"WA-03","WA",3,4703,47,50,48.45
"2024",2024,"WA-04","WA",4,4704,38,59,39.18
"2024",2024,"WA-05","WA",5,4705,43,54,44.33
"2024",2024,"WA-06","WA",6,4706,58,39,59.79
"2024",2024,"WA-07","WA",7,4707,86,11,88.66
"2024",2024,"WA-08","WA",8,4708,51,46,52.58
"2024",2024,"WA-09","WA",9,4709,69,28,71.13
"2024",2024,"WA-10","WA",10,4710,57,39,59.38
"2024",2024,"WV-01","WV",1,4801,27,71,27.55
"2024",2024,"WV-02","WV",2,4802,29,69,29.59
"2024",2024,"WI-01","WI",1,4901,47,52,47.47
"2024",2024,"WI-02","WI",2,4902,69,29,70.41
"2024",2024,"WI-03","WI",3,4903,46,53,46.46
"2024",2024,"WI-04","WI",4,4904,75,23,76.53
"2024",2024,"WI-05","WI",5,4905,38,60,38.78
"2024",2024,"WI-06","WI",6,4906,41,58,41.41
"2024",2024,"WI-07","WI",7,4907,38,61,38.38
"2024",2024,"WI-08","WI",8,4908,41,57,41.84
"2024",2024,"WY-AL","WY",1,5001,26,72,26.53
