"state","part","x","y"
"Alaska",34,208,579
"Alaska",34,206,585
"Alaska",34,208,585
"Alaska",34,209,583
"Alaska",34,212,584
"Alaska",34,214,584
"Alaska",34,215,583
"Alaska",34,214,582
"Alaska",34,214,580
"Alaska",34,211,578
"Alaska",34,208,579
"Alaska",35,210,568
"Alaska",35,210,570
"Alaska",35,209,573
"Alaska",35,209,575
"Alaska",35,208,576
"Alaska",35,208,578
"Alaska",35,211,577
"Alaska",35,213,575
"Alaska",35,213,574
"Alaska",35,212,571
"Alaska",35,211,570
"Alaska",35,210,568
"Alaska",36,202,567
"Alaska",36,202,568
"Alaska",36,203,570
"Alaska",36,203,571
"Alaska",36,203,573
"Alaska",36,203,574
"Alaska",36,204,576
"Alaska",36,203,577
"Alaska",36,204,579
"Alaska",36,204,582
"Alaska",36,205,583
"Alaska",36,207,580
"Alaska",36,207,575
"Alaska",36,208,574
"Alaska",36,208,571
"Alaska",36,209,570
"Alaska",36,207,568
"Alaska",36,204,566
"Alaska",36,202,567
"Alaska",37,130,531
"Alaska",37,130,532
"Alaska",37,129,534
"Alaska",37,130,537
"Alaska",37,131,537
"Alaska",37,132,537
"Alaska",37,136,537
"Alaska",37,138,536
"Alaska",37,139,537
"Alaska",37,140,536
"Alaska",37,141,532
"Alaska",37,144,534
"Alaska",37,144,533
"Alaska",37,144,532
"Alaska",37,142,531
"Alaska",37,142,530
"Alaska",37,141,530
"Alaska",37,138,530
"Alaska",37,137,531
"Alaska",37,135,530
"Alaska",37,134,531
"Alaska",37,131,530
"Alaska",37,130,531
"Alaska",38,125,536
"Alaska",38,127,537
"Alaska",38,129,538
"Alaska",38,129,537
"Alaska",38,127,536
"Alaska",38,125,536
"Alaska",26,99,480
"Alaska",26,99,481
"Alaska",26,100,484
"Alaska",26,101,485
"Alaska",26,104,487
"Alaska",26,104,486
"Alaska",26,105,485
"Alaska",26,103,483
"Alaska",26,102,482
"Alaska",26,101,482
"Alaska",26,99,480
"Alaska",27,64,515
"Alaska",27,65,517
"Alaska",27,67,517
"Alaska",27,68,518
"Alaska",27,73,518
"Alaska",27,72,516
"Alaska",27,72,515
"Alaska",27,70,515
"Alaska",27,69,516
"Alaska",27,67,516
"Alaska",27,64,515
"Alaska",28,122,452
"Alaska",28,123,455
"Alaska",28,126,458
"Alaska",28,125,458
"Alaska",28,123,457
"Alaska",28,124,460
"Alaska",28,123,460
"Alaska",28,123,462
"Alaska",28,127,466
"Alaska",28,129,467
"Alaska",28,131,469
"Alaska",28,131,471
"Alaska",28,132,472
"Alaska",28,134,472
"Alaska",28,136,472
"Alaska",28,138,474
"Alaska",28,140,474
"Alaska",28,140,476
"Alaska",28,137,476
"Alaska",28,137,477
"Alaska",28,136,480
"Alaska",28,134,481
"Alaska",28,130,478
"Alaska",28,126,478
"Alaska",28,125,477
"Alaska",28,125,475
"Alaska",28,124,474
"Alaska",28,121,473
"Alaska",28,117,475
"Alaska",28,114,475
"Alaska",28,113,477
"Alaska",28,111,476
"Alaska",28,110,477
"Alaska",28,109,481
"Alaska",28,110,482
"Alaska",28,110,484
"Alaska",28,109,485
"Alaska",28,108,484
"Alaska",28,108,487
"Alaska",28,108,488
"Alaska",28,109,491
"Alaska",28,108,492
"Alaska",28,110,494
"Alaska",28,114,495
"Alaska",28,115,496
"Alaska",28,115,500
"Alaska",28,112,501
"Alaska",28,112,503
"Alaska",28,110,505
"Alaska",28,113,505
"Alaska",28,117,506
"Alaska",28,117,508
"Alaska",28,119,511
"Alaska",28,119,513
"Alaska",28,120,514
"Alaska",28,121,512
"Alaska",28,122,512
"Alaska",28,123,515
"Alaska",28,128,516
"Alaska",28,127,517
"Alaska",28,125,517
"Alaska",28,120,521
"Alaska",28,120,522
"Alaska",28,117,522
"Alaska",28,114,523
"Alaska",28,113,524
"Alaska",28,112,523
"Alaska",28,108,522
"Alaska",28,105,522
"Alaska",28,103,523
"Alaska",28,101,521
"Alaska",28,98,520
"Alaska",28,95,520
"Alaska",28,92,520
"Alaska",28,91,520
"Alaska",28,89,520
"Alaska",28,87,519
"Alaska",28,83,517
"Alaska",28,81,518
"Alaska",28,80,518
"Alaska",28,80,519
"Alaska",28,81,520
"Alaska",28,84,520
"Alaska",28,86,522
"Alaska",28,88,523
"Alaska",28,88,521
"Alaska",28,89,521
"Alaska",28,90,522
"Alaska",28,94,524
"Alaska",28,96,523
"Alaska",28,97,522
"Alaska",28,98,523
"Alaska",28,96,524
"Alaska",28,97,525
"Alaska",28,99,525
"Alaska",28,100,526
"Alaska",28,102,526
"Alaska",28,104,526
"Alaska",28,105,528
"Alaska",28,107,528
"Alaska",28,108,528
"Alaska",28,110,529
"Alaska",28,111,528
"Alaska",28,112,527
"Alaska",28,113,527
"Alaska",28,114,528
"Alaska",28,115,527
"Alaska",28,117,528
"Alaska",28,117,527
"Alaska",28,122,528
"Alaska",28,123,528
"Alaska",28,124,527
"Alaska",28,126,527
"Alaska",28,127,527
"Alaska",28,128,526
"Alaska",28,129,527
"Alaska",28,131,527
"Alaska",28,133,528
"Alaska",28,135,528
"Alaska",28,138,526
"Alaska",28,139,526
"Alaska",28,141,526
"Alaska",28,141,524
"Alaska",28,139,522
"Alaska",28,141,521
"Alaska",28,142,521
"Alaska",28,143,521
"Alaska",28,145,522
"Alaska",28,146,521
"Alaska",28,148,521
"Alaska",28,149,520
"Alaska",28,151,519
"Alaska",28,156,518
"Alaska",28,157,518
"Alaska",28,159,518
"Alaska",28,162,519
"Alaska",28,162,522
"Alaska",28,161,522
"Alaska",28,160,520
"Alaska",28,157,520
"Alaska",28,155,520
"Alaska",28,155,521
"Alaska",28,153,523
"Alaska",28,151,523
"Alaska",28,150,524
"Alaska",28,151,527
"Alaska",28,149,526
"Alaska",28,148,527
"Alaska",28,148,529
"Alaska",28,153,530
"Alaska",28,157,529
"Alaska",28,158,530
"Alaska",28,160,529
"Alaska",28,165,532
"Alaska",28,164,533
"Alaska",28,166,534
"Alaska",28,168,533
"Alaska",28,170,532
"Alaska",28,171,533
"Alaska",28,174,534
"Alaska",28,175,535
"Alaska",28,176,535
"Alaska",28,180,541
"Alaska",28,181,541
"Alaska",28,185,542
"Alaska",28,189,545
"Alaska",28,189,546
"Alaska",28,191,548
"Alaska",28,193,550
"Alaska",28,195,550
"Alaska",28,195,551
"Alaska",28,194,551
"Alaska",28,195,553
"Alaska",28,199,558
"Alaska",28,199,560
"Alaska",28,200,562
"Alaska",28,203,566
"Alaska",28,204,566
"Alaska",28,207,566
"Alaska",28,208,567
"Alaska",28,209,569
"Alaska",28,210,567
"Alaska",28,211,568
"Alaska",28,211,569
"Alaska",28,213,571
"Alaska",28,213,573
"Alaska",28,214,576
"Alaska",28,213,578
"Alaska",28,213,579
"Alaska",28,215,580
"Alaska",28,215,582
"Alaska",28,215,583
"Alaska",28,215,584
"Alaska",28,214,585
"Alaska",28,213,584
"Alaska",28,212,585
"Alaska",28,213,586
"Alaska",28,214,589
"Alaska",28,214,591
"Alaska",28,215,593
"Alaska",28,214,594
"Alaska",28,215,597
"Alaska",28,216,598
"Alaska",28,217,597
"Alaska",28,217,599
"Alaska",28,218,600
"Alaska",28,220,599
"Alaska",28,222,597
"Alaska",28,223,595
"Alaska",28,223,593
"Alaska",28,224,592
"Alaska",28,224,591
"Alaska",28,222,588
"Alaska",28,221,588
"Alaska",28,219,586
"Alaska",28,218,585
"Alaska",28,218,584
"Alaska",28,218,583
"Alaska",28,218,582
"Alaska",28,217,578
"Alaska",28,217,573
"Alaska",28,217,570
"Alaska",28,216,568
"Alaska",28,214,566
"Alaska",28,214,564
"Alaska",28,213,562
"Alaska",28,213,560
"Alaska",28,212,558
"Alaska",28,208,558
"Alaska",28,206,560
"Alaska",28,205,560
"Alaska",28,202,560
"Alaska",28,202,558
"Alaska",28,200,553
"Alaska",28,200,551
"Alaska",28,198,549
"Alaska",28,200,548
"Alaska",28,197,547
"Alaska",28,196,547
"Alaska",28,194,545
"Alaska",28,194,546
"Alaska",28,192,544
"Alaska",28,219,491
"Alaska",28,216,487
"Alaska",28,213,485
"Alaska",28,211,484
"Alaska",28,209,483
"Alaska",28,207,482
"Alaska",28,205,480
"Alaska",28,201,478
"Alaska",28,200,476
"Alaska",28,199,475
"Alaska",28,195,472
"Alaska",28,192,471
"Alaska",28,192,470
"Alaska",28,190,469
"Alaska",28,189,467
"Alaska",28,187,465
"Alaska",28,187,464
"Alaska",28,185,462
"Alaska",28,183,461
"Alaska",28,182,461
"Alaska",28,181,460
"Alaska",28,182,459
"Alaska",28,181,458
"Alaska",28,179,458
"Alaska",28,179,456
"Alaska",28,176,453
"Alaska",28,173,453
"Alaska",28,171,453
"Alaska",28,169,452
"Alaska",28,166,449
"Alaska",28,162,449
"Alaska",28,160,448
"Alaska",28,158,446
"Alaska",28,157,446
"Alaska",28,154,446
"Alaska",28,151,448
"Alaska",28,149,448
"Alaska",28,147,447
"Alaska",28,143,444
"Alaska",28,141,442
"Alaska",28,139,444
"Alaska",28,138,444
"Alaska",28,139,446
"Alaska",28,140,448
"Alaska",28,142,453
"Alaska",28,141,456
"Alaska",28,144,460
"Alaska",28,143,461
"Alaska",28,144,462
"Alaska",28,144,466
"Alaska",28,142,466
"Alaska",28,140,464
"Alaska",28,137,461
"Alaska",28,137,460
"Alaska",28,139,459
"Alaska",28,137,457
"Alaska",28,133,455
"Alaska",28,128,453
"Alaska",28,122,452
"Alaska",29,56,513
"Alaska",29,59,514
"Alaska",29,60,515
"Alaska",29,62,514
"Alaska",29,64,515
"Alaska",29,65,513
"Alaska",29,63,513
"Alaska",29,62,514
"Alaska",29,60,513
"Alaska",29,59,514
"Alaska",29,56,513
"Alaska",30,102,451
"Alaska",30,102,452
"Alaska",30,102,453
"Alaska",30,104,454
"Alaska",30,105,456
"Alaska",30,106,460
"Alaska",30,108,460
"Alaska",30,109,462
"Alaska",30,110,461
"Alaska",30,108,459
"Alaska",30,107,457
"Alaska",30,107,455
"Alaska",30,105,454
"Alaska",30,104,451
"Alaska",30,102,451
"Alaska",31,32,496
"Alaska",31,35,499
"Alaska",31,35,500
"Alaska",31,38,503
"Alaska",31,38,502
"Alaska",31,37,500
"Alaska",31,38,499
"Alaska",31,38,498
"Alaska",31,36,498
"Alaska",31,34,498
"Alaska",31,32,496
"Alaska",32,24,492
"Alaska",32,25,493
"Alaska",32,26,493
"Alaska",32,28,495
"Alaska",32,29,495
"Alaska",32,30,493
"Alaska",32,28,494
"Alaska",32,26,492
"Alaska",32,26,491
"Alaska",32,24,492
"Pennsylvania",39,774,179
"Pennsylvania",39,779,207
"Pennsylvania",39,782,226
"Pennsylvania",39,798,223
"Pennsylvania",39,837,216
"Pennsylvania",39,856,212
"Pennsylvania",39,859,209
"Pennsylvania",39,861,209
"Pennsylvania",39,870,199
"Pennsylvania",39,861,192
"Pennsylvania",39,860,184
"Pennsylvania",39,865,175
"Pennsylvania",39,860,173
"Pennsylvania",39,858,168
"Pennsylvania",39,853,164
"Pennsylvania",39,818,171
"Pennsylvania",39,785,177
"Pennsylvania",39,785,171
"Pennsylvania",39,774,179
"Colorado",40,332,205
"Colorado",40,324,262
"Colorado",40,324,264
"Colorado",40,320,289
"Colorado",40,362,294
"Colorado",40,391,297
"Colorado",40,420,299
"Colorado",40,436,300
"Colorado",40,440,237
"Colorado",40,441,216
"Colorado",40,410,214
"Colorado",40,376,211
"Colorado",40,344,207
"Colorado",40,332,205
"North Carolina",41,773,294
"North Carolina",41,773,298
"North Carolina",41,770,301
"North Carolina",41,769,305
"North Carolina",41,766,304
"North Carolina",41,757,309
"North Carolina",41,754,314
"North Carolina",41,751,315
"North Carolina",41,746,320
"North Carolina",41,742,320
"North Carolina",41,738,324
"North Carolina",41,737,328
"North Carolina",41,734,329
"North Carolina",41,734,334
"North Carolina",41,754,331
"North Carolina",41,765,325
"North Carolina",41,789,322
"North Carolina",41,794,326
"North Carolina",41,794,329
"North Carolina",41,813,326
"North Carolina",41,835,342
"North Carolina",41,842,340
"North Carolina",41,845,340
"North Carolina",41,846,333
"North Carolina",41,849,329
"North Carolina",41,856,321
"North Carolina",41,863,319
"North Carolina",41,866,320
"North Carolina",41,871,311
"North Carolina",41,874,307
"North Carolina",41,880,304
"North Carolina",41,880,296
"North Carolina",41,873,286
"North Carolina",41,869,278
"North Carolina",41,852,281
"North Carolina",41,826,286
"North Carolina",41,796,291
"North Carolina",41,773,294
"Indiana",43,667,198
"Indiana",43,671,248
"Indiana",43,670,253
"Indiana",43,673,260
"Indiana",43,666,276
"Indiana",43,666,281
"Indiana",43,668,278
"Indiana",43,673,279
"Indiana",43,676,277
"Indiana",43,680,279
"Indiana",43,686,275
"Indiana",43,687,277
"Indiana",43,691,277
"Indiana",43,690,274
"Indiana",43,693,271
"Indiana",43,695,274
"Indiana",43,700,273
"Indiana",43,701,268
"Indiana",43,707,261
"Indiana",43,706,258
"Indiana",43,710,258
"Indiana",43,716,253
"Indiana",43,715,249
"Indiana",43,712,222
"Indiana",43,709,194
"Indiana",43,709,193
"Indiana",43,678,196
"Indiana",43,671,200
"Indiana",43,667,198
"Kansas",44,440,237
"Kansas",44,436,300
"Kansas",44,479,302
"Kansas",44,511,303
"Kansas",44,539,303
"Kansas",44,559,303
"Kansas",44,558,259
"Kansas",44,555,257
"Kansas",44,550,250
"Kansas",44,554,245
"Kansas",44,547,240
"Kansas",44,520,240
"Kansas",44,500,240
"Kansas",44,475,239
"Kansas",44,440,237
"Rhode Island",45,908,165
"Rhode Island",45,914,162
"Rhode Island",45,914,160
"Rhode Island",45,919,158
"Rhode Island",45,918,155
"Rhode Island",45,914,153
"Rhode Island",45,912,149
"Rhode Island",45,906,151
"Rhode Island",45,909,163
"Rhode Island",45,908,165
"Wyoming",46,417,130
"Wyoming",46,384,127
"Wyoming",46,351,123
"Wyoming",46,319,119
"Wyoming",46,314,118
"Wyoming",46,312,129
"Wyoming",46,304,180
"Wyoming",46,301,201
"Wyoming",46,332,205
"Wyoming",46,344,207
"Wyoming",46,376,211
"Wyoming",46,410,214
"Wyoming",46,413,172
"Wyoming",46,417,130
"Mississippi",47,620,385
"Mississippi",47,622,387
"Mississippi",47,621,391
"Mississippi",47,623,397
"Mississippi",47,625,399
"Mississippi",47,623,404
"Mississippi",47,618,411
"Mississippi",47,615,420
"Mississippi",47,613,423
"Mississippi",47,614,428
"Mississippi",47,648,426
"Mississippi",47,646,432
"Mississippi",47,651,442
"Mississippi",47,653,443
"Mississippi",47,656,440
"Mississippi",47,664,437
"Mississippi",47,671,438
"Mississippi",47,673,437
"Mississippi",47,669,405
"Mississippi",47,670,342
"Mississippi",47,668,340
"Mississippi",47,632,343
"Mississippi",47,634,345
"Mississippi",47,630,347
"Mississippi",47,628,351
"Mississippi",47,629,355
"Mississippi",47,623,359
"Mississippi",47,621,367
"Mississippi",47,622,369
"Mississippi",47,619,374
"Mississippi",47,621,380
"Mississippi",47,620,385
"Massachusetts",48,880,141
"Massachusetts",48,880,155
"Massachusetts",48,880,156
"Massachusetts",48,906,151
"Massachusetts",48,912,149
"Massachusetts",48,914,153
"Massachusetts",48,918,155
"Massachusetts",48,919,158
"Massachusetts",48,921,156
"Massachusetts",48,924,157
"Massachusetts",48,930,152
"Massachusetts",48,923,147
"Massachusetts",48,921,142
"Massachusetts",48,916,140
"Massachusetts",48,920,134
"Massachusetts",48,916,129
"Massachusetts",48,911,132
"Massachusetts",48,910,135
"Massachusetts",48,892,139
"Massachusetts",48,880,141
"Connecticut",49,880,156
"Connecticut",49,883,172
"Connecticut",49,881,176
"Connecticut",49,883,179
"Connecticut",49,886,176
"Connecticut",49,892,170
"Connecticut",49,898,169
"Connecticut",49,908,165
"Connecticut",49,909,163
"Connecticut",49,906,151
"Connecticut",49,880,156
"Vermont",50,868,95
"Vermont",50,869,103
"Vermont",50,871,107
"Vermont",50,871,115
"Vermont",50,874,121
"Vermont",50,873,123
"Vermont",50,876,125
"Vermont",50,880,141
"Vermont",50,892,139
"Vermont",50,891,137
"Vermont",50,891,133
"Vermont",50,889,121
"Vermont",50,891,116
"Vermont",50,891,109
"Vermont",50,890,105
"Vermont",50,893,103
"Vermont",50,896,99
"Vermont",50,894,94
"Vermont",50,894,89
"Vermont",50,868,95
"Maine",51,898,81
"Maine",51,910,116
"Maine",51,910,120
"Maine",51,916,125
"Maine",51,917,119
"Maine",51,919,118
"Maine",51,921,110
"Maine",51,924,107
"Maine",51,932,103
"Maine",51,935,100
"Maine",51,943,94
"Maine",51,946,88
"Maine",51,950,86
"Maine",51,954,80
"Maine",51,956,80
"Maine",51,960,74
"Maine",51,956,69
"Maine",51,950,67
"Maine",51,949,62
"Maine",51,943,60
"Maine",51,941,55
"Maine",51,934,33
"Maine",51,927,29
"Maine",51,925,29
"Maine",51,918,35
"Maine",51,916,34
"Maine",51,915,31
"Maine",51,912,31
"Maine",51,906,49
"Maine",51,907,54
"Maine",51,905,60
"Maine",51,907,66
"Maine",51,902,77
"Maine",51,898,81
"New Hampshire",52,894,89
"New Hampshire",52,894,94
"New Hampshire",52,896,99
"New Hampshire",52,893,103
"New Hampshire",52,890,105
"New Hampshire",52,891,109
"New Hampshire",52,891,116
"New Hampshire",52,889,121
"New Hampshire",52,891,133
"New Hampshire",52,891,137
"New Hampshire",52,892,139
"New Hampshire",52,910,135
"New Hampshire",52,911,132
"New Hampshire",52,916,129
"New Hampshire",52,916,125
"New Hampshire",52,910,120
"New Hampshire",52,910,116
"New Hampshire",52,898,81
"New Hampshire",52,896,82
"New Hampshire",52,894,89
"New Mexico",54,320,289
"New Mexico",54,304,407
"New Mexico",54,319,408
"New Mexico",54,320,399
"New Mexico",54,350,403
"New Mexico",54,348,398
"New Mexico",54,374,401
"New Mexico",54,411,404
"New Mexico",54,412,386
"New Mexico",54,415,360
"New Mexico",54,418,310
"New Mexico",54,419,310
"New Mexico",54,420,299
"New Mexico",54,391,297
"New Mexico",54,362,294
"New Mexico",54,320,289
"Ohio",55,709,194
"Ohio",55,712,222
"Ohio",55,715,249
"Ohio",55,721,248
"Ohio",55,723,249
"Ohio",55,726,254
"Ohio",55,732,254
"Ohio",55,735,256
"Ohio",55,737,254
"Ohio",55,741,256
"Ohio",55,747,252
"Ohio",55,748,255
"Ohio",55,753,258
"Ohio",55,757,257
"Ohio",55,759,253
"Ohio",55,758,249
"Ohio",55,760,244
"Ohio",55,762,246
"Ohio",55,765,238
"Ohio",55,768,235
"Ohio",55,770,236
"Ohio",55,773,233
"Ohio",55,777,227
"Ohio",55,777,223
"Ohio",55,778,214
"Ohio",55,776,209
"Ohio",55,779,207
"Ohio",55,774,179
"Ohio",55,763,186
"Ohio",55,757,192
"Ohio",55,753,192
"Ohio",55,746,196
"Ohio",55,740,193
"Ohio",55,736,193
"Ohio",55,730,191
"Ohio",55,709,194
"Alabama",56,668,340
"Alabama",56,670,342
"Alabama",56,669,405
"Alabama",56,673,437
"Alabama",56,677,438
"Alabama",56,678,431
"Alabama",56,683,437
"Alabama",56,689,438
"Alabama",56,690,436
"Alabama",56,690,430
"Alabama",56,685,426
"Alabama",56,686,423
"Alabama",56,716,420
"Alabama",56,732,418
"Alabama",56,730,414
"Alabama",56,730,407
"Alabama",56,728,401
"Alabama",56,728,395
"Alabama",56,731,392
"Alabama",56,724,380
"Alabama",56,712,336
"Alabama",56,668,340
"Nebraska",57,413,172
"Nebraska",57,410,214
"Nebraska",57,441,216
"Nebraska",57,440,237
"Nebraska",57,475,239
"Nebraska",57,500,240
"Nebraska",57,520,240
"Nebraska",57,547,240
"Nebraska",57,544,235
"Nebraska",57,541,233
"Nebraska",57,539,228
"Nebraska",57,537,225
"Nebraska",57,539,222
"Nebraska",57,537,210
"Nebraska",57,534,206
"Nebraska",57,535,203
"Nebraska",57,530,195
"Nebraska",57,529,188
"Nebraska",57,526,188
"Nebraska",57,525,184
"Nebraska",57,518,182
"Nebraska",57,517,180
"Nebraska",57,507,180
"Nebraska",57,506,182
"Nebraska",57,499,178
"Nebraska",57,498,177
"Nebraska",57,472,176
"Nebraska",57,443,174
"Nebraska",57,413,172
"South Dakota",58,417,130
"South Dakota",58,413,172
"South Dakota",58,443,174
"South Dakota",58,472,176
"South Dakota",58,498,177
"South Dakota",58,499,178
"South Dakota",58,506,182
"South Dakota",58,507,180
"South Dakota",58,517,180
"South Dakota",58,518,182
"South Dakota",58,525,184
"South Dakota",58,526,188
"South Dakota",58,529,188
"South Dakota",58,526,182
"South Dakota",58,529,175
"South Dakota",58,528,173
"South Dakota",58,529,167
"South Dakota",58,529,129
"South Dakota",58,525,126
"South Dakota",58,524,122
"South Dakota",58,527,118
"South Dakota",58,527,116
"South Dakota",58,510,116
"South Dakota",58,485,115
"South Dakota",58,455,113
"South Dakota",58,418,111
"South Dakota",58,417,130
"Nevada",59,169,152
"Nevada",59,153,213
"Nevada",59,221,315
"Nevada",59,222,312
"Nevada",59,222,305
"Nevada",59,224,291
"Nevada",59,230,292
"Nevada",59,233,295
"Nevada",59,235,292
"Nevada",59,238,275
"Nevada",59,258,172
"Nevada",59,239,168
"Nevada",59,213,162
"Nevada",59,187,156
"Nevada",59,169,152
"New Jersey",60,861,209
"New Jersey",60,860,213
"New Jersey",60,861,216
"New Jersey",60,866,219
"New Jersey",60,873,221
"New Jersey",60,876,218
"New Jersey",60,879,215
"New Jersey",60,882,205
"New Jersey",60,881,193
"New Jersey",60,876,191
"New Jersey",60,878,187
"New Jersey",60,879,179
"New Jersey",60,865,175
"New Jersey",60,860,184
"New Jersey",60,861,192
"New Jersey",60,870,199
"New Jersey",60,861,209
"North Dakota",61,424,47
"North Dakota",61,418,111
"North Dakota",61,455,113
"North Dakota",61,485,115
"North Dakota",61,510,116
"North Dakota",61,527,116
"North Dakota",61,527,108
"North Dakota",61,524,101
"North Dakota",61,524,82
"North Dakota",61,520,69
"North Dakota",61,520,59
"North Dakota",61,519,52
"North Dakota",61,481,51
"North Dakota",61,449,49
"North Dakota",61,424,47
"South Carolina",62,754,331
"South Carolina",62,751,336
"South Carolina",62,751,338
"South Carolina",62,757,341
"South Carolina",62,760,341
"South Carolina",62,763,348
"South Carolina",62,767,351
"South Carolina",62,771,353
"South Carolina",62,774,357
"South Carolina",62,779,360
"South Carolina",62,779,362
"South Carolina",62,783,366
"South Carolina",62,788,368
"South Carolina",62,791,376
"South Carolina",62,795,379
"South Carolina",62,797,386
"South Carolina",62,802,387
"South Carolina",62,810,376
"South Carolina",62,815,372
"South Carolina",62,821,364
"South Carolina",62,825,362
"South Carolina",62,826,359
"South Carolina",62,827,353
"South Carolina",62,832,345
"South Carolina",62,835,342
"South Carolina",62,813,326
"South Carolina",62,794,329
"South Carolina",62,794,326
"South Carolina",62,789,322
"South Carolina",62,765,325
"South Carolina",62,754,331
"Arizona",63,210,361
"Arizona",63,207,366
"Arizona",63,231,380
"Arizona",63,268,401
"Arizona",63,304,407
"Arizona",63,320,289
"Arizona",63,284,283
"Arizona",63,256,278
"Arizona",63,238,275
"Arizona",63,235,292
"Arizona",63,233,295
"Arizona",63,230,292
"Arizona",63,224,291
"Arizona",63,222,305
"Arizona",63,222,312
"Arizona",63,221,315
"Arizona",63,220,317
"Arizona",63,222,321
"Arizona",63,224,327
"Arizona",63,226,331
"Arizona",63,221,334
"Arizona",63,218,337
"Arizona",63,217,345
"Arizona",63,213,348
"Arizona",63,212,355
"Arizona",63,215,356
"Arizona",63,215,360
"Arizona",63,210,361
"Arkansas",65,559,314
"Arkansas",65,562,338
"Arkansas",65,562,374
"Arkansas",65,564,376
"Arkansas",65,570,376
"Arkansas",65,570,387
"Arkansas",65,602,386
"Arkansas",65,620,385
"Arkansas",65,621,380
"Arkansas",65,619,374
"Arkansas",65,622,369
"Arkansas",65,621,367
"Arkansas",65,623,359
"Arkansas",65,629,355
"Arkansas",65,628,351
"Arkansas",65,630,347
"Arkansas",65,634,345
"Arkansas",65,632,343
"Arkansas",65,636,340
"Arkansas",65,635,336
"Arkansas",65,638,331
"Arkansas",65,637,328
"Arkansas",65,641,325
"Arkansas",65,641,321
"Arkansas",65,630,322
"Arkansas",65,635,315
"Arkansas",65,633,311
"Arkansas",65,612,312
"Arkansas",65,584,313
"Arkansas",65,559,314
