script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-26	build	derived/apportionment_2020.csv	2167	sha256:9c5e1b31481728dea17121dbc88cba8af4408dbcefaf240bf98270139e301f8d	50	2026-08-26
build-data.R	2026-08-26	build	derived/priority_values.csv	13179	sha256:6256428e3d6eec84001850bcaacb934bf55da14f5472b7db8ea356f4079a690b	395	2026-08-26
build-data.R	2026-08-26	build	derived/seat_change_labels.csv	2452	sha256:76906c37c02ffd98d48fe54a24b2d49965e296e98f914e6d0adc06280238e716	64	2026-08-26
build-data.R	2026-08-26	build	derived/seat_change_rings.csv	2175437	sha256:1f7a8f5186fedd11d4a569bbf711d61b2f924ce3cde5a4a95e00fb50e7559d96	70428	2026-08-26
build-data.R	2026-08-26	build	derived/seat_change_states.csv	1202	sha256:becf462bb3045ab3d7f74dab6973345a99842a4ea4e301e4e343f027721c127e	50	2026-08-26
build-data.R	2026-08-26	build	derived/state_rings.csv	46271	sha256:b6569adf5c42ed48bc7cc7f8b66d63dd28e6d18392f71fdf78c9b1930dc743b4	2157	2026-08-26
build-data.R	2026-08-26	build	raw/2020PriorityValues.xlsx	26409	sha256:6d5ab87bd83fe0549de6a6c312c839513695f215643354121b312020bb596a99	NA	2026-08-26
build-data.R	2026-08-26	disk	raw/apportionment-2010-2020.json	1263527	sha256:7546d5068f636055db2d714b1cb40b5cbef0bf6c93e44dddb26b0e159381eca9	58	2026-08-26
build-data.R	2026-08-26	build	raw/apportionment-2020-table01.xlsx	13475	sha256:93e7e77a222f078c0af32457af2ecc7bcae2bcb9db0cedca4ad93ff3f99b55bf	NA	2026-08-26
build-data.R	2026-08-26	build	raw/apportionment-2020-table03.xlsx	12811	sha256:0883a9fb60b12b7af3fde2135a5d54cf147fdd11e353bebddf476e7e0bd455c6	NA	2026-08-26
