"GEOID20","pop","district_2022","district_2026"
"120570114133001",48,14,12
"120570107014007",42,15,15
"120570010024023",16,14,15
"120570037001080",0,14,15
"120570063002000",35,14,14
"120570122073009",51,15,14
"120860056001010",83,27,27
"120860024031015",0,26,24
"121030278021002",352,13,16
"121030220002005",8,13,16
"121030250091003",43,13,13
"121030250071006",26,13,13
"121030263006012",27,13,13
"121259602022000",0,3,3
"121259602012020",11,3,3
"121030227002009",39,13,16
"121030235011022",18,14,16
"121030286011010",173,14,16
"121030251073001",47,13,16
"121030251071017",12,13,16
"121030269043013",0,13,13
"121150020032023",33,17,17
"121150024031012",16,17,17
"121150027362034",27,17,17
"121150016023010",28,17,17
"121150020143009",37,17,17
"120090713421001",0,8,8
"120090713482115",0,8,8
"120090648001048",8,8,8
"120090713482155",10,8,8
"120090713482013",47,8,8
"120090662002027",29,8,8
"120090661011029",41,8,8
"120090631061002",174,8,8
"120090652022007",37,8,8
"120090650011057",54,8,8
"120090631024003",208,8,8
"120090641233004",72,8,8
"120090713371002",208,8,8
"120090642023018",37,8,8
"120090713482311",0,8,8
"120559614012142",10,18,9
"121150023022007",44,17,17
"121150027392026",31,17,17
"121150015111010",41,17,17
"121150001032030",30,17,17
"121150022031033",7,17,17
"121150026021012",26,17,17
"120830010113049",0,3,3
"120830027061033",5,3,3
"120830008062005",35,6,6
"120830012053011",28,6,6
"120830027041034",0,3,3
"120830010073023",56,3,3
"120910208001243",0,1,1
"120499701022010",44,18,16
"121030255071045",9,13,13
"120090713482211",0,8,8
"120090610022004",59,8,8
"120090713432013",34,8,8
"120459603011133",0,2,2
"120459603021024",46,2,2
"120850015002057",0,21,21
"120850009022009",18,21,21
"120850010001043",0,21,21
"120850004002035",0,21,21
"120850018041007",51,21,21
"120419502042051",46,3,3
"121150027423104",9,17,17
"121150020044008",17,17,17
"120830004022020",12,6,6
"120990058181003",44,22,23
"120990077741020",0,22,23
"120990074102017",42,22,25
"120990077711012",16,22,22
"120990079151012",0,21,21
"120990078212017",42,21,22
"120990078231018",24,21,21
"120990042052022",41,22,23
"120990077103016",16,22,22
"120990079142047",44,21,21
"120990078051039",44,21,21
"120990078052026",11,21,21
"120990078052050",56,21,21
"120990078211002",67,21,22
"120990002221031",0,21,21
"121130105062038",0,1,1
"121130106012006",101,1,1
"121130108081093",0,1,1
"121130108092009",102,1,1
"120559604012022",0,18,9
"120559604012148",15,18,9
"120559604012125",0,18,9
"120610509051012",49,8,9
"120610503052036",0,8,9
"120830026021063",13,3,3
"120830011032051",35,6,6
"120830001021023",47,3,3
"120610508081013",9,8,9
"120610505041036",24,8,9
"120090601031003",0,8,8
"120090650011006",0,8,8
"120090650011000",0,8,8
"120830004022112",4,6,6
"121150004072009",90,17,17
"121150027141010",22,17,17
"121150027462347",0,17,17
"121150004011004",13,17,17
"121150027451022",45,17,17
"121150026021023",20,17,17
"120910203031026",0,1,1
"120090621134008",70,8,8
"120090713482006",50,8,8
"120090641243007",31,8,8
"120090685021008",43,8,8
"120090607003002",29,8,8
"120090650232030",40,8,8
"120090713473015",41,8,8
"120090641272005",9,8,8
"120090713481120",12,8,8
"120150202062056",26,17,17
"120150304012015",16,17,17
"120150303024009",19,17,17
"120150302012002",82,17,17
"120990070132003",0,23,25
"120990076043025",0,23,25
"120990002104015",38,21,21
"120990005052005",1239,21,21
"120990078482045",19,20,22
"120419502033025",18,3,3
"120190303051020",61,4,4
"120190309043004",86,4,4
"120190303062003",97,4,4
"120199800001148",0,4,4
"120860003071013",85,24,24
"120860004102012",83,24,24
"120860005073007",0,24,24
"120860009041005",0,26,24
"120860006123011",96,26,26
"120860041062000",59,24,25
"120110503011021",66,20,20
"121150014032019",20,17,16
"121150027241014",21,17,17
"120910201021094",0,1,1
"120310143361006",378,5,5
"120310121001097",16,4,4
"120310119012008",46,4,4
"120310102021050",0,4,4
"120610506042004",62,8,9
"120610509071057",17,8,9
"120610507043002",0,8,9
"120610504011052",21,8,9
"120610506024005",422,8,9
"120830010091002",51,3,3
"120830011032048",0,6,6
"120830006013013",35,6,6
"120910229003032",33,1,1
"120350602081017",69,6,6
"120350601042005",199,6,6
"121079514011057",4,6,6
"121079502021029",0,6,6
"121079507002055",18,6,6
"120379702001181",0,2,2
"120379702001240",10,2,2
"120379703043067",14,2,2
"120350603023002",7,6,6
"120350602071022",136,6,6
"120350602181015",20,6,6
"120190311011016",0,4,4
"120710502082000",618,19,19
"120710006003008",74,19,17
"120830010131064",31,3,3
"120830025042020",27,3,3
"120850005021004",34,21,21
"120850006063015",85,21,21
"120759702002039",0,3,3
"120759704002008",0,3,3
"120759704002009",0,3,3
"120759701043077",93,3,3
"120030401012001",0,3,3
"120030401012046",11,3,3
"120030402011016",0,3,3
"120070004003029",0,3,3
"120090621091019",95,8,8
"120090652022005",35,8,8
"120090651232017",56,8,8
"120090713541042",59,8,8
"120090713531052",63,8,8
"120910211023003",51,1,1
"120910231004018",40,1,1
"120910209003003",0,1,1
"120910201023043",0,1,1
"120559612011008",73,18,9
"120570054015024",49,14,14
"120570070012014",51,14,14
"120570102161014",206,15,15
"120570108212010",151,15,12
"120570138012014",12,16,14
"120570133073001",0,16,14
"120570139263028",0,16,14
"120570045001024",18,14,14
"120570115241000",584,15,12
"120570139253025",160,16,14
"120570027011023",33,14,12
"120570021002017",30,14,12
"120570115231008",53,15,12
"120570139161009",39,16,14
"120010021011042",0,3,3
"120010010003018",27,3,3
"120010022022002",18,3,3
"121319504002038",9,2,2
"120632104002012",0,2,2
"120632109022033",0,2,2
"120632101002025",51,2,2
"120632106004005",2,2,2
"120632101002039",38,2,2
"121050143032027",26,18,18
"121050149052010",43,18,18
"121050138013012",18,18,18
"121050138022004",142,18,18
"121050132001045",0,18,18
"121050123032015",115,18,18
"121050160031040",25,18,16
"121050120021005",80,15,18
"121050164001007",11,15,18
"121050148021038",10,18,18
"121050148021061",0,18,18
"121050143032037",176,18,18
"121050155003012",4,18,18
"121050148022085",11,18,16
"121050104012030",34,18,18
"121050143012051",30,18,18
"120610504021035",25,8,9
"120610502012006",29,8,9
"120610508083017",12,8,9
"120910210012014",65,1,1
"120910211024044",28,1,1
"120910220012013",97,1,1
"120910218024025",36,1,1
"120910207011028",18,1,1
"120910206011030",9,1,1
"121030229012003",12,14,16
"121030252071042",37,13,13
"121030256031017",19,13,13
"121030249082035",67,13,13
"121030226023006",38,13,16
"121030226021015",30,13,16
"121030246042010",40,14,13
"121030229023012",21,14,16
"121030229011003",0,14,16
"121030223023000",26,13,16
"121030219003042",12,14,16
"120970423002005",15,9,9
"120970437001011",20,9,9
"120970437003043",22,9,9
"120970438012012",9,9,9
"120970435004057",18,9,9
"120970416004053",6,9,9
"120970408101033",17,9,9
"120970408112054",22,9,18
"120970408111011",52,9,18
"120970408111006",19,9,18
"120970438022112",1,9,9
"120970415013029",0,9,9
"120970419001004",137,9,9
"120759705023076",2,3,3
"120759704003044",19,3,3
"120579806001006",0,14,14
"120570137023023",755,14,14
"120570115122008",218,14,12
"120570115064004",83,14,12
"120570133235012",41,16,14
"120570030003016",37,14,12
"120430002012008",0,18,9
"120559604012109",27,18,9
"120559610004061",39,18,9
"120559613014001",0,18,9
"120559614021002",9,18,9
"120559613041012",10,18,9
"121030252074012",9,13,13
"121030228011009",12,13,16
"121030275013022",0,13,13
"121030261021004",56,13,13
"120570130011058",8,15,14
"120570114103017",20,14,12
"120570016002002",11,14,12
"120570051011028",0,14,12
"120570116165014",111,14,12
"120570105013024",45,14,15
"120570124011007",17,15,14
"120570125011002",0,15,14
"120570063004017",37,14,14
"120570054015023",36,14,14
"120830008061024",22,6,6
"120430002024060",16,18,9
"120430002024016",12,18,9
"120890504013001",0,4,4
"120890505062015",52,4,4
"120890503064005",136,4,4
"120559616041005",7,18,9
"120559604012139",0,18,9
"121050129004005",36,18,18
"120174503071061",11,12,15
"120830008112002",25,6,6
"120830011051011",0,6,6
"120830007071021",31,6,6
"120210108072009",23,26,22
"120210111072082",0,26,22
"120210109022029",59,19,22
"121150027382056",37,17,17
"121150027383000",0,17,17
"121150027342026",0,17,17
"121150021022006",33,17,17
"121150011012006",300,17,17
"121150025072011",36,17,17
"121150027461038",53,17,17
"120190309045002",81,4,4
"120190311041037",9,4,4
"121130109003009",238,1,1
"121130109006001",0,1,1
"121130107093056",0,1,1
"121130109006016",36,1,1
"121130108021086",0,1,1
"121130107092033",0,1,1
"121130108271007",315,1,1
"120570007011020",40,14,12
"120570008001008",47,14,12
"120570002022006",124,15,12
"120570132041041",6,16,14
"120570133233001",124,16,14
"120570124033036",0,15,14
"120570115202028",183,14,12
"120570123014003",115,15,14
"121050141232047",27,18,18
"121050115013008",49,18,18
"121150012021018",158,17,17
"121150016013018",56,17,17
"121150027451039",26,17,17
"121150027402073",6,17,17
"121150022032041",31,17,17
"121150022053004",45,17,17
"121150025101022",72,17,17
"121150027482003",58,17,16
"121150020033016",29,17,17
"120890505091008",8,4,4
"120890505072009",1,4,4
"120090713441028",43,8,8
"120090712012031",19,8,8
"120090651292005",42,8,8
"120090621121010",0,8,8
"120090713422057",16,8,8
"120090652313021",8,8,8
"120090621141012",175,8,8
"120090621061017",40,8,8
"120090621061009",51,8,8
"120090713512031",29,8,8
"120110204073001",0,20,20
"120150204013036",9,17,17
"120150201011006",82,17,17
"120150202041023",11,17,17
"120150209001020",38,17,17
"120710502062007",52,19,19
"120710103064024",30,19,19
"120710402102041",6,17,19
"120970426041009",249,9,9
"120970434002025",21,9,9
"120970434001015",31,9,9
"120970435003028",26,9,9
"120559609002010",0,18,9
"120570138021021",38,16,14
"120570111073023",27,15,12
"120570140091004",70,16,14
"120570019003027",25,14,15
"120570018003020",31,14,15
"121050109001048",37,15,18
"121050115023038",46,18,18
"121050124141024",45,9,18
"121050124141023",35,9,18
"121050124052012",22,9,18
"121050124131107",22,11,18
"121050120023017",25,15,18
"121050108001020",0,15,18
"121050104011021",28,18,18
"121050125021076",4,18,18
"121050154012011",9,18,18
"121050141211017",0,18,18
"121050125141048",0,18,18
"120350602143033",51,6,6
"120970410062007",82,9,9
"120970432031020",367,9,9
"120970408101072",59,9,9
"120970409012053",11,9,9
"120970408122004",50,9,18
"120970438023168",0,9,9
"120970438021018",14,9,9
"120970408122056",26,9,18
"120970410062016",95,9,9
"120970437003057",5,9,9
"120210114001027",40,18,22
"120210114001039",14,18,22
"120210106053002",112,19,22
"120210106011008",6,19,19
"120210108012005",47,26,22
"120759701032012",10,3,3
"120759704001127",0,3,3
"120759705021126",13,3,3
"120759701012022",6,3,3
"120759704003112",0,3,3
"120570025004001",66,14,12
"120570104012024",57,15,15
"120570142003039",0,14,15
"121050117211022",0,18,18
"121050141261007",66,9,18
"121050153011011",0,18,18
"121050123051039",5,11,18
"121050107011008",22,15,18
"120652502004034",50,2,2
"120652501032004",18,2,2
"120632102002067",0,2,2
"120632106004004",13,2,2
"120632106004070",31,2,2
"120559604011016",9,18,9
"120860097041013",143,24,25
"120070003022027",5,3,3
"120070001002012",12,3,3
"120070003021052",18,3,3
"120070001003012",0,3,3
"121050124113013",0,18,18
"121050154051054",10,18,18
"121050120021008",0,15,18
"121050138024020",38,18,18
"121050128032015",50,18,18
"121050143032039",38,18,18
"121050138021027",0,18,18
"120860004022001",203,24,24
"120860113021021",144,28,28
"120860187001016",31,28,28
"120860059042006",46,27,27
"120860196003023",51,28,28
"120860189021003",73,28,28
"120860055061027",23,27,27
"120860024022010",14,26,24
"120860065031014",61,27,27
"120990055021021",46,22,23
"120990002213018",14,21,21
"120990013023000",204,20,23
"120830027061008",60,3,3
"120090602021014",35,8,8
"120090601053023",6,8,8
"120090641021010",118,8,8
"120090713391088",13,8,8
"120090642023036",0,8,8
"120090652012003",0,8,8
"120090667002032",64,8,8
"120010012023005",0,3,3
"120910212003017",0,1,1
"120910203031008",80,1,1
"121130105062035",0,1,1
"120010022173016",70,3,3
"120010018033019",0,3,3
"120010018151028",26,3,3
"120010021021035",9,3,3
"120010022013032",8,3,3
"120010022011015",14,3,3
"120010018162050",19,3,3
"120010019085012",11,3,3
"120950179012056",21,11,11
"120950135074023",0,9,9
"120210108052009",42,19,22
"120210003022008",48,19,19
"120210107021031",0,19,19
"120210108071000",0,26,22
"120210108082004",19,19,22
"120759705013014",16,3,3
"120430002022014",11,18,9
"120459603022057",0,2,2
"121259603002070",5,3,3
"120860088081019",115,27,27
"120860087024006",135,27,28
"120860106102013",36,27,27
"120860084154025",36,27,27
"120860113023012",0,28,28
"120860139001007",156,26,26
"120860102121020",26,28,28
"120860102011029",12,28,28
"120860105012018",0,28,28
"120860047013008",38,26,26
"120860090211009",150,28,28
"120860011043000",16,24,24
"120860005091031",17,24,24
"120860100172013",61,26,26
"120860007111000",69,26,26
"120860130001003",89,26,26
"120860100221013",143,24,24
"120860004163001",104,24,24
"120860002201019",12,24,24
"120860090441010",49,26,26
"120010019082036",31,3,3
"120190308011001",0,4,4
"120190307082012",58,4,4
"120199800001197",0,4,4
"120610509051041",32,8,9
"120610508052041",40,8,9
"120610505052036",0,8,9
"120310144144007",54,5,5
"120310135252001",211,4,4
"120310168011009",69,5,5
"120310143401008",208,5,5
"120310135252015",94,4,4
"120310144143006",0,5,5
"120231107004024",12,3,3
"121030250043001",3,13,13
"121030205003027",46,14,16
"121030249053002",77,13,13
"121030224025039",0,13,16
"120559605032084",12,18,9
"120990079142025",23,21,21
"120990030003007",0,20,23
"120990048153006",73,22,23
"120990019132003",751,21,23
"120990078121010",142,20,22
"120990077773002",447,23,22
"120990079151014",0,21,21
"120990075051002",149,23,25
"120990080011005",125,20,22
"120990083021053",78,20,22
"120990083021041",41,20,22
"120990082032011",69,20,22
"120990077754001",227,22,22
"120990076031011",0,23,25
"120990047053003",161,22,23
"120990078231031",67,21,21
"120990002231074",12,21,21
"120990059451003",121,22,23
"120990040073002",136,22,23
"120890503072026",91,4,4
"121050145014051",70,18,18
"121050124113031",68,18,18
"121050154011011",0,18,18
"121050109002000",0,15,18
"121050121134000",442,15,18
"121050159001002",0,18,16
"121050135001000",0,18,18
"121050123051026",13,11,18
"121050128021014",10,18,18
"121050141283003",0,18,18
"121050125024033",37,18,18
"121050141264005",17,9,18
"120559601021097",7,18,9
"120310147022016",39,4,4
"120310146012002",323,4,4
"121050105021009",186,18,18
"121050121261026",10,15,18
"121050128022042",14,18,18
"121050125142012",0,18,18
"121050116041024",104,18,18
"120860105012022",46,28,28
"120759707002043",7,3,3
"120759705022105",15,3,3
"120210108043005",182,26,22
"120210102091003",332,19,19
"120231103005055",8,3,3
"120231106042027",41,3,3
"120632107003025",21,2,2
"120632101003029",4,2,2
"120632103011064",10,2,2
"120632108001030",0,2,2
"121319501043020",0,1,1
"121319505013037",77,2,2
"121319503051046",9,2,2
"121259602021054",0,3,3
"121259601001016",0,3,3
"121259603001074",23,3,3
"120730002004003",126,2,2
"120730022082003",34,2,2
"120570008001034",40,14,12
"120570139131078",228,16,14
"120570139163000",117,16,14
"120570140071021",234,16,14
"120570139163035",121,16,14
"120570141191015",114,16,14
"120570110082001",0,15,15
"120570022001044",44,14,12
"120570059004013",93,14,14
"120570061031005",45,14,14
"120570117083011",73,14,14
"120570124033035",40,15,14
"120570103031007",0,15,14
"120570001024001",35,15,15
"120570121071006",163,15,14
"120570124021006",27,15,14
"120570130031035",8,15,14
"120570127014020",32,15,14
"120570063001010",19,14,14
"120570003014002",27,15,12
"120570021001001",21,14,12
"120570044001002",19,14,12
"121150024011013",5,17,17
"121150027202008",12,17,17
"121150022011022",114,17,17
"121150001022008",44,17,17
"121150007002028",0,17,17
"121150007003038",27,17,17
"121030261012051",0,13,13
"121030272072039",18,13,13
"121030249072001",21,13,13
"121030247012020",10,13,13
"120632104001026",50,2,2
"120632107001015",11,2,2
"120632111003020",3,2,2
"120632111001092",30,2,2
"120652501041025",60,2,2
"120990027022017",0,22,23
"120990065022017",28,22,25
"120990054132003",32,22,23
"120990063021013",14,22,23
"120990076152002",60,23,25
"120990035072020",35,22,23
"120990081011079",0,20,22
"120990079174160",6,21,22
"120990078432005",120,21,21
"120990063012021",0,22,23
"120990072051016",26,23,25
"120990054111015",71,22,23
"120990072051000",143,23,25
"121150027462257",0,17,17
"121150027382085",23,17,17
"121150005033027",7,17,17
"121150027472005",4,17,17
"120430001001016",8,18,9
"120010018112007",37,3,3
"120010020021051",0,3,3
"120010022094015",8,3,3
"120010019072031",0,3,3
"120950170112013",0,9,11
"120950171133020",74,11,11
"120860124013023",28,26,26
"120860124021019",0,26,26
"120860106223020",38,28,28
"120860198012021",43,28,28
"120860084151025",16,27,27
"120231109011021",33,3,3
"120231107002015",0,3,3
"120310135261013",65,4,4
"120310168033012",84,5,5
"120310173001005",0,4,4
"120310172002008",4,4,4
"120310025021022",50,4,4
"120310006004000",26,5,5
"120310130002004",42,4,4
"120950167441007",67,10,8
"121079507001101",0,6,6
"121079505004118",7,6,6
"121079505004108",22,6,6
"121079508001034",26,6,6
"121079514021081",0,6,6
"120379702001282",0,2,2
"120379701011019",0,2,2
"120379703022056",1,2,2
"120350603023080",11,6,6
"120350602062039",0,6,6
"120350603021030",18,6,6
"121079503003204",9,6,6
"120970413023035",101,9,18
"120970433041064",37,9,9
"120970434002013",38,9,9
"120970436002055",20,9,9
"120970438022138",0,9,9
"120970421002040",0,9,9
"120970419002006",113,9,9
"120970438022140",0,9,9
"120970432091003",0,9,9
"121130103021066",25,1,1
"121130108021270",17,1,1
"121130106011007",3,1,1
"121130107122044",45,1,1
"120830003022018",204,3,3
"120830012053006",24,6,6
"120830002021058",8,3,3
"120830019001073",0,3,3
"120860062012006",135,27,27
"120860093142000",130,26,26
"120860007171011",20,26,26
"120430002022025",0,18,9
"120430003002006",0,18,9
"120430003002018",20,18,9
"120430002022000",0,18,9
"120430001001002",7,18,9
"120310123002008",43,4,4
"120310015002018",40,4,4
"121050106042013",71,18,18
"120950178131020",0,11,11
"120950167553002",110,9,10
"120950152022013",34,10,10
"120950156011019",45,10,10
"120950171082004",111,11,11
"120950171122034",62,11,11
"120950171081030",0,11,11
"120990077492003",83,22,22
"120990066062000",231,22,23
"120990050001002",49,22,23
"120090686032001",29,8,8
"120990076143000",377,23,25
"120990079131014",101,21,21
"120990048134002",0,22,23
"120759703012024",0,3,3
"120570140102002",20,16,14
"120570022001065",0,14,12
"120570022001063",22,14,12
"120570108221005",0,15,12
"120570141041036",96,16,14
"120570051012037",0,14,14
"120570067005010",28,14,14
"120570102151021",0,15,15
"120570139131092",25,16,14
"120570133152023",0,16,15
"120570020002023",0,14,15
"120570119071007",32,14,12
"120990018011001",31,20,23
"121239503011021",0,2,2
"121239504013025",0,2,2
"121239502021051",5,2,2
"121239501001099",0,2,2
"120419502041039",3,3,3
"120910218012001",72,1,1
"120910227003002",76,1,1
"120910210022020",0,1,1
"120910219021015",58,1,1
"120860090502009",18,26,26
"120860005092040",101,24,24
"120860098042045",37,24,24
"120860127021012",36,26,26
"120860006013017",85,26,26
"120860039154001",227,24,25
"120860002212008",58,24,25
"120860002251005",24,24,25
"120860025022008",7,26,24
"120860020011010",153,24,24
"120860106103007",49,27,27
"120860106242014",60,27,27
"120652501062003",0,2,2
"120652501061040",0,2,2
"120210111102025",0,26,22
"120910233052005",104,1,1
"120210105161002",17,26,22
"120679601001011",0,2,2
"120710401262024",39,17,19
"121030202022002",35,14,16
"121030250142008",0,13,13
"121030225023012",58,13,16
"120310029011016",32,4,4
"120310140011010",0,5,5
"120310135243007",59,4,4
"120310013002023",14,4,4
"120970416004038",16,9,9
"121050120022014",16,15,18
"121050141262002",17,9,18
"121050121271007",52,15,18
"121050110001020",0,15,18
"121050148031045",0,18,18
"121050125151010",65,18,18
"121050141301032",119,18,18
"121050141281025",45,18,18
"121050131031024",64,18,18
"121050143012044",0,18,18
"120310103011037",17,4,4
"120310126022006",44,4,4
"120310126022014",168,4,4
"120310023001002",33,4,4
"120310014012023",0,4,4
"120270104041048",0,18,16
"120270104031051",0,18,16
"120270104061041",0,18,16
"120270104061019",83,18,16
"120299701031085",3,3,3
"120299701011053",14,3,3
"120299702012036",0,3,3
"120299702021021",13,3,3
"121130108091001",0,1,1
"120890503043005",49,4,4
"120150303011026",29,17,17
"120150303024012",24,17,17
"120150305012152",10,17,17
"120150203021080",14,17,17
"120150203021024",33,17,17
"120150205013000",30,17,17
"120150204024149",0,17,17
"120860083092024",0,27,27
"120860183001005",108,28,28
"120890503091021",27,4,4
"120890503051022",0,4,4
"120310003001009",8,4,4
"120310003002029",10,4,4
"120310158031013",54,5,5
"120310110004040",23,4,4
"120310112001019",142,4,4
"120310174002096",0,4,4
"120310126012021",23,4,4
"120310141041007",8,5,5
"121050122091013",0,18,18
"121050125021000",0,18,18
"121050112031025",47,15,18
"121050136012004",24,18,18
"121050136021023",23,18,18
"121050137012005",9,18,18
"121050160012013",30,18,16
"121050160012017",19,18,16
"121050147011068",0,18,18
"121050125111012",44,9,18
"120610506032007",78,8,9
"121050136023010",12,18,18
"121050139021030",40,18,18
"121050141231051",34,18,18
"121050160021073",14,18,16
"121050124111017",22,18,18
"121050145014001",16,18,18
"121050129003012",56,18,18
"121050147011037",32,18,18
"121050120022054",0,15,18
"121050148031016",0,18,18
"120570007021017",61,14,12
"120570007012012",53,14,12
"120570011001008",25,14,12
"120570122131013",70,15,14
"120570023003018",69,14,12
"120570017003003",30,14,15
"120570116031011",35,14,14
"120010012025004",16,3,3
"120010003023017",0,3,3
"120759704002201",32,3,3
"120759703031021",7,3,3
"120759704003090",4,3,3
"120759705023107",18,3,3
"120090601041008",7,8,8
"120090713482061",8,8,8
"121050125131016",29,9,18
"121050122032010",67,11,18
"121050118352001",95,18,18
"121050122031002",0,11,18
"121050123062013",0,11,18
"120910206011075",19,1,1
"120910225003039",2,1,1
"120910205003017",59,1,1
"120910233051013",82,1,1
"120950166071022",34,10,8
"120174503101210",12,12,15
"120174503092181",4,12,15
"120860099062010",72,24,24
"120860099062007",48,24,24
"120860005043036",207,24,24
"120860092001007",0,26,26
"120860006121015",64,26,26
"120860019011007",167,24,24
"120860002191006",64,24,24
"120860023002030",0,24,24
"120860053043006",108,27,27
"120860066051014",0,27,27
"120860002191002",97,24,24
"120860082062009",228,27,27
"120860073002008",49,27,27
"120860106243004",48,27,27
"120860105012016",96,28,28
"120890503063027",325,4,4
"120890504013052",14,4,4
"120890502054008",38,4,4
"121030273191016",25,13,13
"121030256021017",36,13,13
"120499703011021",24,18,16
"120310001012027",36,4,4
"120310142061004",0,5,5
"121030252074004",29,13,13
"121030253072012",16,13,13
"121030250124015",38,13,13
"121030245122024",0,13,13
"120499702011052",1,18,16
"120499701011046",13,18,16
"120499704021033",0,18,16
"120850014082020",27,21,21
"120850012002015",0,21,21
"120479602021047",12,3,3
"120559613031022",29,18,9
"120559612011040",0,18,9
"120559613011005",27,18,9
"120559614012101",0,18,9
"121199112032033",20,11,11
"120910206012043",6,1,1
"120310123002015",29,4,4
"120310161011009",21,5,5
"120310162002006",58,5,5
"120310132001024",0,4,4
"120310143312011",53,5,5
"121030272025022",3,13,13
"120499701023002",0,18,16
"121030259013001",64,13,13
"121030201063024",834,13,16
"121030259011002",212,13,13
"121030265022068",19,13,13
"121030281031002",123,13,16
"121030252051003",18,13,13
"121030250132008",77,13,13
"121030268131048",0,13,13
"120950167504025",46,10,8
"120950171103048",15,11,11
"120950150021002",22,11,10
"120950180002016",0,10,10
"120950142013000",337,9,11
"120950120001034",111,10,10
"120950136032009",149,10,10
"120950137012011",0,10,10
"120950177033007",4,11,11
"120950139001000",0,9,10
"120950160021006",52,10,10
"120570117081005",0,14,14
"120570026002013",2,14,14
"120570025002015",92,14,12
"120570116153009",39,14,14
"120570012001029",48,14,12
"120570012002000",66,14,12
"120310108002003",131,4,4
"120310155023004",675,5,5
"120310144271003",89,5,5
"120310146031002",49,5,5
"120860007202011",166,26,26
"120860069012002",82,27,27
"120860077051014",91,27,27
"120910219021002",85,1,1
"121079514021029",14,6,6
"121079510001024",0,6,6
"121050147011061",32,18,18
"120499702021050",11,18,16
"120570141082029",21,16,14
"120570042001071",79,14,12
"120570071031025",10,14,14
"120570011001017",19,14,12
"120570036003005",66,14,15
"120570141191023",0,16,14
"120570110102005",155,15,15
"120570134092012",69,16,14
"120570139133019",0,16,14
"120559605011002",0,18,9
"120559602003009",38,18,9
"120610504022002",167,8,9
"120950171101005",0,11,11
"120950171111174",0,11,11
"120950182031006",0,10,10
"120950136062017",0,9,9
"120950136031001",0,10,10
"120950179012037",0,11,11
"120950128001011",11,10,10
"120950171131025",0,11,11
"120950167493007",56,10,8
"120730008003016",12,2,2
"120730023042010",30,2,2
"121050116041027",46,18,18
"121050136021030",32,18,18
"121050125021060",17,18,18
"120759702002001",83,3,3
"120570123043011",82,15,14
"120570139191023",50,16,14
"120570136041022",0,14,14
"120570033001015",59,14,15
"120570137022002",60,14,14
"120570134101016",15,16,14
"120570006011007",105,14,12
"120570141041037",0,16,14
"120010022102007",18,3,3
"120010012031020",98,3,3
"120010019084038",2,3,3
"120010022191009",90,3,3
"120010017014013",239,3,3
"120010015173005",506,3,3
"120010022103005",8,3,3
"121050151021020",39,18,18
"120850008001046",47,21,21
"120850011052013",55,21,21
"120850012001044",0,21,21
"120010002021018",17,3,3
"120860006013016",94,26,26
"120860004022003",101,24,24
"120860013011013",58,24,24
"120860020042015",23,24,24
"120860096021030",17,24,24
"120860067061007",0,27,27
"120860084201003",553,27,27
"120860083054005",39,27,27
"120860082022003",75,27,27
"120860107102012",66,28,28
"120860088062002",86,27,27
"120860114081141",1,28,28
"120860112051013",234,28,28
"120860146022001",140,28,28
"120860059032007",70,27,27
"120860059032013",48,27,27
"121113821301006",65,21,21
"121113815062003",69,21,21
"121113807001064",0,21,21
"121113804003024",102,21,21
"121113821122008",32,21,21
"121113809011151",0,21,21
"121113821261026",222,21,21
"121113821201004",0,21,21
"121113821124032",56,21,21
"121113818043011",77,21,21
"120210104203017",0,26,19
"120210103003025",0,19,19
"120210104361001",130,26,19
"120350602122009",56,6,6
"120570058005010",13,14,14
"120570116101005",44,14,12
"120570110182007",209,15,15
"120759707004014",0,3,3
"120759702002050",8,3,3
"120730011021017",13,2,2
"120730019023019",27,2,2
"120950177033004",11,11,11
"120950171111102",42,11,11
"120950124031023",400,10,10
"120950183002066",16,10,10
"120950148051008",106,10,10
"120950148062001",88,10,10
"120950171103012",76,11,11
"120950188001006",380,10,10
"120559614012362",0,18,9
"120559614012207",0,18,9
"120559615003013",7,18,9
"120090713393014",24,8,8
"120950178122013",27,11,11
"120950162003012",149,10,10
"120950126003003",54,10,10
"120950174022016",19,11,11
"120559616011092",0,18,9
"120730014012003",27,2,2
"120730026052021",0,2,2
"120090694001001",12,8,8
"120090624024005",102,8,8
"120090649011032",0,8,8
"120090621121038",0,8,8
"120090631061007",0,8,8
"120090671001034",0,8,8
"120090641273011",24,8,8
"120090664003009",88,8,8
"120090610012005",0,8,8
"120090624011023",22,8,8
"120090650251016",81,8,8
"120090605001003",38,8,8
"120090716023010",0,8,8
"120090693001013",55,8,8
"120419502022065",8,3,3
"120010018162048",108,3,3
"120010022082003",32,3,3
"120010010001029",18,3,3
"120559609002048",0,18,9
"120559610003013",21,18,9
"120559604021026",0,18,9
"120559605032090",63,18,9
"120850014103019",29,21,21
"121150011023019",156,17,17
"121150001023015",0,17,17
"121150011022004",25,17,17
"121150025042003",23,17,17
"121150024012002",31,17,17
"121150004041014",23,17,17
"121150013031009",63,17,17
"121150021012015",21,17,17
"121150027462045",0,17,16
"121150015053015",31,17,17
"120860091022001",0,26,26
"120860039153002",261,24,25
"120860003072004",0,24,24
"120570120011010",60,14,15
"120570013005006",41,14,12
"120570014001009",31,14,12
"120950121003005",73,10,10
"120950110004022",30,10,10
"120950182021019",36,10,10
