"YEAR","STATE","STATE_ABV","TOTAL_BALLOTS_COUNTED","VOTE_FOR_HIGHEST_OFFICE","VAP","NONCITIZEN_PCT","INELIGIBLE_PRISON","INELIGIBLE_PROBATION","INELIGIBLE_PAROLE","INELIGIBLE_FELONS_TOTAL","ELIGIBLE_OVERSEAS","VEP","VEP_TURNOUT_RATE","VAP_TURNOUT_RATE","rate_vap_hi","rate_vep_hi","rate_vap_tb","rate_vep_tb","gap_hi","gap_tb","presidential","vep_recon","vep_recon_pct_err","pub_vep_err","pub_vap_err","inelig_pct"
2002,"Illinois","IL",3651808,3538883,9302571,8.9,43186,0,0,43186,NA,8431456,43.31,39.26,38.042,41.9724,39.2559,43.3117,3.93039,4.05581,FALSE,8431456,0.00000214672,0.00171271,-0.00409967,9.36424
2002,"Indiana","IN",1562037,1521353,4587747,2.6,22576,0,0,22576,NA,4445890,35.13,34.05,33.1612,34.2193,34.048,35.1344,1.05809,1.08639,FALSE,4445890,-0.00000949191,0.00440503,-0.00198035,3.09208
2002,"Iowa","IA",1040201,1023075,2214936,2.5,8395,19970,2787,21167,NA,2138396,48.64,46.96,46.1898,47.8431,46.963,48.644,1.65328,1.68096,FALSE,2138396,-0.0000187056,0.00398362,0.00302737,3.45563
2002,"Kansas","KS",851966,835692,2007407,4.1,9009,15217,3990,20608,NA,1904495,44.73,42.44,41.6304,43.88,42.4411,44.7345,2.24956,2.29336,FALSE,1904495,0.0000164348,0.00448342,0.00111931,5.12661
2002,"Kentucky","KY",NA,1131313,3100972,1.7,16377,24480,5968,34585,NA,3013670,NA,NA,36.4825,37.5394,NA,NA,1.05685,NA,FALSE,3013670,0.0000157947,NA,NA,2.81531
2002,"Louisiana","LA",1267225,1246333,3312330,1.7,36091,36257,23049,77269,NA,3178751,39.87,38.26,37.6271,39.2083,38.2578,39.8655,1.58118,1.60769,FALSE,3178751,0.000012269,-0.00449937,-0.00218752,4.03278
2002,"Maine","ME",NA,505190,1001796,1.6,0,0,0,0,NA,985767,NA,NA,50.4284,51.2484,NA,NA,0.819988,NA,FALSE,985767,0.0000267812,NA,NA,1.60003
2002,"Maryland","MD",1721626,1704560,4082694,6.9,24186,81982,13271,78448,NA,3722540,46.25,42.17,41.7509,45.7902,42.1689,46.2487,4.03938,4.07982,FALSE,3722540,0.00000306243,-0.00130959,-0.00112817,8.82148
2002,"Massachusetts","MA",2220301,2194189,4919958,8.2,10511,0,0,10511,NA,4506010,49.27,45.13,44.5977,48.6947,45.1285,49.2742,4.097,4.14576,FALSE,4506010,0.00000985351,0.00421377,-0.00154565,8.41365
2002,"Michigan","MI",3219864,3177565,7445335,3.4,49524,0,0,49524,NA,7142670,45.08,43.25,42.6786,44.4871,43.2467,45.0793,1.80847,1.83255,FALSE,7142670,-0.00000546014,-0.000722923,-0.00326899,4.06516
2002,"Minnesota","MN",NA,2254639,3745577,3.8,7612,122692,3577,72535,NA,3530710,NA,NA,60.1947,63.8579,NA,NA,3.66324,NA,FALSE,3530710,0.0000020959,NA,NA,5.73655
2002,"Mississippi","MS",NA,615609,2099698,1.1,20542,16633,1816,30675,NA,2045926,NA,NA,29.3189,30.0895,NA,NA,0.770574,NA,FALSE,2045926,0.0000157386,NA,NA,2.56094
2002,"Missouri","MO",NA,1877620,4262146,1.9,30649,54584,13533,71474,NA,4109691,NA,NA,44.0534,45.6876,NA,NA,1.63423,NA,FALSE,4109691,0.0000054992,NA,NA,3.57695
2002,"Montana","MT",340272,331321,690652,1,3440,0,0,3440,NA,680305,50.02,49.27,47.9722,48.7018,49.2682,50.0176,0.729626,0.749338,FALSE,680305,0.0000705566,-0.00243435,-0.0017723,1.49815
2002,"Nebraska","NE",NA,480991,1285024,3.8,4103,16468,574,12911,NA,1223282,NA,NA,37.4305,39.3197,NA,NA,1.88921,NA,FALSE,1223282,0.00000719376,NA,NA,4.80474
2002,"Nevada","NV",512433,504079,1640679,12.7,10527,12290,3971,20643,NA,1411670,36.3,31.23,30.7238,35.708,31.233,36.2998,4.98419,5.06679,FALSE,1411670,-0.0000165053,-0.00022739,0.00298342,13.9582
2002,"New Hampshire","NH",453078,447135,960401,3,2483,0,0,2483,NA,929106,48.76,47.18,46.5571,48.1253,47.1759,48.7649,1.56818,1.58902,FALSE,929106,-0.00000322891,0.00494178,-0.00408077,3.25853
2002,"New Jersey","NJ",2161105,2112604,6448445,11.5,28213,134290,12576,107934,NA,5598940,38.6,33.51,32.7614,37.7322,33.5136,38.5985,4.97076,5.08488,FALSE,5598940,-0.00000312559,-0.00153315,0.00358351,13.1738
2002,"New Mexico","NM",502230,484229,1360130,7,6173,16287,1962,16279,NA,1248642,40.22,36.93,35.6017,38.7805,36.9251,40.2221,3.17878,3.29695,FALSE,1248642,-0.0000080087,0.00209729,-0.00485314,8.19686
2002,"New York","NY",4690968,4579078,14504792,12.6,65914,0,55990,121904,NA,12555284,37.36,32.34,31.5694,36.4713,32.3408,37.3625,4.90191,5.02168,FALSE,12555284,0.00000165667,0.00250012,0.000815366,13.4404
2002,"North Carolina","NC",NA,2331181,6314679,5,33334,112900,2805,92589,NA,5906356,NA,NA,36.9169,39.469,NA,NA,2.55217,NA,FALSE,5906356,0.000000846546,NA,NA,6.46625
2002,"North Dakota","ND",237224,231030,486797,1.2,1168,0,0,1168,NA,479787,49.44,48.73,47.4592,48.1526,48.7316,49.4436,0.69341,0.712,FALSE,479787,0.0000908737,0.00360727,0.00160681,1.44003
2002,"Ohio","OH",3356285,3228992,8556557,1.9,45831,0,0,45831,NA,8348151,40.2,39.22,37.737,38.6791,39.2247,40.2039,0.94208,0.979219,FALSE,8348151,0.00000499512,0.00393258,0.00471387,2.43563
2002,"Oklahoma","OK",NA,1035620,2610016,3.3,23004,29881,3573,41518,NA,2482367,NA,NA,39.6787,41.7191,NA,NA,2.04037,NA,FALSE,2482367,0.0000190141,NA,NA,4.89074
2002,"Oregon","OR",1293756,1267221,2674581,6.7,12422,0,0,12422,NA,2482962,52.11,48.37,47.3802,51.0367,48.3723,52.1053,3.6565,3.73306,FALSE,2482962,0.00000294004,-0.00465163,0.0022871,7.16445
2002,"Pennsylvania","PA",NA,3545431,9454338,2.6,40545,0,0,40545,NA,9167980,NA,NA,37.5006,38.6719,NA,NA,1.17131,NA,FALSE,9167980,0.0000023124,NA,NA,3.02885
2002,"Rhode Island","RI",337027,331834,819310,7.4,3569,25914,384,16910,NA,741771,45.44,41.14,40.5016,44.7354,41.1355,45.4355,4.23373,4.29998,FALSE,741771,0.00000808875,-0.0045489,-0.00453235,9.46394
2002,"South Carolina","SC",NA,1102010,3100548,2.6,24247,41574,3491,48525,NA,2971409,NA,NA,35.5424,37.0871,NA,NA,1.54469,NA,FALSE,2971409,-0.00000834621,NA,NA,4.16504
2002,"South Dakota","SD",340407,337497,564305,1.3,3059,0,0,3059,NA,553910,61.46,60.32,59.8076,60.9299,60.3232,61.4553,1.12238,1.13206,FALSE,553910,0.00000631872,-0.00470943,0.00322946,1.84209
2002,"Tennessee","TN",NA,1644741,4393757,2.5,25409,42712,7949,54714,NA,4229199,NA,NA,37.4336,38.8901,NA,NA,1.45654,NA,FALSE,4229199,0.00000177339,NA,NA,3.74527
2002,"Texas","TX",4552059,4514012,15718593,12.1,164222,434486,103068,484533,NA,13332110,34.14,28.96,28.7177,33.8582,28.9597,34.1436,5.14054,5.18386,FALSE,13332110,0.00000185267,0.00357517,-0.000289675,15.1825
2002,"Utah","UT",568290,557153,1601707,6.5,5594,0,0,5594,NA,1492002,38.09,35.48,34.785,37.3426,35.4803,38.0891,2.55769,2.60882,FALSE,1492002,0.00000301608,-0.000908967,0.000271985,6.84926
2002,"Vermont","VT",232993,230161,472402,2.1,0,0,0,0,NA,462482,50.38,49.32,48.7214,49.7665,49.3209,50.3788,1.04505,1.05791,FALSE,462482,-0.0000955713,-0.00117445,0.000917354,2.09991
2002,"Virginia","VA",1661915,1489422,5536511,6,34733,40359,4530,59443,NA,5144877,32.3,30.02,26.9018,28.9496,30.0174,32.3023,2.0478,2.28496,FALSE,5144877,0.00000660852,0.00232715,-0.00262985,7.07366
2002,"Washington","WA",1808720,1739116,4553733,7.3,16284,171603,95,102181,NA,4119129,43.91,39.72,38.191,42.2205,39.7195,43.9103,4.02948,4.19075,FALSE,4119129,0.00001192,0.000253842,-0.000499537,9.54391
2002,"West Virginia","WV",440156,436183,1413580,0.6,4703,6430,999,8917,NA,1396182,31.53,31.14,30.8566,31.2411,31.1377,31.5257,0.384508,0.388011,FALSE,1396182,-0.0000343795,-0.00431066,-0.0023212,1.23078
2002,"Wisconsin","WI",NA,1775349,4094028,2.6,22366,54614,11088,60761,NA,3926822,NA,NA,43.3644,45.2108,NA,NA,1.84648,NA,FALSE,3926822,0.00000692672,NA,NA,4.08414
2002,"Wyoming","WY",188028,185459,376121,1.6,1809,4596,570,4677,NA,365426,51.45,49.99,49.3083,50.7515,49.9914,51.4545,1.44312,1.46311,FALSE,365426,0.0000175138,0.00446684,0.00135916,2.8435
2004,"Alabama","AL",1890317,1883415,3427542,1.9,26521,36795,7745,52664,NA,3309755,57.11,55.15,54.9494,56.905,55.1508,57.1135,1.95553,1.9627,TRUE,3309755,-0.00000900369,0.00350236,0.000804862,3.43649
2004,"Alaska","AK",314502,312598,476378,4,4515,5547,951,8240,NA,449083,70.03,66.02,65.6197,69.6081,66.0194,70.032,3.98833,4.01262,TRUE,449083,-0.0000267211,0.00204307,-0.000578448,5.72969
2004,"Arizona","AZ",2038069,2012585,4215706,11.5,31631,69343,5671,71974,NA,3658926,55.7,48.34,47.7402,55.0048,48.3447,55.7013,7.26464,7.35662,TRUE,3658926,-0.00000519278,0.00129049,0.00466635,13.2073
2004,"Arkansas","AR",1070573,1054945,2072986,2.8,13477,29128,14844,42885,NA,1972057,54.29,51.64,50.8901,53.4947,51.644,54.2871,2.60453,2.64312,TRUE,1972057,0.0000198777,-0.00287747,0.00400531,4.86877
2004,"California","CA",12589367,12421852,26246548,18.8,166053,0,110261,276314,NA,21035883,59.85,47.97,47.3276,59.0508,47.9658,59.8471,11.7232,11.8813,TRUE,21035883,-0.000000114091,-0.00289494,-0.00419894,19.8528
2004,"Colorado","CO",2148036,2129630,3443164,7.5,19756,0,7383,27139,NA,3157788,68.02,62.39,61.851,67.4406,62.3855,68.0234,5.5896,5.63791,TRUE,3157788,-0.00000950032,0.00343919,-0.0044732,8.28819
2004,"Connecticut","CT",1607808,1578769,2652587,7.3,20018,0,2552,22570,NA,2436378,65.99,60.61,59.5181,64.7998,60.6128,65.9917,5.28175,5.3789,TRUE,2436378,0.00000611564,0.00173035,0.00282816,8.15087
2004,"Delaware","DE",377407,375190,635370,4.7,6973,18725,539,16875,NA,588633,64.12,59.4,59.0506,63.7392,59.3996,64.1158,4.68857,4.71628,TRUE,588633,-0.0000662552,-0.00415872,-0.00043754,7.35587
2004,"District of Columbia","DC",230105,227586,458758,10,0,0,0,0,NA,412882,55.73,50.16,49.6092,55.1213,50.1583,55.7314,5.51216,5.57317,TRUE,412882,0.00004844,0.00141963,-0.00174663,10
2004,"Florida","FL",7640319,7609810,13643828,11.2,84733,281170,4888,230206,NA,11885513,64.28,56,55.7747,64.0259,55.9984,64.2826,8.25119,8.28427,TRUE,11885513,0.00000222119,0.00261868,-0.00164675,12.8873
2004,"Georgia","GA",3317336,3301875,6499325,6.8,48625,419350,23344,281644,NA,5775727,57.44,51.04,50.8034,57.1681,51.0412,57.4358,6.36478,6.39458,TRUE,5775727,-0.00000173138,-0.00418283,0.0012389,11.1334
2004,"Hawaii","HI",431662,429013,982882,7.9,5946,0,0,5946,NA,899288,48,43.92,43.6485,47.7059,43.918,48.0004,4.05738,4.08243,TRUE,899288,0.0000358061,0.000418109,-0.00201188,8.50499
2004,"Idaho","ID",612786,598376,1016255,4.1,6312,44580,2370,30972,NA,943617,64.94,60.3,58.8805,63.413,60.2984,64.9401,4.53252,4.64167,TRUE,943617,-0.0000482187,0.000118713,-0.00155128,7.14762
2004,"Illinois","IL",5350493,5274322,9391420,9,44379,0,0,44379,NA,8501813,62.93,56.97,56.1611,62.0376,56.9721,62.9336,5.87654,5.96141,TRUE,8501813,0.00000235244,0.00355311,0.00214053,9.47255
2004,"Indiana","IN",2512142,2468002,4660157,2.7,23760,0,0,23760,NA,4510573,55.69,53.91,52.9596,54.7159,53.9068,55.6945,1.7563,1.78771,TRUE,4510573,-0.00000529866,0.00452041,-0.00318956,3.20985
2004,"Iowa","IA",1521966,1506908,2239979,2.6,8611,22832,3317,23344,NA,2158396,70.51,67.95,67.2733,69.8161,67.9455,70.5138,2.54279,2.5682,TRUE,2158396,-0.0000210341,0.00375188,-0.0044523,3.64213
2004,"Kansas","KS",1213108,1187756,2032763,4.3,9152,14309,4525,20832,NA,1924522,63.03,59.68,58.4306,61.7169,59.6778,63.0342,3.28632,3.35646,TRUE,1924522,0.00000992454,0.00424954,-0.00221169,5.32482
2004,"Kentucky","KY",1816867,1795860,3157464,1.7,17763,33286,8006,42412,NA,3061375,59.35,57.54,56.8767,58.6619,57.542,59.3481,1.78522,1.8061,TRUE,3061375,0.00000365849,-0.00192928,0.00197039,3.04323
2004,"Louisiana","LA",1956590,1943106,3379937,1.8,36745,38470,24387,80367,NA,3238731,60.41,57.89,57.4894,59.9959,57.8884,60.4122,2.50649,2.52388,TRUE,3238731,0.00000413742,0.00224171,-0.00164291,4.17777
2004,"Maine","ME",751519,740752,1022043,1.6,0,0,0,0,NA,1005690,74.73,73.53,72.4776,73.6561,73.5311,74.7267,1.17852,1.19565,TRUE,1005690,0.0000310235,-0.00329495,0.00105496,1.60003
2004,"Maryland","MD",2395791,2386705,4179376,7.2,23727,76676,14351,76416,NA,3802045,63.01,57.32,57.1067,62.7742,57.3241,63.0132,5.66751,5.68909,TRUE,3802045,-0.00000189372,0.00322052,0.00413164,9.02841
2004,"Massachusetts","MA",2927455,2912388,4935787,8.4,10365,0,0,10365,NA,4510816,64.9,59.31,59.0055,64.5645,59.3108,64.8986,5.559,5.58776,TRUE,4510816,-0.00000239425,-0.00143176,0.000804944,8.60999
2004,"Michigan","MI",4875692,4839252,7508568,3.4,48591,0,0,48591,NA,7204686,67.67,64.94,64.4497,67.1681,64.935,67.6739,2.71839,2.73886,TRUE,7204686,-0.00000433051,0.00390001,-0.00495513,4.04714
2004,"Minnesota","MN",2842912,2828387,3819020,3.9,8613,114226,3872,69598,NA,3600480,78.96,74.44,74.0605,78.5558,74.4409,78.9592,4.49529,4.51837,TRUE,3600480,0.0000061103,-0.000750122,0.000877503,5.72241
2004,"Mississippi","MS",NA,1152365,2133681,1.2,20429,21324,1979,33070,NA,2075007,NA,NA,54.0083,55.5355,NA,NA,1.52717,NA,TRUE,2075007,-0.00000828913,NA,NA,2.7499
2004,"Missouri","MO",2764635,2731364,4339414,1.9,30775,53832,17400,75091,NA,4181874,66.11,63.71,62.9432,65.3144,63.7099,66.11,2.3712,2.40008,TRUE,4181874,0.00000320431,-0.0000454677,-0.000130419,3.63044
2004,"Montana","MT",456096,450445,711858,1,3800,0,0,3800,NA,700939,65.07,64.07,63.2774,64.2631,64.0712,65.0693,0.985714,0.99808,TRUE,700939,0.0000599196,-0.00071437,0.00120521,1.53387
2004,"Nebraska","NE",792906,778186,1305430,4,4042,17994,805,13844,NA,1239369,63.98,60.74,59.6115,62.7889,60.7391,63.9766,3.17742,3.23752,TRUE,1239369,-0.0000161372,-0.00341191,-0.000933179,5.06048
2004,"Nevada","NV",831563,829587,1776962,13.2,10971,12521,3610,20842,NA,1521561,54.65,46.8,46.6857,54.5221,46.7969,54.652,7.83641,7.85507,TRUE,1521561,0.00000105155,0.00196597,-0.00310733,14.3729
2004,"New Hampshire","NH",683672,677738,984422,3.2,2441,0,0,2441,NA,950479,71.93,69.45,68.8463,71.3049,69.4491,71.9292,2.4586,2.48013,TRUE,950479,0.0000521842,-0.000793779,-0.000922267,3.44801
2004,"New Jersey","NJ",3638153,3611691,6513394,11.7,28107,143315,14180,113945,NA,5637382,64.54,55.86,55.4502,64.0668,55.8565,64.5362,8.6166,8.67973,TRUE,5637382,-0.0000017384,-0.00378443,-0.00351412,13.4494
2004,"New Mexico","NM",775301,756304,1411419,7.4,6341,17725,2676,17880,NA,1289094,60.14,54.93,53.5847,58.6694,54.9306,60.1431,5.08477,5.21249,TRUE,1289094,-0.000000465443,0.00309275,0.000605299,8.66681
2004,"New York","NY",7448266,7391249,14598898,12.6,64596,0,54524,119120,NA,12640317,58.92,51.02,50.6288,58.4736,51.0194,58.9247,7.84479,7.90531,TRUE,12640317,-0.00000117086,0.00467728,-0.000628538,13.416
2004,"North Carolina","NC",3552449,3501007,6505150,5.3,34917,111537,2882,93568,NA,6066809,58.56,54.61,53.819,57.7076,54.6098,58.5555,3.88855,3.94568,TRUE,6066809,0.000000824156,-0.00452215,-0.000206221,6.73837
2004,"North Dakota","ND",316049,312833,496479,1.3,1266,0,0,1266,NA,488759,64.66,63.66,63.0103,64.0056,63.6581,64.6636,0.995255,1.00549,TRUE,488759,-0.0000464442,0.0035663,-0.0019198,1.55495
2004,"Ohio","OH",5722443,5627908,8624277,2,44770,0,0,44770,NA,8407021,68.07,66.35,65.2566,66.943,66.3527,68.0674,1.68637,1.7147,TRUE,8407021,0.00000547162,-0.0025716,0.00272731,2.51912
2004,"Oklahoma","OK",NA,1463758,2649994,3.4,24767,28435,4329,43314,NA,2516580,NA,NA,55.2363,58.1646,NA,NA,2.9283,NA,TRUE,2516580,0.00000810624,NA,NA,5.0345
2004,"Oregon","OR",1851671,1836782,2736472,6.8,13219,0,0,13219,NA,2537173,72.98,67.67,67.1223,72.3948,67.6664,72.9817,5.27256,5.3153,TRUE,2537173,-0.00000378374,0.00166108,-0.00363981,7.28306
2004,"Pennsylvania","PA",NA,5769590,9554349,2.7,40692,0,0,40692,NA,9255690,NA,NA,60.3871,62.3356,NA,NA,1.94855,NA,TRUE,9255690,-0.00000457016,NA,NA,3.1259
2004,"Rhode Island","RI",440228,437134,827513,7.6,3701,26085,368,17112,NA,747510,58.89,53.2,52.825,58.4787,53.1989,58.8926,5.65365,5.69367,TRUE,747510,0.00000160533,0.00259007,-0.00107745,9.66788
2004,"South Carolina","SC",1626720,1617730,3198733,2.7,24173,38856,2217,45818,NA,3066549,53.05,50.86,50.5741,52.7541,50.8551,53.0473,2.18,2.19212,TRUE,3066549,0.00000681548,-0.00274721,-0.00486454,4.13239
2004,"South Dakota","SD",394930,388215,576472,1.4,3101,0,0,3101,NA,565300,69.86,68.51,67.3433,68.6742,68.5081,69.862,1.3309,1.35392,TRUE,565300,0.0000693437,0.00202017,-0.00190247,1.938
2004,"Tennessee","TN",2456610,2437319,4496929,2.6,25834,47392,8410,57940,NA,4322069,56.84,54.63,54.1996,56.3924,54.6286,56.8388,2.19278,2.21014,TRUE,4322069,-0.00000356311,-0.00124986,-0.00138567,3.88843
2004,"Texas","TX",NA,7410765,16284659,12.5,169110,428773,102072,485569,NA,13763508,NA,NA,45.5076,53.8436,NA,NA,8.33593,NA,TRUE,13763508,-0.0000027246,NA,NA,15.4818
2004,"Utah","UT",942010,927844,1664066,6.8,5802,0,0,5802,NA,1545108,60.97,56.61,55.7576,60.0504,56.6089,60.9673,4.29279,4.35833,TRUE,1545108,-0.0000315836,-0.00274075,-0.00106742,7.14863
2004,"Vermont","VT",314220,312309,480053,2.1,0,0,0,0,NA,469972,66.86,65.46,65.0572,66.4527,65.4553,66.8593,1.39549,1.40403,TRUE,469972,-0.000024044,-0.000697744,-0.00472735,2.09998
2004,"Virginia","VA",3223156,3198367,5699175,6.2,35472,43470,4392,61599,NA,5284227,61,56.55,56.1198,60.5267,56.5548,60.9958,4.40685,4.44101,TRUE,5284227,0.00000283864,-0.00421008,0.00478205,7.28084
2004,"Washington","WA",2883499,2859084,4683829,7.4,16559,125222,120,79290,NA,4257936,67.72,61.56,61.0416,67.1472,61.5629,67.7206,6.10558,6.15772,TRUE,4257936,-0.000008126,0.000581051,0.00285808,9.09284
2004,"West Virginia","WV",769645,755887,1425689,0.6,4980,6977,1216,9685,NA,1407450,54.68,53.98,53.0191,53.7061,53.9841,54.6836,0.687069,0.699574,TRUE,1407450,-0.00000952076,0.00364773,0.00407367,1.27931
2004,"Wisconsin","WI",3016288,2997007,4172068,2.7,22905,54970,13883,64273,NA,3995149,75.5,72.3,71.835,75.0162,72.2972,75.4988,3.1811,3.20157,TRUE,3995149,0.00000410498,-0.00123888,-0.0028083,4.24056
2004,"Wyoming","WY",245789,243428,386796,1.7,1923,4418,563,4695,NA,375525,65.45,63.54,62.9345,64.8234,63.5449,65.4521,1.88891,1.90723,TRUE,375525,0.000124626,0.00210039,0.00486603,2.91394
2006,"Alabama","AL",NA,1250401,3513952,2.3,28241,55766,7795,63919,NA,3369212,NA,NA,35.5839,37.1126,NA,NA,1.52867,NA,FALSE,3369212,0.00000308678,NA,NA,4.11901
2006,"Alaska","AK",238307,237322,492452,4.5,5069,6095,973,9090,NA,461202,51.67,48.39,48.1919,51.4573,48.3919,51.6709,3.26537,3.27893,FALSE,461202,-0.0000737204,0.000851384,0.00192449,6.3458
2006,"Arizona","AZ",1553032,1526782,4490327,12.6,35892,73265,6213,78738,NA,3845808,40.38,34.59,34.0016,39.6999,34.5862,40.3825,5.69832,5.7963,FALSE,3845808,-0.00000525247,0.00246319,-0.00383289,14.3535
2006,"Arkansas","AR",780409,774680,2130080,3.3,13729,31508,16666,46149,NA,2013638,38.76,36.64,36.3686,38.4717,36.6375,38.7562,2.10307,2.11863,FALSE,2013638,0.0000178781,-0.00382833,-0.00245587,5.46656
2006,"California","CA",8899059,8679416,26739781,18.9,175512,0,111744,287256,NA,21398706,41.59,33.28,32.4588,40.5605,33.2802,41.5869,8.10166,8.30668,FALSE,21398706,0.00000182721,-0.0030975,0.000223948,19.9743
2006,"Colorado","CO",1586105,1558405,3569901,8,22481,0,8196,30677,NA,3253632,48.75,44.43,43.654,47.8974,44.4299,48.7488,4.24338,4.31881,FALSE,3253632,-0.00000245879,-0.00124784,-0.0000564245,8.85932
2006,"Connecticut","CT",1162391,1134780,2683538,7.9,20566,0,2571,23137,NA,2448401,47.48,43.32,42.2867,46.3478,43.3156,47.4755,4.06109,4.1599,FALSE,2448401,0.0000203398,-0.00448435,-0.00438457,8.7622
2006,"Delaware","DE",258053,254099,659410,5.3,7206,16958,600,16285,NA,608176,42.43,39.13,38.5343,41.7805,39.1339,42.4306,3.24621,3.29672,FALSE,608176,0.000044395,0.000645076,0.00392275,7.76967
2006,"District of Columbia","DC",122356,120620,466827,9.7,0,0,0,0,NA,421545,29.03,26.21,25.8383,28.6138,26.2101,29.0256,2.77552,2.81547,FALSE,421545,-0.0000519517,-0.00439182,0.000137803,9.69995
2006,"Florida","FL",4884544,4829270,14211669,11.8,92969,272977,4785,234243,NA,12300449,39.71,34.37,33.981,39.2609,34.37,39.7103,5.27991,5.34034,FALSE,12300449,0.000000471528,0.00029025,-0.0000466891,13.4482
2006,"Georgia","GA",2143845,2122258,6799654,7.4,52792,422790,22851,287038,NA,6009442,35.67,31.53,31.2113,35.3154,31.5287,35.6746,4.10413,4.14587,FALSE,6009442,-0.00000658963,0.00461006,-0.00126339,11.6214
2006,"Hawaii","HI",348988,344315,1012975,8.1,5967,0,0,5967,NA,924957,37.73,34.45,33.9905,37.225,34.4518,37.7302,3.2345,3.2784,FALSE,924957,0.00000270283,0.000186376,0.00178805,8.68906
2006,"Idaho","ID",458927,450832,1072895,4.4,7124,48609,2482,33911,NA,991777,46.27,42.77,42.0201,45.457,42.7746,46.2732,3.43685,3.49856,FALSE,991777,-0.0000383151,0.00320456,0.00464244,7.56067
2006,"Illinois","IL",3586292,3486671,9483856,9.2,45106,0,0,45106,NA,8566235,41.87,37.81,36.7643,40.7025,37.8147,41.8654,3.93821,4.05074,FALSE,8566235,0.00000289509,-0.0045597,0.00470322,9.67561
2006,"Indiana","IN",1719351,1666922,4743856,3.1,26091,0,0,26091,NA,4570705,37.62,36.24,35.1385,36.4697,36.2437,37.6168,1.33115,1.37301,FALSE,4570705,0.0000101516,-0.00324285,0.00374349,3.65001
2006,"Iowa","IA",1071509,1048033,2267991,2.8,8875,22622,3560,23746,NA,2180741,49.14,47.24,46.2098,48.0586,47.2449,49.1351,1.84882,1.89024,FALSE,2180741,0.0000115557,-0.00491243,0.00485238,3.84702
2006,"Kansas","KS",864083,849700,2062668,4.7,8816,15518,4666,21241,NA,1944482,44.44,41.89,41.1942,43.698,41.8915,44.4377,2.50379,2.54617,FALSE,1944482,-0.0000203653,-0.002304,0.00152108,5.72976
2006,"Kentucky","KY",1370062,1253526,3218000,1.9,20000,41162,10162,50743,NA,3106115,44.11,42.57,38.9536,40.3567,42.575,44.1085,1.40314,1.53359,FALSE,3106115,0,-0.00145927,0.00495339,3.47685
2006,"Louisiana","LA",954896,902498,3239317,2,37012,38057,24072,80113,NA,3094418,30.86,29.48,27.8607,29.1654,29.4783,30.8587,1.30461,1.38035,FALSE,3094418,-0.0000109875,-0.00133772,-0.00168713,4.47313
2006,"Maine","ME",NA,550865,1037200,1.7,0,0,0,0,NA,1019568,NA,NA,53.1108,54.0293,NA,NA,0.918477,NA,FALSE,1019568,-0.0000392323,NA,NA,1.69996
2006,"Maryland","MD",1809237,1788316,4261205,7.9,22945,75698,14271,75065,NA,3849505,47,42.46,41.9674,46.4557,42.4583,46.9992,4.48836,4.54087,FALSE,3849505,-0.00000506559,-0.000788413,-0.00165782,9.66159
2006,"Massachusetts","MA",2243835,2219779,4970780,8.7,11032,0,0,11032,NA,4527290,49.56,45.14,44.6566,49.0311,45.1405,49.5624,4.37452,4.42193,FALSE,4527290,0.00000309236,0.00243139,0.000501088,8.92194
2006,"Michigan","MI",3852008,3801256,7532918,3.6,51577,0,0,51577,NA,7210156,53.42,51.14,50.4619,52.7209,51.1357,53.4248,2.25892,2.28908,FALSE,7210156,-0.000000665728,0.00475253,-0.00433119,4.28469
2006,"Minnesota","MN",2217552,2202987,3896561,4.2,9108,127289,4007,76760,NA,3656145,60.65,56.91,56.5367,60.2544,56.9105,60.6527,3.71767,3.74225,FALSE,3656145,0.0000119798,0.00273669,0.000491071,6.16995
2006,"Mississippi","MS",NA,610921,2154112,1.3,21068,24107,1970,35092,NA,2091017,NA,NA,28.3607,29.2165,NA,NA,0.855764,NA,FALSE,2091017,-0.0000218076,NA,NA,2.92905
2006,"Missouri","MO",2178278,2128459,4427266,2.2,30167,54963,18374,76023,NA,4253843,51.21,49.2,48.0761,50.0361,49.2014,51.2073,1.95999,2.00587,FALSE,4253843,0.00000347921,-0.00270344,0.00142589,3.91716
2006,"Montana","MT",411061,406505,734669,1,3572,0,0,3572,NA,723750,56.8,55.95,55.3317,56.1665,55.9519,56.796,0.834773,0.844129,FALSE,723750,0.0000428325,-0.00400691,0.00186404,1.48625
2006,"Nebraska","NE",610499,596087,1325932,4.3,4407,18731,662,14435,NA,1254482,48.67,46.04,44.9561,47.5166,46.043,48.6654,2.56051,2.62242,FALSE,1254482,-0.00000605828,-0.00457475,0.00300975,5.38866
2006,"Nevada","NV",586274,582572,1907976,14.4,12901,13208,3518,23023,NA,1610204,36.41,30.73,30.5335,36.18,30.7275,36.4099,5.6465,5.68239,FALSE,1610204,0.0000283194,-0.0000792695,-0.00246464,15.6067
2006,"New Hampshire","NH",418550,403531,1006234,3.4,2805,0,0,2805,NA,969217,43.18,41.6,40.1031,41.6347,41.5957,43.1843,1.53164,1.58865,FALSE,969217,0.00000453975,0.00434365,-0.00430755,3.67877
2006,"New Jersey","NJ",2315643,2250070,6565183,12,27371,132636,13874,107563,NA,5669798,40.84,35.27,34.2728,39.6852,35.2716,40.8417,5.41242,5.57015,FALSE,5669798,0.000000705493,0.00171958,0.00156821,13.6384
