script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-17	disk	derived/checks.csv	865	sha256:93f6ef52632fc48fe4a23ce5372fd4f4287cfd857eed98a88c878bc6ee7c2402	10	2026-08-14
build-data.R	2026-08-17	disk	derived/control_check.csv	398	sha256:c2e3218e9f16e86369eefd78d162fd35a6889d3028123ee3a95776f6c01016c1	9	2026-08-14
build-data.R	2026-08-17	disk	derived/control_panel.csv	24003	sha256:dcd2356918cc6eff70ffdf20d4b71546bbc80ace4f569b49633f5ffbae57a924	450	2026-08-14
build-data.R	2026-08-17	disk	derived/control_trend.csv	1200	sha256:a627a356c60246d05db27169ff341d7eca503656267e22dcf1d94819e4c65a55	27	2026-08-14
build-data.R	2026-08-17	disk	derived/covi_2024.csv	5451	sha256:05356a43639d54cb585d37d3c7b1d93dfd8aeb5cf24c628e06b2068ad86bb17c	50	2026-08-14
build-data.R	2026-08-17	disk	derived/covi_panel.csv	21602	sha256:bd463f808c734b1a212bb821e7f68b1b9eb6a05ac3dfdbdbfdc854d32b402b97	450	2026-08-14
build-data.R	2026-08-17	disk	derived/facts.csv	695	sha256:0121d2615514097c92c76138916b336ff6ef503f4f2a8e1e2f09113e50ce6bb0	26	2026-08-14
build-data.R	2026-08-17	disk	derived/items_2024.csv	1676	sha256:88687b4c2c6a82583bfbad92ae207cfd3a0b3117ae356641f6146f9694f6d1a6	52	2026-08-14
build-data.R	2026-08-17	disk	derived/rebuild_2024.csv	2730	sha256:04033a15bc1971c2b7cab67178cae193eaa1f0d2315bd58cffcb74ea1324bd77	50	2026-08-14
build-data.R	2026-08-17	disk	derived/reweight_2024.csv	1899	sha256:c05fc7e9f8f251c60578437cb8952fa0b8cb8db49cfa3d449bdfd5410d06efbe	50	2026-08-14
build-data.R	2026-08-17	disk	derived/year_structure.csv	751	sha256:5084149a8d7d7ea8b5f97bfd4c825c45da69eb058734e0f65e7934b971e6879a	9	2026-08-14
build-data.R	2026-08-17	disk	raw/covi-codebook.docx	64636	sha256:ba96d6c3f89ec840759016828fab83ff7a49d950c6cc616d28b6ca93a025dbed		2026-08-13
build-data.R	2026-08-17	disk	raw/covi-master-requirements.xlsx	140908	sha256:e6092be41bf3175b09c629b0a7ede9394bf8343577418c16626ec4bc6acd6dd4		2026-08-13
build-data.R	2026-08-17	disk	raw/covi-values-1996-2024.xlsx	37474	sha256:27727f5082a8345742e4b2c770df8c543929b1a5b10c3bb059f21702462c3c91		2026-08-13
