"key","value"
"last_year",2024
"seats",435
"contested",397
"uncontested",38
"mean",49.82
"median",49.62
"sd",15.67
"p25",36.39
"p75",62.05
"within5",16.88
"within10",37.28
"peak_rep",35.62
"peak_dem",55.49
"band_40_45",40
"band_45_50",22
"band_50_55",45
"in_45_55",67
"first_year",1946
"elections",40
