"year","stcd","dv","uncontested","source"
1946,"1001",NA,TRUE,"Jacobson"
1946,"1002",NA,TRUE,"Jacobson"
1946,"1003",NA,TRUE,"Jacobson"
1946,"1004",NA,TRUE,"Jacobson"
1946,"1005",NA,TRUE,"Jacobson"
1946,"1006",NA,TRUE,"Jacobson"
1946,"1007",NA,TRUE,"Jacobson"
1946,"1008",NA,TRUE,"Jacobson"
1946,"1009",NA,TRUE,"Jacobson"
1946,"101",NA,TRUE,"Jacobson"
1946,"1010",NA,TRUE,"Jacobson"
1946,"102",NA,TRUE,"Jacobson"
1946,"103",NA,TRUE,"Jacobson"
1946,"104",88.1,FALSE,"Jacobson"
1946,"105",NA,TRUE,"Jacobson"
1946,"106",NA,TRUE,"Jacobson"
1946,"107",72.7,FALSE,"Jacobson"
1946,"108",92.4,FALSE,"Jacobson"
1946,"109",94.1,FALSE,"Jacobson"
1946,"1201",49.5,FALSE,"Jacobson"
1946,"1202",39.3,FALSE,"Jacobson"
1946,"1301",56.8,FALSE,"Jacobson"
1946,"1302",48.7,FALSE,"Jacobson"
1946,"1303",42.8,FALSE,"Jacobson"
1946,"1304",70.7,FALSE,"Jacobson"
1946,"1305",71.6,FALSE,"Jacobson"
1946,"1306",52,FALSE,"Jacobson"
1946,"1307",45,FALSE,"Jacobson"
1946,"1308",77.3,FALSE,"Jacobson"
1946,"1309",48.7,FALSE,"Jacobson"
1946,"1310",35.3,FALSE,"Jacobson"
1946,"1311",25.1,FALSE,"Jacobson"
1946,"1312",30.9,FALSE,"Jacobson"
1946,"1313",22.2,FALSE,"Jacobson"
1946,"1314",37.9,FALSE,"Jacobson"
1946,"1315",35.7,FALSE,"Jacobson"
1946,"1316",32.5,FALSE,"Jacobson"
1946,"1317",28.8,FALSE,"Jacobson"
1946,"1318",34.9,FALSE,"Jacobson"
1946,"1319",37.5,FALSE,"Jacobson"
1946,"1320",41.2,FALSE,"Jacobson"
1946,"1321",44.9,FALSE,"Jacobson"
1946,"1322",50.7,FALSE,"Jacobson"
1946,"1323",45.1,FALSE,"Jacobson"
1946,"1324",41.1,FALSE,"Jacobson"
1946,"1325",40.2,FALSE,"Jacobson"
1946,"1326",44.9,FALSE,"Jacobson"
1946,"1401",52.6,FALSE,"Jacobson"
1946,"1402",38.1,FALSE,"Jacobson"
1946,"1403",43.7,FALSE,"Jacobson"
1946,"1404",39.9,FALSE,"Jacobson"
1946,"1405",43.5,FALSE,"Jacobson"
1946,"1406",42.1,FALSE,"Jacobson"
1946,"1407",48.5,FALSE,"Jacobson"
1946,"1408",47.8,FALSE,"Jacobson"
1946,"1409",43.7,FALSE,"Jacobson"
1946,"1410",38.7,FALSE,"Jacobson"
1946,"1411",51.4,FALSE,"Jacobson"
1946,"1501",38.5,FALSE,"Jacobson"
1946,"1502",40.9,FALSE,"Jacobson"
1946,"1503",38,FALSE,"Jacobson"
1946,"1504",41.6,FALSE,"Jacobson"
1946,"1505",40.6,FALSE,"Jacobson"
1946,"1506",36.6,FALSE,"Jacobson"
1946,"1507",37,FALSE,"Jacobson"
1946,"1508",31.4,FALSE,"Jacobson"
1946,"1601",35.7,FALSE,"Jacobson"
1946,"1602",41.2,FALSE,"Jacobson"
1946,"1603",44.7,FALSE,"Jacobson"
1946,"1604",43.9,FALSE,"Jacobson"
1946,"1605",37.4,FALSE,"Jacobson"
1946,"1606",39.5,FALSE,"Jacobson"
1946,"1701",66.7,FALSE,"Jacobson"
1946,"1702",56.6,FALSE,"Jacobson"
1946,"1703",41.9,FALSE,"Jacobson"
1946,"1704",53,FALSE,"Jacobson"
1946,"1705",51.2,FALSE,"Jacobson"
1946,"1706",55,FALSE,"Jacobson"
1946,"1707",40.6,FALSE,"Jacobson"
1946,"1708",52.6,FALSE,"Jacobson"
1946,"1709",NA,TRUE,"Jacobson"
1946,"1801",91.8,FALSE,"Jacobson"
1946,"1802",90.7,FALSE,"Jacobson"
1946,"1803",NA,TRUE,"Jacobson"
1946,"1804",NA,TRUE,"Jacobson"
1946,"1805",NA,TRUE,"Jacobson"
1946,"1806",NA,TRUE,"Jacobson"
1946,"1807",NA,TRUE,"Jacobson"
1946,"1808",NA,TRUE,"Jacobson"
1946,"1901",40.4,FALSE,"Jacobson"
1946,"1902",39.3,FALSE,"Jacobson"
1946,"1903",27.1,FALSE,"Jacobson"
1946,"2001",49.1,FALSE,"Jacobson"
1946,"2002",52.4,FALSE,"Jacobson"
1946,"2003",63.9,FALSE,"Jacobson"
1946,"2004",57.2,FALSE,"Jacobson"
1946,"2005",58.2,FALSE,"Jacobson"
1946,"2006",41.9,FALSE,"Jacobson"
1946,"2101",43.9,FALSE,"Jacobson"
1946,"2102",48.6,FALSE,"Jacobson"
1946,"2103",62.2,FALSE,"Jacobson"
1946,"2104",50.5,FALSE,"Jacobson"
1946,"2105",28.1,FALSE,"Jacobson"
1946,"2106",29.8,FALSE,"Jacobson"
1946,"2107",61.7,FALSE,"Jacobson"
1946,"2108",36.5,FALSE,"Jacobson"
1946,"2109",38.3,FALSE,"Jacobson"
1946,"2110",36,FALSE,"Jacobson"
1946,"2111",71.9,FALSE,"Jacobson"
1946,"2112",NA,TRUE,"Jacobson"
1946,"2113",32.5,FALSE,"Jacobson"
1946,"2114",36.4,FALSE,"Jacobson"
1946,"2201",66.6,FALSE,"Jacobson"
1946,"2202",28.2,FALSE,"Jacobson"
1946,"2203",30.3,FALSE,"Jacobson"
1946,"2204",26.8,FALSE,"Jacobson"
1946,"2205",28.4,FALSE,"Jacobson"
1946,"2206",42.3,FALSE,"Jacobson"
1946,"2207",25.2,FALSE,"Jacobson"
1946,"2208",26.7,FALSE,"Jacobson"
1946,"2209",27.8,FALSE,"Jacobson"
1946,"2210",28.3,FALSE,"Jacobson"
1946,"2211",34,FALSE,"Jacobson"
1946,"2212",45.4,FALSE,"Jacobson"
1946,"2213",47.2,FALSE,"Jacobson"
1946,"2214",46.7,FALSE,"Jacobson"
1946,"2215",52.3,FALSE,"Jacobson"
1946,"2216",52.9,FALSE,"Jacobson"
1946,"2217",34.9,FALSE,"Jacobson"
1946,"2301",31.6,FALSE,"Jacobson"
1946,"2302",24,FALSE,"Jacobson"
1946,"2303",48.5,FALSE,"Jacobson"
1946,"2304",47.9,FALSE,"Jacobson"
1946,"2305",41.7,FALSE,"Jacobson"
1946,"2306",42.6,FALSE,"Jacobson"
1946,"2307",34.6,FALSE,"Jacobson"
1946,"2308",57.7,FALSE,"Jacobson"
1946,"2309",36.1,FALSE,"Jacobson"
1946,"2401",NA,TRUE,"Jacobson"
1946,"2402",NA,TRUE,"Jacobson"
1946,"2403",NA,TRUE,"Jacobson"
1946,"2404",NA,TRUE,"Jacobson"
1946,"2405",NA,TRUE,"Jacobson"
1946,"2406",NA,TRUE,"Jacobson"
1946,"2407",NA,TRUE,"Jacobson"
1946,"2501",49.7,FALSE,"Jacobson"
1946,"2502",48.9,FALSE,"Jacobson"
1946,"2503",47.2,FALSE,"Jacobson"
1946,"2504",55.1,FALSE,"Jacobson"
1946,"2505",46.3,FALSE,"Jacobson"
1946,"2506",41.4,FALSE,"Jacobson"
1946,"2507",34.6,FALSE,"Jacobson"
1946,"2508",48.9,FALSE,"Jacobson"
1946,"2509",53.9,FALSE,"Jacobson"
1946,"2510",60.6,FALSE,"Jacobson"
1946,"2511",49.2,FALSE,"Jacobson"
1946,"2512",41.8,FALSE,"Jacobson"
1946,"2513",54.8,FALSE,"Jacobson"
1946,"2601",57.6,FALSE,"Jacobson"
1946,"2602",45.5,FALSE,"Jacobson"
1946,"2701",33.6,FALSE,"Jacobson"
1946,"2702",41.7,FALSE,"Jacobson"
1946,"2703",23.9,FALSE,"Jacobson"
1946,"2704",28.7,FALSE,"Jacobson"
1946,"2801",41.2,FALSE,"Jacobson"
1946,"2901",40.3,FALSE,"Jacobson"
1946,"2902",35.1,FALSE,"Jacobson"
1946,"3001",36.5,FALSE,"Jacobson"
1946,"3002",32.9,FALSE,"Jacobson"
1946,"3003",34,FALSE,"Jacobson"
1946,"3004",47.4,FALSE,"Jacobson"
1946,"3005",38.6,FALSE,"Jacobson"
1946,"3006",33.8,FALSE,"Jacobson"
1946,"3007",31,FALSE,"Jacobson"
1946,"3008",28.6,FALSE,"Jacobson"
1946,"3009",31,FALSE,"Jacobson"
1946,"301",NA,TRUE,"Jacobson"
1946,"3010",46.5,FALSE,"Jacobson"
1946,"3011",38.3,FALSE,"Jacobson"
1946,"3012",35.3,FALSE,"Jacobson"
1946,"3013",65.7,FALSE,"Jacobson"
1946,"3014",63.5,FALSE,"Jacobson"
1946,"302",NA,TRUE,"Jacobson"
1946,"3101",NA,TRUE,"Jacobson"
1946,"3102",NA,TRUE,"Jacobson"
1946,"3201",21.4,FALSE,"Jacobson"
1946,"3202",21.6,FALSE,"Jacobson"
1946,"3203",24.5,FALSE,"Jacobson"
1946,"3204",40,FALSE,"Jacobson"
1946,"3205",47,FALSE,"Jacobson"
1946,"3206",46.1,FALSE,"Jacobson"
1946,"3207",57.5,FALSE,"Jacobson"
1946,"3208",53.9,FALSE,"Jacobson"
1946,"3209",60.2,FALSE,"Jacobson"
1946,"3210",63.1,FALSE,"Jacobson"
1946,"3211",60.4,FALSE,"Jacobson"
1946,"3212",54,FALSE,"Jacobson"
1946,"3213",53.5,FALSE,"Jacobson"
1946,"3214",75,FALSE,"Jacobson"
1946,"3215",78.9,FALSE,"Jacobson"
1946,"3216",38.8,FALSE,"Jacobson"
1946,"3217",37.3,FALSE,"Jacobson"
1946,"3218",54.2,FALSE,"Jacobson"
1946,"3219",71.4,FALSE,"Jacobson"
1946,"3220",61.1,FALSE,"Jacobson"
1946,"3221",46.5,FALSE,"Jacobson"
1946,"3222",62.5,FALSE,"Jacobson"
1946,"3223",63.3,FALSE,"Jacobson"
1946,"3224",69.9,FALSE,"Jacobson"
1946,"3225",51.2,FALSE,"Jacobson"
1946,"3226",45.8,FALSE,"Jacobson"
1946,"3227",31.5,FALSE,"Jacobson"
1946,"3228",24.6,FALSE,"Jacobson"
1946,"3229",39.8,FALSE,"Jacobson"
1946,"3230",30.5,FALSE,"Jacobson"
1946,"3231",40.8,FALSE,"Jacobson"
1946,"3232",55.1,FALSE,"Jacobson"
1946,"3233",30.1,FALSE,"Jacobson"
1946,"3234",25.8,FALSE,"Jacobson"
1946,"3235",45.7,FALSE,"Jacobson"
1946,"3236",36.7,FALSE,"Jacobson"
1946,"3237",28.3,FALSE,"Jacobson"
1946,"3238",27.9,FALSE,"Jacobson"
1946,"3239",27.4,FALSE,"Jacobson"
1946,"3240",39.5,FALSE,"Jacobson"
1946,"3241",28.5,FALSE,"Jacobson"
1946,"3242",37.4,FALSE,"Jacobson"
1946,"3243",33.2,FALSE,"Jacobson"
1946,"3244",42.5,FALSE,"Jacobson"
1946,"3245",27.5,FALSE,"Jacobson"
1946,"3301",89.2,FALSE,"Jacobson"
1946,"3302",NA,TRUE,"Jacobson"
1946,"3303",66.7,FALSE,"Jacobson"
1946,"3304",65.7,FALSE,"Jacobson"
1946,"3305",62.9,FALSE,"Jacobson"
1946,"3306",63.4,FALSE,"Jacobson"
1946,"3307",73.9,FALSE,"Jacobson"
1946,"3308",54.2,FALSE,"Jacobson"
1946,"3309",54.9,FALSE,"Jacobson"
1946,"3310",53.8,FALSE,"Jacobson"
1946,"3311",58.5,FALSE,"Jacobson"
1946,"3312",60.5,FALSE,"Jacobson"
1946,"3401",NA,TRUE,"Jacobson"
1946,"3402",NA,TRUE,"Jacobson"
1946,"3501",35.8,FALSE,"Jacobson"
1946,"3502",36.8,FALSE,"Jacobson"
1946,"3503",48,FALSE,"Jacobson"
1946,"3504",40.8,FALSE,"Jacobson"
1946,"3505",39.7,FALSE,"Jacobson"
1946,"3506",45.2,FALSE,"Jacobson"
1946,"3507",32,FALSE,"Jacobson"
1946,"3508",36,FALSE,"Jacobson"
1946,"3509",49.9,FALSE,"Jacobson"
1946,"3510",33.4,FALSE,"Jacobson"
1946,"3511",39.4,FALSE,"Jacobson"
1946,"3512",38,FALSE,"Jacobson"
1946,"3513",27.9,FALSE,"Jacobson"
1946,"3514",53.6,FALSE,"Jacobson"
1946,"3515",46.8,FALSE,"Jacobson"
1946,"3516",44.2,FALSE,"Jacobson"
1946,"3517",34.7,FALSE,"Jacobson"
1946,"3518",41.2,FALSE,"Jacobson"
1946,"3519",59.8,FALSE,"Jacobson"
1946,"3520",67,FALSE,"Jacobson"
1946,"3521",64,FALSE,"Jacobson"
1946,"3522",28.3,FALSE,"Jacobson"
1946,"3523",40.5,FALSE,"Jacobson"
1946,"3601",45.5,FALSE,"Jacobson"
1946,"3602",63.1,FALSE,"Jacobson"
1946,"3603",85,FALSE,"Jacobson"
1946,"3604",64.4,FALSE,"Jacobson"
1946,"3605",52,FALSE,"Jacobson"
1946,"3606",65.7,FALSE,"Jacobson"
1946,"3607",78.7,FALSE,"Jacobson"
1946,"3608",45.2,FALSE,"Jacobson"
1946,"3701",28,FALSE,"Jacobson"
1946,"3702",32.6,FALSE,"Jacobson"
1946,"3703",43.3,FALSE,"Jacobson"
1946,"3704",30.8,FALSE,"Jacobson"
1946,"3801",42.7,FALSE,"Jacobson"
1946,"3802",48.6,FALSE,"Jacobson"
1946,"3803",37.9,FALSE,"Jacobson"
1946,"3804",47,FALSE,"Jacobson"
1946,"3805",43.1,FALSE,"Jacobson"
1946,"3806",41.5,FALSE,"Jacobson"
1946,"3807",33.5,FALSE,"Jacobson"
1946,"3808",41.1,FALSE,"Jacobson"
1946,"3809",27.3,FALSE,"Jacobson"
1946,"3810",49,FALSE,"Jacobson"
1946,"3811",49.2,FALSE,"Jacobson"
1946,"3812",37.3,FALSE,"Jacobson"
1946,"3813",42.8,FALSE,"Jacobson"
1946,"3814",32.6,FALSE,"Jacobson"
1946,"3815",31.5,FALSE,"Jacobson"
1946,"3816",25.6,FALSE,"Jacobson"
1946,"3817",33.8,FALSE,"Jacobson"
1946,"3818",31,FALSE,"Jacobson"
1946,"3819",30.5,FALSE,"Jacobson"
1946,"3820",52.5,FALSE,"Jacobson"
1946,"3821",48,FALSE,"Jacobson"
1946,"3822",34.1,FALSE,"Jacobson"
1946,"3823",47.1,FALSE,"Jacobson"
1946,"3824",56.8,FALSE,"Jacobson"
1946,"3825",41.2,FALSE,"Jacobson"
1946,"3826",45.4,FALSE,"Jacobson"
1946,"3827",52.9,FALSE,"Jacobson"
1946,"3828",36.1,FALSE,"Jacobson"
1946,"3829",46.5,FALSE,"Jacobson"
1946,"3830",39.9,FALSE,"Jacobson"
1946,"3831",36.2,FALSE,"Jacobson"
1946,"3832",62.8,FALSE,"Jacobson"
1946,"3833",57.9,FALSE,"Jacobson"
1946,"3901",57.1,FALSE,"Jacobson"
1946,"3902",52.6,FALSE,"Jacobson"
1946,"4001",NA,TRUE,"Jacobson"
1946,"4002",NA,TRUE,"Jacobson"
1946,"4003",NA,TRUE,"Jacobson"
1946,"4004",NA,TRUE,"Jacobson"
1946,"4005",NA,TRUE,"Jacobson"
1946,"4006",NA,TRUE,"Jacobson"
1946,"401",NA,TRUE,"Jacobson"
1946,"402",NA,TRUE,"Jacobson"
1946,"403",NA,TRUE,"Jacobson"
1946,"404",NA,TRUE,"Jacobson"
1946,"405",85.2,FALSE,"Jacobson"
1946,"406",NA,TRUE,"Jacobson"
1946,"407",NA,TRUE,"Jacobson"
1946,"4101",38.5,FALSE,"Jacobson"
1946,"4102",26.3,FALSE,"Jacobson"
1946,"4201",NA,TRUE,"Jacobson"
1946,"4202",NA,TRUE,"Jacobson"
1946,"4203",NA,TRUE,"Jacobson"
1946,"4204",67.5,FALSE,"Jacobson"
1946,"4205",NA,TRUE,"Jacobson"
1946,"4206",77.1,FALSE,"Jacobson"
1946,"4207",NA,TRUE,"Jacobson"
1946,"4208",NA,TRUE,"Jacobson"
1946,"4209",NA,TRUE,"Jacobson"
1946,"4210",NA,TRUE,"Jacobson"
1946,"4301",NA,TRUE,"Jacobson"
1946,"4302",NA,TRUE,"Jacobson"
1946,"4303",NA,TRUE,"Jacobson"
1946,"4304",93.7,FALSE,"Jacobson"
1946,"4305",75.8,FALSE,"Jacobson"
1946,"4306",NA,TRUE,"Jacobson"
1946,"4307",NA,TRUE,"Jacobson"
1946,"4308",90.8,FALSE,"Jacobson"
1946,"4309",NA,TRUE,"Jacobson"
1946,"4310",NA,TRUE,"Jacobson"
1946,"4311",NA,TRUE,"Jacobson"
1946,"4312",87.7,FALSE,"Jacobson"
1946,"4313",NA,TRUE,"Jacobson"
1946,"4314",NA,TRUE,"Jacobson"
1946,"4315",NA,TRUE,"Jacobson"
1946,"4316",NA,TRUE,"Jacobson"
1946,"4317",NA,TRUE,"Jacobson"
1946,"4318",74.1,FALSE,"Jacobson"
1946,"4319",94.6,FALSE,"Jacobson"
1946,"4320",NA,TRUE,"Jacobson"
1946,"4321",NA,TRUE,"Jacobson"
1946,"4401",50.1,FALSE,"Jacobson"
1946,"4402",47.3,FALSE,"Jacobson"
1946,"4501",35.7,FALSE,"Jacobson"
1946,"4601",75,FALSE,"Jacobson"
1946,"4602",65.7,FALSE,"Jacobson"
1946,"4603",73.3,FALSE,"Jacobson"
1946,"4604",NA,TRUE,"Jacobson"
1946,"4605",73.5,FALSE,"Jacobson"
1946,"4606",65.6,FALSE,"Jacobson"
1946,"4607",62.3,FALSE,"Jacobson"
1946,"4608",62.1,FALSE,"Jacobson"
1946,"4609",56.9,FALSE,"Jacobson"
1946,"4701",36.2,FALSE,"Jacobson"
1946,"4702",53.1,FALSE,"Jacobson"
1946,"4703",46.1,FALSE,"Jacobson"
1946,"4704",32.4,FALSE,"Jacobson"
1946,"4705",36.6,FALSE,"Jacobson"
1946,"4706",46.1,FALSE,"Jacobson"
1946,"4801",46.9,FALSE,"Jacobson"
1946,"4802",48.6,FALSE,"Jacobson"
1946,"4803",48.5,FALSE,"Jacobson"
1946,"4804",47.4,FALSE,"Jacobson"
1946,"4805",56.8,FALSE,"Jacobson"
1946,"4806",52.9,FALSE,"Jacobson"
1946,"4901",43.1,FALSE,"Jacobson"
1946,"4902",36.6,FALSE,"Jacobson"
1946,"4903",NA,TRUE,"Jacobson"
1946,"4904",47.5,FALSE,"Jacobson"
1946,"4905",43.9,FALSE,"Jacobson"
1946,"4906",35.1,FALSE,"Jacobson"
1946,"4907",28,FALSE,"Jacobson"
1946,"4908",35.3,FALSE,"Jacobson"
1946,"4909",NA,TRUE,"Jacobson"
1946,"4910",44.4,FALSE,"Jacobson"
1946,"5001",44,FALSE,"Jacobson"
1946,"501",NA,TRUE,"Jacobson"
1946,"502",NA,TRUE,"Jacobson"
1946,"503",NA,TRUE,"Jacobson"
1946,"504",52.9,FALSE,"Jacobson"
1946,"505",NA,TRUE,"Jacobson"
1946,"506",NA,TRUE,"Jacobson"
1946,"507",43.8,FALSE,"Jacobson"
1946,"508",NA,TRUE,"Jacobson"
1946,"509",46.3,FALSE,"Jacobson"
1946,"510",NA,TRUE,"Jacobson"
1946,"511",46.9,FALSE,"Jacobson"
1946,"512",43.3,FALSE,"Jacobson"
1946,"513",48.2,FALSE,"Jacobson"
1946,"514",54.3,FALSE,"Jacobson"
1946,"515",NA,TRUE,"Jacobson"
1946,"516",37,FALSE,"Jacobson"
1946,"517",NA,TRUE,"Jacobson"
1946,"518",47.2,FALSE,"Jacobson"
1946,"519",NA,TRUE,"Jacobson"
1946,"520",40.6,FALSE,"Jacobson"
1946,"521",52.7,FALSE,"Jacobson"
1946,"522",37.9,FALSE,"Jacobson"
1946,"523",43.7,FALSE,"Jacobson"
1946,"601",52.1,FALSE,"Jacobson"
1946,"602",33.4,FALSE,"Jacobson"
1946,"603",45.4,FALSE,"Jacobson"
1946,"604",41.3,FALSE,"Jacobson"
1946,"701",46.9,FALSE,"Jacobson"
1946,"702",44.7,FALSE,"Jacobson"
1946,"703",41.1,FALSE,"Jacobson"
1946,"704",38.3,FALSE,"Jacobson"
1946,"705",43.5,FALSE,"Jacobson"
1946,"706",42.4,FALSE,"Jacobson"
1946,"801",43.6,FALSE,"Jacobson"
1946,"901",NA,TRUE,"Jacobson"
1946,"902",NA,TRUE,"Jacobson"
1946,"903",NA,TRUE,"Jacobson"
1946,"904",71.9,FALSE,"Jacobson"
1946,"905",61.3,FALSE,"Jacobson"
1946,"906",71.1,FALSE,"Jacobson"
1948,"1001",NA,TRUE,"Jacobson"
1948,"1002",NA,TRUE,"Jacobson"
1948,"1003",NA,TRUE,"Jacobson"
1948,"1004",NA,TRUE,"Jacobson"
1948,"1005",NA,TRUE,"Jacobson"
1948,"1006",NA,TRUE,"Jacobson"
1948,"1007",NA,TRUE,"Jacobson"
1948,"1008",NA,TRUE,"Jacobson"
1948,"1009",NA,TRUE,"Jacobson"
1948,"101",NA,TRUE,"Jacobson"
1948,"1010",NA,TRUE,"Jacobson"
1948,"102",NA,TRUE,"Jacobson"
1948,"103",NA,TRUE,"Jacobson"
1948,"104",85,FALSE,"Jacobson"
1948,"105",NA,TRUE,"Jacobson"
1948,"106",82.4,FALSE,"Jacobson"
1948,"107",NA,TRUE,"Jacobson"
1948,"108",88.4,FALSE,"Jacobson"
1948,"109",87.1,FALSE,"Jacobson"
1948,"1201",53.1,FALSE,"Jacobson"
1948,"1202",48.9,FALSE,"Jacobson"
1948,"1301",69.6,FALSE,"Jacobson"
1948,"1302",51.8,FALSE,"Jacobson"
1948,"1303",52.9,FALSE,"Jacobson"
1948,"1304",52.1,FALSE,"Jacobson"
1948,"1305",72.5,FALSE,"Jacobson"
1948,"1306",70.5,FALSE,"Jacobson"
1948,"1307",73.7,FALSE,"Jacobson"
1948,"1308",65,FALSE,"Jacobson"
1948,"1309",55.4,FALSE,"Jacobson"
1948,"1310",41.9,FALSE,"Jacobson"
1948,"1311",50.8,FALSE,"Jacobson"
1948,"1312",47.3,FALSE,"Jacobson"
1948,"1313",32,FALSE,"Jacobson"
1948,"1314",31.7,FALSE,"Jacobson"
1948,"1315",43.6,FALSE,"Jacobson"
1948,"1316",41.5,FALSE,"Jacobson"
1948,"1317",37.2,FALSE,"Jacobson"
1948,"1318",47.9,FALSE,"Jacobson"
1948,"1319",46,FALSE,"Jacobson"
1948,"1320",46.9,FALSE,"Jacobson"
1948,"1321",53.1,FALSE,"Jacobson"
1948,"1322",46.8,FALSE,"Jacobson"
1948,"1323",48.2,FALSE,"Jacobson"
1948,"1324",49.4,FALSE,"Jacobson"
1948,"1325",69.5,FALSE,"Jacobson"
1948,"1326",48.1,FALSE,"Jacobson"
1948,"1401",61.1,FALSE,"Jacobson"
1948,"1402",44.4,FALSE,"Jacobson"
1948,"1403",52.2,FALSE,"Jacobson"
1948,"1404",51.3,FALSE,"Jacobson"
1948,"1405",52.6,FALSE,"Jacobson"
1948,"1406",49.8,FALSE,"Jacobson"
1948,"1407",54.2,FALSE,"Jacobson"
1948,"1408",55.7,FALSE,"Jacobson"
1948,"1409",48,FALSE,"Jacobson"
1948,"1410",46.9,FALSE,"Jacobson"
1948,"1411",51.1,FALSE,"Jacobson"
1948,"1501",46.1,FALSE,"Jacobson"
1948,"1502",46.1,FALSE,"Jacobson"
1948,"1503",41.5,FALSE,"Jacobson"
1948,"1504",48.3,FALSE,"Jacobson"
1948,"1505",48.8,FALSE,"Jacobson"
1948,"1506",44.2,FALSE,"Jacobson"
1948,"1507",43.1,FALSE,"Jacobson"
1948,"1508",44.6,FALSE,"Jacobson"
1948,"1601",39.5,FALSE,"Jacobson"
1948,"1602",48.1,FALSE,"Jacobson"
1948,"1603",45,FALSE,"Jacobson"
1948,"1604",44.4,FALSE,"Jacobson"
1948,"1605",35,FALSE,"Jacobson"
1948,"1606",42.4,FALSE,"Jacobson"
1948,"1701",NA,TRUE,"Jacobson"
1948,"1702",63.4,FALSE,"Jacobson"
1948,"1703",46.6,FALSE,"Jacobson"
1948,"1704",59.5,FALSE,"Jacobson"
1948,"1705",66.2,FALSE,"Jacobson"
1948,"1706",60.7,FALSE,"Jacobson"
1948,"1707",60.5,FALSE,"Jacobson"
1948,"1708",60.5,FALSE,"Jacobson"
1948,"1709",NA,TRUE,"Jacobson"
1948,"1801",NA,TRUE,"Jacobson"
1948,"1802",NA,TRUE,"Jacobson"
1948,"1803",66.4,FALSE,"Jacobson"
1948,"1804",NA,TRUE,"Jacobson"
1948,"1805",NA,TRUE,"Jacobson"
1948,"1806",NA,TRUE,"Jacobson"
1948,"1807",NA,TRUE,"Jacobson"
1948,"1808",NA,TRUE,"Jacobson"
1948,"1901",37.5,FALSE,"Jacobson"
1948,"1902",32.8,FALSE,"Jacobson"
1948,"1903",29.1,FALSE,"Jacobson"
1948,"2001",47.6,FALSE,"Jacobson"
1948,"2002",56.5,FALSE,"Jacobson"
1948,"2003",71,FALSE,"Jacobson"
1948,"2004",64.6,FALSE,"Jacobson"
1948,"2005",59.7,FALSE,"Jacobson"
1948,"2006",44.7,FALSE,"Jacobson"
1948,"2101",42.8,FALSE,"Jacobson"
1948,"2102",54.9,FALSE,"Jacobson"
1948,"2103",73.9,FALSE,"Jacobson"
1948,"2104",59.2,FALSE,"Jacobson"
1948,"2105",NA,TRUE,"Jacobson"
1948,"2106",NA,TRUE,"Jacobson"
1948,"2107",79.2,FALSE,"Jacobson"
1948,"2108",49,FALSE,"Jacobson"
1948,"2109",43.3,FALSE,"Jacobson"
1948,"2110",30.5,FALSE,"Jacobson"
1948,"2111",NA,TRUE,"Jacobson"
1948,"2112",NA,TRUE,"Jacobson"
1948,"2113",43.4,FALSE,"Jacobson"
1948,"2114",38.6,FALSE,"Jacobson"
1948,"2201",83.8,FALSE,"Jacobson"
1948,"2202",43.5,FALSE,"Jacobson"
1948,"2203",39.4,FALSE,"Jacobson"
1948,"2204",34,FALSE,"Jacobson"
1948,"2205",38.8,FALSE,"Jacobson"
1948,"2206",49.7,FALSE,"Jacobson"
1948,"2207",40.6,FALSE,"Jacobson"
1948,"2208",37.7,FALSE,"Jacobson"
1948,"2209",40.9,FALSE,"Jacobson"
1948,"2210",36,FALSE,"Jacobson"
1948,"2211",35.9,FALSE,"Jacobson"
1948,"2212",43.1,FALSE,"Jacobson"
1948,"2213",62.8,FALSE,"Jacobson"
1948,"2214",57.2,FALSE,"Jacobson"
1948,"2215",65.3,FALSE,"Jacobson"
1948,"2216",62.9,FALSE,"Jacobson"
1948,"2217",47,FALSE,"Jacobson"
1948,"2301",38.6,FALSE,"Jacobson"
1948,"2302",36.1,FALSE,"Jacobson"
1948,"2303",54.6,FALSE,"Jacobson"
1948,"2304",59.4,FALSE,"Jacobson"
1948,"2305",46,FALSE,"Jacobson"
1948,"2306",51.7,FALSE,"Jacobson"
1948,"2307",47.5,FALSE,"Jacobson"
1948,"2308",66.6,FALSE,"Jacobson"
1948,"2309",45.4,FALSE,"Jacobson"
1948,"2401",NA,TRUE,"Jacobson"
1948,"2402",NA,TRUE,"Jacobson"
1948,"2403",NA,TRUE,"Jacobson"
1948,"2404",NA,TRUE,"Jacobson"
1948,"2405",NA,TRUE,"Jacobson"
1948,"2406",NA,TRUE,"Jacobson"
1948,"2407",NA,TRUE,"Jacobson"
1948,"2501",57.6,FALSE,"Jacobson"
1948,"2502",56.7,FALSE,"Jacobson"
1948,"2503",57.1,FALSE,"Jacobson"
1948,"2504",64.1,FALSE,"Jacobson"
1948,"2505",55.9,FALSE,"Jacobson"
1948,"2506",51.4,FALSE,"Jacobson"
1948,"2507",46,FALSE,"Jacobson"
1948,"2508",57.2,FALSE,"Jacobson"
1948,"2509",61.7,FALSE,"Jacobson"
1948,"2510",71.6,FALSE,"Jacobson"
1948,"2511",65.8,FALSE,"Jacobson"
1948,"2512",55.2,FALSE,"Jacobson"
1948,"2513",70.6,FALSE,"Jacobson"
1948,"2601",68.2,FALSE,"Jacobson"
