"lev","uid","part","x","y","code"
"b",88,1,14.307,9.818,"15213"
"b",88,1,14.342,9.814,"15213"
"b",88,1,14.357,9.807,"15213"
"b",88,1,14.366,9.804,"15213"
"b",88,1,14.437,9.806,"15213"
"b",88,1,14.447,9.768,"15213"
"b",88,1,14.45,9.755,"15213"
"b",88,1,14.453,9.739,"15213"
"b",88,1,14.454,9.733,"15213"
"b",88,1,14.454,9.73,"15213"
"b",88,1,14.455,9.727,"15213"
"b",88,1,14.456,9.71,"15213"
"b",88,1,14.456,9.704,"15213"
"b",88,1,14.456,9.701,"15213"
"b",88,1,14.456,9.698,"15213"
"b",88,1,14.456,9.691,"15213"
"b",88,1,14.456,9.688,"15213"
"b",88,1,14.455,9.679,"15213"
"b",88,1,14.455,9.67,"15213"
"b",88,1,14.455,9.661,"15213"
"b",88,1,14.351,9.657,"15213"
"b",88,1,14.346,9.658,"15213"
"b",88,1,14.332,9.661,"15213"
"b",88,1,14.327,9.662,"15213"
"b",88,1,14.328,9.67,"15213"
"b",88,1,14.332,9.693,"15213"
"b",88,1,14.333,9.701,"15213"
"b",88,1,14.353,9.698,"15213"
"b",88,1,14.372,9.695,"15213"
"b",88,1,14.379,9.719,"15213"
"b",88,1,14.356,9.723,"15213"
"b",88,1,14.336,9.726,"15213"
"b",88,1,14.337,9.734,"15213"
"b",88,1,14.34,9.757,"15213"
"b",88,1,14.341,9.764,"15213"
"b",88,1,14.325,9.767,"15213"
"b",88,1,14.301,9.771,"15213"
"b",88,1,14.307,9.818,"15213"
"b",89,1,14.258,9.782,"15213"
"b",89,1,14.263,9.816,"15213"
"b",89,1,14.277,9.918,"15213"
"b",89,1,14.278,9.931,"15213"
"b",89,1,14.28,9.952,"15213"
"b",89,1,14.298,9.95,"15213"
"b",89,1,14.305,9.949,"15213"
"b",89,1,14.315,9.949,"15213"
"b",89,1,14.32,9.948,"15213"
"b",89,1,14.322,9.948,"15213"
"b",89,1,14.324,9.95,"15213"
"b",89,1,14.328,9.952,"15213"
"b",89,1,14.361,9.973,"15213"
"b",89,1,14.372,9.956,"15213"
"b",89,1,14.391,9.925,"15213"
"b",89,1,14.405,9.906,"15213"
"b",89,1,14.413,9.889,"15213"
"b",89,1,14.418,9.874,"15213"
"b",89,1,14.421,9.865,"15213"
"b",89,1,14.427,9.843,"15213"
"b",89,1,14.433,9.821,"15213"
"b",89,1,14.437,9.806,"15213"
"b",89,1,14.366,9.804,"15213"
"b",89,1,14.357,9.807,"15213"
"b",89,1,14.342,9.814,"15213"
"b",89,1,14.307,9.818,"15213"
"b",89,1,14.301,9.771,"15213"
"b",89,1,14.274,9.775,"15213"
"b",89,1,14.264,9.777,"15213"
"b",89,1,14.258,9.782,"15213"
"b",90,1,14.189,9.835,"15213"
"b",90,1,14.193,9.84,"15213"
"b",90,1,14.196,9.846,"15213"
"b",90,1,14.198,9.851,"15213"
"b",90,1,14.203,9.861,"15213"
"b",90,1,14.205,9.866,"15213"
"b",90,1,14.208,9.87,"15213"
"b",90,1,14.21,9.876,"15213"
"b",90,1,14.212,9.881,"15213"
"b",90,1,14.216,9.885,"15213"
"b",90,1,14.218,9.89,"15213"
"b",90,1,14.22,9.895,"15213"
"b",90,1,14.225,9.9,"15213"
"b",90,1,14.229,9.905,"15213"
"b",90,1,14.232,9.911,"15213"
"b",90,1,14.236,9.915,"15213"
"b",90,1,14.239,9.919,"15213"
"b",90,1,14.243,9.924,"15213"
"b",90,1,14.247,9.929,"15213"
"b",90,1,14.25,9.934,"15213"
"b",90,1,14.253,9.939,"15213"
"b",90,1,14.254,9.944,"15213"
"b",90,1,14.256,9.946,"15213"
"b",90,1,14.257,9.95,"15213"
"b",90,1,14.261,9.961,"15213"
"b",90,1,14.262,9.965,"15213"
"b",90,1,14.265,9.962,"15213"
"b",90,1,14.276,9.955,"15213"
"b",90,1,14.28,9.952,"15213"
"b",90,1,14.278,9.931,"15213"
"b",90,1,14.277,9.918,"15213"
"b",90,1,14.263,9.816,"15213"
"b",90,1,14.258,9.782,"15213"
"b",90,1,14.253,9.79,"15213"
"b",90,1,14.242,9.796,"15213"
"b",90,1,14.235,9.8,"15213"
"b",90,1,14.185,9.828,"15213"
"b",90,1,14.189,9.835,"15213"
"b",91,1,14.137,9.86,"15213"
"b",91,1,14.141,9.868,"15213"
"b",91,1,14.154,9.893,"15213"
"b",91,1,14.159,9.902,"15213"
"b",91,1,14.164,9.912,"15213"
"b",91,1,14.181,9.943,"15213"
"b",91,1,14.187,9.954,"15213"
"b",91,1,14.191,9.961,"15213"
"b",91,1,14.203,9.983,"15213"
"b",91,1,14.207,9.991,"15213"
"b",91,1,14.218,9.986,"15213"
"b",91,1,14.251,9.97,"15213"
"b",91,1,14.262,9.965,"15213"
"b",91,1,14.261,9.961,"15213"
"b",91,1,14.257,9.95,"15213"
"b",91,1,14.256,9.946,"15213"
"b",91,1,14.254,9.944,"15213"
"b",91,1,14.253,9.939,"15213"
"b",91,1,14.25,9.934,"15213"
"b",91,1,14.247,9.929,"15213"
"b",91,1,14.243,9.924,"15213"
"b",91,1,14.239,9.919,"15213"
"b",91,1,14.236,9.915,"15213"
"b",91,1,14.232,9.911,"15213"
"b",91,1,14.229,9.905,"15213"
"b",91,1,14.225,9.9,"15213"
"b",91,1,14.22,9.895,"15213"
"b",91,1,14.218,9.89,"15213"
"b",91,1,14.216,9.885,"15213"
"b",91,1,14.212,9.881,"15213"
"b",91,1,14.21,9.876,"15213"
"b",91,1,14.208,9.87,"15213"
"b",91,1,14.205,9.866,"15213"
"b",91,1,14.203,9.861,"15213"
"b",91,1,14.198,9.851,"15213"
"b",91,1,14.196,9.846,"15213"
"b",91,1,14.193,9.84,"15213"
"b",91,1,14.189,9.835,"15213"
"b",91,1,14.185,9.828,"15213"
"b",91,1,14.159,9.842,"15213"
"b",91,1,14.14,9.852,"15213"
"b",91,1,14.137,9.86,"15213"
"b",92,1,14.104,9.797,"15213"
"b",92,1,14.11,9.809,"15213"
"b",92,1,14.13,9.847,"15213"
"b",92,1,14.137,9.86,"15213"
"b",92,1,14.14,9.852,"15213"
"b",92,1,14.159,9.842,"15213"
"b",92,1,14.185,9.828,"15213"
"b",92,1,14.235,9.8,"15213"
"b",92,1,14.242,9.796,"15213"
"b",92,1,14.253,9.79,"15213"
"b",92,1,14.258,9.782,"15213"
"b",92,1,14.257,9.773,"15213"
"b",92,1,14.254,9.747,"15213"
"b",92,1,14.253,9.739,"15213"
"b",92,1,14.252,9.734,"15213"
"b",92,1,14.25,9.719,"15213"
"b",92,1,14.25,9.714,"15213"
"b",92,1,14.249,9.709,"15213"
"b",92,1,14.247,9.694,"15213"
"b",92,1,14.246,9.689,"15213"
"b",92,1,14.237,9.695,"15213"
"b",92,1,14.225,9.705,"15213"
"b",92,1,14.209,9.716,"15213"
"b",92,1,14.2,9.723,"15213"
"b",92,1,14.189,9.732,"15213"
"b",92,1,14.154,9.758,"15213"
"b",92,1,14.143,9.767,"15213"
"b",92,1,14.135,9.773,"15213"
"b",92,1,14.112,9.791,"15213"
"b",92,1,14.104,9.797,"15213"
"b",93,1,14.037,9.67,"15213"
"b",93,1,14.042,9.68,"15213"
"b",93,1,14.059,9.712,"15213"
"b",93,1,14.065,9.723,"15213"
"b",93,1,14.069,9.73,"15213"
"b",93,1,14.081,9.753,"15213"
"b",93,1,14.085,9.761,"15213"
"b",93,1,14.089,9.768,"15213"
"b",93,1,14.1,9.789,"15213"
"b",93,1,14.104,9.797,"15213"
"b",93,1,14.112,9.791,"15213"
"b",93,1,14.135,9.773,"15213"
"b",93,1,14.143,9.767,"15213"
"b",93,1,14.154,9.758,"15213"
"b",93,1,14.189,9.732,"15213"
"b",93,1,14.2,9.723,"15213"
"b",93,1,14.195,9.716,"15213"
"b",93,1,14.184,9.694,"15213"
"b",93,1,14.18,9.686,"15213"
"b",93,1,14.177,9.681,"15213"
"b",93,1,14.17,9.668,"15213"
"b",93,1,14.167,9.663,"15213"
"b",93,1,14.154,9.671,"15213"
"b",93,1,14.138,9.68,"15213"
"b",93,1,14.128,9.687,"15213"
"b",93,1,14.115,9.696,"15213"
"b",93,1,14.102,9.706,"15213"
"b",93,1,14.096,9.694,"15213"
"b",93,1,14.084,9.672,"15213"
"b",93,1,14.076,9.657,"15213"
"b",93,1,14.07,9.645,"15213"
"b",93,1,14.063,9.65,"15213"
"b",93,1,14.043,9.665,"15213"
"b",93,1,14.037,9.67,"15213"
"b",94,1,14.254,9.747,"15213"
"b",94,1,14.257,9.773,"15213"
"b",94,1,14.258,9.782,"15213"
"b",94,1,14.264,9.777,"15213"
"b",94,1,14.274,9.775,"15213"
"b",94,1,14.301,9.771,"15213"
"b",94,1,14.325,9.767,"15213"
"b",94,1,14.341,9.764,"15213"
"b",94,1,14.34,9.757,"15213"
"b",94,1,14.337,9.734,"15213"
"b",94,1,14.336,9.726,"15213"
"b",94,1,14.319,9.729,"15213"
"b",94,1,14.269,9.736,"15213"
"b",94,1,14.253,9.739,"15213"
"b",94,1,14.254,9.747,"15213"
"b",95,1,14.25,9.719,"15213"
"b",95,1,14.252,9.734,"15213"
"b",95,1,14.253,9.739,"15213"
"b",95,1,14.269,9.736,"15213"
"b",95,1,14.319,9.729,"15213"
"b",95,1,14.336,9.726,"15213"
"b",95,1,14.356,9.723,"15213"
"b",95,1,14.379,9.719,"15213"
"b",95,1,14.372,9.695,"15213"
"b",95,1,14.353,9.698,"15213"
"b",95,1,14.333,9.701,"15213"
"b",95,1,14.316,9.704,"15213"
"b",95,1,14.266,9.711,"15213"
"b",95,1,14.25,9.714,"15213"
"b",95,1,14.25,9.719,"15213"
"b",96,1,14.238,9.621,"15213"
"b",96,1,14.239,9.635,"15213"
"b",96,1,14.244,9.672,"15213"
"b",96,1,14.246,9.689,"15213"
"b",96,1,14.247,9.694,"15213"
"b",96,1,14.249,9.709,"15213"
"b",96,1,14.25,9.714,"15213"
"b",96,1,14.266,9.711,"15213"
"b",96,1,14.316,9.704,"15213"
"b",96,1,14.333,9.701,"15213"
"b",96,1,14.332,9.693,"15213"
"b",96,1,14.328,9.67,"15213"
"b",96,1,14.327,9.662,"15213"
"b",96,1,14.317,9.664,"15213"
"b",96,1,14.309,9.665,"15213"
"b",96,1,14.288,9.667,"15213"
"b",96,1,14.286,9.665,"15213"
"b",96,1,14.28,9.624,"15213"
"b",96,1,14.277,9.6,"15213"
"b",96,1,14.269,9.6,"15213"
"b",96,1,14.244,9.601,"15213"
"b",96,1,14.242,9.601,"15213"
"b",96,1,14.236,9.604,"15213"
"b",96,1,14.238,9.621,"15213"
"b",97,1,14.184,9.694,"15213"
"b",97,1,14.195,9.716,"15213"
"b",97,1,14.2,9.723,"15213"
"b",97,1,14.209,9.716,"15213"
"b",97,1,14.225,9.705,"15213"
"b",97,1,14.237,9.695,"15213"
"b",97,1,14.246,9.689,"15213"
"b",97,1,14.244,9.672,"15213"
"b",97,1,14.239,9.635,"15213"
"b",97,1,14.238,9.621,"15213"
"b",97,1,14.236,9.604,"15213"
"b",97,1,14.228,9.604,"15213"
"b",97,1,14.226,9.604,"15213"
"b",97,1,14.203,9.604,"15213"
"b",97,1,14.194,9.604,"15213"
"b",97,1,14.197,9.623,"15213"
"b",97,1,14.202,9.666,"15213"
"b",97,1,14.201,9.67,"15213"
"b",97,1,14.193,9.676,"15213"
"b",97,1,14.18,9.686,"15213"
"b",97,1,14.184,9.694,"15213"
"b",98,1,14.141,9.612,"15213"
"b",98,1,14.144,9.617,"15213"
"b",98,1,14.162,9.651,"15213"
"b",98,1,14.167,9.663,"15213"
"b",98,1,14.17,9.668,"15213"
"b",98,1,14.177,9.681,"15213"
"b",98,1,14.18,9.686,"15213"
"b",98,1,14.193,9.676,"15213"
"b",98,1,14.201,9.67,"15213"
"b",98,1,14.202,9.666,"15213"
"b",98,1,14.197,9.623,"15213"
"b",98,1,14.194,9.604,"15213"
"b",98,1,14.183,9.604,"15213"
"b",98,1,14.15,9.604,"15213"
"b",98,1,14.139,9.604,"15213"
"b",98,1,14.141,9.612,"15213"
"b",99,1,14.07,9.645,"15213"
"b",99,1,14.076,9.657,"15213"
"b",99,1,14.084,9.672,"15213"
"b",99,1,14.096,9.694,"15213"
"b",99,1,14.102,9.706,"15213"
"b",99,1,14.115,9.696,"15213"
"b",99,1,14.128,9.687,"15213"
"b",99,1,14.138,9.68,"15213"
"b",99,1,14.154,9.671,"15213"
"b",99,1,14.167,9.663,"15213"
"b",99,1,14.162,9.651,"15213"
"b",99,1,14.144,9.617,"15213"
"b",99,1,14.141,9.612,"15213"
"b",99,1,14.139,9.604,"15213"
"b",99,1,14.134,9.604,"15213"
"b",99,1,14.119,9.604,"15213"
"b",99,1,14.114,9.604,"15213"
"b",99,1,14.113,9.608,"15213"
"b",99,1,14.113,9.612,"15213"
"b",99,1,14.107,9.616,"15213"
"b",99,1,14.104,9.619,"15213"
"b",99,1,14.097,9.624,"15213"
"b",99,1,14.076,9.64,"15213"
"b",99,1,14.07,9.645,"15213"
"b",100,1,14.28,9.624,"15213"
"b",100,1,14.286,9.665,"15213"
"b",100,1,14.288,9.667,"15213"
"b",100,1,14.309,9.665,"15213"
"b",100,1,14.317,9.664,"15213"
"b",100,1,14.327,9.662,"15213"
"b",100,1,14.326,9.649,"15213"
"b",100,1,14.323,9.63,"15213"
"b",100,1,14.321,9.612,"15213"
"b",100,1,14.319,9.6,"15213"
"b",100,1,14.311,9.6,"15213"
"b",100,1,14.285,9.6,"15213"
"b",100,1,14.277,9.6,"15213"
"b",100,1,14.28,9.624,"15213"
"b",101,1,14.468,9.639,"15213"
"b",101,1,14.467,9.643,"15213"
"b",101,1,14.463,9.662,"15213"
"b",101,1,14.497,9.662,"15213"
"b",101,1,14.502,9.626,"15213"
"b",101,1,14.504,9.604,"15213"
"b",101,1,14.508,9.538,"15213"
"b",101,1,14.51,9.447,"15213"
"b",101,1,14.49,9.51,"15213"
"b",101,1,14.489,9.551,"15213"
"b",101,1,14.488,9.563,"15213"
"b",101,1,14.485,9.576,"15213"
"b",101,1,14.48,9.588,"15213"
"b",101,1,14.475,9.602,"15213"
"b",101,1,14.471,9.617,"15213"
"b",101,1,14.468,9.639,"15213"
"b",102,1,14.454,9.641,"15213"
"b",102,1,14.454,9.651,"15213"
"b",102,1,14.455,9.661,"15213"
"b",102,1,14.463,9.662,"15213"
"b",102,1,14.467,9.643,"15213"
"b",102,1,14.468,9.639,"15213"
"b",102,1,14.471,9.617,"15213"
"b",102,1,14.475,9.602,"15213"
"b",102,1,14.48,9.588,"15213"
"b",102,1,14.485,9.576,"15213"
"b",102,1,14.488,9.563,"15213"
"b",102,1,14.489,9.551,"15213"
"b",102,1,14.49,9.51,"15213"
"b",102,1,14.452,9.637,"15213"
"b",102,1,14.454,9.641,"15213"
"b",103,1,14.319,9.435,"15213"
"b",103,1,14.319,9.558,"15213"
"b",103,1,14.319,9.6,"15213"
"b",103,1,14.321,9.612,"15213"
"b",103,1,14.323,9.63,"15213"
"b",103,1,14.326,9.649,"15213"
"b",103,1,14.327,9.662,"15213"
"b",103,1,14.332,9.661,"15213"
"b",103,1,14.346,9.658,"15213"
"b",103,1,14.351,9.657,"15213"
"b",103,1,14.455,9.661,"15213"
"b",103,1,14.454,9.651,"15213"
"b",103,1,14.454,9.641,"15213"
"b",103,1,14.452,9.637,"15213"
"b",103,1,14.49,9.51,"15213"
"b",103,1,14.51,9.447,"15213"
"b",103,1,14.507,9.446,"15213"
"b",103,1,14.497,9.443,"15213"
"b",103,1,14.493,9.442,"15213"
"b",103,1,14.487,9.439,"15213"
"b",103,1,14.468,9.433,"15213"
"b",103,1,14.461,9.431,"15213"
"b",103,1,14.433,9.422,"15213"
"b",103,1,14.412,9.415,"15213"
"b",103,1,14.388,9.408,"15213"
"b",103,1,14.363,9.4,"15213"
"b",103,1,14.348,9.396,"15213"
"b",103,1,14.319,9.393,"15213"
"b",103,1,14.319,9.435,"15213"
"b",104,1,14.235,9.437,"15213"
"b",104,1,14.235,9.438,"15213"
"b",104,1,14.235,9.498,"15213"
"b",104,1,14.235,9.562,"15213"
"b",104,1,14.235,9.582,"15213"
"b",104,1,14.236,9.604,"15213"
"b",104,1,14.242,9.601,"15213"
"b",104,1,14.244,9.601,"15213"
"b",104,1,14.269,9.6,"15213"
"b",104,1,14.277,9.6,"15213"
"b",104,1,14.285,9.6,"15213"
"b",104,1,14.311,9.6,"15213"
"b",104,1,14.319,9.6,"15213"
"b",104,1,14.319,9.558,"15213"
"b",104,1,14.319,9.435,"15213"
"b",104,1,14.319,9.393,"15213"
"b",104,1,14.302,9.394,"15213"
"b",104,1,14.276,9.394,"15213"
"b",104,1,14.252,9.394,"15213"
"b",104,1,14.235,9.395,"15213"
"b",104,1,14.235,9.437,"15213"
"b",105,1,14.115,9.425,"15213"
"b",105,1,14.114,9.51,"15213"
"b",105,1,14.114,9.538,"15213"
"b",105,1,14.114,9.551,"15213"
"b",105,1,14.114,9.591,"15213"
"b",105,1,14.114,9.602,"15213"
"b",105,1,14.114,9.604,"15213"
"b",105,1,14.119,9.604,"15213"
"b",105,1,14.134,9.604,"15213"
"b",105,1,14.139,9.604,"15213"
"b",105,1,14.15,9.604,"15213"
"b",105,1,14.183,9.604,"15213"
"b",105,1,14.194,9.604,"15213"
"b",105,1,14.203,9.604,"15213"
"b",105,1,14.226,9.604,"15213"
"b",105,1,14.228,9.604,"15213"
"b",105,1,14.236,9.604,"15213"
"b",105,1,14.235,9.582,"15213"
"b",105,1,14.235,9.562,"15213"
"b",105,1,14.235,9.498,"15213"
"b",105,1,14.235,9.438,"15213"
"b",105,1,14.235,9.437,"15213"
"b",105,1,14.235,9.395,"15213"
"b",105,1,14.211,9.395,"15213"
"b",105,1,14.209,9.395,"15213"
"b",105,1,14.177,9.395,"15213"
"b",105,1,14.147,9.395,"15213"
"b",105,1,14.139,9.396,"15213"
"b",105,1,14.115,9.398,"15213"
"b",105,1,14.115,9.425,"15213"
"b",106,1,14.04,9.594,"15213"
"b",106,1,14.05,9.606,"15213"
"b",106,1,14.059,9.618,"15213"
"b",106,1,14.068,9.63,"15213"
"b",106,1,14.071,9.634,"15213"
"b",106,1,14.07,9.645,"15213"
"b",106,1,14.076,9.64,"15213"
"b",106,1,14.097,9.624,"15213"
"b",106,1,14.104,9.619,"15213"
"b",106,1,14.107,9.616,"15213"
"b",106,1,14.113,9.612,"15213"
"b",106,1,14.113,9.608,"15213"
"b",106,1,14.114,9.604,"15213"
"b",106,1,14.114,9.602,"15213"
"b",106,1,14.114,9.591,"15213"
"b",106,1,14.114,9.551,"15213"
"b",106,1,14.114,9.538,"15213"
"b",106,1,14.108,9.537,"15213"
"b",106,1,14.09,9.536,"15213"
"b",106,1,14.084,9.535,"15213"
"b",106,1,14.083,9.542,"15213"
"b",106,1,14.069,9.552,"15213"
"b",106,1,14.065,9.556,"15213"
"b",106,1,14.058,9.561,"15213"
"b",106,1,14.052,9.566,"15213"
"b",106,1,14.031,9.582,"15213"
"b",106,1,14.04,9.594,"15213"
"b",107,1,14.009,9.618,"15213"
"b",107,1,14.03,9.657,"15213"
"b",107,1,14.037,9.67,"15213"
"b",107,1,14.043,9.665,"15213"
"b",107,1,14.063,9.65,"15213"
"b",107,1,14.07,9.645,"15213"
"b",107,1,14.071,9.634,"15213"
"b",107,1,14.068,9.63,"15213"
"b",107,1,14.059,9.618,"15213"
"b",107,1,14.05,9.606,"15213"
"b",107,1,14.04,9.594,"15213"
"b",107,1,14.031,9.582,"15213"
"b",107,1,14.03,9.583,"15213"
"b",107,1,14.015,9.595,"15213"
"b",107,1,14.002,9.605,"15213"
"b",107,1,14.009,9.618,"15213"
"b",108,1,13.967,9.541,"15213"
"b",108,1,13.976,9.555,"15213"
"b",108,1,13.994,9.589,"15213"
"b",108,1,14.002,9.605,"15213"
"b",108,1,14.015,9.595,"15213"
"b",108,1,14.03,9.583,"15213"
"b",108,1,14.031,9.582,"15213"
"b",108,1,14.052,9.566,"15213"
"b",108,1,14.058,9.561,"15213"
"b",108,1,14.065,9.556,"15213"
"b",108,1,14.069,9.552,"15213"
"b",108,1,14.083,9.542,"15213"
"b",108,1,14.084,9.535,"15213"
"b",108,1,14.079,9.535,"15213"
"b",108,1,14.065,9.534,"15213"
"b",108,1,14.06,9.534,"15213"
"b",108,1,14.054,9.533,"15213"
"b",108,1,14.036,9.532,"15213"
"b",108,1,14.03,9.532,"15213"
"b",108,1,14.016,9.53,"15213"
"b",108,1,13.993,9.528,"15213"
"b",108,1,13.973,9.527,"15213"
"b",108,1,13.958,9.526,"15213"
"b",108,1,13.967,9.541,"15213"
"b",109,1,13.996,9.502,"15213"
"b",109,1,13.993,9.528,"15213"
"b",109,1,14.016,9.53,"15213"
"b",109,1,14.03,9.532,"15213"
"b",109,1,14.031,9.507,"15213"
"b",109,1,14.03,9.446,"15213"
"b",109,1,14.009,9.457,"15213"
"b",109,1,13.995,9.461,"15213"
"b",109,1,13.996,9.502,"15213"
"b",110,1,13.957,9.45,"15213"
"b",110,1,13.958,9.465,"15213"
"b",110,1,13.962,9.506,"15213"
"b",110,1,13.958,9.526,"15213"
"b",110,1,13.973,9.527,"15213"
"b",110,1,13.993,9.528,"15213"
"b",110,1,13.996,9.502,"15213"
"b",110,1,13.995,9.461,"15213"
"b",110,1,14.009,9.457,"15213"
"b",110,1,14.03,9.446,"15213"
"b",110,1,14.03,9.437,"15213"
"b",110,1,14.028,9.414,"15213"
"b",110,1,14.022,9.415,"15213"
"b",110,1,14.003,9.419,"15213"
"b",110,1,13.996,9.42,"15213"
"b",110,1,13.988,9.423,"15213"
"b",110,1,13.963,9.429,"15213"
"b",110,1,13.954,9.431,"15213"
"b",110,1,13.957,9.45,"15213"
"b",111,1,14.03,9.437,"15213"
"b",111,1,14.03,9.446,"15213"
"b",111,1,14.031,9.507,"15213"
"b",111,1,14.03,9.532,"15213"
"b",111,1,14.036,9.532,"15213"
"b",111,1,14.054,9.533,"15213"
"b",111,1,14.06,9.534,"15213"
"b",111,1,14.065,9.534,"15213"
"b",111,1,14.079,9.535,"15213"
"b",111,1,14.084,9.535,"15213"
"b",111,1,14.084,9.509,"15213"
"b",111,1,14.085,9.429,"15213"
"b",111,1,14.085,9.402,"15213"
"b",111,1,14.081,9.403,"15213"
"b",111,1,14.067,9.406,"15213"
"b",111,1,14.062,9.407,"15213"
"b",111,1,14.056,9.409,"15213"
"b",111,1,14.035,9.413,"15213"
"b",111,1,14.028,9.414,"15213"
"b",111,1,14.03,9.437,"15213"
"b",112,1,14.085,9.429,"15213"
"b",112,1,14.084,9.509,"15213"
"b",112,1,14.084,9.535,"15213"
"b",112,1,14.09,9.536,"15213"
"b",112,1,14.108,9.537,"15213"
"b",112,1,14.114,9.538,"15213"
"b",112,1,14.114,9.51,"15213"
"b",112,1,14.115,9.425,"15213"
"b",112,1,14.115,9.398,"15213"
"b",112,1,14.109,9.398,"15213"
"b",112,1,14.103,9.398,"15213"
"b",112,1,14.091,9.401,"15213"
"b",112,1,14.085,9.402,"15213"
"b",112,1,14.085,9.429,"15213"
"b",113,1,13.332,9.685,"15213"
"b",113,1,13.337,9.692,"15213"
"b",113,1,13.341,9.699,"15213"
"b",113,1,13.409,9.794,"15213"
"b",113,1,13.417,9.788,"15213"
"b",113,1,13.441,9.77,"15213"
"b",113,1,13.449,9.764,"15213"
"b",113,1,13.457,9.757,"15213"
"b",113,1,13.483,9.738,"15213"
"b",113,1,13.491,9.732,"15213"
"b",113,1,13.465,9.696,"15213"
"b",113,1,13.436,9.657,"15213"
"b",113,1,13.394,9.6,"15213"
"b",113,1,13.318,9.662,"15213"
"b",113,1,13.332,9.685,"15213"
"b",114,1,13.361,9.556,"15213"
"b",114,1,13.387,9.591,"15213"
"b",114,1,13.394,9.6,"15213"
"b",114,1,13.436,9.657,"15213"
"b",114,1,13.465,9.696,"15213"
"b",114,1,13.491,9.732,"15213"
"b",114,1,13.5,9.725,"15213"
"b",114,1,13.526,9.705,"15213"
"b",114,1,13.535,9.698,"15213"
"b",114,1,13.56,9.679,"15213"
"b",114,1,13.632,9.624,"15213"
"b",114,1,13.635,9.622,"15213"
"b",114,1,13.659,9.603,"15213"
"b",114,1,13.673,9.593,"15213"
"b",114,1,13.712,9.563,"15213"
"b",114,1,13.725,9.553,"15213"
"b",114,1,13.74,9.541,"15213"
"b",114,1,13.768,9.52,"15213"
"b",114,1,13.784,9.506,"15213"
"b",114,1,13.79,9.497,"15213"
"b",114,1,13.795,9.483,"15213"
"b",114,1,13.778,9.486,"15213"
"b",114,1,13.751,9.484,"15213"
"b",114,1,13.728,9.48,"15213"
"b",114,1,13.719,9.478,"15213"
"b",114,1,13.699,9.474,"15213"
"b",114,1,13.663,9.466,"15213"
"b",114,1,13.575,9.448,"15213"
"b",114,1,13.553,9.443,"15213"
"b",114,1,13.546,9.441,"15213"
"b",114,1,13.517,9.437,"15213"
"b",114,1,13.508,9.444,"15213"
"b",114,1,13.484,9.463,"15213"
"b",114,1,13.475,9.469,"15213"
"b",114,1,13.468,9.474,"15213"
"b",114,1,13.447,9.491,"15213"
"b",114,1,13.44,9.496,"15213"
"b",114,1,13.424,9.508,"15213"
"b",114,1,13.377,9.544,"15213"
"b",114,1,13.361,9.556,"15213"
"b",115,1,13.279,9.625,"15213"
"b",115,1,13.289,9.632,"15213"
"b",115,1,13.314,9.656,"15213"
"b",115,1,13.318,9.662,"15213"
"b",115,1,13.394,9.6,"15213"
"b",115,1,13.387,9.591,"15213"
"b",115,1,13.361,9.556,"15213"
"b",115,1,13.344,9.569,"15213"
"b",115,1,13.309,9.596,"15213"
"b",115,1,13.294,9.608,"15213"
"b",115,1,13.285,9.616,"15213"
"b",115,1,13.279,9.625,"15213"
"b",116,1,13.052,9.428,"15213"
"b",116,1,13.057,9.429,"15213"
"b",116,1,13.075,9.435,"15213"
"b",116,1,13.092,9.441,"15213"
"b",116,1,13.104,9.45,"15213"
"b",116,1,13.114,9.457,"15213"
"b",116,1,13.125,9.469,"15213"
"b",116,1,13.135,9.485,"15213"
"b",116,1,13.136,9.49,"15213"
"b",116,1,13.144,9.51,"15213"
"b",116,1,13.148,9.526,"15213"
"b",116,1,13.156,9.552,"15213"
"b",116,1,13.157,9.555,"15213"
"b",116,1,13.166,9.585,"15213"
"b",116,1,13.192,9.594,"15213"
"b",116,1,13.223,9.605,"15213"
"b",116,1,13.269,9.621,"15213"
"b",116,1,13.279,9.625,"15213"
"b",116,1,13.285,9.616,"15213"
"b",116,1,13.294,9.608,"15213"
"b",116,1,13.309,9.596,"15213"
"b",116,1,13.344,9.569,"15213"
"b",116,1,13.361,9.556,"15213"
"b",116,1,13.355,9.547,"15213"
"b",116,1,13.335,9.521,"15213"
"b",116,1,13.329,9.512,"15213"
"b",116,1,13.323,9.504,"15213"
"b",116,1,13.306,9.481,"15213"
"b",116,1,13.3,9.473,"15213"
"b",116,1,13.289,9.458,"15213"
"b",116,1,13.268,9.43,"15213"
"b",116,1,13.242,9.399,"15213"
"b",116,1,13.222,9.401,"15213"
"b",116,1,13.187,9.403,"15213"
"b",116,1,13.165,9.406,"15213"
"b",116,1,13.139,9.406,"15213"
"b",116,1,13.121,9.404,"15213"
"b",116,1,13.086,9.398,"15213"
"b",116,1,13.058,9.393,"15213"
"b",116,1,13.057,9.398,"15213"
"b",116,1,13.056,9.406,"15213"
"b",116,1,13.052,9.428,"15213"
"b",117,1,12.56,9.486,"15213"
"b",117,1,12.637,9.467,"15213"
"b",117,1,12.652,9.464,"15213"
"b",117,1,12.682,9.456,"15213"
"b",117,1,12.868,9.411,"15213"
"b",117,1,12.887,9.406,"15213"
"b",117,1,12.902,9.403,"15213"
"b",117,1,12.944,9.41,"15213"
"b",117,1,12.996,9.419,"15213"
