"lev","uid","part","x","y"
"z",12,2,2.927,10.325
"z",12,2,2.946,10.27
"z",12,2,3.122,10.105
"z",12,2,3.241,10.013
"z",12,2,3.296,10.011
"z",12,2,3.307,9.976
"z",12,2,3.589,9.721
"z",12,2,4.074,9.373
"z",12,2,4.178,9.371
"z",12,2,4.216,9.496
"z",12,2,4.509,9.385
"z",12,2,4.584,9.46
"z",12,2,4.67,9.379
"z",12,2,4.798,9.296
"z",12,2,5.07,9.238
"z",12,2,5.111,9.26
"z",12,2,5.197,9.168
"z",12,2,5.519,9.44
"z",12,2,5.516,9.476
"z",12,2,5.608,9.512
"z",12,2,5.671,9.558
"z",12,2,5.707,9.629
"z",12,2,5.729,9.717
"z",12,2,5.845,9.655
"z",12,2,6.29,9.485
"z",12,2,6.264,9.454
"z",12,2,6.096,9.509
"z",12,2,5.868,8.932
"z",12,2,6.208,8.519
"z",12,2,6.168,8.467
"z",12,2,6.183,8.446
"z",12,2,6.465,8.519
"z",12,2,6.469,8.274
"z",12,2,6.612,8.258
"z",12,2,6.621,8.23
"z",12,2,6.551,8.229
"z",12,2,6.551,8.113
"z",12,2,6.514,8.1
"z",12,2,6.592,7.979
"z",12,2,6.592,7.949
"z",12,2,6.632,7.96
"z",12,2,6.633,7.92
"z",12,2,6.388,7.819
"z",12,2,6.579,7.53
"z",12,2,6.894,7.427
"z",12,2,6.938,7.499
"z",12,2,7.044,7.498
"z",12,2,7.076,7.219
"z",12,2,6.941,6.989
"z",12,2,6.846,7.054
"z",12,2,6.731,6.907
"z",12,2,6.147,6.923
"z",12,2,6.09,6.704
"z",12,2,5.801,6.813
"z",12,2,5.415,6.843
"z",12,2,5.395,6.645
"z",12,2,5.491,6.469
"z",12,2,5.288,6.246
"z",12,2,5.49,6.273
"z",12,2,5.615,6.087
"z",12,2,5.824,6.153
"z",12,2,6.047,6.309
"z",12,2,6.234,6.567
"z",12,2,6.451,6.628
"z",12,2,6.494,6.492
"z",12,2,6.321,6.367
"z",12,2,4.962,5.143
"z",12,2,4.748,5.228
"z",12,2,4.854,5.351
"z",12,2,5.932,6.116
"z",12,2,5.485,5.933
"z",12,2,5.169,5.846
"z",12,2,5.188,5.94
"z",12,2,5.091,6.196
"z",12,2,4.827,6.21
"z",12,2,4.941,6.416
"z",12,2,4.539,6.638
"z",12,2,4.507,6.714
"z",12,2,4.467,6.679
"z",12,2,4.407,6.247
"z",12,2,3.921,6.028
"z",12,2,3.764,5.994
"z",12,2,3.605,6.015
"z",12,2,3.516,6.082
"z",12,2,3.457,6.367
"z",12,2,3.489,6.457
"z",12,2,3.33,6.533
"z",12,2,3.306,6.858
"z",12,2,2.923,7.082
"z",12,2,2.807,6.783
"z",12,2,2.535,6.91
"z",12,2,2.594,5.974
"z",12,2,1.5,6.059
"z",12,2,1.001,6.073
"z",12,2,0.298,6.018
"z",12,2,0.128,6.05
"z",12,2,-0.755,6.374
"z",12,2,-0.871,6.353
"z",12,2,-1.112,6.345
"z",12,2,-1.164,6.4
"z",12,2,-1.623,6.437
"z",12,2,-1.632,6.199
"z",12,2,-1.702,5.718
"z",12,2,-1.906,5.176
"z",12,2,-1.903,5.033
"z",12,2,-2.079,4.934
"z",12,2,-2.153,4.437
"z",12,2,-2.121,4.245
"z",12,2,-2.186,4.053
"z",12,2,-2.545,4.011
"z",12,2,-2.668,4.079
"z",12,2,-2.707,4.338
"z",12,2,-2.632,4.448
"z",12,2,-2.679,4.934
"z",12,2,-2.841,5.205
"z",12,2,-3.046,5.363
"z",12,2,-2.466,6.353
"z",12,2,-2.732,6.697
"z",12,2,-2.834,7.022
"z",12,2,-3.384,7.245
"z",12,2,-3.668,7.486
"z",12,2,-3.955,7.482
"z",12,2,-4.105,7.35
"z",12,2,-4.092,7.386
"z",12,2,-4.132,7.621
"z",12,2,-3.668,7.835
"z",12,2,-3.919,8.154
"z",12,2,-4.015,8.217
"z",12,2,-4.251,8.262
"z",12,2,-4.378,8.96
"z",12,2,-4.093,9.083
"z",13,1,14.943,12.829
"z",13,1,15.013,12.822
"z",13,1,15.103,13.165
"z",13,1,15.106,13.336
"z",13,1,15.191,13.656
"z",13,1,15.232,13.65
"z",13,1,15.306,13.857
"z",13,1,15.292,14.067
"z",13,1,15.035,14.698
"z",13,1,14.921,14.75
"z",13,1,14.956,15.195
"z",13,1,14.875,15.22
"z",13,1,14.957,15.403
"z",13,1,15.095,15.565
"z",13,1,15.002,15.535
"z",13,1,14.944,15.597
"z",13,1,15.002,15.748
"z",13,1,14.95,15.726
"z",13,1,14.802,15.716
"z",13,1,14.785,15.812
"z",13,1,14.72,15.976
"z",13,1,15.253,16.063
"z",13,1,15.629,16.034
"z",13,1,17.213,15.851
"z",13,1,17.549,15.848
"z",13,1,19.065,15.769
"z",13,1,19.067,15.326
"z",13,1,19.05,15.267
"z",13,1,18.931,15.175
"z",13,1,18.931,14.917
"z",13,1,18.823,14.831
"z",13,1,18.773,14.84
"z",13,1,18.571,14.726
"z",13,1,18.765,14.544
"z",13,1,18.8,14.555
"z",13,1,18.838,14.398
"z",13,1,18.94,14.342
"z",13,1,18.945,14.007
"z",13,1,18.584,13.942
"z",13,1,18.855,13.907
"z",13,1,18.89,13.887
"z",13,1,18.983,13.316
"z",13,1,18.956,13.32
"z",13,1,18.956,13.257
"z",13,1,18.579,13.331
"z",13,1,18.344,13.353
"z",13,1,18.177,13.47
"z",13,1,18.1,13.425
"z",13,1,18.029,13.436
"z",13,1,18.01,13.425
"z",13,1,18.052,13.349
"z",13,1,17.829,13.041
"z",13,1,17.62,12.999
"z",13,1,17.433,12.476
"z",13,1,17.244,12.142
"z",13,1,17.174,12.114
"z",13,1,17.262,11.882
"z",13,1,17.233,11.678
"z",13,1,17.185,11.564
"z",13,1,17.155,11.582
"z",13,1,17.158,11.525
"z",13,1,16.989,11.139
"z",13,1,16.956,11.218
"z",13,1,16.901,11.193
"z",13,1,16.798,11.455
"z",13,1,16.918,11.748
"z",13,1,16.828,11.786
"z",13,1,16.65,11.72
"z",13,1,16.579,11.898
"z",13,1,16.543,11.95
"z",13,1,16.278,11.815
"z",13,1,16.311,11.769
"z",13,1,16.253,11.744
"z",13,1,16.241,11.87
"z",13,1,16.171,11.973
"z",13,1,16.148,11.952
"z",13,1,16.113,12.03
"z",13,1,16.054,12.474
"z",13,1,15.754,12.304
"z",13,1,15.748,12.318
"z",13,1,15.585,12.201
"z",13,1,15.465,12.079
"z",13,1,15.368,12.224
"z",13,1,15.39,12.315
"z",13,1,15.45,12.352
"z",13,1,15.509,12.58
"z",13,1,15.265,12.648
"z",13,1,14.95,12.649
"z",13,1,14.943,12.829
"z",14,1,13.764,8.651
"z",14,1,13.941,8.841
"z",14,1,14.054,8.737
"z",14,1,14.079,8.769
"z",14,1,14.243,8.66
"z",14,1,14.435,8.635
"z",14,1,14.592,8.685
"z",14,1,14.626,8.871
"z",14,1,14.51,9.447
"z",14,1,14.713,9.558
"z",14,1,14.93,9.571
"z",14,1,15.511,9.539
"z",14,1,15.646,9.461
"z",14,1,15.79,9.404
"z",14,1,15.982,9.424
"z",14,1,15.999,9.354
"z",14,1,15.98,9.226
"z",14,1,15.993,9.075
"z",14,1,15.768,8.995
"z",14,1,15.615,8.976
"z",14,1,15.573,8.694
"z",14,1,15.709,8.524
"z",14,1,15.586,8.444
"z",14,1,15.66,8.306
"z",14,1,15.787,7.97
"z",14,1,16.157,8.113
"z",14,1,16.175,8.068
"z",14,1,16.128,8.053
"z",14,1,16.186,7.932
"z",14,1,16.092,7.771
"z",14,1,16.532,7.194
"z",14,1,16.646,7.009
"z",14,1,16.825,7.138
"z",14,1,16.841,7.107
"z",14,1,16.866,7.099
"z",14,1,16.951,7.143
"z",14,1,16.995,7.141
"z",14,1,17.059,7.187
"z",14,1,17.183,7.332
"z",14,1,17.276,7.395
"z",14,1,17.551,7.276
"z",14,1,17.387,6.968
"z",14,1,17.019,6.068
"z",14,1,16.89,5.856
"z",14,1,16.601,5.622
"z",14,1,16.771,4.954
"z",14,1,17.024,4.798
"z",14,1,17.139,4.97
"z",14,1,17.407,4.766
"z",14,1,17.574,4.556
"z",14,1,17.67,4.118
"z",14,1,17.662,3.997
"z",14,1,17.74,3.715
"z",14,1,18.053,3.649
"z",14,1,18.22,3.85
"z",14,1,18.305,3.726
"z",14,1,18.513,3.737
"z",14,1,18.578,3.662
"z",14,1,18.708,3.582
"z",14,1,18.834,3.815
"z",14,1,19.015,3.821
"z",14,1,18.956,3.668
"z",14,1,19.001,3.652
"z",14,1,18.828,3.181
"z",14,1,19.118,2.988
"z",14,1,19.54,3.199
"z",14,1,19.92,2.523
"z",14,1,19.426,2
"z",14,1,19.395,2.053
"z",14,1,19.403,1.797
"z",14,1,19.278,1.7
"z",14,1,18.999,1.718
"z",14,1,18.75,1.637
"z",14,1,18.285,2.196
"z",14,1,18.234,2.233
"z",14,1,18.038,2.572
"z",14,1,17.992,2.8
"z",14,1,17.79,2.966
"z",14,1,17.692,3.247
"z",14,1,16.514,2.915
"z",14,1,16.203,3.092
"z",14,1,16.144,2.968
"z",14,1,15.971,3.065
"z",14,1,16.149,3.504
"z",14,1,16.493,3.618
"z",14,1,16.711,3.745
"z",14,1,16.668,4.04
"z",14,1,16.476,4.593
"z",14,1,16.025,4.453
"z",14,1,15.798,4.636
"z",14,1,15.963,4.604
"z",14,1,16.441,4.675
"z",14,1,16.17,5.252
"z",14,1,16.305,5.303
"z",14,1,16.226,5.462
"z",14,1,15.812,5.453
"z",14,1,15.382,5.649
"z",14,1,15.204,5.801
"z",14,1,15.006,6.045
"z",14,1,14.912,6.213
"z",14,1,14.701,6.778
"z",14,1,14.743,6.851
"z",14,1,14.377,7.872
"z",14,1,14.189,8.272
"z",14,1,13.764,8.651
"z",15,1,16.989,11.139
"z",15,1,17.158,11.525
"z",15,1,17.155,11.582
"z",15,1,17.185,11.564
"z",15,1,17.233,11.678
"z",15,1,17.262,11.882
"z",15,1,17.174,12.114
"z",15,1,17.244,12.142
"z",15,1,17.433,12.476
"z",15,1,17.62,12.999
"z",15,1,17.829,13.041
"z",15,1,18.052,13.349
"z",15,1,18.01,13.425
"z",15,1,18.029,13.436
"z",15,1,18.1,13.425
"z",15,1,18.177,13.47
"z",15,1,18.344,13.353
"z",15,1,18.579,13.331
"z",15,1,19.098,13.244
"z",15,1,19.087,13.297
"z",15,1,19.289,13.267
"z",15,1,19.293,13.416
"z",15,1,19.462,13.362
"z",15,1,19.461,13.242
"z",15,1,19.574,12.77
"z",15,1,19.626,12.71
"z",15,1,19.537,12.69
"z",15,1,19.419,12.632
"z",15,1,19.49,12.458
"z",15,1,19.555,12.527
"z",15,1,19.745,12.002
"z",15,1,19.685,12.003
"z",15,1,19.63,11.96
"z",15,1,19.463,12.007
"z",15,1,19.441,12.063
"z",15,1,19.419,11.969
"z",15,1,19.366,11.982
"z",15,1,19.353,11.791
"z",15,1,19.212,11.912
"z",15,1,19.094,11.974
"z",15,1,18.973,12.009
"z",15,1,18.976,11.696
"z",15,1,18.841,11.73
"z",15,1,18.702,11.392
"z",15,1,18.605,11.377
"z",15,1,18.592,11.303
"z",15,1,18.46,11.29
"z",15,1,18.477,11.353
"z",15,1,18.16,11.431
"z",15,1,18.14,11.424
"z",15,1,17.97,11.166
"z",15,1,17.731,11.141
"z",15,1,17.755,11.267
"z",15,1,17.459,11.376
"z",15,1,17.447,11.342
"z",15,1,17.269,11.285
"z",15,1,17.208,11.312
"z",15,1,17.112,11.121
"z",15,1,17.014,11.081
"z",15,1,16.989,11.139
"z",16,1,8.627,17.465
"z",16,1,8.934,17.454
"z",16,1,9.415,17.272
"z",16,1,9.436,17.433
"z",16,1,9.639,17.464
"z",16,1,9.747,17.68
"z",16,1,9.936,17.723
"z",16,1,9.78,18.316
"z",16,1,9.526,18.149
"z",16,1,9.552,18.551
"z",16,1,9.475,18.659
"z",16,1,9.646,18.809
"z",16,1,9.638,18.845
"z",16,1,9.754,18.871
"z",16,1,9.734,19.133
"z",16,1,9.922,19.152
"z",16,1,9.993,19.227
"z",16,1,10.059,18.934
"z",16,1,10.277,18.983
"z",16,1,10.754,19.497
"z",16,1,10.859,19.54
"z",16,1,10.853,19.29
"z",16,1,11.059,19.143
"z",16,1,11.13,18.91
"z",16,1,11.31,18.879
"z",16,1,11.495,18.663
"z",16,1,11.55,18.39
"z",16,1,11.431,18.282
"z",16,1,11.49,18.088
"z",16,1,11.718,18.193
"z",16,1,11.783,18.003
"z",16,1,11.923,18.032
"z",16,1,11.964,17.69
"z",16,1,12.086,17.71
"z",16,1,12.162,17.359
"z",16,1,12.493,17.423
"z",16,1,12.615,17.263
"z",16,1,12.743,17.048
"z",16,1,12.506,16.996
"z",16,1,12.558,16.725
"z",16,1,12.743,16.797
"z",16,1,12.799,16.546
"z",16,1,12.501,16.188
"z",16,1,12.537,16.016
"z",16,1,12.688,16.003
"z",16,1,12.637,15.993
"z",16,1,12.661,15.872
"z",16,1,12.352,15.752
"z",16,1,12.638,15.283
"z",16,1,12.838,15.594
"z",16,1,12.946,15.694
"z",16,1,13.207,15.487
"z",16,1,13.393,15.297
"z",16,1,13.086,15.054
"z",16,1,12.716,14.553
"z",16,1,12.553,14.265
"z",16,1,12.148,13.212
"z",16,1,12.096,13.152
"z",16,1,11.929,13.088
"z",16,1,11.794,12.962
"z",16,1,11.413,13.144
"z",16,1,11.437,13.49
"z",16,1,11.304,13.47
"z",16,1,11.328,13.784
"z",16,1,10.996,13.718
"z",16,1,10.979,13.832
"z",16,1,10.603,13.936
"z",16,1,10.728,14.121
"z",16,1,10.595,14.269
"z",16,1,10.47,14.21
"z",16,1,10.347,14.42
"z",16,1,10.387,14.933
"z",16,1,10.761,14.9
"z",16,1,10.878,14.355
"z",16,1,11.492,14.494
"z",16,1,11.228,15.622
"z",16,1,10.643,15.503
"z",16,1,10.67,15.381
"z",16,1,10.418,15.409
"z",16,1,9.904,15.307
"z",16,1,9.955,15.53
"z",16,1,9.922,15.795
"z",16,1,9.651,15.737
"z",16,1,9.527,16.399
"z",16,1,9.795,16.451
"z",16,1,9.834,16.725
"z",16,1,9.82,16.805
"z",16,1,9.88,16.886
"z",16,1,9.576,17.142
"z",16,1,9.033,17.388
"z",16,1,8.659,17.414
"z",16,1,8.627,17.465
"z",17,1,9.695,6.679
"z",17,1,9.801,6.933
"z",17,1,10.018,7.167
"z",17,1,10.106,7.125
"z",17,1,10.202,7.163
"z",17,1,10.188,7.236
"z",17,1,10.298,7.265
"z",17,1,10.398,7.224
"z",17,1,10.559,7.25
"z",17,1,10.714,7.356
"z",17,1,10.759,7.341
"z",17,1,10.677,7.803
"z",17,1,10.721,7.813
"z",17,1,10.716,7.868
"z",17,1,10.884,7.872
"z",17,1,11.03,7.751
"z",17,1,11.091,7.763
"z",17,1,11.15,7.898
"z",17,1,11.392,7.78
"z",17,1,11.478,7.699
"z",17,1,11.226,7.454
"z",17,1,11.261,7.457
"z",17,1,11.369,7.526
"z",17,1,11.782,7.636
"z",17,1,11.804,7.55
"z",17,1,11.854,7.495
"z",17,1,11.925,7.588
"z",17,1,12.174,7.518
"z",17,1,12.268,7.58
"z",17,1,12.375,7.7
"z",17,1,12.408,7.843
"z",17,1,12.484,7.867
"z",17,1,12.532,7.581
"z",17,1,12.348,7.464
"z",17,1,12.335,7.422
"z",17,1,12.89,7.429
"z",17,1,12.913,7.399
"z",17,1,12.911,7.456
"z",17,1,13.408,7.394
"z",17,1,13.537,7.343
"z",17,1,13.566,7.354
"z",17,1,13.639,7.462
"z",17,1,13.661,7.552
"z",17,1,13.703,7.588
"z",17,1,13.709,7.707
"z",17,1,13.759,7.785
"z",17,1,13.811,7.831
"z",17,1,14.134,7.63
"z",17,1,14.271,7.462
"z",17,1,14.29,7.475
"z",17,1,14.382,7.249
"z",17,1,14.481,6.782
"z",17,1,14.526,6.736
"z",17,1,14.701,6.778
"z",17,1,14.912,6.213
"z",17,1,15.006,6.045
"z",17,1,15.204,5.801
"z",17,1,15.382,5.649
"z",17,1,15.812,5.453
"z",17,1,16.226,5.462
"z",17,1,16.305,5.303
"z",17,1,16.17,5.252
"z",17,1,16.258,5.046
"z",17,1,15.765,5.086
"z",17,1,15.104,5.592
"z",17,1,15.021,5.625
"z",17,1,14.879,5.791
"z",17,1,14.61,6.329
"z",17,1,14.522,6.288
"z",17,1,14.441,6.458
"z",17,1,14.444,6.695
"z",17,1,14.213,6.591
"z",17,1,14.139,6.353
"z",17,1,13.918,6.329
"z",17,1,13.857,6.423
"z",17,1,13.39,5.884
"z",17,1,13.348,5.718
"z",17,1,13.191,5.658
"z",17,1,13.136,5.854
"z",17,1,12.999,5.804
"z",17,1,12.871,5.701
"z",17,1,12.668,5.418
"z",17,1,12.655,5.243
"z",17,1,12.872,4.911
"z",17,1,12.829,4.876
"z",17,1,12.835,4.752
"z",17,1,12.939,4.438
"z",17,1,12.843,4.399
"z",17,1,13.135,4.017
"z",17,1,13.09,3.75
"z",17,1,13.003,3.678
"z",17,1,13.036,3.652
"z",17,1,12.8,3.663
"z",17,1,12.756,3.499
"z",17,1,12.584,3.487
"z",17,1,12.235,3.409
"z",17,1,11.837,3.251
"z",17,1,11.698,3.315
"z",17,1,11.657,3.185
"z",17,1,11.663,3.052
"z",17,1,11.59,3.067
"z",17,1,11.626,3.183
"z",17,1,11.605,3.466
"z",17,1,11.345,3.833
"z",17,1,11.31,3.83
"z",17,1,11.178,4.339
"z",17,1,11.098,4.48
"z",17,1,10.574,4.484
"z",17,1,10.536,4.496
"z",17,1,10.607,4.536
"z",17,1,10.429,4.693
"z",17,1,10.395,4.807
"z",17,1,10.564,4.948
"z",17,1,10.83,5.126
"z",17,1,10.9,5.154
"z",17,1,10.735,5.43
"z",17,1,10.517,5.641
"z",17,1,10.367,5.983
"z",17,1,10.098,6.248
"z",17,1,9.941,6.339
"z",17,1,9.932,6.356
"z",17,1,9.968,6.496
"z",17,1,9.883,6.55
"z",17,1,9.77,6.714
"z",17,1,9.747,6.666
"z",17,1,9.787,6.535
"z",17,1,9.774,6.441
"z",17,1,9.695,6.679
"z",18,1,7.54,8.804
"z",18,1,7.811,9.389
"z",18,1,8.855,9.052
"z",18,1,8.924,8.917
"z",18,1,9.186,8.855
"z",18,1,9.176,8.831
"z",18,1,9.916,8.397
"z",18,1,10.069,8.428
"z",18,1,10.309,8.323
"z",18,1,10.384,8.273
"z",18,1,10.201,8.271
"z",18,1,10.094,8.205
"z",18,1,10.094,8.164
"z",18,1,10.28,8.059
"z",18,1,10.159,7.956
"z",18,1,10.442,7.965
"z",18,1,10.462,8.03
"z",18,1,10.716,8.005
"z",18,1,10.721,7.813
"z",18,1,10.677,7.803
"z",18,1,10.759,7.341
"z",18,1,10.714,7.356
"z",18,1,10.559,7.25
"z",18,1,10.398,7.224
"z",18,1,10.298,7.265
"z",18,1,10.188,7.236
"z",18,1,10.202,7.163
"z",18,1,10.106,7.125
"z",18,1,10.018,7.167
"z",18,1,9.801,6.933
"z",18,1,9.695,6.679
"z",18,1,9.774,6.441
"z",18,1,9.607,6.454
"z",18,1,9.468,6.612
"z",18,1,9.38,6.589
"z",18,1,9.322,6.703
"z",18,1,9.276,6.953
"z",18,1,9.248,7.009
"z",18,1,9.143,7.117
"z",18,1,8.924,7.31
"z",18,1,8.815,7.228
"z",18,1,8.775,7.421
"z",18,1,8.798,7.538
"z",18,1,8.818,7.899
"z",18,1,8.787,7.885
"z",18,1,8.582,8.06
"z",18,1,8.426,8.057
"z",18,1,8.338,8.091
"z",18,1,8.236,7.991
"z",18,1,8.003,8.221
"z",18,1,7.636,8.415
"z",18,1,7.551,8.663
"z",18,1,7.54,8.804
"z",19,1,5.05,13.264
"z",19,1,5.192,13.471
"z",19,1,5.259,13.68
"z",19,1,5.515,13.91
"z",19,1,5.734,14.22
"z",19,1,5.654,14.467
"z",19,1,5.548,14.62
"z",19,1,5.881,14.785
"z",19,1,6.058,14.529
"z",19,1,6.147,14.701
"z",19,1,6.401,14.694
"z",19,1,6.377,14.868
"z",19,1,6.414,14.877
"z",19,1,6.481,14.72
"z",19,1,6.599,14.527
"z",19,1,6.973,14.598
"z",19,1,7.097,14.168
"z",19,1,7.197,14.25
"z",19,1,7.314,14.053
"z",19,1,7.318,13.714
"z",19,1,7.561,13.374
"z",19,1,7.355,13.336
"z",19,1,7.297,13.026
"z",19,1,7.47,12.996
"z",19,1,7.676,13.083
"z",19,1,7.928,13.118
"z",19,1,8.109,13.228
"z",19,1,8.218,12.681
"z",19,1,7.77,12.588
"z",19,1,7.533,12.371
"z",19,1,7.594,12.231
"z",19,1,7.725,11.818
"z",19,1,7.92,11.661
"z",19,1,7.983,11.626
"z",19,1,8.112,11.602
"z",19,1,8.273,11.463
"z",19,1,8.376,11.611
"z",19,1,8.478,11.342
"z",19,1,8.464,11.285
"z",19,1,8.525,11.252
"z",19,1,8.61,11.288
"z",19,1,8.799,11.41
"z",19,1,8.716,11.483
"z",19,1,8.931,11.447
"z",19,1,9.01,11.627
"z",19,1,8.991,11.762
"z",19,1,9.038,11.781
"z",19,1,9.097,11.696
"z",19,1,9.166,11.676
"z",19,1,9.2,11.702
"z",19,1,9.227,11.76
"z",19,1,9.329,11.609
"z",19,1,9.365,11.625
"z",19,1,9.463,11.55
"z",19,1,9.516,11.568
"z",19,1,9.314,12.038
"z",19,1,9.349,12.091
"z",19,1,9.793,12.204
"z",19,1,9.78,12.227
"z",19,1,9.83,12.373
"z",19,1,9.684,12.502
"z",19,1,9.541,12.803
"z",19,1,9.582,12.893
"z",19,1,9.584,12.979
"z",19,1,9.833,13.031
"z",19,1,9.797,13.208
"z",19,1,9.945,13.227
"z",19,1,9.933,13.546
"z",19,1,9.801,13.731
"z",19,1,9.629,13.699
"z",19,1,9.592,13.766
"z",19,1,9.357,13.757
"z",19,1,9.344,13.821
"z",19,1,9.787,13.964
"z",19,1,9.583,14.608
"z",19,1,9.656,14.951
"z",19,1,9.563,15.31
"z",19,1,9.611,15.414
"z",19,1,9.632,15.387
"z",19,1,9.719,15.405
"z",19,1,9.651,15.737
"z",19,1,9.922,15.795
"z",19,1,9.955,15.53
"z",19,1,9.904,15.307
"z",19,1,10.418,15.409
"z",19,1,10.67,15.381
"z",19,1,10.643,15.503
"z",19,1,11.228,15.622
"z",19,1,11.492,14.494
"z",19,1,10.878,14.355
"z",19,1,10.761,14.9
"z",19,1,10.387,14.933
"z",19,1,10.347,14.42
"z",19,1,10.47,14.21
"z",19,1,10.595,14.269
"z",19,1,10.728,14.121
"z",19,1,10.603,13.936
"z",19,1,10.979,13.832
"z",19,1,10.996,13.718
"z",19,1,11.328,13.784
"z",19,1,11.304,13.47
"z",19,1,11.437,13.49
"z",19,1,11.413,13.144
"z",19,1,11.803,12.966
"z",19,1,11.668,12.762
"z",19,1,11.521,12.35
"z",19,1,11.369,11.833
"z",19,1,10.698,10.84
"z",19,1,10.794,10.764
"z",19,1,10.683,10.612
"z",19,1,10.284,10.187
"z",19,1,10.143,10.095
"z",19,1,9.865,9.931
"z",19,1,9.395,9.698
"z",19,1,8.915,9.478
"z",19,1,8.838,9.479
"z",19,1,8.673,9.859
"z",19,1,8.426,9.817
"z",19,1,8.298,9.946
"z",19,1,7.965,9.993
"z",19,1,8.334,10.027
"z",19,1,8.427,9.924
"z",19,1,8.62,9.991
"z",19,1,8.549,10.165
"z",19,1,8.739,10.248
"z",19,1,8.718,10.297
"z",19,1,8.848,10.354
"z",19,1,8.869,10.305
"z",19,1,8.937,10.336
"z",19,1,8.779,10.692
"z",19,1,8.724,10.912
"z",19,1,8.674,10.916
"z",19,1,8.502,10.861
"z",19,1,8.363,11.231
"z",19,1,8.127,11.134
"z",19,1,8.228,10.907
"z",19,1,7.839,11.174
"z",19,1,7.282,11.365
"z",19,1,6.797,11.893
"z",19,1,6.469,12.428
"z",19,1,5.951,13.048
"z",19,1,5.541,12.772
"z",19,1,5.187,13.187
"z",19,1,5.05,13.264
"z",20,1,12.249,10.111
"z",20,1,12.487,10.303
"z",20,1,12.655,10.291
"z",20,1,12.776,10.313
"z",20,1,12.899,10.458
"z",20,1,12.974,10.518
"z",20,1,12.996,10.819
"z",20,1,13.203,10.866
"z",20,1,13.27,10.861
"z",20,1,13.15,10.752
"z",20,1,13.441,10.738
"z",20,1,13.532,10.873
"z",20,1,13.53,10.898
"z",20,1,13.57,10.972
"z",20,1,13.586,10.942
"z",20,1,13.669,11.493
"z",20,1,13.495,11.534
"z",20,1,13.484,11.783
"z",20,1,13.322,11.826
"z",20,1,13.088,11.573
"z",20,1,13.053,11.606
"z",20,1,12.868,11.397
"z",20,1,12.793,11.471
"z",20,1,12.772,11.563
"z",20,1,13.151,11.931
"z",20,1,13.151,12.174
"z",20,1,13.364,12.253
"z",20,1,13.429,12.251
"z",20,1,13.52,12.218
"z",20,1,13.786,11.975
"z",20,1,13.945,11.954
"z",20,1,14.282,11.958
"z",20,1,14.422,11.926
"z",20,1,14.693,11.766
"z",20,1,14.867,11.708
"z",20,1,14.85,11.563
"z",20,1,14.931,11.438
"z",20,1,14.825,11.387
"z",20,1,14.937,11.002
"z",20,1,14.88,10.986
"z",20,1,14.898,10.922
"z",20,1,15.259,10.997
"z",20,1,15.262,10.84
"z",20,1,15.294,10.841
"z",20,1,15.314,10.774
"z",20,1,15.263,10.755
"z",20,1,15.25,10.647
"z",20,1,15.387,10.514
"z",20,1,15.385,10.437
"z",20,1,15.265,10.293
"z",20,1,15.407,10.186
"z",20,1,15.649,10.153
"z",20,1,15.732,10.164
"z",20,1,15.839,10.046
"z",20,1,15.761,10.033
"z",20,1,15.923,9.575
"z",20,1,15.885,9.545
"z",20,1,15.79,9.404
"z",20,1,15.646,9.461
"z",20,1,15.511,9.539
"z",20,1,14.93,9.571
"z",20,1,14.713,9.558
"z",20,1,14.51,9.447
"z",20,1,14.626,8.871
"z",20,1,14.592,8.685
"z",20,1,14.435,8.635
"z",20,1,14.243,8.66
"z",20,1,14.079,8.769
"z",20,1,13.795,9.023
"z",20,1,13.107,9.287
"z",20,1,12.926,9.328
"z",20,1,12.563,9.33
"z",20,1,12.561,9.421
"z",20,1,12.416,9.405
"z",20,1,12.406,9.497
"z",20,1,12.544,9.49
"z",20,1,12.489,9.711
"z",20,1,12.392,9.816
"z",20,1,12.308,10.034
"z",20,1,12.249,10.111
"z",20,2,14.04,10.361
"z",20,2,13.897,10.28
"z",20,2,13.823,10.184
"z",20,2,14.077,10.056
"z",20,2,14.374,10.103
"z",20,2,14.431,10.219
"z",20,2,14.329,10.271
"z",20,2,14.21,10.302
"z",20,2,14.259,10.481
"z",20,2,14.114,10.748
"z",20,2,14.078,10.701
"z",20,2,13.921,10.823
"z",20,2,13.868,10.751
"z",20,2,14.026,10.631
"z",20,2,13.915,10.481
"z",20,2,14.04,10.361
"z",20,3,13.758,10.6
"z",20,3,13.696,10.515
"z",20,3,13.851,10.397
"z",20,3,13.915,10.481
"z",20,3,13.758,10.6
"z",21,1,5.405,15.044
"z",21,1,5.453,15.36
"z",21,1,5.56,15.485
"z",21,1,5.86,15.524
"z",21,1,6.04,15.592
"z",21,1,6.02,15.838
"z",21,1,6.246,16.209
"z",21,1,6.797,15.943
"z",21,1,7.52,15.394
"z",21,1,7.477,15.499
"z",21,1,7.65,15.844
"z",21,1,7.83,15.903
"z",21,1,8.076,15.791
"z",21,1,8.21,16.271
"z",21,1,8.42,16.637
"z",21,1,8.442,16.634
"z",21,1,8.262,16.162
"z",21,1,8.362,16.112
"z",21,1,8.537,16.423
"z",21,1,8.651,16.047
"z",21,1,8.508,15.822
"z",21,1,8.517,15.648
"z",21,1,8.586,15.63
"z",21,1,8.659,15.799
"z",21,1,9.225,16.299
"z",21,1,9.426,16.455
"z",21,1,9.441,16.383
