"SUMLVL","LEVEL","S203_GEOID","ST","CNTY","NAMELSAD","LANGUAGE","VACIT","MVACIT","VACLEP","MVACLEP","ILLIT","MILLIT","LEPPCT","MLEPPCT","ILLRAT","MILLRAT","FLAG10","FLAG5","FLAG_EDU","FLAG_AIAN","FLAG_ANRC","FLAG_COV"
"060","MCD","0600000US2500035075","25","000","Leominster city","Total Population",30580,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500035075","25","000","Leominster city","Hispanic",4577,392,1591,201,124,36,5.2,0.7,7.8,2,0,1,1,0,0,1
"060","MCD","0600000US2500037000","25","000","Lowell city","Total Population",73750,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500037000","25","000","Lowell city","Hispanic",11420,517,3724,261,456,80,5,0.4,12.2,1.9,0,1,1,0,0,1
"060","MCD","0600000US2500037000","25","000","Lowell city","Cambodian alone or in combination",8915,508,3957,294,1089,140,5.4,0.4,27.5,2.8,0,1,1,0,0,1
"060","MCD","0600000US2500037490","25","000","Lynn city","Total Population",53810,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500037490","25","000","Lynn city","Hispanic",13950,492,5043,311,548,91,9.4,0.6,10.9,1.7,0,1,1,0,0,1
"060","MCD","0600000US2500037875","25","000","Malden city","Total Population",36250,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500037875","25","000","Malden city","Chinese (including Taiwanese) alone or in combination",3947,358,2677,275,255,70,7.4,0.8,9.5,2.4,0,1,1,0,0,1
"060","MCD","0600000US2500040710","25","000","Methuen Town city","Total Population",36560,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500040710","25","000","Methuen Town city","Hispanic",8317,479,2364,232,192,47,6.5,0.6,8.1,1.8,0,1,1,0,0,1
"060","MCD","0600000US2500055745","25","000","Quincy city","Total Population",66980,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500055745","25","000","Quincy city","Chinese (including Taiwanese) alone or in combination",10060,535,6108,377,782,116,9.1,0.6,12.8,1.7,0,1,1,0,0,1
"060","MCD","0600000US2500056000","25","000","Randolph Town city","Total Population",24180,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500056000","25","000","Randolph Town city","Vietnamese alone or in combination",1892,264,1344,207,181,55,5.6,0.9,13.5,3.5,0,1,1,0,0,1
"060","MCD","0600000US2500056585","25","000","Revere city","Total Population",32300,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500056585","25","000","Revere city","Hispanic",6943,464,2568,252,213,52,8,0.8,8.3,1.9,0,1,1,0,0,1
"060","MCD","0600000US2500059105","25","000","Salem city","Total Population",34280,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500059105","25","000","Salem city","Hispanic",4964,374,1857,205,167,41,5.4,0.6,9,2,0,1,1,0,0,1
"060","MCD","0600000US2500063345","25","000","Southbridge Town city","Total Population",12820,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500063345","25","000","Southbridge Town city","Hispanic",3341,225,1179,132,139,35,9.2,1,11.8,2.6,0,1,1,0,0,1
"060","MCD","0600000US2500067000","25","000","Springfield city","Total Population",109300,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500067000","25","000","Springfield city","Hispanic",43840,589,13540,468,1506,159,12.4,0.4,11.1,1.1,1,1,1,0,0,1
"060","MCD","0600000US2500082000","25","000","Worcester city","Total Population",133400,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500082000","25","000","Worcester city","Hispanic",24700,615,8541,380,634,91,6.4,0.3,7.4,1,0,1,1,0,0,1
"060","MCD","0600000US2600016720","26","000","Clyde township","Total Population",1504,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2600016720","26","000","Clyde township","Hispanic",298,52,112,28,20,9,7.4,1.9,17.9,7.2,0,1,1,0,0,1
"060","MCD","0600000US2600018560","26","000","Covert township","Total Population",2116,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2600018560","26","000","Covert township","Hispanic",369,61,138,35,30,13,6.5,1.7,21.7,8.1,0,1,1,0,0,1
"060","MCD","0600000US2600027740","26","000","Fennville city","Total Population",1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2600027740","26","000","Fennville city","Hispanic",363,68,65,22,7,4,5.6,2,10.8,5.8,0,1,1,0,0,1
"060","MCD","0600000US2600036280","26","000","Hamtramck city","Total Population",11250,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2600036280","26","000","Hamtramck city","Bangladeshi alone or in combination",1261,173,900,150,77,23,8,1.3,8.6,2.3,0,1,1,0,0,1
"060","MCD","0600000US4400014140","44","000","Central Falls city","Total Population",10050,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US4400014140","44","000","Central Falls city","Hispanic",5498,297,1944,183,210,51,19.3,2,10.8,2.4,0,1,1,0,0,1
"060","MCD","0600000US4400054640","44","000","Pawtucket city","Total Population",50170,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US4400054640","44","000","Pawtucket city","Hispanic",9637,411,3020,231,242,52,6,0.5,8,1.6,0,1,1,0,0,1
"060","MCD","0600000US4400059000","44","000","Providence city","Total Population",115200,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US4400059000","44","000","Providence city","Hispanic",37830,719,14710,524,1388,159,12.8,0.5,9.4,1,1,1,1,0,0,1
"060","MCD","0600000US5500000100","55","000","Abbotsford city","Total Population",1324,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500000100","55","000","Abbotsford city","Hispanic",120,31,70,21,6,4,5.3,1.6,8.6,4.6,0,1,1,0,0,1
"060","MCD","0600000US5500000350","55","000","Adams town","Total Population",1097,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500000350","55","000","Adams town","All other American Indian tribes alone or in combination",15,9,0,0,0,0,0,0,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500000900","55","000","Albion town","Total Population",917,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500000900","55","000","Albion town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500002500","55","000","Arcadia city","Total Population",1507,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500002500","55","000","Arcadia city","Hispanic",159,28,88,19,6,4,5.8,1.3,6.8,4,0,1,1,0,0,1
"060","MCD","0600000US5500004575","55","000","Bangor town","Total Population",414,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500004575","55","000","Bangor town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500007625","55","000","Birnamwood town","Total Population",623,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500007625","55","000","Birnamwood town","All other American Indian tribes alone or in combination",30,8,0,0,0,0,0,0.1,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500007900","55","000","Black River Falls city","Total Population",2805,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500007900","55","000","Black River Falls city","All other American Indian tribes alone or in combination",69,31,1,1,0,0,0,0,0,10.9,0,0,0,1,0,1
"060","MCD","0600000US5500009900","55","000","Brockway town","Total Population",2209,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500009900","55","000","Brockway town","All other American Indian tribes alone or in combination",301,42,2,2,0,0,0.1,0.1,0,8.9,0,0,0,1,0,1
"060","MCD","0600000US5500011625","55","000","Byron town","Total Population",899,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500011625","55","000","Byron town","All other American Indian tribes alone or in combination",74,23,19,9,0,1,2.1,1,0,3.7,0,0,0,1,0,1
"060","MCD","0600000US5500017525","55","000","Cranmoor town","Total Population",127,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500017525","55","000","Cranmoor town","All other American Indian tribes alone or in combination",11,9,0,1,0,0,0,0.5,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500018125","55","000","Curtiss village","Total Population",75,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500018125","55","000","Curtiss village","Hispanic",23,8,14,6,4,2,18.7,8.2,28.6,11.6,0,1,1,0,0,1
"060","MCD","0600000US5500019550","55","000","Dellona town","Total Population",1270,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500019550","55","000","Dellona town","All other American Indian tribes alone or in combination",89,18,7,4,0,0,0.6,0.3,0,4.7,0,0,0,1,0,1
"060","MCD","0600000US5500019675","55","000","Delton town","Total Population",1948,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500019675","55","000","Delton town","All other American Indian tribes alone or in combination",192,40,1,2,0,0,0.1,0.1,0,9.8,0,0,0,1,0,1
"060","MCD","0600000US5500020025","55","000","Dewhurst town","Total Population",277,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500020025","55","000","Dewhurst town","All other American Indian tribes alone or in combination",16,11,0,0,0,0,0,0.1,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500022250","55","000","Eaton town","Total Population",459,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500022250","55","000","Eaton town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500023100","55","000","Elderon town","Total Population",430,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500023100","55","000","Elderon town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500025725","55","000","Ferryville village","Total Population",149,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500025725","55","000","Ferryville village","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500027450","55","000","Franzen town","Total Population",331,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500027450","55","000","Franzen town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500027700","55","000","Freeman town","Total Population",569,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500027700","55","000","Freeman town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500027950","55","000","Friendship village","Total Population",485,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500027950","55","000","Friendship village","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500028825","55","000","Germania town","Total Population",281,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500028825","55","000","Germania town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500028850","55","000","Germantown town","Total Population",1211,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500028850","55","000","Germantown town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500031225","55","000","Greenfield town","Total Population",510,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500031225","55","000","Greenfield town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500035350","55","000","Holland town","Total Population",2676,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500035350","55","000","Holland town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500040325","55","000","Komensky town","Total Population",330,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500040325","55","000","Komensky town","All other American Indian tribes alone or in combination",139,25,3,2,0,0,0.9,0.6,0,6.6,0,0,0,1,0,1
"060","MCD","0600000US5500041000","55","000","La Grange town","Total Population",1441,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500041000","55","000","La Grange town","All other American Indian tribes alone or in combination",39,14,3,3,0,0,0.2,0.2,0,6.4,0,0,0,1,0,1
"060","MCD","0600000US5500043300","55","000","Lemonweir town","Total Population",1212,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500043300","55","000","Lemonweir town","All other American Indian tribes alone or in combination",25,12,0,0,0,0,0,0,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500043475","55","000","Leon town","Total Population",751,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500043475","55","000","Leon town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500043700","55","000","Levis town","Total Population",378,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500043700","55","000","Levis town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500046525","55","000","Lyndon town","Total Population",937,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500046525","55","000","Lyndon town","All other American Indian tribes alone or in combination",67,17,1,2,0,0,0.1,0.2,0,8.2,0,0,0,1,0,1
"060","MCD","0600000US5500048000","55","000","Madison city","Total Population",195900,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500048000","55","000","Madison city","All other American Indian tribes alone or in combination",165,47,2,3,0,0,0,0,0,10.7,0,0,0,1,0,1
"060","MCD","0600000US5500048425","55","000","Manchester town","Total Population",669,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500048425","55","000","Manchester town","All other American Indian tribes alone or in combination",26,11,1,1,0,0,0.1,0.2,0,7,0,0,0,1,0,1
"060","MCD","0600000US5500050275","55","000","Mead town","Total Population",241,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500050275","55","000","Mead town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500052050","55","000","Millston town","Total Population",117,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500052050","55","000","Millston town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500053000","55","000","Milwaukee city","Total Population",405600,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500053000","55","000","Milwaukee city","Hispanic",48210,622,10510,358,923,108,2.6,0.1,8.8,1,1,0,1,0,0,1
"060","MCD","0600000US5500058875","55","000","Oakdale town","Total Population",608,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500058875","55","000","Oakdale town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500059950","55","000","Onalaska town","Total Population",4160,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500059950","55","000","Onalaska town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500064200","55","000","Port Edwards town","Total Population",852,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500064200","55","000","Port Edwards town","All other American Indian tribes alone or in combination",25,9,0,0,0,0,0,0,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500065450","55","000","Preston town","Total Population",1143,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500065450","55","000","Preston town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500066950","55","000","Reid town","Total Population",962,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500066950","55","000","Reid town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500072575","55","000","Seneca town","Total Population",893,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500072575","55","000","Seneca town","All other American Indian tribes alone or in combination",57,22,1,2,0,0,0.1,0.2,0,7.2,0,0,0,1,0,1
"060","MCD","0600000US5500072625","55","000","Seven Mile Creek town","Total Population",247,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500072625","55","000","Seven Mile Creek town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500072875","55","000","Sharon village","Total Population",1118,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500072875","55","000","Sharon village","Hispanic",185,39,60,19,5,3,5.4,1.7,8.3,5,0,1,1,0,0,1
"060","MCD","0600000US5500076725","55","000","Stark town","Total Population",253,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500076725","55","000","Stark town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500078525","55","000","Sumpter town","Total Population",528,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500078525","55","000","Sumpter town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500085875","55","000","West Milwaukee village","Total Population",2958,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500085875","55","000","West Milwaukee village","Hispanic",579,111,183,55,22,13,6.2,1.9,12,6.4,0,1,1,0,0,1
"060","MCD","0600000US5500086900","55","000","Whitestown town","Total Population",351,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500086900","55","000","Whitestown town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500087400","55","000","Wilson town","Total Population",336,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500087400","55","000","Wilson town","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500088325","55","000","Wittenberg village","Total Population",822,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500088325","55","000","Wittenberg village","All other American Indian tribes alone or in combination",31,16,0,1,0,0,0,0.1,NA,NA,0,0,0,1,0,1
"060","MCD","0600000US5500088350","55","000","Wittenberg town","Total Population",681,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US5500088350","55","000","Wittenberg town","All other American Indian tribes alone or in combination",13,5,0,0,0,0,0,0,NA,NA,0,0,0,1,0,1
"230","ANRC","2300000US0203950","02","000","Arctic Slope Alaska Native Regional Corporation","American Indian alone or in combination",3513,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"230","ANRC","2300000US0203950","02","000","Arctic Slope Alaska Native Regional Corporation","Inupiat alone or in combination",2883,84,318,47,17,8,9.1,1.3,5.3,2.5,0,1,1,0,1,0
"230","ANRC","2300000US0209040","02","000","Bristol Bay Alaska Native Regional Corporation","American Indian alone or in combination",3620,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"230","ANRC","2300000US0209040","02","000","Bristol Bay Alaska Native Regional Corporation","Yup'ik alone or in combination",2645,57,246,21,57,8,6.8,0.6,23.2,3.9,0,1,1,0,1,0
"230","ANRC","2300000US0209800","02","000","Calista Alaska Native Regional Corporation","American Indian alone or in combination",14300,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"230","ANRC","2300000US0209800","02","000","Calista Alaska Native Regional Corporation","Yup'ik alone or in combination",12390,131,1851,171,201,19,12.9,1.2,10.9,1.3,0,1,1,0,1,0
"231","ANRC/County","2300000US0209040","02","013","Bristol Bay Alaska Native Regional Corporation","American Indian alone or in combination",3620,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"231","ANRC/County","2300000US0209040","02","013","Bristol Bay Alaska Native Regional Corporation","Yup'ik alone or in combination",2645,57,246,21,57,8,6.8,0.6,23.2,3.9,0,1,1,0,1,0
"231","ANRC/County","2300000US0209800","02","050","Calista Alaska Native Regional Corporation","American Indian alone or in combination",14300,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"231","ANRC/County","2300000US0209800","02","050","Calista Alaska Native Regional Corporation","Yup'ik alone or in combination",12390,131,1851,171,201,19,12.9,1.2,10.9,1.3,0,1,1,0,1,0
"231","ANRC/County","2300000US0209040","02","060","Bristol Bay Alaska Native Regional Corporation","American Indian alone or in combination",3620,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"231","ANRC/County","2300000US0209040","02","060","Bristol Bay Alaska Native Regional Corporation","Yup'ik alone or in combination",2645,57,246,21,57,8,6.8,0.6,23.2,3.9,0,1,1,0,1,0
"231","ANRC/County","2300000US0209040","02","070","Bristol Bay Alaska Native Regional Corporation","American Indian alone or in combination",3620,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"231","ANRC/County","2300000US0209040","02","070","Bristol Bay Alaska Native Regional Corporation","Yup'ik alone or in combination",2645,57,246,21,57,8,6.8,0.6,23.2,3.9,0,1,1,0,1,0
"231","ANRC/County","2300000US0209040","02","122","Bristol Bay Alaska Native Regional Corporation","American Indian alone or in combination",3620,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"231","ANRC/County","2300000US0209040","02","122","Bristol Bay Alaska Native Regional Corporation","Yup'ik alone or in combination",2645,57,246,21,57,8,6.8,0.6,23.2,3.9,0,1,1,0,1,0
"231","ANRC/County","2300000US0209040","02","150","Bristol Bay Alaska Native Regional Corporation","American Indian alone or in combination",3620,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"231","ANRC/County","2300000US0209040","02","150","Bristol Bay Alaska Native Regional Corporation","Yup'ik alone or in combination",2645,57,246,21,57,8,6.8,0.6,23.2,3.9,0,1,1,0,1,0
"231","ANRC/County","2300000US0209800","02","158","Calista Alaska Native Regional Corporation","American Indian alone or in combination",14300,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"231","ANRC/County","2300000US0209800","02","158","Calista Alaska Native Regional Corporation","Yup'ik alone or in combination",12390,131,1851,171,201,19,12.9,1.2,10.9,1.3,0,1,1,0,1,0
"231","ANRC/County","2300000US0209040","02","164","Bristol Bay Alaska Native Regional Corporation","American Indian alone or in combination",3620,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"231","ANRC/County","2300000US0209040","02","164","Bristol Bay Alaska Native Regional Corporation","Yup'ik alone or in combination",2645,57,246,21,57,8,6.8,0.6,23.2,3.9,0,1,1,0,1,0
"231","ANRC/County","2300000US0203950","02","185","Arctic Slope Alaska Native Regional Corporation","American Indian alone or in combination",3513,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"231","ANRC/County","2300000US0203950","02","185","Arctic Slope Alaska Native Regional Corporation","Inupiat alone or in combination",2883,84,318,47,17,8,9.1,1.3,5.3,2.5,0,1,1,0,1,0
"231","ANRC/County","2300000US0203950","02","290","Arctic Slope Alaska Native Regional Corporation","American Indian alone or in combination",3513,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"231","ANRC/County","2300000US0203950","02","290","Arctic Slope Alaska Native Regional Corporation","Inupiat alone or in combination",2883,84,318,47,17,8,9.1,1.3,5.3,2.5,0,1,1,0,1,0
"250","AIAN","2500000US0050","00","000","Alabama-Coushatta Reservation and Off-Reservation Trust Land","American Indian alone or in combination",388,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US0050","00","000","Alabama-Coushatta Reservation and Off-Reservation Trust Land","All other American Indian tribes alone or in combination",361,45,26,13,1,1,6.7,3.3,3.8,2,0,1,1,1,0,0
"250","AIAN","2500000US0360","00","000","Brighton Reservation","American Indian alone or in combination",294,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US0360","00","000","Brighton Reservation","Seminole alone or in combination",256,28,16,10,2,2,5.4,3.2,12.5,8.5,0,1,1,1,0,0
"250","AIAN","2500000US0975","00","000","Duckwater Reservation","American Indian alone or in combination",237,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US0975","00","000","Duckwater Reservation","Shoshone alone or in combination",212,49,13,10,2,3,5.5,4.2,15.4,22.9,0,1,1,1,0,0
"250","AIAN","2500000US1450","00","000","Ho-Chunk Nation Reservation and Off-Reservation Trust Land","American Indian alone or in combination",840,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US1450","00","000","Ho-Chunk Nation Reservation and Off-Reservation Trust Land","All other American Indian tribes alone or in combination",714,54,44,18,2,1,5.2,2.2,4.5,2,0,1,1,1,0,0
"250","AIAN","2500000US1505","00","000","Hopi Reservation and Off-Reservation Trust Land","American Indian alone or in combination",6412,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
