script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-17	disk	derived/all_members.csv	31808	sha256:5f2de39074170c99477550c27c5c81ba1f2748e90e565c933d21daff40a119ca	537	2026-08-16
build-data.R	2026-08-17	disk	derived/checks.csv	642	sha256:c1010ca8b687c25d997b4f009fc675ad6e58a57458e7760189c1fdf4df782e11	10	2026-08-16
build-data.R	2026-08-17	disk	derived/coverage.csv	205	sha256:4997d237132f932a8a6f2a37e3c8efabb467dd693d4bed8b561c85638e114a0a	3	2026-08-16
build-data.R	2026-08-17	disk	derived/facts.csv	1285	sha256:e05e8bebffb48687d2c1fe4388eaf4332b75847ad830f99d32e00c6ce4f72ee7	19	2026-08-16
build-data.R	2026-08-17	disk	derived/party_coverage.csv	331	sha256:e0eb370b4f6c4a160311dd0d061831fb0e4838182122be54d5246d944b6dad53	9	2026-08-16
build-data.R	2026-08-17	disk	derived/platform_leaders.csv	212	sha256:ab0b77a2a78c9ff9ad92782e3916269a7242392b3a7cfad9dc72284a478021bd	3	2026-08-16
build-data.R	2026-08-17	disk	derived/stale_handles.csv	2369	sha256:89784f7666a75d28b8943631340e38f5d489034d347821ff0185dfb4a25d2c60	34	2026-08-16
build-data.R	2026-08-17	disk	raw/followers-2026-08-15.csv	195401	sha256:632bcadb7f05b8ca6a320ef14764e12095177f454e631c4f0d1b11a8425e1360	1611	2026-08-15
build-data.R	2026-08-17	disk	raw/legislators-current.csv	180405	sha256:f2db052dc77cb17cb7e3b28fcab57cb7d912e456cb03d9362482c40bed82f284	537	2026-08-15
build-data.R	2026-08-17	disk	raw/legislators-social-media.json	143979	sha256:28e0b30029ad5ece0b3c415b43edb672d2d7ac6f58f9a1f487ed2df8b1b20167	6660	2026-08-15
