"rank","cum_land","cum_votes","cum_counties","winner"
1975,75.673,12.8854,63.5252,"R"
1976,75.7058,12.9072,63.5574,"D"
1977,75.7206,12.917,63.5896,"R"
1978,75.7369,12.9279,63.6217,"R"
1979,75.765,12.9467,63.6539,"R"
1980,75.7934,12.9657,63.6861,"R"
1981,75.8285,12.9893,63.7182,"R"
1982,75.8477,13.0022,63.7504,"R"
1983,75.8665,13.0149,63.7826,"R"
1984,75.8759,13.0213,63.8147,"R"
1985,75.9136,13.0468,63.8469,"R"
1986,75.9269,13.0558,63.8791,"R"
1987,76.0077,13.1107,63.9112,"R"
1988,76.0292,13.1253,63.9434,"R"
1989,76.0377,13.1311,63.9756,"R"
1990,76.0685,13.1521,64.0077,"R"
1991,76.1013,13.1744,64.0399,"R"
1992,76.14,13.2009,64.072,"R"
1993,76.1561,13.2119,64.1042,"R"
1994,76.1782,13.2271,64.1364,"R"
1995,76.1811,13.2291,64.1685,"R"
1996,76.2126,13.2509,64.2007,"D"
1997,76.2312,13.2638,64.2329,"R"
1998,76.2453,13.2735,64.265,"R"
1999,76.2611,13.2845,64.2972,"R"
2000,76.2815,13.2987,64.3294,"R"
2001,76.2963,13.3089,64.3615,"R"
2002,76.3036,13.314,64.3937,"R"
2003,76.3141,13.3214,64.4259,"R"
2004,76.328,13.331,64.458,"R"
2005,76.3546,13.3496,64.4902,"R"
2006,76.3733,13.3627,64.5224,"R"
2007,76.3906,13.3748,64.5545,"R"
2008,76.4073,13.3866,64.5867,"R"
2009,76.4189,13.3947,64.6188,"R"
2010,76.4517,13.4178,64.651,"R"
2011,76.4677,13.4291,64.6832,"R"
2012,76.4766,13.4354,64.7153,"R"
2013,76.498,13.4506,64.7475,"R"
2014,76.517,13.4642,64.7797,"R"
2015,76.546,13.4849,64.8118,"R"
2016,76.5694,13.5016,64.844,"R"
2017,76.5895,13.516,64.8762,"R"
2018,76.6022,13.525,64.9083,"R"
2019,76.6337,13.5476,64.9405,"R"
2020,76.6662,13.571,64.9727,"R"
2021,76.6855,13.5849,65.0048,"R"
2022,76.6894,13.5877,65.037,"R"
2023,77.3683,14.0765,65.0692,"R"
2024,77.3762,14.0823,65.1013,"R"
2025,77.3951,14.0959,65.1335,"R"
2026,77.4139,14.1095,65.1656,"R"
2027,77.4255,14.118,65.1978,"R"
2028,77.4453,14.1323,65.23,"D"
2029,77.4709,14.151,65.2621,"R"
2030,77.4976,14.1705,65.2943,"R"
2031,77.516,14.1839,65.3265,"R"
2032,77.5295,14.1937,65.3586,"R"
2033,77.5434,14.2039,65.3908,"R"
2034,77.5568,14.2137,65.423,"R"
2035,77.5786,14.2297,65.4551,"R"
2036,77.5911,14.2389,65.4873,"R"
2037,77.6252,14.2639,65.5195,"R"
2038,77.6396,14.2745,65.5516,"R"
2039,77.6669,14.2946,65.5838,"R"
2040,77.6866,14.3091,65.616,"D"
2041,77.723,14.3359,65.6481,"R"
2042,77.7347,14.3446,65.6803,"R"
2043,77.761,14.364,65.7124,"R"
2044,77.7842,14.3811,65.7446,"R"
2045,77.8001,14.3929,65.7768,"R"
2046,77.8153,14.4041,65.8089,"R"
2047,77.8237,14.4103,65.8411,"R"
2048,77.8412,14.4233,65.8733,"R"
2049,77.8564,14.4347,65.9054,"R"
2050,77.8642,14.4405,65.9376,"R"
2051,77.8718,14.4462,65.9698,"R"
2052,77.8872,14.4577,66.0019,"R"
2053,77.9094,14.4745,66.0341,"R"
2054,77.9332,14.4924,66.0663,"R"
2055,78.1147,14.6294,66.0984,"R"
2056,78.1363,14.6457,66.1306,"R"
2057,78.1518,14.6574,66.1628,"R"
2058,78.1629,14.6659,66.1949,"R"
2059,78.1848,14.6824,66.2271,"R"
2060,78.2054,14.6981,66.2592,"D"
2061,78.2315,14.7179,66.2914,"R"
2062,78.2461,14.729,66.3236,"R"
2063,78.2583,14.7383,66.3557,"R"
2064,78.2677,14.7454,66.3879,"R"
2065,78.2755,14.7514,66.4201,"R"
2066,78.2888,14.7615,66.4522,"R"
2067,78.3473,14.8062,66.4844,"D"
2068,78.3635,14.8186,66.5166,"R"
2069,78.3836,14.834,66.5487,"R"
2070,78.4065,14.8515,66.5809,"R"
2071,78.4886,14.9146,66.6131,"R"
2072,78.4919,14.9171,66.6452,"R"
2073,78.5098,14.9308,66.6774,"R"
2074,78.5193,14.9381,66.7096,"R"
2075,78.6213,15.0167,66.7417,"D"
2076,78.6288,15.0225,66.7739,"R"
2077,78.6523,15.0407,66.806,"R"
2078,78.6885,15.0686,66.8382,"R"
2079,78.6993,15.077,66.8704,"R"
2080,78.7305,15.1012,66.9025,"R"
2081,78.7604,15.1243,66.9347,"R"
2082,78.7796,15.1392,66.9669,"R"
2083,78.7956,15.1516,66.999,"R"
2084,78.8404,15.1864,67.0312,"R"
2085,78.8592,15.2011,67.0634,"R"
2086,78.8775,15.2154,67.0955,"R"
2087,78.9028,15.2352,67.1277,"R"
2088,78.9193,15.2481,67.1599,"R"
2089,78.9439,15.2674,67.192,"R"
2090,78.966,15.2849,67.2242,"R"
2091,78.9844,15.2995,67.2564,"R"
2092,78.9959,15.3085,67.2885,"R"
2093,79.0122,15.3214,67.3207,"R"
2094,79.0256,15.332,67.3528,"R"
2095,79.2392,15.502,67.385,"D"
2096,79.248,15.509,67.4172,"R"
2097,79.2693,15.526,67.4493,"D"
2098,79.285,15.5385,67.4815,"R"
2099,79.3052,15.5547,67.5137,"R"
2100,79.3224,15.5684,67.5458,"R"
2101,79.3523,15.5924,67.578,"R"
2102,79.3816,15.616,67.6102,"R"
2103,79.3875,15.6207,67.6423,"R"
2104,79.406,15.6356,67.6745,"R"
2105,79.4202,15.647,67.7067,"R"
2106,79.434,15.6581,67.7388,"R"
2107,79.4476,15.6691,67.771,"R"
2108,79.4607,15.6797,67.8032,"R"
2109,79.4771,15.693,67.8353,"R"
2110,79.4973,15.7093,67.8675,"R"
2111,79.5915,15.7855,67.8996,"R"
2112,79.6087,15.7995,67.9318,"R"
2113,79.63,15.8168,67.964,"R"
2114,79.646,15.8298,67.9961,"R"
2115,79.6692,15.8486,68.0283,"R"
2116,79.703,15.8761,68.0605,"R"
2117,79.7171,15.8876,68.0926,"R"
2118,79.744,15.9096,68.1248,"R"
2119,79.7533,15.9171,68.157,"R"
2120,79.7774,15.9369,68.1891,"R"
2121,79.7934,15.95,68.2213,"R"
2122,79.824,15.9751,68.2535,"R"
2123,79.8415,15.9894,68.2856,"R"
2124,79.8629,16.0069,68.3178,"R"
2125,79.8803,16.0212,68.35,"D"
2126,79.9146,16.0493,68.3821,"R"
2127,79.9273,16.0598,68.4143,"R"
2128,79.9382,16.0688,68.4464,"R"
2129,79.9487,16.0774,68.4786,"R"
2130,79.9654,16.0911,68.5108,"R"
2131,79.9805,16.1037,68.5429,"R"
2132,79.987,16.109,68.5751,"R"
2133,79.9973,16.1176,68.6073,"R"
2134,80.0112,16.1291,68.6394,"R"
2135,80.0306,16.1454,68.6716,"R"
2136,80.0952,16.1994,68.7038,"D"
2137,80.1222,16.222,68.7359,"R"
2138,80.1385,16.2356,68.7681,"D"
2139,80.1528,16.2476,68.8003,"R"
2140,80.1672,16.2597,68.8324,"R"
2141,80.1802,16.2707,68.8646,"R"
2142,80.1952,16.2834,68.8968,"R"
2143,80.217,16.3018,68.9289,"R"
2144,80.2229,16.3068,68.9611,"R"
2145,80.3339,16.4007,68.9932,"D"
2146,80.3995,16.4563,69.0254,"R"
2147,80.4206,16.4742,69.0576,"R"
2148,80.4372,16.4883,69.0897,"R"
2149,80.4596,16.5075,69.1219,"R"
2150,80.4754,16.521,69.1541,"R"
2151,80.505,16.5463,69.1862,"R"
2152,80.5216,16.5605,69.2184,"R"
2153,80.5303,16.5679,69.2506,"R"
2154,80.6844,16.7001,69.2827,"D"
2155,80.8192,16.8157,69.3149,"R"
2156,80.8361,16.8303,69.3471,"R"
2157,80.8655,16.8557,69.3792,"R"
2158,80.8816,16.8695,69.4114,"R"
2159,80.9116,16.8954,69.4436,"R"
2160,80.9264,16.9082,69.4757,"R"
2161,81.0381,17.0048,69.5079,"D"
2162,81.0556,17.0199,69.54,"D"
2163,81.0789,17.0401,69.5722,"R"
2164,81.1071,17.0645,69.6044,"R"
2165,81.1218,17.0774,69.6365,"R"
2166,81.1352,17.089,69.6687,"R"
2167,81.1685,17.118,69.7009,"R"
2168,81.1934,17.1398,69.733,"R"
2169,81.2137,17.1575,69.7652,"R"
2170,81.2396,17.1802,69.7974,"R"
2171,81.2536,17.1926,69.8295,"R"
2172,81.2664,17.2038,69.8617,"R"
2173,81.2743,17.2108,69.8939,"R"
2174,81.2816,17.2172,69.926,"R"
2175,81.3016,17.2349,69.9582,"R"
2176,81.3123,17.2443,69.9904,"R"
2177,81.345,17.2733,70.0225,"R"
2178,81.3637,17.2898,70.0547,"R"
2179,81.3727,17.2978,70.0868,"R"
2180,81.379,17.3033,70.119,"R"
2181,81.3929,17.3157,70.1512,"R"
2182,81.4058,17.3272,70.1833,"R"
2183,81.4166,17.3367,70.2155,"R"
2184,81.4269,17.3459,70.2477,"R"
2185,81.4515,17.3678,70.2798,"R"
2186,81.4899,17.4019,70.312,"R"
2187,81.5122,17.4218,70.3442,"R"
2188,81.52,17.4287,70.3763,"R"
2189,81.5475,17.4533,70.4085,"R"
2190,81.5797,17.4822,70.4407,"R"
2191,81.5934,17.4946,70.4728,"R"
2192,81.6067,17.5065,70.505,"R"
2193,81.6278,17.5255,70.5372,"R"
2194,81.6417,17.538,70.5693,"R"
2195,81.6599,17.5544,70.6015,"R"
2196,81.6786,17.5712,70.6336,"R"
2197,81.6999,17.5905,70.6658,"R"
2198,81.7109,17.6004,70.698,"R"
2199,81.7197,17.6084,70.7301,"R"
2200,81.7342,17.6215,70.7623,"R"
2201,81.7494,17.6353,70.7945,"R"
2202,81.7579,17.643,70.8266,"R"
2203,81.7638,17.6484,70.8588,"R"
2204,81.7839,17.6668,70.891,"R"
2205,81.8142,17.6947,70.9231,"R"
2206,81.8242,17.7039,70.9553,"R"
2207,81.8381,17.7167,70.9875,"R"
2208,81.8557,17.7328,71.0196,"R"
2209,81.8702,17.7462,71.0518,"R"
2210,81.8935,17.7678,71.0839,"R"
2211,81.9286,17.8003,71.1161,"R"
2212,81.9431,17.8138,71.1483,"R"
2213,81.9603,17.8297,71.1804,"R"
2214,81.9856,17.8532,71.2126,"R"
2215,82.0079,17.8739,71.2448,"R"
2216,82.0334,17.8977,71.2769,"R"
2217,82.0505,17.9136,71.3091,"R"
2218,82.0676,17.9296,71.3413,"D"
2219,82.0833,17.9443,71.3734,"R"
2220,82.0991,17.9592,71.4056,"R"
2221,82.122,17.9806,71.4378,"R"
2222,82.1636,18.0197,71.4699,"R"
2223,82.1803,18.0355,71.5021,"R"
2224,82.1971,18.0512,71.5343,"R"
2225,82.2266,18.079,71.5664,"R"
2226,82.2505,18.1017,71.5986,"R"
2227,82.2718,18.122,71.6307,"R"
2228,82.3039,18.1526,71.6629,"R"
2229,82.3279,18.1756,71.6951,"R"
2230,82.3493,18.196,71.7272,"R"
2231,82.3637,18.2098,71.7594,"R"
2232,82.3718,18.2175,71.7916,"R"
2233,82.395,18.2399,71.8237,"D"
2234,82.4161,18.2602,71.8559,"R"
2235,82.4281,18.2718,71.8881,"R"
2236,82.4528,18.2956,71.9202,"R"
2237,82.4644,18.3069,71.9524,"R"
2238,82.4752,18.3174,71.9846,"R"
2239,82.5146,18.3558,72.0167,"R"
2240,82.5743,18.4141,72.0489,"R"
2241,82.5879,18.4273,72.0811,"R"
2242,82.5997,18.4388,72.1132,"D"
2243,82.6383,18.4767,72.1454,"R"
2244,82.6906,18.528,72.1775,"R"
2245,82.711,18.5482,72.2097,"R"
2246,82.7249,18.5618,72.2419,"R"
2247,82.7443,18.5809,72.274,"R"
2248,82.7674,18.6036,72.3062,"R"
2249,82.779,18.6151,72.3384,"R"
2250,82.7945,18.6305,72.3705,"R"
2251,82.8116,18.6473,72.4027,"D"
2252,82.8259,18.6615,72.4349,"R"
2253,82.8539,18.6892,72.467,"R"
2254,82.8751,18.7101,72.4992,"R"
2255,82.9095,18.7442,72.5314,"R"
2256,82.9302,18.7647,72.5635,"R"
2257,82.9468,18.7811,72.5957,"R"
2258,82.9624,18.7967,72.6279,"R"
2259,82.976,18.8103,72.66,"R"
2260,82.9846,18.8188,72.6922,"R"
2261,83.0067,18.8411,72.7243,"R"
2262,83.0306,18.8651,72.7565,"R"
2263,83.0461,18.8806,72.7887,"D"
2264,83.0593,18.894,72.8208,"R"
2265,83.0707,18.9054,72.853,"R"
2266,83.0897,18.9247,72.8852,"R"
2267,83.1001,18.9354,72.9173,"R"
2268,83.1045,18.9399,72.9495,"R"
2269,83.1279,18.9638,72.9817,"R"
2270,83.1547,18.9913,73.0138,"R"
2271,83.1612,18.9979,73.046,"R"
2272,83.1668,19.0037,73.0782,"R"
2273,83.1862,19.0237,73.1103,"R"
2274,83.2133,19.0518,73.1425,"D"
2275,83.2307,19.0698,73.1747,"R"
2276,83.2455,19.0852,73.2068,"R"
2277,83.2586,19.0988,73.239,"R"
2278,83.4602,19.3084,73.2711,"R"
2279,83.4741,19.3229,73.3033,"R"
2280,83.5099,19.3603,73.3355,"R"
2281,83.5264,19.3775,73.3676,"R"
2282,83.5454,19.3973,73.3998,"R"
2283,83.5577,19.4101,73.432,"R"
2284,83.5718,19.425,73.4641,"R"
2285,83.5846,19.4385,73.4963,"R"
2286,83.5891,19.4433,73.5285,"R"
2287,83.5972,19.4518,73.5606,"R"
2288,83.6112,19.4668,73.5928,"R"
2289,83.6251,19.4815,73.625,"R"
2290,83.631,19.4879,73.6571,"R"
2291,83.6477,19.5057,73.6893,"R"
2292,83.6585,19.5173,73.7215,"R"
2293,83.6722,19.532,73.7536,"R"
2294,83.7006,19.5626,73.7858,"R"
2295,84.0115,19.8974,73.8179,"D"
2296,84.0224,19.9091,73.8501,"R"
2297,84.0366,19.9245,73.8823,"R"
2298,84.0511,19.9402,73.9144,"R"
2299,84.0644,19.9546,73.9466,"R"
2300,84.1198,20.015,73.9788,"R"
2301,84.1366,20.0333,74.0109,"R"
2302,84.1514,20.0495,74.0431,"R"
2303,84.1728,20.073,74.0753,"D"
2304,84.1894,20.0912,74.1074,"R"
2305,84.2115,20.1155,74.1396,"R"
2306,84.2177,20.1223,74.1718,"R"
2307,84.237,20.1436,74.2039,"R"
2308,84.2658,20.1753,74.2361,"R"
2309,84.2954,20.2081,74.2683,"R"
2310,84.3276,20.2437,74.3004,"R"
2311,84.3851,20.3079,74.3326,"R"
2312,84.3996,20.3242,74.3647,"R"
2313,84.4093,20.3351,74.3969,"R"
2314,84.4195,20.3465,74.4291,"R"
2315,84.4327,20.3614,74.4612,"D"
2316,84.4494,20.3801,74.4934,"R"
2317,84.4664,20.3991,74.5256,"R"
2318,84.4759,20.4099,74.5577,"R"
2319,84.4929,20.4291,74.5899,"R"
2320,84.5002,20.4373,74.6221,"R"
2321,84.5182,20.4577,74.6542,"R"
2322,84.5336,20.4752,74.6864,"R"
2323,84.5584,20.5034,74.7186,"R"
2324,84.5821,20.5303,74.7507,"D"
2325,84.5968,20.547,74.7829,"R"
2326,84.6122,20.5646,74.8151,"R"
2327,84.6315,20.5867,74.8472,"R"
2328,84.654,20.6124,74.8794,"R"
2329,84.6568,20.6156,74.9115,"D"
2330,84.6663,20.6267,74.9437,"R"
2331,84.6975,20.6629,74.9759,"R"
2332,84.7115,20.6791,75.008,"R"
2333,84.7295,20.7001,75.0402,"R"
2334,84.7605,20.7363,75.0724,"R"
2335,84.7757,20.7541,75.1045,"R"
2336,84.7915,20.7726,75.1367,"R"
2337,84.8028,20.7859,75.1689,"R"
2338,84.8206,20.8069,75.201,"R"
2339,84.8317,20.8201,75.2332,"R"
2340,84.838,20.8275,75.2654,"R"
2341,84.8572,20.8502,75.2975,"R"
2342,84.8801,20.8775,75.3297,"R"
2343,84.9039,20.9059,75.3619,"R"
2344,84.9117,20.9154,75.394,"R"
2345,84.9401,20.9494,75.4262,"R"
2346,84.9571,20.9698,75.4583,"R"
2347,84.9709,20.9864,75.4905,"R"
2348,84.9814,20.999,75.5227,"R"
2349,85.0065,21.0291,75.5548,"R"
2350,85.026,21.0526,75.587,"R"
2351,85.0403,21.07,75.6192,"R"
2352,85.0545,21.0873,75.6513,"R"
2353,85.0641,21.099,75.6835,"R"
2354,85.0965,21.1386,75.7157,"D"
2355,85.1098,21.1548,75.7478,"R"
2356,85.1251,21.1735,75.78,"R"
2357,85.1964,21.261,75.8122,"D"
2358,85.2418,21.317,75.8443,"R"
2359,85.2657,21.3465,75.8765,"D"
2360,85.2793,21.3633,75.9087,"R"
2361,85.294,21.3815,75.9408,"R"
2362,85.3124,21.4044,75.973,"R"
2363,85.3192,21.4129,76.0051,"R"
2364,85.3321,21.4288,76.0373,"R"
2365,85.3768,21.4844,76.0695,"R"
2366,85.3972,21.5097,76.1016,"R"
2367,85.4549,21.5815,76.1338,"R"
2368,85.4616,21.5899,76.166,"R"
2369,85.4796,21.6125,76.1981,"R"
2370,85.5022,21.6409,76.2303,"R"
2371,85.5137,21.6554,76.2625,"R"
2372,85.5442,21.6939,76.2946,"R"
2373,85.5571,21.7103,76.3268,"R"
2374,85.566,21.7215,76.359,"R"
2375,85.6585,21.8397,76.3911,"D"
2376,85.6721,21.8571,76.4233,"R"
2377,85.681,21.8686,76.4555,"R"
2378,85.694,21.8853,76.4876,"R"
2379,85.7197,21.9186,76.5198,"R"
2380,85.7304,21.9324,76.5519,"R"
2381,85.7513,21.9596,76.5841,"R"
2382,85.7725,21.9872,76.6163,"R"
2383,85.7931,22.014,76.6484,"R"
2384,85.8094,22.0353,76.6806,"R"
2385,85.8248,22.0554,76.7128,"R"
2386,85.8473,22.0849,76.7449,"D"
2387,85.861,22.1028,76.7771,"R"
2388,85.88,22.1277,76.8093,"R"
2389,85.8987,22.1524,76.8414,"R"
2390,85.909,22.1659,76.8736,"R"
2391,85.9309,22.1949,76.9058,"R"
2392,85.9397,22.2067,76.9379,"R"
2393,85.9626,22.2371,76.9701,"R"
2394,85.984,22.2656,77.0023,"R"
2395,85.9975,22.2836,77.0344,"R"
2396,86.0004,22.2875,77.0666,"R"
2397,86.0162,22.3086,77.0987,"R"
2398,86.043,22.3445,77.1309,"R"
2399,86.0525,22.3574,77.1631,"R"
2400,86.0713,22.3825,77.1952,"R"
2401,86.0908,22.4088,77.2274,"R"
2402,86.1137,22.4396,77.2596,"R"
2403,86.1278,22.4587,77.2917,"R"
2404,86.1401,22.4754,77.3239,"D"
2405,86.1483,22.4865,77.3561,"R"
2406,86.1568,22.4981,77.3882,"R"
2407,86.1748,22.5226,77.4204,"R"
2408,86.2064,22.5658,77.4526,"R"
2409,86.2276,22.5949,77.4847,"R"
2410,86.2505,22.6263,77.5169,"D"
2411,86.2567,22.6349,77.5491,"R"
2412,86.2747,22.6596,77.5812,"R"
2413,86.2938,22.686,77.6134,"R"
2414,86.3003,22.695,77.6455,"R"
2415,86.3192,22.7211,77.6777,"R"
2416,86.325,22.7293,77.7099,"D"
2417,86.3401,22.7504,77.742,"R"
2418,86.3802,22.8063,77.7742,"D"
2419,86.4046,22.8406,77.8064,"R"
2420,86.4214,22.8641,77.8385,"R"
2421,86.4352,22.8835,77.8707,"R"
2422,86.4468,22.8998,77.9029,"R"
2423,86.4781,22.9439,77.935,"D"
2424,86.5156,22.9967,77.9672,"D"
2425,86.5409,23.0325,77.9994,"R"
2426,86.5497,23.0449,78.0315,"R"
2427,86.5806,23.0886,78.0637,"R"
2428,86.5967,23.1115,78.0959,"R"
2429,86.6027,23.1202,78.128,"R"
2430,86.6232,23.1494,78.1602,"R"
2431,86.6445,23.18,78.1923,"D"
2432,86.6646,23.2088,78.2245,"R"
2433,86.6789,23.2295,78.2567,"R"
2434,86.6917,23.2481,78.2888,"R"
2435,86.7039,23.266,78.321,"R"
2436,86.7399,23.3188,78.3532,"R"
2437,86.7591,23.347,78.3853,"R"
2438,86.7731,23.3676,78.4175,"R"
2439,86.7775,23.374,78.4497,"R"
2440,86.8046,23.4139,78.4818,"R"
2441,86.8208,23.4377,78.514,"R"
2442,86.8388,23.4641,78.5462,"R"
2443,86.8584,23.4931,78.5783,"R"
2444,86.8814,23.5271,78.6105,"D"
2445,86.9025,23.5583,78.6427,"R"
2446,86.9163,23.5787,78.6748,"R"
2447,86.9701,23.6584,78.707,"R"
2448,87.012,23.7205,78.7391,"R"
2449,87.0173,23.7284,78.7713,"R"
2450,87.0369,23.7578,78.8035,"R"
2451,87.0611,23.7942,78.8356,"R"
2452,87.0731,23.8123,78.8678,"R"
2453,87.0888,23.8359,78.9,"R"
2454,87.1088,23.866,78.9321,"R"
2455,87.1194,23.8822,78.9643,"R"
2456,87.1437,23.9188,78.9965,"R"
2457,87.1579,23.9403,79.0286,"R"
2458,87.1643,23.95,79.0608,"R"
2459,87.1795,23.9731,79.093,"R"
2460,87.204,24.0103,79.1251,"R"
2461,87.2144,24.0261,79.1573,"R"
2462,87.2261,24.044,79.1894,"R"
2463,87.2464,24.0748,79.2216,"R"
2464,87.2525,24.0842,79.2538,"R"
2465,87.2764,24.1208,79.2859,"R"
2466,87.2852,24.1343,79.3181,"R"
2467,87.2937,24.1474,79.3503,"D"
2468,87.3008,24.1584,79.3824,"R"
2469,87.337,24.2145,79.4146,"R"
2470,87.3458,24.2281,79.4468,"R"
2471,87.3663,24.2598,79.4789,"R"
2472,87.3967,24.3071,79.5111,"R"
2473,87.4234,24.3488,79.5433,"R"
2474,87.45,24.3905,79.5754,"R"
2475,87.4744,24.4286,79.6076,"R"
2476,87.5049,24.4772,79.6398,"R"
2477,87.5342,24.5242,79.6719,"R"
2478,87.5561,24.5592,79.7041,"R"
2479,87.5806,24.5985,79.7362,"R"
2480,87.6216,24.6645,79.7684,"R"
2481,87.6307,24.6792,79.8006,"R"
2482,87.6523,24.7142,79.8327,"R"
2483,87.6703,24.7435,79.8649,"R"
2484,87.6796,24.7588,79.8971,"R"
2485,87.7004,24.7928,79.9292,"R"
2486,87.7239,24.8315,79.9614,"R"
2487,87.738,24.8546,79.9936,"R"
2488,87.744,24.8646,80.0257,"R"
2489,87.8319,25.0092,80.0579,"D"
2490,87.8573,25.0512,80.0901,"D"
2491,87.8767,25.0831,80.1222,"D"
2492,87.8986,25.1193,80.1544,"R"
2493,87.9111,25.14,80.1866,"R"
2494,87.9241,25.1615,80.2187,"R"
2495,87.9336,25.1773,80.2509,"R"
2496,87.9518,25.2074,80.283,"R"
2497,87.9723,25.2417,80.3152,"R"
2498,87.9861,25.2647,80.3474,"R"
2499,88.0007,25.289,80.3795,"R"
2500,88.0173,25.3168,80.4117,"R"
2501,88.0277,25.3341,80.4439,"R"
2502,88.0556,25.3809,80.476,"R"
2503,88.0692,25.4038,80.5082,"R"
2504,88.092,25.442,80.5404,"R"
2505,88.1056,25.4648,80.5725,"R"
2506,88.1198,25.4888,80.6047,"R"
2507,88.1336,25.512,80.6369,"R"
2508,88.1528,25.5445,80.669,"R"
2509,88.1601,25.5568,80.7012,"D"
2510,88.1792,25.5892,80.7334,"R"
2511,88.2172,25.6537,80.7655,"D"
2512,88.2345,25.6831,80.7977,"R"
2513,88.2581,25.7234,80.8298,"R"
2514,88.2918,25.781,80.862,"D"
2515,88.3261,25.8399,80.8942,"D"
2516,88.3525,25.8854,80.9263,"R"
2517,88.3601,25.8986,80.9585,"R"
2518,88.379,25.9312,80.9907,"R"
2519,88.4052,25.9767,81.0228,"R"
2520,88.4103,25.9856,81.055,"R"
2521,88.4293,26.0187,81.0872,"R"
2522,88.4465,26.0486,81.1193,"R"
2523,88.4645,26.0801,81.1515,"R"
2524,88.4723,26.0939,81.1837,"R"
2525,88.4895,26.1238,81.2158,"R"
2526,88.5082,26.157,81.248,"R"
2527,88.5278,26.1919,81.2802,"R"
2528,88.5522,26.2353,81.3123,"D"
2529,88.5682,26.2638,81.3445,"R"
2530,88.5819,26.2885,81.3766,"R"
2531,88.5932,26.3086,81.4088,"R"
2532,88.6061,26.3318,81.441,"R"
2533,88.6194,26.3558,81.4731,"R"
2534,88.6266,26.3687,81.5053,"R"
2535,88.6484,26.4081,81.5375,"R"
2536,88.6627,26.434,81.5696,"R"
2537,88.672,26.4509,81.6018,"R"
2538,88.691,26.4856,81.634,"R"
2539,88.7174,26.5335,81.6661,"R"
2540,88.726,26.5491,81.6983,"R"
2541,88.7346,26.5649,81.7305,"D"
2542,88.7501,26.5934,81.7626,"R"
2543,88.7595,26.6107,81.7948,"R"
2544,88.7782,26.6455,81.827,"R"
2545,88.8133,26.7105,81.8591,"R"
2546,88.8309,26.7432,81.8913,"R"
2547,88.8477,26.7746,81.9234,"R"
2548,88.8716,26.8192,81.9556,"R"
2549,88.8899,26.8535,81.9878,"R"
2550,88.9163,26.9032,82.0199,"R"
2551,88.9324,26.9336,82.0521,"D"
2552,88.954,26.9746,82.0843,"D"
2553,88.9836,27.031,82.1164,"R"
2554,89.0024,27.0668,82.1486,"R"
2555,89.0209,27.1023,82.1808,"R"
2556,89.0525,27.1628,82.2129,"D"
2557,89.0819,27.2193,82.2451,"D"
2558,89.0956,27.2458,82.2773,"R"
2559,89.1262,27.3052,82.3094,"R"
2560,89.158,27.3673,82.3416,"R"
2561,89.1669,27.3847,82.3738,"R"
2562,89.1805,27.4113,82.4059,"R"
2563,89.1929,27.4355,82.4381,"R"
2564,89.2149,27.4785,82.4702,"R"
2565,89.2368,27.5214,82.5024,"R"
2566,89.2741,27.5948,82.5346,"R"
2567,89.2874,27.6209,82.5667,"R"
2568,89.3029,27.6516,82.5989,"R"
2569,89.3177,27.6808,82.6311,"R"
2570,89.3285,27.7022,82.6632,"R"
2571,89.3518,27.7488,82.6954,"R"
2572,89.3629,27.7711,82.7276,"D"
2573,89.3812,27.808,82.7597,"R"
2574,89.4031,27.8521,82.7919,"R"
2575,89.4126,27.8714,82.8241,"R"
2576,89.4232,27.8928,82.8562,"D"
2577,89.4305,27.9076,82.8884,"R"
2578,89.4446,27.9364,82.9206,"R"
2579,89.4653,27.9784,82.9527,"R"
2580,89.4852,28.0192,82.9849,"R"
2581,89.4926,28.0344,83.017,"R"
2582,89.5242,28.0995,83.0492,"R"
2583,89.5444,28.141,83.0814,"R"
2584,89.5701,28.1943,83.1135,"R"
2585,89.5999,28.2559,83.1457,"D"
2586,89.6113,28.2797,83.1779,"R"
2587,89.6301,28.3192,83.21,"R"
2588,89.6977,28.4611,83.2422,"R"
2589,89.7238,28.516,83.2744,"R"
2590,89.7268,28.5223,83.3065,"R"
2591,89.7305,28.5301,83.3387,"D"
2592,89.7429,28.5563,83.3709,"D"
2593,89.7542,28.5802,83.403,"R"
2594,89.7751,28.6243,83.4352,"R"
2595,89.7942,28.6652,83.4674,"D"
2596,89.8285,28.7387,83.4995,"R"
2597,89.853,28.7915,83.5317,"R"
2598,89.8687,28.8253,83.5638,"R"
2599,89.8882,28.8677,83.596,"R"
2600,89.9194,28.9356,83.6282,"R"
2601,89.9487,28.9997,83.6603,"R"
2602,89.9609,29.0263,83.6925,"R"
2603,89.9875,29.0847,83.7247,"D"
2604,90.0148,29.1453,83.7568,"R"
2605,90.0284,29.1756,83.789,"R"
2606,90.0448,29.2121,83.8212,"R"
2607,90.058,29.2418,83.8533,"R"
2608,90.0615,29.2496,83.8855,"D"
2609,90.0791,29.2893,83.9177,"R"
2610,90.0877,29.3089,83.9498,"R"
2611,90.1044,29.3471,83.982,"R"
2612,90.1506,29.4527,84.0142,"R"
2613,90.1743,29.5071,84.0463,"R"
2614,90.1949,29.5546,84.0785,"R"
2615,90.2189,29.6102,84.1106,"R"
2616,90.232,29.6406,84.1428,"D"
2617,90.2541,29.6922,84.175,"D"
