"fips","name","state","votes_dem","votes_gop","votes_tot","two","winner","margin","aland_km2","density","pop","cx","cy","gcol","grow","gx","gy","r","grid_shift_km"
"48255","Karnes","Texas",1051,4001,5075,5052,"R",58.3927,1936.67,2.6086,14710,1114,1085,115,112,1111,1078,3.28799,6.88842
"20133","Neosho","Kansas",1696,4961,6784,6657,"R",49.0461,1480.13,4.49758,15904,1218,681,124,75,1210,671,3.77431,12.1628
"48101","Cottle","Texas",89,565,657,654,"R",72.7829,2332.45,0.280392,1380,1027,843,107,90,1023,836,1.18301,5.01206
"47169","Trousdale","Tennessee",856,3359,4251,4215,"R",59.3832,296.144,14.233,11615,1562,717,155,79,1551,715,3.00329,15.403
"35005","Chaves","New Mexico",5941,15894,22200,21835,"R",45.5828,15713.9,1.38953,65157,867,868,92,92,858,858,6.83557,13.4695
"12067","Lafayette","Florida",441,3296,3756,3737,"R",76.3982,1407.26,2.65552,8226,1715,1002,169,105,1705,1001,2.82787,15.0362
"29225","Webster","Missouri",3653,15984,19808,19637,"R",62.7947,1534.73,12.7951,39085,1308,688,132,76,1298,682,6.4824,10.6976
"38007","Billings","North Dakota",93,543,644,636,"R",70.7547,2974.57,0.213812,945,956,225,100,34,946,220,1.16661,10.6976
"48495","Winkler","Texas",283,1646,1932,1929,"R",70.6584,2178.88,0.885319,7791,911,940,96,99,902,935,2.03172,8.35344
"31089","Holt","Nebraska",681,4708,5442,5389,"R",74.7263,6246.66,0.8627,10127,1097,440,113,54,1089,440,3.39588,14.2744
"48243","Jeff Davis","Texas",450,699,1169,1149,"R",21.671,5865.17,0.195902,1996,863,980,92,103,858,979,1.56804,10.6976
"20205","Wilson","Kansas",647,2894,3603,3541,"R",63.4567,1477.39,2.3968,8624,1202,683,123,76,1199,682,2.75271,12.1628
"20193","Thomas","Kansas",597,3007,3664,3604,"R",66.8701,2783.43,1.29481,7930,1010,590,105,67,1001,583,2.77709,8.99693
"39027","Clinton","Ohio",4633,15984,20779,20617,"R",55.0565,1058.61,19.4755,42018,1631,568,162,65,1628,561,6.64218,6.88842
"55097","Portage","Wisconsin",21503,20987,43158,42490,"D",-1.2144,2074.25,20.4845,70377,1412,350,142,45,1408,341,9.53546,8.99693
"18179","Wells","Indiana",2850,11006,14100,13856,"R",58.8626,953.341,14.5341,28180,1574,506,157,60,1573,506,5.44524,16.7902
"27083","Lyon","Minnesota",4284,8400,12946,12684,"R",32.4503,1850.32,6.85505,25269,1198,357,122,46,1188,352,5.20986,10.6976
"49037","San Juan","Utah",2581,3613,6328,6194,"R",16.6613,20263.5,0.305673,14518,685,636,76,71,682,627,3.64069,10.1624
"17145","Perry","Illinois",2146,6949,9241,9095,"R",52.8092,1144.59,7.9461,20945,1437,646,144,72,1430,638,4.41164,6.88842
"20071","Greeley","Kansas",75,510,593,585,"R",74.359,2016.06,0.29017,1284,980,631,103,71,979,627,1.11886,11.2073
"45009","Bamberg","South Carolina",3245,2376,5694,5621,"D",-15.4599,1018.82,5.51719,13311,1778,839,175,90,1771,836,3.46821,6.88842
"55078","Menominee","Wisconsin",1266,296,1572,1562,"D",-62.0999,926.218,1.68643,4255,1435,319,144,42,1430,308,1.82826,13.0485
"20139","Osage","Kansas",1946,5736,7892,7682,"R",49.3361,1827.25,4.20412,15766,1203,632,123,71,1199,627,4.05448,3.73577
"46061","Hanson","South Dakota",399,1611,2046,2010,"R",60.2985,1125.56,1.78577,3461,1132,390,116,49,1122,385,2.07394,10.6976
"08007","Archuleta","Colorado",3904,5218,9355,9122,"R",14.4047,3496.71,2.60874,13359,782,669,85,74,781,660,4.41818,13.4695
"29081","Harrison","Missouri",534,3293,3845,3827,"R",72.093,1871.31,2.04509,8157,1264,548,128,63,1254,539,2.86172,13.4695
"27137","St. Louis","Minnesota",66335,50065,118587,116400,"D",-13.9777,16182.6,7.19293,200231,1307,202,132,32,1298,198,15.7825,8.99693
"17135","Montgomery","Illinois",3573,9378,13187,12951,"R",44.8228,1822.75,7.10522,28288,1431,590,144,67,1430,583,5.26441,11.2073
"21087","Green","Kentucky",782,5033,5857,5815,"R",73.104,740.64,7.85131,11107,1580,670,157,74,1573,660,3.52755,11.2073
"05099","Nevada","Arkansas",849,2002,2907,2851,"R",40.442,1600.07,1.7818,8310,1298,865,132,92,1298,858,2.47,13.4695
"18169","Wabash","Indiana",3335,10425,13955,13760,"R",51.5262,1068.47,12.8782,30976,1553,506,155,60,1551,506,5.42635,15.403
"27153","Todd","Minnesota",3072,10392,13672,13464,"R",54.3672,2447.79,5.50047,25262,1229,279,125,39,1221,275,5.36766,6.88842
"20055","Finney","Kansas",3425,7166,10782,10591,"R",35.3224,3372.16,3.14072,38470,1021,649,106,73,1012,649,4.76066,15.403
"18161","Union","Indiana",746,2698,3493,3444,"R",56.6783,417.483,8.24943,7087,1590,558,158,64,1584,550,2.71475,6.02375
"01017","Chambers","Alabama",5405,8711,14221,14116,"R",23.4202,1545.07,9.13616,34772,1609,873,160,93,1606,869,5.49609,6.88842
"13195","Madison","Georgia",3753,12951,16787,16704,"R",55.0647,731.215,22.8442,30120,1687,809,167,87,1683,803,5.97872,3.73577
"40105","Nowata","Oklahoma",720,3774,4561,4494,"R",67.9573,1465.46,3.06661,9320,1207,717,123,79,1199,715,3.10109,10.1624
"48429","Stephens","Texas",384,3368,3761,3752,"R",79.5309,2322.5,1.6155,9101,1081,907,112,96,1078,902,2.83354,6.02375
"40009","Beckham","Oklahoma",1093,6474,7678,7567,"R",71.1114,2335.33,3.24023,22410,1052,787,109,85,1045,781,4.02402,3.73577
"29169","Pulaski","Missouri",3765,11579,15545,15344,"R",50.9254,1417.01,10.8284,53955,1332,667,135,74,1331,660,5.73017,11.2073
"50015","Lamoille","Vermont",9788,4505,14757,14293,"D",-36.9621,1194.64,11.9642,25945,1968,251,192,36,1958,242,5.53044,13.4695
"27019","Carver","Minnesota",31869,35586,68804,67455,"R",5.51034,916.542,73.5973,106922,1267,336,129,44,1265,330,12.0145,8.35344
"28103","Noxubee","Mississippi",3269,1151,4449,4420,"D",-47.9186,1800.45,2.45494,10285,1484,878,148,93,1474,869,3.07545,13.4695
"12035","Flagler","Florida",28431,51014,79963,79445,"R",28.426,1259.23,63.0902,115378,1793,1016,177,106,1793,1012,13.0386,13.4695
"31137","Phelps","Nebraska",758,4158,4965,4916,"R",69.1619,1397.99,3.51649,8968,1071,538,111,62,1067,528,3.24343,11.2073
"16059","Lemhi","Idaho",1038,3716,4873,4754,"R",56.3315,11819.9,0.402203,7974,602,276,68,39,594,275,3.18954,12.1628
"19175","Union","Iowa",1874,4044,5996,5918,"R",36.6678,1097.24,5.39355,12138,1255,515,128,60,1254,506,3.55865,13.4695
"19023","Butler","Iowa",2144,5784,8027,7928,"R",45.9132,1502.55,5.27636,14334,1303,431,132,53,1298,429,4.11889,8.35344
"17073","Henry","Illinois",9226,15359,25062,24585,"R",24.9461,2131.72,11.5329,49284,1398,492,141,58,1397,484,7.25326,12.1628
"39069","Henry","Ohio",3905,10873,14911,14778,"R",47.1512,1077.47,13.7155,27662,1612,476,160,57,1606,473,5.62349,6.02375
"19081","Hancock","Iowa",1523,4336,5933,5859,"R",48.0116,1478.9,3.96174,10795,1270,417,129,51,1265,407,3.54087,10.6976
"27067","Kandiyohi","Minnesota",7814,15014,23213,22828,"R",31.5402,2065.17,11.0538,43732,1226,318,125,42,1221,308,6.98928,10.6976
"42023","Cameron","Pennsylvania",538,1654,2219,2192,"R",50.9124,1026.24,2.13595,4547,1814,437,178,53,1804,429,2.1658,12.1628
"29001","Adair","Missouri",3334,6771,10234,10105,"R",34.0129,1469.36,6.87713,25314,1314,554,133,64,1309,550,4.65014,3.73577
"42047","Elk","Pennsylvania",4483,12543,17153,17026,"R",47.3394,2141.66,7.94989,30990,1800,441,177,54,1793,440,6.03607,11.2073
"20093","Kearny","Kansas",192,1082,1301,1274,"R",69.8587,2254.7,0.565043,3983,997,651,104,73,990,649,1.65114,8.99693
"26039","Crawford","Michigan",2752,5613,8476,8365,"R",34.202,1441.11,5.80456,12988,1573,320,157,43,1573,319,4.23088,16.7902
"17105","Livingston","Illinois",4311,11970,16538,16281,"R",47.0426,2702.98,6.02334,35815,1455,514,146,60,1452,506,5.90254,8.35344
"19125","Marion","Iowa",5928,13289,19490,19217,"R",38.3046,1436.12,13.3812,33414,1295,500,131,59,1287,495,6.4127,6.02375
"13237","Putnam","Georgia",3696,9136,12877,12832,"R",42.394,892.722,14.374,22047,1686,848,167,91,1683,847,5.24017,12.1628
"13133","Greene","Georgia",4514,8215,12786,12729,"R",29.0753,1003.66,12.6825,18915,1692,835,167,89,1683,825,5.2191,13.4695
"13301","Warren","Georgia",1354,1232,2592,2586,"D",-4.71771,736.511,3.51115,5215,1711,839,169,90,1705,836,2.35241,6.02375
"38073","Ransom","North Dakota",920,1661,2632,2581,"R",28.7098,2233.79,1.15543,5703,1139,259,117,37,1133,253,2.35013,1.67069
"29219","Warren","Missouri",4970,14915,20094,19885,"R",50.0126,1110.05,17.9137,35532,1368,619,138,70,1364,616,6.5232,6.88842
"36035","Fulton","New York",7666,16237,23903,23903,"R",35.8574,1283.23,18.6271,53324,1926,333,189,44,1925,330,7.15195,12.1628
"49013","Duchesne","Utah",1009,7815,8967,8824,"R",77.1306,8379.97,1.05299,19596,679,515,75,60,671,506,4.34541,10.1624
"48027","Bell","Texas",53973,75161,130557,129134,"R",16.4078,2729.42,47.3118,370647,1132,989,116,103,1122,979,16.6233,15.0362
"17171","Scott","Illinois",488,2071,2587,2559,"R",61.8601,649.542,3.9397,4949,1391,575,140,66,1386,572,2.34009,6.02375
"31039","Cuming","Nebraska",867,3536,4445,4403,"R",60.6178,1477.56,2.97991,9013,1165,475,119,57,1155,473,3.06953,13.4695
"20095","Kingman","Kansas",753,3119,3947,3872,"R",61.1054,2236.25,1.73147,7470,1114,677,115,75,1111,671,2.8785,6.02375
"55019","Clark","Wisconsin",4509,10481,15315,14990,"R",39.8399,3133.1,4.7844,34659,1373,333,138,44,1364,330,5.66368,10.1624
"48033","Borden","Texas",16,370,387,386,"R",91.7098,2324.37,0.166067,631,979,902,103,96,979,902,0.908849,18.3776
"48313","Madison","Texas",964,4498,5489,5462,"R",64.7016,1207.1,4.52488,13455,1195,992,122,104,1188,990,3.4188,8.99693
"19055","Delaware","Iowa",2978,6984,10112,9962,"R",40.2128,1496.19,6.65823,17488,1353,439,137,53,1353,429,4.61712,16.7902
"29061","Daviess","Missouri",701,3185,3925,3886,"R",63.9218,1458.89,2.66366,8430,1265,569,129,65,1265,561,2.8837,14.2744
"06085","Santa Clara","California",510744,210924,750433,721668,"D",-41.5454,3343.89,215.817,1936259,247,568,36,65,242,561,39.2977,3.73577
"08085","Montrose","Colorado",8354,16704,25617,25058,"R",33.3227,5804.02,4.31735,42679,745,609,81,69,737,605,7.3227,6.88842
"01087","Macon","Alabama",6084,1682,7820,7766,"D",-56.683,1576.44,4.9263,19532,1600,901,159,95,1595,891,4.07659,10.6976
"01095","Marshall","Alabama",5553,34434,40277,39987,"R",72.226,1465.55,27.2846,97612,1565,811,156,87,1562,803,9.25034,8.35344
"51067","Franklin","Virginia",8321,22319,30912,30640,"R",45.6854,1788.67,17.13,54477,1792,655,176,73,1782,649,8.09734,10.6976
"47173","Union","Tennessee",1216,7384,8669,8600,"R",71.7209,579.078,14.8512,19802,1650,710,163,78,1639,704,4.2899,13.0485
"26087","Lapeer","Michigan",16338,38398,55435,54736,"R",40.3025,1675.68,32.665,88619,1629,388,162,49,1628,385,10.8227,12.1628
"20157","Republic","Kansas",396,2001,2443,2397,"R",66.9587,1858,1.2901,4674,1133,572,117,66,1133,572,2.26481,18.3776
"48151","Fisher","Texas",330,1487,1829,1817,"R",63.6764,2328.27,0.780407,3672,1019,904,106,96,1012,902,1.97186,8.99693
"21103","Henry","Kentucky",1857,6093,8074,7950,"R",53.283,741.387,10.7231,15678,1589,614,158,69,1584,605,4.1246,8.35344
"48063","Camp","Texas",1201,4011,5242,5212,"R",53.914,507.242,10.2752,12464,1232,896,126,95,1232,891,3.33965,13.0485
"27109","Olmsted","Minnesota",49121,39467,90524,88588,"D",-10.8976,1692.58,52.339,162847,1315,373,133,47,1309,363,13.7685,10.6976
"31095","Jefferson","Nebraska",968,2614,3631,3582,"R",45.952,1476.77,2.42557,7240,1152,556,118,64,1144,550,2.76861,6.02375
"31069","Garden","Nebraska",162,949,1117,1111,"R",70.8371,4415.48,0.251615,1874,972,481,102,57,968,473,1.5419,6.88842
"45011","Barnwell","South Carolina",4082,5605,9803,9687,"R",15.7221,1420.31,6.82037,20589,1761,839,174,90,1760,836,4.55295,12.1628
"28023","Clarke","Mississippi",2430,5093,7571,7523,"R",35.3981,1791.17,4.20004,15615,1483,929,148,98,1474,924,4.0123,8.35344
"46047","Fall River","South Dakota",1030,3135,4274,4165,"R",50.5402,4506.29,0.924263,6973,936,400,99,50,935,396,2.98542,11.2073
"48171","Gillespie","Texas",3160,13202,16482,16362,"R",61.3739,2740.73,5.96993,26725,1073,1017,111,106,1067,1012,5.9172,1.67069
"19091","Humboldt","Iowa",1236,3770,5067,5006,"R",50.6193,1125.02,4.44971,9597,1254,432,128,53,1254,429,3.27298,14.2744
"29007","Audrain","Missouri",2688,7699,10519,10387,"R",48.243,1792.92,5.79335,24962,1346,599,136,68,1342,594,4.71458,3.73577
"40025","Cimarron","Oklahoma",66,860,935,926,"R",85.7451,4752.13,0.19486,2296,949,713,100,78,946,704,1.40768,10.1624
"20143","Ottawa","Kansas",476,2475,3003,2951,"R",67.7397,1866.68,1.58088,5735,1133,603,117,68,1133,594,2.51294,15.403
"29089","Howard","Missouri",1341,3534,4955,4875,"R",44.9846,1201.24,4.05831,10151,1312,602,133,68,1309,594,3.22987,8.35344
"48291","Liberty","Texas",5952,25241,31316,31193,"R",61.8376,3000.4,10.3963,91628,1238,1025,126,107,1232,1023,8.17009,8.35344
"18099","Marshall","Indiana",5356,13837,19540,19193,"R",44.188,1148.96,16.7046,46095,1535,485,153,58,1529,484,6.4087,10.6976
"39131","Pike","Ohio",2793,9352,12218,12145,"R",54.0058,1140.33,10.6505,27088,1660,575,164,66,1650,572,5.09797,12.1628
"30081","Ravalli","Montana",8485,20617,29904,29102,"R",41.6879,6192.57,4.6995,44174,602,220,68,34,594,220,7.8915,14.2744
"31053","Dodge","Nebraska",5434,10795,16443,16229,"R",33.0335,1369.7,11.8486,37167,1169,488,120,58,1166,484,5.8931,6.88842
"18133","Putnam","Indiana",3871,12566,16731,16437,"R",52.8989,1244.58,13.2068,36726,1521,560,152,64,1518,550,5.93075,12.1628
"48461","Upton","Texas",146,1149,1303,1295,"R",77.4517,3215.01,0.402798,3308,951,962,100,101,946,957,1.66469,1.67069
"18023","Clinton","Indiana",3135,9108,12443,12243,"R",48.7871,1049.12,11.6698,33190,1532,532,153,62,1529,528,5.11849,6.88842
"47025","Claiborne","Tennessee",1971,11463,13534,13434,"R",70.6565,1125.62,11.9348,32043,1655,702,164,77,1650,693,5.36168,8.35344
"28119","Quitman","Mississippi",1725,902,2677,2627,"D",-31.3285,1048.98,2.50435,6176,1414,828,142,89,1408,825,2.37098,6.02375
"28035","Forrest","Mississippi",11475,16579,28466,28054,"R",18.1935,1207.04,23.2419,78158,1464,972,147,102,1463,968,7.74811,11.2073
"12089","Nassau","Florida",17143,47945,65621,65088,"R",47.3236,1680.08,38.7411,90352,1762,970,174,102,1760,968,11.8018,11.6948
"04025","Yavapai","Arizona",48717,99346,149402,148063,"R",34.1942,21038.3,7.03778,236209,560,756,64,82,550,748,17.8001,12.1628
"06115","Yuba","California",10725,18491,30070,29216,"R",26.5813,1636.89,17.8485,81575,284,477,39,57,275,473,7.90694,8.99693
"06019","Fresno","California",151628,165924,325994,317552,"R",4.50194,15432.7,20.5766,1008654,321,610,43,69,319,605,26.0679,8.35344
"21083","Graves","Kentucky",3105,13378,16678,16483,"R",62.3248,1429.04,11.5343,36649,1468,713,147,78,1463,704,5.93904,8.35344
"24013","Carroll","Maryland",36867,62273,101796,99140,"R",25.6264,1159.32,85.5158,172891,1873,518,184,61,1870,517,14.5654,12.1628
"27135","Roseau","Minnesota",2093,6279,8486,8372,"R",50,4329.78,1.93358,15331,1201,150,123,27,1199,143,4.23265,8.99693
"28151","Washington","Mississippi",9735,4649,14540,14384,"D",-35.3587,1875.53,7.6693,44922,1393,878,140,93,1386,869,5.54802,8.99693
"26011","Arenac","Michigan",2662,6379,9158,9041,"R",41.1127,940.628,9.61167,15002,1600,347,159,45,1595,341,4.39852,1.67069
"08059","Jefferson","Colorado",210875,140505,361504,351380,"D",-20.0268,1979.76,177.486,582910,860,571,92,65,858,561,27.4212,13.4695
"37039","Cherokee","North Carolina",3686,13883,17748,17569,"R",58.0397,1179.84,14.891,28774,1647,766,163,83,1639,759,6.13157,6.88842
"37009","Ashe","North Carolina",4431,11629,16187,16060,"R",44.8194,1104.02,14.5468,26577,1736,692,171,76,1727,682,5.86234,13.4695
"39035","Cuyahoga","Ohio",376384,195164,575890,571548,"D",-31.7069,1184.17,482.656,1264817,1694,459,168,55,1694,451,34.9723,14.2744
"42015","Bradford","Pennsylvania",7990,22937,31192,30927,"R",48.3299,2971.69,10.4072,59967,1869,410,183,51,1859,407,8.13518,12.1628
"47183","Weakley","Tennessee",2725,10541,13394,13266,"R",58.9175,1503.11,8.82571,32902,1466,729,147,80,1463,726,5.32805,8.35344
"51117","Mecklenburg","Virginia",6404,9791,16266,16195,"R",20.9139,1619.54,9.99973,30319,1851,658,182,73,1848,649,5.88693,10.1624
"17003","Alexander","Illinois",904,1341,2271,2245,"R",19.4655,609.668,3.68233,5240,1440,690,144,76,1430,682,2.19183,12.1628
"22031","De Soto","Louisiana",4426,9359,13913,13785,"R",35.7853,2269.99,6.07271,26812,1281,938,130,99,1276,935,5.43127,6.02375
"27037","Dakota","Minnesota",143267,109995,258590,253262,"D",-13.1374,1457.02,173.822,439882,1292,341,131,45,1287,341,23.28,13.0485
"29115","Linn","Missouri",1183,4437,5684,5620,"R",57.9004,1594.37,3.52491,11874,1297,570,131,65,1287,561,3.4679,13.4695
"20183","Smith","Kansas",300,1675,2006,1975,"R",69.6203,2319.24,0.851571,3570,1093,573,113,66,1089,572,2.0558,11.2073
"30043","Jefferson","Montana",2516,5544,8291,8060,"R",37.5682,4291.6,1.87809,12085,667,228,74,34,660,220,4.15304,6.88842
"31019","Buffalo","Nebraska",6386,17064,23759,23450,"R",45.5352,2507.75,9.35103,50084,1084,521,112,61,1078,517,7.08385,3.73577
"21233","Webster","Kentucky",1153,4339,5556,5492,"R",58.0117,859.945,6.38646,13017,1502,668,150,74,1496,660,3.42818,6.02375
"21229","Washington","Kentucky",1533,4720,6338,6253,"R",50.9675,769.963,8.12117,12027,1592,647,158,72,1584,638,3.65799,10.1624
"37057","Davidson","North Carolina",24150,67959,93091,92109,"R",47.5621,1432.25,64.3106,168930,1787,715,176,79,1782,715,14.0394,13.0485
"37025","Cabarrus","North Carolina",54494,63746,119820,118240,"R",7.82476,935.587,126.38,225804,1779,737,175,81,1771,737,15.9067,14.2744
"39071","Highland","Ohio",3609,16269,19984,19878,"R",63.6885,1432.48,13.8766,43317,1640,575,163,66,1639,572,6.52206,12.1628
"39083","Knox","Ohio",8698,23112,32090,31810,"R",45.3128,1361.04,23.3719,62721,1675,511,166,60,1672,506,8.2505,6.02375
"41027","Hood River","Oregon",8364,3854,12620,12218,"D",-36.9128,1352.48,9.03379,23977,354,191,46,31,352,187,5.11326,8.99693
"42009","Bedford","Pennsylvania",4336,23658,28160,27994,"R",69.0219,2621.04,10.6805,47577,1816,508,179,60,1815,506,7.73982,13.4695
"27173","Yellow Medicine","Minnesota",1548,3738,5391,5286,"R",41.4302,1966.06,2.68862,9528,1195,341,122,45,1188,341,3.36327,13.4695
"47031","Coffee","Tennessee",5440,19174,24932,24614,"R",55.7975,1111.01,22.1546,57889,1570,757,156,82,1562,748,7.25754,10.1624
"47091","Johnson","Tennessee",1212,6829,8102,8041,"R",69.8545,772.956,10.4029,17948,1723,694,170,77,1716,693,4.14814,11.2073
"47133","Overton","Tennessee",1931,9042,11069,10973,"R",64.8045,1122.73,9.77352,22511,1594,714,158,78,1584,704,4.84575,15.0362
"55081","Monroe","Wisconsin",8476,14563,23321,23039,"R",26.4204,2333.33,9.87387,46274,1375,371,139,47,1375,363,7.0215,14.2744
"56025","Natrona","Wyoming",8337,24671,33591,33008,"R",49.485,13831.9,2.38636,79955,823,400,88,50,814,396,8.40442,8.99693
"41069","Wheeler","Oregon",210,616,863,826,"R",49.1525,4444.48,0.185849,1451,397,241,50,35,396,231,1.3295,15.0362
"48473","Waller","Texas",10183,17077,27545,27260,"R",25.2898,1329.43,20.505,56794,1193,1038,122,108,1188,1034,7.63767,3.73577
"48157","Fort Bend","Texas",179310,173592,362259,352902,"D",-1.62028,2232.01,158.109,822779,1203,1060,123,110,1199,1056,27.4805,5.01206
"48339","Montgomery","Texas",82277,221964,307134,304241,"R",45.9133,2699.23,112.714,620443,1214,1023,124,107,1210,1023,25.5157,13.4695
"51173","Smyth","Virginia",2805,11521,14420,14326,"R",60.8404,1169.22,12.2526,29800,1732,673,171,75,1727,671,5.53682,8.35344
"28051","Holmes","Mississippi",5420,1243,6730,6663,"D",-62.6895,1959.78,3.39988,17000,1425,883,143,94,1419,880,3.77601,6.02375
"53001","Adams","Washington",1455,3767,5345,5222,"R",44.2742,4985.7,1.0474,20613,473,147,57,27,473,143,3.34285,13.4695
"51143","Pittsylvania","Virginia",9599,24310,34100,33909,"R",43.3838,2509.71,13.5111,60501,1811,657,178,73,1804,649,8.51835,6.88842
"53035","Kitsap","Washington",91731,59080,155893,150811,"D",-21.6503,1023.33,147.372,275611,347,85,45,21,341,77,17.9645,6.02375
"08047","Gilpin","Colorado",2254,1729,4129,3983,"D",-13.181,388.557,10.2508,5808,853,557,91,64,847,550,2.91947,3.73577
"13217","Newton","Georgia",33839,24893,59051,58732,"D",-15.2319,709.176,82.8173,112483,1666,838,165,90,1661,836,11.2108,8.35344
"16083","Twin Falls","Idaho",9064,27304,37373,36368,"R",50.154,4977.22,7.3069,90046,553,385,64,49,550,385,8.82181,14.2744
"17011","Bureau","Illinois",5900,9784,15992,15684,"R",24.7641,2250.88,6.96793,33244,1420,489,143,58,1419,484,5.79331,10.6976
"17009","Brown","Illinois",467,1938,2455,2405,"R",61.1642,791.829,3.03727,6244,1382,561,139,65,1375,561,2.26859,13.4695
"17125","Mason","Illinois",1773,4464,6371,6237,"R",43.1457,1396.91,4.46484,13086,1412,546,142,63,1408,539,3.65331,5.01206
"18057","Hamilton","Indiana",90394,102318,196441,192712,"R",6.18747,1021.46,188.663,347467,1548,543,154,63,1540,539,20.3073,6.88842
"18059","Hancock","Indiana",14312,29288,44431,43600,"R",34.3486,792.425,55.021,79840,1559,553,155,64,1551,550,9.65921,8.35344
"19167","Sioux","Iowa",2626,16053,18881,18679,"R",71.8829,1988.88,9.39171,35872,1187,417,121,51,1177,407,6.3223,15.0362
"21183","Ohio","Kentucky",2094,8679,10935,10773,"R",61.125,1520.57,7.08485,23772,1531,666,153,74,1529,660,4.80139,8.35344
"21119","Knott","Kentucky",1181,4732,6003,5913,"R",60.0541,910.443,6.49464,14251,1676,656,166,73,1672,649,3.55715,5.01206
"25015","Hampshire","Massachusetts",58617,23256,84345,81873,"D",-43.1901,1365.53,59.9568,162308,1995,354,195,46,1991,352,13.2364,8.99693
"28127","Simpson","Mississippi",3479,7552,11094,11031,"R",36.9232,1525.93,7.22903,25949,1435,940,144,99,1430,935,4.85854,1.67069
"28097","Montgomery","Mississippi",1737,2658,4424,4395,"R",20.9556,1054.07,4.16953,9822,1440,860,144,92,1430,858,3.06675,13.4695
"28153","Wayne","Mississippi",3028,6013,9119,9041,"R",33.0163,2099.75,4.30576,19779,1485,951,149,100,1485,946,4.39852,13.0485
"31023","Butler","Nebraska",906,3642,4587,4548,"R",60.1583,1514.6,3.00278,8369,1153,506,118,60,1144,506,3.11967,15.403
"31059","Fillmore","Nebraska",662,2315,3013,2977,"R",55.5257,1490.2,1.99772,5551,1136,539,117,63,1133,539,2.52399,14.2744
"36111","Ulster","New York",57974,39743,97717,97717,"D",-18.6569,2911.76,33.5595,181851,1944,389,190,49,1936,385,14.4605,6.88842
"47095","Lake","Tennessee",429,1493,1939,1922,"R",55.359,429.381,4.47621,7005,1438,729,144,80,1430,726,2.02803,8.35344
"48105","Crockett","Texas",323,1087,1417,1410,"R",54.1844,7270.94,0.193923,3098,975,998,102,104,968,990,1.73703,6.88842
"54013","Calhoun","West Virginia",488,2391,2936,2879,"R",66.0993,723.287,3.98044,6229,1732,577,171,66,1727,572,2.4821,1.67069
"47127","Moore","Tennessee",542,3060,3654,3602,"R",69.9056,334.685,10.7624,6461,1560,770,154,84,1540,770,2.77632,36.6411
"01049","DeKalb","Alabama",3758,25633,29583,29391,"R",74.4275,2012.62,14.6034,71608,1588,802,158,86,1584,792,7.93059,11.2073
"05143","Washington","Arkansas",43779,50243,97158,94022,"R",6.87499,2438.38,38.5593,245871,1259,755,128,82,1254,748,14.1845,3.73577
"09170","South Central Connecticut","Connecticut",156248,103087,264854,259335,"D",-20.499,951.177,272.646,NA,1999,401,195,50,1991,396,23.5575,6.02375
"13291","Union","Georgia",3309,14477,17880,17786,"R",62.791,834.192,21.3212,24632,1653,781,164,85,1650,781,6.16932,14.2744
"19057","Des Moines","Iowa",7935,10794,18998,18729,"R",15.2651,1077.77,17.3776,38910,1363,517,137,61,1353,517,6.33076,16.7902
"21163","Meade","Kentucky",3279,10630,14119,13909,"R",52.8507,791.146,17.5808,30003,1551,641,155,72,1551,638,5.45565,14.2744
"06063","Plumas","California",4020,5725,10067,9745,"R",17.4962,6612.4,1.47375,19790,311,444,42,54,308,440,4.56656,6.88842
"21041","Carroll","Kentucky",963,3014,4025,3977,"R",51.5715,333.331,11.9311,10810,1589,605,160,69,1606,605,2.91727,54.7262
"28075","Lauderdale","Mississippi",10677,16487,27407,27164,"R",21.3886,1822.51,14.9047,72984,1483,911,148,96,1474,902,7.62421,11.6948
"30011","Carter","Montana",75,760,854,835,"R",82.0359,8651.8,0.0965118,1415,912,285,96,39,902,275,1.33672,15.0362
"26053","Gogebic","Michigan",3385,4803,8292,8188,"R",17.318,2854.52,2.86844,14380,1396,253,140,37,1386,253,4.18588,16.7902
"36087","Rockland","New York",65880,83543,149423,149423,"R",11.8208,449.841,332.168,338329,1960,419,192,51,1958,407,17.8816,17.4425
"37119","Mecklenburg","North Carolina",376454,187770,573679,564224,"D",-33.4413,1356.15,416.049,1115482,1770,742,174,81,1760,737,34.7475,10.6976
"39123","Ottawa","Ohio",8866,14872,23956,23738,"R",25.3012,659.675,35.9844,40364,1645,461,163,55,1639,451,7.12722,10.6976
"42133","York","Pennsylvania",91926,154884,249210,246810,"R",25.5087,2342.26,105.373,456438,1880,497,184,59,1870,495,22.9816,13.4695
"45051","Horry","South Carolina",62325,141719,205954,204044,"R",38.9102,2934.86,69.5242,351029,1852,793,182,86,1848,792,20.8959,11.2073
"49047","Uintah","Utah",1952,13599,15831,15551,"R",74.8955,11610.6,1.33938,35620,710,529,78,62,704,528,5.76869,10.6976
"53045","Mason","Washington",17215,18127,36502,35342,"R",2.5805,2485.23,14.2208,65726,326,92,43,22,319,88,8.69649,5.01206
"54069","Ohio","West Virginia",6727,11593,18689,18320,"R",26.5611,274.1,66.8369,42425,1741,514,172,60,1738,506,6.26125,8.35344
"55079","Milwaukee","Wisconsin",316292,138022,462766,454314,"D",-39.2394,625.372,726.47,939489,1468,409,147,51,1463,407,31.18,8.35344
