"fips","name","state","votes_dem","votes_gop","votes_tot","two","winner","margin","aland_km2","density","pop","cx","cy","gcol","grow","gx","gy","r","grid_shift_km"
"13053","Chattahoochee","Georgia",703,982,1694,1685,"R",16.5579,644.226,2.61554,9565,1636,899,162,94,1628,880,1.89888,32.4389
"18017","Cass","Indiana",3722,10285,14207,14007,"R",46.8551,1067.45,13.1219,37870,1533,512,153,60,1529,506,5.47483,3.73577
"20045","Douglas","Kansas",39582,17523,58041,57105,"D",-38.6288,1180.42,48.3767,118785,1219,616,124,70,1210,616,11.0544,15.403
"21217","Taylor","Kentucky",2576,9523,12256,12099,"R",57.418,690.01,17.5345,26023,1589,668,158,74,1584,660,5.0883,6.02375
"21211","Shelby","Kentucky",7822,16356,24607,24178,"R",35.2966,983.652,24.5798,48065,1588,626,158,70,1584,616,7.19297,11.2073
"13045","Carroll","Georgia",17634,42536,60494,60170,"R",41.3861,1292.71,46.5458,119148,1616,842,160,90,1606,836,11.3472,10.6976
"17175","Stark","Illinois",725,1983,2761,2708,"R",46.4549,746.19,3.6291,5400,1411,507,142,60,1408,506,2.40726,12.1628
"18119","Owen","Indiana",2354,7360,9875,9714,"R",51.5339,997.909,9.73435,21321,1523,584,152,67,1518,583,4.55929,10.6976
"19191","Winneshiek","Iowa",5321,6427,11927,11748,"R",9.41437,1786.69,6.5753,20070,1335,406,135,50,1331,396,5.01395,11.2073
"21147","McCreary","Kentucky",641,5531,6211,6172,"R",79.2288,1105.17,5.58466,16888,1623,692,161,76,1617,682,3.63422,10.6976
"22113","Vermilion","Louisiana",4637,21510,26429,26147,"R",64.5313,3035.61,8.61343,57359,1344,1042,136,108,1342,1034,7.48013,10.1624
"27099","Mower","Minnesota",8312,10297,18926,18609,"R",10.6669,1842.19,10.1016,40029,1303,388,132,49,1298,385,6.31044,6.02375
"29167","Polk","Missouri",2948,12691,15817,15639,"R",62.2994,1646.01,9.50118,31519,1289,674,131,75,1287,671,5.78499,10.1624
"18181","White","Indiana",2945,7969,11162,10914,"R",46.0326,1308.31,8.34208,24688,1514,514,151,60,1507,506,4.8327,6.88842
"40145","Wagoner","Oklahoma",9330,28487,38501,37817,"R",50.6571,1455.36,25.9847,80981,1211,754,124,82,1210,748,8.99584,10.6976
"46031","Corson","South Dakota",495,631,1143,1126,"R",12.0782,6396.48,0.176034,3902,1022,289,106,40,1012,286,1.55227,12.1628
"09130","Lower Connecticut River Valley","Connecticut",58360,44318,104480,102678,"D",-13.6758,1098.46,93.4746,NA,2008,394,196,49,2002,385,14.823,8.35344
"09150","Northeastern Connecticut","Connecticut",21165,29028,50962,50193,"R",15.6655,1434.58,34.9879,NA,2023,374,197,48,2013,374,10.3638,16.7902
"48155","Foard","Texas",92,448,545,540,"R",65.9259,1824.38,0.295991,1095,1047,848,109,91,1045,847,1.07497,13.4695
"29161","Phelps","Missouri",5379,13658,19294,19037,"R",43.489,1739.92,10.9413,44638,1348,660,136,74,1342,660,6.3826,13.0485
"05083","Logan","Arkansas",1464,6567,8205,8031,"R",63.5413,1836.6,4.37275,21131,1284,787,130,85,1276,781,4.14556,6.02375
"37097","Iredell","North Carolina",36739,72801,110560,109540,"R",32.9213,1487.78,73.6262,186693,1763,717,174,79,1760,715,15.3103,10.1624
"37109","Lincoln","North Carolina",14842,40183,55433,55025,"R",46.0536,766.252,71.8106,86810,1753,735,173,80,1749,726,10.8512,8.99693
"08033","Dolores","Colorado",325,1076,1419,1401,"R",53.6046,2763.96,0.506882,2326,734,642,80,72,726,638,1.73148,6.88842
"13077","Coweta","Georgia",28111,57204,85916,85315,"R",34.1007,1142.17,74.6952,146158,1631,853,162,91,1628,847,13.5117,6.02375
"05127","Scott","Arkansas",425,2913,3384,3338,"R",74.5357,2312.47,1.44348,9836,1266,808,129,87,1265,803,2.67265,10.6976
"21025","Breathitt","Kentucky",1002,4036,5113,5038,"R",60.2223,1275.37,3.95024,13718,1661,651,165,73,1661,649,3.28343,15.403
"23019","Penobscot","Maine",37945,47438,87073,85383,"R",11.1181,8798.67,9.70408,152199,2094,176,204,30,2090,176,13.5171,13.4695
"26107","Mecosta","Michigan",7688,14445,22489,22133,"R",30.5291,1437.84,15.3932,39714,1555,371,155,47,1551,363,6.88206,6.88842
"27141","Sherburne","Minnesota",18329,38491,57777,56820,"R",35.484,1121.33,50.672,97183,1267,308,129,42,1265,308,11.0268,15.403
"18175","Washington","Indiana",2764,9739,12722,12503,"R",55.7866,1330.45,9.39759,28182,1554,610,155,69,1551,605,5.17256,6.02375
"29209","Stone","Missouri",3620,15357,19122,18977,"R",61.8486,1201.27,15.7974,31076,1288,716,131,79,1287,715,6.37253,15.0362
"36073","Orleans","New York",5366,12659,18025,18025,"R",40.4605,1013.36,17.7873,40343,1797,353,177,46,1793,352,6.21063,11.2073
"37027","Caldwell","North Carolina",10146,33009,43451,43155,"R",52.9788,1222.18,35.31,80652,1737,715,171,78,1727,704,9.60979,16.7902
"30003","Big Horn","Montana",2112,2188,4470,4300,"R",1.76744,12944.2,0.332196,13124,806,281,87,39,803,275,3.03342,6.02375
"35006","Cibola","New Mexico",4450,4311,8977,8761,"D",-1.58658,11758.5,0.745078,27172,731,775,80,84,726,770,4.32987,1.67069
"22037","East Feliciana","Louisiana",3809,6020,9947,9829,"R",22.4947,1174.02,8.37207,19539,1393,992,140,104,1386,990,4.5862,8.99693
"36057","Montgomery","New York",7356,13286,20642,20642,"R",28.7278,1044.05,19.771,49532,1927,343,189,45,1925,341,6.64621,11.6948
"37111","McDowell","North Carolina",5911,17520,23600,23431,"R",49.5455,1139.48,20.5629,44578,1721,728,170,80,1716,726,7.08098,8.35344
"48163","Frio","Texas",1848,3060,4933,4908,"R",24.6944,2935.75,1.6718,18385,1064,1088,110,112,1056,1078,3.24079,12.1628
"36059","Nassau","New York",338424,368117,706541,706541,"R",4.20259,736.965,958.717,1395774,1980,435,194,53,1980,429,38.8836,13.0485
"17071","Henderson","Illinois",1026,2369,3462,3395,"R",39.5582,981.069,3.46051,6387,1372,520,138,61,1364,517,2.69537,8.35344
"16015","Boise","Idaho",1065,3727,4910,4792,"R",55.5509,4919.34,0.974114,7610,529,308,62,42,528,308,3.20226,16.7902
"05117","Prairie","Arkansas",524,2628,3200,3152,"R",66.7513,1677.06,1.87948,8282,1364,809,138,87,1364,803,2.59712,13.0485
"39097","Madison","Ohio",5713,14737,20668,20450,"R",44.1271,1208.72,16.9188,43824,1643,540,163,63,1639,539,6.61523,11.2073
"37161","Rutherford","North Carolina",8914,25456,34600,34370,"R",48.1292,1464.48,23.4692,64444,1725,742,170,81,1716,737,8.57606,8.35344
"08049","Grand","Colorado",4743,4822,9883,9565,"R",0.825928,4782.28,2.00009,15717,831,541,89,63,825,539,4.52419,8.35344
"13141","Hancock","Georgia",2864,1364,4240,4228,"D",-35.4778,1220.06,3.46541,8735,1700,849,168,91,1694,847,3.00792,8.35344
"08051","Gunnison","Colorado",6887,3689,10939,10576,"D",-30.2383,8389.33,1.26065,16918,794,601,86,68,792,594,4.75728,8.99693
"39119","Muskingum","Ohio",10874,28147,39327,39021,"R",44.2659,1721.17,22.6713,86410,1693,525,167,61,1683,517,9.13792,12.1628
"41017","Deschutes","Oregon",65677,53318,122417,118995,"D",-10.3862,7815.57,15.2254,198253,340,264,44,38,330,264,15.9574,16.7902
"42087","Mifflin","Pennsylvania",4735,17184,22071,21919,"R",56.7955,1064.58,20.5893,46143,1841,472,181,56,1837,462,6.84871,11.2073
"45063","Lexington","South Carolina",47815,96965,146903,144780,"R",33.9481,1809.33,80.0186,293991,1763,807,174,87,1760,803,17.6016,6.88842
"47123","Monroe","Tennessee",3608,18526,22323,22134,"R",67.3986,1646.65,13.4419,46250,1640,753,163,82,1639,748,6.88221,10.6976
"42081","Lycoming","Pennsylvania",17216,41961,59685,59177,"R",41.8152,3182.89,18.5922,114188,1855,435,182,53,1848,429,11.2532,3.73577
"45055","Kershaw","South Carolina",11826,21289,33533,33115,"R",28.5762,1881.92,17.5964,65403,1786,784,176,85,1782,781,8.41803,6.88842
"48259","Kendall","Texas",6355,22668,29295,29023,"R",56.2071,1715.75,16.9157,44279,1083,1037,112,108,1078,1034,7.88078,6.02375
"29151","Osage","Missouri",1009,6657,7725,7666,"R",73.676,1571.03,4.87959,13274,1345,631,136,71,1342,627,4.05026,6.88842
"28135","Tallahatchie","Mississippi",2630,2333,5012,4963,"D",-5.98428,1672.07,2.96818,12715,1418,844,142,90,1408,836,3.25889,12.1628
"54079","Putnam","West Virginia",7124,19868,27507,26992,"R",47.214,895.299,30.1486,57440,1706,598,169,68,1705,594,7.60004,11.2073
"05107","Phillips","Arkansas",2754,2098,4938,4852,"D",-13.5202,1788.02,2.71361,16568,1392,825,140,89,1386,825,3.22225,13.0485
"55129","Washburn","Wisconsin",3867,6962,10953,10829,"R",28.5807,2064.52,5.2453,16623,1331,286,135,40,1331,286,4.81385,18.3776
"27095","Mille Lacs","Minnesota",4374,10570,15163,14944,"R",41.4615,1482.27,10.0819,26459,1270,284,129,39,1265,275,5.65499,8.35344
"05103","Ouachita","Arkansas",3412,5056,8626,8468,"R",19.4143,1897.74,4.46215,22650,1313,866,133,92,1309,858,4.25685,6.88842
"12031","Duval","Florida",229365,236285,471268,465650,"R",1.48609,1975.18,235.75,995567,1773,978,175,102,1771,968,31.5666,13.4695
"01125","Tuscaloosa","Alabama",33399,50724,84879,84123,"R",20.5948,3421,24.5902,227036,1527,867,152,92,1518,858,13.417,11.6948
"54011","Cabell","West Virginia",13474,21229,35429,34703,"R",22.3468,727.85,47.6788,94350,1695,603,168,68,1694,594,8.61751,13.4695
"54045","Logan","West Virginia",1848,9500,11469,11348,"R",67.4304,1173.02,9.6742,32567,1710,628,169,71,1705,627,4.92785,10.6976
"01119","Sumter","Alabama",3725,1542,5297,5267,"D",-41.4467,2340.9,2.24999,12345,1499,900,150,95,1496,891,3.35722,10.1624
"01127","Walker","Alabama",4102,25464,29747,29566,"R",72.2519,2048.76,14.4312,65342,1532,844,153,90,1529,836,7.95416,8.35344
"51155","Pulaski","Virginia",4830,12732,17690,17562,"R",44.9949,828.381,21.2004,33800,1759,658,173,73,1749,649,6.13035,13.4695
"31103","Keya Paha","Nebraska",44,500,544,544,"R",83.8235,2001.74,0.271764,769,1065,423,110,52,1056,418,1.07894,8.35344
"51163","Rockbridge","Virginia",4160,8468,12752,12628,"R",34.1147,1545.05,8.17318,22650,1801,615,177,69,1793,605,5.19835,12.1628
"51161","Roanoke","Virginia",21693,34453,56789,56146,"R",22.7265,648.917,86.5226,96929,1779,644,175,72,1771,638,10.9612,6.02375
"51195","Wise","Virginia",3036,13655,16776,16691,"R",63.6211,1044.91,15.9736,36130,1692,671,167,74,1683,660,5.9764,15.403
"56039","Teton","Wyoming",8748,4134,13077,12882,"D",-35.8174,10351.8,1.24442,23331,702,337,77,44,693,330,5.25037,8.99693
"35033","Mora","New Mexico",1439,1010,2487,2449,"D",-17.5174,4988.96,0.490884,4189,851,738,91,81,847,737,2.28925,11.2073
"46095","Mellette","South Dakota",285,434,740,719,"R",20.7232,3385.92,0.21235,1918,1032,391,107,49,1023,385,1.2404,8.35344
"29047","Clay","Missouri",60345,67688,130063,128033,"R",5.73524,1029.93,124.312,253335,1250,595,127,68,1243,594,16.5523,11.2073
"46121","Todd","South Dakota",1570,497,2126,2067,"D",-51.911,3596.44,0.574735,9319,1031,407,107,51,1023,407,2.10314,14.2744
"29147","Nodaway","Missouri",2674,6909,9682,9583,"R",44.1928,2271.33,4.21912,21241,1232,548,126,63,1232,539,4.52844,15.403
"48425","Somervell","Texas",751,4493,5285,5244,"R",71.3577,482.275,10.8735,9205,1122,933,116,98,1122,924,3.34988,15.403
"28143","Tunica","Mississippi",1837,799,2668,2636,"D",-39.3778,1176.19,2.24113,9782,1410,811,142,87,1408,803,2.37504,10.1624
"12123","Taylor","Florida",1991,7954,9997,9945,"R",59.9598,2702.23,3.68029,21796,1694,1003,168,105,1694,1001,4.61318,15.403
"53009","Clallam","Washington",25440,21632,48390,47072,"D",-8.08973,4503.4,10.4525,77155,310,53,42,18,308,44,10.0364,11.6948
"54025","Greenbrier","West Virginia",4196,10517,14996,14713,"R",42.962,2641.32,5.57032,32977,1763,614,174,69,1760,605,5.61111,10.1624
"35007","Colfax","New Mexico",2436,3252,5813,5688,"R",14.346,9733.11,0.584397,12387,867,714,92,78,858,704,3.48882,13.4695
"49001","Beaver","Utah",394,2781,3212,3175,"R",75.1811,6689.71,0.474609,7072,563,585,65,67,561,583,2.60657,11.6948
"01019","Cherokee","Alabama",1553,11358,12984,12911,"R",75.943,1433.61,9.00591,24971,1593,816,158,88,1584,814,5.25628,11.6948
"39105","Meigs","Ohio",2202,8127,10400,10329,"R",57.3628,1113.96,9.27234,22210,1697,571,168,65,1694,561,4.7014,12.1628
"48365","Panola","Texas",1905,9500,11437,11405,"R",66.5936,2101.4,5.42733,22491,1260,934,128,98,1254,924,4.94022,10.6976
"31031","Cherry","Nebraska",349,2687,3069,3036,"R",77.0092,15436.6,0.196676,5455,1016,435,106,53,1012,429,2.54888,3.73577
"20027","Clay","Kansas",867,3150,4113,4017,"R",56.8335,1671.31,2.4035,8117,1151,591,118,67,1144,583,2.9319,6.88842
"01053","Escambia","Alabama",3964,10884,14929,14848,"R",46.6056,2448.6,6.06389,36757,1548,968,154,102,1540,968,5.63679,14.2744
"05113","Polk","Arkansas",1145,6987,8288,8132,"R",71.8396,2219.2,3.66438,19221,1262,828,128,89,1254,825,4.17154,8.35344
"34009","Cape May","New Jersey",21648,32151,54568,53799,"R",19.5227,651.437,82.5851,95263,1955,520,191,61,1947,517,10.7296,8.35344
"34023","Middlesex","New Jersey",191802,162459,365187,354261,"D",-8.28288,800.958,442.297,863162,1955,457,191,55,1947,451,27.5334,6.02375
"37121","Mitchell","North Carolina",1915,6843,8821,8758,"R",56.2686,573.036,15.2835,14903,1716,717,170,79,1716,715,4.32913,15.403
"13311","White","Georgia",2609,14136,16825,16745,"R",68.8385,623.6,26.8521,28003,1662,787,165,85,1661,781,5.98606,10.6976
"13169","Jones","Georgia",4959,11079,16092,16038,"R",38.1594,1020.3,15.7188,28347,1680,863,166,92,1672,858,5.85832,6.02375
"06051","Mono","California",3522,2294,6064,5816,"D",-21.1142,7896.63,0.736517,13195,354,554,46,64,352,550,3.52785,8.99693
"39029","Columbiana","Ohio",12064,35607,48046,47671,"R",49.3864,1377.66,34.6029,101877,1729,484,171,58,1727,484,10.1001,15.403
"27169","Winona","Minnesota",12929,14288,27721,27217,"R",4.9932,1621.83,16.7817,49671,1335,371,135,47,1331,363,7.63165,6.88842
"35025","Lea","New Mexico",3930,16997,21209,20927,"R",62.4409,11374.1,1.83989,74455,900,896,95,95,891,891,6.69193,8.35344
"33017","Strafford","New Hampshire",42374,33163,76323,75537,"D",-12.194,951.724,79.3686,130889,2036,296,199,40,2035,286,12.7139,15.0362
"21139","Livingston","Kentucky",886,4021,4972,4907,"R",63.8883,810.562,6.05383,8888,1478,685,148,76,1474,682,3.24046,6.88842
"24031","Montgomery","Maryland",386581,112637,513919,499218,"D",-54.8746,1277.24,390.857,1062061,1870,537,184,60,1870,506,32.6846,61.6346
"39093","Lorain","Ohio",74207,83297,158959,157504,"R",5.77128,1270.48,123.972,312964,1678,468,166,56,1672,462,18.3588,1.67069
"48347","Nacogdoches","Texas",7690,17575,25470,25265,"R",39.1253,2450.97,10.3082,64653,1249,964,127,101,1243,957,7.35289,3.73577
"51061","Fauquier","Virginia",17180,26825,44537,44005,"R",21.918,1678.3,26.22,72972,1851,561,181,64,1837,550,9.70397,23.9206
"47041","DeKalb","Tennessee",1706,7599,9396,9305,"R",63.3315,788.475,11.8013,20080,1576,735,157,80,1573,726,4.46228,10.1624
"06099","Stanislaus","California",85347,106986,197472,192333,"R",11.2508,3875.01,49.6342,552878,281,555,39,64,275,550,20.2873,1.67069
"40007","Beaver","Oklahoma",158,1938,2124,2096,"R",84.9237,4700.41,0.445919,5049,1025,716,107,79,1023,715,2.11784,13.4695
"18131","Pulaski","Indiana",1280,4372,5761,5652,"R",54.7063,1123.22,5.03196,12514,1520,499,152,59,1518,495,3.47776,8.99693
"48475","Ward","Texas",627,3115,3764,3742,"R",66.4885,2164.2,1.72904,11644,908,957,96,101,902,957,2.82976,13.0485
"51045","Craig","Virginia",542,2562,3121,3104,"R",65.0773,849.77,3.65275,4892,1776,635,175,71,1771,627,2.57727,6.02375
"20007","Barber","Kansas",288,1854,2170,2142,"R",73.1092,2937.24,0.729256,4228,1093,696,113,77,1089,693,2.14096,6.88842
"48499","Wood","Texas",3618,20621,24381,24239,"R",70.1473,1671.17,14.5042,44843,1216,905,124,96,1210,902,7.20204,6.02375
"31117","McPherson","Nebraska",12,267,283,279,"R",91.3978,2225.47,0.125367,399,1016,485,106,58,1012,484,0.772681,11.2073
"19155","Pottawattamie","Iowa",17468,26335,44411,43803,"R",20.2429,2463.79,17.7787,93667,1209,501,123,59,1199,495,9.68167,10.6976
"25001","Barnstable","Massachusetts",88129,57451,147848,145580,"D",-21.0729,1020.97,142.589,228996,2088,360,203,46,2079,352,17.6502,10.1624
"48337","Montague","Texas",1208,9825,11097,11033,"R",78.1021,2411.03,4.57604,19965,1125,864,116,92,1122,858,4.85898,6.02375
"54023","Grant","West Virginia",552,4949,5568,5501,"R",79.9309,1236.39,4.44925,10976,1798,554,177,64,1793,550,3.43099,3.73577
"47115","Marion","Tennessee",3026,10788,13933,13814,"R",56.1894,1300.64,10.6209,28837,1589,772,158,84,1584,770,5.43698,8.35344
"05023","Cleburne","Arkansas",1941,10595,12739,12536,"R",69.0332,1434.75,8.73742,24711,1344,773,136,84,1342,770,5.17938,10.1624
"27123","Ramsey","Minnesota",195168,75284,276736,270452,"D",-44.3273,394.344,685.827,552352,1290,327,131,43,1287,319,24.0571,8.35344
"21105","Hickman","Kentucky",394,1656,2069,2050,"R",61.561,627.634,3.26623,4521,1455,713,146,78,1452,704,2.09447,10.1624
"26071","Iron","Michigan",2441,4501,7027,6942,"R",29.6744,3020.18,2.29854,11631,1436,263,144,37,1430,253,3.85426,10.6976
"26133","Osceola","Michigan",3326,9639,13184,12965,"R",48.6926,1466.67,8.83973,22891,1553,355,155,46,1551,352,5.26726,10.1624
"48131","Duval","Texas",2003,2439,4461,4442,"R",9.8154,4645.08,0.95628,9831,1087,1149,112,118,1078,1144,3.0831,8.35344
"41049","Morrow","Oregon",1132,3402,4693,4534,"R",50.0662,5259.05,0.862134,12186,420,213,52,33,418,209,3.11486,8.99693
"08093","Park","Colorado",4841,6828,12044,11669,"R",17.028,5681.17,2.05398,17390,838,588,90,67,836,583,4.99707,8.35344
"22085","Sabine","Louisiana",1488,8613,10170,10101,"R",70.5376,2244.56,4.50021,22155,1293,965,131,101,1287,957,4.64922,6.02375
"48349","Navarro","Texas",4708,14983,19829,19691,"R",52.1812,2615.12,7.52968,52624,1174,941,120,99,1166,935,6.49131,6.02375
"53069","Wahkiakum","Washington",1204,1757,3053,2961,"R",18.6761,680.981,4.34814,4422,311,139,42,26,308,132,2.5172,6.88842
"23013","Knox","Maine",15076,10262,25893,25338,"D",-18.9991,945.086,26.8103,40607,2086,244,203,36,2079,242,7.3635,8.99693
"37125","Moore","North Carolina",21436,39617,61590,61053,"R",29.779,1806.85,33.7898,99727,1821,733,179,80,1815,726,11.4301,3.73577
"48001","Anderson","Texas",3635,15597,19353,19232,"R",62.1984,2752.16,6.98795,57922,1205,952,123,100,1199,946,6.4152,1.67069
"49027","Millard","Utah",713,5558,6385,6271,"R",77.2604,17574.3,0.356828,12975,578,554,66,64,572,550,3.66325,3.73577
"47019","Carter","Tennessee",4454,20167,24852,24621,"R",63.8195,883.854,27.8564,56356,1712,700,169,77,1705,693,7.25857,5.01206
"41057","Tillamook","Oregon",7726,7944,16130,15670,"R",1.39119,2857.23,5.48433,27390,288,174,40,29,286,165,5.79072,11.6948
"30095","Stillwater","Montana",1056,4699,5906,5755,"R",63.3015,4652.99,1.23684,8963,758,263,82,37,748,253,3.5093,15.0362
"56019","Johnson","Wyoming",847,3936,4851,4783,"R",64.5829,10759.2,0.44455,8447,836,352,90,46,836,352,3.19925,18.3776
"36047","Kings","New York",601265,233964,835229,835229,"D",-43.9761,179.684,4648.31,2736074,1969,443,194,54,1980,440,42.2767,39.4297
"18125","Pike","Indiana",1314,4610,6009,5924,"R",55.6381,865.964,6.84093,12250,1513,625,151,70,1507,616,3.56046,8.35344
"51037","Charlotte","Virginia",2008,3963,6006,5971,"R",32.7416,1231.01,4.85049,11529,1838,649,181,73,1837,649,3.57455,16.7902
"33005","Cheshire","New Hampshire",24579,20142,45200,44721,"D",-9.92151,1830.37,24.4328,76458,2001,323,195,43,1991,319,9.78259,11.2073
"16007","Bear Lake","Idaho",346,2908,3325,3254,"R",78.7339,2527.12,1.28763,6372,664,413,74,51,660,407,2.6388,3.73577
"27115","Pine","Minnesota",5339,11274,16876,16613,"R",35.725,3655.34,4.54485,28876,1301,276,132,39,1298,275,5.96242,12.1628
"22045","Iberia","Louisiana",9504,19511,29331,29015,"R",34.4891,1488.57,19.4919,69929,1363,1038,137,108,1353,1034,7.8797,11.2073
"50021","Rutland","Vermont",17375,15586,33883,32961,"D",-5.42763,2410.12,13.6761,60572,1964,300,192,41,1958,297,8.39844,6.02375
"29055","Crawford","Missouri",2007,8742,10829,10749,"R",62.657,1923.01,5.58969,23056,1365,653,138,73,1364,649,4.79603,11.2073
"51159","Richmond","Virginia",1439,2697,4161,4136,"R",30.4159,495.925,8.33996,8923,1899,590,186,67,1892,583,2.97501,5.01206
"41047","Marion","Oregon",73967,77083,155732,151050,"R",2.06289,3058.36,49.3892,345920,308,207,42,32,308,198,17.9787,15.403
"53063","Spokane","Washington",131163,145338,284958,276501,"R",5.12656,4569.32,60.5125,539339,511,130,60,25,506,121,24.3246,8.35344
"22005","Ascension","Louisiana",20113,41319,62473,61432,"R",34.5195,751.104,81.7889,126500,1400,1021,141,106,1397,1012,11.4656,10.1624
"21205","Rowan","Kentucky",3484,6224,9872,9708,"R",28.2241,724.889,13.3924,24662,1653,618,164,70,1650,616,4.55788,10.1624
"46071","Jackson","South Dakota",357,753,1129,1110,"R",35.6757,4827.43,0.229936,2806,999,388,104,49,990,385,1.5412,10.1624
"24035","Queen Anne's","Maryland",11273,20200,32136,31473,"R",28.364,962.619,32.6952,49874,1913,533,187,62,1903,528,8.20668,10.6976
"32015","Lander","Nevada",482,2180,2725,2662,"R",63.7866,14294.8,0.186222,5734,445,479,54,57,440,473,2.38672,1.67069
"05131","Sebastian","Arkansas",13652,30719,45452,44371,"R",38.4643,1375.76,32.252,127799,1260,792,128,86,1254,792,9.74424,13.0485
"05019","Clark","Arkansas",2959,4526,7657,7485,"R",20.9352,2242.86,3.33726,21446,1303,845,132,90,1298,836,4.00216,8.35344
"29095","Jackson","Missouri",187026,125610,317702,312636,"D",-19.6446,1565.7,199.678,717204,1252,612,127,69,1243,605,25.8653,8.99693
"22061","Lincoln","Louisiana",6627,11248,18157,17875,"R",25.8517,1221.53,14.6333,48396,1325,912,134,96,1320,902,6.18474,10.6976
"42099","Perry","Pennsylvania",6385,19073,25725,25458,"R",49.839,1428.25,17.8246,45842,1856,479,182,57,1848,473,7.38092,6.02375
"20091","Johnson","Kansas",183451,154247,343780,337698,"D",-8.64796,1226.67,275.296,609863,1235,615,125,69,1221,605,26.8821,22.7238
"29183","St. Charles","Missouri",92226,130588,226052,222814,"R",17.2171,1451.69,153.486,405262,1384,618,139,70,1375,616,21.8358,11.6948
"40089","McCurtain","Oklahoma",1696,9485,11309,11181,"R",69.6628,4793.5,2.33253,30814,1239,846,126,90,1232,836,4.89146,11.2073
"31131","Otoe","Nebraska",2463,5651,8198,8114,"R",39.2901,1594.44,5.08894,15912,1189,534,122,62,1188,528,4.16693,10.6976
"54057","Mineral","West Virginia",2483,10247,12904,12730,"R",60.9898,849.21,14.9904,26938,1805,537,178,62,1804,528,5.2193,13.4695
"18171","Warren","Indiana",898,3402,4370,4300,"R",58.2326,944.544,4.55246,8440,1499,538,150,62,1496,528,3.03342,12.1628
"49007","Carbon","Utah",2525,6719,9445,9244,"R",45.37,3831.48,2.41264,20412,671,541,75,63,671,539,4.44763,15.403
"12087","Monroe","Florida",17933,26064,44327,43997,"R",18.4808,2546.05,17.2805,82874,1819,1238,179,126,1815,1232,9.70308,3.73577
"17149","Pike","Illinois",1302,6086,7506,7388,"R",64.7537,2153.19,3.43119,14739,1375,577,139,66,1375,572,3.97614,13.0485
"08115","Sedgwick","Colorado",283,1048,1358,1331,"R",57.4756,1419.42,0.937708,2404,968,515,102,60,968,506,1.68767,15.403
"53047","Okanogan","Washington",8466,11555,20617,20021,"R",15.4288,13639.4,1.46788,42104,451,71,55,20,451,66,6.54547,13.0485
"37047","Columbus","North Carolina",8648,17592,26363,26240,"R",34.0854,2429.92,10.7987,50623,1858,777,182,84,1848,770,7.49342,11.2073
"42101","Philadelphia","Pennsylvania",568571,144311,721441,712882,"D",-59.5134,347.901,2049.1,1603797,1934,482,189,57,1925,473,39.0577,11.6948
"56017","Hot Springs","Wyoming",488,2082,2604,2570,"R",62.0233,5191.45,0.495044,4621,767,360,83,46,759,352,2.34512,8.35344
"13115","Floyd","Georgia",12862,31631,44738,44493,"R",42.1842,1320.46,33.695,98584,1610,809,160,87,1606,803,9.75762,3.73577
"31145","Red Willow","Nebraska",815,4457,5323,5272,"R",69.0819,1857.46,2.83828,10702,1033,556,107,64,1023,550,3.35881,10.6976
"55009","Brown","Wisconsin",67937,79132,148960,147069,"R",7.61207,1372.93,107.12,268740,1462,343,146,45,1452,341,17.7402,13.4695
"21045","Casey","Kentucky",804,6216,7080,7020,"R",77.094,1150.62,6.10105,15941,1603,667,159,74,1595,660,3.87585,6.88842
"21171","Monroe","Kentucky",576,4679,5308,5255,"R",78.078,853.336,6.15819,11338,1577,698,157,77,1573,693,3.35339,3.73577
"36037","Genesee","New York",9367,18997,28364,28364,"R",33.9515,1276.8,22.2149,58388,1800,365,177,47,1793,363,7.7908,8.99693
"47027","Clay","Tennessee",614,3117,3760,3731,"R",67.0866,612.608,6.09035,7581,1583,707,157,78,1573,704,2.8256,12.1628
"06047","Merced","California",40190,43955,86392,84145,"R",4.47442,5019.41,16.7639,281202,284,579,39,66,275,572,13.4188,8.99693
"40071","Kay","Oklahoma",4136,12483,16913,16619,"R",50.2256,2381.78,6.97756,43700,1151,711,118,78,1144,704,5.96349,5.01206
"13205","Mitchell","Georgia",3701,5150,8877,8851,"R",16.371,1326.48,6.67253,21755,1667,948,165,100,1661,946,4.35206,8.35344
"21155","Marion","Kentucky",2513,6473,9100,8986,"R",44.0686,889.793,10.099,19581,1589,656,158,73,1584,649,4.38512,3.73577
"42107","Schuylkill","Pennsylvania",20882,51665,73184,72547,"R",42.4318,2016.51,35.9765,143049,1890,458,185,55,1881,451,12.4597,8.99693
"39145","Scioto","Ohio",8021,22978,31179,30999,"R",48.2499,1580.29,19.616,74008,1666,587,165,67,1661,583,8.14464,3.73577
"13127","Glynn","Georgia",16144,27558,43912,43702,"R",26.1178,1086.82,40.211,84499,1771,936,175,99,1771,935,9.6705,16.7902
"12057","Hillsborough","Florida",321455,342017,671981,663472,"R",3.09915,2648.36,250.522,1459762,1764,1093,174,113,1760,1089,37.6799,5.01206
"48249","Jim Wells","Texas",5577,7636,13268,13213,"R",15.5831,2240.8,5.89657,38891,1105,1144,114,118,1100,1144,5.3174,13.0485
"26147","St. Clair","Michigan",30844,64277,96519,95121,"R",35.1479,1868.68,50.9028,160383,1652,396,164,50,1650,396,14.2671,15.403
"19149","Plymouth","Iowa",3104,10661,13931,13765,"R",54.9001,2234.72,6.15962,25698,1184,435,121,53,1177,429,5.42733,3.73577
