"sid","cid","side","amount"
"C00886242","H2FL14186","O",14000
"C00891549","S2PA00661","S",14000
"C00004036","S4DE00060","S",14000
"C00454751","P80001571","S",13999.69
"C00869321","H4AZ06045","O",13940
"C90011172","P80000722","S",13887.75
"C00524181","S0UT00165","S",13848.35
"C00524181","S0AL00230","S",13848.34
"C00524181","S0KY00156","S",13848.34
"C90021890","S6PA00217","S",13767.5
"C90011172","S6MN00267","S",13763.28
"C00864348","H4NY03283","S",13750
"C00758011","H2CA13131","O",13710
"C00758011","H2CA13115","S",13710
"C00053553","S2NE00094","S",13697.51
"C00613489","H4MO03239","S",13683
"C00880849","H8VA10080","O",13673.4
"C00030718","H0MI02094","S",13667.5
"C00888792","P80001571","S",13631.49
"C00678839","S8AZ00197","O",13627.62
"C00509893","S2PA00661","S",13625
"C00509893","S4MI00595","S",13625
"C00853887","H4NJ07107","S",13612
"C90011172","H4NY03283","O",13586
"C00030718","H0MN07091","S",13556.78
"C00684530","H0MN04049","S",13551.81
"C00509893","S4OH00192","S",13433.02
"C00880559","P80001571","O",13400
"C00030718","H2NC14050","S",13363.21
"C00883322","P80001571","S",13331
"C00685693","H4MD03198","S",13320.85
"C00742635","S6PA00217","O",13250
"C00607374","H0VA04064","S",13216
"C00825885","H2NY17162","S",13200
"C90020041","P00009423","S",13130.32
"C00825885","H2WA03100","S",13100
"C00030718","H4TX32089","S",13076.74
"C00432260","H2PA04135","S",13063.09
"C00030718","H2NE01118","S",13014.06
"C00030718","H0FL08208","S",13007.5
"C00504530","H2NM02191","O",13000
"C00504530","H2OH09031","O",13000
"C00504530","H6TX15162","O",13000
"C00504530","H2AZ02311","S",13000
"C00562777","H2FL10259","S",13000
"C00831404","H4MA06090","S",12967.24
"C00632398","S6OH00163","S",12963
"C00839407","H4PA10104","S",12945.9
"C00679316","S4NJ00466","S",12927.92
"C00839407","H8PA15229","S",12886.26
"C00839407","H2PA17079","S",12844.9
"C00528554","S4AZ00220","S",12842.84
"C00432260","S4IN00196","S",12841.18
"C00825885","H2AZ02360","S",12820
"C00825885","H4AZ06045","S",12820
"C00733915","H8MI08102","S",12536
"C00570226","H2OR05209","S",12500
"C00570226","H2PA04135","S",12500
"C00570226","H2TX34113","S",12500
"C00570226","H4OH13153","S",12500
"C00878686","H4SC01339","S",12500
"C00453704","H4VA10261","S",12500
"C00817122","H2NH01304","S",12490
"C00817122","H2NH02260","S",12490
"C00756791","S4MI00470","S",12450
"C00773390","S0IA00028","S",12443.71
"C00495028","H6TX15162","S",12410.4
"C90015140","H2NY04277","O",12300
"C00854810","P00009423","S",12300
"C00030718","H4WV02205","S",12291.25
"C00365536","P80000722","S",12283.03
"C00742635","H4VA05071","O",12246.92
"C00004036","H2PA17103","S",12237.09
"C00030718","H6NE03115","S",12193.75
"C00341396","P20003984","O",12166.5
"C00488486","H2AZ02311","S",12113.5
"C90023037","P00009423","S",12055.17
"C00662221","H8NM02156","S",12018.76
"C00710178","P00009423","O",12000
"C00681825","H0WI03175","S",12000
"C00710178","H0WI05113","S",12000
"C00570226","H2AZ02360","S",12000
"C00570226","H2IA03119","S",12000
"C00570226","H2MI07123","S",12000
"C00570226","H2WA03100","S",12000
"C00570226","H4CO08034","S",12000
"C00570226","H4ME02291","S",12000
"C00888768","H4MI01155","S",12000
"C00570226","H4NC01137","S",12000
"C00570226","H4OH09169","S",12000
"C00570226","H4PA08124","S",12000
"C00570226","H8IA02043","S",12000
"C00710178","P80001571","S",12000
"C90022542","S2VA00142","S",11996.8
"C90017898","S8NV00156","S",11972.66
"C00010421","H2MI10150","S",11925
"C00010421","H8PA15195","S",11925
"C00891895","H0NY17174","O",11921.6
"C00779314","H4IL10098","S",11814.24
"C00891234","P40020406","O",11754.32
"C00887851","H8MI13250","O",11752
"C00887851","H8NY15148","O",11752
"C00839407","H2PA17103","S",11733.77
"C00432260","H4OH09169","S",11724.18
"C00523241","H0MI08141","S",11667
"C00523241","H2CA20094","S",11667
"C00523241","H0CA48198","S",11666
"C00523241","H2CA37023","S",11666
"C00742635","H4ND00053","S",11651.67
"C00030718","H8WV03097","S",11636.88
"C00856807","H6TX15162","S",11623.47
"C00710848","H4NY04158","S",11550
"C00563254","S6PA00217","S",11519.75
"C00030718","H2OR01133","S",11485
"C90021841","S6OH00163","S",11479
"C00488486","P00009423","S",11478.45
"C00348540","P00009423","S",11474.58
"C00877027","P80001571","O",11412.5
"C00877027","P80000722","S",11412.5
"C00817122","H4ND00053","S",11363.64
"C00678839","P80000722","S",11330
"C00831404","H8CO06229","S",11319.08
"C00826800","H4AZ01228","S",11309.75
"C00826800","H4AZ03109","S",11309.75
"C00053553","H2PA04135","S",11306.39
"C00662221","H4MO03221","S",11301.17
"C00866673","H4AL02220","S",11286.84
"C90022807","P80001571","O",11243
"C00684969","S4MD00327","S",11200.74
"C00817122","H4VA07200","S",11200
"C00865352","H4WI03169","S",11168
"C00825885","H4NY18117","S",11116
"C00799502","P80000722","S",11094.12
"C00758003","S2VA00142","S",11074.23
"C90022120","H6NY03247","S",11000
"C00684969","S2NC00497","S",10948
"C00756791","S6PA00217","S",10947.83
"C00552851","H4VA07200","S",10833.49
"C00834630","S2OH00386","S",10797.8
"C90011156","S4AZ00220","O",10795.72
"C00864017","S4NV00304","S",10750
"C00528901","S4UT00282","O",10732.47
"C00826263","H2AZ02360","S",10723.25
"C00739565","P00009423","O",10677
"C00884023","P00009423","S",10564.63
"C00662221","H2AK01158","O",10503.65
"C00589507","S8FL00273","O",10500
"C00684969","S0AZ00350","S",10492
"C00053553","H4CO03357","S",10428.84
"C00773788","S0IA00028","S",10344.3
"C00563254","P00009423","S",10282.25
"C00824821","S4IA00129","S",10220.37
"C00684969","S6NV00200","S",10151.4
"C00632398","S4AZ00139","S",10141
"C00774463","P00009423","S",10105.03
"C00509893","S2NE00094","S",10036.32
"C00486845","H2NM02191","S",10019.82
"C00839977","H2AZ02360","S",10000.84
"C00717728","H0CA48198","O",10000
"C00872200","H0VA05160","O",10000
"C00738674","H6LA04138","O",10000
"C00738674","P40010977","O",10000
"C00161786","P80001571","O",10000
"C00743682","P80001571","O",10000
"C00738674","S0AL00230","O",10000
"C00004036","S4AZ00220","O",10000
"C00657866","H0FL19205","S",10000
"C00657866","H0IN05326","S",10000
"C00523241","H2NY04277","S",10000
"C00523241","H2NY19127","S",10000
"C00792028","H2NY19127","S",10000
"C00486845","H2OH13264","S",10000
"C00657866","H2WY00166","S",10000
"C00824607","H4AL02113","S",10000
"C00798009","H4KS03212","S",10000
"C90016577","H4NJ07107","S",10000
"C00817122","H4WA05192","S",10000
"C00657866","H8TX21307","S",10000
"C00880518","P80001571","S",10000
"C00832550","S4NV00312","S",10000
"C00606962","S6OH00163","S",10000
"C00798009","S6WY00068","S",10000
"C90018227","H4WA06109","S",9994.43
"C00634774","S2NV00308","S",9993.48
"C00528554","S2NV00308","S",9954.3
"C00878728","H0CO03165","O",9904.8
"C00839407","H2MI10077","S",9846.98
"C00825885","H2NY22212","S",9844
"C90009994","H0IA04145","S",9820
"C90022286","H4UT03278","S",9792.42
"C00738815","P00009423","S",9783.95
"C00772194","H4OH02172","S",9598.55
"C00684969","H4NY03283","O",9530
"C00520122","H4WV02080","S",9528.34
"C00525824","H2CA37023","S",9517.78
"C00613489","S8MO00160","S",9461
"C00728386","S8FL00273","S",9416.21
"C00628115","H4MO03221","S",9392
"C00831404","H6CA24303","S",9381.47
"C00684969","S0GA00559","S",9334
"C90020322","P00009423","S",9275
"C90019357","H8NY22177","S",9199.91
"C00685693","H4VA02060","S",9185.99
"C00815381","H4VA05071","O",9174.61
"C00717710","H4NJ03197","S",9162.73
"C00509893","S6NE00129","S",9036.32
"C90022138","H0TX35015","S",9035.55
"C90022138","H4TX12065","S",9028.15
"C00162339","H4OH13153","S",9012.36
"C00866517","H4CO08034","S",9000
"C00025254","P00009423","S",9000
"C00828608","S2PA00661","S",9000
"C90021890","S4MI00470","S",9000
"C00882936","S4MO00284","S",9000
"C90022583","P00009423","S",8801.96
"C00687103","H4NH02373","S",8800
"C00825885","H4PA08124","S",8757.34
"C00833566","S4MT00183","S",8729
"C00341396","S2WI00219","S",8722.28
"C00809467","H0CA48024","S",8717.44
"C00053553","H2AZ02360","S",8665.37
"C00825885","H2MI07123","S",8624
"C00825885","H4ME02291","S",8624
"C00891135","H4OR05353","S",8593.55
"C00161786","H2CO08020","S",8500
"C00587022","H4AZ06045","O",8450
"C90011974","P00009423","S",8390.24
"C90015140","H0NJ07261","O",8300
"C90015140","H0NY02200","O",8300
"C90015140","H2NY17162","O",8300
"C90015140","H2NY19127","O",8300
"C90015140","H2NY22212","O",8300
"C00300921","H2MI10150","S",8234.85
"C00738815","H4WI07129","S",8213.21
"C00880682","H4CA45170","S",8200
"C00760801","H4NJ07149","O",8165.66
"C00738815","S2WI00219","S",8150.28
"C00489815","S4MD00327","S",8065.81
"C00634774","S4MT00183","S",8024.44
"C00737411","H2OR05209","S",8016.94
"C00833566","H4UT02296","O",8000
"C00488494","S2WI00219","O",8000
"C00606962","H0NY17174","S",8000
"C00544387","H4TX12057","S",8000
"C00053553","H2OR05209","S",7994.52
"C00819631","S2TX00312","O",7973.64
"C90018367","S4MI00470","S",7910.36
"C90017492","H4NJ07107","S",7909.36
"C00787671","H2CA00120","S",7895.52
"C00025254","H4MN01179","S",7850
"C00432260","S4AZ00220","S",7837.56
"C00432260","S4WI00256","S",7837.56
"C90022146","P80000722","O",7832.99
"C00568931","P00009423","S",7743
"C00053553","H0WI03175","S",7721
"C00821611","S4TX00755","S",7674.99
"C00797084","H4RI01323","S",7600
"C00688655","H4CA27111","S",7504.83
"C00678839","H4AZ06045","O",7500
"C00748582","P80001571","O",7500
"C00756056","P00009423","S",7500
"C00053553","H0MI08141","S",7480.12
"C90023037","H6NV04020","S",7463.01
"C90023037","S8NV00156","S",7463.01
"C00350991","P90000423","S",7403.5
"C00739755","H4CA22120","O",7350
"C00300731","H8CA39174","S",7312.5
"C00053553","H2NY19127","S",7295.36
"C00489799","H8NY22177","S",7244.43
"C00550970","H4MD06340","O",7223.39
"C00004036","H2MI10176","S",7186.75
"C00004036","S4MI00470","S",7186.75
"C00865352","H4PA08124","S",7073.65
"C00856559","H4AR03073","S",7062.25
"C00004036","H4AZ01194","S",7022.98
"C00799916","H4OR03150","S",7000
"C00879601","H0TX35015","O",6949.44
"C00489799","H2NY04277","O",6863
"C00863704","P80001571","O",6845
"C00432260","H0SC01394","S",6837.51
"C00432260","H0VA05160","S",6837.51
"C00825885","H0NY02200","S",6837.33
"C00053553","H4MT01041","S",6789.03
"C00831404","H8NJ11142","S",6748
"C00053553","H2WA03100","S",6710.26
"C90021890","S2WI00219","S",6710
"C00825885","H2VA02064","S",6705.33
"C00782847","H4WI08093","S",6620.8
"C00825885","H8NM02156","S",6600
"C00825885","S4WI00256","S",6600
"C00804823","S2PA00661","O",6582.19
"C00853119","H4CA47119","S",6500
"C00817668","H4MS04163","S",6500
"C00004036","H6NV03139","O",6420
"C00004036","P00009423","O",6420
"C00570416","H2FL04203","S",6400
"C90019357","H2AZ02311","S",6382.05
"C00053553","H4NV04116","S",6302.64
"C00053553","H2IA03119","S",6289.88
"C00772848","H4TX32055","O",6270.36
"C00742635","H6CO05142","O",6240
"C00825851","P40011793","O",6200
"C90020660","P00009423","S",6192.01
"C00865352","H6NV04020","S",6189
"C00742130","P00009423","O",6000
"C00299396","H4WI01197","S",6000
"C90011156","H4NY01204","S",5960.56
"C00889873","H4CA49149","S",5952.96
"C90017898","S4AZ00220","O",5897.37
"C00733352","H2OK04055","S",5872
"C90021932","P00009423","S",5863.79
"C00053553","H8WI01156","S",5851.61
"C00432260","H2TN05446","S",5795.74
"C00831404","H2TX08182","S",5790
"C00865352","H2NC02287","S",5784
"C00742635","S6OH00163","O",5750
"C00432260","H0FL13158","S",5677.71
"C00678839","H2AZ02360","O",5659.25
"C00787945","H2NY10092","S",5650
"C00540203","H4UT02296","S",5626.5
"C00678839","S6MT00162","S",5600
"C00053553","H8PA13125","S",5557.9
"C00053553","H4AZ06045","S",5540.39
"C00053553","H8PA05071","S",5539.32
"C90011156","H8CT05245","S",5538.85
"C00710848","H4NY01204","S",5500
"C00833566","H4UT03260","S",5497.5
"C00611202","H4OH01109","S",5495.25
"C00611202","S4OH00192","S",5495
"C00831404","H2GA02031","S",5486.92
"C00053553","H8PA10147","S",5481.8
"C00053553","H2MI10150","S",5479.59
"C90022831","H4CA12154","S",5450
"C90022831","P00009423","S",5450
"C00606962","S4MD00327","S",5436.86
"C00053553","H2VA07170","S",5423.85
"C00766659","H2CO03351","S",5419.91
"C00869305","H4CA45170","S",5399.69
"C00678839","H6NY03247","S",5394.6
"C00053553","S6NE00129","S",5383.61
"C00053553","H4IL17101","S",5355.22
"C00742635","H2TN05446","S",5323.5
"C90022559","H2NY04277","O",5318.43
"C00736140","H4GA03126","O",5300
"C00678839","S4TX00722","S",5276.84
"C00742635","S6MT00162","O",5250
"C00882779","H6MN02131","O",5247.46
"C00053553","H2NY22212","S",5237.47
"C00662221","H4TN05137","S",5193
"C00678839","S4NJ00466","S",5168.54
"C00690776","P00009423","S",5158
"C00528901","S4UT00241","S",5146.39
"C00053553","H2CA37023","S",5124.7
"C00787945","S4CA00555","S",5080
"C00733915","H4MI08218","S",5055
"C00053553","H6NE02125","S",5023.58
"C00504530","H2NC02287","O",5000
"C00799528","H4ND00053","O",5000
"C00878264","H8CT05245","O",5000
"C00332296","P00009423","O",5000
"C00754218","P00009423","O",5000
"C00772244","S4MD00483","O",5000
"C00811166","S8NV00156","O",5000
"C00832626","H0FL13158","S",5000
"C00756056","H2AK01158","S",5000
"C00695981","H2MI07123","S",5000
"C00695981","H4NC13116","S",5000
"C00695981","H4OH09169","S",5000
"C00877233","H4UT02296","S",5000
"C00832626","H8NM02156","S",5000
"C00872226","H8OH02058","S",5000
"C00798009","H8PA13125","S",5000
"C00756056","H8WI00018","S",5000
"C00877027","P00009423","S",5000
"C00332296","P80001571","S",5000
"C00756056","S4MI00470","S",5000
"C00756056","S6MT00162","S",5000
"C00756056","S6OH00163","S",5000
"C00738674","S4TX00722","S",4902.08
"C00006486","P00009423","O",4900.46
"C00432260","H2AZ01354","S",4899.42
"C00761064","H2PA18200","S",4880.19
"C00787945","S2TX00312","O",4875
"C00053553","H4WA04104","S",4830.28
"C00742635","S2WI00219","O",4750
"C00685693","S4MD00483","S",4750
"C00865352","H0TX35015","S",4724
"C00891549","P80001571","S",4700
"C00858852","S2TX00312","O",4674.57
"C00053553","H8PA18199","S",4658.86
"C00053553","H2VA02064","S",4638.88
"C00053553","H2OK04055","S",4602.59
"C00053553","H2CA03157","S",4579.16
"C00876391","H2AZ09043","O",4571.24
"C90011156","H8KS03155","S",4568.53
"C00856435","H4VA07226","S",4500
"C00696112","S8MO00160","S",4500
"C00787945","H6OH04082","O",4475
"C00865352","H4CA16197","S",4427
"C00540898","H2PA04135","S",4413.11
"C00754242","S4TX00722","S",4407.19
"C00865352","H8IA02043","S",4403.7
"C90018045","S4AZ00139","S",4398.41
"C90017898","S4MT00183","O",4387.22
"C00509893","H0WI03175","S",4379.09
"C00489799","P40010977","O",4325.36
"C00489799","P40013039","O",4325.36
"C00074450","P00009423","O",4263.76
"C00710848","S4MD00327","S",4250
"C00004036","S2VA00142","S",4241.44
"C00489799","H2OH09031","S",4237.73
"C00489799","P40012155","O",4224.63
"C00489799","P40013435","O",4224.63
"C00632398","S8NV00156","S",4200
"C00865352","H2OR05209","S",4151.75
"C00738674","H2PA01099","S",4151.47
"C00162818","P80000722","S",4147.9
"C90018904","P80001571","",4146.37
"C00509893","H0WI05113","S",4142.54
"C00509893","H0WI07101","S",4142.54
"C00509893","H4WI06048","S",4142.54
"C00509893","H4WI08119","S",4142.54
"C00509893","H8WI01156","S",4142.54
"C00448696","S2OH00436","S",4138.82
"C00856559","H0AR03055","O",4121.53
"C00678839","H0CA25105","O",4120
"C00865352","H2NY17162","S",4118.75
"C90018904","S6MT00162","O",4068.27
"C90018904","S6OH00163","O",4068.17
"C00346239","P80000722","O",4060.47
"C00053553","S4WV00332","S",4060.46
"C00053553","H0PA03271","S",4019.8
"C00865352","H2WA03217","S",4009
"C00678839","P80001571","O",4000
"C90012071","P80001571","O",4000
"C00684258","H4AZ03117","S",4000
"C00606962","H4NY22085","S",4000
"C00212787","P00009423","S",3991.74
"C00212787","S2HI00106","S",3991.72
"C00074450","H8WI01156","S",3985.71
"C00761064","H2PA01099","S",3981.78
"C90018367","S8NV00156","S",3981.74
"C00162818","S6PA00217","S",3974.45
"C00864926","H4SC01313","O",3972.38
"C00556274","S6OH00163","S",3921.11
"C90020116","S6PA00217","S",3914.59
"C00489815","H4MD06340","S",3910.33
"C00865352","H2MI10150","S",3902.05
"C00299396","H4NJ02207","S",3900
"C00687103","P80003269","O",3899.23
"C00687103","P80002420","O",3899.22
"C00004036","H2NV04011","O",3878.22
"C00053553","S4TX00722","O",3876.61
"C00816173","H4TN07133","S",3876.5
"C00816173","S4TN00526","S",3876.5
"C00687103","H2CO03351","O",3875
"C00053553","H6PA16320","S",3865.74
"C90023037","H8PA15229","S",3862.89
"C90023037","S6PA00217","S",3862.89
"C00448696","S4UT00217","S",3861.6
"C00873679","S8WA00194","S",3858.28
"C00826263","P80001571","S",3842.56
"C00053553","H0CA25105","S",3787.8
"C90017955","P80001571","O",3782.5
"C90019720","P80001571","S",3761.81
"C90017492","H8NY22177","S",3751.77
"C00688655","S4MI00470","S",3749.5
"C90018904","P80000722","",3729.06
"C00053553","H4MT02098","S",3656.86
"C00489815","H6MD08457","S",3641.39
"C00003590","H0IN01150","S",3640
"C00606962","H8MN05239","S",3627
"C00432260","S2NV00308","S",3625.73
"C00432260","S4MT00183","S",3625.73
"C00489799","S2PA00638","O",3593.8
"C00738674","H8PA15229","S",3571.32
"C00536540","H4TX26149","S",3552.18
"C00489799","H2OH01194","S",3531.43
"C00489799","H2OH13264","S",3531.43
"C00753277","S2FL00631","S",3520
"C00825885","H0WA03187","S",3500
"C00873539","H4CA11164","S",3500
"C90022229","H4ND00061","S",3420.2
"C00739565","H8NY15148","O",3408.22
"C00688655","S6PA00217","S",3390.92
"C00074450","S2WI00219","O",3383.92
"C90022559","H6NY03247","S",3373.94
"C00738674","S2WI00219","S",3371.45
"C00611202","H4OH06181","S",3339.3
"C00606962","S2WI00219","S",3319.57
"C00825885","S2NE00094","S",3300
"C00753558","S2TX00312","O",3299.53
"C00509893","H2NE01118","S",3286.32
"C00509893","H6NE02125","S",3286.32
"C00509893","H6NE03115","S",3286.32
"C90017492","H4NY22085","S",3283.31
"C00685693","H8VA07094","S",3265.64
"C00611202","H4OH02180","S",3264.83
"C90017492","H6NY03247","S",3226.86
"C00865352","H6NE02125","S",3224
"C00489815","H2MD04315","S",3215.5
"C90020322","H4OH15075","S",3214.72
"C00724203","H0MI03316","S",3207.2
"C00724203","H4MI04159","S",3207.2
"C00724203","H4MI07210","S",3207.2
"C00724203","H4MI08218","S",3207.2
"C00724203","H8MI11254","S",3207.2
"C00724203","H8MI13250","S",3207.2
"C00606962","S2WI00268","O",3169.57
"C00053553","H8CA39240","S",3160.57
"C00738039","S0GA00559","S",3159.97
"C00747097","S2OH00402","O",3125
"C00747097","P80001571","S",3125
"C00800995","S2WI00219","S",3108
"C00800995","S4AZ00139","S",3108
"C00800995","S4MI00470","S",3108
"C00800995","S6PA00217","S",3107.99
"C00053553","H2CA13131","S",3106.94
"C00668517","P00009423","O",3032
"C00865352","H2CA20094","S",3023.65
"C00869305","H4CA45121","S",3021.7
"C90023094","P00009423","S",3020.85
"C00504530","H2AZ02360","S",3000
"C00710848","H4VA04066","S",3000
"C00864421","H8MN05239","S",3000
"C90015256","P00009423","S",3000
"C00835041","H4CA27111","S",2992
"C00710848","H8TX07140","S",2990
"C00742635","H2KY04121","S",2948
"C90019357","H2MT02092","S",2927.16
"C00866780","P00009423","",2900
"C00866780","H2PA18200","S",2900
"C90022559","H2NY17162","O",2894.98
"C90018391","H2VA07170","S",2892.12
"C00688655","H4NY04158","S",2886.46
"C00758003","H4VA02060","S",2883.33
"C00839407","H2OR06066","S",2875.85
"C00710848","H2OH11169","S",2865
"C00754242","S6PA00217","S",2864.56
"C00825885","H0WI03175","S",2860
"C00865352","H2NY19127","S",2832.95
"C90023037","H2AZ02311","S",2828.32
"C90023037","S4AZ00139","S",2828.32
"C90021890","S8NV00156","S",2825.58
"C90018227","H0FL13158","S",2825.5
"C00875674","H2PA07096","O",2819.09
"C00710848","H2IL13153","S",2800
"C00710848","H4RI01265","S",2800
"C00804856","P40010977","S",2794.12
"C00742635","H4PA10104","O",2789.5
"C00742635","H2PA04135","S",2789.5
"C00495861","P40011082","O",2789.29
"C00495861","P40013435","O",2789.29
"C00495861","P40013518","O",2789.29
"C00495861","P40010977","O",2789.26
"C90017898","S4AZ00139","S",2785.14
"C90017492","H2NC07096","O",2761
"C00787945","H4MD03263","S",2750
"C00787945","S4TX00722","S",2750
"C00508440","S4AZ00139","S",2694.42
"C00003590","S6OH00163","S",2684.5
"C00495861","P60008521","O",2664.29
"C00742635","H4TN05137","O",2662
"C00742635","H4TN05145","O",2661.5
"C00835041","H2CA42205","S",2652
"C00754242","H6NY03247","S",2649.03
"C00562777","H2PA17079","S",2625
"C00562777","H8PA15229","S",2625
"C00654764","H6TX02079","S",2619.5
"C00654764","P80001571","S",2619.49
"C00654764","S2TX00312","S",2619.49
"C00495861","P40012155","O",2619.29
"C90023003","P00009423","S",2614.14
"C00754242","S4FL00611","S",2613.47
"C90018904","S4AZ00220","S",2604.41
"C00720029","H2MI10176","S",2565.2
"C90023045","H4CA27111","S",2546.17
"C00860312","P80001571","S",2544.5
"C90017492","H2MN08152","S",2535.5
"C00825737","P80001571","O",2528.72
"C00754242","H2CA13115","S",2520.17
"C00001016","S6OH00163","S",2519.11
"C00550970","H4TX32055","O",2508.15
"C00193441","H2IL02172","S",2506.78
"C90022500","H4NJ07107","",2500
"C00742635","S4MI00470","O",2500
"C00774463","H4AL02170","S",2500
"C00570416","H4MS04163","S",2500
"C00710848","H4NJ01084","S",2500
"C00710848","H4PA13199","S",2500
"C00710848","H8PA06087","S",2500
"C90022427","P80001571","S",2500
"C00843714","S2TX00312","S",2500
"C00787945","S4FL00611","S",2500
"C00835041","S4NJ00466","S",2500
"C00053553","H6CA48245","S",2490.91
"C00053553","H0CA48198","S",2488.87
"C00053553","H6MI01226","S",2488.68
"C00053553","H4WV02205","S",2424.2
"C00809970","H2OR05209","S",2400
"C00753277","S6PA00274","S",2400
"C00685693","S0GA00559","S",2398.76
"C00489799","S6PA00274","S",2395.86
"C00865352","H6TX15162","S",2375
"C00742635","P00009423","O",2350
"C90017492","H4KY01081","S",2340
"C90021890","S4AZ00139","S",2326.29
"C90022427","P80001571","O",2325
"C00826263","H6NE02125","S",2323.8
"C00341396","H4OR05304","S",2309.87
"C00509893","H2OH03067","S",2308.02
"C00509893","H2OH14064","S",2308.02
"C00509893","H2OH15228","S",2308.02
"C00509893","H2OH16051","S",2308.02
"C00509893","H4OH01109","S",2308.02
"C00509893","H4OH02248","S",2308.02
"C00509893","H4OH06165","S",2308.02
"C00509893","H4OH09169","S",2308.02
"C00509893","H4OH13153","S",2308.02
"C00509893","H6OH04082","S",2308.02
"C00509893","H6OH08315","S",2308.02
"C00509893","H8OH05036","S",2308.02
"C00509893","H8OH12180","S",2308.02
"C00053553","H4AL02220","S",2303.61
"C90022294","H8MO01143","O",2300
"C90022559","H8NY22177","S",2269.15
"C00754242","S4MI00470","S",2264.38
"C90016973","H4CA30131","O",2259.06
"C90016973","H4CA30164","O",2259.06
"C90016973","H4CA30180","O",2259.06
"C90016973","H4CA30149","S",2259.06
"C90016973","H4CA30198","S",2259.06
"C90016973","H4CA30263","S",2259.06
"C00743377","H8PA15195","S",2250
"C90020124","P00009423","S",2250
"C00684969","S4TX00722","S",2250
"C00002089","P00009423","S",2249.75
"C90017492","H6PA08277","O",2200
"C90017492","H2PA01099","S",2200
"C00869305","H4CA47085","S",2199.36
"C00053553","H0WI07101","S",2176.67
"C00688655","P80001571","O",2157.82
"C90017492","H4NY04158","S",2147.52
"C00053553","H2CA20094","S",2147.47
"C00053553","S8NV00156","O",2143.85
"C00489815","H2MD05155","S",2140.65
"C00710848","H2MD04315","S",2125
"C00710848","H4MD02232","S",2125
"C00710848","H4MD03156","S",2125
"C00212787","H8HI01234","S",2101.04
"C90023037","P00009423","",2099.07
"C90011974","H2WI03130","S",2085.19
"C90022948","P80001571","O",2070
"C00053553","H8TX21307","S",2055.94
"C00299396","H2PA17103","S",2050
"C00525824","P80001571","S",2050
"C00053553","H4MI04126","S",2047.94
"C00053553","H0MI10287","S",2045.23
"C90018771","P80001571","O",2031.69
"C00865352","H8ME02185","S",2012
"C00003632","P80001571","O",2010
"C00828921","S2TX00312","O",2000
"C00742635","S4AZ00139","O",2000
"C00742635","S8NV00156","O",2000
"C00606962","H2CA08214","S",2000
"C00606962","H2CA13115","S",2000
"C00756056","H2CO08020","S",2000
"C00756056","H2NM02191","S",2000
"C00756056","H2OH09031","S",2000
"C00786517","H2OH09189","S",2000
"C00756056","H2OH13264","S",2000
"C00696112","H4NY03283","S",2000
"C00606962","H4OR03150","S",2000
"C00606962","H4OR03168","S",2000
"C00161786","P00009423","S",2000
"C00734616","P00009423","S",2000
"C00587022","P80001571","S",2000
"C00678839","S4NE00207","S",2000
"C00787945","S8NV00156","S",2000
"C00753558","S4TX00722","S",1974.96
"C00710848","H4TX32089","S",1950
"C00053553","H2NV02395","S",1949.51
"C00509521","P00009423","S",1940
"C00710848","H8MI11254","S",1899
"C00754242","S6OH00163","S",1897.02
"C90022914","P80001571","O",1879.55
"C00495861","P40011850","O",1875
"C00495861","P40013039","O",1875
"C00053553","H4MI07103","S",1868.68
"C00053553","H6OH04082","S",1832.53
"C00282459","H4ND00061","S",1819
"C00053553","H2TX01112","S",1813.44
"C00754242","S4MD00327","S",1810.26
"C00678839","S4AZ00139","S",1808.23
"C00053553","H8OH05036","S",1805.27
"C00525824","H2OK04055","S",1790
"C00678839","H6PA08277","O",1789.52
"C90021668","P80000722","",1789
"C00053553","H8OH12180","S",1774.48
"C00738674","S6OH00163","S",1766
"C00756056","H4NJ07107","S",1750
"C00756056","H4VA02060","S",1750
"C90018227","H6NE02125","S",1739.3
"C00879601","H4TX23120","S",1736.16
"C00053553","H4OH02248","S",1732.44
"C00053553","H0WI05113","S",1729.23
"C00053553","H4OH06165","S",1723.14
"C00489799","H2PA17103","S",1719.03
"C00260331","H0NJ09200","S",1670.36
"C00260331","H4NJ05150","S",1670.36
"C00260331","H4NJ10135","S",1670.36
"C00260331","H8NJ04014","S",1670.36
"C00260331","P80001571","S",1670.36
"C00341396","P40011793","O",1666.5
"C00341396","P40013708","O",1666.5
"C00688655","H2CA42205","S",1664.72
"C00687103","P80004118","O",1664.42
"C00687103","P80004967","O",1664.41
"C00754242","H2CA21233","S",1664.4
"C00556274","S6PA00217","S",1662.96
"C00685693","S6PA00274","S",1661.9
"C00489815","H4MD03156","S",1646.71
"C90019902","H2NC06114","S",1638.44
"C00053553","H8WV03097","S",1636.24
"C00053553","H4WI06048","S",1631.38
"C00710848","H4AZ01194","S",1608
"C00710848","H4AZ07043","S",1608
"C00710848","H8AZ09040","S",1608
"C00053553","H2TX14149","S",1585.76
"C00341396","S6PA00217","S",1569
"C00754242","S2WI00219","S",1567.77
"C00053553","H0TX13228","S",1561.1
"C00053553","H6OH08315","S",1559.08
"C90018904","H2NV04011","O",1552.11
"C90018904","H6NV04020","O",1552.11
"C90018904","H8ME02185","O",1552.11
"C00053553","H2OH16051","S",1548.04
"C00341396","H8CT05245","S",1540.23
