script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-17	disk	derived/alternatives.csv	291	sha256:8965b676f7a20a3224f928b0d16958466f17787e0226f0370d2c932b6e83b920	4	2026-08-13
build-data.R	2026-08-17	disk	derived/anachronism.csv	249	sha256:ff8aedad19e8e8741f630034cbb1d45de8cc8510f319eba27f71eab69de80c5c	1	2026-08-13
build-data.R	2026-08-17	disk	derived/categories.csv	449	sha256:bef949329d0f633e5fc147209be879a87d6d00a44453cfc6fd7a944bb31a1636	4	2026-08-13
build-data.R	2026-08-17	disk	derived/cb_by_state.csv	348	sha256:8610c6b6c5f5e0b7e8417373ba8c53e562b6b24d4bace33144803e8df597966f	44	2026-08-13
build-data.R	2026-08-17	disk	derived/counties.csv	565925	sha256:81c3b32f53c1e6415642ae2c34e020ec9a02238d3efe328b2a36c1d87f7c9ec7	3121	2026-08-13
build-data.R	2026-08-17	disk	derived/facts.csv	1313	sha256:58588b6780870d8c497e9b43c41b0f2a5304fe45122d0dacc9daa348b3fb6323	61	2026-08-13
build-data.R	2026-08-17	disk	derived/gap.csv	472	sha256:78aab5df1a517e11907189251b463ff19d557ac88211e49f7345148f3c6146dd	5	2026-08-13
build-data.R	2026-08-17	disk	derived/inventory_check.csv	469	sha256:2ef53beeb3f6b97f1eafc81353d376a27d970d5b0bb896dfad7e33b9e0985b3f	5	2026-08-13
build-data.R	2026-08-17	disk	derived/missing.csv	52	sha256:6b6750acaaf6eeeebef083ed480e6c721db4baee61e80b5e26f2ddc5ad32cf11	5	2026-08-13
build-data.R	2026-08-17	disk	derived/published_2020.csv	212	sha256:7ca0e4f4182925b94ee96ce6df703905952f45b33f9b3dac6fc6b32ebddf8563	4	2026-08-13
build-data.R	2026-08-17	disk	derived/stores.csv	107224	sha256:302442a19cd45330fdfa799a57787995833d454a5cfde0440c0fd48b22d59e67	1179	2026-08-13
build-data.R	2026-08-17	disk	raw/cracker_barrel_osm.json	405035	sha256:6c846b8f128e3747618ec309962ea9988e1d8c17f711c06f3a85553937235d40	18458	2026-08-13
build-data.R	2026-08-17	disk	raw/whole_foods_osm.json	462286	sha256:dc90332b0b8ef92785bc18b9240b5e772c9117a59bb472701a4747f181780219	19275	2026-08-13
