"from_2020","to_2024","weight","pop"
"APPLING|1B","APPLING|1B",1,1856
"FULTON|JC13B","FULTON|JC13B",1,355
"FULTON|JC14","FULTON|JC14",1,3703
"FULTON|JC15","FULTON|JC15",1,1457
"FULTON|JC16","FULTON|JC16",1,3645
"FULTON|JC18","FULTON|JC18",1,3428
"FULTON|JC19","FULTON|JC19A",0.668148,3608
"FULTON|JC19","FULTON|JC19",0.331852,1792
"FULTON|ML01A","FULTON|ML01A",1,3818
"FULTON|ML01B","FULTON|ML01B",0.810114,785
"FULTON|ML01B","FULTON|ML01C",0.189886,184
"FULTON|ML02A","FULTON|ML02A",1,3624
"FULTON|ML02B","FULTON|ML02B",1,2451
"FULTON|ML03","FULTON|ML03",1,4328
"FULTON|ML03A","FULTON|ML03A",1,686
"FULTON|ML04","FULTON|ML04",1,4397
"FULTON|ML05","FULTON|ML05",1,6704
"FULTON|ML06A","FULTON|ML06A",1,5979
"FULTON|ML06B","FULTON|ML06B",1,4915
"FULTON|ML07A","FULTON|ML07A",1,1026
"FULTON|ML07B","FULTON|ML07B",1,2342
"FULTON|MP01","FULTON|MP01",1,571
"FULTON|PA01","FULTON|PA01",0.997567,4510
"FULTON|PA01","FULTON|SC07A",0.002433,11
"FULTON|RW01","FULTON|RW01",1,6053
"FULTON|RW02","FULTON|RW02",1,5484
"FULTON|RW03","FULTON|RW03C",0.461946,3399
"FULTON|RW03","FULTON|RW03B",0.362463,2667
"FULTON|RW03","FULTON|RW03",0.129247,951
"FULTON|RW03","FULTON|RW03A",0.046344,341
"FULTON|RW04","FULTON|RW04",1,2120
"FULTON|RW05","FULTON|RW05",0.57835,3259
"FULTON|RW05","FULTON|RW05A",0.42165,2376
"FULTON|RW06","FULTON|RW06",1,3869
"FULTON|RW07A","FULTON|RW07A",1,3730
"FULTON|RW07B","FULTON|RW07B",1,1940
"FULTON|RW08","FULTON|RW08",1,2951
"FULTON|RW09","FULTON|RW09",1,4750
"FULTON|RW09A","FULTON|RW09A",1,2971
"FULTON|RW10","FULTON|RW10",0.713581,3326
"FULTON|RW10","FULTON|RW10A",0.286419,1335
"FULTON|RW11A","FULTON|RW11A",1,3719
"FULTON|RW12","FULTON|RW12",1,3958
"FULTON|RW12A","FULTON|RW12A",1,4274
"FULTON|RW13","FULTON|RW13",1,5014
"FULTON|RW16","FULTON|RW16",1,2554
"FULTON|RW17","FULTON|RW17",1,4271
"FULTON|RW19","FULTON|RW19",1,2721
"FULTON|RW20","FULTON|RW20",1,3258
"FULTON|RW21","FULTON|RW21A",0.961878,4138
"FULTON|RW21","FULTON|RW21",0.038122,164
"FULTON|RW22A","FULTON|RW22A",1,7186
"FULTON|SC01A","FULTON|SC31",0.93271,499
"FULTON|SC01A","FULTON|SC01A",0.06729,36
"FULTON|SC01B","FULTON|SC01B",0.969903,2707
"FULTON|SC01B","FULTON|SC01D",0.030097,84
"FULTON|SC01C","FULTON|SC01C",1,2683
"FULTON|SC02","FULTON|SC02A",0.510231,773
"FULTON|SC02","FULTON|SC02",0.489769,742
"FULTON|SC04","FULTON|SC04",0.972364,1337
"FULTON|SC04","FULTON|CH02",0.027636,38
"FULTON|SC05A","FULTON|SC05A",0.997996,996
"FULTON|SC05A","NA|NA",0.002004,2
"FULTON|SC05B","FULTON|SC05C",0.567099,2582
"FULTON|SC05B","FULTON|SC05B",0.345926,1575
"FULTON|SC05B","FULTON|SC05H",0.086976,396
"FULTON|SC05D","FULTON|SC05G",0.590547,2299
"FULTON|SC05D","FULTON|SC05D",0.409453,1594
"FULTON|SC05E","FULTON|SC05E",0.877751,718
"FULTON|SC05E","FULTON|SC05J",0.122249,100
"FULTON|SC07A","FULTON|SC07A",1,5306
"FULTON|SC07C","FULTON|SC07C",1,14
"FULTON|SC07D","FULTON|SC07E",0.61856,2233
"FULTON|SC07D","FULTON|SC07D",0.284765,1028
"FULTON|SC07D","FULTON|UC02E",0.049307,178
"FULTON|SC07D","FULTON|SC07F",0.046537,168
"FULTON|SC07D","FULTON|FA01A",0.000831,3
"FULTON|SC08B","FULTON|SC08B",0.739056,3866
"FULTON|SC08B","FULTON|SC08K",0.204932,1072
"FULTON|SC08B","FULTON|SC08I",0.04263,223
"FULTON|SC08B","FULTON|SC08J",0.013382,70
"FULTON|SC08C","FULTON|SC08C",1,130
"FULTON|SC08D","FULTON|SC08D",1,795
"FULTON|SC08E","FULTON|SC08E",1,1062
"FULTON|SC08F","FULTON|SC08F",1,1007
"FULTON|SC08G","FULTON|SC08G",1,43
"FULTON|SC09A","FULTON|SC09A",1,2526
"FULTON|SC09B","FULTON|SC09B",1,2346
"FULTON|SC09C","FULTON|SC09C",1,2134
"FULTON|SC10","FULTON|SC10",1,2273
"FULTON|SC11A","FULTON|SC11A",1,1938
"FULTON|SC11B","FULTON|SC11B",1,1959
"FULTON|SC13","FULTON|SC13",0.706202,2858
"FULTON|SC13","FULTON|SC13A",0.286879,1161
"FULTON|SC13","FULTON|SC13B",0.003706,15
"FULTON|SC13","FULTON|CH02",0.003212,13
"FULTON|SC14A","FULTON|SC14A",0.991453,1392
"FULTON|SC14A","FULTON|11C2",0.008547,12
"FULTON|SC15","FULTON|SC15",1,4659
"FULTON|SC15A","FULTON|SC15A",0.756984,3333
"FULTON|SC15A","FULTON|SC15B",0.243016,1070
"FULTON|SC16A","FULTON|SC16A",0.564047,3395
"FULTON|SC16A","FULTON|SC16B",0.435953,2624
"FULTON|SC17A","FULTON|SC17A",1,87
"FULTON|SC17B","FULTON|SC17B",1,41
"FULTON|SC17C","FULTON|SC17C",0.585138,1000
"FULTON|SC17C","FULTON|CP084",0.240492,411
"FULTON|SC17C","FULTON|SC17D",0.174371,298
"FULTON|SC18A","FULTON|SC18A",1,1181
"FULTON|SC18B","FULTON|SC18B",1,1160
"FULTON|SC18C","FULTON|SC18C",0.780447,1852
"FULTON|SC18C","FULTON|SC18D",0.219553,521
"FULTON|SC19A","FULTON|SC19A",1,259
"FULTON|SC19B","FULTON|SC19B",0.833912,1923
"FULTON|SC19B","FULTON|SC19C",0.156982,362
"FULTON|SC19B","FULTON|SC08J",0.009107,21
"FULTON|SC20","FULTON|SC20",0.93062,3018
"FULTON|SC20","FULTON|SC20A",0.06938,225
"FULTON|SC211","FULTON|SC211",1,2579
"FULTON|SC212","FULTON|SC212",0.980216,6094
"FULTON|SC212","FULTON|FA01C",0.014316,89
"FULTON|SC212","FULTON|FA01B",0.005469,34
"FULTON|SC23A","FULTON|SC23A",1,5066
"FULTON|SC23B","FULTON|SC23B",1,679
"FULTON|SC23C","FULTON|SC23C",0.924076,3274
"FULTON|SC23C","FULTON|SC23D",0.075924,269
"FULTON|SC27","FULTON|SC27",1,2708
"FULTON|SC29A","FULTON|SC29A",0.621396,2306
"FULTON|SC29A","FULTON|SC29C",0.378604,1405
"FULTON|SC30A","FULTON|SC30A",1,187
"FULTON|SC30B","FULTON|SC30B",0.836026,1397
"FULTON|SC30B","FULTON|11C",0.140036,234
"FULTON|SC30B","FULTON|10B",0.023938,40
"FULTON|SS01","FULTON|SS01",0.710443,3803
"FULTON|SS01","FULTON|SS01A",0.289557,1550
"FULTON|SS02A","FULTON|SS02A",1,1635
"FULTON|SS02B","FULTON|SS02B",1,1942
"FULTON|SS03","FULTON|SS03A",0.582173,1254
"FULTON|SS03","FULTON|SS03",0.417827,900
"FULTON|SS04","FULTON|SS04",0.95819,5019
"FULTON|SS04","FULTON|SS04A",0.04181,219
"FULTON|SS05","FULTON|SS05",1,2367
"FULTON|SS06","FULTON|SS06",0.627997,1467
"FULTON|SS06","FULTON|SS06A",0.372003,869
"FULTON|SS07A","FULTON|SS07A",1,1486
"FULTON|SS07B","FULTON|SS07B",1,1280
"FULTON|SS07C","FULTON|SS07C",1,1236
"FULTON|SS08A","FULTON|SS08A",1,2820
"FULTON|SS08B","FULTON|SS08B",1,867
"FULTON|SS08C","FULTON|SS08C",0.575581,594
"FULTON|SS08C","FULTON|SS08E",0.424419,438
"FULTON|SS08D","FULTON|SS08D",0.919944,2643
"FULTON|SS08D","FULTON|SS08F",0.080056,230
"FULTON|SS09A","FULTON|SS09A",1,3643
"FULTON|SS09B","FULTON|SS09B",1,4340
"FULTON|SS11A","FULTON|SS11A",1,6257
"FULTON|SS11B","FULTON|SS11B",1,4286
"FULTON|SS11C","NA|NA",1,1066
"FULTON|SS11D","FULTON|SS11D",1,513
"FULTON|SS12","FULTON|SS12",1,3799
"FULTON|SS13A","FULTON|SS13A",1,3260
"FULTON|SS13B","FULTON|SS13B",1,1667
"FULTON|SS14","FULTON|SS14",1,1865
"FULTON|SS15A","FULTON|SS15C",0.743067,3135
"FULTON|SS15A","FULTON|SS15A",0.256933,1084
"FULTON|SS15B","FULTON|SS15B",1,2515
"FULTON|SS16","FULTON|SS16",1,2499
"FULTON|SS17","FULTON|SS17",1,4731
"FULTON|SS18A","FULTON|SS18A",0.604353,472
"FULTON|SS18A","FULTON|SS18C",0.395647,309
"FULTON|SS18B","FULTON|SS18B",1,260
"FULTON|SS19A","FULTON|SS19A",1,4453
"FULTON|SS19B","FULTON|SS19B",1,2966
"FULTON|SS20","FULTON|SS20",1,4093
"FULTON|SS22","FULTON|SS22",1,3807
"FULTON|SS26","FULTON|SS26",1,6194
"FULTON|SS29A","FULTON|SS29C",0.886034,5380
"FULTON|SS29A","FULTON|SS29A",0.113966,692
"FULTON|SS31","FULTON|SS31",1,2156
"FULTON|UC01A","FULTON|UC01A",0.991476,6165
"FULTON|UC01A","FULTON|SC08B",0.008524,53
"FULTON|UC01B","FULTON|UC01B",1,638
"FULTON|UC01D","FULTON|UC01D",1,25
"FULTON|UC01E","FULTON|UC01E",1,785
"FULTON|UC02A","FULTON|UC02G",0.410765,2442
"FULTON|UC02A","FULTON|UC02E",0.407401,2422
"FULTON|UC02A","FULTON|UC02F",0.179983,1070
"FULTON|UC02A","FULTON|UC02C",0.001177,7
"FULTON|UC02A","FULTON|SC07A",0.000673,4
"FULTON|UC02B","FULTON|UC02B",0.8,32
"FULTON|UC02B","FULTON|SC05J",0.2,8
"FULTON|UC02C","FULTON|UC02D",0.958438,7633
"FULTON|UC02C","FULTON|UC02C",0.041562,331
"FULTON|UC031","FULTON|UC031",1,4391
"FULTON|UC032","FULTON|UC032",1,659
"GILMER|BIG CREEK","GILMER|ROY ROAD",1,2152
"GILMER|BOARDTOWN","GILMER|BOARDTOWN",1,1565
"GILMER|CARTECAY","GILMER|CARTECAY",1,1938
"GILMER|CHERRY LOG","GILMER|CHERRY LOG",0.99912,1135
"GILMER|CHERRY LOG","FANNIN|SUGAR CREEK",0.00088,1
"GILMER|EAST ELLIJAY","GILMER|EAST ELLIJAY",1,2381
"GILMER|ELLIJAY NORTH","GILMER|ELLIJAY NORTH",1,2941
"GILMER|ELLIJAY NORTHEAST","GILMER|ELLIJAY NORTHEAST",1,2415
"GILMER|ELLIJAY SOUTH","GILMER|ELLIJAY SOUTH",1,4712
"GILMER|LEACHES","GILMER|LEACHES",1,4236
"GILMER|MOUNTAINTOWN","GILMER|MOUNTAINTOWN",1,1533
"GILMER|TAILS CREEK","GILMER|TAILS CREEK",1,2869
"GILMER|TOWN CREEK","GILMER|TOWN CREEK",1,1736
"GILMER|YUKON","GILMER|YUKON",1,1740
"GLASCOCK|EDGEHILL","GLASCOCK|EDGEHILL",1,156
"GLASCOCK|GIBSON","GLASCOCK|GIBSON",1,1061
"GLASCOCK|MILL","GLASCOCK|MILL",1,1047
"GLASCOCK|MITCHELL","GLASCOCK|MITCHELL",1,620
"GLYNN|BALLARD","GLYNN|BAL",0.885624,4460
"GLYNN|BALLARD","GLYNN|THE",0.067117,338
"GLYNN|BALLARD","GLYNN|ARCO",0.04726,238
"GLYNN|BLYTHE ISLAND BAPTIST CHURCH","GLYNN|BLY",0.818947,2723
"GLYNN|BLYTHE ISLAND BAPTIST CHURCH","GLYNN|ARCO",0.181053,602
"GLYNN|BROOKMAN","GLYNN|BRK",0.619483,2709
"GLYNN|BROOKMAN","GLYNN|MAR",0.380517,1664
"GLYNN|C B GREER SCHOOL","GLYNN|NGLY",1,4102
"GLYNN|CAREER ACADEMY","GLYNN|CST",0.705778,2773
"GLYNN|CAREER ACADEMY","GLYNN|NGLY",0.203105,798
"GLYNN|CAREER ACADEMY","GLYNN|BAL",0.091117,358
"GLYNN|CHRISTIAN RENEWAL","GLYNN|NSSI",1,4422
"GLYNN|COLLEGE PLACE","GLYNN|CPM",0.996753,4298
"GLYNN|COLLEGE PLACE","GLYNN|THE",0.003247,14
"GLYNN|FIRST BAPTIST","GLYNN|SSSI",0.978897,4685
"GLYNN|FIRST BAPTIST","GLYNN|THE",0.021103,101
"GLYNN|HAMPTON RIVER","GLYNN|CSSI",0.505603,1489
"GLYNN|HAMPTON RIVER","GLYNN|NSSI",0.494397,1456
"GLYNN|HOWARD COFFIN PARK","GLYNN|HCP",1,5022
"GLYNN|JEKYLL ISLAND","GLYNN|JI",1,866
"GLYNN|NORTHSIDE CHURCH","GLYNN|CST",1,4534
"GLYNN|SATILLA MARSHES","GLYNN|MAR",1,3778
"GLYNN|SE BAPTIST BLDG","GLYNN|HLD",1,3022
"GLYNN|SELDEN PARK","GLYNN|ARCO",0.991887,2812
"GLYNN|SELDEN PARK","GLYNN|UPP",0.008113,23
"GLYNN|ST WILLIAM CHURCH","GLYNN|CSSI",1,4929
"GLYNN|STERLING CH. OF GOD","GLYNN|HLD",1,5572
"GLYNN|STERLING ELEMENTARY","GLYNN|COG",0.973187,6279
"GLYNN|STERLING ELEMENTARY","GLYNN|BRK",0.026813,173
"GLYNN|THE CHAPEL","GLYNN|THE",1,4392
"GLYNN|URBANA-PERRY PARKS","GLYNN|UPP",1,5867
"GORDON|CALHOUN CITY","GORDON|CALHOUN CITY",0.976606,15446
"GORDON|CALHOUN CITY","GORDON|GORDON COUNTY",0.016439,260
"GORDON|CALHOUN CITY","GORDON|LILY POND",0.005564,88
"GORDON|CALHOUN CITY","GORDON|RESACA",0.001391,22
"GORDON|FAIRMOUNT","GORDON|FAIRMOUNT",1,2806
"GORDON|GORDON COUNTY","GORDON|GORDON COUNTY",0.85218,9714
"GORDON|GORDON COUNTY","GORDON|CALHOUN CITY",0.120098,1369
"GORDON|GORDON COUNTY","GORDON|RESACA",0.027722,316
"GORDON|LILY POND","GORDON|LILY POND",0.950056,2549
"GORDON|LILY POND","GORDON|CALHOUN CITY",0.049944,134
"GORDON|OAKMAN","GORDON|OAKMAN",1,2098
"GORDON|OOSTANAULA","GORDON|OOSTANAULA",1,888
"GORDON|PINE CHAPEL","GORDON|PINE CHAPEL",1,1708
"GORDON|PLAINVILLE","GORDON|PLAINVILLE",1,3167
"GORDON|RED BUD","GORDON|RED BUD",1,4292
"GORDON|RESACA","GORDON|RESACA",0.997445,2342
"GORDON|RESACA","GORDON|GORDON COUNTY",0.002555,6
"GORDON|SONORAVILLE","GORDON|SONORAVILLE",1,8097
"GORDON|SUGAR VALLEY","GORDON|SUGAR VALLEY",1,2242
"GRADY|BLOWING CAVE","GRADY|BLOWING CAVE",1,1492
"GRADY|CAIRO 4TH DISTR","GRADY|CAIRO 4TH DISTR",1,4082
"GRADY|CAIRO 5TH DISTR","GRADY|CAIRO 5TH DISTR",0.998945,5679
"GRADY|CAIRO 5TH DISTR","GRADY|MIDWAY",0.001055,6
"GRADY|DUNCANVILLE","GRADY|DUNCANVILLE",1,732
"GRADY|HIGDON","GRADY|HIGDON",1,1335
"GRADY|LIMESINK","GRADY|LIMESINK",1,499
"GRADY|MIDWAY","GRADY|MIDWAY",1,2310
"GRADY|PINE PARK","GRADY|PINE PARK",1,1673
"GRADY|RAGAN","GRADY|RAGAN",1,866
"GRADY|SPENCE","GRADY|SPENCE",1,1290
"GRADY|SPRING HILL","GRADY|SPRING HILL",1,796
"GRADY|WHIGHAM","GRADY|WHIGHAM",1,1837
"GRADY|WOODLAND","GRADY|WOODLAND",1,3639
"GREENE|GREENSBORO","GREENE|GREENSBORO",1,6440
"GREENE|OLD SALEM","GREENE|OLD SALEM",1,7728
"GREENE|SILOAM","GREENE|SILOAM",1,1343
"GREENE|UNION POINT","GREENE|UNION POINT",1,2910
"GREENE|WHITE PLAINS","GREENE|WHITE PLAINS",1,494
"GWINNETT|BAYCREEK A","GWINNETT|BAYCREEK A",1,3585
"GWINNETT|BAYCREEK B","GWINNETT|BAYCREEK B",1,8447
"GWINNETT|BAYCREEK C","GWINNETT|BAYCREEK C",1,9302
"GWINNETT|BAYCREEK D","GWINNETT|BAYCREEK D",1,6326
"GWINNETT|BAYCREEK E","GWINNETT|BAYCREEK E",1,5183
"GWINNETT|BAYCREEK F","GWINNETT|BAYCREEK F",1,6933
"GWINNETT|BAYCREEK G","GWINNETT|BAYCREEK G",1,9465
"GWINNETT|BAYCREEK H","GWINNETT|BAYCREEK H",1,9916
"GWINNETT|BAYCREEK I","GWINNETT|BAYCREEK I",1,8833
"GWINNETT|BAYCREEK J","GWINNETT|BAYCREEK J",1,6205
"GWINNETT|BAYCREEK K","GWINNETT|BAYCREEK K",1,5457
"GWINNETT|BERKSHIRE A","GWINNETT|BERKSHIRE A",1,5703
"GWINNETT|BERKSHIRE B","GWINNETT|BERKSHIRE B",1,11845
"GWINNETT|BERKSHIRE D","GWINNETT|BERKSHIRE D",1,4101
"GWINNETT|BERKSHIRE E","GWINNETT|BERKSHIRE E",1,2722
"GWINNETT|BERKSHIRE F","GWINNETT|BERKSHIRE F",1,4403
"GWINNETT|BERKSHIRE G","GWINNETT|BERKSHIRE G",1,3325
"GWINNETT|BERKSHIRE H","GWINNETT|BERKSHIRE H",1,4466
"GWINNETT|BERKSHIRE J","GWINNETT|BERKSHIRE J",1,3743
"GWINNETT|BERKSHIRE L","GWINNETT|BERKSHIRE L",1,6986
"GWINNETT|BERKSHIRE M","GWINNETT|BERKSHIRE M",1,2760
"GWINNETT|BERKSHIRE N","GWINNETT|BERKSHIRE N",1,4138
"GWINNETT|BERKSHIRE O","GWINNETT|BERKSHIRE O",1,3698
"GWINNETT|BERKSHIRE P","GWINNETT|BERKSHIRE P",1,3621
"GWINNETT|BERKSHIRE Q","GWINNETT|BERKSHIRE Q",1,2741
"GWINNETT|CATES A","GWINNETT|CATES A",1,3430
"GWINNETT|CATES B","GWINNETT|CATES B",1,2122
"GWINNETT|CATES C","GWINNETT|CATES C",0.972801,4292
"GWINNETT|CATES C","GWINNETT|ROCKBRIDGE D",0.027199,120
"GWINNETT|CATES D","GWINNETT|CATES D",0.997574,5756
"GWINNETT|CATES D","GWINNETT|CATES F",0.002426,14
"GWINNETT|CATES E","GWINNETT|CATES E",1,4232
"GWINNETT|CATES F","GWINNETT|CATES F",1,2505
"GWINNETT|CATES G","GWINNETT|CATES G",1,4012
"GWINNETT|CATES H","GWINNETT|CATES H",1,6264
"GWINNETT|CATES I","GWINNETT|CATES I",1,5403
"GWINNETT|CATES J","GWINNETT|CATES J",1,5210
"GWINNETT|CATES K","GWINNETT|CATES K",1,3882
"GWINNETT|CATES L","GWINNETT|CATES L",1,5708
"GWINNETT|CATES M","GWINNETT|CATES M",1,4882
"GWINNETT|CATES N","GWINNETT|CATES N",1,3368
"GWINNETT|CATES O","GWINNETT|CATES O",1,2140
"GWINNETT|DACULA","GWINNETT|DACULA",1,7312
"GWINNETT|DULUTH A","GWINNETT|DULUTH A",1,7637
"GWINNETT|DULUTH B","GWINNETT|DULUTH B",1,5598
"GWINNETT|DULUTH C","GWINNETT|DULUTH C",1,3671
"GWINNETT|DULUTH D","GWINNETT|DULUTH D",1,10275
"GWINNETT|DULUTH E","GWINNETT|DULUTH E",1,8147
"GWINNETT|DULUTH F","GWINNETT|DULUTH F",1,12311
"GWINNETT|DULUTH G","GWINNETT|DULUTH G",1,4815
"GWINNETT|DULUTH H","GWINNETT|DULUTH H",1,4473
"GWINNETT|DULUTH I","GWINNETT|DULUTH I",1,7004
"GWINNETT|DULUTH K","GWINNETT|DULUTH K",1,6783
"GWINNETT|DUNCANS A","GWINNETT|DUNCANS A",1,6540
"GWINNETT|DUNCANS B","GWINNETT|DUNCANS B",1,7903
"GWINNETT|DUNCANS C","GWINNETT|DUNCANS C",1,4075
"GWINNETT|DUNCANS D","GWINNETT|DUNCANS D",1,10195
"GWINNETT|GARNERS A","GWINNETT|GARNERS A",1,4673
"GWINNETT|GARNERS B","GWINNETT|GARNERS B",1,4308
"GWINNETT|GARNERS C","GWINNETT|GARNERS C",1,3178
"GWINNETT|GARNERS D","GWINNETT|GARNERS D",1,5081
"GWINNETT|GARNERS F","GWINNETT|GARNERS F",1,2640
"GWINNETT|GOODWINS A","GWINNETT|GOODWINS A",1,5788
"GWINNETT|GOODWINS B","GWINNETT|GOODWINS B",1,5375
"GWINNETT|GOODWINS C","GWINNETT|GOODWINS C",1,9401
"GWINNETT|GOODWINS D","GWINNETT|GOODWINS D",1,6328
"GWINNETT|GOODWINS E","GWINNETT|GOODWINS E",1,7674
"GWINNETT|GOODWINS F","GWINNETT|GOODWINS F",1,4618
"GWINNETT|GOODWINS G","GWINNETT|GOODWINS G",1,4217
"GWINNETT|GOODWINS H","GWINNETT|GOODWINS H",1,4230
"GWINNETT|GOODWINS I","GWINNETT|GOODWINS I",1,3169
"GWINNETT|HARBINS A","GWINNETT|HARBINS A",1,11112
"GWINNETT|HARBINS B","GWINNETT|HARBINS B",1,7369
"GWINNETT|HARBINS C","GWINNETT|HARBINS C",1,4204
"GWINNETT|HOG MOUNTAIN A","GWINNETT|HOG MOUNTAIN A",1,8042
"GWINNETT|HOG MOUNTAIN B","GWINNETT|HOG MOUNTAIN B",1,6314
"GWINNETT|HOG MOUNTAIN C","GWINNETT|HOG MOUNTAIN C",1,6691
"GWINNETT|HOG MOUNTAIN D","GWINNETT|HOG MOUNTAIN D",1,4737
"GWINNETT|LAWRENCEVILLE A","GWINNETT|LAWRENCEVILLE A",1,6050
"GWINNETT|LAWRENCEVILLE B","GWINNETT|LAWRENCEVILLE B",1,7989
"GWINNETT|LAWRENCEVILLE C","GWINNETT|LAWRENCEVILLE C",1,6172
"GWINNETT|LAWRENCEVILLE D","GWINNETT|LAWRENCEVILLE D",1,10811
"GWINNETT|LAWRENCEVILLE E","GWINNETT|LAWRENCEVILLE E",1,3461
"GWINNETT|LAWRENCEVILLE F","GWINNETT|LAWRENCEVILLE F",1,5997
"GWINNETT|LAWRENCEVILLE G","GWINNETT|LAWRENCEVILLE G",1,4770
"GWINNETT|LAWRENCEVILLE H","GWINNETT|LAWRENCEVILLE H",1,5875
"GWINNETT|LAWRENCEVILLE I","GWINNETT|LAWRENCEVILLE I",1,5968
"GWINNETT|LAWRENCEVILLE J","GWINNETT|LAWRENCEVILLE J",1,3562
"GWINNETT|LAWRENCEVILLE K","GWINNETT|LAWRENCEVILLE K",1,4331
"GWINNETT|LAWRENCEVILLE L","GWINNETT|LAWRENCEVILLE L",1,7250
"GWINNETT|LAWRENCEVILLE M","GWINNETT|LAWRENCEVILLE M",0.9985,11983
"GWINNETT|LAWRENCEVILLE M","GWINNETT|LAWRENCEVILLE D",0.0015,18
"GWINNETT|LAWRENCEVILLE N","GWINNETT|LAWRENCEVILLE N",0.957128,4532
"GWINNETT|LAWRENCEVILLE N","GWINNETT|LAWRENCEVILLE G",0.042872,203
"GWINNETT|MARTINS A","GWINNETT|MARTINS A",1,6977
"GWINNETT|MARTINS B","GWINNETT|MARTINS B",1,5388
"GWINNETT|MARTINS C","GWINNETT|MARTINS C",1,4451
"GWINNETT|MARTINS D","GWINNETT|MARTINS D",1,5114
"GWINNETT|MARTINS E","GWINNETT|MARTINS E",1,13273
"GWINNETT|MARTINS F","GWINNETT|MARTINS F",1,5651
"GWINNETT|MARTINS G","GWINNETT|MARTINS G",1,4597
"GWINNETT|MARTINS H","GWINNETT|MARTINS H",1,9056
"GWINNETT|MARTINS I","GWINNETT|MARTINS I",1,8379
"GWINNETT|MARTINS J","GWINNETT|MARTINS J",1,8322
"GWINNETT|MARTINS K","GWINNETT|MARTINS K",1,9889
"GWINNETT|PINCKNEYVILLE A1","GWINNETT|PINCKNEYVILLE A1",1,3338
"GWINNETT|PINCKNEYVILLE B","GWINNETT|PINCKNEYVILLE B",1,11176
"GWINNETT|PINCKNEYVILLE C","GWINNETT|PINCKNEYVILLE C",1,2710
"GWINNETT|PINCKNEYVILLE D","GWINNETT|PINCKNEYVILLE D",1,5988
"GWINNETT|PINCKNEYVILLE E","GWINNETT|PINCKNEYVILLE E",0.990391,4844
"GWINNETT|PINCKNEYVILLE E","DEKALB|NORTH PEACHTREE (DUN)",0.009609,47
"GWINNETT|PINCKNEYVILLE F","GWINNETT|PINCKNEYVILLE F",1,6986
"GWINNETT|PINCKNEYVILLE H","GWINNETT|PINCKNEYVILLE H",1,6034
"GWINNETT|PINCKNEYVILLE I","GWINNETT|PINCKNEYVILLE I",1,5301
"GWINNETT|PINCKNEYVILLE J","GWINNETT|PINCKNEYVILLE J",1,8393
"GWINNETT|PINCKNEYVILLE K","GWINNETT|PINCKNEYVILLE K",1,9111
"GWINNETT|PINCKNEYVILLE L","GWINNETT|PINCKNEYVILLE L",1,2897
"GWINNETT|PINCKNEYVILLE M","GWINNETT|PINCKNEYVILLE M",1,3341
"GWINNETT|PINCKNEYVILLE N","GWINNETT|PINCKNEYVILLE N",1,8300
"GWINNETT|PINCKNEYVILLE O","GWINNETT|PINCKNEYVILLE O",1,9726
"GWINNETT|PINCKNEYVILLE P","GWINNETT|PINCKNEYVILLE P",1,3138
"GWINNETT|PINCKNEYVILLE Q","GWINNETT|PINCKNEYVILLE Q",1,4995
"GWINNETT|PINCKNEYVILLE S","GWINNETT|PINCKNEYVILLE S",1,6633
"GWINNETT|PINCKNEYVILLE T","GWINNETT|PINCKNEYVILLE T",1,6669
"GWINNETT|PINCKNEYVILLE U","GWINNETT|PINCKNEYVILLE U",1,3217
"GWINNETT|PINCKNEYVILLE V","GWINNETT|PINCKNEYVILLE V",1,3589
"GWINNETT|PINCKNEYVILLE W","GWINNETT|PINCKNEYVILLE W",1,8306
"GWINNETT|PINCKNEYVILLE X","GWINNETT|PINCKNEYVILLE X",1,4840
"GWINNETT|PINCKNEYVILLE Y","GWINNETT|PINCKNEYVILLE Y",1,9540
"GWINNETT|PINCKNEYVILLE Z","GWINNETT|PINCKNEYVILLE Z",1,2313
"GWINNETT|PINKCNEYVILLE A","GWINNETT|PINKCNEYVILLE A",1,7212
"GWINNETT|PUCKETTS A","GWINNETT|PUCKETTS A",1,8054
"GWINNETT|PUCKETTS B","GWINNETT|PUCKETTS B",1,4486
"GWINNETT|PUCKETTS C","GWINNETT|PUCKETTS C",1,6388
"GWINNETT|PUCKETTS D","GWINNETT|PUCKETTS D",1,5310
"GWINNETT|PUCKETTS E","GWINNETT|PUCKETTS E",1,8927
"GWINNETT|ROCKBRIDGE A","GWINNETT|ROCKBRIDGE A",1,5732
"GWINNETT|ROCKBRIDGE B","GWINNETT|ROCKBRIDGE B",1,6339
"GWINNETT|ROCKBRIDGE C","GWINNETT|ROCKBRIDGE C",1,7179
"GWINNETT|ROCKBRIDGE D","GWINNETT|ROCKBRIDGE D",1,4733
"GWINNETT|ROCKBRIDGE E","GWINNETT|ROCKBRIDGE E",1,7169
"GWINNETT|ROCKBRIDGE F","GWINNETT|ROCKBRIDGE F",1,7998
"GWINNETT|ROCKBRIDGE G","GWINNETT|ROCKBRIDGE G",0.997281,8436
"GWINNETT|ROCKBRIDGE G","GWINNETT|ROCKBRIDGE A",0.002719,23
"GWINNETT|ROCKYCREEK A","GWINNETT|ROCKYCREEK A",1,8636
"GWINNETT|ROCKYCREEK B","GWINNETT|ROCKYCREEK B",1,7660
"GWINNETT|ROCKYCREEK C","GWINNETT|ROCKYCREEK C",1,6942
