county,precinct,registered,ballots_cast,Donald J. Trump,Kamala D. Harris,Chase Oliver,Jill Stein,Claudia De la Cruz,Cornel West,total,dem_two_party_pct
Gwinnett,050 Pinckneyville I,,,437,904,2,11,0,0,1354,67.41
Gwinnett,051 Pinckneyville J,,,325,898,3,4,0,0,1230,73.43
Gwinnett,052 Berkshire G,,,825,976,12,23,0,0,1836,54.19
Gwinnett,053 Cates H,,,697,1745,4,19,0,0,2465,71.46
Gwinnett,054 Sugar Hill C,,,2381,1672,21,18,0,0,4092,41.25
Gwinnett,055 Sugar Hill D,,,2024,1480,22,15,0,0,3541,42.24
Gwinnett,056 Duluth C,,,671,834,10,12,0,0,1527,55.42
Gwinnett,057 Duluth D,,,1304,2056,12,28,0,0,3400,61.19
Gwinnett,058 Pinckneyville K,,,590,1350,8,24,0,0,1972,69.59
Gwinnett,059 Pinckneyville N,,,516,1688,7,25,0,0,2236,76.59
Gwinnett,060 Lawrenceville D,,,762,1900,10,17,0,0,2689,71.37
Gwinnett,061 Lawrenceville E,,,755,844,5,10,0,0,1614,52.78
Gwinnett,062 Pinckneyville L,,,1078,900,18,6,0,0,2002,45.5
Gwinnett,063 Pinckneyville M,,,1365,985,23,8,0,0,2381,41.91
Gwinnett,064 Garners D,,,531,1743,12,15,0,0,2301,76.65
Gwinnett,065 Berkshire H,,,520,677,8,37,0,0,1242,56.56
Gwinnett,066 Pinckneyville O,,,530,1186,8,16,0,0,1740,69.11
Gwinnett,067 Pucketts E,,,1944,2319,11,25,0,0,4299,54.4
Gwinnett,068 Cates I,,,1051,1545,10,22,0,0,2628,59.51
Gwinnett,069 Cates J,,,911,1470,26,27,0,0,2434,61.74
Gwinnett,070 Goodwins B,,,1414,1419,22,23,0,0,2878,50.09
Gwinnett,071 Lawrenceville F,,,756,1977,1,24,0,0,2758,72.34
Gwinnett,072 Martins E,,,677,2048,10,25,0,0,2760,75.16
Gwinnett,073 Pinckneyville P,,,568,949,4,8,0,0,1529,62.56
Gwinnett,074 Pinckneyville Q,,,262,795,2,7,0,0,1066,75.21
Gwinnett,075 Rockbridge C,,,738,2960,9,31,0,0,3738,80.04
Gwinnett,076 Rockbridge D,,,658,2044,4,12,0,0,2718,75.65
Gwinnett,077 Goodwins C,,,1437,2392,16,42,0,0,3887,62.47
Gwinnett,078 Baycreek K,,,1118,2006,17,25,0,0,3166,64.21
Gwinnett,079 Cates K,,,864,1182,13,21,0,0,2080,57.77
Gwinnett,080 Baycreek C,,,1671,3243,19,27,0,0,4960,66.0
Gwinnett,081 Cates L,,,1064,1875,12,19,0,0,2970,63.8
Gwinnett,082 Duluth E,,,1083,2321,20,32,0,0,3456,68.18
Gwinnett,083 Goodwins D,,,1357,1560,19,26,0,0,2962,53.48
Gwinnett,084 Lawrenceville G,,,652,1339,9,45,0,0,2045,67.25
Gwinnett,085 Lawrenceville H,,,1462,1564,17,39,0,0,3082,51.69
Gwinnett,086 Martins F,,,520,999,1,9,0,0,1529,65.77
Gwinnett,087 Pinckneyville S,,,921,1359,5,19,0,0,2304,59.61
Gwinnett,088 Rockbridge E,,,664,2063,10,14,0,0,2751,75.65
Gwinnett,089 Sugar Hill E,,,1504,1553,11,16,0,0,3084,50.8
Gwinnett,090 Lawrenceville I,,,768,1414,17,13,0,0,2212,64.8
Gwinnett,091 Baycreek D,,,1396,2325,17,19,0,0,3757,62.48
Gwinnett,092 Berkshire J,,,996,1061,14,21,0,0,2092,51.58
Gwinnett,093 Cates M,,,1352,1590,22,30,0,0,2994,54.04
Gwinnett,094 Cates N,,,973,908,9,22,0,0,1912,48.27
Gwinnett,095 Duluth F,,,1056,2748,9,36,0,0,3849,72.24
Gwinnett,096 Duluth G,,,1083,1181,13,13,0,0,2290,52.16
Gwinnett,097 Goodwins E,,,1661,2079,17,33,0,0,3790,55.59
Gwinnett,098 Goodwins F,,,875,1201,17,20,0,0,2113,57.85
Gwinnett,099 Pinckneyville T,,,931,1361,16,19,0,0,2327,59.38
Gwinnett,100 Suwanee B,,,1677,1760,32,33,0,0,3502,51.21
Gwinnett,101 Pinckneyville U,,,519,843,6,7,0,0,1375,61.89
Gwinnett,102 Pucketts B,,,1489,914,13,10,0,0,2426,38.04
Gwinnett,103 Berkshire L,,,661,1219,9,27,0,0,1916,64.84
Gwinnett,104 Rockbridge F,,,752,3249,14,14,0,0,4029,81.2
Gwinnett,105 Sugar Hill F,,,1610,1426,18,13,0,0,3067,46.97
Gwinnett,106 Suwanee C,,,1923,2304,18,52,0,0,4297,54.51
Gwinnett,107 Cates O,,,535,560,11,8,0,0,1114,51.14
Gwinnett,108 Baycreek E,,,870,1969,8,10,0,0,2857,69.36
Gwinnett,109 Berkshire M,,,700,807,14,23,0,0,1544,53.55
Gwinnett,110 Martins G,,,503,905,6,11,0,0,1425,64.28
Gwinnett,111 Duluth H,,,1019,1204,9,17,0,0,2249,54.16
Gwinnett,112 Berkshire N,,,1081,1264,20,20,0,0,2385,53.9
Gwinnett,113 Pinckneyville V,,,497,633,1,16,0,0,1147,56.02
Gwinnett,114 Pinckneyville W,,,1239,1656,19,16,0,0,2930,57.2
Gwinnett,115 Martins H,,,1335,1861,10,24,0,0,3230,58.23
Gwinnett,116 Martins I,,,962,1447,11,33,0,0,2453,60.07
Gwinnett,117 Martins J,,,677,1696,10,26,0,0,2409,71.47
Gwinnett,118 Garners F,,,556,731,9,13,0,0,1309,56.8
Gwinnett,119 Berkshire O,,,924,963,11,15,0,0,1913,51.03
Gwinnett,120 Berkshire P,,,374,534,1,12,0,0,921,58.81
Gwinnett,121 Pinckneyville X,,,1202,1537,17,39,0,0,2795,56.12
Gwinnett,122 Rockbridge G,,,774,3171,7,20,0,0,3972,80.38
Gwinnett,123 Pinckneyville Y,,,537,1110,11,33,0,0,1691,67.4
Gwinnett,124 Goodwins G,,,567,1055,6,15,0,0,1643,65.04
Gwinnett,125 Pinckneyville Z,,,863,731,14,4,0,0,1612,45.86
Gwinnett,126 Pinckneyville A1,,,1244,999,17,6,0,0,2266,44.54
Gwinnett,127 Lawrenceville J,,,492,943,1,23,0,0,1459,65.71
Gwinnett,128 Goodwins H,,,969,1186,15,14,0,0,2184,55.03
Gwinnett,129 Duncans B,,,2916,2163,30,15,0,0,5124,42.59
Gwinnett,130 Suwanee D,,,2080,1656,24,23,0,0,3783,44.33
Gwinnett,131 Suwanee E,,,1749,1595,14,17,0,0,3375,47.7
Gwinnett,132 Lawrenceville K,,,1094,1277,9,29,0,0,2409,53.86
Gwinnett,133 Harbins B,,,1918,1735,15,14,0,0,3682,47.5
Gwinnett,134 Baycreek F,,,1080,2537,12,29,0,0,3658,70.14
Gwinnett,135 Pucketts C,,,1526,1067,16,15,0,0,2624,41.15
Gwinnett,136 Hog Mountain C,,,1758,1794,18,19,0,0,3589,50.51
Gwinnett,137 Rockycreek B,,,1799,1786,19,27,0,0,3631,49.82
Gwinnett,138 Duluth I,,,1722,1793,8,60,0,0,3583,51.01
Gwinnett,139 Martins K,,,1195,2394,14,51,0,0,3654,66.7
Gwinnett,140 Suwanee H,,,1889,1216,16,16,0,0,3137,39.16
Gwinnett,141 Sugar Hill G,,,1315,927,10,12,0,0,2264,41.35
Gwinnett,142 Suwanee F,,,1392,1518,12,25,0,0,2947,52.16
Gwinnett,143 Lawrenceville L,,,1270,2089,10,72,0,0,3441,62.19
Gwinnett,144 Lawrenceville M,,,1312,3380,19,39,0,0,4750,72.04
Gwinnett,145 Baycreek G,,,1529,4242,12,39,0,0,5822,73.51
Gwinnett,146 Baycreek H,,,2162,3826,24,31,0,0,6043,63.89
Gwinnett,147 Baycreek I,,,1440,2564,18,34,0,0,4056,64.04
Gwinnett,148 Berkshire Q,,,569,649,14,17,0,0,1249,53.28
Gwinnett,149 Goodwins I,,,798,1020,6,15,0,0,1839,56.11
Gwinnett,150 Duluth K,,,361,988,2,8,0,0,1359,73.24
Gwinnett,151 Harbins C,,,1165,1308,15,2,0,0,2490,52.89
Gwinnett,152 Rockycreek C,,,1950,2014,17,15,0,0,3996,50.81
Gwinnett,153 Lawrenceville N,,,647,919,6,16,0,0,1588,58.68
Gwinnett,154 Pucketts D,,,1464,1161,15,22,0,0,2662,44.23
Gwinnett,155 Suwanee G,,,1285,1731,24,26,0,0,3066,57.39
Gwinnett,156 Baycreek J,,,858,2477,11,11,0,0,3357,74.27
Habersham,Amys Creek,,,1162,288,1,1,0,0,1452,19.86
Habersham,Demorest,,,600,203,3,1,0,0,807,25.28
Habersham,Habersham North,,,8841,1617,33,18,0,0,10509,15.46
Habersham,Habersham South,,,4989,1294,17,8,0,0,6308,20.6
Habersham,Mount Airy,,,487,129,2,0,0,0,618,20.94
Habersham,Mud Creek,,,3063,505,7,11,0,0,3586,14.15
Hall,Bark Camp,,,3899,894,27,2,0,0,4822,18.65
Hall,Big Hickory,,,2869,473,14,1,0,0,3357,14.15
Hall,Candler,,,2995,1194,9,4,0,0,4202,28.5
Hall,Chestatee,,,2711,662,19,4,0,0,3396,19.63
Hall,Chicopee,,,1656,1217,14,4,0,0,2891,42.36
Hall,Clermont,,,2717,288,8,3,0,0,3016,9.58
Hall,Flowery Branch I,,,2995,1122,16,11,0,0,4144,27.25
Hall,Flowery Branch II,,,2082,930,17,6,0,0,3035,30.88
Hall,Fork,,,2236,621,18,6,0,0,2881,21.74
Hall,Friendship I,,,5707,2185,45,15,0,0,7952,27.69
Hall,Friendship II,,,2246,933,14,10,0,0,3203,29.35
Hall,Friendship III,,,2558,998,14,4,0,0,3574,28.07
Hall,Friendship IV,,,2405,1093,14,6,0,0,3518,31.25
Hall,Gainesville I,,,1849,994,10,8,0,0,2861,34.96
Hall,Gainesville II,,,414,1339,7,2,0,0,1762,76.38
Hall,Gainesville III,,,1412,1327,14,9,0,0,2762,48.45
Hall,Gainesville IV,,,1120,806,6,3,0,0,1935,41.85
Hall,Gainesville V,,,614,342,9,2,0,0,967,35.77
Hall,Gillsville,,,823,127,2,1,0,0,953,13.37
Hall,Glade,,,2233,746,6,10,0,0,2995,25.04
Hall,Lula,,,2397,395,7,6,0,0,2805,14.15
Hall,Morgan I,,,2510,664,16,6,0,0,3196,20.92
Hall,Morgan II,,,2678,1063,14,4,0,0,3759,28.41
Hall,Oakwood I,,,1302,1006,7,8,0,0,2323,43.59
Hall,Oakwood II,,,2617,857,26,5,0,0,3505,24.67
Hall,Quillians,,,2286,315,7,3,0,0,2611,12.11
Hall,Roberts,,,3414,1097,22,12,0,0,4545,24.32
Hall,Tadmore,,,2223,1702,12,9,0,0,3946,43.36
Hall,West Whelchel,,,2459,835,25,6,0,0,3325,25.35
Hall,Whelchel,,,2640,755,13,5,0,0,3413,22.24
Hall,Wilson,,,2924,1367,18,10,0,0,4319,31.86
Hancock,Devereux Fire Station,,,492,382,4,2,0,0,880,43.71
Hancock,Hancock BOE,,,157,484,0,0,0,0,641,75.51
Hancock,Hancock Senior Citizen Center,,,82,312,0,1,0,0,395,79.19
Hancock,Mayfield Community Center,,,32,180,0,0,0,0,212,84.91
Hancock,Power of God,,,117,366,0,1,0,0,484,75.78
Hancock,Second Beulah,,,54,280,0,0,0,0,334,83.83
Hancock,Second Darrien,,,112,171,0,0,0,0,283,60.42
Hancock,Sparta 4C,,,21,70,0,1,0,0,92,76.92
Hancock,Warren Chapel,,,169,93,1,0,0,0,263,35.5
Hancock,Youth Center,,,128,526,2,0,0,0,656,80.43
Haralson,Berea-Steadman,,,487,40,0,1,0,0,528,7.59
Haralson,Bremen,,,4409,866,8,9,0,0,5292,16.42
Haralson,Buchanan,,,1725,210,4,2,0,0,1941,10.85
Haralson,Buncombe,,,713,103,4,1,0,0,821,12.62
Haralson,Corinth,,,1194,111,3,2,0,0,1310,8.51
Haralson,Felton,,,288,14,0,0,0,0,302,4.64
Haralson,Little Creek,,,583,42,1,1,0,0,627,6.72
Haralson,Mt View,,,263,17,0,0,0,0,280,6.07
Haralson,Seventh,,,1268,198,2,0,0,0,1468,13.51
Haralson,Tallapoosa,,,1875,311,10,2,0,0,2198,14.23
Haralson,Twentieth,,,609,64,2,0,0,0,675,9.51
Haralson,Waco,,,825,89,5,3,0,0,922,9.74
Harris,Cataula,,,1894,664,7,2,0,0,2567,25.96
Harris,Ellerslie,,,2577,1069,11,3,0,0,3660,29.32
Harris,Goodman,,,902,492,3,3,0,0,1400,35.29
Harris,Hamilton,,,1619,733,7,3,0,0,2362,31.16
Harris,Lower 19th,,,1723,469,6,5,0,0,2203,21.4
Harris,Mulberry Grove,,,2088,627,9,5,0,0,2729,23.09
Harris,Pine Mountain Valley,,,861,123,0,3,0,0,987,12.5
Harris,Skinner,,,438,314,0,1,0,0,753,41.76
Harris,Upper 19th,,,1161,242,3,1,0,0,1407,17.25
Harris,Valley Plains,,,480,177,1,1,0,0,659,26.94
Harris,Waverly Hall,,,1631,742,9,4,0,0,2386,31.27
Harris,Whitesville,,,909,324,5,2,0,0,1240,26.28
Hart,Bio,,,881,248,3,0,0,0,1132,21.97
Hart,Bowersville,,,1031,199,1,0,0,0,1231,16.18
Hart,Cokesbury,,,582,323,3,3,0,0,911,35.69
Hart,Goldmine,,,1275,259,4,0,0,0,1538,16.88
Hart,Hartwell,,,3705,1428,14,8,0,0,5155,27.82
Hart,Reed Creek,,,2389,527,14,3,0,0,2933,18.07
Hart,Shoal Creek,,,1201,226,3,1,0,0,1431,15.84
Heard,Centralhatchee,,,1372,198,2,1,0,0,1573,12.61
Heard,Cooksville-Corinth,,,482,50,1,0,0,0,533,9.4
Heard,Enon Grove,,,766,99,0,0,0,0,865,11.45
Heard,Ephesus,,,1000,99,4,0,0,0,1103,9.01
Heard,Franklin,,,1297,312,7,1,0,0,1617,19.39
Heard,Southwest,,,418,101,0,0,0,0,519,19.46
Henry,Austin Road,,,704,1802,8,13,0,0,2527,71.91
Henry,Cotton Indian,,,1243,2479,9,14,0,0,3745,66.6
Henry,Dutchtown,,,819,1247,9,3,0,0,2078,60.36
Henry,East Lake,,,1718,1422,12,9,0,0,3161,45.29
Henry,Ellenwood,,,484,2725,6,9,0,0,3224,84.92
Henry,Flippen,,,874,2686,6,17,0,0,3583,75.45
Henry,Grove Park,,,1496,1877,14,8,0,0,3395,55.65
Henry,Hickory Flat,,,1134,2883,18,22,0,0,4057,71.77
Henry,Kelleytown,,,1340,1328,12,8,0,0,2688,49.78
Henry,Lake Dow,,,1955,1971,16,10,0,0,3952,50.2
Henry,Lake Haven,,,1343,1684,15,16,0,0,3058,55.63
Henry,Lighthouse,,,812,1794,13,2,0,0,2621,68.84
Henry,Locust Grove,,,1551,3997,18,13,0,0,5579,72.04
Henry,Lowes,,,1952,5530,22,15,0,0,7519,73.91
Henry,McDonough,,,559,1822,5,9,0,0,2395,76.52
Henry,McDonough Central,,,1081,2101,10,10,0,0,3202,66.03
Henry,McMullen,,,1770,1248,13,8,0,0,3039,41.35
Henry,Mount Carmel,,,916,4065,11,21,0,0,5013,81.61
Henry,Mt Bethel,,,1704,1087,8,3,0,0,2802,38.95
Henry,North Hampton,,,1731,3243,12,16,0,0,5002,65.2
Henry,Oakland,,,1260,2002,16,9,0,0,3287,61.37
Henry,Pates Creek,,,1257,2532,17,10,0,0,3816,66.83
Henry,Pleasant Grove,,,1372,1864,12,4,0,0,3252,57.6
Henry,Red Oak,,,657,3664,9,13,0,0,4343,84.8
Henry,Sandy Ridge,,,2613,1197,16,8,0,0,3834,31.42
Henry,Shakerag,,,350,2699,11,4,0,0,3064,88.52
Henry,Shiloh,,,638,1901,8,3,0,0,2550,74.87
Henry,South Hampton,,,1670,2289,17,7,0,0,3983,57.82
Henry,Stagecoach,,,841,1561,4,3,0,0,2409,64.99
Henry,Stockbridge Central,,,628,1959,13,5,0,0,2605,75.72
Henry,Stockbridge East-West,,,637,3450,17,19,0,0,4123,84.41
Henry,Swan Lake,,,1095,1387,18,10,0,0,2510,55.88
Henry,Timberridge,,,857,1092,2,3,0,0,1954,56.03
Henry,Tussahaw,,,2038,578,12,2,0,0,2630,22.09
Henry,Unity Grove,,,2348,1518,11,2,0,0,3879,39.27
Henry,Wesley Lakes,,,913,3589,9,19,0,0,4530,79.72
Henry,Westside,,,622,2980,16,7,0,0,3625,82.73
Houston,ANNX,,,2226,1402,20,10,0,0,3658,38.64
Houston,BMS,,,4117,2121,24,7,0,0,6269,34.0
Houston,CENT,,,3159,2856,21,25,0,0,6061,47.48
Houston,CGTC,,,2490,1509,16,10,0,0,4025,37.73
Houston,FMMS,,,3579,3297,36,18,0,0,6930,47.95
Houston,HAFS,,,1262,304,5,2,0,0,1573,19.41
Houston,HEFS,,,930,351,3,0,0,0,1284,27.4
Houston,HHPC,,,2633,3205,20,9,0,0,5867,54.9
Houston,MCMS,,,4675,3079,45,30,0,0,7829,39.71
Houston,NHSC,,,1078,704,10,3,0,0,1795,39.51
Houston,PEC,,,3061,2164,16,8,0,0,5249,41.42
Houston,ROZR,,,4419,2039,22,7,0,0,6487,31.57
Houston,TMS,,,1508,2161,19,8,0,0,3696,58.9
Houston,TWPK,,,3047,2485,25,11,0,0,5568,44.92
Houston,VFW,,,1918,1953,21,13,0,0,3905,50.45
Houston,VHS,,,3834,2327,17,8,0,0,6186,37.77
Houston,Wellston Center,,,1154,3950,19,9,0,0,5132,77.39
Irwin,Irwinville,,,1236,96,5,1,0,0,1338,7.21
Irwin,Ocilla,,,2104,890,7,3,0,0,3004,29.73
Jackson,Central Jackson,,,11265,3164,64,15,0,0,14508,21.93
Jackson,North Jackson,,,8118,1991,38,15,0,0,10162,19.7
Jackson,South Jackson,,,4786,1467,28,9,0,0,6290,23.46
Jackson,West Jackson,,,12328,3850,78,27,0,0,16283,23.8
Jasper,Martin & Burney,,,3222,408,11,3,0,0,3644,11.24
Jasper,Monticello,,,2669,1200,11,5,0,0,3885,31.02
Jasper,Wyatt,,,1312,273,3,1,0,0,1589,17.22
Jeff Davis,Altamaha 1,,,463,50,1,0,0,0,514,9.75
Jeff Davis,Altamaha 2,,,947,41,0,1,0,0,989,4.15
Jeff Davis,Blackburn 1,,,367,88,0,0,0,0,455,19.34
Jeff Davis,Blackburn 2,,,519,37,0,1,0,0,557,6.65
Jeff Davis,Hazlehurst,,,477,380,6,0,0,0,863,44.34
Jeff Davis,Ocmulgee 1,,,813,116,2,1,0,0,932,12.49
Jeff Davis,Ocmulgee 2,,,344,64,0,0,0,0,408,15.69
Jeff Davis,Whitehead 1,,,564,119,0,1,0,0,684,17.42
Jeff Davis,Whitehead 2,,,441,29,0,0,0,0,470,6.17
Jefferson,Avera,,,266,44,1,0,0,0,311,14.19
Jefferson,Bartow,,,186,154,1,0,0,0,341,45.29
Jefferson,Louisville,,,1131,1394,5,3,0,0,2533,55.21
Jefferson,Matthews,,,347,135,1,0,0,0,483,28.01
Jefferson,Stapleton,,,308,158,1,0,0,0,467,33.91
Jefferson,Stapleton Crossroads,,,208,107,1,1,0,0,317,33.97
Jefferson,Wadley,,,351,761,2,0,0,0,1114,68.44
Jefferson,Wrens,,,968,921,7,1,0,0,1897,48.76
Jenkins,Court House,,,240,310,3,0,0,0,553,56.36
Jenkins,Four Points,,,494,206,0,0,0,0,700,29.43
Jenkins,Perkins,,,556,161,3,2,0,0,722,22.45
Jenkins,Primary School,,,269,402,1,1,0,0,673,59.91
Jenkins,Senior Citizens Center,,,658,100,2,1,0,0,761,13.19
Johnson,Bray,,,449,146,0,0,0,0,595,24.54
Johnson,Kite,,,652,50,2,0,0,0,704,7.12
Johnson,Smith,,,549,63,2,0,0,0,614,10.29
Johnson,Wrightsville,,,1263,807,1,0,0,0,2071,38.99
Jones,Barron,,,807,269,6,4,0,0,1086,25.0
Jones,Clinton,,,1430,420,6,1,0,0,1857,22.7
Jones,Davidson,,,1067,165,5,0,0,0,1237,13.39
Jones,Ethridge,,,930,467,0,0,0,0,1397,33.43
Jones,Finney,,,1542,630,8,4,0,0,2184,29.01
Jones,Gray,,,1799,544,2,2,0,0,2347,23.22
Jones,Hawkins,,,926,1323,9,3,0,0,2261,58.83
Jones,Pope,,,1064,432,1,0,0,0,1497,28.88
Jones,Roberts,,,1371,679,3,0,0,0,2053,33.12
Jones,Sanders,,,143,30,0,0,0,0,173,17.34
Lamar,Barnesville,,,625,921,6,1,0,0,1553,59.57
Lamar,Civic Center,,,2148,664,5,2,0,0,2819,23.61
Lamar,LCSC,,,2208,537,10,4,0,0,2759,19.56
Lamar,Milner,,,2594,673,12,2,0,0,3281,20.6
Lanier,Lakeland,,,2726,995,13,2,0,0,3736,26.74
Laurens,Brewton,,,1012,255,0,0,0,0,1267,20.13
Laurens,Buckeye,,,404,308,1,2,0,0,715,43.26
Laurens,Burch,,,298,63,1,0,0,0,362,17.45
Laurens,Cadwell,,,560,68,1,1,0,0,630,10.83
Laurens,Calhoun Park,,,803,2235,7,4,0,0,3049,73.57
Laurens,Dudley,,,965,310,2,1,0,0,1278,24.31
Laurens,FBC-FLC,,,1920,1154,12,6,0,0,3092,37.54
Laurens,Fire Dept Station #5,,,2143,801,5,3,0,0,2952,27.21
Laurens,Hampton Mill,,,1283,199,3,1,0,0,1486,13.43
Laurens,LCFS #10 (Valambrosia),,,953,497,4,0,0,0,1454,34.28
Laurens,Minter,,,697,52,1,1,0,0,751,6.94
Laurens,Reedy Springs,,,633,109,1,0,0,0,743,14.69
Laurens,Rural Fire Station #17,,,1384,384,0,3,0,0,1771,21.72
Laurens,Smith,,,1112,909,6,4,0,0,2031,44.98
Laurens,W T Adams Fire Sta #18,,,1293,476,2,0,0,0,1771,26.91
Lee,CJC,,,422,75,0,0,0,0,497,15.09
Lee,Century Fire Station,,,1581,771,5,4,0,0,2361,32.78
Lee,Chokee,,,194,157,0,0,0,0,351,44.73
Lee,Flint Reformed Baptist,,,1314,502,2,5,0,0,1823,27.64
Lee,Friendship Baptist,,,944,231,2,0,0,0,1177,19.66
Lee,Leesburg,,,1620,700,4,3,0,0,2327,30.17
Lee,Redbone,,,2856,787,7,7,0,0,3657,21.6
Lee,SDA Church,,,1031,420,8,3,0,0,1462,28.95
Lee,Smithville,,,424,270,2,0,0,0,696,38.9
Lee,The Bindery at Oakland,,,2269,1044,15,4,0,0,3332,31.51
Liberty,Fleming East,,,1226,606,7,2,0,0,1841,33.08
Liberty,Gum Branch,,,1168,1133,3,5,0,0,2309,49.24
Liberty,Hinesville,,,920,1249,5,5,0,0,2179,57.58
Liberty,Lewis Frasier School,,,575,947,3,5,0,0,1530,62.22
Liberty,Liberty Co Complex,,,2065,1605,12,5,0,0,3687,43.73
Liberty,Lyman Hall School,,,750,1845,10,8,0,0,2613,71.1
Liberty,Memorial Drive East,,,385,823,2,3,0,0,1213,68.13
Liberty,Performing Arts Center,,,698,1047,7,8,0,0,1760,60.0
Liberty,Progressive Church,,,487,1116,5,5,0,0,1613,69.62
Liberty,Riceboro Youth Center,,,188,572,3,2,0,0,765,75.26
Liberty,Town of Allenhurst,,,325,800,4,0,0,0,1129,71.11
Liberty,Victory Baptist,,,654,1716,14,5,0,0,2389,72.41
Lincoln,Bethany Church,,,390,65,4,2,0,0,461,14.29
Lincoln,Faith Temple of Lincoln,,,327,115,2,0,0,0,444,26.02
Lincoln,Lincoln Center,,,835,258,4,1,0,0,1098,23.6
Lincoln,Lincoln Club House,,,328,371,0,0,0,0,699,53.08
Lincoln,Martins Crossroad,,,717,143,1,2,0,0,863,16.63
Lincoln,Midway,,,413,131,2,0,0,0,546,24.08
Lincoln,Tabernacle,,,549,268,2,1,0,0,820,32.8
Long,Alma,,,204,33,0,0,0,0,237,13.92
Long,Annex Blue,,,744,551,1,2,0,0,1298,42.55
Long,Annex Red,,,484,409,1,1,0,0,895,45.8
Long,City Hall,,,513,186,4,0,0,0,703,26.61
Long,Darwell,,,1523,881,7,5,0,0,2416,36.65
Long,Marcus,,,624,336,1,0,0,0,961,35.0
Long,Tibet,,,465,80,1,0,0,0,546,14.68
Lowndes,Clyattville Community Center,,,1257,526,5,2,0,0,1790,29.5
Lowndes,Dasher City Hall,,,1409,328,4,1,0,0,1742,18.88
Lowndes,Elections Office,,,3659,1465,15,10,0,0,5149,28.59
Lowndes,Hahira Community Center,,,667,189,2,0,0,0,858,22.08
Lowndes,Historical Society,,,1075,259,3,3,0,0,1340,19.42
Lowndes,Jaycee Community Center,,,1321,1100,7,2,0,0,2430,45.44
Lowndes,Lake Park,,,1913,624,3,4,0,0,2544,24.6
Lowndes,Lowndes Civic,,,1605,3226,15,10,0,0,4856,66.78
Lowndes,Mildred Community Center,,,83,1055,2,0,0,0,1140,92.71
Lowndes,Mt. Calvary Church,,,429,963,7,3,0,0,1402,69.18
Lowndes,Naylor Community Center,,,703,316,1,1,0,0,1021,31.01
Lowndes,New Jerusalem,,,1292,2192,20,7,0,0,3511,62.92
Lowndes,Pine Grove Church,,,1412,988,6,3,0,0,2409,41.17
Lowndes,Rainwater,,,6920,4231,36,27,0,0,11214,37.94
Lowndes,South Lowndes Recreation Center,,,1337,266,3,1,0,0,1607,16.59
Lowndes,Train Depot,,,1764,538,6,3,0,0,2311,23.37
Lowndes,Trinity Church,,,1225,1129,5,9,0,0,2368,47.96
Lowndes,VSU,,,10,92,0,1,0,0,103,90.2
Lumpkin,Dahlonega,,,14339,3356,81,32,0,0,17808,18.97
Macon,Ideal,,,540,363,0,1,0,0,904,40.2
Macon,Marshallville,,,413,561,3,2,0,0,979,57.6
Macon,Montezuma #4,,,347,644,2,1,0,0,994,64.98
Macon,Montezuma #5,,,197,678,4,0,0,0,879,77.49
Macon,Oglethorpe,,,419,509,2,0,0,0,930,54.85
Madison,Colbert,,,1856,773,6,2,0,0,2637,29.4
Madison,Collins,,,472,68,0,2,0,0,542,12.59
Madison,Comer,,,811,430,8,5,0,0,1254,34.65
Madison,Danielsville,,,2109,427,6,5,0,0,2547,16.84
Madison,Fork,,,307,122,2,1,0,0,432,28.44
Madison,Harrison,,,474,35,3,0,0,0,512,6.88
Madison,Hull,,,2190,1117,17,6,0,0,3330,33.78
Madison,Ila,,,1185,192,2,0,0,0,1379,13.94
Madison,Mill,,,1282,189,3,2,0,0,1476,12.85
Madison,Paoli,,,228,21,0,0,0,0,249,8.43
Madison,Pittman,,,1234,280,4,1,0,0,1519,18.49
Madison,Poca,,,803,99,6,2,0,0,910,10.98
Marion,Brantley,,,294,42,1,1,0,0,338,12.5
Marion,Buena Vista,,,685,970,0,5,0,0,1660,58.61
Marion,Fort Perry,,,506,108,5,3,0,0,622,17.59
Marion,Pineknot,,,621,72,3,0,0,0,696,10.39
Marion,Tazewell,,,242,61,2,0,0,0,305,20.13
McDuffie,Cedar Rock,,,1551,1827,12,3,0,0,3393,54.09
McDuffie,Dearing,,,1083,298,1,1,0,0,1383,21.58
McDuffie,Depot,,,214,814,6,2,0,0,1036,79.18
McDuffie,Fort Creek,,,669,226,1,1,0,0,897,25.25
McDuffie,NMcDuffie,,,1087,132,6,0,0,0,1225,10.83
McDuffie,Sweetwater,,,617,189,1,0,0,0,807,23.45
McDuffie,White Oak,,,1341,451,3,1,0,0,1796,25.17
McIntosh,Crescent,,,635,898,3,1,0,0,1537,58.58
McIntosh,Darien,,,1189,599,4,3,0,0,1795,33.5
McIntosh,North Darien,,,1210,554,10,0,0,0,1774,31.41
McIntosh,Sapelo Island,,,16,34,0,0,0,0,50,68.0
McIntosh,South Newport,,,1697,543,8,4,0,0,2252,24.24
Meriwether,2nd-Warm Springs,,,554,290,0,0,0,0,844,34.36
Meriwether,7th-Odessadale,,,164,103,0,0,0,0,267,38.58
Meriwether,8th-Greenville,,,747,632,5,2,0,0,1386,45.83
Meriwether,Chalybeate,,,319,55,3,0,0,0,377,14.71
Meriwether,Cove,,,161,18,0,0,0,0,179,10.06
Meriwether,Gill I,,,778,432,5,4,0,0,1219,35.7
