"id","part","x","y","tgt","pop"
4,1,5.3924,3.0432,"25 WINDERMERE",1656
4,1,5.3497,3.1607,"25 WINDERMERE",1656
4,1,5.2364,3.3311,"25 WINDERMERE",1656
4,1,5.2123,3.4143,"25 WINDERMERE",1656
4,1,5.1555,3.53,"25 WINDERMERE",1656
4,1,5.1555,3.8256,"25 WINDERMERE",1656
4,1,5.1976,3.9081,"25 WINDERMERE",1656
4,1,5.2299,4.0615,"25 WINDERMERE",1656
4,1,5.3067,4.2343,"25 WINDERMERE",1656
4,1,5.3842,4.295,"25 WINDERMERE",1656
4,1,5.3552,4.3677,"25 WINDERMERE",1656
4,1,5.4548,4.5121,"25 WINDERMERE",1656
4,1,5.2838,4.6154,"25 WINDERMERE",1656
4,1,5.1851,4.6873,"25 WINDERMERE",1656
4,1,5.1166,4.5855,"25 WINDERMERE",1656
4,1,4.9914,4.5794,"25 WINDERMERE",1656
4,1,4.9457,4.548,"25 WINDERMERE",1656
4,1,4.8346,4.3959,"25 WINDERMERE",1656
4,1,4.8403,3.9166,"25 WINDERMERE",1656
4,1,4.8093,3.7459,"25 WINDERMERE",1656
4,1,4.6682,3.4962,"25 WINDERMERE",1656
4,1,4.528,3.3368,"25 WINDERMERE",1656
4,1,4.4766,3.2339,"25 WINDERMERE",1656
4,1,4.4794,3.117,"25 WINDERMERE",1656
4,1,4.4602,3.0342,"25 WINDERMERE",1656
4,1,4.3433,2.9349,"25 WINDERMERE",1656
4,1,4.2662,2.8247,"25 WINDERMERE",1656
4,2,5.0206,3.1481,"25 WINDERMERE",1656
4,2,5.0161,3.3024,"25 WINDERMERE",1656
4,2,5.0856,3.3316,"25 WINDERMERE",1656
4,2,5.0737,3.1886,"25 WINDERMERE",1656
4,2,5.1415,3.0466,"25 WINDERMERE",1656
4,2,5.1527,2.9078,"25 WINDERMERE",1656
4,2,5.0728,2.8492,"25 WINDERMERE",1656
4,2,5.028,2.9341,"25 WINDERMERE",1656
4,2,5.0536,3.0746,"25 WINDERMERE",1656
4,2,5.0206,3.1481,"25 WINDERMERE",1656
5,1,5.0206,3.1481,"25 WINDERMERE",101
5,1,5.0536,3.0746,"25 WINDERMERE",101
5,1,5.028,2.9341,"25 WINDERMERE",101
5,1,5.0728,2.8492,"25 WINDERMERE",101
5,1,5.1527,2.9078,"25 WINDERMERE",101
5,1,5.1415,3.0466,"25 WINDERMERE",101
5,1,5.0737,3.1886,"25 WINDERMERE",101
5,1,5.0856,3.3316,"25 WINDERMERE",101
5,1,5.0161,3.3024,"25 WINDERMERE",101
5,1,5.0206,3.1481,"25 WINDERMERE",101
6,1,5.3842,4.295,"25 WINDERMERE",417
6,1,5.3067,4.2343,"25 WINDERMERE",417
6,1,5.2299,4.0615,"25 WINDERMERE",417
6,1,5.1976,3.9081,"25 WINDERMERE",417
6,1,5.1555,3.8256,"25 WINDERMERE",417
6,1,5.1555,3.53,"25 WINDERMERE",417
6,1,5.2123,3.4143,"25 WINDERMERE",417
6,1,5.2364,3.3311,"25 WINDERMERE",417
6,1,5.3497,3.1607,"25 WINDERMERE",417
6,1,5.3924,3.0432,"25 WINDERMERE",417
6,1,5.5013,2.9303,"25 WINDERMERE",417
6,1,5.6051,2.8693,"25 WINDERMERE",417
6,1,5.68,2.8091,"25 WINDERMERE",417
6,1,5.7979,2.7511,"25 WINDERMERE",417
6,1,5.9146,2.759,"25 WINDERMERE",417
6,1,5.968,2.8406,"25 WINDERMERE",417
6,1,5.9936,3.0277,"25 WINDERMERE",417
6,1,5.8403,3.0945,"25 WINDERMERE",417
6,1,5.8601,3.1637,"25 WINDERMERE",417
6,1,5.8106,3.2728,"25 WINDERMERE",417
6,1,5.8096,3.3334,"25 WINDERMERE",417
6,1,6.0128,3.3417,"25 WINDERMERE",417
6,1,6.0683,3.3237,"25 WINDERMERE",417
6,1,6.074,3.4205,"25 WINDERMERE",417
6,1,6.1113,3.496,"25 WINDERMERE",417
6,1,6.0948,3.5303,"25 WINDERMERE",417
6,1,5.6193,3.5135,"25 WINDERMERE",417
6,1,5.5774,3.4767,"25 WINDERMERE",417
6,1,5.4001,3.4712,"25 WINDERMERE",417
6,1,5.3902,3.8571,"25 WINDERMERE",417
6,1,5.4248,3.9416,"25 WINDERMERE",417
6,1,5.5458,4.0279,"25 WINDERMERE",417
6,1,5.6555,4.1598,"25 WINDERMERE",417
6,1,5.6086,4.2056,"25 WINDERMERE",417
6,1,5.5397,4.2022,"25 WINDERMERE",417
6,1,5.4993,4.106,"25 WINDERMERE",417
6,1,5.4051,4.1051,"25 WINDERMERE",417
6,1,5.3509,4.1552,"25 WINDERMERE",417
6,1,5.351,4.2028,"25 WINDERMERE",417
6,1,5.4163,4.2728,"25 WINDERMERE",417
6,1,5.3842,4.295,"25 WINDERMERE",417
7,1,6.0683,3.3237,"25 WINDERMERE",54
7,1,6.0128,3.3417,"25 WINDERMERE",54
7,1,5.8096,3.3334,"25 WINDERMERE",54
7,1,5.8106,3.2728,"25 WINDERMERE",54
7,1,5.8601,3.1637,"25 WINDERMERE",54
7,1,5.8403,3.0945,"25 WINDERMERE",54
7,1,5.9936,3.0277,"25 WINDERMERE",54
7,1,6.0129,3.0663,"25 WINDERMERE",54
7,1,6.0683,3.3237,"25 WINDERMERE",54
8,1,5.4163,4.2728,"25 WINDERMERE",126
8,1,5.351,4.2028,"25 WINDERMERE",126
8,1,5.3509,4.1552,"25 WINDERMERE",126
8,1,5.4051,4.1051,"25 WINDERMERE",126
8,1,5.4993,4.106,"25 WINDERMERE",126
8,1,5.5397,4.2022,"25 WINDERMERE",126
8,1,5.4995,4.242,"25 WINDERMERE",126
8,1,5.4163,4.2728,"25 WINDERMERE",126
9,1,5.6298,4.399,"25 WINDERMERE",0
9,1,5.5527,4.2748,"25 WINDERMERE",0
9,1,5.4995,4.242,"25 WINDERMERE",0
9,1,5.5397,4.2022,"25 WINDERMERE",0
9,1,5.6086,4.2056,"25 WINDERMERE",0
9,1,5.6555,4.1598,"25 WINDERMERE",0
9,1,5.7007,4.2089,"25 WINDERMERE",0
9,1,5.7426,4.3039,"25 WINDERMERE",0
9,1,5.6298,4.399,"25 WINDERMERE",0
10,1,5.6555,4.1598,"25 WINDERMERE",65
10,1,5.5458,4.0279,"25 WINDERMERE",65
10,1,5.4248,3.9416,"25 WINDERMERE",65
10,1,5.3902,3.8571,"25 WINDERMERE",65
10,1,5.4001,3.4712,"25 WINDERMERE",65
10,1,5.5774,3.4767,"25 WINDERMERE",65
10,1,5.6193,3.5135,"25 WINDERMERE",65
10,1,6.0948,3.5303,"25 WINDERMERE",65
10,1,6.2804,3.5432,"25 WINDERMERE",65
10,1,6.2447,3.6366,"25 WINDERMERE",65
10,1,6.1491,3.8249,"25 WINDERMERE",65
10,1,6.0414,3.9752,"25 WINDERMERE",65
10,1,5.8391,4.2075,"25 WINDERMERE",65
10,1,5.7426,4.3039,"25 WINDERMERE",65
10,1,5.7007,4.2089,"25 WINDERMERE",65
10,1,5.6555,4.1598,"25 WINDERMERE",65
11,1,6.0948,3.5303,"25 WINDERMERE",33
11,1,6.1113,3.496,"25 WINDERMERE",33
11,1,6.074,3.4205,"25 WINDERMERE",33
11,1,6.0683,3.3237,"25 WINDERMERE",33
11,1,6.1812,3.2935,"25 WINDERMERE",33
11,1,6.3328,3.3592,"25 WINDERMERE",33
11,1,6.2804,3.5432,"25 WINDERMERE",33
11,1,6.0948,3.5303,"25 WINDERMERE",33
12,1,5.9146,2.759,"25 WINDERMERE",76
12,1,6.0985,2.7304,"25 WINDERMERE",76
12,1,6.2545,2.7696,"25 WINDERMERE",76
12,1,6.3565,2.7708,"25 WINDERMERE",76
12,1,6.3693,3.0188,"25 WINDERMERE",76
12,1,6.2491,3.0095,"25 WINDERMERE",76
12,1,6.158,3.0443,"25 WINDERMERE",76
12,1,6.1509,3.144,"25 WINDERMERE",76
12,1,6.1914,3.1557,"25 WINDERMERE",76
12,1,6.364,3.1508,"25 WINDERMERE",76
12,1,6.3328,3.3592,"25 WINDERMERE",76
12,1,6.1812,3.2935,"25 WINDERMERE",76
12,1,6.0683,3.3237,"25 WINDERMERE",76
12,1,6.0129,3.0663,"25 WINDERMERE",76
12,1,5.9936,3.0277,"25 WINDERMERE",76
12,1,5.968,2.8406,"25 WINDERMERE",76
12,1,5.9146,2.759,"25 WINDERMERE",76
13,1,6.364,3.1508,"25 WINDERMERE",13
13,1,6.1914,3.1557,"25 WINDERMERE",13
13,1,6.1509,3.144,"25 WINDERMERE",13
13,1,6.158,3.0443,"25 WINDERMERE",13
13,1,6.2491,3.0095,"25 WINDERMERE",13
13,1,6.3693,3.0188,"25 WINDERMERE",13
13,1,6.364,3.1508,"25 WINDERMERE",13
14,1,5.5457,1.8714,"25 WINDERMERE",596
14,1,5.6478,1.7152,"25 WINDERMERE",596
14,1,5.7049,1.6754,"25 WINDERMERE",596
14,1,5.8023,1.6599,"25 WINDERMERE",596
14,1,5.8912,1.5925,"25 WINDERMERE",596
14,1,5.9782,1.465,"25 WINDERMERE",596
14,1,6.0356,1.4768,"25 WINDERMERE",596
14,1,6.1791,1.5771,"25 WINDERMERE",596
14,1,6.2376,1.6589,"25 WINDERMERE",596
14,1,6.3823,1.7678,"25 WINDERMERE",596
14,1,6.4634,1.748,"25 WINDERMERE",596
14,1,6.5248,1.6636,"25 WINDERMERE",596
14,1,6.7352,1.8699,"25 WINDERMERE",596
14,1,6.5521,2.033,"25 WINDERMERE",596
14,1,6.4247,2.2064,"25 WINDERMERE",596
14,1,6.3738,2.3367,"25 WINDERMERE",596
14,1,6.3474,2.5239,"25 WINDERMERE",596
14,1,6.3565,2.7708,"25 WINDERMERE",596
14,1,6.2545,2.7696,"25 WINDERMERE",596
14,1,6.0985,2.7304,"25 WINDERMERE",596
14,1,5.9146,2.759,"25 WINDERMERE",596
14,1,5.8701,2.6884,"25 WINDERMERE",596
14,1,5.8361,2.5988,"25 WINDERMERE",596
14,1,5.8288,2.4339,"25 WINDERMERE",596
14,1,5.8169,2.3814,"25 WINDERMERE",596
14,1,5.8647,2.2612,"25 WINDERMERE",596
14,1,5.868,2.1911,"25 WINDERMERE",596
14,1,5.7977,2.0854,"25 WINDERMERE",596
14,1,5.6385,1.9661,"25 WINDERMERE",596
14,1,5.5457,1.8714,"25 WINDERMERE",596
15,1,5.3657,1.1523,"25 WINDERMERE",1335
15,1,5.3512,1.088,"25 WINDERMERE",1335
15,1,5.4327,1.0234,"25 WINDERMERE",1335
15,1,5.4208,0.921,"25 WINDERMERE",1335
15,1,5.3763,0.8249,"25 WINDERMERE",1335
15,1,5.3994,0.6536,"25 WINDERMERE",1335
15,1,5.4707,0.5764,"25 WINDERMERE",1335
15,1,5.5321,0.546,"25 WINDERMERE",1335
15,1,5.7033,0.594,"25 WINDERMERE",1335
15,1,5.7668,0.6674,"25 WINDERMERE",1335
15,1,5.783,0.7411,"25 WINDERMERE",1335
15,1,5.862,0.8137,"25 WINDERMERE",1335
15,1,5.9084,0.8911,"25 WINDERMERE",1335
15,1,5.9471,0.9169,"25 WINDERMERE",1335
15,1,6.0119,0.8898,"25 WINDERMERE",1335
15,1,6.1113,0.739,"25 WINDERMERE",1335
15,1,6.3664,0.6123,"25 WINDERMERE",1335
15,1,6.4389,0.5869,"25 WINDERMERE",1335
15,1,6.6034,0.5759,"25 WINDERMERE",1335
15,1,6.735,0.7769,"25 WINDERMERE",1335
15,1,6.7703,0.8131,"25 WINDERMERE",1335
15,1,6.8255,0.8935,"25 WINDERMERE",1335
15,1,6.8583,0.9829,"25 WINDERMERE",1335
15,1,6.9054,1.0268,"25 WINDERMERE",1335
15,1,7.0172,1.0663,"25 WINDERMERE",1335
15,1,7.0728,1.1106,"25 WINDERMERE",1335
15,1,6.9949,1.2507,"25 WINDERMERE",1335
15,1,6.9512,1.3748,"25 WINDERMERE",1335
15,1,6.8655,1.6641,"25 WINDERMERE",1335
15,1,6.8287,1.7461,"25 WINDERMERE",1335
15,1,6.7352,1.8699,"25 WINDERMERE",1335
15,1,6.5248,1.6636,"25 WINDERMERE",1335
15,1,6.392,1.5079,"25 WINDERMERE",1335
15,1,6.4454,1.4013,"25 WINDERMERE",1335
15,1,6.5135,1.3625,"25 WINDERMERE",1335
15,1,6.633,1.3777,"25 WINDERMERE",1335
15,1,6.6252,1.2519,"25 WINDERMERE",1335
15,1,6.6623,1.1307,"25 WINDERMERE",1335
15,1,6.6528,1.0975,"25 WINDERMERE",1335
15,1,6.5755,1.0732,"25 WINDERMERE",1335
15,1,6.5534,1.1003,"25 WINDERMERE",1335
15,1,6.5298,1.2257,"25 WINDERMERE",1335
15,1,6.3673,1.2818,"25 WINDERMERE",1335
15,1,6.3016,1.2588,"25 WINDERMERE",1335
15,1,6.2507,1.3042,"25 WINDERMERE",1335
15,1,6.2174,1.3839,"25 WINDERMERE",1335
15,1,6.0001,1.3125,"25 WINDERMERE",1335
15,1,5.9668,1.3091,"25 WINDERMERE",1335
15,1,5.8657,1.2996,"25 WINDERMERE",1335
15,1,5.7339,1.3061,"25 WINDERMERE",1335
15,1,5.6135,1.3311,"25 WINDERMERE",1335
15,1,5.3481,1.4143,"25 WINDERMERE",1335
15,1,5.3978,1.335,"25 WINDERMERE",1335
15,1,5.3948,1.2159,"25 WINDERMERE",1335
15,1,5.3657,1.1523,"25 WINDERMERE",1335
15,2,5.6809,1.0919,"25 WINDERMERE",1335
15,2,5.6895,1.1932,"25 WINDERMERE",1335
15,2,5.7508,1.2395,"25 WINDERMERE",1335
15,2,5.8676,1.2235,"25 WINDERMERE",1335
15,2,5.845,1.1187,"25 WINDERMERE",1335
15,2,5.7805,1.0618,"25 WINDERMERE",1335
15,2,5.6809,1.0919,"25 WINDERMERE",1335
16,1,5.6809,1.0919,"25 WINDERMERE",199
16,1,5.7805,1.0618,"25 WINDERMERE",199
16,1,5.845,1.1187,"25 WINDERMERE",199
16,1,5.8676,1.2235,"25 WINDERMERE",199
16,1,5.7508,1.2395,"25 WINDERMERE",199
16,1,5.6895,1.1932,"25 WINDERMERE",199
16,1,5.6809,1.0919,"25 WINDERMERE",199
17,1,5.9782,1.465,"25 WINDERMERE",52
17,1,5.9668,1.3091,"25 WINDERMERE",52
17,1,6.0001,1.3125,"25 WINDERMERE",52
17,1,6.2174,1.3839,"25 WINDERMERE",52
17,1,6.392,1.5079,"25 WINDERMERE",52
17,1,6.5248,1.6636,"25 WINDERMERE",52
17,1,6.4634,1.748,"25 WINDERMERE",52
17,1,6.3823,1.7678,"25 WINDERMERE",52
17,1,6.2376,1.6589,"25 WINDERMERE",52
17,1,6.1791,1.5771,"25 WINDERMERE",52
17,1,6.0356,1.4768,"25 WINDERMERE",52
17,1,5.9782,1.465,"25 WINDERMERE",52
18,1,6.5298,1.2257,"25 WINDERMERE",44
18,1,6.5534,1.1003,"25 WINDERMERE",44
18,1,6.5755,1.0732,"25 WINDERMERE",44
18,1,6.6528,1.0975,"25 WINDERMERE",44
18,1,6.6623,1.1307,"25 WINDERMERE",44
18,1,6.6252,1.2519,"25 WINDERMERE",44
18,1,6.5298,1.2257,"25 WINDERMERE",44
19,1,6.2174,1.3839,"25 WINDERMERE",129
19,1,6.2507,1.3042,"25 WINDERMERE",129
19,1,6.3016,1.2588,"25 WINDERMERE",129
19,1,6.3673,1.2818,"25 WINDERMERE",129
19,1,6.5298,1.2257,"25 WINDERMERE",129
19,1,6.6252,1.2519,"25 WINDERMERE",129
19,1,6.633,1.3777,"25 WINDERMERE",129
19,1,6.5135,1.3625,"25 WINDERMERE",129
19,1,6.4454,1.4013,"25 WINDERMERE",129
19,1,6.392,1.5079,"25 WINDERMERE",129
19,1,6.2174,1.3839,"25 WINDERMERE",129
20,1,5.4256,1.7741,"25 WINDERMERE",117
20,1,5.298,1.6036,"25 WINDERMERE",117
20,1,5.2848,1.5453,"25 WINDERMERE",117
20,1,5.3081,1.4667,"25 WINDERMERE",117
20,1,5.3481,1.4143,"25 WINDERMERE",117
20,1,5.6135,1.3311,"25 WINDERMERE",117
20,1,5.7339,1.3061,"25 WINDERMERE",117
20,1,5.8657,1.2996,"25 WINDERMERE",117
20,1,5.9668,1.3091,"25 WINDERMERE",117
20,1,5.9782,1.465,"25 WINDERMERE",117
20,1,5.8912,1.5925,"25 WINDERMERE",117
20,1,5.8023,1.6599,"25 WINDERMERE",117
20,1,5.7049,1.6754,"25 WINDERMERE",117
20,1,5.6478,1.7152,"25 WINDERMERE",117
20,1,5.5457,1.8714,"25 WINDERMERE",117
20,1,5.4256,1.7741,"25 WINDERMERE",117
21,1,6.6034,0.5759,"25 WINDERMERE",0
21,1,6.6604,0.5766,"25 WINDERMERE",0
21,1,6.7362,0.6127,"25 WINDERMERE",0
21,1,6.9261,0.6202,"25 WINDERMERE",0
21,1,7.0548,0.6069,"25 WINDERMERE",0
21,1,7.0924,0.5728,"25 WINDERMERE",0
21,1,7.0447,0.4152,"25 WINDERMERE",0
21,1,7.0533,0.3366,"25 WINDERMERE",0
21,1,7.1478,0.4079,"25 WINDERMERE",0
21,1,7.325,0.5147,"25 WINDERMERE",0
21,1,7.4092,0.6039,"25 WINDERMERE",0
21,1,7.456,0.7399,"25 WINDERMERE",0
21,1,7.2655,0.9056,"25 WINDERMERE",0
21,1,7.1476,0.7776,"25 WINDERMERE",0
21,1,7.0601,0.7655,"25 WINDERMERE",0
21,1,6.8682,0.8146,"25 WINDERMERE",0
21,1,6.7703,0.8131,"25 WINDERMERE",0
21,1,6.735,0.7769,"25 WINDERMERE",0
21,1,6.6034,0.5759,"25 WINDERMERE",0
22,1,7.0728,1.1106,"25 WINDERMERE",14
22,1,7.0172,1.0663,"25 WINDERMERE",14
22,1,6.9054,1.0268,"25 WINDERMERE",14
22,1,6.8583,0.9829,"25 WINDERMERE",14
22,1,6.8255,0.8935,"25 WINDERMERE",14
22,1,6.7703,0.8131,"25 WINDERMERE",14
22,1,6.8682,0.8146,"25 WINDERMERE",14
22,1,7.0601,0.7655,"25 WINDERMERE",14
22,1,7.1476,0.7776,"25 WINDERMERE",14
22,1,7.2655,0.9056,"25 WINDERMERE",14
22,1,7.1584,1.0003,"25 WINDERMERE",14
22,1,7.0728,1.1106,"25 WINDERMERE",14
23,1,7.0533,0.3366,"25 WINDERMERE",0
23,1,7.1107,0.3344,"25 WINDERMERE",0
23,1,7.1884,0.392,"25 WINDERMERE",0
23,1,7.3024,0.4435,"25 WINDERMERE",0
23,1,7.4036,0.5318,"25 WINDERMERE",0
23,1,7.4382,0.5866,"25 WINDERMERE",0
23,1,7.4837,0.716,"25 WINDERMERE",0
23,1,7.456,0.7399,"25 WINDERMERE",0
23,1,7.4092,0.6039,"25 WINDERMERE",0
23,1,7.325,0.5147,"25 WINDERMERE",0
23,1,7.1478,0.4079,"25 WINDERMERE",0
23,1,7.0533,0.3366,"25 WINDERMERE",0
24,1,2.5496,6.0154,"38 DAVES CREEK",14
24,1,2.4753,5.9317,"38 DAVES CREEK",14
24,1,2.2965,5.9434,"38 DAVES CREEK",14
24,1,2.2758,5.8439,"38 DAVES CREEK",14
24,1,2.2879,5.7278,"38 DAVES CREEK",14
24,1,2.3627,5.8206,"38 DAVES CREEK",14
24,1,2.4278,5.8696,"38 DAVES CREEK",14
24,1,2.5511,5.9062,"38 DAVES CREEK",14
24,1,2.5496,6.0154,"38 DAVES CREEK",14
25,1,2.2837,6.1906,"07 CUMMING",0
25,1,1.9516,6.012,"07 CUMMING",0
25,1,1.7208,5.8575,"07 CUMMING",0
25,1,1.5364,5.6905,"07 CUMMING",0
25,1,1.4132,5.5435,"07 CUMMING",0
25,1,1.8977,5.5649,"07 CUMMING",0
25,1,1.891,5.522,"07 CUMMING",0
25,1,1.9067,5.2408,"07 CUMMING",0
25,1,1.9699,5.2404,"07 CUMMING",0
25,1,2.0607,5.3984,"07 CUMMING",0
25,1,2.1117,5.3995,"07 CUMMING",0
25,1,2.1928,5.5879,"07 CUMMING",0
25,1,2.2879,5.7278,"07 CUMMING",0
25,1,2.2758,5.8439,"07 CUMMING",0
25,1,2.2965,5.9434,"07 CUMMING",0
25,1,2.4753,5.9317,"07 CUMMING",0
25,1,2.5496,6.0154,"07 CUMMING",0
25,1,2.6191,6.156,"07 CUMMING",0
25,1,2.586,6.1606,"07 CUMMING",0
25,1,2.2862,6.15,"07 CUMMING",0
25,1,2.2837,6.1906,"07 CUMMING",0
26,1,2.2837,6.1906,"07 CUMMING",0
26,1,2.2862,6.15,"07 CUMMING",0
26,1,2.586,6.1606,"07 CUMMING",0
26,1,2.6191,6.156,"07 CUMMING",0
26,1,2.654,6.2526,"07 CUMMING",0
26,1,2.6682,6.4028,"07 CUMMING",0
26,1,2.2837,6.1906,"07 CUMMING",0
27,1,1.8178,4.0298,"38 DAVES CREEK",1388
27,1,1.805,3.9341,"38 DAVES CREEK",1388
27,1,1.7689,3.8415,"38 DAVES CREEK",1388
27,1,1.7129,3.7806,"38 DAVES CREEK",1388
27,1,1.7583,3.7187,"38 DAVES CREEK",1388
27,1,1.7997,3.5621,"38 DAVES CREEK",1388
27,1,1.8378,3.4887,"38 DAVES CREEK",1388
27,1,1.9974,3.3209,"38 DAVES CREEK",1388
27,1,2.0671,3.2608,"38 DAVES CREEK",1388
27,1,2.2488,3.1621,"38 DAVES CREEK",1388
27,1,2.2815,3.1333,"38 DAVES CREEK",1388
27,1,2.3272,3.1563,"38 DAVES CREEK",1388
27,1,2.3832,3.1463,"38 DAVES CREEK",1388
27,1,2.4998,3.1609,"38 DAVES CREEK",1388
27,1,2.6356,3.1872,"38 DAVES CREEK",1388
27,1,2.7238,3.1833,"38 DAVES CREEK",1388
27,1,2.9771,3.1342,"38 DAVES CREEK",1388
27,1,3.203,3.0684,"38 DAVES CREEK",1388
27,1,3.3155,3.0495,"38 DAVES CREEK",1388
27,1,3.4428,3.0074,"38 DAVES CREEK",1388
27,1,3.5799,2.9915,"38 DAVES CREEK",1388
27,1,3.7433,2.9887,"38 DAVES CREEK",1388
27,1,3.8131,2.9602,"38 DAVES CREEK",1388
27,1,3.9221,2.9637,"38 DAVES CREEK",1388
27,1,4.0204,2.9512,"38 DAVES CREEK",1388
27,1,3.9883,3.0164,"38 DAVES CREEK",1388
27,1,4.0233,3.0991,"38 DAVES CREEK",1388
27,1,4.0247,3.1749,"38 DAVES CREEK",1388
27,1,3.9878,3.2836,"38 DAVES CREEK",1388
27,1,3.9053,3.3609,"38 DAVES CREEK",1388
27,1,3.7442,3.4343,"38 DAVES CREEK",1388
27,1,3.6701,3.4885,"38 DAVES CREEK",1388
27,1,3.4523,3.4706,"38 DAVES CREEK",1388
27,1,3.368,3.5889,"38 DAVES CREEK",1388
27,1,3.3139,3.6864,"38 DAVES CREEK",1388
27,1,3.2493,3.7562,"38 DAVES CREEK",1388
27,1,3.2037,3.8739,"38 DAVES CREEK",1388
27,1,2.9871,4.0894,"38 DAVES CREEK",1388
27,1,2.8868,4.1522,"38 DAVES CREEK",1388
27,1,2.9371,4.2345,"38 DAVES CREEK",1388
27,1,3.0465,4.2933,"38 DAVES CREEK",1388
27,1,3.2312,4.3469,"38 DAVES CREEK",1388
27,1,3.2373,4.5822,"38 DAVES CREEK",1388
27,1,3.2812,4.6512,"38 DAVES CREEK",1388
27,1,3.3151,4.7719,"38 DAVES CREEK",1388
27,1,3.3722,4.9179,"38 DAVES CREEK",1388
27,1,3.4461,4.9942,"38 DAVES CREEK",1388
27,1,3.4931,5.0781,"38 DAVES CREEK",1388
27,1,3.5492,5.1334,"38 DAVES CREEK",1388
27,1,3.5576,5.1845,"38 DAVES CREEK",1388
27,1,3.5498,5.5892,"38 DAVES CREEK",1388
27,1,3.5623,5.6432,"38 DAVES CREEK",1388
27,1,3.4229,5.6953,"38 DAVES CREEK",1388
27,1,3.2508,5.8724,"38 DAVES CREEK",1388
27,1,3.2517,5.8326,"38 DAVES CREEK",1388
27,1,3.2581,5.5947,"38 DAVES CREEK",1388
27,1,3.0631,5.5901,"38 DAVES CREEK",1388
27,1,3.0491,5.6319,"38 DAVES CREEK",1388
27,1,3.1146,5.8409,"38 DAVES CREEK",1388
27,1,3.0732,5.8358,"38 DAVES CREEK",1388
27,1,2.7107,5.8987,"38 DAVES CREEK",1388
27,1,2.5521,5.8881,"38 DAVES CREEK",1388
27,1,2.5673,5.8258,"38 DAVES CREEK",1388
27,1,2.6046,5.7936,"38 DAVES CREEK",1388
27,1,2.8506,5.6445,"38 DAVES CREEK",1388
27,1,2.8873,5.5909,"38 DAVES CREEK",1388
