county,precinct,registered,ballots_cast,Joseph R. Biden,Donald J. Trump,Jo Jorgensen,total,dem_two_party_pct
Pickens,Talking Rock,1781,1230,131,1086,10,1227,10.76
Pickens,Tate,2651,1906,224,1654,27,1905,11.93
Pickens,Yellow Creek,3571,2679,583,2061,27,2671,22.05
Pierce,Alabaha,918,665,55,602,3,660,8.37
Pierce,Blackshear,3207,2216,226,1969,14,2209,10.3
Pierce,Hacklebarney-Cason,3524,2398,478,1898,15,2391,20.12
Pierce,Mershon,478,362,25,337,0,362,6.91
Pierce,Otter Creek,1397,1023,80,935,6,1021,7.88
Pierce,Patterson,1311,957,131,821,3,955,13.76
Pierce,St Johns-Blackshear,1611,1222,101,1113,8,1222,8.32
Pierce,Sunset-Sweat,271,228,4,224,0,228,1.75
Pike,Concord,0,1140,246,881,6,1133,21.83
Pike,Hollonville,0,1402,113,1277,8,1398,8.13
Pike,Lifsey Springs,0,885,104,771,7,882,11.89
Pike,Meansville,0,1023,103,907,8,1018,10.2
Pike,Molena,0,1173,181,980,11,1172,15.59
Pike,Second District,0,2061,243,1799,13,2055,11.9
Pike,Williamson,0,1424,160,1244,16,1420,11.4
Pike,Zebulon,0,1645,355,1268,19,1642,21.87
Polk,Aragon,3224,2335,386,1926,20,2332,16.7
Polk,Blooming Grove,1659,1166,187,966,10,1163,16.22
Polk,Cedartown,6205,4173,1331,2783,42,4156,32.35
Polk,Fish Creek,2566,1897,294,1584,17,1895,15.65
Polk,Lake Creek,2828,2222,306,1901,8,2215,13.86
Polk,Rockmart,5746,4222,989,3178,41,4208,23.73
Polk,Youngs Grove,1961,1433,165,1251,14,1430,11.65
Pulaski,Courthouse Annex,5687,4081,1217,2805,37,4059,30.26
Putnam,101,3264,2239,991,1216,23,2230,44.9
Putnam,104,3380,2364,1148,1181,18,2347,49.29
Putnam,105,3734,3069,558,2472,21,3051,18.42
Putnam,106,1332,1020,160,843,10,1013,15.95
Putnam,107,4293,3225,591,2579,44,3214,18.64
Quitman,Georgetown,1454,1047,467,565,5,1037,45.25
Quitman,Morris,93,69,30,39,0,69,43.48
Rabun,Rabun County,13072,9632,1984,7474,110,9568,20.98
Randolph,Benevolence,354,257,77,179,1,257,30.08
Randolph,Coleman,229,173,80,90,2,172,47.06
Randolph,Cuthbert,323,242,225,11,1,237,95.34
Randolph,Cuthbert-Courthouse,2253,1533,833,690,6,1529,54.69
Randolph,Shellman,929,693,331,358,1,690,48.04
Randolph,Springvale,253,189,125,63,1,189,66.49
Richmond,101,896,661,355,294,8,657,54.7
Richmond,102,1278,664,483,160,8,651,75.12
Richmond,103,1428,791,752,26,2,780,96.66
Richmond,104,2976,1677,1540,109,17,1666,93.39
Richmond,105,832,552,511,34,5,550,93.76
Richmond,106,1182,520,384,125,9,518,75.44
Richmond,107,1800,1304,697,578,20,1295,54.67
Richmond,108,517,337,287,40,7,334,87.77
Richmond,109,1052,636,515,98,18,631,84.01
Richmond,111,1578,898,704,184,8,896,79.28
Richmond,112,882,546,336,202,6,544,62.45
Richmond,114,856,451,385,56,2,443,87.3
Richmond,115,1332,262,146,108,8,262,57.48
Richmond,201,581,795,749,34,10,793,95.66
Richmond,202,4492,2563,1790,727,32,2549,71.12
Richmond,203,991,548,526,11,6,543,97.95
Richmond,204,1578,1105,563,510,28,1101,52.47
Richmond,207,2705,1391,1221,151,11,1383,88.99
Richmond,208,2651,1452,1192,241,16,1449,83.18
Richmond,210,1507,984,823,149,8,980,84.67
Richmond,301,2409,1957,761,1154,30,1945,39.74
Richmond,302,1032,618,470,135,8,613,77.69
Richmond,303,1417,1168,359,779,20,1158,31.55
Richmond,304,365,278,112,158,5,275,41.48
Richmond,305,428,390,101,276,5,382,26.79
Richmond,306,3934,2604,1681,867,43,2591,65.97
Richmond,307,1642,1221,472,702,25,1199,40.2
Richmond,308,622,397,235,152,8,395,60.72
Richmond,309,3340,2478,2135,307,26,2468,87.43
Richmond,310,5163,3608,2736,801,53,3590,77.35
Richmond,401,2093,1537,1424,94,9,1527,93.81
Richmond,402,3311,1730,1495,189,34,1718,88.78
Richmond,404,1748,1186,1030,142,10,1182,87.88
Richmond,405,4424,3214,2917,264,20,3201,91.7
Richmond,406,3221,2368,2130,205,23,2358,91.22
Richmond,501,3549,2148,1861,269,11,2141,87.37
Richmond,502,4138,2578,2296,249,26,2571,90.22
Richmond,503,4021,2469,2061,363,27,2451,85.02
Richmond,504,2339,1275,909,336,20,1265,73.01
Richmond,506,416,236,162,69,1,232,70.13
Richmond,507,968,648,487,147,12,646,76.81
Richmond,509,2172,1463,1248,197,9,1454,86.37
Richmond,601,3988,2256,1693,523,35,2251,76.4
Richmond,603,3570,2272,1181,1038,32,2251,53.22
Richmond,604,1811,1056,724,313,12,1049,69.82
Richmond,605,3880,2300,1508,755,31,2294,66.64
Richmond,607,1812,1244,1145,80,10,1235,93.47
Richmond,608,1472,1031,420,590,19,1029,41.58
Richmond,701,2403,1844,710,1087,32,1829,39.51
Richmond,702,1943,1419,530,852,31,1413,38.35
Richmond,703,4644,2903,1647,1189,47,2883,58.07
Richmond,705,2276,1698,732,928,18,1678,44.1
Richmond,706,3315,2489,972,1451,49,2472,40.12
Richmond,707,2122,1386,858,506,14,1378,62.9
Richmond,708,305,235,73,161,0,234,31.2
Richmond,709,576,414,211,194,7,412,52.1
Richmond,801,523,368,114,248,1,363,31.49
Richmond,801B,523,372,92,276,1,369,25.0
Richmond,802,3251,2103,729,1344,24,2097,35.17
Richmond,803,252,113,77,32,2,111,70.64
Richmond,804,2096,1388,808,567,9,1384,58.76
Richmond,804H,2863,1940,900,1001,27,1928,47.34
Richmond,805,798,550,379,166,3,548,69.54
Richmond,806,1212,835,329,495,9,833,39.93
Richmond,807,1578,944,698,232,11,941,75.05
Richmond,808,2366,1709,832,843,24,1699,49.67
Richmond,809,879,638,586,45,4,635,92.87
Richmond,810,425,315,135,173,5,313,43.83
Rockdale,BA,4803,3530,2204,1274,34,3512,63.37
Rockdale,BT,4007,2754,1099,1600,38,2737,40.72
Rockdale,CO,3862,2202,1714,453,23,2190,79.1
Rockdale,FI,6328,4348,3672,609,33,4314,85.77
Rockdale,FS,4038,2794,2198,571,18,2787,79.38
Rockdale,HC,2411,1760,968,762,20,1750,55.95
Rockdale,HI,3515,2474,1611,835,16,2462,65.86
Rockdale,LA,2001,1237,855,351,22,1228,70.9
Rockdale,LO,3943,3044,1798,1200,21,3019,59.97
Rockdale,MA,3180,2236,1226,962,35,2223,56.03
Rockdale,MI,4226,2656,2054,557,31,2642,78.67
Rockdale,OT,6135,3706,3107,553,28,3688,84.89
Rockdale,RO,4633,3209,2339,834,28,3201,73.72
Rockdale,SM,4308,3146,2326,763,33,3122,75.3
Rockdale,SP,4781,3405,2600,759,26,3385,77.4
Rockdale,ST,3334,2441,1473,929,24,2426,61.32
Schley,Precinct One,2882,2284,462,1800,13,2275,20.42
Screven,Bay Branch,0,716,102,606,4,712,14.41
Screven,Cooperville Fire Station,0,186,128,57,1,186,69.19
Screven,Greenhill Church,0,634,146,479,5,630,23.36
Screven,Hiltonia,0,620,286,327,4,617,46.66
Screven,Hunters,0,360,128,228,2,358,35.96
Screven,Jackson Fire Station,0,296,84,209,1,294,28.67
Screven,Jenk Hill Fire Sta,0,799,402,386,8,796,51.02
Screven,Newington,0,764,253,506,2,761,33.33
Screven,Rocky Ford,0,383,86,293,3,382,22.69
Screven,Screven Rec Dept,0,288,154,128,4,286,54.61
Screven,Sr Citizens Center,0,794,519,264,6,789,66.28
Screven,Sylvania,0,821,373,433,11,817,46.28
Seminole,Precinct 1,1292,881,215,659,5,879,24.6
Seminole,Precinct 2,1122,755,257,492,2,751,34.31
Seminole,Precinct 3,1174,632,530,89,5,624,85.62
Seminole,Precinct 4,1121,778,155,619,3,777,20.03
Seminole,Precinct 5,1227,855,97,752,4,853,11.43
Spalding,01,2260,1026,859,152,6,1017,84.97
Spalding,02,1956,977,844,116,7,967,87.92
Spalding,03,2774,2141,575,1516,29,2120,27.5
Spalding,05,3715,2090,1190,875,18,2083,57.63
Spalding,06,2438,1265,952,292,11,1255,76.53
Spalding,07,1705,1318,327,964,23,1314,25.33
Spalding,08,1789,1321,362,939,16,1317,27.82
Spalding,09,1950,1327,206,1106,13,1325,15.7
Spalding,10,1981,1461,537,910,12,1459,37.11
Spalding,11,2506,1840,615,1195,19,1829,33.98
Spalding,12,2163,1613,279,1306,23,1608,17.6
Spalding,13,2586,1711,249,1445,10,1704,14.7
Spalding,14,1985,1195,364,817,12,1193,30.82
Spalding,16,4596,2635,1755,849,18,2622,67.4
Spalding,17,2011,1167,397,755,9,1161,34.46
Spalding,19,2664,1887,537,1334,14,1885,28.7
Spalding,20,2190,1501,238,1252,9,1499,15.97
Spalding,21,4716,3775,1498,2234,26,3758,40.14
Stephens,Senior Center,0,11949,2385,9368,132,11885,20.29
Stewart,Louvale,286,210,125,83,1,209,60.1
Stewart,Lumpkin,1134,782,478,292,5,775,62.08
Stewart,Omaha,217,159,78,81,0,159,49.06
Stewart,Richland,1256,855,501,345,1,847,59.22
Sumter,Agri-Center,2059,1454,577,862,14,1453,40.1
Sumter,Airport,1767,1356,614,728,6,1348,45.75
Sumter,Andersonville,434,362,87,268,6,361,24.51
Sumter,Browns Mill,929,690,219,465,2,686,32.02
Sumter,Concord,376,301,41,260,0,301,13.62
Sumter,GSW Conf Center,3044,2105,975,1091,26,2092,47.19
Sumter,Leslie,1687,1200,416,770,9,1195,35.08
Sumter,Plains,1061,783,379,397,5,781,48.84
Sumter,Rec Dept,2667,1755,1437,296,14,1747,82.92
Sumter,Reese Park,3064,1746,1357,368,12,1737,78.67
Sumter,Thompson,712,449,216,227,6,449,48.76
Talbot,Box Springs,469,347,144,200,1,345,41.86
Talbot,Flint Hill,1048,831,488,330,6,824,59.66
Talbot,Geneva,482,378,217,158,2,377,57.87
Talbot,Junction City,437,325,203,120,1,324,62.85
Talbot,ONeal,555,449,256,189,2,447,57.53
Talbot,Talbotton,884,646,517,123,4,644,80.78
Talbot,Valley,688,568,289,272,0,561,51.52
Taliaferro,Crawfordville,992,745,447,289,3,739,60.73
Taliaferro,Sharon,253,189,114,71,4,189,61.62
Tattnall,Cobbtown,761,541,99,436,4,539,18.5
Tattnall,Collins,1482,1016,227,783,3,1013,22.48
Tattnall,District II,2500,1621,532,1073,10,1615,33.15
Tattnall,District IV,2497,1749,512,1221,12,1745,29.54
Tattnall,District V,1062,722,93,620,6,719,13.04
Tattnall,East Glennville,2506,1806,365,1405,28,1798,20.62
Tattnall,Manassas,265,198,51,145,2,198,26.02
Tattnall,Shiloh,1111,558,182,370,4,556,32.97
Taylor,Precinct 1,1108,687,555,119,7,681,82.34
Taylor,Precinct 5,2219,1637,252,1364,11,1627,15.59
Taylor,Precinct 6,2073,1535,580,935,16,1531,38.28
Telfair,Helena,969,662,216,438,4,658,33.03
Telfair,Jacksonville,628,451,95,351,1,447,21.3
Telfair,Lumber-City,963,729,334,386,6,726,46.39
Telfair,McRae,2337,1624,715,893,9,1617,44.47
Telfair,Milan,802,635,73,558,1,632,11.57
Telfair,Scotland,333,253,54,199,0,253,21.34
Terrell,Bronwood,885,602,281,315,3,599,47.15
Terrell,Dawson,3043,1903,1434,439,19,1892,76.56
Terrell,Graves,598,439,146,289,1,436,33.56
Terrell,Herod-Dover,301,212,91,118,2,211,43.54
Terrell,Parrott,412,321,114,206,1,321,35.62
Terrell,Sasser,1355,960,310,637,10,957,32.73
Thomas,Barwick,630,489,103,380,3,486,21.33
Thomas,Boston,1632,1151,546,592,10,1148,47.98
Thomas,Central,3523,2603,850,1719,24,2593,33.09
Thomas,Coolidge,983,734,162,561,7,730,22.41
Thomas,Douglass,2448,1495,1211,263,12,1486,82.16
Thomas,Fire Station #2,1404,1133,324,798,6,1128,28.88
Thomas,Gatlin Creek,2069,1582,408,1157,15,1580,26.07
Thomas,Harper,2001,1320,999,300,12,1311,76.91
Thomas,Jerger,1898,1483,580,883,16,1479,39.64
Thomas,LIttle Ochlocknee Baptist Church,1132,919,182,730,4,916,19.96
Thomas,Meigs,864,591,239,344,4,587,40.99
Thomas,Merrillville,701,505,133,368,2,503,26.55
Thomas,Metcalfe,299,229,64,163,0,227,28.19
Thomas,New Covenant,2155,1592,412,1160,18,1590,26.21
Thomas,Ochlocknee,1175,839,149,684,3,836,17.89
Thomas,Patten,397,310,58,251,1,310,18.77
Thomas,Pavo,673,495,90,401,2,493,18.33
Thomas,Remington Esc,2190,1635,635,973,19,1627,39.49
Thomas,Resource Center,1363,894,811,71,6,888,91.95
Thomas,Scott,2491,1947,752,1156,27,1935,39.41
Tift,Brighton,2219,1808,304,1480,18,1802,17.04
Tift,Brookfield,1501,1057,162,882,13,1057,15.52
Tift,Chula,1314,1070,158,899,8,1065,14.95
Tift,Docia,1056,851,90,756,4,850,10.64
Tift,Eldorado,1262,895,111,771,6,888,12.59
Tift,Mott-Litman Gym,2889,1467,1174,272,15,1461,81.19
Tift,Omega,864,546,129,403,11,543,24.25
Tift,Tifton Lodge,3091,2074,701,1344,19,2064,34.28
Tift,Tifton Northeast,3332,2154,818,1291,32,2141,38.79
Tift,Tifton Northwest,3334,2362,685,1637,32,2354,29.5
Tift,Tifton South,2366,1212,783,409,15,1207,65.69
Tift,Ty Ty,1221,855,207,640,4,851,24.44
Toombs,15361 Lyons,0,2278,597,1656,14,2267,26.5
Toombs,39 Newbranch,0,1067,109,946,7,1062,10.33
Toombs,43 Cedar Crossing,0,993,72,908,12,992,7.35
Toombs,513 VPD,0,4044,1271,2709,46,4026,31.93
Toombs,514 STIALC,0,2581,890,1653,24,2567,35.0
Towns,Hiawassee,3542,2708,523,2162,11,2696,19.48
Towns,Macedonia,3828,2821,477,2299,24,2800,17.18
Towns,Young Harris,3323,2487,550,1923,10,2483,22.24
Treutlen,Annex,0,1445,133,1300,7,1440,9.28
Treutlen,Soperton,0,1650,819,801,17,1637,50.56
Troup,Administration Bldg,3907,2105,1423,645,24,2092,68.81
Troup,East Vernon,3117,2434,443,1958,25,2426,18.45
Troup,Gardner Newman,2876,2115,886,1195,26,2107,42.58
Troup,Gray Hill,1878,1370,357,991,19,1367,26.48
Troup,Griggs Center,2457,1266,1153,94,14,1261,92.46
Troup,Hammett Rd,4354,2775,1709,1025,30,2764,62.51
Troup,Highland,1686,1127,605,511,7,1123,54.21
Troup,Hogansville,3806,2710,857,1817,28,2702,32.05
Troup,Hollis Hand,3554,2777,707,1997,46,2750,26.15
Troup,Long Cane,3249,2437,626,1772,27,2425,26.11
Troup,McClendon,3533,2801,629,2132,27,2788,22.78
Troup,Northside,2600,1855,791,1042,15,1848,43.15
Troup,Rosemont,3893,3103,561,2515,24,3100,18.24
Troup,West Point,2054,1309,831,449,16,1296,64.92
Turner,Ashburn,3509,2283,1217,1025,27,2269,54.28
Turner,Rebecca,464,337,45,289,2,336,13.47
Turner,Sycamore,1609,1189,148,1035,4,1187,12.51
Twiggs,Dry Branch,1550,980,190,781,6,977,19.57
Twiggs,Golden Isles,1692,1180,687,484,9,1180,58.67
Twiggs,Higgsville,758,567,151,410,1,562,26.92
Twiggs,Jeffersonville/Ware,1464,1121,710,401,7,1118,63.91
Twiggs,Shady Grove/Tarvers,840,610,306,294,7,607,51.0
Union,Blairsville,2435,1896,355,1518,12,1885,18.95
Union,Choestoe,1377,1121,199,908,10,1117,17.98
Union,Coosa,2294,1860,268,1575,11,1854,14.54
Union,Dooley,1531,1233,260,950,13,1223,21.49
Union,Gumlog,2143,1724,277,1429,11,1717,16.24
Union,Ivy Log,2008,1691,267,1400,15,1682,16.02
Union,Jones Creek,1945,1634,276,1342,5,1623,17.06
Union,Owltown,1517,1240,258,962,10,1230,21.15
Union,Pat Colwell,2230,1872,368,1488,9,1865,19.83
Union,Suches,611,478,93,381,2,476,19.62
Union,Trackrock,1110,896,180,698,10,888,20.5
Upson,Redbone,8219,6048,1280,4717,40,6037,21.34
Upson,Salem,370,312,266,44,2,312,85.81
Upson,Town,8239,5551,2405,3064,50,5519,43.98
Upson,Yatesville,1347,1039,250,783,4,1037,24.2
Walker,Armuchee Valley,1453,1063,164,885,10,1059,15.63
Walker,Chattanooga Valley,6325,4535,996,3442,66,4504,22.44
Walker,Chickamauga,6890,5015,846,4089,61,4996,17.14
Walker,Fairview,3101,1902,418,1449,25,1892,22.39
Walker,Fairyland,1265,963,321,593,22,936,35.12
Walker,Kensington,1347,970,199,751,15,965,20.95
Walker,La Fayette,6547,4240,832,3325,70,4227,20.01
Walker,Mountain,1254,917,178,714,13,905,19.96
Walker,Rock Spring,6275,4606,700,3831,53,4584,15.45
Walker,Rossville,6255,3721,943,2710,55,3708,25.81
Walker,Walnut Grove,2212,1582,172,1385,21,1578,11.05
Walton,Bay Creek,3401,2608,498,2064,37,2599,19.44
Walton,Between,4925,3935,763,3113,44,3920,19.69
Walton,Blasingame,1115,929,107,816,6,929,11.59
Walton,Bold Springs,4653,3763,738,2969,40,3747,19.91
Walton,Broken Arrow,4380,3270,605,2616,39,3260,18.78
Walton,E Monroe,4119,2345,922,1388,24,2334,39.91
Walton,Good Hope,2149,1686,239,1425,15,1679,14.36
Walton,Gratis,1243,1040,131,896,11,1038,12.76
Walton,Jersey,1970,1594,155,1412,24,1591,9.89
Walton,Loganville North,5225,3622,993,2559,50,3602,27.96
Walton,Loganville South,3768,2682,830,1797,38,2665,31.59
Walton,Mountain,1657,1220,182,1026,10,1218,15.07
Walton,North Monroe,4818,2861,1512,1311,31,2854,53.56
Walton,Social Circle,4604,3332,928,2347,40,3315,28.34
Walton,South Monroe,3910,2582,755,1779,36,2570,29.79
Walton,Tara,4050,3055,1382,1633,27,3042,45.84
Walton,W Monroe,2027,1610,313,1276,14,1603,19.7
Walton,Walker Park,3858,2880,499,2348,26,2873,17.53
Walton,Walnut Grove,2661,1951,295,1629,18,1942,15.33
Walton,West Walton,4219,3314,703,2564,34,3301,21.52
Walton,Whatley,1254,1015,132,874,7,1013,13.12
Ware,100,4740,2503,2001,479,12,2492,80.69
Ware,200A,2730,1672,574,1062,30,1666,35.09
Ware,200B,976,511,290,206,7,503,58.47
Ware,300,4061,2746,630,2087,19,2736,23.19
Ware,304,1269,799,113,679,6,798,14.27
Ware,400,3538,2600,364,2212,16,2592,14.13
Ware,404,373,291,24,263,1,288,8.36
Ware,405,636,480,23,454,2,479,4.82
Ware,406,1659,1193,104,1067,17,1188,8.88
Ware,407,505,362,17,339,2,358,4.78
Ware,408,523,379,19,359,1,379,5.03
Ware,409,984,717,52,658,3,713,7.32
Warren,Warrenton,3785,2663,1469,1166,16,2651,55.75
Washington,Davisboro,814,611,254,354,2,610,41.78
Washington,Deepstep,554,431,111,312,4,427,26.24
Washington,Harrison,1005,758,252,494,9,755,33.78
Washington,Oconee,581,441,208,227,2,437,47.82
Washington,Riddleville,561,434,149,281,3,433,34.65
Washington,Sandersville,6221,4485,2486,1942,35,4463,56.14
Washington,Tennille,2512,1766,1024,726,9,1759,58.51
Washington,Warthen,742,580,246,327,2,575,42.93
Wayne,Altamaha,2857,1802,408,1379,10,1797,22.83
Wayne,Empire,1106,881,73,795,9,877,8.41
Wayne,Gardi,1123,822,78,737,5,820,9.57
Wayne,Madray Springs,1176,915,64,845,3,912,7.04
Wayne,Odum,1260,999,89,906,2,997,8.94
Wayne,Oglethorpe,1741,1271,168,1092,10,1270,13.33
Wayne,Pine Street,1140,744,337,395,8,740,46.04
Wayne,Rec Center,1766,1263,282,960,17,1259,22.71
Wayne,Red Hill,1036,704,130,565,8,703,18.71
Wayne,Screven,1849,1392,195,1190,7,1392,14.08
Wayne,Unity,1905,1349,363,967,18,1348,27.29
Wayne,VFW,1145,668,500,156,7,663,76.22
Webster,Preston 1,1705,1400,639,748,3,1390,46.07
Wheeler,Alamo,0,1376,452,906,10,1368,33.28
Wheeler,Glenwood,0,922,237,677,3,917,25.93
White,Blue Creek,2352,1805,359,1412,25,1796,20.27
White,Blue Ridge,929,658,89,559,7,655,13.73
White,Helen,609,421,112,307,2,421,26.73
White,Mossy Creek,3164,2265,253,1977,30,2260,11.35
White,Mt Yonah,4468,3155,544,2549,42,3135,17.59
White,Nacoochee,1552,1248,365,866,10,1241,29.65
White,Robertstown,407,318,69,245,3,317,21.97
White,Shoal Creek,2538,1677,181,1464,20,1665,11.0
White,Tesnatee,1231,920,158,743,10,911,17.54
White,Town Creek,1593,1142,169,948,20,1137,15.13
White,White Creek,1779,1288,112,1152,14,1278,8.86
Whitfield,1A,2533,1364,689,651,19,1359,51.42
Whitfield,2A,3090,2181,678,1451,29,2158,31.85
Whitfield,3A,2221,1578,559,974,27,1560,36.46
Whitfield,4A,2586,1915,710,1169,23,1902,37.79
Whitfield,5A,2238,1151,782,346,17,1145,69.33
Whitfield,6A,1690,840,565,259,12,836,68.57
Whitfield,AN,2474,1333,618,693,12,1323,47.14
Whitfield,CA,1953,1232,240,980,8,1228,19.67
Whitfield,CO,1431,1032,177,844,9,1030,17.34
Whitfield,DG,3295,2288,698,1542,36,2276,31.16
Whitfield,ES,1702,980,343,618,14,975,35.69
Whitfield,FI,2146,1401,395,983,21,1399,28.66
Whitfield,GL,2510,1642,616,1004,14,1634,38.02
Whitfield,LT,1148,878,111,758,7,876,12.77
Whitfield,MC,1659,1246,164,1061,15,1240,13.39
Whitfield,NI,2456,1727,278,1430,15,1723,16.28
Whitfield,PG,4721,3331,911,2376,29,3316,27.72
Whitfield,TH,3836,2667,546,2072,38,2656,20.86
Whitfield,TI,775,515,76,430,7,513,15.02
Whitfield,TR,1335,1053,132,900,17,1049,12.79
Whitfield,UT,1053,799,104,683,7,794,13.21
Whitfield,VA,5250,3827,838,2919,48,3805,22.31
Whitfield,WS,2647,1956,440,1493,16,1949,22.76
Wilcox,Abbeville North 2,441,384,109,272,2,383,28.61
Wilcox,Abbeville South 5,1123,710,149,554,3,706,21.19
Wilcox,Pineview 2,630,461,194,264,2,460,42.36
Wilcox,Pitts 3,876,643,76,563,1,640,11.89
Wilcox,Rochelle North 1,558,334,235,92,3,330,71.87
Wilcox,Rochelle South 4,1033,763,99,658,5,762,13.08
Wilkes,Courthouse,1001,761,255,498,6,759,33.86
Wilkes,Edward B Pope Center,1017,685,484,192,6,682,71.6
Wilkes,Metasville Fire Sta,610,462,132,328,2,462,28.7
Wilkes,Rayle City Hall,570,421,136,275,6,417,33.09
Wilkes,Senior Citizen Center,1552,1082,677,389,10,1076,63.51
Wilkes,Tignal Sch Lunch Rm,896,702,260,431,7,698,37.63
Wilkes,Young Farmers Bldg,1173,940,216,710,9,935,23.33
Wilkinson,Bloodworth,434,353,36,315,2,353,10.26
Wilkinson,Griffin,184,158,31,125,1,157,19.87
Wilkinson,High Hill,173,139,27,110,0,137,19.71
Wilkinson,Irwinton,875,660,360,295,3,658,54.96
Wilkinson,Ivey,960,649,89,549,10,648,13.95
Wilkinson,Lord,735,558,233,317,6,556,42.36
Wilkinson,Midway,938,661,534,121,0,655,81.53
Wilkinson,Ramah,1709,1264,667,585,6,1258,53.27
Wilkinson,Turkey Creek,462,350,98,247,3,348,28.41
Worth,Bridgeboro,1286,832,134,689,7,830,16.28
Worth,County Line,887,499,83,415,0,498,16.67
Worth,Doles,449,317,30,284,2,316,9.55
Worth,Isabella,1424,1016,126,879,10,1015,12.54
Worth,Minton,543,413,29,383,0,412,7.04
Worth,Oakfield,229,155,47,104,1,152,31.13
Worth,Piney Woods,336,212,83,127,0,210,39.52
Worth,Poulan,887,599,112,485,2,599,18.76
Worth,Red Rock,1287,743,152,585,6,743,20.62
Worth,Scooterville,603,409,28,380,1,409,6.86
Worth,Shingler,554,422,45,375,1,421,10.71
Worth,Sumner,871,577,113,462,2,577,19.65
Worth,Sylvester,3006,1687,1045,616,15,1676,62.91
Worth,Sylvester East,1406,947,225,709,9,943,24.09
Worth,Warwick,701,487,143,337,4,484,29.79
