"yr","name","part","x","y"
2020,"35 JOHNS CREEK",1,12.099,0.58
2020,"35 JOHNS CREEK",1,12.14,0.602
2020,"35 JOHNS CREEK",1,12.18,0.622
2020,"35 JOHNS CREEK",1,12.243,0.64
2020,"35 JOHNS CREEK",1,12.352,0.635
2020,"35 JOHNS CREEK",1,12.375,0.629
2020,"35 JOHNS CREEK",1,12.395,0.621
2020,"35 JOHNS CREEK",1,12.443,0.599
2020,"35 JOHNS CREEK",1,12.493,0.571
2020,"35 JOHNS CREEK",1,12.501,0.586
2020,"35 JOHNS CREEK",1,12.509,0.614
2020,"35 JOHNS CREEK",1,12.636,0.836
2020,"35 JOHNS CREEK",1,12.689,0.906
2020,"35 JOHNS CREEK",1,12.763,1.271
2020,"35 JOHNS CREEK",1,12.52,1.634
2020,"35 JOHNS CREEK",1,12.393,1.845
2020,"35 JOHNS CREEK",1,12.579,2.223
2020,"35 JOHNS CREEK",1,12.607,2.262
2020,"35 JOHNS CREEK",1,12.62,2.28
2020,"35 JOHNS CREEK",1,12.809,3.322
2020,"35 JOHNS CREEK",1,12.787,3.352
2020,"35 JOHNS CREEK",1,12.579,3.536
2020,"35 JOHNS CREEK",1,12.559,3.559
2020,"35 JOHNS CREEK",1,12.475,3.696
2020,"35 JOHNS CREEK",1,12.458,3.735
2020,"35 JOHNS CREEK",1,12.422,3.825
2020,"35 JOHNS CREEK",1,12.382,3.916
2020,"35 JOHNS CREEK",1,12.362,3.966
2020,"35 JOHNS CREEK",1,12.341,4.012
2020,"35 JOHNS CREEK",1,12.061,4.576
2020,"35 JOHNS CREEK",1,11.15,4.482
2020,"35 JOHNS CREEK",1,10.751,4.27
2020,"35 JOHNS CREEK",1,10.331,4.217
2020,"35 JOHNS CREEK",1,10.285,4.186
2020,"35 JOHNS CREEK",1,9.758,3.671
2020,"35 JOHNS CREEK",1,9.72,3.648
2020,"35 JOHNS CREEK",1,9.65,3.608
2020,"35 JOHNS CREEK",1,8.785,4.448
2020,"35 JOHNS CREEK",1,8.24,4.814
2020,"04 CHESTATEE",1,18.162,23.775
2020,"04 CHESTATEE",1,18.697,23.441
2020,"04 CHESTATEE",1,18.662,23.257
2020,"04 CHESTATEE",1,19.067,22.865
2020,"04 CHESTATEE",1,19.327,22.807
2020,"04 CHESTATEE",1,19.384,22.392
2020,"04 CHESTATEE",1,19.709,22.156
2020,"04 CHESTATEE",1,19.976,22.194
2020,"04 CHESTATEE",1,20.187,21.968
2020,"04 CHESTATEE",1,20.254,21.953
2020,"04 CHESTATEE",1,20.72,21.854
2020,"04 CHESTATEE",1,21.309,22.042
2020,"04 CHESTATEE",1,21.885,21.898
2020,"04 CHESTATEE",1,22.127,21.926
2020,"04 CHESTATEE",1,23.379,22.473
2020,"04 CHESTATEE",1,24.242,22.548
2020,"04 CHESTATEE",1,25.19,22.408
2020,"04 CHESTATEE",1,25.858,22.459
2020,"04 CHESTATEE",1,25.858,22.955
2020,"04 CHESTATEE",1,26.122,23.019
2020,"04 CHESTATEE",1,26.448,23.343
2020,"04 CHESTATEE",1,26.6,23.093
2020,"04 CHESTATEE",1,27.277,23.594
2020,"04 CHESTATEE",1,27.7,23.644
2020,"04 CHESTATEE",1,27.866,24.093
2020,"04 CHESTATEE",1,28.319,23.902
2020,"04 CHESTATEE",1,28.548,23.81
2020,"04 CHESTATEE",1,28.197,24.457
2020,"04 CHESTATEE",1,28.264,24.625
2020,"04 CHESTATEE",1,28.281,24.649
2020,"04 CHESTATEE",1,29.233,25.294
2020,"04 CHESTATEE",1,29.669,25.414
2020,"04 CHESTATEE",1,30.164,25.727
2020,"04 CHESTATEE",1,30.629,25.85
2020,"04 CHESTATEE",1,30.767,26.506
2020,"04 CHESTATEE",1,30.48,27.014
2020,"04 CHESTATEE",1,30.145,27.022
2020,"04 CHESTATEE",1,30.252,26.608
2020,"04 CHESTATEE",1,29.974,26.569
2020,"04 CHESTATEE",1,29.878,27.207
2020,"04 CHESTATEE",1,29.749,27.523
2020,"04 CHESTATEE",1,30.177,27.738
2020,"04 CHESTATEE",1,30.129,27.945
2020,"04 CHESTATEE",1,29.665,28.046
2020,"04 CHESTATEE",1,29.37,27.818
2020,"04 CHESTATEE",1,29.454,27.398
2020,"04 CHESTATEE",1,29.259,27.217
2020,"04 CHESTATEE",1,28.775,27.81
2020,"04 CHESTATEE",1,29.127,28.224
2020,"04 CHESTATEE",1,28.961,28.732
2020,"04 CHESTATEE",1,28.442,29.438
2020,"04 CHESTATEE",1,28.104,29.254
2020,"04 CHESTATEE",1,27.261,28.965
2020,"04 CHESTATEE",1,25.825,28.282
2020,"04 CHESTATEE",1,24.853,27.728
2020,"04 CHESTATEE",1,24.829,27.716
2020,"04 CHESTATEE",1,24.768,27.688
2020,"04 CHESTATEE",1,24.309,27.476
2020,"04 CHESTATEE",1,24.251,27.449
2020,"04 CHESTATEE",1,23.905,27.288
2020,"04 CHESTATEE",1,22.736,26.925
2020,"04 CHESTATEE",1,21.885,26.864
2020,"04 CHESTATEE",1,21.268,26.479
2020,"04 CHESTATEE",1,20.693,26.286
2020,"04 CHESTATEE",1,20.045,25.984
2020,"04 CHESTATEE",1,19.736,25.731
2020,"04 CHESTATEE",1,19.329,24.798
2020,"04 CHESTATEE",1,19.213,24.662
2020,"04 CHESTATEE",1,19.054,24.518
2020,"04 CHESTATEE",1,18.856,24.335
2020,"04 CHESTATEE",1,18.79,24.271
2020,"04 CHESTATEE",1,18.715,24.203
2020,"04 CHESTATEE",1,18.644,24.132
2020,"04 CHESTATEE",1,18.575,24.071
2020,"04 CHESTATEE",1,18.162,23.775
2020,"36 NICHOLS",1,10.5,8.29
2020,"36 NICHOLS",1,10.347,8.009
2020,"36 NICHOLS",1,10.099,7.595
2020,"36 NICHOLS",1,10.216,6.905
2020,"36 NICHOLS",1,10.616,6.412
2020,"36 NICHOLS",1,10.768,6.324
2020,"36 NICHOLS",1,10.925,6.218
2020,"36 NICHOLS",1,11.385,5.91
2020,"36 NICHOLS",1,11.604,5.702
2020,"36 NICHOLS",1,11.761,5.541
2020,"36 NICHOLS",1,11.994,5.507
2020,"36 NICHOLS",1,12.127,5.434
2020,"36 NICHOLS",1,12.802,5.724
2020,"36 NICHOLS",1,13.34,5.554
2020,"36 NICHOLS",1,13.373,5.558
2020,"36 NICHOLS",1,13.406,5.557
2020,"36 NICHOLS",1,13.51,5.556
2020,"36 NICHOLS",1,13.74,5.411
2020,"36 NICHOLS",1,14.157,5.471
2020,"36 NICHOLS",1,14.382,5.281
2020,"36 NICHOLS",1,15.037,5.895
2020,"36 NICHOLS",1,15.146,6.177
2020,"36 NICHOLS",1,15.069,6.752
2020,"36 NICHOLS",1,15.059,6.864
2020,"36 NICHOLS",1,15.104,7.342
2020,"36 NICHOLS",1,15.436,7.647
2020,"36 NICHOLS",1,15.448,8.032
2020,"36 NICHOLS",1,15.392,8.304
2020,"36 NICHOLS",1,14.777,8.284
2020,"36 NICHOLS",1,14.285,8.614
2020,"36 NICHOLS",1,14.041,8.291
2020,"36 NICHOLS",1,13.737,8.351
2020,"36 NICHOLS",1,13.77,8.721
2020,"36 NICHOLS",1,13.627,8.875
2020,"36 NICHOLS",1,13.157,8.922
2020,"36 NICHOLS",1,12.418,8.397
2020,"36 NICHOLS",1,11.777,7.697
2020,"36 NICHOLS",1,11.486,7.774
2020,"36 NICHOLS",1,11.073,8.09
2020,"36 NICHOLS",1,10.954,7.934
2020,"36 NICHOLS",1,10.5,8.29
2020,"19 OLD ATLANTA",1,12.809,3.322
2020,"19 OLD ATLANTA",1,12.62,2.28
2020,"19 OLD ATLANTA",1,12.607,2.262
2020,"19 OLD ATLANTA",1,12.579,2.223
2020,"19 OLD ATLANTA",1,12.393,1.845
2020,"19 OLD ATLANTA",1,12.52,1.634
2020,"19 OLD ATLANTA",1,12.763,1.271
2020,"19 OLD ATLANTA",1,12.689,0.906
2020,"19 OLD ATLANTA",1,12.636,0.836
2020,"19 OLD ATLANTA",1,12.509,0.614
2020,"19 OLD ATLANTA",1,12.501,0.586
2020,"19 OLD ATLANTA",1,12.493,0.571
2020,"19 OLD ATLANTA",1,12.782,0.379
2020,"19 OLD ATLANTA",1,13.434,0.128
2020,"19 OLD ATLANTA",1,13.895,0.006
2020,"19 OLD ATLANTA",1,15.459,0
2020,"19 OLD ATLANTA",1,15.658,0.026
2020,"19 OLD ATLANTA",1,15.369,0.308
2020,"19 OLD ATLANTA",1,14.859,0.45
2020,"19 OLD ATLANTA",1,14.623,0.707
2020,"19 OLD ATLANTA",1,14.388,1.27
2020,"19 OLD ATLANTA",1,14.365,1.307
2020,"19 OLD ATLANTA",1,14.135,1.52
2020,"19 OLD ATLANTA",1,14.099,1.543
2020,"19 OLD ATLANTA",1,13.828,1.567
2020,"19 OLD ATLANTA",1,13.82,1.567
2020,"19 OLD ATLANTA",1,13.776,1.572
2020,"19 OLD ATLANTA",1,13.772,1.575
2020,"19 OLD ATLANTA",1,13.833,2.197
2020,"19 OLD ATLANTA",1,14.127,2.821
2020,"19 OLD ATLANTA",1,14.08,3.937
2020,"19 OLD ATLANTA",1,14.4,4.628
2020,"19 OLD ATLANTA",1,14.343,5.161
2020,"19 OLD ATLANTA",1,14.344,5.165
2020,"19 OLD ATLANTA",1,14.382,5.281
2020,"19 OLD ATLANTA",1,14.157,5.471
2020,"19 OLD ATLANTA",1,13.74,5.411
2020,"19 OLD ATLANTA",1,13.51,5.556
2020,"19 OLD ATLANTA",1,13.406,5.557
2020,"19 OLD ATLANTA",1,13.373,5.558
2020,"19 OLD ATLANTA",1,13.34,5.554
2020,"19 OLD ATLANTA",1,12.802,5.724
2020,"19 OLD ATLANTA",1,12.127,5.434
2020,"19 OLD ATLANTA",1,11.994,5.507
2020,"19 OLD ATLANTA",1,11.761,5.541
2020,"19 OLD ATLANTA",1,11.789,5.499
2020,"19 OLD ATLANTA",1,11.809,5.46
2020,"19 OLD ATLANTA",1,11.892,5.305
2020,"19 OLD ATLANTA",1,11.967,5.025
2020,"19 OLD ATLANTA",1,11.975,4.862
2020,"19 OLD ATLANTA",1,11.977,4.823
2020,"19 OLD ATLANTA",1,12.061,4.576
2020,"19 OLD ATLANTA",1,12.341,4.012
2020,"19 OLD ATLANTA",1,12.362,3.966
2020,"19 OLD ATLANTA",1,12.382,3.916
2020,"19 OLD ATLANTA",1,12.422,3.825
2020,"19 OLD ATLANTA",1,12.458,3.735
2020,"19 OLD ATLANTA",1,12.475,3.696
2020,"19 OLD ATLANTA",1,12.559,3.559
2020,"19 OLD ATLANTA",1,12.579,3.536
2020,"19 OLD ATLANTA",1,12.787,3.352
2020,"19 OLD ATLANTA",1,12.809,3.322
2020,"02 BRANDYWINE",1,1.198,9.941
2020,"02 BRANDYWINE",1,0.509,9.863
2020,"02 BRANDYWINE",1,0.596,6.131
2020,"02 BRANDYWINE",1,0.598,6.129
2020,"02 BRANDYWINE",1,0.601,6.128
2020,"02 BRANDYWINE",1,0.606,6.124
2020,"02 BRANDYWINE",1,0.609,6.122
2020,"02 BRANDYWINE",1,0.617,6.117
2020,"02 BRANDYWINE",1,0.621,6.115
2020,"02 BRANDYWINE",1,0.624,6.113
2020,"02 BRANDYWINE",1,0.626,6.112
2020,"02 BRANDYWINE",1,0.77,6.063
2020,"02 BRANDYWINE",1,0.782,6.059
2020,"02 BRANDYWINE",1,0.819,6.045
2020,"02 BRANDYWINE",1,0.829,6.042
2020,"02 BRANDYWINE",1,0.942,5.96
2020,"02 BRANDYWINE",1,0.962,5.933
2020,"02 BRANDYWINE",1,0.963,5.931
2020,"02 BRANDYWINE",1,0.974,5.913
2020,"02 BRANDYWINE",1,0.976,5.91
2020,"02 BRANDYWINE",1,1.006,5.811
2020,"02 BRANDYWINE",1,1.008,5.805
2020,"02 BRANDYWINE",1,1.017,5.771
2020,"02 BRANDYWINE",1,1.017,5.769
2020,"02 BRANDYWINE",1,1.021,5.749
2020,"02 BRANDYWINE",1,1.026,5.722
2020,"02 BRANDYWINE",1,1.03,5.706
2020,"02 BRANDYWINE",1,1.031,5.699
2020,"02 BRANDYWINE",1,1.032,5.695
2020,"02 BRANDYWINE",1,1.032,5.692
2020,"02 BRANDYWINE",1,1.035,5.677
2020,"02 BRANDYWINE",1,1.037,5.666
2020,"02 BRANDYWINE",1,1.041,5.647
2020,"02 BRANDYWINE",1,1.043,5.638
2020,"02 BRANDYWINE",1,1.044,5.631
2020,"02 BRANDYWINE",1,1.049,5.608
2020,"02 BRANDYWINE",1,1.05,5.601
2020,"02 BRANDYWINE",1,1.057,5.565
2020,"02 BRANDYWINE",1,1.085,5.575
2020,"02 BRANDYWINE",1,1.107,5.58
2020,"02 BRANDYWINE",1,1.119,5.583
2020,"02 BRANDYWINE",1,1.132,5.585
2020,"02 BRANDYWINE",1,1.134,5.585
2020,"02 BRANDYWINE",1,1.157,5.588
2020,"02 BRANDYWINE",1,1.158,5.588
2020,"02 BRANDYWINE",1,1.161,5.588
2020,"02 BRANDYWINE",1,1.163,5.588
2020,"02 BRANDYWINE",1,1.179,5.59
2020,"02 BRANDYWINE",1,1.194,5.592
2020,"02 BRANDYWINE",1,1.207,5.594
2020,"02 BRANDYWINE",1,1.212,5.595
2020,"02 BRANDYWINE",1,1.238,5.598
2020,"02 BRANDYWINE",1,1.256,5.6
2020,"02 BRANDYWINE",1,1.262,5.601
2020,"02 BRANDYWINE",1,1.27,5.602
2020,"02 BRANDYWINE",1,1.274,5.603
2020,"02 BRANDYWINE",1,1.286,5.604
2020,"02 BRANDYWINE",1,1.289,5.605
2020,"02 BRANDYWINE",1,1.339,5.611
2020,"02 BRANDYWINE",1,1.342,5.611
2020,"02 BRANDYWINE",1,1.416,5.612
2020,"02 BRANDYWINE",1,1.904,5.436
2020,"02 BRANDYWINE",1,1.919,5.429
2020,"02 BRANDYWINE",1,1.939,5.416
2020,"02 BRANDYWINE",1,1.957,5.407
2020,"02 BRANDYWINE",1,2.555,5.951
2020,"02 BRANDYWINE",1,2.932,6.215
2020,"02 BRANDYWINE",1,3.912,6.791
2020,"02 BRANDYWINE",1,3.887,6.999
2020,"02 BRANDYWINE",1,3.783,7.817
2020,"02 BRANDYWINE",1,3.56,8.302
2020,"02 BRANDYWINE",1,3.169,8.537
2020,"02 BRANDYWINE",1,3.136,8.55
2020,"02 BRANDYWINE",1,2.744,8.57
2020,"02 BRANDYWINE",1,2.293,8.923
2020,"02 BRANDYWINE",1,2.275,8.936
2020,"02 BRANDYWINE",1,1.769,8.987
2020,"02 BRANDYWINE",1,1.448,9.123
2020,"02 BRANDYWINE",1,1.404,9.614
2020,"02 BRANDYWINE",1,1.198,9.941
2020,"34 FOWLER",1,0.343,16.32
2020,"34 FOWLER",1,0.509,9.863
2020,"34 FOWLER",1,1.198,9.941
2020,"34 FOWLER",1,1.404,9.614
2020,"34 FOWLER",1,1.448,9.123
2020,"34 FOWLER",1,1.769,8.987
2020,"34 FOWLER",1,2.275,8.936
2020,"34 FOWLER",1,2.293,8.923
2020,"34 FOWLER",1,2.744,8.57
2020,"34 FOWLER",1,3.136,8.55
2020,"34 FOWLER",1,3.169,8.537
2020,"34 FOWLER",1,3.56,8.302
2020,"34 FOWLER",1,3.783,7.817
2020,"34 FOWLER",1,3.887,6.999
2020,"34 FOWLER",1,3.912,6.791
2020,"34 FOWLER",1,4.155,7.057
2020,"34 FOWLER",1,4.999,8.48
2020,"34 FOWLER",1,5.566,9.412
2020,"34 FOWLER",1,5.886,9.717
2020,"34 FOWLER",1,6.537,10.256
2020,"34 FOWLER",1,7.294,11.182
2020,"34 FOWLER",1,7.531,11.39
2020,"34 FOWLER",1,7.692,11.48
2020,"34 FOWLER",1,8.367,11.706
2020,"34 FOWLER",1,8.304,12.014
2020,"34 FOWLER",1,7.385,12.036
2020,"34 FOWLER",1,6.511,11.807
2020,"34 FOWLER",1,6.178,11.434
2020,"34 FOWLER",1,5.344,11.254
2020,"34 FOWLER",1,4.705,11.411
2020,"34 FOWLER",1,4.178,11.39
2020,"34 FOWLER",1,3.43,11.491
2020,"34 FOWLER",1,2.598,11.7
2020,"34 FOWLER",1,2.582,11.693
2020,"34 FOWLER",1,2.549,11.681
2020,"34 FOWLER",1,2.52,11.669
2020,"34 FOWLER",1,2.515,11.703
2020,"34 FOWLER",1,2.566,12.26
2020,"34 FOWLER",1,2.682,12.618
2020,"34 FOWLER",1,2.707,12.648
2020,"34 FOWLER",1,3.134,13.064
2020,"34 FOWLER",1,2.582,13.831
2020,"34 FOWLER",1,2.305,13.88
2020,"34 FOWLER",1,2.278,13.872
2020,"34 FOWLER",1,1.939,13.842
2020,"34 FOWLER",1,1.6,14.314
2020,"34 FOWLER",1,1.004,14.67
2020,"34 FOWLER",1,0.705,15.275
2020,"34 FOWLER",1,0.66,15.434
2020,"34 FOWLER",1,0.52,16.212
2020,"34 FOWLER",1,0.343,16.32
2020,"01 BIG CREEK",1,8.24,4.814
2020,"01 BIG CREEK",1,8.18,4.983
2020,"01 BIG CREEK",1,8.197,5.536
2020,"01 BIG CREEK",1,8.181,5.821
2020,"01 BIG CREEK",1,8.178,6.273
2020,"01 BIG CREEK",1,8.179,6.471
2020,"01 BIG CREEK",1,8.176,6.667
2020,"01 BIG CREEK",1,8.175,6.747
2020,"01 BIG CREEK",1,8.176,6.998
2020,"01 BIG CREEK",1,8.214,7.139
2020,"01 BIG CREEK",1,8.273,7.206
2020,"01 BIG CREEK",1,8.341,7.28
2020,"01 BIG CREEK",1,8.409,7.354
2020,"01 BIG CREEK",1,8.505,7.469
2020,"01 BIG CREEK",1,8.554,7.552
2020,"01 BIG CREEK",1,8.639,7.852
2020,"01 BIG CREEK",1,8.671,8.018
2020,"01 BIG CREEK",1,8.667,8.139
2020,"01 BIG CREEK",1,8.59,8.514
2020,"01 BIG CREEK",1,8.583,8.545
2020,"01 BIG CREEK",1,8.568,8.617
2020,"01 BIG CREEK",1,8.556,8.672
2020,"01 BIG CREEK",1,8.546,8.72
2020,"01 BIG CREEK",1,8.381,9.296
2020,"01 BIG CREEK",1,8.452,10.241
2020,"01 BIG CREEK",1,8.302,11.115
2020,"01 BIG CREEK",1,8.333,11.463
2020,"01 BIG CREEK",1,8.364,11.642
2020,"01 BIG CREEK",1,8.367,11.706
2020,"01 BIG CREEK",1,7.692,11.48
2020,"01 BIG CREEK",1,7.531,11.39
2020,"01 BIG CREEK",1,7.294,11.182
2020,"01 BIG CREEK",1,6.537,10.256
2020,"01 BIG CREEK",1,5.886,9.717
2020,"01 BIG CREEK",1,5.566,9.412
2020,"01 BIG CREEK",1,4.999,8.48
2020,"01 BIG CREEK",1,4.155,7.057
2020,"01 BIG CREEK",1,3.912,6.791
2020,"01 BIG CREEK",1,2.932,6.215
2020,"01 BIG CREEK",1,2.555,5.951
2020,"01 BIG CREEK",1,1.957,5.407
2020,"01 BIG CREEK",1,1.968,5.402
2020,"01 BIG CREEK",1,2.072,5.347
2020,"01 BIG CREEK",1,2.075,5.345
2020,"01 BIG CREEK",1,2.078,5.343
2020,"01 BIG CREEK",1,2.085,5.34
2020,"01 BIG CREEK",1,2.109,5.328
2020,"01 BIG CREEK",1,2.123,5.32
2020,"01 BIG CREEK",1,2.143,5.312
2020,"01 BIG CREEK",1,2.154,5.307
2020,"01 BIG CREEK",1,2.162,5.304
2020,"01 BIG CREEK",1,2.184,5.297
2020,"01 BIG CREEK",1,2.228,5.287
2020,"01 BIG CREEK",1,2.244,5.284
2020,"01 BIG CREEK",1,2.271,5.283
2020,"01 BIG CREEK",1,2.295,5.281
2020,"01 BIG CREEK",1,2.661,5.284
2020,"01 BIG CREEK",1,2.663,5.284
2020,"01 BIG CREEK",1,2.828,5.207
2020,"01 BIG CREEK",1,2.832,5.2
2020,"01 BIG CREEK",1,2.835,5.192
2020,"01 BIG CREEK",1,2.846,5.172
2020,"01 BIG CREEK",1,2.847,5.17
2020,"01 BIG CREEK",1,2.853,5.159
2020,"01 BIG CREEK",1,2.86,5.148
2020,"01 BIG CREEK",1,2.862,5.143
2020,"01 BIG CREEK",1,2.87,5.129
2020,"01 BIG CREEK",1,2.881,5.109
2020,"01 BIG CREEK",1,2.888,5.097
2020,"01 BIG CREEK",1,2.891,5.091
2020,"01 BIG CREEK",1,2.893,5.088
2020,"01 BIG CREEK",1,2.898,5.078
2020,"01 BIG CREEK",1,2.901,5.073
2020,"01 BIG CREEK",1,2.903,5.07
2020,"01 BIG CREEK",1,2.907,5.062
2020,"01 BIG CREEK",1,2.912,5.054
2020,"01 BIG CREEK",1,2.916,5.046
2020,"01 BIG CREEK",1,2.921,5.037
2020,"01 BIG CREEK",1,2.924,5.033
2020,"01 BIG CREEK",1,2.943,5.002
2020,"01 BIG CREEK",1,2.95,4.992
2020,"01 BIG CREEK",1,2.965,4.972
2020,"01 BIG CREEK",1,2.966,4.971
2020,"01 BIG CREEK",1,2.968,4.969
2020,"01 BIG CREEK",1,2.969,4.968
2020,"01 BIG CREEK",1,2.985,4.951
2020,"01 BIG CREEK",1,3.005,4.93
2020,"01 BIG CREEK",1,3.015,4.921
2020,"01 BIG CREEK",1,3.045,4.897
2020,"01 BIG CREEK",1,3.047,4.895
2020,"01 BIG CREEK",1,3.05,4.893
2020,"01 BIG CREEK",1,3.058,4.887
2020,"01 BIG CREEK",1,3.101,4.856
2020,"01 BIG CREEK",1,3.102,4.855
2020,"01 BIG CREEK",1,3.166,4.811
2020,"01 BIG CREEK",1,3.185,4.8
2020,"01 BIG CREEK",1,3.191,4.797
2020,"01 BIG CREEK",1,3.195,4.796
2020,"01 BIG CREEK",1,3.205,4.791
2020,"01 BIG CREEK",1,3.226,4.783
2020,"01 BIG CREEK",1,3.312,4.769
2020,"01 BIG CREEK",1,3.324,4.769
2020,"01 BIG CREEK",1,3.376,4.776
2020,"01 BIG CREEK",1,3.397,4.78
2020,"01 BIG CREEK",1,3.459,4.805
2020,"01 BIG CREEK",1,3.469,4.809
2020,"01 BIG CREEK",1,3.47,4.809
2020,"01 BIG CREEK",1,3.472,4.81
2020,"01 BIG CREEK",1,3.475,4.811
2020,"01 BIG CREEK",1,3.511,4.827
2020,"01 BIG CREEK",1,3.536,4.838
2020,"01 BIG CREEK",1,3.724,4.919
2020,"01 BIG CREEK",1,3.739,4.927
2020,"01 BIG CREEK",1,3.786,4.959
2020,"01 BIG CREEK",1,3.804,4.977
2020,"01 BIG CREEK",1,3.923,5.112
2020,"01 BIG CREEK",1,3.931,5.12
2020,"01 BIG CREEK",1,3.945,5.132
2020,"01 BIG CREEK",1,3.961,5.146
2020,"01 BIG CREEK",1,3.977,5.159
2020,"01 BIG CREEK",1,4.021,5.184
2020,"01 BIG CREEK",1,4.031,5.189
2020,"01 BIG CREEK",1,4.039,5.193
2020,"01 BIG CREEK",1,4.043,5.194
2020,"01 BIG CREEK",1,4.068,5.203
2020,"01 BIG CREEK",1,4.081,5.208
2020,"01 BIG CREEK",1,4.196,5.22
2020,"01 BIG CREEK",1,4.199,5.22
2020,"01 BIG CREEK",1,4.201,5.22
2020,"01 BIG CREEK",1,4.205,5.22
2020,"01 BIG CREEK",1,4.226,5.219
2020,"01 BIG CREEK",1,4.229,5.219
2020,"01 BIG CREEK",1,4.438,5.199
2020,"01 BIG CREEK",1,4.599,5.155
2020,"01 BIG CREEK",1,4.622,5.148
2020,"01 BIG CREEK",1,4.624,5.148
2020,"01 BIG CREEK",1,4.706,5.125
2020,"01 BIG CREEK",1,4.712,5.123
2020,"01 BIG CREEK",1,4.79,5.096
2020,"01 BIG CREEK",1,4.795,5.094
2020,"01 BIG CREEK",1,4.812,5.084
2020,"01 BIG CREEK",1,4.841,5.068
2020,"01 BIG CREEK",1,4.846,5.065
2020,"01 BIG CREEK",1,4.852,5.06
2020,"01 BIG CREEK",1,4.872,5.046
2020,"01 BIG CREEK",1,4.88,5.04
2020,"01 BIG CREEK",1,4.919,5.005
2020,"01 BIG CREEK",1,4.926,4.999
2020,"01 BIG CREEK",1,4.936,4.987
2020,"01 BIG CREEK",1,4.946,4.976
2020,"01 BIG CREEK",1,4.986,4.918
2020,"01 BIG CREEK",1,4.99,4.91
2020,"01 BIG CREEK",1,5.035,4.821
2020,"01 BIG CREEK",1,5.087,4.715
2020,"01 BIG CREEK",1,5.108,4.672
2020,"01 BIG CREEK",1,5.109,4.671
2020,"01 BIG CREEK",1,5.136,4.616
2020,"01 BIG CREEK",1,5.139,4.61
2020,"01 BIG CREEK",1,5.165,4.567
2020,"01 BIG CREEK",1,5.228,4.503
2020,"01 BIG CREEK",1,5.255,4.485
2020,"01 BIG CREEK",1,5.27,4.474
