"yr","name","part","x","y"
2020,"35 JOHNS CREEK",1,8.24,4.814
2020,"35 JOHNS CREEK",1,8.214,4.791
2020,"35 JOHNS CREEK",1,7.955,4.323
2020,"35 JOHNS CREEK",1,7.914,4.254
2020,"35 JOHNS CREEK",1,7.903,4.238
2020,"35 JOHNS CREEK",1,7.66,3.886
2020,"35 JOHNS CREEK",1,7.449,3.746
2020,"35 JOHNS CREEK",1,7.085,3.639
2020,"35 JOHNS CREEK",1,7.213,3.489
2020,"35 JOHNS CREEK",1,7.215,3.488
2020,"35 JOHNS CREEK",1,7.233,3.468
2020,"35 JOHNS CREEK",1,7.234,3.467
2020,"35 JOHNS CREEK",1,7.236,3.465
2020,"35 JOHNS CREEK",1,7.258,3.444
2020,"35 JOHNS CREEK",1,7.401,3.362
2020,"35 JOHNS CREEK",1,7.442,3.328
2020,"35 JOHNS CREEK",1,7.491,3.236
2020,"35 JOHNS CREEK",1,7.498,3.208
2020,"35 JOHNS CREEK",1,7.511,3.137
2020,"35 JOHNS CREEK",1,7.518,3.076
2020,"35 JOHNS CREEK",1,7.753,2.668
2020,"35 JOHNS CREEK",1,7.762,2.655
2020,"35 JOHNS CREEK",1,7.79,2.613
2020,"35 JOHNS CREEK",1,7.791,2.611
2020,"35 JOHNS CREEK",1,7.794,2.608
2020,"35 JOHNS CREEK",1,7.798,2.602
2020,"35 JOHNS CREEK",1,7.804,2.593
2020,"35 JOHNS CREEK",1,7.812,2.581
2020,"35 JOHNS CREEK",1,7.818,2.573
2020,"35 JOHNS CREEK",1,7.822,2.567
2020,"35 JOHNS CREEK",1,7.833,2.551
2020,"35 JOHNS CREEK",1,7.834,2.55
2020,"35 JOHNS CREEK",1,7.857,2.517
2020,"35 JOHNS CREEK",1,7.858,2.515
2020,"35 JOHNS CREEK",1,7.866,2.503
2020,"35 JOHNS CREEK",1,7.878,2.486
2020,"35 JOHNS CREEK",1,7.88,2.484
2020,"35 JOHNS CREEK",1,7.904,2.449
2020,"35 JOHNS CREEK",1,7.905,2.447
2020,"35 JOHNS CREEK",1,7.91,2.44
2020,"35 JOHNS CREEK",1,7.924,2.42
2020,"35 JOHNS CREEK",1,7.97,2.353
2020,"35 JOHNS CREEK",1,8.074,1.915
2020,"35 JOHNS CREEK",1,8.849,1.822
2020,"35 JOHNS CREEK",1,9.54,1.603
2020,"35 JOHNS CREEK",1,9.649,1.542
2020,"35 JOHNS CREEK",1,9.894,1.203
2020,"35 JOHNS CREEK",1,10.671,0.809
2020,"35 JOHNS CREEK",1,10.676,0.807
2020,"35 JOHNS CREEK",1,10.882,0.691
2020,"35 JOHNS CREEK",1,10.909,0.674
2020,"35 JOHNS CREEK",1,10.944,0.653
2020,"35 JOHNS CREEK",1,10.973,0.635
2020,"35 JOHNS CREEK",1,10.984,0.628
2020,"35 JOHNS CREEK",1,10.999,0.619
2020,"35 JOHNS CREEK",1,11.009,0.613
2020,"35 JOHNS CREEK",1,11.017,0.608
2020,"35 JOHNS CREEK",1,11.024,0.604
2020,"35 JOHNS CREEK",1,11.031,0.599
2020,"35 JOHNS CREEK",1,11.498,0.355
2020,"35 JOHNS CREEK",1,11.841,0.435
