"from_2020","to_2024","weight_area","weight_pop","diff"
"FULTON|CP084","FULTON|CP084",0.822219,0.222222,-0.599997
"MORGAN|1. NORTHEAST MORGAN","MORGAN|1. REC DEPT",0.244065,0.828407,0.584342
"CHATHAM|POOLER RECREATION CENTER GYMNASIUM","CHATHAM|POOLER RECREATION CENTER GYMNASIUM",5.1e-05,0.547397,0.547346
"CHATHAM|POOLER RECREATION CENTER GYMNASIUM","CHATHAM|POOLER RECREATION CENTER GYMNASIUM",0.000659,0.547397,0.546738
"FULTON|CP084","FULTON|SC08B",0.126304,0.650794,0.52449
"NA|NA","NA|NA",0.374438,0.893795,0.519357
"BAKER|NEWTON","BAKER|MILFORD",0.685073,0.176966,-0.508107
"LIBERTY|BUTTON GWINNETT","LIBERTY|GUM BRANCH",0.545764,0.072464,-0.4733
"EFFINGHAM|5A","EFFINGHAM|5A",0.382682,0.850185,0.467503
"EFFINGHAM|5A","EFFINGHAM|5B",0.61731,0.149815,-0.467495
"CHATHAM|POOLER RECREATION CENTER GYMNASIUM","CHATHAM|WEST CHATHAM BAPTIST CHURCH",8e-06,0.452603,0.452595
"BRYAN|HWY 144 EAST","BRYAN|NEW BEGINNINGS",0.796347,0.359434,-0.436913
"FULTON|CH04A","FULTON|CH04A",0.172862,0.608476,0.435614
"LIBERTY|TOWN OF ALLENHURST","LIBERTY|TOWN OF ALLENHURST",0.162375,0.592933,0.430558
"DECATUR|BAINBRIDGE-COLISEUM","DECATUR|BAINBRIDGE-COLISEUM",0.031406,0.457171,0.425765
"DECATUR|BAINBRIDGE-COLISEUM","DECATUR|KIRBO CENTER",0.967588,0.542829,-0.424759
"CLARKE|6B","CLARKE|6A",0.655806,0.232165,-0.423641
"LOWNDES|MILDRED","LOWNDES|MILDRED",0.153247,0.573403,0.420156
"CLARKE|4A","CLARKE|4A",0.53648,0.117634,-0.418846
"FULTON|CH04A","FULTON|CH05",0.767626,0.357215,-0.410411
"NEWTON|COVINGTON MILLS","NEWTON|05-COV MILLS",0.360589,0.769231,0.408642
"NEWTON|COVINGTON MILLS","NEWTON|09-LIVINGSTON",0.638752,0.230769,-0.407983
"FULTON|CP07E","FULTON|CP07E",0.597322,1,0.402678
"NEWTON|TOWN","NEWTON|05-COV MILLS",0.353477,0.752336,0.398859
"FLOYD|TOWN ROME","FLOYD|TOWN ROME",0.519888,0.918733,0.398845
"FLOYD|TOWN ROME","FLOYD|GLENWOOD",0.4776,0.081267,-0.396333
"BRYAN|HWY 144 EAST","BRYAN|TIMBER TRAIL",0.022616,0.413652,0.391036
"CHATHAM|COURTYARD BY MARRIOTT","CHATHAM|SAVANNAH FIRST SEVENTH DAY ADVENTIST CHURCH",0.678561,0.289204,-0.389357
"TURNER|ASHBURN","TURNER|REBECCA",0.503237,0.114371,-0.388866
"EFFINGHAM|2B","EFFINGHAM|2C",0.145446,0.520336,0.37489
"EFFINGHAM|2B","EFFINGHAM|2B",0.854526,0.479664,-0.374862
"LIBERTY|LEWIS FRASIER SCHOOL","LIBERTY|PERFORMING ARTS CENTER (PAC)",0.487584,0.115423,-0.372161
"NEWTON|FAIRVIEW","NEWTON|24-CROWELL",0.429894,0.800884,0.37099
"NEWTON|FAIRVIEW","NEWTON|23-FAIRVIEW",0.570104,0.199116,-0.370988
"WORTH|POULAN","WORTH|POULAN",0.436992,0.799339,0.362347
"CRAWFORD|DISTRICT 1A","CRAWFORD|DISTRICT 1",0.852212,0.50175,-0.350462
"FULTON|FC02","FULTON|FC02",0.353207,0.69657,0.343363
"LOWNDES|S LOWNDES","LOWNDES|LAKE PARK",0.328739,0.668419,0.33968
"LOWNDES|S LOWNDES","LOWNDES|S LOWNDES",0.67126,0.331581,-0.339679
"BAKER|NEWTON","BAKER|NEWTON",0.063838,0.40309,0.339252
"MORGAN|1. NORTHEAST MORGAN","MORGAN|3.  GIBBS",0.408279,0.069138,-0.339141
"CHATHAM|POOLER RECREATION CENTER GYMNASIUM","CHATHAM|POOLER RECREATION CENTER GYMNASIUM",0.215544,0.547397,0.331853
"NEWTON|TOWN","NEWTON|12-GUM CREEK",0.426314,0.094913,-0.331401
"FLOYD|MT ALTO SOUTH","FLOYD|ALTO PARK",0.623869,0.954834,0.330965
"FLOYD|MT ALTO SOUTH","FLOYD|SOUTH ROME",0.376095,0.045166,-0.330929
"NEWTON|ALCOVY","NEWTON|04-ALCOVY",0.602807,0.930901,0.328094
"NEWTON|ALCOVY","NEWTON|17-OXFORD",0.396597,0.069099,-0.327498
"TURNER|ASHBURN","TURNER|SYCAMORE",0.456085,0.136372,-0.319713
"COBB|BRYANT 02","COBB|MABLETON 2B",0.241865,0.560886,0.319021
"COBB|BRYANT 02","COBB|MABLETON 1B",0.75811,0.439114,-0.318996
"PIERCE|HACKLEBARNEY/CASON","PIERCE|SUNSET/SWEAT",0.38111,0.066906,-0.314204
"FULTON|FC02","FULTON|SC32",0.598931,0.28496,-0.313971
"LIBERTY|BUTTON GWINNETT","LIBERTY|PERFORMING ARTS CENTER (PAC)",0.441707,0.755422,0.313715
"PIERCE|HACKLEBARNEY/CASON","PIERCE|HACKLEBARNEY/CASON",0.618483,0.930448,0.311965
"LOWNDES|MILDRED","LOWNDES|LOWNDES CIVIC",0.409163,0.104358,-0.304805
"EFFINGHAM|3C","EFFINGHAM|3B",0.561375,0.259382,-0.301993
"PIERCE|ST JOHNS/BLACKSHEAR","PIERCE|BLACKSHEAR",0.121218,0.418019,0.296801
"PIERCE|ST JOHNS/BLACKSHEAR","PIERCE|ST JOHNS/BLACKSHEAR",0.8774,0.581981,-0.295419
"WORTH|SYLVESTER","WORTH|SYLVESTER",0.659671,0.954839,0.295168
"WORTH|SYLVESTER","WORTH|MINTON",0.340013,0.045161,-0.294852
"COLUMBIA|PATRIOTS PARK","COLUMBIA|STEVENS CREEK CHURCH - GROVETOWN",0.223009,0.515388,0.292379
"GLYNN|BROOKMAN","GLYNN|MAR",0.090122,0.380517,0.290395
"GLYNN|BROOKMAN","GLYNN|BRK",0.909878,0.619483,-0.290395
"WORTH|POULAN","WORTH|MINTON",0.449633,0.161024,-0.288609
"PAULDING|WATSON GOVT COMPLEX","PAULDING|PAULDING COUNTY AIRPORT",0.322126,0.040765,-0.281361
"BAKER|ELMODEL","BAKER|ANNA",0.320528,0.6,0.279472
"LIBERTY|TOWN OF ALLENHURST","LIBERTY|PERFORMING ARTS CENTER (PAC)",0.277574,0.000229,-0.277345
"NEWTON|ROCKY PLAINS","NEWTON|06-BREWERS",0.397772,0.129534,-0.268238
"NEWTON|ROCKY PLAINS","NEWTON|18-ROCKY PLAINS",0.602228,0.870466,0.268238
"NEWTON|CROWELL","NEWTON|20-STANSELLS",0.758928,0.491701,-0.267227
"RICHMOND|801","RICHMOND|811",0.412122,0.67842,0.266298
"FULTON|07A","FULTON|07A1",0.426009,0.691851,0.265842
"FULTON|07A","FULTON|07A",0.57399,0.308149,-0.265841
"CLARKE|4A","CLARKE|8A",0.274948,0.539732,0.264784
"RICHMOND|801","RICHMOND|801",0.581005,0.32158,-0.259425
"LOWNDES|JAYCEE SHACK","LOWNDES|LOWNDES CIVIC",0.40625,0.665448,0.259198
"LOWNDES|NORTHSIDE","LOWNDES|RAINWATER",0.519048,0.261766,-0.257282
"MORGAN|1. NORTHEAST MORGAN","MORGAN|5.  BUCKHEAD",0.346965,0.093687,-0.253278
"EFFINGHAM|5B","EFFINGHAM|5D",0.254583,0.001442,-0.253141
"CLARKE|7C","CLARKE|1C",0.275139,0.022131,-0.253008
"CHATHAM|COURTYARD BY MARRIOTT","CHATHAM|GEORGIA TECH, SAVANNAH CAMPUS",0.119494,0.372252,0.252758
"COLUMBIA|NEW LIFE CHURCH","COLUMBIA|MACEDONIA CHURCH OF GROVETOWN",0.129062,0.378371,0.249309
"LOWNDES|JAYCEE SHACK","LOWNDES|JAYCEE",0.260863,0.012015,-0.248848
"CHATTOOGA|CLOUDLAND-TELOGA","CHATTOOGA|TRION",0.355146,0.603671,0.248525
"CHATTOOGA|CLOUDLAND-TELOGA","CHATTOOGA|MENLO",0.644578,0.396329,-0.248249
"DEKALB|MIDVALE ROAD","DEKALB|MIDVALE ROAD",0.751622,0.999578,0.247956
"PAULDING|CROSSROADS LIBRARY","PAULDING|CROSSROADS LIBRARY",0.546396,0.793664,0.247268
"NEWTON|CROWELL","NEWTON|24-CROWELL",0.176168,0.42296,0.246792
"PAULDING|CROSSROADS LIBRARY","PAULDING|RUSSOM ELEMENTARY SCHOOL",0.448642,0.206336,-0.242306
"COLUMBIA|PARKWAY BAPTIST CHURCH","COLUMBIA|PARKWAY BAPTIST CHURCH",0.340463,0.582348,0.241885
"COLUMBIA|PARKWAY BAPTIST CHURCH","COLUMBIA|PARKWAY ELEMENTARY SCHOOL",0.659482,0.417652,-0.24183
"CRAWFORD|DISTRICT 1A","CRAWFORD|DISTRICT 3",0.096062,0.336056,0.239994
"SCREVEN|COOPERVILLE FIRE STATION","SCREVEN|JENK HILL FIRE STATION 2",0.520209,0.756184,0.235975
"CLARKE|6A","CLARKE|6B",0.229282,0.464204,0.234922
"FULTON|EP04C","FULTON|EP04D",0.629094,0.862951,0.233857
"CLARKE|6A","CLARKE|6A",0.769613,0.535796,-0.233817
"WORTH|SYLVESTER EAST","WORTH|POULAN",0.283691,0.050633,-0.233058
"FULTON|EP04C","FULTON|EP04C",0.370075,0.137049,-0.233026
"PAULDING|WATSON GOVT COMPLEX","PAULDING|WATSON GOVERNMENT COMPLEX",0.368856,0.601713,0.232857
"COLUMBIA|GROVETOWN METHODIST","COLUMBIA|GROVETOWN METHODIST CHURCH",0.748987,0.981774,0.232787
"CLARKE|6B","CLARKE|5A",0.107633,0.338735,0.231102
"FORSYTH|16 OTWELL","FORSYTH|43 LAKELAND",0.100985,0.331846,0.230861
"TROUP|HIGHLAND","TROUP|ROSEMONT",0.336476,0.10681,-0.229666
"FORSYTH|27 CONCORD","FORSYTH|51 MATT",0.763422,0.535754,-0.227668
"NEWTON|BREWERS","NEWTON|14-LEGUINN",0.453137,0.22767,-0.225467
"NEWTON|BREWERS","NEWTON|06-BREWERS",0.546863,0.77233,0.225467
"EFFINGHAM|3C","EFFINGHAM|4A",0.020999,0.24257,0.221571
"FULTON|09A","FULTON|09A",0.778564,1,0.221436
"FULTON|RW05","FULTON|RW05A",0.201012,0.42165,0.220638
"FULTON|RW05","FULTON|RW05",0.798987,0.57835,-0.220637
"FULTON|06R","FULTON|06R",0.75035,0.968901,0.218551
"FULTON|06R","FULTON|06R1",0.249143,0.031099,-0.218044
"FORSYTH|25 WINDERMERE","FORSYTH|25 WINDERMERE",0.54041,0.75469,0.21428
"FULTON|RW03","FULTON|RW03C",0.250876,0.461946,0.21107
"LOWNDES|CLYATTVILLE","LOWNDES|RAINWATER",0.469885,0.260538,-0.209347
"COLUMBIA|GROVETOWN METHODIST","COLUMBIA|G A APOSTOLIC CHURCH",0.227477,0.018226,-0.209251
"FULTON|RW03","FULTON|RW03",0.338277,0.129247,-0.20903
"FULTON|SC05D","FULTON|SC05G",0.382075,0.590547,0.208472
"FULTON|SC05D","FULTON|SC05D",0.617917,0.409453,-0.208464
"FLOYD|ETOWAH","FLOYD|NORTH ROME",0.10392,0.306001,0.202081
"FLOYD|ETOWAH","FLOYD|ETOWAH",0.89608,0.693999,-0.202081
"COLUMBIA|GROVETOWN DEPT OF PUBLIC SAFETY STATION #2","COLUMBIA|GROVETOWN DEPT OF PUBLIC SAFETY STATION #2",0.341358,0.543103,0.201745
"WORTH|WARWICK","WORTH|WARWICK",0.79949,1,0.20051
"FULTON|10D","FULTON|10D",0.090088,0.289435,0.199347
"FULTON|SS15A","FULTON|SS15A",0.452884,0.256933,-0.195951
"FULTON|SS15A","FULTON|SS15C",0.547116,0.743067,0.195951
"PAULDING|TAYLOR FARM PARK MEETING ROOM","PAULDING|DIANNE WRIGHT INNOVATION CENTER",0.464942,0.269696,-0.195246
"PAULDING|TAYLOR FARM PARK MEETING ROOM","PAULDING|TAYLOR FARM PARK",0.535058,0.730304,0.195246
"CLARKE|6B","CLARKE|6B",0.234103,0.4291,0.194997
"BAKER|ELMODEL","BAKER|MILFORD",0.264289,0.070103,-0.194186
"CLARKE|3A","CLARKE|7B",0.53125,0.339278,-0.191972
"TROUP|HIGHLAND","TROUP|GRIGGS CENTER",0.632359,0.822939,0.19058
"COLUMBIA|SECOND MOUNT MORIAH BAPTIST CHURCH","COLUMBIA|HARLEM BRANCH LIBRARY",0.080398,0.270309,0.189911
"COLUMBIA|SECOND MOUNT MORIAH BAPTIST CHURCH","COLUMBIA|SECOND MOUNT MORIAH BAPTIST CHURCH",0.919599,0.729691,-0.189908
"FORSYTH|25 WINDERMERE","FORSYTH|38 DAVES CREEK",0.435026,0.24531,-0.189716
"FULTON|SC14A","FULTON|SC14A",0.802549,0.991453,0.188904
"FULTON|SC19B","FULTON|SC19B",0.647032,0.833912,0.18688
"FULTON|UC02B","FULTON|SC05J",0.013304,0.2,0.186696
"PAULDING|BURNT HICKORY PARK","PAULDING|ACTIVATION CHURCH",0.157731,0.343157,0.185426
"EFFINGHAM|5B","EFFINGHAM|5C",0.423677,0.608814,0.185137
"WORTH|BRIDGEBORO","WORTH|MINTON",0.389712,0.204772,-0.18494
"LOWNDES|DASHER","LOWNDES|DASHER",0.349716,0.533223,0.183507
"COLUMBIA|GROVETOWN DEPT OF PUBLIC SAFETY STATION #2","COLUMBIA|LIBERTY PARK - GROVETOWN",0.465071,0.282602,-0.182469
"COLUMBIA|PATRIOTS PARK","COLUMBIA|LEWIS METHODIST CHURCH",0.249452,0.068729,-0.180723
"CLARKE|7C","CLARKE|4B",0.565766,0.745593,0.179827
"FULTON|02L1","FULTON|02L1B",0.569556,0.748608,0.179052
"FULTON|02L1","FULTON|02L1",0.430444,0.251392,-0.179052
"CLARKE|1A","CLARKE|1A",0.936673,0.758723,-0.17795
"CLARKE|8C","CLARKE|8C",0.586414,0.409532,-0.176882
"FULTON|UC02B","FULTON|UC02B",0.976499,0.8,-0.176499
"SCREVEN|SR CITIZENS CENTER","SCREVEN|SENIOR CITIZENS CENTER",0.756411,0.932171,0.17576
"LIBERTY|RICEBORO YOUTH CENTER","LIBERTY|RICEBORO YOUTH CENTER",0.803332,0.97874,0.175408
"FULTON|11B","FULTON|11B",0.783763,0.958663,0.1749
"CLARKE|1B","CLARKE|1B",0.508776,0.334349,-0.174427
"COBB|BRYANT 01","COBB|MABLETON 1A",0.238865,0.412364,0.173499
"COBB|BRYANT 01","COBB|MABLETON 1B",0.761131,0.587636,-0.173495
"TROUP|LONG CANE","TROUP|LONG CANE",0.789879,0.96333,0.173451
"LIBERTY|LEWIS FRASIER SCHOOL","LIBERTY|LEWIS FRASIER SCHOOL",0.336929,0.509101,0.172172
"SCREVEN|SR CITIZENS CENTER","SCREVEN|FIRE STATION #10-ROBBINS BRANCH",0.213803,0.042151,-0.171652
"COBB|LINDLEY 01","COBB|MABLETON 4C",0.727049,0.897953,0.170904
"WORTH|DOLES","WORTH|DOLES",0.840634,0.670492,-0.170142
"WORTH|DOLES","WORTH|SYLVESTER EAST",0.159366,0.329508,0.170142
"CRAWFORD|DISTRICT 1B","CRAWFORD|DISTRICT 2",0.174634,0.343566,0.168932
"CRAWFORD|DISTRICT 1B","CRAWFORD|DISTRICT 1",0.825365,0.656434,-0.168931
"BALDWIN|COURTHOUSE","BALDWIN|CITY HALL ANNEX",0.402435,0.234056,-0.168379
"GLYNN|CAREER ACADEMY","GLYNN|NGLY",0.368023,0.203105,-0.164918
"WORTH|SYLVESTER EAST","WORTH|SYLVESTER",0.072512,0.237225,0.164713
"HABERSHAM|DEMOREST","HABERSHAM|HABERSHAM NORTH",0.698424,0.534008,-0.164416
"LIBERTY|LEWIS FRASIER SCHOOL","LIBERTY|HINESVILLE",0.154833,0.319035,0.164202
"FORSYTH|37 SAWNEE","FORSYTH|45 MOUNTAINSIDE",0.43405,0.270482,-0.163568
"HABERSHAM|DEMOREST","HABERSHAM|DEMOREST",0.089396,0.252925,0.163529
"CLARKE|4A","CLARKE|7C",0.179004,0.341518,0.162514
"CLAYTON|OAK5","CLAYTON|OAK5",0.837595,1,0.162405
"FULTON|ML01B","FULTON|ML01C",0.028222,0.189886,0.161664
"WORTH|ISABELLA","WORTH|DOLES",0.24635,0.084699,-0.161651
"FULTON|EP01B","FULTON|EP01B",0.699927,0.538721,-0.161206
"FULTON|ML01B","FULTON|ML01B",0.970015,0.810114,-0.159901
"FULTON|UC02A","FULTON|UC02E",0.247681,0.407401,0.15972
"LIBERTY|BUTTON GWINNETT","LIBERTY|MEMORIAL DRIVE EAST",0.012526,0.172115,0.159589
"FORSYTH|16 OTWELL","FORSYTH|16 OTWELL",0.562435,0.403765,-0.15867
"RICHMOND|109","RICHMOND|112",0.360888,0.518478,0.15759
"RICHMOND|109","RICHMOND|109",0.639104,0.481522,-0.157582
"FULTON|11B","FULTON|11B2",0.19844,0.041337,-0.157103
"FULTON|SC13","FULTON|SC13A",0.130486,0.286879,0.156393
"FULTON|07F","FULTON|07F1",0.692657,0.848125,0.155468
"CLARKE|8C","CLARKE|8A",0.370474,0.525923,0.155449
"GLYNN|HAMPTON RIVER","GLYNN|CSSI",0.350201,0.505603,0.155402
"GLYNN|HAMPTON RIVER","GLYNN|NSSI",0.649799,0.494397,-0.155402
"FULTON|07F","FULTON|07F",0.307055,0.151875,-0.15518
"TROUP|LONG CANE","TROUP|ADMINISTRATION BLDG",0.161838,0.006687,-0.155151
"MORGAN|4. CENTRAL MORGAN","MORGAN|1. REC DEPT",0.0181,0.171513,0.153413
"CAMDEN|MUSH BLUFF","CAMDEN|ST. MARYS",0.622978,0.774681,0.151703
"CAMDEN|MUSH BLUFF","CAMDEN|NORTH ST MARYS",0.377021,0.225319,-0.151702
"BALDWIN|SOUTH MILLEDGEVILLE","BALDWIN|SOUTH MILLEDGEVILLE",0.901983,0.750675,-0.151308
"LIBERTY|TOWN OF ALLENHURST","LIBERTY|VICTORY BAPTIST",0.557855,0.406838,-0.151017
"FULTON|CH03","FULTON|CH03",0.735614,0.585313,-0.150301
"WORTH|SHINGLER","WORTH|SYLVESTER EAST",0.302359,0.452381,0.150022
"PAULDING|RUSSOM ELEMENTARY SCHOOL","PAULDING|SHELTON ELEMENTARY SCHOOL",0.307161,0.159064,-0.148097
"COLUMBIA|BESSIE THOMAS CENTER","COLUMBIA|THE FORMER EUCHEE CREEK LIBRARY",0.336397,0.483526,0.147129
"FORSYTH|03 BROWNS BRIDGE","FORSYTH|50 BROWNS BRIDGE",0.481399,0.336651,-0.144748
"CLARKE|7B","CLARKE|3A",0.187009,0.331536,0.144527
"CLARKE|5A","CLARKE|5C",0.154128,0.297291,0.143163
"FULTON|SC15A","FULTON|SC15B",0.100784,0.243016,0.142232
"FULTON|SC15A","FULTON|SC15A",0.898677,0.756984,-0.141693
"CLAYTON|JONESBORO 2","CLAYTON|JONESBORO 2",0.296986,0.438345,0.141359
"CLAYTON|JONESBORO 2","CLAYTON|JONESBORO 20",0.702968,0.561655,-0.141313
"SCREVEN|HUNTERS","SCREVEN|JENK HILL FIRE STATION 2",0.037177,0.177023,0.139846
"SCREVEN|HUNTERS","SCREVEN|FIRE STATION #10-ROBBINS BRANCH",0.962814,0.822977,-0.139837
"FULTON|11B1","FULTON|11B3",0.321674,0.461468,0.139794
"COLUMBIA|BESSIE THOMAS CENTER","COLUMBIA|SECOND MOUNT MORIAH BAPTIST CHURCH",0.654677,0.516474,-0.138203
"BALDWIN|COURTHOUSE","BALDWIN|COURTHOUSE",0.50332,0.641263,0.137943
"FULTON|11B1","FULTON|11B1",0.675402,0.538532,-0.13687
"PAULDING|WATSON GOVT COMPLEX","PAULDING|CARL SCOGGINS MIDDLE SCHOOL",0.173227,0.03654,-0.136687
"COBB|COOPER 01","COBB|CLARKDALE 01",0.443707,0.308872,-0.134835
"FULTON|SC17C","FULTON|CP084",0.106948,0.240492,0.133544
"CLARKE|1D","CLARKE|1B",0.148111,0.015219,-0.132892
"COBB|SMYRNA 3A","COBB|SMYRNA 3A",0.73937,0.606624,-0.132746
"COBB|BIRNEY 02","COBB|MABLETON 6B",0.61978,0.752355,0.132575
"LOWNDES|NORTHSIDE","LOWNDES|MT CALVARY",0.085284,0.217791,0.132507
"CLARKE|1D","CLARKE|1C",0.036892,0.168905,0.132013
"FORSYTH|37 SAWNEE","FORSYTH|40 WEST FORSYTH",0.38205,0.512631,0.130581
"LOWNDES|CLYATTVILLE","LOWNDES|CLYAT COMM CTR",0.41239,0.542429,0.130039
"BAKER|NEWTON","BAKER|ELMODEL",0.166321,0.294944,0.128623
"FULTON|SC17C","FULTON|SC17C",0.713653,0.585138,-0.128515
"CLARKE|5B","CLARKE|5B",0.23726,0.365324,0.128064
"PAULDING|NEBO ELEMENTARY SCHOOL","PAULDING|WHITE OAK PARK",0.340266,0.467848,0.127582
"FULTON|EP03A","FULTON|EP03A",0.852024,0.72513,-0.126894
"FULTON|CH03","FULTON|CH02A",0.069881,0.196544,0.126663
"HOUSTON|ROZR","HOUSTON|ROZR",0.444468,0.571018,0.12655
"HOUSTON|ROZR","HOUSTON|PEC",0.555529,0.428982,-0.126547
"COLUMBIA|NEW LIFE CHURCH","COLUMBIA|COLUMBIA COUNTY HEALTH DEPARTMENT",0.578902,0.4524,-0.126502
"DEKALB|STONE MILL ELEM","DEKALB|STONE MILL ELEM",0.874767,1,0.125233
"LIBERTY|FLEMING EAST","LIBERTY|FLEMING EAST",0.654909,0.779668,0.124759
"LIBERTY|FLEMING EAST","LIBERTY|LIBERTY CO COMPLEX",0.345071,0.220332,-0.124739
"FORSYTH|03 BROWNS BRIDGE","FORSYTH|07 CUMMING",0.191957,0.316313,0.124356
"FULTON|EP03A","FULTON|EP03C",0.138885,0.262932,0.124047
"WORTH|OAKFIELD","WORTH|WARWICK",0.768843,0.644928,-0.123915
"COLUMBIA|NEW LIFE CHURCH","COLUMBIA|NEW LIFE CHURCH",0.292036,0.169229,-0.122807
"CLARKE|1B","CLARKE|4A",0.426619,0.549124,0.122505
"FULTON|06D","FULTON|06D",0.821675,0.699316,-0.122359
"FULTON|06D","FULTON|06D2",0.178325,0.300684,0.122359
"SCREVEN|COOPERVILLE FIRE STATION","SCREVEN|PLANTERS ANNEX",0.245852,0.123675,-0.122177
"COBB|EAST PIEDMONT 01","COBB|EAST PIEDMONT 01",0.854047,0.975616,0.121569
"COBB|EAST PIEDMONT 01","COBB|MARIETTA 5B",0.142078,0.020574,-0.121504
"RICHMOND|703","RICHMOND|703",0.720582,0.84081,0.120228
"TROUP|GARDNER NEWMAN","TROUP|GARDNER NEWMAN",0.603791,0.723882,0.120091
"TROUP|GARDNER NEWMAN","TROUP|MOUNTVILLE",0.396133,0.276118,-0.120015
"FULTON|10D","FULTON|10D2",0.390368,0.270644,-0.119724
"FULTON|SC13","FULTON|SC13",0.825536,0.706202,-0.119334
"RICHMOND|703","RICHMOND|709",0.277863,0.15919,-0.118673
"FORSYTH|04 CHESTATEE","FORSYTH|42 KEITH BRIDGE",0.45159,0.332972,-0.118618
"FORSYTH|27 CONCORD","FORSYTH|05 COAL MOUNTAIN",0.175767,0.293909,0.118142
"FORSYTH|29 POLO","FORSYTH|43 LAKELAND",0.343045,0.460976,0.117931
"FULTON|UC02A","FULTON|UC02G",0.528686,0.410765,-0.117921
"CLARKE|5A","CLARKE|5A",0.310186,0.19228,-0.117906
"LOWNDES|DASHER","LOWNDES|LOWNDES CIVIC",0.489338,0.3715,-0.117838
"CHATHAM|ELI WHITNEY COMPLEX","CHATHAM|ELI WHITNEY COMPLEX",0.882342,1,0.117658
"LOWNDES|TRINITY","LOWNDES|RAINWATER",0.126124,0.009372,-0.116752
"LIBERTY|MEMORIAL DR. EAST","LIBERTY|PROGRESSIVE CHURCH",0.054824,0.171401,0.116577
"BALDWIN|SOUTH MILLEDGEVILLE","BALDWIN|WEST THOMAS",0.035052,0.151106,0.116054
"COBB|SMYRNA 2A","COBB|SMYRNA 2A",0.792352,0.90814,0.115788
"EFFINGHAM|2C","EFFINGHAM|2D",0.298284,0.413912,0.115628
"COBB|SWEETWATER 02","COBB|MABLETON 6B",0.413043,0.2975,-0.115543
"PAULDING|BURNT HICKORY PARK","PAULDING|BURNT HICKORY PARK",0.625383,0.509934,-0.115449
"LOWNDES|MILDRED","LOWNDES|RAINWATER",0.437481,0.322239,-0.115242
"PAULDING|PICKETTS MILL BAPTIST CHURCH","PAULDING|EAST PAULDING MIDDLE SCHOOL",0.459345,0.344246,-0.115099
"PAULDING|PICKETTS MILL BAPTIST CHURCH","PAULDING|RUSSOM ELEMENTARY SCHOOL",0.540655,0.655754,0.115099
"COBB|AUSTELL 1A","COBB|AUSTELL 1A",0.396077,0.510538,0.114461
"CHATHAM|POOLER RECREATION CENTER GYMNASIUM","CHATHAM|WEST CHATHAM BAPTIST CHURCH",0.338283,0.452603,0.11432
"LOWNDES|NORTHSIDE","LOWNDES|NEW JERUSALEM",0.088499,0.202785,0.114286
"SCREVEN|COOPERVILLE FIRE STATION","SCREVEN|FIRE STATION #10-ROBBINS BRANCH",0.233939,0.120141,-0.113798
"LOWNDES|TRINITY","LOWNDES|NEW JERUSALEM",0.041768,0.155148,0.11338
"FULTON|12A","FULTON|12A1",0.315114,0.428456,0.113342
"FULTON|12A","FULTON|12A",0.684885,0.571544,-0.113341
"COBB|COOPER 01","COBB|MABLETON 5A",0.227047,0.340255,0.113208
"GLYNN|STERLING ELEMENTARY","GLYNN|COG",0.860733,0.973187,0.112454
"GLYNN|STERLING ELEMENTARY","GLYNN|BRK",0.139239,0.026813,-0.112426
"FULTON|SS06","FULTON|SS06",0.740349,0.627997,-0.112352
