county,precinct,contest,candidate,party,method,votes
Fulton,SC211,President of the US,Kamala D. Harris,DEM,Absentee by Mail,39
Fulton,SC211,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SC211,President of the US,Kamala D. Harris,DEM,Advanced Voting,1010
Fulton,SC212,President of the US,Kamala D. Harris,DEM,(not reported),2802
Fulton,SC23A,President of the US,Kamala D. Harris,DEM,(not reported),2119
Fulton,SC23B,President of the US,Kamala D. Harris,DEM,Election Day,62
Fulton,SC23B,President of the US,Kamala D. Harris,DEM,Absentee by Mail,19
Fulton,SC23B,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SC23B,President of the US,Kamala D. Harris,DEM,Advanced Voting,234
Fulton,SC23C,President of the US,Kamala D. Harris,DEM,(not reported),1280
Fulton,SC23D,President of the US,Kamala D. Harris,DEM,(not reported),145
Fulton,SC27,President of the US,Kamala D. Harris,DEM,(not reported),1255
Fulton,SC29A,President of the US,Kamala D. Harris,DEM,(not reported),1091
Fulton,SC29C,President of the US,Kamala D. Harris,DEM,(not reported),559
Fulton,SC30A,President of the US,Kamala D. Harris,DEM,Election Day,6
Fulton,SC30A,President of the US,Kamala D. Harris,DEM,Absentee by Mail,12
Fulton,SC30A,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SC30A,President of the US,Kamala D. Harris,DEM,Advanced Voting,83
Fulton,SC30B,President of the US,Kamala D. Harris,DEM,Election Day,74
Fulton,SC30B,President of the US,Kamala D. Harris,DEM,Absentee by Mail,13
Fulton,SC30B,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SC30B,President of the US,Kamala D. Harris,DEM,Advanced Voting,398
Fulton,SC31,President of the US,Kamala D. Harris,DEM,(not reported),122
Fulton,SC32,President of the US,Kamala D. Harris,DEM,(not reported),11
Fulton,SC33,President of the US,Kamala D. Harris,DEM,(not reported),8
Fulton,SS01,President of the US,Kamala D. Harris,DEM,(not reported),1329
Fulton,SS01A,President of the US,Kamala D. Harris,DEM,Election Day,56
Fulton,SS01A,President of the US,Kamala D. Harris,DEM,Absentee by Mail,50
Fulton,SS01A,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS01A,President of the US,Kamala D. Harris,DEM,Advanced Voting,363
Fulton,SS02A,President of the US,Kamala D. Harris,DEM,Election Day,80
Fulton,SS02A,President of the US,Kamala D. Harris,DEM,Absentee by Mail,40
Fulton,SS02A,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS02A,President of the US,Kamala D. Harris,DEM,Advanced Voting,402
Fulton,SS02B,President of the US,Kamala D. Harris,DEM,(not reported),602
Fulton,SS03,President of the US,Kamala D. Harris,DEM,Election Day,43
Fulton,SS03,President of the US,Kamala D. Harris,DEM,Absentee by Mail,37
Fulton,SS03,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS03,President of the US,Kamala D. Harris,DEM,Advanced Voting,279
Fulton,SS03A,President of the US,Kamala D. Harris,DEM,Election Day,65
Fulton,SS03A,President of the US,Kamala D. Harris,DEM,Absentee by Mail,24
Fulton,SS03A,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS03A,President of the US,Kamala D. Harris,DEM,Advanced Voting,295
Fulton,SS04,President of the US,Kamala D. Harris,DEM,(not reported),1635
Fulton,SS04A,President of the US,Kamala D. Harris,DEM,Election Day,13
Fulton,SS04A,President of the US,Kamala D. Harris,DEM,Absentee by Mail,8
Fulton,SS04A,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS04A,President of the US,Kamala D. Harris,DEM,Advanced Voting,51
Fulton,SS05,President of the US,Kamala D. Harris,DEM,Election Day,76
Fulton,SS05,President of the US,Kamala D. Harris,DEM,Absentee by Mail,57
Fulton,SS05,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS05,President of the US,Kamala D. Harris,DEM,Advanced Voting,719
Fulton,SS06,President of the US,Kamala D. Harris,DEM,Election Day,36
Fulton,SS06,President of the US,Kamala D. Harris,DEM,Absentee by Mail,43
Fulton,SS06,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS06,President of the US,Kamala D. Harris,DEM,Advanced Voting,362
Fulton,SS06A,President of the US,Kamala D. Harris,DEM,Election Day,20
Fulton,SS06A,President of the US,Kamala D. Harris,DEM,Absentee by Mail,22
Fulton,SS06A,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS06A,President of the US,Kamala D. Harris,DEM,Advanced Voting,258
Fulton,SS07A,President of the US,Kamala D. Harris,DEM,(not reported),522
Fulton,SS07B,President of the US,Kamala D. Harris,DEM,Election Day,59
Fulton,SS07B,President of the US,Kamala D. Harris,DEM,Absentee by Mail,30
Fulton,SS07B,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS07B,President of the US,Kamala D. Harris,DEM,Advanced Voting,387
Fulton,SS07C,President of the US,Kamala D. Harris,DEM,Election Day,29
Fulton,SS07C,President of the US,Kamala D. Harris,DEM,Absentee by Mail,34
Fulton,SS07C,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS07C,President of the US,Kamala D. Harris,DEM,Advanced Voting,260
Fulton,SS07D,President of the US,Kamala D. Harris,DEM,(not reported),0
Fulton,SS08A,President of the US,Kamala D. Harris,DEM,(not reported),867
Fulton,SS08B,President of the US,Kamala D. Harris,DEM,Election Day,38
Fulton,SS08B,President of the US,Kamala D. Harris,DEM,Absentee by Mail,37
Fulton,SS08B,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS08B,President of the US,Kamala D. Harris,DEM,Advanced Voting,278
Fulton,SS08C,President of the US,Kamala D. Harris,DEM,(not reported),333
Fulton,SS08D,President of the US,Kamala D. Harris,DEM,(not reported),713
Fulton,SS08E,President of the US,Kamala D. Harris,DEM,Election Day,21
Fulton,SS08E,President of the US,Kamala D. Harris,DEM,Absentee by Mail,14
Fulton,SS08E,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS08E,President of the US,Kamala D. Harris,DEM,Advanced Voting,103
Fulton,SS08F,President of the US,Kamala D. Harris,DEM,(not reported),30
Fulton,SS09A,President of the US,Kamala D. Harris,DEM,(not reported),1245
Fulton,SS09B,President of the US,Kamala D. Harris,DEM,(not reported),1550
Fulton,SS11A,President of the US,Kamala D. Harris,DEM,(not reported),1707
Fulton,SS11B,President of the US,Kamala D. Harris,DEM,(not reported),586
Fulton,SS11C,President of the US,Kamala D. Harris,DEM,Election Day,70
Fulton,SS11C,President of the US,Kamala D. Harris,DEM,Absentee by Mail,10
Fulton,SS11C,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS11C,President of the US,Kamala D. Harris,DEM,Advanced Voting,141
Fulton,SS11D,President of the US,Kamala D. Harris,DEM,Election Day,19
Fulton,SS11D,President of the US,Kamala D. Harris,DEM,Absentee by Mail,13
Fulton,SS11D,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS11D,President of the US,Kamala D. Harris,DEM,Advanced Voting,147
Fulton,SS12,President of the US,Kamala D. Harris,DEM,(not reported),1218
Fulton,SS13A,President of the US,Kamala D. Harris,DEM,(not reported),759
Fulton,SS13B,President of the US,Kamala D. Harris,DEM,(not reported),616
Fulton,SS14,President of the US,Kamala D. Harris,DEM,Election Day,57
Fulton,SS14,President of the US,Kamala D. Harris,DEM,Absentee by Mail,45
Fulton,SS14,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS14,President of the US,Kamala D. Harris,DEM,Advanced Voting,413
Fulton,SS15A,President of the US,Kamala D. Harris,DEM,(not reported),302
Fulton,SS15B,President of the US,Kamala D. Harris,DEM,(not reported),730
Fulton,SS15C,President of the US,Kamala D. Harris,DEM,(not reported),780
Fulton,SS16,President of the US,Kamala D. Harris,DEM,Election Day,75
Fulton,SS16,President of the US,Kamala D. Harris,DEM,Absentee by Mail,85
Fulton,SS16,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS16,President of the US,Kamala D. Harris,DEM,Advanced Voting,717
Fulton,SS17,President of the US,Kamala D. Harris,DEM,(not reported),1356
Fulton,SS18A,President of the US,Kamala D. Harris,DEM,Election Day,22
Fulton,SS18A,President of the US,Kamala D. Harris,DEM,Absentee by Mail,18
Fulton,SS18A,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS18A,President of the US,Kamala D. Harris,DEM,Advanced Voting,120
Fulton,SS18B,President of the US,Kamala D. Harris,DEM,Election Day,16
Fulton,SS18B,President of the US,Kamala D. Harris,DEM,Absentee by Mail,12
Fulton,SS18B,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS18B,President of the US,Kamala D. Harris,DEM,Advanced Voting,67
Fulton,SS18C,President of the US,Kamala D. Harris,DEM,Election Day,5
Fulton,SS18C,President of the US,Kamala D. Harris,DEM,Absentee by Mail,15
Fulton,SS18C,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS18C,President of the US,Kamala D. Harris,DEM,Advanced Voting,89
Fulton,SS19A,President of the US,Kamala D. Harris,DEM,Election Day,244
Fulton,SS19A,President of the US,Kamala D. Harris,DEM,Absentee by Mail,68
Fulton,SS19A,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS19A,President of the US,Kamala D. Harris,DEM,Advanced Voting,1044
Fulton,SS19B,President of the US,Kamala D. Harris,DEM,Election Day,120
Fulton,SS19B,President of the US,Kamala D. Harris,DEM,Absentee by Mail,57
Fulton,SS19B,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,SS19B,President of the US,Kamala D. Harris,DEM,Advanced Voting,798
Fulton,SS20,President of the US,Kamala D. Harris,DEM,(not reported),1014
Fulton,SS22,President of the US,Kamala D. Harris,DEM,(not reported),1046
Fulton,SS26,President of the US,Kamala D. Harris,DEM,Election Day,301
Fulton,SS26,President of the US,Kamala D. Harris,DEM,Absentee by Mail,46
Fulton,SS26,President of the US,Kamala D. Harris,DEM,Provisional,5
Fulton,SS26,President of the US,Kamala D. Harris,DEM,Advanced Voting,1257
Fulton,SS29A,President of the US,Kamala D. Harris,DEM,(not reported),390
Fulton,SS29B,President of the US,Kamala D. Harris,DEM,(not reported),0
Fulton,SS29C,President of the US,Kamala D. Harris,DEM,(not reported),961
Fulton,SS31,President of the US,Kamala D. Harris,DEM,(not reported),800
Fulton,UC01A,President of the US,Kamala D. Harris,DEM,(not reported),1770
Fulton,UC01B,President of the US,Kamala D. Harris,DEM,(not reported),215
Fulton,UC01D,President of the US,Kamala D. Harris,DEM,(not reported),0
Fulton,UC01E,President of the US,Kamala D. Harris,DEM,(not reported),356
Fulton,UC02A,President of the US,Kamala D. Harris,DEM,(not reported),158
Fulton,UC02B,President of the US,Kamala D. Harris,DEM,(not reported),9
Fulton,UC02C,President of the US,Kamala D. Harris,DEM,Election Day,12
Fulton,UC02C,President of the US,Kamala D. Harris,DEM,Absentee by Mail,0
Fulton,UC02C,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,UC02C,President of the US,Kamala D. Harris,DEM,Advanced Voting,37
Fulton,UC02D,President of the US,Kamala D. Harris,DEM,Election Day,465
Fulton,UC02D,President of the US,Kamala D. Harris,DEM,Absentee by Mail,68
Fulton,UC02D,President of the US,Kamala D. Harris,DEM,Provisional,8
Fulton,UC02D,President of the US,Kamala D. Harris,DEM,Advanced Voting,1858
Fulton,UC02E,President of the US,Kamala D. Harris,DEM,(not reported),45
Fulton,UC02F,President of the US,Kamala D. Harris,DEM,Election Day,54
Fulton,UC02F,President of the US,Kamala D. Harris,DEM,Absentee by Mail,38
Fulton,UC02F,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,UC02F,President of the US,Kamala D. Harris,DEM,Advanced Voting,271
Fulton,UC02G,President of the US,Kamala D. Harris,DEM,(not reported),2679
Fulton,UC031,President of the US,Kamala D. Harris,DEM,(not reported),1379
Fulton,UC032,President of the US,Kamala D. Harris,DEM,Election Day,51
Fulton,UC032,President of the US,Kamala D. Harris,DEM,Absentee by Mail,13
Fulton,UC032,President of the US,Kamala D. Harris,DEM,Provisional,0
Fulton,UC032,President of the US,Kamala D. Harris,DEM,Advanced Voting,185
Fulton,UC035,President of the US,Kamala D. Harris,DEM,(not reported),0
Fulton,01A,President of the US,Chase Oliver,OTH,(not reported),10
Fulton,01B,President of the US,Chase Oliver,OTH,(not reported),19
Fulton,01C,President of the US,Chase Oliver,OTH,(not reported),6
Fulton,01D,President of the US,Chase Oliver,OTH,(not reported),1
Fulton,01E,President of the US,Chase Oliver,OTH,Election Day,6
Fulton,01E,President of the US,Chase Oliver,OTH,Absentee by Mail,2
Fulton,01E,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,01E,President of the US,Chase Oliver,OTH,Advanced Voting,16
Fulton,01F,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,01G,President of the US,Chase Oliver,OTH,(not reported),7
Fulton,01H,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,01I,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,01J,President of the US,Chase Oliver,OTH,(not reported),5
Fulton,01P,President of the US,Chase Oliver,OTH,Election Day,1
Fulton,01P,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,01P,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,01P,President of the US,Chase Oliver,OTH,Advanced Voting,2
Fulton,01R,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,01S,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,01T,President of the US,Chase Oliver,OTH,(not reported),4
Fulton,02A,President of the US,Chase Oliver,OTH,(not reported),16
Fulton,02A1,President of the US,Chase Oliver,OTH,(not reported),13
Fulton,02B,President of the US,Chase Oliver,OTH,(not reported),6
Fulton,02C,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,02D,President of the US,Chase Oliver,OTH,Election Day,4
Fulton,02D,President of the US,Chase Oliver,OTH,Absentee by Mail,2
Fulton,02D,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,02D,President of the US,Chase Oliver,OTH,Advanced Voting,11
Fulton,02E,President of the US,Chase Oliver,OTH,(not reported),9
Fulton,02F1,President of the US,Chase Oliver,OTH,(not reported),23
Fulton,02F2,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,02G,President of the US,Chase Oliver,OTH,(not reported),17
Fulton,02J,President of the US,Chase Oliver,OTH,(not reported),5
Fulton,02K,President of the US,Chase Oliver,OTH,Election Day,4
Fulton,02K,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,02K,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,02K,President of the US,Chase Oliver,OTH,Advanced Voting,4
Fulton,02L1,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,02L1A,President of the US,Chase Oliver,OTH,(not reported),9
Fulton,02L1B,President of the US,Chase Oliver,OTH,(not reported),14
Fulton,02L2,President of the US,Chase Oliver,OTH,(not reported),5
Fulton,02S,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,02W,President of the US,Chase Oliver,OTH,(not reported),7
Fulton,03A,President of the US,Chase Oliver,OTH,Election Day,1
Fulton,03A,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,03A,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,03A,President of the US,Chase Oliver,OTH,Advanced Voting,1
Fulton,03B,President of the US,Chase Oliver,OTH,(not reported),1
Fulton,03C,President of the US,Chase Oliver,OTH,(not reported),1
Fulton,03D,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,03E,President of the US,Chase Oliver,OTH,(not reported),5
Fulton,03F,President of the US,Chase Oliver,OTH,(not reported),9
Fulton,03G,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,03G,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,03G,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,03G,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,03H,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,03I,President of the US,Chase Oliver,OTH,(not reported),5
Fulton,03L,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,03L,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,03L,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,03L,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,03M,President of the US,Chase Oliver,OTH,Election Day,3
Fulton,03M,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,03M,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,03M,President of the US,Chase Oliver,OTH,Advanced Voting,1
Fulton,03N,President of the US,Chase Oliver,OTH,Election Day,3
Fulton,03N,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,03N,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,03N,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,03P1A,President of the US,Chase Oliver,OTH,Election Day,6
Fulton,03P1A,President of the US,Chase Oliver,OTH,Absentee by Mail,1
Fulton,03P1A,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,03P1A,President of the US,Chase Oliver,OTH,Advanced Voting,6
Fulton,03P1B,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,03P1B,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,03P1B,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,03P1B,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,03P2,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,03S,President of the US,Chase Oliver,OTH,(not reported),1
Fulton,03T,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,03T,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,03T,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,03T,President of the US,Chase Oliver,OTH,Advanced Voting,1
Fulton,04A,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,04A,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,04A,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,04A,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,04B,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,04B,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,04B,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,04B,President of the US,Chase Oliver,OTH,Advanced Voting,1
Fulton,04C,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,04D,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,04F,President of the US,Chase Oliver,OTH,Election Day,4
Fulton,04F,President of the US,Chase Oliver,OTH,Absentee by Mail,1
Fulton,04F,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,04F,President of the US,Chase Oliver,OTH,Advanced Voting,2
Fulton,04G,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,04I,President of the US,Chase Oliver,OTH,Election Day,2
Fulton,04I,President of the US,Chase Oliver,OTH,Absentee by Mail,1
Fulton,04I,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,04I,President of the US,Chase Oliver,OTH,Advanced Voting,2
Fulton,04J,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,04K,President of the US,Chase Oliver,OTH,Election Day,1
Fulton,04K,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,04K,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,04K,President of the US,Chase Oliver,OTH,Advanced Voting,2
Fulton,04L,President of the US,Chase Oliver,OTH,Election Day,3
Fulton,04L,President of the US,Chase Oliver,OTH,Absentee by Mail,1
Fulton,04L,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,04L,President of the US,Chase Oliver,OTH,Advanced Voting,1
Fulton,04M,President of the US,Chase Oliver,OTH,Election Day,1
Fulton,04M,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,04M,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,04M,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,04S,President of the US,Chase Oliver,OTH,(not reported),4
Fulton,04T,President of the US,Chase Oliver,OTH,(not reported),4
Fulton,04V,President of the US,Chase Oliver,OTH,(not reported),4
Fulton,04W,President of the US,Chase Oliver,OTH,(not reported),1
Fulton,04X1,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,04X2,President of the US,Chase Oliver,OTH,(not reported),1
Fulton,05A1,President of the US,Chase Oliver,OTH,(not reported),16
Fulton,05A2,President of the US,Chase Oliver,OTH,(not reported),12
Fulton,05B,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,05C,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,05D,President of the US,Chase Oliver,OTH,(not reported),1
Fulton,05F,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,05J,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,05J,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,05J,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,05J,President of the US,Chase Oliver,OTH,Advanced Voting,1
Fulton,05K,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,06B,President of the US,Chase Oliver,OTH,(not reported),6
Fulton,06D,President of the US,Chase Oliver,OTH,(not reported),8
Fulton,06D1,President of the US,Chase Oliver,OTH,(not reported),20
Fulton,06D2,President of the US,Chase Oliver,OTH,Election Day,12
Fulton,06D2,President of the US,Chase Oliver,OTH,Absentee by Mail,2
Fulton,06D2,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,06D2,President of the US,Chase Oliver,OTH,Advanced Voting,5
Fulton,06E,President of the US,Chase Oliver,OTH,Election Day,4
Fulton,06E,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,06E,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,06E,President of the US,Chase Oliver,OTH,Advanced Voting,5
Fulton,06F,President of the US,Chase Oliver,OTH,(not reported),22
Fulton,06G,President of the US,Chase Oliver,OTH,Election Day,1
Fulton,06G,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,06G,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,06G,President of the US,Chase Oliver,OTH,Advanced Voting,4
Fulton,06I,President of the US,Chase Oliver,OTH,Election Day,4
Fulton,06I,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,06I,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,06I,President of the US,Chase Oliver,OTH,Advanced Voting,3
Fulton,06J,President of the US,Chase Oliver,OTH,(not reported),14
Fulton,06L1,President of the US,Chase Oliver,OTH,(not reported),1
Fulton,06L2,President of the US,Chase Oliver,OTH,(not reported),4
Fulton,06N,President of the US,Chase Oliver,OTH,(not reported),13
Fulton,06Q,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,06Q,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,06Q,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,06Q,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,06R,President of the US,Chase Oliver,OTH,Election Day,1
Fulton,06R,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,06R,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,06R,President of the US,Chase Oliver,OTH,Advanced Voting,3
Fulton,06R1,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,06R1,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,06R1,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,06R1,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,07A,President of the US,Chase Oliver,OTH,(not reported),15
Fulton,07A1,President of the US,Chase Oliver,OTH,Election Day,4
Fulton,07A1,President of the US,Chase Oliver,OTH,Absentee by Mail,1
Fulton,07A1,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,07A1,President of the US,Chase Oliver,OTH,Advanced Voting,9
Fulton,07B,President of the US,Chase Oliver,OTH,Election Day,8
Fulton,07B,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,07B,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,07B,President of the US,Chase Oliver,OTH,Advanced Voting,12
Fulton,07C,President of the US,Chase Oliver,OTH,Election Day,3
Fulton,07C,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,07C,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,07C,President of the US,Chase Oliver,OTH,Advanced Voting,12
Fulton,07D,President of the US,Chase Oliver,OTH,Election Day,4
Fulton,07D,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,07D,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,07D,President of the US,Chase Oliver,OTH,Advanced Voting,4
Fulton,07D1,President of the US,Chase Oliver,OTH,(not reported),5
Fulton,07E,President of the US,Chase Oliver,OTH,(not reported),5
Fulton,07F,President of the US,Chase Oliver,OTH,(not reported),8
Fulton,07F1,President of the US,Chase Oliver,OTH,(not reported),13
Fulton,07H,President of the US,Chase Oliver,OTH,(not reported),13
Fulton,07J,President of the US,Chase Oliver,OTH,(not reported),15
Fulton,07M,President of the US,Chase Oliver,OTH,Election Day,1
Fulton,07M,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,07M,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,07M,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,07N,President of the US,Chase Oliver,OTH,(not reported),1
Fulton,08A,President of the US,Chase Oliver,OTH,(not reported),16
Fulton,08B,President of the US,Chase Oliver,OTH,(not reported),13
Fulton,08C,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,08C1,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,08D,President of the US,Chase Oliver,OTH,Election Day,2
Fulton,08D,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,08D,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,08D,President of the US,Chase Oliver,OTH,Advanced Voting,6
Fulton,08E,President of the US,Chase Oliver,OTH,(not reported),16
Fulton,08F1,President of the US,Chase Oliver,OTH,Election Day,6
Fulton,08F1,President of the US,Chase Oliver,OTH,Absentee by Mail,1
Fulton,08F1,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,08F1,President of the US,Chase Oliver,OTH,Advanced Voting,6
Fulton,08G,President of the US,Chase Oliver,OTH,Election Day,2
Fulton,08G,President of the US,Chase Oliver,OTH,Absentee by Mail,1
Fulton,08G,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,08G,President of the US,Chase Oliver,OTH,Advanced Voting,3
Fulton,08H,President of the US,Chase Oliver,OTH,(not reported),11
Fulton,08J,President of the US,Chase Oliver,OTH,(not reported),17
Fulton,08K,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,08L,President of the US,Chase Oliver,OTH,Election Day,8
Fulton,08L,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,08L,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,08L,President of the US,Chase Oliver,OTH,Advanced Voting,17
Fulton,08M,President of the US,Chase Oliver,OTH,(not reported),9
Fulton,08N1,President of the US,Chase Oliver,OTH,(not reported),11
Fulton,08N2,President of the US,Chase Oliver,OTH,(not reported),7
Fulton,08P,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,08P1,President of the US,Chase Oliver,OTH,(not reported),1
Fulton,09A,President of the US,Chase Oliver,OTH,Election Day,4
Fulton,09A,President of the US,Chase Oliver,OTH,Absentee by Mail,1
Fulton,09A,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,09A,President of the US,Chase Oliver,OTH,Advanced Voting,15
Fulton,09B,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,09C,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,09D,President of the US,Chase Oliver,OTH,(not reported),4
Fulton,09E,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,09F,President of the US,Chase Oliver,OTH,(not reported),28
