"to_2024","TRUMP20","BIDEN20","JORGENSON2","PURDUE20","OSSOFF20","HAZEL20","LOEFFLER20","COLLINS20","WARNOCK20","REG20","VOTED20"
"CHATTOOGA|SUMMERVILLE",2643,845,49,2560,837,100,1259,964,479,5469,3554
"CHATTOOGA|TRION",2538,460,43,2440,485,85,1180,893,264,4680,3062
"CHEROKEE|AIR ACRES",1509,941,47,1520,879,74,908,507,606,3158,2401
"CHEROKEE|AIRPORT",2865,791,74,2833,749,115,1562,1074,482,5029,3726
"CHEROKEE|ARNOLD MILL",2836,1118,73,2852,1040,109,1683,982,709,5109,4045
"CHEROKEE|AVERY",2303,581,39,2306,523,75,1354,813,366,3712,2905
"CHEROKEE|BALL GROUND",2549,489,52,2496,463,97,1322,976,342,4182,3096
"CHEROKEE|BASCOMB",2158,981,57,2123,953,87,1260,712,651,4291,3213
"CHEROKEE|BELLS",2381,1269,79,2333,1214,136,1422,743,753,5724,3739
"CHEROKEE|BOOTH",2052,1011,57,2100,931,74,1240,724,650,4085,3137
"CHEROKEE|BRADSHAW",2662,954,61,2685,872,86,1598,950,628,4634,3700
"CHEROKEE|BRIDGEMILL",2996,1123,52,2995,1037,102,1723,1097,731,5345,4189
"CHEROKEE|CANTON",1022,513,28,1019,492,46,525,394,314,2631,1571
"CHEROKEE|CARMEL",1719,1312,52,1708,1234,103,976,567,774,4781,3090
"CHEROKEE|CLARK CREEK",2263,1824,88,2244,1754,139,1311,699,1174,6138,4184
"CHEROKEE|CONNS CREEK",616,64,6,608,61,9,354,231,47,910,684
"CHEROKEE|DEER RUN",1490,837,45,1512,776,67,908,479,579,3195,2382
"CHEROKEE|DIXIE",2313,1607,88,2282,1522,154,1330,738,1024,6006,4023
"CHEROKEE|FREE HOME",3593,1015,78,3643,896,105,2021,1434,664,5945,4715
"CHEROKEE|HICKORY FLAT",4011,1812,91,4038,1675,167,2349,1380,1160,7598,5621
"CHEROKEE|HICKORY LOG",3815,1894,70,3777,1770,142,2037,1481,1234,8535,5795
"CHEROKEE|HIGHTOWER",2308,438,42,2276,417,67,1237,903,309,3615,2796
"CHEROKEE|HILLSIDE",1799,735,31,1803,685,58,1059,640,495,3310,2573
"CHEROKEE|HOLLY SPRINGS",1578,579,60,1541,563,101,894,500,345,3360,2231
"CHEROKEE|LIBERTY",3871,1996,128,3883,1850,211,2273,1247,1207,8751,6030
"CHEROKEE|LICKSKILLET",3298,2180,104,3293,2056,190,1928,1104,1407,7980,5606
"CHEROKEE|LITTLE RIVER",3580,2307,93,3651,2117,137,2089,1261,1513,7800,6006
"CHEROKEE|MACEDONIA",3016,889,48,3027,813,91,1812,1045,604,5010,3976
"CHEROKEE|MOUNTAIN ROAD",1756,654,46,1732,607,97,1055,585,410,3201,2466
"CHEROKEE|OAK GROVE",1849,772,43,1806,756,70,1075,603,483,3913,2670
"CHEROKEE|R M MOORE",2237,332,47,2213,307,67,1237,866,210,3549,2625
"CHEROKEE|RIVER GREEN",4324,1662,98,4271,1566,204,2460,1533,1067,8294,6120
"CHEROKEE|ROSECREEK",1971,923,60,1980,856,88,1160,677,629,3903,2981
"CHEROKEE|SALACOA",454,69,5,439,65,14,265,152,47,747,525
"CHEROKEE|SIXES",1786,708,38,1819,631,58,1062,632,460,3215,2543
"CHEROKEE|SUTALLEE",1696,324,24,1664,319,48,952,616,226,2629,2052
"CHEROKEE|TOONIGH",3403,1586,84,3407,1465,160,1960,1167,979,6849,5086
"CHEROKEE|UNION HILL",2693,712,48,2706,649,84,1584,952,503,4347,3466
"CHEROKEE|UNIVETER",3165,863,58,3139,811,104,1775,1143,571,5631,4100
"CHEROKEE|VICTORIA",1677,599,44,1657,553,85,958,562,386,3250,2322
"CHEROKEE|WALESKA",1709,524,20,1705,476,54,985,624,387,2985,2259
"CHEROKEE|WILDCAT",1756,613,40,1724,570,85,995,601,389,3340,2427
"CHEROKEE|WOODLANDS",1556,1080,53,1564,1010,87,913,503,684,3639,2702
"CHEROKEE|WOODSTOCK",2954,2124,98,3010,1955,168,1762,976,1268,7699,5193
"CLARKE|1A",679,1152,27,674,1107,65,337,290,818,3021,1874
"CLARKE|1B",850,1895,46,881,1815,71,480,330,1361,4334,2810
"CLARKE|1C",700,1516,41,755,1455,44,417,270,1061,3159,2273
"CLARKE|1D",912,1778,40,954,1697,58,526,365,1313,3699,2756
"CLARKE|2A",422,1710,28,427,1656,55,187,182,1126,4114,2174
"CLARKE|2B",279,1556,26,292,1496,50,140,102,985,3687,1875
"CLARKE|2C",148,1043,16,156,1003,32,75,48,652,2450,1218
"CLARKE|3A",276,987,22,297,941,33,159,106,653,2330,1299
"CLARKE|3B",494,1920,42,537,1833,63,274,198,1229,4548,2473
"CLARKE|4A",535,1285,33,552,1234,56,299,210,858,3165,1871
"CLARKE|4B",563,1209,36,631,1133,43,354,221,818,2681,1828
"CLARKE|5A",497,1424,29,513,1373,50,276,197,1009,2903,1976
"CLARKE|5B",487,1222,23,500,1170,48,281,183,874,2475,1751
"CLARKE|5C",254,1584,23,285,1539,30,159,106,1181,2667,1882
"CLARKE|5D",635,1996,45,666,1913,72,298,299,1321,4345,2697
"CLARKE|6A",1800,2949,73,1799,2831,139,994,718,2031,7143,4849
"CLARKE|6B",493,745,20,492,717,35,273,198,511,1873,1265
"CLARKE|6C",1034,1839,52,1087,1744,68,582,443,1281,4235,2936
"CLARKE|7A",847,1504,34,891,1429,50,479,344,1027,3511,2406
"CLARKE|7B",672,1777,48,718,1685,66,400,253,1193,4328,2531
"CLARKE|7C",481,1299,39,528,1237,50,292,191,836,3019,1837
"CLARKE|8A",358,988,28,371,958,44,200,143,644,2405,1397
"CLARKE|8B",389,997,26,409,956,35,212,154,710,2279,1420
"CLARKE|8C",643,1674,41,664,1627,66,353,255,1145,3883,2388
"CLAY|BLUFFTON",173,91,4,175,84,8,96,58,68,399,272
"CLAY|COURT HOUSE",53,199,0,59,188,1,32,14,117,410,253
"CLAY|DAYS CROSS ROAD",200,150,0,202,144,1,81,96,82,482,339
"CLAY|OLD HEAD START",130,179,1,134,165,5,61,53,103,466,310
"CLAY|ZETTO",81,171,2,77,167,6,35,38,104,388,256
"CLAYTON|ELLENWOOD 1",120,2039,14,115,1995,35,39,47,1472,3139,2192
"CLAYTON|ELLENWOOD 2",168,2137,21,164,2086,50,79,58,1613,3440,2306
"CLAYTON|FOREST PARK 1",314,1227,24,287,1202,58,142,103,760,4091,1579
"CLAYTON|FOREST PARK 2",271,1196,18,255,1176,33,108,91,792,2965,1483
"CLAYTON|FOREST PARK 3",276,1071,14,255,1037,39,142,76,713,3017,1373
"CLAYTON|FOREST PARK 4",346,654,16,325,648,28,140,134,407,1847,1024
"CLAYTON|FOREST PARK 5",383,1507,13,356,1481,39,161,127,901,4418,1911
"CLAYTON|FOREST PARK 6",303,519,9,293,509,19,107,115,326,1534,837
"CLAYTON|JONESBORO 1",174,1842,25,154,1823,41,76,50,1339,3513,2078
"CLAYTON|JONESBORO 10",209,1395,24,184,1389,36,88,61,911,3612,1609
"CLAYTON|JONESBORO 11",294,1155,12,282,1134,33,141,102,858,2248,1461
"CLAYTON|JONESBORO 12",142,1574,14,119,1552,33,62,42,1091,3235,1740
"CLAYTON|JONESBORO 13",216,1218,9,199,1207,22,103,72,858,2204,1443
"CLAYTON|JONESBORO 14",829,2150,29,818,2103,53,435,313,1619,4281,3013
"CLAYTON|JONESBORO 15",144,1155,16,134,1117,42,72,41,721,3104,1309
"CLAYTON|JONESBORO 16",203,1133,21,180,1117,37,103,55,737,2670,1354
"CLAYTON|JONESBORO 17",149,1549,14,137,1509,47,66,40,1052,3496,1763
"CLAYTON|JONESBORO 18",254,1623,12,238,1592,40,111,85,1070,3508,1889
"CLAYTON|JONESBORO 19",177,1641,22,162,1618,37,80,50,1165,3357,1767
"CLAYTON|JONESBORO 2",46,708,7,50,692,14,19,16,511,1373,766
"CLAYTON|JONESBORO 20",109,1677,18,117,1639,33,44,37,1211,3249,1812
"CLAYTON|JONESBORO 21",287,1359,10,269,1338,29,133,90,981,2717,1657
"CLAYTON|JONESBORO 22",229,895,9,220,879,25,110,80,665,1743,1133
"CLAYTON|JONESBORO 3",173,819,6,162,806,18,80,54,591,1637,999
"CLAYTON|JONESBORO 4",208,974,15,210,934,42,111,61,628,2749,1213
"CLAYTON|JONESBORO 5",306,1023,13,282,1010,26,143,109,694,2162,1334
"CLAYTON|JONESBORO 6",869,1096,23,877,1064,31,469,373,881,2635,2014
"CLAYTON|JONESBORO 7",379,1616,17,376,1584,35,188,130,1128,3291,2022
"CLAYTON|JONESBORO 8",178,1761,14,164,1724,43,75,44,1163,4254,1947
"CLAYTON|JONESBORO 9",154,623,12,130,615,26,81,44,423,1860,796
"CLAYTON|LAKE CITY",246,1428,13,217,1383,49,83,90,898,3425,1705
"CLAYTON|LOVEJOY 1",352,2249,24,334,2214,52,176,102,1669,4218,2634
"CLAYTON|LOVEJOY 2",266,1771,19,242,1735,61,109,85,1176,3761,2046
"CLAYTON|LOVEJOY 3",215,1222,10,217,1176,36,116,77,815,2002,1444
"CLAYTON|LOVEJOY 4",186,1784,21,182,1750,32,78,65,1276,3156,1989
"CLAYTON|LOVEJOY 5",179,1795,11,162,1771,40,85,55,1205,3597,1984
"CLAYTON|LOVEJOY 6",231,1933,17,213,1893,44,98,74,1247,3603,2060
"CLAYTON|LOVEJOY 7",254,1196,11,234,1177,36,128,72,747,2900,1598
"CLAYTON|LOVEJOY 8",67,647,7,66,635,12,28,23,463,1144,721
"CLAYTON|MORROW 1",205,1494,17,173,1470,46,69,69,1016,3484,1728
"CLAYTON|MORROW 10",254,1196,12,241,1172,34,135,91,849,2456,1456
"CLAYTON|MORROW 11",167,1177,11,151,1156,29,60,51,798,2453,1315
"CLAYTON|MORROW 2",468,789,10,420,799,35,172,185,514,2172,1279
"CLAYTON|MORROW 3",390,1065,15,369,1039,47,145,169,664,2572,1519
"CLAYTON|MORROW 4",260,893,14,245,880,25,127,91,591,2216,1173
"CLAYTON|MORROW 5",241,1907,23,227,1878,49,111,83,1315,3151,2157
"CLAYTON|MORROW 6",335,1599,15,322,1556,48,157,114,1098,3215,1953
"CLAYTON|MORROW 7",218,927,16,208,917,27,98,84,570,2277,1161
"CLAYTON|MORROW 8",173,1886,24,165,1855,41,69,65,1327,3312,2089
"CLAYTON|MORROW 9",139,718,13,127,700,30,72,41,492,1550,879
"CLAYTON|OAK 1",76,1332,14,58,1311,42,18,21,869,2846,1426
"CLAYTON|OAK 2",78,885,9,63,869,26,24,25,562,2130,970
"CLAYTON|OAK 3",74,1470,13,65,1439,38,18,27,946,3213,1500
"CLAYTON|OAK 4",78,1153,9,66,1134,29,29,20,744,2520,1255
"CLAYTON|OAK 6",59,876,7,50,861,22,22,16,565,1913,953
"CLAYTON|OAK5",44,550,4,44,542,8,10,15,349,1661,661
"CLAYTON|PANHANDLE 1",228,1812,17,208,1791,42,99,79,1378,2975,2066
"CLAYTON|PANHANDLE 2",490,1853,19,467,1838,44,275,153,1303,3486,2385
"CLAYTON|RIVERDALE 1",133,1519,10,119,1492,34,67,36,1131,2536,1660
"CLAYTON|RIVERDALE 10",59,1327,14,61,1279,41,19,15,840,3480,1393
"CLAYTON|RIVERDALE 11",71,1101,10,69,1092,19,38,15,843,1940,1189
"CLAYTON|RIVERDALE 12",179,1724,21,150,1716,41,67,50,1236,3211,1935
"CLAYTON|RIVERDALE 2",124,1772,20,111,1751,37,44,31,1223,3623,1918
"CLAYTON|RIVERDALE 3",147,2044,19,135,2004,44,65,47,1446,3976,2211
"CLAYTON|RIVERDALE 4",225,2058,22,219,1985,62,91,70,1389,4655,2298
"CLAYTON|RIVERDALE 5",160,1524,16,153,1480,43,65,47,1059,3063,1702
"CLAYTON|RIVERDALE 6",235,1355,22,220,1327,32,95,76,876,3888,1607
"CLAYTON|RIVERDALE 7",213,1121,17,196,1106,33,64,79,726,3248,1355
"CLAYTON|RIVERDALE 8",190,1600,11,168,1588,29,85,65,1218,2768,1810
"CLAYTON|RIVERDALE 9",197,1382,7,190,1353,23,70,89,964,2872,1593
"CLINCH|ARABIA",68,12,1,69,9,3,41,25,2,111,80
"CLINCH|ARGYLE",220,39,0,212,42,4,114,69,17,378,260
"CLINCH|DUPONT",184,54,0,180,51,1,87,64,18,342,240
"CLINCH|FARGO",169,22,1,165,21,3,78,68,5,273,192
"CLINCH|HOMERVILLE",1464,620,10,1457,537,43,746,516,197,3342,2099
"COBB|ACWORTH 1A",2100,2117,54,2093,2017,123,1154,719,1387,6075,4295
"COBB|ACWORTH 1B",1961,1697,56,1916,1632,111,1102,666,1034,5517,3736
"COBB|ACWORTH 1C",1162,2172,58,1144,2108,109,635,385,1321,5197,3403
"COBB|ADDISON 01",930,990,36,949,937,51,560,322,668,2535,1969
"COBB|AUSTELL 1A",292,1165,8,273,1144,34,152,86,767,2431,1472
"COBB|AUSTELL 1B",412,1638,12,385,1610,47,215,120,1083,3393,2070
"COBB|BAKER 01",1321,1994,65,1309,1938,105,748,410,1226,5045,3399
"COBB|BELLS FERRY 02",1127,1127,51,1139,1080,77,630,413,712,3243,2315
"COBB|BELLS FERRY 03",768,871,42,780,830,63,452,236,557,2543,1700
"COBB|BELLS FERRY 04",1451,1185,67,1446,1133,99,862,485,792,3790,2728
"COBB|BIG SHANTY 01",829,758,30,824,732,52,498,286,450,2536,1638
"COBB|BIG SHANTY 02",1252,1249,39,1269,1193,56,742,449,798,3415,2546
"COBB|BIRNEY 01",819,1524,34,812,1461,79,441,288,980,3624,2389
"COBB|BLACKWELL 01",908,1113,42,914,1069,68,535,300,705,2821,2081
"COBB|CHALKER 01",1356,2474,67,1343,2387,130,755,469,1421,6419,3923
"COBB|CHATTAHOOCHEE 01",986,2859,77,985,2778,134,534,324,1671,6637,3965
"COBB|CHEATHAM HILL 02",1426,1133,46,1452,1063,69,894,462,798,3393,2632
"COBB|CHEATHAM HILL 03",1601,1660,50,1653,1574,76,944,622,1209,4214,3351
"COBB|CHESTNUT RIDGE 01",1444,1213,40,1552,1087,48,926,509,809,3228,2719
"COBB|CLARKDALE 01",778,1944,28,742,1901,67,415,252,1275,4434,2766
"COBB|CLARKDALE 02",943,2390,37,911,2347,81,512,307,1590,5113,3394
"COBB|DAVIS 01",857,807,40,879,776,42,518,296,537,2168,1713
"COBB|DICKERSON 01",1209,1149,34,1287,1044,52,751,457,795,2930,2413
"COBB|DOBBINS 01",385,1085,27,380,1052,51,194,115,606,3378,1505
"COBB|DOBBINS 02",544,1609,38,538,1546,78,313,175,934,3908,2202
"COBB|DODGEN 01",921,810,41,983,735,49,566,359,567,2190,1795
"COBB|DOWELL 01",1064,1376,54,1117,1307,56,665,366,960,3337,2510
"COBB|DURHAM 01",2281,1178,53,2303,1087,89,1388,759,805,4432,3536
"COBB|EAST PIEDMONT 01",668,921,23,671,887,47,380,229,584,2358,1623
"COBB|EASTSIDE 01",1336,1201,34,1442,1063,50,875,478,812,3138,2589
"COBB|EASTSIDE 02",1698,1601,73,1825,1435,92,1092,615,1155,4229,3415
"COBB|ELIZABETH 01",688,1633,36,679,1611,60,362,227,924,4209,2380
"COBB|ELIZABETH 02",1022,865,26,1035,816,43,609,344,555,2525,1915
"COBB|ELIZABETH 03",1221,1010,40,1237,958,51,715,442,689,2863,2284
"COBB|ELIZABETH 04",690,1270,36,709,1198,71,405,232,792,3015,2026
"COBB|ELIZABETH 05",1107,1171,32,1159,1079,62,665,392,823,3018,2321
"COBB|FAIR OAKS 02",958,2555,32,913,2510,91,450,373,1563,6102,3563
"COBB|FAIR OAKS 04",846,1806,38,803,1755,97,418,296,985,5514,2723
"COBB|FORD 01",1665,867,34,1721,787,44,1041,543,563,3327,2589
"COBB|FREY 01",1287,732,26,1283,692,50,751,441,470,2672,2052
"COBB|FULLERS PARK 01",1436,1374,38,1485,1280,84,880,506,880,3580,2883
"COBB|GARRISON MILL 01",1210,1104,37,1244,1022,62,762,421,747,2978,2367
"COBB|GRITTERS 01",1577,1358,73,1587,1298,104,913,540,884,4185,3033
"COBB|HARRISON 01",1665,816,47,1677,776,60,984,596,559,3224,2554
"COBB|HAYES 01",1948,1183,48,1973,1128,61,1123,706,775,4125,3195
"COBB|HIGHTOWER 01",1858,1640,78,1946,1515,79,1171,652,1140,4411,3601
"COBB|KELL 01",827,669,43,825,648,58,506,254,463,2034,1544
"COBB|KEMP 01",1022,546,28,1046,504,45,624,368,385,2036,1604
"COBB|KEMP 02",1767,1432,58,1807,1340,63,1037,643,983,4180,3278
"COBB|KEMP 03",2187,1005,55,2230,950,53,1317,780,722,4121,3292
"COBB|KENNESAW 1A",736,858,41,729,829,62,403,255,493,2610,1637
"COBB|KENNESAW 2A",1444,1449,47,1460,1368,86,831,484,913,4333,2971
"COBB|KENNESAW 3A",1538,2619,85,1525,2530,148,813,534,1584,6716,4264
"COBB|KENNESAW 4A",1440,1636,58,1463,1549,91,823,498,1022,4534,3150
"COBB|KENNESAW 5A",1732,2246,57,1747,2152,105,1029,539,1440,5442,4054
"COBB|LASSITER 01",1610,1314,68,1691,1217,74,974,599,863,3746,3016
"COBB|LOST MOUNTAIN 01",1709,1258,40,1763,1172,60,1024,604,866,3698,3025
"COBB|LOST MOUNTAIN 02",2305,1227,48,2377,1118,65,1380,814,824,4258,3435
"COBB|LOST MOUNTAIN 03",2579,1729,67,2630,1605,96,1607,888,1180,5534,4438
"COBB|LOST MOUNTAIN 04",1314,794,27,1319,763,39,804,437,572,2733,2155
"COBB|MABLETON 1A",346,1697,22,322,1663,50,186,93,1136,3279,2074
"COBB|MABLETON 1B",262,3183,31,242,3115,80,105,77,2035,6608,3493
"COBB|MABLETON 2A",337,2177,28,323,2124,64,165,104,1472,4313,2556
"COBB|MABLETON 2B",59,681,7,54,668,18,24,17,418,1575,753
"COBB|MABLETON 3A",535,1908,27,509,1867,62,291,156,1224,4091,2489
"COBB|MABLETON 3B",279,1512,17,269,1474,42,153,82,1066,2647,1819
"COBB|MABLETON 3C",208,1125,13,200,1097,31,113,61,793,1970,1354
"COBB|MABLETON 4A",772,1204,30,797,1156,43,439,309,837,2662,2009
"COBB|MABLETON 4B",832,1176,28,830,1144,53,480,294,856,2921,2064
"COBB|MABLETON 4C",641,2280,45,674,2201,65,374,233,1651,3984,2982
"COBB|MABLETON 5A",567,1617,27,547,1585,56,291,207,1092,3438,2225
"COBB|MABLETON 5B",940,2339,42,915,2288,88,493,338,1549,5186,3348
"COBB|MABLETON 6A",542,1866,29,522,1821,61,276,188,1218,4062,2454
"COBB|MABLETON 6B",779,1881,30,769,1834,65,449,261,1285,4051,2715
"COBB|MABRY 01",834,539,26,880,486,25,518,306,390,1700,1414
"COBB|MACLAND 01",766,2192,30,743,2140,69,430,241,1475,4372,3015
"COBB|MARIETTA 1A",688,1584,55,700,1522,83,407,212,987,4545,2350
"COBB|MARIETTA 2A",944,759,39,976,710,47,595,331,593,2151,1761
"COBB|MARIETTA 2B",1132,1902,56,1170,1815,77,646,443,1259,4611,3111
"COBB|MARIETTA 3A",1457,1737,55,1509,1623,95,852,528,1224,4574,3278
"COBB|MARIETTA 3B",240,1110,8,225,1081,37,122,68,734,2303,1371
"COBB|MARIETTA 4A",1084,572,39,1172,487,40,635,474,445,2023,1704
"COBB|MARIETTA 4B",680,831,35,729,770,42,402,255,549,2175,1578
"COBB|MARIETTA 4C",1357,985,35,1428,903,43,800,548,708,2991,2401
"COBB|MARIETTA 5A",587,1473,34,600,1395,70,348,191,939,3449,2090
"COBB|MARIETTA 5B",497,1393,33,476,1382,50,269,156,857,3706,1955
"COBB|MARIETTA 6A",392,1200,18,385,1149,56,201,137,686,2873,1602
"COBB|MARIETTA 6B",989,1320,52,1035,1239,71,609,335,936,3116,2397
"COBB|MARIETTA 7A",390,1534,34,372,1485,79,200,124,923,4184,1966
"COBB|MARS HILL 01",1835,697,44,1827,655,72,1107,596,448,3510,2580
"COBB|MARS HILL 02",1084,915,57,1083,871,91,599,368,599,2930,2071
"COBB|MCCLESKEY 01",810,609,28,832,568,37,485,287,456,1799,1458
"COBB|MCCLURE 01",1563,973,50,1598,903,65,905,586,618,3347,2589
"COBB|MCEACHERN 01",1041,1632,18,1027,1598,48,590,370,1155,3641,2713
"COBB|MT BETHEL 01",1760,1626,64,1935,1443,73,1136,678,1094,4250,3489
"COBB|MT BETHEL 03",1300,1344,38,1394,1223,49,800,512,834,3403,2701
"COBB|MT BETHEL 04",1304,1093,42,1393,996,47,847,468,767,3083,2467
"COBB|MURDOCK 01",1722,1598,62,1825,1463,73,1078,613,1111,4189,3415
"COBB|NICHOLSON 01",995,864,45,996,821,77,572,351,570,2602,1914
"COBB|NICKAJACK 01",904,3143,52,946,3016,92,548,317,2127,5949,4123
"COBB|NORTH COBB 01",813,926,34,793,903,60,482,254,612,2526,1781
"COBB|NORTON PARK 01",1057,1844,69,1071,1772,103,587,401,1151,4701,2996
"COBB|OAKDALE 01",1109,1864,43,1179,1748,74,683,423,1287,4088,3042
"COBB|OREGON 01",767,567,19,769,538,44,480,245,394,1660,1357
"COBB|OREGON 02",878,2496,50,851,2438,99,443,320,1698,5193,3438
"COBB|OREGON 03",887,2305,49,854,2227,111,495,277,1409,6223,3266
"COBB|OREGON 04",899,2324,30,897,2247,68,488,315,1572,4840,3290
"COBB|OREGON 05",1210,1825,38,1226,1760,69,696,423,1293,3997,3105
"COBB|PALMER 01",1137,859,57,1113,843,72,674,368,544,2861,2058
"COBB|PINE MOUNTAIN 01",1764,1033,41,1812,966,54,1085,621,696,3608,2849
"COBB|PINE MOUNTAIN 02",1725,879,30,1800,772,55,1089,623,575,3245,2674
"COBB|PITNER 01",1100,958,50,1108,921,68,662,345,635,2920,2131
"COBB|POPE 01",1348,1172,53,1404,1099,62,798,499,783,3234,2596
"COBB|POST OAK 01",1685,1293,47,1753,1183,69,1044,610,838,3827,3038
"COBB|POWDER SPRINGS 1A",1012,2628,46,1022,2524,106,617,329,1746,5040,3730
"COBB|POWDER SPRINGS 2A",482,1842,37,472,1782,77,258,144,1220,3741,2380
"COBB|POWDER SPRINGS 3A",774,2078,35,744,2049,71,381,282,1403,4346,2915
"COBB|POWERS FERRY 01",1195,1270,61,1215,1215,90,713,396,818,3620,2549
"COBB|ROCKY MOUNT 01",1441,1234,46,1503,1135,64,875,499,803,3506,2738
"COBB|ROSWELL 01",2387,2141,61,2511,1952,92,1564,802,1538,5610,4606
"COBB|ROSWELL 02",1547,1520,54,1696,1344,61,983,597,1013,3855,3172
"COBB|SANDY PLAINS 01",1117,1192,53,1125,1136,88,665,382,776,3043,2384
"COBB|SEWELL MILL 01",1335,1482,36,1403,1356,64,848,474,946,3597,2876
"COBB|SEWELL MILL 03",1251,1870,58,1275,1797,83,740,439,1190,5041,3216
"COBB|SHALLOWFORD FALLS 01",1559,1355,58,1675,1232,66,961,577,938,3692,3000
"COBB|SIMPSON 01",739,757,22,780,688,36,464,265,500,1964,1529
"COBB|SMYRNA 1A",850,2655,57,866,2565,103,474,307,1624,5943,3588
"COBB|SMYRNA 2A",872,2694,67,891,2599,116,515,306,1691,5759,3664
"COBB|SMYRNA 3A",729,1765,50,780,1676,73,470,253,1181,3875,2566
"COBB|SMYRNA 3B",756,1176,39,781,1115,57,460,248,795,2642,1984
"COBB|SMYRNA 4A",1793,2900,91,1932,2714,114,1116,650,2086,6176,4823
"COBB|SMYRNA 5A",898,2158,61,932,2055,104,525,316,1353,4850,3140
"COBB|SMYRNA 6A",1772,2894,97,1910,2704,118,1129,646,2030,6402,4803
"COBB|SMYRNA 7A",1307,3710,72,1439,3506,102,825,482,2690,6536,5131
"COBB|SOPE CREEK 01",969,834,37,1043,754,29,659,337,584,2250,1840
"COBB|SOPE CREEK 02",1614,1941,67,1780,1745,74,1040,603,1262,4953,3668
"COBB|SOPE CREEK 03",1232,1112,22,1321,988,34,777,473,662,3099,2387
"COBB|SWEETWATER 01",860,1429,40,856,1403,47,475,313,980,3315,2332
"COBB|TERRELL MILL 01",1028,2471,62,1063,2359,113,619,340,1468,6181,3596
"COBB|TIMBER RIDGE 01",1025,1016,34,1130,910,32,687,363,720,2524,2094
"COBB|VAUGHAN 01",1630,877,59,1647,814,87,1056,495,573,3279,2587
"COBB|VININGS 01",701,1600,40,734,1538,60,412,262,1052,3505,2359
"COBB|VININGS 02",1458,3025,75,1529,2882,113,887,533,1951,7070,4589
"COBB|VININGS 03",994,2219,32,1080,2076,59,621,378,1469,4679,3270
"COBB|VININGS 04",1295,1349,29,1422,1203,34,861,486,837,3571,2697
"COBB|WADE GREEN 01",875,1014,38,872,983,58,519,267,650,2680,1942
"COBB|WADE GREEN 02",710,819,31,706,794,47,420,216,525,2170,1571
"COBB|WILLEO 01",1196,1016,42,1277,926,47,793,392,731,2799,2278
"COFFEE|AMBROSE",1104,264,6,1089,259,22,436,540,169,2079,1380
"COFFEE|BRIDGETOWN",190,60,3,186,58,6,87,78,42,347,257
"COFFEE|BROXTON",1200,378,11,1177,365,24,508,542,221,2447,1602
"COFFEE|DOUGLAS",6510,3485,91,6436,3289,198,2694,2980,1846,17672,10077
"COFFEE|NICHOLLS",963,288,10,933,272,32,365,418,151,2173,1285
"COFFEE|WEST GREEN",611,36,4,603,38,4,234,295,26,977,659
"COLQUITT|AUTREYVILLE",746,202,8,726,195,19,389,278,102,1593,956
"COLQUITT|BRIDGECREEK",798,101,2,784,102,12,442,304,62,1239,910
"COLQUITT|CROSLAND",137,51,0,139,47,1,83,48,31,296,188
"COLQUITT|DOERUN",294,140,3,286,138,7,164,109,85,654,441
"COLQUITT|FUNSTON",613,107,10,610,99,12,341,236,63,1067,731
"COLQUITT|HAMILTON",512,55,4,503,51,13,255,210,37,814,571
"COLQUITT|HARTSFIELD",291,27,2,291,27,0,163,116,19,429,319
"COLQUITT|HOPEWELL",971,187,14,971,165,26,564,355,96,1747,1172
"COLQUITT|LEE",558,108,3,556,103,8,296,216,57,1136,672
"COLQUITT|MILLCREEK",281,27,2,274,26,5,167,91,13,448,311
"COLQUITT|MONK",888,170,6,869,171,10,484,342,107,1611,1064
"COLQUITT|MOULTRIE",1796,1167,28,1794,1108,49,1056,645,666,5174,3017
"COLQUITT|MURPHY",676,96,6,662,97,13,368,261,60,1008,778
"COLQUITT|NORMAN PARK",1226,372,15,1209,366,25,683,417,218,2670,1616
"COLQUITT|ROBINSON",480,93,3,470,85,16,277,160,56,909,580
"COLQUITT|SHAW",429,1152,9,433,1097,26,203,167,805,3718,1600
"COLQUITT|THIGPEN",159,17,0,158,14,1,90,58,9,256,177
"COLQUITT|TYTY",328,31,3,328,26,6,211,100,12,559,364
"COLQUITT|WARRIOR",594,84,1,581,73,8,326,223,33,987,678
"COLUMBIA|ABILENE BAPTIST CHURCH",1832,819,34,1834,772,60,1037,673,485,3876,2705
"COLUMBIA|ACS - FURYS FERRY RD CAMPUS",934,477,22,946,434,37,525,371,288,1950,1446
"COLUMBIA|AUGUSTA CHRISTIAN SCHOOL",1007,607,24,1012,578,40,594,362,321,2388,1635
"COLUMBIA|BELAIR BAPTIST CHURCH",1083,661,35,1067,640,50,592,410,378,2578,1790
"COLUMBIA|BLANCHARD PARK",802,600,19,788,584,40,456,275,325,2300,1422
"COLUMBIA|CCBOE - SUPPORT COMPLEX",1843,1130,66,1845,1070,99,1032,672,599,4667,3071
"COLUMBIA|CHRIST CHURCH, PRESBYTERIAN",1170,513,29,1207,477,24,684,448,288,2304,1723
"COLUMBIA|CHRIST SANCTIFIED CHURCH",1267,570,31,1268,543,47,719,475,338,2755,1881
"COLUMBIA|CHRIST THE KING LUTHERAN CHURCH",1130,539,14,1143,496,14,659,441,289,2197,1696
"COLUMBIA|CHURCH OF OUR SAVIOR",984,649,25,972,631,39,535,373,337,2627,1671
