"GEOID20","pop","precinct_2020","precinct_2024"
"131210103111012",31,"FULTON|SC13","FULTON|SC13"
"131210105322014",377,"FULTON|UC031","FULTON|UC031"
"131210063001005",13,"FULTON|12N","FULTON|12N"
"131210108012004",5,"FULTON|HP01","FULTON|HP01"
"131210103051013",66,"FULTON|11B","FULTON|11B"
"131210101202004",0,"FULTON|SS15B","FULTON|SS15B"
"131210088021008",0,"FULTON|09A","FULTON|09A"
"131759510023011",15,"LAURENS|SMITH","LAURENS|SMITH"
"131210077071006",42,"FULTON|11N","FULTON|11N"
"131210078052005",538,"FULTON|10A","FULTON|10A"
"130939703001196",4,"DOOLY|VIENNA","DOOLY|VIENNA"
"130939703004058",12,"DOOLY|VIENNA","DOOLY|VIENNA"
"131499702003029",0,"HEARD|EPHESUS","HEARD|EPHESUS"
"131899505004017",6,"MCDUFFIE|133A","MCDUFFIE|FORT CREEK"
"130159602011024",0,"BARTOW|ADAIRSVILLE","BARTOW|ADAIRSVILLE"
"130159602033015",0,"BARTOW|ADAIRSVILLE","BARTOW|ADAIRSVILLE"
"130159610012018",27,"BARTOW|EUHARLEE","BARTOW|EUHARLEE"
"131079706011096",49,"EMANUEL|SWAINSBORO","EMANUEL|SWAINSBORO"
"131510702042023",57,"HENRY|COTTON INDIAN","HENRY|COTTON INDIAN"
"131510701143020",75,"HENRY|STOCKBRIDGE EAST-WEST","HENRY|STOCKBRIDGE EAST-WEST"
"130670311153013",0,"COBB|NORTON PARK 01","COBB|NORTON PARK 01"
"130210137011172",0,"BIBB|GODFREY 1","BIBB|GODFREY 1"
"132231205042009",321,"PAULDING|NEBO ELEMENTARY SCHOOL","PAULDING|SOUTH PAULDING MIDDLE SCHOOL"
"132231202081005",75,"PAULDING|LEGACY BAPTIST CHURCH","PAULDING|LEGACY BAPTIST CHURCH"
"132231201071005",0,"PAULDING|RUSSOM ELEMENTARY SCHOOL","PAULDING|RUSSOM ELEMENTARY SCHOOL"
"130390106032019",56,"CAMDEN|SOUTH ST MARYS","CAMDEN|SOUTH ST MARYS"
"130390106032065",19,"CAMDEN|SOUTH ST MARYS","CAMDEN|SOUTH ST MARYS"
"130390106021049",0,"CAMDEN|SOUTH ST MARYS","CAMDEN|SOUTH ST MARYS"
"130390103022013",0,"CAMDEN|BROWNTOWN","CAMDEN|WEST KINGSLAND"
"132419701031042",7,"RABUN|RABUN COUNTY","RABUN|RABUN COUNTY"
"131759510021014",41,"LAURENS|SMITH","LAURENS|SMITH"
"131759510023022",29,"LAURENS|SMITH","LAURENS|SMITH"
"131759505001013",41,"LAURENS|CALHOUN PARK","LAURENS|CALHOUN PARK"
"131759501001031",12,"LAURENS|BUCKEYE","LAURENS|BUCKEYE"
"132419702013026",21,"RABUN|RABUN COUNTY","RABUN|RABUN COUNTY"
"132731203004013",7,"TERRELL|DAWSON","TERRELL|DAWSON"
"132950208001031",5,"WALKER|KENSINGTON","WALKER|KENSINGTON"
"130759603012061",23,"COOK|DELLE BEAMGUARD","COOK|DELLE BEAMGUARD"
"130279606003055",11,"BROOKS|DIXIE","BROOKS|DIXIE"
"130759602001035",44,"COOK|SPARKS","COOK|SPARKS"
"130039603001065",27,"ATKINSON|AXSON","ATKINSON|AXSON"
"130390106032072",31,"CAMDEN|SOUTH ST MARYS","CAMDEN|SOUTH ST MARYS"
"130390106043013",28,"CAMDEN|NORTH ST MARYS","CAMDEN|NORTH ST MARYS"
"130390103022037",0,"CAMDEN|BROWNTOWN","CAMDEN|WEST KINGSLAND"
"130390103042001",0,"CAMDEN|NORTH KINGSLAND","CAMDEN|HISTORIC KINGSLAND"
"130390104061021",79,"CAMDEN|EAST KINGSLAND","CAMDEN|EAST KINGSLAND"
"132050905021068",10,"MITCHELL|BRANCHVILLE","MITCHELL|BRANCHVILLE"
"132050905012028",1,"MITCHELL|PELHAM","MITCHELL|PELHAM"
"131510701272006",124,"HENRY|SHAKERAG","HENRY|SHAKERAG"
"131510702042018",50,"HENRY|COTTON INDIAN","HENRY|COTTON INDIAN"
"131510701143030",0,"HENRY|STOCKBRIDGE EAST-WEST","HENRY|STOCKBRIDGE EAST-WEST"
"131510701151030",0,"HENRY|RED OAK","HENRY|RED OAK"
"132050903001059",0,"MITCHELL|CAMILLA NORTH","MITCHELL|CAMILLA NORTH"
"132050905021042",4,"MITCHELL|BRANCHVILLE","MITCHELL|BRANCHVILLE"
"132050905022030",9,"MITCHELL|PELHAM","MITCHELL|PELHAM"
"132050905022014",13,"MITCHELL|PELHAM","MITCHELL|PELHAM"
"130210124001015",71,"BIBB|VINEVILLE 4","BIBB|VINEVILLE 4"
"130210139003065",0,"BIBB|GODFREY 1","BIBB|GODFREY 1"
"130311109022032",0,"BULLOCH|STILSON","BULLOCH|STILSON"
"130311109021006",18,"BULLOCH|STILSON","BULLOCH|STILSON"
"130311109011008",0,"BULLOCH|NEVILS","BULLOCH|NEVILS"
"132799702023064",8,"TOOMBS|513 V.P.D.","TOOMBS|513 V.P.D."
"132799703022020",14,"TOOMBS|513 V.P.D.","TOOMBS|513 V.P.D."
"131210114422005",28,"FULTON|RW22A","FULTON|RW22A"
"131210114223006",132,"FULTON|RW11A","FULTON|RW11A"
"131210097003003",22,"FULTON|08E","FULTON|08E"
"131210123001006",3,"FULTON|CP01B","FULTON|CP01B"
"131210112026004",26,"FULTON|EP01B","FULTON|EP01C"
"131079703003052",8,"EMANUEL|SWAINSBORO","EMANUEL|SWAINSBORO"
"131079703001025",41,"EMANUEL|SWAINSBORO","EMANUEL|SWAINSBORO"
"131079701011036",0,"EMANUEL|GARFIELD","EMANUEL|GARFIELD"
"130859702061006",0,"DAWSON|EAST","DAWSON|SOUTH"
"130859702042007",0,"DAWSON|EAST","DAWSON|SOUTH"
"131690303063005",0,"JONES|BARRON","JONES|BARRON"
"132779603011086",0,"TIFT|TIFTON NORTHWEST","TIFT|TIFTON NORTHWEST"
"131210105081009",29,"FULTON|SC27","FULTON|SC27"
"131210114371009",0,"FULTON|RW03","FULTON|RW03B"
"131350503282007",0,"GWINNETT|PINKCNEYVILLE A","GWINNETT|PINKCNEYVILLE A"
"130339502002009",0,"BURKE|KEYSVILLE","BURKE|KEYSVILLE"
"130210136071009",22,"BIBB|WARRIOR 1","BIBB|WARRIOR 1"
"130210136071014",37,"BIBB|WARRIOR 1","BIBB|WARRIOR 1"
"130210134111006",0,"BIBB|HOWARD 3","BIBB|HOWARD 3"
"132619504001044",8,"SUMTER|CONCORD","SUMTER|CONCORD"
"133097801001081",2,"WHEELER|ALAMO","WHEELER|ALAMO"
"130379501001047",61,"CALHOUN|LEARY","CALHOUN|LEARY"
"131390016092008",99,"HALL|FRIENDSHIP IV","HALL|FRIENDSHIP IV"
"131390015021048",300,"HALL|ROBERTS","HALL|ROBERTS"
"131030303092020",0,"EFFINGHAM|5C","EFFINGHAM|5D"
"131390015021035",4,"HALL|ROBERTS","HALL|ROBERTS"
"131390011022028",0,"HALL|GAINESVILLE IV","HALL|GAINESVILLE IV"
"131390011013039",20,"HALL|GAINESVILLE III","HALL|GAINESVILLE III"
"131390016062046",0,"HALL|FRIENDSHIP III","HALL|FRIENDSHIP III"
"131079703002037",12,"EMANUEL|SWAINSBORO","EMANUEL|SWAINSBORO"
"131079706011116",13,"EMANUEL|SWAINSBORO","EMANUEL|SWAINSBORO"
"131079706011124",3,"EMANUEL|SWAINSBORO","EMANUEL|SWAINSBORO"
"130859702032045",84,"DAWSON|EAST","DAWSON|EAST"
"131079701011001",16,"EMANUEL|CANOOCHEE","EMANUEL|CANOOCHEE"
"132379602032028",10,"PUTNAM|101","PUTNAM|101"
"131210114322000",1180,"FULTON|RW22A","FULTON|RW22A"
"131210114281001",130,"FULTON|JC18","FULTON|JC18"
"131210096073003",96,"FULTON|07C","FULTON|07C"
"131210029002011",26,"FULTON|02G","FULTON|02G"
"131210114311000",245,"FULTON|RW07B","FULTON|RW07B"
"132110105001103",6,"MORGAN|5. CLACKS CHAPEL","MORGAN|4. DFACS"
"132859606001055",29,"TROUP|ROSEMONT","TROUP|MOUNTVILLE"
"132950204003058",0,"WALKER|MOUNTAIN","WALKER|MOUNTAIN"
"132950205053029",0,"WALKER|CHICKAMAUGA","WALKER|CHICKAMAUGA"
"131079701022044",6,"EMANUEL|STILLMORE","EMANUEL|STILLMORE"
"131079704011121",19,"EMANUEL|SWAINSBORO","EMANUEL|SWAINSBORO"
"131079704011120",13,"EMANUEL|SWAINSBORO","EMANUEL|SWAINSBORO"
"130859702052043",0,"DAWSON|CENTRAL","DAWSON|SOUTH"
"131079704011158",20,"EMANUEL|SWAINSBORO","EMANUEL|SWAINSBORO"
"132779603022017",25,"TIFT|TIFTON NORTHWEST","TIFT|TIFTON NORTHWEST"
"132779603023022",30,"TIFT|TIFTON NORTHEAST","TIFT|TIFTON NORTHEAST"
"130311106022025",0,"BULLOCH|LEEFIELD","BULLOCH|LEEFIELD"
"131198902011032",15,"FRANKLIN|CARNESVILLE","FRANKLIN|CARNESVILLE"
"131198901012032",28,"FRANKLIN|LAVONIA","FRANKLIN|LAVONIA"
"132619502001044",0,"SUMTER|REES PARK","SUMTER|REES PARK"
"132619503002053",0,"SUMTER|AG CENTER","SUMTER|AG CENTER"
"132619501001019",0,"SUMTER|ANDERSONVILLE","SUMTER|ANDERSONVILLE"
"132619504002053",0,"SUMTER|PLAINS","SUMTER|PLAINS"
"132619505003022",46,"SUMTER|THOMSON","SUMTER|THOMPSON"
"132719501013046",8,"TELFAIR|MCRAE","TELFAIR|MCRAE"
"131590105031129",0,"JASPER|MONTICELLO","JASPER|MONTICELLO"
"131839701021016",20,"LONG|RYE PATCH/OAK DALE","LONG|RYE PATCH/OAK DALE"
"131414803001176",7,"HANCOCK|DEVEREUX FIRE STATION","HANCOCK|DEVEREUX FIRE STATION"
"131414804002067",0,"HANCOCK|COURTHOUSE","HANCOCK|COURTHOUSE"
"132419702012053",3,"RABUN|RABUN COUNTY","RABUN|RABUN COUNTY"
"132419702014007",11,"RABUN|RABUN COUNTY","RABUN|RABUN COUNTY"
"132419703021040",25,"RABUN|RABUN COUNTY","RABUN|RABUN COUNTY"
"130179605011050",0,"BEN HILL|EAST","BEN HILL|EAST"
"130179603003026",49,"BEN HILL|WEST","BEN HILL|EAST"
"130939701002100",13,"DOOLY|UNADILLA","DOOLY|UNADILLA"
"130730301031007",39,"COLUMBIA|CHRIST THE KING CH","COLUMBIA|CHRIST THE KING LUTHERAN CHURCH"
"130059701001089",0,"BACON|DOUGLAS","BACON|DOUGLAS"
"130059702024037",1,"BACON|DOUGLAS","BACON|DOUGLAS"
"130059701001106",0,"BACON|DOUGLAS","BACON|DOUGLAS"
"132330104003004",51,"POLK|CEDARTOWN","POLK|CEDARTOWN"
"132859610002020",2,"TROUP|WEST POINT","TROUP|WEST POINT"
"132859605031039",214,"TROUP|GARDNER NEWMAN","TROUP|GARDNER NEWMAN"
"132330106001051",24,"POLK|ROCKMART","POLK|ROCKMART"
"132330103003016",0,"POLK|LAKE CREEK","POLK|LAKE CREEK"
"132330106001003",29,"POLK|FISH CREEK","POLK|FISH CREEK"
"131530203024005",71,"HOUSTON|RECR","HOUSTON|WELLSTON CENTER"
"131530211151047",17,"HOUSTON|VHS","HOUSTON|VHS"
"132859604021016",66,"TROUP|NORTHSIDE","TROUP|HOLLIS HAND"
"132859602021062",58,"TROUP|EAST VERNON","TROUP|EAST VERNON"
"131030304042027",19,"EFFINGHAM|1A","EFFINGHAM|1A"
"132499601002078",0,"SCHLEY|PRECINCT ONE","SCHLEY|PRECINCT ONE"
"132299603013011",26,"PIERCE|HACKLEBARNEY/CASON","PIERCE|HACKLEBARNEY/CASON"
"132299603013024",10,"PIERCE|HACKLEBARNEY/CASON","PIERCE|HACKLEBARNEY/CASON"
"130019503021039",11,"APPLING|3C","APPLING|3C"
"132299602001048",0,"PIERCE|MERSHON","PIERCE|MERSHON"
"132910002011085",10,"UNION|SUCHES","UNION|SUCHES"
"132910001012005",0,"UNION|PAT COLWELL","UNION|PAT COLWELL"
"132650102002083",11,"TALIAFERRO|CRAWFORDVILLE","TALIAFERRO|CRAWFORDVILLE"
"132679501004071",15,"TATTNALL|COBBTOWN","TATTNALL|COBBTOWN"
"132070501012061",17,"MONROE|FORSYTH","MONROE|FORSYTH"
"130039601001009",3,"ATKINSON|WILLACOOCHEE","ATKINSON|WILLACOOCHEE"
"130790702021028",0,"CRAWFORD|DISTRICT 1A","CRAWFORD|DISTRICT 1"
"131210105332002",0,"NA|NA","NA|NA"
"131230804031057",2,"GILMER|ELLIJAY SOUTH","GILMER|ELLIJAY SOUTH"
"131099702002000",0,"EVANS|VETERANS COMM CTR","EVANS|VETERAN'S COMM CTR"
"132050905011009",10,"MITCHELL|PELHAM","MITCHELL|PELHAM"
"130237903011000",11,"BLECKLEY|1","BLECKLEY|1"
"130237901001007",0,"BLECKLEY|1","BLECKLEY|1"
"130210134081002",61,"BIBB|HOWARD 7","BIBB|HOWARD 7"
"130210118002010",42,"BIBB|VINEVILLE 6","BIBB|VINEVILLE 6"
"132950201012007",8,"WALKER|ROSSVILLE","WALKER|ROSSVILLE"
"130179604001034",5,"BEN HILL|EAST","BEN HILL|EAST"
"131390008001029",0,"HALL|GAINESVILLE II","HALL|GAINESVILLE II"
"131390002042035",8,"HALL|BIG HICKORY","HALL|BIG HICKORY"
"131390003041023",39,"HALL|BARK CAMP","HALL|BARK CAMP"
"131790105042034",90,"LIBERTY|FLEMING EAST","LIBERTY|FLEMING EAST"
"130210139003046",0,"BIBB|GODFREY 1","BIBB|GODFREY 1"
"130311104081004",267,"BULLOCH|PITTMAN PARK","BULLOCH|PITTMAN PARK"
"130550104011011",114,"CHATTOOGA|SUMMERVILLE","CHATTOOGA|SUMMERVILLE"
"130550104022001",40,"CHATTOOGA|SUMMERVILLE","CHATTOOGA|SUMMERVILLE"
"130530201001008",34,"CHATTAHOOCHEE|ACTIVITY CENTER","CHATTAHOOCHEE|ACTIVITY CENTER"
"130530202061161",153,"NA|NA","NA|NA"
"130550102011020",42,"CHATTOOGA|TRION","CHATTOOGA|TRION"
"130550105022031",17,"CHATTOOGA|SUMMERVILLE","CHATTOOGA|SUMMERVILLE"
"130530202011035",0,"NA|NA","NA|NA"
"130670313173002",215,"COBB|HARMONY-LELAND 01","COBB|MABLETON 3B"
"130670312153005",25,"COBB|VININGS 03","COBB|VININGS 03"
"130510116002034",21,"CHATHAM|RESURRECTION OF OUR LORD CATHOLIC CHURCH","CHATHAM|RESURRECTION OF OUR LORD CATHOLIC CHURCH"
"130510042101001",199,"CHATHAM|BARTLETT MIDDLE SCHOOL","CHATHAM|IMMANUEL BAPTIST CHURCH"
"130510108121019",0,"CHATHAM|COASTAL CATHEDRAL","CHATHAM|COASTAL CATHEDRAL"
"130210136033006",26,"BIBB|WARRIOR 2","BIBB|WARRIOR 2"
"130210127002010",26,"BIBB|GODFREY 4","BIBB|GODFREY 4"
"130210110012014",0,"BIBB|EAST MACON 3","BIBB|EAST MACON 3"
"130339507001062",1,"BURKE|SARDIS","BURKE|SARDIS"
"131230801003004",5,"GILMER|BIG CREEK","GILMER|ROY ROAD"
"131819701001036",4,"LINCOLN|MIDWAY","LINCOLN|MIDWAY"
"133199604001042",11,"WILKINSON|TURKEY CREEK","WILKINSON|TURKEY CREEK"
"132130105002008",28,"MURRAY|SPRING PLACE","MURRAY|SPRING PLACE"
"132130102042023",11,"MURRAY|MCDONALD","MURRAY|MCDONALD"
"132130102031001",71,"MURRAY|SHUCK PEN","MURRAY|SHUCK PEN"
"132130103001004",7,"MURRAY|TOWN","MURRAY|TOWN"
"131639603001058",9,"JEFFERSON|LOUISVILLE","JEFFERSON|LOUISVILLE"
"130830402004040",0,"DADE|NEW HOME","DADE|NEW HOME"
"131759506001067",0,"LAURENS|DUDLEY","LAURENS|DUDLEY"
"131759514001130",9,"LAURENS|RURAL FIRE STA #17","LAURENS|RURAL FIRE STA #17"
"133059704001075",20,"WAYNE|SCREVEN","WAYNE|SCREVEN"
"133059703002027",15,"WAYNE|EMPIRE","WAYNE|EMPIRE"
"130510105041017",0,"CHATHAM|WOODVILLE-TOMPKINS TECHNICAL INST","CHATHAM|RESURRECTION OF OUR LORD CATHOLIC CHURCH"
"131679601002091",0,"JOHNSON|SMITH","JOHNSON|SMITH"
"131639603002002",57,"JEFFERSON|LOUISVILLE","JEFFERSON|LOUISVILLE"
"133059703002004",0,"WAYNE|UNITY","WAYNE|UNITY"
"130351502014030",4,"BUTTS|BUTTS COUNTY ADMIN BLDG","BUTTS|BUTTS COUNTY ADMINISTRATION JUDICIAL CENTER"
"131370002012002",0,"HABERSHAM|AMYS CREEK","HABERSHAM|AMYS CREEK"
"131350506332023",0,"GWINNETT|PUCKETTS E","GWINNETT|PUCKETTS E"
"131299709012010",26,"GORDON|SONORAVILLE","GORDON|SONORAVILLE"
"131299708021008",62,"GORDON|SONORAVILLE","GORDON|SONORAVILLE"
"131451204011004",0,"HARRIS|CATAULA","HARRIS|CATAULA"
"131030302061021",14,"EFFINGHAM|3B","EFFINGHAM|3B"
"133199603004040",1,"WILKINSON|IVEY","WILKINSON|IVEY"
"133199603004076",28,"WILKINSON|IVEY","WILKINSON|IVEY"
"130159603012040",14,"BARTOW|KINGSTON","BARTOW|KINGSTON"
"130159604053028",26,"BARTOW|ZENA DRIVE","BARTOW|ZENA DRIVE"
"130670302351005",82,"COBB|OREGON 01","COBB|OREGON 01"
"130670307003013",24,"COBB|MARIETTA 5A","COBB|MARIETTA 5A"
"130670303492004",39,"COBB|BELLS FERRY 02","COBB|BELLS FERRY 02"
"130670303293005",85,"COBB|ELIZABETH 05","COBB|ELIZABETH 05"
"130570903033021",25,"CHEROKEE|TEASLEY","CHEROKEE|RIVER GREEN"
"130570909082010",40,"CHEROKEE|LITTLE RIVER","CHEROKEE|LITTLE RIVER"
"130570904023021",5,"CHEROKEE|CANTON","CHEROKEE|HICKORY LOG"
"130570909112011",47,"CHEROKEE|AIR ACRES","CHEROKEE|AIR ACRES"
"130510035011006",8,"CHATHAM|SALVATION ARMY","CHATHAM|SALVATION ARMY"
"130510040014004",14,"CHATHAM|GRACE UNITED METHODIST CHURCH","CHATHAM|GRACE UNITED METHODIST CHURCH"
"130510117001139",10,"CHATHAM|CIVIC CENTER","CHATHAM|RALPH MARK GILBERT CIVIL RIGHTS MUSEUM"
"130510040023026",0,"CHATHAM|IMMANUEL BAPTIST CHURCH","CHATHAM|IMMANUEL BAPTIST CHURCH"
"130510108071011",0,"CHATHAM|STATION 3","CHATHAM|GEORGETOWN ELEMENTARY"
"131319504024010",35,"GRADY|WOODLAND","GRADY|WOODLAND"
"131319505022030",0,"GRADY|CAIRO 5TH DISTR","GRADY|CAIRO 5TH DISTR"
"130879708001067",0,"DECATUR|ATTAPULGUS","DECATUR|ATTAPULGUS"
"131319502001055",0,"GRADY|WHIGHAM","GRADY|WHIGHAM"
"130879704002015",18,"DECATUR|BDGE-FAIRGROUNDS","DECATUR|BDGE-FAIRGROUNDS"
"130879703011000",0,"DECATUR|BDGE-FAIRGROUNDS","DECATUR|BDGE-FAIRGROUNDS"
"130879703011001",0,"DECATUR|BDGE-FAIRGROUNDS","DECATUR|BDGE-FAIRGROUNDS"
"132359501001036",1,"PULASKI|COURTHOUSE ANNEX","PULASKI|COURTHOUSE ANNEX"
"131430104012057",9,"HARALSON|BUNCOMBE","HARALSON|BUNCOMBE"
"133219502021055",32,"WORTH|SYLVESTER EAST","WORTH|SYLVESTER EAST"
"131370002011024",8,"HABERSHAM|DEMOREST","HABERSHAM|HABERSHAM NORTH"
"131370002031023",5,"HABERSHAM|AMYS CREEK","HABERSHAM|AMYS CREEK"
"131370004003006",11,"HABERSHAM|HABERSHAM SOUTH","HABERSHAM|HABERSHAM SOUTH"
"131210088011020",38,"FULTON|09M","FULTON|09M"
"131210087011022",11,"FULTON|09K1","FULTON|09K1"
"131210086011000",1089,"FULTON|09K1","FULTON|09K1"
"131210087022006",67,"FULTON|09E","FULTON|09L"
"131210049001002",66,"FULTON|01D","FULTON|01D"
"131210049002012",54,"FULTON|01E","FULTON|01E"
"131210010021013",130,"FULTON|03I","FULTON|03I"
"131210116542009",0,"FULTON|AP021","FULTON|AP021"
"131210114322001",76,"FULTON|RW22A","FULTON|RW22A"
"130771704033019",127,"COWETA|MADRAS","COWETA|MADRAS"
"132450105143007",23,"RICHMOND|402","RICHMOND|402"
"132450013002008",71,"RICHMOND|111","RICHMOND|111"
"132450010003025",29,"RICHMOND|111","RICHMOND|111"
"132450012003004",11,"RICHMOND|304","RICHMOND|101"
"132950204003010",38,"WALKER|MOUNTAIN","WALKER|MOUNTAIN"
"132950206011018",0,"WALKER|ROCK SPRING","WALKER|ROCK SPRING"
"131679603002004",7,"JOHNSON|WRIGHTSVILLE","JOHNSON|WRIGHTSVILLE"
"130390103021022",0,"CAMDEN|NORTH KINGSLAND","CAMDEN|HISTORIC KINGSLAND"
"130390102011038",9,"CAMDEN|WOODBINE","CAMDEN|WOODBINE"
"130390102012099",7,"CAMDEN|WOODBINE","CAMDEN|WOODBINE"
"130390103041025",9,"CAMDEN|WEST KINGSLAND","CAMDEN|HISTORIC KINGSLAND"
"131790101021150",0,"LIBERTY|BUTTON GWINNETT","LIBERTY|MEMORIAL DRIVE EAST"
"131210113081006",48,"FULTON|EP04A","FULTON|EP04A"
"131210089051002",29,"FULTON|08P","FULTON|08P1"
"131210103133005",0,"FULTON|FC01","FULTON|SC31"
"131210089031002",0,"FULTON|09A","FULTON|09A"
"131210001002010",46,"FULTON|06F","FULTON|06F"
"131210119011008",0,"FULTON|02B","FULTON|02B"
"130859702042018",183,"DAWSON|EAST","DAWSON|SOUTH"
"131079701021067",10,"EMANUEL|STILLMORE","EMANUEL|STILLMORE"
"130859702052036",0,"DAWSON|CENTRAL","DAWSON|SOUTH"
"131110505003089",0,"FANNIN|SKENIAH","FANNIN|SKENIAH"
"131110505003047",1,"FANNIN|NOONTOOTLA","FANNIN|NOONTOOTLA"
"132819602001073",10,"TOWNS|MACEDONIA","TOWNS|HIAWASSEE"
"131110503002047",0,"FANNIN|COLWELL","FANNIN|COLWELL"
"131110502003021",25,"FANNIN|FLINTHILL","FANNIN|FLINTHILL"
"131479605011021",24,"HART|COKESBURY","HART|COKESBURY"
"130510108212016",502,"CHATHAM|POOLER RECREATION CENTER GYMNASIUM","CHATHAM|POOLER RECREATION CENTER GYMNASIUM"
"130510118002064",0,"CHATHAM|OLD COURTHOUSE","CHATHAM|ELI WHITNEY COMPLEX"
"130510117001142",0,"CHATHAM|CIVIC CENTER","CHATHAM|RALPH MARK GILBERT CIVIL RIGHTS MUSEUM"
"132731204002037",5,"TERRELL|GRAVES","TERRELL|GRAVES"
"133159603001088",0,"WILCOX|PITTS #3","WILCOX|PITTS #3"
"133159603001015",9,"WILCOX|PITTS #3","WILCOX|PITTS #3"
"131210105401027",33,"FULTON|FA01B","FULTON|FA01B"
"131210103083000",338,"FULTON|SC05B","FULTON|SC05C"
"131210105201001",2,"FULTON|UC02A","FULTON|UC02G"
"130131803032016",14,"BARROW|13","BARROW|13"
"130131804023029",81,"BARROW|05","BARROW|5"
"130131804011014",0,"BARROW|05","BARROW|5"
"132699501001067",1,"TAYLOR|PRECINCT 6","TAYLOR|PRECINCT 6"
"132699502002065",0,"TAYLOR|PRECINCT 6","TAYLOR|PRECINCT 6"
"132099502003034",0,"MONTGOMERY|MOUNT VERNON","MONTGOMERY|MOUNT VERNON PRECINCT"
"131619602022022",9,"JEFF DAVIS|OCMULGEE 1","JEFF DAVIS|OCMULGEE 1"
"132699502001069",10,"TAYLOR|PRECINCT 6","TAYLOR|PRECINCT 6"
"132699502001079",0,"TAYLOR|PRECINCT 6","TAYLOR|PRECINCT 6"
"132099502002095",6,"MONTGOMERY|AILEY","MONTGOMERY|MOUNT VERNON PRECINCT"
"132699503011031",5,"TAYLOR|PRECINCT 5","TAYLOR|PRECINCT 5"
"132099501001029",1,"MONTGOMERY|TARRYTOWN","MONTGOMERY|HIGGSTON PRECINCT"
"132099502001025",0,"MONTGOMERY|HIGGSTON","MONTGOMERY|HIGGSTON PRECINCT"
"131790102082007",70,"LIBERTY|WALTHOURVILLE","LIBERTY|VICTORY BAPTIST"
"131270008001004",16,"GLYNN|URBANA-PERRY PARKS","GLYNN|UPP"
"131270010023064",0,"GLYNN|STERLING ELEMENTARY","GLYNN|COG"
"131270005012015",16,"GLYNN|COLLEGE PLACE","GLYNN|CPM"
"131999705023050",2,"MERIWETHER|GILL II","MERIWETHER|GILL II"
"132171007011012",0,"NEWTON|TOWN","NEWTON|05-COV MILLS"
"132171006002038",0,"NEWTON|LIVINGSTON","NEWTON|09-LIVINGSTON"
"132171009051000",114,"NEWTON|DOWNS","NEWTON|10-DOWNS"
"132171004002012",57,"NEWTON|TOWN","NEWTON|20-STANSELLS"
"132171002022013",229,"NEWTON|HUB","NEWTON|25-HUB"
"132171008013015",9,"NEWTON|LEGUINN","NEWTON|14-LEGUINN"
"131899502004019",32,"MCDUFFIE|136","MCDUFFIE|DEPOT"
"130159607013042",2,"BARTOW|CARTERSVILLE EAST","BARTOW|CARTERSVILLE EAST"
"131790101021096",0,"LIBERTY|BUTTON GWINNETT","LIBERTY|GUM BRANCH"
"131790102072008",80,"LIBERTY|WALTHOURVILLE","LIBERTY|VICTORY BAPTIST"
"132330103002056",0,"POLK|BLOOMING GROVE","POLK|BLOOMING GROVE"
"132330101001033",1,"POLK|ARAGON","POLK|ARAGON"
"132330101004031",23,"POLK|FISH CREEK","POLK|FISH CREEK"
"132859610001064",3,"TROUP|GRAY HILL","TROUP|GRAY HILL"
"132190304023031",30,"OCONEE|CITY HALL","OCONEE|CITY HALL"
"132190304023008",10,"OCONEE|CITY HALL","OCONEE|CITY HALL"
"132330102011005",0,"POLK|CEDARTOWN","POLK|CEDARTOWN"
"132330105001011",10,"POLK|YOUNGS GROVE","POLK|YOUNGS GROVE"
"132171009021002",67,"NEWTON|BUCK CREEK","NEWTON|19-BUCK CREEK"
"131270009004029",16,"GLYNN|HOWARD COFFIN PARK","GLYNN|HCP"
"131270010012088",45,"GLYNN|SATILLA MARSHES","GLYNN|MAR"
"131270004091101",14,"GLYNN|STERLING ELEMENTARY","GLYNN|COG"
"130771704053014",42,"COWETA|THE NEWNAN CENTRE","COWETA|THE NEWNAN CENTRE"
"132419703031064",0,"RABUN|RABUN COUNTY","RABUN|RABUN COUNTY"
"132419703041016",4,"RABUN|RABUN COUNTY","RABUN|RABUN COUNTY"
"130159604061006",11,"BARTOW|CASSVILLE","BARTOW|CASSVILLE"
"131430101003030",17,"HARALSON|FELTON","HARALSON|FELTON"
"132299601001028",10,"PIERCE|PATTERSON","PIERCE|PATTERSON"
"132910001011015",6,"UNION|DOOLEY","UNION|DOOLEY"
"131570102002058",7,"JACKSON|NORTH JACKSON","JACKSON|NORTH JACKSON"
"132950205032009",122,"WALKER|CHICKAMAUGA","WALKER|CHICKAMAUGA"
"132950202002012",23,"WALKER|ROSSVILLE","WALKER|ROSSVILLE"
"130159608052010",35,"BARTOW|EMERSON","BARTOW|EMERSON"
"130159601052044",10,"BARTOW|PINE LOG","BARTOW|PINE LOG"
"133119502022010",72,"WHITE|MT YONAH","WHITE|MT YONAH"
"130311103021006",23,"BULLOCH|FAIR","BULLOCH|FAIR"
"130570906062002",62,"CHEROKEE|UNIVETER","CHEROKEE|UNIVETER"
"132950203014030",25,"WALKER|CHATTANOOGA VALLEY","WALKER|CHATTANOOGA VALLEY"
"132950208002000",21,"WALKER|CHICKAMAUGA","WALKER|CHICKAMAUGA"
"130879701004005",18,"DECATUR|MT. PLEASANT","DECATUR|MT. PLEASANT"
