"GEOID20","pop","precinct_2020","precinct_2024"
"133130005022007",44,"WHITFIELD|1A","WHITFIELD|1A"
"133130006001065",21,"WHITFIELD|TH","WHITFIELD|TH"
"132150102083002",113,"MUSCOGEE|ST ANDREWS/MIDLAND","MUSCOGEE|ST ANDREWS"
"132150003002021",10,"MUSCOGEE|COLUMBUS TECH","MUSCOGEE|COLUMBUS TECH"
"131430103044010",294,"HARALSON|BREMEN","HARALSON|BREMEN"
"131430103041047",1,"HARALSON|BREMEN","HARALSON|BREMEN"
"133219504002029",0,"WORTH|SYLVESTER","WORTH|MINTON"
"130059701001027",4,"BACON|DOUGLAS","BACON|DOUGLAS"
"130059702013040",17,"BACON|DOUGLAS","BACON|DOUGLAS"
"130630404214001",310,"CLAYTON|MORROW 10","CLAYTON|MORROW 10"
"130570909112013",301,"CHEROKEE|AIR ACRES","CHEROKEE|AIR ACRES"
"132171009032009",36,"NEWTON|BUCK CREEK","NEWTON|19-BUCK CREEK"
"132171002031043",30,"NEWTON|NEWBORN","NEWTON|15-MANSFIELD"
"132171004001063",32,"NEWTON|OXFORD","NEWTON|17-OXFORD"
"132171007022009",121,"NEWTON|TOWN","NEWTON|05-COV MILLS"
"131911101021039",20,"MCINTOSH|SOUTH NEWPORT","MCINTOSH|SOUTH NEWPORT"
"131911101021050",1,"MCINTOSH|TOWNSEND","MCINTOSH|SOUTH NEWPORT"
"132419703021011",0,"RABUN|RABUN COUNTY","RABUN|RABUN COUNTY"
"132419703021026",9,"RABUN|RABUN COUNTY","RABUN|RABUN COUNTY"
"132619501001079",4,"SUMTER|BROWNS MILL","SUMTER|BROWNS MILL"
"132619505001011",101,"SUMTER|GSW CONF CENTER","SUMTER|JROTC"
"132470604111002",23,"ROCKDALE|ST","ROCKDALE|ST"
"130459112022045",62,"CARROLL|TYUS","CARROLL|TYUS"
"130459109001012",4,"CARROLL|ROOPVILLE","CARROLL|ROOPVILLE"
"130459108003010",45,"CARROLL|HULETT","CARROLL|MARS HILL"
"130771705013001",0,"COWETA|TURIN","COWETA|TURIN"
"130771706033016",43,"COWETA|SHARPSBURG","COWETA|SHARPSBURG"
"130771706041044",24,"COWETA|CENTRAL","COWETA|CENTRAL"
"130771708011015",19,"COWETA|GRANTVILLE","COWETA|GRANTVILLE"
"130771705032040",9,"COWETA|SENOIA","COWETA|SENOIA"
"130771705022018",17,"COWETA|TURIN","COWETA|TURIN"
"130510107023006",36,"CHATHAM|RICE CREEK SCHOOL","CHATHAM|RICE CREEK SCHOOL"
"130510102002001",42,"CHATHAM|NEW COV 7 DAY ADV CH","CHATHAM|NEW COV 7 DAY ADV CH"
"130439501002029",77,"CANDLER|JACK STRICKLAND COMMUNITY CENTER","CANDLER|JACK STRICKLAND COMMUNITY CENTER"
"131319506003104",0,"GRADY|HIGDON","GRADY|HIGDON"
"131911101031065",9,"MCINTOSH|SOUTH NEWPORT","MCINTOSH|SOUTH NEWPORT"
"130570904021031",0,"CHEROKEE|CLAYTON","CHEROKEE|AIRPORT"
"130570901021002",30,"CHEROKEE|CLAYTON","CHEROKEE|AIRPORT"
"130570907071004",0,"CHEROKEE|LIBERTY","CHEROKEE|LIBERTY"
"131950202001019",11,"MADISON|MILL","MADISON|MILL"
"131950202002070",4,"MADISON|DANIELSVILLE","MADISON|DANIELSVILLE"
"131950202002088",17,"MADISON|DANIELSVILLE","MADISON|DANIELSVILLE"
"131950201004036",41,"MADISON|ILA","MADISON|ILA"
"131950203001082",9,"MADISON|COMER","MADISON|COMER"
"130670314161009",24,"COBB|CLARKDALE 02","COBB|AUSTELL 1B"
"131559502013199",0,"IRWIN|HOLT","IRWIN|OCILLA"
"132150101101033",0,"MUSCOGEE|ST ANDREWS/MIDLAND","MUSCOGEE|ST ANDREWS"
"132999509001022",0,"WARE|200B","WARE|200B - CITY AUDITORIUM"
"132910001041056",36,"UNION|GUMLOG","UNION|GUMLOG"
"132910001041024",10,"UNION|GUMLOG","UNION|GUMLOG"
"132910001031032",10,"UNION|IVY LOG","UNION|IVY LOG"
"131430102013015",16,"HARALSON|TALLAPOOSA","HARALSON|TALLAPOOSA"
"133219501001085",6,"WORTH|WARWICK","WORTH|WARWICK"
"131430103011033",4,"HARALSON|CORINTH","HARALSON|CORINTH"
"131430103012008",50,"HARALSON|SEVENTH","HARALSON|SEVENTH"
"130670314093005",7,"COBB|CLARKDALE 01","COBB|CLARKDALE 01"
"130670314092006",11,"COBB|CLARKDALE 01","COBB|AUSTELL 1A"
"132270506012012",47,"PICKENS|TATE","PICKENS|TATE"
"130690106001064",0,"COFFEE|AMBROSE","COFFEE|AMBROSE"
"132150003001024",47,"MUSCOGEE|COLUMBUS TECH","MUSCOGEE|COLUMBUS TECH"
"132150032001009",69,"MUSCOGEE|OUR LADY OF LOURDES","MUSCOGEE|OUR LADY OF LOURDES"
"132150024001020",36,"MUSCOGEE|CUSSETA RD","MUSCOGEE|CUSSETA RD"
"132150106082007",36,"MUSCOGEE|FAITH TABERNACLE","MUSCOGEE|FAITH TABERNACLE"
"130690102002048",14,"COFFEE|WEST GREEN","COFFEE|WEST GREEN"
"130570907082019",24,"CHEROKEE|LIBERTY","CHEROKEE|LIBERTY"
"130570904022007",42,"CHEROKEE|CANTON","CHEROKEE|HICKORY LOG"
"130570906063007",0,"CHEROKEE|TEASLEY","CHEROKEE|RIVER GREEN"
"132859606002020",37,"TROUP|GRIGGS CENTER","TROUP|HAMMETT RD"
"130830402003012",18,"DADE|DAVIS","DADE|DAVIS"
"130830401022035",0,"DADE|SOUTH DADE","DADE|SOUTH DADE"
"131319503004013",8,"GRADY|CAIRO 4TH DISTR","GRADY|CAIRO 4TH DISTR"
"131319505024016",11,"GRADY|CAIRO 5TH DISTR","GRADY|CAIRO 5TH DISTR"
"130670305061015",11,"COBB|ELIZABETH 02","COBB|ELIZABETH 02"
"130670303613004",18,"COBB|BLACKWELL 01","COBB|BLACKWELL 01"
"131451204013002",55,"HARRIS|CATAULA","HARRIS|CATAULA"
"131299705004009",20,"GORDON|GORDON COUNTY","GORDON|GORDON COUNTY"
"131299705004012",33,"GORDON|GORDON COUNTY","GORDON|GORDON COUNTY"
"131950203001041",73,"MADISON|COMER","MADISON|COMER"
"131950203001047",19,"MADISON|COMER","MADISON|COMER"
"131999708021017",13,"MERIWETHER|8TH-GREENVILLE","MERIWETHER|8TH-GREENVILLE"
"131911103001114",0,"MCINTOSH|DARIEN","MCINTOSH|DARIEN"
"131911102013021",48,"MCINTOSH|NORTH DARIEN","MCINTOSH|NORTH DARIEN"
"131911101011061",0,"MCINTOSH|DARIEN","MCINTOSH|DARIEN"
"131270004071004",29,"GLYNN|STERLING CH. OF GOD","GLYNN|HLD"
"131270004064009",24,"GLYNN|STERLING ELEMENTARY","GLYNN|COG"
"131270005033027",61,"GLYNN|THE CHAPEL","GLYNN|THE"
"131270005013009",16,"GLYNN|URBANA-PERRY PARKS","GLYNN|UPP"
"132171003023024",39,"NEWTON|ALCOVY","NEWTON|04-ALCOVY"
"132171007022004",29,"NEWTON|TOWN","NEWTON|05-COV MILLS"
"130771705011026",15,"COWETA|SHARPSBURG","COWETA|SHARPSBURG"
"130771703042016",10,"COWETA|GREENTOP","COWETA|GREENTOP"
"132910002061008",18,"UNION|BLAIRSVILLE","UNION|BLAIRSVILLE"
"130670303471007",81,"COBB|BELLS FERRY 03","COBB|BELLS FERRY 03"
"130670313162015",19,"COBB|HARMONY-LELAND 01","COBB|MABLETON 2A"
"130670303352001",34,"COBB|CHESTNUT RIDGE 01","COBB|CHESTNUT RIDGE 01"
"130670303551006",0,"COBB|VININGS 01","COBB|VININGS 01"
"130670307002007",71,"COBB|MARIETTA 5A","COBB|MARIETTA 5A"
"130670314092032",1,"COBB|AUSTELL 1A","COBB|AUSTELL 1B"
"130670314163012",19,"COBB|CLARKDALE 02","COBB|AUSTELL 1B"
"130670315062002",0,"COBB|POWDER SPRINGS 3A","COBB|POWDER SPRINGS 3A"
"133130001032009",4,"WHITFIELD|VA","WHITFIELD|VA"
"133130001013052",10,"WHITFIELD|VA","WHITFIELD|VA"
"131950205011052",22,"MADISON|HULL","MADISON|HULL"
"131430102022052",14,"HARALSON|LITTLE CREEK","HARALSON|LITTLE CREEK"
"133219504002077",12,"WORTH|MINTON","WORTH|SCOOTERVILLE"
"131999706003075",0,"MERIWETHER|THIRD-DURAND","MERIWETHER|THIRD-DURAND"
"131270009003027",35,"GLYNN|HOWARD COFFIN PARK","GLYNN|HCP"
"131270007022004",16,"GLYNN|SELDEN PARK","GLYNN|ARCO"
"131270009001048",0,"GLYNN|HOWARD COFFIN PARK","GLYNN|HCP"
"131270010011041",0,"GLYNN|JEKYLL ISLAND","GLYNN|JI"
"131999707022066",0,"MERIWETHER|MIDDLE 9TH-GAY","MERIWETHER|MIDDLE 9TH-GAY"
"130970803043005",290,"DOUGLAS|OLD COURTHOUSE","DOUGLAS|OLD COURTHOUSE"
"130970801072007",0,"DOUGLAS|ATLANTA WEST PENTECOSTAL","DOUGLAS|ATLANTA WEST PENTECOSTAL"
"130970804032043",0,"DOUGLAS|EPHESUS BAPTIST CHUR","DOUGLAS|EPHESUS BAPTIST CHUR"
"130510111112027",22,"CHATHAM|TYBEE IS SCH CAFE","CHATHAM|TYBEE OLD SCHOOL CAFE"
"130510117001015",0,"CHATHAM|OLD COURTHOUSE","CHATHAM|RALPH MARK GILBERT CIVIL RIGHTS MUSEUM"
"130510112001021",4,"CHATHAM|HELLENIC CENTER","CHATHAM|HELLENIC CENTER"
"131350501212009",15,"GWINNETT|SUGAR HILL B","GWINNETT|SUGAR HILL B"
"130351502011022",22,"BUTTS|BUTTS COUNTY ADMIN BLDG","BUTTS|BUTTS COUNTY ADMINISTRATION JUDICIAL CENTER"
"132619507004038",36,"SUMTER|GSW CONF CENTER","SUMTER|JROTC"
"132719501031068",7,"TELFAIR|MCRAE","TELFAIR|MCRAE"
"132719501031084",9,"TELFAIR|MCRAE","TELFAIR|MCRAE"
"133097802002029",26,"WHEELER|ALAMO","WHEELER|ALAMO"
"132679503003018",4,"TATTNALL|DISTRICT IV","TATTNALL|DISTRICT IV"
"132679503005070",0,"TATTNALL|EAST GLENNVILLE","TATTNALL|EAST GLENNVILLE"
"130830403003003",87,"DADE|WEST BROW","DADE|WEST BROW"
"131639601002001",4,"JEFFERSON|STAPLETON","JEFFERSON|STAPLETON"
"132910001031056",102,"UNION|GUMLOG","UNION|GUMLOG"
"132910002031066",0,"UNION|CHOESTOE","UNION|CHOESTOE"
"132910002072048",6,"UNION|BLAIRSVILLE","UNION|BLAIRSVILLE"
"132910002011009",0,"UNION|SUCHES","UNION|SUCHES"
"132910002062042",25,"UNION|BLAIRSVILLE","UNION|BLAIRSVILLE"
"132910002011109",5,"UNION|SUCHES","UNION|SUCHES"
"131679601002067",2,"JOHNSON|SMITH","JOHNSON|SMITH"
"131639603006026",0,"JEFFERSON|LOUISVILLE","JEFFERSON|LOUISVILLE"
"130970805061004",101,"DOUGLAS|DORSETT SHOALS","DOUGLAS|DORSETT SHOALS"
"130970805091015",123,"DOUGLAS|LUTHERAN CHURCH - GS","DOUGLAS|LUTHERAN CHURCH - GS"
"130970805082001",107,"DOUGLAS|ARBOR STATION","DOUGLAS|ARBOR STATION"
"130970805121018",18,"DOUGLAS|ST JULIANS EPISCOPAL","DOUGLAS|ST JULIANS EPISCOPAL"
"130970805132003",120,"DOUGLAS|CHAPEL HILL","DOUGLAS|CHAPEL HILL"
"130970802012004",45,"DOUGLAS|TURNER","DOUGLAS|TURNER"
"130970802033017",21,"DOUGLAS|DEER LICK","DOUGLAS|DEER LICK"
"130970803071012",11,"DOUGLAS|GOLDEN METHODIST CH","DOUGLAS|GOLDEN METHODIST CH"
"130950001012000",462,"DOUGHERTY|TURNER ELEM SCHOOL","DOUGHERTY|TURNER ELEMENTARY"
"130950008002005",9,"DOUGHERTY|PHOEBE HEALTHWORKS","DOUGHERTY|ALBANY HIGH SCHOOL"
"130950103025001",31,"DOUGHERTY|ALBANY MIDDLE SCHOOL","DOUGHERTY|ALBANY MIDDLE SCHOOL"
"130950015001002",0,"DOUGHERTY|SHILOH BAPTIST CHURC","DOUGHERTY|SHILOH BAPTIST CHURCH"
"133059704003017",0,"WAYNE|SCREVEN","WAYNE|SCREVEN"
"133059704003046",0,"WAYNE|SCREVEN","WAYNE|SCREVEN"
"130351501022005",10,"BUTTS|BUTTS COUNTY ADMIN BLDG","BUTTS|BUTTS COUNTY ADMINISTRATION JUDICIAL CENTER"
"131110501001047",2,"FANNIN|FAIRPLAY","FANNIN|FAIRPLAY"
"130970802033002",896,"DOUGLAS|DEER LICK","DOUGLAS|DEER LICK"
"130970805142001",22,"DOUGLAS|CHURCH AT CHAPEL HILL","DOUGLAS|CHAPEL HILL HIGH SCHOOL"
"133059703001069",0,"WAYNE|UNITY","WAYNE|UNITY"
"133059702022010",0,"WAYNE|OGLETHORPE","WAYNE|OGLETHORPE"
"131590105032066",19,"JASPER|MONTICELLO","JASPER|MONTICELLO"
"131590101002029",0,"JASPER|WYATT","JASPER|WYATT"
"130730301071003",27,"COLUMBIA|STEVENS CREEK CHURCH","COLUMBIA|STEVENS CREEK CHURCH"
"130730305051007",159,"COLUMBIA|GROVE FIRST BAPTIST CHURCH","COLUMBIA|THE FORMER EUCHEE CREEK LIBRARY"
"130630404221000",0,"CLAYTON|RIVERDALE 7","CLAYTON|RIVERDALE 7"
"131350505203011",52,"GWINNETT|LAWRENCEVILLE D","GWINNETT|LAWRENCEVILLE D"
"131350506312014",157,"GWINNETT|PUCKETTS A","GWINNETT|PUCKETTS A"
"130890234412010",225,"DEKALB|BROWNS MILL ELEM","DEKALB|BROWNS MILL ELEM"
"130890235011012",39,"DEKALB|WADSWORTH","DEKALB|WADSWORTH"
"130890235061009",48,"DEKALB|SNAPFINGER ELEM","DEKALB|SNAPFINGER ELEM"
"130459107072018",48,"CARROLL|HULETT","CARROLL|MARS HILL"
"130459103022045",23,"CARROLL|MT ZION","CARROLL|MT ZION"
"130670302553004",400,"COBB|BAKER 01","COBB|BAKER 01"
"130670302551004",238,"COBB|KENNESAW 3A","COBB|KENNESAW 3A"
"130670302423000",0,"COBB|HAYES 01","COBB|HAYES 01"
"130670310013003",0,"COBB|DOBBINS 01","COBB|DOBBINS 01"
"130670310074015",36,"COBB|FAIR OAKS 04","COBB|FAIR OAKS 04"
"130670302451001",57,"COBB|KENNESAW 5A","COBB|KENNESAW 5A"
"130670304141002",0,"COBB|MARIETTA 7A","COBB|MARIETTA 7A"
"132650102001033",0,"TALIAFERRO|CRAWFORDVILLE","TALIAFERRO|CRAWFORDVILLE"
"132619503002060",49,"SUMTER|REC DEPT","SUMTER|REC DEPT"
"131171304091003",18,"FORSYTH|07 CUMMING","FORSYTH|07 CUMMING"
"132110105001077",8,"MORGAN|5. CLACKS CHAPEL","MORGAN|4. DFACS"
"131430104021018",0,"HARALSON|BREMEN","HARALSON|BREMEN"
"131430104022008",78,"HARALSON|BREMEN","HARALSON|BREMEN"
"131430104021004",96,"HARALSON|BREMEN","HARALSON|BREMEN"
"133219504001103",17,"WORTH|POULAN","WORTH|POULAN"
"133219501002027",4,"WORTH|OAKFIELD","WORTH|WARWICK"
"130670311112007",31,"COBB|SMYRNA 2A","COBB|SMYRNA 2A"
"130670301132006",69,"COBB|ACWORTH 1C","COBB|ACWORTH 1C"
"130670302553001",214,"COBB|BAKER 01","COBB|BAKER 01"
"130670301084012",271,"COBB|MARS HILL 01","COBB|MARS HILL 01"
"130670312074017",0,"COBB|VININGS 01","COBB|VININGS 01"
"131270008001063",0,"GLYNN|HOWARD COFFIN PARK","GLYNN|HCP"
"131270008003026",15,"GLYNN|HOWARD COFFIN PARK","GLYNN|HCP"
"131570107052010",0,"JACKSON|CENTRAL JACKSON","JACKSON|CENTRAL JACKSON"
"130119703002052",3,"BANKS|BUSHVILLE","BANKS|BUSHVILLE"
"130119701002004",25,"BANKS|BALDWIN","BANKS|BALDWIN"
"130510114001029",28,"CHATHAM|WILLIAMS COURT APTS","CHATHAM|WILLIAMS COURT APTS"
"130510021003008",25,"CHATHAM|FELLOWSHIP OF LOVE COMMUNITY CHURCH","CHATHAM|FELLOWSHIP OF LOVE COMMUNITY CHURCH"
"130510035023016",72,"CHATHAM|JENKINS HIGH SCHOOL","CHATHAM|THE CONNEXION CHURCH"
"130510023001014",28,"CHATHAM|WEST BROAD STREET YMCA","CHATHAM|WEST BROAD STREET YMCA"
"130890216021017",51,"DEKALB|CLAIRMONT ROAD","DEKALB|CLAIRMONT ROAD"
"130890219144037",140,"DEKALB|STONE MOUNTAIN ELEM","DEKALB|STONE MOUNTAIN ELEM"
"130890232182008",99,"DEKALB|WHITE OAK","DEKALB|WHITE OAK"
"130890234483006",12,"DEKALB|SNAPFINGER ROAD S","DEKALB|SNAPFINGER ROAD S"
"130890234422003",19,"DEKALB|MCWILLIAMS","DEKALB|MCWILLIAMS"
"130890209021011",127,"DEKALB|BURGESS ELEM (ATL)","DEKALB|BURGESS ELEM (ATL)"
"130890209012000",82,"DEKALB|METROPOLITAN (ATL)","DEKALB|METROPOLITAN (ATL)"
"131350503062024",0,"GWINNETT|PINCKNEYVILLE F","GWINNETT|PINCKNEYVILLE F"
"131350505652008",96,"GWINNETT|GOODWINS F","GWINNETT|GOODWINS F"
"132110103012039",11,"MORGAN|1. NORTHEAST MORGAN","MORGAN|1. REC DEPT"
"130670312151010",0,"COBB|SMYRNA 7A","COBB|NICKAJACK 01"
"130670314172025",0,"COBB|AUSTELL 1A","COBB|AUSTELL 1A"
"130670302762008",39,"COBB|LOST MOUNTAIN 03","COBB|LOST MOUNTAIN 03"
"131479601033037",9,"HART|HARTWELL","HART|HARTWELL"
"130119702001020",8,"BANKS|GOLDEN HILL","BANKS|GOLDEN HILL"
"130950008002008",0,"DOUGHERTY|PHOEBE HEALTHWORKS","DOUGHERTY|ALBANY HIGH SCHOOL"
"131299707002015",19,"GORDON|PLAINVILLE","GORDON|PLAINVILLE"
"131451203022007",38,"HARRIS|UPPER 19TH","HARRIS|UPPER 19TH"
"131451204042028",37,"HARRIS|WAVERLY HALL","HARRIS|WAVERLY HALL"
"131451203021016",198,"HARRIS|LOWER 19TH","HARRIS|LOWER 19TH"
"131299708012003",19,"GORDON|GORDON COUNTY","GORDON|GORDON COUNTY"
"131299701023000",21,"GORDON|OAKMAN","GORDON|OAKMAN"
"131350507221017",0,"GWINNETT|ROCKBRIDGE C","GWINNETT|ROCKBRIDGE C"
"131350507492001",570,"GWINNETT|ROCKBRIDGE E","GWINNETT|ROCKBRIDGE E"
"131350505291007",0,"GWINNETT|GOODWINS E","GWINNETT|GOODWINS E"
"130510006014041",8,"CHATHAM|CIVIC CENTER","CHATHAM|RALPH MARK GILBERT CIVIL RIGHTS MUSEUM"
"130510034005028",135,"CHATHAM|J E A","CHATHAM|J E A"
"130510042083001",1186,"CHATHAM|STATION 1","CHATHAM|ELKS LODGE"
"130510111111016",22,"CHATHAM|TYBEE IS SCH CAFE","CHATHAM|TYBEE OLD SCHOOL CAFE"
"130470304021013",29,"CATOOSA|WESTSIDE","CATOOSA|WESTSIDE"
"131479604021103",32,"HART|BIO","HART|BIO"
"131479602003030",0,"HART|SHOAL CREEK","HART|SHOAL CREEK"
"130690106003031",19,"COFFEE|DOUGLAS","COFFEE|DOUGLAS"
"131559502011027",28,"IRWIN|OCILLA","IRWIN|OCILLA"
"130970802032012",761,"DOUGLAS|LITHIA SPRINGS HIGH SCHOOL","DOUGLAS|LITHIA SPRINGS HIGH SCHOOL"
"130970802032005",358,"DOUGLAS|LITHIA SPRINGS HIGH SCHOOL","DOUGLAS|LITHIA SPRINGS HIGH SCHOOL"
"130970801061015",42,"DOUGLAS|FIRST BAPTIST LITHIA SPRINGS","DOUGLAS|FIRST BAPTIST LITHIA SPRINGS"
"130970803032015",44,"DOUGLAS|OLD COURTHOUSE","DOUGLAS|OLD COURTHOUSE"
"131299701021004",2,"GORDON|OAKMAN","GORDON|OAKMAN"
"131451203023044",59,"HARRIS|LOWER 19TH","HARRIS|LOWER 19TH"
"131451201984048",0,"HARRIS|GOODMAN","HARRIS|GOODMAN"
"131451201983070",6,"HARRIS|GOODMAN","HARRIS|GOODMAN"
"131451204041012",175,"HARRIS|WAVERLY HALL","HARRIS|WAVERLY HALL"
"130879701001045",16,"DECATUR|CLIMAX","DECATUR|CLIMAX"
"131131403042006",95,"FAYETTE|WINDGATE","FAYETTE|WINDGATE"
"131131403031003",0,"FAYETTE|CAMP CREEK","FAYETTE|FLAT CREEK"
"130459112022048",0,"CARROLL|BOWDON","CARROLL|BOWDON"
"130459106004018",12,"CARROLL|BURSON CENTER","CARROLL|CARROLL EMC"
"130459102022017",87,"CARROLL|TEMPLE CITY","CARROLL|TEMPLE CITY"
"132470603171012",65,"ROCKDALE|OT","ROCKDALE|OT"
"132470603102012",0,"ROCKDALE|MI","ROCKDALE|MI"
"132551601011007",28,"SPALDING|13","SPALDING|13"
"130890216083010",135,"DEKALB|HAWTHORNE ELEM","DEKALB|LAKESIDE HIGH"
"130890233151015",4,"DEKALB|PRINCETON ELEM","DEKALB|PRINCETON ELEM"
"130890205003004",0,"DEKALB|COAN RECREATION CENTER (ATL)","DEKALB|COAN RECREATION CENTER (ATL)"
"130670315102006",0,"COBB|MACLAND 01","COBB|POWDER SPRINGS 2A"
"130670301092009",11,"COBB|MARS HILL 01","COBB|ACWORTH 1B"
"132150025001007",0,"MUSCOGEE|FIRST AFRICAN","MUSCOGEE|FIRST AFRICAN"
"130690101002003",14,"COFFEE|BROXTON","COFFEE|BROXTON"
"130950004003001",127,"DOUGHERTY|SHERWOOD ELEM SCHOOL","DOUGHERTY|SHERWOOD ELEMENTARY SCHOOL"
"130950107022012",4,"DOUGHERTY|LOVETT HALL","DOUGHERTY|ASU EAST CAMPUS-LOVETT HALL"
"131570103001064",6,"JACKSON|NORTH JACKSON","JACKSON|NORTH JACKSON"
"132519702001020",0,"SCREVEN|HILTONIA","SCREVEN|HILTONIA TOWN HALL"
"132519704021029",1,"SCREVEN|JACKSON FIRE STATION","SCREVEN|PLANTERS ANNEX"
"132999502003071",55,"WARE|300","WARE|300 - WARE BOE TRANSPORTATION"
"131570101061014",0,"JACKSON|WEST JACKSON","JACKSON|WEST JACKSON"
"131570106022006",0,"JACKSON|SOUTH JACKSON","JACKSON|SOUTH JACKSON"
"131570107062030",0,"JACKSON|CENTRAL JACKSON","JACKSON|CENTRAL JACKSON"
"131570104003028",0,"JACKSON|NORTH JACKSON","JACKSON|NORTH JACKSON"
"131570106023014",0,"JACKSON|CENTRAL JACKSON","JACKSON|CENTRAL JACKSON"
"132110103022015",59,"MORGAN|1. NORTHEAST MORGAN","MORGAN|1. REC DEPT"
"132930104011036",7,"UPSON|TOWN","UPSON|TOWN"
"132679503004021",0,"TATTNALL|DISTRICT IV","TATTNALL|DISTRICT IV"
"132619503001002",1,"SUMTER|AG CENTER","SUMTER|AG CENTER"
"132719505003004",54,"TELFAIR|LUMBER-CITY","TELFAIR|LUMBER-CITY"
"131590105022073",0,"JASPER|MONTICELLO","JASPER|MONTICELLO"
"132719505003047",0,"TELFAIR|LUMBER-CITY","TELFAIR|LUMBER-CITY"
"133097801001061",0,"WHEELER|ALAMO","WHEELER|ALAMO"
"132599504003003",0,"STEWART|LOUVALE","STEWART|LOUVALE"
"131570106021026",32,"JACKSON|SOUTH JACKSON","JACKSON|SOUTH JACKSON"
"131570104003056",0,"JACKSON|NORTH JACKSON","JACKSON|NORTH JACKSON"
"132110103011045",8,"MORGAN|4. CENTRAL MORGAN","MORGAN|4. DFACS"
"132110103011086",10,"MORGAN|4. CENTRAL MORGAN","MORGAN|4. DFACS"
"132599504002047",0,"STEWART|OMAHA","STEWART|OMAHA"
"132599504001097",0,"STEWART|LUMPKIN","STEWART|LUMPKIN"
"131570106023071",71,"JACKSON|CENTRAL JACKSON","JACKSON|CENTRAL JACKSON"
"131570101051018",0,"JACKSON|WEST JACKSON","JACKSON|WEST JACKSON"
"130970805051003",51,"DOUGLAS|BRIGHT STAR","DOUGLAS|ELIZABETH BAPTIST CHURCH"
"130970802041014",70,"DOUGLAS|TURNER","DOUGLAS|TURNER"
"130970803044007",0,"DOUGLAS|OLD COURTHOUSE","DOUGLAS|OLD COURTHOUSE"
"131299704002015",0,"GORDON|CALHOUN CITY","GORDON|CALHOUN CITY"
"131299706012023",32,"GORDON|CALHOUN CITY","GORDON|CALHOUN CITY"
"131570103001115",7,"JACKSON|NORTH JACKSON","JACKSON|NORTH JACKSON"
"132110102003019",0,"MORGAN|6. WEST MORGAN","MORGAN|2. CENTENNIAL"
"132599504002056",0,"STEWART|LUMPKIN","STEWART|LUMPKIN"
"131350501182004",149,"GWINNETT|SUGAR HILL F","GWINNETT|SUGAR HILL F"
"131350506273009",14,"GWINNETT|DACULA","GWINNETT|DACULA"
"131350501151009",0,"GWINNETT|SUGAR HILL A","GWINNETT|SUGAR HILL A"
"131350504651008",108,"GWINNETT|BERKSHIRE Q","GWINNETT|BERKSHIRE Q"
"130510108112045",19,"CHATHAM|ROTHWELL BAPTIST CHURCH","CHATHAM|ROTHWELL BAPTIST CHURCH"
"130510108103008",27,"CHATHAM|POOLER CITY HALL","CHATHAM|1ST BAPTIST CHURCH OF POOLER"
"130510036023015",31,"CHATHAM|ALDERSGATE YOUTH CENTER","CHATHAM|NEW GENERATIONS CATHEDRAL"
"130510112002051",0,"CHATHAM|TEMPLE MICKVE ISRAEL","CHATHAM|TEMPLE MICKVE ISRAEL"
"130510105023028",0,"CHATHAM|SILK HOPE BAPTIST CHURCH","CHATHAM|SILK HOPE BAPTIST CHURCH"
"133019705001040",8,"WARREN|WARRENTON","WARREN|WARRENTON"
"132150032003006",0,"MUSCOGEE|OUR LADY OF LOURDES","MUSCOGEE|OUR LADY OF LOURDES"
"132150102072008",21,"MUSCOGEE|ST MARK/HEIFERHORN","MUSCOGEE|CENTRAL BAPTIST"
"132150034002007",14,"MUSCOGEE|OUR LADY OF LOURDES","MUSCOGEE|OUR LADY OF LOURDES"
"132270506012055",0,"PICKENS|TATE","PICKENS|TATE"
"130690106002057",0,"COFFEE|AMBROSE","COFFEE|AMBROSE"
"130970805153000",925,"DOUGLAS|CHURCH AT CHAPEL HILL","DOUGLAS|CHAPEL HILL HIGH SCHOOL"
"131270004083017",0,"GLYNN|C B GREER SCHOOL","GLYNN|NGLY"
"131270006021002",12,"GLYNN|BLYTHE ISLAND BAPTIST CHURCH","GLYNN|ARCO"
"132310102002039",22,"PIKE|HOLLONVILLE","PIKE|HOLLONVILLE"
"130630403024018",0,"CLAYTON|FOREST PARK 1","CLAYTON|FOREST PARK 1"
"130890219144029",23,"DEKALB|STONE MTN","DEKALB|STONE MTN   (STO)"
"131350507442024",26,"GWINNETT|BAYCREEK G","GWINNETT|BAYCREEK G"
"131350505693003",29,"GWINNETT|LAWRENCEVILLE D","GWINNETT|LAWRENCEVILLE D"
"131350503312001",134,"GWINNETT|PINCKNEYVILLE F","GWINNETT|PINCKNEYVILLE F"
"131350503243009",60,"GWINNETT|PINCKNEYVILLE X","GWINNETT|PINCKNEYVILLE X"
"130950104013019",51,"DOUGHERTY|GREENBRIAR CHURCH","DOUGHERTY|GREENBRIAR CHURCH"
"130950113001016",14,"DOUGHERTY|PALMYRA METH CHURCH","DOUGHERTY|ALBANY HIGH SCHOOL"
"131171306081008",40,"FORSYTH|19 OLD ATLANTA","FORSYTH|19 OLD ATLANTA"
"131171305091021",125,"FORSYTH|08 MASHBURN","FORSYTH|08 MASHBURN"
"130639800001056",0,"CLAYTON|OAK 1","CLAYTON|OAK 1"
"130630405102004",13,"CLAYTON|RIVERDALE 3","CLAYTON|RIVERDALE 3"
