"to_2024","TRUMP20","BIDEN20","PURDUE20","OSSOFF20","WARNOCK20","REG20","VOTED20"
"CLAYTON|FOREST PARK 6",303,519,293,509,326,1534,837
"CLAYTON|JONESBORO 1",173,1828,152,1810,1329,3485,2064
"CLAYTON|JONESBORO 10",209,1397,184,1391,912,3618,1611
"CLAYTON|JONESBORO 11",319,1253,306,1230,930,2438,1585
"CLAYTON|JONESBORO 12",142,1575,119,1553,1091,3236,1741
"CLAYTON|JONESBORO 13",216,1219,199,1208,859,2206,1445
"CLAYTON|JONESBORO 14",829,2149,818,2102,1618,4279,3012
"CLAYTON|JONESBORO 15",144,1154,134,1116,720,3101,1308
"CLAYTON|JONESBORO 16",203,1133,180,1117,737,2670,1354
"CLAYTON|JONESBORO 17",150,1560,138,1520,1059,3521,1776
"CLAYTON|JONESBORO 18",253,1621,237,1590,1068,3504,1886
"CLAYTON|JONESBORO 19",177,1643,163,1620,1167,3359,1768
"CLAYTON|JONESBORO 2",68,1045,73,1022,755,2026,1130
"CLAYTON|JONESBORO 20",87,1340,94,1309,967,2596,1448
"CLAYTON|JONESBORO 21",324,1533,304,1510,1107,3065,1870
"CLAYTON|JONESBORO 22",205,806,197,792,599,1570,1020
"CLAYTON|JONESBORO 3",136,645,128,635,466,1290,787
"CLAYTON|JONESBORO 4",208,974,210,934,628,2748,1213
"CLAYTON|JONESBORO 5",306,1023,282,1010,694,2162,1334
"CLAYTON|JONESBORO 6",874,1101,882,1069,885,2648,2024
"CLAYTON|JONESBORO 7",379,1618,376,1586,1129,3294,2024
"CLAYTON|JONESBORO 8",178,1761,164,1724,1163,4253,1946
"CLAYTON|JONESBORO 9",154,622,130,614,422,1857,795
"CLAYTON|LAKE CITY",247,1437,218,1393,904,3448,1716
"CLAYTON|LOVEJOY 1",352,2249,334,2214,1669,4219,2634
"CLAYTON|LOVEJOY 2",266,1771,242,1735,1176,3761,2046
"CLAYTON|LOVEJOY 3",199,1089,203,1045,729,1754,1302
"CLAYTON|LOVEJOY 4",161,1543,157,1513,1103,2728,1719
"CLAYTON|LOVEJOY 5",179,1800,162,1776,1208,3607,1989
"CLAYTON|LOVEJOY 6",246,2062,227,2020,1331,3842,2197
"CLAYTON|LOVEJOY 7",255,1201,235,1182,750,2912,1604
"CLAYTON|LOVEJOY 8",92,886,91,869,634,1567,988
"CLAYTON|MORROW 1",203,1484,172,1459,1009,3458,1716
"CLAYTON|MORROW 10",263,1214,250,1190,862,2495,1483
"CLAYTON|MORROW 11",167,1179,151,1158,799,2457,1317
"CLAYTON|MORROW 2",468,789,420,799,514,2171,1279
"CLAYTON|MORROW 3",390,1064,369,1038,664,2570,1518
"CLAYTON|MORROW 4",260,892,245,879,591,2215,1172
"CLAYTON|MORROW 5",241,1906,227,1877,1314,3149,2156
"CLAYTON|MORROW 6",335,1597,322,1554,1097,3212,1951
"CLAYTON|MORROW 7",218,928,208,918,571,2280,1163
"CLAYTON|MORROW 8",173,1888,165,1857,1328,3315,2091
"CLAYTON|MORROW 9",139,718,127,700,492,1550,879
"CLAYTON|OAK 1",76,1332,58,1311,869,2845,1426
"CLAYTON|OAK 2",78,885,63,869,562,2130,970
"CLAYTON|OAK 3",65,1364,57,1335,879,2893,1373
"CLAYTON|OAK 4",93,1380,79,1356,890,3014,1501
"CLAYTON|OAK 6",44,651,37,641,421,1424,709
"CLAYTON|OAK5",53,657,52,647,417,1983,789
"CLAYTON|PANHANDLE 1",228,1817,208,1795,1381,2982,2071
"CLAYTON|PANHANDLE 2",490,1852,467,1837,1302,3484,2384
"CLAYTON|RIVERDALE 1",132,1511,118,1484,1125,2522,1651
"CLAYTON|RIVERDALE 10",59,1321,61,1273,836,3467,1387
"CLAYTON|RIVERDALE 11",71,1101,69,1092,843,1939,1189
"CLAYTON|RIVERDALE 12",183,1761,154,1753,1264,3276,1977
"CLAYTON|RIVERDALE 2",124,1772,111,1751,1223,3622,1917
"CLAYTON|RIVERDALE 3",159,2153,146,2112,1528,4167,2333
"CLAYTON|RIVERDALE 4",225,2058,219,1985,1389,4655,2298
"CLAYTON|RIVERDALE 5",161,1536,154,1491,1067,3086,1715
"CLAYTON|RIVERDALE 6",235,1357,220,1329,877,3895,1610
"CLAYTON|RIVERDALE 7",213,1122,196,1107,727,3251,1356
"CLAYTON|RIVERDALE 8",174,1464,154,1453,1115,2530,1657
"CLAYTON|RIVERDALE 9",196,1371,189,1342,956,2850,1581
"CLINCH|ARABIA",68,12,69,9,2,111,80
"CLINCH|ARGYLE",220,39,212,42,17,378,260
"CLINCH|DUPONT",184,54,180,51,18,342,240
"CLINCH|FARGO",169,22,165,21,5,273,192
"CLINCH|HOMERVILLE",1464,620,1457,537,197,3342,2099
"COBB|ACWORTH 1A",1997,2061,1991,1963,1350,5851,4132
"COBB|ACWORTH 1B",1970,1706,1924,1641,1039,5543,3754
"COBB|ACWORTH 1C",1167,2209,1148,2144,1342,5273,3446
"COBB|ADDISON 01",930,990,949,937,668,2535,1969
"COBB|AUSTELL 1A",329,1376,306,1352,909,2840,1720
"COBB|AUSTELL 1B",322,1302,300,1280,861,2692,1639
"COBB|BAKER 01",1323,1991,1311,1935,1224,5043,3398
"COBB|BELLS FERRY 02",1127,1127,1139,1080,712,3243,2315
"COBB|BELLS FERRY 03",768,871,780,830,557,2544,1701
"COBB|BELLS FERRY 04",1446,1180,1441,1129,789,3777,2718
"COBB|BIG SHANTY 01",803,725,798,700,431,2440,1577
"COBB|BIG SHANTY 02",1231,1229,1248,1173,785,3352,2503
"COBB|BIRNEY 01",751,1385,744,1326,882,3330,2178
"COBB|BLACKWELL 01",908,1113,914,1069,705,2821,2081
"COBB|CHALKER 01",1352,2471,1339,2384,1419,6408,3915
"COBB|CHATTAHOOCHEE 01",986,2860,984,2779,1671,6639,3966
"COBB|CHEATHAM HILL 02",1392,1050,1419,981,750,3180,2512
"COBB|CHEATHAM HILL 03",1599,1645,1651,1559,1200,4171,3333
"COBB|CHESTNUT RIDGE 01",1446,1215,1554,1088,810,3232,2723
"COBB|CLARKDALE 01",705,1624,672,1587,1066,3783,2367
"COBB|CLARKDALE 02",994,2518,960,2473,1675,5388,3577
"COBB|DAVIS 01",857,807,879,776,537,2168,1713
"COBB|DICKERSON 01",1209,1149,1287,1044,795,2930,2413
"COBB|DOBBINS 01",408,1140,403,1105,639,3557,1586
"COBB|DOBBINS 02",620,1841,613,1771,1069,4468,2517
"COBB|DODGEN 01",921,810,983,735,567,2191,1796
"COBB|DOWELL 01",1071,1385,1124,1315,966,3358,2526
"COBB|DURHAM 01",2283,1179,2305,1088,806,4435,3538
"COBB|EAST PIEDMONT 01",763,1051,766,1013,666,2691,1853
"COBB|EASTSIDE 01",1335,1200,1441,1062,812,3136,2588
"COBB|EASTSIDE 02",1698,1601,1825,1435,1155,4228,3415
"COBB|ELIZABETH 01",725,1724,715,1701,975,4442,2511
"COBB|ELIZABETH 02",1022,864,1035,815,554,2523,1913
"COBB|ELIZABETH 03",1226,1014,1242,962,692,2875,2294
"COBB|ELIZABETH 04",701,1290,719,1217,803,3063,2058
"COBB|ELIZABETH 05",1103,1168,1155,1076,821,3010,2314
"COBB|FAIR OAKS 02",956,2551,911,2507,1560,6094,3557
"COBB|FAIR OAKS 04",860,1836,817,1783,1001,5602,2768
"COBB|FORD 01",1664,866,1720,786,563,3325,2587
"COBB|FREY 01",1287,732,1283,692,470,2672,2052
"COBB|FULLERS PARK 01",1436,1374,1485,1280,880,3580,2883
"COBB|GARRISON MILL 01",1211,1105,1245,1023,748,2980,2369
"COBB|GRITTERS 01",1578,1359,1588,1299,884,4187,3034
"COBB|HARRISON 01",1665,816,1677,776,559,3224,2554
"COBB|HAYES 01",1955,1181,1981,1126,774,4127,3200
"COBB|HIGHTOWER 01",1858,1640,1947,1515,1140,4412,3602
"COBB|KELL 01",831,672,828,650,464,2042,1550
"COBB|KEMP 01",1023,546,1047,504,385,2037,1605
"COBB|KEMP 02",1765,1429,1805,1338,981,4174,3273
"COBB|KEMP 03",2187,1005,2230,950,722,4121,3292
"COBB|KENNESAW 1A",769,893,762,863,513,2721,1708
"COBB|KENNESAW 2A",1427,1442,1443,1362,908,4306,2948
"COBB|KENNESAW 3A",1550,2646,1536,2556,1600,6781,4303
"COBB|KENNESAW 4A",1314,1477,1338,1396,919,4143,2860
"COBB|KENNESAW 5A",1873,2427,1890,2325,1556,5878,4382
"COBB|LASSITER 01",1613,1316,1694,1219,865,3753,3021
"COBB|LOST MOUNTAIN 01",1711,1259,1765,1173,867,3702,3028
"COBB|LOST MOUNTAIN 02",2305,1227,2377,1118,824,4258,3435
"COBB|LOST MOUNTAIN 03",2588,1735,2640,1611,1184,5554,4454
"COBB|LOST MOUNTAIN 04",1313,794,1318,763,572,2732,2154
"COBB|MABLETON 1A",419,2172,390,2127,1457,4136,2628
"COBB|MABLETON 1B",166,2046,154,2001,1318,4150,2242
"COBB|MABLETON 2A",323,2100,309,2049,1418,4179,2464
"COBB|MABLETON 2B",137,1579,126,1549,970,3651,1747
"COBB|MABLETON 3A",525,1793,502,1753,1139,3910,2363
"COBB|MABLETON 3B",240,1301,231,1269,917,2278,1565
"COBB|MABLETON 3C",261,1413,251,1377,996,2473,1700
"COBB|MABLETON 4A",716,1090,738,1047,755,2438,1836
"COBB|MABLETON 4B",760,1065,757,1036,775,2658,1876
"COBB|MABLETON 4C",773,2760,811,2667,1999,4824,3607
"COBB|MABLETON 5A",601,1810,579,1774,1213,3839,2454
"COBB|MABLETON 5B",934,2309,909,2259,1536,5102,3311
"COBB|MABLETON 6A",645,2209,622,2156,1442,4815,2910
"COBB|MABLETON 6B",833,1937,824,1891,1338,4110,2825
"COBB|MABRY 01",833,538,879,485,390,1698,1413
"COBB|MACLAND 01",759,2183,736,2132,1469,4352,2999
"COBB|MARIETTA 1A",662,1524,675,1465,950,4374,2262
"COBB|MARIETTA 2A",943,755,975,706,591,2139,1756
"COBB|MARIETTA 2B",1145,1921,1184,1834,1272,4658,3145
"COBB|MARIETTA 3A",1455,1735,1507,1621,1222,4568,3274
"COBB|MARIETTA 3B",241,1119,226,1089,740,2318,1381
"COBB|MARIETTA 4A",1080,568,1168,483,442,2012,1696
"COBB|MARIETTA 4B",680,828,729,767,548,2168,1575
"COBB|MARIETTA 4C",1316,965,1385,886,696,2915,2338
"COBB|MARIETTA 5A",589,1479,602,1401,943,3462,2098
"COBB|MARIETTA 5B",401,1262,379,1255,774,3371,1723
"COBB|MARIETTA 6A",406,1229,400,1177,704,2944,1646
"COBB|MARIETTA 6B",970,1283,1015,1204,914,3027,2339
"COBB|MARIETTA 7A",359,1460,341,1413,878,4009,1858
"COBB|MARS HILL 01",1886,707,1878,664,455,3591,2642
"COBB|MARS HILL 02",1101,929,1099,884,608,2975,2103
"COBB|MCCLESKEY 01",810,609,832,568,456,1799,1458
"COBB|MCCLURE 01",1582,984,1617,913,625,3386,2620
"COBB|MCEACHERN 01",1047,1629,1033,1595,1154,3639,2717
"COBB|MT BETHEL 01",1760,1626,1935,1443,1094,4250,3489
"COBB|MT BETHEL 03",1299,1344,1393,1223,834,3402,2700
"COBB|MT BETHEL 04",1305,1094,1394,997,767,3085,2468
"COBB|MURDOCK 01",1722,1598,1825,1463,1111,4189,3415
"COBB|NICHOLSON 01",991,861,993,819,569,2594,1908
"COBB|NICKAJACK 01",832,2903,869,2787,1955,5525,3806
"COBB|NORTH COBB 01",798,886,776,865,590,2440,1726
"COBB|NORTON PARK 01",1119,1946,1132,1871,1212,4985,3165
"COBB|OAKDALE 01",1158,1948,1230,1826,1344,4272,3177
"COBB|OREGON 01",767,567,769,538,394,1660,1357
"COBB|OREGON 02",851,2420,825,2364,1647,5035,3334
"COBB|OREGON 03",872,2283,838,2205,1393,6170,3228
"COBB|OREGON 04",895,2325,893,2248,1572,4838,3287
"COBB|OREGON 05",1217,1835,1233,1770,1300,4019,3122
"COBB|PALMER 01",1138,859,1114,843,544,2862,2059
"COBB|PINE MOUNTAIN 01",1769,1035,1816,968,698,3616,2855
"COBB|PINE MOUNTAIN 02",1753,880,1830,771,576,3271,2704
"COBB|PITNER 01",1111,966,1119,929,641,2947,2151
"COBB|POPE 01",1349,1173,1405,1100,783,3236,2598
"COBB|POST OAK 01",1680,1289,1748,1179,835,3815,3028
"COBB|POWDER SPRINGS 1A",995,2605,1005,2501,1729,4983,3690
"COBB|POWDER SPRINGS 2A",469,1816,460,1757,1203,3680,2341
"COBB|POWDER SPRINGS 3A",730,1969,702,1942,1330,4110,2759
"COBB|POWERS FERRY 01",1196,1269,1215,1214,817,3617,2548
"COBB|ROCKY MOUNT 01",1441,1234,1503,1135,803,3506,2738
"COBB|ROSWELL 01",2387,2141,2511,1952,1538,5610,4606
"COBB|ROSWELL 02",1545,1518,1694,1343,1012,3851,3168
"COBB|SANDY PLAINS 01",1117,1192,1125,1136,776,3043,2384
"COBB|SEWELL MILL 01",1334,1481,1402,1355,945,3595,2874
"COBB|SEWELL MILL 03",1249,1859,1273,1787,1184,5017,3203
"COBB|SHALLOWFORD FALLS 01",1499,1304,1611,1185,901,3552,2885
"COBB|SIMPSON 01",738,756,779,687,499,1961,1527
"COBB|SMYRNA 1A",746,2308,763,2229,1414,5182,3125
"COBB|SMYRNA 2A",1011,3109,1035,2999,1956,6638,4234
"COBB|SMYRNA 3A",590,1423,632,1351,955,3116,2070
"COBB|SMYRNA 3B",822,1272,854,1203,868,2834,2150
"COBB|SMYRNA 4A",1739,2947,1879,2759,2127,6130,4814
"COBB|SMYRNA 5A",966,2335,1007,2222,1476,5202,3392
"COBB|SMYRNA 6A",1795,2923,1936,2730,2053,6463,4857
"COBB|SMYRNA 7A",1212,3288,1332,3102,2384,5860,4602
"COBB|SOPE CREEK 01",970,835,1044,755,585,2253,1842
"COBB|SOPE CREEK 02",1632,1963,1800,1765,1277,5009,3710
"COBB|SOPE CREEK 03",1213,1089,1300,967,647,3040,2343
"COBB|SWEETWATER 01",867,1439,863,1413,987,3341,2350
"COBB|TERRELL MILL 01",1030,2477,1066,2365,1471,6196,3605
"COBB|TIMBER RIDGE 01",1025,1016,1130,910,720,2524,2094
"COBB|VAUGHAN 01",1630,877,1647,814,573,3279,2587
"COBB|VININGS 01",700,1598,733,1536,1051,3500,2356
"COBB|VININGS 02",1441,2962,1512,2821,1914,6928,4508
"COBB|VININGS 03",1002,2236,1088,2092,1481,4716,3296
"COBB|VININGS 04",1296,1350,1423,1204,838,3573,2699
"COBB|WADE GREEN 01",864,1000,860,970,641,2644,1916
"COBB|WADE GREEN 02",699,810,696,785,519,2140,1551
"COBB|WILLEO 01",1258,1069,1343,974,769,2943,2396
"COFFEE|AMBROSE",1104,264,1089,259,169,2079,1380
"COFFEE|BRIDGETOWN",190,60,186,58,42,347,257
"COFFEE|BROXTON",1200,378,1177,365,221,2447,1602
"COFFEE|DOUGLAS",6510,3485,6436,3289,1846,17672,10077
"COFFEE|NICHOLLS",963,288,933,272,151,2173,1285
"COFFEE|WEST GREEN",611,36,603,38,26,977,659
"COLQUITT|AUTREYVILLE",746,202,726,195,102,1593,956
"COLQUITT|BRIDGECREEK",795,99,781,100,61,1231,905
"COLQUITT|CROSLAND",137,51,139,47,31,296,188
"COLQUITT|DOERUN",294,140,286,138,85,654,441
"COLQUITT|FUNSTON",613,107,610,99,63,1067,731
"COLQUITT|HAMILTON",512,55,503,51,37,814,571
"COLQUITT|HARTSFIELD",291,27,291,27,19,429,319
"COLQUITT|HOPEWELL",971,187,971,165,96,1747,1172
"COLQUITT|LEE",558,108,556,103,57,1135,672
"COLQUITT|MILLCREEK",281,27,274,26,13,448,311
"COLQUITT|MONK",888,170,869,171,107,1611,1064
"COLQUITT|MOULTRIE",1799,1169,1797,1110,667,5183,3022
"COLQUITT|MURPHY",676,96,662,97,60,1008,778
"COLQUITT|NORMAN PARK",1226,372,1209,366,218,2670,1616
"COLQUITT|ROBINSON",480,93,470,85,56,909,580
"COLQUITT|SHAW",429,1152,433,1097,805,3718,1600
"COLQUITT|THIGPEN",159,17,158,14,9,256,177
"COLQUITT|TYTY",328,31,328,26,12,559,364
"COLQUITT|WARRIOR",594,84,581,73,33,987,678
"COLUMBIA|ABILENE BAPTIST CHURCH",1818,810,1820,763,480,3839,2681
"COLUMBIA|ACS - FURYS FERRY RD CAMPUS",937,478,949,435,289,1956,1450
"COLUMBIA|AUGUSTA CHRISTIAN SCHOOL",1010,610,1015,580,322,2398,1641
"COLUMBIA|BELAIR BAPTIST CHURCH",1109,677,1092,655,387,2639,1833
"COLUMBIA|BLANCHARD PARK",796,596,782,580,323,2285,1412
"COLUMBIA|CCBOE - SUPPORT COMPLEX",1836,1125,1838,1066,597,4650,3060
"COLUMBIA|CHRIST CHURCH, PRESBYTERIAN",1261,553,1298,515,310,2483,1856
"COLUMBIA|CHRIST SANCTIFIED CHURCH",1268,570,1269,543,338,2757,1882
"COLUMBIA|CHRIST THE KING LUTHERAN CHURCH",1186,565,1199,520,303,2305,1779
"COLUMBIA|CHURCH OF OUR SAVIOR",984,649,972,631,337,2627,1671
"COLUMBIA|COL CTY BOARD OF EDU",1068,570,1060,539,304,2373,1671
"COLUMBIA|COL CTY MAIN LIBRARY",1104,604,1112,572,345,2598,1751
"COLUMBIA|COLUMBIA CO. FIRE  HDQTR.",507,321,506,303,176,1440,853
"COLUMBIA|COLUMBIA COUNTY HEALTH DEPARTMENT",648,765,660,722,412,2228,1459
"COLUMBIA|DAMASCUS BAPTIST CHURCH",720,99,718,90,54,1064,830
"COLUMBIA|EUBANK/BLANCHARD CTR",784,229,778,223,152,1347,1023
"COLUMBIA|G A APOSTOLIC CHURCH",748,490,744,467,258,1864,1273
"COLUMBIA|GOSPEL WATER BRANCH BAPT. CHURCH",1005,650,1031,611,347,2186,1689
"COLUMBIA|GRACE BAPTIST CHURCH",3397,1964,3475,1829,1129,7546,5485
"COLUMBIA|GROVETOWN BRANCH LIBRARY",607,857,603,820,473,2550,1510
"COLUMBIA|GROVETOWN DEPT OF PUBLIC SAFETY STATION #2",555,773,556,741,372,2295,1371
"COLUMBIA|GROVETOWN METHODIST CHURCH",596,1032,592,983,525,3035,1650
"COLUMBIA|HARLEM BRANCH LIBRARY",1310,429,1293,407,238,2597,1770
"COLUMBIA|HARLEM SENIOR CENTER",827,540,818,508,305,1977,1389
"COLUMBIA|HARVEST POINTE FELLOWSHIP",1007,378,1001,351,214,2003,1418
"COLUMBIA|JOURNEY COMM. CHURCH",1491,616,1506,573,384,2746,2151
"COLUMBIA|KIOKEE BAPTIST CHURCH",1945,343,1935,329,198,2889,2284
"COLUMBIA|LEWIS METHODIST CHURCH",1847,1195,1854,1153,681,4300,3037
"COLUMBIA|LIBERTY PARK - GROVETOWN",1311,1455,1297,1408,749,4816,2836
"COLUMBIA|MACEDONIA CHURCH OF GROVETOWN",542,640,552,604,345,1863,1220
"COLUMBIA|MARTINEZ BAPTIST CHURCH",767,528,764,509,299,2149,1340
"COLUMBIA|NEW LIFE CHURCH",243,286,247,270,154,833,546
"COLUMBIA|PARKWAY BAPTIST CHURCH",1353,739,1361,714,415,2961,2159
"COLUMBIA|PARKWAY ELEMENTARY SCHOOL",971,530,976,512,297,2123,1549
"COLUMBIA|PATRIOTS PARK",763,477,781,455,282,1834,1289
"COLUMBIA|SAVANNAH RAPIDS PAVILION",998,380,1002,356,212,1665,1352
"COLUMBIA|SECOND MOUNT MORIAH BAPTIST CHURCH",729,161,725,143,94,1230,912
"COLUMBIA|SECOND MT. CARMEL BAPTIST CHURCH",268,284,271,280,192,771,560
"COLUMBIA|STEVENS CREEK CHURCH",1550,740,1586,691,435,2936,2335
"COLUMBIA|STEVENS CREEK CHURCH - GROVETOWN",945,592,968,564,350,2273,1598
"COLUMBIA|THE FORMER EUCHEE CREEK LIBRARY",1849,1506,1855,1430,805,5402,3474
"COLUMBIA|TRINITY BAPTIST CHURCH",1483,573,1480,548,316,3047,2101
"COLUMBIA|WESLEY METHODIST CHURCH",1080,479,1084,457,267,2149,1596
"COLUMBIA|WEST ACRES BAPTIST CHURCH",1232,570,1231,544,347,2708,1846
"COLUMBIA|WESTMINSTER PRESBYTERIAN CHURCH",832,532,847,500,270,2157,1384
"COLUMBIA|WOODLAWN BAPT CHURCH",726,275,718,264,162,1355,1010
"COOK|CECIL",637,514,650,476,262,2049,1176
"COOK|DELLE BEAMGUARD",1249,404,1231,402,214,2603,1679
"COOK|ELM PINE",17,260,23,242,157,575,282
"COOK|LENOX",702,180,691,171,112,1333,892
"COOK|MASSEE",521,119,512,114,60,970,646
"COOK|NEW LIFE BAPTIST CH.",761,113,752,109,59,1291,890
"COOK|RIVERBEND",799,127,783,126,57,1334,934
"COOK|SPARKS",214,342,222,323,164,1174,563
"COWETA|CANNONGATE",4611,1640,4646,1507,1140,8371,6394
"COWETA|CENTRAL",868,1559,837,1512,1030,4825,2485
"COWETA|COWETA CENTRAL LIBRARY",1038,327,1038,311,224,1799,1389
"COWETA|DRESDEN",513,119,505,117,77,874,643
"COWETA|EXPO CENTER",1028,478,1047,427,344,2170,1554
"COWETA|GRANTVILLE",1219,524,1201,502,355,2754,1781
"COWETA|GREENTOP",1227,795,1235,738,506,3074,2068
"COWETA|HARALSON",1465,322,1452,304,229,2429,1814
"COWETA|MADRAS",5540,2250,5520,2098,1560,10281,7928
"COWETA|MORELAND",1771,422,1763,388,303,2894,2221
"COWETA|NEWNAN",846,1317,849,1264,939,3706,2214
"COWETA|NORTHSIDE",1119,602,1129,570,445,2401,1780
"COWETA|PANTHER CREEK",1644,516,1612,494,375,3220,2190
"COWETA|PINE ROAD",1276,263,1272,240,184,2184,1560
"COWETA|RAYMOND",1524,394,1495,376,272,2627,1940
"COWETA|SENOIA",3423,1183,3424,1095,782,6162,4692
"COWETA|SHARPSBURG",2841,725,2806,708,521,4820,3644
"COWETA|SMOKEY ROAD",949,769,919,748,546,2722,1744
"COWETA|THE NEWNAN CENTRE",8479,6428,8507,6097,4197,22513,15204
"COWETA|THOMAS CROSSROADS",2945,904,2921,852,646,5235,3915
"COWETA|TURIN",2761,752,2758,722,530,4591,3592
"COWETA|WELCOME",1849,494,1813,484,373,3391,2376
"COWETA|WESTSIDE",189,343,177,336,273,890,544
"COWETA|WHITE OAK",2379,1086,2376,1027,743,4920,3556
"CRAWFORD|DISTRICT 1",640,541,630,523,385,1772,1199
"CRAWFORD|DISTRICT 2",751,525,738,503,368,1848,1298
"CRAWFORD|DISTRICT 3",974,201,954,198,163,1783,1191
"CRAWFORD|DISTRICT 4",1067,158,1039,158,118,1812,1241
"CRAWFORD|DISTRICT 5",996,190,969,179,137,1769,1200
"CRISP|ARABI",459,112,459,104,56,810,576
"CRISP|CONEY",624,88,627,81,62,887,721
"CRISP|CORDELE",2488,2649,2559,2495,1536,9346,5186
"CRISP|JAMESTOWN",832,108,838,98,69,1242,956
"CRISP|LISTONIA",584,29,571,31,15,842,621
"DADE|DAVIS",1216,108,1152,120,42,2130,1348
"DADE|NEW HOME",414,60,390,67,17,739,484
"DADE|NEW SALEM",729,198,707,194,79,1348,938
"DADE|NORTH DADE",946,283,922,271,93,2054,1256
"DADE|SOUTH DADE",533,121,505,120,44,1099,663
"DADE|TRENTON",1599,300,1560,299,97,3910,1924
"DADE|WEST BROW",629,191,635,182,89,1520,865
"DAWSON|CENTRAL",4545,622,4460,568,352,7529,5233
"DAWSON|EAST",3630,683,3577,632,387,6113,4397
"DAWSON|SOUTH",3589,677,3537,627,384,6045,4349
"DAWSON|WEST",1634,504,1643,462,383,2813,2178
"DECATUR|ATTAPULGUS",462,795,461,764,272,1883,1273
"DECATUR|BAINBRIDGE-COLISEUM",1072,732,1070,697,268,2731,1826
"DECATUR|BDGE-FAIRGROUNDS",1009,1099,995,1030,402,3497,2143
"DECATUR|BRINSON",492,122,472,132,49,882,614
"DECATUR|CLIMAX",558,200,559,190,84,1032,763
"DECATUR|KENDRICK",315,98,306,101,34,597,307
"DECATUR|KIRBO CENTER",1273,869,1271,827,318,3242,2169
"DECATUR|MT. PLEASANT",392,55,391,50,24,586,450
"DECATUR|RECOVERY",388,115,380,117,44,729,501
"DECATUR|WEST BAINBRIDGE",797,695,791,655,243,2399,1497
"DEKALB|ALLGOOD ELEM",201,1718,189,1682,1236,2936,1945
"DEKALB|ASHFORD DUNWOODY RD (BHAVN)",987,1469,1133,1318,1052,3105,2516
"DEKALB|ASHFORD PARK ELEM (BHAVN)",894,1084,1012,955,764,2589,2039
"DEKALB|ASHFORD PARKSIDE (BHAVN)",1048,1715,1153,1573,1145,3935,2826
"DEKALB|AUSTIN (DUN)",1104,1077,1225,949,795,2647,2229
"DEKALB|AUSTIN DRIVE",97,1280,90,1250,937,2648,1408
"DEKALB|AVONDALE (AVO)",523,1985,569,1900,1699,3149,2565
"DEKALB|AVONDALE HIGH",267,2109,282,2058,1748,3222,2418
"DEKALB|BETHUNE MIDDLE",138,2698,128,2638,2027,4969,2866
"DEKALB|BOULDERCREST ROAD",57,1289,55,1270,988,2066,1352
"DEKALB|BOULEVARD (ATL)",256,3341,308,3243,2838,4892,3654
"DEKALB|BRIAR VISTA ELEM",447,1784,489,1705,1338,3281,2262
"DEKALB|BRIARCLIFF",745,1573,824,1459,1156,3350,2367
"DEKALB|BRIARLAKE ELEM",476,994,538,915,822,1819,1504
"DEKALB|BRIARWOOD (BHAVN)",615,1160,688,1071,769,2625,1819
"DEKALB|BROCKETT (TUC)",556,1339,551,1288,946,2794,1931
"DEKALB|BROCKETT ELEM (TUC)",558,1409,576,1365,1027,2933,2018
"DEKALB|BROOKHAVEN (BHAVN)",1112,1631,1247,1484,1120,3757,2810
"DEKALB|BROWNS MILL ELEM",107,2660,98,2611,2006,3914,2798
"DEKALB|BURGESS ELEM (ATL)",176,2391,189,2336,1980,3604,2601
"DEKALB|CANBY LANE ELEM",64,1191,55,1171,897,2044,1272
"DEKALB|CANDLER",136,1844,129,1808,1375,3704,2014
"DEKALB|CANDLER PARK (ATL)",302,3134,360,3040,2733,4283,3485
"DEKALB|CANDLER-MURPHEY CANDLER ELEM",181,2320,159,2281,1663,3836,2532
"DEKALB|CEDAR GROVE ELEM",96,2532,86,2519,1898,4188,2678
"DEKALB|CEDAR GROVE MIDDLE",51,884,46,865,643,1963,945
"DEKALB|CEDAR GROVE SOUTH",105,2586,105,2534,1907,4071,2735
"DEKALB|CHAMBLEE (CHA)",492,1119,523,1056,697,2347,1647
"DEKALB|CHAMBLEE 2 (CHA)",831,1652,930,1524,1125,3321,2545
"DEKALB|CHAPEL HILL ELEM",79,2161,75,2122,1617,3432,2287
"DEKALB|CHESNUT ELEM (DUN)",420,1262,437,1222,801,2531,1701
"DEKALB|CLAIREMONT EAST (DEC)",334,2380,429,2275,2004,3469,2761
"DEKALB|CLAIREMONT WEST (DEC)",362,2399,426,2312,2014,3457,2809
"DEKALB|CLAIRMONT ROAD",452,1906,494,1833,1480,3493,2386
"DEKALB|CLARKSTON (CLA)",190,1703,173,1679,977,4100,1940
"DEKALB|CLARKSTON COMMUNITY CENTER (CLA)",230,1365,222,1327,881,2974,1622
"DEKALB|CLIFTON",48,1000,47,975,759,1778,1049
"DEKALB|COAN RECREATION CENTER (ATL)",236,2680,271,2611,2078,4468,2992
"DEKALB|COLUMBIA DRIVE",61,1280,58,1247,979,2608,1362
"DEKALB|COLUMBIA ELEM",28,730,28,707,544,1923,768
"DEKALB|COLUMBIA MIDDLE",57,1102,40,1082,799,2241,1160
"DEKALB|CORALWOOD",699,1961,779,1856,1649,3305,2721
"DEKALB|COVINGTON",129,1034,137,1019,742,2240,1195
"DEKALB|COVINGTON HWY",12,220,14,210,157,1089,236
"DEKALB|CROSS KEYS HIGH (BHAVN)",480,1178,530,1113,776,2567,1703
