"year","st","district","party","candidates","total_votes","leader","leader_votes","leader_share","second","second_share","runoff","runoff_winner","leader_won_runoff","top_two_state"
2008,"AK","AL","D",2,68131,"Berkowitz, Ethan A.",39784,58.39,"Benson, Diane E.",41.61,FALSE,NA,NA,FALSE
2008,"AK","AL","R",3,105987,"Young, Don E.",48195,45.47,"Parnell, Sean R.",45.19,FALSE,NA,NA,FALSE
2008,"AL","2","D",3,29197,"Bright, Bobby",19456,66.64,"Crawley, Cendie",17.5,FALSE,NA,NA,FALSE
2008,"AL","2","R",6,56735,"Love, Jay",20131,35.48,"Smith, Harri Anne",21.77,TRUE,"Love, Jay",TRUE,FALSE
2008,"AL","4","D",2,27158,"Sparks, Nicholas B.",15777,58.09,"Warren, Greg",41.91,FALSE,NA,NA,FALSE
2008,"AL","5","D",2,38417,"Griffith, Parker",34543,89.92,"Maker, David",10.08,FALSE,NA,NA,FALSE
2008,"AL","5","R",6,37941,"Parker, Wayne",18515,48.8,"Guthrie, Cheryl Baswell",18.3,TRUE,"Parker, Wayne",TRUE,FALSE
2008,"AZ","1","D",4,56594,"Kirkpatrick, Ann",26734,47.24,"Titla, Mary Kim",32.56,FALSE,NA,NA,FALSE
2008,"AZ","1","R",5,45632,"Hay, Sydney",17825,39.06,"Livingstone, Sandra L. B.",34.23,FALSE,NA,NA,FALSE
2008,"AZ","5","R",6,48255,"Schweikert, David",14233,29.5,"Bitter Smith, Susan",27.38,FALSE,NA,NA,FALSE
2008,"AZ","6","D",2,21212,"Schneider, Rebecca",15644,73.75,"Gramazio, Chris",26.25,FALSE,NA,NA,FALSE
2008,"AZ","7","R",2,16475,"Sweeney, Joseph",11011,66.83,"Chewning, Gene",33.17,FALSE,NA,NA,FALSE
2008,"CA","1","D",2,79374,"Thompson, Mike",69622,87.71,"Clogg, Mitchell",12.29,FALSE,NA,NA,TRUE
2008,"CA","1","R",2,33974,"Starkewolf, Zane",18346,54,"Pharr, Douglas",46,FALSE,NA,NA,TRUE
2008,"CA","12","D",4,67466,"Speier, Jackie",60393,89.52,"McMurry, Michelle",5.67,FALSE,NA,NA,TRUE
2008,"CA","12","R",2,18558,"Conlon, Greg",12060,64.99,"Moloney, Michael",35.01,FALSE,NA,NA,TRUE
2008,"CA","2","D",3,42560,"Morris, Jeff",14750,34.66,"Sekhon, Arjinderpal",33.69,FALSE,NA,NA,TRUE
2008,"CA","24","D",3,38697,"Jorgensen, Marta Ann",17640,45.58,"Martinez, Jill",31.85,FALSE,NA,NA,TRUE
2008,"CA","24","R",2,58570,"Gallegly, Elton",45124,77.04,"Tenenbaum, Michael",22.96,FALSE,NA,NA,TRUE
2008,"CA","26","D",2,25492,"Warner, Russ",17165,67.33,"Matthews, Cynthia",32.67,FALSE,NA,NA,TRUE
2008,"CA","26","R",2,39785,"Dreier, David",29627,74.47,"Sardo, Sonny",25.53,FALSE,NA,NA,TRUE
2008,"CA","33","D",3,50987,"Watson, Diane E.",44934,88.13,"Ford, Felicia",7.33,FALSE,NA,NA,TRUE
2008,"CA","34","R",2,4975,"Balding, Christopher",2948,59.26,"Miller, Wayne",40.74,FALSE,NA,NA,TRUE
2008,"CA","37","D",3,34556,"Richardson, Laura",25713,74.41,"Mathews, Peter",16.96,FALSE,NA,NA,TRUE
2008,"CA","4","D",2,57990,"Brown, Charlie",51028,87.99,"Wolfgram, John",12.01,FALSE,NA,NA,TRUE
2008,"CA","4","R",4,96636,"McClintock, Tom",51665,53.46,"Ose, Doug",39.12,FALSE,NA,NA,TRUE
2008,"CA","40","D",2,20389,"Avalos, Christina",11481,56.31,"Kennedy, Tom",43.69,FALSE,NA,NA,TRUE
2008,"CA","41","D",4,26163,"Prince, Tim",8335,31.86,"Ramirez-Dean, Rita",28.42,FALSE,NA,NA,TRUE
2008,"CA","41","R",3,44448,"Lewis, Jerry",36663,82.49,"Stone, Eric",9.74,FALSE,NA,NA,TRUE
2008,"CA","42","D",3,18720,"Chau, Edwin ""Ed""",8935,47.73,"Williamson, Michael",27.87,FALSE,NA,NA,TRUE
2008,"CA","43","D",2,19878,"Baca, Joe",13177,66.29,"Gilbert, Joanne",33.71,FALSE,NA,NA,TRUE
2008,"CA","43","R",2,9076,"Roberts, John",5406,59.56,"Folkens, Scott",40.44,FALSE,NA,NA,TRUE
2008,"CA","45","D",3,30303,"Bornstein, Julie",18479,60.98,"Clay, Paul",28.7,FALSE,NA,NA,TRUE
2008,"CA","45","R",2,43344,"Mack, Mary Bono",38726,89.35,"Pearne, George",10.65,FALSE,NA,NA,TRUE
2008,"CA","46","D",2,29997,"Cook, Debbie",24238,80.8,"Kalmick, Daniel",19.2,FALSE,NA,NA,TRUE
2008,"CA","46","R",2,50444,"Rohrabacher, Dana",43693,86.62,"St. John, Ronald",13.38,FALSE,NA,NA,TRUE
2008,"CA","50","D",2,41397,"Leibham, Nick",23874,57.67,"Ede, Cheryl",42.33,FALSE,NA,NA,TRUE
2008,"CA","51","D",2,41872,"Filner, Bob",31690,75.68,"Ramirez, Daniel",24.32,FALSE,NA,NA,TRUE
2008,"CA","51","R",2,20651,"Joy, David Lee",13417,64.97,"Felzer, Daniel",35.03,FALSE,NA,NA,TRUE
2008,"CA","52","D",2,38754,"Lumpkin, Mike",22460,57.96,"Butcher, Vickie",42.04,FALSE,NA,NA,TRUE
2008,"CA","52","R",4,66405,"Hunter, Duncan D.",47930,72.18,"Jones, Brian",16.36,FALSE,NA,NA,TRUE
2008,"CA","53","D",2,49284,"Davis, Susan A.",43171,87.6,"Copass, Michael",12.4,FALSE,NA,NA,TRUE
2008,"CA","53","R",2,26461,"Crimmins, Michael",19819,74.9,"Bar-Lev, Naomi",25.1,FALSE,NA,NA,TRUE
2008,"CA","7","R",2,17318,"Petersen, Roger Allen",9658,55.77,"Fuller-Kendall, Virginia",44.23,FALSE,NA,NA,TRUE
2008,"CA","8","D",2,93615,"Pelosi, Nancy",83510,89.21,"Golub, Shirley",10.79,FALSE,NA,NA,TRUE
2008,"CO","1","R",2,10833,"Lilly, George C.",6300,58.16,"Crain, Charles R.",41.84,FALSE,NA,NA,FALSE
2008,"CO","2","D",3,49167,"Polis, Jared",20493,41.68,"Fitz-Gerald, Joan",37.83,FALSE,NA,NA,FALSE
2008,"CO","5","R",3,56775,"Lamborn, Doug",24995,44.02,"Crank, Jeff",29.58,FALSE,NA,NA,FALSE
2008,"CO","6","R",4,71060,"Coffman, Mike",28509,40.12,"Armstrong, Wil",32.67,FALSE,NA,NA,FALSE
2008,"CT","4","D",2,14100,"Himes, Jim",12260,86.95,"Whitnum, Lisa Lee",13.05,FALSE,NA,NA,FALSE
2008,"DE","AL","D",3,64997,"Hartley-Nagle, Karen",35995,55.38,"Miller, Micheal",34.45,FALSE,NA,NA,FALSE
2008,"FL","10","D",3,22289,"Hackworth, Bob",10420,46.75,"Simpson, Samm (Denise)",28.92,FALSE,NA,NA,FALSE
2008,"FL","15","D",2,29370,"Blythe, Stephen",19281,65.65,"Rancatore, Paul",34.35,FALSE,NA,NA,FALSE
2008,"FL","15","R",3,53220,"Posey, Bill",40892,76.84,"Bergman, Alan",14.67,FALSE,NA,NA,FALSE
2008,"FL","16","R",3,56179,"Rooney, Tom",20637,36.73,"Harrell, Gayle",34.93,FALSE,NA,NA,FALSE
2008,"FL","2","R",2,42239,"Mulligan, Mark",28734,68.03,"Hendry, Eddie",31.97,FALSE,NA,NA,FALSE
2008,"FL","22","D",2,24110,"Klein, Ron",20507,85.06,"Renneisen, Paul Francis",14.94,FALSE,NA,NA,FALSE
2008,"FL","23","D",2,35417,"Hastings, Alcee L.",31182,88.04,"Sanchez, Ray Torres",11.96,FALSE,NA,NA,FALSE
2008,"FL","24","D",2,25809,"Kosmas, Suzanne M.",18672,72.35,"Curtis, Clint",27.65,FALSE,NA,NA,FALSE
2008,"FL","24","R",2,35325,"Feeney, Tom",27048,76.57,"Davis, Jason Paul",23.43,FALSE,NA,NA,FALSE
2008,"FL","5","D",3,33286,"Russell, John",16900,50.77,"Castagnero, Carol",38.62,FALSE,NA,NA,FALSE
2008,"FL","5","R",2,61366,"Brown-Waite, Virginia ""Ginny""",49134,80.07,"King, Jim",19.93,FALSE,NA,NA,FALSE
2008,"FL","7","D",2,28177,"Armitage, Faye",18018,63.95,"Malloy, Clyde",36.05,FALSE,NA,NA,FALSE
2008,"FL","8","D",5,33226,"Grayson, Alan",16104,48.47,"Stuart, Charlie",27.53,FALSE,NA,NA,FALSE
2008,"FL","8","R",2,41838,"Keller, Ric",22198,53.06,"Long, Todd",46.94,FALSE,NA,NA,FALSE
2008,"FL","9","D",3,20667,"Mitchell, Bill",7726,37.38,"Dicks, John",34.06,FALSE,NA,NA,FALSE
2008,"GA","10","R",2,63328,"Broun, Paul",44956,70.99,"Fleming, Barry",29.01,FALSE,NA,NA,FALSE
2008,"GA","12","D",2,59190,"Barrow, John",45235,76.42,"Thomas, Regina D.",23.58,FALSE,NA,NA,FALSE
2008,"GA","12","R",3,16686,"Stone, John",9462,56.71,"McKinney, Ray",31.86,FALSE,NA,NA,FALSE
2008,"GA","13","D",2,48245,"Scott, David",30719,63.67,"James, Donzella",36.33,FALSE,NA,NA,FALSE
2008,"GA","5","D",3,53185,"Lewis, John",36713,69.03,"Hutchins, Markel",15.58,FALSE,NA,NA,FALSE
2008,"GA","8","D",2,51607,"Marshall, Jim",44211,85.67,"Nowack, Robert",14.33,FALSE,NA,NA,FALSE
2008,"GU","AL","D",2,11620,"Bordallo, Madeleine Z.",8716,75.01,"Diaz, Jonathan Blas",24.99,FALSE,NA,NA,FALSE
2008,"IA","2","R",3,16888,"Miller-Meeks, Mariannette",7372,43.65,"Teahen, Peter",42.98,FALSE,NA,NA,FALSE
2008,"IA","3","D",2,33436,"Boswell, Leonard L.",20401,61.02,"Fallon, Ed",38.98,FALSE,NA,NA,FALSE
2008,"IA","4","D",4,18259,"Greenwald, Becky",9247,50.64,"Meyer, Kurt",27.61,FALSE,NA,NA,FALSE
2008,"ID","1","R",2,68340,"Sali, Bill",41073,60.1,"Salisbury, Matthew",39.9,FALSE,NA,NA,FALSE
2008,"ID","2","D",2,16652,"Holmes, Deborah",11578,69.53,"Sneddon, David",30.47,FALSE,NA,NA,FALSE
2008,"ID","2","R",3,58233,"Simpson, Mike",49586,85.15,"Chappell, Jack Wayne",8.41,FALSE,NA,NA,FALSE
2008,"IL","1","D",2,153615,"Rush, Bobby L.",134343,87.45,"Walls, William, III",12.55,FALSE,NA,NA,FALSE
2008,"IL","10","D",2,93148,"Seals, Daniel J.",75877,81.46,"Footlik, Jay K.",18.54,FALSE,NA,NA,FALSE
2008,"IL","11","R",3,52911,"Baldermann, Timothy A.",32767,61.93,"Heenan, Terry",20.67,FALSE,NA,NA,FALSE
2008,"IL","13","R",2,75739,"Biggert, Judy",58533,77.28,"O'Kane, Sean",22.72,FALSE,NA,NA,FALSE
2008,"IL","14","D",4,76320,"Foster, Bill",32410,42.47,"Laesch, John",41.94,FALSE,NA,NA,FALSE
2008,"IL","14","R",3,78893,"Oberweis, Jim",44462,56.36,"Lauzen, Chris",41.3,FALSE,NA,NA,FALSE
2008,"IL","18","R",3,78133,"Schock, Aaron",55610,71.17,"McConoughey, Jim",17.1,FALSE,NA,NA,FALSE
2008,"IL","19","D",2,68473,"Davis, Daniel",40773,59.55,"McMenamin, Joe",40.45,FALSE,NA,NA,FALSE
2008,"IL","3","D",4,116037,"Lipinski, Daniel William",62439,53.81,"Pera, Mark N.",25.46,FALSE,NA,NA,FALSE
2008,"IL","3","R",2,20526,"Hawkins, Michael",13722,66.85,"Jones, Arthur J.",33.15,FALSE,NA,NA,FALSE
2008,"IL","6","D",2,68457,"Morgenthaler, Jill",52690,76.97,"Jagla, Stan",23.03,FALSE,NA,NA,FALSE
2008,"IL","7","D",2,142494,"Davis, Danny K.",129865,91.14,"Dallas, Robert",8.86,FALSE,NA,NA,FALSE
2008,"IL","8","D",2,77223,"Bean, Melissa",64255,83.21,"Scheurer, Randi",16.79,FALSE,NA,NA,FALSE
2008,"IL","8","R",3,51190,"Greenberg, Steve",29261,57.16,"Morris, Kirk",22.74,FALSE,NA,NA,FALSE
2008,"IL","9","D",2,111859,"Schakowsky, Janice D.",98374,87.94,"Nocita, John",12.06,FALSE,NA,NA,FALSE
2008,"IN","1","R",5,20124,"Leyva, Mark",7278,36.17,"Coleman, Mark E.",19.58,FALSE,NA,NA,FALSE
2008,"IN","2","R",3,28492,"Puckett, Luke",14327,50.28,"Roush, Joseph",31.84,FALSE,NA,NA,FALSE
2008,"IN","3","R",2,52107,"Souder, Mark Edward",40161,77.07,"Wise, Scott",22.93,FALSE,NA,NA,FALSE
2008,"IN","4","R",3,63624,"Buyer, Steve",45538,71.57,"Campbell, Mike",15,FALSE,NA,NA,FALSE
2008,"IN","5","D",3,99887,"Ruley, Mary Etta",46606,46.66,"Stall, Kenny",29.55,FALSE,NA,NA,FALSE
2008,"IN","5","R",3,88125,"Burton, Dan",45682,51.84,"McGoff, John",45.05,FALSE,NA,NA,FALSE
2008,"IN","7","D",8,143305,"Carson, Andre D.",66659,46.52,"Myers, Woodrow A. (Woody), Jr.",23.5,FALSE,NA,NA,FALSE
2008,"IN","7","R",3,22630,"Elrod, Jon",19135,84.56,"Ping, Catherine (Cat)",11.37,FALSE,NA,NA,FALSE
2008,"IN","9","D",4,146881,"Hill, Baron P.",99332,67.63,"Clearwater, Gretchen",15.77,FALSE,NA,NA,FALSE
2008,"KS","2","R",2,67244,"Jenkins, Lynn ",34278,50.98,"Ryun, Jim ",49.02,FALSE,NA,NA,FALSE
2008,"KS","3","R",2,51429,"Jordan, Nick ",39091,76.01,"Showen, Paul V.",23.99,FALSE,NA,NA,FALSE
2008,"KY","2","D",2,104107,"Boswell, David E.",61007,58.6,"Haire, Reid",41.4,FALSE,NA,NA,FALSE
2008,"KY","3","R",3,42363,"Northup, Anne M.",32570,76.88,"Thieneman, Chris",21.43,FALSE,NA,NA,FALSE
2008,"KY","4","R",3,35447,"Davis, Geoff",30189,85.17,"Stone, Warren O.",7.99,FALSE,NA,NA,FALSE
2008,"KY","6","R",2,24553,"Larson, Jon",12647,51.51,"McCurdy, Tony",48.49,FALSE,NA,NA,FALSE
2008,"MA","1","D",2,42278,"Olver, John W.",33513,79.27,"Feuer, Robert A.",20.73,FALSE,NA,NA,FALSE
2008,"MD","1","D",4,71115,"Kratovil, Frank M., Jr.",28566,40.17,"Robinson, Christopher Robert",30.78,FALSE,NA,NA,FALSE
2008,"MD","1","R",5,77414,"Harris, Andy",33627,43.44,"Gilchrest, Wayne T.",33.1,FALSE,NA,NA,FALSE
2008,"MD","3","D",2,97212,"Sarbanes, John P.",86598,89.08,"Rea, John M.",10.92,FALSE,NA,NA,FALSE
2008,"MD","3","R",4,26596,"Harris, Thomas E. ""Pinkston""",10346,38.9,"Stafford, John",32.25,FALSE,NA,NA,FALSE
2008,"MD","4","D",6,132534,"Edwards, Donna",78008,58.86,"Wynn, Albert R.",36.88,FALSE,NA,NA,FALSE
2008,"MD","4","R",4,12582,"James, Peter",4912,39.04,"Starkman, Michael Moshe",25.43,FALSE,NA,NA,FALSE
2008,"MD","5","D",2,109580,"Hoyer, Steny H.",90513,82.6,"Cusick, James Patrick, Sr.",17.4,FALSE,NA,NA,FALSE
2008,"MD","5","R",3,28127,"Bailey, Collins",12382,44.02,"Hethmon, Mike",28.89,FALSE,NA,NA,FALSE
2008,"MD","6","D",5,58780,"Dougherty, Jennifer P.",25967,44.18,"Duck, Andrew",36.8,FALSE,NA,NA,FALSE
2008,"MD","6","R",5,66506,"Bartlett, Roscoe",51635,77.64,"Krysztoforski, Joseph T.",8.55,FALSE,NA,NA,FALSE
2008,"MD","7","D",2,105349,"Cummings, Elijah",98027,93.05,"Smith, Charles U.",6.95,FALSE,NA,NA,FALSE
2008,"MD","7","R",2,14463,"Hargadon, Michael T.",10588,73.21,"Bly, Ray",26.79,FALSE,NA,NA,FALSE
2008,"MD","8","D",3,118551,"Van Hollen, Chris",104108,87.82,"Vollmer, Deborah A.",9.32,FALSE,NA,NA,FALSE
2008,"MD","8","R",5,23197,"Hudson, Steve",8683,37.43,"Stern, Bruce",24.84,FALSE,NA,NA,FALSE
2008,"ME","1","D",6,55382,"Pingree, Chellie",24324,43.92,"Cote, Adam Roland",28.36,FALSE,NA,NA,FALSE
2008,"ME","1","R",2,35402,"Summers, Charles E.",21154,59.75,"Scontras, C. Peter",40.25,FALSE,NA,NA,FALSE
2008,"MI","1","R",3,37716,"Casperson, Tom",17433,46.22,"Hooper, Don",28.42,FALSE,NA,NA,FALSE
2008,"MI","11","D",2,35559,"Larkin, Joseph W.",25924,72.9,"Kriewall, Edward",27.1,FALSE,NA,NA,FALSE
2008,"MI","13","D",3,53863,"Kilpatrick, Carolyn Cheeks",21089,39.15,"Waters, Mary",35.84,FALSE,NA,NA,FALSE
2008,"MI","7","D",2,26304,"Schauer, Mark",17270,65.66,"Renier, Sharon Marie",34.34,FALSE,NA,NA,FALSE
2008,"MN","1","R",2,25676,"Davis, Brian J.",17196,66.97,"Day, Dick",33.03,FALSE,NA,NA,FALSE
2008,"MN","6","R",2,22261,"Bachmann, Michele",19127,85.92,"Immelman, Aubrey",14.08,FALSE,NA,NA,FALSE
2008,"MN","7","R",2,14870,"Menze, Glen",7698,51.77,"Roebke, Alan",48.23,FALSE,NA,NA,FALSE
2008,"MO","2","D",5,29331,"Haas, William C. (Bill)",9018,30.75,"Pentland, David L.",20.48,FALSE,NA,NA,FALSE
2008,"MO","3","R",4,18994,"Sander, Chris",7923,41.71,"Tucker, John Wayne",31.39,FALSE,NA,NA,FALSE
2008,"MO","4","R",3,47871,"Parnell, Jeff",31979,66.8,"Plough, Stanley, Jr.",21.57,FALSE,NA,NA,FALSE
2008,"MO","5","R",4,17134,"Turk, Jacob",9294,54.24,"Knowlton, Chris",20.73,FALSE,NA,NA,FALSE
2008,"MO","6","D",2,43426,"Barnes, Kay",36712,84.54,"Sherkat, Ali Allon",15.46,FALSE,NA,NA,FALSE
2008,"MO","7","D",2,15412,"Monroe, Richard",11973,77.69,"Gloeckner, L. Gregory",22.31,FALSE,NA,NA,FALSE
2008,"MO","9","D",4,50987,"Baker, Judy",22498,44.12,"Gaw, Steve",31.11,FALSE,NA,NA,FALSE
2008,"MO","9","R",5,54295,"Luetkemeyer, Blaine",21543,39.68,"Onder, Bob",29.01,FALSE,NA,NA,FALSE
2008,"MS","1","D",5,98825,"Childers, Travis W.",40919,41.41,"Holland, Steve",30.63,TRUE,"Childers, Travis W.",TRUE,FALSE
2008,"MS","1","R",3,43931,"McCullough, Glenn L., Jr.",17082,38.88,"Davis, Greg",36.79,TRUE,"Davis, Greg",FALSE,FALSE
2008,"MS","2","D",2,128534,"Thompson, Bennie G.",110743,86.16,"Benford, Dorothy ""Dot""",13.84,FALSE,NA,NA,FALSE
2008,"MS","3","D",2,81573,"Gill, Joel L.",43539,53.37,"Eads, Randy",46.63,FALSE,NA,NA,FALSE
2008,"MS","3","R",7,66693,"Ross, Charlie",22254,33.37,"Harper, Gregg",28.33,TRUE,"Harper, Gregg",FALSE,FALSE
2008,"MT","AL","D",3,142542,"Driscoll, John",70176,49.23,"Hunt, Jim",41.93,FALSE,NA,NA,FALSE
2008,"NC","10","D",2,68292,"Johnson, Daniel",41076,60.15,"Ivester, Steve",39.85,FALSE,NA,NA,FALSE
2008,"NC","10","R",2,51349,"McHenry, Patrick",34457,67.1,"Sigmon, Lance",32.9,FALSE,NA,NA,FALSE
2008,"NC","11","R",3,40855,"Mumpower, Carl",19678,48.17,"Campbell, Spence",42.26,FALSE,NA,NA,FALSE
2008,"NC","13","D",2,127998,"Miller, Brad",113254,88.48,"Hafner, Derald",11.52,FALSE,NA,NA,FALSE
2008,"NC","3","D",2,78547,"Weber, Craig",54366,69.21,"Adame, Marshall",30.79,FALSE,NA,NA,FALSE
2008,"NC","3","R",2,40190,"Jones, Walter B.",23699,58.97,"McLaughlin, Joe",41.03,FALSE,NA,NA,FALSE
2008,"NC","4","R",2,33129,"Lawson, William (B.J.)",23373,70.55,"Cho, Augustus",29.45,FALSE,NA,NA,FALSE
2008,"NC","5","D",2,79725,"Carter, Roy",40101,50.3,"Hamby, Diane",49.7,FALSE,NA,NA,FALSE
2008,"NC","6","D",3,69798,"Bratton, Teresa Sue",42687,61.16,"Carter, Johnny J.",28.39,FALSE,NA,NA,FALSE
2008,"NC","9","D",2,77526,"Taylor, Harry",45329,58.47,"Overby, Ross",41.53,FALSE,NA,NA,FALSE
2008,"NC","9","R",2,55772,"Myrick, Sue",51402,92.16,"Stratton, Jack",7.84,FALSE,NA,NA,FALSE
2008,"NE","2","D",2,25996,"Esch, Jim",20937,80.54,"Carter, Richard N.",19.46,FALSE,NA,NA,FALSE
2008,"NE","2","R",2,27300,"Terry, Lee",23054,84.45,"Laird, Steven",15.55,FALSE,NA,NA,FALSE
2008,"NE","3","D",2,23778,"Stoddard, Jay C.",17668,74.3,"Spatz, Paul A.",25.7,FALSE,NA,NA,FALSE
2008,"NE","3","R",2,63047,"Smith, Adrian",55129,87.44,"Ellison, Jeremiah",12.56,FALSE,NA,NA,FALSE
2008,"NH","1","R",4,36273,"Bradley, Jeb",18559,51.16,"Stephen, John",46.22,FALSE,NA,NA,FALSE
2008,"NH","2","R",5,31600,"Horn, Jennifer",12726,40.27,"Clegg, ""Bob""",34.09,FALSE,NA,NA,FALSE
2008,"NJ","1","D",3,38672,"Andrews, Camille S.",32108,83.03,"Caramanna, John",11.23,FALSE,NA,NA,FALSE
2008,"NJ","1","R",2,7139,"Glading, Dale M.",5873,82.27,"Powers, Fernando",17.73,FALSE,NA,NA,FALSE
2008,"NJ","11","D",3,15612,"Wyka, Tom",10885,69.72,"Greenberg, Ellen",15.73,FALSE,NA,NA,FALSE
2008,"NJ","11","R",2,28035,"Frelinghuysen, Rodney",24304,86.69,"Erber, Kate",13.31,FALSE,NA,NA,FALSE
2008,"NJ","2","R",2,18051,"Lo Biondo, Frank A.",16026,88.78,"Ward, Donna M.",11.22,FALSE,NA,NA,FALSE
2008,"NJ","3","R",3,25719,"Myers, Chris",12694,49.36,"Kelly, John P.",25.39,FALSE,NA,NA,FALSE
2008,"NJ","5","D",3,15365,"Shulman, Dennis",9390,61.11,"Abate, Camile M",31.64,FALSE,NA,NA,FALSE
2008,"NJ","6","R",3,6706,"McLeod, Robert E.",3698,55.14,"Cerrato, Peter",29.02,FALSE,NA,NA,FALSE
2008,"NJ","7","R",7,25577,"Lance, Leonard",10094,39.47,"Whitman, Kate",19.75,FALSE,NA,NA,FALSE
2008,"NM","1","D",4,51348,"Heinrich, Martin T.",22341,43.51,"Vigil-Giron, Rebecca D.",24.66,FALSE,NA,NA,FALSE
2008,"NM","1","R",2,45306,"White, Darren",37060,81.8,"Carraro, Joseph J.",18.2,FALSE,NA,NA,FALSE
2008,"NM","2","D",2,38878,"Teague, Harry",20281,52.17,"McCamley, Bill",47.83,FALSE,NA,NA,FALSE
2008,"NM","2","R",5,36419,"Tinsley, Edward R.",11510,31.6,"Newman, Monty",20.56,FALSE,NA,NA,FALSE
2008,"NM","3","D",6,64478,"Lujan, Ben R.",26775,41.53,"Wiviott, Don",25.59,FALSE,NA,NA,FALSE
2008,"NM","3","R",2,27399,"East, Daniel K.",14767,53.9,"Gonzales, Marco E.",46.1,FALSE,NA,NA,FALSE
2008,"NV","1","D",2,21666,"Berkley, Shelley",19444,89.74,"Budetich, Mark John, Jr.",10.26,FALSE,NA,NA,FALSE
2008,"NV","1","R",7,12580,"Wegner, Kenneth",4359,34.65,"Mickelson, Russ",19.79,FALSE,NA,NA,FALSE
2008,"NV","2","R",2,50121,"Heller, Dean",43112,86.02,"Smack, James W.",13.98,FALSE,NA,NA,FALSE
2008,"NV","3","D",4,26245,"Titus, Dina",22232,84.71,"Michaels, Barry",8.81,FALSE,NA,NA,FALSE
2008,"NV","3","R",3,26896,"Porter, Jon",21955,81.63,"Law, Jesse",11.27,FALSE,NA,NA,FALSE
2008,"NY","10","D",2,35963,"Towns, Edolphus",24405,67.86,"Powell, Kevin",32.14,FALSE,NA,NA,FALSE
2008,"NY","13","D",2,16797,"McMahon, Michael E.",12805,76.23,"Harrison, Stephen A.",23.77,FALSE,NA,NA,FALSE
2008,"NY","13","R",2,6908,"Straniere, Robert A.",4206,60.89,"Wyne, Jamshad I.",39.11,FALSE,NA,NA,FALSE
2008,"NY","21","D",5,40336,"Tonko, Paul D.",15932,39.5,"Brooks, Tracey",30.16,FALSE,NA,NA,FALSE
2008,"NY","21","R",2,12194,"Buhrmaster, James R.",8589,70.44,"Vasquez, Steven",29.56,FALSE,NA,NA,FALSE
2008,"NY","26","D",3,23894,"Kryzan, Alice",9792,40.98,"Powers, Jonathan P.",35.57,FALSE,NA,NA,FALSE
2008,"NY","3","R",2,7744,"King, Peter T.",6847,88.42,"Previdi, Robert",11.58,FALSE,NA,NA,FALSE
2008,"OH","10","D",5,144371,"Kucinich, Dennis J.",72646,50.32,"Cimperman, Joe",35.16,FALSE,NA,NA,FALSE
2008,"OH","10","R",2,28245,"Trakas, Jim",22401,79.31,"Werner, Jason",20.69,FALSE,NA,NA,FALSE
2008,"OH","12","D",3,95577,"Robinson, David",48873,51.13,"Goodwin, Russ",34.36,FALSE,NA,NA,FALSE
2008,"OH","12","R",2,70131,"Tiberi, Pat",63450,90.47,"Ryon, David",9.53,FALSE,NA,NA,FALSE
2008,"OH","13","R",3,30009,"Potter, David S.",12064,40.2,"Chestney, Frank",33.63,FALSE,NA,NA,FALSE
2008,"OH","14","D",3,99954,"O'Neill, Bill",62263,62.29,"Greene, John H., Jr.",21.36,FALSE,NA,NA,FALSE
2008,"OH","15","R",2,51337,"Stivers, Steve",33838,65.91,"Wagner, Robert",34.09,FALSE,NA,NA,FALSE
2008,"OH","16","D",2,111467,"Boccieri, John A.",71038,63.73,"Cirelli, Mary M.",36.27,FALSE,NA,NA,FALSE
2008,"OH","16","R",3,70717,"Schuring, Kirk",33534,47.42,"Miller, Matt",42.05,FALSE,NA,NA,FALSE
2008,"OH","18","D",2,103483,"Space, Zack",87503,84.56,"Pitrone, Mark",15.44,FALSE,NA,NA,FALSE
2008,"OH","18","R",4,60313,"Dailey, Fred",23598,39.13,"Moll, Jeannette",30.86,FALSE,NA,NA,FALSE
2008,"OH","2","D",3,99744,"Wulsin, Victoria",57673,57.82,"Black, Stephen L.",29.69,FALSE,NA,NA,FALSE
2008,"OH","2","R",3,73010,"Schmidt, Jean",41987,57.51,"Brinkman, Tom",39.58,FALSE,NA,NA,FALSE
2008,"OH","3","D",3,95848,"Mitakides, Jane",51416,53.64,"Sanders, Charles W.",34.71,FALSE,NA,NA,FALSE
2008,"OH","5","R",3,72313,"Latta, Bob",54093,74.8,"Radcliffe, Scott B.",17.07,FALSE,NA,NA,FALSE
2008,"OH","7","D",6,88476,"Neuhardt, Sharon Swartz",32826,37.1,"Conner, Bill",33.94,FALSE,NA,NA,FALSE
2008,"OH","7","R",4,77330,"Austria, Steve",42499,54.96,"Hood, Ron",33.6,FALSE,NA,NA,FALSE
2008,"OH","9","R",2,26396,"Leavitt, Bradley S.",14703,55.7,"Emery, Ed",44.3,FALSE,NA,NA,FALSE
2008,"OK","1","D",2,19958,"Oliver, Georgianna W.",11116,55.7,"Manley, Mark",44.3,FALSE,NA,NA,FALSE
2008,"OK","1","R",2,36588,"Sullivan, John",33563,91.73,"Mo-Ghaddam, Fran",8.27,FALSE,NA,NA,FALSE
2008,"OK","2","D",2,77479,"Boren, Dan",66041,85.24,"Coleman, Kevin",14.76,FALSE,NA,NA,FALSE
2008,"OK","5","D",2,21905,"Perry, Steven L.",12902,58.9,"Smith, Bert",41.1,FALSE,NA,NA,FALSE
