"year","st","district","party","candidates","total_votes","leader","leader_votes","leader_share","second","second_share","runoff","runoff_winner","leader_won_runoff","top_two_state"
2016,"MO","7","D",3,18031,"Williams, Genevieve (Gen)",9402,52.14,"Reed, Steven",27.26,FALSE,NA,NA,FALSE
2016,"MO","7","R",8,107441,"Long, Billy",67012,62.37,"Byrne, Mary",13.09,FALSE,NA,NA,FALSE
2016,"MO","8","R",4,96958,"Smith, Jason",65450,67.5,"Brown, Hal",15.82,FALSE,NA,NA,FALSE
2016,"MS","1","R",2,106446,"Kelly, Trent",95049,89.29,"Clever, Paul",10.71,FALSE,NA,NA,FALSE
2016,"MS","3","D",2,44533,"Quinn, Dennis",29149,65.45,"Stewart, Nathan",34.55,FALSE,NA,NA,FALSE
2016,"MS","3","R",2,98757,"Harper, Gregg",87997,89.1,"Giles, Jimmy",10.9,FALSE,NA,NA,FALSE
2016,"NC","10","R",4,18895,"McHenry, Patrick",14817,78.42,"Gregory, Jeff",12.05,FALSE,NA,NA,FALSE
2016,"NC","11","D",2,19139,"Bryson, Rick",9695,50.66,"Hill, Tom",49.34,FALSE,NA,NA,FALSE
2016,"NC","12","D",7,29172,"Adams, Alma",12400,42.51,"Graham, Malcolm",28.89,FALSE,NA,NA,FALSE
2016,"NC","12","R",3,8362,"Threatt, Leon",3495,41.8,"Wright, Paul",34.61,FALSE,NA,NA,FALSE
2016,"NC","13","D",5,18340,"Davis, Bruce",4709,25.68,"Isner, Bob",25.07,FALSE,NA,NA,FALSE
2016,"NC","13","R",17,31706,"Budd, Ted",6340,20,"Blust, John",10.43,FALSE,NA,NA,FALSE
2016,"NC","2","D",5,16506,"McNeil, John P.",7613,46.12,"Watson, Jane",23.48,FALSE,NA,NA,FALSE
2016,"NC","2","R",3,31995,"Holding, George",17084,53.4,"Ellmers, Renee",23.6,FALSE,NA,NA,FALSE
2016,"NC","3","D",2,11807,"Reeves, Ernest T.",6456,54.68,"Hurst, David Allan",45.32,FALSE,NA,NA,FALSE
2016,"NC","3","R",3,24355,"Jones, Walter B.",15799,64.87,"Law, Phil",20.31,FALSE,NA,NA,FALSE
2016,"NC","4","R",2,15346,"Googe, Sue",10947,71.33,"Kimball, Teiji",28.67,FALSE,NA,NA,FALSE
2016,"NC","5","D",3,15573,"Brannon, Josh",7430,47.71,"Wallin, Charlie",26.87,FALSE,NA,NA,FALSE
2016,"NC","5","R",2,25260,"Foxx, Virginia",17162,67.94,"Curran, Pattie",32.06,FALSE,NA,NA,FALSE
2016,"NC","6","R",2,21636,"Walker, B. Mark",16859,77.92,"Hardin, Chris",22.08,FALSE,NA,NA,FALSE
2016,"NC","8","R",2,25357,"Hudson, Richard",16375,64.58,"D'Annunzio, Tim",35.42,FALSE,NA,NA,FALSE
2016,"NC","9","R",3,26606,"Pittenger, Robert",9299,34.95,"Harris, Mark",34.45,FALSE,NA,NA,FALSE
2016,"NE","2","R",2,49005,"Bacon, Don",32328,65.97,"Maxwell, Chip",34.03,FALSE,NA,NA,FALSE
2016,"NH","1","R",5,56699,"Guinta, Frank",26400,46.56,"Ashooh, Rich",45.29,FALSE,NA,NA,FALSE
2016,"NH","2","R",7,43053,"Lawrence, Jim",17180,39.9,"Flanagan, Jack B.",27.98,FALSE,NA,NA,FALSE
2016,"NJ","1","D",2,80739,"Norcross, Donald W.",56753,70.29,"Law, Alex",29.71,FALSE,NA,NA,FALSE
2016,"NJ","11","D",3,49238,"Wenzel, Joseph M.",34688,70.45,"McFarlane, Richard",17.77,FALSE,NA,NA,FALSE
2016,"NJ","11","R",2,58527,"Frelinghuysen, Rodney P.",44618,76.23,"Van Glahn, Rick",23.77,FALSE,NA,NA,FALSE
2016,"NJ","12","D",2,71004,"Coleman, Bonnie Watson",66479,93.63,"Kucsma, Alexander J.",6.37,FALSE,NA,NA,FALSE
2016,"NJ","2","D",2,41893,"Cole, David H.",33961,81.07,"Rozzo, Costantino ""Tino""",18.93,FALSE,NA,NA,FALSE
2016,"NJ","3","D",2,52489,"LaVergne, Frederick John",32963,62.8,"Keady, Jim",37.2,FALSE,NA,NA,FALSE
2016,"NJ","4","R",2,45434,"Smith, Christopher H.",41789,91.98,"Mac Donald, Bruce C.",8.02,FALSE,NA,NA,FALSE
2016,"NJ","5","R",3,51315,"Garrett, Scott",42179,82.2,"Cino, Michael J.",9.52,FALSE,NA,NA,FALSE
2016,"NJ","7","R",3,59006,"Lance, Leonard",31807,53.9,"Larsen, David",32.92,FALSE,NA,NA,FALSE
2016,"NJ","8","D",2,52921,"Sires, Albio",45988,86.9,"Delgado, Eloy J.",13.1,FALSE,NA,NA,FALSE
2016,"NM","3","R",2,27444,"Romero, Michael H.",17025,62.04,"Lucero, Michael Glenn",37.96,FALSE,NA,NA,FALSE
2016,"NV","1","D",3,18885,"Titus, Dina",15556,82.37,"Solorio, Jose A.",9.4,FALSE,NA,NA,FALSE
2016,"NV","1","R",6,10333,"Perry, Mary",2588,25.05,"Carlisle, Stephanie ",24.8,FALSE,NA,NA,FALSE
2016,"NV","2","D",3,25119,"Evans, H. D. ""Chip""",11333,45.12,"Shephard, Rick",35.76,FALSE,NA,NA,FALSE
2016,"NV","3","D",6,22868,"Rosen, Jacky",14221,62.19,"Sbaih, Jesse",12.8,FALSE,NA,NA,FALSE
2016,"NV","3","R",7,28146,"Tarkanian, Danny",9002,31.98,"Roberson, Michael",24.01,FALSE,NA,NA,FALSE
2016,"NV","4","D",8,30602,"Kihuen, Ruben",12221,39.94,"Flores, Lucy",25.66,FALSE,NA,NA,FALSE
2016,"NV","4","R",3,24236,"Hardy, Cresent",18610,76.79,"Monroe, Mike",17.89,FALSE,NA,NA,FALSE
2016,"NY","1","D",2,12641,"Throne-Holst, Anna E.",6479,51.25,"Calone, David L.",48.75,FALSE,NA,NA,FALSE
2016,"NY","10","D",2,30476,"Nadler, Jerrold L.",27270,89.48,"Rosenberg, Mikhail Oliver",10.52,FALSE,NA,NA,FALSE
2016,"NY","12","D",2,16755,"Maloney, Carolyn B.",15101,90.13,"Lindner, Peter",9.87,FALSE,NA,NA,FALSE
2016,"NY","13","D",9,45517,"Espaillat, Adriano",16377,35.98,"Wright, Keith L. T.",34.11,FALSE,NA,NA,FALSE
2016,"NY","15","D",2,10461,"Serrano, Jose E.",9334,89.23,"Baez, Leonel",10.77,FALSE,NA,NA,FALSE
2016,"NY","18","R",2,6270,"Oliva, Phil",3574,57,"Del Vecchio, Kenneth",43,FALSE,NA,NA,FALSE
2016,"NY","19","D",2,19362,"Teachout, Zephyr",13801,71.28,"Yandik, Will",28.72,FALSE,NA,NA,FALSE
2016,"NY","19","R",2,16175,"Faso, John J.",10922,67.52,"Heaney, Andrew",32.48,FALSE,NA,NA,FALSE
2016,"NY","22","R",3,23250,"Tenney, Claudia",9549,41.07,"Wells, Steven M.",34.34,FALSE,NA,NA,FALSE
2016,"NY","24","D",3,13068,"Deacon, Colleen",6517,49.87,"Kingson, Eric",30.56,FALSE,NA,NA,FALSE
2016,"NY","3","D",5,20343,"Suozzi, Thomas R.",7142,35.11,"Stern, Steve",22,FALSE,NA,NA,FALSE
2016,"NY","5","D",2,8635,"Meeks, Gregory W.",7056,81.71,"Mirza, Ali A.",18.29,FALSE,NA,NA,FALSE
2016,"NY","7","D",3,16377,"Velazquez, Nydia M.",10162,62.05,"Lee, Yungman F.",27.35,FALSE,NA,NA,FALSE
2016,"OH","1","D",3,58172,"Young, Michele",39535,67.96,"Kundrata, Fred",20.53,FALSE,NA,NA,FALSE
2016,"OH","13","D",2,98732,"Ryan, Tim",88154,89.29,"Luchansky, John Stephen",10.71,FALSE,NA,NA,FALSE
2016,"OH","14","D",2,55238,"Wager, Michael",36796,66.61,"Mackey, Alfred",33.39,FALSE,NA,NA,FALSE
2016,"OH","14","R",2,123923,"Joyce, David P.",79919,64.49,"Lynch, Matt",35.51,FALSE,NA,NA,FALSE
2016,"OH","2","D",3,46552,"Smith, William R.",19422,41.72,"Richards, Ronny",30.02,FALSE,NA,NA,FALSE
2016,"OH","2","R",2,119901,"Wenstrup, Brad",101765,84.87,"Lewis, Jim",15.13,FALSE,NA,NA,FALSE
2016,"OH","4","D",3,44473,"Garrett, Janet",29679,66.73,"Johnson, Daniel",25.44,FALSE,NA,NA,FALSE
2016,"OH","7","R",2,108306,"Gibbs, Bob",80853,74.65,"Robertson, Terry",25.35,FALSE,NA,NA,FALSE
2016,"OH","8","R",15,132697,"Davidson, Warren",42701,32.18,"Derickson, Timothy S.",23.88,FALSE,NA,NA,FALSE
2016,"OH","9","R",3,47087,"Larson, Donald P.",20859,44.3,"Kraus, Steven W.",36.03,FALSE,NA,NA,FALSE
2016,"OK","1","R",3,62655,"Bridenstine, Jim",50595,80.75,"Atkinson, Tom",16.05,FALSE,NA,NA,FALSE
2016,"OK","2","D",2,52833,"Harris-Till, Joshua",31681,59.96,"Schiefelbein, Paul E.",40.04,FALSE,NA,NA,FALSE
2016,"OK","2","R",2,31645,"Mullin, Markwayne",20065,63.41,"Jackson, Jarrin",36.59,FALSE,NA,NA,FALSE
2016,"OK","3","R",2,53918,"Lucas, Frank D.",42027,77.95,"Brown, Desiree",22.05,FALSE,NA,NA,FALSE
2016,"OK","4","D",2,26236,"Owen, Christina",16314,62.18,"Smith, Bert",37.82,FALSE,NA,NA,FALSE
2016,"OK","4","R",3,40362,"Cole, Tom",28813,71.39,"Taylor, James",18.33,FALSE,NA,NA,FALSE
2016,"OK","5","D",3,27203,"McAffrey, Al",10013,36.81,"Guild, Tom",36.76,TRUE,"McAffrey, Al",TRUE,FALSE
2016,"OK","5","R",2,34157,"Russell, Steve",27436,80.32,"Volpe, Frank",19.68,FALSE,NA,NA,FALSE
2016,"OR","1","D",2,110114,"Bonamici, Suzanne",99153,90.05,"Woodley, Shabba",9.95,FALSE,NA,NA,FALSE
2016,"OR","1","R",3,39057,"Heinrich, Brian J.",19290,49.39,"Morgan, Delinda",27.24,FALSE,NA,NA,FALSE
2016,"OR","2","R",2,106138,"Walden, Greg",85039,80.12,"Romero, Paul J., Jr.",19.88,FALSE,NA,NA,FALSE
2016,"OR","4","D",2,123710,"DeFazio, Peter A.",113816,92,"McKinney, Joseph",8,FALSE,NA,NA,FALSE
2016,"OR","4","R",2,81932,"Robinson, Art",55557,67.81,"Perkins, Jo Rae",32.19,FALSE,NA,NA,FALSE
2016,"OR","5","D",2,100818,"Schrader, Kurt",72634,72.04,"McTeague, Dave",27.96,FALSE,NA,NA,FALSE
2016,"OR","5","R",4,69826,"Willis, Colm",40568,58.1,"West, Ben",21.05,FALSE,NA,NA,FALSE
2016,"PA","14","D",2,135369,"Doyle, Mike",103710,76.61,"Brooks, Janis C.",23.39,FALSE,NA,NA,FALSE
2016,"PA","16","R",2,91962,"Smucker, Lloyd K.",49716,54.06,"Beiler, Chet",45.94,FALSE,NA,NA,FALSE
2016,"PA","17","R",2,54662,"Connolly, Matt",34263,62.68,"Geissinger, Glenn",37.32,FALSE,NA,NA,FALSE
2016,"PA","2","D",4,178704,"Evans, Dwight",75515,42.26,"Fattah, Chaka",34.42,FALSE,NA,NA,FALSE
2016,"PA","7","D",2,71301,"Balchunis, Mary Ellen",52792,74.04,"Golderer, Bill",25.96,FALSE,NA,NA,FALSE
2016,"PA","7","R",2,112852,"Meehan, Patrick L.",86178,76.36,"Casacio, Stan",23.64,FALSE,NA,NA,FALSE
2016,"PA","8","D",2,84280,"Santarsiero, Steve",50416,59.82,"Naughton, Shaughnessy",40.18,FALSE,NA,NA,FALSE
2016,"PA","8","R",3,94619,"Fitzpatrick, Brian",74150,78.37,"Warren, Andrew L.",12.5,FALSE,NA,NA,FALSE
2016,"PA","9","R",2,97559,"Shuster, Bill",49393,50.63,"Halvorson, Art",49.37,FALSE,NA,NA,FALSE
2016,"RI","1","D",2,35712,"Cicilline, David N.",24118,67.53,"Young, Christopher F.",32.47,FALSE,NA,NA,FALSE
2016,"RI","2","D",3,25362,"Langevin, James R.",16325,64.37,"Archer, Steven",18.8,FALSE,NA,NA,FALSE
2016,"SC","1","R",2,38300,"Sanford, Mark",21299,55.61,"Horne, Jenny",44.39,FALSE,NA,NA,FALSE
2016,"SC","2","D",2,19317,"Bjorn, Arik",9681,50.12,"Black, Phil",49.88,FALSE,NA,NA,FALSE
2016,"SC","5","R",2,28883,"Mulvaney, Mick",22603,78.26,"Craig, Ray",21.74,FALSE,NA,NA,FALSE
2016,"TN","1","R",2,43023,"Roe, Phil",35350,82.17,"Tribble, Clint",17.83,FALSE,NA,NA,FALSE
2016,"TN","3","D",3,16059,"Shekari, Melody",8660,53.93,"Friedman, Michael",33.18,FALSE,NA,NA,FALSE
2016,"TN","3","R",3,38099,"Fleischmann, Chuck",31964,83.9,"Smith, Geoffery Suhmer",8.07,FALSE,NA,NA,FALSE
2016,"TN","4","R",4,46457,"DesJarlais, Scott",24211,52.11,"Starrett, Grant",43.35,FALSE,NA,NA,FALSE
2016,"TN","5","R",3,15085,"Snyder, Stacy Ries",7666,50.82,"Smith, John ""Big John""",28.47,FALSE,NA,NA,FALSE
2016,"TN","6","D",2,11265,"Kent, David W.",7551,67.03,"Matheson, Flo",32.97,FALSE,NA,NA,FALSE
2016,"TN","6","R",4,52179,"Black, Diane",33215,63.66,"Carr, Joe S.",31.94,FALSE,NA,NA,FALSE
2016,"TN","8","D",2,14187,"Hobson, Rickey",7774,54.8,"Frye, Gregory Alan",45.2,FALSE,NA,NA,FALSE
2016,"TN","8","R",13,61530,"Kustoff, David",16889,27.45,"Flinn, George",23.08,FALSE,NA,NA,FALSE
2016,"TN","9","D",4,41668,"Cohen, Steve",35645,85.55,"Ford, Justin",10,FALSE,NA,NA,FALSE
2016,"TX","1","R",3,117527,"Gohmert, Louie",96313,81.95,"Winston, Simon",13.9,FALSE,NA,NA,FALSE
2016,"TX","10","D",2,43621,"Cadien, Tawana W.",22660,51.95,"Gallaher, Scot B.",48.05,FALSE,NA,NA,FALSE
2016,"TX","14","R",2,68857,"Weber, Randy",57869,84.04,"Casey, Keith",15.96,FALSE,NA,NA,FALSE
2016,"TX","15","D",6,52477,"Gonzalez, Vicente",22151,42.21,"Palacios, Juan ""Sonny,"" Jr.",18.89,TRUE,"Gonzalez, Vicente",TRUE,FALSE
2016,"TX","15","R",3,29247,"Westley, Tim",13164,45.01,"Villarreal, Ruben O.",31.97,TRUE,"Westley, Tim",TRUE,FALSE
2016,"TX","16","D",2,46800,"O'Rourke, Beto",40051,85.58,"Mendoza, Ben",14.42,FALSE,NA,NA,FALSE
2016,"TX","17","R",3,83547,"Flores, Bill",60502,72.42,"Patterson, Ralph",18.45,FALSE,NA,NA,FALSE
2016,"TX","18","R",4,16896,"Bartley, Lori",5691,33.68,"Gonzales, Reggie",33.07,TRUE,"Bartley, Lori",TRUE,FALSE
2016,"TX","19","R",9,104146,"Robertson, Glen",27868,26.76,"Arrington, Jodey",25.94,TRUE,"Arrington, Jodey",FALSE,FALSE
2016,"TX","21","D",2,50227,"Wakely, Tom",29632,59,"Vakil, Tejas",41,FALSE,NA,NA,FALSE
2016,"TX","21","R",4,116287,"Smith, Lamar",69866,60.08,"McCall, Matt",28.91,FALSE,NA,NA,FALSE
2016,"TX","22","D",2,30310,"Gibson, Mark",23084,76.16,"Hassan, A.R.",23.84,FALSE,NA,NA,FALSE
2016,"TX","23","D",2,48911,"Gallego, Pete P.",43223,88.37,"Keenen, Lee",11.63,FALSE,NA,NA,FALSE
2016,"TX","23","R",2,48498,"Hurd, Will",39870,82.21,"Peterson, William ""Hart""",17.79,FALSE,NA,NA,FALSE
2016,"TX","26","R",3,92750,"Burgess, Michael C.",73607,79.36,"Krause, Joel A.",14.23,FALSE,NA,NA,FALSE
2016,"TX","27","D",3,31666,"Barrera, Raul (Roy)",15939,50.33,"Madrigal, Ray",35.23,FALSE,NA,NA,FALSE
2016,"TX","27","R",2,75475,"Farenthold, Blake",42195,55.91,"Deeb, Gregg",44.09,FALSE,NA,NA,FALSE
2016,"TX","28","D",2,55676,"Cuellar, Henry",49993,89.79,"Hayward, William R.",10.21,FALSE,NA,NA,FALSE
2016,"TX","29","D",3,31010,"Green, Gene",17814,57.45,"Garcia, Adrian",38.61,FALSE,NA,NA,FALSE
2016,"TX","29","R",2,12560,"Garza, Julio",7421,59.08,"Schafranek, Robert",40.92,FALSE,NA,NA,FALSE
2016,"TX","3","D",2,23665,"Bell, Adam P.",14270,60.3,"Filak, Michael A.",39.7,FALSE,NA,NA,FALSE
2016,"TX","3","R",4,87704,"Johnson, Sam",65451,74.63,"Slavens, John Calvin",11.45,FALSE,NA,NA,FALSE
2016,"TX","30","D",3,64139,"Johnson, Eddie Bernice",44527,69.42,"Caraway, Barbara Mallory",23.81,FALSE,NA,NA,FALSE
2016,"TX","31","R",2,88123,"Carter, John",62817,71.28,"Sweeney, Mike",28.72,FALSE,NA,NA,FALSE
2016,"TX","32","R",4,81105,"Sessions, Pete",49813,61.42,"Ramsland, Russ",23.68,FALSE,NA,NA,FALSE
2016,"TX","33","D",2,32372,"Veasey, Marc",20526,63.41,"Quintanilla, Carlos",36.59,FALSE,NA,NA,FALSE
2016,"TX","33","R",2,12242,"Mitchell, M. Mark",6411,52.37,"Chadwick, Bruce",47.63,FALSE,NA,NA,FALSE
2016,"TX","34","R",2,24785,"Gonzalez, Rey, Jr.",12532,50.56,"Vaden, William ""Willie""",49.44,FALSE,NA,NA,FALSE
2016,"TX","4","R",3,113546,"Ratcliffe, John",77254,68.04,"Gigliotti, Lou",21.08,FALSE,NA,NA,FALSE
2016,"TX","6","D",3,33419,"Woolridge, Ruby Faye",23294,69.7,"Roseman, Jeffrey",17.93,FALSE,NA,NA,FALSE
2016,"TX","6","R",3,80537,"Barton, Joe",55285,68.65,"Fowler, Steven",22.3,FALSE,NA,NA,FALSE
2016,"TX","7","R",3,77300,"Culberson, John",44290,57.3,"Lloyd, James",24.86,FALSE,NA,NA,FALSE
2016,"TX","8","R",4,121778,"Brady, Kevin",65059,53.42,"Toth, Steve",37.31,FALSE,NA,NA,FALSE
2016,"UT","3","R",2,60361,"Chaffetz, Jason",47439,78.59,"Teng, Chia-Chi",21.41,FALSE,NA,NA,FALSE
2016,"VA","2","R",3,40731,"Taylor, Scott W.",21406,52.55,"Forbes, J. Randy",40.64,FALSE,NA,NA,FALSE
2016,"VA","4","D",2,15718,"McEachin, A. Donald",11851,75.4,"Ward, Ella P.",24.6,FALSE,NA,NA,FALSE
2016,"VA","4","R",2,7788,"Wade, Michael L. ""Mike""",4987,64.03,"Gonzalez, Jackee K.",35.97,FALSE,NA,NA,FALSE
2016,"VA","6","R",2,24376,"Goodlatte, Robert W. ""Bob""",18993,77.92,"Griego, Harry",22.08,FALSE,NA,NA,FALSE
2016,"VI","AL","D",2,4774,"Plaskett, Stacey E.",4099,85.86,"Russell, Ronald E.",14.14,FALSE,NA,NA,FALSE
2016,"WA","1","R",2,58664,"Sutherland, Robert J.",44970,76.66,"Orlinski, John",23.34,FALSE,NA,NA,TRUE
2016,"WA","10","D",2,75615,"Heck, Denny",58865,77.85,"Ferguson, Jennifer Gigi",22.15,FALSE,NA,NA,TRUE
2016,"WA","2","D",2,86652,"Larsen, Rick",71955,83.04,"Lapointe, Mike",16.96,FALSE,NA,NA,TRUE
2016,"WA","3","D",4,52891,"Moeller, Jim",30848,58.32,"McDevitt, David",24.38,FALSE,NA,NA,TRUE
2016,"WA","4","D",2,23998,"McKinley, Doug",21678,90.33,"Malan, John (the man)",9.67,FALSE,NA,NA,TRUE
2016,"WA","4","R",3,73702,"Newhouse, Dan",44720,60.68,"Didier, Clint",36.49,FALSE,NA,NA,TRUE
2016,"WA","5","R",2,76014,"Rodgers, Cathy McMorris",60184,79.17,"Horne, Tom",20.83,FALSE,NA,NA,TRUE
2016,"WA","6","D",2,90629,"Kilmer, Derek",87311,96.34,"Nuchims, Paul L.",3.66,FALSE,NA,NA,TRUE
2016,"WA","6","R",2,48928,"Bloom, Todd A.",36659,74.92,"Brodhead, Stephan Andrew",25.08,FALSE,NA,NA,TRUE
2016,"WA","7","D",5,167789,"Jayapal, Pramila",82753,49.32,"Walkinshaw, Brady Piñero",24.9,FALSE,NA,NA,TRUE
2016,"WA","7","R",2,25066,"Keller, Craig",16058,64.06,"Sutherland, Scott",35.94,FALSE,NA,NA,TRUE
2016,"WA","8","D",3,50760,"Ventrella, Tony",22035,43.41,"Ramos, Santiago",35.26,FALSE,NA,NA,TRUE
2016,"WA","9","D",3,88648,"Smith, Adam",67100,75.69,"Wineberry, Jesse",19.87,FALSE,NA,NA,TRUE
2016,"WI","1","D",2,24781,"Solen, Ryan",14639,59.07,"Breu, Tom",40.93,FALSE,NA,NA,FALSE
2016,"WI","1","R",2,68228,"Ryan, Paul",57364,84.08,"Nehlen, Paul",15.92,FALSE,NA,NA,FALSE
2016,"WI","3","D",2,41009,"Kind, Ron",33320,81.25,"Buchholz, Myron",18.75,FALSE,NA,NA,FALSE
2016,"WI","4","D",2,65269,"Moore, Gwen S.",55256,84.66,"George, Gary R.",15.34,FALSE,NA,NA,FALSE
2016,"WI","6","D",2,26111,"Lloyd, Sarah",19652,75.26,"Slattery, W. Michael",24.74,FALSE,NA,NA,FALSE
2016,"WI","7","D",2,33820,"Hoeft, Mary",27289,80.69,"Lewis, Joel",19.31,FALSE,NA,NA,FALSE
2016,"WI","7","R",2,32957,"Duffy, Sean",29501,89.51,"Raihala, Donald",10.49,FALSE,NA,NA,FALSE
2016,"WI","8","R",3,54136,"Gallagher, Mike",40322,74.48,"Lasee, Frank",19.77,FALSE,NA,NA,FALSE
2016,"WV","2","D",5,73213,"Hunt, Mark",21296,29.09,"Simpson, Cory",26.2,FALSE,NA,NA,FALSE
2016,"WV","2","R",2,62688,"Mooney, Alex X.",45839,73.12,"Savitt, Marc",26.88,FALSE,NA,NA,FALSE
2016,"WY","AL","D",2,18823,"Greene, Ryan",10955,58.2,"Hardy, Charlie",41.8,FALSE,NA,NA,FALSE
2016,"WY","AL","R",9,87927,"Cheney, Liz",35043,39.85,"Christensen, Leland",21.98,FALSE,NA,NA,FALSE
2018,"AK","AL","D",2,15505,"Shein, Dimitri",9434,60.84,"Hafner, Carol",39.16,FALSE,NA,NA,FALSE
2018,"AK","AL","R",3,70105,"Young, Don",49667,70.85,"Nelson, Thomas ""John""",15.57,FALSE,NA,NA,FALSE
2018,"AL","1","D",2,34243,"Kennedy, Robert, Jr.",27651,80.75,"McConnell, Lizzetta Hill",19.25,FALSE,NA,NA,FALSE
2018,"AL","2","D",2,33666,"Isner, Tabitha",20351,60.45,"Williams, Audri Scott",39.55,FALSE,NA,NA,FALSE
2018,"AL","2","R",5,94181,"Roby, Martha",36708,38.98,"Bright, Bobby",28.12,TRUE,"Roby, Martha",TRUE,FALSE
2018,"AL","3","D",2,32567,"Hagan, Mallory",21410,65.74,"Winfrey, Adia McClellan",34.26,FALSE,NA,NA,FALSE
2018,"AL","4","D",2,15906,"Auman, Lee",8609,54.12,"Neighbors, Rick",45.88,FALSE,NA,NA,FALSE
2018,"AL","4","R",2,115325,"Aderholt, Robert",93959,81.47,"Blackmon, Anthony",18.53,FALSE,NA,NA,FALSE
2018,"AL","5","R",2,89667,"Brooks, Mo",54928,61.26,"Hinchman, Clayton",38.74,FALSE,NA,NA,FALSE
2018,"AR","2","D",4,40344,"Tucker, Clarke",23325,57.82,"Combs, Gewn",20.3,FALSE,NA,NA,FALSE
2018,"AR","3","R",2,56745,"Womack, Steve",47757,84.16,"Ryerse, Robb",15.84,FALSE,NA,NA,FALSE
2018,"AR","4","R",2,50352,"Westerman, Bruce",40201,79.84,"Caldwell, Randy",20.16,FALSE,NA,NA,FALSE
2018,"AZ","1","R",3,68992,"Rogers, Wendy",30180,43.74,"Smith, Steve",37.04,FALSE,NA,NA,FALSE
2018,"AZ","2","D",7,81093,"Kirkpatrick, Ann",33938,41.85,"Heinz, Matt",29.59,FALSE,NA,NA,FALSE
2018,"AZ","2","R",4,69014,"Peterson, Lea Marquez",23571,34.15,"Martin, Brandon",28.7,FALSE,NA,NA,FALSE
2018,"AZ","3","R",3,26246,"Pierson, Nicolas ""Nick""",13090,49.87,"Arellano, Sergio",28.19,FALSE,NA,NA,FALSE
2018,"AZ","4","D",2,36304,"Brill, David",19048,52.47,"DiSanto, Delina",47.53,FALSE,NA,NA,FALSE
2018,"AZ","5","D",2,45893,"Greene, Joan",27222,59.32,"Torres, Jose",40.68,FALSE,NA,NA,FALSE
2018,"AZ","6","D",3,53694,"Malik, Anita",22666,42.21,"Ross, Heather",37.63,FALSE,NA,NA,FALSE
2018,"AZ","7","D",2,43087,"Gallego, Ruben",32231,74.8,"Miranda, Catherine",25.2,FALSE,NA,NA,FALSE
2018,"AZ","8","R",2,95601,"Lesko, Debbie",73776,77.17,"Dowling, Sandra E.",22.83,FALSE,NA,NA,FALSE
2018,"AZ","9","R",3,51748,"Ferrara, Stephen L.",31006,59.92,"Giles, Dave",32.31,FALSE,NA,NA,FALSE
2018,"CA","1","D",4,78166,"Denney, Audrey",34121,43.65,"Holcombe, Jessica Jones",28.54,FALSE,NA,NA,TRUE
2018,"CA","1","R",2,110014,"La Malfa, Doug",98354,89.4,"Cheadle, Gregory Edward",10.6,FALSE,NA,NA,TRUE
2018,"CA","10","D",6,58315,"Harder, Josh",20742,35.57,"Eggman, Michael",21.34,FALSE,NA,NA,TRUE
2018,"CA","10","R",2,63442,"Denham, Jeff",45719,72.06,"Howze, Ted D.",27.94,FALSE,NA,NA,TRUE
2018,"CA","11","D",2,115810,"DeSaulnier, Mark",107115,92.49,"Lytton, Dennis",7.51,FALSE,NA,NA,TRUE
2018,"CA","12","D",4,180574,"Pelosi, Nancy",141365,78.29,"Buttar, Shahid",9.75,FALSE,NA,NA,TRUE
2018,"CA","15","R",2,38093,"Peters, Rudy L., Jr.",33771,88.65,"St. John, Brendan",11.35,FALSE,NA,NA,TRUE
2018,"CA","17","D",3,87390,"Khanna, Ro",72676,83.16,"Tran, Khanh",9.68,FALSE,NA,NA,TRUE
2018,"CA","2","D",2,157077,"Huffman, Jared W.",144005,91.68,"Caffrey, Andy",8.32,FALSE,NA,NA,TRUE
2018,"CA","20","D",2,107784,"Panetta, Jimmy",102828,95.4,"Deitch, Douglas",4.6,FALSE,NA,NA,TRUE
2018,"CA","22","D",3,48963,"Janz, Andrew",38596,78.83,"Bliatout, Bobby",12.26,FALSE,NA,NA,TRUE
2018,"CA","23","D",4,34963,"Matta, Tatiana",14935,42.72,"Reed, Wendy",34.25,FALSE,NA,NA,TRUE
2018,"CA","24","R",2,81892,"Fareed, Justin",64177,78.37,"Woody, Michael Erin",21.63,FALSE,NA,NA,TRUE
2018,"CA","25","D",4,57034,"Hill, Katie",24507,42.97,"Caforio, Bryan",38.26,FALSE,NA,NA,TRUE
2018,"CA","26","D",2,77723,"Brownley, Julia",72764,93.62,"Nelson, John",6.38,FALSE,NA,NA,TRUE
2018,"CA","26","R",2,56763,"Sabato, Antonio, Jr.",30107,53.04,"Burum, Jeffrey D.",46.96,FALSE,NA,NA,TRUE
2018,"CA","27","D",2,104118,"Chu, Judy",86932,83.49,"Witt, Bryan",16.51,FALSE,NA,NA,TRUE
2018,"CA","28","D",2,101658,"Schiff, Adam B.",94249,92.71,"Genovese, Sal",7.29,FALSE,NA,NA,TRUE
2018,"CA","29","D",2,48857,"Cardenas, Tony",43579,89.2,"Shammas, Joseph ""Joe""",10.8,FALSE,NA,NA,TRUE
2018,"CA","3","D",2,80523,"Garamendi, John",74552,92.58,"Puett, Kevin",7.42,FALSE,NA,NA,TRUE
2018,"CA","30","D",3,93433,"Sherman, Brad",80038,85.66,"Rab, Raji",7.23,FALSE,NA,NA,TRUE
