"GEOID20","boe5","pop","pop_black","pop_white","vap","vap_black","vap_white","reg","reg_black","x_km","y_km","area_km2"
"131530211171037",1,62,8,42,54,8,37,11,0,15.4002,34.3048,0.25488
"131530211171038",1,51,6,39,45,6,35,14,3,15.583,34.254,0.06062
"131530211171040",1,26,14,12,20,8,12,7,2,15.4144,34.3274,0.03001
"131530211171041",1,0,0,0,0,0,0,0,0,15.8541,33.9466,0.18279
"131530211171043",1,61,8,11,42,6,10,0,0,16.1852,34.1075,0.02386
"131530211171044",1,0,0,0,0,0,0,0,0,15.9699,33.8044,0.01283
"131530211171046",1,10,1,2,7,0,2,0,0,16.2537,34.0078,0.00319
"131530211173012",1,28,17,10,27,16,10,5,3,14.357,36.2415,0.00506
"131530211173013",1,31,8,19,26,8,16,54,23,13.5648,36.2517,0.17408
"131530211173014",1,252,125,101,205,93,93,136,75,13.6036,36.4682,0.15873
"131530211173016",1,89,28,43,71,19,39,0,0,13.7591,36.4613,0.02466
"131530211173017",1,0,0,0,0,0,0,0,0,13.6159,36.6007,0.01536
"131530211173019",1,0,0,0,0,0,0,0,0,12.904,36.429,0.22318
"131530211173020",1,0,0,0,0,0,0,0,0,12.6783,36.257,0.03036
"131530211173022",1,0,0,0,0,0,0,0,0,12.5591,36.4786,0.00695
"131530211173023",1,0,0,0,0,0,0,0,0,12.551,36.3077,0.01333
"131530211173025",1,69,0,60,60,0,53,10,2,13.8221,35.863,0.19499
"131530211173026",1,0,0,0,0,0,0,0,0,13.0664,36.1061,0.0011
"131530211173027",1,0,0,0,0,0,0,0,0,12.9982,35.8122,0.00671
"131530211173028",1,30,0,20,24,0,18,4,0,13.2384,35.7399,0.12769
"131530211173029",1,10,2,6,4,1,1,0,0,13.279,35.7229,0.00666
"131530211173030",1,20,8,2,14,5,1,0,0,13.177,35.5092,0.13078
"131530211173031",1,0,0,0,0,0,0,0,0,15.6369,36.1921,0.27615
"131530211173032",1,0,0,0,0,0,0,0,0,15.624,36.2926,0.10025
"131530211173033",1,0,0,0,0,0,0,0,0,16.051,36.4502,0.0307
"131530211173034",1,0,0,0,0,0,0,0,0,16.1159,36.2905,0.03278
"131530211173035",1,0,0,0,0,0,0,0,0,16.1846,36.0011,0.13219
"131530211173036",1,376,154,162,320,121,149,277,116,16.1634,35.4698,0.58894
"131530211173037",1,0,0,0,0,0,0,0,0,16.5328,35.4257,0.0074
"131530211173038",1,0,0,0,0,0,0,0,0,16.6691,35.1532,0.00871
"131530211173039",1,35,0,30,29,0,26,11,0,14.2311,35.893,0.16709
"131530211171047",1,40,0,11,21,0,4,64,6,16.2495,34.0554,0.00401
"131530211172000",1,0,0,0,0,0,0,0,0,16.7257,35.0198,0.02605
"131530211172001",1,178,22,129,144,18,106,48,7,16.6684,34.5362,0.39391
"131530211172002",1,22,6,10,13,0,10,1,0,16.6489,34.8197,0.01851
"131530211172004",1,44,1,32,37,1,32,7,2,16.7296,34.6856,0.04973
"131530211172005",1,147,3,42,92,3,28,76,8,16.3921,34.1192,0.04216
"131530211172007",1,0,0,0,0,0,0,0,0,16.8054,34.1594,0.07545
"131530211172008",1,0,0,0,0,0,0,2,1,16.725,33.9795,0.04655
"131530211172010",1,341,13,116,232,11,87,31,4,16.7141,33.6853,0.45806
"131530211172011",1,25,4,5,24,4,5,0,0,16.2654,33.8067,0.03765
"131530211172012",1,21,3,3,12,3,2,0,0,16.1409,33.5277,0.02177
"131530211172013",1,25,13,6,20,9,6,0,0,16.1519,33.7854,0.02197
"131530211172014",1,70,8,10,48,7,8,0,0,16.3195,33.5694,0.03005
"131530211172015",1,86,5,18,51,5,15,0,0,16.2276,33.5287,0.02389
"131530211172016",1,71,12,48,57,12,39,24,9,16.6565,33.1962,0.08036
"131530211172017",1,41,5,26,35,5,24,7,0,16.2996,33.2113,0.31908
"131530211172018",1,15,3,4,3,1,0,1,1,16.6465,32.8124,0.05489
"131530211172019",1,0,0,0,0,0,0,0,0,16.1618,33.936,0.00253
"131530211172020",1,0,0,0,0,0,0,0,0,16.2614,33.9531,0.00357
"131530211172021",1,177,2,157,126,2,114,41,9,17.1262,32.9833,0.66662
"131530211172022",1,35,0,29,32,0,27,11,0,17.3986,32.7878,0.08839
"131530211172023",1,19,5,12,14,4,8,0,0,16.6965,33.0257,0.03305
"131530211172024",1,0,0,0,0,0,0,0,0,16.7777,34.7249,0.03612
"131530211172025",1,10,0,6,5,0,1,0,0,16.8896,34.701,0.00774
"131530211172026",1,0,0,0,0,0,0,0,0,16.9182,34.644,0.00891
"131530211181002",5,69,22,24,65,19,24,0,0,20.9082,33.5066,0.01
"131530211182000",5,64,12,35,52,9,27,22,6,21.2932,33.1301,0.03769
"131530211183000",5,0,0,0,0,0,0,0,0,24.2952,32.8391,1.19506
"131530211183003",4,403,260,119,260,160,87,127,80,22.5493,33.5558,0.60479
"131530211183006",4,0,0,0,0,0,0,0,0,22.5906,33.0768,0.05195
"131530211183010",5,47,6,0,24,5,0,6,0,21.8732,33.371,0.02165
"131530211181000",5,760,419,267,575,305,216,342,183,21.1636,33.6387,0.44686
"131530211181001",5,96,42,37,75,29,35,0,0,21.1365,33.5474,0.01717
"131530211181003",5,8,2,0,5,0,0,1,0,20.8073,33.8432,0.25821
"131530211181004",5,45,9,13,35,9,10,7,2,21.0788,33.2373,0.05691
"131530211181005",5,70,12,52,55,8,47,18,2,20.646,33.2961,0.02768
"131530211182001",5,201,74,105,191,69,102,86,42,20.6594,33.1719,0.02727
"131530211182002",5,0,0,0,0,0,0,0,0,20.9208,33.1148,0.06313
"131530211183001",5,0,0,0,0,0,0,0,0,23.5191,33.1244,0.8117
"131530211183002",5,0,0,0,0,0,0,0,0,23.4118,33.2744,0.08564
"131530211183004",4,20,17,1,13,12,1,3,3,22.8354,33.8154,0.03183
"131530211183005",4,237,155,58,172,109,42,96,58,22.7061,33.4902,0.11095
"131530211183007",4,23,8,1,11,7,1,0,0,21.8501,34.1825,0.07057
"131530211183008",4,46,30,2,27,16,1,12,7,21.6081,34.2201,0.04752
"131530211183009",5,387,99,67,269,67,65,67,22,21.7951,33.5395,0.61171
"131530211183011",5,63,15,8,37,7,5,4,1,21.6495,33.3818,0.01443
"131530211183012",4,0,0,0,0,0,0,0,0,22.3196,33.1518,0.00339
"131530211191000",5,177,50,95,146,40,83,60,19,19.2748,33.0535,0.27602
"131530211191003",1,135,58,69,103,53,45,64,37,18.4149,32.9667,0.30677
"131530211191006",1,310,134,156,237,101,122,223,90,18.5123,32.4698,0.52749
"131530211191010",1,60,30,26,44,21,21,19,7,18.5699,32.6614,0.03041
"131530211192000",5,332,92,218,289,67,205,42,18,20.3842,33.78,0.31578
"131530211192003",5,50,0,33,40,0,33,0,0,20.2911,33.3828,0.09294
"131530211193006",1,0,0,0,0,0,0,0,0,18.5449,33.8214,0.21138
"131530211193010",1,0,0,0,0,0,0,0,0,17.2926,33.8908,0.00165
"131530211193013",1,0,0,0,0,0,0,0,0,18.0807,33.493,0.11599
"131530211193016",5,52,20,20,43,19,16,8,2,19.4007,33.8315,0.03349
"131530211193019",5,166,41,73,106,28,52,48,16,19.2273,33.8543,0.07585
"131530211191001",5,48,13,23,33,8,18,2,1,19.2439,33.0702,0.01806
"131530211191002",1,417,139,234,359,115,204,6,0,18.4786,33.2418,0.24534
"131530211191004",1,102,42,48,85,33,44,25,7,18.0941,32.7857,0.06379
"131530211191005",1,61,20,30,41,12,22,12,4,17.8532,32.6367,0.04838
"131530211191007",1,113,38,58,78,26,47,27,11,18.031,32.4526,0.07949
"131530211191008",1,116,32,64,90,21,50,37,9,18.1871,32.6522,0.06642
"131530211191009",1,44,18,20,40,16,18,16,9,18.453,32.675,0.02782
"131530211191011",1,0,0,0,0,0,0,130,44,17.671,32.8307,0.18378
"131530211191012",1,25,6,17,20,1,17,7,0,17.5009,32.7942,0.05204
"131530211192001",5,79,41,26,69,32,26,20,9,19.9186,33.8492,0.26537
"131530211192002",5,24,7,10,18,2,9,6,0,19.6031,34.0785,0.05187
"131530211192004",5,833,395,358,722,332,328,349,173,19.8987,33.1419,0.38045
"131530211192005",5,66,16,16,48,10,13,19,4,19.5801,33.5257,0.0233
"131530211192006",5,72,30,38,54,22,31,22,8,19.6693,33.4727,0.03684
"131530211192007",5,19,6,8,16,5,8,0,0,20.2243,33.1636,0.01062
"131530211192008",5,80,34,24,62,28,16,22,7,19.9139,33.4667,0.06914
"131530211192009",5,44,7,29,40,5,28,15,5,19.7675,33.4767,0.03313
"131530211192010",5,18,2,7,9,2,6,0,0,20.1615,33.0398,0.01154
"131530211192011",5,0,0,0,0,0,0,0,0,20.2138,32.8654,0.00263
"131530211192012",5,21,3,9,15,3,7,0,0,20.4591,33.1181,0.00522
"131530211193000",5,52,22,22,36,10,19,8,3,19.2693,34.0866,0.06718
"131530211193001",5,158,74,73,121,46,66,44,22,18.9116,33.6803,0.27028
"131530211193002",5,93,24,54,81,19,47,28,9,19.2093,33.592,0.05026
"131530211193003",5,73,34,25,51,23,18,23,6,19.3899,33.4793,0.0394
"131530211193004",5,67,24,42,45,16,28,24,8,19.2109,33.4078,0.04276
"131530211193005",5,176,59,94,143,36,84,62,11,18.9881,33.8148,0.09893
"131530211193007",1,0,0,0,0,0,0,0,0,18.0095,33.9123,0.42223
"131530211193008",1,0,0,0,0,0,0,0,0,17.4908,33.9372,0.00677
"131530211193009",1,0,0,0,0,0,0,0,0,17.3972,33.9907,0.06061
"131530211193011",1,236,108,103,177,72,83,144,69,17.7162,33.5186,0.21527
"131530211193012",1,110,56,35,96,48,34,0,0,17.5373,33.6671,0.02013
"131530211193014",1,12,5,2,5,2,2,0,0,17.5645,33.3078,0.15994
"131530211193015",1,2,1,0,2,1,0,3,2,17.389,33.367,0.01908
"131530211193017",5,56,16,30,47,12,26,17,5,19.4971,33.829,0.02971
"131530211193018",5,65,33,29,38,16,20,22,12,19.5862,33.8262,0.02861
"131530211201003",2,41,24,10,23,9,10,7,4,18.858,31.6554,0.01248
"131530211201006",2,81,34,46,60,28,31,37,11,18.8212,31.3479,0.04187
"131530211201009",2,41,8,29,30,4,24,12,1,19.3599,30.8926,0.02019
"131530211201012",2,115,56,40,83,34,35,49,14,18.9851,31.2009,0.0748
"131530211201016",2,0,0,0,0,0,0,0,0,19.1667,30.7492,0.02183
"131530211201019",2,34,15,12,26,11,12,10,2,19.5498,31.1273,0.01717
"131530211202002",2,75,4,62,71,4,58,29,7,20.1516,31.8208,0.10591
"131530211203003",2,72,34,31,60,25,28,13,7,18.7304,30.5209,0.066
"131530211203006",2,80,4,67,64,0,58,16,3,18.9913,30.1725,0.08481
"131530211204013",1,59,24,32,42,15,25,29,19,18.7369,31.9602,0.02869
"131530211204017",2,96,24,68,74,13,58,28,1,19.4681,32.3786,0.06385
"131530211204020",2,19,5,11,12,0,10,2,0,19.908,32.1449,0.01985
"131530211204023",2,56,9,38,36,4,26,12,3,20.7937,32.102,0.0406
"131530211204026",1,84,10,68,59,7,49,14,0,18.3579,31.9622,0.23645
"131530211204030",2,51,8,36,37,6,26,12,3,18.7361,31.763,0.01262
"131530211204033",2,51,40,11,35,25,10,10,5,19.0063,31.7776,0.01192
"131530211204036",2,12,3,3,4,1,0,0,0,19.0932,32.0051,0.00104
"131530211204039",2,32,5,24,27,2,22,1,0,20.2276,32.0522,0.02577
"131530211204000",5,265,39,213,230,26,191,131,38,20.8938,32.6114,0.50192
"131530211204001",5,0,0,0,0,0,0,0,0,20.3052,32.8374,0.03944
"131530211204002",5,69,4,57,53,4,41,26,3,21.0556,32.7277,0.09115
"131530211204003",5,107,30,71,79,19,56,30,8,20.7699,32.6853,0.10575
"131530211204004",5,0,0,0,0,0,0,0,0,20.8504,33.0185,0.07032
"131530211204005",5,32,7,20,27,6,18,10,7,20.4154,32.9606,0.00969
"131530211204006",2,0,0,0,0,0,0,3,0,20.8489,32.279,0.06875
"131530211204007",2,202,42,145,155,23,121,53,13,20.3182,32.4456,0.24744
"131530211204008",2,68,12,48,53,10,36,20,6,20.1153,32.4722,0.06434
"131530211204009",2,9,3,0,6,2,0,0,0,19.6806,32.783,0.02057
"131530211204010",1,243,105,120,203,81,106,81,24,19.0555,32.3802,0.28719
"131530211204011",1,110,48,55,94,41,48,32,11,19.0658,32.1275,0.07697
"131530211204012",2,38,20,12,21,9,10,11,2,18.9893,31.8865,0.04007
"131530211204014",2,71,15,53,58,9,46,38,11,20.3046,32.1989,0.1141
"131530211204015",2,46,6,37,37,3,31,15,5,19.7326,32.5425,0.07925
"131530211204016",2,94,26,64,76,15,59,23,2,19.6557,32.4744,0.0717
"131530211204018",2,61,16,33,47,10,32,12,4,19.6335,32.251,0.04492
"131530211204019",2,46,17,25,43,17,23,11,5,19.8308,32.1071,0.03905
"131530211204021",2,130,55,68,99,35,57,38,17,19.433,32.1223,0.09175
"131530211204022",2,0,0,0,0,0,0,0,0,20.8004,32.0278,0.00513
"131530211204024",2,14,9,2,6,4,0,0,0,20.6771,32.0629,0.00258
"131530211204025",2,14,2,4,4,0,0,0,0,20.8055,32.0597,0.00209
"131530211204027",1,0,0,0,0,0,0,0,0,17.8734,31.9507,0.17763
"131530211204028",1,0,0,0,0,0,0,0,0,17.9707,31.8481,0.00633
"131530211204029",2,23,6,9,15,3,9,36,20,18.6635,31.7453,0.01178
"131530211204031",2,50,18,22,28,11,14,12,4,18.8044,31.781,0.01518
"131530211204032",2,27,8,10,17,3,7,3,0,18.8705,31.7393,0.00929
"131530211204034",2,0,0,0,0,0,0,0,0,19.1135,31.8354,0.00337
"131530211204035",2,76,72,0,44,42,0,25,20,19.1486,31.8543,0.02155
"131530211204037",2,0,0,0,0,0,0,0,0,18.9893,31.951,0.00359
"131530211204038",2,46,25,11,34,18,9,19,8,19.0044,31.7096,0.01578
"131530211204040",2,59,13,42,51,11,39,16,2,20.054,32.2032,0.04134
"131530211204041",2,9,0,7,5,0,4,0,0,20.0618,32.108,0.00256
"131530211201000",2,231,131,68,168,89,53,63,29,19.1875,31.7345,0.11545
"131530211201001",2,0,0,0,0,0,0,0,0,19.1086,31.6528,0.00061
"131530211201002",2,72,21,41,54,17,31,27,8,19.0649,31.5403,0.03339
"131530211201004",2,99,38,51,68,27,36,31,11,19.1172,31.4462,0.04238
"131530211201005",2,116,51,46,89,40,34,33,15,18.7606,31.5001,0.05198
"131530211201007",2,79,19,46,48,12,28,17,8,19.1859,31.3473,0.03016
"131530211201008",2,339,144,170,240,94,122,112,39,19.1994,30.9461,0.25207
"131530211201010",2,43,6,25,23,4,15,17,5,19.4516,31.0225,0.01913
"131530211201011",2,38,14,21,32,11,19,9,2,19.5639,30.9681,0.023
"131530211201013",2,109,20,82,77,12,62,35,3,18.7591,31.1021,0.07094
"131530211201014",2,50,27,16,36,14,16,16,7,18.7835,30.9247,0.03419
"131530211201015",2,14,8,1,11,7,1,0,0,19.7933,30.7934,0.01215
"131530211201017",2,32,4,23,24,4,16,10,1,19.6627,30.9285,0.01764
"131530211201018",2,34,17,9,17,7,4,13,6,19.699,31.0579,0.01857
"131530211202000",2,0,0,0,0,0,0,0,0,20.5328,32.0149,0.00375
"131530211202001",2,102,9,89,77,6,67,18,2,20.4399,31.427,0.50291
"131530211202003",2,47,8,24,38,8,17,13,3,19.979,31.7548,0.03473
"131530211202004",2,44,14,22,29,8,19,0,0,20.0231,31.9838,0.0244
"131530211202005",2,79,40,23,60,26,22,6,1,19.5652,31.9548,0.04272
"131530211202006",2,52,19,30,47,19,26,16,4,19.7373,31.8872,0.04348
"131530211202007",2,134,89,38,83,58,23,48,25,19.4542,31.7306,0.06852
"131530211202008",2,33,14,18,28,14,14,14,7,19.5238,31.7027,0.02347
"131530211202009",2,166,88,60,121,59,50,59,25,19.5013,31.389,0.1115
"131530211202010",2,114,30,79,88,21,65,24,5,19.7832,31.4219,0.12356
"131530211202011",2,84,12,52,65,10,43,22,8,19.8295,31.6718,0.05589
"131530211202012",2,123,22,95,99,21,76,25,3,20.0633,31.2828,0.19803
"131530211202013",2,47,18,25,34,10,22,15,6,19.8181,31.1852,0.03506
"131530211202014",2,47,17,22,36,16,15,8,6,19.7431,31.1077,0.0097
"131530211202015",2,44,13,24,29,9,16,3,0,19.7828,30.9397,0.01579
"131530211202016",2,6,4,0,2,2,0,3,0,20.069,30.8053,0.06218
"131530211203000",2,35,0,28,27,0,23,4,0,19.9352,30.2771,0.3871
"131530211203001",2,154,22,121,117,16,94,34,4,19.36,30.535,0.28826
"131530211203002",2,121,26,84,96,17,69,21,4,19.3373,30.4387,0.10629
"131530211203004",2,102,31,64,89,26,59,28,3,19.101,30.401,0.09881
"131530211203005",2,109,25,71,87,18,59,23,4,19.2106,29.9628,0.33028
"131530211203007",2,62,23,37,54,22,31,21,5,18.7297,30.1936,0.06845
"131530211211001",5,26,2,23,24,2,22,13,1,21.747,30.4342,0.07551
"131530211211004",2,36,3,27,30,3,22,5,0,20.9829,30.6586,0.03915
"131530211211007",2,27,2,23,21,0,20,4,2,20.7469,30.4149,0.03018
"131530211211023",5,0,0,0,0,0,0,0,0,21.1756,29.3717,0.00889
"131530211211027",2,35,0,26,22,0,18,8,0,20.5079,28.6984,0.34605
"131530211211030",2,27,7,16,20,5,13,11,2,19.598,28.8782,0.12023
"131530211212002",5,9,3,3,4,0,3,0,0,22.2978,32.6896,0.00406
"131530211212005",5,44,6,28,34,0,25,10,6,21.8533,32.8708,0.04667
"131530211212009",5,11,5,0,8,4,0,0,0,22.3177,32.1394,0.00618
"131530211212012",5,209,76,123,172,54,110,60,13,21.6645,32.5481,0.2692
"131530211212015",5,56,23,27,49,23,24,18,9,21.7396,32.5336,0.04057
"131530211212018",5,0,0,0,0,0,0,0,0,22.759,32.6793,0.04592
"131530211212022",5,13,1,12,12,1,11,3,0,21.9407,31.2106,0.07972
"131530211212025",5,39,6,31,38,6,30,4,0,21.4438,31.0144,0.1614
"131530211212028",2,19,8,9,15,4,9,0,0,21.2584,31.5485,0.02034
"131530211211000",5,94,29,60,79,25,50,31,8,21.4955,30.3376,0.32408
"131530211211002",5,0,0,0,0,0,0,0,0,21.2305,30.4615,0.00565
"131530211211003",2,0,0,0,0,0,0,0,0,21.2282,30.5827,0.00266
"131530211211005",2,166,38,124,136,30,106,51,11,20.5571,30.1599,0.73838
"131530211211006",2,21,9,10,19,8,10,5,2,20.7747,30.5539,0.02674
"131530211211008",2,57,11,38,45,11,28,13,0,20.9486,30.1408,0.06429
"131530211211009",2,0,0,0,0,0,0,0,0,21.2141,30.407,0.00142
"131530211211010",2,42,5,34,36,3,30,5,0,21.0357,30.4085,0.04659
"131530211211011",2,44,6,33,37,4,28,10,1,21.0436,30.5462,0.04977
"131530211211012",2,0,0,0,0,0,0,1,0,21.1015,29.803,0.01243
"131530211211013",2,0,0,0,0,0,0,0,0,21.142,29.7722,0.00365
"131530211211014",5,0,0,0,0,0,0,0,0,21.2135,29.907,0.01675
"131530211211015",2,0,0,0,0,0,0,0,0,21.2026,30.265,0.00154
"131530211211016",2,0,0,0,0,0,0,0,0,21.1929,30.0925,0.00259
"131530211211017",2,74,5,59,57,5,44,15,0,20.7198,29.5287,0.2985
"131530211211018",2,4,0,0,3,0,0,2,2,20.3737,29.227,0.85482
"131530211211019",2,95,28,66,71,17,53,25,1,19.6593,29.6481,0.09376
"131530211211020",2,63,18,42,54,11,42,12,1,19.6595,29.343,0.12323
"131530211211021",2,11,4,6,11,4,6,2,1,21.0867,29.538,0.04033
"131530211211022",2,0,0,0,0,0,0,1,0,21.1513,29.5958,0.01512
"131530211211024",5,39,0,35,29,0,28,7,0,21.2686,29.4683,0.08548
"131530211211025",5,25,9,6,18,7,5,5,4,21.2647,30.0154,0.04276
"131530211211026",5,17,9,6,7,4,3,3,1,21.41,29.7991,0.06843
"131530211211028",2,8,2,5,5,2,3,4,4,19.8155,28.7552,0.05062
"131530211211029",2,17,3,3,15,3,3,0,0,19.7648,29.0998,0.03485
"131530211212000",5,74,8,65,58,7,51,15,3,22.496,32.6371,0.34202
"131530211212001",5,19,0,13,16,0,13,6,2,22.2988,32.3838,0.04153
"131530211212003",5,90,15,72,69,10,56,13,2,21.9134,32.9918,0.21982
"131530211212004",5,27,11,10,22,8,9,8,3,21.6868,32.8416,0.01377
"131530211212006",5,2,2,0,2,2,0,0,0,22.6024,32.1148,0.00822
"131530211212007",5,109,3,98,91,0,86,27,4,22.1362,31.882,0.38032
"131530211212008",5,54,3,46,52,2,45,10,0,21.8745,32.0349,0.0671
"131530211212010",5,35,10,14,32,10,12,0,0,21.8564,32.2204,0.02084
"131530211212011",5,35,1,31,27,0,24,11,4,22.0568,32.0345,0.04965
"131530211212013",5,20,12,7,11,7,4,4,3,21.8148,32.2964,0.00914
"131530211212014",5,30,15,11,26,12,11,5,3,21.8094,32.3621,0.00935
"131530211212016",5,57,13,34,50,13,27,20,4,22.0261,32.6784,0.03944
"131530211212017",5,148,43,100,120,30,87,27,5,22.1647,32.4806,0.11655
"131530211212019",5,0,0,0,0,0,0,0,0,21.491,32.1692,0.09517
"131530211212020",5,69,11,57,61,11,49,10,2,21.7478,31.477,0.5376
"131530211212021",5,0,0,0,0,0,0,0,0,21.326,31.7211,0.00241
"131530211212023",2,0,0,0,0,0,0,0,0,21.2101,31.9253,0.04811
"131530211212024",5,19,0,16,15,0,14,4,0,21.7565,30.9948,0.10547
"131530211212026",5,0,0,0,0,0,0,0,0,21.2763,31.0555,0.00672
"131530211212027",5,0,0,0,0,0,0,0,0,21.309,31.4705,0.00379
"131530211212029",2,94,2,83,76,1,69,22,0,20.8633,31.4092,0.49518
"131530211212030",2,7,1,6,7,1,6,4,3,21.0977,31.0569,0.13128
"131530211212031",2,0,0,0,0,0,0,0,0,20.89,31.2331,0.09465
"131530211212032",2,5,4,0,5,4,0,2,0,20.8665,30.796,0.02775
"131530211212033",2,0,0,0,0,0,0,0,0,21.0922,30.7841,0.0547
"131530211212034",2,0,0,0,0,0,0,0,0,21.2682,31.105,0.0053
"131530211212035",5,0,0,0,0,0,0,0,0,21.2528,30.7399,0.00116
"131530211212036",5,18,0,15,15,0,12,5,0,21.6383,30.7353,0.08309
"131530211212037",2,0,0,0,0,0,0,0,0,21.2011,31.4882,0.00593
"131530211221006",2,0,0,0,0,0,0,0,0,12.3266,33.2151,0.00496
"131530211221010",2,403,62,318,321,48,251,91,17,13.5729,33.5539,0.4293
"131530211221013",2,42,9,30,36,8,25,10,3,13.5619,33.9687,0.03457
"131530211221016",2,39,16,17,31,12,14,9,4,12.937,33.2377,0.02586
"131530211221019",2,197,19,166,163,19,132,66,6,13.661,33.1671,0.21294
"131530211221023",2,0,0,0,0,0,0,0,0,13.2261,32.8343,0.03969
"131530211221026",2,63,11,44,50,7,38,9,1,13.1817,33.9611,0.04232
"131530211222001",1,113,7,99,98,6,85,34,5,13.291,35.1898,0.40309
"131530211222004",1,36,6,21,27,6,18,10,0,13.2606,34.83,0.06142
"131530211222008",1,7,0,2,5,0,0,0,0,12.641,35.0495,0.01143
"131530211222011",1,331,69,231,277,55,193,89,15,13.9441,34.5638,0.60511
"131530211222014",1,90,6,80,78,3,72,15,1,14.1284,34.0936,0.2038
"131530211222016",1,4,1,2,3,1,2,0,0,14.8133,34.8238,0.0115
"131530211222019",1,80,1,71,63,0,55,17,0,14.8699,33.7829,0.21086
"131530211222023",2,117,36,50,80,20,38,20,4,14.4786,33.2409,0.0694
"131530211222015",1,85,2,76,81,1,73,24,2,14.5468,34.5991,0.24134
"131530211222017",1,6,4,0,2,0,0,0,0,14.9508,34.775,0.01585
"131530211222018",1,176,14,148,156,14,132,44,3,15.0967,33.9929,0.55066
"131530211222020",1,105,7,90,92,7,78,25,5,14.4352,33.6574,0.42607
"131530211222021",2,0,0,0,0,0,0,0,0,14.6748,33.398,0.00571
"131530211222022",1,71,5,64,64,5,57,15,2,14.0092,33.885,0.13865
"131530211222024",2,76,29,27,60,26,22,36,7,14.4392,33.1599,0.04174
"131530211222025",2,0,0,0,0,0,0,0,0,15.2628,33.2504,0.53128
"131530211222026",2,0,0,0,0,0,0,0,0,15.3723,33.0652,0.03126
"131530211222027",2,0,0,0,0,0,0,0,0,14.4306,32.9076,0.01175
"131530211222028",2,67,25,28,52,22,19,16,6,14.4369,33.0144,0.11105
"131530211221000",2,47,6,36,35,5,25,15,2,13.4704,34.1617,0.03869
"131530211221001",2,77,20,48,60,18,35,18,5,13.3052,34.2206,0.06197
"131530211221002",2,162,38,111,126,21,93,49,13,12.8768,33.7559,0.12259
"131530211221003",2,90,15,59,75,11,56,28,4,13.0121,33.6842,0.07646
"131530211221004",2,296,97,156,273,86,145,123,37,12.6916,34.0345,0.5698
"131530211221005",2,0,0,0,0,0,0,0,0,12.4133,34.0286,0.01763
"131530211221007",2,72,16,45,56,16,32,15,1,12.4586,33.1843,0.10934
"131530211221008",2,50,8,34,46,8,30,15,3,12.7993,33.3184,0.04292
"131530211221009",2,33,8,19,29,6,17,6,1,13.0975,33.1878,0.02653
"131530211221011",2,44,5,37,30,5,25,19,6,13.2746,33.665,0.04218
"131530211221012",2,53,15,30,40,13,25,8,1,13.1721,33.6169,0.0302
"131530211221014",2,6,1,0,2,1,0,0,0,13.1137,32.9169,0.00287
"131530211221015",2,73,38,31,50,25,25,19,6,12.7613,32.916,0.19821
"131530211221017",2,67,16,43,47,7,33,14,4,12.9923,33.0805,0.05521
"131530211221018",2,65,19,41,48,13,31,20,8,13.1844,33.1743,0.04352
"131530211221020",2,60,11,37,49,9,31,14,4,14.0725,33.3211,0.05001
"131530211221021",2,47,17,24,33,11,19,10,3,12.6467,33.1282,0.03422
"131530211221022",2,0,0,0,0,0,0,0,0,12.3131,32.9156,0.00147
"131530211221024",2,10,4,1,5,3,1,0,0,13.6613,32.9659,0.11845
"131530211221025",2,44,14,24,35,13,17,9,2,13.2716,34.0275,0.03252
"131530211221027",2,84,22,43,55,13,29,17,4,13.0521,33.9368,0.04154
"131530211222000",1,0,0,0,0,0,0,0,0,13.9577,35.4513,0.07662
"131530211222002",1,195,10,176,169,9,153,48,5,13.7168,34.9547,0.36326
"131530211222003",1,37,8,21,12,0,9,3,0,13.3153,35.0532,0.0224
"131530211222005",1,0,0,0,0,0,0,0,0,12.8958,35.3908,0.00259
"131530211222006",1,0,0,0,0,0,0,0,0,13.1137,35.3376,0.03689
"131530211222007",1,23,7,9,10,2,6,5,0,12.6448,34.8393,0.13824
"131530211222009",1,0,0,0,0,0,0,0,0,12.4496,34.7111,0.00677
"131530211222010",1,100,6,86,83,1,74,35,6,13.0932,34.6454,0.19241
"131530211222012",1,49,27,21,40,18,21,16,1,14.1446,34.8872,0.04511
"131530211222013",1,39,6,29,33,4,25,16,7,14.5596,35.0441,0.12471
"131530211231009",2,77,0,56,47,0,42,25,3,15.3135,32.2382,0.07611
"131530211231013",2,0,0,0,0,0,0,0,0,12.3076,32.7257,0.00227
"131530211231016",2,52,14,33,43,8,30,10,1,16.3717,32.3823,0.03865
"131530211231019",2,24,2,12,16,2,7,13,3,16.0799,32.0217,0.02058
"131530211231022",2,16,7,1,12,7,0,0,0,16.215,32.3477,0.00208
"131530211231026",2,36,10,18,25,8,13,13,9,17.1967,31.8986,0.02388
"131530211231029",2,41,19,20,30,15,13,5,0,17.3223,31.7324,0.03714
"131530211231032",2,7,4,0,7,4,0,3,3,16.8105,31.7358,0.00217
"131530211231035",2,24,14,1,19,12,1,0,0,16.4914,32.0305,0.00299
"131530211231039",2,53,11,37,43,7,31,12,4,16.232,31.8104,0.0433
"131530211231042",2,7,1,0,7,1,0,2,0,16.169,31.9707,0.00837
"131530211232000",2,131,55,51,98,40,41,63,19,13.2144,32.337,0.16031
"131530211232016",2,83,42,33,64,31,26,30,7,12.6924,32.4537,0.06343
