"GEOID20","boe5","pop","pop_black","pop_white","vap","vap_black","vap_white","reg","reg_black","x_km","y_km","area_km2"
"131530206001066",5,46,8,33,30,6,21,6,1,25.9387,34.3864,0.03916
"131530206002016",4,0,0,0,0,0,0,0,0,25.2382,39.9098,0.01918
"131530206002028",4,0,0,0,0,0,0,0,0,24.017,37.2852,0.12894
"131530206002033",4,0,0,0,0,0,0,0,0,24.4123,36.9465,0.13543
"131530206002038",4,11,1,6,8,0,6,9,1,25.4021,36.461,0.01511
"131530206002043",4,0,0,0,0,0,0,0,0,25.8043,35.457,0.06941
"131530206002053",4,0,0,0,0,0,0,0,0,25.6282,38.7128,0.01764
"131530206002042",4,0,0,0,0,0,0,0,0,25.8417,35.9146,0.37509
"131530206001012",4,0,0,0,0,0,0,0,0,23.8968,36.4233,0.02658
"131530206001013",4,0,0,0,0,0,0,0,0,24.0548,36.4322,0.12628
"131530206001014",4,0,0,0,0,0,0,0,0,24.3995,36.5516,0.07187
"131530206001069",5,0,0,0,0,0,0,0,0,25.7054,32.5114,2.23451
"131530206001070",5,16,6,7,11,3,7,3,0,26.0331,34.222,0.0142
"131530206001071",5,8,7,0,0,0,0,0,0,26.0331,34.3371,0.02266
"131530206001072",5,0,0,0,0,0,0,0,0,24.6119,34.0069,0.01209
"131530206001073",5,0,0,0,0,0,0,0,0,24.7941,33.9662,0.04031
"131530206001075",5,0,0,0,0,0,0,0,0,26.7039,34.0742,0.15215
"131530206001078",5,44,5,21,19,2,4,0,0,25.8447,33.8399,0.00954
"131530206002001",4,0,0,0,0,0,0,0,0,24.6776,41.614,0.04983
"131530206002002",4,0,0,0,0,0,0,0,0,24.4798,41.1089,2.16585
"131530206002003",4,0,0,0,0,0,0,0,0,25.0504,40.3063,0.00561
"131530206002005",4,0,0,0,0,0,0,0,0,23.1709,41.6235,0.00816
"131530206002006",4,0,0,0,0,0,0,0,0,22.4488,41.8837,0.02966
"131530206002007",4,0,0,0,0,0,0,1,0,22.515,41.4522,0.78366
"131530206002008",4,0,0,0,0,0,0,0,0,22.8147,40.8026,0.00949
"131530206002009",4,0,0,0,0,0,0,0,0,22.0851,41.3785,0.00633
"131530206002011",4,0,0,0,0,0,0,0,0,22.747,40.7426,0.0027
"131530206002012",4,0,0,0,0,0,0,0,0,23.5431,41.1575,0.04962
"131530206002013",4,0,0,0,0,0,0,0,0,23.211,41.0898,0.00387
"131530206002014",4,0,0,0,0,0,0,0,0,26.6642,37.8762,4.08382
"131530206002015",4,0,0,0,0,0,0,0,0,25.3718,39.7169,0.00962
"131530206001051",5,0,0,0,0,0,0,0,0,25.3676,34.4495,0.0995
"131530206001055",5,14,0,5,12,0,5,6,0,25.8481,33.9645,0.01644
"131530206002017",4,0,0,0,0,0,0,0,0,25.3138,39.8,0.01976
"131530206002018",4,0,0,0,0,0,0,0,0,25.3111,38.9646,0.31736
"131530206002019",4,0,0,0,0,0,0,0,0,26.6152,36.2492,1.44012
"131530206002020",4,0,0,0,0,0,0,0,0,26.1572,37.7289,0.76954
"131530206002021",4,0,0,0,0,0,0,0,0,24.2437,38.9789,6.81974
"131530206002022",4,0,0,0,0,0,0,0,0,22.9307,40.807,0.00123
"131530206002023",4,0,0,0,0,0,0,0,0,22.8511,40.5831,0.01861
"131530206002024",4,0,0,0,0,0,0,0,0,22.7347,40.6651,0.03153
"131530206002025",4,0,0,0,0,0,0,3,1,24.9347,37.2444,0.08821
"131530206002026",4,0,0,0,0,0,0,1,0,24.7114,37.2723,0.0564
"131530206002029",4,0,0,0,0,0,0,0,0,23.6813,37.4417,0.08801
"131530206002030",4,0,0,0,0,0,0,0,0,23.7789,36.9338,0.0323
"131530206002031",4,0,0,0,0,0,0,0,0,23.9253,36.9605,0.08164
"131530206002032",4,0,0,0,0,0,0,0,0,24.1268,36.955,0.05401
"131530206002034",4,0,0,0,0,0,0,0,0,24.6982,36.9402,0.05304
"131530206002035",4,46,7,31,31,2,25,2,0,25.5494,36.8408,0.9135
"131530206002036",4,20,1,12,11,1,7,0,0,25.6969,36.331,0.02247
"131530206002037",4,0,0,0,0,0,0,0,0,24.9923,36.6241,0.08758
"131530206002039",4,0,0,0,0,0,0,0,0,25.2751,36.2438,0.06016
"131530206002040",4,18,6,12,17,6,11,4,0,25.365,36.3736,0.05946
"131530206002041",4,11,0,7,11,0,7,11,1,25.6474,36.2277,0.02577
"131530206002044",5,0,0,0,0,0,0,0,0,26.8712,35.0233,1.69413
"131530206002045",5,0,0,0,0,0,0,0,0,27.5733,34.4873,0.54038
"131530206002046",4,0,0,0,0,0,0,0,0,27.504,38.4178,9.85671
"131530206002047",4,0,0,0,0,0,0,0,0,24.12,36.7193,0.02236
"131530206002048",4,0,0,0,0,0,0,0,0,23.9512,36.7222,0.02393
"131530206002049",4,0,0,0,0,0,0,0,0,24.6913,36.7049,0.02268
"131530206002050",4,0,0,0,0,0,0,0,0,24.405,36.7104,0.05818
"131530206002051",4,0,0,0,0,0,0,0,0,22.9583,40.4694,0.03678
"131530206002052",4,0,0,0,0,0,0,0,0,25.0366,36.2855,0.05885
"131530206002054",4,0,0,0,0,0,0,0,0,25.7992,38.8295,0.08084
"131530206002055",4,0,0,0,0,0,0,0,0,25.7243,38.8092,0.08511
"131530206001015",4,0,0,0,0,0,0,0,0,24.7012,36.5442,0.03562
"131530206001017",4,0,0,0,0,0,0,0,0,24.8768,36.3099,0.0425
"131530206001018",4,0,0,0,0,0,0,0,0,24.6033,36.3077,0.11581
"131530206001019",4,0,0,0,0,0,0,0,0,24.2975,36.3189,0.06631
"131530206001020",4,0,0,0,0,0,0,0,0,24.4046,35.8594,0.42223
"131530206001021",4,0,0,0,0,0,0,0,0,24.7061,35.8337,0.02431
"131530206001022",4,0,0,0,0,0,0,0,0,24.7733,35.7527,0.01668
"131530206001023",4,0,0,0,0,0,0,0,0,24.583,36.0847,0.00214
"131530206001024",4,126,25,66,125,24,66,7,3,25.2229,35.5448,0.52406
"131530206001027",4,0,0,0,0,0,0,0,0,24.909,35.4282,0.0853
"131530206001029",5,0,0,0,0,0,0,0,0,25.031,34.2237,0.05773
"131530206001032",4,0,0,0,0,0,0,0,0,24.9962,34.9791,0.06411
"131530206001033",4,0,0,0,0,0,0,0,0,24.7307,34.9885,0.03373
"131530206001035",4,0,0,0,0,0,0,0,0,24.5994,35.5007,0.04967
"131530206001036",4,0,0,0,0,0,0,0,0,24.4312,35.0228,0.14815
"131530206001037",5,0,0,0,0,0,0,0,0,24.5457,34.6161,0.13881
"131530206001038",5,0,0,0,0,0,0,3,1,24.7582,34.7328,0.05611
"131530206001039",5,0,0,0,0,0,0,0,0,25.3839,34.7337,0.10215
"131530206001040",4,0,0,0,0,0,0,0,0,25.5636,35.0628,0.05187
"131530206001042",5,0,0,0,0,0,0,0,0,26.0267,35.2484,0.04876
"131530206001043",5,0,0,0,0,0,0,0,0,26.0379,35.0131,0.07475
"131530206001044",4,0,0,0,0,0,0,0,0,25.7481,35.0195,0.06992
"131530206001045",4,177,45,83,177,45,83,1,0,25.3438,34.9927,0.07512
"131530206001046",5,0,0,0,0,0,0,0,0,26.0575,34.7871,0.0274
"131530206001047",5,0,0,0,0,0,0,0,0,25.9893,34.6958,0.04851
"131530206001048",5,0,0,0,0,0,0,0,0,25.8979,34.939,0.01732
"131530206001049",5,0,0,0,0,0,0,0,0,24.9529,34.4585,0.0501
"131530206001050",5,0,0,0,0,0,0,0,0,25.2031,34.1989,0.00688
"131530206001052",5,28,4,22,13,0,11,0,0,25.7052,34.4446,0.09951
"131530206001053",5,0,0,0,0,0,0,0,0,25.7162,34.7231,0.08068
"131530206001054",5,0,0,0,0,0,0,0,0,25.915,33.7367,0.00484
"131530206001056",5,35,7,17,29,6,17,7,3,25.8058,33.7396,0.01163
"131530206001059",5,0,0,0,0,0,0,0,0,26.2806,34.1432,0.15473
"131530206001060",5,0,0,0,0,0,0,0,0,25.9681,34.1036,0.02811
"131530206001062",5,0,0,0,0,0,0,0,0,26.3129,34.6857,0.04296
"131530206001064",5,0,0,0,0,0,0,0,0,25.3704,34.1756,0.07533
"131530206001065",5,31,4,19,17,0,11,3,1,25.6649,34.1626,0.08491
"131530206001067",5,93,27,59,54,17,33,11,3,26.0909,34.4629,0.05198
"131530206001068",5,0,0,0,0,0,0,0,0,26.214,34.5303,0.01235
"131530206001001",5,0,0,0,0,0,0,0,0,28.2056,33.1507,6.22694
"131530206001002",5,0,0,0,0,0,0,0,0,25.7651,33.5058,1.8096
"131530206001004",5,0,0,0,0,0,0,0,0,24.8158,33.5002,0.0227
"131530206001006",5,0,0,0,0,0,0,0,0,24.7306,33.5485,0.00635
"131530206001007",5,33,1,26,21,0,18,8,3,25.9353,33.8513,0.01653
"131530206001008",5,0,0,0,0,0,0,1,0,24.6183,34.2159,0.12268
"131530206001009",5,0,0,0,0,0,0,0,0,24.7787,34.4778,0.03675
"131530206001010",5,0,0,0,0,0,0,0,0,24.5073,34.3429,0.0598
"131530206001011",4,0,0,0,0,0,0,0,0,24.1932,35.4729,0.14974
"131530207001001",4,32,16,10,21,9,10,8,7,22.0965,35.5362,0.01433
"131530207001002",4,56,34,17,43,22,16,15,8,22.2834,35.5361,0.03033
"131530207001005",4,14,4,3,9,0,3,2,0,21.6431,35.5596,0.00762
"131530207001007",4,26,11,7,24,10,7,10,7,21.8172,35.6556,0.03042
"131530207001012",4,80,29,19,44,12,10,22,11,21.7749,35.4235,0.04289
"131530207002003",4,14,11,1,12,9,1,2,2,23.8216,36.057,0.00474
"131530207002005",4,14,9,3,14,9,3,4,3,23.6203,35.9012,0.01706
"131530207002011",4,4,3,0,2,1,0,0,0,23.6113,35.774,0.01573
"131530207002014",4,103,42,53,79,30,42,125,101,23.8042,34.5176,0.74183
"131530207002017",4,31,21,4,26,16,4,4,3,23.4836,35.371,0.02509
"131530207002020",4,5,3,0,3,1,0,0,0,23.6529,34.0086,0.01495
"131530207002022",4,35,16,18,24,8,15,11,8,23.695,33.9573,0.06495
"131530207002034",4,50,26,18,45,23,16,14,8,23.5199,33.8307,0.05948
"131530207002036",4,50,31,14,46,28,14,4,1,23.5344,33.687,0.06777
"131530207003001",4,11,3,4,6,3,0,0,0,23.06,34.9226,0.00432
"131530207003004",4,40,27,9,37,26,7,14,12,22.7335,34.7407,0.03337
"131530207003008",4,14,7,5,11,6,3,0,0,21.8906,34.3318,0.01428
"131530207003009",4,0,0,0,0,0,0,8,7,22.2137,34.0107,0.0287
"131530207003011",4,0,0,0,0,0,0,0,0,22.7315,33.9923,0.01371
"131530207003024",4,0,0,0,0,0,0,0,0,23.1676,33.8864,0.00619
"131530207003026",4,0,0,0,0,0,0,0,0,23.2595,34.0543,0.0014
"131530207002001",4,0,0,0,0,0,0,0,0,23.9831,35.7703,0.01792
"131530207002016",4,16,2,12,11,2,7,2,2,23.3571,35.2066,0.01261
"131530207002018",4,59,32,18,49,25,16,24,11,23.4836,35.2081,0.05238
"131530207002019",4,10,4,4,9,3,4,0,0,23.6503,34.0476,0.05657
"131530207002021",4,6,6,0,4,4,0,0,0,23.8205,34.0027,0.00246
"131530207002023",4,81,37,41,53,25,25,26,13,24.0413,33.8472,0.05978
"131530207002024",4,3,3,0,3,3,0,1,1,24.009,33.7229,0.00788
"131530207002025",4,0,0,0,0,0,0,0,0,23.9906,33.8207,0.0013
"131530207002026",4,7,6,1,3,3,0,2,2,23.9788,33.9006,0.0026
"131530207002027",5,0,0,0,0,0,0,0,0,24.1452,33.7505,0.0273
"131530207002028",5,6,0,4,4,0,4,0,0,24.3698,33.7766,0.15516
"131530207002029",4,46,25,19,41,20,19,8,4,23.8694,33.6509,0.01296
"131530207002030",4,37,24,8,27,16,8,5,4,23.8238,33.7042,0.01575
"131530207002031",4,22,7,13,19,5,13,6,4,23.8551,33.8205,0.02502
"131530207002032",4,20,15,4,16,12,3,1,1,23.9697,33.8163,0.00381
"131530207002033",4,11,5,1,5,1,1,2,2,23.359,33.9181,0.00537
"131530207002035",4,3,2,0,2,1,0,1,0,23.3091,33.7225,0.00564
"131530207003000",4,183,81,55,128,53,42,44,22,22.9791,34.8721,0.08774
"131530207003002",4,44,24,19,36,19,16,10,4,23.1967,34.7296,0.03118
"131530207003003",4,41,24,14,29,16,11,15,7,22.9677,34.7359,0.03215
"131530207003005",4,122,93,16,97,72,13,28,21,22.6,34.4673,0.19988
"131530207003006",4,67,49,14,45,35,9,16,7,22.7064,34.5008,0.02813
"131530207003007",4,30,25,2,19,18,0,8,8,22.1816,34.3861,0.21172
"131530207003010",4,0,0,0,0,0,0,60,50,22.8344,33.9649,0.13019
"131530207003012",4,44,37,2,38,32,2,15,13,22.4696,34.2206,0.08678
"131530207003013",4,37,25,7,34,25,7,10,3,23.1535,34.1917,0.06622
"131530207003014",4,30,29,0,23,22,0,8,7,22.9915,34.1666,0.02411
"131530207003015",4,0,0,0,0,0,0,0,0,23.2736,34.1063,0.0037
"131530207003016",4,25,16,0,20,16,0,9,7,22.8779,34.1696,0.01479
"131530207003017",4,40,33,4,27,22,4,10,5,23.1874,34.3858,0.02255
"131530207003019",4,33,22,6,26,16,6,9,4,23.1942,34.5985,0.0286
"131530207003020",4,48,28,17,36,17,17,8,5,22.9637,34.6047,0.02857
"131530207003021",4,58,36,15,46,24,15,6,3,22.7171,34.6141,0.03185
"131530207003022",4,32,17,8,28,16,5,6,4,22.9597,34.4926,0.02358
"131530207003023",4,39,32,3,33,27,3,15,9,22.9561,34.3466,0.04389
"131530207003025",4,0,0,0,0,0,0,0,0,23.2282,33.8291,0.04388
"131530207001000",4,167,92,36,100,52,24,45,26,22.1527,35.6434,0.11645
"131530207001003",4,58,39,8,36,26,8,18,5,21.8334,35.7662,0.03547
"131530207001004",4,59,29,19,42,17,17,15,4,21.6103,35.7604,0.03332
"131530207001006",4,74,27,19,49,13,19,23,11,21.8097,35.5426,0.03028
"131530207001008",4,217,159,16,146,106,16,66,50,22.0497,35.1156,0.26688
"131530207001009",4,28,14,2,15,8,1,4,3,22.2076,35.0047,0.0181
"131530207001010",4,43,42,1,33,32,1,15,14,22.291,34.8448,0.03798
"131530207001011",4,80,75,1,47,45,0,21,20,22.3331,35.2306,0.03967
"131530207001013",4,41,21,10,32,13,10,13,7,21.735,35.2981,0.03438
"131530207001014",4,12,0,0,3,0,0,4,0,21.7588,35.108,0.05009
"131530207001015",4,115,107,8,92,87,5,32,28,22.0173,34.6171,0.08388
"131530207001016",4,0,0,0,0,0,0,0,0,21.8863,34.6334,0.00784
"131530207001017",4,20,17,3,11,8,3,7,3,22.3249,35.0261,0.02426
"131530207001018",4,45,32,8,29,20,4,13,12,22.4627,34.8726,0.02092
"131530207002000",4,0,0,0,0,0,0,0,0,24.0068,35.7856,0.02498
"131530207002002",4,157,124,17,87,66,15,34,27,23.8038,35.9881,0.06782
"131530207002004",4,34,21,6,14,11,0,14,8,23.6328,36.0745,0.0275
"131530207002006",4,82,32,46,65,26,37,36,21,23.8842,35.1906,0.15983
"131530207002007",4,65,20,40,56,18,34,36,20,23.7575,35.1776,0.03612
"131530207002008",4,42,20,11,34,12,11,12,3,23.7229,35.0354,0.01877
"131530207002009",4,20,2,13,19,2,12,8,5,23.6247,35.2006,0.01817
"131530207002010",4,122,111,3,83,73,3,37,31,23.6297,35.5735,0.21167
"131530207002012",4,0,0,0,0,0,0,0,0,23.8272,35.7296,0.06611
"131530207002013",4,0,0,0,0,0,0,0,0,24.2814,34.4093,0.13944
"131530207002015",4,25,15,10,21,11,10,13,7,23.387,34.8049,0.08752
"131530207003018",4,23,13,7,18,10,7,9,5,23.1902,34.4853,0.02322
"131530208002007",4,41,21,17,23,10,10,10,8,21.5899,36.6172,0.0197
"131530208002008",4,101,67,16,77,44,16,33,21,21.6994,36.3559,0.08128
"131530208002010",4,76,58,7,40,32,4,15,9,21.8621,36.5468,0.02808
"131530208002011",4,0,0,0,0,0,0,0,0,22.6101,36.0526,0.15582
"131530208002015",4,27,12,12,23,11,10,6,5,21.9369,36.1602,0.01688
"131530208002018",4,42,19,16,39,19,13,14,6,22.0006,36.0185,0.03789
"131530208002020",4,9,9,0,5,5,0,6,4,22.6528,35.6938,0.08692
"131530208001002",4,0,0,0,0,0,0,0,0,22.6403,36.4037,0.11845
"131530208001004",4,96,65,20,66,40,17,34,19,23.2495,36.0592,0.02752
"131530208001007",4,65,38,24,48,26,22,42,24,23.0081,35.6395,0.05529
"131530208001022",4,51,27,11,27,14,7,17,4,22.7767,35.407,0.01604
"131530208002002",4,48,35,6,32,21,6,21,18,21.9461,36.5876,0.01891
"131530208001000",4,50,17,25,29,11,14,9,6,23.4451,36.36,0.08902
"131530208001001",4,0,0,0,0,0,0,0,0,23.0748,36.3948,0.13029
"131530208001003",4,217,143,73,118,79,39,83,56,23.3218,36.0561,0.1507
"131530208001005",4,0,0,0,0,0,0,0,0,22.9342,36.1426,0.0431
"131530208001006",4,44,21,20,34,14,20,16,8,23.0474,35.834,0.15866
"131530208001008",4,22,9,10,10,6,3,0,0,22.8214,35.6241,0.01372
"131530208001009",4,37,28,3,21,19,0,13,8,23.1557,35.4929,0.06211
"131530208001010",4,41,23,9,28,11,9,12,6,23.1243,35.3736,0.03591
"131530208001011",4,27,13,6,22,9,5,9,6,23.294,35.2029,0.01718
"131530208001012",4,55,21,24,40,8,24,16,10,23.1124,35.2825,0.02267
"131530208001013",4,107,55,48,70,32,35,34,24,22.8328,35.1707,0.06825
"131530208001014",4,172,105,59,108,59,43,61,45,22.6953,35.1246,0.14869
"131530208001015",4,50,32,15,41,27,12,23,13,22.9815,35.1347,0.03168
"131530208001016",4,105,80,19,69,44,19,25,20,22.5637,35.4183,0.03396
"131530208001017",4,50,39,5,43,32,5,13,10,22.6422,35.3388,0.01833
"131530208001018",4,45,30,7,27,18,7,22,10,23.1357,35.0696,0.029
"131530208001019",4,32,22,7,26,16,7,12,7,22.7606,35.2928,0.02141
"131530208001020",4,18,13,0,12,7,0,2,2,22.4534,34.9902,0.00705
"131530208001021",4,57,26,22,35,14,16,9,7,23.1597,35.1848,0.01966
"131530208002000",4,31,10,14,20,6,12,9,6,22.1204,36.6724,0.02132
"131530208002001",4,193,93,54,155,61,54,63,22,22.161,36.3849,0.13537
"131530208002003",4,101,60,26,72,35,22,32,22,22.2521,36.4575,0.03714
"131530208002004",4,53,29,13,42,27,11,16,11,22.0043,36.2632,0.03253
"131530208002005",4,14,10,2,9,6,2,3,2,21.8664,36.7551,0.02474
"131530208002006",4,44,25,15,22,5,15,15,8,21.6781,36.6804,0.03092
"131530208002009",4,109,89,7,63,47,7,29,24,21.7789,36.5917,0.01941
"131530208002012",4,0,0,0,0,0,0,0,0,22.778,35.8813,0.00827
"131530208002013",4,20,3,12,16,1,10,0,0,22.2786,35.9668,0.1085
"131530208002014",4,25,6,6,21,4,6,6,0,22.0891,36.1285,0.02158
"131530208002016",4,23,7,12,19,6,12,10,5,21.8096,36.1223,0.01692
"131530208002017",4,188,101,59,137,66,52,66,34,21.7619,35.9787,0.13233
"131530208002019",4,59,22,30,37,9,26,12,4,22.2823,36.517,0.01854
"131530208002021",4,67,41,22,44,24,16,27,20,22.6599,35.5362,0.03853
"131530209001009",4,217,31,161,181,26,138,60,17,20.2203,35.9062,0.24159
"131530209001011",4,56,26,22,36,14,17,21,8,20.3665,35.7971,0.02832
"131530209001014",4,25,9,12,12,1,10,3,2,20.523,35.5674,0.0296
"131530209001016",4,153,48,99,128,38,85,47,13,20.7843,35.0791,0.28314
"131530209002002",4,73,29,32,45,14,23,13,4,21.2347,36.6132,0.02738
"131530209002005",4,43,24,13,29,13,13,9,6,20.774,36.5433,0.10178
"131530209002015",4,32,9,22,31,8,22,2,0,20.897,35.6851,0.02855
"131530209002018",4,244,110,119,187,82,97,91,49,21.3356,35.2261,0.46517
"131530209002020",4,36,2,26,30,0,26,6,1,21.1498,34.9407,0.03472
"131530209002023",4,40,16,23,35,12,22,10,5,20.938,35.1976,0.03339
"131530209003001",4,117,40,63,93,28,57,43,13,21.2459,37.3441,0.18924
"131530209003004",4,24,5,15,21,5,13,8,5,21.0203,37.518,0.01941
"131530209004002",4,0,0,0,0,0,0,0,0,20.1976,36.8799,0.00566
"131530209004004",4,10,2,5,3,0,3,0,0,19.1797,36.7591,0.11799
"131530209004006",4,31,13,15,25,13,10,2,0,20.0095,36.6373,0.04001
"131530209004012",4,37,11,10,21,4,10,11,1,19.8828,36.3411,0.01649
"131530209004015",4,45,5,38,38,3,33,10,3,19.7114,36.0216,0.05958
"131530209004017",4,29,8,20,27,6,20,12,7,19.5597,35.9379,0.02961
"131530209004018",4,17,1,11,17,1,11,9,6,19.5192,36.1319,0.02864
"131530209001001",4,0,0,0,0,0,0,0,0,20.4383,36.7733,0.03306
"131530209001002",4,59,12,40,51,7,40,23,13,20.4654,36.6155,0.0487
"131530209001003",4,35,8,20,32,8,17,9,3,20.4286,36.5096,0.01731
"131530209001004",4,33,9,21,32,8,21,10,1,20.3271,36.5381,0.02401
"131530209001005",4,60,16,41,50,10,38,33,4,20.4642,36.1838,0.05658
"131530209001006",4,65,14,44,53,9,41,15,5,20.3908,36.2612,0.03795
"131530209001007",4,30,9,14,25,5,13,3,1,20.3234,36.3471,0.01615
"131530209001008",4,54,19,21,38,9,17,7,0,20.216,36.4363,0.01975
"131530209001010",4,45,17,22,34,10,19,13,0,20.3687,35.6714,0.03004
"131530209001012",4,30,3,24,16,0,15,19,2,20.5134,36.0414,0.01388
"131530209001013",4,66,2,56,54,2,47,26,5,20.6631,35.8035,0.1498
"131530209001015",4,34,4,14,24,3,14,4,0,20.4754,35.3868,0.03361
"131530209002000",4,120,27,59,102,19,50,27,7,21.3729,36.5904,0.14071
"131530209002001",4,47,6,34,26,0,24,15,4,21.2969,36.5565,0.01389
"131530209002003",4,35,11,11,27,7,11,4,1,21.031,36.7203,0.05093
"131530209002004",4,0,0,0,0,0,0,0,0,20.7988,36.6872,0.0654
"131530209002006",4,46,17,20,31,13,11,10,6,21.094,36.6139,0.01463
"131530209004023",4,19,4,9,7,1,5,7,2,19.88,35.8024,0.0157
"131530209004024",4,17,5,8,11,3,5,2,0,19.9856,35.7679,0.03208
"131530209004025",4,16,3,10,9,3,6,6,0,19.6844,35.8054,0.01863
"131530209004026",4,23,1,22,15,1,14,5,0,20.102,35.7954,0.01448
"131530209002007",4,286,127,132,230,95,114,91,41,21.2579,36.0727,0.28763
"131530209002008",4,54,15,35,45,11,31,17,6,20.8666,36.3441,0.05415
"131530209002009",4,29,9,17,20,4,13,4,2,20.9637,36.2267,0.02019
"131530209002010",4,45,15,23,34,10,17,11,4,20.7568,36.235,0.02009
"131530209002011",4,48,16,21,41,13,21,18,6,20.8538,36.1312,0.04265
"131530209002012",4,43,5,32,39,5,29,17,4,20.8828,36.026,0.04002
"131530209002013",4,34,5,29,30,5,25,6,2,20.8532,35.9147,0.02955
"131530209002014",4,36,8,23,27,0,22,10,1,20.8941,35.7993,0.03219
"131530209002016",4,51,17,23,37,13,21,12,2,20.9064,35.5756,0.02547
"131530209002017",4,120,72,42,86,50,31,35,20,21.3957,35.788,0.09374
"131530209002019",4,34,18,13,28,16,9,16,13,21.6296,35.01,0.02774
"131530209002021",4,31,6,17,30,6,16,7,0,20.9282,35.4673,0.01887
"131530209002022",4,29,9,19,26,8,18,9,4,20.9285,35.3668,0.01719
"131530209002024",4,47,19,23,27,7,16,1,0,21.6486,34.6514,0.08403
"131530209002025",4,35,15,9,23,12,6,8,6,21.7821,34.592,0.03052
"131530209002026",4,56,28,24,44,25,18,19,9,21.4229,34.8686,0.02867
"131530209003000",4,65,24,24,44,10,22,16,4,21.4072,37.5204,0.05036
"131530209003002",4,13,12,0,11,10,0,7,4,21.0185,37.3866,0.01423
"131530209003003",4,52,33,9,28,17,7,12,6,21.2788,37.5263,0.04787
"131530209003005",4,23,6,15,21,4,15,8,4,20.8096,37.6045,0.07831
"131530209003006",4,32,13,15,21,5,14,3,0,20.6696,37.545,0.01624
"131530209003007",4,64,26,23,56,19,22,28,13,21.1141,37.0227,0.0433
"131530209003008",4,29,15,12,23,9,12,8,1,21.0846,37.1512,0.03294
"131530209003009",4,29,23,6,21,15,6,9,3,20.8417,37.1535,0.0261
"131530209003010",4,44,10,30,34,9,25,11,4,20.7736,37.2752,0.04384
"131530209003011",4,31,17,10,21,9,10,6,3,20.6704,37.4123,0.01969
"131530209003012",4,23,9,7,22,9,7,7,3,20.845,37.3908,0.02419
"131530209003013",4,24,7,10,18,5,9,7,2,20.6619,37.1561,0.01624
"131530209003014",4,18,4,14,14,4,10,11,1,20.6584,37.036,0.01653
"131530209003015",4,39,5,28,31,5,21,10,6,20.8367,37.0277,0.02987
"131530209001000",4,8,1,2,3,1,0,0,0,20.4087,36.9087,0.05176
"131530209003016",4,38,26,7,22,18,3,6,4,20.8291,36.8935,0.03185
"131530209003017",4,24,11,4,15,5,3,1,1,20.6498,36.9029,0.01791
"131530209003018",4,22,9,7,17,5,7,10,8,21.1109,36.8883,0.04515
"131530209003019",4,148,104,34,113,76,31,49,33,21.4254,36.9478,0.08014
"131530209004000",4,15,8,4,11,8,2,8,5,19.9997,36.9841,0.11354
"131530209004001",4,0,0,0,0,0,0,0,0,20.04,36.7381,0.09544
"131530209004003",4,0,0,0,0,0,0,1,1,19.661,36.8093,0.02519
"131530209004005",4,11,1,5,10,1,4,2,0,19.5702,36.6926,0.07029
"131530209004007",4,0,0,0,0,0,0,1,0,20.0406,36.5139,0.04366
"131530209004008",4,16,2,8,16,2,8,8,1,19.1562,36.3799,0.02695
"131530209004009",4,39,10,24,20,0,19,11,4,19.3094,36.4786,0.08584
"131530209004010",4,68,19,46,60,16,42,21,5,19.6021,36.4638,0.08899
"131530209004011",4,112,51,57,79,29,48,37,18,19.899,36.2379,0.09677
"131530209004013",4,32,7,18,27,4,16,13,3,19.989,36.3357,0.02183
"131530209004014",4,33,15,17,29,11,17,11,6,20.1006,36.3288,0.02182
"131530209004016",4,56,14,39,41,8,30,23,8,19.5835,36.2655,0.05248
"131530209004019",4,34,11,22,27,6,20,11,2,19.3259,36.1725,0.03105
"131530209004020",4,1,1,0,1,1,0,2,1,19.1897,36.1955,0.02207
"131530209004021",4,36,8,22,29,5,22,36,8,19.588,35.7926,0.13915
"131530209004022",4,19,7,7,18,6,7,4,1,19.7882,35.7949,0.01677
"131530210012007",5,136,54,66,90,30,49,22,10,18.9149,35.9931,0.104
"131530210012009",4,32,13,6,24,7,6,171,50,18.9655,36.3606,0.04855
"131530210012012",5,27,6,20,23,6,16,10,0,18.858,35.7337,0.0267
"131530210012014",4,13,0,5,5,0,1,0,0,17.9984,35.6454,0.03124
"131530210011002",5,87,22,58,64,7,52,34,10,18.5943,35.3259,0.0566
"131530210011007",5,341,155,163,268,110,142,118,55,18.4287,34.6674,0.37121
"131530210011009",5,90,38,47,65,22,42,28,5,18.8379,35.0618,0.10047
"131530210011012",1,0,0,0,0,0,0,0,0,18.6097,34.1848,0.00126
"131530210012001",4,144,77,52,104,40,51,49,25,18.6307,36.5576,0.3105
"131530210011000",5,356,121,206,289,87,177,88,32,18.6208,35.5529,0.33592
"131530210011001",5,41,16,11,26,10,9,6,1,18.2732,35.3344,0.01894
"131530210011003",5,307,156,140,252,117,125,104,53,18.0975,35.253,0.17348
"131530210011004",5,68,19,35,45,10,26,29,9,18.6915,35.0742,0.03113
"131530210011005",5,41,7,30,24,7,13,14,2,18.5652,35.1622,0.02271
"131530210011006",5,64,29,28,45,17,23,21,12,18.4792,35.078,0.04107
"131530210011008",5,40,10,20,32,8,17,11,3,18.6576,34.8,0.01812
"131530210011010",5,74,20,41,54,10,32,22,9,18.7839,34.4916,0.06328
"131530210011011",1,0,0,0,0,0,0,0,0,18.5909,34.2012,0.00194
