"id","part","x","y"
"Enacted BOE district 1","1-1",13.242,34.362
"Enacted BOE district 1","1-1",12.928,34.517
"Enacted BOE district 1","1-1",12.432,34.553
"Enacted BOE district 1","1-1",12.443,34.816
"Enacted BOE district 1","1-1",12.896,35.376
"Enacted BOE district 1","1-1",13.088,36.174
"Enacted BOE district 1","1-1",12.519,36.196
"Enacted BOE district 1","1-1",12.595,38.895
"Enacted BOE district 1","1-1",11.7,38.934
"Enacted BOE district 1","1-1",11.755,40.668
"Enacted BOE district 1","1-1",11.784,40.741
"Enacted BOE district 1","1-1",13.531,40.682
"Enacted BOE district 1","1-1",13.62,43.305
"Enacted BOE district 1","1-1",14.056,43.67
"Enacted BOE district 1","1-1",14.291,44.097
"Enacted BOE district 1","1-1",14.395,44.719
"Enacted BOE district 1","1-1",14.397,45.195
"Enacted BOE district 1","1-1",14.547,45.138
"Enacted BOE district 1","1-1",14.584,45.037
"Enacted BOE district 1","1-1",14.64,45.053
"Enacted BOE district 1","1-1",14.702,44.975
"Enacted BOE district 1","1-1",14.665,44.943
"Enacted BOE district 1","1-1",14.705,44.852
"Enacted BOE district 1","1-1",14.851,44.778
"Enacted BOE district 1","1-1",15.001,44.793
"Enacted BOE district 1","1-1",15.023,44.766
"Enacted BOE district 1","1-1",15.053,44.817
"Enacted BOE district 1","1-1",15.231,44.786
"Enacted BOE district 1","1-1",15.426,44.584
"Enacted BOE district 1","1-1",15.548,44.588
"Enacted BOE district 1","1-1",15.606,44.517
"Enacted BOE district 1","1-1",15.548,44.442
"Enacted BOE district 1","1-1",15.575,44.33
"Enacted BOE district 1","1-1",15.653,44.407
"Enacted BOE district 1","1-1",15.722,44.319
"Enacted BOE district 1","1-1",15.875,44.396
"Enacted BOE district 1","1-1",16.057,44.308
"Enacted BOE district 1","1-1",16.11,44.223
"Enacted BOE district 1","1-1",16.264,44.113
"Enacted BOE district 1","1-1",16.364,44.102
"Enacted BOE district 1","1-1",16.362,43.962
"Enacted BOE district 1","1-1",16.456,43.92
"Enacted BOE district 1","1-1",16.488,43.774
"Enacted BOE district 1","1-1",16.579,43.766
"Enacted BOE district 1","1-1",16.619,43.662
"Enacted BOE district 1","1-1",16.672,43.665
"Enacted BOE district 1","1-1",16.947,43.424
"Enacted BOE district 1","1-1",16.987,43.458
"Enacted BOE district 1","1-1",17.02,43.416
"Enacted BOE district 1","1-1",17.065,43.487
"Enacted BOE district 1","1-1",17.253,43.495
"Enacted BOE district 1","1-1",17.32,43.361
"Enacted BOE district 1","1-1",17.423,43.402
"Enacted BOE district 1","1-1",17.464,43.328
"Enacted BOE district 1","1-1",17.635,43.291
"Enacted BOE district 1","1-1",17.651,43.226
"Enacted BOE district 1","1-1",17.571,43.209
"Enacted BOE district 1","1-1",17.599,43.163
"Enacted BOE district 1","1-1",17.751,43.126
"Enacted BOE district 1","1-1",17.845,43.156
"Enacted BOE district 1","1-1",17.901,43.064
"Enacted BOE district 1","1-1",18.074,43.216
"Enacted BOE district 1","1-1",18.135,43.198
"Enacted BOE district 1","1-1",18.185,43.059
"Enacted BOE district 1","1-1",18.279,43.121
"Enacted BOE district 1","1-1",18.504,43.141
"Enacted BOE district 1","1-1",18.61,43.058
