"to_2024","two_pres","two_sen","margin_pres","margin_sen","gap"
"BLECKLEY|1",5639,5530,53.5024,54.8282,1.32582
"BRANTLEY|HOBOKEN",2374,2321,86.1837,85.9543,-0.229326
"BRANTLEY|NAHUNTA",2790,2712,80.7885,81.6372,0.848638
"BRANTLEY|WAYNESVILLE",2526,2467,78.8599,77.6246,-1.23521
"BROOKS|BARWICK",248,242,45.9677,46.281,0.31325
"BROOKS|BRIGGS",1463,1435,56.9378,56.2369,-0.700865
"BROOKS|DIXIE",758,741,-4.22164,-0.944669,3.27697
"BROOKS|MORVEN",1324,1293,39.7281,42.6141,2.88598
"BROOKS|NANKIN",507,493,66.075,65.5172,-0.557709
"BROOKS|PAVO",436,422,44.0367,45.9716,1.93487
"BROOKS|QUITMAN",2314,2231,-21.5212,-15.1053,6.41584
"BRYAN|DANIEL SIDING",1648,1601,47.2087,49.0319,1.82312
"BRYAN|DEVAUL HENDERSON PARK GYM",2462,2419,22.7457,22.1993,-0.546479
"BRYAN|FIRST BAPTIST CHURCH",2690,2622,13.3086,13.4249,0.116316
"BRYAN|HARN COMMUNITY CENTER",1678,1636,32.4195,33.1296,0.710037
"BRYAN|LANIER",986,970,57.2008,56.2887,-0.912152
"BRYAN|NEW BEGINNINGS",1410,1383,28.9362,30.0072,1.07106
"BRYAN|OLIVE BRANCH BAPTIST CHURCH",2451,2402,60.5059,59.8668,-0.639138
"BRYAN|SPIRIT OF PEACE LUTHERAN CHURCH",3222,3174,36.8715,40.2647,3.39314
"BRYAN|TIMBER TRAIL",2210,2165,24.5249,25.5427,1.01784
"BRYAN|WETLANDS CENTER",2227,2192,48.5406,51.2774,2.73673
"BULLOCH|BAY",1190,1170,65.8824,65.4701,-0.412267
"BULLOCH|BLITCH",1527,1517,47.8716,48.7146,0.842924
"BULLOCH|BROOKLET",2445,2414,53.7832,53.3554,-0.427804
"BULLOCH|CHURCH",3725,3655,-6.73826,-3.74829,2.98997
"BULLOCH|EMIT",2377,2323,36.3063,38.4417,2.1354
"BULLOCH|FAIR",4264,4204,20.0281,21.4082,1.38004
"BULLOCH|HAGIN",1654,1604,30.4716,31.4214,0.949862
"BULLOCH|LEEFIELD",742,726,69.8113,69.4215,-0.389833
"BULLOCH|LOCKHART",535,526,43.9252,42.9658,-0.959454
"BULLOCH|NEVILS",909,891,62.8163,63.6364,0.820082
"BULLOCH|PITTMAN PARK",2717,2651,-26.9783,-25.9147,1.06354
"BULLOCH|PORTAL",1148,1126,46.1672,46.0036,-0.163695
"BULLOCH|REGISTER",628,616,30.8917,31.8182,0.926462
"BULLOCH|SINKHOLE",358,351,66.4804,67.5214,1.04092
"BULLOCH|STATESBORO",3981,3899,-4.19493,-1.41062,2.78431
"BULLOCH|STILSON",1429,1405,66.9699,65.9786,-0.991261
"BURKE|ALEXANDER",271,263,16.6052,20.9125,4.30738
"BURKE|BLAKENEY",402,395,-17.9104,-16.4557,1.45475
"BURKE|FOUR POINTS",1589,1561,36.6897,38.3728,1.6831
"BURKE|GIRARD",474,456,-2.1097,0.438596,2.5483
"BURKE|GOUGH",305,302,-23.9344,-25.1656,-1.23114
"BURKE|GREENSCUT",683,663,20.6442,21.267,0.622752
"BURKE|KEYSVILLE",260,252,-8.46154,-11.9048,-3.44322
"BURKE|MIDVILLE",303,297,-19.4719,-13.1313,6.34063
"BURKE|MUNNERLYN",197,192,17.7665,16.6667,-1.09983
"BURKE|NORTH WAYNESBORO",1778,1739,-45.7818,-42.4957,3.28609
"BURKE|SARDIS",649,635,20.8012,23.1496,2.34837
"BURKE|SCOTTS CROSSROADS",191,188,-34.0314,-28.7234,5.30801
"BURKE|SOUTH WAYNESBORO",2288,2258,11.9755,15.4119,3.43634
"BURKE|ST. CLAIR",316,311,9.49367,9.96785,0.474175
"BURKE|TELFAIR",693,678,9.09091,9.73451,0.643604
"BURKE|VIDETTE",210,206,0,0,0
"BUTTS|BUTTS COUNTY ADMINISTRATION JUDICIAL CENTER",11680,11458,43.9384,45.3831,1.44478
"CALHOUN|ARLINGTON",469,461,-48.4009,-48.8069,-0.406089
"CALHOUN|EDISON",307,299,-58.3062,-53.8462,4.46004
"CALHOUN|EDISON-ARLINGTON",395,389,-18.481,-15.6812,2.79978
"CALHOUN|LEARY",518,509,-12.3552,-8.05501,4.3002
"CALHOUN|MORGAN",494,486,41.7004,43.2099,1.50947
"CAMDEN|EAST KINGSLAND",4429,4274,27.5683,30.2293,2.66099
"CAMDEN|HARRIETTS BLUFF",1374,1334,56.4774,57.8711,1.39363
"CAMDEN|HISTORIC KINGSLAND",3238,3110,13.0945,14.791,1.69649
"CAMDEN|NORTH ST MARYS",1381,1321,23.0992,22.7858,-0.313435
"CAMDEN|SOUTH ST MARYS",1559,1519,29.9551,32.0606,2.10547
"CAMDEN|ST. MARYS",3575,3449,25.035,27.2253,2.19032
"CAMDEN|TARBORO",682,661,43.695,45.2345,1.53948
"CAMDEN|WAVERLY",1233,1206,43.7145,45.2736,1.55911
"CAMDEN|WEST KINGSLAND",1871,1801,51.5767,53.5813,2.00465
"CAMDEN|WEST SAINT MARYS",2494,2434,43.2237,47.4117,4.18793
"CAMDEN|WOODBINE",1382,1345,21.8524,22.6766,0.824192
"CANDLER|JACK STRICKLAND COMMUNITY CENTER",4402,4310,42.3444,42.7842,0.439834
"CARROLL|BETHANY",2647,2588,19.6071,19.5518,-0.0553249
"CARROLL|BONNER",2362,2332,12.3624,16.0377,3.67533
"CARROLL|BOWDON",1976,1923,50.1012,51.118,1.01683
"CARROLL|CARROLL EMC",975,943,30.8718,34.2524,3.38059
"CARROLL|CATHERINE HARDY",2229,2153,-28.1292,-26.0567,2.07254
"CARROLL|CENTER POINT",1329,1313,75.9217,78.0655,2.14375
"CARROLL|CLEM",2694,2640,54.4915,55.303,0.811568
"CARROLL|FAIRFIELD",2969,2898,46.6487,48.3092,1.66048
"CARROLL|KANSAS",855,843,84.0936,83.8671,-0.226426
"CARROLL|LAKESHORE",1034,1003,14.5068,14.656,0.149262
"CARROLL|MARS HILL",1710,1683,63.8596,65.0624,1.20274
"CARROLL|MIDWAY",2766,2701,45.6978,45.7979,0.100094
"CARROLL|MT HOLLY",965,938,52.9534,53.5181,0.564756
"CARROLL|MT ZION",1745,1710,66.4183,68.538,2.11967
"CARROLL|NEVA LOMASON",1733,1687,14.7144,17.8423,3.12796
"CARROLL|OAK GROVE",1080,1057,53.8889,55.913,2.02407
"CARROLL|OLD CAMP",1643,1616,47.1698,51.1139,3.94405
"CARROLL|ROOPVILLE",2199,2163,69.6226,72.0758,2.45326
"CARROLL|SHILOH",1074,1057,64.9907,65.3737,0.38301
"CARROLL|TABERNACLE",1154,1143,27.9029,30.5337,2.63074
"CARROLL|TEMPLE CITY",2349,2304,33.4185,33.3333,-0.0851426
"CARROLL|TEMPLE COUNTY",2634,2557,61.959,62.1431,0.184139
"CARROLL|TYUS",1356,1342,72.2714,73.3234,1.05201
"CARROLL|UWG",1275,1264,5.88235,12.6582,6.77587
"CARROLL|VR GOLD DUST",3385,3276,39.2024,38.8889,-0.313474
"CARROLL|VR POWELL PARK",4217,4116,-1.44653,-1.89504,-0.448518
"CARROLL|VR SPORTS COMPLEX",1904,1860,56.1975,57.3118,1.11435
"CARROLL|WHITESBURG",1443,1423,71.7256,70.2038,-1.52178
"CATOOSA|BLACKSTOCK",1296,1260,67.9012,67.4603,-0.440917
"CATOOSA|BOYNTON",4497,4378,55.7038,57.1951,1.49126
"CATOOSA|CATOOSA KEITH",1861,1802,64.6427,63.818,-0.824685
"CATOOSA|CHAMBERS",1992,1962,64.759,65.5454,0.786326
"CATOOSA|FT OGLETHORPE",2690,2591,47.881,48.3597,0.478666
"CATOOSA|GRAYSVILLE",3097,3014,57.5073,59.1241,1.61682
"CATOOSA|LAKEVIEW",2139,2051,54.6517,54.4612,-0.190468
"CATOOSA|POPLAR SPRINGS",3015,2937,61.393,61.7297,0.336621
"CATOOSA|RINGGOLD",5407,5256,50.9155,52.5495,1.63399
"CATOOSA|WESTSIDE",3860,3737,53.2642,53.9738,0.709527
"CATOOSA|WOODSTATION",2245,2182,64.9889,65.9028,0.913977
"CHARLTON|FOLKSTON",2743,2648,29.9307,34.139,4.20824
"CHARLTON|GA BEND",353,343,88.102,85.4227,-2.67924
"CHARLTON|HOMELAND",549,533,77.7778,77.8612,0.0833854
"CHARLTON|RACEPOND",214,209,81.3084,78.9474,-2.36104
"CHARLTON|ST. GEORGE",440,423,90,89.5981,-0.401891
"CHARLTON|WINOKUR",223,217,83.8565,85.2535,1.39695
"CHATHAM|1ST BAPTIST CHURCH OF POOLER",2096,2056,-2.67176,-3.30739,-0.635637
"CHATHAM|BEACH HIGH SCHOOL",640,640,-64.375,-65,-0.625
"CHATHAM|BIBLE BAPTIST CHURCH",1589,1566,-72.3096,-72.5415,-0.231878
"CHATHAM|BLOOMINGDALE COMMUNITY CENTER",1753,1705,58.243,57.4194,-0.823657
"CHATHAM|BURKE DAY PUBLIC SAFETY BLDG",1145,1129,17.7293,22.9407,5.2114
"CHATHAM|BUTLER ELEMENTARY SC",955,940,-96.4398,-94.4681,1.97171
"CHATHAM|BUTLER PRESBYTERIAN CHURCH ED BLDG",973,942,-84.9949,-85.7749,-0.780086
"CHATHAM|CARVER HEIGHTS COMM",1003,980,-97.2084,-95.3061,1.90225
"CHATHAM|CENTRAL CHURCH OF CHRIST",1558,1535,9.62773,12.7036,3.07586
"CHATHAM|CHRIST COMMUNITY CHURCH AT MORNINGSIDE",1567,1533,-71.9209,-69.4716,2.44924
"CHATHAM|CHRIST MEMORIAL BAPTIST CHURCH",1246,1190,-46.3884,-46.7227,-0.334246
"CHATHAM|COASTAL CATHEDRAL",4027,3932,-34.8895,-33.8759,1.01361
"CHATHAM|COASTAL CATHEDRAL MISSION CAMPUS",1002,980,-67.4651,-66.5306,0.934458
"CHATHAM|COASTAL GA BOTANICAL GARDENS",3085,3032,-35.5592,-37.2691,-1.70997
"CHATHAM|COMPASSION CHRISTIAN, HENDERSON",1684,1660,-16.2708,-15.6627,0.608133
"CHATHAM|COOPER CENTER",823,808,-81.045,-81.9307,-0.885736
"CHATHAM|CRUSADER COMMUNITY CENTER",1942,1925,-20.4943,-17.5065,2.98784
"CHATHAM|ELI WHITNEY COMPLEX",1039,1012,-33.975,-30.83,3.14494
"CHATHAM|ELKS LODGE",1052,1012,-50.3802,-51.9763,-1.59606
"CHATHAM|FELLOWSHIP OF LOVE COMMUNITY CHURCH",1405,1367,-85.4804,-84.7842,0.696228
"CHATHAM|FERGUSON AVE BAPTIST",2086,2059,43.5283,44.8276,1.2993
"CHATHAM|FIRST AFRICAN BAPTIST CHURCH",861,843,-85.3659,-83.8671,1.49871
"CHATHAM|FIRST BAPTIST CHURCH OF GARDEN CITY",904,875,9.73451,8.34286,-1.39166
"CHATHAM|FIRST BAPTIST CHURCH OF THE ISLAND",1757,1751,39.5561,40.2627,0.706646
"CHATHAM|FIRST PRESBYTERIAN CHURCH",2549,2516,-25.304,-22.655,2.64903
"CHATHAM|GEORGETOWN ELEMENTARY",2924,2885,-6.49795,-5.99653,0.501414
"CHATHAM|GEORGIA TECH, SAVANNAH CAMPUS",1479,1442,-26.3016,-27.4619,-1.1603
"CHATHAM|GRACE UNITED METHODIST CHURCH",1215,1187,3.37449,6.82393,3.44944
"CHATHAM|HELLENIC CENTER",999,971,-65.5656,-64.7786,0.786987
"CHATHAM|HOLY SPIRIT LUTHERAN CHURCH",1629,1592,-80.1105,-79.8995,0.211
"CHATHAM|IMMANUEL BAPTIST CHURCH",1057,1021,-36.4238,-34.7698,1.65401
"CHATHAM|ISLANDS CHRISTIAN CH",2526,2472,31.9082,35.9223,4.01417
"CHATHAM|ISLANDS HIGH SCHOOL ANNEX",1691,1654,23.4772,21.1608,-2.31641
"CHATHAM|ISLE OF HOPE BAPTIST",1624,1611,33.0049,39.9131,6.90817
"CHATHAM|J E A",1544,1518,-22.9275,-21.8709,1.05658
"CHATHAM|JONESVILLE BAPTIST CHURCH",2012,1965,-89.8608,-89.2112,0.649639
"CHATHAM|LAKE SHORE COMMUNITY CENTER",2044,2004,-51.8591,-53.1936,-1.33451
"CHATHAM|LARGO-TIBET ELEMENTA",1730,1672,-53.9884,-54.1866,-0.198164
"CHATHAM|LIBERTY CITY COMMUNITY CENTER",1647,1612,-93.4426,-92.4318,1.01086
"CHATHAM|LIGHTHOUSE BAPTIST CHURCH",1830,1799,33.5519,35.7421,2.19017
"CHATHAM|MIGHTY 8TH MUSEUM",2151,2109,-7.01999,-8.20294,-1.18295
"CHATHAM|MOSES JACKSON CENTER",695,678,-93.3813,-94.1003,-0.719
"CHATHAM|NEW COV 7 DAY ADV CH",1370,1343,-23.3577,-22.1147,1.243
"CHATHAM|NEW GENERATIONS CATHEDRAL",1184,1143,-49.3243,-52.4059,-3.08162
"CHATHAM|OGLETHORPE CHARTER ACADEMY",1530,1496,-55.0327,-56.016,-0.983363
"CHATHAM|PB EDWARDS GYMNASIUM",754,738,35.2785,35.5014,0.22284
"CHATHAM|POOLER RECREATION CENTER GYMNASIUM",3696,3611,-12.6082,-11.6034,1.00479
"CHATHAM|PROGRESSIVE REC CTR",2552,2495,-29.4671,-30.982,-1.51488
"CHATHAM|RALPH MARK GILBERT CIVIL RIGHTS MUSEUM",629,609,-40.8585,-36.9458,3.91269
"CHATHAM|RESURRECTION OF OUR LORD CATHOLIC CHURCH",1240,1205,-91.4516,-92.6971,-1.24548
"CHATHAM|RICE CREEK SCHOOL",1520,1494,-28.1579,-29.1834,-1.02551
"CHATHAM|RIVER POINTE",874,856,-63.1579,-60.0467,3.11117
"CHATHAM|ROTHWELL BAPTIST CHURCH",2638,2576,20.6217,22.1273,1.50565
"CHATHAM|SAINT FRANCIS EPISCOPAL CHURCH",1726,1688,30.3592,31.6351,1.27586
"CHATHAM|SALVATION ARMY",1998,1948,-74.3744,-74.1273,0.247064
"CHATHAM|SAVANNAH FIRE STATION #14",1205,1176,-26.3071,-27.551,-1.24397
"CHATHAM|SAVANNAH FIRST SEVENTH DAY ADVENTIST CHURCH",1148,1120,-26.3066,-27.5,-1.19338
"CHATHAM|SAVANNAH HIGH SCHOOL",601,586,-78.7022,-76.4505,2.25165
"CHATHAM|SAVANNAH PRIMITIVE BAPTIST CHURCH",1121,1077,-45.7627,-47.0752,-1.3125
"CHATHAM|SEED CHURCH",1251,1203,-68.5052,-69.4098,-0.904613
"CHATHAM|SILK HOPE BAPTIST CHURCH",876,841,30.5936,31.0345,0.440875
"CHATHAM|SKIDAWAY COMMUNITY CHURCH",2114,2112,30.0851,39.0152,8.93
"CHATHAM|SKIDAWAY ISLAND METHODIST CHURCH",3066,3032,26.5492,34.3008,7.75154
"CHATHAM|SOUTHSIDE BAPTIST CH",869,851,-62.7158,-62.8672,-0.15145
"CHATHAM|SOUTHSIDE FIRE TRAINING CENTER",2064,2038,24.9031,26.3984,1.49533
"CHATHAM|ST PETERS EPISCOPAL",1971,1952,37.2907,43.3402,6.04945
"CHATHAM|ST. LUKE UNITED METHODIST CHURCH",1273,1260,23.3307,23.6508,0.320079
"CHATHAM|ST. THOMAS EPISCOPAL CHURCH",926,922,35.2052,39.4794,4.27421
"CHATHAM|TEMPLE MICKVE ISRAEL",1119,1092,-26.7203,-19.9634,6.75692
"CHATHAM|THE CONNEXION CHURCH",1300,1284,-21.0769,-21.6511,-0.574167
"CHATHAM|THE LIGHT CHURCH",916,883,-3.49345,-3.96376,-0.47031
"CHATHAM|THE SANCTUARY",1003,983,17.4477,17.8026,0.354988
"CHATHAM|THUNDERBOLT MUN COMP",1157,1133,-8.72947,-10.6796,-1.95014
"CHATHAM|TOMPKINS RECREATION CENTER",535,514,-90.2804,-90.6615,-0.381105
"CHATHAM|TRINITY LUTHERAN CHURCH",2238,2191,-12.6899,-13.738,-1.04812
"CHATHAM|TYBEE OLD SCHOOL CAFE",1261,1249,22.4425,23.6189,1.17639
"CHATHAM|W W LAW CENTER",822,812,-72.0195,-68.9655,3.05395
"CHATHAM|WEST BROAD STREET YMCA",675,658,-89.3333,-88.4498,0.883485
"CHATHAM|WEST CHATHAM BAPTIST CHURCH",2250,2199,-4.62222,-3.59254,1.02968
"CHATHAM|WHITE BLUFF PRESBYTERIAN CHURCH",1156,1123,-30.4498,-31.6118,-1.16193
"CHATHAM|WILLIAMS COURT APTS",946,918,-73.9958,-73.6383,0.357427
"CHATHAM|WILMINGTON ISLAND PRESBYTERIAN CHURCH",2166,2154,38.2271,41.1328,2.90563
"CHATHAM|WILMINGTON ISLAND UNITED METHODIST CHURCH",2475,2422,26.7071,29.5623,2.85527
"CHATHAM|WINDSOR FOREST BAPTIST CHURCH SCHOOL",1767,1754,12.7334,14.7092,1.97579
"CHATHAM|WINDSOR HALL",1226,1208,-28.8744,-29.9669,-1.0925
"CHATHAM|WOODLAWN BAPTIST CHURCH",744,732,-16.3978,-18.8525,-2.45461
"CHATTAHOOCHEE|ACTIVITY CENTER",1547,1486,13.7686,14.4011,0.632492
"CHATTOOGA|DIRTTOWN",712,697,67.9775,65.8537,-2.12387
"CHATTOOGA|HAYWOOD",115,113,73.913,71.6814,-2.23163
"CHATTOOGA|LYERLY",1074,1038,62.9423,61.2717,-1.6706
"CHATTOOGA|MENLO",958,935,67.6409,65.7754,-1.86552
"CHATTOOGA|SUBLIGNA",385,374,80.7792,79.6791,-1.10008
"CHATTOOGA|SUMMERVILLE",3488,3397,51.5482,50.7212,-0.826941
"CHATTOOGA|TRION",3186,3109,69.3032,66.8704,-2.43283
"CHEROKEE|AIR ACRES",2455,2404,23.1772,26.7055,3.5283
"CHEROKEE|AIRPORT",3654,3580,56.7597,58.2123,1.45258
"CHEROKEE|ARNOLD MILL",3895,3835,43.5687,46.6493,3.08061
"CHEROKEE|AVERY",2882,2828,59.7502,63.0127,3.26256
"CHEROKEE|BALL GROUND",3038,2959,67.8078,68.7056,0.897876
"CHEROKEE|BASCOMB",3139,3076,37.496,38.0364,0.540393
"CHEROKEE|BELLS",3648,3545,30.4825,31.5656,1.08313
"CHEROKEE|BOOTH",3058,3027,34.0092,38.6191,4.60994
"CHEROKEE|BRADSHAW",3632,3574,47.2467,50.9793,3.7326
"CHEROKEE|BRIDGEMILL",4119,4032,45.4722,48.5615,3.08931
"CHEROKEE|CANTON",1534,1510,33.116,34.8344,1.7184
"CHEROKEE|CARMEL",3039,2949,13.3926,16.1072,2.71459
"CHEROKEE|CLARK CREEK",4169,4078,10.5301,12.0647,1.53463
"CHEROKEE|CONNS CREEK",680,669,81.1765,81.7638,0.587356
"CHEROKEE|DEER RUN",2324,2285,28.0551,32.1663,4.11122
"CHEROKEE|DIXIE",3920,3804,18.0102,19.979,1.96877
"CHEROKEE|FREE HOME",4612,4543,55.941,60.5107,4.56965
"CHEROKEE|HICKORY FLAT",5825,5715,37.7511,41.3473,3.59626
"CHEROKEE|HICKORY LOG",5708,5546,33.637,36.1702,2.53321
"CHEROKEE|HIGHTOWER",2746,2693,68.0991,69.0308,0.931767
"CHEROKEE|HILLSIDE",2534,2488,41.989,44.9357,2.94674
"CHEROKEE|HOLLY SPRINGS",2158,2105,46.3392,46.5083,0.169111
"CHEROKEE|LIBERTY",5866,5732,31.9468,35.4501,3.50329
"CHEROKEE|LICKSKILLET",5474,5345,20.3873,23.1057,2.71842
"CHEROKEE|LITTLE RIVER",5894,5775,21.6152,26.5801,4.96488
"CHEROKEE|MACEDONIA",3905,3840,54.4686,57.6562,3.18762
"CHEROKEE|MOUNTAIN ROAD",2408,2337,45.7641,48.1386,2.37452
"CHEROKEE|OAK GROVE",2617,2558,41.154,41.0477,-0.1063
"CHEROKEE|R M MOORE",2569,2520,74.1534,75.6349,1.48155
"CHEROKEE|RIVER GREEN",5989,5840,44.4649,46.3356,1.87076
"CHEROKEE|ROSECREEK",2893,2835,36.2599,39.6825,3.4226
"CHEROKEE|SALACOA",523,504,73.6138,74.2063,0.592582
"CHEROKEE|SIXES",2495,2451,43.2465,48.5108,5.26432
"CHEROKEE|SUTALLEE",2020,1983,67.9208,67.8265,-0.0942666
