"fips","county","state","pop","lat","lon"
"13245","Richmond","Georgia",206607,33.4279,-82.0519
"13247","Rockdale","Georgia",93570,33.6421,-84.0192
"13249","Schley","Georgia",4547,32.2418,-84.3066
"13251","Screven","Georgia",14067,32.7222,-81.6298
"13253","Seminole","Georgia",9147,30.9679,-84.8667
"13255","Spalding","Georgia",67306,33.2589,-84.2716
"13257","Stephens","Georgia",26784,34.5584,-83.2897
"13259","Stewart","Georgia",5314,32.0686,-84.758
"13261","Sumter","Georgia",29616,32.0614,-84.2224
"13263","Talbot","Georgia",5733,32.7007,-84.583
"13265","Taliaferro","Georgia",1559,33.569,-82.8861
"13267","Tattnall","Georgia",22842,32.0365,-82.0585
"13269","Taylor","Georgia",7816,32.5591,-84.2097
"13271","Telfair","Georgia",12477,32.0193,-82.895
"13273","Terrell","Georgia",9185,31.772,-84.429
"13275","Thomas","Georgia",45798,30.8693,-83.948
"13277","Tift","Georgia",41344,31.4551,-83.5139
"13279","Toombs","Georgia",27030,32.1855,-82.3687
"13281","Towns","Georgia",12493,34.94,-83.7829
"13283","Treutlen","Georgia",6406,32.3873,-82.5892
"13285","Troup","Georgia",69426,33.0381,-85.0297
"13287","Turner","Georgia",9006,31.7028,-83.6383
"13289","Twiggs","Georgia",8022,32.7023,-83.4167
"13291","Union","Georgia",24632,34.8775,-84.0048
"13293","Upson","Georgia",27700,32.9072,-84.3253
"13295","Walker","Georgia",67654,34.8387,-85.2931
"13297","Walton","Georgia",96673,33.796,-83.7853
"13299","Ware","Georgia",36251,31.227,-82.3838
"13301","Warren","Georgia",5215,33.4067,-82.6616
"13303","Washington","Georgia",19988,32.9643,-82.7756
"13305","Wayne","Georgia",30144,31.6106,-81.9166
"13307","Webster","Georgia",2348,32.0524,-84.5618
"13309","Wheeler","Georgia",7471,32.1475,-82.7562
"13311","White","Georgia",28003,34.5996,-83.7437
"13313","Whitfield","Georgia",102864,34.7936,-84.9663
"13315","Wilcox","Georgia",8766,31.9755,-83.4092
"13317","Wilkes","Georgia",9565,33.7572,-82.7527
"13319","Wilkinson","Georgia",8877,32.844,-83.2392
"13321","Worth","Georgia",20784,31.5453,-83.8592
"15001","Hawaii","Hawaii",200629,19.6727,-155.428
"15003","Honolulu","Hawaii",1016508,21.3715,-157.917
"15005","Kalawao","Hawaii",82,21.1896,-156.982
"15007","Kauai","Hawaii",73298,22.0198,-159.439
"15009","Maui","Hawaii",164754,20.8629,-156.492
"16001","Ada","Idaho",494967,43.6121,-116.313
"16003","Adams","Idaho",4379,44.8439,-116.383
"16005","Bannock","Idaho",87018,42.8711,-112.425
"16007","Bear Lake","Idaho",6372,42.3075,-111.341
"16009","Benewah","Idaho",9530,47.2731,-116.645
"16011","Bingham","Idaho",47992,43.2231,-112.346
"16013","Blaine","Idaho",24272,43.5481,-114.299
"16015","Boise","Idaho",7610,43.9065,-115.985
"16017","Bonner","Idaho",47110,48.2365,-116.63
"16019","Bonneville","Idaho",123964,43.4948,-111.994
"16021","Boundary","Idaho",12056,48.7106,-116.303
"16023","Butte","Idaho",2574,43.6973,-113.302
"16025","Camas","Idaho",1077,43.3529,-114.754
"16027","Canyon","Idaho",231105,43.6125,-116.625
"16029","Caribou","Idaho",7027,42.6462,-111.652
"16031","Cassia","Idaho",24655,42.4874,-113.748
"16033","Clark","Idaho",790,44.1947,-112.262
"16035","Clearwater","Idaho",8734,46.4891,-116.191
"16037","Custer","Idaho",4275,44.2803,-114.096
"16039","Elmore","Idaho",28666,43.1177,-115.685
"16041","Franklin","Idaho",14194,42.0982,-111.872
"16043","Fremont","Idaho",13388,44.0129,-111.617
"16045","Gem","Idaho",19123,43.8831,-116.508
"16047","Gooding","Idaho",15598,42.8535,-114.75
"16049","Idaho","Idaho",16541,45.972,-116.106
"16051","Jefferson","Idaho",30891,43.6871,-111.959
"16053","Jerome","Idaho",24237,42.6995,-114.465
"16055","Kootenai","Idaho",171362,47.7386,-116.837
"16057","Latah","Idaho",39517,46.7426,-116.935
"16059","Lemhi","Idaho",7974,45.1304,-113.861
"16061","Lewis","Idaho",3533,46.2376,-116.264
"16063","Lincoln","Idaho",5127,42.9717,-114.333
"16065","Madison","Idaho",52913,43.8192,-111.794
"16067","Minidoka","Idaho",21613,42.6112,-113.713
"16069","Nez Perce","Idaho",42090,46.3939,-116.952
"16071","Oneida","Idaho",4564,42.1822,-112.295
"16073","Owyhee","Idaho",11913,43.3934,-116.705
"16075","Payette","Idaho",25386,44.0196,-116.893
"16077","Power","Idaho",7878,42.7746,-112.827
"16079","Shoshone","Idaho",13169,47.5149,-116.092
"16081","Teton","Idaho",11630,43.6924,-111.122
"16083","Twin Falls","Idaho",90046,42.5603,-114.5
"16085","Valley","Idaho",11746,44.7662,-116.075
"16087","Washington","Idaho",10500,44.2983,-116.921
"17001","Adams","Illinois",65737,39.9439,-91.3274
"17003","Alexander","Illinois",5240,37.1529,-89.2949
"17005","Bond","Illinois",16725,38.8848,-89.432
"17007","Boone","Illinois",53448,42.2943,-88.8521
"17009","Brown","Illinois",6244,39.966,-90.7475
"17011","Bureau","Illinois",33244,41.3824,-89.4205
"17013","Calhoun","Illinois",4437,39.123,-90.6382
"17015","Carroll","Illinois",15702,42.0673,-89.9692
"17017","Cass","Illinois",13042,39.9804,-90.3209
"17019","Champaign","Illinois",205865,40.1269,-88.2365
"17021","Christian","Illinois",34032,39.5254,-89.2541
"17023","Clark","Illinois",15455,39.3515,-87.7962
"17025","Clay","Illinois",13288,38.7157,-88.4918
"17027","Clinton","Illinois",36899,38.5887,-89.4857
"17029","Coles","Illinois",46863,39.488,-88.2646
"17031","Cook","Illinois",5275541,41.8695,-87.758
"17033","Crawford","Illinois",18679,39.0048,-87.75
"17035","Cumberland","Illinois",10450,39.275,-88.2807
"17037","DeKalb","Illinois",100420,41.9276,-88.7268
"17039","De Witt","Illinois",15516,40.1709,-88.9114
"17041","Douglas","Illinois",19740,39.767,-88.2804
"17043","DuPage","Illinois",932877,41.8489,-88.0713
"17045","Edgar","Illinois",16866,39.6364,-87.7138
"17047","Edwards","Illinois",6245,38.4016,-88.0412
"17049","Effingham","Illinois",34668,39.0959,-88.5733
"17051","Fayette","Illinois",21488,38.9959,-89.034
"17053","Ford","Illinois",13534,40.5217,-88.2194
"17055","Franklin","Illinois",37804,37.964,-88.9537
"17057","Fulton","Illinois",33609,40.5248,-90.1166
"17059","Gallatin","Illinois",4946,37.7729,-88.2392
"17061","Greene","Illinois",11985,39.3689,-90.3712
"17063","Grundy","Illinois",52533,41.35,-88.3446
"17065","Hamilton","Illinois",7993,38.0916,-88.559
"17067","Hancock","Illinois",17620,40.425,-91.2024
"17069","Hardin","Illinois",3649,37.4783,-88.296
"17071","Henderson","Illinois",6387,40.8248,-90.9447
"17073","Henry","Illinois",49284,41.3509,-90.1358
"17075","Iroquois","Illinois",27077,40.7623,-87.8385
"17077","Jackson","Illinois",52974,37.7502,-89.2771
"17079","Jasper","Illinois",9287,39.0039,-88.1626
"17081","Jefferson","Illinois",37113,38.3112,-88.9116
"17083","Jersey","Illinois",21512,39.0752,-90.3193
"17085","Jo Daviess","Illinois",22035,42.4113,-90.3085
"17087","Johnson","Illinois",13308,37.4701,-88.8765
"17089","Kane","Illinois",516522,41.9284,-88.3354
"17091","Kankakee","Illinois",107502,41.1505,-87.8517
"17093","Kendall","Illinois",131869,41.6608,-88.3756
"17095","Knox","Illinois",49967,40.938,-90.3278
"17097","Lake","Illinois",714342,42.3116,-87.9705
"17099","LaSalle","Illinois",109658,41.3543,-88.8951
"17101","Lawrence","Illinois",15280,38.7182,-87.746
"17103","Lee","Illinois",34145,41.8121,-89.4019
"17105","Livingston","Illinois",35815,40.9018,-88.5762
"17107","Logan","Illinois",27987,40.1416,-89.3614
"17109","McDonough","Illinois",27238,40.47,-90.6678
"17111","McHenry","Illinois",310229,42.2703,-88.3514
"17113","McLean","Illinois",170954,40.4938,-88.9538
"17115","Macon","Illinois",103998,39.8506,-88.9466
"17117","Macoupin","Illinois",44967,39.1917,-89.8771
"17119","Madison","Illinois",265859,38.801,-90.0126
"17121","Marion","Illinois",37729,38.5906,-89.0161
"17123","Marshall","Illinois",11742,41.0433,-89.3162
"17125","Mason","Illinois",13086,40.2862,-89.8994
"17127","Massac","Illinois",14169,37.1809,-88.7178
"17129","Menard","Illinois",12297,39.9969,-89.7992
"17131","Mercer","Illinois",15699,41.2145,-90.6866
"17133","Monroe","Illinois",34962,38.3622,-90.172
"17135","Montgomery","Illinois",28288,39.1984,-89.5074
"17137","Morgan","Illinois",32915,39.7171,-90.2284
"17139","Moultrie","Illinois",14526,39.6317,-88.6127
"17141","Ogle","Illinois",51788,42.0287,-89.254
"17143","Peoria","Illinois",181830,40.7467,-89.6399
"17145","Perry","Illinois",20945,38.0577,-89.3224
"17147","Piatt","Illinois",16673,40.009,-88.5819
"17149","Pike","Illinois",14739,39.6219,-90.8613
"17151","Pope","Illinois",3763,37.4008,-88.5558
"17153","Pulaski","Illinois",5193,37.1985,-89.1306
"17155","Putnam","Illinois",5637,41.2305,-89.2681
"17157","Randolph","Illinois",30163,38.0614,-89.8097
"17159","Richland","Illinois",15813,38.7254,-88.0878
"17161","Rock Island","Illinois",144672,41.4891,-90.5025
"17163","St. Clair","Illinois",257400,38.5482,-89.9902
"17165","Saline","Illinois",23768,37.7534,-88.5381
"17167","Sangamon","Illinois",196343,39.7711,-89.6549
"17169","Schuyler","Illinois",6902,40.1301,-90.5688
"17171","Scott","Illinois",4949,39.646,-90.462
"17173","Shelby","Illinois",20990,39.3994,-88.8006
"17175","Stark","Illinois",5400,41.0984,-89.792
"17177","Stephenson","Illinois",44630,42.325,-89.6436
"17179","Tazewell","Illinois",131343,40.6052,-89.5302
"17181","Union","Illinois",17244,37.469,-89.2343
"17183","Vermilion","Illinois",74188,40.1511,-87.6555
"17185","Wabash","Illinois",11361,38.4319,-87.7889
"17187","Warren","Illinois",16835,40.8907,-90.6368
"17189","Washington","Illinois",13761,38.3607,-89.3954
"17191","Wayne","Illinois",16179,38.4082,-88.4218
"17193","White","Illinois",13877,38.0889,-88.1965
"17195","Whiteside","Illinois",55691,41.782,-89.8252
"17197","Will","Illinois",696355,41.5655,-88.0586
"17199","Williamson","Illinois",67153,37.7544,-88.9766
"17201","Winnebago","Illinois",285350,42.3083,-89.0604
"17203","Woodford","Illinois",38467,40.7692,-89.2916
"18001","Adams","Indiana",35809,40.7495,-84.9343
"18003","Allen","Indiana",385410,41.1008,-85.1252
"18005","Bartholomew","Indiana",82208,39.215,-85.9053
"18007","Benton","Indiana",8719,40.5763,-87.2919
"18009","Blackford","Indiana",12112,40.4681,-85.3456
"18011","Boone","Indiana",70812,40.0046,-86.3832
"18013","Brown","Indiana",15475,39.2367,-86.2087
"18015","Carroll","Indiana",20306,40.5792,-86.6012
"18017","Cass","Indiana",37870,40.7471,-86.339
"18019","Clark","Indiana",121093,38.3734,-85.7325
"18021","Clay","Indiana",26466,39.4693,-87.124
"18023","Clinton","Indiana",33190,40.2978,-86.5136
"18025","Crawford","Indiana",10526,38.3157,-86.4221
"18027","Daviess","Indiana",33381,38.6975,-87.0962
"18029","Dearborn","Indiana",50679,39.1468,-84.9205
"18031","Decatur","Indiana",26472,39.3207,-85.4931
"18033","DeKalb","Indiana",43265,41.3772,-85.0345
"18035","Delaware","Indiana",111903,40.2052,-85.4029
"18037","Dubois","Indiana",43637,38.3587,-86.9157
"18039","Elkhart","Indiana",207047,41.6372,-85.9057
"18041","Fayette","Indiana",23398,39.6404,-85.1473
"18043","Floyd","Indiana",80484,38.3222,-85.8579
"18045","Fountain","Indiana",16479,40.1494,-87.2744
"18047","Franklin","Indiana",22785,39.3985,-85.071
"18049","Fulton","Indiana",20480,41.0593,-86.2172
"18051","Gibson","Indiana",33011,38.3058,-87.5494
"18053","Grant","Indiana",66674,40.5253,-85.6442
"18055","Greene","Indiana",30803,39.0525,-86.9942
"18057","Hamilton","Indiana",347467,40.0015,-86.0576
"18059","Hancock","Indiana",79840,39.8152,-85.8296
"18061","Harrison","Indiana",39654,38.2342,-86.0982
"18063","Hendricks","Indiana",174788,39.7731,-86.4111
"18065","Henry","Indiana",48914,39.9288,-85.4037
"18067","Howard","Indiana",83658,40.4703,-86.1336
"18069","Huntington","Indiana",36662,40.8699,-85.4862
"18071","Jackson","Indiana",46428,38.9287,-85.9363
"18073","Jasper","Indiana",32918,41.0825,-87.1506
"18075","Jay","Indiana",20478,40.4308,-85.0287
"18077","Jefferson","Indiana",33147,38.7587,-85.4332
"18079","Jennings","Indiana",27613,39.0055,-85.6497
"18081","Johnson","Indiana",161765,39.5559,-86.1152
"18083","Knox","Indiana",36282,38.6993,-87.4548
"18085","Kosciusko","Indiana",80240,41.2678,-85.8305
"18087","LaGrange","Indiana",40446,41.6329,-85.4673
"18089","Lake","Indiana",498700,41.519,-87.4075
"18091","LaPorte","Indiana",112417,41.6323,-86.7912
"18093","Lawrence","Indiana",45011,38.8478,-86.4959
"18095","Madison","Indiana",130129,40.1135,-85.7088
"18097","Marion","Indiana",977203,39.7889,-86.1363
"18099","Marshall","Indiana",46095,41.3477,-86.2723
"18101","Martin","Indiana",9812,38.6797,-86.8505
"18103","Miami","Indiana",35962,40.7294,-86.0761
"18105","Monroe","Indiana",139718,39.1623,-86.5386
"18107","Montgomery","Indiana",37936,40.0345,-86.9006
"18109","Morgan","Indiana",71780,39.5129,-86.3991
"18111","Newton","Indiana",13830,40.9992,-87.3805
"18113","Noble","Indiana",47457,41.4158,-85.389
"18115","Ohio","Indiana",5940,38.9544,-84.91
"18117","Orange","Indiana",19867,38.5623,-86.496
"18119","Owen","Indiana",21321,39.3146,-86.7982
"18121","Parke","Indiana",16156,39.7579,-87.2252
"18123","Perry","Indiana",19170,38.0086,-86.7055
"18125","Pike","Indiana",12250,38.427,-87.2331
"18127","Porter","Indiana",173215,41.514,-87.1043
"18129","Posey","Indiana",25222,38.0127,-87.8199
"18131","Pulaski","Indiana",12514,41.0514,-86.6848
"18133","Putnam","Indiana",36726,39.6464,-86.8343
"18135","Randolph","Indiana",24502,40.1695,-84.9969
"18137","Ripley","Indiana",28995,39.1607,-85.2193
"18139","Rush","Indiana",16752,39.6221,-85.4757
"18141","St. Joseph","Indiana",272912,41.6764,-86.2271
"18143","Scott","Indiana",24384,38.6979,-85.7641
"18145","Shelby","Indiana",45055,39.535,-85.7901
"18147","Spencer","Indiana",19810,38.0192,-87.0091
"18149","Starke","Indiana",23371,41.2817,-86.6327
"18151","Steuben","Indiana",34435,41.65,-85.011
"18153","Sullivan","Indiana",20817,39.1038,-87.3932
"18155","Switzerland","Indiana",9737,38.817,-85.0237
"18157","Tippecanoe","Indiana",186251,40.4187,-86.887
"18159","Tipton","Indiana",15359,40.3075,-86.0513
"18161","Union","Indiana",7087,39.6184,-84.9195
"18163","Vanderburgh","Indiana",180136,37.9982,-87.5496
"18165","Vermillion","Indiana",15439,39.7599,-87.439
"18167","Vigo","Indiana",106153,39.4605,-87.3869
"18169","Wabash","Indiana",30976,40.8558,-85.8042
"18171","Warren","Indiana",8440,40.3127,-87.3254
"18173","Warrick","Indiana",63898,38.0111,-87.3556
"18175","Washington","Indiana",28182,38.5734,-86.0846
"18177","Wayne","Indiana",66553,39.8433,-84.9487
"18179","Wells","Indiana",28180,40.7708,-85.193
"18181","White","Indiana",24688,40.7536,-86.81
"18183","Whitley","Indiana",34191,41.163,-85.478
"19001","Adair","Iowa",7496,41.3477,-94.4783
"19003","Adams","Iowa",3704,41.0072,-94.7088
"19005","Allamakee","Iowa",14061,43.253,-91.4248
"19007","Appanoose","Iowa",12317,40.7413,-92.8647
"19009","Audubon","Iowa",5674,41.6759,-94.9254
"19011","Benton","Iowa",25575,42.0633,-92.0133
"19013","Black Hawk","Iowa",131144,42.4902,-92.3718
"19015","Boone","Iowa",26715,42.0262,-93.8922
"19017","Bremer","Iowa",24988,42.7403,-92.3807
"19019","Buchanan","Iowa",20565,42.4851,-91.9011
"19021","Buena Vista","Iowa",20823,42.6767,-95.1843
"19023","Butler","Iowa",14334,42.7016,-92.7583
"19025","Calhoun","Iowa",9927,42.3978,-94.6232
"19027","Carroll","Iowa",20760,42.0395,-94.8677
"19029","Cass","Iowa",13127,41.3665,-94.9777
"19031","Cedar","Iowa",18505,41.756,-91.1404
"19033","Cerro Gordo","Iowa",43127,43.1352,-93.2461
"19035","Cherokee","Iowa",11658,42.7512,-95.5919
"19037","Chickasaw","Iowa",12012,43.0387,-92.3428
"19039","Clarke","Iowa",9748,41.0348,-93.7835
"19041","Clay","Iowa",16384,43.1274,-95.1593
"19043","Clayton","Iowa",17043,42.8607,-91.3211
"19045","Clinton","Iowa",46460,41.8521,-90.3412
"19047","Crawford","Iowa",16525,42.0267,-95.3574
"19049","Dallas","Iowa",99678,41.6307,-93.9005
"19051","Davis","Iowa",9110,40.7625,-92.4183
"19053","Decatur","Iowa",7645,40.7123,-93.8172
"19055","Delaware","Iowa",17488,42.4816,-91.3839
"19057","Des Moines","Iowa",38910,40.8353,-91.1433
"19059","Dickinson","Iowa",17703,43.389,-95.1346
"19061","Dubuque","Iowa",99266,42.4932,-90.7622
"19063","Emmet","Iowa",9388,43.396,-94.7583
"19065","Fayette","Iowa",19509,42.8215,-91.8557
"19067","Floyd","Iowa",15627,43.0752,-92.7514
"19069","Franklin","Iowa",10019,42.7546,-93.2393
"19071","Fremont","Iowa",6605,40.7537,-95.6168
"19073","Greene","Iowa",8771,42.0291,-94.3799
"19075","Grundy","Iowa",12329,42.3805,-92.7473
"19077","Guthrie","Iowa",10623,41.6658,-94.4277
"19079","Hamilton","Iowa",15039,42.4066,-93.7674
"19081","Hancock","Iowa",10795,43.0923,-93.7027
"19083","Hardin","Iowa",16878,42.4363,-93.217
"19085","Harrison","Iowa",14582,41.6626,-95.8046
"19087","Henry","Iowa",20482,40.978,-91.5369
"19089","Howard","Iowa",9469,43.362,-92.2294
"19091","Humboldt","Iowa",9597,42.7466,-94.2166
"19093","Ida","Iowa",7005,42.3933,-95.5055
"19095","Iowa","Iowa",16662,41.701,-92.0392
"19097","Jackson","Iowa",19485,42.1415,-90.5677
"19099","Jasper","Iowa",37813,41.6781,-93.0714
"19101","Jefferson","Iowa",15663,41.0126,-91.9659
"19103","Johnson","Iowa",152854,41.6836,-91.5613
"19105","Jones","Iowa",20646,42.1381,-91.2005
"19107","Keokuk","Iowa",10033,41.3244,-92.1752
"19109","Kossuth","Iowa",14828,43.1433,-94.2214
"19111","Lee","Iowa",33555,40.5607,-91.3971
"19113","Linn","Iowa",230299,42.0085,-91.6484
"19115","Louisa","Iowa",10837,41.2253,-91.2627
"19117","Lucas","Iowa",8634,41.0221,-93.3125
"19119","Lyon","Iowa",11934,43.3855,-96.2273
"19121","Madison","Iowa",16548,41.3487,-93.9868
"19123","Mahaska","Iowa",22190,41.3118,-92.6421
"19125","Marion","Iowa",33414,41.3573,-93.0417
"19127","Marshall","Iowa",40105,42.0304,-92.9382
"19129","Mills","Iowa",14484,41.0509,-95.6937
"19131","Mitchell","Iowa",10565,43.3345,-92.8061
"19133","Monona","Iowa",8751,42.0626,-95.9889
"19135","Monroe","Iowa",7577,41.0338,-92.8252
"19137","Montgomery","Iowa",10330,41.0093,-95.1697
"19139","Muscatine","Iowa",43235,41.4655,-91.0778
"19141","O'Brien","Iowa",14182,43.1292,-95.6953
"19143","Osceola","Iowa",6192,43.3872,-95.681
"19145","Page","Iowa",15211,40.747,-95.1873
"19147","Palo Alto","Iowa",8996,43.1011,-94.6885
"19149","Plymouth","Iowa",25698,42.748,-96.203
"19151","Pocahontas","Iowa",7078,42.744,-94.707
"19153","Polk","Iowa",492401,41.631,-93.6402
"19155","Pottawattamie","Iowa",93667,41.2784,-95.7939
"19157","Poweshiek","Iowa",18662,41.7125,-92.6249
"19159","Ringgold","Iowa",4663,40.738,-94.2371
"19161","Sac","Iowa",9814,42.3752,-95.0896
"19163","Scott","Iowa",174669,41.5647,-90.5627
"19165","Shelby","Iowa",11746,41.6626,-95.3233
"19167","Sioux","Iowa",35872,43.0808,-96.168
"19169","Story","Iowa",98537,42.0251,-93.6049
"19171","Tama","Iowa",17135,42.0624,-92.5441
"19173","Taylor","Iowa",5896,40.7536,-94.6798
"19175","Union","Iowa",12138,41.0548,-94.3183
"19177","Van Buren","Iowa",7203,40.7442,-91.9425
"19179","Wapello","Iowa",35437,41.0164,-92.4189
"19181","Warren","Iowa",52403,41.4068,-93.5956
"19183","Washington","Iowa",22565,41.3651,-91.6942
"19185","Wayne","Iowa",6497,40.7333,-93.3041
"19187","Webster","Iowa",36999,42.4812,-94.1795
"19189","Winnebago","Iowa",10679,43.3415,-93.6639
"19191","Winneshiek","Iowa",20070,43.2811,-91.8132
"19193","Woodbury","Iowa",105941,42.4833,-96.346
"19195","Worth","Iowa",7443,43.3694,-93.2504
"19197","Wright","Iowa",12943,42.733,-93.7563
"20001","Allen","Kansas",12526,37.8969,-95.3693
"20003","Anderson","Kansas",7836,38.2518,-95.2632
"20005","Atchison","Kansas",16348,39.5554,-95.1792
"20007","Barber","Kansas",4228,37.2119,-98.5577
"20009","Barton","Kansas",25493,38.3965,-98.7583
"20011","Bourbon","Kansas",14360,37.846,-94.7497
"20013","Brown","Kansas",9508,39.805,-95.5518
"20015","Butler","Kansas",67380,37.7254,-96.9985
"20017","Chase","Kansas",2572,38.3582,-96.5583
"20019","Chautauqua","Kansas",3379,37.1158,-96.2281
"20021","Cherokee","Kansas",19362,37.1148,-94.7517
"20023","Cheyenne","Kansas",2616,39.7693,-101.738
"20025","Clark","Kansas",1991,37.2958,-99.8864
"20027","Clay","Kansas",8117,39.3543,-97.1224
"20029","Cloud","Kansas",9032,39.5349,-97.6358
"20031","Coffey","Kansas",8360,38.2491,-95.7416
"20033","Comanche","Kansas",1689,37.2337,-99.3732
"20035","Cowley","Kansas",34549,37.1746,-96.9984
"20037","Crawford","Kansas",38972,37.4383,-94.7294
"20039","Decatur","Kansas",2764,39.8042,-100.484
"20041","Dickinson","Kansas",18402,38.886,-97.1521
"20043","Doniphan","Kansas",7510,39.7875,-95.0714
"20045","Douglas","Kansas",118785,38.9425,-95.2542
"20047","Edwards","Kansas",2907,37.9132,-99.3528
"20049","Elk","Kansas",2483,37.4237,-96.2391
"20051","Ellis","Kansas",28934,38.8822,-99.3305
"20053","Ellsworth","Kansas",6376,38.7254,-98.2681
"20055","Finney","Kansas",38470,37.9772,-100.863
"20057","Ford","Kansas",34287,37.753,-99.9955
"20059","Franklin","Kansas",25996,38.6035,-95.2604
"20061","Geary","Kansas",36739,39.0405,-96.8388
"20063","Gove","Kansas",2718,39.0471,-100.378
"20065","Graham","Kansas",2415,39.3582,-99.8556
"20067","Grant","Kansas",7352,37.5803,-101.351
"20069","Gray","Kansas",5653,37.7241,-100.412
"20071","Greeley","Kansas",1284,38.4836,-101.758
"20073","Greenwood","Kansas",6016,37.8619,-96.2246
"20075","Hamilton","Kansas",2518,37.9806,-101.761
"20077","Harper","Kansas",5485,37.2153,-98.0499
"20079","Harvey","Kansas",34024,38.0461,-97.3859
"20081","Haskell","Kansas",3780,37.495,-100.89
"20083","Hodgeman","Kansas",1723,38.0859,-99.8601
"20085","Jackson","Kansas",13232,39.4023,-95.7528
"20087","Jefferson","Kansas",18368,39.211,-95.3975
"20089","Jewell","Kansas",2932,39.7776,-98.1989
"20091","Johnson","Kansas",609863,38.9249,-94.7403
"20093","Kearny","Kansas",3983,37.9515,-101.242
"20095","Kingman","Kansas",7470,37.6103,-98.098
"20097","Kiowa","Kansas",2460,37.596,-99.2523
"20099","Labette","Kansas",20184,37.2598,-95.2624
"20101","Lane","Kansas",1574,38.504,-100.483
"20103","Leavenworth","Kansas",81881,39.2351,-94.9595
"20105","Lincoln","Kansas",2939,39.035,-98.1862
"20107","Linn","Kansas",9591,38.2396,-94.801
"20109","Logan","Kansas",2762,39.0955,-100.926
"20111","Lyon","Kansas",32179,38.4162,-96.1791
"20113","McPherson","Kansas",30223,38.3826,-97.6467
"20115","Marion","Kansas",11823,38.3248,-97.1275
"20117","Marshall","Kansas",10038,39.8003,-96.5739
"20119","Meade","Kansas",4055,37.2922,-100.397
"20121","Miami","Kansas",34191,38.5952,-94.831
"20123","Mitchell","Kansas",5796,39.4543,-98.175
"20125","Montgomery","Kansas",31486,37.1434,-95.6939
"20127","Morris","Kansas",5386,38.6944,-96.5808
"20129","Morton","Kansas",2701,37.0432,-101.84
"20131","Nemaha","Kansas",10273,39.8294,-95.9663
"20133","Neosho","Kansas",15904,37.6238,-95.3961
"20135","Ness","Kansas",2687,38.4883,-99.8977
"20137","Norton","Kansas",5459,39.8235,-99.8768
"20139","Osage","Kansas",15766,38.6992,-95.7131
"20141","Osborne","Kansas",3500,39.4259,-98.7053
"20143","Ottawa","Kansas",5735,39.0964,-97.6824
"20145","Pawnee","Kansas",6253,38.1798,-99.147
"20147","Phillips","Kansas",4981,39.7595,-99.3486
"20149","Pottawatomie","Kansas",25348,39.2517,-96.3323
"20151","Pratt","Kansas",9157,37.6448,-98.7306
"20153","Rawlins","Kansas",2561,39.8072,-101.05
"20155","Reno","Kansas",61898,38.0516,-97.9319
"20157","Republic","Kansas",4674,39.8179,-97.6591
"20159","Rice","Kansas",9427,38.3204,-98.1999
"20161","Riley","Kansas",71959,39.1902,-96.6327
"20163","Rooks","Kansas",4919,39.3217,-99.3141
"20165","Rush","Kansas",2956,38.5278,-99.2812
"20167","Russell","Kansas",6691,38.9042,-98.8307
"20169","Saline","Kansas",54303,38.8148,-97.6056
"20171","Scott","Kansas",5151,38.4816,-100.913
"20173","Sedgwick","Kansas",523824,37.6803,-97.3444
"20175","Seward","Kansas",21964,37.0511,-100.919
"20177","Shawnee","Kansas",178909,39.0348,-95.7064
"20179","Sheridan","Kansas",2447,39.3681,-100.463
"20181","Sherman","Kansas",5927,39.3509,-101.726
"20183","Smith","Kansas",3570,39.7706,-98.8056
"20185","Stafford","Kansas",4072,38.0051,-98.7338
"20187","Stanton","Kansas",2084,37.5653,-101.757
"20189","Stevens","Kansas",5250,37.1871,-101.323
"20191","Sumner","Kansas",22382,37.3034,-97.4068
"20193","Thomas","Kansas",7930,39.3847,-101.05
"20195","Trego","Kansas",2808,39.0037,-99.8814
"20197","Wabaunsee","Kansas",6877,38.9897,-96.1786
"20199","Wallace","Kansas",1512,38.8858,-101.762
"20201","Washington","Kansas",5530,39.7793,-97.0489
"20203","Wichita","Kansas",2152,38.4946,-101.35
"20205","Wilson","Kansas",8624,37.5115,-95.7397
"20207","Woodson","Kansas",3115,37.8761,-95.735
"20209","Wyandotte","Kansas",169245,39.106,-94.7128
"21001","Adair","Kentucky",18903,37.1075,-85.2796
"21003","Allen","Kentucky",20588,36.7502,-86.2101
"21005","Anderson","Kentucky",23852,38.028,-84.9257
"21007","Ballard","Kentucky",7728,37.0436,-88.977
"21009","Barren","Kentucky",44485,36.9953,-85.9322
"21011","Bath","Kentucky",12750,38.1385,-83.7406
"21013","Bell","Kentucky",24097,36.6808,-83.7044
"21015","Boone","Kentucky",135968,38.9849,-84.679
"21017","Bourbon","Kentucky",20252,38.204,-84.2467
"21019","Boyd","Kentucky",48261,38.4322,-82.6663
"21021","Boyle","Kentucky",30614,37.6379,-84.7968
"21023","Bracken","Kentucky",8400,38.7012,-84.0727
"21025","Breathitt","Kentucky",13718,37.5187,-83.3774
"21027","Breckinridge","Kentucky",20432,37.7698,-86.4081
"21029","Bullitt","Kentucky",82217,38.0238,-85.6518
"21031","Butler","Kentucky",12371,37.2175,-86.6777
"21033","Caldwell","Kentucky",12649,37.1255,-87.8788
"21035","Calloway","Kentucky",37103,36.621,-88.3061
"21037","Campbell","Kentucky",93076,39.0324,-84.4393
