"part","x","y"
30,699.1,105.2
30,694.3,108.9
30,693.9,113.2
30,696.2,112.2
30,697.2,114.1
30,696.7,116.5
30,697.6,118.4
30,700.5,116
30,701.9,117.9
30,705.2,117
30,706.6,119.8
30,706.6,122.6
30,708.5,127.4
30,710.4,128.3
30,713.2,133
30,712.8,140.1
30,715.1,141.1
30,719.9,144.8
30,718.9,148.2
30,721.3,155.7
30,721.7,159.5
30,723.6,162.8
30,727.9,164.2
30,729.8,166.6
30,731.2,172.3
30,730.7,176
30,727.9,180.3
30,727.4,183.6
30,725.5,184.5
30,725.5,188.8
30,727.4,192.1
30,727.9,195.4
30,726,197.3
30,721.7,198.7
30,722.2,202.5
30,721.7,206.8
30,716.1,211.5
30,714.7,215.7
30,714.7,218.1
30,718.9,222.3
30,719.9,224.7
30,718.9,227.1
30,716.5,229
30,716.1,231.3
30,717.5,237.5
30,722.2,239.4
30,718.9,274.8
30,716.5,298.9
30,714.2,328.7
30,711.4,366.9
30,707.6,407.6
30,704.7,437.4
30,702.4,466.2
30,699.1,502.6
30,698.1,507.3
30,695.8,508.7
30,692,515.3
30,690.1,520
30,690.1,522.4
30,684.4,537.5
30,682.5,542.3
30,677.3,547.9
30,671.7,556.4
30,668.8,563
30,667.9,566.4
30,668.3,573.4
30,669.8,575.8
30,669.3,585.7
30,668.8,588.1
30,643.3,586.2
30,630.5,585.3
30,600.8,582.9
30,588.5,581.5
30,572,580.5
30,550.7,579.6
30,528.5,578.2
30,516.7,577.7
30,493.5,576.3
30,483.6,576.3
30,456.6,574.4
30,437.3,573.4
30,436.3,570.1
30,439.2,567.8
30,443.4,566.4
30,444.8,563.5
30,451.5,560.2
30,457.1,553.6
30,456.2,548.4
30,459.5,542.7
30,462.8,540.8
30,465.2,540.4
30,468.9,538.5
30,475.1,535.6
30,476,533.3
30,478.9,531.9
30,478.9,527.1
30,479.3,523.4
30,481.7,519.6
30,480.3,514.4
30,481.2,508.7
30,480.3,504.9
30,479.3,496.9
30,471.8,492.2
30,468.9,488.4
30,469.4,484.1
30,468,482.2
30,467.5,478.5
30,468,471.8
30,462.3,469
30,458.5,464.3
30,455.2,463.3
30,451.9,464.3
30,447.7,461.9
30,446.7,460
30,442.9,456.3
30,436.3,454.8
30,427.8,454.8
30,425.9,454.4
30,420.3,450.6
30,416.5,452
30,412.2,450.6
30,410.8,448.7
30,409.4,444
30,408.9,436.4
30,406.1,429.8
30,410.3,425.1
30,412.7,421.8
30,417,420.8
30,420.7,414.2
30,421.7,407.1
30,420.7,401
30,421.2,398.6
30,420.7,394.8
30,417.9,392.9
30,414.1,388.2
30,413.2,385.8
30,409.9,381.6
30,410.8,378.3
30,408.9,372.1
30,409.4,368.8
30,408.5,365.5
30,403.7,361.7
30,398.5,361.7
30,393.3,359.9
30,390,358
30,385.8,350.4
30,389.1,347.1
30,389.5,343.8
30,388.6,341
30,389.1,333.4
30,385.3,332
31,699.1,502.6
31,702.4,466.2
31,704.7,437.4
31,707.6,407.6
31,711.4,366.9
31,714.2,328.7
31,716.5,298.9
31,718.9,274.8
31,722.2,239.4
31,717.5,237.5
31,716.1,231.3
31,716.5,229
31,718.9,227.1
31,719.9,224.7
31,718.9,222.3
31,714.7,218.1
31,714.7,215.7
31,716.1,211.5
31,721.7,206.8
31,722.2,202.5
31,721.7,198.7
31,726,197.3
31,727.9,195.4
31,727.4,192.1
31,725.5,188.8
31,725.5,184.5
31,727.4,183.6
31,727.9,180.3
31,730.7,176
31,731.2,172.3
31,729.8,166.6
31,727.9,164.2
31,723.6,162.8
31,721.7,159.5
31,721.3,155.7
31,718.9,148.2
31,719.9,144.8
31,715.1,141.1
31,712.8,140.1
31,713.2,133
31,710.4,128.3
31,708.5,127.4
31,706.6,122.6
31,706.6,119.8
31,705.2,117
31,701.9,117.9
31,700.5,116
31,697.6,118.4
31,696.7,116.5
31,697.2,114.1
31,696.2,112.2
31,693.9,113.2
31,694.3,108.9
31,699.1,105.2
31,700,102.8
31,698.6,100
31,696.2,98.1
31,692.9,96.6
31,693.9,94.8
31,697.2,96.6
31,697.2,92.9
31,694.3,91
31,691.5,91
31,691,89.1
31,692.9,86.7
31,694.3,82.5
31,692.4,78.7
31,690.1,75.9
31,694.3,75.4
31,694.8,73.5
31,687.7,72.5
31,693.4,65
31,689.1,65.9
31,691,62.6
31,694.3,62.6
31,695.8,63.1
31,701.9,60.7
31,702.8,63.1
31,704.7,64.5
31,703.8,69.2
31,701.9,71.1
31,701.4,73.5
31,703.8,77.7
31,707.6,76.8
31,710.9,72.5
31,714.2,73
31,716.5,74.9
31,721.3,75.4
31,723.2,76.8
31,725.5,74
31,724.1,71.6
31,725.1,68.8
31,730.3,69.2
31,732.1,73
31,731.7,75.9
31,728.8,77.7
31,728.4,80.6
31,731.2,85.8
31,734.5,80.6
31,739.2,79.2
31,743,82.9
31,745.8,83.4
31,749.2,82.9
31,752.5,80.6
31,759.1,77.7
31,764.3,74.4
31,769.5,73.5
31,772.8,67.8
31,776.1,68.8
31,777.5,70.2
31,779.9,82.5
31,784.1,85.3
31,789.3,86.7
31,794,92.9
31,796.9,94.3
31,799.7,93.3
31,804,85.3
31,807.3,83.4
31,809.6,85.8
31,812.9,86.3
31,813.4,84.4
31,812.5,80.1
31,814.8,78.7
31,818.1,81.5
31,817.2,86.3
31,818.1,87.7
31,822.9,87.7
31,825.2,90
31,823.3,93.3
31,822.4,100.4
31,822.9,101.8
31,828.5,103.3
31,830,105.2
31,829.5,107.5
31,827.6,108.5
31,826.7,110.4
31,829.5,111.8
31,831.8,109.9
31,834.2,113.2
31,837.5,113.2
31,838.5,116
31,834.2,117
31,833.7,119.8
31,836.1,120.3
31,841.3,117
31,843.2,114.6
31,843.2,110.4
31,844.6,105.6
31,848.9,102.8
31,852.6,101.4
31,858.8,102.3
31,861.1,100.9
31,864.5,96.6
31,866.3,101.4
31,872.5,102.8
31,874.4,105.6
31,875.3,112.2
31,874.4,120.7
31,876.3,125.5
31,879.1,129.7
31,879.6,134
31,882.9,135.9
31,887.6,134
31,891.9,137.8
31,894.2,141.5
31,895.6,152.4
31,898.5,155.7
31,902.7,157.1
31,905.6,158.6
31,907.5,162.8
31,910.8,165.6
31,911.7,169.9
31,908.9,175.1
31,908.4,180.3
31,907,182.7
31,907,186
31,909.8,189.3
31,913.1,189.3
31,918.8,191.2
31,923,191.2
31,926.4,187.8
31,929.7,186
31,934.4,188.3
31,939.1,193
31,946.2,198.2
31,950.5,198.7
31,953.3,200.6
31,958.5,200.1
31,960.4,201.6
31,959,204.4
31,959,206.8
31,961.3,209.6
31,961.3,211.9
31,959,212.9
31,954.7,212.9
31,953.3,215.3
31,956.1,219.5
31,955.7,222.8
31,950,229.4
31,955.7,236
31,953.3,258.3
31,950.9,277.6
31,946.7,315
31,944.8,335.3
31,941,370.3
31,938.6,392
31,934.9,425.1
31,932.5,445.9
31,926.4,495.5
31,922.6,524.3
31,922.1,531.9
31,908.4,530
31,880.5,526.7
31,841.3,522.4
31,813.4,519.6
31,781.3,516.3
31,756.2,513.9
31,749.6,509.7
31,747.7,507.3
31,740.6,502.6
31,733.1,498.8
31,725.1,495.5
31,720.3,494.5
31,713.2,495
31,707.1,496.9
31,709.5,499.7
31,707.6,501.6
31,703.8,499.3
31,699.1,502.6
32,-511.6,297
32,-513,279.5
32,-514.9,245
32,-516.3,218.6
32,-518.2,189.7
32,-519.6,163.7
32,-522.5,123.6
32,-525.3,77.7
32,-527.7,37.1
32,-530,0.3
32,-532.4,-39.9
32,-483.2,-42.8
32,-459.1,-43.7
32,-417.1,-45.6
32,-370.3,-47.5
32,-341.5,-48.9
32,-321.6,-49.8
32,-304.6,-50.8
32,-266.8,-51.7
32,-239.4,-52.7
32,-207.7,-53.6
32,-179.4,-54.1
32,-128.8,-55
32,-91,-55.5
32,-44.2,-56
32,-0.3,-56
32,26.6,-56
32,52.2,-56
32,88.5,-55.5
32,121.6,-55
32,121.6,-33.8
32,121.1,3.1
32,120.7,31.4
32,120.7,50.8
32,120.2,81.5
32,119.7,102.3
32,119.7,126.4
32,119.7,149.6
32,119.3,182.2
32,120.7,184.5
32,118.3,186.9
32,114.5,186.4
32,114.5,188.8
32,112.2,189.3
32,108.4,187.8
32,106,188.8
32,103.7,192.1
32,100.8,192.1
32,100.4,195.9
32,98.5,198.7
32,96.1,200.1
32,94.2,202.5
32,92.8,207.7
32,95.6,211
32,93.7,212.9
32,91.8,211.9
32,87.1,216.2
32,86.2,218.6
32,82.4,220
32,81,223.8
32,76.3,228.5
32,75.8,232.7
32,80.5,233.7
32,81,236
32,80.5,238.4
32,82.9,243.1
32,86.2,244.6
32,87.6,246.4
32,87.6,250.7
32,88.5,252.1
32,93.3,249.8
32,95.6,250.7
32,96.6,254
32,95.2,255
32,91.8,254
32,91.4,257.3
32,93.7,257.3
32,95.2,259.2
32,94.2,262
32,91.8,262.5
32,89.5,264.4
32,90.9,267.7
32,88.1,269.6
32,83.3,269.1
32,81.5,265.3
32,77.7,264.9
32,72.9,267.2
32,72.5,269.6
32,67.3,270.1
32,67.7,272.9
32,64.4,274.3
32,61.6,277.2
32,59.2,278.6
32,58.8,280.5
32,18.1,280.5
32,-13.1,280.5
32,-52.8,280.5
32,-88.7,280.9
32,-128.4,281.4
32,-155.8,281.9
32,-177.5,282.4
32,-216.7,283.3
32,-248.4,284.2
32,-288.1,285.7
32,-322.6,286.6
32,-353.3,288
32,-377.9,289.4
32,-417.6,291.3
32,-457.7,293.7
32,-494.1,295.6
32,-511.6,297
33,605,-36.1
33,606.9,-36.6
33,608.3,-40.4
33,606.9,-46.5
33,605.5,-51.3
33,602.7,-52.2
33,602.7,-56
33,604.6,-57.9
33,608.3,-59.3
33,607.4,-61.7
33,603.6,-61.2
33,601.2,-63.5
33,601.2,-66.4
33,604.1,-69.2
33,605.5,-71.6
33,602.2,-75.8
33,601.7,-79.1
33,599.8,-82.9
33,597.5,-83.4
33,593.7,-80.6
33,590.9,-76.3
33,586.6,-78.7
33,586.1,-82.4
33,583.8,-91.9
33,594.2,-90.5
33,610.2,-89.5
33,623.9,-88.6
33,635.3,-87.6
33,679.7,-84.3
33,704.3,-82.9
33,705.7,-77.7
33,704.3,-71.1
33,701.4,-62.6
33,706.6,-62.6
33,720.8,-62.6
33,720.8,-66.4
33,739.7,-64
33,759.5,-62.1
33,786,-59.3
33,821,-55
33,832.3,-53.6
33,834.7,-55.5
33,839.4,-53.1
33,855,-51.7
33,866.8,-51.7
33,881.5,-51.3
33,899.4,-50.3
33,929.7,-47.5
33,946.2,-44.6
33,955.2,-43.7
33,970.3,-42.8
33,986.4,-42.3
33,1012.8,-39.9
33,1021.8,-39
33,1036.9,-37.6
33,1062,-34.7
33,1079.5,-33.3
33,1088.4,-32.4
33,1089.4,-30
33,1094.1,-25.7
33,1097.4,-24.3
33,1100.7,-21
33,1104,-20.1
33,1110.6,-19.6
33,1113.5,-17.2
33,1120.1,-13.5
33,1129.5,-9.2
33,1134.3,-7.8
33,1134.3,-3.5
33,1136.6,0.3
33,1136.2,2.1
33,1138.5,5.4
33,1147.5,6.9
33,1154.6,11.6
33,1156,15.8
33,1156,18.7
33,1154.1,21
33,1157.9,24.8
33,1161.2,25.8
33,1165.9,31.9
33,1165,39
33,1170.7,43.3
33,1172.1,43.7
33,1175.4,47.5
33,1182.5,53.6
33,1186.7,56
33,1194.8,59.8
33,1197.6,63.6
33,1211.8,80.6
33,1223.6,94.8
33,1220.3,93.8
33,1216,93.3
33,1214.1,95.2
33,1210.4,95.2
33,1208.5,99
33,1206.6,98.5
33,1203.7,101.4
33,1200.9,101.4
33,1199.5,104.2
33,1196.7,104.2
33,1192.9,107
33,1188.6,112.7
33,1189.6,114.6
33,1187.7,117.4
33,1184.8,118.9
33,1179.6,123.1
33,1178.7,127.4
33,1176.3,129.3
33,1174,128.8
33,1171.1,132.1
33,1173.5,134.9
33,1173.5,137.8
33,1171.1,139.2
33,1168.8,139.2
33,1165,146.7
33,1161.7,148.2
33,1161.2,150
33,1156.5,152.9
33,1155.5,156.7
33,1157.9,157.1
33,1158.4,162.3
33,1157,163.7
33,1158.8,165.6
33,1159.8,167.5
33,1158.4,171.8
33,1159.3,173.7
33,1156.5,176.5
33,1155.5,185
33,1153.2,190.7
33,1148.9,192.6
33,1145.6,196.4
33,1142.3,198.2
33,1135.7,198.2
33,1131,201.1
33,1128.6,209.1
33,1127.2,211.5
33,1127.2,215.7
33,1124.8,218.6
33,1120.6,216.7
33,1117.7,214.3
33,1113.5,213.4
33,1112.1,210.1
33,1108.3,207.2
33,1105.5,201.1
33,1100.7,199.2
33,1096.9,200.1
33,1095.5,199.2
33,1093.2,195.9
33,1090.8,197.3
33,1089.9,199.7
33,1086.1,202
33,1077.1,203
33,1071.9,205.3
33,1064.3,202
33,1062.4,200.1
33,1062.4,196.4
33,1060.6,195.4
33,1055.8,196.8
33,1051.1,197.3
33,1049.7,201.6
33,1044.5,203.9
33,1042.1,207.7
33,1036.5,208.6
33,1034.6,209.6
33,1031.7,209.6
33,1026.5,207.2
33,1024.2,206.8
33,1016.6,208.6
33,1011.4,209.1
33,1009.5,211.5
33,1008.6,218.6
33,1002.9,225.2
33,1001,230.4
33,998.7,232.7
33,995.8,233.7
33,991.6,233.7
33,989.7,235.1
33,988.7,238.9
33,987.3,241.2
33,985,241.7
33,982.1,237.9
33,978.8,238.4
33,976.9,236
33,972.2,235.1
33,970.3,236.5
33,967,237.5
33,963.7,240.8
33,960.9,241.2
33,958.5,237.9
33,955.7,236
33,950,229.4
33,955.7,222.8
33,956.1,219.5
33,953.3,215.3
33,954.7,212.9
33,959,212.9
33,961.3,211.9
33,961.3,209.6
33,959,206.8
33,959,204.4
33,960.4,201.6
33,958.5,200.1
33,953.3,200.6
33,950.5,198.7
33,946.2,198.2
33,939.1,193
33,934.4,188.3
33,929.7,186
33,926.4,187.8
33,923,191.2
33,918.8,191.2
33,913.1,189.3
33,909.8,189.3
33,907,186
33,907,182.7
33,908.4,180.3
33,908.9,175.1
33,911.7,169.9
33,910.8,165.6
33,907.5,162.8
33,905.6,158.6
33,902.7,157.1
33,898.5,155.7
33,895.6,152.4
33,894.2,141.5
33,891.9,137.8
33,887.6,134
33,882.9,135.9
33,879.6,134
33,879.1,129.7
33,876.3,125.5
33,874.4,120.7
33,875.3,112.2
33,874.4,105.6
33,872.5,102.8
33,866.3,101.4
33,864.5,96.6
33,861.1,100.9
33,858.8,102.3
33,852.6,101.4
33,848.9,102.8
33,844.6,105.6
33,843.2,110.4
33,843.2,114.6
33,841.3,117
33,836.1,120.3
33,833.7,119.8
33,834.2,117
33,838.5,116
33,837.5,113.2
33,834.2,113.2
33,831.8,109.9
33,829.5,111.8
33,826.7,110.4
33,827.6,108.5
33,829.5,107.5
33,830,105.2
33,828.5,103.3
33,822.9,101.8
33,822.4,100.4
33,823.3,93.3
33,825.2,90
33,822.9,87.7
33,818.1,87.7
33,817.2,86.3
33,818.1,81.5
33,814.8,78.7
33,812.5,80.1
33,813.4,84.4
33,812.9,86.3
33,809.6,85.8
33,807.3,83.4
33,804,85.3
33,799.7,93.3
33,796.9,94.3
33,794,92.9
33,789.3,86.7
33,784.1,85.3
33,779.9,82.5
33,777.5,70.2
33,776.1,68.8
33,772.8,67.8
33,769.5,73.5
33,764.3,74.4
33,759.1,77.7
33,752.5,80.6
33,749.2,82.9
33,745.8,83.4
33,743,82.9
33,739.2,79.2
33,734.5,80.6
33,731.2,85.8
33,728.4,80.6
33,728.8,77.7
33,731.7,75.9
33,732.1,73
33,730.3,69.2
33,725.1,68.8
33,724.1,71.6
33,725.5,74
33,723.2,76.8
33,721.3,75.4
33,716.5,74.9
33,714.2,73
33,710.9,72.5
33,707.6,76.8
33,703.8,77.7
33,701.4,73.5
33,701.9,71.1
33,703.8,69.2
33,704.7,64.5
33,702.8,63.1
33,701.9,60.7
33,695.8,63.1
33,694.3,62.6
33,692,55.5
33,686.8,51.8
33,684.4,46.6
33,684.4,43.7
33,687.3,36.6
33,693.4,31.9
33,694.3,28.1
33,692.4,25.8
33,688.2,25.3
33,684.9,24.3
33,675.4,22
33,673.1,20.6
33,669.3,15.8
33,664.6,18.2
33,660.8,15.8
33,659.4,13.5
33,658.4,8.3
33,656.5,1.7
33,657.5,-0.7
33,661.3,-4.9
33,663.2,-6.8
33,666,-12.5
33,663.6,-21.5
33,658,-22.9
33,656.1,-22.4
33,648,-17.2
33,642.8,-15.8
33,639.1,-15.3
33,632,-11.1
33,622,-7.8
33,616.4,-7.8
33,612.1,-10.1
33,606.9,-16.3
33,606,-20.5
33,602.2,-24.3
33,600.8,-27.6
33,600.3,-30.5
33,601.7,-33.8
33,605,-36.1
34,577.6,-92.4
34,579,-88.6
34,577.1,-84.3
34,573.4,-83.4
34,571,-83.9
34,569.6,-87.6
34,572.9,-92.8
34,577.6,-92.4
35,684.9,-805.9
35,688.2,-810.2
35,690.1,-815.4
35,690.6,-823.9
35,690.1,-829.5
35,688.7,-834.7
35,689.1,-838.5
35,691.5,-831
35,692.4,-823.4
35,692,-818.7
35,690.1,-811.6
35,687.7,-807.8
35,684.9,-805.9
36,640.9,-808.3
36,641.4,-810.6
36,647.1,-811.1
36,648.5,-808.7
36,652.3,-811.6
36,657,-809.2
36,655.6,-806.9
36,652.3,-806.4
36,651.3,-803.5
36,655.1,-797.4
36,654.6,-796
36,644.2,-804.5
36,643.3,-807.3
36,640.9,-808.3
37,617.3,-868.3
37,620.1,-871.1
37,623,-866.9
37,620.6,-866.9
37,617.3,-868.3
38,547.4,-919.8
38,548.8,-920.7
38,552.1,-924.5
38,554.9,-923.1
38,550.7,-917.4
38,547.4,-919.8
39,529.9,-922.6
39,532.3,-924.5
39,537,-926.4
39,541.2,-926.4
39,541.7,-924.5
39,537.9,-924
39,533.2,-922.6
39,529.9,-922.6
40,511.5,-927.8
40,511.9,-929.7
40,520.9,-927.3
40,520,-925.5
40,516.7,-925.9
40,511.5,-927.8
41,385.8,-874.9
41,385.8,-878.2
41,392.4,-880.6
41,399,-883.9
41,401.4,-883.9
41,402.8,-886.2
41,405.1,-886.7
41,407,-885.3
41,410.3,-884.8
41,410.3,-881
41,415.1,-877.3
41,411.8,-875.4
41,410.3,-875.4
41,408,-873.5
41,403.7,-871.6
41,401.8,-870.2
41,394.3,-869.7
41,392.9,-872.1
41,389.1,-872.1
41,385.8,-874.9
42,181.6,-499.7
42,182.6,-536.1
42,183.5,-582.9
42,184,-613.1
42,186.4,-614.1
42,190.1,-621.1
42,196.8,-624.9
42,200.1,-630.6
42,200.5,-633
42,203.8,-635.3
42,205.3,-637.7
42,204.8,-641
42,207.1,-647.6
42,205.3,-650
42,206.2,-654.7
42,204.3,-656.6
42,206.2,-662.3
42,210,-665.6
42,213.3,-665.6
42,215.2,-667.5
42,212.8,-671.7
42,217.5,-675
42,217.5,-676.9
42,220.4,-679.3
42,221.3,-683.5
42,219.4,-689.2
42,223.7,-693.4
42,225.6,-693.4
42,226.5,-697.2
42,227.5,-698.6
42,227.9,-703.8
42,228.9,-704.8
42,232.7,-702.4
42,234.6,-703.4
42,233.6,-706.2
42,233.1,-714.2
42,236.4,-720.4
42,234.1,-722.3
42,231.7,-722.7
42,231.7,-725.6
42,235.5,-729.8
42,233.1,-732.2
42,231.7,-736
42,232.7,-737.9
42,233.1,-742.6
42,232.7,-744.5
42,230.3,-747.3
42,229.8,-749.7
42,227.5,-752
42,228.4,-753.5
42,227.5,-757.2
42,221.3,-763.4
42,221.8,-768.1
42,217.5,-770.9
42,217.5,-774.2
42,219,-777.1
42,219,-779.9
42,220.9,-785.6
42,215.2,-791.7
42,215.2,-795.5
42,214.2,-797.9
42,217.1,-801.2
42,219.4,-802.1
42,220.4,-807.8
42,219,-811.6
42,221.3,-817.7
42,221.3,-822.4
42,218.5,-824.8
42,219.4,-829.1
42,217.5,-832.4
42,213.3,-836.1
42,211.4,-839.9
42,210.5,-843.7
42,207.1,-850.3
42,200.5,-855.5
42,200.1,-857.9
42,202.9,-860.7
42,204.3,-863.6
42,205.7,-864.5
42,209,-869.2
42,212.8,-866.4
42,218.5,-864
42,223.7,-862.6
42,244,-859.8
42,256.3,-860.2
42,261.5,-858.8
42,268.1,-858.4
42,272.8,-858.8
42,287,-862.1
42,295,-865
42,315.4,-874
42,327.6,-877.7
42,335.2,-878.7
42,356.5,-882.5
42,363.1,-881.5
42,366.9,-878.7
42,372.1,-876.3
42,383.4,-875.4
42,381,-873.5
42,381.5,-871.6
42,376.8,-872.5
42,374,-866.9
42,376.8,-863.6
42,370.6,-863.1
42,367.3,-860.7
42,367.3,-857.4
42,373.5,-855.5
42,375.4,-858.8
42,380.6,-855.1
42,388.6,-851.3
42,389.1,-847.5
42,392.4,-849.4
42,397.1,-847
42,399.9,-848
42,402.3,-847.5
42,402.8,-853.2
42,399.9,-853.6
42,398.1,-856
42,400.4,-856.9
42,400.9,-861.2
42,407.5,-856.9
42,411.8,-856
42,414.6,-856.9
42,418.8,-856
42,423.1,-856.9
42,423.6,-859.8
42,423.1,-865
42,421.2,-868.3
42,423.6,-869.2
42,427.4,-867.8
42,430.2,-868.3
42,432.1,-875.4
42,434.4,-879.2
42,436.3,-878.2
42,437.7,-882.5
42,440.1,-885.8
42,444.4,-883.9
42,447.7,-880.6
42,450,-880.6
42,451.9,-882.9
42,453.8,-883.9
42,450.5,-886.7
42,449.6,-890.5
42,452.9,-890
42,452.9,-893.8
42,458.5,-891.4
42,460,-888.1
42,463.7,-888.6
42,464.2,-892.9
42,466.6,-895.2
42,472.7,-898.5
42,474.1,-902.8
42,473.2,-904.7
42,474.1,-908.4
42,470.8,-908
42,469.4,-907
42,468.9,-900.4
42,466.6,-902.8
42,464.2,-900.4
42,462.3,-898.1
42,459.5,-896.6
42,457.6,-902.3
42,453.3,-904.2
42,459,-909.4
42,467,-911.8
42,473.7,-912.2
42,477.4,-915.1
42,483.6,-915.5
42,486.4,-916.5
42,490.2,-915.1
42,496.8,-920.3
42,500.6,-924
42,501.5,-926.4
42,500.1,-928.8
42,505.3,-929.7
42,506.7,-923.6
42,507.7,-922.6
42,511.5,-921.2
42,513.8,-918.8
42,516.7,-919.8
42,518.1,-914.6
42,520.9,-915.1
42,521.9,-909.9
42,523.8,-909.4
42,526.1,-905.1
42,524.7,-899.9
42,526.6,-898.5
42,528.9,-901.4
42,531.8,-899.5
42,536.5,-900.4
42,540.8,-893.8
42,544.5,-899
42,544.1,-906.6
42,546.9,-902.8
42,546.4,-899.9
42,549.3,-899.9
42,553.5,-902.3
42,558.2,-911.3
42,555.9,-911.8
42,556.8,-915.5
42,561.1,-917
42,560.1,-920.7
42,562.5,-921.7
42,578.1,-909.9
42,581.4,-906.1
42,587.5,-901.4
42,589,-899
42,594.2,-895.2
42,597.9,-893.8
42,609.3,-894.3
42,615,-895.7
42,617.8,-895.2
42,621.1,-899.5
42,628.2,-900.9
42,633.4,-902.8
42,636.2,-905.1
42,639.1,-909.9
42,641.4,-911.8
42,647.1,-911.3
42,649,-908.9
42,649.4,-903.3
42,651.8,-903.3
42,653.2,-905.1
42,654.2,-909.9
42,650.9,-912.2
42,651.8,-914.6
42,651.3,-917.4
42,648.5,-919.8
42,647.1,-924.5
42,644.2,-927.3
42,641.9,-934
42,643.8,-933
42,647.1,-929.7
42,653.2,-920.7
42,656.5,-918.4
42,657,-915.5
42,660.8,-918.4
42,660.8,-922.2
42,668.3,-925
42,668.8,-922.2
42,667.4,-918.4
42,670.7,-915.1
42,671.2,-911.8
42,673.1,-911.3
42,675,-913.6
42,677.3,-908.4
42,671.7,-908.4
42,672.1,-905.6
42,680.2,-903.3
42,677.8,-899.5
42,675,-900.4
42,671.7,-902.8
42,669.8,-901.4
42,668.8,-896.2
42,666.5,-891.9
42,663.6,-891
42,662.2,-886.7
42,659.8,-886.2
42,658,-890
42,656.5,-890.5
42,654.6,-887.7
42,649,-882.5
42,646.6,-883.9
42,642.4,-882.5
42,632,-882.9
42,629.6,-883.9
42,627.2,-879.6
42,627.2,-876.3
42,623,-874.4
42,623,-872.5
42,619.2,-873
42,616.4,-872.1
42,614.5,-868.8
42,612.1,-868.8
42,611.6,-865.4
42,612.6,-862.6
42,610.7,-859.8
42,612.1,-858.4
42,615.9,-861.7
42,619.2,-863.1
42,619.2,-859.8
42,612.6,-856.5
42,615,-856
42,618.3,-856.9
42,620.6,-855.1
42,625.3,-855.1
42,626.3,-850.3
42,625.8,-846.5
42,629.1,-846.1
42,631.5,-848.9
42,632,-854.1
42,634.8,-853.6
42,635.7,-848.9
42,634.8,-844.2
42,638.6,-838.5
42,640.5,-839.9
42,643.3,-839.5
42,646.6,-841.8
42,648.5,-839.9
42,647.6,-836.6
42,645.2,-838
42,642.8,-837.1
42,642.4,-834.7
42,639.5,-834.3
42,640.5,-832.4
42,644.7,-831.4
42,650.9,-829.5
42,651.8,-826.7
42,645.2,-827.6
42,644.2,-826.2
42,647.6,-822.9
42,652.3,-822.4
42,653.2,-817.2
42,650.4,-817.2
42,648,-815.4
42,644.2,-823.4
42,639.5,-824.8
42,638.1,-823.9
42,638.1,-819.1
42,632.4,-817.7
42,632.4,-814.9
42,638.1,-811.1
42,637.6,-809.2
42,633.4,-810.2
42,629.6,-808.7
42,627.2,-807.3
42,625.8,-809.7
42,626.3,-811.6
42,621.1,-815.8
42,618.3,-817.2
42,619.2,-821
42,617.8,-825.8
42,617.3,-829.5
42,613.5,-831.9
42,608.3,-831.9
42,603.1,-827.6
42,602.7,-825.8
42,606,-823.4
42,604.6,-822
42,599.8,-824.8
42,596,-825.3
42,593.7,-824.3
42,591.8,-817.7
42,595.1,-813.5
42,600.3,-813
42,603.6,-814.9
42,603.6,-810.6
42,607.9,-808.7
42,607.9,-805
42,610.2,-804
42,613.5,-799.3
42,616.4,-799.8
42,618.7,-797.9
42,622.5,-796
42,621.1,-794.6
42,617.8,-796.5
42,613.1,-791.7
42,611.6,-788.4
42,610.2,-783.2
42,611.6,-781.8
42,611.2,-779.4
42,608.3,-777.6
42,605.5,-772.4
42,605,-767.2
42,600.8,-762.9
42,596.5,-760.5
42,595.1,-757.7
42,592.3,-754.9
42,590.9,-752
42,590.9,-747.8
42,589.4,-745.4
42,587.5,-744.9
42,588.5,-741.6
42,587.5,-739.8
42,589.4,-737.9
42,588.5,-733.1
42,590.9,-728.9
42,592.3,-723.2
42,593.7,-721.8
42,593.2,-718.5
42,595.1,-716.6
42,594.6,-713.3
42,596,-710.5
42,597,-707.1
42,594.2,-706.7
42,555.4,-709
42,534.6,-710.5
42,501.1,-712.3
42,470.4,-714.2
42,435.4,-716.1
42,416.5,-716.6
42,422.2,-712.3
42,421.7,-708.6
42,415.5,-703.8
42,416,-701.5
42,418.4,-698.6
42,418.8,-694.9
42,417.4,-693.4
42,413.2,-690.6
42,412.2,-688.2
42,413.6,-686.8
42,419.8,-687.3
42,425,-685.9
42,425.5,-681.2
42,421.7,-677.8
42,421.7,-674.5
42,419.8,-674.5
42,418.8,-672.2
42,421.2,-668.4
42,423.1,-673.1
42,425,-675
42,428.3,-675.5
42,428.8,-672.2
42,425.9,-669.3
42,424.5,-667
42,424,-662.7
42,424,-657.1
42,427.4,-657.1
42,430.2,-656.1
42,434,-652.3
42,432.6,-649.5
42,426.4,-650.9
42,423.6,-648.1
42,425,-644.3
42,428.3,-647.1
42,432.6,-648.1
42,434.4,-646.7
42,434.9,-644.3
42,434.4,-636.7
42,435.9,-634.4
42,438.2,-633
42,445.3,-632.5
42,446.7,-629.6
42,438.7,-630.1
42,436.8,-630.1
42,438.2,-621.6
42,442.9,-619.7
42,443.9,-623
42,446.3,-624.9
42,447.7,-622.6
42,445.8,-619.3
42,448.6,-617.4
42,451.5,-613.6
42,452.4,-607.9
