"county_fips","state_name","county_name","lon","lat","x","y","pop","votes_dem_16","votes_gop_16","total_votes_16","votes_dem_24","votes_gop_24","total_votes_24","margin_16","margin_24","swing","swing_a","swing_b","angle_deg","len_km","dx","dy","lw","in_frame","capped_len","capped_angle"
"12075","Florida","Levy",-82.6629,29.3801,1290.87,-815.424,42915,5101,13775,19395,5994,18245,24377,45.9525,50.5425,4.58998,-0.0171834,4.60717,36.7199,49.3969,29.5346,39.595,0.0819759,TRUE,FALSE,FALSE
"12077","Florida","Liberty",-84.9071,30.3991,1061.58,-731.076,7974,651,2543,3296,566,2898,3490,59.2361,67.321,8.08495,1.55489,6.53006,64.6796,35.9948,32.5368,15.3943,0.0309897,TRUE,FALSE,FALSE
"12079","Florida","Madison",-83.4259,30.4724,1201.47,-705.36,17968,3526,4851,8505,3231,5874,9156,15.8171,29.028,13.2109,3.80103,9.40986,90,50.467,50.467,0.00000000000000309021,0.0502422,TRUE,FALSE,TRUE
"12081","Florida","Manatee",-82.5205,27.4783,1334.28,-1021.61,399710,71224,101944,178958,86674,140486,228856,17.74,23.689,5.94903,-1.5557,7.50473,47.5923,116.241,85.8281,78.3931,0.250954,TRUE,FALSE,FALSE
"12083","Florida","Marion",-82.1261,29.1358,1346.4,-834.762,375908,62041,107833,174700,72436,140173,214101,26.9565,31.8599,4.90344,-0.823159,5.7266,39.2275,104.834,66.2975,81.209,0.242784,TRUE,FALSE,FALSE
"12085","Florida","Martin",-80.2457,27.1459,1563.58,-1023.13,158431,30185,53204,85792,33539,64121,98291,27.6044,31.3148,3.71041,-2.84936,6.55977,29.6832,71.0411,35.1799,61.7188,0.164546,TRUE,FALSE,FALSE
"12086","Florida","Miami-Dade",-80.3012,25.7693,1583.01,-1173.32,2701767,624146,333999,980204,480355,605590,1094093,-30.2822,11.5324,41.8145,22.8926,18.9219,90,150,150,0.00000000000000918485,0.548697,TRUE,TRUE,TRUE
"12087","Florida","Monroe",-81.2448,24.7474,1505.96,-1299.15,82874,18971,21904,42478,17933,26064,44327,7.17554,18.4808,11.3053,0.837245,10.468,90,79.3712,79.3712,0.00000000000000486008,0.110444,TRUE,FALSE,TRUE
"12089","Florida","Nassau",-81.6343,30.6083,1369.17,-666.18,90352,10869,34266,46607,17143,47945,65621,51.8378,47.3236,-4.5142,-5.38676,0.872565,-36.1136,66.21,-39.0234,53.4878,0.134332,TRUE,FALSE,FALSE
"12091","Florida","Okaloosa",-86.5656,30.5516,901.75,-731.365,211668,23780,71893,100855,32074,80309,113634,50.289,42.9202,-7.36881,-10.349,2.98017,-58.9505,95.882,-82.1442,49.4538,0.176514,TRUE,FALSE,FALSE
"12093","Florida","Okeechobee",-80.8243,27.2719,1504.45,-1018.77,39644,3959,9356,13653,3671,12315,16058,40.5332,54.0723,13.5391,4.10737,9.43171,90,60.015,60.015,0.00000000000000367486,0.0665731,TRUE,FALSE,TRUE
"12095","Florida","Orange",-81.3884,28.5261,1427.77,-890.711,1429908,329894,195216,546275,340807,258279,607191,-25.6476,-13.7757,11.8719,2.28512,9.58681,90,150,150,0.00000000000000918485,0.407543,TRUE,TRUE,TRUE
"12097","Florida","Osceola",-81.3904,28.2691,1431.93,-918.815,388656,85458,50301,140206,84205,86713,172776,-25.8966,1.46737,27.364,11.9504,15.4136,90,150,150,0.00000000000000918485,0.217682,TRUE,TRUE,TRUE
"12099","Florida","Palm Beach",-80.1437,26.6165,1583.29,-1078.91,1492191,374673,272402,662332,372512,366836,745697,-15.8051,-0.767703,15.0374,2.93734,12.1001,90,150,150,0.00000000000000918485,0.452744,TRUE,TRUE,TRUE
"12101","Florida","Pasco",-82.5102,28.2582,1323.11,-936.238,561891,90142,142101,241139,117450,197779,318463,22.3727,25.4827,3.11006,-2.10177,5.21183,24.8805,102.343,43.0584,92.8444,0.295625,TRUE,FALSE,FALSE
"12103","Florida","Pinellas",-82.727,27.9002,1307.49,-978.388,959107,233701,239201,492403,242452,269472,517058,1.16303,5.27813,4.1151,-1.38718,5.50227,32.9208,139.54,75.8368,117.133,0.376731,TRUE,FALSE,FALSE
"12105","Florida","Polk",-81.7869,28.0425,1397.09,-949.462,725046,117433,157430,284314,136879,209044,348922,14.5516,20.8616,6.30997,0.0337507,6.27622,50.4797,141.636,109.258,90.1303,0.309684,TRUE,FALSE,FALSE
"12107","Florida","Putnam",-81.7212,29.6092,1377.55,-777.076,73321,10094,22138,33117,9354,26700,36272,37.3666,48.1112,10.7446,4.2166,6.52797,85.9566,72.6893,72.5084,5.12548,0.0999782,TRUE,FALSE,FALSE
"12109","Florida","St. Johns",-81.4349,29.9918,1398.47,-730.944,273425,43099,88684,136514,66862,128759,197452,34.591,31.6413,-2.94967,-7.64755,4.69788,-23.5974,83.754,-33.5273,76.7506,0.232882,TRUE,FALSE,FALSE
"12111","Florida","St. Lucie",-80.3571,27.3336,1549.24,-1004.55,329226,66881,70289,140847,83517,100293,185131,2.48451,9.12682,6.64231,-0.908775,7.55108,53.1385,111.601,89.2908,66.9478,0.225742,TRUE,FALSE,FALSE
"12113","Florida","Santa Rosa",-87.0358,30.5472,856.991,-736.203,188000,18464,65339,87745,27035,84314,112424,55.9348,51.441,-4.49379,-8.53054,4.03675,-35.9503,79.5413,-46.6974,64.3908,0.1757,TRUE,FALSE,FALSE
"12115","Florida","Sarasota",-82.416,27.2011,1348.9,-1050.38,434006,97870,124438,229063,112668,163219,277857,11.951,18.3231,6.37209,-1.42506,7.79716,50.9768,129.417,100.543,81.4856,0.276563,TRUE,FALSE,FALSE
"12117","Florida","Seminole",-81.3101,28.6992,1432.41,-870.614,470856,105914,109443,224896,120717,129735,253720,1.63867,3.60069,1.96202,-4.46562,6.42764,15.6961,79.0267,21.3795,76.0798,0.263506,TRUE,FALSE,FALSE
"12119","Florida","Sumter",-82.0248,28.8335,1361.06,-866.427,129752,22638,52730,76665,32551,72134,105217,39.9268,37.8115,-2.11523,-3.6409,1.52567,-16.9218,60.4456,-17.5937,57.8284,0.170361,TRUE,FALSE,FALSE
"12121","Florida","Suwannee",-82.9851,30.2137,1247.26,-728.151,43474,3964,14287,18694,4217,17561,21891,56.5613,61.2728,4.71156,0.509785,4.20177,37.6925,48.3304,29.5503,38.244,0.077703,TRUE,FALSE,FALSE
"12123","Florida","Taylor",-83.5903,30.0569,1191.86,-753.168,21796,2152,6930,9290,1991,7954,9997,52.6096,59.9598,7.35022,1.6392,5.71102,58.8018,44.3018,37.8949,22.9484,0.0525087,TRUE,FALSE,FALSE
"12125","Florida","Union",-82.3577,30.0114,1310.19,-741.944,16147,1014,4568,5694,971,5224,6231,63.6689,68.6521,4.9832,2.28645,2.69676,39.8656,36.6682,23.5039,28.1447,0.0414428,TRUE,FALSE,FALSE
"12127","Florida","Volusia",-81.1263,29.0724,1443.75,-827.026,553543,109091,143007,260869,120132,187691,310495,13.4535,21.9474,8.49385,0.753653,7.7402,67.9508,150,139.029,56.3103,0.292132,TRUE,TRUE,FALSE
"12129","Florida","Wakulla",-84.3329,30.1874,1119.14,-747.827,33764,4348,10512,15351,5441,14246,19856,41.4805,44.7249,3.24446,-0.202021,3.44648,25.9557,42.8799,18.7675,38.5547,0.0738786,TRUE,FALSE,FALSE
"12131","Florida","Walton",-86.1902,30.5438,937.595,-728.594,75305,6876,25756,33637,10287,38970,49601,57.8573,58.2313,0.373999,-5.62444,5.99844,2.992,33.4448,1.7457,33.3993,0.116859,TRUE,FALSE,FALSE
"12133","Florida","Washington",-85.6239,30.6494,990.233,-711.183,25318,2264,8637,11156,2140,10370,12584,58.4625,65.7874,7.32484,3.13446,4.19038,58.5987,46.91,40.0395,24.4414,0.0588921,TRUE,FALSE,FALSE
"13001","Georgia","Appling",-82.3388,31.7707,1283.97,-548.102,18444,1434,5494,7012,1560,6761,8334,58.6028,62.5045,3.90174,-1.31285,5.21459,31.2139,37.0297,19.1901,31.6692,0.0480304,TRUE,FALSE,FALSE
"13003","Georgia","Atkinson",-82.8781,31.3175,1240.56,-605.218,8286,697,1878,2610,700,2350,3057,45.8641,54.0984,8.23428,1.33592,6.89836,65.8743,35.2792,32.1976,14.42,0.0290789,TRUE,FALSE,FALSE
"13005","Georgia","Bacon",-82.4661,31.547,1275.62,-574.47,11140,608,3364,4020,645,4186,4839,69.3857,73.2975,3.91175,3.68625,0.225502,31.294,33.5852,17.4452,28.699,0.0365971,TRUE,FALSE,FALSE
"13007","Georgia","Baker",-84.4336,31.311,1094.36,-625.044,2876,650,775,1440,590,883,1476,8.77193,19.8914,11.1194,7.04473,4.07472,88.9556,32.8201,32.8146,0.598226,0.0202083,TRUE,FALSE,FALSE
"13009","Georgia","Baldwin",-83.2436,33.0855,1179.84,-414.645,43799,7970,7697,16116,9159,9574,18825,-1.74252,2.21534,3.95786,0.428987,3.52887,31.6629,44.457,23.3364,37.8397,0.0720663,TRUE,FALSE,FALSE
"13011","Georgia","Banks",-83.5075,34.3492,1137.07,-277.931,18035,684,6134,6975,1136,9358,10519,79.9355,78.3495,-1.58593,-1.29447,-0.291466,-12.6875,32.9029,-7.22654,32.0995,0.0539385,TRUE,FALSE,FALSE
"13013","Georgia","Barrow",-83.7286,33.9925,1122.2,-320.094,83505,6580,21108,29060,12949,30730,43934,52.4704,40.7083,-11.762,-8.58333,-3.17871,-90,80.2987,-80.2987,0.00000000000000491687,0.110044,TRUE,FALSE,TRUE
"13015","Georgia","Bartow",-84.8291,34.2085,1019.21,-308.533,108901,8212,29911,39550,13942,43271,57547,56.9184,51.2628,-5.65557,-5.51273,-0.142838,-45.2446,68.3697,-48.5506,48.1379,0.125944,TRUE,FALSE,FALSE
"13017","Georgia","Ben Hill",-83.2481,31.7271,1199.69,-564.793,17194,2101,3739,5936,2199,4281,6501,28.0479,32.1296,4.08168,-1.63343,5.71512,32.6535,35.6144,19.216,29.9855,0.0423854,TRUE,FALSE,FALSE
"13019","Georgia","Berrien",-83.2518,31.2335,1206.69,-619.289,18160,1047,5422,6590,1209,6841,8068,67.6302,69.9627,2.3325,-0.642724,2.97522,18.66,33.5497,10.7343,31.7861,0.0472418,TRUE,FALSE,FALSE
"13021","Georgia","Bibb",-83.6901,32.8346,1142.4,-447.856,157346,36787,24043,62596,42172,26658,69181,-20.9502,-22.5396,-1.5894,-3.13116,1.54176,-12.7152,49.1714,-10.8229,47.9655,0.138139,TRUE,FALSE,FALSE
"13023","Georgia","Bleckley",-83.3322,32.4015,1181.84,-491.369,12583,1101,3719,4974,1339,4685,6044,54.3154,55.5445,1.22914,-0.831928,2.06106,9.83309,29.4388,5.02751,29.0063,0.0408668,TRUE,FALSE,FALSE
"13025","Georgia","Brantley",-81.97,31.2172,1327.45,-603.995,18021,619,5567,6301,736,7744,8500,79.9871,82.6415,2.65444,1.81457,0.839872,21.2355,34.5983,12.5316,32.2491,0.0484871,TRUE,FALSE,FALSE
"13027","Georgia","Brooks",-83.5423,30.8411,1185.06,-666.203,16301,2528,3701,6336,2629,4560,7210,18.8313,26.8605,8.02921,2.01388,6.01533,64.2337,41.8736,37.7103,18.2025,0.044644,TRUE,FALSE,FALSE
"13029","Georgia","Bryan",-81.3534,31.9587,1372.66,-513.618,44738,4014,10529,15173,7779,16738,24651,44.7982,36.542,-8.25619,-9.03691,0.780718,-66.0495,58.7797,-53.7186,23.8614,0.0824446,TRUE,FALSE,FALSE
"13031","Georgia","Bulloch",-81.7624,32.4153,1327.03,-469.124,81099,9261,15097,25316,11514,20985,32657,23.9593,29.1424,5.18316,0.130485,5.05268,41.4653,55.5958,36.8136,41.6611,0.0949213,TRUE,FALSE,FALSE
"13033","Georgia","Burke",-82.0023,33.1032,1293.57,-396.535,24596,4731,4491,9351,4994,6027,11070,-2.60247,9.37302,11.9755,4.41243,7.56306,90,51.7953,51.7953,0.00000000000000317154,0.0552763,TRUE,FALSE,TRUE
"13035","Georgia","Butts",-83.9729,33.2949,1109.81,-400.253,25434,2566,6717,9514,3544,9424,13019,44.7161,45.3424,0.626233,-0.777792,1.40403,5.00987,29.7668,2.59946,29.6531,0.0599605,TRUE,FALSE,FALSE
"13037","Georgia","Calhoun",-84.663,31.5261,1069.91,-603.89,5573,1179,830,2025,1153,900,2056,-17.3718,-12.3234,5.0484,1.8183,3.23009,40.3872,30.7094,19.8981,23.3908,0.0238574,TRUE,FALSE,FALSE
"13039","Georgia","Camden",-81.6314,30.8125,1366.02,-643.702,54768,5930,12310,18901,8405,17819,26393,34.9781,35.8984,0.920343,-3.61177,4.53211,7.36275,35.0275,4.4888,34.7387,0.0852664,TRUE,FALSE,FALSE
"13043","Georgia","Candler",-82.0604,32.3992,1299.72,-475.018,10981,1026,2664,3763,1196,3366,4568,44.3902,47.5669,3.17661,-2.04585,5.22247,25.4129,32.2073,13.8214,29.0909,0.0355636,TRUE,FALSE,FALSE
"13045","Georgia","Carroll",-85.0438,33.624,1007.22,-375.696,119148,12464,30029,44121,17634,42536,60494,41.3362,41.3861,0.0498527,-1.79198,1.84184,0.398822,26.9165,0.187357,26.9158,0.129157,TRUE,FALSE,FALSE
"13047","Georgia","Catoosa",-85.1722,34.9285,978.892,-232.159,67872,4771,20876,26757,7704,27150,35038,62.7949,55.7927,-7.00213,-5.98625,-1.01589,-56.0171,62.3365,-51.6897,34.8428,0.0983003,TRUE,FALSE,FALSE
"13049","Georgia","Charlton",-82.0242,30.7866,1329.37,-652.119,12518,1004,2951,4016,1007,3607,4628,49.2288,56.3502,7.12141,1.9206,5.20081,56.9713,37.1171,31.1189,20.231,0.0357658,TRUE,FALSE,FALSE
"13051","Georgia","Chatham",-81.1366,32.0432,1391.35,-501.164,295291,62290,45688,112142,82758,57336,141109,-15.3754,-18.1464,-2.77103,-3.6505,0.879465,-22.1683,72.7425,-27.4478,67.3653,0.197078,TRUE,FALSE,FALSE
"13053","Georgia","Chattahoochee",-84.8964,32.3428,1037.38,-516.127,9565,594,751,1390,703,982,1694,11.6729,16.5579,4.885,2.09572,2.78928,39.08,29.816,18.7961,23.1451,0.0216137,TRUE,FALSE,FALSE
"13055","Georgia","Chattooga",-85.344,34.496,968.839,-281.986,24965,1613,6462,8252,1896,8769,10706,60.0495,64.4444,4.39491,2.56389,1.83101,35.1593,39.958,23.0099,32.6679,0.0543762,TRUE,FALSE,FALSE
"13057","Georgia","Cherokee",-84.4947,34.1705,1050.09,-309.11,266620,25231,80649,112043,48838,112142,162281,52.3404,39.3241,-13.0162,-12.4384,-0.577802,-90,139.226,-139.226,0.00000000000000852516,0.211259,TRUE,FALSE,TRUE
"13059","Georgia","Clarke",-83.3814,33.9504,1154.38,-320.6,128671,29603,12717,44976,36297,16049,52887,-39.9008,-38.6811,1.21967,-2.87719,4.09686,9.75738,42.8753,7.26635,42.2551,0.120468,TRUE,FALSE,FALSE
"13061","Georgia","Clay",-85.0146,31.635,1035.48,-595.744,2848,697,566,1273,771,663,1442,-10.3721,-7.53138,2.84075,-0.412184,3.25293,22.726,27.6467,10.6806,25.5003,0.019939,TRUE,FALSE,FALSE
"13063","Georgia","Clayton",-84.3612,33.5516,1070.66,-376.263,297595,78220,12645,92859,94203,16877,111729,-72.1675,-69.6129,2.55461,0.584874,1.96974,20.4369,65.4557,22.8555,61.3357,0.175488,TRUE,FALSE,FALSE
"13065","Georgia","Clinch",-82.7444,31.0213,1257.7,-636.094,6749,686,1727,2455,702,2201,2908,43.1413,51.6362,8.49492,4.62983,3.86509,67.9594,35.1632,32.5934,13.1955,0.0283695,TRUE,FALSE,FALSE
"13067","Georgia","Cobb",-84.558,33.9418,1047.41,-335.184,766149,160121,152912,330819,228404,168679,401369,-2.30295,-15.0409,-12.738,-12.2629,-0.475102,-90,150,-150,0.00000000000000918485,0.331795,TRUE,TRUE,TRUE
"13069","Georgia","Coffee",-82.8384,31.5157,1241.24,-582.85,43092,4094,9588,13915,4295,11388,15715,40.1549,45.2273,5.07237,0.0531505,5.01922,40.5789,45.2436,29.4308,34.363,0.0659391,TRUE,FALSE,FALSE
"13071","Georgia","Colquitt",-83.7679,31.1797,1158.89,-631.647,45898,3463,9898,13624,4114,12451,16611,48.1626,50.329,2.16644,-0.645809,2.81225,17.3316,37.776,11.2535,36.0609,0.067768,TRUE,FALSE,FALSE
"13073","Georgia","Columbia",-82.1753,33.5147,1271.03,-353.415,156010,18887,43085,64743,31624,53657,85920,39.0467,25.8358,-13.2109,-12.8229,-0.38797,-90,108.092,-108.092,0.00000000000000661872,0.153764,TRUE,FALSE,TRUE
"13075","Georgia","Cook",-83.4238,31.1484,1191.76,-630.843,17229,1753,4176,6057,1956,5374,7357,40.8669,46.6303,5.76336,-0.0420941,5.80546,46.1069,39.0741,28.1581,27.0907,0.0450797,TRUE,FALSE,FALSE
"13077","Georgia","Coweta",-84.7335,33.378,1038.87,-399.642,146158,16583,42533,61745,28111,57204,85916,43.8967,34.1007,-9.79606,-7.85046,-1.9456,-78.3685,96.2189,-94.243,19.3993,0.153795,TRUE,FALSE,FALSE
"13079","Georgia","Crawford",-83.9302,32.7067,1122.04,-464.868,12130,1421,3635,5176,1582,4742,6340,43.7896,49.9684,6.17882,2.76017,3.41865,49.4305,38.44,29.1997,25.0002,0.0418721,TRUE,FALSE,FALSE
"13081","Georgia","Crisp",-83.778,31.9493,1146.95,-546.799,20128,2837,4549,7512,2993,5099,8116,23.179,26.0257,2.84672,1.96222,0.884497,22.7737,34.7388,13.4472,32.0306,0.0473649,TRUE,FALSE,FALSE
"13083","Georgia","Dade",-85.4979,34.8812,950.152,-240.723,16251,965,5051,6242,1343,6804,8200,67.9189,67.0308,-0.888074,-2.33952,1.45144,-7.10459,29.359,-3.63116,29.1336,0.0475256,TRUE,FALSE,FALSE
"13085","Georgia","Dawson",-84.1022,34.4002,1082.52,-279.221,26798,1448,9900,11765,3350,16115,19561,74.4801,65.5792,-8.90084,-5.78202,-3.11882,-71.2067,56.0647,-53.0757,18.0615,0.0734608,TRUE,FALSE,FALSE
"13087","Georgia","Decatur",-84.57,30.8898,1087.14,-673.117,29367,4124,6020,10286,4372,7140,11549,18.6909,24.0445,5.35362,-1.58935,6.94298,42.829,42.5189,28.9049,31.1827,0.0564942,TRUE,FALSE,FALSE
"13089","Georgia","DeKalb",-84.2476,33.7902,1077.77,-348.527,764382,251370,51468,314757,299630,62622,366008,-66.0095,-65.4263,0.583272,-2.13736,2.72063,4.66617,59.5665,4.84574,59.369,0.316909,TRUE,FALSE,FALSE
"13091","Georgia","Dodge",-83.1737,32.2124,1199.37,-510.274,19925,1839,5021,7009,2081,6249,8350,46.3848,50.036,3.65117,-0.583218,4.23439,29.2094,36.563,17.8429,31.9138,0.0480564,TRUE,FALSE,FALSE
"13093","Georgia","Dooly",-83.7807,32.1702,1143.54,-522.419,11208,1872,1951,3859,1921,2243,4177,2.06644,7.73295,5.66651,4.02693,1.63958,45.3321,34.8866,24.8111,24.5252,0.0339769,TRUE,FALSE,FALSE
"13095","Georgia","Dougherty",-84.1712,31.5741,1115.43,-592.931,85790,23311,10232,34087,23831,9904,33850,-38.9917,-41.2835,-2.29179,-1.36074,-0.931053,-18.3343,44.9217,-14.1306,42.6413,0.0967095,TRUE,FALSE,FALSE
"13097","Georgia","Douglas",-84.7355,33.7246,1034.11,-361.223,144237,31005,24817,57738,46240,23996,70721,-11.0852,-31.6704,-20.5851,-14.344,-6.24118,-90,119.461,-119.461,0.00000000000000731487,0.139543,TRUE,FALSE,TRUE
"13099","Georgia","Early",-84.9199,31.3356,1048.25,-627.808,10854,2168,2552,4785,2158,2718,4879,8.13559,11.4848,3.34923,-3.09683,6.44606,26.7938,32.8049,14.7879,29.2828,0.0367672,TRUE,FALSE,FALSE
"13101","Georgia","Echols",-83.0503,30.7123,1233.52,-674.132,3697,156,1007,1182,127,1307,1438,73.1728,82.2873,9.11448,3.35563,5.75885,72.9158,31.7189,30.3193,9.31827,0.019939,TRUE,FALSE,FALSE
"13103","Georgia","Effingham",-81.2998,32.2873,1372,-476.66,64769,4853,17874,23458,9144,26943,36244,57.2931,49.3225,-7.97062,-6.96007,-1.01055,-63.7649,65.7476,-58.9748,29.064,0.100024,TRUE,FALSE,FALSE
"13105","Georgia","Elbert",-82.8805,34.1284,1197.19,-294.691,19637,2539,5292,7987,2700,6860,9589,35.1552,43.5146,8.35949,1.60487,6.75462,66.8759,45.296,41.6568,17.7888,0.0514823,TRUE,FALSE,FALSE
"13107","Georgia","Emanuel",-82.3064,32.5866,1273.94,-457.672,22768,2435,5335,7860,2673,6919,9619,37.323,44.2661,6.94302,1.52642,5.4166,55.5441,43.3098,35.7117,24.5035,0.0515684,TRUE,FALSE,FALSE
"13109","Georgia","Evans",-81.9066,32.1687,1317.75,-498.315,10774,1130,2404,3613,1214,3011,4244,36.0498,42.5325,6.48274,1.0822,5.40054,51.8619,35.8454,28.1933,22.1367,0.0342249,TRUE,FALSE,FALSE
"13111","Georgia","Fannin",-84.3129,34.9029,1056.55,-225.8,25319,1923,9632,11812,2807,13232,16096,66.7157,64.9978,-1.71789,-1.58917,-0.128717,-13.7431,35.8852,-8.52523,34.8579,0.0666833,TRUE,FALSE,FALSE
"13113","Georgia","Fayette",-84.5132,33.4281,1058.41,-391.656,119194,23284,35048,60913,35822,38177,74633,20.1673,3.18248,-16.9848,-13.2761,-3.70874,-90,112.903,-112.903,0.00000000000000691333,0.143233,TRUE,FALSE,TRUE
"13115","Georgia","Floyd",-85.1833,34.2562,986.432,-306.974,98584,9159,24114,34608,12862,31631,44738,44.9464,42.1842,-2.76219,-3.33011,0.567918,-22.0975,50.7691,-19.0985,47.0399,0.111064,TRUE,FALSE,FALSE
"13117","Georgia","Forsyth",-84.1502,34.1905,1081.09,-303.029,251283,23462,69851,98221,45509,91281,138249,49.7133,33.4615,-16.2518,-16.0098,-0.241987,-90,142.732,-142.732,0.00000000000000873979,0.19474,TRUE,FALSE,TRUE
"13119","Georgia","Franklin",-83.1864,34.3781,1165.69,-270.838,23424,1243,7054,8502,1647,10459,12140,70.0374,72.7904,2.75299,0.0808138,2.67218,22.0239,37.2212,13.9577,34.5051,0.0579334,TRUE,FALSE,FALSE
"13121","Georgia","Fulton",-84.3962,33.8325,1063.64,-345.51,1066710,297051,117783,431391,384752,144655,535238,-43.2144,-45.3521,-2.13767,-3.73908,1.60141,-17.1014,108.284,-31.8423,103.496,0.38311,TRUE,FALSE,FALSE
"13123","Georgia","Gilmer",-84.4861,34.6751,1044.05,-253.007,31353,1965,10477,12773,3413,14976,18481,68.4134,62.88,-5.53346,-4.25477,-1.27869,-44.2676,48.2228,-33.66,34.5317,0.0714016,TRUE,FALSE,FALSE
"13125","Georgia","Glascock",-82.6097,33.2366,1235.72,-389.881,2884,138,1235,1390,133,1534,1670,79.898,84.0432,4.14516,0.191883,3.95327,33.1613,29.2031,15.974,24.447,0.0214979,TRUE,FALSE,FALSE
"13127","Georgia","Glynn",-81.4862,31.2026,1373.12,-598.727,84499,11775,21512,34263,16144,27558,43912,29.2517,26.1178,-3.13386,-5.79326,2.6594,-25.0709,52.3422,-22.1794,47.4107,0.110073,TRUE,FALSE,FALSE
"13129","Georgia","Gordon",-84.9078,34.4982,1008.29,-277.204,57544,3181,15191,18959,4982,22495,27606,65.3712,63.7369,-1.63427,-2.22859,0.594315,-13.0742,39.5878,-8.95526,38.5616,0.0872797,TRUE,FALSE,FALSE
"13131","Georgia","Grady",-84.2124,30.8818,1121.09,-669.845,26236,3013,6053,9213,3290,7385,10718,33.5319,38.3607,4.82878,-1.47518,6.30396,38.6302,40.8081,25.4761,31.8789,0.0544017,TRUE,FALSE,FALSE
"13133","Georgia","Greene",-83.1794,33.5352,1178.99,-364.091,18915,3199,5490,8852,4514,8215,12786,26.3667,29.0753,2.70867,0.343632,2.36504,21.6694,37.4732,13.837,34.825,0.0594054,TRUE,FALSE,FALSE
"13135","Georgia","Gwinnett",-84.0532,33.9541,1093.21,-328.134,957062,166153,146989,328331,242507,173041,420681,-6.11991,-16.7167,-10.5968,-12.3902,1.79335,-84.7745,150,-149.377,13.6613,0.339421,TRUE,TRUE,FALSE
"13137","Georgia","Habersham",-83.5414,34.5657,1130.84,-254.335,46031,2483,13190,16243,4036,19142,23280,68.3149,65.1739,-3.14106,-3.58401,0.442945,-25.1285,44.2579,-18.7941,40.0692,0.0801617,TRUE,FALSE,FALSE
"13139","Georgia","Hall",-83.8476,34.2694,1107.43,-290.794,203136,16180,51733,70694,28347,72991,101973,52.3508,44.0546,-8.29625,-8.46854,0.172287,-66.37,96.4379,-88.3519,38.6551,0.167616,TRUE,FALSE,FALSE
"13141","Georgia","Hancock",-83.0132,33.2548,1198.45,-393.036,8735,2701,843,3580,2864,1364,4240,-52.4266,-35.4778,16.9489,8.31041,8.63846,90,44.0863,44.0863,0.00000000000000269951,0.034237,TRUE,FALSE,TRUE
"13143","Georgia","Haralson",-85.1847,33.7607,992.594,-362.007,29919,1475,9585,11357,2065,14239,16364,73.3273,74.6688,1.34149,1.30622,0.0352684,10.7319,34.4256,6.41052,33.8235,0.067232,TRUE,FALSE,FALSE
"13145","Georgia","Harris",-84.8943,32.6975,1032.97,-476.818,34668,4086,11936,16502,5976,16283,22353,48.9951,46.3049,-2.69027,-4.18324,1.49297,-21.5221,42.2329,-15.4936,39.2882,0.0785564,TRUE,FALSE,FALSE
"13147","Georgia","Hart",-82.965,34.3555,1186.05,-270.602,25828,2585,7286,10117,3210,11064,14331,47.6244,55.0231,7.39876,2.35188,5.04689,59.1901,48.7055,41.8318,24.9465,0.0629074,TRUE,FALSE,FALSE
"13149","Georgia","Heard",-85.1167,33.308,1004.59,-411.525,11412,743,3370,4223,859,5335,6210,63.8707,72.2635,8.39283,5.28525,3.10758,67.1426,40.8857,37.6751,15.8816,0.0414395,TRUE,FALSE,FALSE
"13151","Georgia","Henry",-84.1746,33.4703,1088.87,-383.154,240712,50057,45724,98766,83253,44982,129034,-4.52386,-29.8444,-25.3206,-16.1693,-9.15126,-90,150,-150,0.00000000000000918485,0.188552,TRUE,TRUE,TRUE
"13153","Georgia","Houston",-83.6637,32.5658,1148.72,-477.271,163633,22553,35430,60079,35907,45090,81514,22.2082,11.3375,-10.8708,-9.60167,-1.26911,-86.9662,98.1667,-98.0291,5.19546,0.149852,TRUE,FALSE,FALSE
"13155","Georgia","Irwin",-83.2799,31.6043,1198.54,-578.745,9666,891,2716,3670,986,3340,4342,50.5961,54.4152,3.8191,0.731798,3.0873,30.5528,32.8649,16.7063,28.3019,0.0346316,TRUE,FALSE,FALSE
"13157","Georgia","Jackson",-83.599,34.1295,1131.99,-303.374,75907,4491,21784,27190,10472,36497,47243,65.8154,55.4089,-10.4065,-6.96338,-3.44315,-83.2522,78.8766,-78.3302,9.26792,0.114113,TRUE,FALSE,FALSE
"13159","Georgia","Jasper",-83.7265,33.3583,1131.51,-390.326,14588,1544,4360,6045,1881,7203,9118,47.6965,58.5865,10.89,5.85753,5.03252,87.1204,47.8626,47.8022,2.4045,0.0501842,TRUE,FALSE,FALSE
"13161","Georgia","Jeff Davis",-82.6003,31.8478,1258.35,-543.099,14779,901,4104,5096,924,4935,5872,63.996,68.4588,4.46278,0.078782,4.384,35.7022,35.5393,20.7398,28.8601,0.0403033,TRUE,FALSE,FALSE
"13163","Georgia","Jefferson",-82.4081,33.069,1256.87,-405.757,15709,3821,3063,6968,3674,3765,7463,-11.011,1.22328,12.2343,4.15126,8.08306,90,46.8269,46.8269,0.00000000000000286732,0.0454136,TRUE,FALSE,TRUE
"13165","Georgia","Jenkins",-81.9472,32.7899,1303.77,-430.364,8674,1123,1895,3056,1179,2217,3409,25.5799,30.5654,4.98552,0.536282,4.44923,39.8841,32.9925,21.156,25.3166,0.030684,TRUE,FALSE,FALSE
