"county_fips","county_name","x","y","in_frame","swing_old","swing_new","delta"
"16009","Benewah",-1558.5,1261.1,TRUE,-0.0514,-0.4847,-0.4333
"20045","Douglas",64,161.9,TRUE,-4.8639,-4.4328,0.4311
"53063","Spokane",-1602.3,1317,TRUE,-4.5558,-4.9867,-0.4309
"08073","Lincoln",-651,214.4,TRUE,-0.9613,-0.5347,0.4266
"20047","Edwards",-291.9,51.5,TRUE,-4.7856,-4.3599,0.4258
"42005","Armstrong",1373.5,485.9,TRUE,-0.6593,-0.2337,0.4256
"04021","Pinal",-1441.2,-377.2,TRUE,-2.6758,-3.1013,-0.4255
"25005","Bristol",2030.3,748.5,TRUE,-2.4318,-2.0069,0.4249
"17171","Scott",470.7,254.2,TRUE,-0.2326,0.1917,0.4243
"13051","Chatham",1391.3,-501.2,TRUE,-4.0727,-3.6505,0.4222
"41017","Deschutes",-1995.8,1005,TRUE,-12.5896,-12.1682,0.4214
"34035","Somerset",1783.4,544.8,TRUE,-8.458,-8.0387,0.4192
"26157","Tuscola",1009.7,730.8,TRUE,0.0868,0.5041,0.4173
"38041","Hettinger",-505.3,1017.8,TRUE,-2.4584,-2.8722,-0.4138
"39019","Carroll",1243.9,446,TRUE,4.7948,4.382,-0.4128
"37023","Burke",1282.5,-101.1,TRUE,0.1689,0.5807,0.4118
"20139","Osage",24.7,134.4,TRUE,-0.8887,-1.2996,-0.4109
"28103","Noxubee",690,-461.6,TRUE,4.11,3.7031,-0.4069
"04019","Pima",-1397.1,-480.7,TRUE,-4.7699,-4.3646,0.4054
"41039","Lane",-2136.7,1038.9,TRUE,-4.6037,-4.2038,0.3999
"39049","Franklin",1097.3,355.5,TRUE,-4.7126,-4.3152,0.3973
"28145","Union",636.3,-314.4,TRUE,0.9129,1.3094,0.3966
"39093","Lorain",1148.5,520.1,TRUE,2.185,2.5807,0.3957
"38087","Slope",-571.1,1018.8,TRUE,0.089,0.4799,0.3909
"20209","Wyandotte",110.3,180.8,TRUE,-0.7197,-0.3295,0.3902
"39073","Hocking",1150.3,309.1,TRUE,4.9215,4.5346,-0.3869
"31151","Saline",-85.4,345.5,TRUE,2.0702,2.4548,0.3846
"09001","Fairfield",1865.3,638.4,TRUE,-6.4118,-6.7956,-0.3838
"54021","Gilmer",1297.8,263.3,TRUE,-1.6124,-1.229,0.3834
"51143","Pittsylvania",1459.5,45.9,TRUE,-0.292,0.0896,0.3816
"06113","Yolo",-2191.9,421.5,TRUE,2.1978,2.5791,0.3813
"55081","Monroe",428.1,733.2,TRUE,0.2835,0.6631,0.3796
"31005","Arthur",-469.8,470,TRUE,-2.2984,-1.9198,0.3786
"50007","Chittenden",1795.8,998,TRUE,-6.5007,-6.8781,-0.3774
"28041","Greene",699.4,-677.5,TRUE,2.7736,3.1507,0.3772
"04012","La Paz",-1658.2,-237.8,TRUE,-4.6226,-4.2478,0.3748
"42091","Montgomery",1732.6,488.5,TRUE,-4.6314,-4.2568,0.3746
"41027","Hood River",-1969.5,1178.7,TRUE,-5.0816,-4.708,0.3736
"56003","Big Horn",-967.2,860.8,TRUE,-2.6849,-2.3113,0.3736
"51097","King and Queen",1657.7,189.4,TRUE,3.9652,3.5972,-0.368
"39125","Paulding",948.2,464.1,TRUE,1.4838,1.1176,-0.3663
"41063","Wallowa",-1652.7,1074.3,TRUE,-8.6844,-8.3184,0.3659
"05139","Union",310,-474.9,TRUE,1.8962,2.2615,0.3653
"13105","Elbert",1197.2,-294.7,TRUE,1.2405,1.6049,0.3644
"08017","Cheyenne",-556.1,166.6,TRUE,1.3028,1.6667,0.3639
"28107","Panola",553.3,-335.6,TRUE,3.7649,4.1279,0.363
"13031","Bulloch",1327,-469.1,TRUE,-0.2317,0.1305,0.3622
"39001","Adams",1070,221.8,TRUE,6.8525,6.493,-0.3595
"37153","Richmond",1466.1,-160.6,TRUE,4.6185,4.9775,0.359
"28155","Webster",624.4,-416.1,TRUE,1.3368,1.6932,0.3563
"39127","Perry",1164.4,337.6,TRUE,8.1558,7.7997,-0.3561
"51093","Isle of Wight",1696.3,108.9,TRUE,-3.235,-2.879,0.3559
"28029","Copiah",529,-611.2,TRUE,3.5935,3.2377,-0.3557
"17143","Peoria",532.2,381.7,TRUE,-3.5706,-3.2152,0.3553
"08039","Elbert",-726.4,244.3,TRUE,-6.61,-6.2559,0.3541
"36061","New York",1827.8,580,TRUE,4.235,4.5889,0.3539
"20089","Jewell",-186.6,257.4,TRUE,-0.6973,-1.0496,-0.3522
"30111","Yellowstone",-973.5,991.1,TRUE,-4.6963,-5.0486,-0.3522
"17095","Knox",473.4,399.4,TRUE,2.2595,2.609,0.3496
"08121","Washington",-604.2,314,TRUE,-2.4348,-2.0857,0.3491
"17033","Crawford",706.9,199.4,TRUE,0.8908,0.5434,-0.3474
"25021","Norfolk",2015.5,791.8,TRUE,-7.5868,-7.2412,0.3455
"28037","Franklin",485.7,-660.7,TRUE,3.5623,3.9074,0.345
"25023","Plymouth",2043.8,778.7,TRUE,-10.0853,-9.7431,0.3422
"28139","Tippah",641.8,-282.3,TRUE,1.4476,1.7889,0.3413
"39111","Monroe",1263,350.9,TRUE,5.8286,5.4876,-0.341
"37007","Anson",1432,-162.9,TRUE,8.5007,8.8411,0.3404
"28099","Neshoba",640.4,-507.6,TRUE,-4.4024,-4.0623,0.3401
"34007","Camden",1763.8,460.3,TRUE,-0.5718,-0.2342,0.3376
"53057","Skagit",-1942.2,1493.7,TRUE,-4.267,-3.9312,0.3358
"20003","Anderson",63.9,84.5,TRUE,1.5478,1.2126,-0.3351
"53073","Whatcom",-1942.4,1534.5,TRUE,-5.5045,-5.1696,0.3349
"37139","Pasquotank",1745.2,46.9,TRUE,1.9393,2.2738,0.3345
"05143","Washington",163.1,-155.7,TRUE,-7.1404,-6.8067,0.3336
"20193","Thomas",-430.8,222.7,TRUE,-5.0575,-5.3892,-0.3317
"08093","Park",-821,244,TRUE,-11.1774,-10.8459,0.3315
"31169","Thayer",-137.4,301.3,TRUE,-3.0964,-3.4276,-0.3311
"28047","Harrison",664.4,-764.9,TRUE,-5.9017,-5.5711,0.3306
"24033","Prince George's",1630.8,322.5,TRUE,0.7361,0.4061,-0.33
"39145","Scioto",1120,220.6,TRUE,4.5549,4.2253,-0.3297
"49019","Grand",-1163.8,202.8,TRUE,-11.0925,-11.422,-0.3295
"22113","Vermilion",369.8,-830.1,TRUE,1.465,1.793,0.3281
"37147","Pitt",1661.8,-52.2,TRUE,-2.0059,-1.6782,0.3278
"45027","Clarendon",1447.2,-306.4,TRUE,3.2823,2.9569,-0.3254
"30001","Beaverhead",-1303.4,978.7,TRUE,-6.9747,-7.2998,-0.3251
"53007","Chelan",-1825,1354.6,TRUE,-8.571,-8.2469,0.3242
"37033","Caswell",1471.1,5.9,TRUE,6.9244,7.2474,0.323
"31059","Fillmore",-132.7,341.9,TRUE,-0.3943,-0.7173,-0.3229
"19169","Story",196.9,509.4,TRUE,-4.326,-4.0033,0.3227
"20127","Morris",-50,134,TRUE,-2.0633,-1.741,0.3223
"20079","Harvey",-120.5,62.1,TRUE,-5.7088,-6.0309,-0.3221
"06005","Amador",-2119.4,378.3,TRUE,-1.8652,-2.1872,-0.3219
"05097","Montgomery",216.5,-331.6,TRUE,5.7297,5.4088,-0.3209
"19139","Muscatine",407.8,454.9,TRUE,0.0914,0.4113,0.32
"28019","Choctaw",625.1,-443.4,TRUE,3.8725,4.1915,0.319
"39059","Guernsey",1218.5,375,TRUE,4.5814,4.2624,-0.319
"30043","Jefferson",-1233.8,1084.2,TRUE,-0.8407,-1.1595,-0.3188
"39011","Auglaize",982.4,401.8,TRUE,-1.7075,-1.3894,0.3181
"06009","Calaveras",-2115.2,349.5,TRUE,-1.2681,-1.5835,-0.3154
"25025","Suffolk",2017.2,807.7,TRUE,1.2533,1.5679,0.3147
"20051","Ellis",-286.2,159.9,TRUE,-6.4214,-6.1078,0.3137
"17097","Lake",656.8,566.7,TRUE,-3.0275,-2.7161,0.3113
"41071","Yamhill",-2100.4,1167.5,TRUE,-5.4011,-5.0902,0.3109
"18163","Vanderburgh",734.1,88.5,TRUE,-7.9042,-7.5937,0.3105
"08091","Ouray",-1017.6,135.4,TRUE,-8.3282,-8.6382,-0.31
"20033","Comanche",-296.4,-24.6,TRUE,-3.6535,-3.9629,-0.3094
"25001","Barnstable",2095.5,754.5,TRUE,-10.7246,-10.4152,0.3094
"42077","Lehigh",1706.2,531.8,TRUE,-3.0696,-2.7604,0.3092
"05089","Marion",297.2,-131,TRUE,0.8063,0.4985,-0.3079
"20107","Linn",103.9,83.5,TRUE,-0.748,-1.0544,-0.3064
"31103","Keya Paha",-301.9,607.2,TRUE,-2.9725,-2.6667,0.3059
"48293","Limestone",-49.1,-660.5,TRUE,-2.5225,-2.2168,0.3057
"45051","Horry",1560.5,-275.9,TRUE,-5.555,-5.2499,0.3051
"06093","Siskiyou",-2164.6,760,TRUE,-6.259,-5.9543,0.3048
"30085","Roosevelt",-690.7,1219.7,TRUE,-4.5559,-4.8581,-0.3023
"17009","Brown",444.5,288.7,TRUE,1.9884,1.6863,-0.3021
"51161","Roanoke",1399.7,92.5,TRUE,-7.2964,-6.9946,0.3018
"37079","Greene",1639.3,-69.1,TRUE,2.0293,2.331,0.3016
"39139","Richland",1123.1,445.2,TRUE,1.0897,1.3893,0.2996
"30059","Meagher",-1140.6,1098.3,TRUE,-5.7292,-5.4306,0.2986
"41037","Lake",-1977.7,813.7,TRUE,-2.5555,-2.2572,0.2984
"42029","Chester",1706.8,462.6,TRUE,-7.6844,-7.3869,0.2976
"20195","Trego",-332.9,175.3,TRUE,-2.6528,-2.3562,0.2966
"39163","Vinton",1150.2,277,TRUE,7.2777,6.982,-0.2957
"51660","Harrisonburg",1473.2,238.6,TRUE,-9.0077,-8.7141,0.2936
"51015","Augusta",1465.6,201.5,TRUE,-4.8409,-4.5493,0.2916
"39099","Mahoning",1270.6,500.1,TRUE,5.0254,5.3164,0.2909
"20077","Harper",-180.2,-30,TRUE,-1.9119,-2.2019,-0.2899
"28051","Holmes",553.6,-476.1,TRUE,1.3875,1.6768,0.2893
"28013","Calhoun",613.5,-378,TRUE,2.0649,2.3539,0.289
"39051","Fulton",982.7,518.6,TRUE,2.1465,1.8579,-0.2886
"38075","Renville",-410,1261.7,TRUE,-0.2853,-0.5729,-0.2876
"49033","Rich",-1256.1,580.4,TRUE,-3.5552,-3.8405,-0.2853
"31045","Dawes",-574.2,613.4,TRUE,-6.9749,-7.26,-0.2851
"39167","Washington",1230.8,308,TRUE,-2.0647,-2.3488,-0.2841
"06041","Marin",-2279.6,375,TRUE,-1.4613,-1.1776,0.2837
"31029","Chase",-472.5,350.4,TRUE,-3.906,-4.1893,-0.2833
"06095","Solano",-2231.8,390.5,TRUE,1.3908,1.6739,0.2831
"26139","Ottawa",809.2,648.5,TRUE,-10.449,-10.7321,-0.2831
"53067","Thurston",-2023.4,1348.6,TRUE,-2.4562,-2.1731,0.2831
"51009","Amherst",1471.5,133.3,TRUE,0.2907,0.5735,0.2829
"42063","Indiana",1407.8,474.7,TRUE,0.9833,1.2644,0.2811
"41029","Jackson",-2169.4,851.7,TRUE,-6.3053,-6.0244,0.2808
"41055","Sherman",-1909.9,1146.4,TRUE,-0.496,-0.7757,-0.2796
"49021","Iron",-1483.1,157,TRUE,-6.2761,-5.9973,0.2788
"08049","Grand",-842.3,330.2,TRUE,-12.941,-12.6643,0.2767
"39079","Jackson",1144.4,252.9,TRUE,3.9535,3.6774,-0.2761
"41043","Linn",-2108.3,1090.6,TRUE,-6.1203,-5.8442,0.2761
"17077","Jackson",586.3,48.8,TRUE,1.9248,2.2007,0.2759
"42071","Lancaster",1654.1,460.6,TRUE,-4.6505,-4.3753,0.2752
"20031","Coffey",22.4,84,TRUE,-4.0437,-4.3181,-0.2744
"09009","New Haven",1894.5,667.6,TRUE,-5.1375,-4.8639,0.2736
"39157","Tuscarawas",1216.8,427.3,TRUE,3.1364,2.8642,-0.2722
"30005","Blaine",-959.2,1284.1,TRUE,-6.8677,-6.5962,0.2715
"19157","Poweshiek",278.7,476.9,TRUE,6.3491,6.6196,0.2706
"37067","Forsyth",1398,-40.3,TRUE,-3.5408,-3.271,0.2698
"08019","Clear Creek",-808.6,288.7,TRUE,-10.196,-10.4655,-0.2695
"41045","Malheur",-1670,910.6,TRUE,-9.6415,-9.3734,0.2681
"08125","Yuma",-547.5,306.2,TRUE,-0.63,-0.3624,0.2676
"48449","Titus",95.8,-483.3,TRUE,1.9734,2.2407,0.2673
"20129","Morton",-514.2,-35.4,TRUE,0.466,0.2013,-0.2647
"08067","La Plata",-1034.3,38.1,TRUE,-7.9696,-7.7054,0.2642
"42101","Philadelphia",1751,473.5,TRUE,4.3857,4.6497,0.264
"42011","Berks",1678.9,499,TRUE,-2.3418,-2.0788,0.263
"20083","Hodgeman",-335.3,72.5,TRUE,-4.1018,-4.3632,-0.2614
"08065","Lake",-879.7,243.3,TRUE,-9.4787,-9.2216,0.257
"20143","Ottawa",-144.2,180.2,TRUE,-1.0913,-1.348,-0.2567
"39043","Erie",1105.8,515.5,TRUE,1.4561,1.7122,0.2561
"06063","Plumas",-2077.2,550.9,TRUE,-5.2234,-4.9679,0.2555
"53035","Kitsap",-1989.7,1409.2,TRUE,-6.0533,-6.3071,-0.2538
"42015","Bradford",1594.5,649.5,TRUE,-2.5629,-2.3099,0.253
"04005","Coconino",-1397.2,-111.8,TRUE,-3.737,-3.4844,0.2525
"34039","Union",1804.2,561,TRUE,0.4793,0.7318,0.2525
"08021","Conejos",-876.5,12.4,TRUE,4.0748,3.8226,-0.2522
"20165","Rush",-283.3,120.1,TRUE,-1.5799,-1.3287,0.2512
"39121","Noble",1227.2,348.6,TRUE,5.4602,5.209,-0.2512
"04015","Mohave",-1642.1,-117.9,TRUE,-1.7002,-1.9511,-0.2509
"49023","Juab",-1342.2,364.4,TRUE,4.7874,4.5367,-0.2508
"30003","Big Horn",-895.7,956.4,TRUE,-0.19,0.0608,0.2507
"53059","Skamania",-1996.2,1189.6,TRUE,-3.9462,-3.6961,0.2501
"49055","Wayne",-1333.4,205.4,TRUE,-1.7317,-1.981,-0.2494
"13021","Bibb",1142.4,-447.9,TRUE,-3.38,-3.1312,0.2488
"08041","El Paso",-751.1,189,TRUE,-13.8338,-13.5851,0.2487
"26063","Huron",1033.2,779.3,TRUE,-0.0418,-0.2903,-0.2485
"35049","Santa Fe",-896.5,-161.9,TRUE,1.0735,1.3219,0.2484
"37061","Duplin",1626.4,-133,TRUE,2.8406,3.0881,0.2475
"39087","Lawrence",1159,194.5,TRUE,0.7102,0.4632,-0.247
"13053","Chattahoochee",1037.4,-516.1,TRUE,2.3422,2.0957,-0.2464
"37191","Wayne",1612.9,-84.9,TRUE,-0.124,0.1221,0.2462
"31067","Gage",-60.1,311.9,TRUE,0.7509,0.5051,-0.2458
"13285","Troup",1016,-440.5,TRUE,-1.8638,-1.6187,0.2452
"20087","Jefferson",51.5,191.9,TRUE,-1.4178,-1.6625,-0.2448
"55135","Waupaca",560.3,796.6,TRUE,0.5696,0.8142,0.2446
"35043","Sandoval",-957.9,-190.5,TRUE,-5.4618,-5.218,0.2438
"30073","Pondera",-1206,1297.4,TRUE,-3.1317,-3.3752,-0.2436
"30047","Lake",-1363.6,1258.6,TRUE,-7.8055,-7.5622,0.2432
"20121","Miami",100.9,123.4,TRUE,-2.2348,-2.4778,-0.243
"42119","Union",1578.9,547.6,TRUE,-2.0668,-1.8243,0.2425
"31101","Keith",-474.4,422.3,TRUE,-5.6672,-5.4254,0.2418
"25027","Worcester",1960.6,789,TRUE,-7.0473,-6.8059,0.2413
"31119","Madison",-120.2,505.8,TRUE,-4.7095,-4.4684,0.2411
"39029","Columbiana",1272.6,470.1,TRUE,2.179,1.9386,-0.2404
"54043","Lincoln",1204.3,167.1,TRUE,-1.4222,-1.1818,0.2404
"06097","Sonoma",-2280.8,425,TRUE,-1.5361,-1.2967,0.2395
"20099","Labette",64.8,-26.7,TRUE,-3.3861,-3.1467,0.2393
"17145","Perry",579.9,82.9,TRUE,-0.0237,0.2149,0.2386
"16053","Jerome",-1494.4,728,TRUE,-4.9014,-5.1392,-0.2377
"40059","Harper",-332.6,-75.4,TRUE,-0.3722,-0.1346,0.2375
"42003","Allegheny",1341.5,443.8,TRUE,-3.7092,-3.4722,0.2371
"30045","Judith Basin",-1077.2,1151.8,TRUE,0.3951,0.632,0.2369
"51029","Buckingham",1523.5,149.8,TRUE,1.5373,1.7739,0.2366
"17045","Edgar",703.9,270.2,TRUE,1.2684,1.504,0.2356
"20063","Gove",-375.3,182,TRUE,0.3803,0.1448,-0.2356
"17019","Champaign",655.1,321.2,TRUE,-3.7387,-3.5044,0.2343
"48413","Schleicher",-437.8,-730.2,TRUE,3.9977,3.7638,-0.2338
"25017","Middlesex",1999.9,816.1,TRUE,-5.853,-5.6199,0.2331
"20183","Smith",-238.1,258,TRUE,-1.2439,-1.4767,-0.2328
"31083","Harlan",-287.6,301.6,TRUE,-0.9344,-0.7026,0.2318
"37085","Harnett",1535.3,-101.6,TRUE,-1.9103,-1.6786,0.2316
"31181","Webster",-209.8,304.9,TRUE,1.3437,1.1136,-0.2301
"08013","Boulder",-774.9,324.7,TRUE,-5.2599,-5.4898,-0.2299
"12107","Putnam",1377.6,-777.1,TRUE,3.9869,4.2166,0.2297
"20053","Ellsworth",-195.3,139.7,TRUE,-4.8725,-5.1003,-0.2277
"09013","Tolland",1928.1,727.4,TRUE,-5.4966,-5.7237,-0.2271
"20117","Marshall",-48.7,258,TRUE,-1.3732,-1.6002,-0.227
"31147","Richardson",27.9,291.4,TRUE,-3.1198,-3.3464,-0.2266
"30013","Cascade",-1155.8,1208.5,TRUE,-2.9492,-3.1742,-0.225
"51685","Manassas Park",1586.6,297.9,TRUE,-3.6927,-3.9175,-0.2248
"49005","Cache",-1301.8,584.4,TRUE,-3.4623,-3.2381,0.2241
"09005","Litchfield",1865.8,698.6,TRUE,-9.3854,-9.1614,0.224
"06007","Butte",-2160.8,536.3,TRUE,-6.0594,-5.8356,0.2238
"38079","Rolette",-283.3,1269.3,TRUE,-5.9409,-6.1645,-0.2236
"01069","Houston",1005,-647.4,TRUE,-5.4283,-5.2075,0.2208
"25007","Dukes",2081.7,719,TRUE,-3.819,-3.6006,0.2183
"20207","Woodson",23.1,42.2,TRUE,2.059,1.8441,-0.2149
"45001","Abbeville",1236.9,-276.3,TRUE,4.4196,4.6337,0.2141
"41007","Clatsop",-2125.8,1274.7,TRUE,-5.043,-5.2565,-0.2136
"20125","Montgomery",26.9,-39.9,TRUE,-2.3401,-2.1275,0.2126
"41003","Benton",-2131.8,1099.4,TRUE,-4.1697,-4.3813,-0.2115
"42017","Bucks",1754.6,501.4,TRUE,-3.8209,-3.6095,0.2115
"48301","Loving",-716.8,-611,TRUE,0.6148,0.4032,-0.2115
"20009","Barton",-238.6,103.9,TRUE,-4.6781,-4.8885,-0.2105
"37055","Dare",1803.8,16.7,TRUE,-6.1321,-5.9219,0.2102
"20149","Pottawatomie",-28.4,196.4,TRUE,-6.6483,-6.858,-0.2097
"18061","Harrison",857,127,TRUE,0.0796,0.289,0.2094
"39147","Seneca",1062.8,478.2,TRUE,1.1969,1.4058,0.209
"38007","Billings",-557.7,1082.7,TRUE,-2.4001,-2.1914,0.2087
"30023","Deer Lodge",-1305.7,1082,TRUE,-0.4071,-0.1986,0.2085
"39117","Morrow",1105.9,415.2,TRUE,3.4242,3.2158,-0.2084
"51107","Loudoun",1575.1,325.6,TRUE,-7.6728,-7.4646,0.2082
"13307","Webster",1072.4,-544.6,TRUE,-6.6604,-6.4529,0.2075
"31013","Box Butte",-566.4,540,TRUE,0.7282,0.5223,-0.2059
"13023","Bleckley",1181.8,-491.4,TRUE,-1.0375,-0.8319,0.2056
"37015","Bertie",1687.6,10.7,TRUE,3.601,3.3955,-0.2055
"55109","St. Croix",269.1,845.8,TRUE,-3.5131,-3.7186,-0.2055
"30101","Toole",-1176.5,1333.4,TRUE,-3.1408,-2.9358,0.205
"38061","Mountrail",-479.1,1202.3,TRUE,2.812,2.6081,-0.2039
"49007","Carbon",-1252.4,333.2,TRUE,-3.3415,-3.545,-0.2034
"53019","Ferry",-1662.8,1437.3,TRUE,-3.0662,-3.269,-0.2028
"37187","Washington",1719.7,-7.7,TRUE,5.4156,5.6183,0.2027
"39133","Portage",1220.5,507.2,TRUE,1.9817,2.1842,0.2025
"31019","Buffalo",-257.3,367,TRUE,-6.1674,-5.9656,0.2018
"36005","Bronx",1832.9,589.6,TRUE,12.5065,12.7081,0.2016
"37001","Alamance",1473,-31.2,TRUE,-4.7649,-4.5652,0.1997
"38013","Burke",-485.9,1271.8,TRUE,-0.5553,-0.7549,-0.1997
"41033","Josephine",-2209,869.8,TRUE,-7.0681,-6.8684,0.1997
"17129","Menard",524.4,297,TRUE,0.2941,0.4927,0.1986
"41035","Klamath",-2082.2,819.7,TRUE,-6.2393,-6.0413,0.198
"20153","Rawlins",-428.3,270,TRUE,-5.8005,-5.6032,0.1972
"17115","Macon",597.6,285.6,TRUE,-1.001,-0.8039,0.1971
"26005","Allegan",824.5,616.1,TRUE,-4.9563,-5.1534,-0.1971
"42079","Luzerne",1657.8,589.8,TRUE,-5.6734,-5.4776,0.1958
"34033","Salem",1740.4,428,TRUE,-2.9684,-2.7735,0.195
"31009","Blaine",-330.5,500.6,TRUE,-2.4202,-2.6144,-0.1942
"01083","Limestone",822.5,-262.6,TRUE,-7.6521,-7.459,0.1931
"06075","San Francisco",-2277.3,348,TRUE,6.0799,6.2722,0.1923
"42001","Adams",1587.4,421.4,TRUE,-3.2255,-3.0334,0.1922
"31157","Scotts Bluff",-632.3,514.6,TRUE,-7.3042,-7.1128,0.1915
"28089","Madison",550.5,-541.1,TRUE,-4.511,-4.3206,0.1904
"01043","Cullman",837.5,-333.2,TRUE,-1.1963,-1.0062,0.19
"29189","St. Louis County",483.5,142.6,TRUE,-7.3431,-7.1552,0.1879
"49041","Sevier",-1374.5,258.9,TRUE,-2.5058,-2.6938,-0.1879
"08123","Weld",-740.9,350.7,TRUE,-6.1036,-5.9162,0.1874
"31109","Lancaster",-56.2,369.9,TRUE,-7.943,-7.7556,0.1874
"37039","Cherokee",1079.9,-200.5,TRUE,-2.6513,-2.4649,0.1864
"01079","Lawrence",793.7,-294.9,TRUE,5.5019,5.3158,-0.1861
"30107","Wheatland",-1062.9,1078.1,TRUE,-2.1179,-2.3033,-0.1854
"41057","Tillamook",-2147.3,1208.2,TRUE,-4.6873,-4.5032,0.1842
"17037","DeKalb",598.4,518.9,TRUE,-2.5901,-2.4061,0.184
"20039","Decatur",-380.3,267.2,TRUE,-3.424,-3.2405,0.1835
"37143","Perquimans",1732.5,31.3,TRUE,3.8185,4.0009,0.1824
"35003","Catron",-1146.3,-320.7,TRUE,-6.5538,-6.7358,-0.182
"37125","Moore",1486.8,-123.5,TRUE,-2.6488,-2.467,0.1818
"48409","San Patricio",-137.4,-1064.2,TRUE,4.6525,4.8339,0.1814
"19013","Black Hawk",296.3,564.6,TRUE,-1.4148,-1.2339,0.1809
"20163","Rooks",-283,209.1,TRUE,-1.2539,-1.4348,-0.1809
"49025","Kane",-1441.1,81.6,TRUE,-3.5941,-3.7738,-0.1797
"54075","Pocahontas",1377.9,204.3,TRUE,1.2647,1.0854,-0.1794
"39085","Lake",1208.3,562.4,TRUE,-2.5245,-2.3461,0.1784
"39047","Fayette",1066.1,300.1,TRUE,3.4135,3.2353,-0.1782
"08015","Chaffee",-867.5,178,TRUE,-12.081,-11.9029,0.1781
"54013","Calhoun",1275.4,251.8,TRUE,-1.9559,-2.1331,-0.1772
"27151","Swift",28.4,869.3,TRUE,2.3943,2.5709,0.1766
"08014","Broomfield",-766,310,TRUE,-12.6163,-12.4404,0.1759
"49057","Weber",-1324,529.4,TRUE,-3.1359,-3.3117,-0.1758
"17113","McLean",591.6,357.5,TRUE,-5.6567,-5.4811,0.1756
"28043","Grenada",569.5,-399.2,TRUE,-2.5945,-2.419,0.1754
"30031","Gallatin",-1174.2,1008.5,TRUE,-6.6814,-6.856,-0.1746
"35035","Otero",-929.6,-479.3,TRUE,-5.935,-5.7605,0.1745
"53027","Grays Harbor",-2091.9,1367.8,TRUE,-0.8957,-1.0702,-0.1745
"39169","Wayne",1177.9,461.7,TRUE,1.0055,1.1799,0.1744
"30049","Lewis and Clark",-1224.8,1125.3,TRUE,-3.4816,-3.6557,-0.1741
"45067","Marion",1516.5,-240,TRUE,0.4508,0.6248,0.174
"55095","Polk",275.3,889.1,TRUE,-1.5062,-1.3323,0.1739
"17165","Saline",650.5,54,TRUE,-3.9668,-3.793,0.1738
"41049","Morrow",-1820.4,1148.5,TRUE,-1.0747,-0.9016,0.1732
"31167","Stanton",-103.3,503.1,TRUE,-2.1995,-2.3726,-0.1731
"20005","Atchison",69.9,230.7,TRUE,0.892,1.0648,0.1728
"20141","Osborne",-230.7,219.1,TRUE,-1.7928,-1.9655,-0.1728
"13027","Brooks",1185.1,-666.2,TRUE,1.8415,2.0139,0.1724
"28121","Rankin",559,-566.1,TRUE,-8.1749,-8.0029,0.172
"48089","Colorado",-52.2,-874.4,TRUE,-1.2898,-1.118,0.1718
"54073","Pleasants",1258.7,309.4,TRUE,1.2359,1.0641,-0.1718
"38001","Adams",-513,971.9,TRUE,-3.0751,-3.2465,-0.1714
"51031","Campbell",1470.9,103.9,TRUE,-4.387,-4.216,0.1709
"19113","Linn",357.8,513.3,TRUE,-4.4393,-4.2686,0.1707
"28011","Bolivar",480.8,-404.1,TRUE,1.6666,1.4959,-0.1707
"25009","Essex",2015.5,840.8,TRUE,-5.8885,-5.718,0.1705
"54103","Wetzel",1290,342.3,TRUE,-0.7112,-0.8816,-0.1705
"05035","Crittenden",522.3,-244.3,TRUE,1.7832,1.953,0.1698
"08099","Prowers",-568.5,84.9,TRUE,-3.2305,-3.0618,0.1687
"06001","Alameda",-2250.6,334.2,TRUE,4.5794,4.7473,0.1679
"13215","Muscogee",1032.4,-499.6,TRUE,-5.2112,-5.0434,0.1678
"17103","Lee",543.8,502,TRUE,-1.8806,-1.7132,0.1674
"40025","Cimarron",-574.3,-66.2,TRUE,0.1044,0.2715,0.1671
"39005","Ashland",1142.9,458.5,TRUE,-0.8367,-1.0037,-0.167
"30021","Dawson",-666.1,1106.8,TRUE,-2.271,-2.4379,-0.1669
"48093","Comanche",-240.7,-614.9,TRUE,2.6829,2.5164,-0.1665
"42133","York",1618.9,438.2,TRUE,-5.6552,-5.4903,0.1649
"28039","George",705.9,-713.4,TRUE,-1.323,-1.1601,0.1629
"06023","Humboldt",-2317.7,710.1,TRUE,-5.9768,-5.8142,0.1626
"27073","Lac Qui Parle",-10.3,837,TRUE,-0.3947,-0.2327,0.162
"20017","Chase",-48.3,96.3,TRUE,2.1482,2.31,0.1618
"39083","Knox",1136,406.1,TRUE,4.478,4.3163,-0.1617
"39045","Fairfield",1127.2,336.9,TRUE,-4.3823,-4.221,0.1613
"51193","Westmoreland",1650.5,240.9,TRUE,0.7716,0.9329,0.1613
"17087","Johnson",623.5,20,TRUE,-1.1299,-0.9696,0.1604
"31041","Custer",-304.8,442.9,TRUE,-2.567,-2.7274,-0.1604
"20133","Neosho",52.8,14,TRUE,-2.5112,-2.3523,0.1589
"20169","Saline",-138.1,148.5,TRUE,-6.1979,-6.0398,0.1581
"08063","Kit Carson",-551.7,221.7,TRUE,-4.027,-4.1848,-0.1579
"35051","Sierra",-1043.9,-429.5,TRUE,-8.4138,-8.256,0.1579
"41015","Curry",-2287.8,875.8,TRUE,-8.7687,-8.6126,0.156
"31079","Hall",-198.6,385.3,TRUE,-3.7879,-3.6319,0.1559
