"county_fips","county_name","lon","lat","x","y","pop","votes_dem_16","votes_gop_16","total_votes_16","votes_dem_20","votes_gop_20","total_votes_20","margin_16","margin_20","swing","angle_deg","len_km","dx","dy","lw","in_frame","capped_len","capped_angle","net_votes"
"19197","Wright","-93.7563","42.733","182.629","588.239","12943","1896","3800","6026","1996","4136","6254","33.427","34.8989","1.47192",11.7754,30.161,6.1551,29.5262,"0.0383269","TRUE","FALSE","FALSE",90.2581
"20001","Allen","-95.3693","37.8969","54.9354","44.6652","12526","1433","3651","5454","1559","4155","5842","43.6271","45.4323","1.80521",14.4417,30.6898,7.65387,29.7201,"0.0369975","TRUE","FALSE","FALSE",103.15
"20003","Anderson","-95.2632","38.2518","63.8684","84.5089","7836","672","2435","3350","765","2874","3720","56.7428","57.9555","1.21264",9.70112,27.8567,4.69409,27.4584,"0.0295252","TRUE","FALSE","FALSE",44.128
"20005","Atchison","-95.1792","39.5554","69.8877","230.672","16348","1989","4049","6575","2314","4826","7312","34.1173","35.1821","1.06482",8.51856,29.5312,4.37445,29.2054,"0.0413572","TRUE","FALSE","FALSE",76.0281
"20007","Barber","-98.5577","37.2119","-224.822","-29.2602","4228","286","1850","2252","284","1992","2313","73.221","75.0439","1.82296",14.5837,27.6942,6.97321,26.8019,"0.0233501","TRUE","FALSE","FALSE",41.4906
"20009","Barton","-98.7583","38.3965","-238.597","103.943","25493","1839","7888","10269","2302","8480","10961","62.1877","57.2992","-4.88852",-39.1082,41.0131,-25.8705,31.8244,"0.050822","TRUE","FALSE","FALSE",527.08
"20011","Bourbon","-94.7497","37.846","108.977","39.4949","14360","1336","4424","6093","1505","4910","6550","53.6111","53.0787","-0.532389",-4.25911,27.2125,-2.02099,27.1374,"0.0392013","TRUE","FALSE","FALSE",34.1528
"20013","Brown","-95.5518","39.805","38.0308","258.431","9508","863","2906","4036","1088","3206","4396","54.2054","49.3246","-4.88072",-39.0458,34.1738,-21.5275,26.5409,"0.0320725","TRUE","FALSE","FALSE",209.578
"20015","Butler","-96.9985","37.7254","-87.1726","25.7193","67380","6573","19073","27657","9003","22250","31946","48.7405","42.3863","-6.35421",-50.8337,58.4349,-45.3055,36.906,"0.0865263","TRUE","FALSE","FALSE",1985.88
"20017","Chase","-96.5583","38.3582","-48.3255","96.3293","2572","316","969","1369","341","1114","1478","50.8171","53.1271","2.31003",18.4802,27.175,8.61386,25.7737,"0.0186695","TRUE","FALSE","FALSE",33.6109
"20019","Chautauqua","-96.2281","37.1158","-20.0783","-43.0304","3379","197","1236","1481","212","1397","1634","72.5052","73.6482","1.14299",9.14392,25.9581,4.12513,25.6282,"0.0196327","TRUE","FALSE","FALSE",18.3907
"20021","Cherokee","-94.7517","37.1148","109.879","-42.4449","19362","2005","6182","8620","2163","6622","8945","51.0199","50.757","-0.262938",-2.1035,26.3756,-0.968111,26.3578,"0.0458747","TRUE","FALSE","FALSE",23.0991
"20023","Cheyenne","-101.738","39.7693","-486.83","269.042","2616","181","1173","1407","220","1158","1400","73.2644","68.0697","-5.19474",-41.5579,29.3225,-19.4519,21.9416,"0.0181688","TRUE","FALSE","FALSE",71.5835
"20025","Clark","-99.8864","37.2958","-341.177","-15.9067","1991","120","825","1005","143","885","1048","74.6032","72.179","-2.42419",-19.3935,26.5255,-8.80791,25.0205,"0.0156927","TRUE","FALSE","FALSE",24.9207
"20027","Clay","-97.1224","39.3543","-95.8328","208.399","8117","677","2891","3820","883","3129","4134","62.0516","55.9821","-6.06952",-48.5562,35.0834,-26.2987,23.2212,"0.0310015","TRUE","FALSE","FALSE",243.509
"20029","Cloud","-97.6358","39.5349","-139.316","229.272","9032","761","2919","3930","893","3182","4174","58.6413","56.1718","-2.46953",-19.7562,30.5893,-10.3398,28.7888,"0.031244","TRUE","FALSE","FALSE",100.633
"20031","Coffey","-95.7416","38.2491","22.4","83.9892","8360","727","3050","4068","928","3407","4448","61.5038","57.1857","-4.31814",-34.5451,33.5327,-19.0149,27.6202,"0.0322253","TRUE","FALSE","FALSE",187.191
"20033","Comanche","-99.3732","37.2337","-296.391","-24.5822","1689","102","715","867","126","745","904","75.0306","71.0677","-3.96286",-31.7029,27.2375,-14.3137,23.1733,"0.0144448","TRUE","FALSE","FALSE",34.5165
"20035","Cowley","-96.9984","37.1746","-87.8124","-36.0043","34549","3551","8270","12621","4171","9442","13911","39.9205","38.7203","-1.20014",-9.60112,32.807,-5.47182,32.3475,"0.0571057","TRUE","FALSE","FALSE",163.375
"20037","Crawford","-94.7294","37.4383","111.357","-6.17022","38972","5199","8624","14891","6179","10045","16718","24.7775","23.8289","-0.948649",-7.58919,32.504,-4.29278,32.2192,"0.0623421","TRUE","FALSE","FALSE",153.909
"20039","Decatur","-100.484","39.8042","-380.342","267.226","2764","178","1210","1452","208","1232","1458","74.3516","71.1111","-3.24047",-25.9238,28.0084,-12.2446,25.1901,"0.0185731","TRUE","FALSE","FALSE",46.6628
"20041","Dickinson","-97.1521","38.886","-99.0048","155.946","18402","1609","6029","8210","2040","7045","9246","57.8686","55.0908","-2.77774",-22.2219,35.31,-13.3541,32.6874,"0.0466514","TRUE","FALSE","FALSE",252.358
"20043","Doniphan","-95.0714","39.7875","78.812","256.765","7510","587","2606","3378","678","2949","3674","63.2321","62.6137","-0.61834",-4.94672,26.3188,-2.26945,26.2208,"0.0294765","TRUE","FALSE","FALSE",22.4272
"20045","Douglas","-95.2542","38.9425","64.041","161.93","118785","31195","14688","50087","39436","16737","57540","-35.9763","-40.4091","-4.43281",-35.4625,62.7387,-36.3991,51.1004,"0.116002","TRUE","FALSE","FALSE",2490.04
"20047","Edwards","-99.3528","37.9132","-291.914","51.4597","2907","212","1037","1319","267","1127","1413","66.0528","61.693","-4.35987",-34.879,28.7865,-16.4614,23.6153,"0.018274","TRUE","FALSE","FALSE",60.7766
"20049","Elk","-96.2391","37.4237","-20.9597","-8.52447","2483","160","1048","1259","191","1130","1347","73.5099","71.0825","-2.42742",-19.4194,27.0663,-8.999,25.5265,"0.0177891","TRUE","FALSE","FALSE",32.0662
"20051","Ellis","-99.3305","38.8822","-286.167","159.935","28934","2742","8466","11947","3633","9569","13501","51.0707","44.9629","-6.10778",-48.8622,45.3982,-34.1908,29.8662,"0.056237","TRUE","FALSE","FALSE",806.349
"20053","Ellsworth","-98.2681","38.7254","-195.323","139.676","6376","521","1969","2679","646","2106","2806","58.1526","53.0523","-5.10028",-40.8022,32.0535,-20.9454,24.2635,"0.0256759","TRUE","FALSE","FALSE",140.36
"20055","Finney","-100.863","37.9772","-422.936","64.3065","38470","3195","6350","10159","4155","7079","11466","33.054","26.0281","-7.02583",-56.2066,45.1546,-37.5257,25.115,"0.0518763","TRUE","FALSE","FALSE",789.282
"20057","Ford","-99.9955","37.753","-348.595","35.6838","34287","2149","5114","7718","2926","5763","8850","40.8234","32.6505","-8.17287",-65.383,43.9888,-39.9908,18.3236,"0.0456233","TRUE","FALSE","FALSE",710.141
"20059","Franklin","-95.2604","38.6035","63.8043","123.93","25996","2892","7185","10965","3623","8326","12247","42.602","39.3589","-3.24302",-25.9442,38.3738,-16.7883,34.5065,"0.0535017","TRUE","FALSE","FALSE",387.508
"20061","Geary","-96.8388","39.0405","-71.9296","172.981","36739","2722","4274","7504","3825","5193","9311","22.1841","15.1697","-7.01444",-56.1155,42.7811,-35.5153,23.8513,"0.0464791","TRUE","FALSE","FALSE",632.562
"20063","Gove","-100.378","39.0471","-375.265","182.048","2718","149","1140","1343","163","1256","1433","76.8813","77.0261","0.144771",1.15817,23.6558,0.478142,23.6509,"0.0184371","TRUE","FALSE","FALSE",2.0543
"20065","Graham","-99.8556","39.3582","-329.099","214.947","2415","188","1025","1284","222","1052","1302","69.0025","65.1491","-3.85334",-30.8267,28.1499,-14.4252,24.1729,"0.0174698","TRUE","FALSE","FALSE",49.0916
"20067","Grant","-101.351","37.5803","-467.838","22.174","7352","441","1804","2389","497","1910","2452","60.7127","58.7038","-2.00891",-16.0713,28.1074,-7.78105,27.0089,"0.0240127","TRUE","FALSE","FALSE",48.3545
"20069","Gray","-100.412","37.7241","-385.059","34.0556","5653","263","1698","2066","337","1871","2240","73.177","69.4746","-3.70231",-29.6185,29.7908,-14.7233,25.8982,"0.0229986","TRUE","FALSE","FALSE",81.747
"20071","Greeley","-101.758","38.4836","-497.25","125.312","1284","83","534","650","77","537","629","73.0956","74.9186","1.82294",14.5835,25.1978,6.34458,24.386,"0.0121279","TRUE","FALSE","FALSE",11.1929
"20073","Greenwood","-96.2246","37.8619","-19.5726","40.5832","6016","485","2160","2840","562","2404","3030","63.327","62.1038","-1.22319",-9.78552,27.3571,-4.64962,26.959,"0.0266556","TRUE","FALSE","FALSE",36.2798
"20075","Hamilton","-101.761","37.9806","-500.924","69.052","2518","121","705","876","134","684","837","70.7022","67.2372","-3.46502",-27.7202,26.7931,-12.4629,23.718,"0.0139984","TRUE","FALSE","FALSE",28.3439
"20077","Harper","-98.0499","37.2153","-180.186","-29.9614","5485","393","1996","2578","453","2128","2626","67.0992","64.8973","-2.20188",-17.615,28.579,-8.64857,27.239,"0.0248654","TRUE","FALSE","FALSE",56.8305
"20079","Harvey","-97.3859","38.0461","-120.468","62.084","34024","5068","8668","14916","6652","10015","17034","26.2085","20.1776","-6.03091",-48.2473,48.0659,-35.8584,32.0079,"0.0631875","TRUE","FALSE","FALSE",1005.17
"20081","Haskell","-100.89","37.495","-428.062","10.4552","3780","245","1040","1354","261","1103","1383","61.8677","61.7302","-0.137499",-1.09999,23.6043,-0.453139,23.6,"0.0180763","TRUE","FALSE","FALSE",1.87549
"20083","Hodgeman","-99.8601","38.0859","-335.273","72.4765","1723","124","855","1017","151","866","1033","74.668","70.3048","-4.36321",-34.9057,27.8716,-15.9489,22.8574,"0.0156086","TRUE","FALSE","FALSE",44.3738
"20085","Jackson","-95.7528","39.4023","21.0929","213.24","13232","1512","3939","5818","1852","4435","6468","44.5239","41.0848","-3.43916",-27.5133,34.3574,-15.8715,30.4717,"0.0388082","TRUE","FALSE","FALSE",216.22
"20087","Jefferson","-95.3975","39.211","51.5454","191.936","18368","2518","5213","8337","3106","6193","9581","34.8597","33.1971","-1.66254",-13.3003,32.5264,-7.48286,31.6539,"0.0471976","TRUE","FALSE","FALSE",154.6
"20089","Jewell","-98.1989","39.7776","-186.637","257.43","2932","180","1223","1494","211","1369","1608","74.3407","73.2911","-1.04956",-8.39648,25.7838,-3.765,25.5074,"0.019455","TRUE","FALSE","FALSE",16.583
"20091","Johnson","-94.7403","38.9249","108.193","160.424","609863","129852","137490","290090","184259","155631","349386","2.85701","-8.42272","-11.2797",-90,150,-150,0.00000000000000918485,"0.285346","TRUE","TRUE","TRUE",38338.6
"20093","Kearny","-101.242","37.9515","-456.025","63.1828","3983","174","1075","1316","255","1134","1413","72.1377","63.2829","-8.85477",-70.8382,31.4429,-29.7008,10.3208,"0.0182412","TRUE","FALSE","FALSE",122.993
"20095","Kingman","-98.098","37.6103","-183.436","14.3864","7470","599","2530","3334","745","3102","3929","61.713","61.2685","-0.444486",-3.55589,25.8345,-1.60231,25.7848,"0.0303573","TRUE","FALSE","FALSE",17.0994
"20097","Kiowa","-99.2523","37.596","-284.383","15.6255","2460","114","900","1079","153","957","1139","77.5148","72.4324","-5.08236",-40.6589,28.5567,-18.6062,21.6632,"0.0163066","TRUE","FALSE","FALSE",56.4142
"20099","Labette","-95.2624","37.2598","64.8006","-26.6667","20184","2291","5335","8107","2607","5639","8414","39.9161","36.7693","-3.14673",-25.1738,35.4895,-15.096,32.1187,"0.0444451","TRUE","FALSE","FALSE",259.479
"20101","Lane","-100.483","38.504","-387.129","121.662","1574","106","718","871","114","757","888","74.2718","73.8232","-0.448653",-3.58922,24.0941,-1.50836,24.0468,"0.0144448","TRUE","FALSE","FALSE",3.90777
"20103","Leavenworth","-94.9595","39.2351","88.9866","194.961","81881","10209","17638","30301","13753","21378","36115","26.6779","21.7045","-4.97344",-39.7875,56.2065,-35.9689,43.1904,"0.0917376","TRUE","FALSE","FALSE",1747.22
"20105","Lincoln","-98.1862","39.035","-187.473","174.203","2939","215","1179","1464","266","1273","1570","69.1535","65.4321","-3.72142",-29.7714,28.6026,-14.2023,24.8274,"0.0192009","TRUE","FALSE","FALSE",57.2727
"20107","Linn","-94.801","38.2396","103.949","83.5497","9591","736","3484","4427","863","3940","4903","65.1185","64.0641","-1.05436",-8.43488,28.2384,-4.14216,27.933,"0.0339202","TRUE","FALSE","FALSE",50.6409
"20109","Logan","-100.926","39.0955","-421.916","189.765","2762","149","1132","1357","185","1231","1437","76.7369","73.8701","-2.86687",-22.935,27.6378,-10.7701,25.453,"0.0184176","TRUE","FALSE","FALSE",40.5949
"20111","Lyon","-96.1791","38.4162","-15.4904","102.703","32179","4649","6552","12288","5878","7381","13622","16.9896","11.3357","-5.65386",-45.2309,44.5784,-31.6485,31.3944,"0.0563583","TRUE","FALSE","FALSE",749.645
"20113","McPherson","-97.6467","38.3826","-142.482","100.157","30223","3226","8549","12742","3977","9562","13868","45.2059","41.2512","-3.95474",-31.6379,41.1592,-21.59,35.0421,"0.0569502","TRUE","FALSE","FALSE",535.432
"20115","Marion","-97.1275","38.3248","-97.6372","93.0228","11823","1204","4003","5624","1463","4377","5969","53.7546","49.8973","-3.8573",-30.8584,34.6029,-17.7484,29.7044,"0.0374032","TRUE","FALSE","FALSE",225.266
"20117","Marshall","-96.5739","39.8003","-48.6998","257.962","10038","1072","3307","4673","1239","3662","5023","51.0391","49.4389","-1.60016",-12.8013,29.6411,-6.56758,28.9043,"0.0342645","TRUE","FALSE","FALSE",78.4238
"20119","Meade","-100.397","37.2922","-385.989","-14.3563","4055","210","1415","1720","261","1508","1807","74.1538","70.4918","-3.66204",-29.2963,28.9903,-14.1857,25.2825,"0.0205857","TRUE","FALSE","FALSE",64.7815
"20121","Miami","-94.831","38.5952","100.858","123.372","34191","3991","10003","15022","5133","12116","17624","42.9613","40.4835","-2.47776",-19.8221,39.1706,-13.2828,36.8498,"0.0642812","TRUE","FALSE","FALSE",427.389
"20123","Mitchell","-98.175","39.4543","-185.438","221.163","5796","477","2308","2942","547","2454","3039","65.7451","63.5455","-2.19958",-17.5966,29.0515,-8.78269,27.6922,"0.0268124","TRUE","FALSE","FALSE",66.0094
"20125","Montgomery","-95.6939","37.1434","26.9341","-39.9184","31486","2637","8679","12004","3147","9768","13177","53.3934","51.266","-2.12746",-17.0197,35.8665,-10.4981,34.2957,"0.0556224","TRUE","FALSE","FALSE",274.761
"20127","Morris","-96.5808","38.6944","-50.0428","134.024","5386","601","1820","2624","721","2085","2849","50.3511","48.6101","-1.74097",-13.9278,28.1361,-6.77232,27.3089,"0.0259266","TRUE","FALSE","FALSE",48.8516
"20129","Morton","-101.84","37.0432","-514.236","-35.3841","2701","147","995","1192","147","1004","1163","74.2557","74.457","0.201302",1.61042,23.7274,0.666821,23.7181,"0.016605","TRUE","FALSE","FALSE",2.31699
"20131","Nemaha","-95.9663","39.8294","2.85856","261.076","10273","725","4124","5122","920","4612","5625","70.0969","66.739","-3.35795",-26.8636,33.4905,-15.1333,29.8764,"0.0364035","TRUE","FALSE","FALSE",185.762
"20133","Neosho","-95.3961","37.6238","52.7956","14.0423","15904","1501","4431","6314","1727","4795","6629","49.3931","47.0408","-2.35234",-18.8187,32.488,-10.4798,30.7514,"0.0395269","TRUE","FALSE","FALSE",153.42
"20135","Ness","-99.8977","38.4883","-336.688","117.675","2687","162","1228","1454","147","1315","1487","76.6906","79.8906","3.19991",25.5993,28.0155,12.1048,25.2654,"0.0187144","TRUE","FALSE","FALSE",46.7827
"20137","Norton","-99.8768","39.8235","-328.781","267.121","5459","281","1840","2234","361","1977","2390","73.5031","69.1189","-4.38416",-35.0733,30.664,-17.6203,25.096,"0.023666","TRUE","FALSE","FALSE",102.502
"20139","Osage","-95.7131","38.6992","24.7183","134.446","15766","1753","4826","7046","2099","5591","7893","46.7092","45.4096","-1.2996",-10.3968,30.5614,-5.51523,30.0596,"0.0429206","TRUE","FALSE","FALSE",99.9392
"20141","Osborne","-98.7053","39.4259","-230.73","219.142","3500","233","1460","1788","275","1590","1899","72.4749","70.5094","-1.96551",-15.7241,27.3822,-7.42072,26.3575,"0.0211369","TRUE","FALSE","FALSE",36.6568
"20143","Ottawa","-97.6824","39.0964","-144.154","180.205","5735","424","2283","2903","504","2581","3159","68.6738","67.3258","-1.34804",-10.7843,27.7002,-5.18305,27.211,"0.027185","TRUE","FALSE","FALSE",41.587
"20145","Pawnee","-99.147","38.1798","-273.013","80.712","6253","579","1904","2661","635","2028","2712","53.3629","52.3094","-1.05344",-8.42752,26.771,-3.92351,26.4819,"0.0252573","TRUE","FALSE","FALSE",28.0531
"20147","Phillips","-99.3486","39.7595","-284.258","258.251","4981","300","2233","2664","318","2388","2752","76.3127","76.4967","0.184001",1.47201,24.2993,0.624215,24.2913,"0.0254605","TRUE","FALSE","FALSE",4.97907
"20149","Pottawatomie","-96.3323","39.2517","-28.4133","196.384","25348","2225","7612","10693","3257","9247","12815","54.7626","47.9047","-6.85796",-54.8637,46.1136,-37.711,26.5395,"0.0547302","TRUE","FALSE","FALSE",857.519
"20151","Pratt","-98.7306","37.6448","-238.622","19.6565","9157","771","2838","3842","924","3087","4107","57.2735","53.9267","-3.34678",-26.7742,31.8429,-14.3445,28.4289,"0.0309976","TRUE","FALSE","FALSE",134.239
"20153","Rawlins","-101.05","39.8072","-428.291","269.97","2561","163","1220","1472","214","1253","1496","76.4281","70.8248","-5.60324",-44.8259,29.811,-21.0154,21.1435,"0.0187464","TRUE","FALSE","FALSE",82.1995
"20155","Reno","-97.9319","38.0516","-167.91","63.5287","61898","6837","15513","24210","8602","17948","27245","38.8188","35.2015","-3.61729",-28.9383,47.4899,-22.9788,41.5603,"0.0797507","TRUE","FALSE","FALSE",960.39
"20157","Republic","-97.6591","39.8179","-140.746","261.015","4674","375","2024","2529","420","2172","2643","68.737","67.5926","-1.14438",-9.15504,26.8918,-4.27866,26.5492,"0.0249184","TRUE","FALSE","FALSE",29.6623
"20159","Rice","-98.1999","38.3204","-190.502","94.1555","9427","695","2837","3804","953","3187","4230","60.6455","53.9614","-6.68417",-53.4734,35.9142,-28.8599,21.376,"0.0314922","TRUE","FALSE","FALSE",276.725
"20161","Riley","-96.6327","39.1902","-54.1445","189.622","71959","9341","10107","21532","11940","11174","23855","3.93871","-3.31401","-7.25272",-58.0218,55.5163,-47.0916,29.4013,"0.0744114","TRUE","FALSE","FALSE",1676.39
"20163","Rooks","-99.3141","39.3217","-283.041","209.115","4919","275","2031","2419","332","2294","2661","76.1492","74.7144","-1.43478",-11.4782,27.4497,-5.46238,26.9007,"0.0250813","TRUE","FALSE","FALSE",37.6773
"20165","Rush","-99.2812","38.5278","-283.304","120.089","2956","233","1197","1503","291","1425","1748","67.4126","66.0839","-1.32867",-10.6294,26.3504,-4.86047,25.8983,"0.020275","TRUE","FALSE","FALSE",22.8
"20167","Russell","-98.8307","38.9042","-243.163","161.008","6691","461","2574","3193","591","2765","3429","69.6211","64.7795","-4.84159",-38.7327,32.7789,-20.5094,25.5699,"0.0283539","TRUE","FALSE","FALSE",162.484
"20169","Saline","-97.6056","38.8148","-138.108","148.533","54303","6317","13828","22064","8022","15313","23911","37.2847","31.2449","-6.03977",-48.3182,52.7729,-39.4134,35.0937,"0.0747663","TRUE","FALSE","FALSE",1409.38
"20171","Scott","-100.913","38.4816","-424.359","120.99","5151","236","1865","2202","290","1991","2322","77.5345","74.5726","-2.96195",-23.6956,29.1281,-11.7059,26.6724,"0.0233757","TRUE","FALSE","FALSE",67.5621
"20173","Sedgwick","-97.3444","37.6803","-117.441","21.0374","523824","69627","104353","188783","90820","117653","213552","19.9598","12.8712","-7.08855",-56.7084,120.527,-100.747,66.1571,"0.223474","TRUE","FALSE","FALSE",14777.7
"20175","Seward","-100.919","37.0511","-433.172","-39.0911","21964","1628","3159","5038","1736","3285","5099","31.9825","30.8504","-1.13202",-9.05616,28.5794,-4.49847,28.2232,"0.0346815","TRUE","FALSE","FALSE",56.8387
"20177","Shawnee","-95.7064","39.0348","25.1793","172.063","178909","33926","35934","75406","43015","40443","86122","2.87432","-3.08179","-5.95611",-47.6489,79.3533,-58.6445,53.4581,"0.141396","TRUE","FALSE","FALSE",4970.85
"20179","Sheridan","-100.463","39.3681","-380.856","218.324","2447","127","1197","1374","144","1237","1397","80.8157","79.1455","-1.67016",-13.3613,26.3727,-6.09448,25.6589,"0.0181886","TRUE","FALSE","FALSE",23.0649
"20181","Sherman","-101.726","39.3509","-488.636","222.177","5927","347","2089","2612","386","2222","2673","71.5107","70.3988","-1.1119",-8.8952,26.8424,-4.15057,26.5195,"0.0249952","TRUE","FALSE","FALSE",28.9984
"20183","Smith","-98.8056","39.7706","-238.142","258.002","3570","297","1661","2042","328","1734","2092","69.6629","68.1862","-1.47669",-11.8135,26.9497,-5.51733,26.3789,"0.0222252","TRUE","FALSE","FALSE",30.4493
"20185","Stafford","-98.7338","38.0051","-237.74","60.0299","4072","304","1490","1896","355","1631","2017","66.1093","64.2497","-1.8595",-14.876,27.4004,-7.03444,26.482,"0.0218118","TRUE","FALSE","FALSE",36.9297
"20187","Stanton","-101.757","37.5653","-503.395","22.5704","2084","115","492","637","147","607","767","62.1087","61.008","-1.10077",-8.80616,24.8231,-3.80023,24.5305,"0.0134396","TRUE","FALSE","FALSE",8.29981
"20189","Stevens","-101.323","37.1871","-467.86","-21.9586","5250","220","1599","1891","233","1731","1997","75.8109","76.2729","0.462027",3.69622,24.9291,1.60709,24.8772,"0.0216907","TRUE","FALSE","FALSE",9.07421
"20191","Sumner","-97.4068","37.3034","-123.516","-21.118","22382","2076","6984","9722","2551","7998","10779","54.1722","51.6352","-2.53696",-20.2957,35.6918,-12.3802,33.4758,"0.0502699","TRUE","FALSE","FALSE",267.624
"20193","Thomas","-101.05","39.3847","-430.805","222.689","7930","473","2908","3576","622","3106","3794","72.0201","66.6309","-5.38921",-43.1137,33.9299,-23.1893,24.7688,"0.0298841","TRUE","FALSE","FALSE",200.91
"20195","Trego","-99.8814","39.0037","-332.922","175.338","2808","198","1227","1482","238","1341","1603","72.2105","69.8543","-2.35619",-18.8495,27.4185,-8.85849,25.9481,"0.0194488","TRUE","FALSE","FALSE",37.2042
"20197","Wabaunsee","-96.1786","38.9897","-15.3264","166.984","6877","776","2372","3380","956","2813","3861","50.6989","49.2704","-1.42849",-11.4279,28.4169,-5.63038,27.8535,"0.030048","TRUE","FALSE","FALSE",53.8398
"20199","Wallace","-101.762","38.8858","-494.863","170.331","1512","46","721","798","44","762","817","88.0052","89.0819","1.07667",8.61336,24.8755,3.7255,24.5949,"0.0138954","TRUE","FALSE","FALSE",8.67796
"20201","Washington","-97.0489","39.7793","-89.0318","255.953","5530","387","2194","2765","467","2332","2843","70.0116","66.6309","-3.38068",-27.0454,30.3441,-13.7974,27.0259,"0.0258943","TRUE","FALSE","FALSE",94.6252
"20203","Wichita","-101.35","38.4946","-461.985","124.483","2152","140","769","956","147","803","961","69.1969","69.0526","-0.144288",-1.1543,23.4441,-0.472282,23.4393,"0.0150856","TRUE","FALSE","FALSE",1.37074
"20205","Wilson","-95.7397","37.5115","22.7912","1.32002","8624","594","2788","3591","711","3111","3899","64.8729","62.7943","-2.07851",-16.6281,29.6872,-8.49524,28.4458,"0.0302585","TRUE","FALSE","FALSE",79.4407
"20207","Woodson","-95.735","37.8761","23.0887","42.1838","3115","273","1082","1443","283","1189","1495","59.7048","61.5489","1.84412",14.753,26.7013,6.79955,25.8211,"0.0187783","TRUE","FALSE","FALSE",27.1454
"20209","Wyandotte","-94.7128","39.106","110.28","180.751","169245","30146","15806","48781","35566","18512","55107","-31.2065","-31.5359","-0.329453",-2.63562,33.2633,-1.52958,33.2282,"0.113818","TRUE","FALSE","FALSE",178.162
"21001","Adair","-85.2796","37.1075","941.757","9.19022","18903","1323","6637","8233","1392","7276","8768","66.7588","67.8819","1.12307",8.98456,30.4562,4.75629,30.0825,"0.0455682","TRUE","FALSE","FALSE",97.3477
"21003","Allen","-86.2101","36.7502","864.436","-39.4537","20588","1349","6466","8096","1642","7587","9364","65.4766","64.4165","-1.06013",-8.48104,30.4762,-4.4947,30.143,"0.0470197","TRUE","FALSE","FALSE",97.8394
"21005","Anderson","-84.9257","38.028","960.714","115.217","23852","2634","8242","11422","3348","9661","13254","51.5631","48.5279","-3.03513",-24.281,38.5233,-15.8413,35.1155,"0.0558244","TRUE","FALSE","FALSE",394.84
"21007","Ballard","-88.977","37.0436","618.228","-28.2906","7728","816","3161","4101","825","3356","4225","58.964","60.5358","1.57171",12.5737,29.0368,6.32117,28.3404,"0.0316477","TRUE","FALSE","FALSE",65.7132
"21009","Barren","-85.9322","36.9953","885.979","-9.58254","44485","4275","13483","18488","5127","14654","20064","51.8527","48.1624","-3.69031",-29.5225,44.2869,-21.823,38.5368,"0.0688377","TRUE","FALSE","FALSE",729.98
"21011","Bath","-83.7406","38.1385","1061.39","140.117","12750","1361","3082","4587","1573","3986","5627","38.7351","43.4071","4.672",37.376,35.4954,21.5472,28.2071,"0.0364922","TRUE","FALSE","FALSE",259.716
"21013","Bell","-83.7044","36.6808","1085.58","-21.468","24097","1720","7764","9718","1789","8140","10044","63.7284","63.9641","0.235761",1.88609,26.4015,0.868939,26.3872,"0.0487702","TRUE","FALSE","FALSE",23.4087
"21015","Boone","-84.679","38.9849","969.268","224.233","135968","15026","39082","57618","20901","44814","66998","44.4592","36.389","-8.07028",-64.5622,81.2241,-73.3497,34.8882,"0.125468","TRUE","FALSE","FALSE",5303.38
"21017","Bourbon","-84.2467","38.204","1016.89","141.866","20252","2791","5569","8803","3296","6190","9648","33.2297","30.5081","-2.72155",-21.7724,35.4566,-13.1516,32.9273,"0.0476698","TRUE","FALSE","FALSE",258.166
"21019","Boyd","-82.6663","38.4322","1149.21","185.234","48261","6021","13591","20454","7083","14295","21751","38.5988","33.7356","-4.8632",-38.9056,48.5007,-30.4603,37.7423,"0.0715625","TRUE","FALSE","FALSE",1039.65
"21021","Boyle","-84.7968","37.6379","976.987","73.1087","30614","4281","8040","12946","5298","8872","14478","30.5089","25.2223","-5.28659",-42.2927,44.5705,-29.9923,32.9696,"0.0582622","TRUE","FALSE","FALSE",749.11
"21023","Bracken","-84.0727","38.7012","1024.89","199.033","8400","705","2711","3527","800","3398","4246","58.7237","61.8866","3.16296",25.3037,31.792,13.5884,28.7417,"0.031712","TRUE","FALSE","FALSE",132.781
"21025","Breathitt","-83.3774","37.5187","1101.85","75.3789","13718","1537","3991","5738","1301","4265","5661","44.3922","53.2519","8.8597",70.8776,40.4069,38.1773,13.2368,"0.0365152","TRUE","FALSE","FALSE",493.131
"21027","Breckinridge","-86.4081","37.7698","835.5","72.4378","20432","1960","6484","8774","2350","7701","10201","53.5765","53.2385","-0.33802",-2.70416,27.2002,-1.28328,27.1699,"0.049069","TRUE","FALSE","FALSE",33.9744
"21029","Bullitt","-85.6518","38.0238","898.032","107.648","82217","8255","26210","36069","10552","30708","41998","52.0963","48.8512","-3.24514",-25.9611,52.0068,-22.7665,46.7588,"0.0994184","TRUE","FALSE","FALSE",1338.94
"21031","Butler","-86.6777","37.2175","818.155","8.50244","12371","947","4428","5576","1079","4960","6125","64.7628","64.2656","-0.497184",-3.97747,26.9186,-1.86719,26.8537,"0.0380351","TRUE","FALSE","FALSE",30.0249
"21033","Caldwell","-87.8788","37.1255","713.898","-11.4454","12649","1260","4507","5975","1433","4906","6434","56.3031","54.7878","-1.51528",-12.1222,30.4031,-6.38459,29.7252,"0.0389684","TRUE","FALSE","FALSE",96.0536
