"county_fips","state_name","county_name","lon","lat","x","y","pop","votes_dem_20","votes_gop_20","total_votes_20","votes_dem_24","votes_gop_24","total_votes_24","margin_20","margin_24","swing","angle_deg","len_km","dx","dy","lw","in_frame","capped_len","capped_angle","net_votes"
"01055","Alabama","Etowah County","-86.0259","34.0122","912.744","-342.506","103436","11567","35528","47728","10027","35653","46023","50.878","56.0989","5.22094",41.7675,61.8802,41.219,46.1536,"0.112536","TRUE","FALSE","FALSE",2384.93
"01057","Alabama","Fayette County","-87.7675","33.7269","756.567","-389.534","16321","1395","7300","8766","1142","7158","8356","67.9126","72.4819","4.56933",36.5546,38.2038,22.7538,30.6887,"0.0479698","TRUE","FALSE","FALSE",379.254
"01059","Alabama","Franklin County","-87.7936","34.4635","747.073","-307.718","32113","2086","10376","12578","1568","10417","12077","66.5222","73.834","7.31173",58.4938,46.3709,39.5351,24.233,"0.0576431","TRUE","FALSE","FALSE",876.311
"01061","Alabama","Geneva County","-85.7814","31.0945","969.947","-663.611","26659","1595","10848","12545","1391","10929","12390","74.3631","77.4188","3.05574",24.4459,38.146,15.7861,34.7263,"0.0584432","TRUE","FALSE","FALSE",376.467
"01063","Alabama","Greene County","-87.9245","32.8338","750.633","-490.122","7730","3884","875","4775","3133","885","4035","-63.2276","-55.9482","7.27934",58.2347,36.2909,30.8549,19.105,"0.033376","TRUE","FALSE","FALSE",292.484
"01065","Alabama","Hale County","-87.628","32.7833","778.626","-493.359","14785","4687","3190","7922","3868","3369","7290","-19.0047","-6.89512","12.1096",90,46.3718,46.3718,0.00000000000000283945,"0.0447928","TRUE","FALSE","TRUE",876.372
"01067","Alabama","Henry County","-85.2711","31.4693","1013.49","-616.839","17146","2606","6607","9298","2263","6989","9301","43.4278","51.0808","7.65308",61.2246,43.9574,38.5292,21.16,"0.0506462","TRUE","FALSE","FALSE",708.063
"01069","Alabama","Houston County","-85.3963","31.2048","1004.99","-647.415","107202","12917","32618","46173","11352","32469","44195","43.2656","48.1892","4.9236",39.3888,59.9561,38.0469,46.3375,"0.110222","TRUE","FALSE","FALSE",2157.57
"01071","Alabama","Jackson County","-85.9436","34.7273","911.806","-262.205","52579","3717","19670","23636","3276","20073","23509","68.2131","71.9388","3.72573",29.8058,46.2837,23.0059,40.1611,"0.0804568","TRUE","FALSE","FALSE",869.921
"01073","Alabama","Jefferson County","-86.8116","33.5172","846.414","-404.799","674721","181688","138843","325848","162112","131123","296741","-13.3669","-10.568","2.79891",22.3913,95.5538,36.3993,88.3494,"0.285126","TRUE","FALSE","FALSE",8207.38
"01075","Alabama","Lamar County","-88.1088","33.7613","724.958","-388.369","13972","978","6174","7193","806","6033","6875","72.651","76.4293","3.7783",30.2264,35.4624,17.8524,30.641,"0.0435437","TRUE","FALSE","FALSE",258.398
"01077","Alabama","Lauderdale County","-87.6089","34.8655","759.883","-261.461","93564","11915","31721","44339","10326","32708","43454","45.3891","52.01","6.62091",52.9673,65.5432,52.3226,39.4748,"0.109228","TRUE","FALSE","FALSE",2849.24
"01079","Alabama","Lawrence County","-87.2716","34.5409","793.672","-294.87","33073","3562","12322","16031","2983","13024","16115","55.1498","62.7288","7.57897",60.6318,50.5867,44.0856,24.8088,"0.0666168","TRUE","FALSE","FALSE",1213.17
"01081","Alabama","Lee County","-85.3598","32.5923","991.167","-493.437","174241","27860","42221","71449","25798","46020","72695","20.492","28.1573","7.66528",61.3222,82.3303,72.231,39.5089,"0.141106","TRUE","FALSE","FALSE",5505.05
"01083","Alabama","Limestone County","-86.9224","34.804","822.524","-262.601","103570","13672","34640","49235","14581","37887","53096","43.4012","44.4195","1.01823",8.14584,41.1385,5.82904,40.7234,"0.120608","TRUE","FALSE","FALSE",534.245
"01085","Alabama","Lowndes County","-86.6152","32.1642","879.333","-553.249","10311","4972","1836","6835","3867","1758","5652","-46.0635","-37.4933","8.57012",68.561,40.205,37.4231,14.6954,"0.0394903","TRUE","FALSE","FALSE",482.069
"01087","Alabama","Macon County","-85.7118","32.4291","960.475","-515.139","19532","7108","1541","8723","6084","1682","7820","-64.3658","-56.683","7.68285",61.4628,42.197,37.0704,20.1587,"0.046401","TRUE","FALSE","FALSE",596.65
"01089","Alabama","Madison County","-86.6153","34.743","850.928","-266.687","388153","87286","102780","194767","87824","105430","196355","8.15191","9.11029","0.958385",7.66708,57.2036,7.63192,56.6922,"0.231469","TRUE","FALSE","FALSE",1852.12
"01091","Alabama","Marengo County","-87.8035","32.3424","766.579","-543.768","19323","5488","5343","10900","4631","4995","9673","-1.33875","3.78143","5.12018",40.9614,40.4022,26.4857,30.5097,"0.0516597","TRUE","FALSE","FALSE",492.869
"01093","Alabama","Marion County","-87.8765","34.1104","742.917","-347.694","29341","1463","12205","13807","1197","12245","13523","78.5923","82.1902","3.59782",28.7826,40.2334,19.3719,35.2627,"0.0610465","TRUE","FALSE","FALSE",483.619
"01095","Alabama","Marshall County","-86.2913","34.3112","885.13","-311.766","97612","5943","33191","39655","5553","34434","40277","69.6274","72.226","2.59854",20.7883,48.4935,17.2111,45.3365,"0.10529","TRUE","FALSE","FALSE",1039.08
"01097","Alabama","Mobile County","-88.1752","30.684","747.078","-730.671","414809","79474","101243","183164","72055","100759","174545","12.0459","16.6098","4.56386",36.5109,94.1136,55.9953,75.6433,"0.218886","TRUE","FALSE","FALSE",7886.99
"01099","Alabama","Monroe County","-87.3646","31.4988","816.044","-633.721","19772","4455","6147","10668","3740","6007","9799","15.9593","23.2584","7.29919",58.3935,44.0086,37.4807,23.0641,"0.0519833","TRUE","FALSE","FALSE",711.452
"01101","Alabama","Montgomery County","-86.2338","32.3465","912.862","-529.443","228954","64529","33311","99139","57946","30477","89375","-31.9072","-31.0654","0.841749",6.73399,44.4996,5.21802,44.1926,"0.156571","TRUE","FALSE","FALSE",744.3
"01103","Alabama","Morgan County","-86.932","34.5139","824.747","-294.982","123421","13234","39664","53722","12392","40449","53369","49.9641","53.097","3.13295",25.0636,55.3097,23.4305,50.1016,"0.121036","TRUE","FALSE","FALSE",1655.48
"01105","Alabama","Perry County","-87.3697","32.5849","804.583","-513.247","8511","3860","1339","5230","3174","1269","4457","-48.4901","-42.8764","5.61366",44.9093,35.2351,24.8755,24.9544,"0.0350967","TRUE","FALSE","FALSE",249.415
"01107","Alabama","Pickens County","-88.0744","33.2847","732.545","-441.152","19123","4022","5594","9668","3388","5465","8898","16.3478","23.461","7.11322",56.9058,42.7357,35.8029,23.3345,"0.049542","TRUE","FALSE","FALSE",629.733
"01109","Alabama","Pike County","-85.947","31.786","946.164","-588.748","33009","5636","8042","13841","4899","8224","13214","17.5903","25.3372","7.7469",61.9752,48.2111,42.5581,22.6522,"0.0603178","TRUE","FALSE","FALSE",1016.63
"01111","Alabama","Randolph County","-85.4274","33.2647","976.565","-419.568","21967","2203","8559","10837","1920","9102","11075","59.0597","65.1606","6.10093",48.8074,43.4107,32.6666,28.5899,"0.0552788","TRUE","FALSE","FALSE",672.445
"01113","Alabama","Russell County","-85.0546","32.4149","1021.74","-509.856","59183","11228","9864","21329","10422","10078","20679","-6.46691","-1.67805","4.78886",38.3109,47.7658,29.6114,37.4799,"0.0753886","TRUE","FALSE","FALSE",981.716
"01115","Alabama","St. Clair County","-86.3749","33.6609","884.887","-384.844","91103","7744","36166","44441","7640","35501","43440","64.7279","64.5813","-0.146596",-1.17277,28.9128,-0.591765,28.9067,"0.109364","TRUE","FALSE","FALSE",63.243
"01117","Alabama","Shelby County","-86.739","33.2903","855.547","-429.363","223024","33268","79700","114950","33087","79666","114043","41.1019","41.3107","0.208748",1.66998,34.8713,1.01624,34.8565,"0.176804","TRUE","FALSE","FALSE",235.37
"01119","Alabama","Sumter County","-88.2309","32.571","724.612","-521.718","12345","4648","1598","6291","3725","1542","5297","-48.8313","-41.4467","7.38451",59.0761,38.4031,32.9441,19.7353,"0.0382129","TRUE","FALSE","FALSE",388.942
"01121","Alabama","Talladega County","-86.1659","33.3769","907.31","-414.427","82149","13138","22235","35663","10898","22100","33175","25.7174","33.9475","8.23016",65.8413,64.5231,58.8719,26.4071,"0.0956472","TRUE","FALSE","FALSE",2715.79
"01123","Alabama","Tallapoosa County","-85.864","32.8517","941.297","-469.792","41311","5859","14963","20991","4975","14884","19980","43.723","49.8968","6.17379",49.3903,50.7355,38.5164,33.0238,"0.0742006","TRUE","FALSE","FALSE",1226.05
"01125","Alabama","Tuscaloosa County","-87.5185","33.2148","784.489","-444.484","227036","37765","51117","90172","33399","50724","84879","15.0222","20.5948","5.57268",44.5814,77.7115,54.5474,55.3503,"0.152717","TRUE","FALSE","FALSE",4687.91
"01127","Alabama","Walker County","-87.2505","33.8342","802.844","-373.351","65342","4834","26002","31170","4102","25464","29747","68.647","72.2519","3.60488",28.839,48.8258,23.5512,42.7704,"0.0905368","TRUE","FALSE","FALSE",1065.82
"01129","Alabama","Washington County","-88.1953","31.4137","738.508","-649.956","15388","2258","6564","8876","1863","6534","8430","48.8098","55.627","6.81722",54.5378,41.7933,34.0405,24.247,"0.0482493","TRUE","FALSE","FALSE",572.442
"01131","Alabama","Wilcox County","-87.3769","32.0074","809.749","-577.412","10600","4048","1833","5903","3449","1793","5260","-37.6637","-31.591","6.07267",48.5814,36.8873,27.6616,24.403,"0.0381221","TRUE","FALSE","FALSE",318.329
"01133","Alabama","Winston County","-87.4156","34.1644","784.407","-337.986","23540","974","10195","11284","884","10191","11129","82.5589","84.0361","1.47725",11.818,32.8143,6.72048,32.1187,"0.0554116","TRUE","FALSE","FALSE",163.605
"04001","Arizona","Apache County","-109.419","35.5437","-1202.06","-134.134","66021","23293","11442","35183","18872","12795","32019","-34.1183","-19.1903","14.928",90,77.9427,77.9427,0.00000000000000477261,"0.0936984","TRUE","FALSE","TRUE",4727.25
"04003","Arizona","Cochise County","-110.073","31.6035","-1325.13","-560.873","125447","23732","35557","60473","22296","35936","58923","19.9447","23.4235","3.47887",27.831,58.7944,27.449,51.9936,"0.12706","TRUE","FALSE","FALSE",2025.82
"04005","Arizona","Coconino County","-111.602","35.4761","-1397.19","-111.755","145101","44698","27052","73346","41504","27576","70067","-24.5937","-20.1621","4.4316",35.4528,67.1166,38.9298,54.6728,"0.13839","TRUE","FALSE","FALSE",3061.35
"04007","Arizona","Gila County","-111.015","33.8444","-1373.8","-300.439","53272","8943","18377","27678","8504","18901","27648","34.5315","37.9383","3.40685",27.2548,47.1395,21.5875,41.906,"0.0871653","TRUE","FALSE","FALSE",933.647
"04009","Arizona","Graham County","-109.808","32.8671","-1279.99","-425.164","38533","4034","10749","14996","3867","11177","15183","45.4238","48.5908","3.167",25.336,40.1013,17.1604,36.2442,"0.0645818","TRUE","FALSE","FALSE",476.443
"04011","Arizona","Greenlee County","-109.26","32.9852","-1227.64","-419.366","9563","1182","2433","3688","954","2308","3308","34.6058","41.5083","6.90247",55.2198,34.6,28.4185,19.7369,"0.0300726","TRUE","FALSE","FALSE",225.159
"04012","Arizona","La Paz County","-114.184","33.9542","-1658.16","-237.807","16557","2236","5129","7460","2101","5470","7624","39.2804","44.4987","5.21837",41.747,38.5282,25.6537,28.7456,"0.0458147","TRUE","FALSE","FALSE",395.083
"04013","Arizona","Maricopa County","-112.044","33.4901","-1473.73","-324.073","4420568","1040774","995665","2069475","980016","1051531","2053945","-2.21509","3.52022","5.73532",45.8826,150,107.687,104.42,"0.750485","TRUE","TRUE","FALSE",116516
"04015","Arizona","Mohave County","-114.262","35.0345","-1642.17","-117.85","213267","24831","78535","104705","24081","85683","110450","51.9552","56.1222","4.16704",33.3363,77.0361,42.3354,64.3605,"0.174445","TRUE","FALSE","FALSE",4573.91
"04017","Arizona","Navajo County","-110.205","34.8622","-1283.32","-199.316","106717","23383","27657","51783","20754","29480","50706","8.37382","17.3707","8.99688",71.975,76.7107,72.9459,23.7367,"0.118012","TRUE","FALSE","FALSE",4519.49
"04019","Arizona","Pima County","-110.958","32.2164","-1397.11","-480.708","1043433","304981","207758","520735","292450","214669","513176","-18.9615","-15.3378","3.62368",28.9894,131.813,63.8827,115.298,"0.374959","TRUE","FALSE","FALSE",18376.4
"04021","Arizona","Pinal County","-111.602","33.0693","-1441.19","-377.185","425264","75106","107077","185037","80656","126926","209552","17.5488","22.29","4.74115",37.9292,102.498,63.004,80.8471,"0.239896","TRUE","FALSE","FALSE",9841.77
"04023","Arizona","Santa Cruz County","-110.946","31.4392","-1409.55","-566.383","47669","13138","6194","19561","11265","7699","19121","-35.9197","-18.804","17.1157",90,68.4412,68.4412,0.00000000000000419082,"0.0725093","TRUE","FALSE","TRUE",3245.82
"04025","Arizona","Yavapai County","-112.274","34.6287","-1472.95","-195.091","236209","49602","91527","143280","48717","99346","149402","29.7069","34.1942","4.48736",35.8989,88.2293,51.7338,71.4704,"0.202606","TRUE","FALSE","FALSE",6644.12
"04027","Arizona","Yuma County","-114.605","32.6414","-1724.64","-374.138","203881","32210","36534","69926","26823","40745","68195","6.29","20.6044","14.3144",90,101.804,101.804,0.00000000000000623372,"0.136867","TRUE","FALSE","TRUE",9671.95
"05001","Arkansas","Arkansas County","-91.4608","34.4035","413.902","-336.819","17149","1818","4304","6292","1503","3951","5547","40.6076","44.8845","4.27684",34.2147,34.8157,19.5767,28.7904,"0.0388854","TRUE","FALSE","FALSE",233.259
"05003","Arkansas","Ashley County","-91.8779","33.1796","381.826","-475.165","19062","2125","5548","7926","1774","5145","7030","44.611","48.7209","4.10994",32.8795,36.0981,19.5968,30.3157,"0.0437976","TRUE","FALSE","FALSE",284.367
"05005","Arkansas","Baxter County","-92.3839","36.3318","321.565","-124.771","41627","4635","15836","21007","4341","16253","20954","54.7164","57.8421","3.12566",25.0053,42.9589,18.1588,38.9323,"0.0755612","TRUE","FALSE","FALSE",643.698
"05007","Arkansas","Benton County","-94.2303","36.3351","157.392","-129.058","284333","42249","73965","119912","45231","79907","128595","27.291","27.7102","0.419176",3.35341,40.9686,2.39644,40.8984,"0.186262","TRUE","FALSE","FALSE",524.548
"05009","Arkansas","Boone County","-93.0988","36.2666","258.242","-134.248","37373","3064","13652","17114","2854","13968","17112","63.3405","66.0682","2.72773",21.8218,39.7735,14.7847,36.9235,"0.0682916","TRUE","FALSE","FALSE",458.859
"05011","Arkansas","Bradley County","-92.1013","33.5744","359.339","-431.986","10545","1214","2335","3654","961","2213","3209","31.5864","39.4455","7.85913",62.873,35.2359,31.3599,16.0663,"0.0296642","TRUE","FALSE","FALSE",249.449
"05013","Arkansas","Calhoun County","-92.5007","33.586","322.496","-432.128","4739","479","1636","2182","379","1674","2092","54.7045","63.0784","8.37393",66.9914,33.073,30.442,12.9272,"0.0238574","TRUE","FALSE","FALSE",171.917
"05015","Arkansas","Carroll County","-93.5747","36.3757","215.576","-123.215","28260","4023","7424","11797","3812","7470","11538","29.7108","32.4233","2.71249",21.6999,36.6064,13.5351,34.0123,"0.055927","TRUE","FALSE","FALSE",306.023
"05017","Arkansas","Chicot County","-91.3184","33.326","432.812","-456.444","10208","2260","1752","4103","1796","1658","3490","-12.662","-3.99537","8.66665",69.3332,36.4517,34.106,12.865,"0.030945","TRUE","FALSE","FALSE",299.346
"05019","Arkansas","Clark County","-93.124","34.0993","263.339","-376.724","21446","3438","4616","8395","2959","4526","7657","14.6263","20.9352","6.30893",50.4714,40.0232,30.8702,25.4733,"0.0455538","TRUE","FALSE","FALSE",472.223
"05021","Arkansas","Clay County","-90.3664","36.3703","500.549","-111.737","14552","962","4086","5183","907","3968","4967","61.8859","62.7897","0.903848",7.23078,27.8527,3.50572,27.6312,"0.0367634","TRUE","FALSE","FALSE",44.0626
"05023","Arkansas","Cleburne County","-92.0378","35.5072","356.181","-215.795","24711","1988","10328","12680","1941","10595","12739","67.7168","69.0332","1.31639",10.5311,32.8589,6.0056,32.3054,"0.0589533","TRUE","FALSE","FALSE",165.023
"05025","Arkansas","Cleveland County","-92.1364","33.913","354.568","-394.327","7550","651","2867","3600","524","2804","3374","62.9903","68.5096","5.51928",44.1542,33.4288,23.2863,23.9841,"0.0303753","TRUE","FALSE","FALSE",183.682
"05027","Arkansas","Columbia County","-93.2472","33.2588","254.78","-470.917","22801","2814","5500","8616","2466","5367","7940","32.307","37.0356","4.72867",37.8294,38.0194,23.3177,30.0292,"0.0466007","TRUE","FALSE","FALSE",370.397
"05029","Arkansas","Conway County","-92.7059","35.213","297.285","-251","20715","2615","5694","8685","2449","5893","8541","37.0562","41.2851","4.22886",33.8309,37.6456,20.9589,31.2716,"0.048091","TRUE","FALSE","FALSE",352.772
"05031","Arkansas","Craighead County","-90.6692","35.8358","477.028","-173.057","111231","11921","25558","38511","11210","25152","37242","36.3857","38.3422","1.95652",15.6522,44.0083,11.8733,42.3764,"0.100404","TRUE","FALSE","FALSE",711.43
"05033","Arkansas","Crawford County","-94.2859","35.4941","154.148","-223.3","60133","4959","18607","24091","4753","18615","23834","57.9139","59.3204","1.40649",11.2519,37.1191,7.24279,36.4056,"0.0804895","TRUE","FALSE","FALSE",328.669
"05035","Arkansas","Crittenden County","-90.2135","35.1767","522.249","-244.309","48163","8514","7333","16367","7362","7028","14681","-7.45251","-2.32106","5.13146",41.0517,44.4125,29.1674,33.4922,"0.0631625","TRUE","FALSE","FALSE",738.417
"05037","Arkansas","Cross County","-90.7774","35.2517","470.948","-238.88","16833","1772","4946","6942","1642","4753","6534","47.2462","48.6474","1.40118",11.2094,30.1332,5.85778,29.5584,"0.0421065","TRUE","FALSE","FALSE",89.6055
"05039","Arkansas","Dallas County","-92.5252","33.8649","319.097","-401.075","6482","963","1573","2649","798","1482","2324","24.0536","30","5.94637",47.571,31.8893,23.5379,21.515,"0.0251418","TRUE","FALSE","FALSE",135.577
"05041","Arkansas","Desha County","-91.4152","33.768","421.488","-407.561","11395","2016","1921","4164","1638","1805","3505","-2.413","4.85042","7.26343",58.1074,35.252,29.9304,18.6246,"0.0308956","TRUE","FALSE","FALSE",250.08
"05043","Arkansas","Drew County","-91.7841","33.6273","388.293","-424.834","17350","2426","4349","6908","2050","4203","6365","28.3838","34.4315","6.04771",48.3817,38.1812,28.5437,25.3586,"0.0416364","TRUE","FALSE","FALSE",378.163
"05045","Arkansas","Faulkner County","-92.4061","35.1057","324.788","-262.017","123498","18347","34421","54428","17752","35357","54465","30.4616","33.1488","2.68716",21.4973,52.9629,19.4086,49.2785,"0.121342","TRUE","FALSE","FALSE",1427.12
"05047","Arkansas","Franklin County","-93.891","35.4422","189.784","-228.398","17097","1300","5677","7129","1232","5582","6971","62.7347","63.8392","1.10445",8.8356,29.4954,4.53049,29.1454,"0.043464","TRUE","FALSE","FALSE",75.2572
"05049","Arkansas","Fulton County","-91.7668","36.3757","376.192","-117.596","12075","1035","3961","5119","906","4040","5043","58.5669","63.3643","4.79748",38.3798,34.9215,21.6818,27.3754,"0.0370302","TRUE","FALSE","FALSE",237.283
"05051","Arkansas","Garland County","-93.0807","34.5058","265.901","-331.184","100180","14045","29069","44199","13015","28359","42327","34.8471","37.0861","2.23894",17.9115,47.0429,14.4679,44.7628,"0.107101","TRUE","FALSE","FALSE",926.339
"05053","Arkansas","Grant County","-92.4126","34.3117","327.551","-350.788","17958","1268","6794","8200","1192","6755","8078","68.5438","70.0013","1.45747",11.6598,31.1784,6.30115,30.5351,"0.0469386","TRUE","FALSE","FALSE",115.825
"05055","Arkansas","Greene County","-90.5226","36.0715","488.618","-145.953","45736","3058","12670","16100","2935","12617","15820","61.1139","62.2557","1.14172",9.13376,33.2452,5.27733,32.8236,"0.0656632","TRUE","FALSE","FALSE",177.56
"05057","Arkansas","Hempstead County","-93.6208","33.6982","218.981","-422.793","20065","2138","4470","6848","1776","4193","6089","35.2906","40.4925","5.20199",41.6159,36.7094,24.38,27.4444,"0.0406799","TRUE","FALSE","FALSE",310.507
"05059","Arkansas","Hot Spring County","-92.8955","34.3536","283.321","-347.659","33040","3082","9202","12557","2818","9226","12283","49.8209","53.2049","3.38401",27.0721,38.7795,17.649,34.5306,"0.0577849","TRUE","FALSE","FALSE",407.57
"05061","Arkansas","Howard County","-93.9089","33.9815","191.768","-391.771","12785","1340","3367","4834","1158","3246","4473","43.0635","47.4114","4.34792",34.7834,33.6585,19.2013,27.6442,"0.0349424","TRUE","FALSE","FALSE",191.482
"05063","Arkansas","Independence County","-91.6073","35.7507","393.587","-186.862","37938","2806","11250","14512","2689","11023","14011","60.074","60.7789","0.70489",5.63912,30.4278,2.98991,30.2805,"0.0616565","TRUE","FALSE","FALSE",96.6545
"05065","Arkansas","Izard County","-91.9117","36.1215","364.547","-146.6","13577","1021","4631","5810","949","4854","5925","63.8712","67.2928","3.42158",27.3726,33.8627,15.5692,30.0712,"0.0401102","TRUE","FALSE","FALSE",198.554
"05067","Arkansas","Jackson County","-91.2465","35.6231","426.607","-199.582","16755","1365","3593","5091","1183","3509","4775","44.9375","49.5737","4.63627",37.0902,34.3933,20.7416,27.4351,"0.0360668","TRUE","FALSE","FALSE",217.534
"05069","Arkansas","Jefferson County","-92.0451","34.2348","361.442","-358.042","67260","14981","9521","25158","12802","8468","21608","-22.2839","-20.3761","1.90778",15.2622,38.7438,10.1988,37.3774,"0.0767914","TRUE","FALSE","FALSE",405.785
