"county_fips","state_name","county_name","lon","lat","x","y","pop","votes_dem_20","votes_gop_20","total_votes_20","votes_dem_24","votes_gop_24","total_votes_24","margin_20","margin_24","swing","angle_deg","len_km","dx","dy","lw","in_frame","capped_len","capped_angle","net_votes"
"13255","Georgia","Spalding County","-84.2716","33.2589","1082.89","-407.681","67306","11828","18104","30211","13679","19184","33038","20.9675","16.7514","-4.21616",-33.7293,52.516,-29.1605,43.676,"0.0954514","TRUE","FALSE","FALSE",1385.56
"13257","Georgia","Stephens County","-83.2897","34.5584","1153.66","-252.119","26784","2386","9367","11885","2404","10632","13099","59.3976","63.1175","3.71992",29.7594,40.2574,19.9821,34.9482,"0.0601175","TRUE","FALSE","FALSE",484.929
"13259","Georgia","Stewart County","-84.758","32.0686","1053.86","-544.954","5314","1182","801","1990","1177","847","2028","-19.2133","-16.3043","2.90897",23.2718,28.6875,11.3342,26.3535,"0.0236883","TRUE","FALSE","FALSE",58.8776
"13261","Georgia","Sumter County","-84.2224","32.0614","1103.92","-539.67","29616","6314","5733","12148","6136","5869","12049","-4.82278","-2.22407","2.5987",20.7896,36.7429,13.0414,34.3506,"0.0576912","TRUE","FALSE","FALSE",311.974
"13263","Georgia","Talbot County","-84.583","32.7007","1061.74","-473.031","5733","2114","1392","3522","1888","1483","3379","-20.5933","-12.0142","8.57903",68.6322,36.2132,33.7239,13.1944,"0.0305709","TRUE","FALSE","FALSE",289.199
"13265","Georgia","Taliaferro County","-82.8861","33.569","1205.28","-356.676","1559","561","360","928","507","375","884","-21.8241","-14.966","6.85812",54.865,28.7716,23.5293,16.5582,"0.0156373","TRUE","FALSE","FALSE",60.4886
"13267","Georgia","Tattnall County","-82.0585","32.0365","1305.8","-514.989","22842","2062","6054","8185","1967","6515","8512","49.1868","53.6194","4.43264",35.4611,38.1358,22.1245,31.062,"0.0484929","TRUE","FALSE","FALSE",375.977
"13269","Georgia","Taylor County","-84.2097","32.5591","1098.23","-484.47","7816","1388","2420","3842","1366","2600","3982","27.1008","31.1145","4.01363",32.109,32.6738,17.3672,27.676,"0.0331593","TRUE","FALSE","FALSE",159.181
"13271","Georgia","Telfair County","-82.895","32.0193","1228.23","-528.032","12477","1488","2825","4334","1274","2930","4214","30.9993","39.3911","8.39175",67.134,37.646,34.6876,14.6284,"0.0341397","TRUE","FALSE","FALSE",352.789
"13273","Georgia","Terrell County","-84.429","31.772","1088.56","-574.049","9185","2376","2004","4416","2253","2075","4341","-8.49315","-4.11275","4.3804",35.0432,33.603,19.2946,27.5114,"0.0346396","TRUE","FALSE","FALSE",189.584
"13275","Georgia","Thomas County","-83.948","30.8693","1146.28","-668.073","45798","8708","12969","21872","8347","13670","22080","19.6568","24.1768","4.51999",36.1599,47.9383,28.2856,38.7041,"0.0781282","TRUE","FALSE","FALSE",995.166
"13277","Georgia","Tift County","-83.5139","31.4551","1178.8","-598.139","41344","5318","10784","16279","5438","11496","16989","33.9461","35.7742","1.82809",14.6247,36.6879,9.26322,35.4992,"0.0685186","TRUE","FALSE","FALSE",309.569
"13279","Georgia","Toombs County","-82.3687","32.1855","1274.58","-502.767","27030","2938","7873","10914","2674","8208","10912","45.648","50.8546","5.20667",41.6534,41.6944,27.711,31.1532,"0.0549266","TRUE","FALSE","FALSE",566.59
"13281","Georgia","Towns County","-83.7829","34.94","1103.68","-215.655","12493","1550","6384","7979","1649","7155","8838","60.9277","62.5398","1.6121",12.8968,32.1067,7.16609,31.2968,"0.0494047","TRUE","FALSE","FALSE",141.929
"13283","Georgia","Treutlen County","-82.5892","32.3873","1250.93","-483.43","6406","952","2101","3077","864","2250","3121","37.6351","44.5087","6.87356",54.9885,34.2975,28.0909,19.6779,"0.0293824","TRUE","FALSE","FALSE",214.043
"13285","Georgia","Troup County","-85.0297","33.0381","1016.05","-440.528","69426","11577","18142","30047","11757","19392","31304","22.0902","24.5112","2.42097",19.3678,44.644,14.8053,42.1176,"0.0929289","TRUE","FALSE","FALSE",754.108
"13287","Georgia","Turner County","-83.6383","31.7028","1163.55","-572.33","9006","1409","2349","3791","1365","2457","3833","25.0133","28.5714","3.55812",28.465,31.9036,15.2059,28.0468,"0.0325517","TRUE","FALSE","FALSE",135.991
"13289","Georgia","Twiggs County","-83.4167","32.7023","1169.57","-459.167","8022","2044","2370","4444","1895","2549","4456","7.38559","14.7165","7.33088",58.647,37.0548,31.644,19.2799,"0.0351007","TRUE","FALSE","FALSE",325.784
"13291","Georgia","Union County","-84.0048","34.8775","1084.62","-225.153","24632","2800","12650","15558","3309","14477","17880","63.754","62.791","-0.963086",-7.70469,33.0539,-4.43144,32.7555,"0.0702211","TRUE","FALSE","FALSE",171.294
"13293","Georgia","Upson County","-84.3253","32.9072","1082.77","-447.254","27700","4203","8606","12905","4098","9528","13662","34.3743","39.8503","5.47602",43.8082,44.5271,30.8237,32.1335,"0.0614629","TRUE","FALSE","FALSE",746.162
"13295","Georgia","Walker County","-85.2931","34.8387","969.139","-243.378","67654","5770","23173","29354","6436","25462","32086","60.1285","59.6464","-0.482156",-3.85725,32.5004,-2.18633,32.4267,"0.0940395","TRUE","FALSE","FALSE",153.798
"13297","Georgia","Walton County","-83.7853","33.796","1119.85","-342.542","96673","12683","37839","51093","15605","42407","58376","49.7922","46.2008","-3.59138",-28.731,59.3069,-28.5088,52.0054,"0.12682","TRUE","FALSE","FALSE",2083.43
"13299","Georgia","Ware County","-82.3838","31.227","1288.41","-608.616","36251","4169","9903","14189","4068","10279","14392","40.7476","43.2913","2.5437",20.3496,37.9047,13.1813,35.539,"0.063068","TRUE","FALSE","FALSE",364.945
"13301","Georgia","Warren County","-82.6616","33.4067","1228.31","-371.751","5215","1468","1166","2650","1354","1232","2592","-11.4655","-4.71771","6.74774",53.9819,33.1521,26.8144,19.4948,"0.0267758","TRUE","FALSE","FALSE",174.497
"13303","Georgia","Washington County","-82.7756","32.9643","1224.73","-422.121","19988","4743","4668","9477","4643","4824","9493","-0.79694","1.9119","2.70884",21.6707,35.4133,13.0771,32.9104,"0.0512312","TRUE","FALSE","FALSE",256.446
"13305","Georgia","Wayne County","-81.9166","31.6106","1326","-559.945","30144","2688","9987","12779","2708","10811","13561","57.5858","59.9379","2.35207",18.8166,36.8793,11.895,34.9083,"0.0612211","TRUE","FALSE","FALSE",317.976
"13307","Georgia","Webster County","-84.5618","32.0524","1072.38","-544.547","2348","640","748","1391","544","790","1336","7.78098","18.4408","10.6598",85.2784,32.116,32.007,2.6436,"0.0192312","TRUE","FALSE","FALSE",142.202
"13309","Georgia","Wheeler County","-82.7562","32.1475","1239.17","-512.08","7471","689","1583","2285","622","1648","2276","39.3486","45.1982","5.84965",46.7972,31.7922,23.1744,21.7644,"0.0250866","TRUE","FALSE","FALSE",132.787
"13311","Georgia","White County","-83.7437","34.5996","1112.09","-252.959","28003","2411","12222","14816","2609","14136","16825","67.0471","68.8385","1.79137",14.331,36.4661,9.02619,35.3314,"0.0681352","TRUE","FALSE","FALSE",299.965
"13313","Georgia","Whitfield County","-84.9663","34.7936","999.171","-245.002","102864","10680","25644","36766","10953","28655","39828","41.1959","44.693","3.49709",27.9767,52.5113,24.6337,46.3748,"0.10479","TRUE","FALSE","FALSE",1385.13
"13315","Georgia","Wilcox County","-83.4092","31.9755","1180.97","-539.383","8766","861","2402","3279","847","2493","3347","47.2265","49.2814","2.05496",16.4397,29.1806,8.25828,27.9876,"0.03043","TRUE","FALSE","FALSE",68.6357
"13317","Georgia","Wilkes County","-82.7527","33.7572","1214.53","-334.15","9565","2160","2823","5030","2112","2971","5098","13.3052","16.8995","3.59423",28.7538,33.3994,16.0667,29.2811,"0.0375395","TRUE","FALSE","FALSE",182.695
"13319","Georgia","Wilkinson County","-83.2392","32.844","1183.85","-441.302","8877","2074","2665","4770","2012","2888","4908","12.471","17.8776","5.40657",43.2526,35.625,24.4108,25.9471,"0.0368576","TRUE","FALSE","FALSE",264.922
"13321","Georgia","Worth County","-83.8592","31.5453","1145.1","-592.397","20784","2395","6830","9285","2300","6991","9309","48.0759","50.4897","2.41384",19.3107,34.5761,11.434,32.6308,"0.0507528","TRUE","FALSE","FALSE",224.27
"15001","Hawaii","Hawaii County","-155.428","19.6727","-6022.42","-19.1263","200629","58731","26897","87814","52163","28748","82823","-37.1771","-28.9392","8.23789",65.9031,88.3343,80.6365,36.0652,"0.149773","FALSE","FALSE","FALSE",6665.36
"15003","Hawaii","Honolulu County","-157.917","21.3715","-6127.95","286.821","1016508","238869","136259","382114","204301","130489","340921","-27.3533","-22.0473","5.30608",42.4486,129.976,87.7249,95.9074,"0.30466","FALSE","FALSE","FALSE",17764.2
"15007","Hawaii","Kauai County","-159.439","22.0198","-6212.42","441.025","73298","21225","11582","33497","17675","11803","30064","-29.3931","-19.9199","9.47318",75.7854,65.1125,63.119,15.9886,"0.0904019","FALSE","FALSE","FALSE",2792.5
"15009","Hawaii","Maui County","-156.492","20.8629","-6039.37","151.699","164754","47305","22126","71044","38905","22621","62893","-36.2648","-26.4669","9.79792",78.3834,85.109,83.3657,17.1377,"0.130604","FALSE","FALSE","FALSE",6028.27
"16001","Idaho","Ada County","-116.313","43.6121","-1620.18","858.077","494967","120539","130699","259389","116116","143759","267340","4.04397","10.637","6.59306",52.7445,128.052,101.922,77.5188,"0.268418","TRUE","FALSE","FALSE",17133.7
"16003","Idaho","Adams County","-116.383","44.8439","-1596.46","993.427","4379","591","1941","2586","577","2037","2679","53.3175","55.8531","2.53556",20.2845,29.0649,10.0763,27.2624,"0.0269204","TRUE","FALSE","FALSE",66.2795
"16005","Idaho","Bannock County","-112.425","42.8711","-1327.76","716.546","87018","14682","23331","39553","14306","24329","39971","22.7527","25.9428","3.19006",25.5205,50.8094,21.8904,45.852,"0.103495","TRUE","FALSE","FALSE",1232.48
"16007","Idaho","Bear Lake County","-111.341","42.3075","-1251.06","639.715","6372","350","2914","3315","346","2908","3325","78.5539","78.7339","0.179944",1.43955,24.4513,0.614272,24.4436,"0.0300357","TRUE","FALSE","FALSE",5.85538
"16009","Idaho","Benewah County","-116.645","47.2731","-1558.52","1261.06","9530","977","3878","4973","935","4094","5144","59.7528","62.8157","3.06284",24.5027,32.5079,13.4822,29.5803,"0.0373396","TRUE","FALSE","FALSE",154.03
"16011","Idaho","Bingham County","-112.346","43.2231","-1314.73","754.185","47992","4124","15295","20094","3878","16188","20643","57.5261","61.3476","3.82142",30.5714,44.8297,22.8009,38.5982,"0.0745863","TRUE","FALSE","FALSE",766.806
"16013","Idaho","Blaine County","-114.299","43.5481","-1463","818.41","24272","8919","4031","13288","8424","4281","13087","-37.7452","-32.6092","5.13596",41.0877,43.0986,28.325,32.4836,"0.0593494","TRUE","FALSE","FALSE",652.524
"16015","Idaho","Boise County","-115.985","43.9065","-1587.57","884.656","7610","1204","3485","4820","1065","3727","4910","48.6458","55.5509","6.90515",55.2412,37.1685,30.5361,21.1906,"0.0364491","TRUE","FALSE","FALSE",330.895
"16017","Idaho","Bonner County","-116.63","48.2365","-1534.54","1364.66","47110","8310","18369","27352","7650","21352","29698","37.7038","47.245","9.54121",76.3297,64.9186,63.0795,15.3425,"0.0896691","TRUE","FALSE","FALSE",2767.14
"16019","Idaho","Bonneville County","-111.994","43.4948","-1281.62","779.277","123964","14254","37805","53995","14458","40053","56419","45.2391","46.9538","1.71477",13.7182,47.1539,11.1824,45.8088,"0.122934","TRUE","FALSE","FALSE",934.738
"16021","Idaho","Boundary County","-116.303","48.7106","-1499.49","1410.42","12056","1220","4937","6313","1145","5794","7110","60.3703","66.9981","6.62782",53.0226,39.7931,31.7896,23.9356,"0.0438609","TRUE","FALSE","FALSE",459.904
"16023","Idaho","Butte County","-113.302","43.6973","-1381.2","819.852","2574","188","1202","1415","185","1268","1494","72.9496","74.5354","1.5858",12.6864,26.3708,5.79141,25.727,"0.0200707","TRUE","FALSE","FALSE",23.0417
"16025","Idaho","Camas County","-114.754","43.3529","-1503.22","804.139","1077","149","507","754","153","547","728","54.5732","56.2857","1.71254",13.7003,25.292,5.99024,24.5724,"0.0139309","TRUE","FALSE","FALSE",11.9878
"16027","Idaho","Canyon County","-116.625","43.6125","-1644.66","863.477","231105","25881","61759","90438","25669","72755","101001","40.9379","47.84","6.90203",55.2162,88.9629,73.0662,50.7516,"0.165188","TRUE","FALSE","FALSE",6793.25
"16029","Idaho","Caribou County","-111.652","42.6462","-1269.98","681.199","7027","431","2906","3416","445","2906","3456","74.1684","73.4408","-0.727651",-5.82121,26.4819,-2.68591,26.3453,"0.0304801","TRUE","FALSE","FALSE",24.3836
"16031","Idaho","Cassia County","-113.748","42.4874","-1441.45","693.617","24655","1464","7907","9629","1359","7959","9557","68.7547","70.8307","2.07598",16.6078,33.7154,9.63651,32.3089,"0.0508265","TRUE","FALSE","FALSE",193.44
"16033","Idaho","Clark County","-112.262","44.1947","-1289.56","859.85","790","41","264","311","50","280","333","73.1148","69.697","-3.41778",-27.3422,25.2081,-11.5782,22.3918,"0.00956501","TRUE","FALSE","FALSE",11.2787
"16035","Idaho","Clearwater County","-116.191","46.4891","-1543.08","1168.86","8734","877","3453","4419","774","3550","4418","59.4919","64.1998","4.7079",37.6632,34.0053,20.7779,26.9191,"0.0346235","TRUE","FALSE","FALSE",203.57
"16037","Idaho","Custer County","-114.096","44.2803","-1431.53","895.494","4275","603","2089","2739","586","1998","2650","55.2006","54.644","-0.556632",-4.45306,25.5582,-1.9844,25.4811,"0.0267655","TRUE","FALSE","FALSE",14.3834
"16039","Idaho","Elmore County","-115.685","43.1177","-1582.17","793.511","28666","2601","7246","10205","2611","7791","10672","47.1717","49.7981","2.62639",21.0111,35.8284,12.8462,33.4462,"0.0537016","TRUE","FALSE","FALSE",273.197
"16041","Idaho","Franklin County","-111.872","42.0982","-1297.83","623.742","14194","657","5845","6664","703","6279","7184","79.7908","79.8625","0.07167",0.57336,24.3038,0.243205,24.3026,"0.0439965","TRUE","FALSE","FALSE",5.004
"16043","Idaho","Fremont County","-111.617","44.0129","-1242.19","831.264","13388","998","5548","6719","954","5645","6803","69.5081","71.0865","1.57843",12.6274,30.7298,6.71787,29.9866,"0.0427728","TRUE","FALSE","FALSE",104.161
"16045","Idaho","Gem County","-116.508","43.8831","-1628.99","890.941","19123","1803","7951","9958","1699","8707","10620","63.0306","67.3458","4.31521",34.5217,39.5877,22.4351,32.6168,"0.0537119","TRUE","FALSE","FALSE",449.041
"16047","Idaho","Gooding County","-114.75","42.8535","-1513.83","749.376","15598","1256","4659","6050","1100","4676","5918","57.5317","61.9114","4.37966",35.0373,35.3255,20.2807,28.9238,"0.0400168","TRUE","FALSE","FALSE",252.969
"16049","Idaho","Idaho County","-116.106","45.972","-1548.7","1111.41","16541","1561","7826","9602","1460","8148","9858","66.7412","69.6087","2.86742",22.9394,35.8845,13.9862,33.0467,"0.0516113","TRUE","FALSE","FALSE",275.502
"16051","Idaho","Jefferson County","-111.959","43.6871","-1275.22","799.955","30891","1661","12099","14173","1891","13481","15819","75.8576","75.3968","-0.460733",-3.68586,29.2863,-1.8827,29.2257,"0.0652821","TRUE","FALSE","FALSE",70.8239
"16053","Idaho","Jerome County","-114.465","42.6995","-1494.4","727.98","24237","1893","5734","7812","1742","6012","7945","50.3606","55.0684","4.70779",37.6623,37.9068,23.1613,30.008,"0.0463651","TRUE","FALSE","FALSE",365.042
"16055","Idaho","Kootenai County","-116.837","47.7386","-1561.65","1314.43","171362","24312","62837","89878","22113","72059","96340","44.2059","53.037","8.8311",70.6488,96.0374,90.6118,31.8227,"0.161581","TRUE","FALSE","FALSE",8316.42
"16057","Idaho","Latah County","-116.935","46.7426","-1592.9","1208.57","39517","10236","9472","20570","9039","10669","20440","-3.8766","8.27075","12.1474",90,61.9551,61.9551,0.00000000000000379366,"0.073918","TRUE","FALSE","TRUE",2394.01
"16059","Idaho","Lemhi County","-113.861","45.1304","-1395.45","984.969","7974","1032","3592","4738","1038","3716","4873","55.3633","56.3315","0.968189",7.74551,27.9708,3.76972,27.7156,"0.0363043","TRUE","FALSE","FALSE",46.0277
"16061","Idaho","Lewis County","-116.264","46.2376","-1554.49","1142.8","3533","349","1489","1870","305","1503","1843","62.0239","66.2611","4.23712",33.897,29.5579,16.4845,24.5343,"0.0223886","TRUE","FALSE","FALSE",76.6071
"16063","Idaho","Lincoln County","-114.333","42.9717","-1478.05","755.768","5127","414","1469","1940","392","1466","1917","56.0276","57.8041","1.77647",14.2118,27.1328,6.66127,26.3024,"0.0226961","TRUE","FALSE","FALSE",33.0068
"16065","Idaho","Madison County","-111.794","43.8192","-1259.71","812.285","52913","2666","13559","17112","2767","13925","17358","67.1371","66.8464","-0.290741",-2.32593,28.1176,-1.14112,28.0944,"0.0680272","TRUE","FALSE","FALSE",48.5305
"16067","Idaho","Minidoka County","-113.713","42.6112","-1436.07","706.686","21613","1550","6265","7993","1373","6401","7947","60.3327","64.6771","4.34444",34.7555,37.3194,21.2749,30.6613,"0.0464249","TRUE","FALSE","FALSE",337.737
"16069","Idaho","Nez Perce County","-116.952","46.3939","-1602.64","1171.16","42090","6686","13738","20967","5928","13707","20132","34.528","39.618","5.09002",40.7202,47.9927,31.3087,36.3739,"0.0737809","TRUE","FALSE","FALSE",999.425
"16071","Idaho","Oneida County","-112.295","42.1822","-1330.53","638.863","4564","249","2148","2451","253","2119","2457","79.224","78.6678","-0.556239",-4.44991,25.4291,-1.97298,25.3524,"0.025644","TRUE","FALSE","FALSE",13.194
"16073","Idaho","Owyhee County","-116.705","43.3934","-1656.19","840.98","11913","816","3819","4742","756","4101","4950","64.7896","68.8697","4.08003",32.6402,33.8516,18.2583,28.5055,"0.0366955","TRUE","FALSE","FALSE",198.167
"16075","Idaho","Payette County","-116.893","44.0196","-1655.81","912.468","25386","2161","8862","11293","2064","9458","11760","60.7911","64.1729","3.38181",27.0545,38.4176,17.4738,34.2138,"0.0565188","TRUE","FALSE","FALSE",389.652
"16077","Idaho","Power County","-112.827","42.7746","-1361.84","711.616","7878","865","2116","3086","785","2146","3019","41.9658","46.4347","4.46888",35.751,31.7288,18.538,25.75,"0.028506","TRUE","FALSE","FALSE",130.983
"16079","Idaho","Shoshone County","-116.092","47.5149","-1511.8","1278.25","13169","1693","4216","6049","1472","4500","6130","42.6976","50.7033","8.0057",64.0456,40.1319,36.0843,17.564,"0.0406901","TRUE","FALSE","FALSE",478.1
"16081","Idaho","Teton County","-111.122","43.6924","-1208.83","789.603","11630","3318","2858","6347","3463","3005","6698","-7.44819","-7.08101","0.367172",2.93738,26.4297,1.35438,26.395,"0.0423461","TRUE","FALSE","FALSE",23.7487
"16083","Idaho","Twin Falls County","-114.5","42.5603","-1500.18","713.256","90046","9391","25897","36680","9064","27304","37373","46.7751","50.154","3.37887",27.031,50.7674,23.0723,45.2216,"0.100413","TRUE","FALSE","FALSE",1228.83
"16085","Idaho","Valley County","-116.075","44.7662","-1574.47","979.831","11746","2976","3947","7063","2869","4214","7240","14.0257","18.9891","4.96342",39.7074,37.6196,24.0339,28.9414,"0.0443136","TRUE","FALSE","FALSE",351.559
"16087","Idaho","Washington County","-116.921","44.2983","-1651.18","943.271","10500","1073","4154","5344","1010","4429","5553","58.9439","62.8608","3.91688",31.335,34.2698,17.8217,29.2713,"0.0388319","TRUE","FALSE","FALSE",213.039
"17001","Illinois","Adams County","-91.3274","39.9439","395.558","283.627","65737","8633","24220","33527","8111","23161","31744","47.4447","48.1261","0.681441",5.45153,34.2715,3.25592,34.1165,"0.0931122","TRUE","FALSE","FALSE",213.1
"17003","Illinois","Alexander County","-89.2949","37.1529","589.429","-18.09","5240","1114","1486","2625","904","1341","2271","14.3077","19.4655","5.15779",41.2623,31.1772,20.5616,23.4358,"0.0249481","TRUE","FALSE","FALSE",115.792
"17005","Illinois","Bond County","-89.432","38.8848","563.987","174.705","16725","2288","5625","8144","2117","5692","7981","42.1711","45.7805","3.6094",28.8752,36.038,17.4029,31.5576,"0.0465293","TRUE","FALSE","FALSE",281.858
"17007","Illinois","Boone County","-88.8521","42.2943","585","559.052","53448","10542","13883","24979","10159","13673","24216","13.6786","14.7449","1.06627",8.53016,35.3545,5.24413,34.9634,"0.0812847","TRUE","FALSE","FALSE",254.113
"17009","Illinois","Brown County","-90.7475","39.966","444.464","288.67","6244","486","1931","2525","467","1938","2455","59.7849","61.1642","1.37938",11.035,27.1445,5.19571,26.6426,"0.0258218","TRUE","FALSE","FALSE",33.1741
"17011","Illinois","Bureau County","-89.4205","41.3824","545.615","453.912","33244","6669","10411","17434","5900","9784","15992","21.9087","24.7641","2.85543",22.8434,39.5649,15.3597,36.4618,"0.0659412","TRUE","FALSE","FALSE",447.846
"17013","Illinois","Calhoun County","-90.6382","39.123","459.03","194.862","4437","677","2046","2773","560","2059","2680","50.2754","57.2356","6.96015",55.6812,33.3872,27.575,18.8236,"0.0269461","TRUE","FALSE","FALSE",182.286
"17015","Illinois","Carroll County","-89.9692","42.0673","495.324","527.371","15702","2748","5105","8024","2600","5082","7836","30.014","32.3093","2.29529",18.3623,33.2077,10.4613,31.5169,"0.0461494","TRUE","FALSE","FALSE",176.324
"17017","Illinois","Cass County","-90.3209","39.9804","480.422","292.355","13042","1615","3625","5326","1438","3712","5241","38.3588","44.1553","5.79656",46.3725,36.4325,26.3713,25.1372,"0.0377861","TRUE","FALSE","FALSE",298.523
"17019","Illinois","Champaign County","-88.2365","40.1269","655.081","321.177","205865","57067","35285","95568","54314","32965","88627","-23.5858","-24.4606","-0.874792",-6.99834,44.7817,-5.45622,44.448,"0.155555","TRUE","FALSE","FALSE",763.51
"17021","Illinois","Christian County","-89.2541","39.5254","574.15","247.392","34032","4335","11563","16204","4026","11278","15534","45.4648","47.3863","1.92147",15.3718,36.328,9.62986,35.0284,"0.0651375","TRUE","FALSE","FALSE",294.062
"17023","Illinois","Clark County","-87.7962","39.3515","699.631","237.737","15455","1993","6226","8355","1927","6130","8203","51.5026","52.1658","0.663203",5.30562,28.3945,2.6256,28.2729,"0.0472624","TRUE","FALSE","FALSE",53.4343
"17025","Illinois","Clay County","-88.4918","38.7157","646.062","161.796","13288","1129","5629","6899","1054","5610","6766","66.5877","68.3673","1.7796",14.2368,31.2815,7.69306,30.3208,"0.0429829","TRUE","FALSE","FALSE",118.593
"17027","Illinois","Clinton County","-89.4857","38.5887","561.655","141.282","36899","4493","14304","19214","4447","14407","19215","52.1945","52.827","0.632487",5.0599,31.3058,2.76108,31.1838,"0.0722987","TRUE","FALSE","FALSE",119.249
"17029","Illinois","Coles County","-88.2646","39.488","658.53","249.633","46863","8067","14037","22606","7495","13606","21469","27.0087","28.9607","1.95203",15.6162,38.8657,10.4624,37.431,"0.0764857","TRUE","FALSE","FALSE",411.898
"17031","Illinois","Cook County","-87.758","41.8695","678.453","518.967","5275541","1725973","558269","2321399","1447821","583852","2056800","-51.12","-42.525","8.59497",68.7598,150,139.81,54.3419,"0.750508","TRUE","TRUE","FALSE",174622
"17033","Illinois","Crawford County","-87.75","39.0048","706.93","199.366","18679","2202","7043","9441","2048","6727","8927","52.3634","53.3219","0.958498",7.66798,29.8954,3.98901,29.628,"0.0493233","TRUE","FALSE","FALSE",84.1082
"17035","Illinois","Cumberland County","-88.2807","39.275","659.102","225.732","10450","1142","4601","5850","1059","4627","5768","60.2298","62.7506","2.52077",20.1662,32.1541,11.0849,30.1829,"0.0397038","TRUE","FALSE","FALSE",143.331
"17037","Illinois","DeKalb County","-88.7268","41.9276","598.374","518.932","100420","24643","21905","47989","23648","22716","47186","-5.8821","-2.01018","3.87192",30.9754,56.666,29.1642,48.5848,"0.113375","TRUE","FALSE","FALSE",1795.18
"17039","Illinois","De Witt County","-88.9114","40.1709","597.877","321.645","15516","2191","5632","8024","2058","5529","7736","43.9857","45.7493","1.76362",14.109,31.8278,7.75855,30.8676,"0.0458631","TRUE","FALSE","FALSE",133.806
"17041","Illinois","Douglas County","-88.2804","39.767","654.656","280.684","19740","2335","6227","8760","2198","6076","8404","45.4567","46.8697","1.41304",11.3043,31.2192,6.11958,30.6135,"0.0478946","TRUE","FALSE","FALSE",116.915
"17043","Illinois","DuPage County","-88.0713","41.8489","652.919","514.478","932877","281222","193611","485064","251164","191243","449660","-18.4509","-13.5443","4.90659",39.2527,141.307,89.4107,109.423,"0.350219","TRUE","FALSE","FALSE",21707.1
"17045","Illinois","Edgar County","-87.7138","39.6364","703.863","270.153","16866","1887","6193","8196","1816","5955","7906","53.2921","53.2621","-0.0299508",-0.239606,23.7302,-0.0992376,23.73,"0.0464159","TRUE","FALSE","FALSE",2.32748
"17047","Illinois","Edwards County","-88.0412","38.4016","687.69","129.865","6245","488","2833","3368","457","2794","3288","70.6113","71.8856","1.27431",10.1945,27.6902,4.90089,27.2531,"0.0300218","TRUE","FALSE","FALSE",41.4278
"17049","Illinois","Effingham County","-88.5733","39.0959","635.738","203.721","34668","3716","15006","19083","3617","15124","19062","60.3034","61.4001","1.09675",8.774,34.0609,5.19556,33.6623,"0.0720817","TRUE","FALSE","FALSE",205.542
"17051","Illinois","Fayette County","-89.034","38.9959","597.198","189.56","21488","1826","8055","10076","1632","7847","9601","63.0402","65.566","2.52581",20.2065,34.9773,12.0813,32.8246,"0.0512637","TRUE","FALSE","FALSE",239.422
"17053","Illinois","Ford County","-88.2194","40.5217","652.897","365.375","13534","1754","5048","6967","1643","4778","6547","48.4269","48.8242","0.397237",3.1779,26.5725,1.47308,26.5317,"0.042192","TRUE","FALSE","FALSE",25.5066
"17055","Illinois","Franklin County","-88.9537","37.964","612.635","74.7246","37804","4760","13622","18669","4257","13200","17685","48.2102","51.2287","3.01853",24.1482,41.0107,16.7774,37.4219,"0.0695686","TRUE","FALSE","FALSE",526.945
"17057","Illinois","Fulton County","-90.1166","40.5248","493.915","354.28","33609","6503","9867","16724","5980","9827","16137","20.5498","24.3373","3.78753",30.3002,42.2307,21.3067,36.4617,"0.0661993","TRUE","FALSE","FALSE",598.695
"17059","Illinois","Gallatin County","-88.2392","37.7729","676.371","58.2184","4946","622","2019","2675","561","1923","2529","52.8966","54.8309","1.93429",15.4743,28.0895,7.49447,27.0713,"0.0262425","TRUE","FALSE","FALSE",48.0478
"17061","Illinois","Greene County","-90.3712","39.3689","480.232","223.698","11985","1349","4770","6227","1220","4719","6054","55.9078","58.9156","3.00781",24.0625,33.2776,13.5684,30.3858,"0.0405775","TRUE","FALSE","FALSE",178.634
"17063","Illinois","Grundy County","-88.3446","41.35","634.951","456.977","52533","9626","16523","26753","9143","16997","26539","26.3758","30.0459","3.67014",29.3611,47.4767,23.2784,41.3781,"0.0851298","TRUE","FALSE","FALSE",959.375
"17065","Illinois","Hamilton County","-88.559","38.0916","645.765","91.6013","7993","824","3432","4323","739","3385","4181","61.2782","64.161","2.88281",23.0625,31.2924,12.2583,28.7915,"0.0338133","TRUE","FALSE","FALSE",118.887
"17067","Illinois","Hancock County","-91.2024","40.425","403.414","337.993","17620","2315","6906","9383","2183","6708","9058","49.7885","50.8942","1.10564",8.84512,30.4951,4.68904,30.1324,"0.0496483","TRUE","FALSE","FALSE",98.3025
"17069","Illinois","Hardin County","-88.296","37.4783","674.109","24.9038","3649","449","1691","2162","357","1546","1925","58.0374","62.4803","4.44291",35.5433,29.9147,17.3899,24.3409,"0.0229693","TRUE","FALSE","FALSE",84.5486
"17071","Illinois","Henderson County","-90.9447","40.8248","422.676","383.827","6387","1187","2394","3656","1026","2369","3462","33.7057","39.5582","5.8525",46.82,33.8666,24.6958,23.1747,"0.0306795","TRUE","FALSE","FALSE",198.692
"17073","Illinois","Henry County","-90.1358","41.3509","486.599","446.507","49284","9797","15300","25700","9226","15359","25062","21.9269","24.9461","3.01918",24.1534,44.4695,18.1961,40.5763,"0.0825589","TRUE","FALSE","FALSE",742.265
