"from_state","to_state","est","moe","lo","hi","sig","flag"
"Oklahoma","Pennsylvania",1170,1009,161,2179,TRUE,""
"Oregon","Pennsylvania",801,726,75,1527,TRUE,""
"Rhode Island","Pennsylvania",850,557,293,1407,TRUE,""
"South Carolina","Pennsylvania",3670,1176,2494,4846,TRUE,""
"South Dakota","Pennsylvania",283,280,3,563,TRUE,""
"Tennessee","Pennsylvania",2440,1534,906,3974,TRUE,""
"Texas","Pennsylvania",7249,1783,5466,9032,TRUE,""
"Utah","Pennsylvania",1920,1105,815,3025,TRUE,""
"Vermont","Pennsylvania",744,570,174,1314,TRUE,""
"Virginia","Pennsylvania",8597,2499,6098,11096,TRUE,""
"Washington","Pennsylvania",2804,1178,1626,3982,TRUE,""
"West Virginia","Pennsylvania",3296,1111,2185,4407,TRUE,""
"Wisconsin","Pennsylvania",2151,1274,877,3425,TRUE,""
"Wyoming","Pennsylvania",,,,,FALSE,"N"
"Puerto Rico","Pennsylvania",3188,1766,1422,4954,TRUE,""
"Alabama","Rhode Island",0,244,0,244,FALSE,""
"Alaska","Rhode Island",0,244,0,244,FALSE,""
"Arizona","Rhode Island",,,,,FALSE,"N"
"Arkansas","Rhode Island",,,,,FALSE,"N"
"California","Rhode Island",1959,1072,887,3031,TRUE,""
"Colorado","Rhode Island",134,148,0,282,FALSE,""
"Connecticut","Rhode Island",2786,768,2018,3554,TRUE,""
"Delaware","Rhode Island",,,,,FALSE,"N"
"District of Columbia","Rhode Island",303,283,20,586,TRUE,""
"Florida","Rhode Island",2738,1851,887,4589,TRUE,""
"Georgia","Rhode Island",768,520,248,1288,TRUE,""
"Hawaii","Rhode Island",129,160,0,289,FALSE,""
"Idaho","Rhode Island",,,,,FALSE,"N"
"Illinois","Rhode Island",525,573,0,1098,FALSE,""
"Indiana","Rhode Island",286,372,0,658,FALSE,""
"Iowa","Rhode Island",0,244,0,244,FALSE,""
"Kansas","Rhode Island",1023,1248,0,2271,FALSE,""
"Kentucky","Rhode Island",,,,,FALSE,"N"
"Louisiana","Rhode Island",,,,,FALSE,"N"
"Maine","Rhode Island",90,108,0,198,FALSE,""
"Maryland","Rhode Island",476,505,0,981,FALSE,""
"Massachusetts","Rhode Island",11568,2985,8583,14553,TRUE,""
"Michigan","Rhode Island",248,262,0,510,FALSE,""
"Minnesota","Rhode Island",81,123,0,204,FALSE,""
"Mississippi","Rhode Island",0,244,0,244,FALSE,""
"Missouri","Rhode Island",,,,,FALSE,"N"
"Montana","Rhode Island",0,244,0,244,FALSE,""
"Nebraska","Rhode Island",0,244,0,244,FALSE,""
"Nevada","Rhode Island",0,244,0,244,FALSE,""
"New Hampshire","Rhode Island",741,503,238,1244,TRUE,""
"New Jersey","Rhode Island",1193,519,674,1712,TRUE,""
"New Mexico","Rhode Island",,,,,FALSE,"N"
"New York","Rhode Island",3967,1731,2236,5698,TRUE,""
"North Carolina","Rhode Island",1957,1553,404,3510,TRUE,""
"North Dakota","Rhode Island",0,244,0,244,FALSE,""
"Ohio","Rhode Island",,,,,FALSE,"N"
"Oklahoma","Rhode Island",,,,,FALSE,"N"
"Oregon","Rhode Island",1007,1098,0,2105,FALSE,""
"Pennsylvania","Rhode Island",518,349,169,867,TRUE,""
"South Carolina","Rhode Island",108,112,0,220,FALSE,""
"South Dakota","Rhode Island",0,244,0,244,FALSE,""
"Tennessee","Rhode Island",157,221,0,378,FALSE,""
"Texas","Rhode Island",960,581,379,1541,TRUE,""
"Utah","Rhode Island",,,,,FALSE,"N"
"Vermont","Rhode Island",,,,,FALSE,"N"
"Virginia","Rhode Island",565,389,176,954,TRUE,""
"Washington","Rhode Island",876,668,208,1544,TRUE,""
"West Virginia","Rhode Island",0,244,0,244,FALSE,""
"Wisconsin","Rhode Island",,,,,FALSE,"N"
"Wyoming","Rhode Island",0,244,0,244,FALSE,""
"Puerto Rico","Rhode Island",1859,1563,296,3422,TRUE,""
"Alabama","South Carolina",2317,1297,1020,3614,TRUE,""
"Alaska","South Carolina",141,200,0,341,FALSE,""
"Arizona","South Carolina",1989,1345,644,3334,TRUE,""
"Arkansas","South Carolina",464,415,49,879,TRUE,""
"California","South Carolina",8709,2524,6185,11233,TRUE,""
"Colorado","South Carolina",3280,1584,1696,4864,TRUE,""
"Connecticut","South Carolina",2211,1126,1085,3337,TRUE,""
"Delaware","South Carolina",1241,901,340,2142,TRUE,""
"District of Columbia","South Carolina",,,,,FALSE,"N"
"Florida","South Carolina",17992,3862,14130,21854,TRUE,""
"Georgia","South Carolina",16024,3513,12511,19537,TRUE,""
"Hawaii","South Carolina",1022,955,67,1977,TRUE,""
"Idaho","South Carolina",526,531,0,1057,FALSE,""
"Illinois","South Carolina",6558,2059,4499,8617,TRUE,""
"Indiana","South Carolina",1291,735,556,2026,TRUE,""
"Iowa","South Carolina",1310,829,481,2139,TRUE,""
"Kansas","South Carolina",886,697,189,1583,TRUE,""
"Kentucky","South Carolina",1837,945,892,2782,TRUE,""
"Louisiana","South Carolina",1737,1182,555,2919,TRUE,""
"Maine","South Carolina",0,229,0,229,FALSE,""
"Maryland","South Carolina",3916,1320,2596,5236,TRUE,""
"Massachusetts","South Carolina",3153,1199,1954,4352,TRUE,""
"Michigan","South Carolina",2291,1289,1002,3580,TRUE,""
"Minnesota","South Carolina",1255,722,533,1977,TRUE,""
"Mississippi","South Carolina",446,417,29,863,TRUE,""
"Missouri","South Carolina",1328,827,501,2155,TRUE,""
"Montana","South Carolina",0,229,0,229,FALSE,""
"Nebraska","South Carolina",1219,1288,0,2507,FALSE,""
"Nevada","South Carolina",967,704,263,1671,TRUE,""
"New Hampshire","South Carolina",1478,1175,303,2653,TRUE,""
"New Jersey","South Carolina",4259,1887,2372,6146,TRUE,""
"New Mexico","South Carolina",372,405,0,777,FALSE,""
"New York","South Carolina",18324,5214,13110,23538,TRUE,""
"North Carolina","South Carolina",33151,5633,27518,38784,TRUE,""
"North Dakota","South Carolina",686,930,0,1616,FALSE,""
"Ohio","South Carolina",4520,1621,2899,6141,TRUE,""
"Oklahoma","South Carolina",1335,1689,0,3024,FALSE,""
"Oregon","South Carolina",507,387,120,894,TRUE,""
"Pennsylvania","South Carolina",7391,1838,5553,9229,TRUE,""
"Rhode Island","South Carolina",170,176,0,346,FALSE,""
"South Dakota","South Carolina",1653,1655,0,3308,FALSE,""
"Tennessee","South Carolina",3385,1543,1842,4928,TRUE,""
"Texas","South Carolina",8157,2881,5276,11038,TRUE,""
"Utah","South Carolina",2959,765,2194,3724,TRUE,""
"Vermont","South Carolina",177,205,0,382,FALSE,""
"Virginia","South Carolina",8638,2406,6232,11044,TRUE,""
"Washington","South Carolina",4330,2436,1894,6766,TRUE,""
"West Virginia","South Carolina",1889,1097,792,2986,TRUE,""
"Wisconsin","South Carolina",1092,743,349,1835,TRUE,""
"Wyoming","South Carolina",699,639,60,1338,TRUE,""
"Puerto Rico","South Carolina",303,253,50,556,TRUE,""
"Alabama","South Dakota",612,839,0,1451,FALSE,""
"Alaska","South Dakota",,,,,FALSE,"N"
"Arizona","South Dakota",329,296,33,625,TRUE,""
"Arkansas","South Dakota",81,124,0,205,FALSE,""
"California","South Dakota",1983,862,1121,2845,TRUE,""
"Colorado","South Dakota",505,428,77,933,TRUE,""
"Connecticut","South Dakota",,,,,FALSE,"N"
"Delaware","South Dakota",753,854,0,1607,FALSE,""
"District of Columbia","South Dakota",0,179,0,179,FALSE,""
"Florida","South Dakota",652,677,0,1329,FALSE,""
"Georgia","South Dakota",,,,,FALSE,"N"
"Hawaii","South Dakota",134,164,0,298,FALSE,""
"Idaho","South Dakota",325,318,7,643,TRUE,""
"Illinois","South Dakota",349,290,59,639,TRUE,""
"Indiana","South Dakota",71,124,0,195,FALSE,""
"Iowa","South Dakota",2375,1201,1174,3576,TRUE,""
"Kansas","South Dakota",321,254,67,575,TRUE,""
"Kentucky","South Dakota",,,,,FALSE,"N"
"Louisiana","South Dakota",0,179,0,179,FALSE,""
"Maine","South Dakota",,,,,FALSE,"N"
"Maryland","South Dakota",92,82,10,174,TRUE,""
"Massachusetts","South Dakota",145,31,114,176,TRUE,""
"Michigan","South Dakota",140,182,0,322,FALSE,""
"Minnesota","South Dakota",3987,1253,2734,5240,TRUE,""
"Mississippi","South Dakota",,,,,FALSE,"N"
"Missouri","South Dakota",,,,,FALSE,"N"
"Montana","South Dakota",396,254,142,650,TRUE,""
"Nebraska","South Dakota",2275,950,1325,3225,TRUE,""
"Nevada","South Dakota",819,568,251,1387,TRUE,""
"New Hampshire","South Dakota",0,179,0,179,FALSE,""
"New Jersey","South Dakota",0,179,0,179,FALSE,""
"New Mexico","South Dakota",,,,,FALSE,"N"
"New York","South Dakota",744,712,32,1456,TRUE,""
"North Carolina","South Dakota",,,,,FALSE,"N"
"North Dakota","South Dakota",1850,1046,804,2896,TRUE,""
"Ohio","South Dakota",0,179,0,179,FALSE,""
"Oklahoma","South Dakota",0,179,0,179,FALSE,""
"Oregon","South Dakota",332,318,14,650,TRUE,""
"Pennsylvania","South Dakota",162,114,48,276,TRUE,""
"Rhode Island","South Dakota",31,7,24,38,TRUE,""
"South Carolina","South Dakota",478,451,27,929,TRUE,""
"Tennessee","South Dakota",175,154,21,329,TRUE,""
"Texas","South Dakota",994,556,438,1550,TRUE,""
"Utah","South Dakota",,,,,FALSE,"N"
"Vermont","South Dakota",0,179,0,179,FALSE,""
"Virginia","South Dakota",,,,,FALSE,"N"
"Washington","South Dakota",640,496,144,1136,TRUE,""
"West Virginia","South Dakota",,,,,FALSE,"N"
"Wisconsin","South Dakota",232,251,0,483,FALSE,""
"Wyoming","South Dakota",727,455,272,1182,TRUE,""
"Puerto Rico","South Dakota",822,710,112,1532,TRUE,""
"Alabama","Tennessee",9789,2113,7676,11902,TRUE,""
"Alaska","Tennessee",479,540,0,1019,FALSE,""
"Arizona","Tennessee",2002,981,1021,2983,TRUE,""
"Arkansas","Tennessee",3503,1498,2005,5001,TRUE,""
"California","Tennessee",19670,4848,14822,24518,TRUE,""
"Colorado","Tennessee",3980,1698,2282,5678,TRUE,""
"Connecticut","Tennessee",1245,872,373,2117,TRUE,""
"Delaware","Tennessee",220,296,0,516,FALSE,""
"District of Columbia","Tennessee",458,340,118,798,TRUE,""
"Florida","Tennessee",18526,3217,15309,21743,TRUE,""
"Georgia","Tennessee",10786,2605,8181,13391,TRUE,""
"Hawaii","Tennessee",1050,960,90,2010,TRUE,""
"Idaho","Tennessee",1400,1775,0,3175,FALSE,""
"Illinois","Tennessee",10866,3232,7634,14098,TRUE,""
"Indiana","Tennessee",6707,3441,3266,10148,TRUE,""
"Iowa","Tennessee",403,375,28,778,TRUE,""
"Kansas","Tennessee",967,674,293,1641,TRUE,""
"Kentucky","Tennessee",7819,1873,5946,9692,TRUE,""
"Louisiana","Tennessee",3339,1898,1441,5237,TRUE,""
"Maine","Tennessee",,,,,FALSE,"N"
"Maryland","Tennessee",1915,742,1173,2657,TRUE,""
"Massachusetts","Tennessee",3884,1603,2281,5487,TRUE,""
"Michigan","Tennessee",4995,2034,2961,7029,TRUE,""
"Minnesota","Tennessee",2272,1227,1045,3499,TRUE,""
"Mississippi","Tennessee",7292,2444,4848,9736,TRUE,""
"Missouri","Tennessee",3476,1548,1928,5024,TRUE,""
"Montana","Tennessee",619,601,18,1220,TRUE,""
"Nebraska","Tennessee",319,545,0,864,FALSE,""
"Nevada","Tennessee",1300,762,538,2062,TRUE,""
"New Hampshire","Tennessee",475,375,100,850,TRUE,""
"New Jersey","Tennessee",1129,661,468,1790,TRUE,""
"New Mexico","Tennessee",232,249,0,481,FALSE,""
"New York","Tennessee",7530,2911,4619,10441,TRUE,""
"North Carolina","Tennessee",11741,3542,8199,15283,TRUE,""
"North Dakota","Tennessee",273,332,0,605,FALSE,""
"Ohio","Tennessee",3085,1308,1777,4393,TRUE,""
"Oklahoma","Tennessee",1678,1320,358,2998,TRUE,""
"Oregon","Tennessee",1037,714,323,1751,TRUE,""
"Pennsylvania","Tennessee",4061,2039,2022,6100,TRUE,""
"Rhode Island","Tennessee",,,,,FALSE,"N"
"South Carolina","Tennessee",4212,2049,2163,6261,TRUE,""
"South Dakota","Tennessee",0,230,0,230,FALSE,""
"Texas","Tennessee",12798,2792,10006,15590,TRUE,""
"Utah","Tennessee",1535,819,716,2354,TRUE,""
"Vermont","Tennessee",,,,,FALSE,"N"
"Virginia","Tennessee",7649,2023,5626,9672,TRUE,""
"Washington","Tennessee",2336,1113,1223,3449,TRUE,""
"West Virginia","Tennessee",949,814,135,1763,TRUE,""
"Wisconsin","Tennessee",1843,1886,0,3729,FALSE,""
"Wyoming","Tennessee",,,,,FALSE,"N"
"Puerto Rico","Tennessee",1201,958,243,2159,TRUE,""
"Alabama","Texas",7015,1777,5238,8792,TRUE,""
"Alaska","Texas",2981,1262,1719,4243,TRUE,""
"Arizona","Texas",13503,3464,10039,16967,TRUE,""
"Arkansas","Texas",9063,3256,5807,12319,TRUE,""
"California","Texas",77161,9059,68102,86220,TRUE,""
"Colorado","Texas",22986,4909,18077,27895,TRUE,""
"Connecticut","Texas",4022,1402,2620,5424,TRUE,""
"Delaware","Texas",686,486,200,1172,TRUE,""
"District of Columbia","Texas",2287,1387,900,3674,TRUE,""
"Florida","Texas",52219,8571,43648,60790,TRUE,""
"Georgia","Texas",19481,3551,15930,23032,TRUE,""
"Hawaii","Texas",4237,2321,1916,6558,TRUE,""
"Idaho","Texas",3374,1645,1729,5019,TRUE,""
"Illinois","Texas",23509,4417,19092,27926,TRUE,""
"Indiana","Texas",8246,2755,5491,11001,TRUE,""
"Iowa","Texas",3755,1433,2322,5188,TRUE,""
"Kansas","Texas",9920,3535,6385,13455,TRUE,""
"Kentucky","Texas",3912,1880,2032,5792,TRUE,""
"Louisiana","Texas",24170,5369,18801,29539,TRUE,""
"Maine","Texas",607,635,0,1242,FALSE,""
"Maryland","Texas",9407,2767,6640,12174,TRUE,""
"Massachusetts","Texas",9454,2933,6521,12387,TRUE,""
"Michigan","Texas",7143,2796,4347,9939,TRUE,""
"Minnesota","Texas",6098,2078,4020,8176,TRUE,""
"Mississippi","Texas",11003,4181,6822,15184,TRUE,""
"Missouri","Texas",15134,4365,10769,19499,TRUE,""
"Montana","Texas",1190,647,543,1837,TRUE,""
"Nebraska","Texas",5961,3142,2819,9103,TRUE,""
"Nevada","Texas",6147,2007,4140,8154,TRUE,""
"New Hampshire","Texas",707,520,187,1227,TRUE,""
"New Jersey","Texas",11078,3309,7769,14387,TRUE,""
"New Mexico","Texas",12504,2684,9820,15188,TRUE,""
"New York","Texas",28233,4541,23692,32774,TRUE,""
"North Carolina","Texas",15679,4224,11455,19903,TRUE,""
"North Dakota","Texas",1462,1313,149,2775,TRUE,""
"Ohio","Texas",13455,4323,9132,17778,TRUE,""
"Oklahoma","Texas",18579,3583,14996,22162,TRUE,""
"Oregon","Texas",6248,2133,4115,8381,TRUE,""
"Pennsylvania","Texas",12979,3357,9622,16336,TRUE,""
"Rhode Island","Texas",1061,886,175,1947,TRUE,""
"South Carolina","Texas",8106,2986,5120,11092,TRUE,""
"South Dakota","Texas",2425,2090,335,4515,TRUE,""
"Tennessee","Texas",7588,2431,5157,10019,TRUE,""
"Utah","Texas",8688,3343,5345,12031,TRUE,""
"Vermont","Texas",970,851,119,1821,TRUE,""
"Virginia","Texas",17996,4841,13155,22837,TRUE,""
"Washington","Texas",15937,3731,12206,19668,TRUE,""
"West Virginia","Texas",520,348,172,868,TRUE,""
"Wisconsin","Texas",5934,2517,3417,8451,TRUE,""
"Wyoming","Texas",1336,865,471,2201,TRUE,""
"Puerto Rico","Texas",4239,1872,2367,6111,TRUE,""
"Alabama","Utah",,,,,FALSE,"N"
"Alaska","Utah",2147,1442,705,3589,TRUE,""
"Arizona","Utah",9643,2547,7096,12190,TRUE,""
"Arkansas","Utah",269,257,12,526,TRUE,""
"California","Utah",13734,3517,10217,17251,TRUE,""
"Colorado","Utah",5224,1404,3820,6628,TRUE,""
"Connecticut","Utah",786,766,20,1552,TRUE,""
"Delaware","Utah",,,,,FALSE,"N"
"District of Columbia","Utah",191,177,14,368,TRUE,""
"Florida","Utah",3331,1703,1628,5034,TRUE,""
"Georgia","Utah",508,355,153,863,TRUE,""
"Hawaii","Utah",2734,2042,692,4776,TRUE,""
"Idaho","Utah",8393,2579,5814,10972,TRUE,""
"Illinois","Utah",2280,1181,1099,3461,TRUE,""
"Indiana","Utah",184,266,0,450,FALSE,""
"Iowa","Utah",528,244,284,772,TRUE,""
"Kansas","Utah",210,204,6,414,TRUE,""
"Kentucky","Utah",130,160,0,290,FALSE,""
"Louisiana","Utah",,,,,FALSE,"N"
"Maine","Utah",430,461,0,891,FALSE,""
"Maryland","Utah",479,397,82,876,TRUE,""
"Massachusetts","Utah",666,492,174,1158,TRUE,""
"Michigan","Utah",1613,919,694,2532,TRUE,""
"Minnesota","Utah",2617,3046,0,5663,FALSE,""
"Mississippi","Utah",197,270,0,467,FALSE,""
"Missouri","Utah",1522,730,792,2252,TRUE,""
"Montana","Utah",876,582,294,1458,TRUE,""
"Nebraska","Utah",455,388,67,843,TRUE,""
"Nevada","Utah",3563,1136,2427,4699,TRUE,""
"New Hampshire","Utah",488,300,188,788,TRUE,""
"New Jersey","Utah",1093,860,233,1953,TRUE,""
"New Mexico","Utah",672,438,234,1110,TRUE,""
"New York","Utah",2619,1866,753,4485,TRUE,""
"North Carolina","Utah",1686,992,694,2678,TRUE,""
"North Dakota","Utah",,,,,FALSE,"N"
"Ohio","Utah",1834,1194,640,3028,TRUE,""
"Oklahoma","Utah",1122,793,329,1915,TRUE,""
"Oregon","Utah",4293,1764,2529,6057,TRUE,""
"Pennsylvania","Utah",1316,933,383,2249,TRUE,""
"Rhode Island","Utah",0,210,0,210,FALSE,""
"South Carolina","Utah",531,358,173,889,TRUE,""
"South Dakota","Utah",,,,,FALSE,"N"
"Tennessee","Utah",713,643,70,1356,TRUE,""
"Texas","Utah",6509,2113,4396,8622,TRUE,""
"Vermont","Utah",,,,,FALSE,"N"
"Virginia","Utah",2139,1098,1041,3237,TRUE,""
"Washington","Utah",5051,2028,3023,7079,TRUE,""
"West Virginia","Utah",0,210,0,210,FALSE,""
"Wisconsin","Utah",535,476,59,1011,TRUE,""
"Wyoming","Utah",1242,820,422,2062,TRUE,""
"Puerto Rico","Utah",,,,,FALSE,"N"
"Alabama","Vermont",121,174,0,295,FALSE,""
"Alaska","Vermont",0,170,0,170,FALSE,""
"Arizona","Vermont",293,290,3,583,TRUE,""
"Arkansas","Vermont",,,,,FALSE,"N"
"California","Vermont",1152,790,362,1942,TRUE,""
"Colorado","Vermont",243,205,38,448,TRUE,""
"Connecticut","Vermont",909,626,283,1535,TRUE,""
"Delaware","Vermont",0,170,0,170,FALSE,""
"District of Columbia","Vermont",228,306,0,534,FALSE,""
"Florida","Vermont",259,183,76,442,TRUE,""
"Georgia","Vermont",597,435,162,1032,TRUE,""
"Hawaii","Vermont",,,,,FALSE,"N"
"Idaho","Vermont",405,462,0,867,FALSE,""
"Illinois","Vermont",143,179,0,322,FALSE,""
"Indiana","Vermont",,,,,FALSE,"N"
"Iowa","Vermont",0,170,0,170,FALSE,""
"Kansas","Vermont",0,170,0,170,FALSE,""
"Kentucky","Vermont",0,170,0,170,FALSE,""
"Louisiana","Vermont",0,170,0,170,FALSE,""
"Maine","Vermont",726,476,250,1202,TRUE,""
"Maryland","Vermont",956,699,257,1655,TRUE,""
"Massachusetts","Vermont",4274,1447,2827,5721,TRUE,""
"Michigan","Vermont",398,343,55,741,TRUE,""
"Minnesota","Vermont",,,,,FALSE,"N"
"Mississippi","Vermont",0,170,0,170,FALSE,""
"Missouri","Vermont",,,,,FALSE,"N"
"Montana","Vermont",0,170,0,170,FALSE,""
"Nebraska","Vermont",111,175,0,286,FALSE,""
"Nevada","Vermont",0,170,0,170,FALSE,""
"New Hampshire","Vermont",1769,662,1107,2431,TRUE,""
"New Jersey","Vermont",1356,968,388,2324,TRUE,""
"New Mexico","Vermont",154,162,0,316,FALSE,""
"New York","Vermont",3565,1311,2254,4876,TRUE,""
"North Carolina","Vermont",508,414,94,922,TRUE,""
"North Dakota","Vermont",0,170,0,170,FALSE,""
"Ohio","Vermont",238,269,0,507,FALSE,""
"Oklahoma","Vermont",0,170,0,170,FALSE,""
"Oregon","Vermont",,,,,FALSE,"N"
"Pennsylvania","Vermont",2434,1052,1382,3486,TRUE,""
"Rhode Island","Vermont",282,252,30,534,TRUE,""
"South Carolina","Vermont",,,,,FALSE,"N"
"South Dakota","Vermont",0,170,0,170,FALSE,""
"Tennessee","Vermont",510,464,46,974,TRUE,""
"Texas","Vermont",1152,891,261,2043,TRUE,""
"Utah","Vermont",461,319,142,780,TRUE,""
"Virginia","Vermont",194,235,0,429,FALSE,""
"Washington","Vermont",674,661,13,1335,TRUE,""
"West Virginia","Vermont",,,,,FALSE,"N"
"Wisconsin","Vermont",,,,,FALSE,"N"
"Wyoming","Vermont",0,170,0,170,FALSE,""
"Puerto Rico","Vermont",0,170,0,170,FALSE,""
"Alabama","Virginia",3719,1903,1816,5622,TRUE,""
"Alaska","Virginia",826,772,54,1598,TRUE,""
"Arizona","Virginia",2662,1528,1134,4190,TRUE,""
"Arkansas","Virginia",1031,879,152,1910,TRUE,""
"California","Virginia",20180,4162,16018,24342,TRUE,""
"Colorado","Virginia",5064,1519,3545,6583,TRUE,""
"Connecticut","Virginia",2449,964,1485,3413,TRUE,""
"Delaware","Virginia",2342,1050,1292,3392,TRUE,""
"District of Columbia","Virginia",9953,2300,7653,12253,TRUE,""
"Florida","Virginia",24818,3909,20909,28727,TRUE,""
"Georgia","Virginia",9219,3137,6082,12356,TRUE,""
"Hawaii","Virginia",3917,2352,1565,6269,TRUE,""
"Idaho","Virginia",691,728,0,1419,FALSE,""
"Illinois","Virginia",6488,1960,4528,8448,TRUE,""
"Indiana","Virginia",2359,991,1368,3350,TRUE,""
"Iowa","Virginia",465,381,84,846,TRUE,""
"Kansas","Virginia",862,802,60,1664,TRUE,""
"Kentucky","Virginia",4259,1694,2565,5953,TRUE,""
"Louisiana","Virginia",1361,787,574,2148,TRUE,""
"Maine","Virginia",670,579,91,1249,TRUE,""
"Maryland","Virginia",25183,4200,20983,29383,TRUE,""
"Massachusetts","Virginia",3543,956,2587,4499,TRUE,""
"Michigan","Virginia",3563,1454,2109,5017,TRUE,""
"Minnesota","Virginia",648,442,206,1090,TRUE,""
"Mississippi","Virginia",563,561,2,1124,TRUE,""
"Missouri","Virginia",3136,1159,1977,4295,TRUE,""
"Montana","Virginia",596,432,164,1028,TRUE,""
"Nebraska","Virginia",1747,1271,476,3018,TRUE,""
"Nevada","Virginia",2572,1754,818,4326,TRUE,""
"New Hampshire","Virginia",217,191,26,408,TRUE,""
"New Jersey","Virginia",11018,2698,8320,13716,TRUE,""
"New Mexico","Virginia",1735,1161,574,2896,TRUE,""
"New York","Virginia",16364,3786,12578,20150,TRUE,""
"North Carolina","Virginia",22757,3383,19374,26140,TRUE,""
"North Dakota","Virginia",0,217,0,217,FALSE,""
"Ohio","Virginia",3787,1359,2428,5146,TRUE,""
"Oklahoma","Virginia",747,508,239,1255,TRUE,""
"Oregon","Virginia",1836,951,885,2787,TRUE,""
"Pennsylvania","Virginia",15246,3605,11641,18851,TRUE,""
"Rhode Island","Virginia",728,569,159,1297,TRUE,""
"South Carolina","Virginia",12665,2634,10031,15299,TRUE,""
"South Dakota","Virginia",,,,,FALSE,"N"
"Tennessee","Virginia",6232,2345,3887,8577,TRUE,""
"Texas","Virginia",15476,4016,11460,19492,TRUE,""
"Utah","Virginia",1561,754,807,2315,TRUE,""
"Vermont","Virginia",217,177,40,394,TRUE,""
"Washington","Virginia",3386,1212,2174,4598,TRUE,""
"West Virginia","Virginia",4965,1864,3101,6829,TRUE,""
"Wisconsin","Virginia",1306,625,681,1931,TRUE,""
"Wyoming","Virginia",315,340,0,655,FALSE,""
"Puerto Rico","Virginia",730,501,229,1231,TRUE,""
"Alabama","Washington",1358,814,544,2172,TRUE,""
"Alaska","Washington",3176,1175,2001,4351,TRUE,""
"Arizona","Washington",8638,2604,6034,11242,TRUE,""
"Arkansas","Washington",470,357,113,827,TRUE,""
"California","Washington",43938,5464,38474,49402,TRUE,""
"Colorado","Washington",9980,3014,6966,12994,TRUE,""
"Connecticut","Washington",1369,916,453,2285,TRUE,""
"Delaware","Washington",661,823,0,1484,FALSE,""
"District of Columbia","Washington",1849,1702,147,3551,TRUE,""
"Florida","Washington",8419,2973,5446,11392,TRUE,""
"Georgia","Washington",5613,2048,3565,7661,TRUE,""
"Hawaii","Washington",2534,953,1581,3487,TRUE,""
"Idaho","Washington",7927,1960,5967,9887,TRUE,""
"Illinois","Washington",5719,2534,3185,8253,TRUE,""
"Indiana","Washington",1883,1030,853,2913,TRUE,""
"Iowa","Washington",907,766,141,1673,TRUE,""
"Kansas","Washington",1569,1131,438,2700,TRUE,""
"Kentucky","Washington",2299,2109,190,4408,TRUE,""
"Louisiana","Washington",707,452,255,1159,TRUE,""
"Maine","Washington",640,526,114,1166,TRUE,""
"Maryland","Washington",3010,1442,1568,4452,TRUE,""
"Massachusetts","Washington",2963,1488,1475,4451,TRUE,""
"Michigan","Washington",1859,1075,784,2934,TRUE,""
"Minnesota","Washington",3736,1909,1827,5645,TRUE,""
"Mississippi","Washington",294,303,0,597,FALSE,""
"Missouri","Washington",1494,684,810,2178,TRUE,""
"Montana","Washington",6291,2249,4042,8540,TRUE,""
"Nebraska","Washington",724,434,290,1158,TRUE,""
"Nevada","Washington",4109,1692,2417,5801,TRUE,""
"New Hampshire","Washington",,,,,FALSE,"N"
"New Jersey","Washington",1643,1048,595,2691,TRUE,""
"New Mexico","Washington",2076,1902,174,3978,TRUE,""
"New York","Washington",7171,2067,5104,9238,TRUE,""
"North Carolina","Washington",2733,1063,1670,3796,TRUE,""
"North Dakota","Washington",561,629,0,1190,FALSE,""
"Ohio","Washington",3410,1487,1923,4897,TRUE,""
"Oklahoma","Washington",1960,1237,723,3197,TRUE,""
"Oregon","Washington",32341,4186,28155,36527,TRUE,""
"Pennsylvania","Washington",2716,1420,1296,4136,TRUE,""
"Rhode Island","Washington",0,218,0,218,FALSE,""
"South Carolina","Washington",1897,1226,671,3123,TRUE,""
"South Dakota","Washington",1105,762,343,1867,TRUE,""
"Tennessee","Washington",2678,1451,1227,4129,TRUE,""
"Texas","Washington",16202,3734,12468,19936,TRUE,""
"Utah","Washington",4291,1562,2729,5853,TRUE,""
"Vermont","Washington",,,,,FALSE,"N"
"Virginia","Washington",4604,1918,2686,6522,TRUE,""
"West Virginia","Washington",0,218,0,218,FALSE,""
"Wisconsin","Washington",1495,655,840,2150,TRUE,""
"Wyoming","Washington",627,400,227,1027,TRUE,""
"Puerto Rico","Washington",0,218,0,218,FALSE,""
"Alabama","West Virginia",,,,,FALSE,"N"
"Alaska","West Virginia",0,206,0,206,FALSE,""
"Arizona","West Virginia",365,248,117,613,TRUE,""
"Arkansas","West Virginia",0,206,0,206,FALSE,""
"California","West Virginia",1000,810,190,1810,TRUE,""
"Colorado","West Virginia",260,213,47,473,TRUE,""
"Connecticut","West Virginia",500,476,24,976,TRUE,""
"Delaware","West Virginia",,,,,FALSE,"N"
"District of Columbia","West Virginia",294,11,283,305,TRUE,""
"Florida","West Virginia",2474,1419,1055,3893,TRUE,""
"Georgia","West Virginia",1731,1571,160,3302,TRUE,""
"Hawaii","West Virginia",,,,,FALSE,"N"
"Idaho","West Virginia",0,206,0,206,FALSE,""
"Illinois","West Virginia",126,182,0,308,FALSE,""
"Indiana","West Virginia",967,622,345,1589,TRUE,""
"Iowa","West Virginia",,,,,FALSE,"N"
"Kansas","West Virginia",0,206,0,206,FALSE,""
