script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-17	disk	derived/bins.csv	3200	sha256:44899b9c8b20727d0863beab2d08d5eeb7ef5d58738b2d8fd8cc269c7a987df0	60	2026-08-13
build-data.R	2026-08-17	disk	derived/bisg_calibration.csv	397	sha256:e6e8977422d8927d357bc6b6ac294e9981be7a9b568661ed5ff503dba4ee3374	5	2026-08-13
build-data.R	2026-08-17	disk	derived/bisg_downstream.csv	141	sha256:ae1a3fdd81edd52edbef8c7eebd0302157ba6f15991b18920dee1ceb57382de2	3	2026-08-13
build-data.R	2026-08-17	disk	derived/bisg_members.csv	44514	sha256:bc625a5f97c2f39bb9509c45349f26d2d3a1c69ff12316d014aa75cc18adaa57	405	2026-08-13
build-data.R	2026-08-17	disk	derived/checks.csv	3464	sha256:edaa106020196a2a7e4a6e8089e17fcf7d462607d7551aea310faecbcc1a4da7	57	2026-08-13
build-data.R	2026-08-17	disk	derived/districts.csv	202907	sha256:70d47d29aab3948b681b1cc61e084fe9a7765b99cfc158c89e53c6aa006e5b4e	435	2026-08-13
build-data.R	2026-08-17	disk	derived/fitted.csv	53927	sha256:ddcd33f52cca1f32ef74eee65dae06eedc6c5fc71ba0723a59f018914f537e2a	804	2026-08-13
build-data.R	2026-08-17	disk	derived/lublin.csv	4690	sha256:4fac9a518236465bfbe54ea5a8c57d12225af0bad8791f380f2fcf2beaa30a6b	60	2026-08-13
build-data.R	2026-08-17	disk	derived/lublin_t1.csv	816	sha256:590ad028effbebe55f240a098d655e9819461f2e75deb01cac3a14ab176f9066	11	2026-08-13
build-data.R	2026-08-17	disk	derived/members.csv	42813	sha256:732110e099515834ab7e8cf762a6b11d1d03ff44cae17ab95a3871ec92690ef4	445	2026-08-13
build-data.R	2026-08-17	disk	derived/simulation.csv	103300	sha256:2356ef84638c21b9db0a097e1999aacf13dbef890b8037d28275b1b15e1ce76e	3318	2026-08-13
build-data.R	2026-08-17	disk	derived/surface.csv	65663	sha256:54538d382f985daa262a78343bdc88f139b402974660410bc71746e442aa06ca	4331	2026-08-13
build-data.R	2026-08-17	disk	derived/surname_check.csv	49346	sha256:0c14a2320c9ec8aeac11ae5347c25de7ef427442d35daccc76388122a8065e61	435	2026-08-13
build-data.R	2026-08-17	disk	derived/surname_grade.csv	408	sha256:2cc560412686126d402cf9f1b906eb2d711a8ddf8ea6379cc9f3bba329f21fd3	10	2026-08-13
build-data.R	2026-08-17	disk	derived/surname_hyphen.csv	1414	sha256:08494a2560f57da1a6b1d9e12a9e4ac93b83671e055fd6f589d8510a0e12128a	17	2026-08-13
build-data.R	2026-08-17	disk	derived/sweetspot.csv	1129	sha256:ef69dc34e7d32e3dddcbea14427a11e4e04bbcd1860ddd36c324503262c19c81	28	2026-08-13
build-data.R	2026-08-17	disk	raw/CD.csv	805092	sha256:38c04b307a2fe8b0bf3c1566fd2ba7c2e74aaa5f99197e9066a86c6f2c4dd827	5720	2024-09-11
build-data.R	2026-08-17	disk	raw/CVAP_2019-2023_ACS_documentation_v1.pdf	143471	sha256:49f9a5be8c425d01ea794a0772264c21ce36685782f8ebfa516c5c89ab3b84b7		2025-01-15
build-data.R	2026-08-17	disk	raw/cvap.zip	54962776	sha256:891d19965eff002b3171f4c1327274d9109bc27b15f0e8f55d6ab25f2cf4f8b4		2026-08-13
build-data.R	2026-08-17	disk	raw/historian.csv	17149	sha256:43fbc1f903e8bdb06311f68a2d3172ed886caed7a8567d4926f7046ac535b981	371	2026-08-12
build-data.R	2026-08-17	disk	raw/legislators-current.json	1466894	sha256:bc48cccd12df96164e5a2415fc41e838ca255fe85c297731515529692f7982cf	50859	2026-08-13
build-data.R	2026-08-17	disk	raw/legislators-historical.json	13482846	sha256:251d33562d3c185fe94c378a563f7901591ff76544c52365d4fe05cdc23700c9	627551	2026-08-13
