"congress","year","chamber","state","district_code","bioname","party","dim1","dim2"
85,1957,"Senate","TX",0,"YARBOROUGH, Ralph Webster","Democrat",-0.416,0.51
85,1957,"Senate","TN",0,"KEFAUVER, Carey Estes","Democrat",-0.429,0.372
85,1957,"Senate","MT",0,"MURRAY, James Edward","Democrat",-0.432,0.35
85,1957,"Senate","MT",0,"MANSFIELD, Michael Joseph (Mike)","Democrat",-0.439,0.43
85,1957,"Senate","CO",0,"CARROLL, John Albert","Democrat",-0.543,-0.08
85,1957,"Senate","OR",0,"NEUBERGER, Richard Lewis","Democrat",-0.543,-0.419
85,1957,"Senate","MI",0,"McNAMARA, Patrick Vincent","Democrat",-0.568,-0.091
85,1957,"Senate","PA",0,"CLARK, Joseph Sill","Democrat",-0.576,-0.332
85,1957,"Senate","IL",0,"DOUGLAS, Paul Howard","Democrat",-0.58,-0.815
85,1957,"Senate","WI",0,"PROXMIRE, William","Democrat",-0.598,0.801
85,1957,"Senate","OR",0,"MORSE, Wayne Lyman","Democrat",-0.851,0.525
86,1959,"House","IA",3,"GROSS, Harold Royce","Republican",0.955,0.298
86,1959,"House","MI",4,"HOFFMAN, Clare Eugene","Republican",0.691,0.232
86,1959,"House","IL",15,"MASON, Noah Morgan","Republican",0.63,0.228
86,1959,"House","MI",3,"JOHANSEN, August Edgar","Republican",0.627,0.355
86,1959,"House","TX",5,"ALGER, Bruce Reynolds","Republican",0.616,0.325
86,1959,"House","IL",14,"HOFFMAN, Elmer Joseph","Republican",0.558,0.043
86,1959,"House","NY",36,"TABER, John","Republican",0.558,-0.04
86,1959,"House","KS",6,"SMITH, Wint","Republican",0.553,0.677
86,1959,"House","NY",43,"REED, Daniel Alden","Republican",0.547,-0.021
86,1959,"House","OH",1,"SCHERER, Gordon Harry","Republican",0.539,-0.123
86,1959,"House","MO",2,"CURTIS, Thomas Bradford","Republican",0.515,-0.69
86,1959,"House","OH",12,"DEVINE, Samuel Leeper","Republican",0.502,0.074
86,1959,"House","CA",21,"HIESTAND, Edgar Willard","Republican",0.49,-0.143
86,1959,"House","CA",28,"UTT, James Boyd","Republican",0.484,0.246
86,1959,"House","ID",2,"BUDGE, Hamer Harold","Republican",0.458,0.167
86,1959,"House","NY",15,"RAY, John Henry","Republican",0.444,-0.275
86,1959,"House","CA",20,"SMITH, H. Allen","Republican",0.421,0.026
86,1959,"House","WI",7,"LAIRD, Melvin Robert","Republican",0.416,-0.305
86,1959,"House","OH",15,"HENDERSON, John Earl","Republican",0.395,0.04
86,1959,"House","OH",5,"LATTA, Delbert Leroy","Republican",0.391,-0.084
86,1959,"House","PA",17,"SCHNEEBELI, Herman Theodore","Republican",0.389,-0.446
86,1959,"House","WI",6,"VAN PELT, William Kaiser","Republican",0.389,0.045
86,1959,"House","PA",18,"SIMPSON, Richard Murray","Republican",0.387,-0.21
86,1959,"House","IA",7,"JENSEN, Benton Franklin","Republican",0.386,0.238
86,1959,"House","IL",16,"ALLEN, Leo Elwood","Republican",0.384,-0.091
86,1959,"House","NY",28,"ST. GEORGE, Katharine Price Collier","Republican",0.384,-0.514
86,1959,"House","NY",5,"BOSCH, Albert Henry","Republican",0.383,-0.224
86,1959,"House","OH",7,"BROWN, Clarence J.","Republican",0.382,-0.101
86,1959,"House","IL",10,"COLLIER, Harold Reginald","Republican",0.378,-0.213
86,1959,"House","NY",29,"WHARTON, James Ernest","Republican",0.377,-0.183
86,1959,"House","OH",16,"BOW, Frank Townsend","Republican",0.373,-0.098
86,1959,"House","IL",18,"MICHEL, Robert Henry","Republican",0.372,-0.157
86,1959,"House","ND",98,"SHORT, Don Levingston","Republican",0.366,0.259
86,1959,"House","NY",3,"BECKER, Frank John","Republican",0.364,-0.428
86,1959,"House","OH",8,"BETTS, Jackson Edward","Republican",0.359,-0.03
86,1959,"House","PA",13,"LAFORE, John Armand, Jr.","Republican",0.359,-0.535
86,1959,"House","CA",24,"LIPSCOMB, Glenard Paul","Republican",0.358,-0.001
86,1959,"House","NY",2,"DEROUNIAN, Steven Boghos","Republican",0.358,-0.569
86,1959,"House","KS",4,"REES, Edward Herbert","Republican",0.349,-0.09
86,1959,"House","NY",42,"PILLION, John Raymond","Republican",0.348,-0.085
86,1959,"House","IL",4,"DERWINSKI, Edward Joseph","Republican",0.342,-0.361
86,1959,"House","NY",33,"KILBURN, Clarence Evans","Republican",0.335,0.091
86,1959,"House","OH",2,"HESS, William Emil","Republican",0.333,-0.381
86,1959,"House","IL",20,"SIMPSON, Edna Oakes","Republican",0.332,0.024
86,1959,"House","MI",8,"BENTLEY, Alvin Morell","Republican",0.331,-0.294
86,1959,"House","WI",8,"BYRNES, John William","Republican",0.328,-0.236
86,1959,"House","MI",9,"GRIFFIN, Robert Paul","Republican",0.327,-0.68
86,1959,"House","SD",2,"BERRY, Ellis Yarnal","Republican",0.325,0.161
86,1959,"House","IL",19,"CHIPERFIELD, Robert Bruce","Republican",0.324,-0.306
86,1959,"House","IA",8,"HOEVEN, Charles Bernard","Republican",0.317,0.009
86,1959,"House","IA",4,"KYL, John Henry","Republican",0.316,-0.022
86,1959,"House","CA",16,"JACKSON, Donald Lester","Republican",0.312,-0.28
86,1959,"House","OH",23,"MINSHALL, William Edwin, Jr.","Republican",0.312,-0.192
86,1959,"House","IL",13,"CHURCH, Marguerite Stitt","Republican",0.307,-0.082
86,1959,"House","NC",10,"JONAS, Charles Raper","Republican",0.304,0.321
86,1959,"House","PA",16,"MUMMA, Walter Mann","Republican",0.303,-0.353
86,1959,"House","IL",17,"ARENDS, Leslie Cornelius","Republican",0.301,-0.187
86,1959,"House","MN",9,"LANGEN, Odin Elsford Stanley","Republican",0.298,-0.003
86,1959,"House","OH",3,"SCHENCK, Paul Fornshell","Republican",0.298,-0.242
86,1959,"House","CA",9,"YOUNGER, Jesse Arthur","Republican",0.296,-0.285
86,1959,"House","MN",7,"ANDERSEN, Herman Carl","Republican",0.294,0.107
86,1959,"House","WY",1,"THOMSON, Edwin Keith","Republican",0.29,0.056
86,1959,"House","PA",17,"BUSH, Alvin Ray","Republican",0.288,-0.227
86,1959,"House","OH",4,"McCULLOCH, William Moore","Republican",0.287,-0.237
86,1959,"House","PA",9,"DAGUE, Paul Bartram","Republican",0.285,-0.282
86,1959,"House","MI",5,"FORD, Gerald Rudolph, Jr.","Republican",0.281,-0.433
86,1959,"House","CA",18,"HOSMER, Craig","Republican",0.276,-0.292
86,1959,"House","OK",1,"BELCHER, Page Henry","Republican",0.275,0.173
86,1959,"House","IN",2,"HALLECK, Charles Abraham","Republican",0.272,-0.288
86,1959,"House","CA",22,"HOLT, Joseph Franklin, III","Republican",0.271,-0.23
86,1959,"House","MI",10,"CEDERBERG, Elford Albin","Republican",0.27,-0.144
86,1959,"House","MN",2,"NELSEN, Ancher","Republican",0.268,-0.234
86,1959,"House","IN",4,"ADAIR, Edwin Ross","Republican",0.267,-0.002
86,1959,"House","VA",6,"POFF, Richard Harding","Republican",0.265,0.202
86,1959,"House","CA",30,"WILSON, Robert Carlton (Bob)","Republican",0.264,-0.265
86,1959,"House","NY",40,"MILLER, William Edward","Republican",0.263,-0.406
86,1959,"House","NY",37,"ROBISON, Howard Winfield","Republican",0.263,-0.755
86,1959,"House","MI",11,"KNOX, Victor Alfred","Republican",0.257,0.016
86,1959,"House","NY",43,"GOODELL, Charles Ellsworth","Republican",0.253,-0.967
86,1959,"House","TN",1,"REECE, Brazilla Carroll","Republican",0.252,0.067
86,1959,"House","KY",8,"SILER, Eugene","Republican",0.25,0.203
86,1959,"House","MI",6,"CHAMBERLAIN, Charles Ernest","Republican",0.247,-0.191
86,1959,"House","CA",13,"TEAGUE, Charles McKevett","Republican",0.243,-0.227
86,1959,"House","NE",1,"WEAVER, Phillip Hart","Republican",0.24,0.215
86,1959,"House","NY",39,"OSTERTAG, Harold Charles","Republican",0.236,-0.548
86,1959,"House","IN",7,"BRAY, William Gilmer","Republican",0.235,0.109
86,1959,"House","ME",3,"McINTIRE, Clifford Guy","Republican",0.228,-0.059
86,1959,"House","OH",22,"BOLTON, Frances Payne","Republican",0.228,-0.461
86,1959,"House","MI",18,"BROOMFIELD, William S.","Republican",0.227,-0.309
86,1959,"House","NH",2,"BASS, Perkins","Republican",0.226,-0.635
86,1959,"House","AZ",1,"RHODES, John Jacob","Republican",0.225,-0.033
86,1959,"House","MI",2,"MEADER, George","Republican",0.221,-0.161
86,1959,"House","FL",1,"CRAMER, William Cato","Republican",0.218,0.159
86,1959,"House","WA",2,"WESTLAND, Alfred John (Jack)","Republican",0.218,-0.241
86,1959,"House","NE",2,"CUNNINGHAM, Glenn Clarence","Republican",0.215,-0.07
86,1959,"House","PA",23,"GAVIN, Leon Harry","Republican",0.215,-0.101
86,1959,"House","UT",1,"DIXON, Henry Aldous","Republican",0.21,-0.28
86,1959,"House","NY",1,"WAINWRIGHT, Stuyvesant, II","Republican",0.209,-0.669
86,1959,"House","WA",3,"MACK, Russell Vernon","Republican",0.209,-0.172
86,1959,"House","NY",31,"TAYLOR, Dean Park","Republican",0.206,-0.53
86,1959,"House","NY",38,"WEIS, Jessica McCullough","Republican",0.206,-0.605
86,1959,"House","CA",10,"GUBSER, Charles Samuel","Republican",0.205,-0.178
86,1959,"House","CA",15,"MCDONOUGH, Gordon Leo","Republican",0.205,-0.25
86,1959,"House","MA",14,"MARTIN, Joseph William, Jr.","Republican",0.203,-0.56
86,1959,"House","NY",35,"RIEHLMAN, Roy Walter","Republican",0.197,-0.569
86,1959,"House","MA",6,"BATES, William Henry","Republican",0.196,-0.478
86,1959,"House","NJ",3,"AUCHINCLOSS, James Coats","Republican",0.195,-0.475
86,1959,"House","OH",13,"BAUMHART, Albert David, Jr.","Republican",0.194,-0.299
86,1959,"House","PA",12,"FENTON, Ivor David","Republican",0.192,-0.447
86,1959,"House","MN",1,"QUIE, Albert Harold","Republican",0.189,-0.386
86,1959,"House","WA",1,"PELLY, Thomas Minor","Republican",0.187,-0.368
86,1959,"House","IL",22,"SPRINGER, William Lee","Republican",0.185,-0.186
86,1959,"House","CO",3,"CHENOWETH, John Edgar","Republican",0.184,-0.116
86,1959,"House","OR",1,"NORBLAD, Albin Walter, Jr.","Republican",0.176,-0.115
86,1959,"House","IA",1,"SCHWENGEL, Frederick Delbert","Republican",0.173,-0.533
86,1959,"House","WA",4,"MAY, Catherine Dean","Republican",0.173,-0.1
86,1959,"House","NJ",5,"FRELINGHUYSEN, Peter Hood Ballantine, Jr.","Republican",0.172,-0.506
86,1959,"House","PA",24,"KEARNS, Carroll Dudley","Republican",0.171,-0.314
86,1959,"House","WA",5,"HORAN, Walter Franklin (Walt)","Republican",0.171,-0.053
86,1959,"House","KS",1,"AVERY, William Henry","Republican",0.169,-0.047
86,1959,"House","MA",10,"CURTIS, Laurence","Republican",0.167,-0.54
86,1959,"House","VA",5,"TUCK, William Munford","Democrat",0.166,0.986
86,1959,"House","PA",7,"MILLIKEN, William H., Jr.","Republican",0.162,-0.403
86,1959,"House","NY",26,"DOOLEY, Edwin Benedict","Republican",0.159,-0.503
86,1959,"House","VA",10,"BROYHILL, Joel Thomas","Republican",0.159,0.223
86,1959,"House","NJ",9,"OSMERS, Frank Charles, Jr.","Republican",0.156,-0.693
86,1959,"House","NY",27,"BARRY, Robert Raymond","Republican",0.151,-0.442
86,1959,"House","PA",8,"CURTIN, Willard Sevier","Republican",0.149,-0.32
86,1959,"House","MA",9,"KEITH, Hastings","Republican",0.148,-0.41
86,1959,"House","MA",5,"ROGERS, Edith Nourse","Republican",0.143,-0.512
86,1959,"House","NY",34,"PIRNIE, Alexander","Republican",0.141,-0.251
86,1959,"House","WV",1,"MOORE, Arch Alfred, Jr.","Republican",0.14,-0.07
86,1959,"House","OH",14,"AYRES, William Hanes","Republican",0.139,-0.353
86,1959,"House","NJ",2,"GLENN, Milton Willits","Republican",0.137,-0.43
86,1959,"House","PA",22,"SAYLOR, John Phillips","Republican",0.133,-0.104
86,1959,"House","MS",4,"WILLIAMS, John Bell","Democrat",0.127,0.992
86,1959,"House","NJ",7,"WIDNALL, William Beck","Republican",0.125,-0.45
86,1959,"House","MI",12,"BENNETT, John Bonifas","Republican",0.121,0.021
86,1959,"House","PA",20,"VAN ZANDT, James Edward","Republican",0.121,-0.461
86,1959,"House","CA",4,"MAILLIARD, William Somers","Republican",0.117,-0.484
86,1959,"House","TN",2,"BAKER, Howard Henry","Republican",0.11,-0.003
86,1959,"House","MN",5,"JUDD, Walter Henry","Republican",0.1,-0.438
86,1959,"House","FL",7,"HALEY, James Andrew","Democrat",0.098,0.694
86,1959,"House","NJ",1,"CAHILL, William Thomas","Republican",0.09,-0.727
86,1959,"House","VA",4,"ABBITT, Watkins Moorman","Democrat",0.09,0.972
86,1959,"House","TX",7,"DOWDY, John Vernard","Democrat",0.086,0.996
86,1959,"House","GA",5,"DAVIS, James Curran","Democrat",0.08,0.997
86,1959,"House","NJ",12,"WALLHAUSER, George Marvin","Republican",0.079,-0.588
86,1959,"House","NJ",6,"DWYER, Florence Price","Republican",0.071,-0.657
86,1959,"House","PA",29,"CORBETT, Robert James","Republican",0.071,-0.529
86,1959,"House","WA",6,"TOLLEFSON, Thor Carl","Republican",0.069,-0.399
86,1959,"House","WI",10,"O'KONSKI, Alvin Edward","Republican",0.067,0.043
86,1959,"House","SC",4,"ASHMORE, Robert Thomas","Democrat",0.066,0.998
86,1959,"House","NH",1,"MERROW, Chester Earl","Republican",0.06,-0.277
86,1959,"House","CA",6,"BALDWIN, John Finley, Jr.","Republican",0.055,-0.315
86,1959,"House","MS",1,"ABERNETHY, Thomas Gerstle","Democrat",0.052,0.999
86,1959,"House","MS",6,"COLMER, William Meyers","Democrat",0.052,0.999
86,1959,"House","MS",5,"WINSTEAD, William Arthur","Democrat",0.049,0.999
86,1959,"House","NY",25,"FINO, Paul Albert","Republican",0.048,-0.363
86,1959,"House","NC",7,"LENNON, Alton Asa","Democrat",0.048,0.941
86,1959,"House","VA",7,"HARRISON, Burr Powell","Democrat",0.045,0.918
86,1959,"House","NY",12,"DORN, Francis Edwin","Republican",0.044,-0.747
86,1959,"House","TX",21,"FISHER, Ovie Clark","Democrat",0.038,0.987
86,1959,"House","VA",8,"SMITH, Howard Worth","Democrat",0.035,0.937
86,1959,"House","WI",3,"WITHROW, Gardner Robert","Republican",0.034,-0.091
86,1959,"House","AR",1,"GATHINGS, Ezekiel Candler","Democrat",0.012,0.978
86,1959,"House","PA",27,"FULTON, James Grove","Republican",0.012,-0.503
86,1959,"House","NC",8,"KITCHIN, Alvin Paul","Democrat",0.01,1
86,1959,"House","ME",1,"OLIVER, James Churchill","Democrat",0.005,-0.517
86,1959,"House","TX",17,"BURLESON, Omar Truman","Democrat",0.002,1
86,1959,"House","GA",4,"FLYNT, John James, Jr.","Democrat",0,1
86,1959,"House","NC",5,"SCOTT, Ralph James","Democrat",-0.001,1
86,1959,"House","NJ",8,"CANFIELD, Gordon","Republican",-0.002,-0.983
86,1959,"House","NC",9,"ALEXANDER, Hugh Quincy","Democrat",-0.006,1
86,1959,"House","FL",5,"HERLONG, Albert Sydney, Jr.","Democrat",-0.007,0.74
86,1959,"House","LA",8,"McSWEEN, Harold Barnett","Democrat",-0.007,0.945
86,1959,"House","NY",17,"LINDSAY, John Vliet","Republican",-0.017,-1
86,1959,"House","OK",5,"JARMAN, John","Democrat",-0.017,0.592
86,1959,"House","SC",3,"DORN, William Jennings Bryan","Democrat",-0.017,0.942
86,1959,"House","MA",1,"CONTE, Silvio Ottavio","Republican",-0.023,-0.683
86,1959,"House","NC",11,"WHITENER, Basil Lee","Democrat",-0.028,1
86,1959,"House","AL",3,"ANDREWS, George William","Democrat",-0.03,1
86,1959,"House","NC",3,"BARDEN, Graham Arthur","Democrat",-0.031,1
86,1959,"House","TN",7,"MURRAY, Thomas Jefferson","Democrat",-0.037,0.996
86,1959,"House","AR",6,"NORRELL, William Frank","Democrat",-0.038,0.994
86,1959,"House","NC",12,"HALL, David McKee","Democrat",-0.038,0.803
86,1959,"House","GA",3,"FORRESTER, Elijah Lewis","Democrat",-0.041,0.999
86,1959,"House","NC",2,"FOUNTAIN, Lawrence H.","Democrat",-0.041,0.73
86,1959,"House","SC",6,"McMILLAN, John Lanneau","Democrat",-0.05,0.999
86,1959,"House","NE",3,"BROCK, Lawrence","Democrat",-0.054,0.628
86,1959,"House","LA",5,"PASSMAN, Otto Ernest","Democrat",-0.056,0.952
86,1959,"House","NV",1,"BARING, Walter Stephan, Jr.","Democrat",-0.056,0.534
86,1959,"House","TX",18,"ROGERS, Walter Edward","Democrat",-0.056,0.998
86,1959,"House","TX",15,"KILGORE, Joe Madison","Democrat",-0.059,0.767
86,1959,"House","VA",1,"DOWNING, Thomas Nelms","Democrat",-0.065,0.741
86,1959,"House","NC",12,"TAYLOR, Roy Arthur","Democrat",-0.069,0.635
86,1959,"House","AL",6,"SELDEN, Armistead Inge, Jr.","Democrat",-0.073,0.852
86,1959,"House","LA",1,"HÉBERT, Felix Edward","Democrat",-0.079,0.834
86,1959,"House","TX",11,"POAGE, William Robert","Democrat",-0.082,0.997
86,1959,"House","FL",6,"ROGERS, Paul Grant","Democrat",-0.085,0.407
86,1959,"House","FL",2,"BENNETT, Charles Edward","Democrat",-0.088,0.421
86,1959,"House","SC",1,"RIVERS, Lucius Mendel","Democrat",-0.089,0.996
86,1959,"House","VA",3,"GARY, Julian Vaughan","Democrat",-0.089,0.724
86,1959,"House","NY",4,"HALPERN, Seymour","Republican",-0.094,-0.755
86,1959,"House","GA",8,"BLITCH, Iris Faircloth","Democrat",-0.097,0.995
86,1959,"House","TX",22,"CASEY, Robert Randolph","Democrat",-0.098,0.783
86,1959,"House","TX",6,"TEAGUE, Olin Earl","Democrat",-0.102,0.995
86,1959,"House","AL",1,"BOYKIN, Frank William","Democrat",-0.105,0.849
86,1959,"House","TX",20,"KILDAY, Paul Joseph","Democrat",-0.107,0.678
86,1959,"House","NE",4,"McGINLEY, Donald Francis","Democrat",-0.109,0.56
86,1959,"House","MO",6,"HULL, William Raleigh, Jr.","Democrat",-0.112,0.766
86,1959,"House","OH",6,"POLK, James Gould","Democrat",-0.114,0.199
86,1959,"House","SC",2,"RILEY, John Jacob","Democrat",-0.114,0.993
86,1959,"House","AL",9,"HUDDLESTON, George Jr.","Democrat",-0.115,0.833
86,1959,"House","AL",2,"GRANT, George McInvale","Democrat",-0.117,0.993
86,1959,"House","NC",6,"DURHAM, Carl Thomas","Democrat",-0.117,0.791
86,1959,"House","LA",4,"BROOKS, Overton","Democrat",-0.125,0.895
86,1959,"House","FL",3,"SIKES, Robert Lee Fulton","Democrat",-0.128,0.926
86,1959,"House","MO",10,"JONES, Paul Caruthers","Democrat",-0.128,0.861
86,1959,"House","SC",5,"HEMPHILL, Robert Witherspoon","Democrat",-0.129,0.992
86,1959,"House","GA",9,"LANDRUM, Phillip Mitchell","Democrat",-0.134,0.991
86,1959,"House","OH",10,"MOELLER, Walter Henry","Democrat",-0.138,0.255
86,1959,"House","NY",32,"STRATTON, Samuel Studdiford","Democrat",-0.139,0.208
86,1959,"House","NC",1,"BONNER, Herbert Covington","Democrat",-0.149,0.989
86,1959,"House","TX",16,"RUTHERFORD, J. T.","Democrat",-0.152,0.932
86,1959,"House","VA",2,"HARDY, Porter, Jr.","Democrat",-0.152,0.8
86,1959,"House","MS",2,"WHITTEN, Jamie Lloyd","Democrat",-0.161,0.987
86,1959,"House","IN",11,"BARR, Joseph Walker","Democrat",-0.163,0.185
86,1959,"House","TX",19,"MAHON, George Herman","Democrat",-0.168,0.867
86,1959,"House","MD",4,"FALLON, George Hyde","Democrat",-0.171,0.063
86,1959,"House","GA",2,"PILCHER, John Leonard","Democrat",-0.174,0.985
86,1959,"House","MD",1,"JOHNSON, Thomas Francis","Democrat",-0.175,0.297
86,1959,"House","MO",9,"CANNON, Clarence Andrew","Democrat",-0.175,0.503
86,1959,"House","FL",8,"MATTHEWS, Donald Ray (Billy)","Democrat",-0.176,0.984
86,1959,"House","AR",4,"HARRIS, Oren","Democrat",-0.179,0.949
86,1959,"House","MO",4,"RANDALL, William Joseph","Democrat",-0.184,0.568
86,1959,"House","NC",4,"COOLEY, Harold Dunbar","Democrat",-0.189,0.843
86,1959,"House","GA",10,"BROWN, Paul","Democrat",-0.191,0.982
86,1959,"House","TX",13,"IKARD, Frank Neville","Democrat",-0.192,0.847
86,1959,"House","GA",1,"PRESTON, Prince Hulon, Jr.","Democrat",-0.194,0.981
86,1959,"House","LA",3,"WILLIS, Edwin Edward","Democrat",-0.2,0.98
86,1959,"House","MN",6,"MARSHALL, Fred","Democrat",-0.204,0.276
86,1959,"House","TN",5,"LOSER, Joseph Carlton","Democrat",-0.204,0.841
86,1959,"House","KY",6,"WATTS, John Clarence","Democrat",-0.206,0.648
86,1959,"House","MS",3,"SMITH, Frank Ellis","Democrat",-0.211,0.97
86,1959,"House","TN",9,"DAVIS, Clifford","Democrat",-0.211,0.779
86,1959,"House","GA",6,"VINSON, Carl","Democrat",-0.212,0.728
86,1959,"House","TN",8,"EVERETT, Robert Ashton","Democrat",-0.214,0.977
86,1959,"House","KY",4,"CHELF, Frank Leslie","Democrat",-0.215,0.634
86,1959,"House","PA",15,"WALTER, Francis Eugene","Democrat",-0.217,0.057
86,1959,"House","TX",8,"THOMAS, Albert","Democrat",-0.219,0.545
86,1959,"House","LA",7,"THOMPSON, Theo Ashton","Democrat",-0.222,0.975
86,1959,"House","NM",98,"MORRIS, Thomas Gayle","Democrat",-0.227,0.614
86,1959,"House","CT",5,"MONAGAN, John Stephen","Democrat",-0.228,-0.018
86,1959,"House","VA",9,"JENNINGS, William Pat","Democrat",-0.23,0.886
86,1959,"House","IN",5,"ROUSH, John Edward","Democrat",-0.233,0.158
86,1959,"House","AR",2,"MILLS, Wilbur Daigh","Democrat",-0.237,0.894
86,1959,"House","MA",3,"PHILBIN, Philip Joseph","Democrat",-0.238,-0.079
86,1959,"House","TX",3,"BECKWORTH, Lindley Garrison, Sr.","Democrat",-0.238,0.759
86,1959,"House","OH",17,"LEVERING, Robert Woodrow","Democrat",-0.24,0.339
86,1959,"House","OR",3,"GREEN, Edith Starrett","Democrat",-0.243,0.236
86,1959,"House","KS",5,"BREEDING, James Floyd","Democrat",-0.245,0.335
86,1959,"House","UT",2,"KING, David Sjodahl","Democrat",-0.246,0.196
86,1959,"House","KY",1,"STUBBLEFIELD, Frank Albert","Democrat",-0.247,0.779
86,1959,"House","NY",41,"DULSKI, Thaddeus Joseph","Democrat",-0.25,0.098
86,1959,"House","MD",2,"BREWSTER, Daniel Baugh","Democrat",-0.251,-0.09
86,1959,"House","OH",11,"COOK, Robert Eugene","Democrat",-0.265,0.113
86,1959,"House","TN",3,"FRAZIER, James Beriah, Jr.","Democrat",-0.268,0.897
86,1959,"House","CA",14,"HAGEN, Harlan Francis","Democrat",-0.269,0.13
86,1959,"House","NM",98,"MONTOYA, Joseph Manuel","Democrat",-0.269,0.288
86,1959,"House","CA",27,"SHEPPARD, Harry Richard","Democrat",-0.27,0.279
86,1959,"House","NY",30,"O'BRIEN, Leo William","Democrat",-0.272,-0.05
86,1959,"House","MO",11,"MOULDER, Morgan Moore","Democrat",-0.276,0.502
86,1959,"House","OK",4,"STEED, Thomas Jefferson","Democrat",-0.279,0.776
86,1959,"House","CO",1,"ROGERS, Byron Giles","Democrat",-0.28,0.171
86,1959,"House","LA",6,"MORRISON, James Hobson","Democrat",-0.28,0.722
86,1959,"House","IL",11,"PUCINSKI, Roman Conrad","Democrat",-0.281,0.083
86,1959,"House","MD",5,"LANKFORD, Richard Estep","Democrat",-0.281,0.221
86,1959,"House","OK",6,"MORRIS, Toby","Democrat",-0.281,0.574
86,1959,"House","WV",6,"SLACK, John Mark, Jr.","Democrat",-0.281,0.568
86,1959,"House","AL",4,"ROBERTS, Kenneth Allison","Democrat",-0.282,0.895
86,1959,"House","GA",7,"MITCHELL, Harlan Erwin","Democrat",-0.284,0.959
86,1959,"House","IL",23,"SHIPLEY, George Edward","Democrat",-0.284,0.515
86,1959,"House","KY",2,"NATCHER, William Huston","Democrat",-0.288,0.575
86,1959,"House","PA",25,"CLARK, Frank Monroe","Democrat",-0.292,0.261
86,1959,"House","MA",4,"DONOHUE, Harold Daniel","Democrat",-0.296,-0.098
86,1959,"House","MA",7,"LANE, Thomas Joseph","Democrat",-0.298,-0.08
86,1959,"House","OH",20,"FEIGHAN, Michael Aloysius","Democrat",-0.3,0.014
86,1959,"House","NY",7,"DELANEY, James Joseph","Democrat",-0.303,0.199
86,1959,"House","OH",18,"HAYS, Wayne Levere","Democrat",-0.304,0.355
86,1959,"House","TX",10,"THORNBERRY, William Homer","Democrat",-0.305,0.769
86,1959,"House","IL",21,"MACK, Peter Francis, Jr.","Democrat",-0.306,0.126
86,1959,"House","MA",2,"BOLAND, Edward Patrick","Democrat",-0.306,-0.104
86,1959,"House","TX",9,"THOMPSON, Clark Wallace","Democrat",-0.306,0.866
86,1959,"House","MD",3,"GARMATZ, Edward Alexander","Democrat",-0.307,0.222
86,1959,"House","MA",8,"MACDONALD, Torbert Hart","Democrat",-0.308,-0.091
86,1959,"House","WV",4,"HECHLER, Kenneth William","Democrat",-0.31,-0.292
86,1959,"House","IL",12,"BOYLE, Charles Augustus","Democrat",-0.312,-0.158
86,1959,"House","CT",4,"IRWIN, Donald Jay","Democrat",-0.313,-0.29
86,1959,"House","IA",5,"SMITH, Neal Edward","Democrat",-0.313,0.174
86,1959,"House","CO",4,"ASPINALL, Wayne Norviel","Democrat",-0.315,0.454
86,1959,"House","CT",3,"GIAIMO, Robert Nicholas","Democrat",-0.318,0.093
86,1959,"House","HI",1,"INOUYE, Daniel Ken","Democrat",-0.319,0.062
86,1959,"House","KS",2,"GEORGE, Newell Adolphus","Democrat",-0.321,0.446
86,1959,"House","MA",12,"MCCORMACK, John William","Democrat",-0.328,-0.047
86,1959,"House","WV",3,"BAILEY, Cleveland Monroe","Democrat",-0.331,0.392
86,1959,"House","MD",6,"FOLEY, John Robert","Democrat",-0.335,0.084
86,1959,"House","OK",2,"EDMONDSON, Edmond Augustus","Democrat",-0.34,0.582
86,1959,"House","IN",10,"HARMON, Randall S.","Democrat",-0.341,0.94
86,1959,"House","KY",3,"BURKE, Frank Welsh","Democrat",-0.341,0.3
86,1959,"House","AL",5,"RAINS, Albert McKinley","Democrat",-0.342,0.934
86,1959,"House","TX",14,"YOUNG, John Andrew","Democrat",-0.342,0.89
86,1959,"House","KY",7,"PERKINS, Carl Dewey","Democrat",-0.343,0.332
86,1959,"House","TN",4,"EVINS, Joseph Landon","Democrat",-0.343,0.886
86,1959,"House","MI",17,"GRIFFITHS, Martha Wright","Democrat",-0.344,0.138
86,1959,"House","RI",2,"FOGARTY, John Edward","Democrat",-0.344,-0.302
86,1959,"House","WV",2,"STAGGERS, Harley Orrin","Democrat",-0.345,0.326
86,1959,"House","LA",2,"BOGGS, Thomas Hale, Sr.","Democrat",-0.348,0.589
86,1959,"House","OH",9,"ASHLEY, Thomas William Ludlow","Democrat",-0.35,-0.049
86,1959,"House","KY",5,"SPENCE, Brent","Democrat",-0.351,0.384
86,1959,"House","MI",14,"RABAUT, Louis Charles","Democrat",-0.355,-0.202
86,1959,"House","WI",4,"ZABLOCKI, Clement John","Democrat",-0.355,0.293
86,1959,"House","NY",10,"KELLY, Edna Flannery","Democrat",-0.357,-0.022
86,1959,"House","AL",8,"JONES, Robert Emmett, Jr.","Democrat",-0.358,0.866
86,1959,"House","CT",1,"DADDARIO, Emilio Quincy","Democrat",-0.361,-0.223
86,1959,"House","MO",7,"BROWN, Charles Harrison","Democrat",-0.363,0.564
86,1959,"House","IL",25,"GRAY, Kenneth James","Democrat",-0.364,0.45
