"county_fips","state_name","county_name","total_votes_20","total_votes_24","r20","r24","swing","flipped"
"46129","South Dakota","Walworth County",2580,2466,77.68,80.13,2.45,FALSE
"46135","South Dakota","Yankton County",10900,10832,62.1,63.13,1.03,FALSE
"46137","South Dakota","Ziebach County",906,781,45.65,51.46,5.81,TRUE
"47001","Tennessee","Anderson County",35570,36548,66.38,68.08,1.7,FALSE
"47003","Tennessee","Bedford County",19088,20090,76.32,79.28,2.96,FALSE
"47005","Tennessee","Benton County",7260,7260,78.76,81.72,2.96,FALSE
"47007","Tennessee","Bledsoe County",5758,6191,82.95,85.5,2.55,FALSE
"47009","Tennessee","Blount County",66609,69224,72.54,74.16,1.62,FALSE
"47011","Tennessee","Bradley County",45865,49246,78.14,79.77,1.63,FALSE
"47013","Tennessee","Campbell County",14933,15528,83.48,85.05,1.57,FALSE
"47015","Tennessee","Cannon County",6557,6881,80.45,83.39,2.94,FALSE
"47017","Tennessee","Carroll County",11905,11882,78.25,81.04,2.79,FALSE
"47019","Tennessee","Carter County",24492,24852,81.22,81.91,0.69,FALSE
"47021","Tennessee","Cheatham County",20260,20741,72.36,73.28,0.92,FALSE
"47023","Tennessee","Chester County",7584,7577,80.83,82.84,2.01,FALSE
"47025","Tennessee","Claiborne County",12945,13534,82.8,85.33,2.53,FALSE
"47027","Tennessee","Clay County",3506,3760,78.81,83.54,4.73,FALSE
"47029","Tennessee","Cocke County",14859,15663,82.76,84.44,1.68,FALSE
"47031","Tennessee","Coffee County",24282,24932,75.81,77.9,2.09,FALSE
"47033","Tennessee","Crockett County",6114,5921,77.18,79.63,2.45,FALSE
"47035","Tennessee","Cumberland County",32279,34642,78.91,79.66,0.75,FALSE
"47037","Tennessee","Davidson County",309658,290036,33.41,35.99,2.58,FALSE
"47039","Tennessee","Decatur County",5241,5466,82.39,84.88,2.49,FALSE
"47041","Tennessee","DeKalb County",8513,9396,79.22,81.67,2.45,FALSE
"47043","Tennessee","Dickson County",24323,25204,74.29,76.27,1.98,FALSE
"47045","Tennessee","Dyer County",15079,14394,78.84,81.08,2.24,FALSE
"47047","Tennessee","Fayette County",22984,23696,69.07,71.38,2.31,FALSE
"47049","Tennessee","Fentress County",8729,9771,85.97,88.16,2.19,FALSE
"47051","Tennessee","Franklin County",19132,19728,74.2,76.83,2.63,FALSE
"47053","Tennessee","Gibson County",22335,21648,73.8,76.22,2.42,FALSE
"47055","Tennessee","Giles County",13203,13487,74.79,77.75,2.96,FALSE
"47057","Tennessee","Grainger County",10134,11130,85.38,87.05,1.67,FALSE
"47059","Tennessee","Greene County",28087,31095,81.07,83.26,2.19,FALSE
"47061","Tennessee","Grundy County",5855,6328,82.94,84.91,1.97,FALSE
"47063","Tennessee","Hamblen County",24631,25501,77.38,79.7,2.32,FALSE
"47065","Tennessee","Hamilton County",171113,174438,54.95,56.63,1.68,FALSE
"47067","Tennessee","Hancock County",2744,2908,86.76,88.45,1.69,FALSE
"47069","Tennessee","Hardeman County",10063,9399,57.95,62.16,4.21,FALSE
"47071","Tennessee","Hardin County",11538,12094,84.34,85.8,1.46,FALSE
"47073","Tennessee","Hawkins County",24824,26266,83.33,84.7,1.37,FALSE
"47075","Tennessee","Haywood County",7439,6652,45.45,49.81,4.36,FALSE
"47077","Tennessee","Henderson County",12020,12047,82.4,84.13,1.73,FALSE
"47079","Tennessee","Henry County",15047,15076,76.01,77.97,1.96,FALSE
"47081","Tennessee","Hickman County",9832,10309,78.06,80.77,2.71,FALSE
"47083","Tennessee","Houston County",3686,3810,75.73,79.45,3.72,FALSE
"47085","Tennessee","Humphreys County",8236,8264,75.21,78.36,3.15,FALSE
"47087","Tennessee","Jackson County",5323,5676,78.39,81.51,3.12,FALSE
"47089","Tennessee","Jefferson County",23616,25815,80.03,82.39,2.36,FALSE
"47091","Tennessee","Johnson County",7801,8102,83.85,84.93,1.08,FALSE
"47093","Tennessee","Knox County",220556,221864,57.67,59.92,2.25,FALSE
"47095","Tennessee","Lake County",2034,1939,73.93,77.68,3.75,FALSE
"47097","Tennessee","Lauderdale County",8965,8266,63.99,68.66,4.67,FALSE
"47099","Tennessee","Lawrence County",18718,19533,82.76,84.83,2.07,FALSE
"47101","Tennessee","Lewis County",5609,5890,80.67,83.04,2.37,FALSE
"47103","Tennessee","Lincoln County",15608,16128,80.8,82.6,1.8,FALSE
"47105","Tennessee","Loudon County",29347,33209,75.76,76.79,1.03,FALSE
"47107","Tennessee","McMinn County",22844,24072,80.67,82.38,1.71,FALSE
"47109","Tennessee","McNairy County",11275,11267,82.39,84.53,2.14,FALSE
"47111","Tennessee","Macon County",9487,10333,86.1,87.52,1.42,FALSE
"47113","Tennessee","Madison County",42950,39964,56.56,59.2,2.64,FALSE
"47115","Tennessee","Marion County",13256,13933,75.73,78.09,2.36,FALSE
"47117","Tennessee","Marshall County",14878,15962,75.39,78.57,3.18,FALSE
"47119","Tennessee","Maury County",46657,52090,68.58,72.55,3.97,FALSE
"47121","Tennessee","Meigs County",5532,6099,81.59,84.01,2.42,FALSE
"47123","Tennessee","Monroe County",20797,22323,81.68,83.7,2.02,FALSE
"47125","Tennessee","Montgomery County",76758,81755,56.51,59.35,2.84,FALSE
"47127","Tennessee","Moore County",3539,3654,83.44,84.95,1.51,FALSE
"47129","Tennessee","Morgan County",8228,8560,85.59,87.57,1.98,FALSE
"47131","Tennessee","Obion County",13521,12900,80.65,82.67,2.02,FALSE
"47133","Tennessee","Overton County",10037,11069,79.57,82.4,2.83,FALSE
"47135","Tennessee","Perry County",3428,3716,81.86,84.91,3.05,FALSE
"47137","Tennessee","Pickett County",2931,2954,81.93,83.37,1.44,FALSE
"47139","Tennessee","Polk County",8360,8727,81.99,84.34,2.35,FALSE
"47141","Tennessee","Putnam County",33593,34939,72.12,73.97,1.85,FALSE
"47143","Tennessee","Rhea County",13637,14444,82.35,83.82,1.47,FALSE
"47145","Tennessee","Roane County",25917,27412,76.09,77.58,1.49,FALSE
"47147","Tennessee","Robertson County",33717,35070,73.84,75.7,1.86,FALSE
"47149","Tennessee","Rutherford County",143878,147656,57.86,61.05,3.19,FALSE
"47151","Tennessee","Scott County",9052,9605,89.03,90.14,1.11,FALSE
"47153","Tennessee","Sequatchie County",7252,7890,81.85,83.47,1.62,FALSE
"47155","Tennessee","Sevier County",43535,43970,79.48,80.88,1.4,FALSE
"47157","Tennessee","Shelby County",382055,326497,34.53,37.08,2.55,FALSE
"47159","Tennessee","Smith County",9051,9336,79.84,82.76,2.92,FALSE
"47161","Tennessee","Stewart County",6296,6620,80.07,82.29,2.22,FALSE
"47163","Tennessee","Sullivan County",74357,75541,76.38,77.77,1.39,FALSE
"47165","Tennessee","Sumner County",92630,97761,69.63,71.16,1.53,FALSE
"47167","Tennessee","Tipton County",27308,26733,74.59,76.67,2.08,FALSE
"47169","Tennessee","Trousdale County",3998,4251,74.37,79.69,5.32,FALSE
"47171","Tennessee","Unicoi County",8307,8541,80.34,81.33,0.99,FALSE
"47173","Tennessee","Union County",8123,8669,84.49,85.86,1.37,FALSE
"47175","Tennessee","Van Buren County",2921,3265,81.15,83.84,2.69,FALSE
"47177","Tennessee","Warren County",16009,17015,75.12,78.34,3.22,FALSE
"47179","Tennessee","Washington County",60203,61234,68.45,70,1.55,FALSE
"47181","Tennessee","Wayne County",6669,6831,87.6,88.76,1.16,FALSE
"47183","Tennessee","Weakley County",13735,13394,77.49,79.46,1.97,FALSE
"47185","Tennessee","White County",11895,12931,81.76,83.58,1.82,FALSE
"47187","Tennessee","Williamson County",139016,144668,63.29,66.47,3.18,FALSE
"47189","Tennessee","Wilson County",74330,81254,69.33,70.29,0.96,FALSE
"48001","Texas","Anderson County",19227,19353,79.26,81.1,1.84,FALSE
"48003","Texas","Andrews County",5863,6059,85.33,86.59,1.26,FALSE
"48005","Texas","Angelina County",34574,34419,73.28,76.18,2.9,FALSE
"48007","Texas","Aransas County",12290,13028,76.01,78.09,2.08,FALSE
"48009","Texas","Archer County",4796,5132,90.6,89.83,-0.77,FALSE
"48011","Texas","Armstrong County",1112,1109,93.24,93.04,-0.2,FALSE
"48013","Texas","Atascosa County",18118,18442,67.2,71.83,4.63,FALSE
"48015","Texas","Austin County",14554,15379,79.5,81.56,2.06,FALSE
"48017","Texas","Bailey County",1860,1740,77.81,80.78,2.97,FALSE
"48019","Texas","Bandera County",12715,13592,80.06,81.2,1.14,FALSE
"48021","Texas","Bastrop County",36665,39788,57,59.31,2.31,FALSE
"48023","Texas","Baylor County",1702,1670,89.09,88.88,-0.21,FALSE
"48025","Texas","Bee County",9420,8789,64.62,70.1,5.48,FALSE
"48027","Texas","Bell County",127375,130557,54.35,58.2,3.85,FALSE
"48029","Texas","Bexar County",768952,757547,40.76,45.07,4.31,FALSE
"48031","Texas","Blanco County",7441,8518,74.01,76.57,2.56,FALSE
"48033","Texas","Borden County",416,387,96.13,95.85,-0.28,FALSE
"48035","Texas","Bosque County",9126,9571,82.71,83.95,1.24,FALSE
"48037","Texas","Bowie County",38261,36629,71.62,74.5,2.88,FALSE
"48039","Texas","Brazoria County",154984,161950,59.24,59.98,0.74,FALSE
"48041","Texas","Brazos County",85061,91847,57.35,62.61,5.26,FALSE
"48043","Texas","Brewster County",4822,4576,52.15,56.38,4.23,FALSE
"48045","Texas","Briscoe County",725,744,89.12,90.24,1.12,FALSE
"48047","Texas","Brooks County",2484,2402,40.44,45.16,4.72,FALSE
"48049","Texas","Brown County",15969,16853,86.67,87.25,0.58,FALSE
"48051","Texas","Burleson County",8609,9365,79.04,81.66,2.62,FALSE
"48053","Texas","Burnet County",24717,28147,76.9,78.09,1.19,FALSE
"48055","Texas","Caldwell County",14973,15686,54.62,57.3,2.68,FALSE
"48057","Texas","Calhoun County",7856,7832,72.42,76.22,3.8,FALSE
"48059","Texas","Callahan County",6832,6985,89.12,89.04,-0.08,FALSE
"48061","Texas","Cameron County",114174,116122,43.35,52.92,9.57,TRUE
"48063","Texas","Camp County",5060,5242,72.23,76.96,4.73,FALSE
"48065","Texas","Carson County",3122,3172,90.34,90.81,0.47,FALSE
"48067","Texas","Cass County",13927,14140,79.79,82.93,3.14,FALSE
"48069","Texas","Castro County",2083,2021,77.47,79.22,1.75,FALSE
"48071","Texas","Chambers County",21652,24971,81.28,83.07,1.79,FALSE
"48073","Texas","Cherokee County",19508,20502,78.2,81.59,3.39,FALSE
"48075","Texas","Childress County",2279,2272,86.24,88.33,2.09,FALSE
"48077","Texas","Clay County",5741,5906,89.2,90.05,0.85,FALSE
"48079","Texas","Cochran County",1000,893,82.05,83.24,1.19,FALSE
"48081","Texas","Coke County",1779,1814,89.91,90.07,0.16,FALSE
"48083","Texas","Coleman County",4124,4155,88.98,89.66,0.68,FALSE
"48085","Texas","Collin County",492216,515167,52.21,55.72,3.51,FALSE
"48087","Texas","Collingsworth County",1218,1201,87.12,88.76,1.64,FALSE
"48089","Texas","Colorado County",9975,9994,75.54,78.78,3.24,FALSE
"48091","Texas","Comal County",88863,103465,71.65,72.98,1.33,FALSE
"48093","Texas","Comanche County",6086,6544,85.85,87.19,1.34,FALSE
"48095","Texas","Concho County",1268,1198,84.3,87.15,2.85,FALSE
"48097","Texas","Cooke County",18988,20432,82.93,83.68,0.75,FALSE
"48099","Texas","Coryell County",23490,23911,67.11,70.57,3.46,FALSE
"48101","Texas","Cottle County",662,657,82.7,86.39,3.69,FALSE
"48103","Texas","Crane County",1503,1387,83.8,86.53,2.73,FALSE
"48105","Texas","Crockett County",1574,1417,78.01,77.09,-0.92,FALSE
"48107","Texas","Crosby County",1953,1880,72.59,75.84,3.25,FALSE
"48109","Texas","Culberson County",864,781,48.65,58.57,9.92,TRUE
"48111","Texas","Dallam County",1609,1447,87.58,89.42,1.84,FALSE
"48113","Texas","Dallas County",921638,848948,33.91,38.69,4.78,FALSE
"48115","Texas","Dawson County",3789,3511,78.5,80.82,2.32,FALSE
"48117","Texas","Deaf Smith County",4610,4286,72.27,76.03,3.76,FALSE
"48119","Texas","Delta County",2592,2658,84.29,85,0.71,FALSE
"48121","Texas","Denton County",417964,448729,54.11,56.68,2.57,FALSE
"48123","Texas","DeWitt County",8118,7824,81.47,83.69,2.22,FALSE
"48125","Texas","Dickens County",988,993,86.78,85.25,-1.53,FALSE
"48127","Texas","Dimmit County",3666,3427,37.94,48.36,10.42,FALSE
"48129","Texas","Donley County",1648,1712,87.9,89.68,1.78,FALSE
"48131","Texas","Duval County",5053,4461,48.68,54.91,6.23,TRUE
"48133","Texas","Eastland County",8292,8363,88.04,88.96,0.92,FALSE
"48135","Texas","Ector County",44581,42615,74.2,76.65,2.45,FALSE
"48137","Texas","Edwards County",1066,1005,84.17,86.73,2.56,FALSE
"48139","Texas","Ellis County",85493,99485,67.29,65.67,-1.62,FALSE
"48141","Texas","El Paso County",267215,251371,32.13,42.34,10.21,FALSE
"48143","Texas","Erath County",16853,18350,82.43,84.24,1.81,FALSE
"48145","Texas","Falls County",6133,6276,68.75,72.52,3.77,FALSE
"48147","Texas","Fannin County",15004,16385,82.09,83.96,1.87,FALSE
"48149","Texas","Fayette County",12941,13327,79.26,80.97,1.71,FALSE
"48151","Texas","Fisher County",1826,1829,80.44,81.84,1.4,FALSE
"48153","Texas","Floyd County",2039,2089,78.34,82.73,4.39,FALSE
"48155","Texas","Foard County",551,545,81.8,82.96,1.16,FALSE
"48157","Texas","Fort Bend County",357514,362259,44.65,49.19,4.54,FALSE
"48159","Texas","Franklin County",5009,5310,83.81,84.62,0.81,FALSE
"48161","Texas","Freestone County",8711,9045,81.05,83.34,2.29,FALSE
"48163","Texas","Frio County",5279,4933,53.82,62.35,8.53,FALSE
"48165","Texas","Gaines County",5995,6416,90.29,91.56,1.27,FALSE
"48167","Texas","Galveston County",155060,158933,61.48,63.87,2.39,FALSE
"48169","Texas","Garza County",1653,1599,85.95,86.58,0.63,FALSE
"48171","Texas","Gillespie County",15846,16482,79.76,80.69,0.93,FALSE
"48173","Texas","Glasscock County",653,663,94,94.25,0.25,FALSE
"48175","Texas","Goliad County",3988,3984,77.86,80.33,2.47,FALSE
"48177","Texas","Gonzales County",7647,7755,74.28,77.57,3.29,FALSE
"48179","Texas","Gray County",7782,7580,89.19,88.79,-0.4,FALSE
"48181","Texas","Grayson County",59439,65888,75.27,77.35,2.08,FALSE
"48183","Texas","Gregg County",47982,46699,68.71,71.3,2.59,FALSE
"48185","Texas","Grimes County",12413,14043,76.9,80.37,3.47,FALSE
"48187","Texas","Guadalupe County",77592,85097,62.28,64.9,2.62,FALSE
"48189","Texas","Hale County",9584,9278,75.9,79.28,3.38,FALSE
"48191","Texas","Hall County",1168,1149,85.55,86.94,1.39,FALSE
"48193","Texas","Hamilton County",4349,4464,84.94,85.9,0.96,FALSE
"48195","Texas","Hansford County",2047,1999,91.76,92.66,0.9,FALSE
"48197","Texas","Hardeman County",1580,1405,84.66,86.55,1.89,FALSE
"48199","Texas","Hardin County",27635,28157,87.29,88.06,0.77,FALSE
"48201","Texas","Harris County",1640818,1556310,43.28,47.19,3.91,FALSE
"48203","Texas","Harrison County",29710,30226,73.08,75.46,2.38,FALSE
"48205","Texas","Hartley County",2078,2016,90.55,91.87,1.32,FALSE
"48207","Texas","Haskell County",2214,2246,83.9,85.97,2.07,FALSE
"48209","Texas","Hays County",109357,125688,44.48,47.14,2.66,FALSE
"48211","Texas","Hemphill County",1720,1612,87.83,88.14,0.31,FALSE
"48213","Texas","Henderson County",36310,38528,80.37,81.93,1.56,FALSE
"48215","Texas","Hidalgo County",220884,217194,41.39,51.45,10.06,TRUE
"48217","Texas","Hill County",14931,16703,80.66,82.4,1.74,FALSE
"48219","Texas","Hockley County",8095,7987,81.52,83.34,1.82,FALSE
"48221","Texas","Hood County",32541,36538,82.43,83.25,0.82,FALSE
"48223","Texas","Hopkins County",15939,16773,80.68,82.5,1.82,FALSE
"48225","Texas","Houston County",9437,9362,75.31,77.82,2.51,FALSE
"48227","Texas","Howard County",10240,9640,79.56,81.63,2.07,FALSE
"48229","Texas","Hudspeth County",1165,1038,67.74,73.4,5.66,FALSE
"48231","Texas","Hunt County",38574,46703,76.61,77.97,1.36,FALSE
"48233","Texas","Hutchinson County",8771,8241,88.84,88.85,0.01,FALSE
"48235","Texas","Irion County",889,868,86.35,87.88,1.53,FALSE
"48237","Texas","Jack County",3782,4201,91.17,91.32,0.15,FALSE
"48239","Texas","Jackson County",6340,6329,83.51,85.59,2.08,FALSE
"48241","Texas","Jasper County",15608,15839,80.94,83.43,2.49,FALSE
"48243","Texas","Jeff Davis County",1305,1169,61.01,60.84,-0.17,FALSE
"48245","Texas","Jefferson County",94739,86272,50.8,54.48,3.68,FALSE
"48247","Texas","Jim Hogg County",2036,1585,41.03,45.86,4.83,FALSE
"48249","Texas","Jim Wells County",13669,13268,54.91,57.79,2.88,FALSE
"48251","Texas","Johnson County",72005,80691,76.84,75.94,-0.9,FALSE
"48253","Texas","Jones County",6741,6946,85,86.85,1.85,FALSE
"48255","Texas","Karnes County",5249,5075,76.28,79.2,2.92,FALSE
"48257","Texas","Kaufman County",56703,69366,67.15,64.06,-3.09,FALSE
"48259","Texas","Kendall County",26438,29295,76.94,78.1,1.16,FALSE
"48261","Texas","Kenedy County",194,158,66.15,73.72,7.57,FALSE
"48263","Texas","Kent County",462,445,89.74,88.64,-1.1,FALSE
"48265","Texas","Kerr County",27745,28156,76.19,77.39,1.2,FALSE
"48267","Texas","Kimble County",2292,2402,87.49,89.07,1.58,FALSE
"48269","Texas","King County",159,135,94.97,95.56,0.59,FALSE
"48271","Texas","Kinney County",1603,1419,71.95,75.44,3.49,FALSE
"48273","Texas","Kleberg County",10944,10010,50.88,56.4,5.52,FALSE
"48275","Texas","Knox County",1456,1376,81.66,84.38,2.72,FALSE
"48277","Texas","Lamar County",21418,21236,78.99,80.69,1.7,FALSE
"48279","Texas","Lamb County",4408,4151,80.74,82.34,1.6,FALSE
"48281","Texas","Lampasas County",10399,11296,79.04,80.06,1.02,FALSE
"48283","Texas","La Salle County",2406,2360,55.93,60.3,4.37,FALSE
"48285","Texas","Lavaca County",10197,10486,86.85,88.18,1.33,FALSE
"48287","Texas","Lee County",8086,8413,78.14,80.39,2.25,FALSE
"48289","Texas","Leon County",8674,9060,87.53,88.54,1.01,FALSE
"48291","Texas","Liberty County",29334,31316,80.11,80.92,0.81,FALSE
"48293","Texas","Limestone County",9095,9069,75.42,78.66,3.24,FALSE
"48295","Texas","Lipscomb County",1353,1259,90.19,90.14,-0.05,FALSE
"48297","Texas","Live Oak County",5054,5092,83.68,84.98,1.3,FALSE
"48299","Texas","Llano County",12660,13622,80.35,80.67,0.32,FALSE
"48301","Texas","Loving County",66,97,93.75,89.58,-4.17,FALSE
"48303","Texas","Lubbock County",120771,124972,66.34,69.97,3.63,FALSE
"48305","Texas","Lynn County",2293,2567,81.24,85.43,4.19,FALSE
"48307","Texas","McCulloch County",3436,3513,85.56,86.96,1.4,FALSE
"48309","Texas","McLennan County",97771,99490,61.88,65.61,3.73,FALSE
"48311","Texas","McMullen County",516,487,89.67,92.37,2.7,FALSE
"48313","Texas","Madison County",5297,5489,79.3,82.35,3.05,FALSE
"48315","Texas","Marion County",4864,4714,72.16,76.46,4.3,FALSE
"48317","Texas","Martin County",2160,2083,86.57,88.08,1.51,FALSE
"48319","Texas","Mason County",2474,2526,81.33,82.71,1.38,FALSE
"48321","Texas","Matagorda County",13726,13308,72.51,75.5,2.99,FALSE
"48323","Texas","Maverick County",15346,15743,45.23,59.3,14.07,TRUE
"48325","Texas","Medina County",22644,24598,69.78,71.53,1.75,FALSE
"48327","Texas","Menard County",1028,1039,80.69,83.51,2.82,FALSE
"48329","Texas","Midland County",58856,58800,78.73,80.53,1.8,FALSE
"48331","Texas","Milam County",10576,11093,76.18,78.85,2.67,FALSE
"48333","Texas","Mills County",2505,2741,89.11,88.64,-0.47,FALSE
"48335","Texas","Mitchell County",2579,2513,84.53,85.9,1.37,FALSE
"48337","Texas","Montague County",9814,11097,88.7,89.05,0.35,FALSE
"48339","Texas","Montgomery County",271451,307134,72.22,72.96,0.74,FALSE
"48341","Texas","Moore County",5508,5359,80.41,83.83,3.42,FALSE
"48343","Texas","Morris County",5587,5433,69.88,75.72,5.84,FALSE
"48345","Texas","Motley County",652,650,92.92,94.59,1.67,FALSE
"48347","Texas","Nacogdoches County",26763,25470,65.88,69.56,3.68,FALSE
"48349","Texas","Navarro County",19121,19829,73.01,76.09,3.08,FALSE
"48351","Texas","Newton County",6094,5749,80.63,83.39,2.76,FALSE
"48353","Texas","Nolan County",5356,5114,78.05,79.87,1.82,FALSE
"48355","Texas","Nueces County",127314,121614,51.47,55.79,4.32,FALSE
"48357","Texas","Ochiltree County",3156,3008,90.3,91.01,0.71,FALSE
"48359","Texas","Oldham County",1009,974,91.88,92.36,0.48,FALSE
"48361","Texas","Orange County",35994,36328,82.11,83.55,1.44,FALSE
"48363","Texas","Palo Pinto County",12485,13333,82.37,83.81,1.44,FALSE
"48365","Texas","Panola County",11451,11437,81.93,83.3,1.37,FALSE
"48367","Texas","Parker County",76128,90802,82.66,83.48,0.82,FALSE
"48369","Texas","Parmer County",2650,2504,81.4,85.23,3.83,FALSE
"48371","Texas","Pecos County",4668,4233,69.94,72.67,2.73,FALSE
"48373","Texas","Polk County",24181,24285,77.52,79.65,2.13,FALSE
"48375","Texas","Potter County",33321,32091,69.7,72.45,2.75,FALSE
"48377","Texas","Presidio County",2217,1994,33.01,34.73,1.72,FALSE
"48379","Texas","Rains County",6053,6554,85.96,86.67,0.71,FALSE
"48381","Texas","Randall County",64674,66854,79.87,80.48,0.61,FALSE
"48383","Texas","Reagan County",1124,949,84.56,85.02,0.46,FALSE
"48385","Texas","Real County",1982,1958,83.7,83.76,0.06,FALSE
"48387","Texas","Red River County",5806,5796,78.38,80.93,2.55,FALSE
"48389","Texas","Reeves County",3687,3439,61.77,68.62,6.85,FALSE
"48391","Texas","Refugio County",3366,3072,66.61,69.9,3.29,FALSE
"48393","Texas","Roberts County",550,570,96.89,96.47,-0.42,FALSE
"48395","Texas","Robertson County",8099,8154,70.4,76.23,5.83,FALSE
"48397","Texas","Rockwall County",53891,62251,69.11,70.65,1.54,FALSE
"48399","Texas","Runnels County",4409,4056,87.34,88.79,1.45,FALSE
"48401","Texas","Rusk County",21368,21702,78.13,79.89,1.76,FALSE
"48403","Texas","Sabine County",5487,5581,87.73,89.39,1.66,FALSE
"48405","Texas","San Augustine County",4002,3747,75.42,78.29,2.87,FALSE
"48407","Texas","San Jacinto County",12638,12789,81.3,82.87,1.57,FALSE
"48409","Texas","San Patricio County",25888,25572,64.76,68.36,3.6,FALSE
"48411","Texas","San Saba County",2602,2703,88.94,89.73,0.79,FALSE
"48413","Texas","Schleicher County",1159,1108,81.67,82.51,0.84,FALSE
"48415","Texas","Scurry County",5869,5720,85.9,87.08,1.18,FALSE
"48417","Texas","Shackelford County",1628,1727,91.95,91.47,-0.48,FALSE
"48419","Texas","Shelby County",10084,9948,79.41,82.42,3.01,FALSE
"48421","Texas","Sherman County",991,872,90.69,94.45,3.76,FALSE
"48423","Texas","Smith County",100075,103815,69.99,72.75,2.76,FALSE
"48425","Texas","Somervell County",4947,5285,84.24,85.68,1.44,FALSE
"48427","Texas","Starr County",17525,16419,47.48,58.03,10.55,TRUE
"48429","Texas","Stephens County",3800,3761,89.5,89.77,0.27,FALSE
"48431","Texas","Sterling County",639,629,91.97,93.13,1.16,FALSE
"48433","Texas","Stonewall County",736,716,84.13,84.59,0.46,FALSE
"48435","Texas","Sutton County",1557,1400,79.15,83.66,4.51,FALSE
"48437","Texas","Swisher County",2355,2265,79.42,82.03,2.61,FALSE
"48439","Texas","Tarrant County",834697,822680,49.89,52.6,2.71,TRUE
"48441","Texas","Taylor County",55112,55386,73.05,75.15,2.1,FALSE
"48443","Texas","Terrell County",458,405,73.73,77.53,3.8,FALSE
"48445","Texas","Terry County",3612,3419,78.79,82.75,3.96,FALSE
"48447","Texas","Throckmorton County",899,900,90.77,91.85,1.08,FALSE
"48449","Texas","Titus County",10539,10208,72.61,77.56,4.95,FALSE
"48451","Texas","Tom Green County",45210,45438,72.53,74.25,1.72,FALSE
"48453","Texas","Travis County",610349,580285,27.02,29.97,2.95,FALSE
"48455","Texas","Trinity County",6938,7374,80.83,83.7,2.87,FALSE
"48457","Texas","Tyler County",9660,9577,85.38,86.9,1.52,FALSE
"48459","Texas","Upshur County",18887,19882,84.6,85.73,1.13,FALSE
"48461","Texas","Upton County",1368,1303,87.39,88.73,1.34,FALSE
"48463","Texas","Uvalde County",10342,9769,60.25,66.82,6.57,FALSE
"48465","Texas","Val Verde County",15272,14578,55.02,63.43,8.41,FALSE
"48467","Texas","Van Zandt County",25994,27935,86.36,87.59,1.23,FALSE
"48469","Texas","Victoria County",34188,35239,69.23,71.44,2.21,FALSE
"48471","Texas","Walker County",23612,25170,66.1,70.13,4.03,FALSE
"48473","Texas","Waller County",22734,27545,63.52,62.64,-0.88,FALSE
"48475","Texas","Ward County",4060,3764,80.92,83.24,2.32,FALSE
"48477","Texas","Washington County",17418,18208,75.26,77.55,2.29,FALSE
"48479","Texas","Webb County",68397,65845,38.24,51.1,12.86,TRUE
"48481","Texas","Wharton County",16761,16452,71.76,76.08,4.32,FALSE
"48483","Texas","Wheeler County",2337,2272,92.78,92.53,-0.25,FALSE
"48485","Texas","Wichita County",46030,44497,70.9,72.22,1.32,FALSE
"48487","Texas","Wilbarger County",4524,4463,78.66,80.57,1.91,FALSE
"48489","Texas","Willacy County",5549,5563,43.99,51.65,7.66,TRUE
"48491","Texas","Williamson County",289312,308163,49.28,51.24,1.96,TRUE
"48493","Texas","Wilson County",25013,27270,74.41,76.98,2.57,FALSE
"48495","Texas","Winkler County",2126,1932,83.04,85.33,2.29,FALSE
"48497","Texas","Wise County",32362,38230,84.46,85.25,0.79,FALSE
"48499","Texas","Wood County",22779,24381,84.44,85.07,0.63,FALSE
"48501","Texas","Yoakum County",2631,2393,83.81,85.64,1.83,FALSE
"48503","Texas","Young County",8239,8309,87.3,88.35,1.05,FALSE
"48505","Texas","Zapata County",3874,4871,52.68,61.28,8.6,FALSE
"48507","Texas","Zavala County",4379,3492,34.22,42.76,8.54,FALSE
"49001","Utah","Beaver County",3100,3212,88.3,87.59,-0.71,FALSE
"49003","Utah","Box Elder County",27027,28909,82.81,81.25,-1.56,FALSE
"49005","Utah","Cache County",57571,60229,69.55,67.82,-1.73,FALSE
"49007","Utah","Carbon County",9369,9445,73.67,72.68,-0.99,FALSE
"49009","Utah","Daggett County",619,550,81.71,81.43,-0.28,FALSE
"49011","Utah","Davis County",169895,166492,64.46,62.84,-1.62,FALSE
"49013","Utah","Duchesne County",8524,8967,89.91,88.57,-1.34,FALSE
"49015","Utah","Emery County",4865,5011,88.03,87.8,-0.23,FALSE
"49017","Utah","Garfield County",2732,2811,80.76,80.34,-0.42,FALSE
"49019","Utah","Grand County",5185,5300,44.48,45.14,0.66,FALSE
"49021","Utah","Iron County",24890,27876,79.52,79.15,-0.37,FALSE
"49023","Utah","Juab County",5866,6518,88.75,88.54,-0.21,FALSE
"49025","Utah","Kane County",4180,4486,73.46,74.24,0.78,FALSE
"49027","Utah","Millard County",6160,6385,89.65,88.63,-1.02,FALSE
"49029","Utah","Morgan County",6512,6757,82.67,80.84,-1.83,FALSE
"49031","Utah","Piute County",871,963,89.99,90.08,0.09,FALSE
"49033","Utah","Rich County",1363,1447,86.54,84.98,-1.56,FALSE
"49035","Utah","Salt Lake County",541175,509492,44.26,44.74,0.48,FALSE
"49037","Utah","San Juan County",6878,6328,53.17,58.33,5.16,FALSE
"49039","Utah","Sanpete County",12631,12943,85.36,84.82,-0.54,FALSE
