url	first_seen	last_seen	bytes	sha256	rows
https://www2.census.gov/programs-surveys/decennial/2020/data/01-Redistricting_File--PL_94-171/Pennsylvania/pa2020.pl.zip	2026-08-28	2026-08-28	57240396	sha256:2d33a7dab29c8dd5692bbde203d253e06eebbc44fcbaa96b1caa958d454026ae	NA
https://www2.census.gov/programs-surveys/acs/summary_file/2021/table-based-SF/data/5YRData/acsdt5y2021-b01003.dat	2026-08-28	2026-08-28	18447258	sha256:8b663b4c019a5c173da08c2e0c389a82a393168894c5a31eb39cd4ddc794e82c	NA
https://www2.census.gov/programs-surveys/acs/summary_file/2022/table-based-SF/data/5YRData/acsdt5y2022-b01003.dat	2026-08-28	2026-08-28	18398036	sha256:45f7e8d4fd2e3752d5219924ef01e886bfe70bcbe38524cd81d38abc7d1fa392	NA
https://www2.census.gov/programs-surveys/acs/summary_file/2023/table-based-SF/data/5YRData/acsdt5y2023-b01003.dat	2026-08-28	2026-08-28	18311997	sha256:24ae3f523b4c54332ce0a71ba534569685a8a729056f975915d860d1eb943565	NA
https://www2.census.gov/programs-surveys/acs/summary_file/2024/table-based-SF/data/5YRData/acsdt5y2024-b01003.dat	2026-08-28	2026-08-28	18313708	sha256:38d1a992bb058d184009b10b9b34987279aee575e4323165cfb5706c69b6ca90	NA
https://www2.census.gov/programs-surveys/acs/summary_file/2021/table-based-SF/data/1YRData/acsdt1y2021-b01003.dat	2026-08-28	2026-08-28	234592	sha256:4f96b5a470d4e40f026ff44d54a9ba4f26119ff6e7c149eb809b72b233b51698	NA
https://www2.census.gov/programs-surveys/acs/summary_file/2022/table-based-SF/data/1YRData/acsdt1y2022-b01003.dat	2026-08-28	2026-08-28	238976	sha256:d3276f410415da87f44493faae2b2d171d281c61f86b2f79c65b6740f158cd0a	NA
https://www2.census.gov/programs-surveys/acs/summary_file/2023/table-based-SF/data/1YRData/acsdt1y2023-b01003.dat	2026-08-28	2026-08-28	239251	sha256:38ca3509acb5d1601a7a03a8e9f562d1f6a121f081f3cbcbc4490176ff723fd9	NA
https://www2.census.gov/programs-surveys/acs/summary_file/2024/table-based-SF/data/1YRData/acsdt1y2024-b01003.dat	2026-08-28	2026-08-28	240811	sha256:3f04d8c2ad77dab54085f014b795c33c19463eede4539e110247bb329d1025fd	NA
https://www2.census.gov/programs-surveys/popest/datasets/2020-2021/counties/totals/co-est2021-alldata.csv	2026-08-28	2026-08-28	645814	sha256:684883133405a88edbd43156382ccd7771fe1d6608b7ea1b992cb28bb6d31c83	3194
https://www2.census.gov/programs-surveys/popest/datasets/2020-2022/counties/totals/co-est2022-alldata.csv	2026-08-28	2026-08-28	1023779	sha256:dc531340e127d323319100fd4eeb36ba5a25a3d067d3e6c63de1c0e187016cfa	3195
https://www2.census.gov/programs-surveys/popest/datasets/2020-2023/counties/totals/co-est2023-alldata.csv	2026-08-28	2026-08-28	1396427	sha256:38dd59c70ef8067a3d476b6f5039e60f288e2d492015525ba9711faffd12c418	3195
https://www2.census.gov/programs-surveys/popest/datasets/2020-2024/counties/totals/co-est2024-alldata.csv	2026-08-28	2026-08-28	1769182	sha256:abcc8720d669e793bbfdcd440eeec37a78db3b452adbe4ccd1eadf7c72b522b9	3195
https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/counties/totals/co-est2025-alldata.csv	2026-08-28	2026-08-28	2071735	sha256:4f5a499d851e2cb48fd7a5405e5a9235453a8a66933657aacd10df0e264f35d5	3195
https://www2.census.gov/programs-surveys/popest/datasets/2010-2020/counties/totals/co-est2020.csv	2026-08-28	2026-08-28	396305	sha256:480b0e957ec35b07c0335189559da3f11dc1f26990642eb4b50126c31e42f4fa	3194
https://api.census.gov/data.json	2026-08-28	2026-08-28	5198896	sha256:7033c2d3c610b0025ac0ed8f9ddb9e7d3adb4b674d3868488421b6ac5b5e48a2	113785
